[00:00:00.069 --> 00:00:00.289]  Hey!
[00:22:02.982 --> 00:22:04.824]  Oh, yeah, but we had time to roll it, though.
[00:22:07.543 --> 00:22:08.444]  Oh, the computer.
[00:22:08.684 --> 00:22:09.104]  That's what it is.
[00:22:09.124 --> 00:22:09.384]  Alright.
[00:22:09.605 --> 00:22:20.273]  When we get back, we will roll that piece and go over it for you so you can hear Fox News for yourself.
[00:22:21.234 --> 00:22:22.575]  Openly admit all of this.
[00:22:23.135 --> 00:22:23.395]  Okay?
[00:22:23.936 --> 00:22:26.037]  Tuning in via your cell phones.
[00:22:27.658 --> 00:22:28.239]  Whenever they want.
[00:22:29.674 --> 00:22:34.595]  And then Google says, oh, we're going to use the video and microphone in your computer.
[00:22:34.815 --> 00:22:37.876]  They said this about eight months ago to watch and view everything you're doing.
[00:22:38.596 --> 00:22:43.097]  So we'll be right back after this quick break blasting out coast to coast and nationwide.
[00:22:43.117 --> 00:22:43.437]  Stay with us.
[00:23:02.234 --> 00:23:03.295]  The War on Terrorism.
[00:23:03.596 --> 00:23:06.399]  Will it be fought overseas or will it affect us here at home?
[00:23:06.659 --> 00:23:10.823]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[00:23:11.244 --> 00:23:12.085]  So what do you do?
[00:23:12.385 --> 00:23:16.970]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:23:17.430 --> 00:23:19.552]  With a little know-how, it's not that difficult.
[00:23:20.052 --> 00:23:34.764]  Sheltering in Place, Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[00:23:34.804 --> 00:23:41.850]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[00:23:42.210 --> 00:23:46.613]  Get this critical video every American needs for only $29 plus shipping.
[00:23:47.053 --> 00:23:48.814]  Order by calling New Millennium today at 888-803-4438.
[00:23:48.835 --> 00:23:49.115]  That's 888-803-4438.
[00:23:49.155 --> 00:23:50.596]  Or order on the web at Berkeywater.com.
[00:24:00.874 --> 00:24:03.837]  Have you ever thought about what's in your shampoo, soap, or detergent?
[00:24:03.997 --> 00:24:09.182]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[00:24:09.522 --> 00:24:14.867]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[00:24:15.227 --> 00:24:16.328]  Hi, this is Alex Jones.
[00:24:16.708 --> 00:24:25.534]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[00:24:26.035 --> 00:24:27.616]  Now compare a Calben Pure Soap.
[00:24:27.876 --> 00:24:36.702]  All natural, earth friendly, no harsh chemicals, no animal testing, they're safe, and you save 85% of the money you're spending on cleaning products now.
[00:24:37.102 --> 00:24:40.545]  Start saving over $1,000 a year for your family of four.
[00:24:40.925 --> 00:24:41.686]  Keep it natural.
[00:24:42.006 --> 00:24:50.112]  Call CalBed Pure Soap for a free catalog at 1-800-340-7091 or log on to 5starsoap.com.
[00:24:50.393 --> 00:24:54.416]  Try CalBed Pure Soaps and I'll bet you'll never use any other cleaning products again.
[00:24:54.436 --> 00:24:55.517]  Call 1-800-340-7091 for all your cleaning needs.
[00:25:00.465 --> 00:25:06.270]  Do you suffer from issues related to angina pain, high blood pressure, unbalanced cholesterol, or clogged arteries?
[00:25:06.510 --> 00:25:10.633]  Do you want to live free of sickness, pain, and fear with increased vitality?
[00:25:10.913 --> 00:25:18.759]  Today, you're going to learn about an effective, natural, 100% organic nutritional supplement for a healthy heart and improved circulation.
[00:25:18.960 --> 00:25:22.482]  It's called Heart and Body Extract, and it's going to change your life.
[00:25:22.783 --> 00:25:28.207]  Sharon Harris, co-creator of Heart and Body Extract, was astonished by how quickly the product worked for her.
[00:25:28.467 --> 00:25:35.111]  Within two weeks of using the formula, my blood pressure went from 160 over 110 to 120 over 70.
[00:25:35.411 --> 00:25:39.693]  Typically, a person will notice a difference within the first bottle.
[00:25:39.713 --> 00:25:42.775]  So, exactly how does Heart and Body Extract work?
[00:25:42.975 --> 00:25:52.841]  What happens with the formula Heart and Body Extract is it's giving the body the necessary vitamins, minerals, amino acids, enzymes, and phytonutrients so the body will heal itself.
[00:25:53.081 --> 00:25:56.985]  Here are just a few of the benefits associated with heart and body extract.
[00:25:57.205 --> 00:25:59.167]  Angina is gone in just a few days.
[00:25:59.387 --> 00:26:03.451]  Blood pressure goes back to normal and irregular heartbeat returns to normal.
[00:26:03.731 --> 00:26:07.374]  Heart and body extract works by making sure your body is in balance.
[00:26:07.655 --> 00:26:12.179]  Doctors who've tried heart and body extract with their patients are thrilled with the results.
[00:26:12.519 --> 00:26:15.542]  Dr. Mark Goodman talks about his experience with the product.
[00:26:15.742 --> 00:26:16.503]  My experience has been
[00:26:16.783 --> 00:26:17.243]  Tremendous.
[00:26:17.764 --> 00:26:24.828]  Using something that is natural, that is absorbed into the body, particularly because it's in a liquid form, I think it's the best way to go.
[00:26:24.908 --> 00:26:27.870]  Dr. Shreve also witnessed the positive effects with his patients.
[00:26:28.011 --> 00:26:32.814]  This is the most encouraging development that I think that I have seen in a long while.
[00:26:33.174 --> 00:26:37.497]  And dealing with these patients who are so ill, I am just amazed.
[00:26:37.757 --> 00:26:40.239]  Heart and Body Extract gets results!
[00:26:40.559 --> 00:26:45.602]  To order your 2 month supply, call now toll free at 866-295-5305 or order online at HBextract.com.
[00:26:45.622 --> 00:26:47.283]  Heart and Body Extract 866-295-5305 or HBextract.com.
[00:27:01.856 --> 00:27:06.263]  Are you tired of searching for Great Talk Radio?
[00:27:06.323 --> 00:27:07.545]  Well, search no more.
[00:27:07.605 --> 00:27:09.067]  We are the GCN Radio Network.
[00:27:14.550 --> 00:27:17.773]  Yes, the Republic is fading away in front of all of us.
[00:27:17.913 --> 00:27:23.798]  Foreign corporations have completely bought up our government, our politicians, our debt.
[00:27:34.384 --> 00:27:39.888]  The Bill of Rights and Constitution, which truly is the heart and soul of the country, is worm-eaten through and through.
[00:27:39.908 --> 00:27:49.374]  And new armies of bureaucrats and agents are being spilled out upon us to eat out our substance.
[00:27:49.394 --> 00:27:52.376]  Go read the Declaration of Independence and ask yourself if we're not littering that.
[00:27:52.396 --> 00:27:56.638]  I know we have callers from Tampa, Florida, Ohio, Florida, Corpus Christi, Texas, all over the place.
[00:27:56.698 --> 00:27:59.480]  And look, I want to get to you, but it stays like these.
[00:27:59.560 --> 00:28:00.721]  I could talk for the whole show,
[00:28:01.503 --> 00:28:06.791]  About how they're engineering this credit crunch, how they are by design doing this.
[00:28:06.831 --> 00:28:08.073]  I mean, it's not just me saying it.
[00:28:08.113 --> 00:28:16.265]  I interviewed twice the Nobel Prize winner, former chief economist, World Bank, Joseph Stiglitz, who quit a few years ago because they were planning to engineer all this.
[00:28:16.969 --> 00:28:26.394]  But again, the very people that are engineering it all are now going to sit up there as your saviors, and they'll put talking heads up on TV to tell you how they've got a new solution, which only puts your neck that much more in the noose.
[00:28:26.795 --> 00:28:28.235]  It's about consolidation.
[00:28:28.255 --> 00:28:29.036]  It's about control.
[00:28:29.276 --> 00:28:31.657]  The private banks issue the currencies worldwide.
[00:28:32.038 --> 00:28:41.063]  They issue it and design it to create bubbles, to get you over-extended, to get real assets, and to blow out real estate and the middle class, which they've done a great job of destroying.
[00:28:41.323 --> 00:28:42.243]  It's almost gone now.
[00:28:43.604 --> 00:28:44.485]  I'm already digressing.
[00:28:46.644 --> 00:28:48.165]  We've got him trying to cheat Ron Paul.
[00:28:48.185 --> 00:28:56.232]  He still came out number 5th beating Giuliani and McCain and of course Fred Thompson in the Iowa straw poll.
[00:28:56.252 --> 00:28:57.113]  Very important news.
[00:28:57.433 --> 00:29:01.076]  I want to get into the market and the currency and everything else.
[00:29:03.798 --> 00:29:06.080]  This is really some huge news right here.
[00:29:07.281 --> 00:29:11.885]  When Bill Clinton was about to leave office, 6 months before, he called for a congressional
[00:29:14.037 --> 00:29:39.925]  uh... body to both houses to look at the military and they had a commission and they said we need a draft but we need to call it this is all public but they know you don't read they said we need to call it national service and then we'll have a corps where the women will serve here or in support roles and it wouldn't be called the military but like a new giant compulsory uh... you know secure corps the division of ameriCorps this is like
[00:29:40.743 --> 00:29:46.887]  Discozy, you know, like this Nazi class of tattletales, and high schoolers will run checkpoints.
[00:29:46.907 --> 00:29:51.210]  They started pilot programs of that, and kids in gray uniforms out helping the cops.
[00:29:51.270 --> 00:29:56.293]  I mean, you know, National Night Out is kind of the Campbell's Dozen or the Tent Flap, getting you introduced to all this.
[00:29:56.353 --> 00:29:57.554]  And they say it all!
[00:29:57.614 --> 00:30:08.161]  I mean, imagine if you go read all this, you'd see them talking about the destruction of this country, while the border stays wide open and the illegal aliens are above the law, and they're told to release them, and they give them bank loans without ID cards.
[00:30:08.201 --> 00:30:08.722]  That's AP.
[00:30:08.782 --> 00:30:10.603]  I mean, it's just, again, the war on terror is a fraud.
[00:30:11.304 --> 00:30:13.045]  It's about keeping you, the cattle, in line.
[00:30:13.185 --> 00:30:15.347]  That's what all this is for, ladies and gentlemen.
[00:30:18.010 --> 00:30:21.633]  So, then they start introducing different bills.
[00:30:21.733 --> 00:30:23.495]  Rangel puts in a bill, other bills are put in.
[00:30:24.546 --> 00:30:26.067]  The Pentagon starts saying, we need it.
[00:30:26.447 --> 00:30:31.948]  Four years ago, they reformed the draft boards, gave a massive funding, more than triple their funding.
[00:30:31.988 --> 00:30:34.849]  Draft board heads start saying, yeah, we're told the draft's coming again.
[00:30:34.869 --> 00:30:36.850]  I mean, oh, no, no, no, no, no.
[00:30:37.170 --> 00:30:38.290]  Then I talk to people in the military.
[00:30:38.310 --> 00:30:44.592]  They say, yeah, we're told it's coming after the next terror attack, which, of course, conveniently will happen whenever they're ready.
[00:30:46.453 --> 00:30:48.714]  And then Bush is giving a speech.
[00:30:48.754 --> 00:30:50.134]  He goes, there's going to be a draft.
[00:30:50.154 --> 00:30:51.014]  You can be assured of that.
[00:30:51.054 --> 00:30:52.595]  He goes, I mean, no draft, no draft.
[00:30:52.615 --> 00:30:53.255]  You know, he messed up.
[00:30:55.077 --> 00:31:04.602]  But the funny thing is, when you can tell they're really going to do something, every time we cover this, they then come out and say, you're insane, no one has said that, there's not even bills introduced, it doesn't exist.
[00:31:04.622 --> 00:31:11.845]  Just like the amnesty bill, we found out it was the biggest amnesty ever, and five years of no taxes and aggravated violent felons were going to be legalized.
[00:31:12.125 --> 00:31:13.946]  We got the bill, which they tried to keep secret.
[00:31:14.186 --> 00:31:17.828]  Now Congress tries to keep bills secret, which as we promised, it's not an amnesty.
[00:31:18.608 --> 00:31:21.650]  So you know they're planning it, when they then lie about it.
[00:31:22.070 --> 00:31:24.371]  They just said, yeah, those are dumb bills, they're not going to pass.
[00:31:25.074 --> 00:31:34.442]  You know, this session, you know, then it'd be one thing, but when they start saying it doesn't exist, which they've been doing, you've all heard them, then you know that is major alarms go off.
[00:31:35.163 --> 00:31:37.004]  That, ooh, that's a bad sign.
[00:31:37.485 --> 00:31:38.866]  Well, here's Associated Press.
[00:31:39.626 --> 00:31:41.608]  Okay, now, this is how their propaganda works.
[00:31:41.628 --> 00:31:48.574]  They'll say they're going to do it, or say it's a good idea, or say, well, maybe we should have it, or, well, we need something like a draft where you've got to serve, but we won't call it a draft.
[00:31:48.594 --> 00:31:50.736]  I've got Fox and CNN pundits saying that.
[00:31:51.869 --> 00:31:55.090]  They're selling you on it, but they're not wanting to form oppositions.
[00:31:55.130 --> 00:31:57.470]  They go, yeah, we need it, but no, it doesn't exist.
[00:31:58.810 --> 00:31:59.431]  This is AP.
[00:31:59.551 --> 00:32:02.291]  Bush war advisor says draft worth a look.
[00:32:02.691 --> 00:32:03.892]  Frequent tours of U.S.
[00:32:03.912 --> 00:32:07.392]  forces in Iraq and Afghanistan have stressed the all-volunteer force.
[00:32:07.412 --> 00:32:08.232]  They said it wasn't.
[00:32:08.312 --> 00:32:09.893]  I thought four or five tours was good for troops.
[00:32:10.273 --> 00:32:12.953]  And made it worth considering a return to a military draft.
[00:32:13.233 --> 00:32:15.374]  President Bush's new war advisor said Friday.
[00:32:15.954 --> 00:32:18.857]  I think it makes sense to certainly consider it.
[00:32:19.057 --> 00:32:22.961]  Army Lieutenant General Douglas Lute wants to loot America, let me tell you.
[00:32:23.242 --> 00:32:26.825]  Said in an interview, loot our young people's blood for their fraud.
[00:32:27.206 --> 00:32:28.567]  Military doesn't work for us anymore, folks.
[00:32:28.928 --> 00:32:31.090]  The average person that joins us is a good person.
[00:32:31.310 --> 00:32:37.997]  I know they mean well, but Thomas Barnett, the head of the Naval War College, said on C-SPAN, and I've talked to him,
[00:32:38.737 --> 00:32:40.618]  As I said, we work for the global banks.
[00:32:40.778 --> 00:32:41.818]  We work for the New World Order.
[00:32:42.178 --> 00:32:45.560]  I mean, it's just not your government, not your Congress, not your media.
[00:32:45.980 --> 00:32:46.260]  Okay?
[00:32:46.840 --> 00:32:48.021]  I mean, let's get that straight.
[00:32:48.061 --> 00:32:48.821]  It's been hijacked.
[00:32:49.101 --> 00:32:52.843]  You know, like if hijackers hijack a plane, it doesn't belong to American Airlines anymore?
[00:32:52.863 --> 00:32:54.664]  Or Lufthansa?
[00:32:55.504 --> 00:32:56.424]  Or LL?
[00:32:56.725 --> 00:33:02.847]  Well, if your government gets hijacked, let's use a childlike analogy for the public school educated folks like myself out there.
[00:33:03.447 --> 00:33:07.269]  Emperor Palpatine isn't legitimate in Revenge of the Sith.
[00:33:07.910 --> 00:33:08.731]  He's bad.
[00:33:08.791 --> 00:33:10.052]  He's not the government.
[00:33:10.973 --> 00:33:11.473]  Okay?
[00:33:11.773 --> 00:33:15.676]  Hitler got elected, but then hijacked dictatorial power afterwards.
[00:33:16.197 --> 00:33:18.138]  See, he wasn't legitimate.
[00:33:18.819 --> 00:33:20.180]  Government isn't God.
[00:33:20.520 --> 00:33:22.562]  You're not patriotic by worshipping the government.
[00:33:22.582 --> 00:33:25.925]  You're patriotic by knowing what your Bill of Rights and Constitution is and defending it.
[00:33:28.647 --> 00:33:30.148]  Bush War Advisor says, Draft?
[00:33:30.208 --> 00:33:31.069]  Worth a look.
[00:33:31.960 --> 00:33:42.470]  I think it makes sense to certainly consider it, Army Lieutenant General Douglas Lutz said in an interview with National Public Radio's All Things Considered, and I can tell you that this has always been an option on the table.
[00:33:42.750 --> 00:33:44.212]  I thought it was never on the table!
[00:33:44.252 --> 00:33:46.153]  That Bush is said off the table!
[00:33:46.434 --> 00:33:47.775]  Well, you better believe it's the opposite.
[00:33:48.804 --> 00:33:54.225]  But ultimately this is a policy matter between meeting the demands of the nation's security and one that means another.
[00:33:54.585 --> 00:34:00.267]  Lute added, in his first interview since he was confirmed in the Senate in June, President Nixon abolished the draft in 1973.
[00:34:00.367 --> 00:34:03.508]  Okay, they've set up the draft boards, they're getting ready for it.
[00:34:04.108 --> 00:34:13.970]  And just as soon as somebody flips the switch and the globalist dirty bomb or set off a nuke or pull off another one of their ops, just Google Operation Northwoods, Gulf of Tonkin now admitted to be staged,
[00:34:14.985 --> 00:34:21.828]  The NATO option, our special forces all over Europe carrying out bomb attacks, blaming it on their political enemies, that's now declassified.
[00:34:22.348 --> 00:34:24.329]  I mean, I'm not just going to sit here and put up with it anymore.
[00:34:24.629 --> 00:34:28.370]  They admit Kermit Roosevelt staged terror attacks to blame it on Iran in 53.
[00:34:29.191 --> 00:34:30.331]  Overthrew that government doing that.
[00:34:30.391 --> 00:34:40.815]  I mean, I'm not going to sit here while they pull this dirty CIA overthrow business in my country so your big fat banker owners can loot the daylights out of us!
[00:34:43.183 --> 00:34:57.472]  Well, we do what we do, because we were at Machiavelli when we graduated from the Secret Special Ops, and it's the end justifies the means, and we gotta, you know, 3,000 die, or we, or America loses its edge in global supremacy, and then the other evil takes over.
[00:34:57.912 --> 00:35:01.714]  We're just gonna go ahead and plant the explosives in the buildings and do what's needed.
[00:35:05.957 --> 00:35:10.380]  See, it's that, it's that idea, and then you go, and now, now what's in the news?
[00:35:11.206 --> 00:35:15.267]  I'll talk to Luke Rudowsky about this when we come back and then I'll try to get to some of your calls here.
[00:35:17.948 --> 00:35:29.150]  I'm sure you've heard they've had a senator, a former senator, a top neocon, Republican Party head in a major state, now two states, internal Republican memos now confirmed.
[00:35:29.310 --> 00:35:31.071]  We were reporting on it two years ago, now confirmed.
[00:35:33.752 --> 00:35:39.593]  And they say they want another 9-11 and it will be good for America.
[00:35:40.456 --> 00:35:55.425]  In fact, let's play that first Fox News clip where they're defending, where they're defending, where they're defending the Philadelphia news writer who put this out.
[00:35:55.445 --> 00:36:00.929]  But all he's doing is putting out the Republican memo of two years ago that they need an attack.
[00:36:02.876 --> 00:36:06.398]  Funny, man, Al-Qaeda does what they need.
[00:36:06.718 --> 00:36:09.059]  Every time they need Al-Qaeda to give a speech or something.
[00:36:09.579 --> 00:36:13.981]  Every time they put out new terror alerts, new Al-Qaeda videos come out right on time, too.
[00:36:14.901 --> 00:36:16.342]  I mean, this is just magical.
[00:36:16.362 --> 00:36:21.104]  And then, Wired Magazine's computer experts looked at the latest videos being released.
[00:36:21.124 --> 00:36:30.688]  It turned out that Al-Qaeda watermarks are being put on the same time as the Intel Center, which is run by a former CIA high-level operative.
[00:36:31.468 --> 00:36:32.589]  That's just, oh, it's no big deal.
[00:36:32.609 --> 00:36:33.509]  The government loves you.
[00:36:33.549 --> 00:36:34.810]  It's very legitimate.
[00:36:34.830 --> 00:36:36.271]  The Federal Reserve is very legitimate.
[00:36:36.991 --> 00:36:38.712]  Everything's just wonderful.
[00:36:39.553 --> 00:36:43.915]  PrisonPlanet.com, Infowars.com, JonesReport.com are the websites.
[00:36:44.156 --> 00:36:46.597]  If we expose state-sponsored terror, we can stop it.
[00:36:46.637 --> 00:36:47.417]  Government-sponsored terror.
[00:36:47.658 --> 00:36:48.418]  Inside job terror.
[00:36:48.798 --> 00:36:53.941]  If we expose who's running the implosion of the economy, we can stop them.
[00:36:54.081 --> 00:36:57.523]  And if we expose who's trying to start another war, we can stop it.
[00:36:57.904 --> 00:36:59.405]  This is life and death, ladies and gentlemen.
[00:36:59.425 --> 00:36:59.945]  We'll be right back.
[00:37:01.639 --> 00:37:10.722]  Now you can upgrade your existing gravity filter to remove chemicals such as trimethylenes, atrazine, benzene, chlorine, chloroform, and MTVE to below detectable limits.
[00:37:10.962 --> 00:37:22.185]  Black Berkey elements are so powerful, they remove pathogenic bacteria, cysts and parasites to non-detectable levels, and transform water, even raw stagnant pond water, into delicious crystal clear drinking water.
[00:37:22.525 --> 00:37:28.227]  Nitrates, nitrites, radon-222, unwanted heavy metals like lead, mercury, and aluminum are no problem.
[00:37:28.467 --> 00:37:35.134]  Foul tastes like chlorine and obnoxious sulfur odors are removed without removing the healthful and beneficial minerals that your body needs.
[00:37:35.354 --> 00:37:42.181]  Black Berkey elements flow one and a half to two times faster than ordinary gravity elements, which means it takes much less time to filter your water.
[00:37:42.441 --> 00:37:44.203]  Supercharge your gravity filter today.
[00:37:44.463 --> 00:37:46.425]  Upgrade to Black Berkey purification elements.
[00:37:46.445 --> 00:37:48.207]  Let's get a 2-pack, only $99, or a 4-pack, only $188.
[00:37:48.267 --> 00:37:49.128]  Call New Millennium, 888-803-4438.
[00:37:49.148 --> 00:37:49.509]  That's 888-803-4438.
[00:37:49.529 --> 00:37:50.910]  Or order on the web at Berkeywater.com.
[00:38:01.959 --> 00:38:03.780]  Hi, Steve Shank, Fearless Task Force.
[00:38:04.080 --> 00:38:06.902]  The J. Michael Stevens Group is shipping a lot of storable food.
[00:38:07.402 --> 00:38:09.623]  It's smart that you're getting going at your food supplies.
[00:38:10.244 --> 00:38:18.508]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[00:38:19.009 --> 00:38:19.569]  An example?
[00:38:20.089 --> 00:38:22.951]  In 24 hours, clementine oranges doubled in price.
[00:38:23.811 --> 00:38:26.573]  If you intend to start or finish your supply, call immediately.
[00:38:26.973 --> 00:38:30.215]  When you call, tell them how many adults and how many years of food you need.
[00:38:30.993 --> 00:38:36.175]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[00:38:36.816 --> 00:38:38.296]  Money is not the problem.
[00:38:38.516 --> 00:38:39.517]  Availability is.
[00:38:40.037 --> 00:38:41.898]  Be careful when food supplies get short.
[00:38:42.138 --> 00:38:45.800]  With no future, many retailers ship real trash to supply you.
[00:38:46.440 --> 00:38:48.521]  For safe food you can trust, call 800-409-5633.
[00:38:48.601 --> 00:38:49.481]  On the web, efoodsdirect.com.
[00:38:49.501 --> 00:38:49.541]  800-409-5633.
[00:39:01.912 --> 00:39:05.633]  Hey, back to the show in just a sec, but before that, have you guys heard about this?
[00:39:05.993 --> 00:39:12.335]  There's this computer program that literally has newcomers to the Internet earning tens of thousands of dollars.
[00:39:12.475 --> 00:39:22.538]  See, this program lets you start selling high-profit products on the Internet using sites like eBay, selling stuff like digital cameras and iPod accessories, even plasma TVs.
[00:39:22.738 --> 00:39:24.499]  Now, here's the part I think's interesting.
[00:39:24.619 --> 00:39:29.641]  You can make all this money selling products that you never have to see or store or pay for.
[00:39:31.061 --> 00:39:35.002]  And there's a company that's giving out a CD for free that tells you how to get started with it.
[00:39:35.302 --> 00:39:38.203]  The number for the free CD is, uh, it's here.
[00:39:38.383 --> 00:39:41.904]  It's 1-800-229-7758.
[00:39:42.164 --> 00:39:45.865]  Looks like your computer does the work while you basically collect the money.
[00:39:45.985 --> 00:39:48.046]  Seems like an easy way to run a business out of your house.
[00:39:48.466 --> 00:39:51.967]  Anyway, to get the free CD, you call Internet Speedway at 1-800-229-7758.
[00:39:51.987 --> 00:39:52.047]  1-800-229-7758.
[00:39:59.389 --> 00:40:06.354]  When my son started having behavior problems, the total transformation techniques were like the instruction manual on how to deal with him.
[00:40:06.594 --> 00:40:07.855]  We got immediate results.
[00:40:08.155 --> 00:40:12.898]  Ever wish your kid came with an instruction manual when he's disrespectful, defiant, or even abusive?
[00:40:13.178 --> 00:40:13.979]  Do you know how to fix it?
[00:40:14.419 --> 00:40:19.763]  I'm behavioral therapist James Lehman, and I'll show you how to change your child's behavior right now with the Total Transformation.
[00:40:20.083 --> 00:40:23.146]  The program that helps you fix every behavior problem under the sun.
[00:40:23.507 --> 00:40:28.512]  Defiance, backtalking, lying, acting out in school, even problems with ADD and ADHD.
[00:40:28.732 --> 00:40:31.495]  There's no screaming, no fighting, no frustration.
[00:40:31.795 --> 00:40:36.740]  The Total Transformation is the program I've used for over 30 years to solve even the worst behavior problems.
[00:40:37.080 --> 00:40:40.803]  Your child will listen to you again, and you'll get peace and sanity back into your home.
[00:40:41.143 --> 00:40:41.784]  I guarantee it.
[00:40:42.184 --> 00:40:46.427]  Call now, and get how to turn your child's attitude around in one minute or less, free with your order.
[00:40:46.447 --> 00:40:46.587]  1-800-373-0402.
[00:40:46.607 --> 00:40:46.687]  1-800-373-0402.
[00:40:46.707 --> 00:40:46.928]  Call now.
[00:40:46.948 --> 00:40:47.008]  1-800-373-0402.
[00:40:47.028 --> 00:40:47.088]  1-800-373-0402.
[00:40:47.108 --> 00:40:48.108]  Thank you for listening to GCN.
[00:41:06.437 --> 00:41:08.600]  Visit GCNlive.com today!
[00:41:25.080 --> 00:41:28.982]  Welcome, ladies and gentlemen.
[00:41:30.662 --> 00:41:39.726]  You can probably hear the sound of cars and buses driving along as I'm in Midtown Manhattan.
[00:41:41.666 --> 00:41:48.809]  We're approaching the sixth anniversary right now of the tragic attacks of September 11th, 2001.
[00:41:51.576 --> 00:41:52.936]  Things have been very, very eventful.
[00:41:52.956 --> 00:42:02.519]  I'm about to premiere my film, Endgame, here in New York at a huge theater before about 2,000 people come up in about an hour.
[00:42:02.539 --> 00:42:08.320]  And I'm not outside a little bistro restaurant taking a break before we go over there and I give a speech and show the film.
[00:42:08.700 --> 00:42:14.601]  It's already jam-packed with thousands of people there supporting first responders, the firemen, the police, their families.
[00:42:15.542 --> 00:42:21.123]  In fact, all proceeds from the showing of Endgame are going to that
[00:42:22.715 --> 00:42:28.256]  Again, this is a live report via cell phone from Midtown Manhattan, New York City.
[00:42:28.276 --> 00:42:30.977]  Here on the syndicated Sunday broadcast.
[00:42:31.917 --> 00:42:38.138]  And, obviously a lot of you have heard it was on National Fox Television News last night and got it on some of the news wires.
[00:42:38.578 --> 00:42:46.799]  When I was arrested last night, here in New York City, we're having demonstrations, street actions, in the Info War every day.
[00:42:46.819 --> 00:42:47.920]  We already had one today.
[00:42:49.160 --> 00:42:49.780]  Last night,
[00:42:50.794 --> 00:42:55.477]  We went down to Times Square to the Armed Services Recruiting Office.
[00:42:55.657 --> 00:42:56.638]  It's not our military anymore.
[00:42:56.658 --> 00:42:57.759]  It's controlled by the New World Order.
[00:42:58.179 --> 00:43:06.744]  They're exposing us, the military industrial complex, the very people that are trying to start war with Iran, the very people getting rid of our borders, setting up the North American Union.
[00:43:06.764 --> 00:43:09.546]  We support the troops, just like we support the police and firemen.
[00:43:09.586 --> 00:43:13.749]  We do not support how they're being used, like toilet paper, by the New World Order.
[00:43:14.489 --> 00:43:18.412]  And they would not issue us permits, so that was unpermitted, but the police backed off, didn't do anything.
[00:43:19.071 --> 00:43:29.199]  Then we knew that Fox News Headquarters, Fox Propaganda Headquarters was down the street, and that Oraldo Rivera was going live, so we spontaneously marched down there and took over 25 minutes of a live broadcast.
[00:43:29.839 --> 00:43:33.802]  Then, uh, someone in the crowd brought me a bullhorn, and I completely took over the broadcast.
[00:43:34.603 --> 00:43:47.132]  And, uh, the police came and grabbed me, put handcuffs on so tight, I mean, I've chopped a finger off, I've had a broken leg, I've been in car wrecks, it hurt nothing like these handcuffs, squeezed on me so tight, my wrists are, you know, bloody and purple.
[00:43:47.965 --> 00:43:51.189]  And, uh, they grabbed him and shook him with pleasure to torture me.
[00:43:51.609 --> 00:43:52.890]  This is all on national television.
[00:43:52.930 --> 00:43:53.891]  You just went on Fox.
[00:43:53.911 --> 00:43:55.553]  They zoomed in on their cameras.
[00:43:55.593 --> 00:43:56.714]  They have them on the top of the building.
[00:43:56.734 --> 00:43:58.216]  They put me in the car.
[00:43:59.019 --> 00:44:00.880]  They assaulted a Discovery Channel cameraman.
[00:44:00.900 --> 00:44:02.161]  Discovery Channel's very upset.
[00:44:02.581 --> 00:44:04.583]  Just came out of the crowd and assaulted him.
[00:44:04.883 --> 00:44:06.184]  They punched my cameraman.
[00:44:06.624 --> 00:44:13.669]  And basically it was a police riot as they assaulted us with pleasure and enjoyment as they attacked the First Amendment savagely and viciously.
[00:44:14.069 --> 00:44:16.070]  Again, Fox is doing a broadcast outside.
[00:44:16.370 --> 00:44:17.331]  We were not on their property.
[00:44:17.751 --> 00:44:25.576]  But when you got 400 people chanting, 9-11 is an inside job, 9-11 is an inside job, and then you have a bullhorn in the mix, it completely shut them down.
[00:44:25.656 --> 00:44:26.677]  So they just assaulted us.
[00:44:27.555 --> 00:44:29.756]  And then they took me into the jail cell.
[00:44:29.776 --> 00:44:35.978]  They had a lot of clean jail cells, but they decided to put me in a tiny one with an overflow toilet and laugh as they pushed me into it.
[00:44:36.018 --> 00:44:38.098]  There was human feces all over the floor.
[00:44:38.759 --> 00:44:42.980]  And I had to stand up on top of the wooden blanket of the bed, not to stand in human excrement.
[00:44:44.140 --> 00:44:48.662]  They were laughing at me, telling me that I was going to see a judge on Monday, that I would be there all weekend, until...
[00:44:49.844 --> 00:45:00.706]  Several hundred of the four hundred demonstrators walked, marched, like out of the movie Malcolm X, two by two, began chanting, let Alex Jones go, let Alex Jones go, free Alex Jones.
