[00:00:00.209 --> 00:00:01.470]  We're good to go.
[00:42:42.079 --> 00:42:43.120]  Oh, and you were next.
[00:42:43.160 --> 00:42:44.801]  You disagreed from New Mexico.
[00:42:45.542 --> 00:42:48.964]  I was going to skip ahead of Tony and David and Mike and Alan and Bill.
[00:42:49.921 --> 00:42:54.182]  And I was going to go to you, Ann, at 1-800-259-9231.
[00:42:54.222 --> 00:42:55.443]  You just called in five minutes ago.
[00:42:55.503 --> 00:42:57.343]  You can't wait to disagree with me?
[00:42:57.603 --> 00:42:58.123]  Five minutes?
[00:42:59.424 --> 00:43:01.785]  I'm sorry, it was too important what the caller brought up.
[00:43:04.985 --> 00:43:11.968]  How there are 5,500 Iraqis ready to burn down every major city in this country.
[00:43:13.648 --> 00:43:16.729]  You know what ten special ops can do in each city?
[00:43:20.939 --> 00:43:21.760]  You know what they can do?
[00:43:23.681 --> 00:43:25.262]  The panic they can cause?
[00:43:29.165 --> 00:43:30.606]  You know what the yuppies are going to do?
[00:43:30.626 --> 00:43:32.828]  I'm not saying they're ever going to implement this plan.
[00:43:33.468 --> 00:43:36.770]  It's just kind of like the country has a shock collar around its neck.
[00:43:37.751 --> 00:43:39.873]  Or like in the movie Dune with the heart plug.
[00:43:40.133 --> 00:43:41.354]  The country has a heart plug.
[00:43:41.794 --> 00:43:42.955]  They just pull it and we die.
[00:43:47.178 --> 00:43:49.840]  And they'll tell you Al-Qaeda and Iran did it.
[00:43:51.269 --> 00:43:54.850]  Makes no difference that Iran is not Al-Qaeda, that they're Shiite.
[00:43:55.750 --> 00:44:00.051]  The polar opposite in Islam means nothing to the idiots in the streets.
[00:44:00.771 --> 00:44:03.912]  And that's why the wolves have come.
[00:44:05.032 --> 00:44:12.373]  When you're a bunch of dumb, slack-jawed fools that don't know how the world works, you get, and you bet I'm bitter and angry.
[00:44:13.214 --> 00:44:14.354]  Man, I want to be out fishing.
[00:44:14.714 --> 00:44:16.314]  I want to be working a nine-to-five job.
[00:44:16.834 --> 00:44:20.455]  I want to be out having fun with family, screwing around.
[00:44:23.556 --> 00:44:28.700]  You think it's fun to be the leader of the quote patriot movement and the heir apparent everybody says?
[00:44:29.501 --> 00:44:30.482]  I don't like that title.
[00:44:31.282 --> 00:44:32.443]  You know how dangerous it is?
[00:44:32.864 --> 00:44:34.145]  You know the responsibility?
[00:44:36.567 --> 00:44:42.571]  And to know that we can have such a wonderful future but we've got to be a bunch of gullible idiots and so we're going into slavery.
[00:44:43.252 --> 00:44:47.395]  I'm, you bet, I get nasty, I get mad and for that I apologize but I'm angry.
[00:44:49.277 --> 00:44:50.998]  Tony in North Carolina, you're on the air.
[00:44:51.859 --> 00:44:52.159]  Hey Al.
[00:44:52.600 --> 00:44:52.760]  Hi.
[00:44:54.198 --> 00:44:55.079]  Hey Alex, how are you doing today?
[00:44:55.139 --> 00:44:55.559]  Good, good.
[00:44:55.859 --> 00:45:02.323]  I was wondering if you see any correlation to these changes in our civil liberties and to the loss of some of our rights.
[00:45:02.823 --> 00:45:11.268]  Plus, you know, you've advocated the 10 signs that we're seeing, and also some of the rumbling underground buildups that we've been hearing about.
[00:45:11.288 --> 00:45:18.091]  Do you see any correlation at all to the possible catastrophe that they talk about, December 2012?
[00:45:20.307 --> 00:45:30.196]  You know, I'm getting constant questions and comments about 2012 as the buzz intensifies and it's a very complex question.
[00:45:30.356 --> 00:45:36.582]  I believe the globalists are going to capitalize on craziness going into 2012.
[00:45:36.702 --> 00:45:41.647]  They would rather not stage terror attacks or use Iraqi CIA plants.
[00:45:42.267 --> 00:45:42.948]  They would rather
[00:45:43.661 --> 00:45:46.844]  Or a half dozen other plans they've got for provocateur actions.
[00:45:47.165 --> 00:45:55.292]  They would rather go out and infiltrate a messianic nut group, and they are out there, and then provocateur something.
[00:45:56.053 --> 00:46:00.237]  But the globalists also believe in the occult, so they think something big is coming.
[00:46:01.779 --> 00:46:03.320]  I don't really put a lot of stock in it.
[00:46:03.360 --> 00:46:03.941]  I've studied it.
[00:46:04.662 --> 00:46:11.967]  If you really read what the Mayans really said, even if you believe what they said, and I don't, they say it's just kind of like a new year, a new millennium.
[00:46:12.887 --> 00:46:19.011]  They say it's a new order, kind of like the New Agers think, you know, the age of Aquarius began in 2001.
[00:46:19.351 --> 00:46:24.555]  Or the age of Aquarius ended, depending on which school you look at, and a new one has begun.
[00:46:25.395 --> 00:46:31.199]  It's the age of Aquarius, the age of Aquarius, you know, all of that.
[00:46:32.820 --> 00:46:34.101]  So they put stock in it.
[00:46:34.947 --> 00:46:43.651]  And, you know, using the criminology or the psychopathic New World Order-ology, I ought to come up with a term for studying their... You know, I study them.
[00:46:43.711 --> 00:46:46.852]  That does... And the media will then say, oh, look, Jones believes we've entered a new age.
[00:46:46.952 --> 00:46:48.673]  No, I believe they believe that.
[00:46:49.713 --> 00:46:54.675]  And they're completely out of their minds, but they are highly intelligent, and we're in deep trouble.
[00:46:55.876 --> 00:47:03.198]  Is there any more information that's been released about some of these underground facilities that now they believe are three per state?
[00:47:03.218 --> 00:47:04.438]  Do you have any more information?
[00:47:04.458 --> 00:47:10.199]  You have incredible channels of information, and I'd like to, you know, get that out here, what your opinion is on that.
[00:47:10.239 --> 00:47:10.579]  Sure, sure.
[00:47:10.599 --> 00:47:12.340]  Let me briefly answer that, and I appreciate your call.
[00:47:12.440 --> 00:47:13.380]  It's a really good question.
[00:47:16.200 --> 00:47:18.081]  Number one, I am going to make a film on 2012.
[00:47:18.441 --> 00:47:23.222]  Just know that Endgame 2 is going to be a 2012 film.
[00:47:25.470 --> 00:47:26.290]  And I'll just leave it at that.
[00:47:27.291 --> 00:47:34.174]  After my JFK film and 9-11 films are released this year, I am going to make a 2012 film.
[00:47:36.095 --> 00:47:36.395]  Okay?
[00:47:37.475 --> 00:47:41.777]  I've been planning that for at least five years, and there you go, it's time, and that's what I'm gonna do.
[00:47:42.478 --> 00:47:44.058]  I'll just tell you that's the next project.
[00:47:47.740 --> 00:47:50.541]  But it will be unlike any of the other 2012 films you see.
[00:47:53.202 --> 00:47:54.243]  It will have a higher budget.
[00:47:55.370 --> 00:47:58.211]  Than any of the, quote, Grassroots 2012 films you're going to see.
[00:47:59.312 --> 00:48:04.815]  God willing, if I don't die in a car wreck tomorrow, or slip and fall on a banana peel.
[00:48:05.035 --> 00:48:07.076]  But that's up to the Creator, so we'll see what happens.
[00:48:09.377 --> 00:48:10.738]  You're asking about underground bases.
[00:48:10.758 --> 00:48:17.061]  You know, I never go to the source of some guy who claims he worked in one, or some rumor.
[00:48:17.881 --> 00:48:20.963]  We have the admissions of underground bases.
[00:48:23.115 --> 00:48:35.460]  So I always, always what is admitted is many many times wilder than for some reason the quote conspiracy theory movement never covers what they can prove.
[00:48:36.220 --> 00:48:42.283]  They always cover what they can hypothetically quizzling about.
[00:48:45.587 --> 00:48:51.333]  An example of that is, we've had Americans in illegal concentration camps since 1986 in the U.S.
[00:48:51.553 --> 00:48:56.338]  and it's on the Army's own website and publicly admitted, but no one wants to talk about it.
[00:48:56.358 --> 00:49:01.623]  They'll just talk about their brother's got a cousin who saw a truck overturned with signs that said martial law on them.
[00:49:04.406 --> 00:49:09.291]  And people won't talk about the tens of thousands of declassified examples of lethal and
[00:49:10.296 --> 00:49:21.019]  Potentially lethal, chemical, biological, radiological agents sprayed in subways and ship channels, on public school children, on CPS grab children, on churches, on cities.
[00:49:22.379 --> 00:49:24.200]  No one ever... I cover that in Endgame.
[00:49:24.680 --> 00:49:28.061]  We spend 20 minutes on it, spending about 30 seconds per example.
[00:49:28.341 --> 00:49:29.842]  There were thousands, we only picked a few.
[00:49:31.162 --> 00:49:34.263]  Sources, video, admissions, I mean they'll just murder you any time they want.
[00:49:35.083 --> 00:49:36.283]  It's a God complex.
[00:49:37.144 --> 00:49:38.324]  The ultimate power trip.
[00:49:40.282 --> 00:49:44.363]  But instead, people want to theorize what chemtrails are.
[00:49:46.583 --> 00:49:48.104]  By the way, chemtrails will be in the new film.
[00:49:49.844 --> 00:49:55.465]  But it's the same thing with these underground bases.
[00:49:56.385 --> 00:50:05.047]  It's declassified, they don't give you the exact specifics, but there is a multi-state network on the East Coast built and completed by the mid-1950s
[00:50:06.872 --> 00:50:10.733]  Centering underneath the Capitol, the White House, the Briar Green Hotel.
[00:50:10.753 --> 00:50:12.454]  Is it Briar Green or Briar Grove?
[00:50:15.475 --> 00:50:16.595]  All over the East Coast.
[00:50:16.895 --> 00:50:31.480]  And we know that the government spent billions of dollars in 1950s and 60s money to buy hundreds of giant locomotive drillers that can go through solid rock at about four feet an hour.
[00:50:32.260 --> 00:50:32.941]  Hundreds of them!
[00:50:33.501 --> 00:50:33.961]  And that they
[00:50:36.107 --> 00:50:37.488]  Have been digging ever since.
[00:50:40.830 --> 00:50:43.871]  So, yes, there's underground cities just everywhere.
[00:50:44.231 --> 00:50:46.953]  And I'll tell you where one is when we get back that is classified.
[00:50:54.432 --> 00:51:07.202]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:51:07.562 --> 00:51:18.270]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of the horrendous crime are brought to justice.
[00:51:18.651 --> 00:51:21.813]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:51:22.053 --> 00:51:23.775]  From hijackers being trained at U.S.
[00:51:23.815 --> 00:51:24.155]  military
[00:51:24.155 --> 00:51:24.795]  I think so.
[00:51:54.198 --> 00:51:59.845]  Doctors around the world claim that cancer and other diseases cannot live in a pH balanced alkaline environment.
[00:52:00.026 --> 00:52:05.192]  But as you know, most people are overly acidic due to stress, acidic diet, and lack of exercise.
[00:52:05.473 --> 00:52:10.559]  pH balance is the foundation of energy abundance and perfect health, as well as prevention of disease.
[00:52:10.840 --> 00:52:12.622]  People who alkalize the water they drink
[00:52:12.722 --> 00:52:16.403]  Alkaline experience normalized blood sugar, mental clarity, and loss of weight.
[00:52:16.723 --> 00:52:22.725]  It was intended for human beings to drink alkaline water, but due to modern way of life, most people are overly acidic.
[00:52:22.965 --> 00:52:26.486]  The fact is that disease simply cannot exist in an alkaline environment.
[00:52:26.746 --> 00:52:31.287]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[00:52:31.567 --> 00:52:32.347]  Do your part.
[00:52:32.608 --> 00:52:34.868]  Alkalize and supercharge your body now!
[00:52:35.248 --> 00:52:41.350]  AlkaVision Plasma pH Drops contain a special mineral salt concentrate that raises the pH of the water you drink
[00:52:41.670 --> 00:52:44.074]  Up to the pH of 10 with only 10 drops.
[00:52:44.434 --> 00:52:50.643]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to alkavision.com.
[00:52:50.923 --> 00:52:52.325]  Again, that's alkavision.com.
[00:52:54.631 --> 00:52:56.373]  Ladies and gentlemen, please pay attention.
[00:52:56.613 --> 00:52:57.875]  Ron Paul did not quit.
[00:52:58.095 --> 00:52:59.116]  He is still in the race.
[00:52:59.476 --> 00:53:02.760]  Most Americans do not understand how the election process works.
[00:53:03.200 --> 00:53:04.241]  The media is lying.
[00:53:04.702 --> 00:53:07.265]  John McCain does not have the Republican nomination.
[00:53:07.645 --> 00:53:10.368]  The popular vote is just a straw poll, believe it or not.
[00:53:10.748 --> 00:53:13.932]  The delegates have the power over the elections, not the voters.
[00:53:14.352 --> 00:53:18.734]  After the mainstream media wrote a hit piece on how Ron Paul quit, many supporters quit as well.
[00:53:19.294 --> 00:53:24.196]  Ron Paul has stated he will continue his run for presidency, as long as he has your continued support.
[00:53:24.656 --> 00:53:25.676]  Ron Paul has a plan.
[00:53:25.957 --> 00:53:32.239]  The delegates have not yet been voted on, and they are voted first in county, then state, all the way to the National Convention.
[00:53:32.719 --> 00:53:37.181]  Go to our website at RonPaulFlags.com and click on Why Ron Paul Will Win.
[00:53:37.681 --> 00:53:41.143]  That's Rompalflags.com to find out more on how delegates work.
[00:53:41.603 --> 00:53:42.344]  Stand your ground.
[00:53:42.464 --> 00:53:44.705]  Go for the win and fly a Rompalflag today!
[00:53:44.965 --> 00:53:46.006]  Or call 731-664-1526 for more information.
[00:53:46.026 --> 00:53:46.306]  That's 731-664-1526.
[00:54:00.886 --> 00:54:03.768]  Look at your young men fighting.
[00:54:03.888 --> 00:54:06.369]  Look at your women crying.
[00:54:06.789 --> 00:54:09.791]  Look at your young men dying.
[00:54:09.851 --> 00:54:15.694]  The way they've always done before.
[00:54:15.754 --> 00:54:17.115]  In 1947, the government went underground.
[00:54:18.903 --> 00:54:26.488]  Under the guise of national security and the threat of Soviet nuclear attack, which didn't materialize until the mid-fifties when our government gave it to them.
[00:54:26.508 --> 00:54:27.649]  That's now been declassified.
[00:54:27.689 --> 00:54:33.353]  They, of course, killed a few patsies to make the public think that it had been, you know, some rogue group.
[00:54:34.694 --> 00:54:35.655]  They had to have that enemy.
[00:54:37.076 --> 00:54:45.622]  And one of the first big underground cities built after they built the East Coast Network,
[00:54:46.425 --> 00:54:51.468]  was built under Fort Hood, Texas, the largest western military reservation in the world.
[00:54:51.488 --> 00:54:54.330]  The Russians, reportedly by the Urals, have a bigger compound.
[00:54:55.211 --> 00:55:09.360]  They have underground nuke storing facilities under some hills out there, and I've talked to multiple troops, and I've got other funding documents that are declassified that show that they did pump billions of dollars into underground facilities there.
[00:55:09.921 --> 00:55:13.043]  And the MO is, that's a nexus point all the way out to Carl
[00:55:14.867 --> 00:55:27.136]  To the different bases in New Mexico, to the different bases in Arizona, to the different bases in California, to the different bases in the Dakotas, in the bases in Fort Worth.
[00:55:27.977 --> 00:55:30.118]  And yeah, they built underground railroads.
[00:55:31.339 --> 00:55:39.045]  And then, as for how big the cities are themselves, the Swiss have underground cities for their entire population, and they admit it.
[00:55:39.725 --> 00:55:41.867]  And they are set up for two years apiece.
[00:55:42.947 --> 00:55:43.768]  Every town has one.
[00:55:44.463 --> 00:55:46.664]  The Russians have public facilities for their public.
[00:55:46.964 --> 00:55:48.085]  The Chinese have them.
[00:55:48.525 --> 00:55:57.470]  In the US, if you're in major cities, they still have the signs up in parking garages, it will say, designated nuclear fallout shelter.
[00:55:57.930 --> 00:56:03.053]  You're meant to go into the underground shelter, into the car park, and die.
[00:56:04.674 --> 00:56:06.135]  Land of the coward, home of the slave.
[00:56:06.175 --> 00:56:09.777]  You see, because we thought we were so free, and because we thought we were so good,
[00:56:10.632 --> 00:56:12.433]  The New World Order likes its Russian slaves.
[00:56:12.513 --> 00:56:14.293]  It likes its Chinese slaves to a certain extent.
[00:56:14.773 --> 00:56:18.555]  It doesn't like us, so we don't get the facilities everybody else gets.
[00:56:19.115 --> 00:56:20.875]  And so they just never tell us about them.
[00:56:21.776 --> 00:56:26.837]  But they do have massive underground cities all over the nation.
[00:56:27.698 --> 00:56:34.320]  Reportedly, some of them have 20-year food supplies, nuclear power plants underground, just everything.
[00:56:35.502 --> 00:56:36.542]  And it's all for them.
[00:56:36.682 --> 00:56:40.964]  And they are strongly considering releasing bioweapons and just killing all of us.
[00:56:41.404 --> 00:56:46.946]  And then they, of course, will orderly retreat to the facilities and kill everyone on the surface.
[00:56:47.346 --> 00:56:49.206]  And then they will emerge into their utopia.
[00:56:50.267 --> 00:56:52.727]  These are very, very, very, very sick people.
[00:56:54.188 --> 00:57:00.690]  And they've even done studies on how to shut down the power plants and how to make sure there's not chain reactions on the surface if they do this.
[00:57:02.117 --> 00:57:03.198]  And that's what we face.
[00:57:04.518 --> 00:57:08.781]  Now, I don't know if they'll implement those plans, but that's who runs things.
[00:57:08.821 --> 00:57:13.003]  I mean, they're people that poison your water just to dumb you down so you're more easily controllable.
[00:57:13.063 --> 00:57:15.664]  I mean, they're apt to do anything.
[00:57:17.365 --> 00:57:19.646]  And there is a giant underground city.
[00:57:19.666 --> 00:57:27.730]  You know, Fort Hood is... I saw a report, what is it, eight times the size of Dallas or something?
[00:57:27.770 --> 00:57:30.872]  I mean, it's just... it's gigantic.
[00:57:31.969 --> 00:57:33.290]  Look at a map of Fort Hood.
[00:57:34.211 --> 00:57:35.332]  It's just up the road from me.
[00:57:36.232 --> 00:57:40.315]  And most of the troops, of course, don't even know how big it is or the different facilities that are on it.
[00:57:42.016 --> 00:57:52.444]  And it's... Austin Bergstrom, the report is, that under the Hilton, the old Hilton, it was a SAC command base, Strategic Air Command.
[00:57:52.844 --> 00:57:53.625]  The report is,
[00:57:56.232 --> 00:57:58.854]  Man, I probably shouldn't even get into this stuff, but they can never track back.
[00:58:00.355 --> 00:58:01.556]  Why not just tell people?
[00:58:01.777 --> 00:58:10.604]  There's reportedly an underground spur, railway spur, that is one way, under that, out to Fort Hood.
[00:58:12.485 --> 00:58:16.689]  But of course, I mean, what do you expect from the former SAC command base?
[00:58:17.650 --> 00:58:20.532]  Yeah, they used to have the big nuke bombers out there at it.
[00:58:23.054 --> 00:58:24.255]  We'll be right back.
[00:58:24.335 --> 00:58:25.016]  Okay, look.
[00:58:25.663 --> 00:58:27.123]  I did take quite a few calls, but not enough.
[00:58:27.143 --> 00:58:29.344]  I don't care how good your question is, I'm rampaging through them.
[00:58:29.644 --> 00:58:30.364]  On the other side, 1-800-259-9231.
[00:58:30.424 --> 00:58:36.166]  Thank you for listening to GCN.
[00:58:36.386 --> 00:58:42.668]  Visit GCNlive.com today.
[00:58:44.589 --> 00:58:45.969]  It is a big idea.
[00:58:45.989 --> 00:58:48.110]  A new world order.
[00:58:48.830 --> 00:58:53.211]  In the near future, Earth is dominated by a powerful world government.
[00:58:53.720 --> 00:58:55.842]  It's known as the Bilderberg Group.
[00:58:56.543 --> 00:58:58.786]  Couldn't their objective be world domination?
[00:58:59.346 --> 00:59:01.769]  For thousands of years, their dark order grew.
[00:59:02.510 --> 00:59:09.837]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:59:12.867 --> 00:59:17.830]  For the first time in history, the elite's plan for world government is blown wide open.
[00:59:18.311 --> 00:59:21.613]  You will learn the secret that drives the entire New World Order agenda.
[00:59:21.633 --> 00:59:24.695]  The Oval Bureau is making great progress toward a world government.
[00:59:24.735 --> 00:59:25.876]  Most people have no idea.
[00:59:25.896 --> 00:59:26.676]  They're not after money.
[00:59:26.696 --> 00:59:27.757]  They have all the money they need.
[00:59:27.957 --> 00:59:28.698]  They're after power.
[00:59:28.958 --> 00:59:30.079]  That's what they're after these days.
[00:59:30.099 --> 00:59:34.622]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:59:34.862 --> 00:59:38.344]  Or watch it online right now at PrisonPlanet.tv.
[00:59:38.804 --> 00:59:39.245]  Endgame.
[00:59:39.585 --> 00:59:41.546]  Blueprint for global enslavement.
[00:59:41.626 --> 00:59:42.667]  You have been warned.
[00:59:46.789 --> 00:59:48.710]  Waging war on corruption.
[00:59:49.191 --> 00:59:52.072]  Alex Jones on the GCN Radio Network.
[00:59:58.175 --> 00:59:59.296]  Government cover-ups.
[00:59:59.936 --> 01:00:00.757]  You want answers?
[01:00:01.517 --> 01:00:02.458]  Well, so does he.
[01:00:02.478 --> 01:00:06.740]  He's Alex Jones on the GCN Radio Network.
[01:00:07.260 --> 01:00:11.363]  And now, live from Austin, Texas, Alex Jones.
[01:00:12.461 --> 01:00:15.403]  We are now into our number two.
[01:00:18.104 --> 01:00:20.185]  I'm going to take your calls right now.
[01:00:20.205 --> 01:00:22.426]  I love the different angles, the different subjects.
[01:00:22.566 --> 01:00:26.368]  Underground bases, Oklahoma City, Bohemian Grove.
[01:00:27.268 --> 01:00:29.350]  I love the different angles your calls are taking us.
[01:00:30.010 --> 01:00:32.711]  And then I'm just going to keep all the news to the third hour.
[01:00:32.771 --> 01:00:36.773]  We'll also take calls then for an absolute information overload news blitz.
[01:00:38.014 --> 01:00:41.296]  Right now, let's go to David in Missouri.
[01:00:41.316 --> 01:00:42.056]  You're on the air, sir.
[01:00:42.659 --> 01:00:44.420]  Hello, Alex Jones.
[01:00:44.980 --> 01:00:47.141]  It's a pleasure to talk to you, and God bless you.
[01:00:47.422 --> 01:00:48.102]  Nice to talk to you.
[01:00:49.623 --> 01:00:52.164]  I wanted to talk about, like, solutions.
[01:00:52.244 --> 01:01:00.428]  Like, I know you're always informing people, and then we need to take the next step in fighting the New World Order, fighting the Illuminati.
[01:01:01.769 --> 01:01:10.554]  And I don't know, this is just a suggestion, but hopefully you could have to prepare about a year or something, but I'd like to see
[01:01:11.610 --> 01:01:16.573]  A million or five million people flood the streets of Washington, D.C.
[01:01:16.773 --> 01:01:21.675]  in protest against the IRS and the Federal Reserve System.
[01:01:22.035 --> 01:01:25.577]  Look, in a couple of months there's going to be a big march in D.C.
[01:01:25.877 --> 01:01:36.563]  for the Ron Paul revolution, and I think it's a great idea, but we've got to be prepared that if five million hit the streets, there's a very good chance the Feds would set off a truck bomb or something and blame it on us.
[01:01:36.583 --> 01:01:38.224]  They just couldn't pass up that opportunity.
[01:01:39.124 --> 01:01:40.685]  I understand their psychology too well.
[01:01:44.136 --> 01:01:46.999]  Yeah, it's sad.
[01:01:47.059 --> 01:01:53.605]  Well, I mean, once you see human life as bad, and once you see it as moral to kill us and lie to us, it's over.
[01:01:54.246 --> 01:01:59.130]  And they've all written it and stated it, and that's their policy, and we've had a shadow government since 1947.
[01:02:00.431 --> 01:02:02.133]  That is 61 years.
[01:02:02.553 --> 01:02:09.340]  They've just been doing whatever they want with unlimited funds, and the private corporations own them, and we're in deep trouble.
[01:02:10.164 --> 01:02:12.366]  I mean, every cop out there listening, you're with us.
[01:02:13.087 --> 01:02:17.050]  If they decide to release the bioweapons and go to their underground bases, you're going to be dying.
[01:02:17.611 --> 01:02:20.193]  And of course, you'll be dying thinking some patriot released it.
[01:02:20.654 --> 01:02:24.917]  You'll be flopping around, vomiting in your apartment, dying, thinking, you know, I did it or something.
[01:02:24.937 --> 01:02:26.379]  You're so brainwashed.
[01:02:27.500 --> 01:02:32.104]  So, what do you think would be the best way to attack them?
[01:02:34.389 --> 01:02:38.510]  You know, I can't even get people to believe me, though I'm starting, people are starting to listen.
[01:02:38.970 --> 01:02:48.193]  We first got to wake up the general public, and we are, and I appreciate your call, because so much of what we have said has come true.
[01:02:50.193 --> 01:02:52.534]  So much of what the alternative media has discussed has happened.
[01:02:53.709 --> 01:02:55.691]  Our credibility, our stock has gone up and up.
[01:02:56.191 --> 01:03:06.180]  Despite the fact that there are a lot of nuts who are, quote, conspiracy terrorists who just put out the craziest stuff you can imagine, people are now discerning between real alternative news and baloney.
[01:03:07.141 --> 01:03:13.847]  And the feds have tried to put hate into our movements, and they've tried to put kookiness and viciousness into our movement, and it's really not working.
[01:03:13.867 --> 01:03:15.068]  People are developing a palate.
[01:03:16.075 --> 01:03:30.040]  You know, the taste buds to really be able to discern, or the olfactory senses have been developed, that's part of the palate, to discern.
[01:03:31.640 --> 01:03:45.625]  And so now people are finally... I mean, I've got people in my family that are, you know, Harvard doctors who are really smart, but they didn't believe me five years ago, and I have dinner with them now, and they're freaking out going, yes, we believe you, what do we do?
[01:03:52.028 --> 01:03:52.648]  I'm not bragging.
[01:03:52.728 --> 01:03:55.370]  I have people in my family who are Harvard Medical School graduates.
[01:03:56.211 --> 01:03:59.053]  The point I'm making is that they believed in the system.
[01:03:59.093 --> 01:04:00.974]  They thought, well, I'm a good person, so the system's good.
[01:04:01.355 --> 01:04:02.315]  Now they've seen.
[01:04:02.615 --> 01:04:06.558]  And once you pull the veil back, once they can see for themselves, that's the solution.
[01:04:07.179 --> 01:04:08.440]  One has to see the matrix.
[01:04:08.600 --> 01:04:10.381]  One cannot really be told about it.
[01:04:11.698 --> 01:04:17.562]  And so now as we enter deeper into the New World Order, it's our job to wake up those that still aren't aware of what's happening.
[01:04:17.602 --> 01:04:31.531]  I mean, I got New York footage of police beating peaceful Tibetan protesters to bloody pulps, and about a third or 45% of the people, maybe more, on the message board on YouTube are saying, good.
[01:04:34.453 --> 01:04:38.255]  I mean, it is, it is, and I don't even hate those police.
[01:04:38.395 --> 01:04:39.396]  I'm sad for them.
[01:04:41.511 --> 01:04:43.917]  I'm sad by what they've been turned into.
[01:04:43.937 --> 01:04:47.907]  Alright, more of your calls straight ahead on the other side.
[01:04:50.939 --> 01:04:56.721]  Hey ladies, if you love to shop, then visit HerbalHealer.com to browse through their online catalog.
[01:04:56.821 --> 01:05:02.263]  You'll find thousands of effective, alternative, and natural products for you and the whole family.
[01:05:02.443 --> 01:05:07.745]  Besides the amazing products you'll find, this shopping is guilt-free because you're investing in your health.
[01:05:07.925 --> 01:05:09.746]  And your health is priceless.
[01:05:10.086 --> 01:05:17.149]  While online, sign up to receive the Herbal Healer newsletter, which will keep you informed on the latest and greatest products in education.
[01:05:17.409 --> 01:05:29.553]  Did you know that Herbal Healer offers not only natural medicine, but also tension-relieving herbal teas, cookbooks, aromatherapy, products for pampering, and more great products to help you soothe and relax after a long day.
[01:05:29.573 --> 01:05:32.634]  Want to learn more for yourself and to help others in the future?
[01:05:32.894 --> 01:05:35.255]  Join the Herbal Healer Correspondence Program.
[01:05:35.395 --> 01:05:38.196]  You can work at your own pace from the comfort of your own home.
[01:05:38.456 --> 01:05:42.439]  This accredited, exciting program can help you gain skills and knowledge.
[01:05:42.600 --> 01:05:44.922]  Can you believe you can find all this at one stop?
[01:05:45.142 --> 01:05:46.683]  HerbalHealer.com.
[01:05:47.003 --> 01:05:49.626]  Celebrating 18 years of dedication.
[01:05:50.751 --> 01:05:52.433]  Our beloved Republic is on her knees.
[01:05:52.753 --> 01:05:56.177]  The forces of globalism are destroying national sovereignty worldwide.
[01:05:56.357 --> 01:05:58.219]  But in Liberty's darkest hour, there is hope.
[01:05:58.840 --> 01:06:01.583]  The first time in modern history, the people are beginning to wake up.
[01:06:01.903 --> 01:06:07.409]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[01:06:07.689 --> 01:06:11.634]  We have a short time frame to fully awaken and energize the people to meet this threat.
[01:06:11.954 --> 01:06:16.875]  In the Info War, PrisonPlanet.TV is a powerful weapon in the battle to regain our freedom.
[01:06:17.175 --> 01:06:19.956]  PrisonPlanet.TV is a vault of forbidden information.
[01:06:20.236 --> 01:06:27.117]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[01:06:27.517 --> 01:06:33.358]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[01:06:33.518 --> 01:06:38.059]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[01:06:38.519 --> 01:06:42.442]  Are you looking for a one-stop shop to find all your favorite books and videos?
[01:06:42.482 --> 01:06:43.563]  Look no further!
[01:06:43.583 --> 01:06:45.604]  Northern Voice Bookstore has everything you need!
[01:06:45.624 --> 01:06:51.649]  Hundreds of titles from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you
[01:07:05.179 --> 01:07:05.379]  We're good.
[01:07:22.543 --> 01:07:32.367]  Northern Voice Bookstore offers a broad range of different perspectives and believes strongly that the American people need alternative sources of information in order to understand the society they live in today.
[01:07:32.567 --> 01:07:34.828]  You won't find a better selection of books anywhere.
[01:07:35.048 --> 01:07:37.590]  So make Northern Voice Bookstore your bookstore.
[01:07:37.750 --> 01:07:48.614]  Visit us online at northernvoicebookstore.com or send $2 for our latest catalog to Northern Voice Bookstore, 10161 Park Run Drive, Suite 150, Las Vegas, Nevada, 89145.
[01:07:50.555 --> 01:07:55.579]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:07:55.959 --> 01:07:58.261]  Because there's a war on for your mind.
[01:08:07.827 --> 01:08:11.870]  I, uh, make this point a lot, but I want to make it again.
[01:08:14.732 --> 01:08:16.814]  It is documented.
