[00:00:05.391 --> 00:00:11.414]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:28:42.584 --> 00:28:49.329]  So this Science Applications International, SAIC, company is connected in every possible way.
[00:28:51.212 --> 00:28:59.738]  Through their former employees, Jerome Hauer and Stephen Hatfield, to a number of things like the Anthrax incidents and the Rudy Giuliani administration.
[00:29:00.718 --> 00:29:03.720]  But these directors of NIST are most interesting to me.
[00:29:03.780 --> 00:29:08.523]  One of them is Arden Beamont, who is a materials expert and metallurgist.
[00:29:08.844 --> 00:29:10.845]  I mean, this is right up his alley.
[00:29:10.865 --> 00:29:18.170]  He's a former Deputy Secretary of Defense and former Director of DARPA's Materials Office.
[00:29:19.059 --> 00:29:19.340]  I don't
[00:29:31.900 --> 00:29:33.181]  Lawrence Livermore.
[00:29:33.322 --> 00:29:42.711]  And all these Thermate experts, they're just directing giant companies, but they are coming in to help with the 9-11 investigation.
[00:29:42.771 --> 00:29:43.592]  Isn't that nice of them?
[00:29:44.013 --> 00:29:44.393]  Absolutely.
[00:29:44.493 --> 00:29:50.800]  October 2001, right after the attacks, is when George W. Bush nominated Beeman to be the head of NIST.
[00:29:51.961 --> 00:29:52.802]  When Beeman was
[00:29:54.975 --> 00:30:02.066]  Ready to move on, which is a few years later, Bush nominated Harach Simerjian to be his replacement.
[00:30:02.106 --> 00:30:09.458]  He was the director of NIST's chemical division and he is somebody who is a nanothermite expert and wrote 10 papers
[00:30:10.467 --> 00:30:15.670]  With the world's leading nanothermite expert, Michael Zachariah, used to be a NIST employee as well.
[00:30:15.770 --> 00:30:16.090]  Wow!
[00:30:16.171 --> 00:30:23.295]  You'd think that this is like a class get-together of world thermite experts.
[00:30:24.375 --> 00:30:27.497]  Well, I don't know, but there certainly are enough of them that you could make the suggestion.
[00:30:27.537 --> 00:30:29.799]  Is this a thermite or thermate convention going on?
[00:30:31.520 --> 00:30:39.985]  You know, Alex, to be serious, it's really apparent that these people were hired and brought into the investigation because they knew what not to look for.
[00:30:40.663 --> 00:30:44.905]  They knew what to avoid looking at, and they certainly did that.
[00:30:46.125 --> 00:30:49.947]  There was no testing per the national standard for fire investigation.
[00:30:49.967 --> 00:30:50.727]  But it's more than that.
[00:30:50.747 --> 00:30:55.869]  I mean, who are you going to find in government who you can bring in to investigate something that's clearly an inside job?
[00:30:56.349 --> 00:30:57.250]  I mean, who do you bring in?
[00:30:57.290 --> 00:30:59.451]  You bring in people you know you can trust.
[00:30:59.911 --> 00:31:01.191]  People who were...
[00:31:04.301 --> 00:31:06.263]  Yeah, very possibly.
[00:31:06.283 --> 00:31:08.064]  I mean, I know you go to some of these events.
[00:31:08.765 --> 00:31:12.207]  Do you ever have a chance to come over and get a hold of their hand and look in their eyes?
[00:31:12.227 --> 00:31:20.794]  Yeah, I haven't spoken to any of them directly, but I sent a very polite and professional letter to them back in 2004.
[00:31:20.874 --> 00:31:23.356]  Never got a reply other than being fired.
[00:31:24.257 --> 00:31:32.364]  And I have made several polite requests for discussions and have been turned down multiple times by NIST.
[00:31:34.299 --> 00:31:39.263]  You know, I don't want to go to their homes or go to their offices necessarily.
[00:31:39.283 --> 00:31:41.545]  Well, maybe I do, but I haven't done that yet.
[00:31:41.745 --> 00:31:46.650]  Are there any other ThermAid experts that are all crowding around the investigation?
[00:31:47.971 --> 00:31:55.718]  Well, I'm really interested in also people who were working on novel fireproofing, right?
[00:31:56.358 --> 00:32:00.622]  So we're talking about what alternative fireproofing may have been involved.
[00:32:01.195 --> 00:32:04.019]  And how they could be related to nanothermic coatings.
[00:32:04.199 --> 00:32:17.516]  So Richard Gann, who is the guy who actually did the final editing for the NIST report, he was one of the top people, was working on a novel fireproofing project for a couple of years before 9-11.
[00:32:18.553 --> 00:32:21.594]  And he involves some of the world's leading experts on nanothermites.
[00:32:21.854 --> 00:32:22.334]  Oh!
[00:32:22.714 --> 00:32:24.575]  Oh, you're working with fireproofing?
[00:32:24.595 --> 00:32:28.956]  You go out and hire nanothermite explosive experts?
[00:32:29.136 --> 00:32:31.696]  That's how you coat the towers to make sure they don't burn.
[00:32:31.716 --> 00:32:33.897]  Or explode.
[00:32:34.537 --> 00:32:44.600]  It's a very strong theory at this point, and if your listeners go to 9-11 Blogger, I put up a blog piece that has a slideshow of
[00:32:45.563 --> 00:32:55.127]  Twenty-six microphotos are from a microscope, and you can see that half of them are nanothermite residues from materials I've made and ignited.
[00:32:55.147 --> 00:33:03.690]  And then the residues look identical, or very nearly identical, to the magnetic portion of the World Trade Center dust.
[00:33:04.431 --> 00:33:10.873]  So there's these red-orange chips, there's all these spheres, there's other types of molten formations,
[00:33:12.853 --> 00:33:17.914]  These vesicular formations, clearly the remnants of an explosion.
[00:33:18.374 --> 00:33:19.155]  The slag?
[00:33:19.175 --> 00:33:20.835]  Yeah, the slag material.
[00:33:21.135 --> 00:33:32.178]  So, if you look at this slideshow at 9-11 Blogger, I think it'll be, you know, people like pictures, so we're unfortunately, to some extent, becoming almost an image-only society.
[00:33:32.198 --> 00:33:37.079]  I assume we won't even use our thumbs, we'll just eat out of a big McDonald's feed bag.
[00:33:37.519 --> 00:33:41.000]  So I'm trying to reach out to the people who are more compelled by
[00:33:41.701 --> 00:33:46.863]  images than all the writing I've done, which is something for people who do a lot of reading.
[00:33:47.504 --> 00:33:50.105]  These are long essays that I write, but they are interesting.
[00:33:50.765 --> 00:33:52.766]  But the photos are just really compelling.
[00:33:52.806 --> 00:33:56.788]  If you take a look at those, I think you'll see what I'm trying to say here.
[00:33:57.888 --> 00:34:08.413]  Apart from the photos and the writing, there's a large group of scientists now around the United States and in Europe, in several laboratories in Europe,
[00:34:09.076 --> 00:34:14.663]  That are doing chemical and physical tests on the World Trade Center dust particles that we're finding.
[00:34:14.803 --> 00:34:25.136]  And you know, there's some fairly well conclusive papers being written, led by Stephen Jones at this point and others.
[00:34:26.211 --> 00:34:29.552]  Some newer, younger research scientists and some in Europe.
[00:34:29.852 --> 00:34:35.614]  Well, Kevin Ryan, I want to get into that and take some calls, but I'll tell you what really let me know two years ago that you guys were on to something.
[00:34:36.074 --> 00:34:46.878]  The way the media attacks you and the way operatives, who I was already watching in the 9-11 Truth Movement, savagely went after you and Jones, they really showed who they were.
[00:34:46.898 --> 00:34:49.839]  The establishment is scared to death
[00:34:50.419 --> 00:35:07.123]  of this thermite, thermate research, and that now as you dig deeper in, and the who's who of explosive thermite and special fire coating are all bivouacked, you know, cloistered around this, acting suspicious, and the NIST reports are all frauds.
[00:35:07.703 --> 00:35:17.006]  I mean, my God, we're dealing with some hardcore individuals here, and I just want to say from the bottom of my heart, you've got a lot of courage, my friend, and the people involved with you do, because
[00:35:18.422 --> 00:35:27.869]  Because, I mean, this is the biggest whodunit ever, and you, I mean, we know now, I mean, this is, I mean, there isn't a grand jury out there that wouldn't call for a further investigation of this.
[00:35:27.889 --> 00:35:31.112]  I mean, these people are just wicked.
[00:35:31.212 --> 00:35:41.379]  I mean, to know that you guys have done the research that's got you one step away from having your hands on the perpetrators, that has got to really be bracing.
[00:35:42.340 --> 00:35:47.624]  Yeah, just take a look at a three-way crossroads, and that is who had access
[00:35:48.191 --> 00:35:48.331]  It's
[00:36:02.282 --> 00:36:04.584]  I think we'll start to find our culprits.
[00:36:21.716 --> 00:36:31.299]  Then you've got the firefighters and police saying, get back, we've been told they're bringing it down, and Silverstein slipping up and saying, we gave the order to bring it down, and gave the order to watch it come down, to pull it.
[00:36:31.760 --> 00:36:43.884]  You know, we have all the videos of cops live saying, get back, not just the eyewitnesses now saying, yeah, I was a cop, or I was a firefighter, or I was an emergency worker, and they said, it was on the radio, a countdown.
[00:36:43.904 --> 00:36:46.925]  And then I remember hearing on the news they were going to blow up 7.
[00:36:47.125 --> 00:36:49.486]  They go, no, we never said that, it fell on its own.
[00:36:51.383 --> 00:36:52.824]  I mean, this is incredible!
[00:36:53.744 --> 00:36:55.505]  Kevin Ryan, I mean, this is amazing!
[00:36:55.565 --> 00:36:56.505]  We have them!
[00:36:56.585 --> 00:36:57.986]  We have them!
[00:36:58.806 --> 00:37:03.008]  And I guess they're just counting on the public not being able to deal with the horror.
[00:37:03.048 --> 00:37:05.489]  And believe me, it horrifies... I mean, how did you deal with this?
[00:37:05.509 --> 00:37:10.251]  I know you're a scientist and engineer, but how did you deal with it as the evidence just piles on the evidence?
[00:37:10.891 --> 00:37:13.493]  And then you know you're dealing with mass murderers here.
[00:37:14.233 --> 00:37:16.174]  Yeah, it was an incredible shock for me in 2003 when I got it.
[00:37:20.290 --> 00:37:35.957]  Yeah, I started working very heavily on investigating it myself and asking a lot of questions of people I knew, and of course it was a serious blow to me to get fired from my job, and I had to take some time and take care of my family first before continuing.
[00:37:37.838 --> 00:37:43.901]  But it's been recently in the last year or two just something that I know needs to be done, okay?
[00:37:43.981 --> 00:37:46.382]  We know we have to figure out what happened.
[00:37:46.402 --> 00:37:49.143]  We have to communicate as much of it as we possibly can.
[00:37:50.143 --> 00:37:58.826]  And that's what we can do, and okay, you know, like you said, you ask God for help, and if that helps you and it does help me, then that's what you do.
[00:37:59.226 --> 00:38:02.127]  And you just continue on doing the best you can.
[00:38:02.327 --> 00:38:12.510]  No, literally, I would collapse if it wasn't for the higher power, and people can laugh at that out there, but I guess they haven't been in this type of psychological adversity to be coldly looking at the facts.
[00:38:12.550 --> 00:38:17.672]  I mean, Kevin, as you know, there's over 200 declassified examples where
[00:38:18.826 --> 00:38:21.168]  Elements of the government have admittedly staged terror.
[00:38:21.648 --> 00:38:23.469]  So, I mean, they do it over and over again.
[00:38:23.489 --> 00:38:26.171]  They just did it so big on 9-11.
[00:38:26.371 --> 00:38:27.732]  And people say, well, let's just forget about it.
[00:38:27.752 --> 00:38:28.372]  It's too horrible.
[00:38:29.653 --> 00:38:34.336]  If we leave these people in power, they're unstable.
[00:38:34.417 --> 00:38:35.637]  What are they going to do next?
[00:38:37.659 --> 00:38:37.919]  Right.
[00:38:38.119 --> 00:38:40.200]  So, ultimately, there has to be a transition.
[00:38:40.220 --> 00:38:42.822]  There has to be a great change in our society.
[00:38:42.942 --> 00:38:45.164]  So, we have to take responsibility for that.
[00:38:45.204 --> 00:38:46.885]  First of all, we have to take responsibility
[00:38:47.352 --> 00:38:48.873]  For the deception in our lives.
[00:38:48.893 --> 00:38:50.113]  That's what we're trying to do here.
[00:38:50.713 --> 00:38:52.154]  We take responsibility for that.
[00:38:52.194 --> 00:38:53.855]  Then we start building a new society.
[00:38:53.875 --> 00:38:54.695]  That has to happen.
[00:38:55.856 --> 00:38:57.276]  I'm afraid it has to happen.
[00:38:57.356 --> 00:39:13.683]  So, you know, the most positive approach we can take, but definitely moving forward for ourselves and not expecting the government or whoever, powerful entities to take care of things for us, because they're going to take care of things for us.
[00:39:14.224 --> 00:39:15.184]  But as you say,
[00:39:15.762 --> 00:39:17.343]  They're not necessarily on our side.
[00:39:17.603 --> 00:39:21.285]  Well, I mean, you know, 8.5 trillion stolen by offshore banks.
[00:39:21.325 --> 00:39:23.586]  They tell Congress, you're not allowed to look at it.
[00:39:23.866 --> 00:39:28.268]  Bloomberg reports war powers has been declared by the Federal Reserve is now running the country.
[00:39:29.308 --> 00:39:34.310]  We've got open announcements of 20,000 combat troops to be used against the American people.
[00:39:34.571 --> 00:39:36.131]  I mean, we're not in Kansas anymore.
[00:39:37.872 --> 00:39:38.112]  Right.
[00:39:38.652 --> 00:39:38.833]  Yep.
[00:39:39.933 --> 00:39:40.793]  So what can we do?
[00:39:40.853 --> 00:39:43.215]  I mean, the things that I can do are investigate
[00:39:44.522 --> 00:39:49.368]  The events of 9-11, develop new technologies if possible for a new society.
[00:39:49.388 --> 00:39:51.251]  Those are things I'm interested in doing.
[00:39:52.449 --> 00:39:53.810]  Absolutely, we commend you.
[00:39:53.830 --> 00:40:05.518]  You know, people need to go get... You guys have now done peer-reviewed studies as well by major scientific journals, have looked at your findings and found them to be accurate, and more are now being reviewed.
[00:40:06.118 --> 00:40:11.542]  You put a lot of work into this, you and Stephen Jones and other physicists and architects and engineers.
[00:40:11.962 --> 00:40:21.128]  I guess it's now up to the listeners to get these scientific reports and give it to other engineers, friends and family, you know, that are in these fields.
[00:40:22.085 --> 00:40:30.670]  Because I really think it's the fact that this scientific debate is what's going to lead to really this being forced out into the open.
[00:40:32.291 --> 00:40:33.912]  Yeah, it has made a difference.
[00:40:33.992 --> 00:40:40.635]  It's changing minds in areas that we haven't seen ready to change yet.
[00:40:40.735 --> 00:40:47.039]  And that's what the peer-reviewed scientific articles in what we call mainstream journals can do.
[00:40:47.139 --> 00:40:48.580]  So we can send those to any
[00:40:49.292 --> 00:40:51.654]  Do you think the perpetrators are scared of you guys?
[00:40:51.754 --> 00:40:55.818]  I mean, obviously they are, but they've got to know that they're in trouble.
[00:40:55.858 --> 00:41:00.282]  They've got to know that even if they don't ever physically get arrested, that the word's getting out about them.
[00:41:16.724 --> 00:41:17.905]  I don't know if they're afraid or not.
[00:41:17.965 --> 00:41:24.548]  Sometimes I wonder... I think, Alex, you've used the word endgame before, and so some of these folks think that it's a game.
[00:41:24.588 --> 00:41:31.632]  They're a little bit unconscious, I think, and they're not making decisions as if they're living in the real world with the rest of us.
[00:41:31.672 --> 00:41:33.273]  So I don't know really what they think.
[00:41:33.953 --> 00:41:35.314]  Well, that is what Rove said.
[00:41:35.354 --> 00:41:37.175]  He said, we are history's actors.
[00:41:37.255 --> 00:41:38.536]  We control reality.
[00:41:39.748 --> 00:41:43.309]  Reality is what it is, and it's our opportunity to find out what that is on our own.
[00:41:43.329 --> 00:41:45.050]  Karl Rove doesn't make reality, I'm sure of that.
[00:42:06.109 --> 00:42:07.250]  Well, I mean, look at Israel.
[00:42:07.290 --> 00:42:12.973]  They got repulsed in Lebanon, and now they're in Gaza, and I'm not getting into a debate here about whose side.
[00:42:13.033 --> 00:42:15.835]  My point is, is that, look at Napoleon, look at Hitler.
[00:42:16.275 --> 00:42:17.696]  The hubris comes to an end.
[00:42:18.116 --> 00:42:22.118]  The problem is, a lot of times, it crushes little people in the process.
[00:42:22.399 --> 00:42:26.781]  I want to come back, and I'll keep you five minutes after in the next hour if we can, so we can take a few calls.
[00:42:26.941 --> 00:42:27.782]  Are you game to do that?
[00:42:27.862 --> 00:42:29.463]  Stay another 15 minutes total, sir?
[00:42:30.063 --> 00:42:30.303]  Sure.
[00:42:30.623 --> 00:42:30.923]  Absolutely.
[00:42:31.203 --> 00:42:32.364]  We'll have you until five after next hour.
[00:42:32.384 --> 00:42:36.385]  We're going to come back and go to Betty, Don, Dan, and a few others specifically.
[00:42:36.765 --> 00:42:38.325]  Poor Kevin Ryan, he's an engineer.
[00:42:38.785 --> 00:42:40.766]  He saw their internal reports about the towers.
[00:42:41.486 --> 00:42:42.966]  He tried to go public and they fired him.
[00:42:43.486 --> 00:42:51.348]  Well, thanks to this hero, we're very close to identifying those who were involved in the master planning of the 9-11 attacks.
[00:42:51.768 --> 00:42:53.009]  The investigation continues.
[00:42:53.329 --> 00:42:53.849]  Stay with us.
[00:43:03.928 --> 00:43:06.970]  Have you ever wanted to generate your own supply of electrical power?
[00:43:07.410 --> 00:43:10.713]  If so, this is going to be the most important message you will ever hear.
[00:43:11.193 --> 00:43:17.137]  Solar powered generators are now available from Solutions from Science, one of GCN's oldest and most trusted sponsors.
[00:43:17.497 --> 00:43:21.640]  These emergency backup systems provide life-saving electrical power when you need it most.
[00:43:22.140 --> 00:43:27.864]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity for free.
[00:43:28.144 --> 00:43:31.146]  It's like having an electric power plant running quietly in your own home.
[00:43:33.848 --> 00:43:34.248]  I think so.
[00:44:04.062 --> 00:44:10.424]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:44:10.804 --> 00:44:12.785]  The enemy struck America on September 11th.
[00:44:13.445 --> 00:44:14.465]  But who is the enemy?
[00:44:15.005 --> 00:44:15.505]  Bin Laden.
[00:44:15.786 --> 00:44:16.706]  This is his ammo.
[00:44:16.746 --> 00:44:18.066]  We have to look to the Middle East.
[00:44:18.166 --> 00:44:19.847]  We have to look to Osama Bin Laden.
[00:44:20.147 --> 00:44:26.909]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:44:27.309 --> 00:44:27.749]  Some U.S.
[00:44:27.789 --> 00:44:33.411]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:44:34.131 --> 00:44:37.612]  I'm aware that some Israeli citizens have been detained.
[00:44:37.632 --> 00:44:40.433]  Either you are with us, or you are with the terrorists.
[00:45:04.386 --> 00:45:09.709]  With rising unemployment and an economy that continues to fail comes an increase in crime.
[00:45:10.149 --> 00:45:11.890]  Are you safe when you walk to your car?
[00:45:12.431 --> 00:45:13.931]  Are your kids safe when they go out?
[00:45:14.572 --> 00:45:18.154]  Everyone needs something to give that extra edge in case of an attack.
[00:45:18.574 --> 00:45:22.076]  You need DPS pepper spray from MrDefense.com.
[00:45:22.556 --> 00:45:27.159]  DPS is the strongest pepper spray on the market and is the same spray used by hundreds of
[00:45:32.483 --> 00:45:32.903]  I think so.
[00:46:11.863 --> 00:46:21.985]  Kevin Ryan, before I talk to Betty, Don, Dan, and a few others, any other points you haven't added, any other key information that we haven't gone over here with the audience today?
[00:46:23.025 --> 00:46:35.648]  I just wanted to remind people that the nanothermite theory is only part of the demolition theory, and that the World Trade Center is only part of the 9-11 truth movement, so there's a great deal of information people need to continue
[00:46:36.201 --> 00:46:41.763]  to investigate and there's a lot of good books and movies out there that help us with that.
[00:46:42.363 --> 00:46:47.485]  Well, it's classic black ops to have different teams, different operations overkill.
[00:46:47.525 --> 00:46:52.986]  They certainly had multiple types of explosives in the towers.
[00:46:53.046 --> 00:46:58.828]  They did both the operations unconventionally, but seven is closer, correct?
[00:46:59.248 --> 00:47:01.529]  As an engineer, sir, closer to a classical?
[00:47:02.662 --> 00:47:06.024]  Yeah, it definitely looks very much like a classic demolition.
[00:47:07.064 --> 00:47:10.766]  So it was done differently, I would be sure of that.
[00:47:12.086 --> 00:47:14.788]  We need to just get to whatever clues we can find.
[00:47:14.848 --> 00:47:27.914]  So when I'm looking at the intersection of people involved and people who had access to technologies in the buildings and nanothermite residues, we're looking for clues and we're going to dig those out and expose them as much as possible and then move on.
[00:47:29.056 --> 00:47:32.299]  Well, I think the bigger issue here is, too, psychology.
[00:47:32.339 --> 00:47:35.341]  People don't understand a military mind, a commander-level mind.
[00:47:35.921 --> 00:47:37.703]  We're going back thousands of years ago.
[00:47:37.723 --> 00:47:50.313]  A general would put, you know, 500 of his cavalry or his ground troops to be captured to bring an enemy in so they could then destroy the larger force, knowing that the pawn's sacrifice would be killed.
[00:47:51.366 --> 00:47:58.312]  And, you know, that's how back in the 40s, 50s, 60s, 70s, they had operations like Shad and others, where they would nerve gas our own troops to death.
[00:47:58.852 --> 00:48:03.176]  And they found a group of doctors who would do that because they believed the end justifies the means.
[00:48:03.816 --> 00:48:12.043]  And so out of that mindset, they've created military cadres that will do this.
[00:48:12.504 --> 00:48:16.807]  Well, America needs to get tough and we need to stage a terror attack to get the people straight.
[00:48:16.827 --> 00:48:19.750]  I'm sad we've got to kill 3,000, but it's for America.
[00:48:20.390 --> 00:48:21.470]  You know, it's for Israel.
[00:48:22.191 --> 00:48:25.552]  And, you know, that's really how you get this type of thing going on.
[00:48:25.572 --> 00:48:31.675]  You know, they'd tell them, we've got to nerve gas our own troops, because the Russians may use it, and the knowledge we gain here may save millions.
[00:48:32.375 --> 00:48:33.616]  And so they'd kill our own troops.
[00:48:33.736 --> 00:48:38.758]  But really, the test was about creating cadres of Army doctors that would do this type of crap.
[00:48:39.678 --> 00:48:40.979]  So let's go to the calls here.
[00:48:41.059 --> 00:48:42.780]  Betty in Wisconsin.
[00:48:43.120 --> 00:48:44.480]  Betty, you are on the air.
[00:48:44.540 --> 00:48:44.860]  Welcome.
[00:48:46.263 --> 00:48:46.823]  Hello Betty.
[00:48:47.183 --> 00:48:47.784]  Yeah, hi.
[00:48:48.284 --> 00:48:53.145]  Thanks for Alex Jones Show and InfoWars and Prison Planet for being there.
[00:48:53.165 --> 00:48:56.527]  I got myself a subscription for Christmas.
[00:48:57.367 --> 00:49:05.690]  My question is, I'm reading this on the website for Kevin Ryan, a former UL manager.
[00:49:06.727 --> 00:49:10.148]  Was fired for publicly questioning the NIST report?
[00:49:10.288 --> 00:49:11.929]  What was that NIST report?
[00:49:12.069 --> 00:49:18.452]  Well, that's what we've been talking about, is this baloney report put out by explosive thermate experts from the Defense Department.
[00:49:18.472 --> 00:49:19.092]  Go ahead, Kevin.
[00:49:19.752 --> 00:49:27.615]  Yeah, NIST is the National Institute of Standards and Technology, so it's a government agency that reports through the Commerce Department.
[00:49:27.655 --> 00:49:36.279]  Therefore, its directors are Bush appointees or presidential appointees, and they work directly for the President in that sense.
[00:49:37.454 --> 00:49:39.355]  But they're a repository for standards.
[00:49:39.395 --> 00:49:46.559]  They do investigations in scientific ways of building failures and many other things.
[00:49:48.259 --> 00:49:50.580]  When Congress gets involved, nothing much happens.
[00:49:52.061 --> 00:49:54.682]  Yeah, well, Congress had a better investigation, my love.
[00:49:54.702 --> 00:50:01.986]  Then they had the Whitewash Commission, appointed by Bush, and they had the nerve to say when they first had Henry Kissinger that it was independent.
[00:50:02.166 --> 00:50:04.167]  Your comments on the Independent Commission, Kevin?
[00:50:05.625 --> 00:50:09.947]  Yeah, I think that the 9-11 Commission is a great thing to look into.
[00:50:10.127 --> 00:50:11.048]  Who are these people?
[00:50:12.088 --> 00:50:16.631]  I know one of them, James R. Thompson, is the former governor of Illinois.
[00:50:16.671 --> 00:50:19.692]  We know how honest the government in Illinois has been.
[00:50:21.033 --> 00:50:29.237]  But he was also the chairman of the law firm that UL hired to defend themselves in my lawsuit against them.
[00:50:29.257 --> 00:50:29.937]  That was interesting.
[00:50:31.550 --> 00:50:36.612]  There are other people like John Lehman who owned an explosives company in the late 90s.
[00:50:37.332 --> 00:50:39.073]  So I'm interested in a lot of these people.
[00:50:39.453 --> 00:50:40.433]  Oh, very nice people.
[00:50:40.853 --> 00:50:41.213]  Stay there.
[00:50:41.233 --> 00:50:42.914]  We'll be right back in 70 seconds.
[00:50:45.295 --> 00:50:47.176]  You are listening to GCN.
[00:50:48.816 --> 00:50:51.117]  Visit GCNlive.com today.
[00:50:54.179 --> 00:51:06.903]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:51:07.324 --> 00:51:14.086]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions.
[00:51:14.426 --> 00:51:18.007]  And the true perpetrators of this horrendous crime are brought to justice.
[00:51:18.367 --> 00:51:21.587]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:51:21.788 --> 00:51:23.508]  From hijackers being trained at U.S.
[00:51:23.548 --> 00:51:29.289]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:51:29.689 --> 00:51:34.890]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[00:51:35.090 --> 00:51:38.791]  While you're visiting the online video store, be sure to check out the huge discounts.
[00:51:39.071 --> 00:51:44.895]  On films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[00:51:45.316 --> 00:51:47.577]  We're in a no-holds-bar information war.
[00:51:47.958 --> 00:51:53.302]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[00:51:56.464 --> 00:51:58.405]  Waging war on corruption.
[00:51:58.846 --> 00:52:01.608]  Alex Jones on the GCM Radio Network.
[00:52:11.703 --> 00:52:13.044]  All right, we are back live.
[00:52:13.084 --> 00:52:18.147]  Thank you so much for joining us already into the fourth hour today.
[00:52:18.167 --> 00:52:23.692]  We've got a young man fighting for 9-11 treatment at the public schools, being persecuted for that.
[00:52:25.936 --> 00:52:34.960]  Coming up, and then Tommy Pallotta of the last 40 minutes, good friend of mine, a Hollywood film producer, an expert on new media, to talk about that with us today.
[00:52:35.480 --> 00:52:39.242]  Don in Texas, you're on the air with a real American hero.
[00:52:39.262 --> 00:52:44.285]  That's right, it's not some football player, though that's enjoyable and fun to watch.
[00:52:44.305 --> 00:52:50.988]  This is a real hero risking his life, his name, losing his job to blow the whistle on the 9-11 inside job, Kevin Ryan.
[00:52:51.268 --> 00:52:53.409]  Don from Texas, you're on the air with Kevin Ryan.
[00:52:54.178 --> 00:52:58.321]  Yeah, Kevin, Alex, God bless and keep you both for what you're doing.
[00:52:59.202 --> 00:53:07.608]  I saw the Trade Center collapse live on television, knew it for what it was by virtue of my military training in demolitions.
[00:53:07.708 --> 00:53:11.751]  And Kevin, you just asked what we can do as individuals.
[00:53:12.692 --> 00:53:15.834]  You know, and you and Alex, you're doing it.
[00:53:16.575 --> 00:53:21.999]  We're all called to be therapeutic messengers, and we have the individual power
[00:53:22.981 --> 00:53:31.037]  To visualize at a cellular level and resonate what we know to be truth beyond technological means.
[00:53:31.448 --> 00:53:44.675]  Well, we've just got to get the word out, period, and there is that whole hundredth monkey that's been proven scientifically where you'll have a research island with monkeys, and as soon as a few of them learn it on this island, they spontaneously pick it up 20 miles away.
[00:53:44.715 --> 00:53:50.057]  But, you know, regardless, we're physically getting the info out, and I appreciate your calls, Don.
[00:53:50.317 --> 00:53:52.779]  Dan in New York, a final call for Kevin Ryan.
[00:53:52.819 --> 00:53:53.179]  Go ahead.
[00:53:54.906 --> 00:53:58.911]  Hey Alex, I was wondering what would be the reasoning for the 9-11 attacks?
[00:53:59.352 --> 00:54:00.413]  Like, what were they planning?
[00:54:00.613 --> 00:54:08.784]  I know one of them is imperialization of the Middle East, but... Actually, Zbigniew Brzezinski and the Grand Chess Board in 97 that was then plagiarized by the PNAC document
[00:54:09.605 --> 00:54:30.540]  September 20, 2000, Rebuilding America's Defenses, penned by Dick Cheney and Donald Rumsfeld, they're attributed to writing it on their own website, says, trillions in no-bid weapons contracts, trillions in oil, unifying the people behind a Pax Americana or global empire, there's got to be an outside threat on the order of Pearl Harbor.
[00:54:30.800 --> 00:54:32.942]  Pearl Harbor killed 2,890-something people, so did 9-11.
[00:54:36.584 --> 00:54:37.164]  Coincidence?
[00:54:37.624 --> 00:54:47.646]  And then we have all these other government documents, like Northwoods, where they explain, we stage terror attacks, we blame it on foreign enemies as a pretext to take control of society, even declare martial law in America.
[00:54:47.686 --> 00:54:48.647]  Kevin Ryan comments.
[00:54:49.427 --> 00:55:00.769]  Yeah, I think you're right, Alex, and I think we just have to recognize, although it's difficult to believe, that there are people whose greed and whose thirst for power is just more than anything that they can
[00:55:01.826 --> 00:55:02.086]  I don't know.
[00:55:08.227 --> 00:55:11.068]  That appears to be part of the situation with 9-11.
[00:55:11.168 --> 00:55:19.690]  Yeah, they have a raw thirst for power, the raw exercise of power, and we have to have a desire and a thirst for justice.
[00:55:19.950 --> 00:55:21.731]  And that's what I have, that's what Kevin Ryan has.
[00:55:22.431 --> 00:55:25.572]  And again, Kevin, I'm telling you, people like you are my heroes, man.
[00:55:25.792 --> 00:55:30.934]  You are such a hero, such a hero to my whole family and to millions of people out there listening.
[00:55:31.014 --> 00:55:31.874]  I just salute you.
[00:55:32.711 --> 00:55:33.792]  Hey, back at you Alex.
[00:55:33.832 --> 00:55:34.613]  Keep up the good work.
[00:55:49.921 --> 00:55:52.583]  What rights do you think Barack Obama is going to attack?
[00:55:52.683 --> 00:55:55.145]  I know one of them is going to be the Second Amendment, but what other rights?
[00:55:55.165 --> 00:55:56.686]  It's going to be the whole same agenda.
[00:55:56.726 --> 00:55:58.047]  More wars, police state.
[00:55:58.388 --> 00:56:00.209]  Look, Bush just passes the baton.
