[00:00:00.049 --> 00:00:01.210]  SprayYourPlate.com.
[00:25:20.797 --> 00:25:26.423]  But it's in all the policy papers and white papers and they literally write books laughing at you about it.
[00:25:27.343 --> 00:25:38.155]  Now, at the end of the Ponzi scheme, they need to give complete and total liability protection, amnesty, pardons, whatever term you want to use.
[00:25:41.394 --> 00:25:43.475]  In there, just like with the warrantless spying.
[00:25:43.515 --> 00:25:46.035]  Every count of it was felonies against the American people.
[00:25:46.055 --> 00:25:50.497]  They retroactively passed a law giving the government pardons for their crimes.
[00:25:51.897 --> 00:25:52.657]  It's called tyranny.
[00:25:53.098 --> 00:25:55.218]  And by the way, I didn't for looking for Al Ciaeta.
[00:25:55.278 --> 00:25:57.199]  They know where their own forces are, believe me.
[00:25:59.680 --> 00:26:03.101]  Now they've gotten up to this point and they spent 940 billion dollars last week.
[00:26:03.121 --> 00:26:05.541]  940 billion dollars of taxpayer money.
[00:26:05.561 --> 00:26:06.242]  940 billion dollars
[00:26:11.974 --> 00:26:14.076]  In lending, Monday through Friday.
[00:26:15.097 --> 00:26:22.823]  Now by lending, that is just liquidity created that you and I sign on to to pay for at the barrel of a gun.
[00:26:24.764 --> 00:26:26.185]  So that's the fact you need to know.
[00:26:26.245 --> 00:26:36.113]  So while they've got you distracted thinking about 700 billion and saying, I'll never pay that, I'm just gonna quit working and quit my job and I'm not gonna pay taxes anymore if they do that.
[00:26:36.954 --> 00:26:38.575]  They already stole close to a trillion.
[00:26:39.088 --> 00:26:43.229]  While you were busy being distracted by that, they put major sanctions on Iran.
[00:26:44.050 --> 00:26:58.074]  While you were busy talking about $700 billion bailout, which was really a $5 trillion one they're setting up, and total liability protection for themselves, and imperial power for the Department of the Treasury.
[00:27:00.157 --> 00:27:04.880]  They also passed a one trillion plus dollar defense budget.
[00:27:05.160 --> 00:27:09.383]  That is more than twice the size the defense budget was just six years ago.
[00:27:10.844 --> 00:27:12.625]  Over a trillion dollars.
[00:27:13.185 --> 00:27:19.489]  Again, ladies and gentlemen, there were also trillions in the military pension funds and investments.
[00:27:19.789 --> 00:27:21.090]  That has all been stolen.
[00:27:21.110 --> 00:27:22.191]  That's in the Associated Press.
[00:27:22.411 --> 00:27:25.733]  And the military says, we will not tell you where it went.
[00:27:27.176 --> 00:27:28.597]  By the way, we have the military.
[00:27:28.637 --> 00:27:30.537]  They basically say that to the Congress.
[00:27:31.157 --> 00:27:32.338]  Look, it's a dictatorship.
[00:27:32.658 --> 00:27:33.678]  NORTHCOM runs it.
[00:27:34.559 --> 00:27:37.220]  The military is there to guard the criminals.
[00:27:37.800 --> 00:27:38.260]  Period.
[00:27:39.961 --> 00:27:45.383]  I'm sorry to have to inform you, just like under Hitler, the military was hijacked and was used to guard the criminals there.
[00:27:45.983 --> 00:27:47.323]  I'm not attacking our military.
[00:27:47.423 --> 00:27:48.484]  Our military is gone.
[00:27:49.318 --> 00:27:58.483]  It'd be like if a hijacker took over a jumbo jet and, you know, somebody called in on their radio, hey, that plane's been hijacked, and they said, how dare you talk bad about American Airlines?
[00:27:58.503 --> 00:28:00.884]  And you're going, no, somebody hijacked it.
[00:28:01.424 --> 00:28:02.225]  It's a hijacker.
[00:28:02.705 --> 00:28:03.605]  It's the same thing here.
[00:28:05.106 --> 00:28:08.368]  So, are the big banks faking liquidity crisis?
[00:28:08.828 --> 00:28:12.550]  Bloomberg, Reuters, and others report that, yes, that is the case.
[00:28:14.580 --> 00:28:17.823]  So you can read those stories up on InfoWars.com and PrisonPlanet.com.
[00:28:18.304 --> 00:28:26.011]  Again, lawmakers reached a tentative bailout deal and the latest version of it, Secretary of Treasury Paulson
[00:28:26.753 --> 00:28:30.814]  Has absolute dictatorial power outside of the other three branches of government.
[00:28:31.095 --> 00:28:40.758]  It makes a new fourth branch of and by the bankers that has the power to levy fines, fees, grab homes, grab property, grab infrastructure, create work brigades.
[00:28:41.558 --> 00:28:46.660]  I mean, this is just absolute, the bankers bringing us into receivership.
[00:28:47.418 --> 00:28:49.659]  And it has nothing to do with propping up the economy.
[00:28:49.699 --> 00:28:54.220]  This is going to make it implode a hundred times worse when they finally fully implode it.
[00:28:54.780 --> 00:29:01.342]  And the real economy, that's our jobs, our life, not the financial system, is already being imploded right now.
[00:29:06.024 --> 00:29:09.405]  And of course the Dems drop mortgage help for home owners from Banker Bailout.
[00:29:09.445 --> 00:29:14.106]  Of course you get nothing but to pay for the men in black uniforms that are going to squeeze you by the throat.
[00:29:15.442 --> 00:29:19.290]  Hundreds of top economists urge Congress not to rush on rescue plans, say it's a fraud.
[00:29:19.931 --> 00:29:21.534]  But again, we'll cover that when we get back.
[00:29:21.554 --> 00:29:22.556]  Stay with me.
[00:29:29.617 --> 00:29:31.899]  Collectors, outdoor enthusiasts, survivalists.
[00:29:32.139 --> 00:29:35.762]  The Army-Navy store from your memory as a child is just that, a memory.
[00:29:35.882 --> 00:29:40.246]  But there is still one place to find everything from gas masks to ammo cans and find it cheap.
[00:29:40.406 --> 00:29:41.928]  MainMilitary.com.
[00:29:42.028 --> 00:29:48.753]  Get hard-to-find objects like real wool blankets for under $20, canteens for just $2, or trioxane fuel for just $1 a box.
[00:29:49.394 --> 00:29:50.695]  We're good to go.
[00:30:10.503 --> 00:30:11.524]  Thanks for watching!
[00:30:29.944 --> 00:30:35.609]  Did you know that pH balance is one of the most important factors in maintaining high energy and vibrant health?
[00:30:35.890 --> 00:30:40.654]  Most experts agree that the water you drink should be at a pH level of 9 or higher.
[00:30:40.674 --> 00:30:45.899]  Plasma pH drops combine a unique formula of the most alkaline minerals and elements.
[00:30:46.099 --> 00:30:49.542]  This product is a one-of-a-kind in its strength and effectiveness.
[00:30:50.022 --> 00:30:50.723]  We're good to go!
[00:31:12.922 --> 00:31:15.344]  Cannot survive in an alkaline environment?
[00:31:15.564 --> 00:31:21.228]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[00:31:21.328 --> 00:31:23.549]  That's A-L-K-A Vision dot com.
[00:31:23.809 --> 00:31:24.830]  Or call 269-344-3420 today!
[00:31:29.293 --> 00:31:35.521]  With oil at $105 per barrel and counting, we need radical change if we're to avert becoming a third world nation.
[00:31:35.982 --> 00:31:40.928]  It's time to jump on the next wave of free energy and radical natural alternative health solutions.
[00:31:41.188 --> 00:31:42.870]  Introducing Organ Products.
[00:31:43.171 --> 00:31:47.957]  Organ is the universal life force, the basic building block of all matter on the material planet.
[00:31:48.117 --> 00:31:52.641]  Oregon Electro Medicine is the wave of the future dating back to the late 1800s.
[00:31:52.821 --> 00:31:59.187]  Wilhelm Reich Oregon used cloud buster technology that can now be applied in your home for dramatic energy savings of up to 25%.
[00:31:59.948 --> 00:32:03.952]  The possible uses for this device are only limited by your imagination.
[00:32:04.152 --> 00:32:09.317]  For less than the cost of a doctor's visit, you can have a device that can lead to the end of all your problems.
[00:32:09.557 --> 00:32:12.000]  Health doesn't need to be expensive or complicated.
[00:32:12.160 --> 00:32:16.145]  Simple technology equals profound results at orgonproducts.org.
[00:32:16.205 --> 00:32:19.088]  That's O-R-G-O-N-E products dot org.
[00:32:19.349 --> 00:32:21.932]  O-R-G-O-N-E products dot org.
[00:32:22.212 --> 00:32:22.633]  Or call 646-498-5309.
[00:32:22.653 --> 00:32:22.973]  That's 646-498-5309.
[00:32:29.264 --> 00:32:31.126]  Heart disease is on the rise.
[00:32:31.266 --> 00:32:37.953]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[00:32:38.213 --> 00:32:46.402]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:32:46.622 --> 00:32:52.348]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:32:52.748 --> 00:32:54.309]  My blood pressure has normalized.
[00:32:54.349 --> 00:32:56.509]  My diabetes has totally improved.
[00:32:56.629 --> 00:33:00.911]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[00:33:01.051 --> 00:33:03.191]  I recommend Heart and Body Extract to everyone.
[00:33:03.292 --> 00:33:10.734]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:33:11.214 --> 00:33:15.115]  Order your two-month supply today by calling 866-295-5305.
[00:33:15.415 --> 00:33:19.136]  That's 866-295-5305.
[00:33:19.316 --> 00:33:22.136]  Or order online, HBextract.com.
[00:33:22.336 --> 00:33:26.337]  Heart and Body Extract, 866-295-5305.
[00:33:26.497 --> 00:33:28.317]  Or HBextract.com.
[00:33:32.018 --> 00:33:34.178]  This is the GCN Radio Network.
[00:33:34.939 --> 00:33:36.799]  Home to hard-hitting talk radio.
[00:33:43.724 --> 00:33:48.227]  Alright, Webster Tarpley is going to be with us for the balance of the show today to talk about several issues.
[00:33:48.347 --> 00:33:52.669]  We're going to get into what's happening with the economy, the controlled implosion.
[00:33:53.509 --> 00:34:01.774]  We're also going to talk about Barack Obama's supporters in law enforcement, no longer peace officers, saying, you basically criticized Barack Obama, we're going to arrest you.
[00:34:01.794 --> 00:34:04.295]  We've got a clip of that coming up in a moment.
[00:34:04.776 --> 00:34:07.397]  And I know we also have quite a few callers that are patiently holding.
[00:34:07.717 --> 00:34:10.499]  We'll also be taking your calls coming up in the next hour.
[00:34:10.519 --> 00:34:12.900]  You're welcome to hold until then, or call back later.
[00:34:14.761 --> 00:34:16.144]  There's another Bloomberg story here.
[00:34:16.244 --> 00:34:20.493]  Hundreds of economists urge Congress not to take a rush on rescue plan.
[00:34:21.403 --> 00:34:29.987]  We also have a former Nobel Prize winner for economics, Joseph Stiklitz, who exposed that this was a orchestrated plan when he left the IMF and World Bank in 2002.
[00:34:30.447 --> 00:34:33.309]  I interviewed him again about a week and a half ago.
[00:34:33.329 --> 00:34:34.729]  I interviewed Ron Paul earlier this week.
[00:34:35.249 --> 00:34:36.830]  Bailout failure will cause U.S.
[00:34:37.270 --> 00:34:37.691]  crash.
[00:34:38.051 --> 00:34:46.895]  So we have all these top economists saying it's a fraud, it's a scam, it's theft, it's making a new branch of government, it's literally letting the private banks
[00:34:48.015 --> 00:34:53.119]  Become government, but then they will use governmental power to shut down other financial institutions.
[00:34:53.579 --> 00:34:55.080]  So this is pure fascism.
[00:34:56.661 --> 00:34:58.783]  And what does both political parties do?
[00:34:59.243 --> 00:35:00.064]  There are polls.
[00:35:00.104 --> 00:35:06.268]  A week ago, Ross Mewson and others, Zogby, had polls of 28 to 30 percent for the bailout.
[00:35:07.009 --> 00:35:10.451]  Now we have polls that came out in the last two days as low as 5 percent.
[00:35:10.951 --> 00:35:12.793]  I have two different polls here that show 9 percent.
[00:35:14.119 --> 00:35:16.280]  And I'm sure you've seen those polls too, they've been all over the news.
[00:35:16.681 --> 00:35:32.650]  The point is, 9% support it, but magically almost every politician does, and they've got Nancy Pelosi, and they've got Paulson, and they've got Bush, and they've got Barack Obama, and John McCain, and Sarah Palin, and all of them.
[00:35:33.496 --> 00:35:37.520]  Up there agreeing that, oh, we've got to have this or a depression is going to hit.
[00:35:38.041 --> 00:35:41.825]  And then all these headlines like this today, bailout failure will cause U.S.
[00:35:41.885 --> 00:35:42.305]  crash.
[00:35:42.665 --> 00:35:43.166]  The U.S.
[00:35:43.226 --> 00:35:47.430]  stock market could suffer a devastating crash with shares losing a third of their value this week.
[00:35:47.750 --> 00:35:50.513]  If Hank Paulson's financial bailout plan fails, U.S.
[00:35:50.553 --> 00:35:52.155]  Treasury officials have warned.
[00:35:54.426 --> 00:35:58.714]  And so, meanwhile, again, there's wheels within wheels here.
[00:35:59.155 --> 00:36:00.337]  They did a $940 billion payout this week!
[00:36:00.357 --> 00:36:00.898]  That's Reuters!
[00:36:00.918 --> 00:36:03.342]  $940 billion out of the Treasury!
[00:36:08.607 --> 00:36:12.089]  Just made up, put on our backs, devaluing the currency.
[00:36:12.370 --> 00:36:14.971]  You think, on average, 15% inflation this year.
[00:36:14.991 --> 00:36:16.873]  It was 10% last year, now it's about 15%.
[00:36:17.313 --> 00:36:20.835]  Most economists I've talked to said it'll be about 20-30% next year.
[00:36:21.075 --> 00:36:22.256]  Compounded each year!
[00:36:22.276 --> 00:36:24.117]  Oh, what's that going to do to people on fixed incomes?
[00:36:24.357 --> 00:36:25.418]  Or anybody for that matter!
[00:36:26.999 --> 00:36:31.782]  And so remember when you're... You think inflation's been bad now with fuel and food?
[00:36:31.802 --> 00:36:31.962]  No, no, no.
[00:36:31.982 --> 00:36:33.443]  Wait until you get 20% compounded.
[00:36:33.503 --> 00:36:34.124]  Not just 10 or 15.
[00:36:38.374 --> 00:36:52.542]  So all of this is going on, but the biggest issue here is that even in the newest version, even in the latest version,
[00:36:56.784 --> 00:37:13.696]  They are talking about making the Federal Reserve, basically, and private bankers, the controllers of the Treasury, and in a small group of less than a dozen families that own the Federal Reserve, they control the federal regulators, they go out and take over whoever they want, they act as government.
[00:37:13.736 --> 00:37:14.776]  They have a letter of mark.
[00:37:14.956 --> 00:37:15.977]  Well, they're already doing that!
[00:37:16.958 --> 00:37:25.724]  Just like they already spied on us without warrants, and then went back and got the liability protection, the pardons.
[00:37:26.838 --> 00:37:32.423]  So there's just so many facets to this, but I just want to remind you, you're talking about $700 billion, it's really $5 trillion.
[00:37:32.763 --> 00:37:39.148]  And then in the last week it was $940 billion, and they passed over a trillion dollar defense budget Friday.
[00:37:41.990 --> 00:37:46.014]  So understand, ladies and gentlemen, they're also faking the liquidity crisis.
[00:37:46.354 --> 00:37:48.456]  The big banks are taking the money.
[00:37:48.636 --> 00:37:52.119]  It's only select banks that are being given this, the $940 something billion.
[00:37:53.760 --> 00:37:56.242]  And they got more than that in the last year and a half before that.
[00:37:58.792 --> 00:38:03.755]  They take that money, and then they ban shorting against themselves, as Webster talks about.
[00:38:04.315 --> 00:38:14.040]  They ban predatory action against themselves, but then attack the real economy, manufacturing, retail, the service economy.
[00:38:14.420 --> 00:38:17.262]  Then they're attacking that and taking that over right now.
[00:38:17.522 --> 00:38:19.743]  This is a vicious, militarized takeover.
[00:38:20.518 --> 00:38:38.523]  Webster Tarpley, I want to spend the three or four minutes in this segment first, because you're a top scholar, going through your bio, it's long, you've written books on the economy, papers on it, you predicted all of this, you're also an expert on Obama, and I want to get into that, but first in this abbreviated segment we have left with you,
[00:38:39.426 --> 00:38:42.387]  Then we'll come back with Barack Obama.
[00:38:42.847 --> 00:38:51.830]  I've thrown out in the last three or four minutes a few of the points I'm looking at here, but just simplifying it for people, what are they witnessing right now with this mass looting?
[00:38:52.330 --> 00:38:57.112]  Well, it is of course a world economic depression of unimaginable proportions.
[00:38:57.752 --> 00:38:59.393]  It is not controlled by anybody.
[00:38:59.573 --> 00:39:04.975]  There is no oligarchical banking group anywhere in the world that has any of this under control.
[00:39:05.075 --> 00:39:08.816]  But they are, well let me stop you, but they are engineering more stealing.
[00:39:09.176 --> 00:39:11.257]  I agree it's out of control, but they are stealing.
[00:39:14.978 --> 00:39:20.544]  Directed against others, but this is a genuine, authentic, world economic breakdown crisis.
[00:39:21.005 --> 00:39:28.332]  It is the collapse of the Anglo-American system, the post-1945 dollar-based imperialist system.
[00:39:28.472 --> 00:39:29.774]  And above all, at the center of that,
[00:39:30.194 --> 00:39:31.935]  It is the crisis of the derivatives.
[00:39:32.015 --> 00:39:34.016]  We're told that this is a bailout of mortgages.
[00:39:34.296 --> 00:39:35.336]  That is a big lie.
[00:39:35.396 --> 00:39:35.616]  Yes.
[00:39:36.216 --> 00:39:42.539]  If the government were getting mortgages, they would have then income flows or houses if there were no income flows.
[00:39:42.999 --> 00:39:44.880]  That would be much less serious.
[00:39:44.920 --> 00:39:45.460]  It would be bad.
[00:39:45.620 --> 00:39:49.002]  Hey, all the bad mortgages could have been paid off for less than a hundred billion.
[00:39:49.042 --> 00:39:50.082]  That is admitted.
[00:39:50.363 --> 00:39:54.005]  So why are we talking about trillions and trillions because they sold junk?
[00:39:54.545 --> 00:40:01.969]  One quadrillion, one thousand trillion to 1.5 quadrillion of derivatives, and that is what's being bailed out.
[00:40:02.029 --> 00:40:10.293]  Now, you're very right to point out that this is monstrous, it's elitist, it's oligarchical, it's unconstitutional, it's criminal, and all this other stuff.
[00:40:10.574 --> 00:40:12.054]  Let me just focus on the other point.
[00:40:12.354 --> 00:40:13.275]  It's futile.
[00:40:13.655 --> 00:40:14.956]  You cannot prop up
[00:40:15.396 --> 00:40:15.576]  I think?
[00:40:33.787 --> 00:40:35.207]  Yes, and they know that.
[00:40:35.267 --> 00:40:37.328]  They know it ends in the end of the dollar.
[00:40:37.828 --> 00:40:44.090]  My point is, Webster, $940 billion was shelled out last week, and the public doesn't even know.
[00:40:44.410 --> 00:40:46.211]  It's buried in Reuters and AP.
[00:40:46.571 --> 00:40:55.173]  Meanwhile, the public's talking about revolting over $700 billion, and as you said, they're blaming the public for this on subprime mortgages, and it has nothing to do with it!
[00:40:55.513 --> 00:40:55.693]  Right.
[00:40:55.753 --> 00:40:56.713]  The reactionary myth
[00:40:58.934 --> 00:40:59.154]  I think?
[00:41:15.314 --> 00:41:20.879]  We've got Bradford and Bingley, which is the second largest mortgage bank in the United Kingdom.
[00:41:20.959 --> 00:41:24.763]  We had WAMU, the biggest bank in world history to go under, went under three days ago.
[00:41:24.783 --> 00:41:29.206]  We had Washington Mutual, we also have HBOS Bank, another very large British mortgage bank.
[00:41:29.226 --> 00:41:31.208]  And two weeks ago we had Fannie Mae and Freddie Mac.
[00:41:31.689 --> 00:41:34.051]  Okay, so it's an authentic world economic depression.
[00:41:34.091 --> 00:41:36.313]  Now your basic choices are three, and let me stress this.
[00:41:36.873 --> 00:41:47.723]  The first is the hyperinflationary bailout that you're seeing right now, which is what Goldman Sachs is demanding, through Paulson, with the help of Pelosi and Reid, and Obama.
[00:41:47.763 --> 00:41:52.968]  The Democratic Party is by and large the principal party of Wall Street and the bailout.
[00:41:52.988 --> 00:41:55.871]  And the real economy gets nothing, but we set the bill for all of it.
[00:41:55.891 --> 00:41:58.153]  Let me just try to enumerate the three possibilities.
[00:41:58.553 --> 00:42:00.834]  The first one is the hyperinflationary bailout.
[00:42:00.874 --> 00:42:02.395]  That's what you have to stop now.
[00:42:02.515 --> 00:42:06.597]  Any person of goodwill has to say no, no, no, a thousand times no.
[00:42:07.377 --> 00:42:13.500]  However, if that's all you do, you get the second possibility, which is the deflationary crash.
[00:42:13.580 --> 00:42:23.684]  And people who just say, no to the bailout, go back to the free market, unfortunately, that will get you into chain reaction bankruptcies of the large money center banks.
[00:42:23.744 --> 00:42:25.585]  It will lead to a general banking panic.
[00:42:26.085 --> 00:42:28.306]  And a deflationary crash on the model of 1930, 31, 32.
[00:42:28.867 --> 00:42:36.411]  With a stagflation overlay, you're still going to have the Weimar Republic type printing press stuff.
[00:42:36.431 --> 00:42:39.914]  Well, the printing press is the hyperinflationary one, so that would be number one.
[00:42:39.954 --> 00:42:41.274]  But you can have the two together.
[00:42:42.375 --> 00:42:43.155]  You might have that too.
[00:42:43.176 --> 00:42:45.737]  You might have a hyperinflationary depression.
[00:42:45.757 --> 00:42:46.998]  That's certainly a possibility.
[00:42:47.438 --> 00:42:53.941]  But I think just to simplify it, either the hyperinflationary bailout, which ends in failure of course, or the deflationary one.
[00:42:53.982 --> 00:42:55.782]  The third one is the obvious thing to do.
[00:42:56.203 --> 00:42:57.443]  Return to the New Deal.
[00:42:57.723 --> 00:43:05.187]  Return to the tested, tried and true, absolutely proven, and fact-tested remedies of the New Deal.
[00:43:05.247 --> 00:43:06.008]  Now Webster, stay there.
[00:43:06.028 --> 00:43:08.749]  We're going to come back and let you get into that and then Barack Obama.
[00:43:09.009 --> 00:43:09.650]  But to be clear...
[00:43:10.670 --> 00:43:14.153]  Again, this is socialism for the bankers or socialism for the people.
[00:43:14.754 --> 00:43:18.336]  And the reason it's the lesser of two evils is it would build the real economy.
[00:43:18.637 --> 00:43:23.881]  Which instead, the bankers are collapsing what's left of the real economy to finance and fund themselves.
[00:43:24.381 --> 00:43:26.263]  Alright, we got the Barack Obama stuff coming up.
[00:43:26.323 --> 00:43:27.604]  Talk bad about Barack Obama.
[00:43:27.844 --> 00:43:28.465]  Go to jail.
[00:43:28.485 --> 00:43:29.105]  We're not kidding.
[00:43:29.606 --> 00:43:31.087]  Honey, have you seen the remote?
[00:43:31.427 --> 00:43:33.208]  Sweetie, have you seen my car keys?
[00:43:33.629 --> 00:43:35.010]  I can't find my wallet.
[00:43:35.390 --> 00:43:36.091]  Sound familiar?
[00:43:36.231 --> 00:43:39.533]  Why not save time looking for lost things and lose the stress instead?
[00:43:39.693 --> 00:43:44.816]  Introducing our patented Find One Find All Key Finders, or FOFA XD for short.
[00:43:45.037 --> 00:43:50.960]  Once a FOFA Key Finder is attached to each of those easy-to-lose things, it can find and be found by all the rest.
[00:43:51.241 --> 00:43:57.565]  Use your wallet to find your keys, your keys to find the remote control, or any of them to find an uncharged or muted cell phone.
[00:43:57.685 --> 00:43:59.086]  The possibilities are endless.
[00:43:59.246 --> 00:44:04.950]  FOFA goes through walls, cushions, and laundry baskets up to 30 feet and projects a clear 90 plus decibel beep.
[00:44:05.570 --> 00:44:06.650]  Got the remote!
[00:44:07.410 --> 00:44:08.451]  Oh, my keys!
[00:44:09.051 --> 00:44:10.151]  There's my wallet!
[00:44:10.411 --> 00:44:17.813]  Order your FilFa today with batteries included along with a 30-day money-back guarantee by calling FindOneFindAll at 866-245-8670.
[00:44:17.853 --> 00:44:18.273]  That's 866-245-8670.
[00:44:18.413 --> 00:44:20.333]  Or buy online at FindOneFindAll.com.
[00:44:20.493 --> 00:44:21.473]  That's FindOneFindAll.com.
[00:44:29.295 --> 00:44:37.398]  If your body isn't feeling too well these days, you're gonna start taking this hemp I say, go to hempusa.org.
[00:44:39.319 --> 00:44:43.761]  You may not like what I'm about to say, but you know I'm gonna say it anyway.
[00:44:43.781 --> 00:44:51.864]  The government doesn't want the best for you, they keep you down, they keep you blue, they starve your body for all its nutrients.
[00:44:53.912 --> 00:44:55.993]  They won't let you grow industrial hemp.
[00:44:56.353 --> 00:45:01.735]  It really doesn't make any kind of sense when it's so healthy for the world and useful for you, my friends.
[00:45:03.656 --> 00:45:08.198]  I hope Mr. Bush will hear this song, for the heart of America wants this one.
[00:45:08.238 --> 00:45:11.339]  Go to hempusa.org.
[00:45:13.060 --> 00:45:17.962]  If you're a truther, an anarchist, a renegade, you only want things that God has made.
[00:45:18.022 --> 00:45:20.483]  Go to hempusa.org.
[00:45:22.503 --> 00:45:24.625]  We offer free shipping anywhere in the states.
[00:45:24.725 --> 00:45:28.407]  Go to hempusa.org.
[00:45:29.868 --> 00:45:45.079]  You know, as a father and a husband, one of the enjoyable things in my life has been walking in at night and checking on my children, checking up on my wife, making sure she has the things she needs, but mostly providing for my family and knowing that they're secure, that they feel comfortable every day in their little skins.
[00:45:45.099 --> 00:45:49.462]  They don't have to worry about the oddities of the world taking over and wrecking their lives.
[00:45:49.482 --> 00:45:51.484]  I've always wanted to be a good provider.
[00:45:51.664 --> 00:46:03.068]  And I'm not going to change that now just because the economy's in upheaval, and because there's a lot of political and social uncertainty, and I hear about global famines, and I see the escalating prices in gas and food and oil.
[00:46:03.228 --> 00:46:05.128]  Electricity's going to go way up, I'm told, this winter.
[00:46:05.248 --> 00:46:06.289]  Hey, I'm not going to sweat it.
[00:46:06.409 --> 00:46:07.369]  I've done the right thing.
[00:46:07.429 --> 00:46:09.690]  I got rid of a bunch of junk and toys out in the garage.
[00:46:09.850 --> 00:46:11.450]  I converted that money into food.
[00:46:11.610 --> 00:46:12.311]  That food's out there.
[00:46:12.331 --> 00:46:14.211]  I've got a two or three year supply of food in the garage.
[00:46:14.291 --> 00:46:15.332]  My family's secure.
[00:46:15.352 --> 00:46:16.632]  I don't got to worry, okay?
[00:46:16.852 --> 00:46:19.475]  I do hope that you'll join me in this new sense of American security.
[00:46:19.575 --> 00:46:21.036]  Call eFoodsDirect.com.
[00:46:21.116 --> 00:46:22.578]  That's eFoodsDirect.com.
[00:46:22.698 --> 00:46:23.058]  Or 1-800-409-5633.
[00:46:23.238 --> 00:46:27.943]  That's 1-800-409-5633.
[00:46:28.043 --> 00:46:28.563]  Call them today.
[00:46:28.584 --> 00:46:29.384]  You'll be glad you did.
[00:46:29.605 --> 00:46:31.326]  Lead from solder and copper pipes.
[00:46:31.486 --> 00:46:32.547]  Mercury from fish.
[00:46:32.647 --> 00:46:33.408]  Dental fillings.
[00:46:33.568 --> 00:46:34.129]  Vaccines.
[00:46:34.309 --> 00:46:35.189]  Arsenic in the water.
[00:46:35.310 --> 00:46:39.171]  These heavy metal toxins are difficult or even impossible to avoid.
[00:46:39.332 --> 00:46:43.093]  Even trace amounts of these heavy metals over time can impact your health.
[00:46:43.293 --> 00:46:54.679]  Many health problems have been suggested as being related to this heavy metal exposure, including memory loss, high blood pressure, depression, mood swings, speech disorders, neuropathy, autoimmune diseases, chronic fatigue, and more.
[00:46:54.839 --> 00:47:00.842]  Unfortunately, traditional detoxifying isn't able to clear the body of these harmful and potentially deadly toxins.
[00:47:01.022 --> 00:47:03.464]  That's why there's Puraclear from Ripple Creek.
[00:47:03.584 --> 00:47:13.090]  Puraclear contains a proprietary blend of ingredients including a cilantro extract and alpha lipoic acid, among other ingredients formulated specifically to promote body cleansing.
[00:47:13.150 --> 00:47:21.855]  Puraclear also has ingredients selected to promote improved circulation to enhance activity so that heavy metals may be more effectively captured and removed from the body.
[00:47:21.975 --> 00:47:25.337]  Order Puraclear now by calling Ripple Creek at 203-331-0363 or go to RippleCreek.com.
[00:47:31.374 --> 00:47:32.935]  You are listening to GCN.
[00:47:33.095 --> 00:47:37.238]  Visit GCNlive.com today.
[00:47:51.366 --> 00:47:52.887]  Okay, folks, we're back live.
[00:47:53.228 --> 00:47:54.909]  Look, I want to be clear here.
[00:47:54.969 --> 00:47:56.770]  Webster and myself are not disagreeing.
[00:47:57.826 --> 00:48:13.317]  On this subject of the Anglo-American banking system, the statement I'm making is they made the decision to securitize all these different derivatives to make up all these new flim-flam articles in the last 20 years.
[00:48:13.337 --> 00:48:16.098]  There was always a lot of fraud involved in central banking.
[00:48:16.138 --> 00:48:22.643]  That's the real banking where the private families control the government's issue in sub-currency and credit and then they can leverage out, you know,
[00:48:24.269 --> 00:48:29.891]  9 to 20 times, depending on the government, what they actually have in deposits.
[00:48:31.212 --> 00:48:44.177]  But when you hear that it was countrywide and Fannie Mae and Freddie Mac and all of this, you know, going out to people that were poor and giving them, you know, 2, 3, 4 percent mortgages that then ballooned later, and that you hear, that's what caused all this.
[00:48:44.197 --> 00:48:45.838]  That has nothing to do with it.
[00:48:47.378 --> 00:48:49.039]  That's less than a hundred billion dollars.
[00:48:49.059 --> 00:48:51.620]  We're talking about thousands of trillions here.
[00:48:52.529 --> 00:48:53.730]  That's admitted numbers.
[00:48:55.291 --> 00:48:59.935]  We're talking close to a trillion, 940 billion bailed out last week.
[00:49:00.695 --> 00:49:11.183]  Now the point is they already moved into real assets, they wrote white papers how this was going to collapse, how they knew it was going to collapse, and how out of this they're going to set up a new international banking system.
[00:49:11.835 --> 00:49:23.046]  And by the way, Kissinger came out last week, a bunch of others came out, exactly as we told you years ago they would and said, now we need a world government run by the private bankers and you buy carbon tax credits from them.
[00:49:24.327 --> 00:49:26.890]  And so yes, is it imploding?
[00:49:26.930 --> 00:49:27.791]  Is it a real crisis?
[00:49:27.811 --> 00:49:29.913]  Yes, but did they foresee that?
[00:49:30.293 --> 00:49:31.014]  Did they at least
[00:49:31.696 --> 00:49:33.777]  Delude themselves into believing they would control it.
[00:49:34.018 --> 00:49:35.939]  There is no debating that.
