[00:00:13.122 --> 00:00:14.462]  He stands for truth.
[00:23:28.285 --> 00:23:32.227]  That's mostholyfamilymonastery.com.
[00:23:32.507 --> 00:23:35.888]  The last word monastery spelled M-O-N-A-S-T-E-R-Y.
[00:23:35.988 --> 00:23:36.848]  Or call us at 1-800-275-1126.
[00:23:36.868 --> 00:23:37.209]  That's 1-800-275-1126.
[00:23:37.269 --> 00:23:39.850]  Or mail in your order to us at 4425 Schneider Road, Fillmore, New York, 14735.
[00:23:50.914 --> 00:23:54.615]  The total cost for this massive package of information is only $10.
[00:23:54.975 --> 00:23:59.717]  $15 for UPS Crown or $30 outside the U.S.
[00:24:00.937 --> 00:24:06.059]  If you're a chocolate lover, then now you can use chocolate to get the healthy body you've always wanted.
[00:24:06.359 --> 00:24:08.280]  Introducing Cocoa Pure Chocolate Tea!
[00:24:08.540 --> 00:24:10.460]  The most innovative health drink ever!
[00:24:10.680 --> 00:24:15.682]  With ingredients connected to a stronger immune system, a healthier heart, and more beautiful skin.
[00:24:15.942 --> 00:24:18.363]  Here's nutritional expert, Dr. Alex Duarte.
[00:24:18.723 --> 00:24:25.049]  Cocoa Pure Chocolate Tea blends the nutrition of concentrated cocoa with natural green tea and an extract from red wine.
[00:24:25.289 --> 00:24:30.214]  This makes it a cripple-action supplement with more antioxidant value than most fruits and vegetables.
[00:24:30.614 --> 00:24:34.998]  It has a natural energy booster, digestive health boosters, and much more.
[00:24:35.259 --> 00:24:38.662]  Best of all, this is probably the most delicious supplement that you're ever going to taste.
[00:24:39.102 --> 00:24:42.083]  Today you can try Coco Pure Chocolate Tea risk-free.
[00:24:42.283 --> 00:24:47.526]  If you don't think this is the most delicious way to get healthy, you can return the empty bottle for your money back.
[00:24:47.726 --> 00:24:49.126]  To try Coco Pure, call 1-800-457-9914.
[00:24:49.146 --> 00:24:50.847]  Coco Pure will help get your health back on track.
[00:24:50.867 --> 00:24:51.087]  Call 1-800-457-9914.
[00:24:51.107 --> 00:24:51.367]  That's 1-800-457-9914.
[00:25:01.071 --> 00:25:04.533]  Spyville.com is your choice for everything spy related.
[00:25:04.674 --> 00:25:08.996]  Hidden security cameras, night vision cameras, and covert voice and phone recorders.
[00:25:09.337 --> 00:25:12.919]  No one will know what you're up to, but you'll always know what they're up to.
[00:25:13.219 --> 00:25:20.824]  Spyville.com also has cool spy gear like spy sunglasses so you can see behind you, and night vision scopes so you can see in the dark.
[00:25:21.145 --> 00:25:24.447]  Use our live GPS trackers to keep track of your teenager's vehicle.
[00:25:24.667 --> 00:25:30.811]  Find hidden cameras wherever you go with the amazing handheld spy finder, and locate hidden transmitters with one of our
[00:25:30.811 --> 00:25:31.471]  We're good to go.
[00:26:01.056 --> 00:26:04.258]  Yes, there is an In-Dash AM-FM shortwave radio.
[00:26:04.519 --> 00:26:12.624]  For limited time and in limited numbers, the Sony GT-160S AM-FM shortwave radio and CD player is available only at the Power Hour.
[00:26:12.884 --> 00:26:20.970]  This radio is designed to eliminate interference from ignition systems and the result is clear, clean reception so you can hear your favorite broadcasts both domestically and internationally.
[00:26:21.270 --> 00:26:25.093]  Get your Sony AM-FM shortwave radio and CD player from the Power Hour today.
[00:26:25.493 --> 00:26:27.194]  Call 877-817-9829.
[00:26:27.655 --> 00:26:31.698]  That's 877-817-9829 to order.
[00:26:32.078 --> 00:26:35.821]  Only $249 plus shipping and handling, and we'll ship it right to you.
[00:26:36.121 --> 00:26:38.342]  There's even an input to plug in an external source.
[00:26:38.583 --> 00:26:44.507]  Your MP3 player, your iPod, your DVD player, or any other source will sound great through your new Sony receiver.
[00:26:44.807 --> 00:26:47.769]  These radios are not available anywhere else and for a limited time.
[00:26:47.969 --> 00:26:48.650]  So call now.
[00:26:48.870 --> 00:26:49.050]  Dial 877-817-9829.
[00:26:49.070 --> 00:26:51.712]  That's 877-817-9829 and get your Sony GT-160S AM FM shortwave radio and CD player from the Power Hour.
[00:26:51.792 --> 00:26:52.813]  This is the GCN Radio Network.
[00:26:52.973 --> 00:26:54.073]  Home to hard-hearing talk radio.
[00:27:18.078 --> 00:27:18.438]  No, I'm not.
[00:27:32.308 --> 00:27:44.832]  ...runs the polling machines, and that only they certainly seem to know what went on in that... Isn't it interesting that they changed their name from Diebold to, what is it, Precision Elections?
[00:27:45.012 --> 00:27:47.413]  No, they changed it to KFC.
[00:27:50.074 --> 00:28:00.278]  What I'm glad about is that, in fact, this controversy has come up, and that they're going to go back and take a look, and it's going to elevate the whole voting machine issue in the minds of the American people again before the elections.
[00:28:02.343 --> 00:28:16.290]  Yeah, I mean, we have so much debate, and there's so much interest in this election, and there's so much debate, and there's so much misogyny, but it all comes to naught if we can't trust what the result is, and... Does that mean you ought to have voter ID?
[00:28:17.311 --> 00:28:18.551]  Well, that's a different issue.
[00:28:18.571 --> 00:28:19.131]  Right.
[00:28:19.172 --> 00:28:21.032]  No, Richard, take a vote for it!
[00:28:21.072 --> 00:28:24.934]  I mean, if you're simply asking... Yeah, but if I don't vote for it, then... You can't cast for the vote, it doesn't matter.
[00:28:25.014 --> 00:28:25.435]  Yeah, alright.
[00:28:25.455 --> 00:28:28.136]  And if you don't know what the company's doing... By the way, that is, um...
[00:28:30.066 --> 00:28:30.747]  Bill Maher Friday.
[00:28:30.787 --> 00:28:32.608]  We're going to play a little bit more of it coming up later.
[00:28:32.648 --> 00:28:39.894]  You know, Tony Snobe, the fake conservative of the wolf in sheep's clothing, you know, he pops in, you know, and says, oh yeah, does that mean we need voter ID?
[00:28:40.034 --> 00:28:46.799]  Which, by the way, at certain levels of my mind, I'm for, but then it gets into other problems of the government knowing how you vote and creating records.
[00:28:47.180 --> 00:28:57.588]  They've done major studies, universities have, and most of the fraud in elections is done by the machines, by the counties, by the cities, historically.
[00:28:58.217 --> 00:29:05.859]  I mean, you know, going back to LBJ and the famous, you know, theft when he got into Congress, and Kennedy in Chicago.
[00:29:05.879 --> 00:29:06.939]  I mean, these are documented.
[00:29:07.480 --> 00:29:12.761]  Folks just went to prison in Ohio for stealing votes in the 2004 election for Bush.
[00:29:13.021 --> 00:29:13.921]  I mean, they went to jail.
[00:29:14.101 --> 00:29:15.022]  They just pled guilty.
[00:29:15.042 --> 00:29:27.445]  They just went to jail, and us conspiracy theorists, Bev Harris and others, who I've been interviewing ever since she got on their trail in the HBO documentary, Hacking Democracy, and we were called conspiracy theorists until they pled guilty.
[00:29:28.547 --> 00:29:33.128]  I mean, I've been covering this for 12 years, and if you don't think it's even going on, you've got another thing coming.
[00:29:33.148 --> 00:29:39.390]  All right, shifting gears, I'm going to get more into the Ron Paul situation from the angle of why he's not calling for a recount now.
[00:29:39.430 --> 00:29:42.331]  He's trying to look forward, and it's really made the Ron Paul supporters mad.
[00:29:42.611 --> 00:29:43.231]  That's coming up.
[00:29:43.251 --> 00:29:45.111]  I know we have a load of phone lines we're going to get to as well.
[00:29:46.111 --> 00:29:51.473]  But I really appreciate Nelson E. Linder, president of the Austin NAACP.
[00:29:52.668 --> 00:29:54.989]  Thank you and I appreciate the opportunity to talk to your listeners.
[00:30:21.278 --> 00:30:21.718]  You bet.
[00:30:21.978 --> 00:30:24.659]  And side issue, I mean it's really the Ron Paul.
[00:30:24.679 --> 00:30:29.781]  I also want to get your take on the rash of black men being shot in the back here in Austin.
[00:30:29.861 --> 00:30:32.482]  It's really becoming almost a weekly occurrence, unfortunately.
[00:30:32.922 --> 00:30:34.943]  But before we get there, you know Ron Paul.
[00:30:35.223 --> 00:30:36.103]  You've got the floor.
[00:30:36.563 --> 00:30:38.624]  You've been watching him, reading his work for years.
[00:30:38.684 --> 00:30:40.005]  This controversy has come up.
[00:30:40.565 --> 00:30:47.027]  Please give us your educated take on this as the president of the NAACP here in one of the largest cities in the country.
[00:30:47.607 --> 00:30:54.552]  I think, Alex, basically the Libertarian Party in itself, because it focuses on state rights, a lot of people, I think, misunderstand their intent.
[00:30:55.112 --> 00:30:58.594]  I met Ron Paul over 20 years ago, and I looked at his whole platform.
[00:30:58.754 --> 00:31:01.136]  Clearly, the guy, he's got some very good ideas.
[00:31:01.156 --> 00:31:07.160]  But I think the problem is, from an African American standpoint, when you talk about state versus federal power,
[00:31:07.800 --> 00:31:18.146]  You see, from our history, we've had it bad from both, actually, so we're not really that sympathetic to either, but when you talk about state rights and the Confederacy and those kind of things sometimes, it gets taken out of context.
[00:31:18.206 --> 00:31:19.607]  Now, I like some of his policies.
[00:31:19.707 --> 00:31:25.390]  I think he's a very honorable guy, but I think when you talk about state rights, you attract people sometimes who are still fighting the Civil War.
[00:31:25.870 --> 00:31:31.973]  And I've told people close to the party that I think they ought to talk more about social injustice and about the prison-industrial conflict.
[00:31:32.413 --> 00:31:36.856]  That way, you can have a much more valid conversation, but I think a lot of times, that whole platform
[00:31:37.376 --> 00:31:39.138]  For the most part, it confuses a lot of people.
[00:31:39.318 --> 00:31:53.651]  Well, it's federal sentencing, mandatory sentencing, that if a black man, and that's usually who it was, got caught with less than a gram of cocaine, he gets 25 years in prison.
[00:31:53.991 --> 00:32:03.500]  But then if you're caught with five or six bags of cocaine, the type that the white lawyers snort, you get a year at the Fed Hilton.
[00:32:04.120 --> 00:32:19.968]  And Ron Paul has spoken out about that, and he's talked about Martin Luther King being his hero, Rosa Parks being his hero, in video speeches I've seen that are thirty years old, and so the problem is, just like you said, you've been following him for twenty years, this isn't some new Ron Paul that likes Martin Luther King.
[00:32:21.809 --> 00:32:27.512]  So please speak to that, sir, directly to what you think about some of these newsletters and these statements and things.
[00:32:27.752 --> 00:32:31.474]  Well, I think, obviously, there's a tank of Ron Paul from the major political parties in this country.
[00:32:31.494 --> 00:32:32.615]  I mean, for example,
[00:32:33.115 --> 00:32:37.499]  Hillary Clinton in the New Hampshire primary attacked basically indirectly MLK.
[00:32:37.919 --> 00:32:41.462]  Now that was a true example of sexual racism, but people tend to ignore that.
[00:32:41.882 --> 00:32:50.309]  So I think they have an advantage in trying to diminish from Paul because in reality, let's face it, he's getting a lot of votes from folks who otherwise might vote for them, but I think this is a concerted effort.
[00:32:50.729 --> 00:32:51.350]  I don't think so.
[00:33:11.681 --> 00:33:12.461]  We're good to go.
[00:33:36.932 --> 00:33:39.073]  Well, absolutely.
[00:33:39.093 --> 00:33:41.154]  I heard you earlier today speak about this.
[00:33:41.814 --> 00:33:55.321]  You were discussing out of context, and really that's what they've done, or they've gone and found things that, you know, he just said, yeah, go ahead and sell that newsletter for some gold company under my name, and he spoke out against those 20 years ago.
[00:33:55.381 --> 00:34:02.865]  I've told the news articles, and he keeps saying, how many times does he have to say he's sorry that a few of these things slipped through out of thousands of issues?
[00:34:03.785 --> 00:34:05.146]  Well, once again, I think
[00:34:05.962 --> 00:34:07.002]  That's all intentional.
[00:34:07.162 --> 00:34:15.204]  My whole thing is, basically, locally, I hope that more libertarians will get more involved and address more black issues, because in reality, I think, they're misunderstood.
[00:34:15.244 --> 00:34:19.385]  I think right now, for example, from my standpoint, I like what Barack Obama's doing.
[00:34:19.425 --> 00:34:21.005]  I'm more of an independent thinker overall.
[00:34:21.545 --> 00:34:22.846]  We need more independence in this country.
[00:34:22.866 --> 00:34:24.466]  We need more political involvement, not less.
[00:34:24.506 --> 00:34:33.068]  We don't need a two-party system in this country, but once again, when you threaten the powers that be, primarily the Democratic-Republican Party with what he's doing, you're making people think.
[00:34:33.783 --> 00:34:35.625]  He's going to be attacked from every angle.
[00:34:35.805 --> 00:34:39.109]  That's unfortunate because I think really, all of us know the Constitution.
[00:34:39.169 --> 00:34:40.230]  It's an important document.
[00:34:40.591 --> 00:34:49.621]  If you know it, you read it, you can empower yourself, but let's face it, folks are afraid of the American people empowering themselves and scrutinizing all political parties, not just two major parties.
[00:34:49.841 --> 00:35:04.481]  Mr. Linder, head of the NAACP here in Austin, is it not suspicious to you that they released this big report that had already been rehashed and discredited 20 years ago on the day, the night before the New Hampshire primary?
[00:35:05.140 --> 00:35:06.141]  I think it's very suspicious.
[00:35:06.161 --> 00:35:11.984]  I also think it's very suspicious that Hillary Clinton all of a sudden won at that primary, given the fact she was way behind in the polls.
[00:35:12.024 --> 00:35:15.245]  I think the whole process needs to be looked at very carefully.
[00:35:15.466 --> 00:35:19.968]  I would definitely call for a recount, not just with Ron Paul, but in general, because to me it's very fishy.
[00:35:20.008 --> 00:35:25.671]  The attacks there, the interests of Bill Clinton, who unfortunately is not student of a lot of black people in this country.
[00:35:26.111 --> 00:35:33.415]  I think the whole Clinton process and what they stand for... What about all these weird statements about how Bill Clinton's more black than Barack Obama?
[00:35:34.344 --> 00:35:35.044]  Have you seen those?
[00:35:35.484 --> 00:35:36.445]  Yeah, I've seen those.
[00:35:36.545 --> 00:35:40.886]  And once again, I think a lot of folks don't really study Clinton's history, the record.
[00:35:40.946 --> 00:35:48.049]  Bill Clinton's from Arkansas, and even though he's had a pretty good record overall, he's also done some very bad things and poor things in terms of racism.
[00:35:48.069 --> 00:35:50.650]  But once again, when you talk a certain language in this country,
[00:35:51.150 --> 00:35:52.331]  Some folks are going to vote for you.
[00:35:52.391 --> 00:36:00.114]  Well, he supported the mandatory sentences that put 17-year-old black kids away for having 1-100th the amount of cocaine in the White House.
[00:36:00.194 --> 00:36:01.254]  Absolutely, absolutely.
[00:36:01.294 --> 00:36:02.155]  And that needs to be addressed.
[00:36:02.175 --> 00:36:05.156]  But once again, Alex, those issues are not being covered in this country in the media.
[00:36:05.596 --> 00:36:09.078]  And unfortunately, a lot of our people, meaning black people, we're not reading those facts.
[00:36:09.098 --> 00:36:10.618]  Take, for example, Travis County.
[00:36:11.178 --> 00:36:15.380]  Right now, we're 10% of the population in Travis County, but we're 13% in a county jail.
[00:36:15.860 --> 00:36:16.881]  That's not being shut down either.
[00:36:16.901 --> 00:36:18.361]  The DA's office here has a lot of power.
[00:36:18.422 --> 00:36:19.342]  So I think overall,
[00:36:19.972 --> 00:36:28.938]  If we look at the Constitution, and the fact that our rights are being taken away from us, that would change this whole debate, but there is a national attempt right now to make folks focus on a few key issues.
[00:36:28.958 --> 00:36:32.560]  We have Nelson E. Linder, the President of the NAACP here in Austin, Texas.
[00:36:32.821 --> 00:36:41.326]  Sir, can you stay with us for a quick three minute break, because I want to come back and let you finish up on the topic that you really want to address today, which ties into what Ron Paul has been saying.
[00:36:41.907 --> 00:36:45.849]  Oh yeah, the Democrats will talk a good game, but they won't get rid of that mandatory sentencing.
[00:36:46.109 --> 00:36:46.610]  Be right back.
[00:36:46.630 --> 00:36:46.990]  Stay with us.
[00:36:55.134 --> 00:36:55.234]  Yeah.
[00:37:00.547 --> 00:37:01.187]  It's a fact.
[00:37:01.408 --> 00:37:08.892]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue.
[00:37:09.012 --> 00:37:17.877]  With never-ending late fees, over-the-limit fees, and higher and higher interest rates, it has become mathematically impossible to repay all debt, making all of us slaves to our creditors.
[00:37:18.137 --> 00:37:28.683]  The Federal Debt Relief System has created a successful, attorney-backed program to legally eliminate credit card debt, personal loans, lines of credit, and other unsecured debts which have been fraudulently created by the banks.
[00:37:28.943 --> 00:37:35.004]  We can terminate your unsecured debt within 18 months with a much lower monthly payment, ending with nothing on your credit report.
[00:37:35.224 --> 00:37:40.225]  Join the thousands of Americans who now breathe with a sigh of relief because they have legally eliminated their debt.
[00:37:40.425 --> 00:37:44.906]  Instead of living each day in fear and frustration, it's time to take action and turn your life around.
[00:37:45.066 --> 00:37:46.866]  Call the Federal Debt Relief System at 877-943-8600.
[00:37:46.926 --> 00:37:47.186]  That's 877-943-8600.
[00:37:47.206 --> 00:37:47.626]  Or visit FDRS.org.
[00:37:47.726 --> 00:37:49.587]  Find out how you can break the cycle of debt slavery.
[00:37:57.368 --> 00:37:58.209]  I think so.
[00:38:13.966 --> 00:38:17.207]  Even those who have sold stuff and taken on part-time jobs to buy food.
[00:38:17.867 --> 00:38:21.147]  Even those who have traded their gold while it will still buy food.
[00:38:21.767 --> 00:38:25.148]  Yes, we will have been called stupid, crazy, and foolish.
[00:38:25.728 --> 00:38:30.249]  When folks won't be able to afford food and there won't be any food for any amount of money.
[00:38:30.969 --> 00:38:32.950]  We will still have two regrets.
[00:38:33.590 --> 00:38:36.950]  We will regret that we didn't get more serious about more food sooner.
[00:38:37.610 --> 00:38:40.471]  We will deeply regret that we didn't get enough food.
[00:38:41.269 --> 00:38:48.138]  Putting off emergency food preparations to celebrate the holidays will be the most dangerous decision that some of us will ever make.
[00:38:48.158 --> 00:38:49.159]  Call 800-409-5633.
[00:38:49.260 --> 00:38:50.301]  On the web, efoodsdirect.com.
[00:38:50.321 --> 00:38:50.361]  800-409-5633.
[00:39:00.686 --> 00:39:05.672]  We all know that Berkey water systems are the only trusted name in water filtration available on the market.
[00:39:05.832 --> 00:39:18.968]  The revolutionary Berkey Light self-sterilizing and recleanable purification elements purify water by removing pathogenic bacteria, cysts, and parasites to non-detectable levels and by extracting harmful chemicals such as herbicides, pesticides, or
[00:39:18.968 --> 00:39:19.468]  I think so.
[00:39:35.135 --> 00:39:37.256]  Now that we are in the midst of the presidential primaries,
[00:40:03.104 --> 00:40:06.148]  Republican candidate Ron Paul needs our support more than ever.
[00:40:06.548 --> 00:40:12.556]  Ron Paul stands for the issues that need to be addressed and not glossed over and forgotten like the globalist crowd being fielded.
[00:40:12.916 --> 00:40:19.144]  Unlike other candidates, Ron Paul takes a stand to follow what our forefathers envisioned America to be through the Constitution.
[00:40:19.504 --> 00:40:29.591]  Dr. Paul will restore sound money, eliminate the IRS, prevent the NAU, get us back to our constitutional roots, and guard our nation here at home by bringing home the troops.
[00:40:29.991 --> 00:40:31.852]  Show your support for Ron Paul today.
[00:40:32.112 --> 00:40:38.817]  Go to RonPaulStickers.com to find the latest Ron Paul promotional media to help promote our last hope for America.
[00:40:39.097 --> 00:40:42.019]  Yard signs, bumper stickers, window decals, buttons,
[00:40:42.219 --> 00:40:42.839]  You are listening to GCN.
[00:40:42.859 --> 00:40:43.699]  Visit GCNlive.com today.
[00:41:11.528 --> 00:41:20.034]  All right, I promise we're going to get your calls before we go to Benjamin Goldberg coming up in the next hour.
[00:41:21.655 --> 00:41:30.281]  Goldberg, remember to join us, 877-590-5525, 877-590-5525, or 836-059 if you're listening in Texas.
[00:41:30.921 --> 00:41:38.947]  We got Andy in Montana, Tony in San Francisco, Patriot, Pennsylvania, Andrew, Wisconsin, Lawrence in Canada, E.B.
[00:41:39.027 --> 00:41:39.507]  in England,
[00:41:42.936 --> 00:41:47.419]  Coming up, CIA confirms Jesse Ventura meeting occurred.
[00:41:48.239 --> 00:41:51.321]  Member of Japanese government, Dallas official 9-11 fairytale.
[00:41:51.921 --> 00:41:53.182]  That is coming up right now.
[00:41:53.222 --> 00:41:58.605]  We're finishing up with Nelson Linder, president of the Austin chapter of the NAACP.
[00:41:59.326 --> 00:42:02.007]  And just finishing up with the Ron Paul angle on all this.
[00:42:02.107 --> 00:42:06.350]  Look, I agree with Tony Brown, who I've interviewed many times over the years.
[00:42:06.790 --> 00:42:11.953]  Of course, talk show host, columnist, author from Chicago.
[00:42:12.935 --> 00:42:14.076]  It just so happens to be black.
[00:42:14.116 --> 00:42:15.958]  I try to even get past what color people are.
[00:42:15.978 --> 00:42:18.380]  And what he's always been saying is true.
[00:42:18.620 --> 00:42:23.284]  What you see done in the black community, or the underprivileged areas, is going to be done in your community.
[00:42:23.644 --> 00:42:29.189]  And everything we saw being done to blacks 20, 30, 40 years ago, the frame-ups, the rest of it, now they're doing to everybody.
[00:42:30.010 --> 00:42:35.814]  And so people better understand that what we allow to one group is going to... What goes around comes around.
[00:42:35.855 --> 00:42:36.775]  You reap what you sow.
[00:42:36.835 --> 00:42:37.256]  Karma.
[00:42:37.696 --> 00:42:38.136]  All of that.
[00:42:38.196 --> 00:42:38.637]  It's real.
[00:42:39.344 --> 00:42:40.985]  I'm saying, basically, knowing Ron Paul's intent.
[00:42:56.455 --> 00:42:58.076]  I think he's really trying to improve this country.
[00:42:58.116 --> 00:43:06.661]  But I think also, Alex, when you talk about a constitution, a constitutional federal government versus a state, I think a lot of folks are going to misconstrue that.
[00:43:06.921 --> 00:43:10.403]  Especially folks who still believe real big in state rights.
[00:43:10.423 --> 00:43:12.725]  Some of the folks who are still fighting the Civil War.
[00:43:12.745 --> 00:43:17.988]  So I think it's very easy for folks who want to take his position out of context, and that's what I'm hearing.
[00:43:18.639 --> 00:43:21.600]  I think it's a very fair guy.
[00:43:21.620 --> 00:43:25.061]  I just think that a lot of folks do not understand the libertarian platform.
[00:43:25.101 --> 00:43:29.342]  So I'm calling for more dialogue, more education, more involvement in the black community.
[00:43:29.362 --> 00:43:31.522]  Because in reality, look at the privilege system.
[00:43:31.642 --> 00:43:36.004]  If we address that one issue based on what he's talking about, that would really change our whole community.
[00:43:36.044 --> 00:43:39.124]  Because right now, let's face it, we have a privilege of national coverage in this country.
[00:43:39.464 --> 00:43:41.345]  And it's affected black folks and poor folks more than anybody.
[00:43:41.525 --> 00:43:46.508]  Well, we really do, and we've gone from 1 million in the prison to 2.4, 7 million in the system.
[00:43:46.988 --> 00:43:52.452]  The public schools have turned into induction centers directly into the prisons or into the military.
[00:43:53.632 --> 00:43:56.774]  It's all about, one way or the other, getting people into the system.
[00:43:56.794 --> 00:43:58.475]  But finishing up, sir, on Ron Paul.
[00:43:58.535 --> 00:44:07.441]  I just think, basically, he needs to do a better job of talking more to the black community and making sure he's involved more, where his positions are properly understood outside of the civil versus
[00:44:08.221 --> 00:44:08.762]  I don't know.
[00:44:24.660 --> 00:44:26.242]  Do you think Ron Paul is a racist?
[00:44:26.382 --> 00:44:26.723]  No, I don't.
[00:44:27.123 --> 00:44:27.423]  No, I don't.
[00:44:27.704 --> 00:44:34.611]  And, I mean, did you hear him speak out about blacks being in prison and the laws being unfairly bending towards blacks?
[00:44:34.631 --> 00:44:35.993]  I've heard him do that plenty of times, Alex.
[00:44:36.574 --> 00:44:38.095]  Also, by the way, I like Tony Brown as well.
[00:44:39.597 --> 00:44:41.638]  See, I've read Ron Paul's whole philosophy.
[00:44:41.658 --> 00:44:45.200]  I also understand what he's saying from a political standpoint and why people are attacking him.
[00:44:45.220 --> 00:44:46.461]  And you've known him for 20 years.
[00:44:46.521 --> 00:44:49.623]  So, I mean, that's my point is that I've known Ron Paul for 14 years.
[00:44:49.643 --> 00:44:50.943]  We've been interviewing him for 12.
[00:44:51.364 --> 00:44:53.525]  I know, I mean, that he's a gentleman.
[00:44:54.305 --> 00:44:55.866]  I mean, almost to the point of being wimpy.
[00:44:56.186 --> 00:44:58.928]  And he didn't make these statements that they've been saying he made.
[00:44:58.948 --> 00:45:02.670]  And then they've even taken the statements that were made and expanded and twisted them.
[00:45:03.266 --> 00:45:12.709]  Well, I mean, that's obviously intentional, Alex, but once again, if you look at Eric Coggins... But like you said, though, he's talking about the Constitution, the establishment's scared of that, because, as you said, I mean, the Constitution's in trouble, isn't it?
[00:45:12.909 --> 00:45:13.589]  Oh, oh, certainly.
[00:45:13.809 --> 00:45:18.531]  Civil rights, civil liberties, that should be the real dialogue in this country right now, but nobody's talking about that.
[00:45:18.551 --> 00:45:19.271]  People don't seem to care.
[00:45:19.291 --> 00:45:23.832]  So, yeah, what he's saying really, really is threatening the powers that be, and that's what it is.
[00:45:23.952 --> 00:45:29.374]  This is a country based on fear right now, and so if you scare the folks that got money, they're going to attack you, and they're going to take it out of context.
[00:45:29.434 --> 00:45:33.597]  Well, look at how he's not going with the popular thing of saying the Arabs want to drink your blood.
[00:45:33.958 --> 00:45:45.407]  I mean, look at how, even though that's unpopular with some people, he's still saying that they're not all terrorists and they're not devils, and they don't have, you know, tails they hide underneath, you know, with forked, you know, devil teeth and things.
[00:45:45.647 --> 00:45:49.770]  I mean, certainly, Ron Paul has never done anything that would put him in that light.
[00:45:50.010 --> 00:45:50.451]  Well, he hasn't.
[00:45:50.551 --> 00:45:52.052]  He's also called it the Iraq War.
[00:45:52.492 --> 00:45:53.092]  Well, you're right.
[00:45:53.112 --> 00:45:58.795]  We don't hear Hillary Clinton or Mitt Romney or the other frontrunners talking about the issues that we do hear Ron Paul and Dennis Kucinich talking about.
[00:45:58.875 --> 00:45:59.335]  In closing, sir,
[00:46:20.846 --> 00:46:32.715]  I mean, there have been so many shootings, so many deaths in the jails of blacks predominantly, and then a few times I've even tried to believe the police when they put out a fake story, and then I end up looking like a fool because it turns out they're lying.
[00:46:33.115 --> 00:46:42.522]  How many black men, how many retarded black men, that seems to be their favorite, homeless, retarded black men, how many black men have to get shot in the back before these cops get in trouble?
[00:46:43.082 --> 00:46:48.187]  Well, I think to the credit of Alex, Dave had a pretty decent police chief right now, but I think it's bigger than that.
[00:46:48.227 --> 00:46:49.829]  He did finally fire one time.
[00:46:49.889 --> 00:46:51.290]  I think the problem is DA's office.
[00:46:51.470 --> 00:46:55.454]  You see, in reality, there has been no accountability to local police people here in this town.
[00:46:55.894 --> 00:46:59.177]  So until the DA begins to prosecute bad cops, this is going to continue.
[00:46:59.197 --> 00:47:02.360]  But I think he is not necessarily the police, it's going to be the district attorney's office.
[00:47:03.261 --> 00:47:04.803]  That's where the power really comes from.
[00:47:05.283 --> 00:47:07.445]  If they don't prosecute bad cops, this is going to continue.
[00:47:07.545 --> 00:47:09.827]  Why do you think they keep shooting black men in the back?
[00:47:09.867 --> 00:47:15.712]  I mean, are the police just, even if consciously they're not racist, are they deep down subconsciously afraid of black men?
[00:47:16.012 --> 00:47:18.294]  I think from a historical standpoint, yes.
[00:47:18.434 --> 00:47:24.039]  I think also, let's face it, people in this country know that black life is worth less, so you can do it and get away with it.
[00:47:24.399 --> 00:47:26.401]  And once again, nobody's been to jail for doing that.
[00:47:26.501 --> 00:47:28.923]  And to the folks who've been to jail for doing that, it's going to continue.
[00:47:28.943 --> 00:47:30.224]  But it's always in the back!
[00:47:31.099 --> 00:47:32.400]  Well, that's true.
[00:47:32.660 --> 00:47:35.522]  But once again, this is a white racist society.
[00:47:35.562 --> 00:47:37.684]  Why would you shoot somebody in the back for no reason?
[00:47:37.824 --> 00:47:39.485]  Well, maybe you have internal issues.
[00:47:39.565 --> 00:47:40.586]  Maybe you know you can get away with it.
[00:47:41.227 --> 00:47:42.067]  Well, I'll say this.
[00:47:42.367 --> 00:47:44.129]  This is back when I was in high school here in Austin.
[00:47:44.149 --> 00:47:47.991]  I was driving my mom some yogurt from TBC Wise or whatever it's called.
[00:47:48.312 --> 00:47:49.012]  I'll never forget it.
[00:47:49.052 --> 00:47:51.934]  And I had a weight belt in the front seat and a white cop pulled me over.
[00:47:51.954 --> 00:47:52.895]  It was in Northwest Hills.
[00:47:53.590 --> 00:48:10.179]  And he pulls me over speeding, and he felt so bad afterwards he let me go, and he freaks out, pulls a gun out, sticks it to my head, he almost pulled the trigger, I almost was gone, and then he said, oh, sorry, you know, you don't get a ticket, but, you know, darn it, he said something else, you know, that weight belt looked like a gun.
[00:48:10.199 --> 00:48:19.524]  I think a lot of it, and I think they're even more scary around blacks, because as you said, racism, I mean, I almost got blown away by an Austin cop, so I just think they're just so afraid.
[00:48:20.224 --> 00:48:22.587]  Well, they work in a bad environment.
[00:48:22.927 --> 00:48:24.128]  Training also teaches that.
[00:48:24.168 --> 00:48:31.335]  But I think, once again, if you look at the fact that nobody is prosecuting bad cops in this country, the DA's office, for the most part, has done absolutely nothing.
[00:48:31.755 --> 00:48:33.057]  I mean, who holds them accountable?
[00:48:33.137 --> 00:48:37.561]  There is no accountability system in this county, in this country, when it comes to police issues.
[00:48:37.701 --> 00:48:38.722]  And that's going to be the solution.
[00:48:40.146 --> 00:48:42.768]  Well, I agree with you, and I think the solution is going to be local.
[00:48:42.928 --> 00:48:46.311]  I mean, I know you pushed for the review board, and it turned into a puppet front group.
