[00:00:00.009 --> 00:00:08.460]  Typically last ten.
[00:28:18.860 --> 00:28:32.227]  Well, the incredible thing is, amongst the elite, there's not that many, maybe 5,000 or so that really have a big part of the plan in their mind, and even those are compartmentalized and think they're going to be the ones that are saved.
[00:28:34.708 --> 00:28:47.552]  I've had some of the elitist over the years, you know, off record, that's why I can't give us sources, but they've written about this too, say, well Alex, as you notice, you're telling them and they don't care, and we are in control, doesn't that show that we are the elite?
[00:28:47.932 --> 00:28:49.633]  And so we do deserve to be doing this?
[00:28:50.253 --> 00:28:53.954]  And in fact, that you see it, that means you might want to join us!
[00:28:54.974 --> 00:28:56.335]  That's their simple logic.
[00:28:57.155 --> 00:28:57.915]  Their simple logic.
[00:28:58.575 --> 00:28:59.936]  And they're stunned.
[00:29:01.023 --> 00:29:03.646]  And they put on a strange expression when you don't take their offer.
[00:29:03.666 --> 00:29:14.396]  They can't imagine why you could possibly hang on to what you're hanging on to for emotional reasons or personal emotional reasons or attachment to others.
[00:29:14.436 --> 00:29:17.019]  They can't understand why you don't take the bait or the bribe.
[00:29:20.500 --> 00:29:21.381]  It's unbelievable.
[00:29:21.681 --> 00:29:23.623]  I mean, they are just cold-blooded killers.
[00:29:23.643 --> 00:29:25.684]  We're going to go back on the main transmission.
[00:29:25.704 --> 00:29:26.885]  I want to get into solutions.
[00:29:27.265 --> 00:29:32.409]  I understand you're saying they're casualties, but how does somebody with a loved one or somebody else break them out?
[00:29:33.325 --> 00:29:38.029]  You know, there's the classic archetypal image of the cold bucket of ice water being thrown on people.
[00:29:38.169 --> 00:29:46.095]  What is that real-world contextual way that you've found to try to break people out?
[00:29:46.115 --> 00:29:59.545]  I mean, I know with the programming that's built in that when you try to break them out, they fight back even more into a self-assured, self-satisfied little smile and spew, you know, pre-programmed memes back at you, but I want to talk about that with you right now.
[00:29:59.585 --> 00:29:59.845]  Here we go.
[00:30:03.661 --> 00:30:04.181]  Don't worry.
[00:30:04.621 --> 00:30:06.142]  This show is documented.
[00:30:06.642 --> 00:30:09.483]  Alex Jones on the GCN Radio Network.
[00:30:09.844 --> 00:30:13.305]  I fell into a burning ring of fire.
[00:30:13.325 --> 00:30:15.706]  I went down, down, down.
[00:30:16.066 --> 00:30:17.927]  And the flames went higher.
[00:30:18.387 --> 00:30:20.508]  And it burns, burns, burns.
[00:30:21.208 --> 00:30:22.729]  The ring of fire.
[00:30:23.609 --> 00:30:24.910]  The ring of fire.
[00:30:26.250 --> 00:30:31.413]  Yeah, the truth hurts, but not facing the truth is a lot worse.
[00:30:32.794 --> 00:30:34.895]  I indict the globalists.
[00:30:34.915 --> 00:30:40.999]  You know, they say through their social Darwinian system that if the public's dumb enough to be enslaved and dumbed down and poisoned, that's what they deserve.
[00:30:41.539 --> 00:30:46.642]  And I say to them that, you know, that's like saying, well, if a baby doesn't know how to feed itself, kill it.
[00:30:47.663 --> 00:30:52.005]  Like Dr. Peter Singer says, where old people are like mackerel, go ahead and kill them.
[00:30:52.745 --> 00:31:00.789]  We destroy who we are as humans when we don't empathize, when we don't take care of weaker, when we don't thrill at unlocking minds or teaching.
[00:31:01.149 --> 00:31:02.189]  I love teaching people.
[00:31:02.289 --> 00:31:02.950]  I love learning.
[00:31:03.070 --> 00:31:04.250]  I love showing people things.
[00:31:04.810 --> 00:31:06.251]  I love seeing things be built.
[00:31:06.731 --> 00:31:10.213]  I want the best in our species and to try to suppress
[00:31:11.293 --> 00:31:12.074]  the worst in us.
[00:31:12.114 --> 00:31:14.656]  Instead, the globalists say, no, order out of chaos.
[00:31:14.696 --> 00:31:22.562]  We'll play them off against each other, make them bestial, animalistic, dumb them down, play on their weakest factors.
[00:31:24.483 --> 00:31:40.195]  Your take on that, Alan Watt, and then solutions, I know you're saying they're all casualties of war, move on, but for friends, for family, for others, I have been able to unlock minds, but just with a frontal assault of shocking them, maybe like a big bucket of ice water, but what are some of your ideas there?
[00:31:41.198 --> 00:31:51.822]  Yeah, but the main problem with most people, they try and wake up the person next to them, generally a spouse or a relative, and that's where dissension comes in.
[00:31:52.463 --> 00:31:56.104]  And what generally happens, they overload them with too much at once.
[00:31:56.124 --> 00:32:03.287]  You've got to realize that you've moved on into a different realm of understanding, that person's still back there in a six o'clock news version.
[00:32:04.082 --> 00:32:06.123]  And you've got a head-on clash right away.
[00:32:06.163 --> 00:32:07.784]  You're talking an alien language to them.
[00:32:08.364 --> 00:32:11.206]  And they have been trained that if it isn't on television, it cannot be true.
[00:32:11.986 --> 00:32:17.329]  So, you have to, even with a presentation of evidence, they still go into a mind-lock.
[00:32:17.729 --> 00:32:22.151]  Because they do believe the media is going to tell them all the truths that they should know.
[00:32:22.432 --> 00:32:24.192]  They really believe that's the function of the media.
[00:32:24.212 --> 00:32:25.173]  They've been trained that way.
[00:32:26.099 --> 00:32:31.124]  And they have to go into a mind lock when you present them with facts and printed documentation and so on.
[00:32:31.725 --> 00:32:34.267]  And it takes a lot of time, just feeding them a little bit at a time.
[00:32:34.948 --> 00:32:38.671]  And so pick something which is contemporary, that is provable to them.
[00:32:39.292 --> 00:32:50.883]  Even the heavy aerial spraying we've had for 10 years, coupled with the changing weather, because they're creating this new weather phenomena, to convince us that we are the problem.
[00:32:51.463 --> 00:32:53.224]  However, they are doing it.
[00:32:53.265 --> 00:32:54.325]  You can see them doing it.
[00:32:54.385 --> 00:32:54.766]  You can breathe it.
[00:32:54.786 --> 00:32:56.247]  You can see them even creating a storm.
[00:32:56.927 --> 00:32:59.729]  And that's the kind of thing that you can show them immediately.
[00:32:59.749 --> 00:33:06.314]  That they must start using their own perceptions for the first time.
[00:33:06.394 --> 00:33:13.840]  And if they deny it, you can show them the Communist Chinese today clearing the air with different devices in Beijing.
[00:33:16.050 --> 00:33:36.802]  Expanding on that, you mentioned how they want to kill our propulsion or our self-preservation instinct because they say, ooh, that's too aggressive, that will be their impulse drive system to fight us and to have sovereignty and to defend their family and tribalism.
[00:33:37.202 --> 00:33:39.643]  Oh no, only our elitist tribalism is okay.
[00:33:40.004 --> 00:33:41.925]  We've got to neutralize that in them, and you're right.
[00:33:42.445 --> 00:33:52.090]  As Richard N. Haas, the head of the CFR says, modern environmentalism is about taking our survival drive and turning it against ourselves, making us the problem.
[00:33:52.410 --> 00:33:54.992]  So it's kind of a feedback loop, or like being electrocuted.
[00:33:55.832 --> 00:33:58.474]  We must get rid of humans to save the humans.
[00:33:58.554 --> 00:34:02.116]  So it makes our survival mechanism turn against itself
[00:34:02.876 --> 00:34:04.437]  Turn the gun against ourselves.
[00:34:04.777 --> 00:34:07.319]  Let's kill ourselves to save ourselves.
[00:34:07.739 --> 00:34:15.984]  Meanwhile, the globalists, as you said, with weather control, are doing things to the Earth to then stampede us into accepting that we're the problem.
[00:34:16.625 --> 00:34:19.967]  Yeah, there's the guy behind the curtain in The Wizard of Oz.
[00:34:20.167 --> 00:34:20.908]  That's what they're doing.
[00:34:21.588 --> 00:34:25.991]  And they whistle in the wind and say nothing while the proof is in front of our faces if we care to look at it.
[00:34:27.230 --> 00:34:27.970]  All right, Alan Watt.
[00:34:28.531 --> 00:34:29.551]  We've been all over the map here.
[00:34:29.571 --> 00:34:38.816]  I want to get more into how somebody listening who's laughing right now, how we get them to realize they've been mesmerized by television, that they are in a dream setting, that they are hypnotized.
[00:34:39.496 --> 00:34:40.176]  Back in one minute.
[00:34:42.077 --> 00:34:43.418]  You are listening to GCN.
[00:34:43.478 --> 00:34:46.219]  Visit GCNlive.com today.
[00:34:50.623 --> 00:34:52.305]  Our beloved republic is on her knees.
[00:34:52.606 --> 00:34:56.030]  The forces of globalism are destroying national sovereignty worldwide.
[00:34:56.211 --> 00:34:58.053]  But in liberty's darkest hour, there is hope.
[00:34:58.674 --> 00:35:01.398]  The first time in modern history, the people are beginning to wake up.
[00:35:01.718 --> 00:35:05.503]  It is essential that patriots worldwide accelerate their fellow man's understanding.
[00:35:05.503 --> 00:35:05.783]  We're good.
[00:35:35.543 --> 00:35:37.643]  Exclusive audio interviews and so much more.
[00:35:37.944 --> 00:35:40.464]  The Info War is waiting for you to set it free.
[00:35:40.804 --> 00:35:42.464]  Join PrisonPlanet.TV.
[00:35:42.845 --> 00:35:44.645]  Burn the info bombs to disk.
[00:35:44.825 --> 00:35:46.625]  Put them on the file sharing networks.
[00:35:46.965 --> 00:35:48.386]  Bring down the new world order.
[00:35:48.746 --> 00:35:50.146]  PrisonPlanet.TV.
[00:35:53.247 --> 00:35:55.167]  Waging war on corruption.
[00:35:55.627 --> 00:35:58.388]  Alex Jones on the GCN Radio Network.
[00:36:13.317 --> 00:36:31.531]  Your calls are coming up for Alan Watt in about 15 minutes, but Alan, continuing with the fact that we do have social architects with chemicals, with flickering screens, with semantical distortion, with the tactics of having six screens behind
[00:36:34.042 --> 00:36:41.187]  You have the CNN host, and then only your subconscious mind can take in all six screens, and he's in front of it talking, which is another feed.
[00:36:41.547 --> 00:37:02.262]  Then you have a scroll at the bottom, a blue mist in the corner, and then they teach in that high level of television, I mean, I talk to the producers, but it's also in textbooks, that that is meant to make you immediately go into subconscious mode, and I'm using that example because that's something that a bureaucrat listening right now, you know, laughing at us, or some cop, or somebody who thinks they're part of this system, when you're watching CNN tonight,
[00:37:03.615 --> 00:37:04.315]  Catch How You
[00:37:34.837 --> 00:37:35.298]  How and what?
[00:37:45.373 --> 00:37:46.714]  And so you're into alpha state.
[00:37:47.274 --> 00:37:49.555]  And when you're reading as well, you see the eye movements.
[00:37:49.695 --> 00:37:54.038]  You watch hypnotists, for instance, they love to use something which moves in front of your face.
[00:37:54.358 --> 00:38:00.861]  When your eyes are moving from left to right, left to right, as you read that screen, it's also aiding you to go into that hypnotic state.
[00:38:00.902 --> 00:38:02.743]  That's why the reading's at the bottom of the page.
[00:38:06.314 --> 00:38:13.416]  Well, I mean, I talk to the public and people say, oh, it's like they have glazed eyes and nobody talks to each other and they're obsessed with their little media device.
[00:38:13.836 --> 00:38:16.297]  That's because that's becoming the whole world.
[00:38:16.377 --> 00:38:23.899]  That little screen is connected to the eyes, which are just brain stalks, and it literally is an interface and they're being sucked into the matrix.
[00:38:24.220 --> 00:38:25.160]  How long until
[00:38:25.740 --> 00:38:37.165]  You physically think they start inserting people into the racks, like they already do in Japan at night, in the major metropolis there in Tokyo, where people don't even go home, they just live in these racks.
[00:38:38.206 --> 00:38:42.948]  The military says they will be inserting us, by law, into the pods by 2025.
[00:38:43.168 --> 00:38:44.709]  You think it'll even take that long?
[00:38:45.553 --> 00:38:45.773]  No.
[00:38:46.034 --> 00:38:52.559]  In fact, there'll be a lot of people going into it voluntarily to begin with, which puts everyone at ease, thinking, I can go into it and come back out.
[00:38:52.600 --> 00:38:55.102]  I can go in and play and come back out of it.
[00:38:55.162 --> 00:38:57.124]  That's the appeal to putting out to the public.
[00:38:57.964 --> 00:39:05.251]  And even at this stage of virtual reality games and so on, there are people who are now addicted to the other world.
[00:39:05.911 --> 00:39:09.655]  And they're getting treatment because they like the other world better than the real one.
[00:39:10.359 --> 00:39:10.679]  Thank you.
[00:39:24.765 --> 00:39:36.774]  They have the ability now to preach into the virtual reality, and the Pentagon has admitted, and I've read it on air from their own documentation, they have supercomputers set up with every individual pretty well on the planet.
[00:39:36.894 --> 00:39:43.839]  They have a duplicate of you with all your personal data, information, height structure, and so on, preferences, and all kinds.
[00:39:43.859 --> 00:39:52.586]  They call that the server in the sky, every person being tracked with the Google data, with the RFID, with the NSA, in live time, everything you're doing.
[00:39:53.266 --> 00:39:59.869]  And so they have a clone of you in the virtual world, which they claim they can put you into eventually.
[00:39:59.949 --> 00:40:10.694]  And one day, very shortly, and I've got a few articles in from professors just sent who claim that very shortly you'll be unable to tell if you're waking up in the virtual world or the real world.
[00:40:10.734 --> 00:40:12.015]  It'll be indistinguishable.
[00:40:13.536 --> 00:40:29.844]  But even without that high-tech system, when the average American is watching close to five hours of TV, two or three hours of video games, text messaging, we're already losing our humanity and being sucked into the matrix.
[00:40:31.045 --> 00:40:33.686]  We are, and it's all in preparation for it.
[00:40:33.786 --> 00:40:35.467]  Watch television now, it's very simplistic.
[00:40:36.281 --> 00:40:40.682]  You're talking about the media, the way the media is presented, the stories are presented.
[00:40:40.903 --> 00:40:42.203]  It's more simplistic than ever.
[00:40:42.303 --> 00:40:46.164]  It used to be a lot more persuading at one time to convince you.
[00:40:46.404 --> 00:40:47.065]  They don't have to.
[00:40:47.125 --> 00:40:50.626]  It's almost like a parent talking to a child in a little short speech.
[00:40:50.646 --> 00:40:52.746]  They're dumbing it down by design.
[00:40:52.806 --> 00:40:56.067]  Behind the scenes on the Infowars.com exclusive streams.
[00:40:56.087 --> 00:40:57.688]  We're going to be talking to Alan Watt.
[00:40:57.708 --> 00:40:59.228]  We'll be back for everybody else in three minutes.
[00:41:00.789 --> 00:41:02.950]  Alan, continue along that line.
[00:41:03.070 --> 00:41:03.570]  Continue.
[00:41:05.089 --> 00:41:06.891]  Yeah, this came from the Soviet system.
[00:41:06.911 --> 00:41:11.957]  You see, they used the Soviet system as a big laboratory, where people had basically no rights.
[00:41:12.298 --> 00:41:15.041]  And they used lots of political prisoners for experimentation.
[00:41:15.341 --> 00:41:16.683]  They had absolutely no rights.
[00:41:17.341 --> 00:41:17.922]  Thank you.
[00:41:37.097 --> 00:41:42.560]  Little black boxes in some of the top schools that put the children at ease and very calm.
[00:41:42.600 --> 00:41:52.285]  They weren't agitated to sit and listen attentively and there was no hyperness whatsoever with the children with these scientific boxes that gave out ELF frequencies.
[00:41:52.685 --> 00:41:59.649]  This was all used there and now we're blended with the Soviet system as they said they'd do at the Reiss Commission.
[00:41:59.949 --> 00:42:05.012]  That was the function of the big foundation was to blend the Soviet system eventually, which they knew they were going to do.
[00:42:05.892 --> 00:42:14.378]  Into the American system, and that of the West, and use those techniques in an even higher level, to a higher degree, because the U.S.
[00:42:14.418 --> 00:42:22.063]  had the incredible tax bases to pull from, and funding, and institutions to work on these high-tech equipment.
[00:42:22.564 --> 00:42:23.444]  But we're seeing it now.
[00:42:23.464 --> 00:42:25.866]  This is the virtual world they want to bring us into.
[00:42:25.886 --> 00:42:29.788]  And even now, it's strange, you know, this is not crazy whatsoever.
[00:42:29.808 --> 00:42:31.950]  As you say, the Matrix movie was based upon
[00:42:32.677 --> 00:42:33.558]  I don't think so.
[00:42:41.488 --> 00:42:43.628]  They can take energy from the human body.
[00:42:43.989 --> 00:42:51.550]  They've even got new dance halls coming up with floors which will pick up the movements of the people above it.
[00:42:52.150 --> 00:42:58.651]  And each pound of the food or whatever, they can actually take energy from the movements of the human body.
[00:42:58.972 --> 00:43:00.592]  And that makes the whole dance floor.
[00:43:00.832 --> 00:43:02.172]  It lights it up and everything.
[00:43:02.792 --> 00:43:04.233]  So we are batteries.
[00:43:04.773 --> 00:43:06.953]  We will be batteries in this new system.
[00:43:07.053 --> 00:43:07.493]  Absolutely.
[00:43:07.733 --> 00:43:09.034]  And self-repairing batteries.
[00:43:09.054 --> 00:43:09.874]  We're very efficient.
[00:43:09.894 --> 00:43:11.094]  We're even better than machines.
[00:43:11.854 --> 00:43:13.196]  Absolutely.
[00:43:13.836 --> 00:43:21.664]  Continue.
[00:43:22.485 --> 00:43:27.109]  Well, you see, to most people, this seems shocking, but it's not shocking at all.
[00:43:27.349 --> 00:43:35.918]  As I say, they've got a virtual you, every one of you out there, in these super pentagon supercomputers, these Cray supercomputers.
[00:43:36.702 --> 00:43:43.355]  And all the data that you put out on the internet, all the stuff I collected from your censors, forums, etc.
[00:43:44.913 --> 00:43:50.777]  From all your banking forms, your habits, your purchasing habits, all the rest of it, you'll have a duplicate world in there.
[00:43:51.078 --> 00:43:53.540]  And they can predict pretty well your behavior patterns.
[00:43:53.560 --> 00:43:59.084]  They've admitted that with the cell phones now, they've been... And that was always their big goal.
[00:43:59.104 --> 00:44:10.593]  50 years ago, the guy that invented the term 60 years ago, robot, Isaac Asimov, wrote about these new supercomputers that would track everything you did and then be able to predict the future off of that.
[00:44:10.633 --> 00:44:10.954]  Here we go.
[00:44:15.280 --> 00:44:15.420]  1-800-259-9231.
[00:44:15.440 --> 00:44:16.141]  1-800-259-9231.
[00:44:16.181 --> 00:44:28.797]  And just give me a fresh call list, John, from the top so I can get them all straight here.
[00:44:28.817 --> 00:44:30.860]  Your call's coming up in about five minutes.
[00:44:30.900 --> 00:44:32.602]  We've been getting into this control grid.
[00:44:34.349 --> 00:44:44.796]  I see one weak spot in the New World Order structure being their own technicians, their own IT people, their own specialized individuals who are very intelligent.
[00:44:45.959 --> 00:44:54.564]  Who have been put on these power trips, who have been given great power, I see rebellion within their ranks and humanity springing eternal.
[00:44:54.584 --> 00:45:01.427]  I know they've carefully screened them and also carefully watched their own people, but I do see continual leaks from them.
[00:45:01.467 --> 00:45:09.852]  They're not omnipresent, they're not all-powerful, they're trying to have this ultimate final revolution against humanity, an ultimate tyranny that can't be defeated in their own words.
[00:45:10.752 --> 00:45:17.777]  But I see a great weak spot being their own people leaking information, sabotaging them, bringing information out.
[00:45:18.617 --> 00:45:22.400]  Because I talk to people in Hollywood, people in government, high level, they know what's going on.
[00:45:22.460 --> 00:45:23.160]  They're upset.
[00:45:23.541 --> 00:45:24.341]  They don't like it.
[00:45:25.102 --> 00:45:31.086]  They talk about how it's closed systems, how the inner party of the New World Order is some of the most oppressed people of any group.
[00:45:31.526 --> 00:45:33.687]  I mean, do you think that's an area?
[00:45:33.708 --> 00:45:39.471]  I mean, obviously resistance springs from the grassroots, the middle class, but what about from elite circles?
[00:45:40.912 --> 00:45:49.661]  From Lietzikows themselves, and for those who have been very good faithful servants to bring all this about, you'll find it just isn't the Soviet system.
[00:45:49.741 --> 00:45:56.287]  For every person who was a bureaucrat or a scientist, they were more heavily monitored on a daily basis than the average citizen.
[00:45:57.180 --> 00:45:59.722]  Because the elite must be sure of them first and what they're doing.
[00:45:59.742 --> 00:46:03.544]  If they get loose tongues somewhere, they're simply eliminated.
[00:46:03.584 --> 00:46:07.046]  And I think we'll find more and more suicides as time goes on.
[00:46:07.066 --> 00:46:14.791]  That's how we present it to the public, with a higher number of bureaucrats or scientists.
[00:46:15.311 --> 00:46:20.254]  Because it's been found that they're becoming loose-tongued, because they're worried about their own lives.
[00:46:20.294 --> 00:46:21.134]  They know too much.
[00:46:21.194 --> 00:46:26.237]  They know that eventually their own function will be over, and they will also be eliminated.
[00:46:26.257 --> 00:46:34.862]  So they start to panic and talk to close friends, and they don't realize they're being monitored more heavily than the average individual or citizen in the street.
[00:46:35.542 --> 00:46:38.202]  That's how the Soviets did it, and that's how we're doing it here, too.
[00:46:38.543 --> 00:46:39.003]  Exactly.
[00:46:39.083 --> 00:46:55.845]  With this whole science, there's a million different ways they do this, but to get their, say, FBI or Secret Service, they found the FBI to fight the mob, it's instantly corrupted with the mob, so out of the gates, and of course the government made alcohol illegal for those ten years, it later came out, to corrupt the federal police.
[00:46:56.406 --> 00:47:03.947]  Then they say, oh, we're fighting communists, we've got to cut corners for America, they get them compromised, they commit all this evil, and then now today,
[00:47:04.787 --> 00:47:12.352]  Yeah, the low-level FBI is just investigating petty crimes, but at the top, these are a sinister army of murderers and killers and drug dealers.
[00:47:12.812 --> 00:47:15.093]  Same thing with the DEA and the CIA.
[00:47:16.735 --> 00:47:25.040]  You see these guys, you go to events, you talk to them, and you say, you know they're killing the troops for the cancer viruses, you know they're giving it to the public.
[00:47:25.620 --> 00:47:34.083]  I've even, you know, seen Globulus, whose daughters have died of cancer when they're ten, I'll say, you know, you know that's killing you, and they just kind of look at you and, you know, well that's the way it is.
[00:47:34.703 --> 00:47:45.187]  So I guess it's also, kind of like O'Brien says in 1984, because Orwell really lived through all that, Eric Blair had, that O'Brien says, I'll be smashed, I'll be destroyed, I'll be tortured and killed.
[00:47:45.487 --> 00:47:47.588]  Oh, I love it, it's the strength of the evil system.
[00:47:47.908 --> 00:47:51.389]  I live on in this system that's just meant to tear humans apart.
[00:47:52.352 --> 00:47:52.572]  Yeah.
[00:47:53.212 --> 00:48:07.056]  But what you also find, and this is what they found with Adolf Hitler and those who loved Stalin, during the Nuremberg Trials with Hitler, all the officers who were on trial glorified Hitler to the bitter end.
[00:48:07.697 --> 00:48:11.718]  And of course, the conclusions they come to, they all had psychopathic-type natures.
[00:48:12.498 --> 00:48:17.119]  Within the psychopath, there's a sadomasochism that's very, very obvious.
[00:48:20.257 --> 00:48:27.543]  They despise the inferiors beneath them in rank, but they glory in the power of those above them.
[00:48:27.903 --> 00:48:32.346]  They worship power, and so they worship those above them to the bitter end.
[00:48:32.827 --> 00:48:38.511]  And that's also the structure you have in the scientific and bureaucratic elite that runs the world today.
[00:48:38.871 --> 00:48:41.633]  They glorify the ones above them for having so much power.
[00:48:42.034 --> 00:48:46.177]  It's hard for a non-psychopath to understand you cannot get into their mindset.
[00:48:46.897 --> 00:48:48.417]  But that's what works with them.
[00:48:48.917 --> 00:48:56.259]  The lust and the craving, and an awful craving for total power, and they worship those who have it above them.
[00:48:56.459 --> 00:48:57.159]  And that's what it is.
[00:48:57.199 --> 00:49:16.504]  When you look at Bush and people on a podium, or you look at a Bilderberg group meeting photo or video, they are all looking at each other lustfully, and then Bill Clinton, even in front of George Bush Sr., will, in front of everyone, not saying why he's doing it, he will just bow to him, and then they all just fro, yes, power!
[00:49:16.684 --> 00:49:17.966]  Oh, yes!
[00:49:18.627 --> 00:49:21.131]  And they love the power of children dying of cancer.
[00:49:21.331 --> 00:49:23.194]  They love the power of killing the troops.
[00:49:23.455 --> 00:49:27.781]  And they love the fact that the police worship them while they're giving their cancer virus injections.
[00:49:28.022 --> 00:49:28.763]  They just love it.
[00:49:28.803 --> 00:49:30.766]  Oh, look at them loving me while I kill them.
[00:49:31.006 --> 00:49:31.928]  It's so sick!
[00:49:32.268 --> 00:49:34.510]  Look at them worshipping us as we kill them!
[00:49:34.690 --> 00:49:36.291]  Look at the public loving us after!
[00:49:36.311 --> 00:49:45.058]  I mean, Bush, if you watch him on the pile with the bullhorn, he's just getting this sick, evil look, and you can just see him just loving the firemen crying and worshipping him.
[00:49:45.218 --> 00:49:47.600]  He's thinking, look at these scumbag bastards!
[00:49:48.241 --> 00:49:51.003]  Ah, just look at how I've killed a bunch of them, and they love it!
[00:49:51.203 --> 00:49:52.805]  I mean, he's feeding right there!
[00:49:53.485 --> 00:49:53.645]  Yes.
[00:49:53.985 --> 00:49:54.646]  Well, there's no doubt.
[00:49:54.706 --> 00:49:59.430]  I mean, that statement that Brzezinski made to one of the major magazines in an interview,
[00:50:00.174 --> 00:50:00.434]  We're good.
[00:50:18.342 --> 00:50:21.323]  Well, that's like in the book Kiss the Boys Goodbye.
[00:50:21.343 --> 00:50:27.565]  I mean, Kissinger wrote himself, the military are dumb, pathetic animals to be used up as cannon fodder.
[00:50:27.765 --> 00:50:29.045]  And they just go, Yes sir!
[00:50:29.145 --> 00:50:29.985]  Murder me!
[00:50:30.265 --> 00:50:31.166]  Kill America!
[00:50:31.326 --> 00:50:32.026]  I love it!
[00:50:32.526 --> 00:50:33.326]  Yes sir!
[00:50:35.107 --> 00:50:35.487]  Yep.
[00:50:35.647 --> 00:50:37.687]  That's a name in the game in the psychopath's world.
[00:50:38.368 --> 00:50:39.888]  And that's why they have these amazing
[00:50:41.549 --> 00:50:52.439]  This incredible protection that occasionally lets them down and lets out their sexual strangeness that they all have because they are all sadomasochistic in every way in the bedroom as well.
[00:50:53.493 --> 00:50:58.975]  You know, like, I don't like pain, and to me that's bizarre and weird, but they love being humiliated.
[00:50:58.995 --> 00:51:11.599]  I mean, I don't want to get into what they do, but it's admitted with Hitler, and they're always catching British lords having the same thing done, and they love to be beaten, they love to have crap smeared all over them, and they're going to do that to us, folks!
[00:51:11.619 --> 00:51:15.700]  See, that's their love for us, is brutalizing us and crapping on us.
[00:51:16.570 --> 00:51:17.551]  Yes, yes.
[00:51:18.291 --> 00:51:27.379]  And, you know, even David Suzuki, who is one of the leaders and proponents, he said on national television in Canada, we've got to kill off, I think it was 140,000 a day to save the world.
[00:51:28.099 --> 00:51:34.364]  The guy who loves very little animals, but who is a geneticist, who works for the World Wildlife Fund and the United Nations.
[00:51:35.245 --> 00:51:38.728]  In one of his early lectures, he says, we're all just fruit flies.
[00:51:38.808 --> 00:51:40.269]  And he was into breeding fruit flies.
[00:51:40.810 --> 00:51:42.611]  He says, that's all people are, they're fruit flies.
[00:51:42.830 --> 00:51:44.391]  Well, here's the point I want to get your take on.
[00:51:44.411 --> 00:51:49.736]  We're going to break and take calls, but we're actually going to skip this break for InfoWars.com listeners, because it's too important.
[00:51:52.278 --> 00:51:55.740]  I keep making a big deal out of this, and it's in my film, Endgame, because it is a big deal.
[00:51:55.780 --> 00:51:56.221]  It's the key.
[00:51:57.645 --> 00:52:10.302]  Two different newspapers reported, and I've been at similar events, when they talk about, when Dr. Eric Pianco talked about, we've got to kill 90% of the public, my wife and my family, we're all ready to die.
[00:52:10.862 --> 00:52:14.407]  He projected a giant PowerPoint of skulls with a red filter.
[00:52:15.308 --> 00:52:20.130]  And the newspapers described raptured three-minute standing ovations.
[00:52:20.650 --> 00:52:24.451]  Every time he said, kill everybody, 95% standing ovations.
[00:52:24.471 --> 00:52:25.211]  And that's the point.
[00:52:25.792 --> 00:52:29.093]  And they all, I mean, you go look at every case.
[00:52:29.233 --> 00:52:33.194]  I mean, I've had his graduate students, who are now doctors, send me threatening emails.
[00:52:33.254 --> 00:52:36.375]  And I check their MySpace, I check their professional pages.
[00:52:36.795 --> 00:52:39.636]  They're all in bioweapons or bioweapons research.
[00:52:39.976 --> 00:52:42.137]  And now they've moved this cult of killers
[00:52:42.757 --> 00:52:48.059]  End of the new 36 level 4 bioweapons laboratories that are all based in major cities.
[00:52:49.459 --> 00:52:52.380]  And they're all just, yes, we're going to murder you.
[00:52:52.820 --> 00:52:54.301]  It's beautiful for Earth.
[00:52:54.841 --> 00:53:00.423]  My family, I'm ready to take the bioweapons home and release it on my family first.
[00:53:00.863 --> 00:53:03.484]  And then it's like, oh, you're so beautiful how you're going to die.
[00:53:04.004 --> 00:53:05.905]  Oh, it's, I mean, and they catch PETA.
[00:53:06.445 --> 00:53:08.746]  And I reported this years before it came out because I know Spike was in it.
[00:53:09.106 --> 00:53:17.288]  Goes and gets dogs from the pound and then they sit in there eating hamburgers and rolling around on tables injecting dogs and cats with poison, killing them.
[00:53:17.328 --> 00:53:18.089]  I told you that.
[00:53:18.769 --> 00:53:20.509]  Okay, folks, and then it came out in the news.
[00:53:21.029 --> 00:53:22.790]  I mean, they're psychos!
[00:53:22.810 --> 00:53:23.530]  Do you understand?
[00:53:23.890 --> 00:53:25.711]  Psycho killers run it all!
[00:53:26.471 --> 00:53:27.691]  Yeah, even Skinner.
[00:53:27.711 --> 00:53:36.754]  There's videotapes of Skinner and others actually dropping fairly newborn babies from a foot or a foot and a half high to see how they react when they hit a table.
[00:53:37.134 --> 00:53:38.695]  I mean, that's what they are.
[00:53:38.775 --> 00:53:42.916]  These people are utter psychopaths and we better understand that quickly.
[00:53:43.516 --> 00:53:44.156]  Very quickly.
[00:53:44.236 --> 00:53:57.141]  And the whole world is being built into an amusement park for the elite to cram us through meat grinders, slit throats, rape children, buy a weapon, because they think death and piles of maggot-covered bodies are beautiful.
[00:53:57.801 --> 00:54:00.902]  I mean, John Wayne Gacy, the rest of them, they loved maggots.
[00:54:01.142 --> 00:54:02.543]  They loved rotten flesh.
[00:54:02.843 --> 00:54:04.303]  They loved torturing people.
[00:54:04.603 --> 00:54:06.504]  And you're going to find out, folks, that's who runs it.
[00:54:06.824 --> 00:54:11.546]  Troops, when you're dying from the shots they give you, remember, they're enjoying killing you.
[00:54:14.136 --> 00:54:16.998]  And they get off on the fact that the public never catch on to it.
[00:54:17.038 --> 00:54:18.579]  See, that's the big joke amongst them.
