[00:00:00.050 --> 00:00:00.516]  I think so.
[00:22:35.120 --> 00:22:41.225]  I mean, to boil down in a simple fashion their ideology, it's N justifies the means.
[00:22:41.605 --> 00:22:43.106]  You're always going to have an elite.
[00:22:43.587 --> 00:22:45.508]  We are an enlightened elite is their view.
[00:22:45.989 --> 00:22:48.511]  Yes, we want to exterminate the majority of the population.
[00:22:48.551 --> 00:22:52.894]  Yes, we're for eugenics, but that's survival of the fittest, that's social Darwinism.
[00:22:53.755 --> 00:22:55.796]  If we don't do it, somebody else will do it.
[00:22:56.117 --> 00:23:00.160]  And so, yes, we stage terror attacks, but it's for the greater good to get these Muslims under control.
[00:23:00.860 --> 00:23:10.045]  Yes, we do put cancer viruses in a lot of the vaccines to get rid of people when they're 65, so we don't have to pay for their retirement.
[00:23:10.085 --> 00:23:10.785]  Logan's run.
[00:23:11.425 --> 00:23:13.947]  Yes, we do militarize the police.
[00:23:14.007 --> 00:23:16.848]  We do bring the drugs in, but if the lower class is dumb enough to use them,
[00:23:17.148 --> 00:23:18.189]  We're going to put them in prison.
[00:23:18.489 --> 00:23:32.815]  You know, slavery has always been the way it is, and we've got to take care of ourselves, and they get into a power position, too, where they always are being threatened by their own systems, their own competing elites, and so it's a synthesis of evil to where even if you get
[00:23:33.355 --> 00:23:53.427]  Somewhat friendly or the benevolent dictator, they always get removed and the centralized pyramidal power structure allows an elitist or gaggle of elitists, who are the most ruthless, it's kind of a survival of the most ruthless, get into those penultimate positions of power, so by a process of elimination through
[00:23:53.507 --> 00:24:00.729]  Through a type of hyper-social Darwinism, you do get the most psychopathic, intelligent, cunning groups.
[00:24:00.869 --> 00:24:03.830]  Then power tends to amass in more centralized hands.
[00:24:03.990 --> 00:24:06.671]  Then they become inbred, decadent, and insane.
[00:24:06.851 --> 00:24:14.314]  But then psychopathic, intelligent bureaucracies grow up around them to defend them and protect them as the institutions themselves
[00:24:14.694 --> 00:24:15.495]  Do you agree with that?
[00:24:34.637 --> 00:24:40.807]  Well, you said it so well that I can't think of any way to summarize it any better than what you just did.
[00:24:40.867 --> 00:24:41.728]  Well, you can.
[00:24:41.748 --> 00:24:42.790]  I want you to elaborate on that.
[00:24:42.910 --> 00:24:44.132]  I mean, what's their philosophy?
[00:24:44.172 --> 00:24:45.494]  You've been around longer.
[00:24:45.554 --> 00:24:46.356]  You've fought them.
[00:24:46.396 --> 00:24:47.097]  You've confronted them.
[00:24:47.117 --> 00:24:47.798]  You've talked to them.
[00:24:48.018 --> 00:24:49.000]  I mean, what's their main system?
[00:24:49.921 --> 00:25:01.948]  The one aspect of the many things you covered that really stuck in my mind is the truth that in the beginning there's always some kind of a high ideal that drives these men and these women.
[00:25:02.328 --> 00:25:07.371]  They're always going to do something for, and here's the key phrase, for the greater good of the greater number.
[00:25:07.951 --> 00:25:14.273]  And you're going to find that element behind all of the different variants of collectivism.
[00:25:15.033 --> 00:25:32.679]  And I think when we're talking about something like this, we have to recognize the common denominator of all of these ideologies of communism, fascism, Nazism, socialism, all of these things that we know historically have proven to be horrible systems under which to live.
[00:25:34.339 --> 00:25:37.783]  The common ideology beneath them all is called collectivism.
[00:25:38.624 --> 00:25:44.271]  And the keynote, or the cornerstone, I should say, of collectivism is this thought that
[00:25:45.816 --> 00:25:52.258]  The individual must be sacrificed, if necessary, for the greater good of the greater number.
[00:25:52.619 --> 00:25:55.500]  And so that is the ether in which this system survives?
[00:25:55.540 --> 00:25:57.981]  That is the fertilizer, the ether, whatever it is.
[00:25:58.201 --> 00:26:05.323]  And it always starts off with this justification, well, it's too bad, we have to sacrifice this person, or that minority, or those 3,000 people.
[00:26:07.384 --> 00:26:20.035]  Those two million people, whatever it is, as long as the number being sacrificed is smaller than the number supposedly being benefited, then they can claim the mantle of being benevolent, that they're really helping society.
[00:26:20.055 --> 00:26:23.859]  How should that go back to the military ideal of, I'm going to put a hundred troops out there to draw in the enemy?
[00:26:24.099 --> 00:26:28.583]  That hundred's going to get killed, but then we're going to win the battle and that'll save more of our troops in the end.
[00:26:28.723 --> 00:26:30.807]  That is exactly the philosophy we're talking about.
[00:26:31.147 --> 00:26:34.213]  And there is some justification for it on the battlefield, of course.
[00:26:34.513 --> 00:26:41.585]  But when it comes to building a whole political and social system on that principle, you've got some real issues involving human rights.
[00:26:41.977 --> 00:26:47.741]  And then you get a bunch of inbred elites on power trips, nihilistically running around building anti-matter weapons.
[00:26:48.682 --> 00:26:50.063]  G. Edward Griffin is our guest.
[00:26:50.083 --> 00:26:53.486]  We'll tell you about his website, his organizations, and a lot more after this quick break.
[00:26:53.506 --> 00:26:54.146]  This is amazing.
[00:26:54.587 --> 00:26:57.229]  I may just go into overdrive today so we can play the Horowitz video.
[00:26:57.269 --> 00:26:59.230]  We might just go to three with Mr. Griffin if he can do that.
[00:26:59.250 --> 00:27:01.072]  And we'll take some calls coming up in the next hour.
[00:27:01.092 --> 00:27:01.452]  Stay with me.
[00:27:02.212 --> 00:27:03.633]  It is a big idea.
[00:27:04.714 --> 00:27:05.735]  A new world order.
[00:27:06.456 --> 00:27:10.739]  In the near future, Earth is dominated by a powerful world government.
[00:27:11.460 --> 00:27:16.204]  We're here behind scenes with Mr. Gilbert Griffin during this three minute break.
[00:27:36.325 --> 00:27:41.528]  I mean, I don't want the main audience to miss anything, but also for PrisonPlanet.tv viewers and folks listening on the web right now.
[00:27:42.569 --> 00:27:44.049]  What are you most excited about right now?
[00:27:44.470 --> 00:27:45.350]  What are some of the issues?
[00:27:45.370 --> 00:27:47.932]  I mean, I brought up quite a few I want to talk about, but we didn't really have a pre-interview.
[00:27:48.252 --> 00:27:49.953]  What are some of the things you want to cover in the next hour?
[00:27:51.516 --> 00:27:56.979]  To me, the most exciting thing is the rising potential to do something about these problems.
[00:27:57.600 --> 00:28:07.026]  Up until fairly recently, I think most people, even those who are aware, have been running around like chickens with their heads cut off, not knowing what to do about it.
[00:28:07.766 --> 00:28:18.753]  And the exciting thing to me, Alex, is that now we're talking sense to people about what are we going to do to reverse this trend, and talking very realistically in terms of coming to power.
[00:28:19.293 --> 00:28:24.195]  We know that we can't do anything as long as our solution is to write letters to our congressmen.
[00:28:24.555 --> 00:28:26.516]  Congressmen, for the most part, are the problem.
[00:28:26.776 --> 00:28:32.238]  So why are we wasting our time writing letters to the guys that are creating the problem, saying, oh please, won't you be nice to us?
[00:28:32.278 --> 00:28:33.639]  Won't you listen to our petitions?
[00:28:34.079 --> 00:28:35.740]  And that's been the game we've played for too long.
[00:28:35.760 --> 00:28:36.220]  Well that's a big one.
[00:28:36.240 --> 00:28:37.781]  So let's spend a lot of time on solutions.
[00:28:38.521 --> 00:28:40.462]  I want to talk about your event tonight.
[00:28:40.482 --> 00:28:43.743]  I also want to talk about, you want to talk about the election some?
[00:28:43.763 --> 00:28:45.824]  What are some of the other issues you want to discuss, not just solutions?
[00:28:46.454 --> 00:28:47.095]  Well, let's see.
[00:28:47.135 --> 00:28:48.056]  The elections are good.
[00:28:48.497 --> 00:28:48.917]  What else?
[00:28:49.017 --> 00:28:50.119]  The economy, of course.
[00:28:50.139 --> 00:28:51.200]  Let's do that first.
[00:28:51.280 --> 00:28:53.063]  Let's do economy, then solutions.
[00:28:53.303 --> 00:28:55.446]  Well, the economy, elections and solutions.
[00:28:55.486 --> 00:28:55.766]  Fine.
[00:28:56.007 --> 00:28:56.828]  And we'll take some calls.
[00:28:57.128 --> 00:28:58.750]  And if it's okay, we'll just go right to three o'clock.
[00:28:59.171 --> 00:28:59.471]  You bet.
[00:28:59.711 --> 00:28:59.952]  Okay.
[00:29:00.252 --> 00:29:04.297]  I'm going to pull up that video that's on Prison Planet.
[00:29:05.293 --> 00:29:10.820]  It's from two hours and like four minutes in is the part I want to play it from.
[00:29:11.120 --> 00:29:11.821]  I'll show you, Wes.
[00:29:12.041 --> 00:29:15.265]  We'll play that at the end of the show as an overdrive because I promised to play it for the listeners.
[00:29:16.146 --> 00:29:17.267]  Or maybe tomorrow I'll play it.
[00:29:17.287 --> 00:29:17.668]  Who knows?
[00:29:18.148 --> 00:29:19.330]  Okay, we're going to go live right now.
[00:29:21.348 --> 00:29:26.312]  ...cleans to 95% of new engine condition, improving mileage in only one tank full.
[00:29:26.552 --> 00:29:31.055]  Protective engine treatment not only reduces friction, but it extends the life of your engine.
[00:29:31.355 --> 00:29:34.818]  Let's face it, with the high price of gasoline, it's time to take action.
[00:29:35.118 --> 00:29:41.403]  Purchase a protective fuel system treatment for only $9.95 and receive a free engine treatment, which is a $12.95 value free.
[00:29:43.104 --> 00:29:45.186]  Call 888-USE-SFR1.
[00:29:45.407 --> 00:29:48.670]  That number again is 888-USE-SFR1.
[00:29:49.030 --> 00:29:52.293]  Or check them out online at oilcompanysecret.com.
[00:29:52.594 --> 00:29:54.315]  That's oilcompanysecret.com.
[00:29:54.776 --> 00:29:57.178]  Satisfaction is guaranteed, or your money back.
[00:29:57.619 --> 00:29:59.040]  And it's safe for all cars.
[00:29:59.260 --> 00:29:59.581]  Act now.
[00:30:07.763 --> 00:30:14.385]  If you live in Central Texas, you'll be able to hop in your car, or ride with your friends, carpool, down at the University of Texas.
[00:30:14.945 --> 00:30:16.646]  Plenty of parking in the surrounding area.
[00:30:17.166 --> 00:30:21.567]  At night, UT campus, 8pm to 9.45pm.
[00:30:21.987 --> 00:30:23.268]  Not plenty of parking during the day.
[00:30:23.968 --> 00:30:24.628]  We're good to go.
[00:30:43.456 --> 00:31:06.642]  The message is, the Quigley Formula and the mission of Freedom Force International, more info at the event and parking, is at PNAC, PNACITIZEN.ORG, PNACITIZEN.ORG, book signing and Brave New Books afterwards, I would imagine at 10 o'clock at night, because it's at 8pm to 9.45, then 15 minutes later after a break, across the street, it's about a block away,
[00:31:07.522 --> 00:31:12.745]  They're at Brave New Books right there on the end of Guadalupe at the end of the drag, right at the start of the drag.
[00:31:13.126 --> 00:31:16.748]  UT campus, 8pm to 9.45pm, Jester dorm, room A121A.
[00:31:16.908 --> 00:31:19.009]  Now I would love to go see this.
[00:31:19.049 --> 00:31:20.490]  People always ask, why don't I come out to events?
[00:31:20.870 --> 00:31:25.693]  I'm going to be on BBC 5 for a debate tonight, maybe for a whole hour.
[00:31:25.713 --> 00:31:26.914]  They're saying for at least half the hour.
[00:31:26.934 --> 00:31:28.315]  That means it's going to be a real attack piece.
[00:31:28.695 --> 00:31:29.696]  Won't tell you how long you're on.
[00:31:30.456 --> 00:31:34.039]  And then for three hours, I'm going to be on Raleigh James Nationwide tonight at that time.
[00:31:34.059 --> 00:31:36.041]  So I can't be there, but believe me, I wish I would be there.
[00:31:36.441 --> 00:31:37.422]  I'd love to go to these events.
[00:31:37.963 --> 00:31:40.325]  But I hope you will go to this event tonight.
[00:31:40.645 --> 00:31:41.205]  Room A121A.
[00:31:41.386 --> 00:31:44.809]  People think I'm not being friendly, that I don't ever go to these events.
[00:31:44.849 --> 00:31:46.210]  I just can't because I'm tied down.
[00:31:46.750 --> 00:31:47.191]  In the fight.
[00:31:47.451 --> 00:32:02.149]  Do you ever, Gilbert Griffin, do you ever get frustrated because you've been a prolific, creative guy, doing more now than ever, that there's just so much you want to do, so many people you want to warn, so many facts you've got, but then you've got so much info that it's just, there's not enough time in the day to do it all.
[00:32:03.886 --> 00:32:04.907]  Do I ever get that way?
[00:32:05.228 --> 00:32:06.329]  I'm constantly that way.
[00:32:07.410 --> 00:32:16.841]  But I decided some years ago that I had to put a lid on it because otherwise I'd be so filled with anxiety and frustration I wouldn't be able to think straight.
[00:32:16.881 --> 00:32:17.361]  That's me!
[00:32:17.922 --> 00:32:19.163]  Well, I didn't say that!
[00:32:21.005 --> 00:32:23.326]  But that's the way I was when I was your age, actually.
[00:32:23.746 --> 00:32:27.868]  And then I realized it was getting to my health, and so I kind of backed off a little bit.
[00:32:28.529 --> 00:32:30.050]  And people say, oh, you're so calm now.
[00:32:30.790 --> 00:32:31.910]  Nothing seems to bother you.
[00:32:32.331 --> 00:32:34.992]  They have no idea what fire is raging inside.
[00:32:35.012 --> 00:32:38.914]  Yeah, constant frustration and anxiety about what's going on in the world.
[00:32:39.374 --> 00:32:44.176]  But somewhere along the line, you know, as you mature, you think, well, okay, you've got to survive all of this.
[00:32:44.196 --> 00:32:44.817]  You've got to live.
[00:32:44.877 --> 00:32:48.298]  So cool down and take it, you know, one step at a time.
[00:32:48.478 --> 00:32:49.199]  That's what I try and do.
[00:32:50.316 --> 00:32:50.957]  Absolutely.
[00:32:51.257 --> 00:32:54.040]  We're going to break and start the fourth hour here in a moment.
[00:32:54.661 --> 00:33:00.127]  I asked you what you wanted to talk about in the last segment for PrisonPlanet.tv viewers and people listening to my streams on the internet.
[00:33:00.167 --> 00:33:02.370]  InfoWars had a chance to hear that behind the scenes discussion.
[00:33:02.790 --> 00:33:04.152]  People can go to those streams if they want to hear.
[00:33:04.192 --> 00:33:07.315]  Some of us will be having next hour so we can use as much of the hour
[00:33:08.156 --> 00:33:08.697]  As we can.
[00:33:09.478 --> 00:33:13.041]  But I want to go over what you want to discuss.
[00:33:13.061 --> 00:33:15.403]  The economy, the election, and then solutions.
[00:33:16.344 --> 00:33:20.848]  And so we'll spend the whole hour on that, maybe take a few calls, but we've got about a minute left.
[00:33:20.868 --> 00:33:21.929]  Let's start with the economy.
[00:33:22.730 --> 00:33:25.833]  Well, the economy, I think everyone recognizes, is in meltdown.
[00:33:26.513 --> 00:33:30.417]  And why is it in meltdown is the big thing, and what can you do about it?
[00:33:30.962 --> 00:33:40.405]  It's in meltdown because the Federal Reserve System, under the watchful eye of the Federal Government, has pumped too much money into the system.
[00:33:40.946 --> 00:33:50.489]  They spent too much, they didn't want to raise taxes in order to pay for what they're spending, and so they decided to take it from the taxpayers in the form of inflation.
[00:33:50.809 --> 00:33:53.290]  That's, in a 30-second summary, that's what's going on.
[00:33:53.550 --> 00:33:55.692]  Do you think they've done this by design?
[00:33:55.712 --> 00:33:58.035]  A. Is it a unified banking camp?
[00:33:58.335 --> 00:34:01.759]  That's a sub of A. And then B. How bad will it get?
[00:34:03.593 --> 00:34:07.394]  I think it is by design on the part of the people that make the decisions.
[00:34:07.414 --> 00:34:18.298]  I think there are a lot of people in middle management, people who are part of the system without even knowing really what they're doing, that probably would never consciously design to throw away the American economy.
[00:34:18.898 --> 00:34:20.699]  They're just riding along, it's a great ride.
[00:34:21.019 --> 00:34:28.601]  But at the very top, I think that the people at the Federal Reserve level, for example, have known all along that that is the end of the line.
[00:34:29.021 --> 00:34:30.282]  And so they have had a plan B.
[00:34:31.042 --> 00:34:31.663]  I agree.
[00:34:31.683 --> 00:34:32.143]  Stay there.
[00:34:32.203 --> 00:34:32.503]  Stay there.
[00:34:32.543 --> 00:34:36.106]  And that's why they're building the camps, gearing up the police, handing out machine guns.
[00:34:36.146 --> 00:34:38.948]  They know that when they take it all, the yuppies are going to riot.
[00:34:38.968 --> 00:34:42.591]  We'll be right back.
[00:34:42.631 --> 00:34:43.772]  Thank you for listening to GCN.
[00:34:43.812 --> 00:34:47.595]  Visit GCNlive.com today.
[00:34:52.026 --> 00:34:54.567]  Terror Storm, a history of government-sponsored terror.
[00:34:54.887 --> 00:34:56.168]  Loose Change, Final Cut.
[00:34:56.448 --> 00:34:58.429]  Endgame, Blueprint for Global Enslavement.
[00:34:58.609 --> 00:35:00.350]  The True Story of the Bilderberg Group.
[00:35:00.510 --> 00:35:01.731]  The Late Great USA.
[00:35:01.991 --> 00:35:03.412]  America, Freedom to Fascism.
[00:35:03.772 --> 00:35:10.595]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[00:35:10.775 --> 00:35:14.717]  When you visit prisonplanet.com, you can connect to our amazing online store.
[00:35:14.857 --> 00:35:18.259]  Whether you're looking for survival and wellness products like Berkey water filters,
[00:35:18.559 --> 00:35:19.020]  We're good to go.
[00:35:38.559 --> 00:35:48.802]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:35:49.142 --> 00:35:50.683]  Join the info war today!
[00:35:54.364 --> 00:35:56.265]  Waging war on corruption!
[00:35:56.725 --> 00:35:59.526]  Alex Jones on the GCN Radio Network!
[00:36:15.514 --> 00:36:18.096]  G. Edward Griffin is our guest for the rest of the hour.
[00:36:18.116 --> 00:36:21.079]  I may even twist his arm and go a little bit into overdrive.
[00:36:21.099 --> 00:36:22.019]  I'm having too much fun.
[00:36:22.059 --> 00:36:24.721]  I like to meet this guy in person after all these years.
[00:36:25.742 --> 00:36:29.385]  And Dr. Len Horowitz is going to be popping in for about five minutes today.
[00:36:29.926 --> 00:36:34.769]  Reverend Jeremiah Wright talked about his book about the engineering of AIDS, which we know is declassified.
[00:36:35.050 --> 00:36:37.031]  That and other classes of autoimmune viruses.
[00:36:37.091 --> 00:36:40.154]  It's kind of a cover for a whole host of things that are race-specific.
[00:36:41.074 --> 00:36:42.515]  I mean, my dad's a physician.
[00:36:42.556 --> 00:36:44.417]  He talked to medical doctors back in the 80s.
[00:36:44.437 --> 00:36:45.838]  He's like, son, it's a bioweapon.
[00:36:46.219 --> 00:36:51.563]  We all know it's almost impossible for whites to get it unless you've been taking heavy metal, you know, based drugs.
[00:36:51.603 --> 00:36:59.970]  You know, the inside, you know, info is that this is a... I'm like, my dad's crazy, you know, I'm thinking when I'm, you know, a little, you know, teenager.
[00:37:00.231 --> 00:37:01.572]  And then it all turned out to be true.
[00:37:01.892 --> 00:37:03.974]  They knew back then, it was just knowledge.
[00:37:04.014 --> 00:37:05.155]  My dad wasn't even into this stuff.
[00:37:05.475 --> 00:37:06.936]  I mean, it was just common knowledge.
[00:37:06.956 --> 00:37:11.078]  He's going to pop in for five minutes today and then he'll be with us for an hour tomorrow.
[00:37:11.358 --> 00:37:12.719]  Geoward Griffin is our guest.
[00:37:12.899 --> 00:37:23.685]  Continuing, sir, continuing with what you were talking about when I said, is this engineered or is this happening just because there's such bad managers?
[00:37:24.705 --> 00:37:41.207]  Well, I think that the people who make the policy decisions at the Federal Reserve level, and above, by the way, Federal Reserve is, I think your listeners probably know this, the Federal Reserve is not a government agency, it's a cartel, it's a banking cartel.
[00:37:42.007 --> 00:37:50.434]  And Bernanke and all the people on the Board of Directors of the Federal Reserve, they're not really at the top of the pinnacle of this structure.
[00:37:50.514 --> 00:37:51.715]  They're not the private shareholders?
[00:37:51.735 --> 00:37:57.660]  They're not the private shareholders, they're not the ones that make the decisions, but they make the minor decisions, they execute the major ones.
[00:37:58.080 --> 00:38:04.866]  So somebody has told them at the banking level that they want to do whatever is best for the interest of the banks.
[00:38:05.626 --> 00:38:15.935]  Now, they don't want to kill the golden goose that lays the egg, so they would like to see the American economy as prosperous as possible, as long as the interests of the banks come first.
[00:38:16.476 --> 00:38:26.825]  And I've always said that whenever there was a direct conflict between the interests of the banks and the interests of the nation, you can be sure that the decisions would be made in favor of the banks.
[00:38:27.225 --> 00:38:31.527]  Now we're beginning to see that unfold, where almost anybody can see it.
[00:38:31.867 --> 00:38:46.654]  And so, the point of all that is that they have known from the very beginning, back when this thing was formed in 1913, that somewhere down the line, pushing the interests of the banks ahead of the interests of the people, was going to have a consequence.
[00:38:46.974 --> 00:38:49.876]  And that was the consequence of inflating the money supply.
[00:38:50.616 --> 00:39:03.044]  And that would lead to inflation, that would lead eventually to the destruction of the American Monetary Unit, the Federal Reserve note, and somewhere down the line they knew that the price would have to be paid for that.
[00:39:03.725 --> 00:39:05.766]  Now, that doesn't mean they wanted to see it happen.
[00:39:06.106 --> 00:39:10.789]  That doesn't mean they accelerated it or anything like that, but they have known it was going to happen.
[00:39:10.829 --> 00:39:17.634]  Well, I mean, even, I keep mentioning these articles, but even the Sunday Times of London, it was Neocon, but the Financial Times of London, which is
[00:39:18.574 --> 00:39:19.555]  Pretty open about what they're doing.
[00:39:19.836 --> 00:39:23.379]  Had the headline that big central banks stand to gain from subprime crisis.
[00:39:23.700 --> 00:39:28.625]  And they admit that they're getting all this government money that inflates our money, but they're getting it for free.
[00:39:28.965 --> 00:39:31.848]  And then they're going in and buying up their competition.
[00:39:31.888 --> 00:39:35.071]  So they reduced the regulations in the 90s.
[00:39:35.532 --> 00:39:37.394]  They flooded everything with cheap liquidity.
[00:39:37.694 --> 00:39:39.376]  And now they're picking up all the real assets.
[00:39:39.676 --> 00:39:43.639]  Oh right, and they're picking it up not with their own money, but with taxpayers' money.
[00:39:43.799 --> 00:39:44.219]  Exactly.
[00:39:44.299 --> 00:40:00.351]  That's the hidden part that people miss, because one of the purposes of the Federal Reserve, and the same thing with the Bank of England and the central banks in the other countries of the world, is to make this partnership between the banks and the government, so that when the banks needed to be bailed out,
[00:40:00.771 --> 00:40:13.320]  The government would step in as a partner and use taxpayers' money to bail out the banks, to bail out their bad investment decisions, and they would sell it to the people as though this was somehow in the interest of the economy.
[00:40:13.520 --> 00:40:14.861]  This was preserving the economy.
[00:40:14.901 --> 00:40:16.462]  This was protecting the people.
[00:40:16.782 --> 00:40:18.824]  And that's what we see unfolding today.
[00:40:19.524 --> 00:40:24.930]  But back to the other thing, which is what they expect to see happen at the end of this game.
[00:40:25.991 --> 00:40:29.114]  They have known that the economy was going to melt down at some point.
[00:40:29.495 --> 00:40:30.496]  So what are they going to do about it?
[00:40:30.536 --> 00:40:34.019]  Just wait and then see if they can survive the chaos?
[00:40:34.380 --> 00:40:34.560]  No.
[00:40:35.101 --> 00:40:36.242]  These people are too smart for that.
[00:40:36.542 --> 00:40:37.883]  They want to be in control of the implosion.
[00:40:37.903 --> 00:40:39.804]  They want to be in control of the implosion.
[00:40:40.204 --> 00:40:40.865]  Stay there, stay there.
[00:40:40.885 --> 00:40:43.807]  We've got a break for listeners listening to the InfoWars streams.
[00:40:43.827 --> 00:40:46.528]  We're going to continue during the break and we'll be right back on the other side.
[00:40:46.548 --> 00:40:58.256]  We're going to get into the election, the staged election, Gilbert Griffin's take on that, some of the new books and videos he's got out, as well as his classic Creature from Jekyll Island, and your phone calls and a lot of solutions.
[00:40:58.276 --> 00:40:58.696]  Stay with us.
[00:41:03.661 --> 00:41:08.645]  Okay, during the three-minute break we've got, I want to squeeze solutions in.
[00:41:08.665 --> 00:41:13.449]  We're going to come back and have the banking discussion, but if we can put on the other hat and get into solutions, kind of a preview.
[00:41:13.729 --> 00:41:19.474]  What do you think the basic solutions are, some of the best ideas, most effective things we can do right now?
[00:41:19.534 --> 00:41:20.815]  And I've always said the simple thing.
[00:41:21.135 --> 00:41:26.979]  Because it's not that sophisticated, but it's wake people up, show them who the enemy is, show the man behind the curtain.
[00:41:27.239 --> 00:41:31.761]  We've got to show them there's a man behind the curtain before they know what to do about the man behind the curtain.
[00:41:31.781 --> 00:41:35.784]  But now we're starting to get numbers that are big enough where we can do something about the man behind the curtain.
[00:41:36.599 --> 00:41:36.839]  Right.
[00:41:37.059 --> 00:41:38.160]  Well, yeah, you're quite right.
[00:41:38.180 --> 00:41:40.542]  There's a two-stage strategy here.
[00:41:40.942 --> 00:41:44.385]  Our forces, up until fairly recently, have not been large enough to do anything.
[00:41:44.685 --> 00:41:46.847]  We can just talk about it, but nothing's going to happen.
[00:41:47.407 --> 00:41:56.494]  But once we do have that critical mass, where we have enough people, then the question, where are we going to put these people, what are we going to ask them to do, and what can they do?
[00:41:57.515 --> 00:42:08.482]  My answer is not as popular as I wish it were, because what I'm basically saying is that we are not going to be able to turn this mess around by 2008.
[00:42:10.303 --> 00:42:18.368]  Many people are concerned with solving the problem for the next election, and that's the extent of their vision.
[00:42:19.089 --> 00:42:25.373]  If you can't offer them a solution for winning the election and turning everything around, they don't want to talk to you.
[00:42:25.993 --> 00:42:28.555]  Well, my message is that it cannot be done.
[00:42:28.976 --> 00:42:31.898]  We cannot solve all these problems by the next election.
[00:42:32.279 --> 00:42:34.881]  So if that's your time span, forget it.
[00:42:34.901 --> 00:42:36.022]  We have nothing to discuss.
[00:42:36.602 --> 00:42:46.511]  But if you have a longer view of history... Well, that's how they short-circuit us, is they get us to think about this week, this month, the distraction of the simulated election, instead of the real architecture.
[00:42:47.372 --> 00:42:51.634]  The architecture, the groundswell, the building of a movement that's going to go well past 2008.
[00:42:52.795 --> 00:42:54.056]  Now we do have solutions.
[00:42:54.676 --> 00:42:57.898]  And, of course, that's the reason I created Freedom Force International.
[00:42:58.258 --> 00:43:11.145]  I think Freedom Force can become the structure, or the gyroscope, so to speak, that can lead people into creative, effective, reasonable, and realistic solutions.
[00:43:11.325 --> 00:43:22.827]  I think we need something like attack profiles, where we just put out blueprints that can be duplicated by cells, and not that we're anything illegal, it's just that so they're leaderless, but they go off a main manifesto.
[00:43:23.348 --> 00:43:31.729]  And so it's coordinated, it's uncoordinated, which is the nature of liberty lovers, but then at the same time it's a basic ideal that guides it.
[00:43:31.749 --> 00:43:34.430]  It's like a million missiles that are guided by the same trajectory.
[00:43:34.952 --> 00:43:35.633]  Yes, I agree.
[00:43:35.833 --> 00:43:39.515]  But the issue that no one has really addressed is what?
[00:43:40.396 --> 00:43:41.496]  What are they going to do?
[00:43:41.777 --> 00:43:42.237]  Exactly.
[00:43:42.317 --> 00:43:47.100]  So, when we come back after we talk more about the economy, I want to get into what you think they should do.
[00:43:47.360 --> 00:43:48.561]  We're going to go live right now.
[00:44:01.613 --> 00:44:06.634]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:44:07.014 --> 00:44:09.275]  Because there's a war on for your mind.
[00:44:25.549 --> 00:44:29.151]  Geo McGriffin is our guest, author and preacher from Jekyll Island.
[00:44:29.171 --> 00:44:31.853]  He's got a lot of different websites.
[00:44:32.533 --> 00:44:35.134]  One of them is Freedom-Force.org.
[00:44:35.515 --> 00:44:37.296]  Freedom-Force.org.
[00:44:37.316 --> 00:44:40.237]  We've got a link at the top of the main page of InfoWars.com.
[00:44:40.257 --> 00:44:42.198]  We'll tell you about some more of his great sites.
[00:44:42.238 --> 00:44:42.819]  Filmmaker.
[00:44:43.619 --> 00:44:44.180]  A lot of you
[00:44:45.180 --> 00:44:45.620]  We're good to go.
[00:45:01.286 --> 00:45:05.429]  I guess now, 48 years ago when you got started, they're throwing rocks in the pond.
[00:45:05.449 --> 00:45:06.370]  There are very few people.
[00:45:06.831 --> 00:45:12.195]  Before we get back to the economy, then the election, and then real solutions, who are some of the other icons?
[00:45:12.215 --> 00:45:14.637]  I mean, who do you think of as real icons?
[00:45:14.697 --> 00:45:17.299]  Who else was around when you were doing what you were doing?
[00:45:17.319 --> 00:45:20.462]  And who were some mentors that woke Gilbert Griffin up?
[00:45:21.192 --> 00:45:22.794]  Well, there are two names that come to mind.
[00:45:23.215 --> 00:45:26.378]  One, probably nobody ever heard of today, and that was Dan Smoot.
[00:45:27.079 --> 00:45:29.062]  Dan Smoot was a former... The Smoot Report.
[00:45:29.122 --> 00:45:29.863]  The Smoot Report.
[00:45:29.903 --> 00:45:31.064]  Well, you heard of it then, yes.
[00:45:31.965 --> 00:45:33.127]  Dan Smoot was a little guy.
[00:45:33.147 --> 00:45:39.074]  He used to work for the FBI, and he quit his job because he didn't think that his work for the FBI was...
[00:45:40.035 --> 00:45:42.436]  Constructive enough, and he became a communicator.
[00:45:42.736 --> 00:45:49.217]  And he put out the Dan Smoot Report, and he had a television program very similar to what you're doing here, Alex.
[00:45:49.877 --> 00:45:53.238]  Except in those days it was all filmed on 16mm film.
[00:45:53.258 --> 00:45:55.278]  It was a place in Texas somewhere.
[00:45:55.698 --> 00:46:01.720]  Anyway, Dan Smoot was one of the great mentors for me.
[00:46:01.780 --> 00:46:07.641]  And I remember one time thinking, as I was reading Dan Smoot Report, I wish I could write like that.
[00:46:08.121 --> 00:46:09.621]  With such clarity of thought.
[00:46:09.881 --> 00:46:11.342]  With no garbage in it.
[00:46:11.402 --> 00:46:13.122]  Right to the point and very succinct.
