[00:00:00.979 --> 00:00:06.048]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:28:01.994 --> 00:28:06.797]  Bailout favored banks, and in particular Goldman Sachs.
[00:28:07.157 --> 00:28:17.584]  Goldman Sachs got $12.9 billion, the biggest single recipient of taxpayer money, through this kind of bailout.
[00:28:17.724 --> 00:28:29.132]  And then both Paulson, and then it continued under the Obama administration, Geithner, tried very hard to make sure that we the public would never learn
[00:28:30.087 --> 00:28:31.989]  That our taxpayer dollars had done that.
[00:28:33.570 --> 00:28:39.494]  What changed that, and this is why people should not give up, was political pressure from Congress.
[00:28:40.715 --> 00:28:50.141]  And political pressure not on the administration, which was, you know, let it roll off its back like a duck, but political pressure on AIG.
[00:28:50.761 --> 00:28:52.142]  And here's what the mantra was.
[00:28:52.663 --> 00:28:54.024]  Not a penny more.
[00:28:54.904 --> 00:28:57.326]  Not a penny more of taxpayer money
[00:28:57.773 --> 00:29:02.174]  It goes to AIG until we know how the money has been used.
[00:29:02.635 --> 00:29:16.019]  And that's pressure on AIG is the only reason we know about the Goldman bailout, or that the fact that $50 billion roughly of US taxpayer money went to bail out foreign banks.
[00:29:17.720 --> 00:29:18.900]  Foreign banks.
[00:29:19.480 --> 00:29:20.761]  Why would we do that?
[00:29:21.561 --> 00:29:25.042]  Including UBS, a massive Swiss bank.
[00:29:26.206 --> 00:29:37.954]  That at the same time we were bailing them out secretly with 5 billion dollars, the US government tells us that UBS was involved in defrauding the taxpayers of America.
[00:29:40.056 --> 00:29:46.180]  We hit them with a huge fine in a settlement of 780 million dollars.
[00:29:46.500 --> 00:29:47.401]  But you do the math.
[00:29:47.821 --> 00:29:54.826]  If we gave them 5 billion dollars and they paid us 780 million, who really paid the fine?
[00:29:56.072 --> 00:29:56.432]  The U.S.
[00:29:56.452 --> 00:29:58.193]  taxpayers really paid that fine.
[00:29:58.473 --> 00:30:09.518]  Yeah, we're paying them to steal from us, and you've got Bloomberg's reporting $12.8 trillion committed, and that's almost the gross domestic product of the country.
[00:30:10.079 --> 00:30:12.720]  Am I right in saying this is the biggest fraud in history?
[00:30:13.800 --> 00:30:14.861]  Oh, easily.
[00:30:15.401 --> 00:30:23.985]  And that's why I think our mantra should be, not a penny more until we have a PCORA investigation started.
[00:30:25.734 --> 00:30:33.060]  was the guy, experienced prosecutor that we brought in the Great Depression to say, find out the facts.
[00:30:33.620 --> 00:30:40.546]  And the Wall Street fat cats hated him, detested him, fought him every step of the way.
[00:30:40.926 --> 00:30:42.527]  But he found the facts.
[00:30:42.868 --> 00:30:44.669]  He found the widespread fraud.
[00:30:44.969 --> 00:30:54.337]  And it led to many of the statutory changes that for 50 years worked so successfully in America
[00:30:54.870 --> 00:31:05.293]  Until Wall Street, you know, finally got enough political juice to get rid of the laws right near the end of the Clinton administration.
[00:31:05.713 --> 00:31:18.597]  Now on record, it was the Clinton people with the Republicans in tandem in the 90s that gutted most of this, and then George W. Bush was a happy participant in the run-up to what we see now.
[00:31:19.217 --> 00:31:21.038]  Can you speak specifically to that?
[00:31:23.661 --> 00:31:29.182]  And in your own words, is this not a complete hijacking of our entire economy by Wall Street?
[00:31:31.063 --> 00:31:39.005]  Well, yes, I can't speak to that directly, and yes, it was at the, they were at the beck and call of the industry.
[00:31:39.425 --> 00:31:53.148]  The laws passed by overwhelming margins, but this was very much a Rubin, Summers, and Phil Graham working together special to get rid of Glass-Steagall.
[00:31:54.197 --> 00:32:10.105]  And then the shutting down of Brooksley Bourne when she was trying to regulate these credit default swaps that destroyed AIG, that again was Summers and Phil Graham working together.
[00:32:10.125 --> 00:32:14.027]  This is so bizarre.
[00:32:14.708 --> 00:32:21.151]  They not only passed a law that stopped her particular proposed regulation,
[00:32:21.823 --> 00:32:26.342]  The law said you can't regulate to protect the taxpayers at all.
[00:32:29.975 --> 00:32:34.919]  So they are legislating protection of crime.
[00:32:35.360 --> 00:32:50.052]  For people that don't understand, can you explain what toxic... I mean, for those that may not be able to grasp it or who've heard it bantered around in the media but don't, you know, get exactly what it is, can you explain what these toxic, toxic waste assets are?
[00:32:50.072 --> 00:32:51.974]  I mean, am I right in saying they're just
[00:32:52.614 --> 00:33:07.540]  Fiat, fraudulent, Ponzi scheme, mining stock in Arizona type, you know, crud, that they then have big insurance companies certify, and then that becomes another toxic layer of debt.
[00:33:07.820 --> 00:33:20.006]  Those certifications are then traded, and then how many layers in the pyramid, you know, as they nest, like Russian dolls, these frauds within each other.
[00:33:20.066 --> 00:33:20.546]  I mean, this is
[00:33:21.306 --> 00:33:26.228]  This is the biggest, I mean, to my mind, it's just such a ridiculous scam on its face.
[00:33:26.928 --> 00:33:28.629]  Well, you're right that it's layered.
[00:33:28.749 --> 00:33:33.450]  It isn't typically mining stock, you know, fake mining stock.
[00:33:33.590 --> 00:33:41.393]  It was typically what we call subprime or liar's loans, what we call the underlined.
[00:33:41.953 --> 00:33:45.635]  And that means, as it became in truth in 2006, 2007,
[00:33:49.511 --> 00:33:55.875]  Lending to folks where a very substantial number of people were going to default on the mortgages.
[00:33:55.955 --> 00:33:57.896]  We're talking maybe 25%.
[00:33:59.878 --> 00:34:05.761]  Typically default rates on prime mortgages run under 1% to give you a contrast.
[00:34:06.482 --> 00:34:09.444]  So something 25 times as bad roughly.
[00:34:12.225 --> 00:34:16.208]  And then you did create lots of elaborate
[00:34:17.116 --> 00:34:17.597]  We're good to go.
[00:34:41.363 --> 00:34:43.064]  Stack things on top of each other?
[00:34:43.624 --> 00:34:43.904]  Yes.
[00:34:44.225 --> 00:34:45.805]  And they can hold up and they can hold up.
[00:34:45.825 --> 00:34:48.207]  They start shaking and they become more unwieldy.
[00:34:48.607 --> 00:34:55.931]  And the bad news is, the longer it holds together before it collapses, the bigger the collapse and the more damage when it collapses.
[00:34:58.072 --> 00:35:00.774]  So the old adage of the bigger they are, the harder they fall.
[00:35:02.414 --> 00:35:05.056]  Yeah, well, now they don't fall at all, right?
[00:35:05.816 --> 00:35:07.177]  They're not allowed to fall.
[00:35:07.297 --> 00:35:08.978]  I mean, President Obama
[00:35:09.540 --> 00:35:11.662]  What happens when you give people immunity in advance?
[00:35:31.044 --> 00:35:32.405]  It causes recklessness.
[00:35:32.866 --> 00:35:34.067]  At best.
[00:35:34.527 --> 00:35:39.031]  Recklessness on a good day, outright fraud on most days.
[00:35:39.071 --> 00:35:44.255]  So can you describe this then, if it's not even a Ponzi scheme that's meant to fail now, then what is it?
[00:35:44.495 --> 00:35:45.836]  A debt bomb?
[00:35:46.217 --> 00:35:49.119]  Or like a black hole that then is going to suck everything into it?
[00:35:49.620 --> 00:35:51.401]  Oh no, it was a Ponzi dynamic.
[00:35:51.441 --> 00:35:58.367]  You had to grow and grow and grow much more rapidly, which is why people poured on the toxic waste.
[00:35:59.025 --> 00:36:02.546]  At increasingly fast rates in 2006-2007.
[00:36:02.806 --> 00:36:03.766]  But that's what I'm asking.
[00:36:03.806 --> 00:36:08.068]  This is a Ponzi scheme that then blows up and turns into a black hole.
[00:36:08.088 --> 00:36:08.888]  Yeah.
[00:36:09.068 --> 00:36:18.611]  One institution, IndyMac, sold 80 billion dollars of liars loans in one year.
[00:36:20.131 --> 00:36:26.413]  In four and a half years, it sold far more liars loans
[00:36:27.059 --> 00:36:29.000]  than the entire savings and loan debacle.
[00:36:29.400 --> 00:36:36.923]  So IndyMac all by itself pretty much cost the same as the entire savings and loan debacle.
[00:36:37.603 --> 00:36:42.905]  See how intensifying, how much worse it gets if you don't fix the underlying problem.
[00:36:43.065 --> 00:36:47.827]  So they knew though, I mean all along they knew this was going to implode and then devastate things.
[00:36:48.788 --> 00:36:50.648]  They were selling liar's loans.
[00:36:51.109 --> 00:36:51.909]  What was to know?
[00:36:53.314 --> 00:36:55.075]  No, I mean, I understand that.
[00:36:55.395 --> 00:36:57.116]  How more transparent can you get?
[00:36:57.356 --> 00:37:02.758]  So, so clearly... Can you imagine coming to the regulators saying, hi, we've got a new strategic business plan.
[00:37:02.798 --> 00:37:03.439]  Great, what is it?
[00:37:03.659 --> 00:37:05.280]  We're going to make fraudulent loans.
[00:37:05.800 --> 00:37:06.540]  Oh, okay.
[00:37:09.361 --> 00:37:12.203]  And so this, this is key, Professor.
[00:37:13.563 --> 00:37:16.645]  You're saying that, I mean, just on record,
[00:37:17.915 --> 00:37:28.561]  That the people that remove these laws, because I remember seeing Senator Dornan and others say this was going to happen on the floor, but he was against it.
[00:37:28.722 --> 00:37:36.306]  They knew from setting it up, from running it up to running it down, they fully knew, and this was premeditated.
[00:37:37.127 --> 00:37:38.187]  No, I'm not saying that.
[00:37:38.247 --> 00:37:40.569]  I don't know that Congress knows.
[00:37:40.629 --> 00:37:47.633]  I'm telling you that in the trade, everybody knew that if you made something called a liar's loan,
[00:37:48.166 --> 00:37:54.029]  It was because they were frauds, overwhelmingly, and that it was going to produce a disaster.
[00:37:54.310 --> 00:37:57.351]  Now, Congress, of course, is paid not to know, right?
[00:37:57.771 --> 00:38:02.194]  The bankers don't go in front of Congress and say, hi, we want to produce a disaster.
[00:38:02.834 --> 00:38:03.715]  Please take our money.
[00:38:04.815 --> 00:38:16.282]  They tell Congress, hey, we have this wonderful new thing, financial derivatives, and everybody, which is to say us, you know, on Wall Street, says this is the greatest thing
[00:38:16.832 --> 00:38:18.914]  Since sliced bread, right?
[00:38:19.294 --> 00:38:21.176]  And everything's going to be wonderful.
[00:38:21.537 --> 00:38:30.885]  And, and we need it because unless we have it, we can't compete with the German massive, what are called universal banks that can do anything.
[00:38:31.306 --> 00:38:39.674]  So we have to get rid of every protection we've ever put in place in the United States so that our big banks can compete with their giant banks.
[00:38:40.554 --> 00:38:42.056]  That's how they sold it to Congress.
[00:38:44.175 --> 00:38:48.718]  But obviously, somebody in Congress before knew it was bad, or it wouldn't have been illegal previously.
[00:38:49.639 --> 00:38:53.622]  Well, yes, because we did an investigation and we found the facts.
[00:38:53.962 --> 00:39:07.292]  So, I urge your listeners to join us in demanding an investigation of what caused the problem, and of course, that we then fix the problem as opposed to ignore it.
[00:39:07.692 --> 00:39:08.653]  Alright, in your own words.
[00:39:08.673 --> 00:39:12.536]  We did fix it after the Great Depression, and it worked for
[00:39:13.223 --> 00:39:15.866]  You know, a whole two generations of Americans.
[00:39:16.306 --> 00:39:24.294]  Alright, well we're going to get into solutions in the final segment coming up, but I also want folks to get your book, The Best Way to Rob a Bank is to Own One, by our guest, William K. Black.
[00:39:25.015 --> 00:39:32.822]  But, Mr. Black, specifically, you've been very critical, even though you were a supporter of Obama, of Geithner and others.
[00:39:32.862 --> 00:39:35.044]  Specifically, what has Geithner been up to?
[00:39:35.084 --> 00:39:37.507]  I mean, isn't he a central figure in all of this?
[00:39:38.627 --> 00:39:53.651]  Absolutely, and he makes it absolutely clear that Obama in this category, finance, was continuing the Paulson policies, because Geithner was Paulson's right-hand man.
[00:39:54.971 --> 00:40:02.193]  And you would have thought that would have disqualified him, but for some reason that was viewed as a positive by the Obama administration.
[00:40:02.713 --> 00:40:06.814]  And so he was not only kept on, he was promoted to Treasury Secretary.
[00:40:07.481 --> 00:40:12.908]  And of course he's continued these policies and in some ways he's actually made them worse.
[00:40:13.389 --> 00:40:17.554]  And that's saying something because the Paulson policies were horrific.
[00:40:20.583 --> 00:40:34.055]  And then Obama comes out and says, I'm fighting the CEO bonuses, and then it turns out he wrote the executive order and told Senator Dodd to write the loophole in the stimulus package.
[00:40:34.115 --> 00:40:38.419]  I mean, that is a new level in arrogant lying.
[00:40:39.299 --> 00:40:47.807]  Well, and it's not just that, because the press reports also show that Treasury is currently working behind the scenes
[00:40:48.226 --> 00:41:00.394]  With Wall Street to try to exempt them effectively from even the existing laws that were passed in part over the opposition of the Obama administration.
[00:41:01.175 --> 00:41:01.275]  Right?
[00:41:01.355 --> 00:41:06.278]  In the stimulus bill, and this again, but you know, don't give up folks.
[00:41:06.979 --> 00:41:11.061]  In the stimulus bill, there was a revolt among Democrats.
[00:41:12.522 --> 00:41:16.205]  And in complete opposition to what President Obama wanted,
[00:41:16.604 --> 00:41:21.969]  They put some restraint on bonuses and compensation into the stimulus bill.
[00:41:23.150 --> 00:41:31.999]  But of course, as I said, the reports are that the Obama administration is now trying to work with Wall Street to help evade those restrictions.
[00:41:32.639 --> 00:41:38.525]  We need to re-energize both sides of the aisle to stop this.
[00:41:39.520 --> 00:41:49.704]  Mr. Black, what does it mean when they do these stress tests to the banks, and then say to the banks, don't tell the public what we found, and then it leaks that the banks are really in dire situation?
[00:41:51.105 --> 00:41:54.206]  Oh no, it doesn't leak that they're really in dire situation.
[00:41:54.226 --> 00:41:57.808]  They're busy leaking the propaganda that everything's wonderful.
[00:41:58.648 --> 00:42:04.671]  And it's being picked up uncritically in places like Bloomberg and the New York Times.
[00:42:05.491 --> 00:42:07.892]  The stress tests are a sham, and I've said that.
[00:42:08.502 --> 00:42:16.287]  You know, people can go on the web, sites like Naked Capitalism, and see excerpts of my reasons why it's a sham.
[00:42:16.648 --> 00:42:20.971]  I predicted in advance it would be a sham, and it's obviously proven to be a sham.
[00:42:21.331 --> 00:42:23.472]  That's my next question, and we're about to break.
[00:42:23.592 --> 00:42:25.974]  Where can people find the body of your work?
[00:42:26.034 --> 00:42:26.595]  It's prolific.
[00:42:26.615 --> 00:42:31.178]  I mean, they can buy your book in stores, but how do folks find your writings?
[00:42:31.198 --> 00:42:32.939]  Just Google William K. Black?
[00:42:33.739 --> 00:42:35.761]  That will work, although you'll get many hits.
[00:42:36.909 --> 00:42:39.811]  Or go to, you said, the nakedcapitalist.com?
[00:42:40.552 --> 00:42:43.394]  Naked Capitalism is one of the financial blog sites.
[00:42:43.434 --> 00:42:44.595]  You can look at Huffington Post.
[00:42:44.635 --> 00:42:45.655]  You can look at Cato.
[00:42:47.857 --> 00:42:48.858]  All right, stay there, sir.
[00:42:48.878 --> 00:42:50.959]  We really appreciate you being with us.
[00:42:50.979 --> 00:42:55.262]  An amazing individual, William K. Black, is our guest.
[00:42:55.282 --> 00:42:55.963]  We'll be right back.
[00:43:01.127 --> 00:43:11.235]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh nutritious vegetables will make it to your dinner table?
[00:43:11.715 --> 00:43:12.756]  Garden in a Can!
[00:43:13.136 --> 00:43:16.699]  Garden in a Can is your source for premium long-term storable seeds.
[00:43:17.280 --> 00:43:19.041]  Garden in a Can is ready when you are.
[00:43:19.281 --> 00:43:21.583]  Plant them now or store them for when you really need them.
[00:43:22.043 --> 00:43:31.106]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[00:43:31.726 --> 00:43:32.727]  Garden in a can.
[00:43:33.147 --> 00:43:33.987]  It's that simple.
[00:43:34.347 --> 00:43:34.647]  Fresh.
[00:43:35.048 --> 00:43:35.428]  Healthy.
[00:43:35.908 --> 00:43:36.208]  Easy.
[00:43:36.748 --> 00:43:40.690]  Only $69.95 for over a half acre of safe fresh vegetables.
[00:43:41.090 --> 00:43:41.970]  Ready when you are.
[00:43:42.654 --> 00:43:46.275]  Stop procrastinating and start preparing with Garden in a Can.
[00:43:46.736 --> 00:43:49.817]  For more details, visit Gardeninacan.com today.
[00:43:50.217 --> 00:43:50.957]  That's Gardeninacan.com.
[00:43:50.977 --> 00:43:51.397]  Or call 866-598-7396.
[00:43:51.417 --> 00:43:51.457]  866-598-7396.
[00:43:51.477 --> 00:43:53.238]  In the New World Order's war against humanity,
[00:44:03.743 --> 00:44:05.867]  Barack Obama is the tip of the spear.
[00:44:06.368 --> 00:44:13.380]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:44:13.954 --> 00:44:20.120]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:44:20.540 --> 00:44:22.362]  Well, Obama's already fudging.
[00:44:22.502 --> 00:44:24.924]  He's fudged since day one in this election.
[00:44:25.004 --> 00:44:35.954]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:44:36.595 --> 00:44:37.876]  It's not about left or right.
[00:44:38.257 --> 00:44:39.638]  It's about a one-world government.
[00:44:40.111 --> 00:44:46.439]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:44:47.019 --> 00:44:54.809]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:44:55.289 --> 00:44:56.431]  The Obama Deception.
[00:44:56.871 --> 00:44:58.053]  The people strike back.
[00:45:00.180 --> 00:45:02.042]  Heart disease is on the rise.
[00:45:02.162 --> 00:45:07.368]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[00:45:07.528 --> 00:45:08.869]  But the symptoms are there.
[00:45:09.129 --> 00:45:17.318]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:45:17.538 --> 00:45:23.264]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:45:23.424 --> 00:45:25.225]  My blood pressure has normalized.
[00:45:25.265 --> 00:45:27.447]  My diabetes has totally improved.
[00:45:27.467 --> 00:45:31.829]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[00:45:31.989 --> 00:45:34.111]  I recommend Heart and Body Extract to everyone.
[00:45:34.211 --> 00:45:42.096]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:45:42.176 --> 00:45:46.039]  Order your two-month supply today by calling 866-295-5305.
[00:45:46.339 --> 00:45:50.061]  That's 866-295-5305.
[00:45:50.222 --> 00:45:53.063]  Or order online, HBextract.com.
[00:45:53.264 --> 00:45:55.385]  Heart and Body Extract, 866-295-5305.
[00:45:55.525 --> 00:45:59.268]  Or HBextract.com.
[00:46:03.631 --> 00:46:09.615]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:46:10.249 --> 00:46:13.225]  It's Alex Jones and the GCN Radio Network.
[00:46:15.495 --> 00:46:24.460]  That's right, there is a war on for your mind, and we have somebody who's a great captain for Liberty in the fight to get people to open their minds and wake up.
[00:46:24.740 --> 00:46:31.764]  William K. Black, author of The Best Selling, wrote it three, four years ago, and it's best seller again, because he predicted everything that was going to happen.
[00:46:32.165 --> 00:46:34.226]  The best way to rob a bank is to own one.
[00:46:34.766 --> 00:46:35.547]  Be sure and get that.
[00:46:36.067 --> 00:46:38.929]  Because if we don't turn this around, you know, that's the big question, sir.
[00:46:39.069 --> 00:46:44.472]  If we don't turn this around, and they just continue the Ponzi schemes that are now getting
[00:46:46.175 --> 00:46:51.517]  Galactic in size, where is this leading us?
[00:46:52.657 --> 00:46:54.798]  Well, you can already see where it's been leading, right?
[00:46:54.838 --> 00:47:06.321]  The savings and loan crisis, it was a miracle it was contained when it was because the political pressure there was even more severe than you had here.
[00:47:06.381 --> 00:47:15.304]  But you turned out to have this incredibly brave regulator, Ed Gray, who took on his own administration, took on Wall Street,
[00:47:16.091 --> 00:47:18.111]  Uh, and succeeded, uh, brilliantly.
[00:47:18.372 --> 00:47:21.392]  But there's been nobody like that in this crisis.
[00:47:21.492 --> 00:47:24.893]  So, you had the savings and loan at about $150 billion.
[00:47:24.913 --> 00:47:28.994]  Then you go over to Russia, and they tried out these ideas of Russian privatization.
[00:47:29.474 --> 00:47:36.955]  And it produced massive corruption and the rise of a few very, very rich multibillionaires.
[00:47:37.796 --> 00:47:39.776]  Uh, many of them connected with organized crime.
[00:47:40.276 --> 00:47:40.956]  The oligarchs!
[00:47:41.476 --> 00:47:42.297]  The oligarchs.
[00:47:42.717 --> 00:47:44.397]  And it, you know, when this happens,
[00:47:45.106 --> 00:47:48.989]  Look what happens politically in reaction.
[00:47:49.169 --> 00:47:53.974]  You get dramatic political changes as people become infuriated.
[00:47:54.234 --> 00:47:55.255]  So where did they hit next?
[00:47:56.055 --> 00:47:59.078]  This was the Washington Consensus, was their phrase.
[00:47:59.518 --> 00:48:03.061]  That we knew how to run life and it was the way Wall Street said.
[00:48:03.361 --> 00:48:05.423]  And so they did this through Latin America.
[00:48:05.763 --> 00:48:07.125]  And what did it produce there?
[00:48:07.145 --> 00:48:13.330]  Ten years of stagnation and incredible corruption and giveaways
[00:48:14.151 --> 00:48:21.452]  To the biggest, you know, their version of Wall Street, and what has happened politically, who's getting elected in Latin America?
[00:48:21.472 --> 00:48:30.554]  You know, people that now intensely hate capitalism and America in reaction.
[00:48:30.934 --> 00:48:42.036]  Well, we didn't learn any of those lessons from any of those crises, so we're currently in this one, and this one is big enough that it's global, and it's going to be the most severe recession
[00:48:42.924 --> 00:48:46.066]  In the lives of anybody under the age of 80.
[00:48:46.106 --> 00:48:53.011]  We can't afford to repeat it because you don't just repeat as I've been trying to get across.
[00:48:53.692 --> 00:48:57.795]  When you don't fix it, it doesn't just repeat, it comes back much worse.
[00:48:58.046 --> 00:49:15.700]  Okay, we're going to get to solutions in the final segment coming up in a moment, but Madoff, you talk about organized crime, it's now in the Times of London and the Associated Press, I'm sure you've seen it, that Cuomo's going after one of Madoff's managers, and they're saying they believe there's organized crime, drug money, laundering going on.
[00:49:17.581 --> 00:49:26.208]  In all of the really big frauds, you're going to find the other thing we haven't talked about, and that is the role of the offshore stuff.
[00:49:27.116 --> 00:49:27.316]  Right?
[00:49:27.616 --> 00:49:43.870]  Which is like UBS, we were talking at the giant Swiss bank, where very, very wealthy people evade taxes by putting their money in these tax havens, and that always leads to wide-scale corruption.
[00:49:45.299 --> 00:49:47.280]  And doesn't it lead to selective enforcement, though?
[00:49:47.320 --> 00:49:58.445]  I mean, we see Geithner and all of them saying they're going to go after this, but then when you read the fine print, it's selectively, and that's what the Caymans and the Virgin Islands and the Swiss are saying.
[00:49:58.485 --> 00:49:59.325]  Is there any truth to that?
[00:50:00.186 --> 00:50:03.547]  Well, that's certainly true, period.
[00:50:03.627 --> 00:50:09.570]  In other words, if you look, in the Bush administration, what's particularly terrible on this
[00:50:10.579 --> 00:50:17.525]  It largely reoriented its enforcement against poor taxpayers in a way for rich taxpayers.
[00:50:18.666 --> 00:50:21.608]  Actually, what we're trying to do on UBS might reverse that a bit.
[00:50:21.848 --> 00:50:22.589]  That would be good news.
[00:50:22.829 --> 00:50:23.610]  We're going to come right back.
[00:50:23.630 --> 00:50:24.590]  I want to finish up with that.
[00:50:24.630 --> 00:50:25.111]  Yeah, that's right.
[00:50:25.151 --> 00:50:35.439]  I remember seeing the numbers where they took almost all the FBI agents off the billionaire swindlers and put them on blue collar and white collar, you know, mid-level stuff.
[00:50:36.119 --> 00:50:37.180]  It's just amazing.
[00:50:37.640 --> 00:50:39.242]  Talk about Fox running the hen house.
[00:50:43.191 --> 00:50:44.772]  Thank you for listening to GCN.
[00:50:45.672 --> 00:50:48.074]  Be sure to visit GCNlive.com today.
[00:50:50.875 --> 00:50:51.476]  Hello, friends.
[00:50:51.516 --> 00:50:52.476]  This is Alex Jones.
[00:50:52.576 --> 00:50:57.159]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:50:57.319 --> 00:51:00.081]  We need to be independent, and food and water is the key.
[00:51:00.281 --> 00:51:03.142]  You'll never have to stand in a bread line if you have your own bread.
[00:51:03.323 --> 00:51:09.166]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[00:51:09.406 --> 00:51:12.369]  No one is going to take care of your family in the final equation but you.
[00:51:12.629 --> 00:51:19.556]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[00:51:19.636 --> 00:51:22.759]  And they do it at almost half the cost of last year's grocery prices.
[00:51:22.899 --> 00:51:24.280]  Call 1-800-409-5633 or on the web go to eFoodsDirect.com
[00:51:28.044 --> 00:51:34.128]  Visit efoodsdirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[00:51:34.309 --> 00:51:38.051]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[00:51:38.071 --> 00:51:39.392]  Again, 800-409-5633 or on the web at efoodsdirect.com.
[00:51:39.432 --> 00:51:40.033]  Take action today.
[00:51:40.053 --> 00:51:42.034]  The first step is getting storable food.
[00:51:53.590 --> 00:51:55.517]  Waging war on corruption.
[00:51:55.978 --> 00:51:58.768]  Alex Jones on the GCN Radio Network.
[00:52:11.098 --> 00:52:16.206]  I am chomping at the bit to be there in his law offices in Kansas City at the law school.
[00:52:16.927 --> 00:52:18.770]  Aaron and Rob are up there.
[00:52:18.790 --> 00:52:24.098]  They're about to do an interview with him for TV here in Austin and film work we're doing.
[00:52:25.680 --> 00:52:29.183]  That's just amazing, because I've studied this constantly and I have all these guests on.
[00:52:29.303 --> 00:52:31.745]  And to talk to Mr. Black, he just puts it all together.
[00:52:31.765 --> 00:52:36.169]  Okay, you were getting into what I've even seen in the New York Times and Washington Post.
[00:52:36.189 --> 00:52:46.698]  They admit that under Bush, they took most of the regulators and most of the FBI investigators off the big tax thieves and put them literally on mom and pops.
[00:52:47.178 --> 00:52:52.082]  I mean, if that is an open, conscious criminality, I mean, you'd think the government would want these tax revenues.
[00:52:52.102 --> 00:52:52.743]  Can you speak to that?
[00:52:53.632 --> 00:52:55.673]  Yeah, they throw away money.
[00:52:56.854 --> 00:52:58.695]  It's completely insane.
[00:52:59.755 --> 00:53:10.662]  They cut the overall number, even though they knew that they would cost them more in lost taxes that they would save by not having enough IRS people.
[00:53:11.042 --> 00:53:20.087]  And then they oriented the IRS people overwhelmingly towards not even middle class, but actually working class Americans.
[00:53:23.203 --> 00:53:25.525]  You know, it's a spectacular misuse of money.
[00:53:25.825 --> 00:53:31.389]  It results in far less tax dollars being, far fewer tax dollars being collected.
[00:53:33.450 --> 00:53:36.713]  There's nobody that can defend it, but it's part of the general piece.
[00:53:36.733 --> 00:53:46.720]  You know, white-collar prosecutions are down more than 25% under the Bush administration, when of course white-collar crimes reached
[00:53:47.310 --> 00:53:49.150]  An unprecedented level in history.
[00:53:49.410 --> 00:53:52.191]  And now it's accelerating under Obama.
[00:53:52.791 --> 00:53:54.631]  I mean, are we seeing an acceleration of that?
[00:53:54.651 --> 00:53:56.872]  I mean, I don't see them changing the enforcement.
[00:53:57.472 --> 00:53:59.092]  Well, we certainly haven't seen it yet.
[00:53:59.112 --> 00:54:11.935]  I talked earlier that they first announced that they were actually going to investigate the big lenders, which they themselves, again, said were the key frauds two years ago, March 2007.
[00:54:13.055 --> 00:54:14.756]  Not a single major indictment.
[00:54:15.996 --> 00:54:16.856]  So, you know,
[00:54:17.768 --> 00:54:25.606]  Maybe they're having the most wonderful, most secret, most successful investigation of all time, and there have been no leaks.
[00:54:26.128 --> 00:54:27.691]  But that doesn't sound like America to me.
[00:54:28.988 --> 00:54:32.610]  All right, we've only got a few minutes left, sir, and then I'll let you take a break and do the interview with the guys.
[00:54:32.630 --> 00:54:35.933]  Again, we're very thankful and we'll have you back up soon because you can't do this in an hour.
[00:54:36.713 --> 00:54:38.314]  In closing, what are the solutions?
[00:54:38.374 --> 00:54:53.304]  I mean, for me, if we start grand jury investigations, not just federal but state, if we go after more of these Madoff crooks, get them to flip and expose the larger system, isn't the quickest way to end this is to have investigations and start arresting people?
[00:54:53.344 --> 00:54:56.787]  I mean, won't that point out how this is criminal and needs to be stopped?
[00:54:57.438 --> 00:55:05.700]  But you won't get that as long as the failed bankers, often the fraudulent failed bankers, are left in positions of power.
[00:55:06.480 --> 00:55:18.983]  You need to put honest bankers in who will have the incentive and the orders to find where the bodies are buried and to make the necessary criminal referrals.
[00:55:19.283 --> 00:55:21.324]  The FBI cannot do this on its own.
[00:55:21.664 --> 00:55:23.664]  So, here's an action agenda.
[00:55:23.884 --> 00:55:26.885]  One, start the PCORA investigation immediately.
[00:55:27.601 --> 00:55:32.363]  2.
