[00:00:00.623 --> 00:00:01.524]  Well, so does he.
[00:22:08.160 --> 00:22:14.444]  Pepperspray.com is the only website you'll ever need for all of your non-lethal self-defense supplies.
[00:22:14.724 --> 00:22:20.507]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web.
[00:22:20.727 --> 00:22:23.168]  From big to small, we have it all.
[00:22:23.408 --> 00:22:27.210]  Pepper spray, mace, animal repellents, stun guns, and tasers.
[00:22:27.450 --> 00:22:33.814]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[00:22:34.394 --> 00:22:35.115]  We're good.
[00:22:49.827 --> 00:22:52.149]  Hi, this is Peter Kronschnabel with Midas Resources.
[00:22:52.309 --> 00:22:56.013]  As you know, government spending is at an all-time high and inflation is on the rise.
[00:22:56.113 --> 00:22:58.756]  What are you doing right now to protect yourself financially?
[00:22:58.916 --> 00:23:06.143]  As the economy continues to deteriorate due to corporate greed and government intervention, more people will lose their jobs and worse, their life savings.
[00:23:06.263 --> 00:23:06.884]  We're good to go.
[00:23:22.700 --> 00:23:26.721]  If you've been thinking about investing in the physical possession of precious metals, I can help.
[00:23:26.861 --> 00:23:31.863]  Call me today, Peter Kranchnobel, at 800-686-2237, extension 108.
[00:23:32.663 --> 00:23:37.585]  And I will take the time personally to put together a portfolio designed to protect what you've worked so hard for.
[00:23:37.705 --> 00:23:41.446]  Call Peter, 800-686-2237, extension 108.
[00:23:42.166 --> 00:23:44.647]  You've worked hard your whole life, and I want to work hard for you.
[00:23:44.807 --> 00:23:45.247]  Call 800-686-2237, extension 108.
[00:23:52.495 --> 00:24:00.178]  Okay, I'm going to try to encapsulate this key information as succinctly as I can.
[00:24:00.258 --> 00:24:04.859]  I will tell you in the next segment what got me on that earlier rant last hour.
[00:24:05.679 --> 00:24:16.963]  The caller, Barbara, who was calling in from Seward, Alaska, where they're going to lock the whole town down for a martial law drill.
[00:24:17.003 --> 00:24:19.324]  I keep getting emails and calls about this, but no proof.
[00:24:21.226 --> 00:24:31.354]  Rob Doo said he just got an email of a mainstream news article confirming it, and right as that came in, the facts came in from Barbara with the Homeland Security card that was given to her by Homeland Security.
[00:24:31.894 --> 00:24:41.742]  They are doing a martial law lockdown drill, and I have the Director of the Sector Network Management, Bob Dee.
[00:24:41.802 --> 00:24:43.544]  I'm not going to give his full name out yet.
[00:24:44.264 --> 00:24:45.705]  We may just call this guy on air.
[00:24:46.586 --> 00:24:46.846]  U.S.
[00:24:46.866 --> 00:24:48.327]  Department of Homeland Security.
[00:24:49.989 --> 00:24:56.310]  601 Street, 12th Street, TSA-28, Arlington, Virginia, 22202.
[00:24:56.910 --> 00:24:58.291]  Got his cell, got his fax.
[00:24:58.791 --> 00:25:04.031]  This just came in from Barbara, who sent us stuff before, years ago, I remember her.
[00:25:09.172 --> 00:25:15.914]  So she went and asked Homeland Security and the town, this guy's up there for Virginia, for a lockdown of the town, to coincide with drills at the schools.
[00:25:16.274 --> 00:25:18.574]  Now I'm going to go over these drills for you in a moment.
[00:25:20.748 --> 00:25:21.488]  That's coming up.
[00:25:21.649 --> 00:25:24.350]  Now, this is from CNN.
[00:25:24.490 --> 00:25:27.092]  If you read this alone, it's not that big of a deal.
[00:25:27.992 --> 00:25:36.998]  But you combine this with all the other intel we've got, you project the lines, connect the dots, it gets very, very serious.
[00:25:40.900 --> 00:25:48.525]  Now, CNN, Army, three vials of virus samples missing from Maryland facility.
[00:25:49.918 --> 00:25:57.544]  CNN, missing vials of a potentially dangerous virus have prompted an Army investigation into the disappearance from a lab in Maryland.
[00:25:58.325 --> 00:26:07.052]  The Army's Criminal Investigation Command agents have been visiting Fort Detrick, Maryland, to investigate the disappearance of the vials.
[00:26:07.633 --> 00:26:13.518]  Christopher Gray, spokesman for the command, said the latest investigation has found no evidence of criminal activity.
[00:26:13.998 --> 00:26:18.462]  The vials contain samples of Venezuelan equine encephalitis.
[00:26:20.208 --> 00:26:23.989]  A virus that sickens horses and can be spread to humans by mosquitoes.
[00:26:24.209 --> 00:26:30.150]  In 97% of cases, humans with the virus suffer flu-like symptoms, but can cause death.
[00:26:31.811 --> 00:26:32.491]  In some cases.
[00:26:33.331 --> 00:26:34.291]  It's just one out of a hundred.
[00:26:34.652 --> 00:26:47.935]  According to Corrie Vanderlinden, a spokeswoman for the Army Medical Research Institute of Infectious Diseases, there is an effective vaccine for the disease and there hasn't been an outbreak in the United States since 71.
[00:26:50.882 --> 00:26:56.807]  The vials had been in the Research Institute's facility at Fort Detrick, home of the Army's top biological research facility, for more than a decade.
[00:26:58.308 --> 00:27:10.259]  The three missing vials were among thousands of vials that were under the control of senior scientists who retired in 2004 when another Fort Detrick scientist recently inventoried the retired scientist's biological samples.
[00:27:10.279 --> 00:27:12.000]  He discovered that the vials were missing.
[00:27:12.020 --> 00:27:13.041]  Okay, let's stop right there.
[00:27:13.462 --> 00:27:14.603]  Why is this so important?
[00:27:16.494 --> 00:27:24.937]  They want to build, and have finished a bunch of them, 36 level 4 bioweapons labs and put them in level 3 and level 2 containment.
[00:27:26.517 --> 00:27:28.458]  And they're building one down in Galveston.
[00:27:28.518 --> 00:27:33.539]  Before that could happen, it was about to open, the hurricane hit it and it's destroyed.
[00:27:34.159 --> 00:27:34.779]  That's smart.
[00:27:34.819 --> 00:27:36.420]  Build one on a hurricane coastline.
[00:27:37.463 --> 00:27:41.165]  San Antonio's getting a level four built in the university down there.
[00:27:41.785 --> 00:27:48.208]  They're moving Plum Island from New York, the zoological bioweapons lab, the most deadly stuff you can imagine.
[00:27:49.009 --> 00:27:54.312]  Ebola, weaponized limes, the list goes on and on, stuff we don't even know about, to San Antonio.
[00:27:54.372 --> 00:27:56.493]  And there's 34 more of these babies!
[00:27:57.526 --> 00:27:58.867]  Who works in these facilities?
[00:27:58.927 --> 00:28:00.068]  Who has connections to them?
[00:28:00.889 --> 00:28:06.593]  Dr. Pianka saying he wants an airborne Ebola to kill 90% of us and he gets standing ovations at universities.
[00:28:07.234 --> 00:28:08.394]  See, you start connecting.
[00:28:10.056 --> 00:28:11.097]  Let's expand from there.
[00:28:13.018 --> 00:28:21.725]  September 10th, Associated Press reported months later that September 10th, the White House cabinet went on Cipro, the anthrax-fighting antibiotic, because of concerns of anthrax.
[00:28:22.657 --> 00:28:24.858]  Then it gets mailed out to all of Bush's enemies.
[00:28:24.898 --> 00:28:25.778]  They start dying.
[00:28:26.118 --> 00:28:28.419]  Turns out it's the most weaponized anthrax ever seen.
[00:28:29.419 --> 00:28:31.940]  And the media says, no, it was made in a bathtub in a basement.
[00:28:32.980 --> 00:28:34.281]  No, it didn't come out of a base.
[00:28:34.321 --> 00:28:36.822]  Then it turns out it was the Ames Strain, Fort Detrick, Maryland.
[00:28:37.342 --> 00:28:46.645]  Miniaturized, and then weaponized, and had wings in a nanotech facility that only Fort Detrick can do.
[00:28:48.428 --> 00:28:54.932]  Wings microscopically put on every spore so that it gets picked up by the slightest breezes.
[00:28:57.734 --> 00:28:59.615]  This gets mailed out to all of Bush's enemies.
[00:28:59.655 --> 00:29:01.977]  He's on the anthrax-fighting Cipro antibiotic.
[00:29:04.798 --> 00:29:09.081]  People that put two and two together and figure out it's the government get FBI visits and threats.
[00:29:09.481 --> 00:29:10.662]  Horowitz, Dr. Horowitz, and others.
[00:29:11.623 --> 00:29:12.683]  All of this is going on.
[00:29:13.646 --> 00:29:17.609]  We'll come back and finish up with the other key info and how this ties in with some other things.
[00:29:17.629 --> 00:29:21.012]  Because they're announcing swine flu popping up in California.
[00:29:23.414 --> 00:29:26.176]  Ebola popping up in the Philippines.
[00:29:27.037 --> 00:29:28.878]  They're hyping all these new vaccines.
[00:29:28.898 --> 00:29:32.681]  We got a mix in live, weaponized bird flu in with vaccine in Europe.
[00:29:34.102 --> 00:29:37.865]  And suddenly all these people dropping dead when they take a bird flu vaccine.
[00:29:38.446 --> 00:29:39.287]  Something's going on.
[00:29:40.307 --> 00:29:41.208]  We're on the march.
[00:29:41.709 --> 00:29:43.210]  The Empire's on the run.
[00:29:44.219 --> 00:29:46.940]  Alex Jones and the GCN Radio Network.
[00:29:49.882 --> 00:29:50.422]  You worry.
[00:29:50.562 --> 00:29:52.643]  If you don't, you don't understand the situation.
[00:29:52.923 --> 00:29:53.203]  Hi.
[00:29:53.463 --> 00:29:55.945]  Summer's coming, and now's the time to learn self-sufficiency.
[00:29:56.245 --> 00:30:00.507]  If you're going to eat from nature's bounty of wild edible plants, remember, there's a learning curve.
[00:30:00.787 --> 00:30:02.988]  Experience is the best teacher, but that means time.
[00:30:03.268 --> 00:30:06.309]  To speed it up, you'll need to build on the wisdom of a teacher who has lived it.
[00:30:06.609 --> 00:30:08.330]  Author Linda Runyon is that teacher.
[00:30:08.550 --> 00:30:09.991]  Her wild food knowledge package is
[00:30:10.011 --> 00:30:11.931]  Folks, I can vouch that Linda's the real deal.
[00:30:11.971 --> 00:30:13.092]  She's my mom and I watched her do it.
[00:30:13.112 --> 00:30:14.692]  So go to ofthefield.com or call 888-51-EAT-FREE.
[00:30:39.005 --> 00:30:39.646]  Start now.
[00:30:39.906 --> 00:30:40.888]  Knowledge is power.
[00:30:41.629 --> 00:30:42.450]  Better take action.
[00:30:42.470 --> 00:30:43.672]  I think a storm's coming.
[00:30:50.541 --> 00:30:55.769]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:30:56.568 --> 00:31:01.911]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[00:31:02.431 --> 00:31:08.635]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:31:08.935 --> 00:31:10.756]  Well, Obama's already fudging.
[00:31:10.916 --> 00:31:13.297]  He's fudged since day one of this election.
[00:31:13.377 --> 00:31:24.243]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[00:31:26.545 --> 00:31:27.825]  It's not about left or right.
[00:31:28.225 --> 00:31:29.626]  It's about a one world government.
[00:31:30.066 --> 00:31:36.388]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:31:36.988 --> 00:31:44.770]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:31:45.250 --> 00:31:46.390]  The Obama Deception.
[00:31:46.811 --> 00:31:47.991]  The people strike back.
[00:31:49.704 --> 00:31:51.945]  Worried about the side effects from prescription drugs?
[00:31:52.145 --> 00:31:55.787]  Tired of searching for an effective, safe, natural alternative you can trust?
[00:31:55.907 --> 00:31:59.910]  Join more than 300,000 people worldwide who trust in native remedies.
[00:32:00.070 --> 00:32:06.273]  Our market-leading natural remedies are manufactured using the highest quality ingredients in FDA-registered facilities.
[00:32:06.413 --> 00:32:12.116]  We only use whole herbs and never use chemicals, giving you superior effectiveness and safety without side effects.
[00:32:12.316 --> 00:32:15.338]  With over 250 herbal and homeopathic remedies,
[00:32:15.458 --> 00:32:18.179]  You'll find products for your entire family, even your pets.
[00:32:18.399 --> 00:32:26.680]  Address issues like concentration, stress, mood, sleep, pregnancy, memory, joint support, digestion, cold and flu, sexual performance, and much more.
[00:32:26.900 --> 00:32:31.141]  And all Native Remedies products come with a one-year unconditional money-back guarantee.
[00:32:31.261 --> 00:32:37.382]  For a limited time, visit NoDrugsPlease.com, enter coupon code RADIO, and receive $5 off your order.
[00:32:37.522 --> 00:32:40.363]  Purchase two items and receive a third absolutely free!
[00:32:40.543 --> 00:32:42.063]  Visit NoDrugsPlease.com.
[00:32:42.483 --> 00:32:47.304]  So we got all these mysterious things going on and anytime Fort Detrick tells you something's missing you gotta look out because
[00:33:11.994 --> 00:33:27.058]  There was a little-noticed report by the Bioweapons Lab in England, Porton Down, that said, oh, we lost some vials, or somebody stole some vials of foot-and-mouth the day that it was supposedly being spread.
[00:33:27.098 --> 00:33:29.659]  Two days later, it pops up in locations all over the country.
[00:33:30.319 --> 00:33:32.240]  One person, two people, ten people couldn't have done it.
[00:33:33.834 --> 00:33:36.355]  They sneak into a level four bioweapons lab.
[00:33:37.195 --> 00:33:38.296]  Somebody steals it.
[00:33:38.376 --> 00:33:44.158]  It's got machine gun nests, barbed wire, minefields, underground pressure facilities, big vault doors.
[00:33:44.758 --> 00:33:45.538]  That's level four.
[00:33:45.939 --> 00:33:48.099]  They sneak in, they get it, and they spread it all over the country.
[00:33:48.559 --> 00:33:53.961]  And the government goes around killing eight million sheep, four million cows that weren't even infected.
[00:33:55.502 --> 00:33:57.703]  And the images, you know, all those big piles of cows burning.
[00:33:58.922 --> 00:34:04.586]  And then we predicted the government wouldn't let people restock and they said, yes, it's not sustainable, you're not allowed to restock cows and sheep.
[00:34:07.749 --> 00:34:09.950]  They're waging war on agriculture.
[00:34:09.970 --> 00:34:11.171]  They want control of it.
[00:34:11.191 --> 00:34:14.574]  They want to use it as a tool of control for their one-child policies.
[00:34:14.914 --> 00:34:22.820]  By the way, England and Australia, two days ago, we haven't even gotten to that, that's in the stack, I know Burma's covered it, have announced they want officially a one-child policy.
[00:34:23.080 --> 00:34:25.121]  Now I told you when I made Endgame two years ago,
[00:34:26.249 --> 00:34:33.099]  Almost two years ago, when I have talked on air that these new rules about, oh we want to tax you if you have more than one child.
[00:34:35.489 --> 00:34:38.771]  That's a one-child policy, and now they're admitting it, so that's happening.
[00:34:38.811 --> 00:34:40.112]  That's what all this control is about.
[00:34:40.492 --> 00:34:42.453]  But then you have U.S.
[00:34:42.493 --> 00:34:50.537]  officials track new flu strain from pigs, and they're saying, you know, it's similar to the bird flu, on and on and on.
[00:34:51.098 --> 00:34:52.598]  We may have to take vaccines.
[00:34:52.638 --> 00:34:56.701]  They just so happen to have a vaccine mass-produced for this pig.
[00:34:57.641 --> 00:35:24.584]  uh... virus they just so happen to have this uh... horse virus notice the government of australia last year accidentally released the horse virus we were just talking about that earlier in the week they can kill humans and they said oh an accident from our laboratory okay well let's just say this is all accidents it's an accident that in fake you know arab handwriting in english it was meant to look like somebody who couldn't speak english wrote it
[00:35:25.461 --> 00:35:30.282]  With Allah's Great Death of the West gets mailed out from Fort Detrick, just an accident.
[00:35:30.942 --> 00:35:34.703]  And Foot and Mouth gets released from Horton Down by accident.
[00:35:34.723 --> 00:35:36.684]  And it gets released from Australia by accident.
[00:35:36.724 --> 00:35:38.304]  And you just continue.
[00:35:38.644 --> 00:35:39.584]  Come on in, what's going on?
[00:35:43.605 --> 00:35:44.466]  Every 15 minutes?
[00:35:46.606 --> 00:35:47.546]  Oh, you found the program?
[00:35:47.626 --> 00:35:49.367]  Yeah, Aaron found me their basic printouts.
[00:35:49.387 --> 00:35:50.527]  What you're saying, it's just amazing?
[00:35:52.347 --> 00:35:53.088]  I mean, it's off the hook.
[00:35:53.128 --> 00:35:53.788]  Tell us what you found.
[00:35:54.793 --> 00:35:55.674]  Let's turn his mic on.
[00:35:55.694 --> 00:35:56.134]  What did you find?
[00:35:56.154 --> 00:35:56.314]  Go ahead.
[00:35:56.334 --> 00:36:00.037]  There's a death notice right here that they're going to inform the parents.
[00:36:00.057 --> 00:36:01.197]  You've got to talk on the mic, they're saying.
[00:36:01.318 --> 00:36:03.819]  There's a permission slip to participate in the program.
[00:36:03.939 --> 00:36:10.304]  Okay, and then it goes on to, let's see, it talks about health information, media release, mock death notification.
[00:36:10.704 --> 00:36:15.807]  I agreed to receive a mock death notification from my son and daughter as part of the Every 15 Minutes program.
[00:36:16.428 --> 00:36:17.709]  Obituary information.
[00:36:19.106 --> 00:36:23.848]  Um, so basically... Well, see, it's a death call, but see, that's for DWI, so people think it sounds reasonable.
[00:36:24.268 --> 00:36:27.089]  They have it where it's unannounced, they come and say they're gonna kill you.
[00:36:27.569 --> 00:36:33.991]  I'm, I'm... The Grim Reaper will come to class and take one of the students away, and then someone will read the student's obituary.
[00:36:36.772 --> 00:36:38.933]  Well, they have the studies, this cause of suicide.
[00:36:38.973 --> 00:36:41.094]  I mean, kids think about death, they shouldn't be thinking about it.
[00:36:41.114 --> 00:36:42.875]  That's all part of messing their brains up.
[00:36:43.455 --> 00:36:44.535]  Alright, thank you so much.
[00:36:45.316 --> 00:36:46.336]  Okay, um...
[00:36:48.229 --> 00:36:49.570]  Let me just go ahead and get into that now.
[00:36:49.590 --> 00:36:57.455]  Let me go ahead and start the presentation for everybody on this subject.
[00:36:59.316 --> 00:37:00.917]  Go ahead and get that out of my stack.
[00:37:02.358 --> 00:37:03.419]  Go ahead and focus.
[00:37:05.960 --> 00:37:06.721]  And go over this.
[00:37:06.761 --> 00:37:13.405]  In fact, while I take a break to go back over these notes, because I want to do this as a focused presentation, let me play an important blurb here.
[00:37:13.425 --> 00:37:17.488]  Did the network send you the Ron Paul clip?
[00:37:18.775 --> 00:37:22.096]  Oh, well, that's okay, because the network has the audio of it.
[00:37:22.816 --> 00:37:24.616]  So the network has the audio of this.
[00:37:24.696 --> 00:37:27.637]  YouTube's down, so we can't play it from their servers.
[00:37:29.017 --> 00:37:46.080]  Last night, I just turned the TV on when Hardball was re-airing, before I went for a jog, and I saw Chris Matthews saying, coming up, the girl that used to love Barry Goldwater, Hillary Clinton, she
[00:37:47.762 --> 00:37:48.863]  Compliments Ron Paul.
[00:37:50.103 --> 00:38:00.950]  And they're now being forced to do this because they know that we are becoming the majority.
[00:38:03.211 --> 00:38:06.293]  And so she's there trying to kiss up to him so he won't ask her tough questions.
[00:38:09.005 --> 00:38:22.137]  But also, you see this on Fox, CNN, MSNBC, everywhere, they talk about Ron Paul and how great he is, and Bill Maher does it, because they recognize he is the figurehead of probably 80, 90 million people in this country.
[00:38:25.680 --> 00:38:27.602]  So all we've got to do is stand up and take action.
[00:38:27.622 --> 00:38:30.525]  For all of you out there that said, oh, the Ron Paul revolution, he didn't win, we failed.
[00:38:31.840 --> 00:38:34.961]  That was only one benchmark in educating and growing our numbers.
[00:38:34.981 --> 00:38:37.381]  And then we grow them again, we grow them again, we grow them again.
[00:38:37.882 --> 00:38:45.423]  And they're scared of us because they don't care if you're wandering off as a liberal in that controlled paradigm or wandering off as a fake Republican in that controlled paradigm.
[00:38:45.723 --> 00:38:49.684]  You really get into liberty and freedom, Declaration of Independence, Constitution, and the Bill of Rights.
[00:38:50.205 --> 00:38:52.845]  That scares the establishment.
[00:38:53.465 --> 00:38:54.806]  That scares them in a big way.
[00:38:55.266 --> 00:38:58.867]  So let's go ahead and play the audio of this clip.
[00:38:58.887 --> 00:38:59.227]  Here it is.
[00:38:59.997 --> 00:39:03.719]  The gentleman from Texas, Mr. Paul, is recognized for five minutes.
[00:39:04.160 --> 00:39:07.281]  Thank you, Mr. Chairman, and welcome, Madam Secretary.
[00:39:07.301 --> 00:39:24.692]  I have a general question I want to ask about foreign policy, but leading up to that question, I would like to mention first that the election had something to do with bringing about change in tone with our foreign policy, and I think there's been some very positive changes in tone, and
[00:39:26.853 --> 00:39:33.861]  Many of us have argued for more diplomacy rather than more threats, so many of us are pleased with that.
[00:39:34.662 --> 00:39:47.977]  It goes back to the old saying of speaking softly and still being willing to carry a big stick, but sometimes I wonder whether that big stick doesn't get wielded a little too often and too often.
[00:39:48.604 --> 00:40:02.212]  But I do want to caution all of us that what we say is very important and can be very beneficial, but what we do is also very important, so that may cancel out the benefits of speaking more softly and being willing to talk and negotiate.
[00:40:02.873 --> 00:40:09.777]  Some people say that we shouldn't talk to our enemies, but I remember the Cold War rather well, and we did talk to Khrushchev and
[00:40:10.197 --> 00:40:10.637]  We're good.
[00:40:28.476 --> 00:40:37.320]  But my big concern is whether or not we can reverse the empire mentality that I think we have adopted over these many, many decades.
[00:40:37.740 --> 00:40:41.361]  And also the relationship of this to our financial burden.
[00:40:42.162 --> 00:40:57.208]  Though we are speaking more softly and would like to get some troops home, the first thing that was done was our DOD budget was increased by 9% in a time when our national debt in the last 12 months went up $2 trillion.
[00:40:58.115 --> 00:41:01.940]  All great nations have been brought to the news for economic reasons.
[00:41:01.980 --> 00:41:03.521]  We didn't have to fight the Soviets.
[00:41:04.002 --> 00:41:10.650]  And the Afghanistan adventure that the Russians and the Soviets were involved with was very significant.
[00:41:10.990 --> 00:41:14.054]  And I don't know how we can ignore that.
[00:41:14.594 --> 00:41:18.319]  So I would like to ask the question about
[00:41:18.903 --> 00:41:26.326]  Whether or not you can give me some signs or indication or some encouragement that maybe we shifted policies in the slightest manner.
[00:41:26.666 --> 00:41:28.287]  Have we brought any troops home?
[00:41:29.347 --> 00:41:31.068]  Are we less involved in Iraq?
[00:41:31.428 --> 00:41:32.889]  Will that war ever end?
[00:41:33.409 --> 00:41:43.953]  Or are we really going in the opposite direction because we're seeing Pakistan is so necessary, we need more troops, more expansion, more money, more DOD funds.
[00:41:44.573 --> 00:41:46.794]  So, coming from my perspective,
[00:41:47.236 --> 00:41:48.337]  I can't see the difference.
[00:41:48.637 --> 00:41:54.362]  Even though, like I said, I am pleased that there's a willingness to talk and try to work things out.
[00:41:54.702 --> 00:41:56.323]  And I think that is very positive.
[00:41:56.464 --> 00:41:59.326]  I always think that people who aren't willing to talk are insecure.
[00:41:59.346 --> 00:42:07.873]  This whole idea that we are so strong, to me, it seems that we lack confidence if we can't talk to people.
[00:42:08.193 --> 00:42:09.294]  And we are strong enough.
[00:42:09.374 --> 00:42:11.356]  Nobody's going to attack us militarily.
[00:42:12.117 --> 00:42:16.180]  So I see it very important that we change our tone.
[00:42:16.220 --> 00:42:20.945]  I think it's good that you got rid of the term war on terrorism.
[00:42:21.145 --> 00:42:23.287]  How can you have war against a tactic?
[00:42:23.788 --> 00:42:24.549]  It doesn't make any sense.
[00:42:24.789 --> 00:42:28.673]  But I'm not sure overseas contingency operation is more specific.
[00:42:28.953 --> 00:42:36.260]  So could you address that and maybe give me some hints as far as maybe seeing actual some shift in our policy?
[00:42:36.803 --> 00:42:37.864]  Well, thank you, Congressman.
[00:42:38.384 --> 00:42:47.011]  I think that the President's actions in these nearly 100 days do match actions with words, although I admit there's a lot more to be done.
[00:42:47.151 --> 00:42:51.195]  We are still sorting out everything we've inherited and trying to make sense of it.
[00:42:51.335 --> 00:42:57.119]  You know, we want to protect America's national security, but we think there are better and more effective ways of doing that.
[00:42:57.900 --> 00:42:59.321]  So we are ending the war in Iraq.
[00:42:59.601 --> 00:43:03.044]  There is a definite end date for our troops to be there.
[00:43:03.645 --> 00:43:05.406]  The President did close Guantanamo.
[00:43:06.018 --> 00:43:16.423]  The President is looking for ways to engage with those who nobody wanted us to talk to, which is a sea shift in how we are proceeding.
[00:43:17.443 --> 00:43:19.544]  Words and actions both matter.
[00:43:19.764 --> 00:43:23.086]  I mean, at the end of the day, actions count more.
[00:43:24.026 --> 00:43:27.748]  But you have to begin by at least articulating a new approach.
[00:43:28.779 --> 00:43:30.181]  John, stop right there for a minute.
[00:43:30.621 --> 00:43:35.445]  Later she grovels to him and says how great he is and how he has the most enthusiastic supporters.
[00:43:35.926 --> 00:43:37.187]  I don't know if we'll have time to get to that.
[00:43:37.227 --> 00:43:39.169]  This is a different clip than I thought I'd sent the network.
[00:43:39.209 --> 00:43:41.171]  I mean, he's in there later groveling.
[00:43:41.211 --> 00:43:44.273]  You can watch it up at InfoWars.com and PrisonPlanet.com.
[00:43:45.094 --> 00:43:47.076]  But that's a whole other subject I had in my stack.
[00:43:47.096 --> 00:43:50.639]  Her saying he's matched his words with deeds.
[00:43:51.379 --> 00:43:57.384]  He signed an order saying we might close Guantanamo in a year, but we're going to use all these other holding facilities in the U.S.
[00:43:57.425 --> 00:44:01.248]  and overseas and continue holding detainees without rights.
[00:44:01.388 --> 00:44:05.992]  In fact, Google Obama backs Bush on no rights for detainees.
[00:44:06.392 --> 00:44:07.753]  Let's put that on screen for folks.
[00:44:08.194 --> 00:44:09.375]  That's AP.
[00:44:10.782 --> 00:44:12.744]  And he said that all of this continues.
[00:44:13.104 --> 00:44:14.805]  The secret rendition continues.
[00:44:15.846 --> 00:44:17.347]  All of this is continuing.
[00:44:24.513 --> 00:44:27.715]  Obama backs Bush on no rights for detainees.
[00:44:28.016 --> 00:44:29.497]  He's hired nothing but lobbyists.
[00:44:29.537 --> 00:44:30.678]  He's increasing the wars.
[00:44:32.386 --> 00:44:40.452]  And she just says, she goes on, because I've got the text of it, or she's given another speech, there's so many she gives, where she says, and he's balancing the budget.
[00:44:40.732 --> 00:44:42.314]  What on earth are they talking about?
[00:44:42.614 --> 00:44:54.623]  They're spending more money than all the presidents before him combined, and he keeps saying he's going to cut the budget deficit in half in two years and balance it by the end of four years.
[00:44:56.604 --> 00:44:59.365]  Obama backs Bush on policy on detainee rights.
[00:45:00.145 --> 00:45:05.286]  And the exact headline, that's uh... what is that out of the US News and World Report?
[00:45:06.226 --> 00:45:07.707]  That's CBS News, I couldn't read the top.
[00:45:08.267 --> 00:45:12.528]  The exact one is, Obama backs Bush on no rights for detainees.
[00:45:13.348 --> 00:45:14.169]  There, you get the idea.
[00:45:14.589 --> 00:45:17.769]  The point is, they're keeping the camps open, it's all continuing.
[00:45:20.130 --> 00:45:22.431]  And I always told you, Guantanamo's not even the real camp.
[00:45:22.471 --> 00:45:23.211]  Guantanamo's kind of a
[00:45:24.312 --> 00:45:41.023]  Advertisement camp, or what they show you publicly, not the black sites all over the world, and that's now been declassified, and the White House memo saying they wanted Bush to be dictator, and to restrict the free press in the United States, and this is all being set up, and it's continuing under Obama.
[00:45:41.283 --> 00:45:42.764]  We did get Barbara back.
[00:45:43.024 --> 00:45:44.265]  The phone systems went down earlier.
[00:45:45.675 --> 00:45:58.045]  She called in and talked about how they're doing this death education at the school, how they're going to lock down the school, how it coincides with a weird lockdown drill of Seward, Alaska.
[00:45:58.545 --> 00:46:05.991]  And we asked her to fax us proof of that, and she faxed us the Homeland Security Officer, Transportation Secretary Administration she talked to.
[00:46:07.462 --> 00:46:31.581]  uh... and so just a briefly tell us exactly what's happening at the school exactly what they're doing in the town cuz i keep getting calls and emails they're non-specific about they've told us they're locking the town down for a FEMA drill what is going on okay uh... that the card that i sent to you was given to me by a man whom i
[00:46:33.226 --> 00:46:34.507]  Mysteriously met.
[00:46:35.027 --> 00:46:47.472]  I dropped my daughter off to a coffee shop to work and I'm sitting on the couch looking out the window and a friend is with me and we're watching this man walking up and down the streets looking at our car, kind of strange, and holding something in his hand and looking at the buildings.
[00:46:48.492 --> 00:46:53.634]  And he's kind of looking underneath and around up and down the streets and we're going, what is he doing?
[00:46:53.674 --> 00:46:54.935]  I said, well I'm going to go find out.
[00:46:54.995 --> 00:46:58.036]  So I walked right out and approached him and said, hi, may I help you?
[00:46:58.897 --> 00:46:59.237]  And he
[00:47:01.172 --> 00:47:19.302]  He picked up some pictures that were black and white photos of Seward's buildings and he said, you know it's funny, I used to work here when I was about 19 and I'm just kind of traveling back and looking around at Seward, seeing if I can find some of the old places I used to be and I'm just kind of matching up the buildings.
[00:47:19.362 --> 00:47:24.885]  I want to take some pictures of right where I was standing, seeing if I could re-trace my steps.
[00:47:24.925 --> 00:47:25.986]  And I said, oh really?
[00:47:27.086 --> 00:47:37.048]  Yeah, I know some people who live here, have been here all these years, maybe they remember you and he couldn't even give me the name of the place he worked for and it was a little suspicious.
[00:47:37.128 --> 00:47:39.729]  So he goes, I'll tell you what, I have more photos.
[00:47:40.029 --> 00:47:45.050]  I'm going to run down here where I'm staying and I'll tell you what, I'll buy a cup of coffee from you and I'll come in and I'll talk to you.
[00:47:45.130 --> 00:47:52.252]  So I just kind of went in to the coffee shop and this man came back with more pictures but as he began to go through his pictures,
[00:47:52.827 --> 00:47:59.192]  He kind of flipped up on one of them because as he was showing, yeah, this is down, you know where this is, blah, blah, blah.
[00:47:59.532 --> 00:48:04.136]  Then he handed us a picture and says, and this church is in your town, right?
[00:48:04.556 --> 00:48:07.399]  And we go, uh, yeah, it's right over there.
[00:48:07.479 --> 00:48:09.040]  I mean, you can see it from where we are.
