[00:00:07.332 --> 00:00:08.452]  9VoltLight.com.
[00:30:13.129 --> 00:30:15.010]  Nature's Gem Golden Flax is pure.
[00:30:15.150 --> 00:30:18.532]  There is nothing added and nothing taken away and non-GMO.
[00:30:18.672 --> 00:30:20.993]  We offer a 100% money-back guarantee.
[00:30:21.113 --> 00:30:24.775]  Order Nature's Gem Premium Golden Flax today at GoldenFlax.com.
[00:30:24.956 --> 00:30:26.717]  GoldenFLAX.com.
[00:30:26.877 --> 00:30:27.317]  Or call 800-387-5516.
[00:30:27.357 --> 00:30:27.577]  That's 800-387-5516.
[00:30:27.597 --> 00:30:28.277]  Free shipping included.
[00:30:33.260 --> 00:30:33.420]  Yeah.
[00:30:33.480 --> 00:30:39.124]  Doctors around the world claim that cancer and other diseases cannot live in a pH balanced alkaline environment.
[00:30:39.324 --> 00:30:44.468]  But as you know, most people are overly acidic due to stress, acidic diet, and lack of exercise.
[00:30:44.748 --> 00:30:49.831]  pH balance is the foundation of energy abundance and perfect health as well as prevention of disease.
[00:30:50.132 --> 00:30:51.893]  People who alkalize the water they drink
[00:30:52.133 --> 00:30:55.696]  Experience normalized blood sugar, mental clarity, and loss of weight.
[00:30:56.016 --> 00:31:02.000]  It was intended for human beings to drink alkaline water, but due to modern way of life, most people are overly acidic.
[00:31:02.240 --> 00:31:05.783]  The fact is that disease simply cannot exist in an alkaline environment.
[00:31:06.043 --> 00:31:10.567]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[00:31:10.867 --> 00:31:11.647]  Do your part.
[00:31:11.908 --> 00:31:14.169]  Alkalize and supercharge your body now!
[00:31:14.529 --> 00:31:20.654]  AlkaVision Plasma pH Drops contain a special mineral salt concentrate that raises the pH of the water you drink
[00:31:20.954 --> 00:31:23.358]  Up to the pH of 10, with only 10 drops.
[00:31:23.719 --> 00:31:29.928]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to alkavision.com.
[00:31:30.189 --> 00:31:31.611]  Again, that's alkavision.com.
[00:31:33.391 --> 00:31:35.453]  Break the law and you're caught on film.
[00:32:03.131 --> 00:32:03.471]  That's right.
[00:32:32.378 --> 00:32:42.141]  SouthSummit.com is the place for top name brand knives such as Kershaw, Spyderco, Cold Steel, Gerber, K-Bar, Boker, Leatherman, and more.
[00:32:42.281 --> 00:32:46.242]  South Summit has one of the largest selections of self-defense products on the web.
[00:32:46.382 --> 00:32:56.185]  Knives, stun guns, police batons, pepper spray, LED flashlights, emergency kits, binoculars, and tactical gear are just some of the great products found on SouthSummit.com.
[00:32:56.265 --> 00:33:00.186]  Receive discounted prices on camping and preparedness products from Camelbak, Kelty,
[00:33:00.486 --> 00:33:00.866]  I think so.
[00:33:16.024 --> 00:33:17.845]  Visit SouthSummit.com.
[00:33:17.905 --> 00:33:19.146]  That's SouthSummit.
[00:33:19.406 --> 00:33:21.447]  S-U-M-M-I-T.
[00:33:21.648 --> 00:33:23.329]  SouthSummit.com.
[00:33:23.469 --> 00:33:24.709]  Or call toll-free 1-800-234-8654.
[00:33:24.729 --> 00:33:25.230]  That's 1-800-234-8654.
[00:33:25.250 --> 00:33:27.711]  You're listening to GCN, the Genesis Communications Radio Network.
[00:33:45.649 --> 00:33:55.972]  Coming to you from the capital of Texas, broadcasting the truth coast to coast and worldwide, this is the Alex Jones Show!
[00:33:55.992 --> 00:33:57.392]  What's happened with Barack Obama?
[00:33:57.792 --> 00:34:05.454]  See, this whole technique of problem, reaction, solution, we're now seeing in America, and indeed globally, because of Obama's global influence.
[00:34:05.474 --> 00:34:07.855]  I mean, I was in Africa recently, a few weeks ago.
[00:34:07.895 --> 00:34:09.215]  I mean, crikey, he's a god there.
[00:34:10.115 --> 00:34:12.316]  I guess you can understand why, but if they knew that he
[00:34:13.465 --> 00:34:13.585]  The
[00:34:33.344 --> 00:34:51.925]  And he was also arrogant, and didn't care, and lied, and said, I don't read the newspaper, exactly a perfect psy-op what the Romans would do with a governor, give them an abusive governor, but then bring in a slicker governor who could engage in even more abuse, and the people would accept him as a savior.
[00:34:52.603 --> 00:34:52.923]  Exactly.
[00:34:52.943 --> 00:35:01.507]  One of the interesting things between the mid-90s and about 2002, I did enormous amounts of research into mind control, individual and mass mind control.
[00:35:02.187 --> 00:35:14.672]  One of the staggering things you came across when you talked to some of these individual victims of mind control was that they had a, I wouldn't say a love, but they had this enormous affection
[00:35:15.617 --> 00:35:15.857]  I think?
[00:35:29.527 --> 00:35:46.514]  In outrage, and anyone who's not Bush has got to be better, and he's come along with his smiling face, the smiling Viper, and now he is going to, from January the 20th, be offering solutions to the problems that the Bush administration created.
[00:35:46.534 --> 00:35:49.936]  And people see, all over the world, they see
[00:35:50.778 --> 00:35:54.361]  A change in president has a change in direction.
[00:35:54.762 --> 00:36:02.769]  And all it is, in truth, is a new phase in the same direction towards this global or well-interior.
[00:36:02.889 --> 00:36:04.611]  They're just putting a new quarterback in.
[00:36:05.091 --> 00:36:05.612]  Exactly.
[00:36:05.672 --> 00:36:12.598]  And what Obama's been brought in to do, the salesman, well, he's the salesman as long as he's reading someone else's words on autocue.
[00:36:13.098 --> 00:36:14.399]  David, stay there, stay there.
[00:36:14.479 --> 00:36:17.020]  We're gonna talk about this next phase.
[00:36:17.040 --> 00:36:19.721]  You thought it was bad under Bush?
[00:36:19.741 --> 00:36:20.241]  Get ready.
[00:36:20.261 --> 00:36:20.821]  Stay with us.
[00:36:42.148 --> 00:36:45.894]  Get up, stand up, stand up for your right.
[00:37:14.091 --> 00:37:18.537]  Getting their cameras.
[00:37:19.158 --> 00:37:20.120]  We had hidden cameras.
[00:37:21.241 --> 00:37:22.623]  World leaders being confronted.
[00:37:22.663 --> 00:37:25.948]  Barack Obama, Joe Biden, Bill Clinton, Hillary Clinton, Arnold Schwarzenegger.
[00:37:26.509 --> 00:37:27.089]  On and on and on.
[00:37:27.129 --> 00:37:28.491]  This is just such an amazing film.
[00:37:28.531 --> 00:37:29.353]  It's cinema verite.
[00:37:29.813 --> 00:37:30.894]  There's no voiceover in this.
[00:37:30.934 --> 00:37:41.220]  The one film I've made that's cinema verite style available as low as $6.95 at Infowars.com when you get it as part of group combo packages and make copies of it.
[00:37:41.240 --> 00:37:41.980]  Get it out to people.
[00:37:42.040 --> 00:37:48.424]  That's why I've been offered big distribution deals by Universal and people and turned them down because I wouldn't be able to let you make copies.
[00:37:48.971 --> 00:37:49.491]  I don't know.
[00:38:08.214 --> 00:38:14.597]  We carry a lot of other books and videos like the Money Masters three and a half hour film for the price of a regular length film.
[00:38:14.617 --> 00:38:20.139]  You'll have a master's degree in how the private central banks operate and what they're doing to us with this film at Infowars.com.
[00:38:20.539 --> 00:38:30.084]  Jason Burma's 9-11 film, getting in the Israeli connection, the Pakistani connection, the NORAD stand down, the ghost planes, the doomsday aircraft running the attacks.
[00:38:30.624 --> 00:38:33.185]  It's just an unbelievable film, the latest 9-11 film out there.
[00:38:33.598 --> 00:38:39.781]  That's Fabled Enemies, also available at InfoWars.com or by calling toll-free 888-253-3139.
[00:38:40.461 --> 00:38:45.744]  You can call 24 hours a day, ask them about the combos and discounts.
[00:38:46.044 --> 00:38:48.265]  Hundreds of films and books and titles, not just my 21 films.
[00:38:49.165 --> 00:38:54.306]  And the book I wrote and the other book I published, Paul Watson's Order Out of Chaos, Elite Sponsored Terror, and the New World Order.
[00:38:54.626 --> 00:38:59.507]  Also, this live TV show will be archived at PrisonPlanet.tv in high quality within a few hours of the show being over.
[00:38:59.527 --> 00:39:10.049]  If you're not watching this live streaming right now, when you get home from work or whatever, you can go to PrisonPlanet.tv and see this interview in high quality if you're a PrisonPlanet.tv member for 15 cents a day.
[00:39:10.069 --> 00:39:12.149]  I would also add supporting David Eich as key.
[00:39:12.189 --> 00:39:15.269]  He also has a similar members area of his site, DavidEich.com.
[00:39:15.650 --> 00:39:17.470]  Okay, David, we got a long segment here.
[00:39:17.490 --> 00:39:18.330]  Let's roll with it.
[00:39:19.082 --> 00:39:19.704]  Breakdown.
[00:39:19.724 --> 00:39:30.225]  I mean, he's clearly doing NLP, Mind Control Program, when he gives these speeches, the way both parties have gotten behind him, the way Pat Robertson is getting behind him, saying socialism's good, it will save us.
[00:39:31.195 --> 00:39:32.756]  Obama is unstoppable.
[00:39:33.096 --> 00:39:36.238]  We have Kissinger saying he is the man, the world's perception.
[00:39:36.258 --> 00:39:38.459]  This is an opportunity for a new world order.
[00:39:38.479 --> 00:39:40.180]  In fact, cue that video up.
[00:39:40.200 --> 00:39:41.321]  We'll play a clip of it later.
[00:39:41.901 --> 00:39:43.642]  Just the part where Kissinger says that.
[00:39:43.882 --> 00:39:45.303]  They're halfway through the three-minute clip.
[00:39:45.903 --> 00:39:53.627]  David, break down, David, what's happening with Barack Obama and how he's being sold and packaged as this messiah.
[00:39:54.668 --> 00:39:59.831]  Well, what they've done is used all the mass mind control techniques and the key one
[00:40:00.367 --> 00:40:00.487]  Yes.
[00:40:15.576 --> 00:40:17.057]  Up to the point where he was elected.
[00:40:17.077 --> 00:40:24.063]  Because once you go into specifics, when you're trying to be elected, you're already pushing some people away who don't like your specifics.
[00:40:24.383 --> 00:40:25.804]  Ah, so that's what you mean.
[00:40:25.885 --> 00:40:26.845]  No, I don't want that.
[00:40:27.346 --> 00:40:36.573]  So what he's done is just continually repeated the mantra of, I stand for change, I stand for hope, and I stand for something to believe in.
[00:40:36.953 --> 00:40:43.299]  Now the change idea is very effective because of the way the system screws people.
[00:40:43.779 --> 00:40:44.900]  At any point in time,
[00:40:45.703 --> 00:40:51.329]  The vast numbers of people are not happy with their status quo, the way their life is.
[00:40:51.789 --> 00:41:00.558]  So anyone who comes along and starts saying, I will change things, is immediately open to that because, well, I don't like the way things are.
[00:41:00.598 --> 00:41:01.599]  Change, yeah, change.
[00:41:01.639 --> 00:41:05.824]  I mean, Clinton did this when he got elected for the first time.
[00:41:06.344 --> 00:41:08.887]  And so they created a blank screen.
[00:41:09.893 --> 00:41:10.494]  With Obama.
[00:41:27.498 --> 00:41:42.509]  Many other subliminal, even technological, I would say definitely technological effects that have been attacks on the human perception so that they have actually started to see this guy in messianic terms.
[00:41:42.569 --> 00:41:48.393]  I mean, I've spoken to people and I think, you know, I'm going to click my fingers in a minute, mate, so you wake up when they're talking about this fellow.
[00:41:48.413 --> 00:41:49.894]  And I found that in Africa as well.
[00:41:50.455 --> 00:41:51.816]  So he's going to get this
[00:41:52.981 --> 00:42:00.544]  Compared with most presidents, a really big honeymoon period where he's going to be allowed to get away with a lot of things that other presidents like Bush wouldn't.
[00:42:00.664 --> 00:42:01.604]  Oh, look at what Bush is doing.
[00:42:01.644 --> 00:42:02.424]  Look how I knew it.
[00:42:02.604 --> 00:42:04.825]  But Obama is going to be different for a while anyway.
[00:42:05.345 --> 00:42:20.090]  And I expect, because they have this agenda and they want to push it on as fast as possible and they understand this honeymoon period, anything goes for Obama, following January the 20th, that we're going to see things kick off real quick.
[00:42:21.586 --> 00:42:25.748]  We're going to see a blitzkrieg of activity before the public wakes up.
[00:42:25.848 --> 00:42:28.850]  And going back, look at all his betrayals though.
[00:42:28.910 --> 00:42:33.852]  To get the anti-war movement that swept the Democrats into Congress in 2006, behind him, his handler,
[00:42:37.065 --> 00:42:37.325]  We're good.
[00:42:54.495 --> 00:42:58.057]  And then now he's the chief of staff, so just incredible betrayal.
[00:42:58.518 --> 00:43:01.620]  The wiretapping against the Americans, flip-flop on that.
[00:43:01.700 --> 00:43:03.921]  Now he wants to confront Russia.
[00:43:03.941 --> 00:43:10.325]  I mean, Obama is doing 180 degrees from what he claimed he'd do, but now he's not saying anything.
[00:43:10.365 --> 00:43:13.307]  He's not weighing in on Gaza, on nothing.
[00:43:13.347 --> 00:43:14.428]  He's just sitting there and being...
[00:43:14.648 --> 00:43:24.753]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh, nutritious vegetables will make it to your dinner table?
[00:43:25.234 --> 00:43:26.294]  Garden in a can.
[00:43:26.654 --> 00:43:30.216]  Garden in a can is your source for premium, long-term, storable seeds.
[00:43:30.797 --> 00:43:32.558]  Garden in a can is ready when you are.
[00:43:32.798 --> 00:43:35.099]  Plant them now or store them for when you really need them.
[00:43:35.559 --> 00:43:44.575]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[00:43:45.251 --> 00:43:46.251]  Garden in a Can.
[00:43:46.651 --> 00:43:47.512]  It's that simple.
[00:43:47.872 --> 00:43:49.732]  Fresh, healthy, easy.
[00:43:50.252 --> 00:43:54.214]  Only $69.95 for over a half acre of safe fresh vegetables.
[00:43:54.594 --> 00:43:55.514]  Ready when you are.
[00:43:56.174 --> 00:43:59.795]  Stop procrastinating and start preparing with Garden in a Can.
[00:44:00.255 --> 00:44:03.356]  For more details visit GardenInACan.com today.
[00:44:03.736 --> 00:44:06.257]  That's GardenInACan.com or call 866-598-7396.
[00:44:06.277 --> 00:44:06.317]  866-598-7396.
[00:44:13.368 --> 00:44:21.451]  This year, many of us will have to make the tough decision on what to cut back on and what's essential as we prepare for an uncertain future.
[00:44:21.632 --> 00:44:26.013]  In these troubled times, one of the most important things your family can have is good health.
[00:44:26.174 --> 00:44:30.695]  Some of the contributors to poor health are parasites, viruses, toxins, and heavy metals.
[00:44:30.856 --> 00:44:32.676]  It's a documented fact.
[00:44:33.156 --> 00:44:39.019]  80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic
[00:44:39.899 --> 00:44:51.743]  Now, you can fight internal parasites, heavy metals, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage, once a day.
[00:44:51.983 --> 00:44:56.084]  FPP is now available to you from FreshwaterOrganics.com.
[00:44:56.284 --> 00:44:58.665]  A two-month supply starts at just $17.
[00:44:59.405 --> 00:45:02.926]  FPP is so affordable, you can't afford to do without.
[00:45:03.146 --> 00:45:06.828]  Visit FreshwaterOrganics.com or call them toll-free at 888-949-FPP.
[00:45:15.114 --> 00:45:19.417]  Rough roads might be ahead for the economy, but your vehicle doesn't have to experience them.
[00:45:19.677 --> 00:45:22.279]  Can't afford a new vehicle or even an expensive repair?
[00:45:22.559 --> 00:45:29.125]  Now you can take care of your vehicle with Protecta Engine Oil Booster by SFR, which is a fully synthetic oil booster.
[00:45:29.345 --> 00:45:33.108]  Protecta Engine Oil Booster fortifies your motor oil to help your engine last longer.
[00:45:33.288 --> 00:45:39.392]  Protecta Engine Oil Booster has been tested by independent laboratories and proven in over 1 million vehicles worldwide.
[00:45:39.652 --> 00:45:44.035]  We'll give you enough Protecta Engine Oil Booster for 5 complete oil changes for only $22.95.
[00:45:44.375 --> 00:45:47.617]  That's enough for 2 vehicles for up to 1 year.
[00:45:47.877 --> 00:45:49.699]  Start taking care of your vehicle today.
[00:45:49.999 --> 00:45:52.941]  Take advantage of this limited time offer and receive free shipping.
[00:45:53.141 --> 00:45:56.643]  Protecta Engine Oil Booster is the last defense against engine wear.
[00:45:56.823 --> 00:45:59.026]  Go to oilcompanysecret.com or call 1-888-873-7371.
[00:45:59.066 --> 00:46:00.387]  That's oilcompanysecret.com or 888-873-7371.
[00:46:00.427 --> 00:46:01.749]  Satisfaction guaranteed or your money back.
[00:46:01.789 --> 00:46:03.971]  Call 888-873-7371 or visit oilcompanysecret.com.
[00:46:14.744 --> 00:46:20.046]  What will you do when the economy collapses, store shelves are empty, and your stored food is gone?
[00:46:20.226 --> 00:46:21.906]  How will you feed your family?
[00:46:22.066 --> 00:46:29.228]  True self-sufficiency and peace of mind is being able to grow a wide range of crops, ensuring a well-balanced diet for your family.
[00:46:29.388 --> 00:46:36.731]  GetSeeds.net is offering 100 different varieties of GM-free vegetable seeds for only $49 with free shipping.
[00:46:36.851 --> 00:46:39.211]  You get over 14,000 seeds for only $49.
[00:46:40.412 --> 00:46:44.453]  We offer a complete range of seeds, including heirloom tomatoes, old-fashioned beans,
[00:46:44.673 --> 00:46:45.233]  I think so.
[00:47:16.690 --> 00:47:18.796]  Thank you for listening to GCN.
[00:47:19.317 --> 00:47:22.486]  Be sure to visit GCNlive.com today.
[00:47:24.481 --> 00:47:27.043]  ...said there was no Trans-Texas Corridor on CNN and Fox.
[00:47:27.323 --> 00:47:30.345]  They said Ron Paul was insane, that it didn't exist.
[00:47:30.745 --> 00:47:32.727]  On and on and on and on.
[00:47:33.487 --> 00:47:37.630]  Then they put up the signs, put up a lot of the toll roads, many of the 8,000 miles of toll roads.
[00:47:38.011 --> 00:47:39.411]  About 10% were put in place.
[00:47:39.692 --> 00:47:43.274]  Then they came out this week and said, OK, the Trans-Texas Corridor is dead.
[00:47:43.674 --> 00:47:46.136]  And then they announced a few days later, well, really, it's not dead.
[00:47:46.396 --> 00:47:49.959]  We're just breaking all the projects down into sub-pieces, and we're going to
[00:47:50.299 --> 00:47:55.162]  I would carry out every single bit of seizing your infrastructure to put international toll roads on it.
[00:47:55.202 --> 00:47:57.043]  So there's the example right there.
[00:47:57.343 --> 00:48:02.767]  Meanwhile, I'm on national radio debates and the talk show host laughs at me and says none of this even exists.
[00:48:03.783 --> 00:48:05.145]  Yeah, that's the way they work.
[00:48:06.606 --> 00:48:16.416]  In terms of Obama, we've got a mass mind control operation behind him that's far more sophisticated than I've come across.
[00:48:16.436 --> 00:48:17.157]  This is really a step up.
[00:48:23.663 --> 00:48:24.364]  Well, you said it.
[00:48:24.404 --> 00:48:30.029]  They're using every science they've developed together, overlaid, working on all eight cylinders.
[00:48:30.229 --> 00:48:33.792]  For the first time ever, they're telling us we must be unified.
[00:48:34.052 --> 00:48:38.216]  And for me, that is the signal that they are really moving into a new phase.
[00:48:39.417 --> 00:48:40.538]  Well, it was interesting.
[00:48:40.558 --> 00:48:50.047]  Years and years ago, when I was researching this back in the early 90s, I came across a lady called Kitty Little, who was an Oxford Don.
[00:48:50.908 --> 00:49:09.673]  And she told me that she attended a talk by someone at Oxford University in like the 1940s and she got into this meeting which was a closed meeting because they thought she had certain political views and she didn't and so she was an interloper and they didn't know.
[00:49:10.353 --> 00:49:14.374]  And this man stood up and he made a speech and he said that
[00:49:15.373 --> 00:49:18.454]  There was an organisation that had no name.
[00:49:18.494 --> 00:49:22.355]  He said we don't give it a name because it's much more difficult to track it down if it doesn't have a name.
[00:49:22.815 --> 00:49:26.656]  He said it has a political wing and it has what he called a biological wing.
[00:49:27.376 --> 00:49:39.640]  The head of the biological wing was Lord Rick de Rothschild and he, he said, was the head of that time of the political wing and he said as a result there was going to come a point where he was going to become Prime Minister of Britain and
[00:49:40.462 --> 00:49:47.327]  His name was Harold Wilson and he became Prime Minister of Britain in the early 60s and apart from four years until 1975.
[00:49:48.468 --> 00:50:09.925]  But what he said in that speech was that the infiltrators of this conspiracy were going to go into the right wing of the Labour Party, which was perceived then as a left-wing party, and they were going to go into the left wing of the Conservative Party, which was perceived as a right-wing party, because he said
[00:50:10.663 --> 00:50:14.884]  People instinctively don't like extremists, so we can oppose as moderates.
[00:50:15.305 --> 00:50:27.969]  He said, and what's going to happen is from control of both these parties, we're going to fuse them together to the point where they become one party under two names or three names with the Liberal Party.
[00:50:28.449 --> 00:50:34.191]  And what has happened in this country from the end of Margaret Thatcher onwards, particularly when...
[00:50:37.321 --> 00:50:41.024]  When Blair came in, that is precisely what has happened.
[00:50:41.385 --> 00:50:47.530]  We have three parties in this country, two that have any chance of forming a government, Labour and Conservative, and the Liberal Democrats as well.
[00:50:47.991 --> 00:50:53.876]  You can't hardly, except in rhetoric, get a cigarette paper between them on most of these things.
[00:50:54.156 --> 00:50:56.038]  And the same is happening now in America.
[00:50:56.078 --> 00:50:57.780]  We're reaching this point where
[00:50:58.540 --> 00:51:18.057]  The parties are fusing into the one party that they want them to to to become and so we don't have political choice anymore Yes, whereas before whereas before they would have little fights with each other over the power structure over who got to sit in the seats and levers of power to to to fund themselves and aggrandize themselves and
[00:51:18.317 --> 00:51:40.044]  Now, there is no separation, and remember last year, David, in England it came out that the House of Commons was being spied on by MI5, all their phones were being listened to, but that the main focus was on the few little parties that weren't controlled, and that they weren't worried about the three major parties, because those were basically already run by the intelligence apparatus.
[00:51:40.603 --> 00:51:42.504]  Yeah, well you've got Gordon Brown, the Prime Minister.
[00:51:42.544 --> 00:51:45.024]  You've got David Cameron, the leader of the opposition.
[00:51:45.985 --> 00:51:51.846]  They use different words and they criticise each other, but you look at their basic policies and what they would do in power.
[00:51:51.906 --> 00:51:53.567]  It's precisely the same.
[00:51:54.027 --> 00:52:06.111]  And so it shows how far along the road we've now come, where even the pseudo-fighting that went on before is now fusing into this one-party state.
[00:52:06.151 --> 00:52:08.572]  And what they've done with Obama is turned him into a
[00:52:10.445 --> 00:52:16.489]  A public Demo-Republican, if you like, a Republo-Democrat, whatever you want to call it.
[00:52:16.790 --> 00:52:22.033]  They're putting him right in that center ground, in the public mind, of bringing people together.
[00:52:22.394 --> 00:52:32.881]  But actually, he is a massive extremist who owes more to the fascist state of mind, especially the people behind him, than any socialist state of mind.
[00:52:32.921 --> 00:52:36.664]  Although if you go far enough left and far enough right, you meet the same situation
[00:52:36.744 --> 00:52:39.649]  And then we get into colors, using colors to program.
[00:52:39.669 --> 00:52:46.180]  Have you noticed that he and his wife, the night they won, both wore red and black and so did their children?
[00:52:46.621 --> 00:52:48.304]  Again, there's major messages in that.
[00:52:49.356 --> 00:52:55.797]  Yeah, I mean, they understand the way that vibrational codes affect people.
[00:52:56.177 --> 00:52:57.878]  And colors are vibrational codes.
[00:52:58.398 --> 00:53:01.578]  Different colors and different shades of colors.
[00:53:01.818 --> 00:53:02.899]  And that's the fascist color.
[00:53:02.939 --> 00:53:04.379]  Red, black and white.
[00:53:04.959 --> 00:53:08.500]  And it affects you in a certain way and they speak to the subconscious mind.
[00:53:08.780 --> 00:53:15.221]  But I think one of the key things that we're going to see with Obama is the creation of a situation where
[00:53:16.167 --> 00:53:21.710]  If you're not for him, then you somehow need to be marginalized.
[00:53:21.831 --> 00:53:23.712]  And you're causing the economy to get worse.
[00:53:23.732 --> 00:53:24.452]  They're already saying that.
[00:53:25.393 --> 00:53:34.679]  If you do exactly what they say, and you don't question, and you go to the work brigades, and you hand your children over, and you spy on your neighbors, and you pay all these carbon taxes, things will be fixed.
[00:53:34.719 --> 00:53:35.539]  That's the solution.
[00:53:35.819 --> 00:53:41.743]  But if you stand in the way of the solution, you've got to be removed because you're the cause of the problem.
[00:53:42.501 --> 00:54:05.163]  Yeah, I mean, when these demigods and tyrannies come to power, I mean, Hitler's a classic example, anyone that's against them is attacked, is marginalized, is abused, is libeled and slandered, and it's designed to stop people being that nail that stands out above the rest, as the Japanese say.
[00:54:07.405 --> 00:54:08.986]  David Stender will come back and continue with that.
[00:54:09.426 --> 00:54:12.328]  David Icke is our guest for another 40 minutes.
[00:54:13.829 --> 00:54:15.210]  Get up on the phones up in the next hour 1-800-259-9231.
[00:54:15.230 --> 00:54:16.871]  We're fighting the technological enslavement system.
[00:54:16.891 --> 00:54:17.311]  We're fighting
[00:54:23.135 --> 00:54:27.000]  The final revolution of the elite against humanity trying to make themselves gods.
[00:54:27.420 --> 00:54:42.718]  I want to get into the genetic engineering, why they're destroying the environment in the name of saving it, what their final endgame is if we don't defeat them, and more about us being empowered and taking action that you speak so elegantly to, David, but continue with the point you were making when we got interrupted by the break.
[00:54:44.511 --> 00:54:58.636]  Well I just feel that Obama is going to be put up there in a situation where you're either for him and you're a good guy or you're challenging him and you're just trying to destroy America.
[00:54:58.676 --> 00:55:08.239]  And the other thing that is going to be played, although he's talking all the time about racism and all this stuff, the race card is going to be played as well.
[00:55:08.319 --> 00:55:12.480]  People who attack him, they're going to be called racist and it's just because he's a black president.
[00:55:12.600 --> 00:55:14.921]  Oh, David, David, David, I know this has happened to you.
[00:55:15.402 --> 00:55:20.545]  On my website, InfoWars.com or PrisonPlanet.com, we'll write an article with Rahm Emanuel saying compulsory service.
[00:55:20.865 --> 00:55:24.147]  We'll say we're against it, and every other comment is, you just hate black people.
[00:55:24.587 --> 00:55:26.849]  But then I notice it's mainly white yuppies saying it.
[00:55:27.209 --> 00:55:29.090]  Are they programmed, or are those disinfo?
[00:55:29.610 --> 00:55:35.314]  Well, that's an interesting point, and you know, I would make this point very strongly.
[00:55:37.023 --> 00:55:39.485]  You know, I've got a great friend in Africa.
[00:55:39.525 --> 00:55:42.648]  He's a Zulu shaman, a very well-known man in South Africa.
[00:55:42.688 --> 00:55:47.913]  He's in his 80s now, and his perception of Obama is absolutely spot-on.
[00:55:48.254 --> 00:55:49.895]  He wrote a poem that's on your website.
[00:55:49.935 --> 00:55:50.175]  Yeah.
[00:55:50.196 --> 00:55:51.877]  Do you want me to give you a few lines from it?
[00:55:52.257 --> 00:55:52.858]  Read the whole poem.
[00:55:52.878 --> 00:55:53.178]  Go ahead.
[00:55:53.399 --> 00:55:53.699]  Okay.
[00:55:54.739 --> 00:55:59.001]  He wrote this poem after he saw Obama speaking on television.
[00:55:59.621 --> 00:56:04.623]  An actor walks upon the floodlit stage of life, wearing a mask of an angel beneath a demon's crown.
[00:56:05.203 --> 00:56:05.904]  A gown, rather.
[00:56:05.984 --> 00:56:10.785]  Pretense smiles upon the crowded hall of life, holding out hope as bright as it is false.
[00:56:11.546 --> 00:56:19.369]  Son of a woman in whose veins flows the blood of ancient Ireland and dark Africa's plains, you are Obama, nicknamed the Standing King.
[00:56:19.409 --> 00:56:21.730]  You are Barak, O son born to deceive.
[00:56:22.450 --> 00:56:24.531]  The suffering hordes of Africa look up to you.
[00:56:25.031 --> 00:56:27.872]  See a black savior where naught but a Judas strides.
[00:56:28.533 --> 00:56:31.214]  An entrapper of nations, bringer of dismal war.
[00:56:31.854 --> 00:56:34.175]  Behind the robes and the nylon wings of hope.
[00:56:34.635 --> 00:56:36.996]  Oh may those who look up to you see you as you are.
[00:56:37.497 --> 00:56:40.078]  May those who hope in you behold you as you are.
[00:56:40.538 --> 00:56:43.359]  A prince deceitful to bring down Africa's shrines.
[00:56:43.619 --> 00:56:47.081]  A siren who leads Africa's ships onto rocks of obliteration.
[00:56:47.705 --> 00:56:50.008]  Your rule, my lord, will not be one of peace.
[00:56:50.588 --> 00:56:52.951]  Your reign, my king, will not be one of smiles.
[00:56:53.011 --> 00:56:53.812]  And so it goes on.
[00:56:54.392 --> 00:57:03.702]  And some of the people that are going to be most disappointed about the reign of Barack Obama are going to be the black people of America.
[00:57:04.063 --> 00:57:09.889]  Because he's got a different color skin doesn't mean that he has their best interests at heart.
[00:57:10.029 --> 00:57:20.077]  Well, David, the first thing he's doing is massively increasing, and even the Huffington Post liberals are reporting this, massive forced abortion eugenics funding in Africa.
[00:57:20.137 --> 00:57:21.919]  The Bill and Melinda Gates Foundation.
[00:57:22.599 --> 00:57:24.020]  I mean, he is going after them.
[00:57:28.764 --> 00:57:29.365]  We're good to go.
[00:57:45.883 --> 00:57:48.185]  And that black overclass does not answer.
[00:57:48.325 --> 00:57:53.049]  This is the Obamas and the Jesse Jacksons and the Oprah Winfrey's and the Jay-Z's.
[00:57:53.369 --> 00:57:57.713]  That doesn't answer in terms of its allegiance to black people in general.
[00:57:57.813 --> 00:58:02.617]  It answers to the white overclass, the bloodlines that run the... Stay there, David.
[00:58:02.637 --> 00:58:03.097]  Stay there.
[00:58:03.117 --> 00:58:04.338]  70-second break.
[00:58:04.519 --> 00:58:07.021]  We'll be right back with David Icke in the final hour.
[00:58:07.721 --> 00:58:08.721]  Hi, this is Ted Anderson.
[00:58:08.761 --> 00:58:10.582]  Did you miss your favorite shows on GCN today?
[00:58:10.902 --> 00:58:18.483]  Thanks to the continued support of our listeners, subscribers, and sponsors, we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
