[00:00:14.235 --> 00:00:15.537]  ReadyReserveFoods.com.
[00:23:21.958 --> 00:23:25.281]  Yes, it's appropriate for me to tase a 72-year-old.
[00:23:25.401 --> 00:23:27.123]  What happened before tasers, police?
[00:23:27.783 --> 00:23:34.711]  I mean, was the 72-year-old woman so bad that you had to call backup and three other jackbooted thugs to come run up on her?
[00:23:34.991 --> 00:23:35.852]  She's 72!
[00:23:36.893 --> 00:23:37.193]  Okay?
[00:23:37.393 --> 00:23:43.640]  If you had to put her arms behind her back and put her in cuffs, that's a whole different story from tasering her.
[00:23:44.060 --> 00:23:45.242]  From tasering her.
[00:23:46.163 --> 00:23:50.187]  Tasering a 72-year-old great-grandmother!
[00:23:50.911 --> 00:23:53.092]  I mean, can I reiterate this any better?
[00:23:53.112 --> 00:23:55.352]  I mean, out of control!
[00:23:55.592 --> 00:23:57.093]  And now we're going to play the EMS clip.
[00:23:57.113 --> 00:23:58.613]  We're going to go back to back for you.
[00:23:59.293 --> 00:24:01.014]  See how out of control these cops are.
[00:24:01.194 --> 00:24:16.318]  I mean, it's not enough that a couple of weeks ago, when I did this show, three or four weeks ago, we have to report on the fact that this young girl calls 911 for her father, who had had a brain aneurysm in the weeks before and started having a seizure.
[00:24:16.758 --> 00:24:17.419]  And what happens?
[00:24:17.599 --> 00:24:22.403]  The cop hangs up on her three times because she used a naughty word.
[00:24:22.883 --> 00:24:27.688]  Oh, she used the F word while my father was having a seizure that made a take in his life.
[00:24:28.488 --> 00:24:41.620]  And then on top of that, she goes because the cop station is only a few blocks down and she doesn't realize the jackass police officer that just hung up on her three separate times without even finding out what was going on is the one working there.
[00:24:41.820 --> 00:24:43.261]  So she goes there, guess what she gets?
[00:24:43.541 --> 00:24:44.222]  Arrested!
[00:24:44.913 --> 00:24:46.634]  That's the country we live in!
[00:24:47.035 --> 00:24:53.940]  And now it's cops attacking EMTs and trying to arrest them for helping old women hit it.
[00:24:54.461 --> 00:25:01.926]  That man telling you not to get involved, that's the guy that gets attacked in a moment.
[00:25:01.947 --> 00:25:02.687]  Continue.
[00:25:04.388 --> 00:25:09.913]  And the person taping this whole thing, getting the evidence, is the son of the woman that just cannot believe this is even happening.
[00:25:10.473 --> 00:25:10.693]  Yes, sir.
[00:25:10.713 --> 00:25:12.294]  I've been going hot over here to help the county out.
[00:25:12.314 --> 00:25:12.714]  Do you understand?
[00:25:12.734 --> 00:25:13.374]  Do it at the moment.
[00:25:13.394 --> 00:25:13.814]  I can't control it.
[00:25:32.529 --> 00:25:33.730]  Walks around.
[00:25:33.890 --> 00:25:36.111]  You are under arrest.
[00:25:36.631 --> 00:25:37.532]  You are under arrest.
[00:25:37.552 --> 00:25:40.414]  See, this guy's smart.
[00:25:40.714 --> 00:25:46.437]  He doesn't just go under arrest.
[00:25:46.497 --> 00:25:49.639]  He knows there's a state law against this.
[00:25:49.739 --> 00:25:55.422]  Right now, the cop's hands are just right around his throat and he's choking him.
[00:25:55.822 --> 00:25:58.384]  Thank God this guy stood up for himself.
[00:25:58.404 --> 00:25:59.705]  Otherwise, he would have gone to jail.
[00:26:00.645 --> 00:26:05.608]  And this woman would have been unattended, unattended in the back of an EMS van.
[00:26:05.668 --> 00:26:07.590]  Alright, I'm going to take some callers.
[00:26:08.951 --> 00:26:15.395]  But on the other side of the next break, we're really going to talk about this new cyber security coordinator, what that means for you, what internet 2 is.
[00:26:16.795 --> 00:26:17.576]  Total slavery.
[00:26:18.056 --> 00:26:21.639]  I mean, worse than China, worse than what Australia is doing to censor the internet.
[00:26:21.779 --> 00:26:23.940]  And this is going to be global, that's what they want.
[00:26:24.380 --> 00:26:26.482]  They want full control.
[00:26:26.782 --> 00:26:28.443]  Chris in Florida, you're on the line, sir.
[00:26:30.327 --> 00:26:39.071]  Hey, isn't Sotomayor, isn't she a member of an organization that would just do anything for blacks, just give the shirt off their backs for blacks, LaRosa?
[00:26:39.551 --> 00:26:41.192]  Well, I would say that it's even worse than that.
[00:26:41.232 --> 00:26:46.694]  She's a council member of LaRosa and it's not to me that she would do, you know, things for blacks.
[00:26:47.274 --> 00:26:49.796]  La Raza means of the race, or for the race.
[00:26:49.856 --> 00:27:01.763]  I mean, this woman, this woman is somebody who is going to grant amnesty to everybody, who is going to bring in a North American Union, who is obviously anti-gun, and La Raza is a racial organization.
[00:27:01.823 --> 00:27:06.066]  She, you know, this reverse racism nonsense, there's nothing reverse about it.
[00:27:06.426 --> 00:27:08.547]  People of all colors can be racists.
[00:27:09.007 --> 00:27:14.791]  And, you know, this woman, to me, with her statements and her council membership, a la Raza is an obvious racist, sir.
[00:27:15.925 --> 00:27:16.766]  Well, I'm talking right.
[00:27:16.806 --> 00:27:17.867]  I'm talking about La Raza.
[00:27:17.887 --> 00:27:25.896]  They are very anti-black, anti-anybody, either Hispanic or outlaw, you know, or ethnicity, according to them.
[00:27:25.976 --> 00:27:30.141]  And it's just funny, you know, another anti-black move on Obama's part.
[00:27:30.201 --> 00:27:31.683]  But I'm talking about that paramedic.
[00:27:31.743 --> 00:27:32.403]  I saw that video.
[00:27:33.304 --> 00:27:54.054]  And in the story, the footage does not show the paramedic assaulting the trooper like the trooper claimed, and when the paramedic is under arrest, you can see he just becomes aware that he's dealing with a bully, not a police officer, and he sees that the officer just sends fear, so he's trying to evoke more fear, and the paramedic points out
[00:27:54.574 --> 00:27:56.896]  How unnecessary it is to be restrained by the neck.
[00:27:56.936 --> 00:28:04.864]  He keeps saying hello, hello, pointing at his neck like I'm speaking here, and you don't need to do this, and just demonstrating how well restrained he was.
[00:28:04.924 --> 00:28:11.531]  But the other trooper, the backup officer, should have intervened, so he's also civilly liable for civil rights.
[00:28:11.551 --> 00:28:14.554]  But thanks very much for stating the good name of police.
[00:28:14.814 --> 00:28:15.855]  Alright, you got it, my friend.
[00:28:16.195 --> 00:28:18.998]  And you know, again, it's not all cops, folks, but really,
[00:28:20.007 --> 00:28:29.152]  I mean, when 72-year-old women are being tasered, and this one cop is completely out of control, because the other cop, you can tell, he can't believe that this guy is doing this.
[00:28:29.552 --> 00:28:31.473]  You know, he is not happy with his partner.
[00:28:31.713 --> 00:28:34.614]  But that's okay, because this guy's under internal investigation.
[00:28:34.835 --> 00:28:36.976]  He pulls over ambulances with pregnant women.
[00:28:37.236 --> 00:28:39.257]  Everything's just fine in this country, folks.
[00:28:39.537 --> 00:28:41.198]  Let's go to Ken in Dallas.
[00:28:41.238 --> 00:28:41.918]  Ken, you're online.
[00:28:43.779 --> 00:28:45.220]  Hey, Jason, how's it going?
[00:28:45.280 --> 00:28:45.440]  Good.
[00:28:46.184 --> 00:28:47.185]  Hey, good to talk to you.
[00:28:47.785 --> 00:28:52.429]  I just haven't heard much on the radio lately about the Chemtrail issue.
[00:28:52.469 --> 00:28:55.731]  I know Alex said he was going to do a film on that coming up.
[00:28:55.831 --> 00:28:57.072]  I don't know if he's talked about it.
[00:28:57.312 --> 00:29:00.574]  Well, yeah, he's still working on it, but right now he's Obama 2 right now.
[00:29:00.614 --> 00:29:02.456]  I mean, although the Chemtrail one is
[00:29:02.916 --> 00:29:07.577]  Coming up and we're trying to get a hold of Rosalynn Peterson and go out to California to get a good interview with her.
[00:29:08.158 --> 00:29:11.259]  Right now the focus is the second Obama deception picture.
[00:29:11.699 --> 00:29:12.579]  Fall of the Republic.
[00:29:12.919 --> 00:29:14.760]  I believe I hear the bumper music, my friend.
[00:29:14.780 --> 00:29:16.880]  Listen, we'll come back to you on the other side.
[00:29:17.180 --> 00:29:27.583]  Take more calls and then get into what Obama's coming out party for Internet 2.0 and a cyber security, you know, office and coordinator really means.
[00:29:27.683 --> 00:29:28.524]  We'll be back after this.
[00:29:28.584 --> 00:29:29.384]  It's the Alex Jones Show.
[00:29:36.385 --> 00:29:37.206]  Newsflash!
[00:29:37.607 --> 00:29:39.248]  Unemployment is soaring over 10%.
[00:29:39.329 --> 00:29:44.435]  The dollar is plummeting and banks are beginning to close their doors.
[00:29:45.869 --> 00:29:49.811]  Financial experts are saying we are headed for an economic depression.
[00:29:50.231 --> 00:29:54.012]  The world is on the brink of total meltdown.
[00:29:54.472 --> 00:30:01.275]  Unless you expect the government to bail you out, you must be able to grow your own healthy food.
[00:30:01.475 --> 00:30:09.558]  Survivalistseeds.com has just released a brand new heirloom seed pack at a dramatically reduced price.
[00:30:09.798 --> 00:30:13.620]  So you and your family have a long-term food solution.
[00:30:15.100 --> 00:30:18.766]  The choice between starvation and freedom is made by you.
[00:30:18.906 --> 00:30:20.007]  Right now.
[00:30:20.068 --> 00:30:22.391]  Go to survivalistseeds.com.
[00:30:22.591 --> 00:30:24.875]  That's survivalistseeds.com.
[00:30:24.915 --> 00:30:28.199]  Because you are almost out of time.
[00:30:28.320 --> 00:30:29.361]  survivalistseeds.com
[00:30:32.990 --> 00:30:42.093]  Did you know that it's a documented fact 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection?
[00:30:42.253 --> 00:30:50.296]  You may be one of millions of people suffering from one of dozens of debilitating chronic diseases from these parasites and your doctor would never know it.
[00:30:50.416 --> 00:30:50.736]  In fact,
[00:30:50.796 --> 00:30:54.938]  And clinically detected parasites account for only 1% of all cases.
[00:30:55.018 --> 00:30:57.620]  Don't continue to suffer from pain due to misdiagnosis.
[00:30:57.760 --> 00:31:09.066]  Now you can fight internal parasites, heavy metal poisoning, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[00:31:09.346 --> 00:31:15.529]  FPP is used around the world, has numerous uses, and is now available to you from Freshwater Organics.
[00:31:15.769 --> 00:31:19.511]  FPP strengthens skin, hair, and bones, lowers cholesterol, and isn't
[00:31:19.711 --> 00:31:23.515]  Excellent source of natural plant-based silica with 14 trace minerals.
[00:31:23.675 --> 00:31:26.478]  Order some today at FreshWaterOrganics.com.
[00:31:26.598 --> 00:31:28.780]  Again, that's FreshWaterOrganics.com.
[00:31:28.940 --> 00:31:30.962]  Or call 888-949-3570.
[00:31:31.002 --> 00:31:37.869]  The word catastrophe is defined as a sudden and widespread disaster.
[00:31:38.150 --> 00:31:41.333]  The only way to be truly ready is to prepare yourself now.
[00:31:41.813 --> 00:31:47.817]  The7store.net is here to make sure you are fully prepared in the event of any catastrophe.
[00:31:48.078 --> 00:31:59.906]  The7store.net carries high-quality storable MREs, storable and freeze-dried foods, survival gear, terror and pandemic kits, water storage, self-reliant items, and more.
[00:32:00.286 --> 00:32:02.308]  All with a low-price guarantee.
[00:32:02.628 --> 00:32:07.692]  We are ready to answer your questions and offer advice on preparedness, food storage, and more.
[00:32:07.992 --> 00:32:10.754]  See why The7store.net is one of the nation's
[00:32:10.794 --> 00:32:11.334]  Hi, I'm Steve Schenck.
[00:32:36.101 --> 00:32:39.444]  A wise man once said, if a dog ain't bitin', dogs don't bite.
[00:32:39.964 --> 00:32:43.287]  This means most people don't really believe a disaster will hit them until it does.
[00:32:43.828 --> 00:32:52.555]  The ones who truly understand self-reliance are those who've experienced the devastation of a Midwest ice storm, tornadoes, floods, or the Southeast hurricane season.
[00:32:53.215 --> 00:32:59.601]  No matter where you live in our great country, fearless independence and safety means water, food, and an evacuation plan.
[00:33:00.453 --> 00:33:02.955]  Find efoodsdirect.com on the internet.
[00:33:03.495 --> 00:33:08.218]  They have a two-month grab-and-go kit that provides more than three super meals a day for two months.
[00:33:08.878 --> 00:33:10.819]  The cost is about five dollars a day.
[00:33:11.940 --> 00:33:13.921]  Call 800-409-5633.
[00:33:14.181 --> 00:33:23.747]  It will be tempting to eat these foods right now, but each one of us needs to keep one in the car and one next to the door just in case.
[00:33:24.739 --> 00:33:31.104]  Call 800-409-5633 or look on the web at efoodsdirect.com.
[00:33:32.925 --> 00:33:35.147]  The GCN Radio Network.
[00:33:35.527 --> 00:33:38.409]  Providing the world with hard-hitting talk radio.
[00:33:38.970 --> 00:33:39.690]  GCN.
[00:33:40.150 --> 00:33:42.112]  Great talk radio starts here.
[00:33:42.132 --> 00:33:52.159]  Alright folks, we are back at the Alex Jones Show and joining us now via telephone is Alex Jones.
[00:33:52.259 --> 00:33:52.860]  Alex, how are ya?
[00:33:55.522 --> 00:33:59.645]  I'm down on I-37, back from the beach with the family on the Texas coast.
[00:34:00.286 --> 00:34:02.087]  Jason, I appreciate you sitting in for me.
[00:34:02.267 --> 00:34:03.508]  How's my cell phone coming in?
[00:34:03.909 --> 00:34:04.789]  It's coming in well, Alex.
[00:34:05.610 --> 00:34:07.031]  Oh yeah, I'm just going to make a quick point.
[00:34:07.051 --> 00:34:12.896]  When you get back to news and this whole declaring war on free speech globally, that's what this cyber security announcement is.
[00:34:13.216 --> 00:34:16.979]  Like the phony war on terror, phony war on drugs, war on illiteracy.
[00:34:17.620 --> 00:34:20.262]  There'll be more drugs, more terror, and more dumb people.
[00:34:20.983 --> 00:34:23.084]  And zero freedom on the internet.
[00:34:24.600 --> 00:34:27.383]  Look, the issue here is we know the police are bad in North Korea.
[00:34:27.783 --> 00:34:29.625]  We know the police are bad in Communist China.
[00:34:29.926 --> 00:34:31.748]  We know the police are bad in Soviet Russia.
[00:34:31.988 --> 00:34:36.613]  We know the police are the bad guys in Communist Cuba today.
[00:34:36.653 --> 00:34:41.218]  We know the police are bad in Nazi Germany or Soviet Eastern Germany.
[00:34:41.498 --> 00:34:43.120]  We know the police are bad in Mexico.
[00:34:43.140 --> 00:34:44.841]  We know the police are bad in Guatemala.
[00:34:45.162 --> 00:34:46.864]  We know that tyranny comes to your door
[00:34:47.708 --> 00:34:48.509]  We're good to go.
[00:35:12.585 --> 00:35:14.647]  Because of the interest of time, what happened?
[00:35:15.148 --> 00:35:20.413]  It's on record now, and the police report, the state police report is up.
[00:35:20.934 --> 00:35:31.845]  It's what the EMPs, emergency medical technicians, and the paramedics originally said, and the police tried to lie and say, oh the video doesn't show him assaulting the cop.
[00:35:32.503 --> 00:35:33.904]  That's where the cops have seen the video.
[00:35:33.924 --> 00:35:38.147]  The assault is when they're pushing him and choking him and grabbing his arm.
[00:35:38.227 --> 00:35:40.008]  He pulls his arm away once.
[00:35:40.028 --> 00:35:44.550]  So that's why they're saying they're going to charge the paramedic in the back of the car.
[00:35:44.651 --> 00:35:49.193]  So what happened is this ambulance wouldn't get out of the way of the police.
[00:35:49.233 --> 00:35:50.634]  They were trying to go around them in traffic.
[00:35:51.575 --> 00:35:52.635]  And the police now admit this.
[00:35:52.976 --> 00:35:54.557]  The EMTs couldn't.
[00:35:54.577 --> 00:35:57.639]  You know they had their lights on with a lady that they thought was having a heart attack.
[00:35:57.659 --> 00:35:59.540]  It turned out she had heat exhaustion.
[00:36:00.341 --> 00:36:01.423]  Which mimics heart attacks.
[00:36:01.443 --> 00:36:05.871]  She was an older woman and her son was smaller at the hospital.
[00:36:06.753 --> 00:36:09.258]  So they run up and start screaming at the EMTs.
[00:36:09.298 --> 00:36:10.800]  They turn their lights on, pull them over.
[00:36:11.755 --> 00:36:12.435]  We're good to go.
[00:36:31.704 --> 00:36:32.844]  You are, you are.
[00:37:01.912 --> 00:37:07.136]  What I originally said watching the tape three days ago, it is confirmed.
[00:37:08.016 --> 00:37:13.200]  What the tape originally showed, what the EMPs told our office, what we're scared to come on the show, what they told local news.
[00:37:13.800 --> 00:37:17.543]  And you interviewed, of course, local news stations in Oklahoma Friday, or Thursday.
[00:37:18.143 --> 00:37:19.304]  So we've been all over this story.
[00:37:19.344 --> 00:37:27.730]  For those that don't know, this is a microcosm, not just of what the police did, but their response to all of this and the attempted cover-up.
[00:37:29.005 --> 00:37:33.387]  This ambulance in traffic wouldn't get out of the way because cars were across all lanes.
[00:37:33.907 --> 00:37:40.349]  The police car began to almost run into the ambulance with lights on.
[00:37:41.290 --> 00:37:49.173]  The police drive on the shoulder around, go to their traffic call, and then chase down the ambulance minutes later.
[00:37:49.193 --> 00:37:51.994]  Reportedly about 15 minutes later.
[00:37:52.434 --> 00:37:54.455]  Basically almost running it off the road.
[00:37:55.800 --> 00:37:56.381]  Uh, the U.T.
[00:37:56.421 --> 00:37:57.681]  staff said, what's the problem?
[00:37:57.701 --> 00:37:59.623]  The cops jump in their face, flip out.
[00:37:59.643 --> 00:38:02.464]  Now, it turns out this officer has some type of mental problem.
[00:38:02.905 --> 00:38:05.906]  He has been written up for going crazy on an ambulance before.
[00:38:06.267 --> 00:38:09.289]  He can't stand that they're God-level like him.
[00:38:09.729 --> 00:38:11.570]  You see, this is government battling government.
[00:38:11.970 --> 00:38:17.934]  To him, they are below him on the God-level dictatorship hierarchy, and I mean that when I say it.
[00:38:18.354 --> 00:38:19.435]  So he has this fetish
[00:38:19.895 --> 00:38:22.816]  This obsession with ambulances and the fact that they don't get out of his way.
[00:38:22.836 --> 00:38:24.657]  Now, they're following state and federal law.
[00:38:24.677 --> 00:38:25.477]  They're not supposed to.
[00:38:25.797 --> 00:38:28.198]  They are above the godlike police.
[00:38:28.498 --> 00:38:29.978]  Yes, there is someone actually above you.
[00:38:30.198 --> 00:38:32.799]  No one's supposed to stop them when they're doing their job.
[00:38:32.859 --> 00:38:35.400]  So, when they've got their lights on.
[00:38:35.820 --> 00:38:48.284]  So, then, the black officer in the back, who they haven't even seen, not the driver, he gets down and starts going to the back with equipment to help the woman that they believe is having a heart attack.
[00:38:48.942 --> 00:38:49.362]  We're good to go.
[00:39:18.979 --> 00:39:19.619]  You know, you're fine.
[00:39:19.639 --> 00:39:21.421]  You pulled us over, but I'm gonna help her.
[00:39:22.441 --> 00:39:29.786]  But the control freak and the religion of control freakness has got a fetish for some kind of a weird obsession with ambulances.
[00:39:29.866 --> 00:39:34.469]  It's like a bird dog that gets mad because, you know, he chases cars or something.
[00:39:35.309 --> 00:39:37.430]  And it got completely out of his mind, in my opinion.
[00:39:37.951 --> 00:39:39.632]  But he's been written up for this before.
[00:39:40.626 --> 00:39:45.953]  And so they start pushing and grabbing on him, and the EMT just pulls his arm back.
[00:39:46.094 --> 00:39:49.318]  Well, then they start choking him, and the EMT goes, wait a minute.
[00:39:49.839 --> 00:39:50.660]  These people are nuts.
[00:39:51.161 --> 00:39:57.129]  So he controls himself, goes into that place of control while they're choking him, and he's calmly going, you're choking me.
[00:39:57.862 --> 00:39:58.422]  It's choking me.
[00:39:58.442 --> 00:39:59.263]  What's wrong with you?
[00:39:59.503 --> 00:40:03.864]  And they're choking him, getting off on it, looking like total demonic lunatics.
[00:40:04.164 --> 00:40:06.925]  Like a Nazi in a death camp shooting somebody in the back of the head.
[00:40:06.945 --> 00:40:10.146]  I mean, that's the same, you know, Jeffrey Dahmer type, getting off on it.
[00:40:10.506 --> 00:40:11.227]  Crazy men.
[00:40:11.467 --> 00:40:12.947]  It's up on InfoWars.com, folks.
[00:40:13.267 --> 00:40:14.768]  Watch the cell phone video up close.
[00:40:14.788 --> 00:40:19.610]  I mean, they are on a power trip with their Marine Corps hats on and their drill sergeant hats.
[00:40:20.090 --> 00:40:23.551]  And then finally the cop choking him because the guy didn't resist.
[00:40:24.546 --> 00:40:30.530]  realizes he looks like a complete lunatic, and says, okay, I'm sorry, and pats him on the back and lets him leave.
[00:40:30.990 --> 00:40:32.911]  So, at least the cop had a soul.
[00:40:33.411 --> 00:40:34.952]  But the point is, they're nuts!
[00:40:35.072 --> 00:40:35.853]  They're nuts!
[00:40:36.293 --> 00:40:37.013]  They're nuts!
[00:40:37.614 --> 00:40:43.057]  I mean, yeah, when I was 15 years old, I'd blow up and, you know, go off the handle and people would get in fights for no reason.
[00:40:43.297 --> 00:40:50.521]  You can't do that when you're 35 and a police officer with a firearm and going crazy on ambulances.
[00:40:50.541 --> 00:40:52.823]  But it's just like in Oakland where they shot the guy in the back
[00:40:53.758 --> 00:40:54.800]  On the ground in handcuffs.
[00:40:54.820 --> 00:40:56.523]  They lied and said he'd attacked police.
[00:40:56.824 --> 00:40:58.687]  They seized all the cell phone cameras.
[00:40:59.008 --> 00:41:02.394]  Claimed that the subway video cameras had malfunctioned.
[00:41:03.422 --> 00:41:04.002]  I don't think so.
[00:41:23.891 --> 00:41:26.513]  You've gone like North Korea and China and Germany.
[00:41:26.933 --> 00:41:28.194]  The Republic is falling.
[00:41:28.334 --> 00:41:29.795]  Offshore banks seized us.
[00:41:30.075 --> 00:41:34.198]  You've been told to act like thugs and that it's normal so they can help bring down America.
[00:41:34.478 --> 00:41:35.859]  Break the spell of tyranny.
[00:41:36.140 --> 00:41:37.941]  Stand with George Washington and Liberty.
[00:41:38.201 --> 00:41:39.582]  Don't stand with the New World Order.
[00:41:39.882 --> 00:41:42.244]  Now get into cybersecurity and take calls, my friend.
[00:41:42.484 --> 00:41:43.285]  I'm listening to you on 590.
[00:41:43.465 --> 00:41:45.346]  It goes all the way down to the coast.
[00:41:45.786 --> 00:41:46.447]  And God bless you.
[00:41:46.467 --> 00:41:47.448]  I'll be back live tomorrow.
[00:41:47.488 --> 00:41:48.028]  Jason Burmess.
[00:41:48.308 --> 00:41:49.650]  Alright, thank you so much, Alex.
[00:41:50.170 --> 00:42:01.224]  We're going to jump back to Ken in a moment, but when he talks about this, you have to see the video to really appreciate how insane this whole thing is, and like he said, this guy's done it before.
[00:42:01.404 --> 00:42:02.766]  He pulled over an ambulance
[00:42:03.402 --> 00:42:04.703]  With a pregnant woman in it!
[00:42:04.883 --> 00:42:07.284]  There is an internal investigation going on!
[00:42:07.484 --> 00:42:18.288]  I don't know why this cop hasn't lost his job without pay yet, but for some reason, with his internal connections, and this is according to the CBS affiliate journalist we had on on Friday, he has connections to the local judge.
[00:42:18.648 --> 00:42:20.969]  So you don't think there are good old boy networks?
[00:42:21.169 --> 00:42:23.190]  You don't think the cops will cover for each other?
[00:42:23.390 --> 00:42:26.191]  You don't think they suppress videos when they shoot a guy?
[00:42:26.471 --> 00:42:26.951]  They do!
[00:42:27.431 --> 00:42:28.252]  It's on record!
[00:42:28.572 --> 00:42:29.252]  Open your eyes!
[00:42:29.312 --> 00:42:30.893]  Alright, back to Ken in Dallas.
[00:42:30.933 --> 00:42:31.493]  Ken, what's up?
[00:42:33.246 --> 00:42:33.586]  Yes, sir.
[00:42:34.347 --> 00:42:34.807]  Did he drop?
[00:42:35.468 --> 00:42:37.670]  Alright, let's go to Rodney in Texas.
[00:42:37.890 --> 00:42:38.310]  Oh, we got him?
[00:42:38.330 --> 00:42:38.851]  Ken, go ahead.
[00:42:39.271 --> 00:42:39.871]  Yeah, are you there?
[00:42:40.072 --> 00:42:40.252]  Yes.
[00:42:40.672 --> 00:42:42.393]  That cop should definitely lose his job.
[00:42:42.433 --> 00:42:45.196]  I just don't understand how they can't control an older woman like that.
[00:42:45.816 --> 00:42:47.898]  I mean, what are they, wimps or something?
[00:42:47.958 --> 00:42:51.741]  If she did something wrong, they don't need to taser her, for God's sake.
[00:42:52.541 --> 00:42:53.282]  He's a killer woman!
[00:42:53.322 --> 00:42:56.825]  Listen, we had that kid who was 16 years old, half retarded,
[00:42:57.598 --> 00:43:05.584]  Jumps out of a car on a traffic stop last week and he gets tasered and he ends up dying and the cops are lords so nothing happens to them.
[00:43:05.844 --> 00:43:07.405]  That could be deadly force.
[00:43:07.685 --> 00:43:12.288]  Taser is the second to last option that a police officer should use.
[00:43:12.329 --> 00:43:12.809]  Go ahead, Ken.
[00:43:13.309 --> 00:43:15.370]  And they just seem to be using it easier and easier.
[00:43:15.550 --> 00:43:17.251]  It's just getting worse.
[00:43:17.431 --> 00:43:19.052]  It's becoming more and more commonplace.
[00:43:19.072 --> 00:43:20.672]  Look, I'm going to have to hold you over yet again.
[00:43:20.692 --> 00:43:24.914]  We're going to continue to take callers and we're really going to get into this cyber security on the other side.
[00:43:25.154 --> 00:43:26.195]  It's the Alex Jones Show.
[00:43:26.415 --> 00:43:27.475]  InfoWars.com.
[00:43:27.695 --> 00:43:28.276]  PrisonPlanet.tv.
[00:43:33.150 --> 00:43:35.031]  Heart disease is on the rise.
[00:43:35.151 --> 00:43:41.833]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[00:43:42.093 --> 00:43:50.275]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:43:50.515 --> 00:43:56.217]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:43:56.637 --> 00:43:58.178]  My blood pressure has normalized.
[00:43:58.238 --> 00:44:00.419]  My diabetes has totally improved.
[00:44:00.539 --> 00:44:04.781]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much healthier I feel.
[00:44:04.961 --> 00:44:07.082]  I recommend Heart and Body Extract to everyone.
[00:44:07.182 --> 00:44:15.005]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:44:15.145 --> 00:44:20.147]  If we could all see the germs that we encounter each day, we might have a different outlook on how we view our surroundings.
[00:44:20.267 --> 00:44:26.670]  In the past, you may not have put too much thought into it, but with the current health risks and
[00:44:48.092 --> 00:44:51.195]  It's tough on germs but not on children and pets.
[00:45:02.358 --> 00:45:11.843]  You'll receive the fogger, liquid concentrate, enough to make up to 32 gallons of germ-killing power, three respirators, goggles, protective suit, and heavy-duty gloves.
[00:45:12.143 --> 00:45:16.465]  Order right now at hazard.com, and you'll receive double the order of liquid concentrate.
[00:45:16.665 --> 00:45:17.285]  Or call 800-675-0323.
[00:45:17.325 --> 00:45:17.505]  That's 800-675-0323.
[00:45:17.565 --> 00:45:18.406]  Or visit hazard.com.
[00:45:18.426 --> 00:45:19.306]  That's H-A-Z-A-R-I-D.
[00:45:19.346 --> 00:45:19.566]  Protect.
[00:45:19.606 --> 00:45:19.927]  Prepare.
[00:45:19.967 --> 00:45:20.747]  Get your hazard today.
[00:45:33.285 --> 00:45:35.546]  Are you concerned for the safety of your loved ones?
[00:45:35.826 --> 00:45:39.027]  Listen closely to this message from Pepperspray.com.
[00:45:39.447 --> 00:45:42.308]  Every 22 seconds a violent crime is committed.
[00:45:42.608 --> 00:45:46.729]  America has changed and your personal safety is your first priority.
[00:45:47.029 --> 00:45:47.649]  Be smart.
[00:45:47.849 --> 00:45:48.489]  Be safe.
[00:45:48.809 --> 00:45:51.150]  Trust Pepperspray instead of your luck.
[00:45:51.410 --> 00:45:57.652]  Pepperspray.com is the only website you'll ever need for all of your non-lethal self-defense supplies.
[00:45:57.992 --> 00:46:03.758]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web.
[00:46:03.978 --> 00:46:06.400]  From big to small, we have it all.
[00:46:06.661 --> 00:46:10.464]  Pepper spray, mace, animal repellents, stun guns, and tasers.
[00:46:10.705 --> 00:46:17.071]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[00:46:18.012 --> 00:46:18.472]  Call 1-800-908-9988 today!
[00:46:18.512 --> 00:46:18.792]  Call 877-394-6657.
[00:46:18.832 --> 00:46:19.412]  Getseams.net.
[00:46:45.749 --> 00:46:55.018]  Getseeds.net Getseeds.net If you can't grow your own seeds, you're in trouble.
[00:46:56.122 --> 00:46:58.943]  We may be headed for another Great Depression this summer of 2009.
[00:47:00.503 --> 00:47:02.824]  You need to grow your own food or you're in trouble.
[00:47:03.544 --> 00:47:09.005]  I sell non-GMO, heirloom, chemical-free seeds, and mine is the best deal around.
[00:47:09.645 --> 00:47:14.146]  You get 100 vegetable seed packets for the incredible price of $49.
[00:47:14.526 --> 00:47:16.747]  That's only 49 cents for each packet.
[00:47:17.507 --> 00:47:18.827]  Start your garden now.
[00:47:19.747 --> 00:47:20.488]  Getseeds.net!
[00:47:25.673 --> 00:47:36.358]  Call 877-394-6657 Are you tired of searching for great talk radio?
[00:47:36.938 --> 00:47:37.898]  Search no more.
[00:47:38.418 --> 00:47:41.460]  We are the GCN Radio Network.
[00:47:45.100 --> 00:47:47.984]  We're going to get heavy into cyber security in a moment.
