[00:00:00.149 --> 00:00:00.229]  3-3.
[00:48:28.120 --> 00:48:32.143]  That's eFoodsDirect.com, ladies and gentlemen.
[00:48:32.263 --> 00:48:34.004]  Also, Diginet.net.
[00:48:34.424 --> 00:48:38.867]  I noticed we were sent a video of National Guard running an illegal checkpoint in Arizona with the police.
[00:48:39.527 --> 00:48:41.168]  Somebody shot on the Diginet.net pin.
[00:48:42.589 --> 00:48:45.071]  Very inexpensive, high quality, solid state.
[00:48:45.131 --> 00:48:47.073]  Press one button, it records audio and video.
[00:48:47.413 --> 00:48:52.358]  They've got sunglasses that have a tiny camera and little chip in them that are awesome.
[00:48:52.498 --> 00:48:53.518]  In fact, we've got some of these.
[00:48:53.739 --> 00:48:58.203]  Don't let the guys forget not to take these to the G20 that's coming up because
[00:48:59.735 --> 00:49:01.756]  Well, they got 2,000 troops on the ground in Pittsburgh.
[00:49:01.796 --> 00:49:02.897]  I'm sending three guys up there.
[00:49:02.937 --> 00:49:04.818]  Burmese is going, too, and Douglas.
[00:49:05.218 --> 00:49:06.119]  Anyway, side issue.
[00:49:06.199 --> 00:49:08.961]  The point is, diginet.net, diginet.net.
[00:49:09.001 --> 00:49:10.982]  Have something that's going to be a record in court.
[00:49:11.102 --> 00:49:11.562]  Anything.
[00:49:12.383 --> 00:49:13.203]  Great for journalists.
[00:49:13.243 --> 00:49:14.584]  Great for people stopped by the police.
[00:49:14.664 --> 00:49:15.705]  Diginet.net.
[00:49:15.745 --> 00:49:16.525]  That's diginet.net.
[00:49:18.166 --> 00:49:25.811]  Ladies and gentlemen, give them a call at 888-344-6681, 888-344-6681, diginet.net, D-I-G-A-N-E-T dot net.
[00:49:26.912 --> 00:49:28.893]  Now we're about to go to break.
[00:49:28.913 --> 00:49:29.854]  That was a short segment.
[00:49:29.874 --> 00:49:41.121]  We're going to come back in the next 30 minutes and take your phone calls for Dr. Leonard Horowitz and the investigative journalist he's collaborating with at Fluscam.com, his website.
[00:49:41.581 --> 00:49:45.364]  And of course, we're going to continue with your calls, but when we come back,
[00:49:46.124 --> 00:49:54.681]  I do, after this one minute break, 70 seconds if you want to be technical, with the station ID, I want to ask him about this Reuters article that I was just...
[00:49:56.041 --> 00:50:04.690]  Mentioning, I just had it in front of me, but I'll dig it out during the break, where they are openly saying that all these people are going to die.
[00:50:05.270 --> 00:50:12.918]  They are openly saying that even though there's going to be all these deaths after you take the flu shot, it's not the flu shot.
[00:50:12.938 --> 00:50:14.280]  And it's Reuters saying this.
[00:50:14.840 --> 00:50:18.304]  This key group that Dr. Horowitz and Ms.
[00:50:18.344 --> 00:50:18.664]  Cain
[00:50:19.725 --> 00:50:21.246]  Thank you for listening to GCN.
[00:50:21.286 --> 00:50:21.967]  Visit GCNlive.com today.
[00:50:50.691 --> 00:50:54.654]  Hello friends, this is Alex Jones, and I want each of you to ask yourself this question.
[00:50:54.934 --> 00:50:56.696]  Do you really know what's in your tap water?
[00:50:56.936 --> 00:51:05.202]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[00:51:05.462 --> 00:51:10.666]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[00:51:11.007 --> 00:51:12.628]  Now, what are you going to do about it?
[00:51:12.848 --> 00:51:19.174]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[00:51:19.374 --> 00:51:30.123]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[00:51:30.423 --> 00:51:30.884]  That's right.
[00:51:31.184 --> 00:51:33.485]  Clean water, right from the air you breathe.
[00:51:33.746 --> 00:51:37.087]  Order today by calling 1-800-691-6043.
[00:51:37.928 --> 00:51:40.429]  That's 1-800-691-6043.
[00:51:41.090 --> 00:51:48.274]  Or visit A Cola Blue on the web at www.ecoloble.com today.
[00:51:48.454 --> 00:51:49.775]  That's acolablue.com.
[00:51:53.757 --> 00:51:55.658]  Waging war on corruption.
[00:51:56.138 --> 00:51:58.920]  Alex Jones on the GCM Radio Network.
[00:52:05.538 --> 00:52:10.499]  Here is the Reuters article and it says millions of people are going to die
[00:52:32.296 --> 00:52:35.699]  After taking the flu shot, but it's not the flu shot that's going to kill you.
[00:52:35.739 --> 00:52:42.966]  They're diagnosing everyone saying there's going to be no adverse reactions, even though they admit every vaccine, even those that push them, have adverse reactions.
[00:52:43.726 --> 00:52:55.377]  And Dr. Horowitz, Sherry Cain, you were bringing up this director of Reuters, who's also a Bilderberg member, being a key operative in this and profiting from it and knowing, knowing,
[00:52:56.317 --> 00:53:02.221]  And the medical community is asking, how did they know day one that it was swine, bird, and human all mixed with the H1N1?
[00:53:02.821 --> 00:53:04.142]  Dr. Horowitz and Sherry Cain.
[00:53:04.642 --> 00:53:22.152]  Well, Thomas Gloser, who is the CEO and director of Thomson Reuters, which is the world's largest international multimedia news agency, is also the director of Merck & Company, which is the leading pharmaceutical company in the world that manufactures influenza and HPV vaccines.
[00:53:23.735 --> 00:53:27.318]  He's also on the board of directors for Partnership for New York City.
[00:53:27.758 --> 00:53:45.172]  Again, we go back to David Rockefeller's Partnership for New York City, which, if you look at the people on that board, who are also in charge of rebuilding the World Trade Center in partnership with Jerry Silverstein Properties.
[00:53:45.612 --> 00:53:51.137]  Jerry Silverstein, who purchased the World Trade Center six weeks before it came down.
[00:53:52.246 --> 00:53:54.628]  We can look at all the people that are players in this.
[00:53:55.408 --> 00:54:20.426]  Rupert Murdoch, who has the Murdoch Children's Research Institute, who is partnered with CSL, which is Australia's leading biopharmaceutical company that produces the Avion and H1 swine flu vaccination, and is now conducting swine flu vaccination trials on children between 6 months and 8 years old.
[00:54:21.492 --> 00:54:33.079]  They have recruited in Melbourne about 100 Victorian children aged between six months to eight who were targeted for study and collaboration with the University of Melbourne and the federal government of Australia.
[00:54:33.760 --> 00:54:38.343]  The person that runs that is Sarah Murdoch, who is Rupert Murdoch's daughter-in-law.
[00:54:38.363 --> 00:54:45.127]  He is the chairman of the Partnership of New York City, but here's something really interesting.
[00:54:45.467 --> 00:54:46.828]  Co-chairman for
[00:54:47.363 --> 00:54:49.003]  They've been using those as hype.
[00:54:49.023 --> 00:54:57.926]  We noticed three months ago they'd have military drills of locking down universities and in those universities are the ones where they hype it and claim there's been 2,000 cases.
[00:55:16.039 --> 00:55:17.640]  Right, so it's a RICO scam.
[00:55:17.700 --> 00:55:24.201]  It's an organized crime ring and it's being run initially out of New York by David Rockefeller et al.
[00:55:25.702 --> 00:55:36.525]  And he's, he, he, in the Encyclopedia Britannica, the founder of the Rockefeller family and then his son and now David in all the literature, mainline Pulitzer Prize winning books, Black's book,
[00:55:37.370 --> 00:55:37.570]  on it.
[00:55:38.070 --> 00:55:39.371]  It's always the Rockefellers.
[00:55:39.431 --> 00:55:41.833]  They created the Kaiser Wilhelm Institute in Germany.
[00:55:41.933 --> 00:55:45.395]  Hitler thanked them in his speeches and in Mein Kampf.
[00:55:45.475 --> 00:55:48.696]  I mean, these guys have set up the architecture of our planet.
[00:55:48.997 --> 00:55:50.998]  They're social Darwinistic eugenicists.
[00:55:51.278 --> 00:55:53.379]  Dr. Horowitz, can you speak to their mindset briefly?
[00:55:54.300 --> 00:56:02.304]  Well, the mindset, obviously, is either they're extraterrestrial or they're absolutely demonically traumatized when they're young.
[00:56:02.544 --> 00:56:05.406]  And because when you study, as I have, and I've worked
[00:56:06.016 --> 00:56:15.329]  With the FBI's official methods and materials in diagnosing organized serial killers and apprehending them by understanding their mindset.
[00:56:15.369 --> 00:56:17.912]  Yeah, that's how you first got famous back in the 80s.
[00:56:18.453 --> 00:56:23.360]  Right, that's my area of primary expertise, Harvard investigator, in regard to
[00:56:24.102 --> 00:56:33.675]  Looking at, you know, medical sociology, psychopathology, and how we can try to change, how we can actually develop beyond this trauma-based therapy.
[00:56:33.695 --> 00:56:38.381]  Stay there, I want to talk more about that, because that's right, you were all over the news in the 80s exposing the doctors.
[00:56:39.042 --> 00:56:40.944]  With the AIDS and killing people and all of that.
[00:56:41.364 --> 00:56:45.307]  And so that's your degree is in studying that type of special medical criminology.
[00:56:45.608 --> 00:56:48.170]  That's why you can predict the anthrax attacks with total precision.
[00:56:48.470 --> 00:56:50.091]  That's how you're able to predict all this.
[00:56:50.151 --> 00:56:53.234]  My God, Dr. Horowitz, what an asset you are, my friend.
[00:56:53.294 --> 00:56:54.195]  A true maverick.
[00:56:54.635 --> 00:56:55.796]  A true renaissance man.
[00:56:56.196 --> 00:56:59.539]  And you've got a great investigative journalist working with you as well, Sherry Kane.
[00:57:00.717 --> 00:57:03.638]  Have you ever wanted to generate your own supply of electrical power?
[00:57:04.098 --> 00:57:07.259]  If so, this is going to be the most important message you will ever hear.
[00:57:07.719 --> 00:57:12.081]  Solar power generators are now available from Solutions from Science in Thompson, Illinois.
[00:57:12.301 --> 00:57:17.883]  These emergency backup systems provide life-saving electrical power when you need it most, unlike gas generators.
[00:57:18.183 --> 00:57:22.666]  A solar generator runs quietly, emits no fumes, and produces electricity for free.
[00:57:22.947 --> 00:57:25.989]  It's like having an electric power plant running quietly in your own home.
[00:57:26.569 --> 00:57:30.972]  Run sump pumps, shortwave radios, computers, and even keep food from spoiling.
[00:57:31.393 --> 00:57:37.677]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[00:57:37.957 --> 00:57:39.899]  When the power goes out, you'll be ready.
[00:57:40.379 --> 00:57:43.202]  With a solar-powered generator from Solutions from Science.
[00:57:43.582 --> 00:57:47.646]  Go to MySolarBackup.com and get off the grid today.
[00:57:48.087 --> 00:57:50.229]  That's MySolarBackup.com or call 877-327-0365.
[00:57:50.249 --> 00:57:50.289]  877-327-0365.
[00:57:50.309 --> 00:57:50.809]  Don't wait.
[00:57:50.869 --> 00:57:51.310]  Call today.
[00:58:00.839 --> 00:58:08.325]  Have you heard that millionaire, entrepreneur, businessman, your congressional candidate and author Robert Beatles wrote a new book called Here's What You Do.
[00:58:08.605 --> 00:58:14.390]  You can buy it at hereiswhatyoudo.net as an e-book for six bucks or the book for ten bucks.
[00:58:14.690 --> 00:58:17.372]  And we have an audio book on its way for you commuters as well.
[00:58:17.632 --> 00:58:23.537]  Here's What You Do tells you exactly what to do to survive and thrive in these harsh economic times.
[00:58:23.897 --> 00:58:25.338]  This book will work for anyone.
[00:58:25.498 --> 00:58:27.759]  Rich, poor, middle class, it doesn't matter.
[00:58:27.959 --> 00:58:33.361]  This book truly has the information that can make you wealthy, and it will tell you how to protect your wealth as well.
[00:58:33.601 --> 00:58:35.422]  You know the government isn't looking out for you.
[00:58:35.682 --> 00:58:37.062]  You need to look out for yourself.
[00:58:37.422 --> 00:58:39.683]  The economy is bad, but it's probably going to get worse.
[00:58:39.963 --> 00:58:44.325]  You must prepare and make sure you are able to financially take care of yourself and your loved ones.
[00:58:44.685 --> 00:58:48.067]  Go to Here'sWhatYouDo.net and start today.
[00:58:48.387 --> 00:58:50.528]  Again, it is Here'sWhatYouDo.net.
[00:58:51.508 --> 00:58:52.929]  That's hereiswhatyoudo.net.
[00:58:53.409 --> 00:58:56.031]  One last time, it's hereiswhatyoudo.net.
[00:59:01.054 --> 00:59:03.656]  Hello, this is Alex Jones with some important questions.
[00:59:04.076 --> 00:59:09.059]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:59:09.400 --> 00:59:11.141]  My answer would be all I can get.
[00:59:11.461 --> 00:59:16.284]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:59:16.464 --> 00:59:17.385]  How much do you want?
[00:59:17.625 --> 00:59:18.385]  When do you want it?
[00:59:18.746 --> 00:59:20.347]  Now or after the battle starts?
[00:59:20.627 --> 00:59:21.467]  When will you need it?
[00:59:21.707 --> 00:59:23.768]  Can you buy it without proper identification?
[00:59:23.908 --> 00:59:25.009]  Will there be any food?
[00:59:25.249 --> 00:59:26.590]  Will it make your children sick?
[00:59:26.770 --> 00:59:31.853]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:59:32.053 --> 00:59:35.215]  You wipe out all these problems if you have a good food supply.
[00:59:35.635 --> 00:59:39.097]  Food is your ammunition to fight for your freedom and your life.
[00:59:39.457 --> 00:59:40.418]  How much will you need?
[00:59:40.678 --> 00:59:41.278]  We don't know.
[00:59:41.578 --> 00:59:42.479]  How much do you want?
[00:59:42.679 --> 00:59:43.420]  All you can get.
[00:59:43.600 --> 00:59:44.460]  I'm Alex Jones.
[00:59:44.700 --> 00:59:47.462]  I want all of you good guys to live to fight another day.
[00:59:47.742 --> 00:59:49.924]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:59:49.944 --> 00:59:50.964]  Again, that number 1-800-409-5633.
[00:59:50.984 --> 00:59:51.264]  Big Brother.
[01:00:07.401 --> 01:00:08.422]  Mainstream media.
[01:00:09.162 --> 01:00:10.903]  Government cover-ups.
[01:00:10.923 --> 01:00:11.724]  You want answers?
[01:00:12.524 --> 01:00:14.025]  Well, so does he.
[01:00:14.065 --> 01:00:17.667]  He's Alex Jones on the GCN Radio Network.
[01:00:18.248 --> 01:00:22.330]  And now, live from Austin, Texas, Alex Jones.
[01:00:28.223 --> 01:00:32.325]  We're going to your phone calls here in just a moment, but the break interrupted, Dr. Horowitz.
[01:00:32.985 --> 01:00:37.847]  Dr. Horowitz, you're talking about this being a crime syndicate, a racketeering operation, all the evidence is there.
[01:00:39.947 --> 01:00:45.890]  You were finishing up with studying medical criminology, and then we're going to go to calls.
[01:00:45.930 --> 01:00:46.230]  Go ahead.
[01:00:46.752 --> 01:01:04.095]  Well, again, you know, there's so much evidence that shows when a child is traumatized, and basically that's how medicine is actually, the doctors are actually Manchurian candidates, licensed to kill the brainwashed, mind-controlled slaves by trauma.
[01:01:04.115 --> 01:01:14.157]  The whole medical education process reflects what takes place, has got to take place in serial killers' minds, because what happens, the neurology gets crossed.
[01:01:15.399 --> 01:01:24.461]  People, normal people, joy brings them anxiety, and what brings normal people fear and horror brings them joy.
[01:01:24.841 --> 01:01:29.122]  Instead of nurturing, they enjoy strapping a child down and ripping their teeth out with pliers.
[01:01:29.362 --> 01:01:30.962]  Yeah, they actually do.
[01:01:31.082 --> 01:01:39.863]  That's exactly how organized serial killers feel and think, and because of the trauma that they sustain with their child, their children.
[01:01:40.264 --> 01:01:42.424]  Look at Stalin, look at Hitler, look at Mao.
[01:01:43.840 --> 01:01:47.141]  Yeah, and this is what's going on in these secret societies.
[01:01:47.501 --> 01:01:54.683]  Basically, you remember there was a reporter several years ago that was, I believe he was killed, after going in and George H.W.
[01:01:54.724 --> 01:01:57.744]  Bush was asked, you know, what about the skull and bones?
[01:01:57.804 --> 01:01:58.385]  And he laughed.
[01:01:58.685 --> 01:02:04.787]  Well, that reporter was actually videotaping them conducting mock killings.
[01:02:05.987 --> 01:02:09.068]  And so this is kind of what we're dealing with.
[01:02:09.108 --> 01:02:11.749]  We're not dealing with normal human beings.
[01:02:12.327 --> 01:02:17.190]  And that this is what your number one risk in society is.
[01:02:17.330 --> 01:02:32.219]  As a behavioral science expert and a social, a medical sociologist, I can tell you that the number one risk that people have this concept that there can't possibly be people who are so evil, when in fact it is your love.
[01:02:32.600 --> 01:02:39.424]  It is the truth in your heart that really is inconceivable to you that people could do this.
[01:02:39.764 --> 01:02:41.165]  That's your blind spot!
[01:02:41.525 --> 01:02:44.869]  That's why women, you know, got in the yellow Volkswagen with Ted Bundy.
[01:02:45.330 --> 01:02:46.271]  Look at this evidence.
[01:02:46.391 --> 01:02:54.222]  Ecoscience alone, when he went before Jay Rockefeller to be confirmed as the White House science czar, and we have these clips in the upcoming film,
[01:02:56.243 --> 01:02:58.104]  Jay Rockefeller worships him.
[01:02:58.184 --> 01:03:03.125]  They worship Zbigniew Brzezinski because he brags he helped kill 3 million in Cambodia, funding that.
[01:03:03.485 --> 01:03:04.805]  That's their rock stars.
[01:03:04.865 --> 01:03:08.126]  To them, they want control so they can kill.
[01:03:08.166 --> 01:03:13.068]  Just like other tyrants, when they get control, suddenly start setting up death camps in every case.
[01:03:13.548 --> 01:03:14.508]  This is their beauty.
[01:03:14.588 --> 01:03:21.450]  Black uniforms, piles of dead bodies, torture, screaming, death, Hellraiser, Event Horizon type stuff.
[01:03:21.890 --> 01:03:24.831]  This is what they're into and eco-science is admitting.
[01:03:25.191 --> 01:03:32.694]  They want to kill at least 80% of us and they believe it's beautiful and it's totally sick and they put their messages everywhere.
[01:03:32.734 --> 01:03:41.178]  I was telling people earlier, Dr. Horowitz, I was watching this morning on the treadmill, I was jogging, I was watching Mark Wahlberg's film
[01:03:42.538 --> 01:03:59.410]  Titled The Happening, where the environment gets mad, the plants kill everybody by making them commit suicide with a chemical, the plants release, and as this guy is being run over by a lawnmower, he turns on the big lawnmower, the big riding mower runs it over him, it cuts to a billboard that says, this is what you deserve.
[01:04:00.151 --> 01:04:07.516]  And it's all these movies and all these shows about everybody dying from a bio-release, they are getting everyone ready for this mass killing.
[01:04:09.275 --> 01:04:09.515]  Right.
[01:04:09.696 --> 01:04:13.439]  You know, and again, to do that, you're not dealing with anything normal.
[01:04:14.160 --> 01:04:25.611]  It's either extraterrestrial or it's trauma-based, you know, human that's become an organized mass murderer, and that the... By extraterrestrial, you mean demonic?
[01:04:26.692 --> 01:04:31.017]  Yeah, again, because, you know, I have a spiritual orientation, and
[01:04:31.949 --> 01:04:33.750]  Basically, you know, it's talked about in the Bible.
[01:04:33.790 --> 01:04:41.696]  There's things called Nephilim, fallen angels, who come into the daughters of men, change the genetics, and that's why it rained for 40 days and 40 nights back in Noah's age.
[01:04:42.196 --> 01:04:44.478]  We're dealing with the genetic engineers of today!
[01:04:45.234 --> 01:04:50.116]  And, you know, my own orientation to this is that, you know, the Creator is not going to stand for it.
[01:04:50.276 --> 01:04:58.579]  You know, there's nothing more powerful than the Creator in the universe, and we who are working for the Creator, you know, there's a lot more light than darkness, and basically... You know what's funny?
[01:04:58.639 --> 01:05:08.963]  The transhumanists that I covered in Endgame, to a man, Kurzweil, all of them, say they're going to be gods, they're going to become creators, they're going to merge with machine, and then they're going to kill the rest of us.
[01:05:09.403 --> 01:05:10.124]  And to a man...
[01:05:11.943 --> 01:05:12.864]  That's what they're up to.
[01:05:12.884 --> 01:05:17.669]  I mean, even if this isn't real, I mean, even if they're just delusional, these people are crazy.
[01:05:18.170 --> 01:05:18.971]  They're out there.
[01:05:19.091 --> 01:05:20.252]  They're completely gone.
[01:05:20.292 --> 01:05:31.344]  And the sad thing is that the normal human being can't conceive of the devilishness of these people and what the risk is to them for not waking up.
[01:05:33.867 --> 01:05:37.351]  I believe that these people are definitely worshipping Satan.
[01:05:37.831 --> 01:05:45.879]  If you even watch the film Eyes Wide Shut, one of Stanley Kubrick's last films, it gives you an example of the kind of people they are.
[01:05:46.279 --> 01:05:49.702]  By the way, they killed him and cut 25 minutes out.
[01:05:49.762 --> 01:05:51.544]  I have that from sources in Hollywood.
[01:05:51.564 --> 01:05:52.645]  Oh yeah, I believe that.
[01:05:52.805 --> 01:05:55.408]  You know, I snuck into the real Eyes Wide Shut Bohemian Grove.
[01:05:56.880 --> 01:05:57.762]  Yeah, that's great.
[01:05:57.842 --> 01:05:58.864]  I applaud you.
[01:05:58.984 --> 01:06:00.326]  It's amazing.
[01:06:00.447 --> 01:06:05.736]  I mean, I knew that something happened with him because he was really revealing all of his movies were about, based on truth.
[01:06:06.177 --> 01:06:08.301]  Well, I mean, here's an example, Sharon, and I want you to comment on that.
[01:06:09.429 --> 01:06:19.478]  Uh, Dr. Eric Bianca, who made headlines three years ago, two and a half years ago, saying, I want a weaponized Ebola to be released, kill 90%, I'm ready for my family to die, I want to die.
[01:06:19.939 --> 01:06:31.148]  Rob Jacobson was at Whole Foods the other day, the girl saw him with the, uh, somewhere in my stack, Newsweek, the case for killing Granny, and how great it is to kill the old people, and
[01:06:32.068 --> 01:06:33.929]  He said, well, they want to kill you too.
[01:06:33.969 --> 01:06:35.410]  And she said, good, I need to die.
[01:06:35.770 --> 01:06:36.491]  Humans are bad.
[01:06:36.551 --> 01:06:39.533]  But going back to Pianca, you go to his UT website.
[01:06:39.553 --> 01:06:40.553]  I checked it again a month ago.
[01:06:40.593 --> 01:06:41.174]  It's still there.
[01:06:41.194 --> 01:06:43.535]  This is the official UT website.
[01:06:43.915 --> 01:06:50.700]  It's him dressed as a druid with a big beard and talking about how much he loves Lucifer on the UT website.
[01:06:50.980 --> 01:06:57.364]  And every time you research Maurice Strong or any of them, they are completely open worshipers of Lucifer.
[01:06:57.384 --> 01:06:57.684]  Go ahead.
[01:06:58.370 --> 01:07:04.655]  Well, I mean, the whole idea of that, that Satanism is even much more mainstream than people realize.
[01:07:04.695 --> 01:07:09.939]  I mean, look at all the followers of L. Ron Hubbard, who was a well-known Satanist.
[01:07:09.959 --> 01:07:15.084]  This man was following Aleister Crowley, and there were so many people involved in his group.
[01:07:15.504 --> 01:07:25.052]  So if you, you know, if you really research who's involved, and all the people and players, they see it as not only, they don't see it as less of a religion, but more of a
[01:07:25.812 --> 01:07:26.193]  I'm good.
[01:07:34.948 --> 01:07:40.771]  And, you know, the outcome is this indoctrination of the culture.
[01:07:41.251 --> 01:07:49.255]  We are an American medical culture that we've now been engineered, behaviorally, socially engineered to become.
[01:07:49.715 --> 01:07:51.316]  And this is the greatest challenge.
[01:07:51.616 --> 01:08:01.401]  You know, it is a complete fraud to say that the behavioral sciences is a soft science compared to, let's say, you know, mathematics or physics.
[01:08:02.102 --> 01:08:17.545]  Those are considered hard sciences, but the truth of the matter is the most powerful and the most well-studied and meticulously directed science of all is the mass mind control mainstream media's behavioral science.
[01:08:17.585 --> 01:08:18.765]  And the Pentagon says that.
[01:08:18.805 --> 01:08:19.906]  They admit it.
[01:08:19.946 --> 01:08:22.146]  They say 90% of warfare is psychological.
[01:08:22.546 --> 01:08:25.287]  If the people will just become conscious of this, we can beat it.
[01:08:25.527 --> 01:08:28.167]  But if you won't wake up out of your trance, folks, there's no hope.
[01:08:28.707 --> 01:08:32.168]  Leah, son is in school, has a story about the flu shot.
[01:08:32.208 --> 01:08:32.608]  Go ahead.
[01:08:33.649 --> 01:08:34.329]  Yes, hi.
[01:08:34.349 --> 01:08:37.349]  First off, I want to say thank you for waking up.
[01:08:37.389 --> 01:08:38.970]  We've been listening to you for about a year.
[01:08:38.990 --> 01:08:42.250]  And this is the first time I've called.
[01:08:42.270 --> 01:08:44.371]  My son came home on Friday from school.
[01:08:44.974 --> 01:08:49.516]  He's saying that he was asked to escort a student to the front office who was ill.
[01:08:50.316 --> 01:08:58.720]  They placed a mask on the ill child's face and had my son escort him to the front office, to the clinic, while waiting to go back to his classroom.
[01:08:59.060 --> 01:09:05.062]  See, this is a fear-mongering indoctrination where they get everybody trained to freak out so the medical mafia can come in.
[01:09:05.082 --> 01:09:06.583]  So your son is escorting him.
[01:09:06.603 --> 01:09:07.003]  Go ahead.
[01:09:08.724 --> 01:09:13.486]  In the office, he's waiting for his...somebody walked him to the class nurse.
[01:09:15.745 --> 01:09:16.005]  We're good.
[01:09:39.468 --> 01:09:40.729]  What is the name of your school?
[01:09:40.789 --> 01:09:41.490]  This is huge.
[01:09:41.550 --> 01:09:44.712]  So without parent consent, your son saw them inject.
[01:09:44.752 --> 01:09:45.633]  What's the name of the school?
[01:09:46.173 --> 01:09:48.094]  The name of the school is Zellwood Elementary School.
[01:09:48.114 --> 01:09:49.195]  It's in Orange County, Florida.
[01:09:49.215 --> 01:09:51.317]  Okay, your phone's cutting out.
[01:09:51.617 --> 01:09:52.978]  Elementary in Orange County, Florida?
[01:09:53.818 --> 01:09:56.340]  Zellwood Elementary School in Orange County, Florida.
[01:09:58.242 --> 01:10:00.483]  And we spoke to them this morning.
[01:10:00.503 --> 01:10:01.384]  We spoke to the principal.
[01:10:01.404 --> 01:10:02.425]  We had a meeting with the principal.
[01:10:02.445 --> 01:10:04.126]  The principal said she was going to look into it.
[01:10:04.751 --> 01:10:05.972]  My husband proceeded to leave.
[01:10:06.092 --> 01:10:08.253]  I stated I was going to go on a field trip today.
[01:10:09.573 --> 01:10:22.278]  The principal then called me and my son as well as the clinic nurse and his teacher, my son's teacher, into the office and intimidating sort of asked my son, did you see this?
[01:10:22.839 --> 01:10:24.279]  And my son said, yes I did.
[01:10:24.419 --> 01:10:29.041]  The nurse proceeded to stand up, smack her hand on the table violently and call my son a liar.
[01:10:31.687 --> 01:10:32.528]  Completely upset.
[01:10:32.648 --> 01:10:34.910]  Spoke with another parent of a student in the same class.
[01:10:34.930 --> 01:10:37.092]  She had no idea that anyone was in the school.
[01:10:37.132 --> 01:10:39.334]  We've gotten no notice that someone... Well, let me stop you.
[01:10:39.375 --> 01:10:40.195]  That's what they do.
[01:10:40.376 --> 01:10:45.340]  Obama says there's no shots, but we have the letters confirming from the nurses they're forcing them.
[01:10:46.061 --> 01:10:47.242]  My God, stay there, ma'am.
[01:10:47.262 --> 01:10:50.165]  Dr. Horowitz, we may have to keep you longer into the hour to take more of these calls.
[01:10:50.185 --> 01:10:53.128]  They're all lined up here with people here witnessing this.
[01:10:53.468 --> 01:10:55.370]  I mean, this looks like this is criminal.
[01:10:55.450 --> 01:10:55.971]  This is true.
[01:10:56.633 --> 01:10:57.436]  It is criminal.
[01:10:57.597 --> 01:11:02.332]  It's absolute official criminal malfeasance and beyond gross negligence.
[01:11:02.853 --> 01:11:08.595]  Gross negligence is where you, basically, you know what to do, but you don't do it.
[01:11:09.076 --> 01:11:15.258]  This is where there's an actual agenda to inject, and somebody's telling people... Hold on!
[01:11:15.578 --> 01:11:21.100]  How many hospitals have been caught when parents say no vaccines, they take the baby away and inject them?
[01:11:21.300 --> 01:11:22.001]  That's illegal!
[01:11:22.021 --> 01:11:23.421]  They just do whatever the hell they want!
[01:11:23.601 --> 01:11:24.602]  They think they're gods!
[01:11:24.622 --> 01:11:26.523]  They're a priesthood of control freaks!
[01:11:26.563 --> 01:11:27.423]  Sorry, doctor, go ahead.
[01:11:27.543 --> 01:11:31.607]  That's exactly right and this is what I've been absolutely appalled at.
[01:11:31.707 --> 01:11:34.369]  People in public health and the officials in medicine.
[01:11:34.809 --> 01:11:36.511]  These are supposed to be my colleagues.
[01:11:36.891 --> 01:11:40.835]  These people are absolute mass murderers and they've got to stop this.
[01:11:42.045 --> 01:11:47.610]  My God, and they know we're waking up to them, so they're trying to come in, scare us, set the precedent to forcibly inject.
[01:11:47.950 --> 01:11:48.611]  Stay there, Leah.
[01:11:48.631 --> 01:11:49.352]  Finish your story.
[01:11:49.412 --> 01:11:50.353]  Recap it when we get back.
[01:11:50.653 --> 01:11:57.979]  In Paul, Louisiana, friend told to take shot at work, Nate in Georgia, Anthony, Elijah, and others.
[01:11:57.999 --> 01:11:58.400]  Stay with us.
[01:12:01.280 --> 01:12:02.521]  Hi, this is Alex Jones.
[01:12:02.581 --> 01:12:07.923]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:12:08.163 --> 01:12:12.805]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:12:13.185 --> 01:12:13.585]  It's true.
[01:12:13.665 --> 01:12:18.267]  Seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[01:12:18.767 --> 01:12:23.449]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:12:23.989 --> 01:12:25.850]  They call it a survival seed bank.
[01:12:26.300 --> 01:12:30.903]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:12:31.103 --> 01:12:31.984]  And here's the best part.
[01:12:32.204 --> 01:12:34.986]  These seeds have not been genetically modified in any way.
