[00:00:00.149 --> 00:00:06.836]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:28:20.837 --> 00:28:24.038]  So it's always important to get your information out, then you're somewhat protected.
[00:28:25.278 --> 00:28:26.858]  You've done this quite a few times.
[00:28:26.878 --> 00:28:34.060]  How many times have you been stopped by these people at their warrantless checkpoints and presented the Bill of Rights, Constitution, Declaration of Independence?
[00:28:34.300 --> 00:28:35.160]  How many times, roughly?
[00:28:36.540 --> 00:28:40.081]  Well, I've been stopped at this checkpoint about 70 times in the last year.
[00:28:41.417 --> 00:28:42.719]  And this has been going on for six years.
[00:28:43.980 --> 00:28:47.704]  Well, this particular checkpoint has been in place for just over a year.
[00:28:48.505 --> 00:28:50.767]  You said since 2002, though, you've been going through this.
[00:28:52.029 --> 00:28:54.071]  Well, 2002 was my first experience.
[00:28:54.151 --> 00:28:55.953]  In 2005, I had a couple more.
[00:28:55.973 --> 00:28:59.417]  They were just doing them temporarily, like every once in a while they would pop up.
[00:28:59.830 --> 00:29:03.912]  But in 2008, January 2008, they changed how they were conducting them.
[00:29:04.272 --> 00:29:12.235]  Instead of doing them at random times in random places, they set up along one specific location on the highway, and they left it open 24-7.
[00:29:12.275 --> 00:29:18.918]  So it's been open since January, early January of 2008, and it's been ongoing all that time.
[00:29:19.378 --> 00:29:24.541]  So in the past, I had missed a fair amount because they weren't being done on any kind of a steady basis.
[00:29:25.021 --> 00:29:27.582]  But now they're being done constantly.
[00:29:28.224 --> 00:29:32.866]  And so every time that I travel that road, it's guaranteed that I'll have to go through this particular checkpoint.
[00:29:35.908 --> 00:29:37.188]  Just incredible, my friend.
[00:29:37.428 --> 00:29:38.429]  Absolutely amazing.
[00:29:38.449 --> 00:29:43.551]  Well, as this continues to develop, we will continue to check in with you at CheckpointUSA.org.
[00:29:43.571 --> 00:29:45.752]  And I want to thank Terry Bresci for coming on with us today.
[00:29:47.152 --> 00:29:47.473]  Thank you.
[00:29:48.273 --> 00:29:49.213]  Thank you so much, sir.
[00:29:50.094 --> 00:29:50.654]  Okay.
[00:29:53.575 --> 00:29:54.976]  It's hard to continue on here.
[00:29:58.166 --> 00:29:59.066]  On the air right now.
[00:30:01.808 --> 00:30:06.910]  And, uh, just so sick of the New World Order.
[00:30:06.930 --> 00:30:08.011]  I'm sick of all their crap.
[00:30:08.871 --> 00:30:09.712]  But we know who they are.
[00:30:09.772 --> 00:30:10.552]  We know what they are.
[00:30:10.592 --> 00:30:11.532]  We know what has to be done.
[00:30:11.553 --> 00:30:16.975]  I just wish people valued how serious and how real this information is.
[00:30:16.995 --> 00:30:20.457]  I know a lot of you do, but sometimes I think I don't value it because, you know, I live it.
[00:30:20.517 --> 00:30:20.917]  I breathe it.
[00:30:21.577 --> 00:30:22.778]  I'm in this fight constantly.
[00:30:27.890 --> 00:30:30.893]  For other people it's like some social thing or it's like fun.
[00:30:31.834 --> 00:30:36.479]  It's fun to fight and defeat evil but it's not fun working this hard.
[00:30:36.499 --> 00:30:38.541]  It's not fun looking at these horrors all day.
[00:30:38.561 --> 00:30:46.590]  It's not fun knowing you're right and just seeing the evil continue and grow and just get worse and all the people it hurts and just all of it.
[00:30:48.680 --> 00:30:57.670]  Bernie Madoff out stealing and all the rest of them stealing and the banks openly looting everything and setting up world government and trumpeting it and every major newspaper saying how great it is.
[00:30:57.690 --> 00:31:04.317]  And still have people telling me the New World Order doesn't exist because they were following the pre-programmed brainwashing.
[00:31:22.196 --> 00:31:28.400]  You know, I got a bunch of trailers coming out for the Obama Deception, some promos, some sneak peeks and things that were supposed to start coming out in the next two days.
[00:31:29.841 --> 00:31:48.915]  You know, for the film to have its full effect, it needs to do that, but um... You know, the establishment... The FBI has a lot of dirty tricks, and they, under their Patriot Act, with their sneak and peek things, they can tell you, under federal law, that
[00:31:50.981 --> 00:31:53.002]  You're not even supposed to tell people what's going on.
[00:31:56.445 --> 00:31:59.707]  That's what this country has turned into, is a Soviet dirt pit.
[00:32:01.027 --> 00:32:04.910]  They talk about the blacklist for the communists, that's nothing compared to what patriots go through.
[00:32:05.410 --> 00:32:07.592]  There are congressional hearings!
[00:32:10.319 --> 00:32:16.082]  Where they show architects and engineers for 9-11 truth next to Al Qaeda training videos and say the web has to be shut down.
[00:32:16.302 --> 00:32:20.324]  And they're having big Pentagon cyber security takeovers of the entire web.
[00:32:20.344 --> 00:32:25.707]  And the former head of Homeland Security, Cyber Security has resigned saying it's a total takeover.
[00:32:26.107 --> 00:32:30.550]  They admit NORTHCOM and the Pentagon and everything else is for the American people!
[00:32:34.178 --> 00:32:45.423]  Tommy Chong tried to put out a film, aka Tommy Chong, about how they set him up and what they did to him, and they raided the film distribution center when the DVDs came in, and they confiscated them.
[00:32:45.463 --> 00:32:46.623]  Now, that blew up in their face.
[00:32:48.844 --> 00:32:52.526]  That blew up in their face, and the film went on Showtime and international television.
[00:32:56.007 --> 00:32:58.028]  And fortune favors the bold, ladies and gentlemen.
[00:33:03.422 --> 00:33:05.243]  But I am sick and tired of the New World Order.
[00:33:05.323 --> 00:33:11.568]  I told you that when I took on Obama, this was serious, that I was going up against their biggest, baddest gladiator.
[00:33:12.028 --> 00:33:17.752]  And all of the throngs of soulless minions he's got, and those that do have souls but are deceived.
[00:33:20.894 --> 00:33:32.883]  And the threats my wife gets, the threats I get, is nothing compared to the snake itself snooping around and trying to shut down what we are doing here.
[00:33:38.928 --> 00:33:42.349]  They know the Obama deception is the truth.
[00:33:42.489 --> 00:33:44.670]  They know that we understand their agenda.
[00:33:44.690 --> 00:33:46.471]  We know how to shatter the left-right paradigm.
[00:33:46.731 --> 00:33:48.092]  We know how to beat these people.
[00:33:49.752 --> 00:33:53.334]  Our information is going super-total-nova right now.
[00:33:53.794 --> 00:34:03.397]  And I'm going to tell the enemy, you picked the wrong side with the New World Order and we're going to take this country back and the tyrants and the treasonous, lecherous people will be brought to justice through courts of law.
[00:34:03.758 --> 00:34:04.158]  Know that.
[00:34:05.134 --> 00:34:10.136]  Just like Hitler's Germany, this tyranny will fall probably before it ever gets launched to the level that Hitler was able to carry out.
[00:34:11.377 --> 00:34:13.978]  The globalists just do their killing in third world nations with our troops.
[00:34:28.044 --> 00:34:29.865]  The Obama deception, ladies and gentlemen,
[00:34:31.860 --> 00:34:32.661]  You need to see it.
[00:34:33.061 --> 00:34:33.842]  You need to have it.
[00:34:33.942 --> 00:34:35.263]  You need to get it out to everyone.
[00:34:35.283 --> 00:34:37.704]  And you need to remember that the enemy is scared of it.
[00:34:41.567 --> 00:34:44.690]  That Obama has an enemies list and you can better believe I'm on it.
[00:34:47.952 --> 00:34:50.494]  And most of all everybody needs to pray for what we do here.
[00:34:50.554 --> 00:34:51.495]  Pray for this ministry.
[00:34:51.535 --> 00:34:53.897]  It is a ministry of truth to the people of the world.
[00:34:54.277 --> 00:34:54.637]  A light.
[00:34:55.338 --> 00:34:56.759]  A lighthouse in these stormy times.
[00:34:58.809 --> 00:35:03.032]  Another way to get the word out is why I have this gentleman on for about ten minutes, Chess Kane.
[00:35:05.653 --> 00:35:17.020]  We were made aware of, separately from Chess Kane, by ham radio operators and others, of the best AM made right here in the U.S.
[00:35:17.140 --> 00:35:22.123]  that with the proper antenna goes out three miles strong and is FCC legal.
[00:35:23.046 --> 00:35:23.867]  It's all civil anyways.
[00:35:23.967 --> 00:35:24.747]  FCC's civil.
[00:35:24.807 --> 00:35:25.848]  It follows the regulations.
[00:35:26.469 --> 00:35:28.991]  And if you put up signs in a dense area, you can reach tens of thousands.
[00:35:29.051 --> 00:35:29.931]  In rural areas, hundreds.
[00:35:30.272 --> 00:35:32.113]  And you just put up signs for the AM.
[00:35:32.133 --> 00:35:33.054]  You plug it into the internet.
[00:35:33.074 --> 00:35:34.335]  You stream my show, other shows.
[00:35:34.395 --> 00:35:46.785]  If my show isn't here... And... You get the information out.
[00:35:48.769 --> 00:35:57.514]  You get the information out, and someday when there's not even an internet if they're successful, you can tape the shows, play them back, you can get on the air yourself.
[00:35:57.814 --> 00:35:58.214]  That's what you do.
[00:35:58.234 --> 00:36:01.296]  You run it 24 hours a day, get an audience and do your own hour show every day or whatever you want.
[00:36:03.377 --> 00:36:04.658]  And it's a powerful tool.
[00:36:05.518 --> 00:36:09.821]  Now, when you call up Ches Kane, because I know I've talked to him, we'll try to give you all the technicals.
[00:36:09.841 --> 00:36:10.601]  It isn't that hard.
[00:36:10.621 --> 00:36:13.463]  You just get the basic equipment, hook it up, plug it in the internet, get going.
[00:36:16.542 --> 00:36:22.446]  So I would call Chess Cane and I would get this system.
[00:36:22.687 --> 00:36:23.587]  Very inexpensive.
[00:36:23.627 --> 00:36:27.050]  I happen to know they're selling it basically at near cost, which I think is a mistake for them.
[00:36:27.070 --> 00:36:28.431]  You need to be able to fund your own operation.
[00:36:29.111 --> 00:36:30.452]  Trutham.com.
[00:36:30.512 --> 00:36:31.793]  Trutham.com.
[00:36:32.434 --> 00:36:35.196]  Because we then approached the makers of it and they said, look, we're too busy.
[00:36:35.216 --> 00:36:35.856]  We're engineers.
[00:36:35.876 --> 00:36:37.217]  We've made scores of products.
[00:36:38.338 --> 00:36:44.603]  And then we went out and found folks that were sub-sellers who did want to get them and sell them.
[00:36:45.947 --> 00:36:49.668]  So, that's why there's a little banner on InfoWars, but this is not a paid interview right now.
[00:36:49.688 --> 00:36:50.828]  I have them on because I believe in it.
[00:36:52.589 --> 00:36:54.249]  Chess Kane, good to have you on with us, sir.
[00:36:54.309 --> 00:36:57.630]  In the dark days of the Republic, this transmitter is what people need, isn't it?
[00:36:58.350 --> 00:37:00.551]  It sure is, and thanks for having me on, Alex.
[00:37:00.731 --> 00:37:04.412]  I actually grew up across the other side of the lake from you over there in Dallas.
[00:37:05.612 --> 00:37:06.532]  Lake Ray Hubbard, huh?
[00:37:06.872 --> 00:37:09.513]  Yeah, just right there by Bryan Adams High School.
[00:37:09.533 --> 00:37:13.774]  So I know about this, and those calls you had about an hour ago is discouraging.
[00:37:15.341 --> 00:37:21.925]  That's the low of the low, and that's what keeps me pulling through this stuff, because there's a lot of good people that are in this trying to make this work.
[00:37:23.406 --> 00:37:34.953]  That Red Beckman interview you had a while back, it got me to get his book, The Walls in Our Minds, and it tells the difference between politicians and statesmen, and I decided I want to be a statesman, and that's why I did this.
[00:37:36.554 --> 00:37:41.617]  The inspiration from that in your Waco video, most people probably haven't seen that one,
[00:37:42.236 --> 00:37:48.959]  But it does show what one man can do, and it taught me that we... I was involved in the neocon side.
[00:37:49.019 --> 00:37:50.900]  I was going to school at DeVry when that happened.
[00:37:51.761 --> 00:37:56.343]  And I finally woke up to it, and I said, if they can do Waco, anything's possible.
[00:37:56.823 --> 00:37:58.324]  Oklahoma City is the easiest one.
[00:37:58.344 --> 00:38:01.766]  So let me just tell you what this radio station has done for me in this area.
[00:38:01.786 --> 00:38:02.966]  I'm in Sioux Falls, South Dakota, 150,000 people.
[00:38:05.000 --> 00:38:15.426]  Just last weekend I played Pat Shannon's Oklahoma City documentary, and I also played one from Chris Emery with a 20 minute clip of yours, and I had maximum listenership.
[00:38:15.486 --> 00:38:19.289]  I had calls, I had emails, I want this video, give me this information.
[00:38:20.649 --> 00:38:23.331]  That is waking people up, and I can get it on the air.
[00:38:24.412 --> 00:38:31.096]  This is what one transmitter is doing, but you've also learned how to then have somebody at the edge pick it up with an antenna and put it back out.
[00:38:31.900 --> 00:38:40.667]  Yeah, like one spot, we link two of them together and it shoots right up a main street and I'm putting a video up today that people can actually see me in the car demonstrating that just so they can see that.
[00:38:41.007 --> 00:38:48.633]  Okay, now if you just hook it up and don't do it right, it might go half a mile, but if you hook it up right, a little energy into it, three miles is what I'm told?
[00:38:49.173 --> 00:38:57.980]  Well, you're going to get a solid daytime one mile coverage if you do it an average, but if you really sit down and do it right and maybe get some help,
[00:38:58.721 --> 00:38:59.141]  Uh, yes.
[00:38:59.381 --> 00:38:59.902]  Three miles.
[00:38:59.962 --> 00:39:03.424]  I have a guy in Omaha that can pick up our Omaha transmitter three and a half miles away.
[00:39:03.444 --> 00:39:05.765]  He recorded it and emailed me the recording back.
[00:39:05.785 --> 00:39:06.705]  So that was verified.
[00:39:07.826 --> 00:39:11.308]  And, uh, it's a, it's a FCC certified unit.
[00:39:11.348 --> 00:39:13.169]  That means the FCC looked at the unit.
[00:39:14.029 --> 00:39:19.192]  Uh, the FCC said, yes, this unit when set at the proper level will not cause interference.
[00:39:19.772 --> 00:39:26.896]  And their statement basically is if you use one of these units, no one's going to bother you as long as we just don't want to know that you're there.
[00:39:27.452 --> 00:39:27.933]  We're good to go.
[00:39:33.596 --> 00:39:34.917]  You know, that's what you do with it.
[00:39:35.137 --> 00:39:41.600]  Well, these are such micro-units, too, that it's, I mean, maybe one out of a billion, and then it's FCC-approved, so there's no problem.
[00:39:41.620 --> 00:39:46.002]  Uh, you know, FMs, you go up with 100 watts or something and go out 20, 30 miles, you know.
[00:39:46.182 --> 00:39:48.583]  Folks keep their mouth shut about that, nothing really happens.
[00:39:48.643 --> 00:39:57.628]  But the point is, this is FCC-approved for general use, and you just find a clean, open spot on the dials, there's not interference, the widest spot you can.
[00:39:58.508 --> 00:40:03.709]  Uh, and then you just put up little paper signs all around the listening area and it explodes.
[00:40:04.570 --> 00:40:06.150]  Well, here's the neatest thing about it.
[00:40:06.570 --> 00:40:13.032]  Since I put this up, remember how a while back, you know, the people that were involved in the Ron Paul group, they lost steam and they kind of dispersed?
[00:40:13.552 --> 00:40:19.894]  Well, this has kind of kept everybody together and now we've seen eugenics right in our face here in South Dakota.
[00:40:20.254 --> 00:40:24.655]  So we've used this system to show people what's going on up here.
[00:40:25.316 --> 00:40:27.958]  And now we're writing in the newspapers, people are getting involved.
[00:40:28.318 --> 00:40:35.023]  Even one of the state representatives who voted the wrong way, she's now coming out and saying, the Department of... It's like a match.
[00:40:35.603 --> 00:40:38.205]  One little match can burn down the entire forest.
[00:40:38.265 --> 00:40:40.207]  Well, what did Thomas Jefferson say?
[00:40:40.527 --> 00:40:41.468]  These are good fires.
[00:40:42.068 --> 00:40:46.872]  One person can set bushfires in the minds of men that will sweep the globe.
[00:40:47.452 --> 00:40:48.433]  And so these are
[00:40:49.093 --> 00:40:51.456]  Powerful incendiaries in the Infowar.
[00:40:51.776 --> 00:40:56.241]  People need to call you and get ready to go to the website TruthAM.com.
[00:40:56.261 --> 00:40:58.263]  Just TruthAM, like AM radio.
[00:40:58.303 --> 00:41:00.465]  TruthAM.com or call 800-579-0580 after the interview.
[00:41:04.369 --> 00:41:11.432]  And we need hams and people that are, it isn't hard to hook up folks, but you know somebody like me who has problem programming a VCR, I might have a problem.
[00:41:11.752 --> 00:41:13.753]  The point is get it, set it up, get it done.
[00:41:13.773 --> 00:41:15.274]  Especially people that have a little bit of skill.
[00:41:15.674 --> 00:41:16.935]  Get the unit now.
[00:41:17.095 --> 00:41:17.815]  Don't wait.
[00:41:18.115 --> 00:41:19.656]  There's only one guy there selling them.
[00:41:19.676 --> 00:41:22.037]  He's selling them basically at cost, because I know what these things cost.
[00:41:22.057 --> 00:41:23.117]  We looked at selling them ourselves.
[00:41:23.137 --> 00:41:23.337]  800-579-0580.
[00:41:23.357 --> 00:41:23.457]  800-579-0580.
[00:41:23.477 --> 00:41:24.598]  And get the things up this week.
[00:41:32.882 --> 00:41:33.682]  Don't wait, folks.
[00:41:33.982 --> 00:41:34.383]  Go ahead.
[00:41:34.863 --> 00:41:35.643]  One quick point.
[00:41:35.683 --> 00:41:37.364]  We've got 25 of them ready to go.
[00:41:37.884 --> 00:41:41.346]  What happens, the typical thing, people start evaluating these other transmitters.
[00:41:41.466 --> 00:41:42.947]  I did that for two years.
[00:41:43.467 --> 00:41:49.211]  All the kids are going to spend time after time trying to make it work.
[00:41:49.711 --> 00:41:50.151]  These work.
[00:41:50.791 --> 00:41:51.372]  They're ready to go.
[00:41:52.708 --> 00:42:01.100]  Yeah, that's how you found the company that we'd separately found, because we were, you know, snooping around trying to find a good AM that was legal to give people.
[00:42:01.480 --> 00:42:08.250]  And all you do is plug it into the internet, folks, or plug it into whatever you want, and blast it out, and then you've got an audience, because you're playing Genesis or whatever.
[00:42:09.151 --> 00:42:15.215]  And then you start getting, or audiophiles, or preachers you like, or whatever it is you want to put out.
[00:42:15.615 --> 00:42:21.058]  And then you've got an audience there in just a few weeks when you put signs up of hundreds, if not thousands, and then boom, you're hitting them.
[00:42:21.098 --> 00:42:22.158]  People want the truth.
[00:42:22.178 --> 00:42:27.141]  And when they find out what's on that AM dial, it's incredible.
[00:42:27.161 --> 00:42:27.441]  Go ahead.
[00:42:27.742 --> 00:42:31.043]  Well, the beauty is the quality of these is such a high level.
[00:42:31.544 --> 00:42:33.825]  It's such a small box, but when you actually put it on the air,
[00:42:34.686 --> 00:42:41.531]  You're quite astonished yourself, just how well it sounds, and it just sends a shiver up your spine.
[00:42:42.852 --> 00:42:44.953]  Doing that is the question you'll ask yourself.
[00:42:45.093 --> 00:42:48.296]  Folks are already calling you right now, one of these 25 transmitters.
[00:42:48.936 --> 00:42:50.797]  Look, I want thousands of these to go out.
[00:42:51.258 --> 00:42:53.099]  We'll keep in touch.
[00:42:54.400 --> 00:42:56.061]  All right, yeah, we'll talk to you again in the near future.
[00:42:56.081 --> 00:42:57.462]  I'm going to let you get to those phone calls.
[00:42:57.902 --> 00:42:59.644]  Thank you so much for joining us, Chess.
[00:43:00.504 --> 00:43:01.405]  Good luck to you, bye-bye.
[00:43:01.825 --> 00:43:02.766]  All right, ladies and gentlemen.
[00:43:04.309 --> 00:43:08.366]  Again, TruthAM.com, TruthAM.com, TruthAM.com!
[00:43:08.386 --> 00:43:09.952]  Get the info war going in your area!
[00:43:13.354 --> 00:43:15.195]  Heart disease is on the rise.
[00:43:15.335 --> 00:43:20.516]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[00:43:20.696 --> 00:43:22.017]  But the symptoms are there.
[00:43:22.297 --> 00:43:30.459]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:43:30.699 --> 00:43:36.421]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:43:36.581 --> 00:43:38.383]  My blood pressure has normalized.
[00:43:38.423 --> 00:43:40.585]  My diabetes has totally improved.
[00:43:40.605 --> 00:43:44.969]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[00:43:45.149 --> 00:43:47.271]  I recommend Heart and Body Extract to everyone.
[00:43:47.371 --> 00:43:55.118]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:43:55.558 --> 00:43:55.959]  We're good.
[00:44:13.382 --> 00:44:18.686]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:44:19.187 --> 00:44:26.193]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:44:26.770 --> 00:44:32.974]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:44:33.354 --> 00:44:35.195]  Well, Obama's already fudging.
[00:44:35.335 --> 00:44:37.756]  He's fudged since day one in this election.
[00:44:37.836 --> 00:44:48.763]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:44:49.403 --> 00:44:50.704]  It's not about left or right.
[00:44:51.084 --> 00:44:52.445]  It's about a one-world government.
[00:44:52.944 --> 00:44:59.266]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:44:59.846 --> 00:45:07.629]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:45:08.109 --> 00:45:09.249]  The Obama Deception.
[00:45:09.670 --> 00:45:10.950]  The people strike back.
[00:45:14.451 --> 00:45:16.432]  It's a new year full of uncertainties.
[00:45:17.032 --> 00:45:19.473]  People are being laid off in record numbers.
[00:45:20.092 --> 00:45:24.273]  The price of food continues to rise and the economy continues to falter.
[00:45:25.020 --> 00:45:26.761]  You know that you need to prepare.
[00:45:27.141 --> 00:45:30.162]  And maybe you've been putting it off, but the time to act is now.
[00:45:30.523 --> 00:45:33.524]  That's why you need to visit OrganicaSeed.com.
[00:45:33.844 --> 00:45:45.209]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds and survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[00:45:45.609 --> 00:45:51.692]  Imagine growing your very own fresh vegetables, wheatgrass, fruits, herbs, rice, tea, coffee, and tobacco.
[00:45:51.772 --> 00:45:52.573]  We're good to go.
[00:46:25.716 --> 00:46:50.111]  I hurt myself today To see if I still feel I focus on the pain The only thing that's real The needle tears the hole
[00:46:52.373 --> 00:47:11.308]  The old familiar sting Try to kill it all away But I remember everything What have I become?
[00:47:14.451 --> 00:47:16.432]  My sweetest friend
[00:47:19.251 --> 00:47:32.243]  Everyone I know goes away in the end And you could have it all
[00:47:49.192 --> 00:47:51.535]  Go ahead and get a Webster Tarpley on John up in Minnesota.
[00:47:51.555 --> 00:47:55.561]  I've been popping in for about 10 minutes with him.
[00:47:55.581 --> 00:47:57.303]  At the end of the interview we're going to go to Ireland.
[00:47:57.323 --> 00:47:59.005]  It's just all right here.
[00:47:59.045 --> 00:48:02.831]  Even mainstream news basically admitting it's an inside job.
[00:48:02.851 --> 00:48:05.855]  With them killing the military and police over in Ireland right now.
[00:48:10.036 --> 00:48:11.237]  Oh, it is insane.
[00:48:11.277 --> 00:48:12.257]  We had Ron Paul on today.
[00:48:12.277 --> 00:48:13.218]  An amazing interview.
[00:48:13.238 --> 00:48:16.340]  So many key stories we can write about that and get the word out.
[00:48:16.900 --> 00:48:17.981]  What we do is we have Ron Paul on.
[00:48:18.001 --> 00:48:18.841]  He covers all these issues.
[00:48:18.881 --> 00:48:19.862]  All the Ron Paul supporters.
[00:48:20.262 --> 00:48:21.923]  Then check out the things he covers here.
[00:48:21.943 --> 00:48:23.904]  A lot of things he doesn't get asked by the mainstream media.
[00:48:24.645 --> 00:48:26.005]  And it sends shockwaves out.
[00:48:26.025 --> 00:48:29.527]  You know, that's our job is to set bushfires in the minds of men and women everywhere.
[00:48:30.168 --> 00:48:32.029]  That's why I had TruthAM.com on.
[00:48:33.663 --> 00:48:44.813]  You know, I got all these sponsors, too, and I usually do two, three hours of show and forget about them and then cram them all in here at the end, but it is sponsors that we have a whole other hour coming up, though, that make this show possible.
[00:48:47.856 --> 00:48:49.557]  One of them is Pmemory.net.
[00:48:49.917 --> 00:48:50.978]  It's a great system.
[00:48:51.038 --> 00:48:55.683]  It's just the classical systems that really work to increase your memory.
[00:48:56.923 --> 00:49:01.206]  You spend all this time listening to the show every day, but how much of the information can you actually recall?
[00:49:01.266 --> 00:49:02.466]  Test yourself right now.
[00:49:02.887 --> 00:49:05.028]  Try to recall the show aired one week ago.
[00:49:07.309 --> 00:49:08.510]  How about two weeks ago?
[00:49:10.211 --> 00:49:12.673]  And if you cannot recall it, then what's the point?
[00:49:14.033 --> 00:49:17.956]  School of Phenomenal Memory, pmemory.net.
[00:49:19.917 --> 00:49:24.660]  And, you know, I focus all day researching documents and information, and it made my memory even better over the years.
[00:49:28.612 --> 00:49:30.473]  Proven results from the lesson.
[00:49:30.493 --> 00:49:30.973]  Guaranteed.
[00:49:31.033 --> 00:49:32.274]  No gimmicks or magic pills.
[00:49:32.534 --> 00:49:34.595]  Pure science and real training that makes sense.
[00:49:34.655 --> 00:49:39.517]  Memorize what you read, what you really need, such as daily tasks, new languages, and even entire books.
[00:49:39.897 --> 00:49:42.518]  Dramatically improve natural memory, attention, and thinking speed.
[00:49:42.778 --> 00:49:44.179]  The School of Phenomenal Memory.
[00:49:44.199 --> 00:49:45.360]  www.pmemory.net
[00:49:51.010 --> 00:49:52.291]  Also, another fine sponsor.
[00:49:52.311 --> 00:49:53.532]  I mean, what do I say about this company?
[00:49:53.572 --> 00:49:55.353]  Ecolablue, Ecolablue.com.
[00:49:56.494 --> 00:49:59.456]  Great atmospheric water generator, seven and a half gallons a day out of the air.
[00:50:00.216 --> 00:50:03.979]  Inside your house or out on the porch, whatever, it grabs it, puts it through seven different filters.
[00:50:06.260 --> 00:50:12.504]  Among the filters is UV, charcoal, reverse osmosis, other filters, no chemicals, pollutants, or toxins.
[00:50:12.884 --> 00:50:14.966]  Neutral pH, your own source of clean drinking water.
[00:50:15.166 --> 00:50:16.287]  Hook it up to a little solar panel.
[00:50:16.307 --> 00:50:17.267]  Another great system.
[00:50:17.307 --> 00:50:19.269]  Ecolablue.com, E-C-O-L-L-B-L-U-E.
[00:50:20.259 --> 00:50:21.899]  We'll be right back, ladies and gentlemen, with
[00:50:45.526 --> 00:50:51.912]  Hour number four, as we go straight into the New World Order, straight through and beyond.
[00:50:54.355 --> 00:50:56.197]  You are listening to GCN.
[00:50:57.858 --> 00:51:00.181]  Visit GCNlive.com today.
[00:51:02.585 --> 00:51:04.167]  Hello friends, this is Alex Jones.
[00:51:04.267 --> 00:51:08.914]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:51:09.014 --> 00:51:11.778]  We need to be independent, and food and water is the key.
[00:51:11.978 --> 00:51:14.862]  You'll never have to stand in a bread line if you have your own bread.
[00:51:15.042 --> 00:51:19.769]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[00:51:19.969 --> 00:51:20.909]  If you simply prepare.
[00:51:21.089 --> 00:51:24.071]  No one is going to take care of your family in the final equation but you.
[00:51:24.331 --> 00:51:31.234]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[00:51:31.314 --> 00:51:34.455]  And they do it at almost half the cost of last year's grocery prices.
[00:51:34.595 --> 00:51:34.875]  Call 1-800-409-5633.
[00:51:37.276 --> 00:51:39.537]  Or on the web, go to eFoodsDirect.com.
[00:51:39.757 --> 00:51:45.839]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[00:51:46.019 --> 00:51:49.600]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[00:51:49.620 --> 00:51:51.120]  Again, 800-409-5633, or on the web at eFoodsDirect.com.
[00:51:51.140 --> 00:51:51.720]  Take action today.
[00:51:51.760 --> 00:51:53.581]  The first step is getting storable food.
[00:52:05.586 --> 00:52:07.508]  Waging war on corruption.
[00:52:07.988 --> 00:52:10.751]  Alex Jones on the GCN Radio Network.
[00:52:30.405 --> 00:52:35.989]  We are back live, ladies and gentlemen, in defense of the republic you have found at the tip of the spear in the Info War.
[00:52:38.710 --> 00:52:40.511]  We're here Monday through Friday from 11 a.m.
[00:52:40.551 --> 00:52:40.992]  to 3 p.m.
[00:52:41.092 --> 00:52:42.473]  by the grace of God.
[00:52:44.494 --> 00:52:48.717]  We have told the truth, the whole truth, and nothing but that truth.
[00:52:51.258 --> 00:52:58.403]  The Obama deception, I am very, very tempted to go ahead and release it and not wait till Sunday because time is short.
[00:53:01.104 --> 00:53:04.105]  The dirty tricks going on against us are legion.
[00:53:05.546 --> 00:53:08.447]  And that tells me that we are very close to victory.
[00:53:09.047 --> 00:53:09.848]  I smell victory.
[00:53:11.769 --> 00:53:14.810]  Webster Tarpley, he wrote an article about Obamaville.
[00:53:14.830 --> 00:53:16.731]  More and more tent cities sprouting up.
[00:53:17.931 --> 00:53:34.604]  He is now announcing that they will take the core of these millions of volunteers and have them march around door-to-door, canvassing support for Obama and his agenda, literally pushing for an open world government run for and by the central banks, a new special court they run where they will try people like Bernie Madoff, the new private banking court.
[00:53:35.425 --> 00:53:36.185]  It's all happening!
[00:53:37.086 --> 00:53:41.828]  Right now, I'm sure you've noticed, I keep saying this every day, every week, but now it's becoming more and more insane by the minute.
[00:53:42.548 --> 00:53:46.589]  We have so many people waking up right now, so many people listening.
