[00:00:00.169 --> 00:00:00.649]  I think so.
[00:48:35.100 --> 00:48:38.663]  But we could definitely give you some support to help further our efforts.
[00:48:38.943 --> 00:48:47.446]  Well, I'm going to have my crew there, and so set aside a time for us to interview you for about an hour or so in your hotel room, or in a conference room where there's not a lot of noise, and we need to interview Dr. Edwin Vieira and everybody else.
[00:49:01.641 --> 00:49:08.985]  And Dan Ipsen is going to be there, and Joe Bonick, legislators who sponsored some of the sovereignty initiatives are going to be there as well.
[00:49:10.346 --> 00:49:13.448]  Okay, do me a favor, will you send me, will you send me all, you want to go?
[00:49:13.468 --> 00:49:15.349]  Okay, we're going to send Rob Dew and Burmess.
[00:49:15.829 --> 00:49:23.133]  Will you do me a favor, will you, I'm sending Aaron to Kansas City this weekend for an interview.
[00:49:23.173 --> 00:49:24.774]  This film's got a lot of cool interviews in it.
[00:49:28.786 --> 00:49:33.728]  Yeah, do me a favor, will you email Rob Due all those guys' contacts so that we can have the interviews lined up before we get there?
[00:49:33.748 --> 00:49:40.251]  Because it'll be... It won't happen if we show up while they're busy shaking hands for two hours and try to get the interviews and then it's all pointless.
[00:49:41.031 --> 00:49:47.334]  Well, very, very exciting and people should go up to the site and read the ten things you will not do because those are all the things that are being asked to be done.
[00:49:47.354 --> 00:49:48.635]  Can you believe all these liberal sites?
[00:49:48.655 --> 00:49:50.856]  And I was just given more mainstream newspapers attacking me.
[00:49:51.496 --> 00:50:08.402]  Including the New York Times, are saying we're making it up that Obama wants to restrict guns, when he says, oh I'm for the Second Amendment, we're not going to ban, this is a quote, we're not going to ban all the guns overnight, we're just going to restrict them incrementally, and his Chief of Staff and Attorney General are for total gun bans on record.
[00:50:08.442 --> 00:50:12.503]  I mean, how can they just keep lying and saying they're not for this as they do it?
[00:50:13.444 --> 00:50:14.644]  Well, it's part of their strategy.
[00:50:15.262 --> 00:50:18.083]  It's like this Marcion guy, I want to read this to you real quick.
[00:50:18.363 --> 00:50:21.465]  He says, I don't think American soldiers would hesitate to kill Americans.
[00:50:21.825 --> 00:50:23.246]  They are a very professional force.
[00:50:23.306 --> 00:50:31.469]  And then he says, after the demonization job that would be done by the media, Americans would be positively demanding airstrikes on their own cities.
[00:50:31.870 --> 00:50:32.450]  That's what he says.
[00:50:32.990 --> 00:50:43.676]  Yeah, communists are always, and socialists are always, real cold-blooded and into the Machiavellian mind, and they just love getting in a power position and imagining what they do.
[00:50:43.876 --> 00:50:58.904]  Oh, we would demonize the gun owners, and then we'd airstrike them, and oh God, I can't wait, we're so close to getting these gun owners, we're so close to bombing their families, oh God, I've got Foundation money and Soros money, we're butchering America, the global tax is here,
[00:50:59.164 --> 00:51:03.788]  We've stalled the people long enough, and we're so close to turn the military and police against the people.
[00:51:03.868 --> 00:51:05.190]  It's gonna be so good!
[00:51:05.210 --> 00:51:07.672]  Oh, we can't wait to destroy America!
[00:51:07.812 --> 00:51:08.273]  Yes!
[00:51:08.713 --> 00:51:09.113]  Yes!
[00:51:09.434 --> 00:51:10.395]  Oh, it's so good!
[00:51:10.415 --> 00:51:14.378]  Thank you for listening to GCN.
[00:51:15.660 --> 00:51:16.941]  Visit GCNlive.com today.
[00:51:20.677 --> 00:51:22.258]  Hello friends, this is Alex Jones.
[00:51:22.358 --> 00:51:27.020]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:51:27.100 --> 00:51:29.861]  We need to be independent, and food and water is the key.
[00:51:30.061 --> 00:51:32.922]  You'll never have to stand in a bread line if you have your own bread.
[00:51:33.102 --> 00:51:37.824]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[00:51:38.044 --> 00:51:38.965]  If you simply prepare.
[00:51:39.185 --> 00:51:42.147]  No one is going to take care of your family in the final equation but you.
[00:51:42.427 --> 00:51:49.331]  You know, efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[00:51:49.431 --> 00:51:52.553]  And they do it at almost half the cost of last year's grocery prices.
[00:51:52.693 --> 00:51:52.893]  Call 1-800-409-5633.
[00:51:52.953 --> 00:51:54.574]  Or on the web, go to efoodsdirect.com.
[00:51:57.836 --> 00:52:03.902]  Visit efoodsdirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[00:52:04.102 --> 00:52:07.846]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[00:52:07.866 --> 00:52:09.207]  Again, 800-409-5633, or on the web at efoodsdirect.com.
[00:52:09.228 --> 00:52:09.808]  Take action today.
[00:52:09.848 --> 00:52:11.830]  The first step is getting storable food.
[00:52:23.524 --> 00:52:25.425]  Waging war on corruption.
[00:52:25.905 --> 00:52:28.847]  Alex Jones on the GCN Radio Network.
[00:52:32.069 --> 00:52:34.870]  We have to believe we can fight the New World Order.
[00:52:34.890 --> 00:52:37.192]  We have to believe we can have victory.
[00:52:47.608 --> 00:52:54.152]  Now, you're going to see the COINTELPRO operatives and their unwitting dupes who are just conned.
[00:52:55.493 --> 00:53:09.441]  You've seen this from Rolling Stone and other books and magazine articles that I've seen over the years where they're claiming, oh my God, the Republican Party has right-wing militias that want to overthrow the government and kill everybody.
[00:53:09.901 --> 00:53:11.983]  That's George Soros propaganda.
[00:53:13.326 --> 00:53:23.793]  And so he was just mentioning, that's what made me think of it, our guest, Stuart Rhodes, worked with the Ron Paul campaign at the highest levels, now spinning off doing this, saying to the police and military, hey, join the Republic, join the Bill of Rights.
[00:53:24.334 --> 00:53:25.434]  We're the good guys.
[00:53:25.795 --> 00:53:27.216]  We're not the Republican Party.
[00:53:27.476 --> 00:53:28.837]  We're not the Democratic Party.
[00:53:29.237 --> 00:53:32.059]  You know, they claimed I worked for the Democrats secretly when I was attacking Bush.
[00:53:32.579 --> 00:53:33.260]  Vice versa.
[00:53:34.020 --> 00:53:44.833]  We are trying to get the military and police to defend the Bill of Rights Constitution, not fire on Americans, not get in shootouts with law-abiding citizens, not have gun confiscations, not have secret arrest of citizens.
[00:53:45.413 --> 00:53:48.717]  All the things that are now admitted, that are going on, they're trying.
[00:53:49.198 --> 00:53:53.082]  Who could say that isn't a wholesome, good thing, and to have them upkeep their oath?
[00:53:53.723 --> 00:53:59.286]  Well, George Soros and their crowd are hopping mad because, believe me, we are the resistance.
[00:53:59.886 --> 00:54:01.667]  You want to know who's resisting this new world order?
[00:54:01.687 --> 00:54:06.290]  You want to know who's at the tip of the spear and who's affecting change and who they're worried about?
[00:54:07.932 --> 00:54:09.872]  That's why we have Republicans and Democrats.
[00:54:09.892 --> 00:54:15.074]  You have Glenn Beck saying the FEMA camps aren't real, we're all cooks, you know, restaurant Paul supporters, but then he's still our best friend.
[00:54:15.754 --> 00:54:17.954]  You've got all the big liberal sites doing it.
[00:54:18.414 --> 00:54:25.796]  And their own members are posting, the majority of comments, are countering him, going, no, no, Alex Jones is good, you know, he calls for nonviolence.
[00:54:25.836 --> 00:54:27.376]  As they go, Jones says kill cops!
[00:54:28.056 --> 00:54:29.257]  This isn't going to work.
[00:54:29.397 --> 00:54:30.617]  And anybody you hear
[00:54:31.477 --> 00:54:36.020]  Putting that out as an operative, folks, you want to know instantly who an operative is.
[00:54:36.060 --> 00:54:36.580]  That's how you know.
[00:54:36.820 --> 00:54:40.642]  Going back briefly to Stuart Rhodes, I appreciate doing what he's done.
[00:54:40.662 --> 00:54:45.365]  Look, he's taken up the mantle, taken up the leadership, energizing and having a huge effect.
[00:54:45.765 --> 00:54:48.507]  Tens of thousands of police and military on record saying
[00:54:48.507 --> 00:54:51.810]  Saying we, and sending in their photos, or sending in a picture of their ring.
[00:54:51.850 --> 00:54:53.171]  They can be public or not public.
[00:54:53.191 --> 00:54:54.372]  A lot of them want to be public.
[00:54:54.672 --> 00:54:55.853]  Saying we're not going along.
[00:54:55.873 --> 00:54:57.115]  And then we're the mainstream.
[00:54:57.195 --> 00:54:58.035]  We're the majority.
[00:54:58.296 --> 00:54:59.557]  We're the constitutionalists.
[00:54:59.857 --> 00:55:01.619]  That's why the feds bombed Oklahoma City.
[00:55:02.475 --> 00:55:05.356]  Was to put a chilling effect on the Patriot Movement and claim we did it.
[00:55:05.696 --> 00:55:07.397]  Well, we're not even calling this a Patriot Movement.
[00:55:07.597 --> 00:55:10.117]  This is a constitutional movement against tyranny.
[00:55:10.938 --> 00:55:16.919]  And you notice the operatives are going to say we're violent and seize on any opportunity to frame us and cast us that way.
[00:55:17.260 --> 00:55:18.280]  It isn't going to work.
[00:55:18.400 --> 00:55:25.342]  The police and military are now understanding they want to get a war started between the American people because a divided house cannot stand.
[00:55:25.382 --> 00:55:28.063]  We've got to come together for the Bill of Rights and Constitution.
[00:55:28.103 --> 00:55:31.104]  You stand with George Washington and Thomas Jefferson,
[00:55:32.856 --> 00:55:33.917]  And the Founding Fathers?
[00:55:34.858 --> 00:55:42.425]  Or do you stand with George Bush and George Soros and with Barack Obama and Zbigniew Brzezinski?
[00:55:43.826 --> 00:55:44.807]  They're demonizing us!
[00:55:44.867 --> 00:55:45.547]  What does that tell you?
[00:55:46.108 --> 00:55:50.072]  In closing, tell folks about the website, when the event is, April 18th and April 19th.
[00:55:51.713 --> 00:55:56.157]  We are Oath-Keepers, which is Oath-Keepers.blogspot.com
[00:55:59.037 --> 00:56:03.279]  And you can go there and read testimonials from active military, retired, and police.
[00:56:03.739 --> 00:56:06.761]  And we are rallying on the Green at Lexington on April 19th.
[00:56:06.821 --> 00:56:08.922]  We'll actually be there Saturday, the 18th.
[00:56:09.622 --> 00:56:19.447]  And on Sunday, the 19th of April, at Lexington, Massachusetts, to reaffirm our oaths, to read aloud to the whole world our Declaration of Orders.
[00:56:19.467 --> 00:56:20.348]  We will not obey.
[00:56:20.928 --> 00:56:23.049]  And to put it on film and let it go viral.
[00:56:23.289 --> 00:56:24.570]  And throw down the gauntlet.
[00:56:25.090 --> 00:56:26.992]  And make it clear to them that we're not going to play along.
[00:56:45.228 --> 00:56:46.669]  I may come there, I may do that.
[00:56:46.689 --> 00:56:50.333]  I just don't want to have my hotel robbed or anything, so I'd like to not announce what I'm doing.
[00:56:50.753 --> 00:56:55.197]  The point is, is that we are taking action, ladies and gentlemen.
[00:56:55.217 --> 00:56:56.218]  I will have people there.
[00:56:56.638 --> 00:56:58.060]  Be there the 18th and 19th.
[00:56:58.100 --> 00:56:59.381]  Again, give folks the town the place.
[00:57:00.524 --> 00:57:01.224]  This is beautiful.
[00:57:01.244 --> 00:57:01.804]  This is beautiful.
[00:57:01.824 --> 00:57:06.925]  This is real resistance to tyranny, a real counter-revolution to the globalist revolution to overthrow our republic.
[00:57:07.005 --> 00:57:08.406]  We are restorationists.
[00:57:08.426 --> 00:57:09.866]  Thank you so much, Mr. Rhodes.
[00:57:31.112 --> 00:57:32.533]  So you want to stop smoking.
[00:57:32.593 --> 00:57:33.694]  Well, here's what I want you to do.
[00:57:33.874 --> 00:57:36.637]  Go to a drugstore and take a stop smoking product off the shelf.
[00:57:36.757 --> 00:57:40.580]  Go to the cashier, tell him you don't want to pay for the product, you just want to take it home and try it.
[00:57:40.740 --> 00:57:44.284]  And if, and only if, you stop smoking, will you then come back and pay for it.
[00:57:44.504 --> 00:57:46.465]  Most likely, if you tried this, you'd be arrested.
[00:57:46.525 --> 00:57:50.429]  But as silly as this sounds, this is exactly what the smoke-free free trial offer is.
[00:57:50.809 --> 00:57:57.593]  Smoke Free is a complete all-natural stop smoking system and when you call today they'll send you a 30-day supply of the program absolutely free.
[00:57:57.893 --> 00:58:06.959]  This program eliminates withdrawals and cravings and includes a 30-day supply of the Smoke Free Capsules, a guide to living smoke free book, an audio support program, capsule holder,
[00:58:07.179 --> 00:58:09.400]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:58:37.026 --> 00:58:44.107]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:58:44.588 --> 00:58:50.809]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:58:51.189 --> 00:58:53.009]  Well, Obama's already fudging.
[00:58:53.149 --> 00:58:55.570]  He's fudged since day one in this election.
[00:58:55.670 --> 00:59:06.452]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:59:07.248 --> 00:59:08.529]  It's not about left or right.
[00:59:08.909 --> 00:59:10.311]  It's about a one world government.
[00:59:10.771 --> 00:59:17.096]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:59:17.677 --> 00:59:25.463]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:59:25.944 --> 00:59:27.105]  The Obama Deception.
[00:59:27.525 --> 00:59:28.786]  The people strike back.
[00:59:30.748 --> 00:59:31.228]  You worry.
[00:59:31.638 --> 00:59:33.339]  You see the signs and worry about the future.
[00:59:33.700 --> 00:59:35.921]  You worry about economic turmoil and food shortages.
[00:59:36.342 --> 00:59:38.143]  How to be prepared while preserving your sanity?
[00:59:38.463 --> 00:59:39.664]  Your answer may be at hand.
[00:59:40.084 --> 00:59:43.267]  Author Linda Runyon lived off the land, isolated from civilization.
[00:59:43.667 --> 00:59:48.531]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[00:59:48.911 --> 00:59:52.234]  Perhaps the only sane insurance is knowledge of wild edible plants.
[00:59:52.874 --> 00:59:54.215]  The cost of learning is minimal.
[00:59:54.575 --> 00:59:57.177]  Wild food grows everywhere and you will see it everywhere.
[00:59:57.478 --> 01:00:00.420]  It's every bit organic and more nutritious than our modern diets.
[01:00:00.905 --> 01:00:09.088]  Well respected in her field, Linda's approach to teaching this subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
[01:00:09.548 --> 01:00:13.930]  Learn how to identify it, where and when to find it, how to prepare, use, and store it.
[01:00:14.370 --> 01:00:18.071]  Go to Linda's website, ofthefield.com, and take advantage of special offers.
[01:00:18.391 --> 01:00:22.372]  Or if you're not online, call her 24-hour, toll-free order line at 888-51-EAT-FREE.
[01:00:22.412 --> 01:00:23.773]  That number again, 888-51-EAT-FREE.
[01:00:23.793 --> 01:00:25.514]  A little knowledge makes starvation impossible.
[01:00:32.489 --> 01:00:38.514]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:39.115 --> 01:00:42.158]  It's Alex Jones and the GCN Radio Network.
[01:00:46.141 --> 01:00:48.143]  I could have this next guest on for 10 hours.
[01:00:48.183 --> 01:00:49.164]  What a political mind.
[01:00:49.184 --> 01:00:52.006]  I want to have him back up on the show on a routine basis.
[01:00:54.969 --> 01:00:58.111]  I apologize for moving him from Monday to today.
[01:00:58.732 --> 01:01:02.434]  I just had national media trying to frame me as a cop killer.
[01:01:02.514 --> 01:01:06.297]  Last week it was trying to frame me, alternative media, as a murderer of a talk show host.
[01:01:06.837 --> 01:01:09.439]  So the attacks are really getting bad.
[01:01:09.839 --> 01:01:17.384]  I mean, it's getting crazy because even the national media is identifying me as the leader of the anti-government movement.
[01:01:17.424 --> 01:01:24.609]  Well, if anti-government means I'm against gun confiscation, 12.8 trillion stolen in six months by offshore banks,
[01:01:25.749 --> 01:01:29.731]  Tennessee newspapers reporting that the governor said no army checkpoints and they still did it?
[01:01:30.232 --> 01:01:31.592]  I mean, that's confirmed!
[01:01:32.793 --> 01:01:35.214]  Marines out running checkpoints around the country suddenly?
[01:01:35.614 --> 01:01:37.435]  I mean, we are entering the vortex!
[01:01:40.116 --> 01:01:50.742]  And then now the Associated Press, we've got a big article going up on PrisonPlanet.com on this, the Associated Press comes out and admits that there's chemtrails spraying
[01:01:51.812 --> 01:01:57.034]  Going on by the government for our safety that they are spraying.
[01:01:58.854 --> 01:02:07.977]  Obama looks at climate engineering, I mean, and then we found all these government sites where they admit it's a giant worldwide program where they're manipulating.
[01:02:07.997 --> 01:02:09.377]  There's AP on your screen!
[01:02:10.478 --> 01:02:11.998]  And I've always known they were spraying.
[01:02:12.038 --> 01:02:14.199]  I mean, these trails didn't stay in the sky before 96.
[01:02:15.899 --> 01:02:25.216]  Then we got other government documents and talked to whistleblowers, but now they put out high school and college textbooks saying the government's spraying the sky to keep you safe from UV radiation.
[01:02:26.485 --> 01:02:38.833]  And then there's thousands of government studies where they admit they're doing it, and then we see all these, and then the AP admits it, and Obama gives an interview, and talks about, I mean, and I'm still going to be called a kook!
[01:02:38.913 --> 01:02:48.359]  I mean, they've announced every world, world government run by the bankers that you pay taxes to, that rules the entire earth with an 80% tax rate run by the OECD.
[01:02:50.054 --> 01:02:52.035]  I'd read Carnegie, Ford, Rockefeller, U.N.
[01:02:52.696 --> 01:02:58.939]  OECD documents ten years ago where they said we'll have an 80-plus percent tax rate, one-child policies, carbon taxes on everybody.
[01:02:59.200 --> 01:03:01.141]  And I went on air and said, here they are saying it.
[01:03:01.401 --> 01:03:05.343]  You know, here's CFR last year calling for world government, global governance, carbon taxes.
[01:03:05.844 --> 01:03:08.705]  Headline, International Institutions and Global Governance Program.
[01:03:09.686 --> 01:03:11.027]  CFR.org!
[01:03:12.788 --> 01:03:14.669]  No liberties, no freedoms, total control.
[01:03:16.158 --> 01:03:17.258]  And people are denying that!
[01:03:17.278 --> 01:03:18.778]  I mean, I'm being attacked right now.
[01:03:19.199 --> 01:03:29.760]  They just walked in and gave me two more newspapers attacking me, saying I'm dangerous and calling for violence, when I'm calling to stop violence, and saying I'm making up all of this stuff when it's all over the news!
[01:03:31.801 --> 01:03:35.221]  Let me tell you, folks, I've got to chill up my spine, because I know what that means.
[01:03:35.281 --> 01:03:41.382]  The fact that they're bringing me out this big means they're planning to really try to do something to us, and I just pray for us, folks.
[01:03:41.663 --> 01:03:43.603]  Let's go to Michael Bagner, a constitutional scholar.
[01:03:44.738 --> 01:03:46.259]  To talk about all these things that are happening.
[01:03:46.939 --> 01:03:49.600]  Presidential candidate for the Libertarian Party, 2004.
[01:03:51.260 --> 01:03:52.681]  Michael Bagneri, good to have you here with us.
[01:03:53.821 --> 01:03:57.262]  I'm so pleased to be here, Alex, and I want to congratulate you.
[01:03:57.402 --> 01:04:03.644]  The fact that they are making all of these attacks means that you have been doing a fantastic job.
[01:04:03.964 --> 01:04:07.366]  That you really are a threat to the New World Order.
[01:04:07.866 --> 01:04:08.426]  I'm envious.
[01:04:10.014 --> 01:04:12.876]  Well, don't envy him until you've been in the position, Michael.
[01:04:12.896 --> 01:04:21.222]  Well, you've been all over national television and got nationally attacked when you were the Libertarian Party candidate for president, getting so much attention, so you've actually been there before.
[01:04:21.262 --> 01:04:27.307]  But, no, it starts getting a little bit spooky, man, when they're saying on Air America, I'm calling for killing cops, when I've never said that.
[01:04:30.649 --> 01:04:33.972]  Yeah, you've never said that, but again, they are getting nervous.
[01:04:34.052 --> 01:04:36.654]  We are finally having an effect to the point where
[01:04:37.233 --> 01:04:47.084]  They, in their ivory towers, are getting a little bit nervous because they know the natives are restless, and we are getting ready to take back our constitutional republic.
[01:04:49.366 --> 01:04:50.127]  Well, that's right.
[01:04:51.689 --> 01:04:52.870]  We're lawfully doing this.
[01:04:52.890 --> 01:04:56.634]  This is a criminal government, and what does the Declaration of Independence say about a criminal government?
[01:04:57.697 --> 01:04:59.377]  We can alter or abolish it.
[01:05:00.758 --> 01:05:01.718]  We've created it.
[01:05:01.818 --> 01:05:08.440]  We have individual rights and they have privileges that we grant them by way of Article 1, Section 8 of the Constitution.
[01:05:08.820 --> 01:05:09.920]  And now they've got it backwards.
[01:05:09.940 --> 01:05:13.921]  They tell us they grant us privileges and that they have rights.
[01:05:14.981 --> 01:05:16.742]  But that's ass-backwards, isn't it?
[01:05:17.688 --> 01:05:23.210]  It is passed backwards, and that is the focus of my Constitution class.
[01:05:23.590 --> 01:05:27.431]  My 8-hour class, Chapter 2, Rights vs. Privileges.
[01:05:27.611 --> 01:05:29.492]  We, the people, have individual rights.
[01:05:29.892 --> 01:05:31.693]  We give government privileges.
[01:05:32.533 --> 01:05:37.475]  And it's the very first words of the Constitution, Article 1, Section 1, Clause 1.
[01:05:38.457 --> 01:05:42.158]  All legislative powers herein granted.
[01:05:42.299 --> 01:05:47.921]  We grant them power, we can take that power away from them whenever we're courageous enough to do so.
[01:05:48.741 --> 01:05:51.382]  And in fact, it's not our right to do it, it's our duty.
[01:05:52.462 --> 01:05:54.923]  Our moral obligation, absolutely.
[01:05:55.383 --> 01:06:01.846]  If someone were attacking your child, I mean, you wouldn't stand there and go, well, come on, Tommy, lead with your left.
[01:06:02.911 --> 01:06:03.091]  He's
[01:06:11.523 --> 01:06:14.525]  It's just chilling what the government is doing these days.
[01:06:15.906 --> 01:06:23.071]  I'm sure that you've been talking about the Missouri report that has Ron Paul supporters listed as terrorists.
[01:06:23.531 --> 01:06:24.672]  Oh, we've been talking about it.
[01:06:25.052 --> 01:06:25.892]  Yeah, we broke it.
[01:06:26.653 --> 01:06:28.894]  Yeah, there was a young man going through St.
[01:06:28.934 --> 01:06:34.378]  Louis and he had, you know, a couple thousand dollars on him and they were giving him a hard time.
[01:06:35.018 --> 01:06:39.181]  This is, I mean, I don't know what could be more blatant
[01:06:39.611 --> 01:06:43.203]  I mean, when we say totalitarian police state, this is it!
[01:06:45.489 --> 01:07:00.618]  Well, now they're putting in all over the country body scanners that admittedly scan your naked body and put it in a database, and they want you to scan your children's naked bodies in a government database, which they then can biometrically track with cameras, because the camera then has your biometric algorithm.
[01:07:00.758 --> 01:07:02.840]  It's like getting your digital thumb printer retina scan.
[01:07:03.060 --> 01:07:04.040]  It's a body scan, 360.
[01:07:04.461 --> 01:07:07.222]  I mean, what's next?
[01:07:07.282 --> 01:07:08.803]  It's already insanely bad.
[01:07:09.063 --> 01:07:13.706]  Now they admit, oh yeah, we've been taking all babies' blood at birth for a UN database for 36 years.
[01:07:14.867 --> 01:07:16.048]  You know, I got laughed at about that.
[01:07:16.108 --> 01:07:17.188]  Now it's in all the newspapers.
[01:07:17.649 --> 01:07:20.150]  They're now announcing they're Kim trailing us, Michael.
[01:07:20.490 --> 01:07:22.891]  They go, yeah, we're spraying you for your own good.
[01:07:23.151 --> 01:07:24.592]  We mix it with the jet fuel.
[01:07:25.433 --> 01:07:28.114]  I mean, that's in the Associated Press, Michael, today!
[01:07:30.295 --> 01:07:38.159]  I mean... I've been trying to bring people's attention to it, and my expertise is teaching people what they already know.
[01:07:38.900 --> 01:07:43.182]  And when I teach my Constitution class, people walk out of there realizing
[01:07:43.823 --> 01:07:48.404]  Just how far away we have gotten from the principles our founding fathers left us.
[01:07:50.805 --> 01:07:52.685]  That's what I wake up to every day and freak out.
[01:07:52.765 --> 01:08:06.668]  How crazy it is, the fact that they'll admit they're setting up world government with a world currency, that they're spraying us in a secret program, that they're putting, I mean, I mean, what on earth does it take to get folks angry?
[01:08:08.180 --> 01:08:13.423]  I had a gentleman call me about three weeks ago and said, Michael, America's in trouble.
[01:08:13.944 --> 01:08:14.744]  And I said, yeah.
[01:08:14.764 --> 01:08:16.205]  And he says, no, we've got to do something.
[01:08:16.245 --> 01:08:17.386]  We've got to do something now.
[01:08:18.046 --> 01:08:23.289]  And I was glad to have him on our side, but I told him that he was not going to be leading the parade.
[01:08:23.970 --> 01:08:25.671]  That ship had already left the dock.
[01:08:26.591 --> 01:08:28.933]  So I told him which websites to look at.
[01:08:29.453 --> 01:08:37.698]  But it is finally so ridiculously crazy that your average person is
[01:08:38.487 --> 01:08:47.872]  He realizes that the government's out of control, all of this, the bailout and the stimulus package, all this information.
[01:08:49.173 --> 01:08:58.458]  I just brought a cab back from the airport a couple days ago, and I asked the cab driver how much of Barack Obama's stimulus package he was going to get.
[01:08:58.958 --> 01:09:00.419]  And he turned around and looked at me.
[01:09:00.459 --> 01:09:02.360]  I thought for a moment he was going to throw me out of the cab.
[01:09:05.492 --> 01:09:07.414]  So he was definitely angry at Lord Obama.
[01:09:07.454 --> 01:09:12.959]  We're already seeing a lot of real liberals, you know, who aren't foundation paid off by Soros or the others.
[01:09:13.619 --> 01:09:18.143]  Obama publicly is funding Acorn, saying they're going to disrupt Tea Parties nationwide.
[01:09:18.163 --> 01:09:24.589]  I mean, people are going to protest against higher taxes and Obama is going to dispatch his paid-for group?
[01:09:25.109 --> 01:09:27.531]  That he just gave a couple billion to out to disrupt it?
[01:09:27.912 --> 01:09:29.213]  I mean, this is getting insane!
[01:09:30.984 --> 01:09:32.945]  Well, that's exactly what Joseph Stalin did.
[01:09:33.326 --> 01:09:36.728]  You're not allowed to oppose the company line.
[01:09:37.229 --> 01:09:45.735]  The government says something that must be true, and anybody who disagrees is suspect of being, you know, a terrorist.
[01:09:45.795 --> 01:09:52.200]  And that, I wish I could say that was only a euphemism here in the United States, but that's getting to be literal.
[01:09:53.340 --> 01:09:54.681]  And I'm with you.
[01:09:54.701 --> 01:09:56.703]  If this, if being a
[01:09:57.671 --> 01:10:04.594]  Enemy of the state means that you're opposed to the taxes, opposed to the unconstitutional government, and opposed to all of this police state.
[01:10:04.954 --> 01:10:08.295]  Well, I'm happy to mark shoulder-to-shoulder with you.
[01:10:09.276 --> 01:10:09.796]  Exactly.
[01:10:09.816 --> 01:10:12.957]  At this point, we're going, please stop, just like the Founders did for a decade.
[01:10:13.297 --> 01:10:13.897]  Please stop.
[01:10:14.238 --> 01:10:14.898]  Please stop.
[01:10:15.538 --> 01:10:17.859]  And we're going, this isn't going to go nice for you or us.
[01:10:18.239 --> 01:10:19.900]  This is going to be mutually destructive.
[01:10:20.700 --> 01:10:21.420]  You need to stop.
[01:10:21.600 --> 01:10:24.261]  And the government just gets crazier and crazier.
[01:10:24.281 --> 01:10:26.042]  They're all isolated in their ivory towers.
[01:10:26.062 --> 01:10:27.682]  But let me tell you who's not isolated.
[01:10:27.703 --> 01:10:28.763]  It's all their enforcers.
[01:10:29.483 --> 01:10:34.145]  And we're now reaching out to their enforcers, and their enforcers are reaching out to us going, yeah, we don't like this either.
[01:10:34.165 --> 01:10:39.887]  Because they're not all bad, and they're made up of the general public, and I don't... Michael, I gotta tell you.
[01:10:40.905 --> 01:10:41.766]  And I'll tell it like it is.
[01:10:41.806 --> 01:10:43.527]  I've really looked at this through a historical lens.
[01:10:44.248 --> 01:10:45.849]  I think the New World Order is going to fall.
[01:10:45.929 --> 01:10:46.870]  I don't think it's going to make it.
[01:10:47.370 --> 01:10:55.816]  Our biggest problem, once you speak to that, is that the phony Christian churches have been paid off by the World Council of Churches to tell their flocks it's the end of the world and to lay down.
[01:10:56.197 --> 01:11:02.181]  So fake Christian dogma, telling folks it's the end of the world, is the only thing keeping us from beating them.
[01:11:02.442 --> 01:11:06.665]  Because then that takes your mainline conservative base and they just sit there on their thumbs.
[01:11:08.735 --> 01:11:09.415]  Well, it is.
[01:11:09.495 --> 01:11:11.796]  The New World Order is going to fall.
[01:11:12.296 --> 01:11:13.596]  That's for sure.
[01:11:13.656 --> 01:11:20.638]  Just like the sun comes up every morning, just like young people discover love, we're going to restore our constitutional republic.
[01:11:21.038 --> 01:11:26.259]  It's definitely going to get messy between now and then, because we've been asking them to stop.
[01:11:26.399 --> 01:11:28.200]  The government is going to use force.
[01:11:29.020 --> 01:11:32.301]  And Thomas Jefferson said the Tree of Liberty must be refreshed.
[01:11:32.867 --> 01:11:35.288]  With the blood of patriots and tyrants.
[01:11:35.428 --> 01:11:41.111]  And I'm convinced that Thomas Jefferson put patriots first because we won't pull the trigger first.
[01:11:41.431 --> 01:11:42.832]  The government will pull the trigger.
[01:11:42.912 --> 01:11:43.752]  They will kill us.
[01:11:44.152 --> 01:11:48.174]  There's going to be another event, possibly like Waco or something like that.
[01:11:48.635 --> 01:11:50.575]  And the American public is going to retaliate.
[01:11:51.796 --> 01:11:56.898]  And like you, I am doing everything I can to stop bloodshed, to stop violence.
[01:11:57.419 --> 01:11:59.920]  And I tell people that the revolution will happen.
