[00:00:00.380 --> 00:00:03.262]  Alex Jones on the GCN Radio Network.
[00:36:50.327 --> 00:36:54.210]  So I put it on and it was a commercial for Bear Cipro.
[00:36:54.550 --> 00:36:58.413]  And I go, holy smoke, Bear Corporation is IG Farben.
[00:36:58.433 --> 00:37:06.080]  It was the basis for the Germany's and the Holocaust manipulation of the populations and the intoxications that have come out of
[00:37:06.460 --> 00:37:08.021]  Nazi Germany experimentation.
[00:37:08.081 --> 00:37:16.803]  And they knowingly, as you know, for those that don't know, just got caught for decades shipping out, knowing every ampule of Factor VIII had HIV and hepatitis, a death sentence.
[00:37:16.843 --> 00:37:21.225]  And the documents came out, MSNBC reported, they knew it and did it on purpose.
[00:37:21.265 --> 00:37:22.925]  And they said, oh, they were cold-blooded, didn't care.
[00:37:23.045 --> 00:37:24.566]  No, this is eugenics.
[00:37:24.626 --> 00:37:25.266]  Please continue.
[00:37:25.766 --> 00:37:26.706]  That's exactly right.
[00:37:27.146 --> 00:37:30.167]  And so that's how I was able to, you know, get that.
[00:37:30.207 --> 00:37:31.908]  And then this particular case,
[00:37:32.748 --> 00:37:34.531]  Really, Alex, it's a no-brainer.
[00:37:35.012 --> 00:37:37.736]  You know, you have to ask a couple questions.
[00:37:37.756 --> 00:37:46.129]  Number one, what would be the statistical probability for this kind of a virus to not be a laboratory creation?
[00:37:46.843 --> 00:38:07.812]  You've got to ask yourself, how is it that an Asian chicken virus could come up with a Spanish flu virus, could come up from 1918, mind you, couple that with a swine, and couple that with a reverse engineering for humans with a little bit of insect part, and European virus engaged.
[00:38:08.232 --> 00:38:12.974]  And you've got to ask, well, what's the probability then that that would happen by nature, or
[00:38:13.954 --> 00:38:17.636]  You know, synchronicity or serendipity.
[00:38:19.016 --> 00:38:20.617]  And you can't even go there.
[00:38:20.677 --> 00:38:22.298]  It's ridiculously remote.
[00:38:22.658 --> 00:38:23.678]  What's the opposite?
[00:38:23.878 --> 00:38:38.625]  The opposite, well, what is the likelihood that Dr. James Robertson and his group of the most powerful people in the world in biological weapons research and development and vaccinations, and specifically flu,
[00:38:39.585 --> 00:38:48.513]  When you talk about flu, when you talk about bio-preparedness for influenza and these types of viruses, you must go to Robertson.
[00:38:48.933 --> 00:38:53.797]  He is the gatekeeper for the multi-billion dollar vaccine stockpiling deals.
[00:38:54.378 --> 00:38:58.982]  He's got the influence over the European Medicines Agency, the EMEA.
[00:38:59.302 --> 00:39:02.045]  It's a quasi-corporate, quasi-scientific
[00:39:02.625 --> 00:39:06.507]  Think Tank that serves the European Economic Union and the drug industry.
[00:39:06.887 --> 00:39:08.448]  So you've got to go to Robertson.
[00:39:08.709 --> 00:39:20.655]  And when you go to Robertson and you see what he's been researching over the last four or five years, his whole group has been focused on exactly the development of this vaccine for this precise virus.
[00:39:21.116 --> 00:39:22.636]  So it's a no-brainer, Alex.
[00:39:25.158 --> 00:39:25.938]  Dr. Horowitz,
[00:39:27.830 --> 00:39:31.698]  Let's go back through some more of the evidence you've been breaking down in the articles and videos you've been putting up.
[00:39:32.379 --> 00:39:39.073]  But first I want to just ask you, as someone who's been in-depth like nobody else researching this and from a medical perspective and talking to all the world experts...
[00:39:40.427 --> 00:39:43.769]  How bad is this flu from the preliminary info we have?
[00:39:44.310 --> 00:39:58.199]  One dead person in Houston, a 23-month-old baby, toddler, but he was in Mexico City and then brought up 15 days ago up into Brownsville and then to Houston.
[00:39:58.600 --> 00:40:01.782]  So is this race-specific because it only continues to kill Hispanics?
[00:40:02.382 --> 00:40:10.548]  Or is it just that it's been incubating longer and there's been more cases in Mexico, so the first deaths we're going to see statistically will be Hispanics or Mexicans.
[00:40:11.609 --> 00:40:12.830]  Where do you see this going?
[00:40:12.850 --> 00:40:22.256]  Where do you see the martial law implications with all these states of emergencies and the UN saying we're about to go to level 5, then we can order quarantining and forced inoculation.
[00:40:22.516 --> 00:40:24.538]  What do you see that will be in that vaccine?
[00:40:26.377 --> 00:40:27.759]  Well, there's a lot of questions there.
[00:40:28.119 --> 00:40:34.047]  You know, I think that it's not a particularly gruesome virus.
[00:40:34.268 --> 00:40:36.210]  I don't see the major death rates.
[00:40:36.290 --> 00:40:40.736]  It's certainly nowhere like 90% kill like in some populations with Ebola.
[00:40:41.397 --> 00:40:58.389]  You know, I think the most chilling evidence, though, against Dr. Robertson and his economic union research team, besides being the gatekeeper and the chief promoter of these multi-billion dollar vaccine deals, is his warning that he actually, it wasn't a warning, here's a quote.
[00:40:58.769 --> 00:41:21.937]  From April 27, 2006, it was a scientific discussion that was behind closed doors with a World Health Organization working group, wherein he recommended that, quote, they would use primary, I'm sorry, they would prime the population in advance of pandemics reaching either the UK or other nations.
[00:41:22.417 --> 00:41:23.777]  Now what does that mean, priming?
[00:41:24.257 --> 00:41:25.578]  That's what I think this is.
[00:41:26.138 --> 00:41:44.843]  I think that they've already started to prime, and I think that you have, because they've started to release or loose these things that they call biosimilars, and or mock-up files, they call them different names now, they don't want you to, they don't want to say virus, you know, in their behind-closed-door meetings.
[00:41:44.944 --> 00:41:46.344]  Yeah, they're breeding real...
[00:41:46.784 --> 00:41:48.205]  They're breeding real supervisors.
[00:41:48.225 --> 00:41:50.786]  This is what other medical doctors and neurologists we've had on.
[00:41:50.826 --> 00:42:04.451]  Are you saying this is a beta test to scare everybody to test their police state grid and to script it and cast it that the government's the savior and then they're going to fix this problem but then also this virus from what other scientists are saying is this is a
[00:42:04.531 --> 00:42:19.836]  It's a carrier virus because it has all these different DNA systems, the RNA systems, so that it can jump through animals, you name it, and spread and that it's meant to mutate or be combined with something else that is the big mega death driver.
[00:42:21.991 --> 00:42:23.271]  You know, all of the above.
[00:42:23.771 --> 00:42:24.512]  You think about it.
[00:42:24.552 --> 00:42:27.973]  There's a lot of money being made in biopreparedness.
[00:42:28.413 --> 00:42:29.373]  Look at all of this.
[00:42:29.693 --> 00:42:33.294]  You know, look at the media alone is making so much money from the hype.
[00:42:33.654 --> 00:42:43.537]  So when you consider what is at stake here besides the population reduction agenda, which is foremost, but they've got to do it in the most profitable way.
[00:42:43.577 --> 00:42:45.437]  That's what their game plan has always been.
[00:42:45.777 --> 00:42:51.079]  So they've got, they're making money hand over fist every which way possible with this thing.
[00:42:51.599 --> 00:42:52.580]  So killings their business.
[00:42:52.600 --> 00:42:53.280]  Business is good.
[00:42:53.580 --> 00:42:57.823]  They always make money off their phony drug wars, their wars, their police state.
[00:42:58.063 --> 00:43:00.045]  They're making money off of this.
[00:43:00.145 --> 00:43:01.606]  I mean, because think about it.
[00:43:01.666 --> 00:43:03.187]  Tens of thousands die every year in the U.S.
[00:43:03.247 --> 00:43:04.168]  of flu in Mexico.
[00:43:04.868 --> 00:43:05.949]  And this is only a few hundred.
[00:43:05.969 --> 00:43:07.430]  They're acting like it's the end of the world.
[00:43:08.831 --> 00:43:11.893]  So you're saying this is a primer or a beta test?
[00:43:12.993 --> 00:43:14.234]  I don't think it's the real thing.
[00:43:14.274 --> 00:43:15.275]  I think it's created.
[00:43:15.395 --> 00:43:17.677]  And if it is, you know, kind of like
[00:43:18.666 --> 00:43:35.373]  Part of my prayer, you know, if I were to pray for the best outcome of what this virus really is, that it would be a legitimate escape from, you know, it's hard to even believe that though because the reality is that it's Mexico.
[00:43:35.733 --> 00:43:36.934]  It's not Atlanta.
[00:43:37.214 --> 00:43:39.635]  It's not Bethesda, Maryland where they got their labs.
[00:43:39.955 --> 00:43:41.436]  So it's just like the anthrax.
[00:43:41.736 --> 00:43:46.159]  What the hell did it end up doing down there in Boca Raton, Florida?
[00:43:46.479 --> 00:43:53.783]  Mailed specifically to these guys who were like, you know, engaged as they were as inside dealers.
[00:43:54.343 --> 00:44:00.687]  And I'm sure you probably know the connections with 9-11 and the Boca Raton organization, American Media.
[00:44:01.127 --> 00:44:04.149]  So there were specific agendas being served.
[00:44:04.509 --> 00:44:10.872]  They were served when the anthrax was mailed to the legislators.
[00:44:11.432 --> 00:44:16.414]  There were specific agendas being served when they were mailed to Brokaw.
[00:44:16.775 --> 00:44:19.476]  So it's kind of like, what is the agenda here?
[00:44:19.736 --> 00:44:20.476]  These are all messages.
[00:44:21.997 --> 00:44:23.037]  I want to ask you a separate question.
[00:44:23.377 --> 00:44:27.619]  Why would Air Force One fly between the buildings with F-16s terrorizing people?
[00:44:27.879 --> 00:44:32.300]  We said that we knew that it would terrorize, that they knew that it would.
[00:44:32.920 --> 00:44:33.661]  And now they admit it.
[00:44:33.721 --> 00:44:35.161]  Yes, we knew it would terrorize you.
[00:44:35.401 --> 00:44:39.963]  We ordered the police and FBI not to warn people and not to tell them what it was and to let them do it.
[00:44:40.403 --> 00:44:42.843]  So they're now admitting they're running PSYOPs.
[00:44:43.224 --> 00:44:44.504]  Why did they do that PSYOP?
[00:44:46.118 --> 00:44:50.400]  Well, again, terror is part of this whole manipulation of the population.
[00:44:50.680 --> 00:44:53.922]  You know, you're either in fear or you're in love.
[00:44:54.262 --> 00:45:01.666]  You're at peace and joy and love, or you're in your egoic, manipulated, mind-controlled, mass-mediated, hyped brain.
[00:45:01.706 --> 00:45:03.907]  So they did it as a way to remind everybody of 9-11.
[00:45:05.609 --> 00:45:08.530]  Well, I think it's a generic neurotic.
[00:45:08.570 --> 00:45:10.471]  I mean, this is my area of expertise.
[00:45:10.811 --> 00:45:13.812]  And this is how I saw the PSYOPs being run.
[00:45:13.832 --> 00:45:15.513]  That's why I went to the FBI.
[00:45:15.833 --> 00:45:18.494]  I saw this whole thing unfolding in the media.
[00:45:18.914 --> 00:45:20.095]  And this is what they're doing now.
[00:45:20.395 --> 00:45:25.817]  If you look at the whole population reduction agenda, read the book.
[00:45:26.277 --> 00:45:34.621]  Folks listening, death in the air, globalism, terrorism, and toxic warfare, you'll get the complete understanding of what is happening.
[00:45:35.041 --> 00:45:52.530]  It is simply the revolution in military affairs, whereby they're using biological cocktails, which has a combination of things that you can't trace, and to do it, they've got to run these extreme, expensive PSYOPs.
[00:45:52.870 --> 00:45:53.331]  We're good to go.
[00:46:12.512 --> 00:46:15.314]  So it's silent weapons for quiet wars.
[00:46:15.815 --> 00:46:16.635]  I agree with you.
[00:46:16.875 --> 00:46:20.058]  And it's not just they're trying to create a neuroses of fear in us.
[00:46:20.418 --> 00:46:30.506]  They are neurotic like regular garden variety psychopaths are where they have to flaunt their power over their victims like psychos mailing letters to the police taunting them.
[00:46:30.546 --> 00:46:31.127]  Is that what you're saying?
[00:46:32.456 --> 00:46:33.296]  Yes, absolutely.
[00:46:33.316 --> 00:46:34.657]  I mean, there's a lot of trauma.
[00:46:34.857 --> 00:46:40.598]  When you talk about neuroticism, you're looking at trauma, you look at the way medicine operates.
[00:46:40.938 --> 00:46:51.640]  And in fact, you know, I have a hard time judging this fellow, James Robertson, as somebody probably should.
[00:46:51.680 --> 00:46:54.201]  A good court of law definitely needs to get these people
[00:46:54.241 --> 00:46:54.661]  I don't know.
[00:47:10.748 --> 00:47:12.669]  Completely Rockefeller controlled.
[00:47:13.210 --> 00:47:20.214]  You only get grants to do research when they tell you a grant application is requested or open.
[00:47:20.615 --> 00:47:24.277]  They track you and look at the way doctors are trained.
[00:47:24.617 --> 00:47:26.178]  It's trauma-based learning.
[00:47:26.539 --> 00:47:28.520]  It's no different from any cult.
[00:47:28.960 --> 00:47:34.384]  It is a cult manipulation indoctrination method that uses trauma.
[00:47:34.704 --> 00:47:35.544]  It's like Marine Corps.
[00:47:56.354 --> 00:48:13.792]  It's like Marine Corps training, but for the mind, with no sleep, competition, being washed out, and by the time they're out, the doctors literally are like automaton zombies who don't question, they do what the AMA tells them, and then meanwhile they're all compartmentalized, and you see doctors and dentists have the highest rates of heart attacks and suicides.
[00:48:15.302 --> 00:48:19.645]  You know, and that's why I think that there's only a few at the very top.
[00:48:19.985 --> 00:48:31.732]  You know, the people that I really distrust are Harold Jaffe, who's in charge of the America's Infectious Disease Agency, you know, National Institute for Allergies and Infectious Diseases.
[00:48:32.632 --> 00:48:34.894]  This guy knows what's going on.
[00:48:35.175 --> 00:48:45.384]  This guy knows that AIDS was created and injected by Merck Pharmaceutical Hepatitis B vaccines into gay men in New York and blacks in Central Africa between 1972 and 74.
[00:48:47.666 --> 00:48:48.947]  All of this is definitive.
[00:48:49.247 --> 00:48:49.867]  It's science.
[00:48:49.907 --> 00:48:50.888]  It's rock science.
[00:48:51.188 --> 00:48:56.730]  And that's why I've published not just the book Emerging Viruses, but also in the scientific literature, peer-reviewed science.
[00:48:57.311 --> 00:48:59.291]  But yet, look at what is the media doing.
[00:48:59.852 --> 00:49:01.653]  Neglecting genocide.
[00:49:01.933 --> 00:49:10.777]  Neglecting the fact that our children, and our children's children, are being decimated genetically and through the chemical... That's what the mercury is all through the DNA.
[00:49:11.918 --> 00:49:14.180]  For those that don't know, it's altering the DNA irrevocably.
[00:49:14.501 --> 00:49:22.711]  In fact, I mean, I know people all over, 25-year-old women, 22-year-old women, everybody I know who's got a friend or a business partner or somebody in their band dying of cancer.
[00:49:22.991 --> 00:49:24.713]  Kids are dying all over my neighborhood.
[00:49:24.733 --> 00:49:27.877]  20 years ago, it was rare to see a kid with cancer.
[00:49:28.177 --> 00:49:30.440]  We are under total bioweapon attack.
[00:49:30.760 --> 00:49:36.383]  They have incrementally turned up the background, ambient, chemical, biological, radiological attacks on us.
[00:49:36.724 --> 00:49:41.426]  And that's how I saw 9-11 coming, just like you saw the anthrax coming, was the preconditioning.
[00:49:41.687 --> 00:49:44.848]  Here's Al-Qaeda, they're going to get you, give your rights up when they attack.
[00:49:45.129 --> 00:49:51.252]  And I do remember them hyping anthrax and who they're going to get you, and you saw that, and then were able to... Because you're right!
[00:49:51.492 --> 00:49:58.777]  They are doing the preparatory phase, and I've seen months and months and months of preparatory phase for bird flu, for swine flu.
[00:49:59.477 --> 00:50:05.641]  That's why a month ago I said on air, I think the next card they're going to play is going to be some super flu, and look what's happening.
[00:50:05.681 --> 00:50:07.181]  So you can see it, I can see it.
[00:50:07.662 --> 00:50:09.363]  How do we get the public where they can see it?
[00:50:09.403 --> 00:50:11.344]  And that comes up with the 100th monkey.
[00:50:11.824 --> 00:50:12.845]  Start talking about that.
[00:50:12.885 --> 00:50:23.451]  I mean, these studies where you've got an island with monkeys, and as soon as you can train the monkeys on one island, five miles away, suddenly these monkeys know it, as if there's some almost radio wave connection.
[00:50:25.421 --> 00:50:28.322]  Well, you know, the number one thing is you've got to get people out of fear.
[00:50:28.702 --> 00:50:31.903]  So to get them out of fear, you've got to have a holistic approach.
[00:50:32.283 --> 00:50:41.246]  You know, everything from oxysilver, which is a protective, I don't worry about this thing, and you want to look at suppression, look at what silver hydrosols have undergone.
[00:50:41.486 --> 00:50:46.747]  The fact is that the government and the pharmaceutical industry has been suppressing the silver hydrosols.
[00:50:47.187 --> 00:50:49.068]  Again, oxysilver is my favorite.
[00:50:49.408 --> 00:50:50.809]  But, you know, you go from... Give the website.
[00:50:50.829 --> 00:50:51.289]  Give the website.
[00:50:51.309 --> 00:50:51.749]  We've got to break.
[00:50:52.449 --> 00:50:54.391]  Yeah, oxysilver.com.
[00:50:54.491 --> 00:50:58.715]  O-X-Y-S-I-L-V-E-R dot com.
[00:50:58.735 --> 00:50:59.556]  Alright, we got a break.
[00:50:59.636 --> 00:51:00.576]  Oxysilver.com.
[00:51:00.596 --> 00:51:02.678]  We'll be right back with Dr. Len Horowitz and a few of your phone calls.
[00:51:03.039 --> 00:51:04.160]  Stay with us, Hardcore Info.
[00:51:05.439 --> 00:51:08.700]  Silver is mankind's oldest natural antibiotic.
[00:51:08.860 --> 00:51:12.941]  This very special mineral has been used for centuries by most cultures throughout the world.
[00:51:13.121 --> 00:51:24.544]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[00:51:24.784 --> 00:51:30.606]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[00:51:30.826 --> 00:51:31.487]  We're good to go.
[00:51:51.184 --> 00:51:51.925]  We're good.
[00:52:05.752 --> 00:52:11.056]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:52:11.556 --> 00:52:18.601]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:52:19.142 --> 00:52:25.306]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:52:25.726 --> 00:52:27.547]  Well, Obama's already fudging.
[00:52:27.687 --> 00:52:30.108]  He's fudged since day one in this election.
[00:52:30.188 --> 00:52:41.193]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:52:41.773 --> 00:52:43.054]  It's not about left or right.
[00:52:43.434 --> 00:52:44.815]  It's about a one-world government.
[00:52:45.295 --> 00:52:51.518]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:52:52.193 --> 00:52:59.986]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:53:00.467 --> 00:53:01.629]  The Obama Deception.
[00:53:02.049 --> 00:53:03.251]  The people strike back!
[00:53:05.823 --> 00:53:11.285]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[00:53:11.325 --> 00:53:11.846]  and the world.
[00:53:12.126 --> 00:53:15.567]  And for the first time in their lives, they are feeling the need for preparedness.
[00:53:15.967 --> 00:53:22.210]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[00:53:22.470 --> 00:53:24.271]  Ready Reserve is the manufacturer.
[00:53:24.511 --> 00:53:32.454]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish with double enameled cans and nitrogen packaging.
[00:53:32.734 --> 00:53:37.157]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[00:53:37.417 --> 00:53:42.961]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[00:53:43.241 --> 00:53:45.243]  Many companies do not even offer a catalog.
[00:53:45.423 --> 00:53:48.785]  We will be more than happy to send a catalog to you, free of charge.
[00:53:49.105 --> 00:53:51.227]  Dial 1-800-453-2202, 1-800-453-2202, or visit our website at readyreservefoods.com.
[00:53:59.568 --> 00:54:00.509]  Ready Reserve Foods.
[00:54:00.769 --> 00:54:01.570]  Call us at 1-800-453-2202.
[00:54:01.590 --> 00:54:03.872]  Alright, we got loaded phones, obviously, for Dr. Horowitz.
[00:54:20.660 --> 00:54:23.722]  We posted this interview up at InfoWars.com after the live radio show today.
[00:54:24.203 --> 00:54:28.727]  And the video of this at PrisonPlanet.tv that we're streaming live at PrisonPlanet.tv right now.
[00:54:28.767 --> 00:54:31.409]  Coming up in about 10 minutes, Steve Quayle joins us.
[00:54:33.310 --> 00:54:38.775]  Before we go back to Dr. Lynn Horwitz, tell you about a few of the sponsors that make this syndicated transmission possible.
[00:54:40.487 --> 00:54:42.029]  eFoodsDirect.com.
[00:54:42.169 --> 00:54:47.455]  eFoodsDirect.com is the longest continually operating, highest quality, storable foods company out there.
[00:54:47.475 --> 00:54:51.620]  It's where I've chosen to get my storable non-GMO, non-hybrid.
[00:54:52.791 --> 00:54:56.232]  A good organic food from eFoodsDirect.com.
[00:54:56.512 --> 00:55:00.394]  The best prices, because they are the biggest, and so they pass on that discount to you.
[00:55:00.474 --> 00:55:05.575]  It's good in these crazy times to have water filters, to have medicines, to have food, and I've got it.
[00:55:06.016 --> 00:55:06.636]  You need it, too.
[00:55:06.916 --> 00:55:07.536]  Very affordable.
[00:55:07.596 --> 00:55:15.079]  eFoodsDirect.com, eFoodsDirect.com, or 1-800-409-5633, 1-800-409-5633.
[00:55:15.639 --> 00:55:21.081]  Also, another fine sponsor is a Cola Blue, the atmospheric water generator that grabs the water right out of the air
[00:55:21.881 --> 00:55:23.523]  We're good to go.
[00:55:47.682 --> 00:55:48.544]  Start getting off the grid.
[00:55:48.564 --> 00:55:53.014]  They also have a little solar panel you can plug into it and run it off of that as well for out in the boonies or whatever.
[00:55:53.294 --> 00:55:54.116]  AkolaBlue.com
[00:55:55.151 --> 00:55:59.272]  Okay, I want to go to a few final calls, and Dr. Horowitz has agreed to come on Friday or Monday.
[00:55:59.292 --> 00:56:03.172]  You're going to be hearing him back here on the show for another hour interview to mainly take your calls.
[00:56:04.153 --> 00:56:16.835]  But it really shakes me up to hear him saying all this, because I know he backs it up, and he's just been able to... I mean, he predicted before the anthrax attack it was going to happen, and then the day after it came out, you know, to more detail, just amazing.
[00:56:17.155 --> 00:56:22.296]  So we want to commend him for his foresight and understanding of this and his great knowledge.
[00:56:23.996 --> 00:56:25.898]  Let's talk to Don in Texas.
[00:56:25.958 --> 00:56:27.280]  Don, you're on the air with Dr. Len Horowitz.
[00:56:27.300 --> 00:56:27.640]  Go ahead.
[00:56:28.421 --> 00:56:30.183]  Hello, Dr. Horowitz and Alex.
[00:56:30.263 --> 00:56:32.105]  God bless and keep you for what you're doing.
[00:56:32.125 --> 00:56:40.514]  I want to thank, first of all, thank Dr. Horowitz for literally saving my life through the publication of his book, AIDS and Ebola.
[00:56:41.380 --> 00:56:43.261]  accident or intentional back in 1994.
[00:56:43.381 --> 00:56:49.182]  I used that information there to survive hepatitis C and I'm just so grateful for him for providing it.
[00:56:49.723 --> 00:57:04.447]  My question for you both is there a possibility that you and tetrahedron.org get together and draw up a list of indictable offenses that we could put in front of our grand juries at a county level throughout the United States?
[00:57:06.084 --> 00:57:07.786]  Well, that's a great question, brother.
[00:57:07.806 --> 00:57:08.526]  Thank you so much.
[00:57:08.867 --> 00:57:22.980]  You know, my area of expertise is not law, and if you can put together a group of volunteer attorneys who might be able to advance that, and maybe with the sovereignty movement, we don't even need to go that route.
[00:57:23.000 --> 00:57:30.988]  Maybe what we could do is some other mechanism by which these people can be brought to justice and be accountable for what they're doing.
[00:57:31.468 --> 00:57:32.048]  I have an idea.
[00:57:32.068 --> 00:57:34.429]  You know, you can't get them at first for the big thing.
[00:57:34.889 --> 00:57:41.590]  You start it with the fact that they are mixing weaponized level viruses together and then mailing them around.
[00:57:41.610 --> 00:57:44.971]  So you go after them for endangering the public, for gross neglect.
[00:57:45.471 --> 00:57:46.491]  There's a lot of charges.
[00:57:46.531 --> 00:57:47.752]  You can prove they've done that.
[00:57:48.072 --> 00:57:55.253]  Then once you've gotten them in an investigation with a grand jury and you go after a bunch of these companies, they'll start spilling their guts.
[00:57:55.554 --> 00:57:56.974]  Would you agree with that idea, Dr. Horowitz?
[00:57:57.694 --> 00:57:58.595]  That sounds great.
[00:57:58.635 --> 00:58:02.117]  You know, at this point, gee whiz, you know, I've got a plan too.
[00:58:02.357 --> 00:58:08.602]  We'll have to do a show on Live H2O again this coming summer solstice, June 19th to the 21st.
[00:58:08.642 --> 00:58:11.264]  I'd love to talk about the plan that I've got.
[00:58:11.344 --> 00:58:14.506]  I believe that the Creator has for us getting out of this mess.
[00:58:14.866 --> 00:58:24.193]  But anything that people can do, you know, that is going to help to save lives and to wake people up is going to be a blessing.
[00:58:24.513 --> 00:58:26.014]  So I totally encourage
[00:58:26.875 --> 00:58:28.455]  Everything that we can possibly do.
[00:58:28.896 --> 00:58:32.737]  Well, I agree with you that at the core it's about the spirit, the soul, the mind.
[00:58:33.077 --> 00:58:37.638]  If we break through mentally and stop being afraid, then we can beat these people.
[00:58:37.658 --> 00:58:39.218]  We have to believe in ourselves first, though.
[00:58:39.498 --> 00:58:42.399]  Back in 70 seconds with more calls for Dr. Len Horowitz.
[00:58:42.699 --> 00:58:44.840]  I'm Alex Jones, InfoWars.com.
[00:58:46.760 --> 00:58:50.121]  Thank you for listening to GCN.
[00:58:50.161 --> 00:58:51.801]  Visit GCNlive.com today.
[00:58:55.407 --> 00:58:56.969]  Hello friends, this is Alex Jones.
[00:58:57.089 --> 00:59:01.734]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:59:01.834 --> 00:59:04.577]  We need to be independent, and food and water is the key.
[00:59:04.798 --> 00:59:07.661]  You'll never have to stand in a bread line if you have your own bread.
[00:59:07.841 --> 00:59:13.688]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[00:59:13.908 --> 00:59:16.851]  No one is going to take care of your family in the final equation but you.
[00:59:17.151 --> 00:59:24.078]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[00:59:24.138 --> 00:59:27.261]  And they do it at almost half the cost of last year's grocery prices.
[00:59:27.421 --> 00:59:27.621]  Call 1-800-409-5633.
[00:59:27.681 --> 00:59:29.103]  Or on the web, go to efoodsdirect.com.
[00:59:32.566 --> 00:59:38.651]  Visit efoodsdirect.com and look over the fine list of high quality, prescribed and dehydrated foods they have to offer.
[00:59:38.811 --> 00:59:42.574]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[00:59:42.594 --> 00:59:44.075]  Again, 800-409-5633 or on the web at efoodsdirect.com.
[00:59:44.115 --> 00:59:44.555]  Take action today.
[00:59:44.575 --> 00:59:46.557]  The first step is getting storable food.
[00:59:57.961 --> 00:59:59.883]  Waging war on corruption.
[01:00:00.343 --> 01:00:03.265]  Alex Jones on the GCN Radio Network.
[01:00:06.888 --> 01:00:13.253]  Continual coverage of this infogenious designer virus blurring.
[01:00:26.378 --> 01:00:27.259]  Hey, how's it going guys?
[01:00:58.123 --> 01:00:58.323]  Good?
[01:00:58.563 --> 01:00:58.903]  All right.
[01:00:59.483 --> 01:01:07.446]  Um, just want to say that, uh, I'm one of those hemophiliacs that, uh, kind of survived the whole, uh, age thing when they put it in the factor.
[01:01:07.586 --> 01:01:18.669]  I had, uh, three bad batches of the factor A. And telling you this is how the game really works is, and like your guest says, this is the trigger mechanism.
[01:01:18.689 --> 01:01:20.689]  They're going to drop the hammer afterwards.
[01:01:20.789 --> 01:01:23.790]  They did the same thing, uh, with the whole age thing.
[01:01:24.030 --> 01:01:26.811]  You get everybody with hepatitis, lower their immune system.
[01:01:27.714 --> 01:01:29.115]  Then you drop the AIDS bomb on them.
[01:01:31.336 --> 01:01:38.500]  Yeah, the globalists like to mix a lot of these binary weapons, different systems together, so they're protected.
[01:01:38.800 --> 01:01:43.442]  They want it weak, where they can just toy with people, so it won't blow back on them.
[01:01:43.763 --> 01:01:45.724]  How important is that, Dr. Horowitz?
[01:01:46.644 --> 01:01:47.525]  That's exactly right.
[01:01:47.565 --> 01:01:48.506]  Vitally important.
[01:01:48.646 --> 01:01:57.273]  Subject of how to take your body from being susceptible to these infectious diseases to make it impregnable against these diseases.
[01:01:57.313 --> 01:02:00.115]  This is what the wonderful work that I've been involved in.
[01:02:00.135 --> 01:02:02.097]  I'll tell you something Alex.
[01:02:02.717 --> 01:02:04.979]  You know, I am not into this fear business.
[01:02:05.680 --> 01:02:09.825]  You know, people used to helm me all the time saying, Oh, Horowitz is about gloom and doom.
[01:02:10.145 --> 01:02:17.753]  You know, the reality is I'm totally into the solutions and we're, you know, blessed, totally blessed to have all the solutions that we need.
[01:02:18.113 --> 01:02:19.034]  We're not in fear.
[01:02:19.054 --> 01:02:21.837]  We're moving ahead forcefully with the solutions.
[01:02:22.638 --> 01:02:32.066]  The insanity, the hypocrisy, the lunacy, all of this has got to stop and we've got all of the things that are available to us.
[01:02:32.747 --> 01:02:35.089]  The real solution, Alex, here it is.
[01:02:35.509 --> 01:02:36.230]  It's in water.
[01:02:36.730 --> 01:02:40.513]  You had a commercial on a couple minutes ago about a water machine from air.
[01:02:41.354 --> 01:02:45.975]  There is every problem in the world can be solved with water.
[01:02:46.275 --> 01:02:47.596]  Hydrogen, oxygen.
[01:02:47.636 --> 01:03:00.200]  If you just know what the power of hydrogen is with the electron donation and understanding the entire universe, all spirituality and energy comes from electron transports, piezoelectricity.
