[00:00:00.782 --> 00:00:03.355]  The Alex Jones Show!
[00:40:33.256 --> 00:40:46.564]  Well, I knew as soon as I saw what they had removed that somebody would walk through that door and tamper an election and would not be caught because you can't remove the safeguards in something like elections without that kind of thing happening.
[00:40:47.170 --> 00:40:47.350]  Yes.
[00:41:08.041 --> 00:41:11.764]  And when I was able to uncover who the secret owners were, they were vested interests.
[00:41:12.084 --> 00:41:13.185]  They were senators.
[00:41:13.405 --> 00:41:15.926]  Yeah, senators and people who were, you know, hanging out.
[00:41:15.966 --> 00:41:18.868]  Deputy directors of the CIA.
[00:41:18.988 --> 00:41:31.657]  One of the guys who is an owner of Hart InterCivic, he's one of the main investors, was the guy who bought the Texas Rangers from Bush, Tom Hicks, who's associated with Clear Channel, and he's got a bunch of them.
[00:41:32.150 --> 00:41:37.891]  But he's, you know, Wally O'Dell with Diebold was promising to deliver the votes to Bush.
[00:41:39.251 --> 00:41:42.692]  And, by the way, you know, there's three parties.
[00:41:42.992 --> 00:41:45.332]  There's the Republicans, the Democrats, and the corrupt.
[00:41:45.852 --> 00:41:51.533]  You know, the corrupt is what we're really concerned with here, and they draw from both the Democrats and the Republicans.
[00:41:51.593 --> 00:41:56.134]  It's not necessarily a specific party doing some sort of conspiracy.
[00:41:56.154 --> 00:41:57.194]  Yeah, they're all fighting like mafias.
[00:41:57.214 --> 00:41:58.835]  It's a group of guys who are...
[00:42:00.749 --> 00:42:04.472]  Not trustworthy, who are taking advantage using illicit means.
[00:42:04.793 --> 00:42:08.216]  Basically, Bev, from all that I've done eight years of research on this,
[00:42:09.221 --> 00:42:14.922]  The systems are a fraud, and then it's whatever mafia is controlling the systems that decides the outcome.
[00:42:15.042 --> 00:42:25.105]  Right, because I can tell you that among the people who are appalled at what is happening to the integrity of our voting system, you find a lot of Republicans, you find Libertarians.
[00:42:25.325 --> 00:42:29.126]  I mean, this is not an issue of a particular political party.
[00:42:29.166 --> 00:42:31.947]  That's really a misunderstanding people have.
[00:42:32.347 --> 00:42:33.307]  It's an issue of...
[00:42:34.885 --> 00:42:37.046]  It's kind of a business crime if you look at it.
[00:42:37.106 --> 00:42:37.906]  It's about money.
[00:42:38.646 --> 00:42:47.428]  It's about people who want to be able to control decisions that are made which allocate billions of dollars to certain industries.
[00:42:47.448 --> 00:42:49.748]  It doesn't have to do with what party you're in.
[00:42:49.788 --> 00:42:52.989]  It has to do with ethics.
[00:42:53.469 --> 00:42:56.310]  You've got a system where we set it up and we pushed it through.
[00:42:57.043 --> 00:43:00.746]  Where you cannot verify that the votes were counted correctly.
[00:43:00.766 --> 00:43:05.549]  And if you can't verify it, then the bad guys are going to come in and compromise it.
[00:43:05.569 --> 00:43:06.529]  It's as simple as that.
[00:43:06.549 --> 00:43:08.791]  You have to have something with checks and balances.
[00:43:09.071 --> 00:43:17.376]  And, Bev, you started your investigation of the fact that it's designed for fraud, the electronic voting machines with these wireless Internet connections that nobody knew about.
[00:43:17.436 --> 00:43:18.397]  Nobody can look at it.
[00:43:18.417 --> 00:43:18.757]  Right.
[00:43:19.878 --> 00:43:20.259]  Well, and here's...
[00:43:31.854 --> 00:43:36.856]  I would say that's a little bit strong in terms of have been caught manipulating things.
[00:43:36.896 --> 00:43:39.436]  We've only caught a couple places.
[00:43:39.476 --> 00:43:41.477]  In California, they got caught changing the votes.
[00:43:42.277 --> 00:43:47.479]  In Texas, Fort Worth Star-Telegram reports, more votes get cast for somebody than there are voters.
[00:43:47.499 --> 00:43:49.059]  We know that they count incorrectly.
[00:43:50.019 --> 00:43:52.100]  There's two reasons they can count incorrectly.
[00:43:52.260 --> 00:43:56.421]  It can be an error, which is not acceptable, or it can be fraud.
[00:43:57.021 --> 00:43:58.802]  In other words, an error with intent.
[00:43:59.382 --> 00:43:59.522]  And
[00:44:00.490 --> 00:44:08.035]  It's harder to prove that the error has intent, although you can kind of draw conclusions if you see a number of errors.
[00:44:08.535 --> 00:44:16.180]  We do know now, though, that there are some locations where we can even prove that there was an error with intent, meaning deliberate fraud.
[00:44:16.200 --> 00:44:17.140]  That's what I just said.
[00:44:18.061 --> 00:44:27.907]  Yeah, but we know... I was able to document over 100 cases where we were able to prove that the machines miscounted the election, and by large amounts...
[00:44:28.280 --> 00:44:44.293]  One of the frustrating arguments you hear is people will say, well, but with these optical scan systems, which are also computerized, that's where you fill out a piece of paper and put it through a scanner, they're just as dangerous because we don't use the piece of paper to check the machine tally, so we only use the machine tally.
[00:44:44.573 --> 00:44:53.580]  And they'll say, oh, well, yes, but if there's a recount, and it's a really, really close recount, like within half of 1%, we can pull the paper ballots.
[00:44:54.048 --> 00:44:54.789]  Well, you know what?
[00:44:55.109 --> 00:44:58.932]  If you're going to tamper with an election, why in the world would you make it within half of 1%?
[00:44:59.732 --> 00:45:00.193]  You wouldn't.
[00:45:00.273 --> 00:45:04.416]  You'd make the spread big enough so that people wouldn't trigger a hand recount.
[00:45:04.756 --> 00:45:07.998]  So that's such a silly argument.
[00:45:08.099 --> 00:45:14.603]  And then, even if they did, one of the things I discovered when I looked at the actual program was that it had multiple sets of books.
[00:45:14.683 --> 00:45:20.628]  In other words, if you did a spot check and you pulled these paper ballots, assuming you even had them, they've taken them away from some of the machines,
[00:45:21.192 --> 00:45:25.794]  But if you pull the paper ballots for a spot check, it pulls the data from one set of books.
[00:45:26.335 --> 00:45:32.938]  And if you look at the totals, which is what's submitted to decide who wins the election, it's a separate set of books.
[00:45:33.398 --> 00:45:35.660]  So you can't do it with a spot check.
[00:45:35.780 --> 00:45:43.804]  You would have to actually pull every single vote and do a 100% check in order to determine whether or not the...
[00:45:44.993 --> 00:45:45.334]  And Bev?
[00:45:58.248 --> 00:45:58.348]  Sure.
[00:45:58.368 --> 00:45:58.588]  Right.
[00:45:58.608 --> 00:45:58.769]  Right.
[00:46:22.509 --> 00:46:23.290]  That's the point.
[00:46:23.310 --> 00:46:26.353]  People will say, oh, well, but they manipulated paper ballots.
[00:46:26.413 --> 00:46:29.595]  But, you know, you could only do that on a, you know, it was really kind of inconvenient.
[00:46:29.615 --> 00:46:31.057]  You couldn't do that on a statewide level.
[00:46:31.077 --> 00:46:32.678]  You'd have to go from place to place to place.
[00:46:33.239 --> 00:46:47.271]  Understand that in Georgia we had 22,000 machines, the entire state of Georgia, and we now know that one man who's a resident of Canada actually created a program that no one looked at that affected one million votes.
[00:46:47.771 --> 00:46:49.713]  One man, one million votes.
[00:46:50.097 --> 00:46:52.078]  That's what computerized voting does.
[00:46:52.378 --> 00:46:54.259]  And we know that that happened.
[00:46:54.399 --> 00:46:57.401]  And now Georgia has wiped his program off the computer.
[00:46:57.521 --> 00:46:58.281]  It's disappeared.
[00:46:58.382 --> 00:47:02.384]  Nobody will ever know what was on those Georgia computers.
[00:47:02.964 --> 00:47:07.807]  But only one guy even looked at what was in the program.
[00:47:08.247 --> 00:47:18.873]  That's a big difference from what happened with Lyndon Johnson in Wells County, Texas, where there was 202 ballots cast in alphabetical order, ironically.
[00:47:20.132 --> 00:47:22.895]  Which caused him to win the senatorial race in 1948.
[00:47:23.335 --> 00:47:24.777]  But that's 200 ballots.
[00:47:25.017 --> 00:47:26.218]  This is a million ballots.
[00:47:27.419 --> 00:47:28.340]  Absolutely, Bev.
[00:47:28.560 --> 00:47:31.063]  And, you know, for people to go, oh, the government wouldn't do that.
[00:47:31.123 --> 00:47:31.563]  They're good.
[00:47:31.623 --> 00:47:33.125]  Governments never rig elections.
[00:47:33.225 --> 00:47:34.366]  Let's just go back to sleep.
[00:47:34.966 --> 00:47:36.988]  Okay, well, they've designed these systems.
[00:47:37.028 --> 00:47:41.052]  The engineers have gone public from multiple companies where people outside can get in.
[00:47:41.292 --> 00:47:42.413]  It's open to hackers.
[00:47:43.034 --> 00:47:43.975]  It's open to hackers.
[00:47:44.708 --> 00:47:48.071]  And it's not just Diebold.
[00:47:48.231 --> 00:47:55.137]  The reason that Diebold has taken such a lot of publicity heat is because I found their files.
[00:47:55.217 --> 00:47:57.719]  You see, these companies keep their files secret.
[00:47:58.040 --> 00:47:58.840]  But I was able to...
[00:48:00.485 --> 00:48:06.430]  For whatever reason, luck or, you know, a force from above helped.
[00:48:06.450 --> 00:48:07.871]  I found 40,000 files.
[00:48:08.091 --> 00:48:09.212]  It was the crown jewels.
[00:48:09.452 --> 00:48:11.634]  And again, these idiots, explain how that happened.
[00:48:11.654 --> 00:48:14.416]  They had an open door on their main website.
[00:48:14.436 --> 00:48:19.200]  They were storing documents on a server that had a hole in it from the main webpage.
[00:48:19.520 --> 00:48:20.481]  Well, it didn't even have a hole.
[00:48:20.521 --> 00:48:21.241]  It was just open.
[00:48:21.281 --> 00:48:28.166]  In other words, you know, you go to a website page and there's links down the side, and down the left-hand side it said press releases, staff, you know, blah, blah, blah.
[00:48:28.567 --> 00:48:29.988]  And I was clicking each link.
[00:48:30.604 --> 00:48:35.567]  And the bottom one said FTP, which stands for File Transfer Protocol.
[00:48:35.587 --> 00:48:38.850]  I wasn't that familiar with what that meant at the time, and I clicked it just to see.
[00:48:39.010 --> 00:48:40.050]  I'm reading the press releases.
[00:48:40.110 --> 00:48:41.191]  I'm reading the staff bios.
[00:48:41.251 --> 00:48:41.872]  I click FTP.
[00:48:41.912 --> 00:48:47.195]  It takes me right in, and I'm looking at this page with all these different file names on it.
[00:48:47.515 --> 00:48:50.357]  Bev, couldn't this be good people inside?
[00:48:50.417 --> 00:49:00.084]  Because we had the 1998 election where somebody at ABC News days before posted the exact releases for the election on the main website.
[00:49:00.684 --> 00:49:01.905]  Well, I remember that.
[00:49:01.925 --> 00:49:06.467]  In fact, I have actually got a screenshot of that website because I figured it would disappear.
[00:49:06.967 --> 00:49:14.411]  And it was, you're right, 24 hours before the election, the results were posted, and they said, oh, we were just running a test.
[00:49:14.851 --> 00:49:21.594]  But it was very detailed, and it was race by race, and it was very close to the final results.
[00:49:21.654 --> 00:49:22.455]  It wasn't exact.
[00:49:22.495 --> 00:49:25.396]  Well, a bunch of them were exact.
[00:49:25.716 --> 00:49:26.677]  Some of them were a little off.
[00:49:27.410 --> 00:49:29.553]  I mean, because I have a copy of that in a file.
[00:49:29.573 --> 00:49:30.574]  Yeah, I couldn't believe it.
[00:49:30.694 --> 00:49:34.098]  If you were just telling me this on the air, I might say, oh, I don't know.
[00:49:34.159 --> 00:49:41.287]  But I actually have a screenshot of that site because somehow I wandered across that in my research and I was incredulous.
[00:49:41.628 --> 00:49:44.591]  And it was on an official ABC server.
[00:49:45.132 --> 00:49:45.653]  And it had...
[00:49:47.203 --> 00:49:57.369]  The results were posted 24 hours early, which is sort of like one of the things in California that happened with San Luis Obispo County is they had a vote total show up.
[00:49:57.930 --> 00:50:04.373]  When I was going through all these files I found on the Diebold website, one of the files was a San Luis Obispo vote total.
[00:50:04.794 --> 00:50:09.156]  Well, there's an activist by the name of Jim March in California.
[00:50:09.176 --> 00:50:11.758]  He's just a really entertaining and great guy.
[00:50:12.338 --> 00:50:13.879]  And he looked at it.
[00:50:14.289 --> 00:50:16.750]  And I said, well, this might be some sort of a test.
[00:50:17.050 --> 00:50:20.912]  And then we looked at the date on the file, and there's an audit trail.
[00:50:20.932 --> 00:50:26.915]  It's not just the date that it was put on the site, but there's an audit trail that's in the file that gives the date of every time it's been opened.
[00:50:27.475 --> 00:50:37.940]  And the thing was run five hours before the polls closed and ended up on an open website five hours before the polls closed.
[00:50:37.960 --> 00:50:38.921]  Now, you understand that the
[00:50:39.702 --> 00:50:42.944]  It's illegal in California to count votes before the polls close.
[00:50:44.024 --> 00:50:45.445]  And by the way, I have the article.
[00:50:45.525 --> 00:50:47.446]  The numbers ended up matching up as well.
[00:50:48.186 --> 00:50:51.728]  Just magically, they knew what it would be five hours before the polls close.
[00:50:51.968 --> 00:50:52.769]  It's magical.
[00:50:53.429 --> 00:50:56.451]  But they make a lot of mistakes, a lot of elections to steal here.
[00:50:56.991 --> 00:50:59.973]  Bev, we're going to come back to you and get into more news.
[00:51:02.987 --> 00:51:08.935]  Herbal Healer Academy is a global supplier of the finest natural medicine that you may need in these troubled times.
[00:51:09.156 --> 00:51:11.419]  We specialize in keeping you alive and healthy.
[00:51:11.619 --> 00:51:17.968]  We provide outstanding products like Esiac, colloidal silver 500 parts per million, olive leaf extract,
[00:51:18.288 --> 00:51:18.949]  We're good to go.
[00:51:38.530 --> 00:51:39.150]  We're good to go.
[00:52:01.912 --> 00:52:06.413]  Through the years of providing water filters to America, you've come to us and we've listened.
[00:52:06.773 --> 00:52:10.854]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[00:52:11.134 --> 00:52:11.694]  We listened.
[00:52:11.994 --> 00:52:16.975]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[00:52:17.255 --> 00:52:17.735]  We listened.
[00:52:18.135 --> 00:52:21.176]  You asked us to develop a filter that was made in the USA.
[00:52:21.596 --> 00:52:22.136]  We listened.
[00:52:22.596 --> 00:52:25.657]  You asked us to include an emergency light for camping and during
[00:52:27.789 --> 00:52:28.210]  We're good to go.
[00:52:52.501 --> 00:52:56.744]  That's toll-free, 888-803-4438.
[00:52:56.964 --> 00:52:58.385]  Not yet available in Iowa.
[00:53:00.286 --> 00:53:04.608]  Alex Jones here announcing the release of my new film, Police State 3 Total Enslavement.
[00:53:04.808 --> 00:53:09.151]  Police State 3 details the architecture, goals, and operations of the New World Order.
[00:53:11.385 --> 00:53:13.748]  Use this disaster as a new world order.
[00:53:13.848 --> 00:53:16.612]  A new world order can emerge.
[00:53:16.912 --> 00:53:21.137]  The film documents dozens of confirmed cases of government-sponsored terrorism worldwide.
[00:53:21.217 --> 00:53:28.146]  We rip the Sinister Patriot Act legislation 1 and 2 apart piece by piece and reveal the arrogance of what Ashcroft has to say about your liberty.
[00:53:28.266 --> 00:53:30.289]  You will lose your liberty.
[00:53:30.529 --> 00:53:40.974]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
[00:53:41.254 --> 00:53:46.616]  If you want to understand what the new world order really is, then my new two-and-a-half-hour video, Police Take Three, is for you.
[00:53:47.136 --> 00:53:49.798]  Visit InfoWars.com or PrisonPlanet.com to order.
[00:53:49.818 --> 00:53:51.058]  Your call toll-free, 1-888-253-3139.
[00:53:51.078 --> 00:53:51.498]  That's 888-253-3139.
[00:53:51.518 --> 00:53:53.359]  Order today and spread the word.
[00:54:06.295 --> 00:54:08.196]  Waging war on corruption.
[00:54:08.676 --> 00:54:11.497]  Alex Jones on the GCN Radio Network.
[00:54:12.858 --> 00:54:16.039]  We've got Bev Harris about 15 minutes into the next hour.
[00:54:17.179 --> 00:54:26.103]  And if I start hyperventilating while she's on the air, it's because it freaks me out that we're losing our right to vote in America and that the CIA is involved and that the whole thing's a total fraud.
[00:54:27.143 --> 00:54:28.544]  The average person has no idea.
[00:54:28.604 --> 00:54:30.086]  This is how you're supposed to behave.
[00:54:30.126 --> 00:54:35.731]  Imagine a movie, a science fiction movie, where the government's taking over the right to vote, stealing elections.
[00:54:36.251 --> 00:54:38.673]  Imagine how the people would act who were finding out about it.
[00:54:39.414 --> 00:54:41.956]  We've lost our capacity to get angry and upset.
[00:54:42.476 --> 00:54:43.978]  I've spent years looking at this.
[00:54:43.998 --> 00:54:48.502]  I've got video of League of Women Voters punching out the names engaging in fraud in the 80s.
[00:54:49.514 --> 00:54:59.402]  I mean, I've got just books and videos and documents and thousands of cases of election fraud and stealing elections and just... It's horrible.
[00:54:59.642 --> 00:55:03.085]  And by the way, I know people inside the lottery.
[00:55:04.145 --> 00:55:05.046]  I've talked to folks.
[00:55:05.086 --> 00:55:08.489]  I've seen the evidence of Bush and his cronies here in Texas.
[00:55:09.333 --> 00:55:13.776]  You know, sometimes they'll reshoot three or four times the lottery balls coming out.
[00:55:14.016 --> 00:55:16.017]  That whole thing's staged all over the country.
[00:55:16.457 --> 00:55:18.078]  I mean, things are bad, folks.
[00:55:18.159 --> 00:55:19.319]  Things are really bad.
[00:55:20.300 --> 00:55:27.504]  And I don't have, again, words to explain how evil things have gotten and how naive the general public is.
[00:55:29.125 --> 00:55:31.306]  Before we go back to Beth Harris, I've made ten films.
[00:55:31.847 --> 00:55:33.288]  I've written a book, Descent into Tyranny.
[00:55:33.328 --> 00:55:35.049]  I've published a book, Order Out of Chaos.
[00:55:35.249 --> 00:55:36.490]  Go to Infowars.com.
[00:55:37.785 --> 00:55:48.690]  Go to PrisonPlanet.com, get the videos, make copies of them for non-profit, not for self-purposes, air them on AXIS TV, warn the people about who really carried out the terror attacks.
[00:55:49.331 --> 00:55:54.553]  You heard the former German Defense Minister and Minister of Technology on yesterday agreeing with me on this.
[00:55:54.953 --> 00:55:56.854]  You need to see the proof of who the terrorists are.
[00:55:57.094 --> 00:55:58.235]  These people are killers.
[00:55:58.615 --> 00:55:59.696]  They're dead serious.
[00:55:59.996 --> 00:56:01.156]  And we better expose them.
[00:56:01.236 --> 00:56:02.537]  Our lives depend on it.
[00:56:03.346 --> 00:56:07.931]  Go to Infowars.com or PrisonPlanet.com to order or call toll-free.
[00:56:07.971 --> 00:56:11.215]  My films are $25.95, $20 when you order three or more.
[00:56:11.275 --> 00:56:12.376]  They're all over two hours.
[00:56:12.396 --> 00:56:13.597]  1-888-253-3139.
[00:56:13.617 --> 00:56:14.098]  That's 888-253-3139.
[00:56:25.592 --> 00:56:32.895]  Or just write to me, Alex Jones, at 3001 South Lamar, Suite 100, Austin, Texas, 78704.
[00:56:34.775 --> 00:56:36.696]  Your purchase also makes this show possible.
[00:56:37.877 --> 00:56:47.180]  Again, folks, you need to get the films, the books, the anti-tyranny t-shirts, all of it, at Infowars.com or PrisonPlanet.com.
[00:56:47.220 --> 00:56:51.962]  The new films are Matrix of Evil, Police State 3 Total Enslavement, 9-11 Road to Tyranny.
[00:56:52.939 --> 00:56:54.260]  We're going to go to break here in a second.
[00:56:54.280 --> 00:56:57.241]  We'll come back and go to Mark, Trevor, Ed, Roger, Brock, and others.
[00:56:57.301 --> 00:56:59.502]  I'm sorry to all the others that hung up.
[00:56:59.522 --> 00:57:01.263]  We've got a guest on.
[00:57:02.004 --> 00:57:09.827]  Bev Harris, before we break and get back into election fraud and some of the new developments and what happened in New Hampshire, you've got a new book out, Black Box Voting.
[00:57:10.728 --> 00:57:11.808]  People need to get it.
[00:57:11.948 --> 00:57:12.729]  How do folks get it?
[00:57:13.309 --> 00:57:14.350]  They go to blackboxvoting.org.
[00:57:16.045 --> 00:57:16.185]  Yes.
[00:57:16.766 --> 00:57:20.249]  It's available for those who can't afford it or can't wait to get it in the mail.
[00:57:21.370 --> 00:57:23.332]  It is available online for free.
[00:57:24.073 --> 00:57:26.455]  I've got all the chapters up and they're the latest chapters.
[00:57:26.475 --> 00:57:29.958]  They have some new information even from what was up last fall.
[00:57:30.298 --> 00:57:35.023]  They can also order it directly from me or they can order it directly online from Plan 9.
[00:57:36.395 --> 00:57:38.898]  We have actually a couple of versions.
[00:57:39.699 --> 00:57:43.605]  My company is publishing the bookstore and the library and doing the direct sales.
[00:57:43.665 --> 00:57:46.188]  And again, I tell folks to make copies of my videos.
[00:57:46.289 --> 00:57:48.512]  You say the book's up for free.
[00:57:48.912 --> 00:57:50.154]  Get out there and get it.
[00:57:50.334 --> 00:57:51.476]  It's too important.
[00:57:51.795 --> 00:57:52.375]  That's right.
[00:57:52.596 --> 00:57:57.799]  And frankly, some of the people who are being robbed of their vote are people who can't afford it because they're unemployed.
[00:57:57.939 --> 00:58:01.321]  And I want to ask these people out there, do they appreciate what you just said?
[00:58:01.702 --> 00:58:02.322]  It's free.
[00:58:02.422 --> 00:58:04.784]  Will you get it and get it out to people, folks?
[00:58:04.984 --> 00:58:06.265]  Is America worth it?
[00:58:07.606 --> 00:58:10.648]  Now, there's another thing that I really am asking your listeners to do.
[00:58:10.828 --> 00:58:19.874]  If they have enough funds to buy books, what I need them to do is order some books from me or from the other publisher and
[00:58:20.336 --> 00:58:26.884]  And get them sent, order them on behalf of public officials and get the books into the hands of public officials.
[00:58:28.297 --> 00:58:29.177]  Let me tell you something.
[00:58:29.217 --> 00:58:32.098]  They're trying to blame these fiascos a lot of times.
[00:58:32.178 --> 00:58:40.720]  And the local county elections people who are sometimes never told how... In fact, I know they're not told how insecure these machines were.
[00:58:40.760 --> 00:58:43.501]  Well, yeah, you've got to... And then something goes wrong and they get blamed.
[00:58:43.521 --> 00:58:45.982]  You've got the voting machine companies doing it by remote control.
[00:58:46.322 --> 00:58:46.862]  Stay there.
[00:58:46.922 --> 00:58:48.122]  Second hour coming up.
[00:58:48.162 --> 00:58:49.222]  BlackBoxVoting.org.
[00:58:52.952 --> 00:58:56.213]  You asked us to include an emergency light for camping and during power outage.
[00:59:17.577 --> 00:59:18.919]  We're good to go.
[00:59:43.097 --> 00:59:43.357]  Big Brother.
[00:59:43.537 --> 00:59:44.237]  Mainstream media.
[00:59:44.257 --> 00:59:44.998]  Government cover-ups.
[00:59:45.018 --> 00:59:46.038]  You want answers?
[00:59:46.058 --> 00:59:46.478]  Well, so does he.
[01:00:06.178 --> 01:00:09.781]  He's Alex Jones on the GCN Radio Network.
[01:00:10.342 --> 01:00:14.485]  And now, live from Austin, Texas, Alex Jones.
[01:00:16.106 --> 01:00:20.129]  All right, folks, we're talking to Bev Harris, corporate crime investigator.
[01:00:20.710 --> 01:00:22.631]  The book is Black Box Voting.
[01:00:22.651 --> 01:00:24.493]  You can download it for free.
[01:00:24.653 --> 01:00:30.198]  Oh, that's right, or buy a hard copy if you really care at blackboxvoting.org.
[01:00:30.238 --> 01:00:31.559]  There's also blackboxvoting.com.
[01:00:33.058 --> 01:00:35.679]  We're about to go to Mark and Trevor and Ed and Roger and Brock.
[01:00:35.719 --> 01:00:37.279]  Everybody else has been patiently holding.
[01:00:38.520 --> 01:00:43.141]  Bev Harris, we've got former CIA officials running these companies.
[01:00:43.962 --> 01:00:48.983]  Their vice presidents are convicted computer crimes people that we catch them manipulating votes during elections.
[01:00:49.023 --> 01:00:49.924]  That is confirmed.
[01:00:50.684 --> 01:00:56.606]  Now, up in New Hampshire, the machines that weren't electronic...
[01:00:57.538 --> 01:01:09.100]  Showed Kerry only beating Dean by 1.5%, but the Diebold machines raced ahead with over 10%, and he gave the big victory to Mr. Skull and Bones.
[01:01:09.140 --> 01:01:13.241]  This is a pretty big story, and it's on Infowars.com.
[01:01:13.441 --> 01:01:14.301]  Your comments on it?
[01:01:14.961 --> 01:01:18.762]  Well, you know, and this is really important for people to understand.
[01:01:18.782 --> 01:01:21.922]  The New Hampshire machines were not touchscreens.
[01:01:22.142 --> 01:01:23.802]  In other words, they had paper ballots.
[01:01:23.863 --> 01:01:26.583]  They were optical scans, Diebold optical scans.
[01:01:27.404 --> 01:01:33.368]  And people have a misunderstanding and think that these optical scans with a paper ballot cannot be rigged.
[01:01:33.769 --> 01:01:35.250]  It's absolutely false.
[01:01:35.350 --> 01:01:38.372]  That's all computerized.
[01:01:39.133 --> 01:01:40.253]  Yes, it's computerized.
[01:01:40.273 --> 01:01:41.074]  There's no difference.
[01:01:41.414 --> 01:01:46.678]  Because the law does not allow us to pull the paper ballot and compare it with the computer.
[01:01:47.138 --> 01:01:50.821]  And as long as we can't look at it, you might as well not have it.
[01:01:52.464 --> 01:02:02.048]  When you have a computerized system, even though you think, I'm filling up my paper ballot, I'm putting it through this machine, here's what happens.
[01:02:02.068 --> 01:02:07.209]  Your paper ballot gets locked in the box and is never looked at, and only the machine tally is looked at.
[01:02:07.570 --> 01:02:10.090]  Therefore, whoever programs the machine wins.
[01:02:10.291 --> 01:02:14.032]  Bev, we caught Dana W. Dubois, the county clerk in Austin, Texas.
[01:02:15.211 --> 01:02:20.236]  Publicly double counting ballots, falsifying signatures, breaking safety seals, that all came out.
[01:02:20.696 --> 01:02:22.377]  I sat there at the same table with her.
[01:02:23.158 --> 01:02:26.261]  They were certifying the election and said, you stole the election.
[01:02:26.521 --> 01:02:27.942]  We have proof.
[01:02:28.043 --> 01:02:29.604]  She never sued me, never did anything.
[01:02:29.664 --> 01:02:30.505]  She got caught doing it.
[01:02:30.965 --> 01:02:33.167]  The state election board certified what she'd done.
[01:02:34.228 --> 01:02:36.850]  But, I mean, I was there at that election.
[01:02:37.091 --> 01:02:39.413]  It's all computerized off the scantrons.
[01:02:40.333 --> 01:02:47.799]  And now they've got the touch screens put in, and of course she didn't come after me because she was caught doing it, and they don't want an investigation.
[01:02:48.059 --> 01:02:49.220]  We said we wanted a recount.
[01:02:49.300 --> 01:02:51.341]  They said you can't have one.
[01:02:51.441 --> 01:03:09.454]  That's the point, and I'm so glad you're bringing it up because I'm having a terrible time getting this through the heads, and I am getting people talking to me now from Congress and from many state legislatures, and they don't understand that as long as we don't use those paper ballots to actually compare the machine votes,
[01:03:09.921 --> 01:03:11.062]  Then they're no good.
[01:03:11.423 --> 01:03:14.747]  You can't lock them in a box, and there they sit forlorn.
[01:03:14.807 --> 01:03:15.608]  Nobody looks at them.
[01:03:16.068 --> 01:03:19.212]  Then you're still relying completely on the computer programming.
[01:03:19.692 --> 01:03:27.441]  I had another official tell me the other day, well, in Oregon we use all mail-in ballots, and I said, well, they're counted on these computerized optical scans.
[01:03:27.481 --> 01:03:29.744]  And he goes, oh, but they have passed recounts.
[01:03:30.120 --> 01:03:33.441]  Well, in a recount, understand, they still don't count the paper ballots.
[01:03:33.481 --> 01:03:36.461]  They run them through the same machine again, and the same program counts them.
[01:03:36.801 --> 01:03:40.062]  So it all comes back to what is in that program.
[01:03:40.642 --> 01:03:46.184]  And what's in that program in New Hampshire, we now know that it was never put through federal certification at all.
[01:03:46.564 --> 01:03:47.904]  Now, in New Hampshire, that's legal.
[01:03:48.584 --> 01:03:49.544]  I will tell you that, too.
[01:03:49.604 --> 01:03:50.264]  It's surprising.
[01:03:50.304 --> 01:03:52.485]  In most states, it does need to be certified.
[01:03:52.887 --> 01:03:58.410]  And they will brag that it's been certified, which doesn't really mean all that much, but it is at least done, supposedly.
[01:03:58.450 --> 01:04:02.512]  Well, the fox is certified, the weasel's in the henhouse.
[01:04:02.732 --> 01:04:09.155]  But in New Hampshire, they don't even need to send it in for federal certification, so they didn't.
[01:04:09.416 --> 01:04:13.298]  And now, magically, if it was a Diebold machine, it was for carry.
[01:04:14.598 --> 01:04:15.879]  Yes.
[01:04:16.019 --> 01:04:19.721]  And New Hampshire did use primarily Diebold optical scans.
[01:04:22.054 --> 01:04:26.858]  And then the other machines showed lower amounts for carry, but magically the Diebold machines did.
[01:04:27.698 --> 01:04:34.644]  Same thing happened in Colorado, by the way, with the Allard versus... Oh, it was an upset also.
[01:04:34.664 --> 01:04:40.548]  And in the 2002 election, the Diebold machines had a much different result from the other machines.
[01:04:41.009 --> 01:04:47.634]  Now, you know, you can also... It's not cut and dry because there are demographic issues that might cause... Stay there, Bev.
[01:04:47.654 --> 01:04:49.615]  We'll come back and take calls, get into more of this.
[01:04:50.276 --> 01:04:51.016]  Stay with us, folks.
[01:04:51.036 --> 01:04:51.677]  We'll be right back.
[01:04:53.892 --> 01:05:02.497]  Berkey water filters are the ultimate filters used worldwide for normal or hostile filtration environments to provide the most delicious, sparkling, clean water possible.
[01:05:02.717 --> 01:05:14.003]  The Berkey Light self-sterilizing filter elements remove pathogenic bacteria, cysts, parasites, chemicals, and they reduce lead, mercury, aluminum, nitrate, sulfur, odors, foul tastes, and much, much more.
[01:05:14.223 --> 01:05:16.845]  Yet, they leave in the nutritional minerals that your body needs.
[01:05:17.205 --> 01:05:23.667]  The Berkey Light has ridges to deflect water if the upper chamber is overfilled, and it can be used anywhere on a flat surface.
[01:05:23.827 --> 01:05:25.688]  That's because it has an elevated base.
