[00:00:00.000 --> 00:00:09.759]   *silence* *sad music*
[00:34:52.540 --> 00:34:55.101]  So, you were found liable.
[00:34:55.121 --> 00:35:00.582]  They gave a $1.4 billion reward, I believe.
[00:35:02.463 --> 00:35:07.064]  You do admit that you lied, you didn't tell the truth about Sandy Hook.
[00:35:07.284 --> 00:35:14.546]  Whether you got deceived by others, whether you didn't, it doesn't really matter because that defamation doesn't really follow that.
[00:35:15.197 --> 00:35:20.439]  But if you were to say, do you think you should pay them anything?
[00:35:20.739 --> 00:35:22.880]  And if so, what would be fair?
[00:35:22.920 --> 00:35:27.542]  Well, Brian, Brian, Brian, let's respond to your incredibly weasel-like statement.
[00:35:28.003 --> 00:35:28.683]  And you know, exactly.
[00:35:28.783 --> 00:35:30.023]  I'm asking you a simple question.
[00:35:30.364 --> 00:35:31.384]  No, no, no, no.
[00:35:31.424 --> 00:35:32.424]  You don't want the answer?
[00:35:32.444 --> 00:35:34.885]  Let him respond and you ask your question.
[00:35:35.046 --> 00:35:35.486]  Go ahead, Alex.
[00:35:36.206 --> 00:35:36.886]  Yeah, yeah, Brian.
[00:35:38.047 --> 00:35:42.858]   If I'm wrong about a stock market pick, Or I was wrong about Jussie Smollett.
[00:35:43.038 --> 00:35:45.140]  I said Jussie Smollett day one stage, and I was right.
[00:35:46.000 --> 00:35:46.260]  Okay?
[00:35:47.461 --> 00:35:55.347]  So, if I'm wrong about something when I covered other people covering it, I'm not lying.
[00:35:56.127 --> 00:35:59.830]  I've never lied on purpose about news and information.
[00:36:00.490 --> 00:36:01.751]  But it was more than that, though.
[00:36:02.091 --> 00:36:02.992]  You're not letting me finish?
[00:36:03.012 --> 00:36:04.773]  You're not letting me finish?
[00:36:04.813 --> 00:36:07.495]  You have to admit you said more than just covering other people.
[00:36:07.535 --> 00:36:09.877]  You made statements as fact, right?
[00:36:11.092 --> 00:36:14.575]  Hey, why don't you restate your question again, because I forgot the second part.
[00:36:14.635 --> 00:36:15.615]  You're not letting me finish.
[00:36:16.396 --> 00:36:21.199]  It's not lying to say, yes, I thought there was some anomalies.
[00:36:21.320 --> 00:36:22.440]  I thought it may not have happened.
[00:36:22.841 --> 00:36:23.641]  And then I questioned it.
[00:36:23.681 --> 00:36:25.763]  You try to keep me on the horns of that.
[00:36:26.203 --> 00:36:30.706]  When I said five, six years ago, before I was sued, that I thought it happened.
[00:36:30.826 --> 00:36:31.587]  I'm on record.
[00:36:32.167 --> 00:36:33.168]  I questioned it.
[00:36:33.308 --> 00:36:34.609]  It was my First Amendment right.
[00:36:35.010 --> 00:36:36.631]  This is all about destroying the First Amendment.
[00:36:37.351 --> 00:36:38.012]  I explained that.
[00:36:38.092 --> 00:36:39.633]  Now to answer your second question.
[00:36:40.854 --> 00:36:51.961]  They have spent, in the bankruptcy hearing alone, they have filed in federal court $34 million in two years trying to find me in a crime to put me in jail.
[00:36:52.301 --> 00:36:53.782]  They're so pissed I'm clean.
[00:36:54.463 --> 00:37:04.749]  They spent $25 million in the four years previous prosecuting their lawsuits and claimed in court I had hundreds of millions of dollars hidden.
[00:37:04.769 --> 00:37:05.570]  Remember all that?
[00:37:05.950 --> 00:37:06.951]  I was going to go to jail.
[00:37:07.591 --> 00:37:08.532]  None of that was true.
[00:37:09.122 --> 00:37:12.003]  The judge has seen the private investigations he put in.
[00:37:12.483 --> 00:37:13.443]  I've been through the whole ringer.
[00:37:13.683 --> 00:37:14.543]  None of it was true.
[00:37:15.283 --> 00:37:42.088]   This has been a giant media extravaganza and the whole Sandy Hook combine of PR firms, Democratic Party, has used me for years in Facebook and Google and Twitter and X ads to raise money off my name To take a popular talk show host who was already number one six years ago and take a few things I said out of context to maybe the Sandy Hook man so they own my identity and raise money off of me.
[00:37:42.508 --> 00:37:47.514]  They didn't want to take $55 million in a settlement, which is more money than I've ever made personally.
[00:37:47.995 --> 00:37:49.957]  And the judge talked about that Friday.
[00:37:50.566 --> 00:38:02.031]  They want to use me as the bad guy, as the villain coming after them to raise political contributions to their gun control groups.
[00:38:02.531 --> 00:38:04.932]  And that's the truth, Mr. Krasnistin.
[00:38:06.513 --> 00:38:09.294]  Brian, let me ask you a question.
[00:38:09.615 --> 00:38:17.378]  When you're reporting, I mean, sometimes, obviously, I agree, someone might be doing it deceptively, but sometimes you can just get the information wrong, right?
[00:38:17.418 --> 00:38:26.115]   Like, I don't know which one of you two brothers, but didn't you guys Did any of you guys claim that there was an Iranian passport or didn't one of you guys claim that there was Jihad day or something?
[00:38:26.135 --> 00:38:34.143]  So like, doesn't sometimes happen that a person gets misinformation or it relays the information in a manner that they think isn't problematic but could be problematic?
[00:38:35.121 --> 00:38:52.033]  So the way defamation works is that if you go out of your way to say something that's not true, and you know it's not true, or you maliciously attack them, or if you didn't take the proper precautions in reporting it.
[00:38:52.753 --> 00:38:57.256]  I mean, Jones clearly stated that Sandy Hook was a false flag operation.
[00:38:57.296 --> 00:38:59.298]  He didn't say, these people are saying it.
[00:38:59.698 --> 00:39:02.980]  He said, Sandy Hook was a false flag operation.
[00:39:03.000 --> 00:39:04.061]  Let me ask you this question.
[00:39:04.659 --> 00:39:05.519]  Because you didn't answer me.
[00:39:06.300 --> 00:39:13.022]  Are you denying that in Texas and Connecticut, the judges found me guilty by default and then had show trials damages?
[00:39:13.082 --> 00:39:13.802]  Are you denying?
[00:39:15.503 --> 00:39:16.543]  You mean liable, right?
[00:39:16.583 --> 00:39:16.824]  Not guilty.
[00:39:16.864 --> 00:39:20.525]  No, the judges found me guilty without a jury.
[00:39:20.565 --> 00:39:21.645]  And let me go further.
[00:39:22.326 --> 00:39:25.927]  Who should we get in trouble for lying about WMDs?
[00:39:26.559 --> 00:39:29.041]  Which both Democrat and Republican Party weren't known was true.
[00:39:29.541 --> 00:39:32.723]  See, you guys sit there and act like I... No, but that's a separate situation, though.
[00:39:33.204 --> 00:39:39.908]  Saying that the federal government did something is different than saying that these children that died... Listen, listen, listen.
[00:39:40.088 --> 00:39:41.389]  I don't want to talk about this.
[00:39:41.550 --> 00:39:43.971]  I was invited on the show to talk about this.
[00:39:43.991 --> 00:39:45.732]  Well, I'm just trying to explain the difference.
[00:39:45.792 --> 00:39:50.035]  I mean, there's a clear difference in saying, oh, the federal government... Krasnostein, Krasnostein, listen to me.
[00:39:50.095 --> 00:39:55.059]  You asked, you asked, Krasnostein, you asked, Krasnostein, you asked a question.
[00:39:56.087 --> 00:40:00.069]  Do I feel like they should be paid money?
[00:40:00.469 --> 00:40:06.252]  No, I believe this is all a political thing to demonize the First Amendment and scare other people from asking questions about future narratives.
[00:40:06.292 --> 00:40:26.503]   That said, I offered them $55 million three months ago, more money than I've ever made in my life, certified by federal court in 30 years on air, $55 million that I would try to pay them over 10 years And they said, we don't want your money on the courthouse.
[00:40:26.543 --> 00:40:29.647]  They said, we want him shut down.
[00:40:30.007 --> 00:40:32.149]  So you said, oh, do they owe anything?
[00:40:32.510 --> 00:40:34.191]  They don't want $55 million.
[00:40:34.532 --> 00:40:40.338]  They want me silenced because they don't want people to be able to hear what I have to say for future narratives.
[00:40:40.598 --> 00:40:43.380]  When they launch a nuclear war, or a false flag.
[00:40:43.620 --> 00:40:44.240]  Who's they?
[00:40:44.501 --> 00:40:46.042]  They is the families.
[00:40:46.082 --> 00:40:46.902]  Oh, the families!
[00:40:46.982 --> 00:40:48.623]  It's a Democrat party law firm.
[00:40:48.663 --> 00:40:49.244]  Excuse me, why is that?
[00:40:49.304 --> 00:40:51.065]  I didn't care about what you had to say.
[00:40:51.225 --> 00:40:53.586]  No, they didn't want... Listen, say it's the families.
[00:40:54.007 --> 00:40:55.488]  They didn't want $55 million.
[00:40:56.428 --> 00:40:57.609]  They didn't want $55 million.
[00:40:58.390 --> 00:41:00.311]  They say, I won't pay the money.
[00:41:00.331 --> 00:41:01.732]  $55 million, they said no.
[00:41:01.772 --> 00:41:02.852]  I've talked to Krasinski enough.
[00:41:03.853 --> 00:41:07.996]  Weren't they asking for $85 million in November, according to the AP?
[00:41:08.908 --> 00:41:12.730]  They offered to settle for $85 million, that is the Sandy Hook families.
[00:41:12.750 --> 00:41:18.333]  $85 million over 10 years, with 50% of anything earned over $9 million.
[00:41:18.353 --> 00:41:21.615]  So it sounds like you guys were close to a settlement.
[00:41:26.417 --> 00:41:27.057]  Yes or no?
[00:41:27.118 --> 00:41:28.719]  Is that correct or incorrect?
[00:41:28.859 --> 00:41:29.559]  Alex has dropped.
[00:41:29.599 --> 00:41:31.100]  I think he's got technical issues.
[00:41:32.741 --> 00:41:35.463]  So, Suli, I'll respond to you.
[00:41:37.105 --> 00:41:46.591]  So there's a difference in saying something about WMD to the government, about the government, or are you saying when the government lied about WMD?
[00:41:46.931 --> 00:41:49.253]  Yeah, because Alex's argument is this, Brian.
[00:41:49.353 --> 00:41:50.494]  Alex's argument is this.
[00:41:50.614 --> 00:41:56.865]   He's saying that basically your or many others, many people who disagree with him are magnifying
[00:41:56.865 --> 00:42:01.746]   the fact that he, according to him, reported incorrectly, according to you,
[00:42:01.746 --> 00:42:05.956]   lied about an incident, the Sandy Hook incident happening and that it was fake. And
[00:42:05.956 --> 00:42:13.506]   his argument is that actually, we've seen during our times much more significant, deadly
[00:42:13.506 --> 00:42:20.756]   lies, such as the WMDs, which took the lives of millions of people in the Middle
[00:42:20.756 --> 00:42:26.786]   East, and yet there has been no action for those people who lied.
[00:42:26.982 --> 00:42:29.965]  There's been no trials for those people who lied.
[00:42:30.265 --> 00:42:31.546]  Exactly, exactly.
[00:42:31.586 --> 00:42:32.466]  Massive coverage.
[00:42:34.921 --> 00:42:37.287]  Massive non-stop coverage of Alex Jones.
[00:42:37.628 --> 00:42:38.570]  He's the only devil.
[00:42:38.771 --> 00:42:39.453]  So let's say this.
[00:42:39.733 --> 00:42:40.555]  I didn't do it on purpose.
[00:42:40.595 --> 00:42:41.458]  I'm not a bad person.
[00:42:41.478 --> 00:42:43.282]  I just question things.
[00:42:43.322 --> 00:42:44.204]  Let's just say I'm Satan.
[00:42:44.756 --> 00:42:45.717]  I didn't kill anybody.
[00:42:46.078 --> 00:42:48.000]  Why aren't we talking about the COVID shots?
[00:42:48.440 --> 00:42:49.702]  Why aren't we talking about the fentanyl?
[00:42:50.002 --> 00:42:51.284]  Why aren't we talking about the human trafficking?
[00:42:51.544 --> 00:42:53.246]  Why aren't we talking about the millions dead in Iraq?
[00:42:53.606 --> 00:42:55.589]  Why aren't we... You know, it's all about Alex Jones!
[00:42:55.609 --> 00:42:57.371]  They're not mutually exclusive though.
[00:42:57.391 --> 00:42:58.852]  You can talk about it all, you know?
[00:42:58.872 --> 00:43:03.097]  Like, it's... They did that... Who's going to trial... No, Brian, the argument isn't this.
[00:43:03.157 --> 00:43:05.340]  It's not about... So, who's going to trial...
[00:43:06.360 --> 00:43:09.682]  Yeah, but at some point, can we move on from Crazzy Steen?
[00:43:09.722 --> 00:43:11.143]  Can we go to Chase Geyser or somebody else?
[00:43:10.963 --> 00:43:15.523]   the reason behind it, but who, like, because no one has, what his argument is, is, by the
[00:43:15.523 --> 00:43:18.003]   way, I'm just trying to relay his argument and I'll let you respond to it because that's
[00:43:18.003 --> 00:43:19.003]  between you two.
[00:43:19.003 --> 00:43:21.283]  Yeah, but at some point, can we move on from Krause's thing?
[00:43:21.283 --> 00:43:25.882]   You got to like Chase Geyser or somebody else, because I don't mind, but Krause's team just
[00:43:25.882 --> 00:43:26.882]  isn't enough.
[00:43:26.882 --> 00:43:27.883]  Yeah, Chase is not here.
[00:43:27.883 --> 00:43:28.883]  Tell him to request, I'll bring him up.
[00:43:28.883 --> 00:43:32.083]   Go ahead, Brian, I'll let you finish, you can make your last point.
[00:43:32.083 --> 00:43:33.363]  But you get the argument, yeah, Brian?
[00:43:33.363 --> 00:43:40.243]   I get the argument, but you're basing your argument off of something the government did
[00:43:40.243 --> 00:43:45.843]  versus what a private citizen did in a defamation case.
[00:43:43.616 --> 00:43:44.217]  Exactly!
[00:43:44.277 --> 00:43:47.720]  Why don't we have the government in trouble for lying on purpose, on record?
[00:43:47.740 --> 00:43:48.721]  Both should be true.
[00:43:49.282 --> 00:43:50.323]  Both can be true, right?
[00:43:50.623 --> 00:43:53.906]  Yeah, but why am I focused on thousands of articles a day?
[00:43:54.247 --> 00:43:57.850]  Why doesn't the media cover lies about WMDs or lies about poison shots?
[00:43:58.230 --> 00:43:59.311]  That was 15 years ago, though.
[00:44:01.333 --> 00:44:03.234]  Oh, Gain of Function was 15 years ago?
[00:44:03.514 --> 00:44:05.254]  The COVID lockdowns were 15 years ago?
[00:44:05.794 --> 00:44:08.875]  You're just distracting from the... No, I'm not distracting!
[00:44:08.915 --> 00:44:10.395]  You're distracting me, Brian, though.
[00:44:10.795 --> 00:44:14.536]  Why is time... Why is there a limitation on time?
[00:44:14.576 --> 00:44:16.737]  Again, so that's what we... If you want to interview with Krasny, you can go ahead.
[00:44:16.777 --> 00:44:19.497]  But you're just distracting from the whole point of the conversation.
[00:44:20.178 --> 00:44:22.058]  Just follow me on Real Alex Jones, folks.
[00:44:22.098 --> 00:44:23.118]  You'll hear what I'm actually saying.
[00:44:23.398 --> 00:44:25.639]  Krasny, it must be good to serve the devil.
[00:44:25.999 --> 00:44:27.159]  Okay, okay.
[00:44:27.439 --> 00:44:28.500]  We're just going to go to someone else.
[00:44:28.940 --> 00:44:29.960]  Krasny, you got your point across.
[00:44:30.461 --> 00:44:32.962]  Let me go to Chase.
[00:44:32.982 --> 00:44:38.544]  Chase, I mean, I think your part of info was as well when you... Chase wasn't in the court.
[00:44:38.584 --> 00:44:40.865]  That's one of the... Chase, you were there for eight hours.
[00:44:40.905 --> 00:44:41.405]  What'd you see?
[00:44:41.985 --> 00:44:42.185]  Yeah.
[00:44:43.286 --> 00:44:46.427]  Yeah, it was the first time I've ever been in a courtroom like that.
[00:44:46.467 --> 00:44:48.107]  So it was an amazing experience.
[00:44:48.628 --> 00:44:50.588]  Some of it was really boring, as you'd imagine.
[00:44:50.628 --> 00:44:52.269]  Other parts of it were very riveting.
[00:44:52.950 --> 00:44:59.395]  And Alex said it best earlier in this space, the final speech from the judge was a lot like the end of To Kill a Mockingbird.
[00:44:59.435 --> 00:45:00.136]  It was emotional.
[00:45:00.376 --> 00:45:04.840]  I believe the judge lost his father in the last few months and he was upset that it was Father's Day coming up.
[00:45:04.880 --> 00:45:20.283]   I mean, it was a very solemn, serious, edge of your seat kind of dynamic and ultimately It's very obvious that the plaintiffs in this case, whether they're right or wrong, that that issue is a side issue.
[00:45:20.984 --> 00:45:28.630]  It's very obvious that their desire is to make it impossible for Alex to be on the air in any way, shape or form.
[00:45:29.071 --> 00:45:35.176]  So they filed a motion, for example, to try to take his personal Twitter account, which is basically unprecedented as far as I understand it.
[00:45:35.931 --> 00:45:42.817]  And yes, it is the case that they offer an $85 million deal with, you know, all sorts of stipulations that were untenable for us.
[00:45:42.897 --> 00:45:56.470]  And we counted with 55, but ultimately it's very obvious that if they're spending millions upon millions of dollars and we're trying to settle with them and they want to liquidate everything for less than 10 or less than $5 million worth of gear and hardware.
[00:45:57.068 --> 00:46:00.050]  here that the objective is to silence Alex.
[00:46:00.070 --> 00:46:18.059]  So, regardless of what you think about Alex or his statements in the past, or whether he got the story wrong, or whether he was intentionally lying, regardless of what you think about that, I do think that there is a real issue here when the civil courts can be used to totally eradicate a person's ability to speak to an audience that wants to hear what they have to say.
[00:46:18.499 --> 00:46:26.023]  That's what's so troubling to me about this, regardless of all of the emotional details and issues around this case.
[00:46:26.563 --> 00:46:33.109]  Chase, what were the terms that were untenable as far as the $85 million suit?
[00:46:33.189 --> 00:46:34.771]  You did a good job breaking this down.
[00:46:35.311 --> 00:46:36.012]  We didn't record it.
[00:46:36.212 --> 00:46:36.992]  I wish it was out there.
[00:46:37.473 --> 00:46:39.234]  How many times did the judge explain?
[00:46:39.254 --> 00:46:43.018]  Remember them saying two weeks ago, nobody's shutting it down, Alex is making it up?
[00:46:43.518 --> 00:46:45.520]  They then, the plaintiffs, the U.S.
[00:46:45.560 --> 00:46:48.262]  trustee, all of them admitted we're trying to shut him down.
[00:46:48.803 --> 00:46:52.346]  Right now they said guns in the building, like we're terrorists.
[00:46:52.406 --> 00:46:53.367]  I mean, this was insane.
[00:46:56.593 --> 00:46:57.034]  Absolutely.
[00:46:57.134 --> 00:47:07.205]  And Alex could speak on this better than I could, but Sarah, to answer your question, I believe they wanted to put a board of directors in here, for example, to manage the company and sort of dictate what Alex could say or not say on air.
[00:47:07.545 --> 00:47:11.830]  That's the type of stuff that we specifically, Alex, was unwilling to tolerate.
[00:47:12.170 --> 00:47:13.352]  But Alex, please correct me if I'm wrong.
[00:47:13.392 --> 00:47:15.134]  A board of directors to run InfoWars?
[00:47:15.194 --> 00:47:15.674]  Is that correct?
[00:47:18.422 --> 00:47:20.363]  To my lawyers outside of mediation.
[00:47:20.884 --> 00:47:23.506]  They said, listen, we want you to not defend the Second Amendment.
[00:47:23.546 --> 00:47:25.407]  And I said, tell them what else they want.
[00:47:25.447 --> 00:47:26.027]  I wanted to see.
[00:47:26.548 --> 00:47:27.749]  And it was, well, we'll give you a big list.
[00:47:27.789 --> 00:47:29.530]  So it was basically, I would become their creature.
[00:47:29.930 --> 00:47:30.451]  No money.
[00:47:30.851 --> 00:47:31.892]  Keep it forward going.
[00:47:32.532 --> 00:47:35.234]  And then they would just let me operate as long as they had a board of directors.
[00:47:35.594 --> 00:47:38.236]  That's the scandal that Kravitz's team doesn't want to talk about.
[00:47:38.256 --> 00:47:40.918]  They literally wanted me to be their creature.
[00:47:41.562 --> 00:47:44.205]  So at the end of the day, that's what happened.
[00:47:44.645 --> 00:47:45.546]  And that's what they did.
[00:47:45.586 --> 00:47:47.728]  The judge said, I'm not shutting down Alex Jones.
[00:47:48.228 --> 00:47:49.409]  I'm not doing this for you.
[00:47:49.770 --> 00:47:53.813]  So finally, we had an honest judge that said, no, this is tyranny, folks.
[00:47:54.674 --> 00:47:57.857]  I mean, tell him a few other observations, Chase, because you're really good at explaining it.
[00:47:58.157 --> 00:47:59.519]  You're only in the room like four hours.
[00:47:59.559 --> 00:48:02.742]  You're outside doing interviews.
[00:48:02.762 --> 00:48:11.329]   How many times did you see the judge say, Alex Jones owns this, and the CRO Hey Alex, I'm more than happy to talk to you about any of those things you want to talk about.
[00:48:11.349 --> 00:48:13.590]  I didn't come here to talk about those though, but go ahead.
[00:48:13.410 --> 00:48:15.010]  I mean, this was happening.
[00:48:15.010 --> 00:48:19.209]   Hey Alex, I'm more than happy to talk to you about any of those things you want to talk
[00:48:19.209 --> 00:48:20.209]  about.
[00:48:20.209 --> 00:48:22.210]  I didn't come here to talk about those though, but go ahead.
[00:48:22.210 --> 00:48:24.810]  No, I mean, I was like, it's ridiculous.
[00:48:24.810 --> 00:48:26.730]  A quick point of information question for you, Alex.
[00:48:26.730 --> 00:48:30.010]   I mean, the judge woke up to it and the media didn't know how to spin it.
[00:48:30.010 --> 00:48:31.690]  You got any comments on that, Chase?
[00:48:31.690 --> 00:48:32.690]  We'll go to the next person.
[00:48:32.690 --> 00:48:35.010]  Hey, just really quickly, Chase.
[00:48:35.108 --> 00:48:36.650]  Alex, can you hear other speakers?
[00:48:36.690 --> 00:48:37.572]  I guess Chase is gone.
[00:48:38.012 --> 00:48:39.254]  No, he can't hear me.
[00:48:39.274 --> 00:48:40.095]  I'm still here.
[00:48:40.115 --> 00:48:40.255]  Sully?
[00:48:40.295 --> 00:48:46.644]  Chase, what other observations about, hey, how many people hated me versus the crowd showing up to support us?
[00:48:47.025 --> 00:48:47.866]  That's what they're scared of.
[00:48:49.468 --> 00:48:51.029]  That was certainly an observation.
[00:48:51.049 --> 00:48:55.813]  19 out of 20 people that saw us were very supportive of Alex.
[00:48:56.174 --> 00:48:59.296]  I didn't realize, Alex, how popular you were until we went to Detroit this weekend.
[00:48:59.717 --> 00:49:01.838]  I couldn't believe how you were swarmed in every public place.
[00:49:01.919 --> 00:49:07.163]  Alex and I, I've been working for Alex for a year now, and I've never actually been in public with Alex, just at work.
[00:49:07.703 --> 00:49:09.525]  And it was really astounding to see.
[00:49:09.565 --> 00:49:11.026]  It was almost like rock star level stuff.
[00:49:11.447 --> 00:49:13.428]  And I arranged that to let the globalists know.
[00:49:13.448 --> 00:49:14.189]  They already know this.
[00:49:14.622 --> 00:49:15.262]  They've lost.
[00:49:15.643 --> 00:49:21.087]  And it wasn't just the TPUSA with Trump and JD Van, so that was a great inside baseball.
[00:49:21.667 --> 00:49:25.070]  It was, what, in the bars, on the street with black folks.
[00:49:25.170 --> 00:49:29.053]  I mean, look, you say 19 out of 20, one person said, I hope you kill yourself.
[00:49:29.573 --> 00:49:30.694]  Everything else was love.
[00:49:30.994 --> 00:49:31.334]  So it was 1,000 to 1.
[00:49:33.581 --> 00:49:36.643]  Hey Alex, a quick point of factual clarification.
[00:49:37.264 --> 00:49:40.066]  Alright, well, Millie Weaver, I haven't talked to her in 3-4 years.
[00:49:40.086 --> 00:49:41.207]  She's been an InfoWars reporter.
[00:49:41.227 --> 00:49:42.948]  I don't think he can hear you, Michael.
[00:49:43.128 --> 00:49:44.109]  I don't think he can hear you, Michael.
[00:49:44.149 --> 00:49:45.070]  Can you hear me?
[00:49:45.090 --> 00:49:46.491]  Michael, I'll drop you down and bring you back up.
[00:49:46.531 --> 00:49:47.992]  Let me go to Angelo.
[00:49:48.112 --> 00:49:48.913]  Angelo, go ahead, jump in.
[00:49:50.494 --> 00:49:51.855]  Hey, thanks for bringing me up.
[00:49:52.436 --> 00:49:57.620]  I'm kinda coming off of a 102 degree fever, so you're gonna have to forgive me, but... Stand here, Angelo.
[00:49:58.941 --> 00:49:59.741]  Oh, you can't hear me?
[00:50:00.662 --> 00:50:01.483]  Can you hear me, Alex?
[00:50:06.171 --> 00:50:07.912]  I don't hear Dan or Angelo.
[00:50:08.772 --> 00:50:09.853]  Hey, can you hear me?
[00:50:10.073 --> 00:50:11.354]  We can drop the speakers.
[00:50:11.394 --> 00:50:12.654]  He can't hear anybody.
[00:50:12.754 --> 00:50:17.477]  Angelo, were you going to make a general point or did you want to specifically ask Alex a question?
[00:50:17.317 --> 00:50:18.317]  He can't hear us.
[00:50:18.317 --> 00:50:20.317]  Let me leave again and come back.
[00:50:20.317 --> 00:50:21.317]  I'll go now.
[00:50:21.317 --> 00:50:22.317]  Yeah, no problem.
[00:50:22.317 --> 00:50:23.317]  Let me leave.
[00:50:23.317 --> 00:50:28.317]   Angelo, were you going to make a general point or did you want to specifically ask
[00:50:28.317 --> 00:50:29.317]  Alex a question?
[00:50:29.317 --> 00:50:37.317]   Well, I wanted to make a point, not specifically ask Alex a question, but I hear what everybody
[00:50:37.317 --> 00:50:43.597]   is saying and I'm not really fully in tune with the whole controversy and the court case
[00:50:43.597 --> 00:50:50.597]   and all that, but I will say that this axiom by which the deep state is going after Alex
[00:50:50.597 --> 00:50:53.117]  Jones on the Sandy Hook thing.
[00:50:53.473 --> 00:51:00.278]  It doesn't really matter whether or not there are suspicious aspects or whether or not Alex specifically targeted the victims of Sandy Hook.
[00:51:00.438 --> 00:51:03.140]  He did not, and there are suspicious aspects of Sandy Hook.
[00:51:03.881 --> 00:51:13.708]  You know, whether it's the evacuation drills that don't make sense with the official footage that was recorded or the bulldozing of the site or the alleged shooter, anything like that.
[00:51:14.068 --> 00:51:15.289]  That's really besides the point.
[00:51:15.309 --> 00:51:20.073]  What really matters is this is a direction by which the Deep State is trying to take down Alex Jones.
[00:51:20.833 --> 00:51:21.714]  And so long as...
[00:51:22.253 --> 00:51:30.762]  That is the perfect example, everyone, on why InfoWars is so dangerous, using the First Amendment to protect itself.
[00:51:30.902 --> 00:51:40.172]  Because if you really look at, we're all missing the fact, we're talking deep state, CIA, blah blah blah, look at my right hand while everything that's important is in my left.
[00:51:41.314 --> 00:51:49.221]  Number one, Alex Jones created a video after the Sandy Hook shooting, and that video, he stated that Sandy Hook was a false flag attack.
[00:51:49.621 --> 00:51:55.946]  He edited video, put video clips together, and he made it look like it was a false flag attack.
[00:51:56.747 --> 00:52:04.473]  And then that video went viral, and many people started believing Sandy Hook was a false flag attack, when in fact it was not.
[00:52:05.274 --> 00:52:11.145]   And this, that specific action, is what Who decides?
[00:52:11.245 --> 00:52:12.446]  Who decides what's disinformation?
[00:52:12.266 --> 00:52:16.746]   should be about. It doesn't matter if they're just out to get them to shut down Infowars.
[00:52:16.746 --> 00:52:22.865]   As long as we have someone using their platform to spread disinformation to millions of people...
[00:52:22.865 --> 00:52:29.865]   Who decides what's disinformation? That's the problem. Let me respond. Let me respond.
[00:52:29.865 --> 00:52:34.666]   I'm almost there, may I have 30 more seconds? You're full of crap.
[00:52:34.702 --> 00:52:36.403]  I want you to show you're a liar.
[00:52:36.503 --> 00:52:37.303]  I want to respond.
[00:52:37.624 --> 00:52:37.904]  Go ahead.
[00:52:37.944 --> 00:52:38.524]  Wrap up your point.
[00:52:38.544 --> 00:52:38.724]  Done.
[00:52:39.184 --> 00:52:39.485]  Okay.
[00:52:39.925 --> 00:52:48.029]  And to end my point, I mean, the main thing is the whole purpose of this was because that misinformation impacted the victim's families.
[00:52:48.509 --> 00:52:51.350]  And if he wants to pretend he's innocent, I mean, that's totally cool.
[00:52:51.390 --> 00:52:54.972]  I actually had a list of six questions that were not meant from a place of malice.
[00:52:54.992 --> 00:53:00.255]  They're just questions to which people wanted to know the answers, such as, um, let's see.
[00:53:00.953 --> 00:53:06.836]  No, I want to respond to the lie you already said.
[00:53:06.856 --> 00:53:07.937]  Let me respond first.
[00:53:09.638 --> 00:53:15.140]  It is on record that in the first year, I didn't say it didn't happen.
[00:53:15.601 --> 00:53:21.324]  And he just lied and said, I created a video that created everybody questioning it.
[00:53:21.644 --> 00:53:23.285]  No, there were hundreds of millions of views.
[00:53:23.765 --> 00:53:24.545]  And let me finish.
[00:53:25.126 --> 00:53:28.287]  There were hundreds of videos with hundreds of millions of views.
[00:53:28.347 --> 00:53:29.428]  Someone had 100 million apiece.
[00:53:30.277 --> 00:53:38.361]  Literally, 50 million, 20 million that were questioning everything that happened and everything that unfolded.
[00:53:38.681 --> 00:53:41.162]  That is all I did was cover the internet.
[00:53:41.363 --> 00:53:45.965]  I am not the first person that questioned Sandy Hook.
[00:53:46.285 --> 00:53:48.446]  And I have a right to do that.
[00:53:48.766 --> 00:53:52.388]  But he just lied and said, Mr. Jones created this.
[00:53:53.087 --> 00:53:54.328]  Mr. Jones did this.
[00:53:54.368 --> 00:54:04.856]  Now, I've since learned what really happened, and if you guys want to hear it, I've mentioned it for 30 seconds two weeks ago, and they flipped out and called and said, we'll settle.
[00:54:05.257 --> 00:54:05.637]  Stop.
[00:54:05.997 --> 00:54:06.378]  Stop.
[00:54:06.658 --> 00:54:07.218]  Don't say it.
[00:54:07.238 --> 00:54:08.739]  Because I learned what really happened.
[00:54:09.120 --> 00:54:16.686]  Real kids were killed, and it's in the police report, and the truth is so horrible, you can't even believe it.
[00:54:17.046 --> 00:54:18.227]  It's in the police report.
[00:54:19.184 --> 00:54:27.735]  That the police and EMS got there and they opened the bathroom door and there was a pile of dead kids perfectly piled up, a pyramid, and there was no blood.
[00:54:28.931 --> 00:54:33.135]  And it's in the police report that they said the kids must have been moved there.
[00:54:33.735 --> 00:54:34.636]  I was saying that.
[00:54:34.736 --> 00:54:36.037]  Men in the woods in camo.
[00:54:36.317 --> 00:54:37.018]  Helicopters.
[00:54:37.118 --> 00:54:37.819]  Police drills.
[00:54:37.939 --> 00:54:38.379]  I don't know.
[00:54:38.659 --> 00:54:41.782]  They killed real kids and brought them to that closed school.
[00:54:42.082 --> 00:54:43.444]  And I said that the first year.
