[00:00:03.001 --> 00:00:03.862]  Well, here we are.
[00:45:13.578 --> 00:45:18.184]  Well, that's the sign of the next downward spiral, right?
[00:45:18.224 --> 00:45:29.080]  When they can't afford chicken, when they can't afford to eat, when they can't afford their streaming services, when travel is going way down because people can't afford it.
[00:45:29.760 --> 00:45:33.625]  See, this is a sign that the economy stinks.
[00:45:33.685 --> 00:45:34.806]  What happens after that?
[00:45:35.107 --> 00:45:36.808]  There's no sales tax revenues.
[00:45:37.249 --> 00:45:38.130]  What happens after that?
[00:45:38.170 --> 00:45:40.352]  There's lowering income tax revenues.
[00:45:40.753 --> 00:45:44.077]  See, the government is going to be squeezed out of revenues.
[00:45:44.537 --> 00:45:54.426]  Therefore, they're going to ultimately try to raise taxes to generate more, but that's not going to work because if people aren't spending, there's not going to be income tax or sales tax revenue.
[00:45:54.726 --> 00:46:05.095]  So therefore, they're going to go to the printing presses and print money like there's no tomorrow, which leads me to another video that I had sent you.
[00:46:05.496 --> 00:46:06.336]  And you know what, Alex?
[00:46:07.421 --> 00:46:16.207]  We sometimes make fun of Biden because he can't, you know, string a sentence together and is incoherent and just bumbling around and it's sad.
[00:46:16.988 --> 00:46:30.934]   However, the chief of his economic advisors, like the one who's whispering in his ear economic advice, He's just as much of a bumbling idiot as Biden.
[00:46:30.934 --> 00:46:33.894]   By the way, you sent me that clip. This is his main economic advisor.
[00:46:33.894 --> 00:46:36.854]  You guys have the clip. We're going to play it in a moment.
[00:46:36.854 --> 00:46:41.014]   And he literally cannot describe how the monetary system works.
[00:46:41.014 --> 00:46:45.175]   Before we play the clip, explain, because the Federal Reserve had,
[00:46:45.175 --> 00:46:47.414]  we, the former had, we played it last week when you were on.
[00:46:47.414 --> 00:46:49.255]  Alan Greenspan said we could print unlimited money.
[00:46:49.255 --> 00:46:52.535]   It doesn't matter, pay any debt. But yeah, it creates all this inflation.
[00:46:52.784 --> 00:46:59.371]  But here is Biden's main economic advisor saying, I have no idea actually how it works.
[00:46:59.491 --> 00:47:01.614]  I mean, this is a runaway train, is what you're saying.
[00:47:02.671 --> 00:47:03.872]  An absolute running away train.
[00:47:03.912 --> 00:47:20.882]  And when we watched that clip, the very first sentence, he actually, to verbatim, to the T, says what Greenspan said on that video that you've shared before, how when you print money, you don't go bankrupt because you have a printing press, right?
[00:47:20.902 --> 00:47:21.922]  So he starts with that.
[00:47:21.942 --> 00:47:23.683]  It's like, that's so false.
[00:47:24.424 --> 00:47:31.168]  Because when you're a reserve currency, yeah, maybe you could get away with it for a little while because there's built in demand for your currency.
[00:47:31.768 --> 00:47:35.313]  But the BRICS nations took away our reserve currency status.
[00:47:35.674 --> 00:47:41.141]  Therefore, when you print money, you will go bankrupt because nobody's going to want your currency anymore.
[00:47:41.502 --> 00:47:46.128]  Now, I have to dissect this a little bit because we're going to watch it.
[00:47:47.009 --> 00:47:54.774]  What he says, how the government prints money and the government borrows money, Alex, the government doesn't print money.
[00:47:55.294 --> 00:47:59.517]  The Federal Reserve does, and the Federal Reserve isn't a government thing.
[00:47:59.917 --> 00:48:01.338]  It's private bankers.
[00:48:01.398 --> 00:48:02.959]  It's a private banking cartel.
[00:48:03.019 --> 00:48:04.920]  It's a private bank that took over in 1913.
[00:48:06.201 --> 00:48:12.681]   that took over in 1913. In 1913 they duped America into saying hey we'll be the central bank
[00:48:12.681 --> 00:48:18.521]   and you know what we'll lend the United States money and you'll pay us interest. It's like what
[00:48:18.521 --> 00:48:24.440]   a great Ponzi scheme that they put together. I'm telling you what this is why this guy can't answer
[00:48:24.440 --> 00:48:29.161]   that question. And again they're taking all these old people's houses to pay the income tax that
[00:48:29.161 --> 00:48:34.440]   doesn't even go to run the country. Here is the chief economic advisor to Biden. Literally sounds
[00:48:34.440 --> 00:48:40.201]   like he's had lobotomy here is of the language that the MN some of the language and concepts
[00:48:41.046 --> 00:48:45.411]  I mean, the government definitely prints money, and it definitely lends that money.
[00:48:45.711 --> 00:48:52.158]  The government definitely prints money, and then it lends that money by selling bonds.
[00:48:52.859 --> 00:48:53.420]  Is that what they do?
[00:48:54.818 --> 00:48:57.300]  They buy them back.
[00:48:57.360 --> 00:49:00.642]  Yeah, they sell bonds.
[00:49:00.882 --> 00:49:02.303]  Yeah, they sell bonds, right?
[00:49:02.383 --> 00:49:04.865]  Since they sell bonds and people buy the bonds and lend them the money.
[00:49:04.985 --> 00:49:12.164]   Yeah, so a lot of times, at least to my ear with MMT, the language and the concepts can
[00:49:12.164 --> 00:49:16.605]   be kind of unnecessarily confusing, but there is no question that the government prints
[00:49:16.605 --> 00:49:27.805]   money and then it uses that money to, um, uh, uh, uh, so, um, yeah, I guess I'm just,
[00:49:27.805 --> 00:49:29.844]  I can't really talk, I don't get it.
[00:49:29.900 --> 00:49:44.393]  I don't know what they're talking about, like, because it's like, the government clearly prints money, it does it all the time, and it clearly borrows, otherwise we wouldn't be having this debt and deficit conversation, so I don't think there's anything confusing there.
[00:49:45.887 --> 00:49:47.388]  Everything he said was perfect BS.
[00:49:47.828 --> 00:49:50.589]  Kamala Harris can't talk, Biden can't talk, Fetterman can't talk.
[00:49:51.250 --> 00:49:53.851]  And then they say they've got to shut us all down because we think they're incompetent.
[00:49:53.891 --> 00:49:54.931]  We're the terror threat.
[00:49:54.971 --> 00:49:55.871]  We're the bad guys.
[00:49:55.911 --> 00:49:58.833]  We just don't want to be destroyed along with them at the same time.
[00:49:58.893 --> 00:50:02.134]  We don't even want a war with these people, but they can't stop.
[00:50:02.274 --> 00:50:06.256]  I mean, the incompetence is intensifying here, Dr. Elliott.
[00:50:08.553 --> 00:50:11.734]  I mean, I don't know whether to laugh or cry at that interview.
[00:50:11.774 --> 00:50:14.515]  I mean, that was two minutes of nonsense.
[00:50:14.815 --> 00:50:16.036]  He didn't say anything.
[00:50:16.076 --> 00:50:16.736]  But here's the thing.
[00:50:17.196 --> 00:50:18.577]  The government doesn't print money.
[00:50:18.797 --> 00:50:19.817]  The Federal Reserve does.
[00:50:19.877 --> 00:50:21.818]  The Federal Reserve buys U.S.
[00:50:21.898 --> 00:50:23.498]  Treasury bonds, right?
[00:50:23.538 --> 00:50:27.860]  So the government, through the Treasury Department, sells bonds.
[00:50:28.280 --> 00:50:30.242]  Normally, though, who buys the bonds?
[00:50:30.382 --> 00:50:34.565]  China, Russia, Brazil, United Kingdom, Germany.
[00:50:34.625 --> 00:50:35.786]  You know, they all buy our bonds.
[00:50:35.886 --> 00:50:37.387]  That's inflow of coming in.
[00:50:37.788 --> 00:50:40.890]  But none of those countries are net buyers anymore.
[00:50:40.930 --> 00:50:41.991]  They're net sellers.
[00:50:42.432 --> 00:50:45.754]  So the Fed is the buyer of last resort.
[00:50:46.135 --> 00:50:48.396]  They're printing money to buy bonds.
[00:50:48.737 --> 00:50:49.878]  See, he can't.
[00:50:50.058 --> 00:51:05.430]   OK, Alex, either he's the dumbest person on the planet, being the chief of the Council for Economic Advisors, Or he's lying and he doesn't want to say that the government doesn't print money, that it is a private banking cartel.
[00:51:05.470 --> 00:51:07.672]  And how do you put those two together in a story?
[00:51:08.052 --> 00:51:09.473]  And he's just bumbling around.
[00:51:09.874 --> 00:51:10.514]  But you know what?
[00:51:10.815 --> 00:51:12.116]  This is the incompetence.
[00:51:12.396 --> 00:51:17.680]  He is equally as bad at communicating anything important as Biden.
[00:51:18.080 --> 00:51:21.864]  And when I look at that, it's like, oh my word, Alex, our economy is doomed.
[00:51:22.124 --> 00:51:22.584]  Absolutely.
[00:51:22.624 --> 00:51:23.004]  Stay there.
[00:51:23.025 --> 00:51:25.787]  I want to do a little bit more with you because we didn't get into the other video clips.
[00:51:26.647 --> 00:51:27.188]  You sent me.
[00:51:27.228 --> 00:51:28.209]  The end of the dollar is near.
[00:51:28.649 --> 00:51:32.472]  WEF, stop calling CBDC the name.
[00:51:32.993 --> 00:51:33.933]  We played this clip last week.
[00:51:33.993 --> 00:51:36.495]  It's a short clip from the World Economic Forum last week.
[00:51:36.936 --> 00:51:37.656]  Guys, get that clip.
[00:51:37.676 --> 00:51:40.178]  We're going to come back and get to those clips with Dr. Kirk Elliott.
[00:51:40.198 --> 00:51:45.242]  Then I'm going to shift gears into the military news, the economic news.
[00:51:45.943 --> 00:51:49.806]  Bill Gates admits that the Pfizer shots contain nanotech.
[00:51:50.427 --> 00:51:51.768]  I've just got all these clips.
[00:51:52.308 --> 00:51:53.209]  I've got so much more.
[00:51:53.229 --> 00:51:53.989]  We've got a bunch of U.S.
[00:51:54.009 --> 00:51:54.250]  troops.
[00:51:55.090 --> 00:51:56.412]  Trapped in Africa.
[00:51:56.492 --> 00:51:58.974]  Congressman Gates talking about that.
[00:51:59.574 --> 00:52:01.636]  We've got Google ads banning Trump videos.
[00:52:01.656 --> 00:52:02.617]  We're going to show you those.
[00:52:03.077 --> 00:52:03.938]  Huge next hour.
[00:52:03.978 --> 00:52:12.145]  But how do people go and how do they get a quick free consultation with you guys to get into silver and get into gold to protect themselves?
[00:52:12.225 --> 00:52:13.827]  The evidence shows going up, hopefully.
[00:52:13.847 --> 00:52:15.348]  It has been going up explosively.
[00:52:15.909 --> 00:52:17.170]  Also make a profit.
[00:52:17.870 --> 00:52:18.971]  How do people visit you?
[00:52:19.011 --> 00:52:19.732]  How do they call you?
[00:52:20.822 --> 00:52:29.529]  So just go to KEPM, Kirk Elliot Precious Metals, that's KEPM.com forward slash gold, or simply call 720-605-3900.
[00:52:29.970 --> 00:52:49.586]  Let my team know that Alex sent you, you know, we were talking and, and you know what, what we'll do is you will schedule you in a time with one of our consultants or myself, and we're going to dig deep into what you want to do to protect, preserve, grow and thrive using precious metals to get out of the path of this hurricane.
[00:52:50.399 --> 00:52:51.321]  There's a lot of options.
[00:52:51.341 --> 00:52:53.384]  We need to talk to you to understand what's best for you.
[00:52:53.424 --> 00:52:55.167]  They're amazing people and they're a great sponsor.
[00:52:55.667 --> 00:52:56.889]  Go there now and get ready.
[00:52:57.050 --> 00:52:59.674]  KEPM.com forward slash gold or 7206053900.
[00:53:02.830 --> 00:53:05.792]  All right, I have masses of breaking news after our special guest leaves.
[00:53:05.812 --> 00:53:11.997]  This is Dr. Kirk Elliott, who's been dead on for the last year, but on the show for almost six months, predicting.
[00:53:12.017 --> 00:53:13.698]  I guess it's been six months or more now.
[00:53:14.539 --> 00:53:14.979]  Time flies.
[00:53:15.459 --> 00:53:20.783]  Predicting the bank failures we're now seeing, and it's barely in the news when they're not insuring most of the money.
[00:53:20.903 --> 00:53:23.105]  Billions, over $3 billion just last week.
[00:53:23.145 --> 00:53:24.026]  Just sorry, you don't get your money.
[00:53:24.326 --> 00:53:25.607]  And then no news stories about it.
[00:53:25.627 --> 00:53:30.731]  Just a little financial word from the FDIC and the private Federal Reserve.
[00:53:31.531 --> 00:53:34.975]  So, Doc, getting into this other big important area right here.
[00:53:35.515 --> 00:53:37.097]  The end of the dollar is near.
[00:53:37.617 --> 00:53:38.878]  That's a Zero Hedge article.
[00:53:38.898 --> 00:53:39.779]  We'll put it up on screen.
[00:53:40.740 --> 00:53:41.501]  What are they saying?
[00:53:41.521 --> 00:53:42.762]  You've been saying this a lot.
[00:53:43.763 --> 00:53:44.404]  What are you saying?
[00:53:47.236 --> 00:53:50.338]  Well, the end of the dollar, yeah, it is near.
[00:53:50.418 --> 00:53:51.539]  Now, we're not God.
[00:53:51.579 --> 00:53:52.620]  We don't control the markets.
[00:53:52.660 --> 00:53:53.440]  We don't know when.
[00:53:53.941 --> 00:54:13.514]  But when you have this kind of a mass exodus out of the dollar, and you've got the globalist cabal, so to speak, the World Economic Forum, Bank for International Settlements, all basically promoting something different that they say is better, it's cleaner, it's faster, you know, with with central bank digital currency.
[00:54:14.235 --> 00:54:16.476]  You know, the dollar is dead.
[00:54:16.696 --> 00:54:17.897]  You've got China.
[00:54:18.017 --> 00:54:19.557]  You've got the other BRICS nations.
[00:54:19.577 --> 00:54:24.780]  You've got so many countries around the world that are selling and dumping U.S.
[00:54:24.840 --> 00:54:29.162]  Treasuries, putting them on the open market, and nobody wants them.
[00:54:29.682 --> 00:54:34.087]  You know, Alex, they will brag about how they went to a Treasury auction.
[00:54:34.367 --> 00:54:35.428]  Everything was fulfilled.
[00:54:35.468 --> 00:54:36.249]  This is amazing.
[00:54:36.630 --> 00:54:39.993]  But the other side of that story is who bought the U.S.
[00:54:40.033 --> 00:54:40.494]  Treasuries?
[00:54:40.854 --> 00:54:41.955]  It's always the Fed.
[00:54:42.336 --> 00:54:43.837]  It's the buyer of last resort.
[00:54:44.138 --> 00:54:47.081]  The Fed's balance sheet is absolutely toxic.
[00:54:47.621 --> 00:54:48.201]  With U.S.
[00:54:48.261 --> 00:54:50.322]  Treasuries that the rest of the world doesn't want.
[00:54:50.882 --> 00:54:57.645]  That kind of action tells me that this is kind of going the way of the dodo bird.
[00:54:57.865 --> 00:54:58.785]  It's done.
[00:54:59.305 --> 00:55:00.586]  It's just a matter of time.
[00:55:01.206 --> 00:55:03.267]  And Morgan Stanley, by the way, says it's over.
[00:55:06.127 --> 00:55:07.488]  Morgan Stanley says it's over.
[00:55:07.528 --> 00:55:08.728]  They said we have two years.
[00:55:09.449 --> 00:55:15.132]  Morgan Stanley says we have two years to fix our unsustainable debt or it's over.
[00:55:15.452 --> 00:55:16.053]  What's it?
[00:55:16.733 --> 00:55:18.314]  What is it in that sentence?
[00:55:18.914 --> 00:55:19.895]  It is the U.S.
[00:55:19.955 --> 00:55:20.475]  economy.
[00:55:20.695 --> 00:55:21.756]  It is the U.S.
[00:55:21.816 --> 00:55:22.196]  dollar.
[00:55:22.796 --> 00:55:24.317]  It will be a regime change.
[00:55:24.337 --> 00:55:27.579]  It will be a monetary system change that comes next.
[00:55:27.899 --> 00:55:29.280]  That's what they're talking about.
[00:55:31.058 --> 00:55:35.603]  Look at the savings rate, 129% under Trump, negative 72% under Biden.
[00:55:35.643 --> 00:55:36.604]  That's just astounding.
[00:55:37.611 --> 00:55:38.732]  I mean, that's astounding.
[00:55:38.972 --> 00:55:46.579]  In an election year, this kind of stuff is really amazing, because Biden's talking about how great the economy is under him.
[00:55:47.060 --> 00:55:52.504]  But look, inflation under him is growing three times faster than Trump.
[00:55:52.985 --> 00:55:58.350]  Savings rates are negative under Biden, where they were positive under Trump.
[00:55:58.870 --> 00:56:01.793]  You look at all of these numbers, they're absolutely opposite.
[00:56:02.233 --> 00:56:08.138]  Now, those numbers right there on the screen, that inflation number, those are so understated.
[00:56:08.158 --> 00:56:10.700]  You know, this is what my first dissertation was about.
[00:56:11.000 --> 00:56:15.805]  Multiply both of those times 2.8, because that gives you the true inflation.
[00:56:15.845 --> 00:56:20.989]  That would put Trump's inflation closer to 6%, which is about right, 5.5 to 6.
[00:56:21.629 --> 00:56:24.071]  That puts Biden's true inflation closer to 18%.
[00:56:26.073 --> 00:56:34.778]  Which is actually what one of the Council for Economic Advisors under Obama said that, yeah, we're actually really close to 18% under Biden.
[00:56:34.798 --> 00:56:40.621]  It's like, wow, somebody's finally agreeing with my numbers from the left.
[00:56:41.502 --> 00:56:45.784]  And you've got Larry Fink that says, yeah, actually real inflation is 10 to 12%.
[00:56:45.945 --> 00:56:50.007]  And then he goes on to say depopulation is the answer.
[00:56:50.547 --> 00:56:51.728]  Did you see that clip last week?
[00:56:52.745 --> 00:56:55.106]  Yeah, I mean, that's evil too.
[00:56:55.126 --> 00:56:58.046]  Yeah, the answer is to kill off most of the world.
[00:56:58.586 --> 00:56:59.947]  That's evil, Alex.
[00:57:00.527 --> 00:57:04.168]  I mean, everything that they're saying has an evil outcome.
[00:57:04.588 --> 00:57:12.990]  And we have to take that opposite spirit and be light in this dark world, like what you are, and spread this message that there is hope in this message.
[00:57:13.350 --> 00:57:17.831]  But boy, everything that they're doing is so dark that this drives people into fear.
[00:57:18.471 --> 00:57:20.532]  And we don't want to live with a spirit of fear.
[00:57:20.572 --> 00:57:32.559]  We want to live with a spirit of a sound mind and creativity and wisdom and discernment to navigate through this time that we're living in because that is evil stuff that they keep spouting out of their mouths.
[00:57:32.799 --> 00:57:33.320]  Absolutely right.
[00:57:33.360 --> 00:57:34.900]  Dr. Kirk Elliott, stay right there.
[00:57:34.940 --> 00:57:37.062]  Back in 60 seconds, I want to hit the final big point.
[00:57:37.822 --> 00:57:42.464]  The announcement that we're going to call it CBDC, but we're going to roll out the digital mark of the beast.
[00:57:42.884 --> 00:57:46.266]  Just like Fink said last year, we're not going to call it ESGs, but we're still going to do it.
[00:57:46.706 --> 00:57:52.588]  Let's explain all that when we come back in 60 seconds with Dr. Kirk Ellington of KEPM.com forward slash goal.
[00:57:52.928 --> 00:57:53.929]  Tell them Alex Jones sent you.
[00:57:54.289 --> 00:57:56.151]  And I'm sorry to give people the bad news, folks.
[00:57:56.311 --> 00:57:57.051]  It's all over.
[00:57:57.632 --> 00:57:59.333]  We need to get ready now.
[00:57:59.714 --> 00:58:02.756]  People need to go to KEPM.com forward slash gold.
[00:58:03.096 --> 00:58:04.838]  KEPM.com forward slash gold.
[00:58:05.198 --> 00:58:05.939]  You need to get ready.
[00:58:06.019 --> 00:58:06.960]  This is the place to go.
[00:58:06.980 --> 00:58:07.840]  I love them.
[00:58:07.860 --> 00:58:08.621]  They're great sponsors.
[00:58:08.641 --> 00:58:09.342]  They're great people.
[00:58:09.722 --> 00:58:10.202]  Or you can call 720-605-3900.
[00:58:13.525 --> 00:58:18.209]  In my opinion, you are insane if you don't get into silver right now and get some gold.
[00:58:18.909 --> 00:58:19.790]  And I wish I could do it.
[00:58:19.990 --> 00:58:21.051]  I'm under enemy attack.
[00:58:21.491 --> 00:58:22.052]  It's okay.
[00:58:22.092 --> 00:58:22.372]  It's fine.
[00:58:22.532 --> 00:58:33.481]  And I'm just looking at all of you wishing I was in the position you're in right now because I wish this wasn't the case, but I intellectually and spiritually know I'm 100% right.
[00:58:33.541 --> 00:58:34.662]  And I think you all know it too.
[00:58:35.062 --> 00:58:36.083]  We are screwed.
[00:58:36.969 --> 00:58:39.811]  But the good news is, humanity's waking up and we're gonna turn this around.
[00:58:40.271 --> 00:58:41.832]  So, buckle up, folks!
[00:58:42.072 --> 00:58:44.794]  Buckle up and get ready now!
[00:58:45.254 --> 00:58:53.319]  Because the greatest crisis of all of our lives is happening now, and I'm just the watchman on the wall, the Paul Revere, telling you, the New World Order's coming.
[00:58:53.719 --> 00:58:54.080]  It's here.
[00:58:54.740 --> 00:58:59.603]  The Alex Jones Show, because there's a war on for your mind, your body, and your soul.
[00:59:02.745 --> 00:59:08.157]   The Joker said to the thief, There's too much confusion.
[00:59:08.157 --> 00:59:14.797]  I can't get no relief.
[00:59:14.797 --> 00:59:15.637]  Thank you.
[00:59:15.637 --> 00:59:25.637]  [BLANK_AUDIO]
[00:59:18.103 --> 00:59:19.384]  Here's an important part.
[00:59:20.685 --> 00:59:22.986]  Many people think that life is but a joke.
[00:59:23.326 --> 00:59:25.326]  But you and I, crank it up.
[00:59:25.326 --> 00:59:31.965]  The globalist think life's a joke.
[00:59:31.931 --> 00:59:33.672]  They're just going to feed on people and be demons.
[00:59:34.534 --> 00:59:36.256]  But no, life's a test, ladies and gentlemen.
[00:59:37.036 --> 00:59:41.600]  There are many of us here who think that life is but a joke.
[00:59:42.221 --> 00:59:43.822]  But you and I, we've been through that.
[00:59:44.923 --> 00:59:45.864]  This is not our fate.
[00:59:47.446 --> 00:59:49.446]  So let us...
[00:59:49.446 --> 00:59:59.446]  There are many here among us.
[00:59:59.446 --> 01:00:07.446]  But you and I...
[01:00:07.446 --> 01:00:11.446]  have been through that.
[01:00:10.860 --> 01:00:14.802]  It's not our fate.
[01:00:18.625 --> 01:00:19.606]  Stop talking falsely.
[01:00:21.947 --> 01:00:23.328]  The hour is getting late.
[01:00:23.688 --> 01:00:32.139]   Guys, print me the lyrics of All on the Watchtower written by Bob Dylan, sung by and played by the amazing God rest his amazing soul, Jimi Hendrix.
[01:00:32.699 --> 01:00:34.240]  All right, Dr. Kirk Elliott is an economist.
[01:00:34.260 --> 01:00:36.662]  He's been dead on with his predictions the last 25 years.
[01:00:37.302 --> 01:00:39.304]  He heads up the amazing organization.
[01:00:40.208 --> 01:00:42.309]  That is protecting so many people.
[01:00:42.329 --> 01:00:43.830]  And we'll put that on screen for folks.
[01:00:43.890 --> 01:00:46.311]  But getting into the announcements.
[01:00:46.371 --> 01:00:48.492]  Oh, we're not going to call it Central Bank Digital Currencies.
[01:00:48.512 --> 01:00:49.593]  We're not going to call it ESGs.
[01:00:49.613 --> 01:00:51.794]  We're not going to call it the Cash Society.
[01:00:51.834 --> 01:00:53.275]  It's just going to be your money.
[01:00:53.755 --> 01:00:56.316]  It's suddenly going to be there and nobody's going to be accepting cash.
[01:00:56.356 --> 01:00:58.757]  And we're going to tell you where you can spend it and what you can do.
[01:00:58.778 --> 01:01:00.198]  And there'll be no checkout counters.
[01:01:00.478 --> 01:01:01.659]  You'll have to check yourself out.
[01:01:02.039 --> 01:01:03.660]  There'll be robots there at the front door.
[01:01:03.740 --> 01:01:07.022]  I mean, Chick-fil-A already has robots delivering food inside the restaurant now.
[01:01:07.742 --> 01:01:08.924]  People say, oh, it's just innovation.
[01:01:09.004 --> 01:01:10.928]  No, it's an anti-human straitjacket.
[01:01:11.288 --> 01:01:12.711]  Speak to this clip and we're going to play it.
[01:01:13.092 --> 01:01:16.478]  The head of the Central Bank of Bahrain and his statement last week.
[01:01:20.109 --> 01:01:29.376]  So when you start looking at what they want, central bank digital currency is starting to get a stigma because there's so many people talking about it like we have been.
[01:01:29.396 --> 01:01:31.497]  It is the mark of the beast.
[01:01:31.818 --> 01:01:33.539]  You know the technology behind it.
[01:01:33.719 --> 01:01:37.142]  It's the ability to cut you off from buying or selling like we've talked about.
[01:01:37.242 --> 01:01:39.884]  So what is the World Economic Forum saying?
[01:01:40.044 --> 01:01:42.506]  Last week they met in Riyadh, Saudi Arabia.
[01:01:43.146 --> 01:01:45.390]  And what was one of their talking points?
[01:01:45.911 --> 01:01:52.502]  Let's just take the central bank digital off of the CBDC name and just call it currency!
[01:01:53.416 --> 01:01:54.997]  Because that's what people will be used to.
[01:01:55.057 --> 01:01:56.977]  People are used to using their digital wallets.
[01:01:56.997 --> 01:01:58.057]  They're used to Apple Pay.
[01:01:58.078 --> 01:02:00.118]  They're used to Venmo and PayPal and everything else.
[01:02:00.558 --> 01:02:02.139]  It's just going to be a digital currency.
[01:02:02.159 --> 01:02:03.479]  So let's just call it currency.
[01:02:03.999 --> 01:02:12.062]  See, the dumbing down, the constant barrage of messaging, messaging, messaging, digital, digital, digital.
[01:02:12.102 --> 01:02:13.682]  Look at our digital wallets.
[01:02:14.303 --> 01:02:15.883]  Now it's just going to be currency.
[01:02:16.203 --> 01:02:18.324]  So people won't think anything of it.
[01:02:19.241 --> 01:02:28.734]  And they want to unleash this on the world in September of this year with the UN's Pact for the Future Symposium in Shenzhen, China.
[01:02:29.215 --> 01:02:32.119]  It's their goal to attach CBDCs.
[01:02:32.319 --> 01:02:34.101]  I'm going to still call it that because that's what it is.
[01:02:34.822 --> 01:02:46.212]  With biometric identification to your bank account, which Amazon, about a month ago, unleashed their palm scanning device for checkouts.
[01:02:46.512 --> 01:02:47.953]  It stores everywhere, right?
[01:02:47.973 --> 01:02:52.517]  They want to take over what Visa is doing with the little, you know, credit card swipe or tap or whatever else.
[01:02:52.957 --> 01:02:55.139]  They actually want biometric identification.
[01:02:55.159 --> 01:02:58.722]  And let's be clear, let's be clear, that's how you get access to the CBDC.
[01:02:59.022 --> 01:03:01.825]  And so they're admitting in their literature and their statements, there's a bunch of these clubs.
[01:03:02.425 --> 01:03:07.846]  Okay, people don't like CBDCs, they don't like ESGs, we'll change the name, and people just think, as you said, oh it's digital.
[01:03:07.906 --> 01:03:20.709]  No, the current digital stuff's bad enough because it links to your bank account, but this new one, you then contractually agree to them to bail in, to take your money, to say where you can spend it, to control it, and you 100% have this unified ledger.
[01:03:21.069 --> 01:03:27.471]  Explain how this is such a gulf, a total separation from even the corrupt system we have now.
[01:03:28.948 --> 01:03:31.471]  Well, the Unified Ledger is dangerous, right?
[01:03:31.511 --> 01:03:38.357]  That came from the Bank for International Settlements, which is basically putting everything that you own that has a title, right?
[01:03:38.377 --> 01:03:44.203]  A house, your brokerage account, your checking account, savings accounts, money markets, everything into this packet.
[01:03:44.723 --> 01:03:48.987]  And in this packet, they can flip off ownership with a switch.
[01:03:49.048 --> 01:03:52.331]  The flip of a switch, and it's not yours anymore.
[01:03:52.791 --> 01:03:57.492]  But as you said, they're more likely to shave and manipulate like they do with derivatives.
[01:03:57.553 --> 01:04:01.214]  Like when you think you own a house, you've got a mortgage, they sell it 20, 30, 40 times.
[01:04:01.554 --> 01:04:01.994]  Explain that.
[01:04:03.254 --> 01:04:15.318]  Yeah, so if they packet up everything like they did after 2009 with subprime lending, you know, packets, they can sell pieces of your assets as a security instrument.
[01:04:15.738 --> 01:04:17.339]  This is the part of a unified ledger.
[01:04:17.359 --> 01:04:18.659]  They can change ownership.
[01:04:18.719 --> 01:04:21.420]  And all the inflation we see now is directly linked to that.
[01:04:22.699 --> 01:04:23.879]  Yes, yes, yes.
[01:04:23.959 --> 01:04:29.641]  See, how how would people like to know that you don't actually own any of your stuff?
[01:04:29.941 --> 01:04:32.822]  We don't have to wait for central bank digital currency, Alex.
[01:04:32.882 --> 01:04:33.782]  It's happening now.
[01:04:34.342 --> 01:04:39.964]  After 2009, we already gave up ownership of our financial assets to brokerage firms and banks.
[01:04:40.464 --> 01:04:41.344]  We just didn't know it.
[01:04:41.944 --> 01:04:44.385]  It's called beneficial ownership, right?
[01:04:44.505 --> 01:04:49.967]  And we don't have to wait for central bank digital currency for them to spy on our bank accounts.
[01:04:50.367 --> 01:04:58.870]  The IRS, and you've played this clip before of the congresswoman who was saying, you know what, IRS, why are you spying on people's bank accounts without a warrant?
[01:04:59.270 --> 01:05:05.453]  It's like, they don't need a warrant from the people, Alex, because we already gave up ownership to the banks.
[01:05:05.913 --> 01:05:07.634]  She's barking up the wrong tree.
[01:05:07.914 --> 01:05:12.697]  You don't have to ask us anymore because we already gave up ownership of our assets to the banks.
[01:05:13.077 --> 01:05:15.318]  So they probably did already ask them.
[01:05:16.418 --> 01:05:25.082]  Kirk, I want to play that clip and only be able to elaborate and finish up here on this point because I have a few other questions, but I'm sitting here thinking about this live interview right now that I 100% know is true.
[01:05:26.563 --> 01:05:28.324]  I feel 100% on target.
[01:05:28.984 --> 01:05:29.664]  It's all admitted.
[01:05:29.684 --> 01:05:30.864]  Everything we're saying is coming true.
[01:05:31.365 --> 01:05:32.465]  I want our listeners to get ready.
[01:05:32.545 --> 01:05:33.445]  I want us to get ready.
[01:05:33.505 --> 01:05:34.706]  I'm so angry at the globalists.
[01:05:35.506 --> 01:05:37.546]  I want to politically derail them, like Texas is saying.
[01:05:37.566 --> 01:05:38.787]  They're going to try to block a lot of this.
[01:05:39.247 --> 01:05:42.808]  But they're definitely coming to the end of their old system, their Ponzi scheme.
[01:05:43.108 --> 01:05:44.649]  They want to put it into a new Ponzi scheme.
[01:05:44.689 --> 01:05:47.049]  If we expose them, they won't be the saviors.
[01:05:47.089 --> 01:05:48.070]  They won't be the controllers.
[01:05:48.370 --> 01:05:49.770]  And we can turn a lot of this around.
[01:05:49.810 --> 01:05:57.613]   It's still going to be very, very rough by any Yardstick, depending, even if we have the best solutions and even if we had complete control, this is still going to be tough.
[01:05:57.993 --> 01:06:08.258]  But if they get control, if people think what you've seen so far is bad, this long, dark night of a thousand years of tyranny is just unspeakable that they're planning for people in this depopulation operation.
[01:06:08.318 --> 01:06:10.499]  But I'm thinking of a headline for this interview.
[01:06:11.618 --> 01:06:16.063]  And I'm sitting here and I can't even come up with one urgent enough because there's so many points.
