[00:00:59.-200 --> 00:00:03.799]  [MUSIC PLAYING]
[00:22:31.877 --> 00:22:40.600]  Get great products, try a bunch of the products, see which ones you like the best, and continue to be a supporter at drjonesnaturals.com because the Democratic Party for two years has been suing my dad.
[00:22:42.020 --> 00:22:45.402]  They separately sued my wife to harass her, even though she doesn't have hardly any money.
[00:22:46.642 --> 00:22:51.123]  And they've told me, well just do what we say and come out against the Second Amendment.
[00:22:51.143 --> 00:22:52.984]  They actually told us that.
[00:22:53.484 --> 00:22:54.785]  And we'll go easy on you.
[00:22:55.862 --> 00:22:57.423]  You could have a gun to my head, I wouldn't.
[00:22:57.643 --> 00:22:58.904]  And my wife's not mad at me.
[00:22:59.485 --> 00:23:01.046]  My parents aren't mad they're being harassed.
[00:23:01.546 --> 00:23:05.069]  They're actually like, let's, you know, don't settle with them.
[00:23:06.590 --> 00:23:11.094]  So if you think messing with my parents, you think messing with my wife has done something, it's only made us closer.
[00:23:11.214 --> 00:23:13.456]  That said, we're out of gas, folks.
[00:23:14.296 --> 00:23:14.517]  Okay?
[00:23:15.495 --> 00:23:19.576]  And they celebrated, oh, Jones had 127 acres out in the hill country in Texas.
[00:23:19.936 --> 00:23:20.636]  Oh, we got that.
[00:23:21.237 --> 00:23:22.737]  I had that in an emergency, didn't even care.
[00:23:22.757 --> 00:23:24.398]  I care about free speech, it's nothing to me.
[00:23:24.898 --> 00:23:28.679]  But they just celebrate in the Wall Street Journal and the New York Times and Bloomberg.
[00:23:29.359 --> 00:23:30.359]  Ah, we're getting your money.
[00:23:30.779 --> 00:23:32.260]  That was just backup stuff.
[00:23:33.180 --> 00:23:36.861]  I already sold my house and put it all in InfoWars two years ago.
[00:23:36.921 --> 00:23:39.022]  I took all the Bitcoin donations and put it in there.
[00:23:39.122 --> 00:23:43.103]  It has been a pleasure and an honor to continue this operation in the face of tyranny.
[00:23:44.042 --> 00:23:54.807]  But that said, when you get to the wall and you don't have phones to even fight anymore, that's the time I'm like, listen, I know you guys expect me to be here forever.
[00:23:55.127 --> 00:23:57.308]  I know, you know, I'm not a, I'm not a victim.
[00:23:57.348 --> 00:23:58.669]  I'm not sitting there whining and bitching.
[00:23:58.709 --> 00:24:00.890]  I don't come off and squeal and yell and mommy help me.
[00:24:01.410 --> 00:24:20.026]   I'm just saying, if you believe in this show, if you value this broadcast, and if you want to continue to see us on air in one way or another and fighting the tyrants, then This is the place to support DRJonesNaturals.com and continue to support InfoWars because it's a Catch-22.
[00:24:20.466 --> 00:24:23.148]  If you don't support it and there's no money, it'll shut down because of that.
[00:24:23.848 --> 00:24:28.730]  And the funny part about them trying to take it over is there's literally no extra money in it because that's the way it's always been.
[00:24:29.090 --> 00:24:34.092]  Back when we had extra money, I would hire more reporters and run advertisement and reach out to people.
[00:24:34.152 --> 00:24:47.563]   And that's how in 2016-17 we had a show even bigger than Rogan's or Tucker's today, and I'm not in competition, but we were reaching 35 million people a day, every day, on the main show, not just clips.
[00:24:47.903 --> 00:24:49.564]  Clips, we're reaching 50 million a day, probably.
[00:24:50.565 --> 00:25:01.113]  And that's because I was taking advertising, extra money coming in from listeners, and I was running ads for the show for the online listing and the videos.
[00:25:01.894 --> 00:25:04.896]  I mean, we were probably spending seven, eight million dollars a year in advertising.
[00:25:05.660 --> 00:25:07.120]  Because we were getting the listeners.
[00:25:07.140 --> 00:25:14.802]  We were doing pure, direct, come listen to the show, and it was boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, just exponentially growing.
[00:25:14.822 --> 00:25:17.442]  And that's what this is about.
[00:25:17.582 --> 00:25:28.164]  So I want to get back in that position where we're able to go to the RNC and go to the DNC and go to Bilderberg that starts next week and do all this and go to the Davos Group and just expose these scum.
[00:25:28.965 --> 00:25:34.668]   But even though there's plenty of money in the company to operate, You know, we got an RV to do it and all this stuff.
[00:25:34.788 --> 00:25:39.490]  I was told a month and a half ago, nope, no more trips by the court-appointed people.
[00:25:39.550 --> 00:25:40.590]  You're not going to go to the border.
[00:25:40.610 --> 00:25:41.450]  You're not going to go anywhere.
[00:25:41.470 --> 00:25:42.091]  You're not going anywhere.
[00:25:43.211 --> 00:25:43.911]  But there's plenty of money.
[00:25:43.931 --> 00:25:45.332]  That's what I get people to do.
[00:25:45.632 --> 00:25:46.352]  Sorry, nowhere.
[00:25:46.653 --> 00:25:47.193]  Because it's this...
[00:25:48.254 --> 00:25:52.096]  That's his thing about, you know, it's cutesy, it's fun.
[00:25:52.456 --> 00:25:59.159]  And the guy that does the CRO, he walks around and tells the crew, look at that idiot Alex Jones on the screen talking about vaccines being poisonous.
[00:25:59.439 --> 00:25:59.899]  I love them.
[00:25:59.919 --> 00:26:00.480]  They're good.
[00:26:01.040 --> 00:26:01.980]  They work really great.
[00:26:02.020 --> 00:26:03.801]  He said that last week to the crew while I was on the show.
[00:26:03.841 --> 00:26:06.543]  He walked in and pointed at the TV and made fun of me in front of them.
[00:26:06.843 --> 00:26:07.463]  So that's fine.
[00:26:07.523 --> 00:26:08.203]  I'm not attacking the guy.
[00:26:08.223 --> 00:26:15.887]  I'm just telling you, that's the type of people we have appointed by the court in this operation that literally, they all, mainstream news admits the shot didn't work.
[00:26:16.897 --> 00:26:18.839]  Mainstream News admits it's all a fraud.
[00:26:19.119 --> 00:26:20.801]  Mainstream News admits it destroys your immune system.
[00:26:20.961 --> 00:26:28.268]  And the guy walks around in front of my crew, just making the rounds, saying, you're not going on the road, you're not covering the border, and by the way, your boss is full of shit.
[00:26:30.310 --> 00:26:32.132]  So, that's where we are.
[00:26:32.653 --> 00:26:37.538]  And I'm not going to sit here, in potentially the last days of InfoWars, and take it.
[00:26:38.484 --> 00:26:40.025]  I never sold out for money or power.
[00:26:40.065 --> 00:26:41.587]  Henry Kissinger tried to freaking hire me.
[00:26:41.947 --> 00:26:46.711]  Roger Ailes tried to give me a Fox News show before Glenn Beck even came on the scene and then after.
[00:26:46.991 --> 00:26:49.113]  And I didn't take the money then and I'll never do it.
[00:26:49.573 --> 00:26:53.016]  I'll sure as hell take money to tell the truth and do it the way I want and fight tyrants.
[00:26:53.076 --> 00:26:53.796]  I'm all for that.
[00:26:54.017 --> 00:27:01.903]  But I won't take a red cent if I think it's immoral or I think it compromises one damn thing I believe in and what I stand for and who I am.
[00:27:01.923 --> 00:27:07.948]  So I'm just going to start letting people know what's going on around here so you understand where we are.
[00:27:09.161 --> 00:27:10.501]  So it's a decision you've got to make.
[00:27:10.621 --> 00:27:11.482]  You want to support us?
[00:27:11.542 --> 00:27:13.782]  Take the articles, take the videos, take the reports.
[00:27:15.323 --> 00:27:20.464]  And don't think we're going to be here two months from now and realize every day is precious and share them.
[00:27:20.704 --> 00:27:23.465]  And it's been great in this operation and great what we've done together.
[00:27:23.705 --> 00:27:24.946]  And it's been an incredible blessing.
[00:27:25.186 --> 00:27:28.127]  And anything the enemy does at us will be turned around by God against them.
[00:27:28.947 --> 00:27:36.869]   That said, I need you to go to DRJonesNationals.com and support our sponsor now, an InfoWars store.
[00:27:37.249 --> 00:27:40.732]  It could be your last chance the last few months to get great t-shirts, great books.
[00:27:40.752 --> 00:27:43.013]  Think about how cool a vintage InfoWars shirt's gonna be.
[00:27:43.674 --> 00:27:44.995]  There'll be no more InfoWars after this.
[00:27:45.115 --> 00:27:45.695]  They'll take it over.
[00:27:45.715 --> 00:27:46.756]  There'll be a whole new operation.
[00:27:47.496 --> 00:27:49.638]  So, get it all at InfoWarsStore.com as well.
[00:27:49.457 --> 00:28:09.897]  All right, we'll get to the Trump speech when we come back.
[00:28:09.840 --> 00:28:12.463]  Trump booed at the Libertarian Party.
[00:28:14.425 --> 00:28:16.647]  And I just, makes me love Trump more.
[00:28:16.707 --> 00:28:18.629]  It's so outlaw, it's so rock and roll.
[00:28:19.590 --> 00:28:22.734]  It's so maverick to go there.
[00:28:24.076 --> 00:28:24.857]  And RFK Jr.
[00:28:24.897 --> 00:28:29.561]  is in the news admitting he handed out hundreds of squawking plastic rubber chickens.
[00:28:30.102 --> 00:28:32.524]  He funded a bunch of people to go get Trump's face and boo him.
[00:28:32.865 --> 00:28:39.031]  But he didn't show up to his own inauguration there to be nominated for the Libertarians.
[00:28:39.311 --> 00:28:39.691]  There it is!
[00:28:39.771 --> 00:28:40.132]  Booed!
[00:28:40.172 --> 00:28:40.532]  Heckled!
[00:28:40.592 --> 00:28:41.513]  Libertarian Convention!
[00:28:41.593 --> 00:28:43.014]  The Don loses control!
[00:28:43.094 --> 00:28:43.395]  Video!
[00:28:43.435 --> 00:28:44.396]  MAGA doesn't want you to see!
[00:28:45.877 --> 00:28:47.439]  Trump's putting the clips out on True Social!
[00:28:50.111 --> 00:28:54.253]  So, he goes there, and some people cheer, but there's a bunch of people booing.
[00:28:54.313 --> 00:28:54.753]  Who cares?
[00:28:55.713 --> 00:29:03.957]  Libertarian ideas are good to a point, except governments are working with corporations, where it's one-sided, where you have open borders giving people free welfare.
[00:29:03.997 --> 00:29:06.898]  You can't have open borders if there's free welfare to bring people here.
[00:29:06.918 --> 00:29:08.859]  If there's no welfare, you can do that.
[00:29:08.879 --> 00:29:11.360]  Because they won't be coming here unless they're a producer.
[00:29:12.332 --> 00:29:21.717]  Look it, El Salvador is giving a million people a free passport and citizenship if they are engineers or scientists or have wealth.
[00:29:22.097 --> 00:29:22.718]  That's smart.
[00:29:22.798 --> 00:29:25.419]  You want the brain drain to come to you.
[00:29:27.240 --> 00:29:29.061]  I've been offered an El Salvador passport.
[00:29:29.101 --> 00:29:30.242]  Might be taking one just for fun.
[00:29:31.262 --> 00:29:31.822]  I've been down there.
[00:29:31.842 --> 00:29:32.583]  Yeah, it's amazing.
[00:29:32.603 --> 00:29:33.703]  I've been invited down there by the President.
[00:29:33.723 --> 00:29:34.204]  I'm not bragging.
[00:29:34.244 --> 00:29:35.264]  I'm just going to get down there soon.
[00:29:35.284 --> 00:29:36.045]  I'm a little bit busy.
[00:29:37.486 --> 00:29:38.366]  Bolsonaro invited me down.
[00:29:38.406 --> 00:29:41.828]  I should have gone then to Brazil, but this time I'm going soon to El Salvador.
[00:29:43.933 --> 00:29:47.356]  But to me, it's great that Trump went and did this.
[00:29:47.396 --> 00:29:49.758]  And I'm not trying to snipe at RFK Jr.
[00:29:49.838 --> 00:29:50.899]  This is what he did.
[00:29:51.280 --> 00:29:55.483]  And then he virtually came in to get the nomination after Trump had been there.
[00:29:56.764 --> 00:29:59.567]  So Trump said, give me liberty, give me death.
[00:29:59.687 --> 00:30:04.752]  He said he's going to free the J6 political prisoners, the innocent Silk Road guy that just created a message board.
[00:30:05.472 --> 00:30:07.934]  I mean, he did everything he should have done.
[00:30:09.770 --> 00:30:13.852]  Other than I guess, you know, come out and say he was wrong about the shots, though he's starting to go that direction.
[00:30:14.372 --> 00:30:16.433]  So here's Trump talking about stopping World War III.
[00:30:17.593 --> 00:30:21.475]  I even arrive at the Oval Office shortly after we win the presidency.
[00:30:21.975 --> 00:30:37.002]  I will have the horrible war between Russia and Ukraine settled so we quit spending hundreds of billions of dollars to fight other people's wars and so that we start immediately saving thousands and thousands of lives.
[00:30:38.155 --> 00:30:45.917]  And I am committed to restoring peace and restoring civility and to stopping Joe Biden's march to World War III.
[00:30:46.177 --> 00:30:48.957]  You know you're being led right into World War III.
[00:30:49.857 --> 00:30:50.377]  You know that.
[00:30:50.397 --> 00:30:56.859]  You're going to have World War III and it'll be a war like no other because of the weaponry, the massive weaponry.
[00:30:57.519 --> 00:30:59.159]  It will be a war like no other.
[00:30:59.559 --> 00:31:00.640]  We will stop it.
[00:31:00.680 --> 00:31:03.440]  And I'm the only one that's going to be able to stop it.
[00:31:03.500 --> 00:31:07.721]  I will protect American sovereignty from the creeping hands of global government.
[00:31:09.395 --> 00:31:15.339]  So again, Libertarians back in the Milton Friedman era were great in the Ron Paul era, but he was still a Republican.
[00:31:16.220 --> 00:31:24.925]  Modern Libertarians are basically basement-dwelling leftists who are embarrassed the Democratic Party so they oppose as Libertarians.
[00:31:25.106 --> 00:31:27.687]  And there were a lot of basement dwellers there.
[00:31:27.707 --> 00:31:34.332]  I'm not going to get to the clips of them, but they were absolutely out of control and they could care less if Trump wants to stop World War III.
[00:31:34.372 --> 00:31:36.933]  I'm voting for Trump just because of how much peace we had.
[00:31:36.953 --> 00:31:38.034]  I give him an A+.
[00:31:39.867 --> 00:31:40.668]  A 95.
[00:31:41.990 --> 00:31:44.392]  When he was president, I'd give Biden an F-minus.
[00:31:44.452 --> 00:31:47.716]  I'd give Obama an F-minus.
[00:31:47.756 --> 00:31:49.118]  George W. Bush an F-minus.
[00:31:49.158 --> 00:31:50.460]  Herbert Walker Bush an F-minus.
[00:31:51.100 --> 00:31:52.682]  But not, not, not Trump.
[00:31:52.982 --> 00:31:54.865]  Here's Trump on liberating America.
[00:31:57.029 --> 00:32:04.355]  Ladies and gentlemen, the great liberation of America begins on November 5th, 2024.
[00:32:05.036 --> 00:32:09.279]  It will be the most important day in the history of our country.
[00:32:09.800 --> 00:32:14.544]  And the forgotten man and woman will be forgotten no longer.
[00:32:15.304 --> 00:32:16.485]  I want to thank you.
[00:32:16.885 --> 00:32:18.046]  I want your support.
[00:32:18.387 --> 00:32:24.652]  And again, you can either nominate us and put us in the position or give us your votes.
[00:32:26.014 --> 00:32:46.566]  I would say nominate or give us your votes, but we want libertarian votes because you stand for what we stand for and don't waste a vote and don't allow the worst president in the history of our country to come back and do the final destruction of America.
[00:32:46.626 --> 00:32:48.107]  Thank you very much, everybody.
[00:32:48.147 --> 00:32:48.887]  God bless you.
[00:32:49.288 --> 00:32:49.948]  God bless you.
[00:32:52.563 --> 00:32:56.264]  And here is President Trump on the J6 political prisoners.
[00:32:57.264 --> 00:33:20.546]   We want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want, we want That task force.
[00:33:20.566 --> 00:33:22.887]  You'll be on that task force, many of you.
[00:33:23.367 --> 00:33:29.551]  As everyone knows, it will be my great honor to pardon the peaceful January 6 protestors.
[00:33:29.671 --> 00:33:33.893]  Or, as I often call them, the hostages.
[00:33:33.913 --> 00:33:34.694]  The hostages.
[00:33:36.054 --> 00:33:42.558]  There has never been a group of people treated so harshly or unfairly in our country's history.
[00:33:42.618 --> 00:33:47.601]  This abuse will be rectified, and it will be rectified very quickly.
[00:33:49.089 --> 00:33:54.049]  And if you vote for me on day one, I will commute the sentence of Ross.
[00:33:54.049 --> 00:34:05.569]  All right.
[00:34:05.569 --> 00:34:10.090]  Here's Trump on give me Liberty or give me death.
[00:34:10.090 --> 00:34:20.090]  [BLANK_AUDIO]
[00:34:12.934 --> 00:34:24.934]  The words of the great American patriot, Patrick Henry, "Give me liberty or give me death."
[00:34:24.934 --> 00:34:32.934]  And then here is Trump on, "Why isn't Joe Biden speaking to you tonight?"
[00:34:33.878 --> 00:34:37.459]  Ladies and gentlemen, the great liberation of America.
[00:34:38.692 --> 00:34:43.177]  And by the way, why isn't Joe Biden here speaking to you tonight?
[00:34:43.597 --> 00:34:44.198]  You know why?
[00:34:45.359 --> 00:34:46.260]  Why isn't he?
[00:34:46.280 --> 00:34:48.562]  Because he can't put two sentences together.
[00:34:48.402 --> 00:34:49.902]  That's why he's not here.
[00:34:49.902 --> 00:34:52.902]  (audience cheering)
[00:34:52.902 --> 00:35:01.742]   And of course, Trump also commented on Marxism and what a deadly, dangerous poison it is.
[00:35:02.972 --> 00:35:10.980]  Having Marxism in our government is intolerable and teaching it to our children is considered to us child abuse.
[00:35:12.441 --> 00:35:13.382]  That's such a good clip.
[00:35:13.202 --> 00:35:20.722]  Let's play that three times back-to-back.
[00:35:20.722 --> 00:35:25.722]  We believe that Marxism is an evil doctrine straight from the ashes of hell.
[00:35:26.092 --> 00:35:34.097]  Having Marxism in our government is intolerable and teaching it to our children is considered to us child abuse.
[00:35:35.799 --> 00:35:40.682]  We believe that Marxism is an evil doctrine straight from the ashes of hell.
[00:35:41.102 --> 00:35:49.048]  Having Marxism in our government is intolerable and teaching it to our children is considered to us child abuse.
[00:35:50.788 --> 00:35:55.672]  We believe that Marxism is an evil doctrine straight from the ashes of hell.
[00:35:56.072 --> 00:36:04.098]  Having Marxism in our government is intolerable and teaching it to our children is considered to us child abuse.
[00:36:05.279 --> 00:36:12.744]  Alright, let's hear some of the clips here of the maniacs running around trying to disrupt Trump's speech.
[00:36:12.784 --> 00:36:13.185]  Here it is.
[00:36:14.045 --> 00:36:28.045]   I love the wig falling off. Competition is now small, what you are losing health care expenses.
[00:36:28.045 --> 00:36:39.045]   Free start time, free start time, free start time, free start time, free start time, free start time, free start time.
[00:36:39.045 --> 00:36:41.045]  Why are you suffering Americans?
[00:36:41.045 --> 00:36:44.045]  What do they have to lose you with?
[00:36:44.637 --> 00:36:50.439]  They are so thousands and thousands of people are now living because of Right to Try.
[00:36:50.979 --> 00:37:08.065]  Trump dominated some 300 constitutionalist federal judges a record, including a seldom seen three Supreme Court justices and one presidential judge.
[00:37:09.886 --> 00:37:12.708]  Alright, let's stop right here.
[00:37:12.748 --> 00:37:14.749]  This looks like an episode of Jerry Springer.
[00:37:15.470 --> 00:37:17.892]  Alright, here's what I want to do now.
[00:37:18.832 --> 00:37:27.719]  I want to look at Buttigieg, as Biden calls him, the most powerful comedian in modern history, even though it's unintentional.
[00:37:29.000 --> 00:37:31.842]  He said we've got to stop the January 6th erectionist.
[00:37:32.823 --> 00:37:34.444]  It's the gift that keeps on giving.
[00:37:35.740 --> 00:37:40.744]  I want to hit what they're doing to our economy and the level of money laundering and looting that's going on.
[00:37:40.764 --> 00:37:43.386]  This is very important to explain with booty juice.
[00:37:44.547 --> 00:37:47.049]  And then I'm going to hit the open border news.
[00:37:47.109 --> 00:37:53.934]  And then I'm going to start the second hour with the open announcements across Europe, the UK, Australia, Canada, the U.S.
[00:37:54.675 --> 00:37:56.076]  to reinstate the draft.
[00:37:56.116 --> 00:37:57.257]  I mean, they're getting it ready.
[00:37:57.277 --> 00:37:58.398]  They're announcing they want it.
[00:37:58.578 --> 00:38:00.480]  I've got articles in Europe, articles in the U.S.
[00:38:01.020 --> 00:38:03.702]  I've got the federal government making announcements, legislation introduced.
[00:38:03.782 --> 00:38:04.643]  I mean, it's going down.
[00:38:06.815 --> 00:38:12.657]  And now NATO says they're going to start giving heavy weapons to Ukraine, long-range missiles to start blowing up Russian cities.
[00:38:13.217 --> 00:38:15.898]  And Russia has said, well, fine, we'll just start bombing European cities.
[00:38:16.518 --> 00:38:20.459]  We are two seconds from midnight, not two minutes from midnight.
[00:38:21.679 --> 00:38:23.460]  This is so dangerous that's coming up.
[00:38:23.560 --> 00:38:30.142]  But first, Patrick McDavid put out a little brief clip of where I'm pointing out the New World Order is going down.
[00:38:30.182 --> 00:38:30.502]  Here it is.
[00:38:31.527 --> 00:38:33.750]  The truth is, this whole government's coming down.
[00:38:33.930 --> 00:38:37.134]  This whole vampiric system is coming down, and I feel damn good about it.
[00:38:37.375 --> 00:38:38.937]  It's comments like that that get you in trouble.
[00:38:39.177 --> 00:38:40.038]  What you just said right there.
[00:38:40.279 --> 00:38:41.580]  This whole government is coming down?
[00:38:41.821 --> 00:38:44.164]  This whole corrupt system is coming down.
[00:38:44.444 --> 00:38:45.526]  Define corrupt system.
[00:38:45.606 --> 00:38:46.247]  Ran by who?
[00:38:46.567 --> 00:38:57.178]  The private interest of the Federal Reserve, the big Vatican systems, the traffic in children, the people that ship narcotics into America, the corrupt system is in the spotlight and it's coming down.
[00:38:57.258 --> 00:38:59.820]  And to make this clear, you're not talking about one side of politics.
[00:38:59.840 --> 00:39:01.202]  You're saying this is happening on both sides.
[00:39:01.222 --> 00:39:02.143]  You're talking about the elitist.
[00:39:02.623 --> 00:39:05.105]  And what I'm saying is, is that I'm dead already.
[00:39:05.125 --> 00:39:06.546]  I already passed the River Styx.
[00:39:06.866 --> 00:39:09.628]  Everything I'm doing now is pure victory.
[00:39:09.868 --> 00:39:11.369]  This is the kamikaze mission.
[00:39:11.629 --> 00:39:13.890]  People think humanity just takes this stuff?
[00:39:13.950 --> 00:39:14.190]  No.
[00:39:14.691 --> 00:39:17.352]  The spirit of humanity manifests itself in resistance.
[00:39:17.693 --> 00:39:18.573]  And so that's what's happened.
[00:39:18.673 --> 00:39:20.034]  It's not about me.
[00:39:20.294 --> 00:39:22.976]  It's about what do we do to Hollywood?
[00:39:23.296 --> 00:39:25.518]  What do we do to the corrupt blue-blood Republicans?
[00:39:26.018 --> 00:39:27.399]  What do we do to the Democrats?
[00:39:28.039 --> 00:39:30.721]  What do we do to let them know we're still alive?
[00:39:32.594 --> 00:39:35.456]  Now, that clip is five years old.
[00:39:38.299 --> 00:39:43.002]  And I wanted to air it because you can see five years later, the globalists, they admit, are dying.
[00:39:43.042 --> 00:39:44.243]  Their whole system is falling apart.
[00:39:44.604 --> 00:39:45.745]  They're resigning in droves.
[00:39:45.765 --> 00:39:48.187]  The UN treaty has completely failed.
[00:39:48.247 --> 00:39:49.768]  The majority of countries said we're not signing it.
[00:39:50.889 --> 00:39:52.670]  That's buried in the news today.
[00:39:53.171 --> 00:39:54.211]  That happened yesterday.
[00:39:55.152 --> 00:39:56.553]  The UN says no one will pass it.
[00:39:58.055 --> 00:39:59.776]  They said, look out though, a new virus is coming.
[00:39:59.836 --> 00:40:00.697]  It's going to be really deadly.
[00:40:00.977 --> 00:40:01.838]  Yeah, you're going to release one.
[00:40:01.858 --> 00:40:02.238]  We know that.
[00:40:03.283 --> 00:40:04.523]  And people are aware of that now.
[00:40:04.583 --> 00:40:08.765]  So before I get into booty juice, that's what the president calls him.
[00:40:11.245 --> 00:40:12.566]  Not Beetlejuice, booty juice.
[00:40:13.966 --> 00:40:16.387]  And his ridiculous activities, what's really behind it.
[00:40:17.787 --> 00:40:22.408]  Here is Dr. Peter McCullough, who's on the show for a full hour, this Wednesday coming up.
[00:40:23.308 --> 00:40:36.146]   One of the top published cardiologists in the world, explaining the tidal wave of diseases that's coming, that they're blaming on COVID, but it's the COVID shot that did it.
[00:40:36.186 --> 00:40:36.626]  Here it is.
[00:40:38.027 --> 00:40:43.509]  Dr. McCullough, over 80% of Americans ended up getting at least one COVID vaccine shot.
[00:40:45.030 --> 00:40:50.692]  Many others, there's a lower percentage that got the boosters, but over 80% of U.S.
[00:40:50.712 --> 00:40:52.253]  citizens got at least one shot.
[00:40:52.873 --> 00:40:53.594]  What do you say to them?
[00:40:55.215 --> 00:40:59.777]  Yeah, I think about a third of them are perfectly fine, according to the data by Schmeling and colleagues.
[00:40:59.917 --> 00:41:02.698]  Really depends if you had any initial reaction at all.
[00:41:03.240 --> 00:41:04.941]  Those had a mild reaction.
[00:41:04.961 --> 00:41:05.981]  They're probably okay.
[00:41:06.642 --> 00:41:13.605]  But from our CDC v-safe data, we think about 7.7% of Americans could be in big time health trouble.
[00:41:13.805 --> 00:41:20.429]  That number may seem small, but when you apply it to the population, it leads to a large number of individuals.
[00:41:21.409 --> 00:41:26.812]  These individuals need to seek doctors who are actively working in the vaccine injury space.
[00:41:26.872 --> 00:41:28.973]  My practice is almost exclusively that.
[00:41:29.708 --> 00:41:36.072]  We have detoxification protocols, things we can do to begin to lessen the burden of the spike protein in the body.
[00:41:36.132 --> 00:41:40.175]  Fortunately, they're natural products, natokinase, bromelain, curcumin.
[00:41:40.455 --> 00:41:47.519]  We're working on protocols to help people avoid and then treat, if needed, large blood clots.
[00:41:47.980 --> 00:41:52.783]  Protocols to help people reduce the risk of myocarditis, cardiac arrest.
[00:41:53.463 --> 00:41:57.946]  We have to really shift our entire healthcare system.
[00:41:58.479 --> 00:41:58.659]  All right.
[00:41:58.679 --> 00:42:00.320]  We'll be talking to him Wednesday.
[00:42:00.400 --> 00:42:04.623]  I'll be hosting the fourth hour Wednesday, so he'll be on with us at 2 p.m.
[00:42:04.443 --> 00:42:12.163]   in internal medicine. Cardiovascular, neurologic, immunologic, rhombotic, and now unfortunately oncologic or even cancer.
[00:42:12.163 --> 00:42:26.483]   All right. We'll be talking to him Wednesday. I'll be hosting the fourth hour Wednesday, so he'll be on with us at 2 p.m. central on Wednesday. Okay. Let's talk about this.
[00:42:26.970 --> 00:42:30.331]  Look, I'm not insulting the intelligence of most of our regular listeners.
[00:42:30.431 --> 00:42:32.351]  I know you know as much as I do, in many cases more.
[00:42:33.172 --> 00:42:37.373]  But we have literally millions of new viewers a day that tune in different ways.
[00:42:38.173 --> 00:42:39.854]  Places like Real Alex Jones, millions a day.
[00:42:41.214 --> 00:42:42.715]  And they've seen a headline.
[00:42:42.735 --> 00:42:45.555]  You know, we heard during Reagan administration there were some scams.
[00:42:47.276 --> 00:42:48.156]  Like $700 toilet seats, $500 hammers.
[00:42:51.510 --> 00:42:54.112]  Now the Pentagon was really using that money for secret operations.
[00:42:54.172 --> 00:42:54.893]  It came out later.
[00:42:54.913 --> 00:42:56.374]  Congressional hearings in the late 80s.
[00:42:59.136 --> 00:43:12.546]  But with the Democrats today, with the $100 plus billion we've given to Ukraine, $170 billion we've given them, all total $250 billion other governments have given them, so all together $250 billion, but the lion's share given by the U.S.
[00:43:13.860 --> 00:43:16.382]  A large portion of that gets laundered back to the U.S.
[00:43:16.662 --> 00:43:21.985]  and we've had Biden and we've had Victoria Nuland and others admit, oh, don't worry, a lot of the money comes home.
[00:43:22.586 --> 00:43:23.867]  You mean to yourselves.
[00:43:26.368 --> 00:43:36.555]  And we now know that most of the money Ukraine ever went to weapons or even troops, it just went to the Ukrainian government and even mid-level government people are making 10, 20 million dollars.
[00:43:36.975 --> 00:43:39.237]  People like Zelensky, the word is 5 billion he stole.
[00:43:40.430 --> 00:43:48.035]  He's bought like huge palaces all over Miami and New York and Switzerland and huge private jets, $80 million jets, you name it.
[00:43:49.335 --> 00:44:03.564]  But when you look at Booty Judge or Booty Juice, as Biden calls him, and you've got, since Biden stole the election three and a half years ago, something like $500 billion has been spent on global warming.
[00:44:03.604 --> 00:44:04.344]  Got the numbers right here.
[00:44:05.585 --> 00:44:17.643]   But out of that, And the latest package that was over $60 billion, $7.5 billion was earmarked for charging stations.
[00:44:17.663 --> 00:44:20.004]  They were going to build thousands of them around the country.
[00:44:20.024 --> 00:44:21.924]  In fact, they said over 10,000.
[00:44:23.845 --> 00:44:25.265]  But they didn't do that.
[00:44:26.626 --> 00:44:31.547]  They didn't spend basically any of the money.
[00:44:32.637 --> 00:44:33.257]  I looked it up.
[00:44:33.317 --> 00:44:38.499]  The average super fast charging station that Musk has put in costs about $100,000.
[00:44:40.659 --> 00:44:45.521]  But the standard systems they've been putting in cost about $55,000 or so.
[00:44:46.541 --> 00:44:48.342]  So let's do the math here and I'll show you a clip.
[00:44:48.362 --> 00:44:49.222]  This isn't me saying this.
[00:44:49.262 --> 00:44:52.743]  I know it sounds hard to believe.
[00:44:53.203 --> 00:44:56.404]  $7.5 billion in 2021.
[00:44:56.504 --> 00:45:13.302]   One of the first things Biden did was cut off the pipelines and Start all the carbon regulations and shut down a bunch of coal plants and say, but don't worry, we've got this road to EVs, which is a bridge to nowhere.
[00:45:13.442 --> 00:45:19.065]  And so, $7.5 billion was allotted to put charging stations, over 10,000 of them across the country.
[00:45:19.125 --> 00:45:22.527]  Instead, they've built seven of them.
[00:45:23.968 --> 00:45:24.388]  That's about $700,000.
[00:45:27.679 --> 00:45:35.606]  So by their math, what is seven charging stations divided into 7.5 billion?
[00:45:35.786 --> 00:45:40.771]  It's a billion plus dollars per charging station.
