[00:00:00.309 --> 00:00:01.871]  Well, so does he.
[00:26:12.172 --> 00:26:19.174]  Well, first they offered her a bigger job and more money to shut up.
[00:26:19.174 --> 00:26:20.294]  She said no.
[00:26:20.294 --> 00:26:22.375]  Then they drummed her out, but now she said more.
[00:26:22.375 --> 00:26:31.417]  And what she said is that she heard transmissions of drug dealing, terrorist funding people in our government.
[00:26:33.417 --> 00:26:36.020]  Oh, that's an old story as well.
[00:26:36.020 --> 00:26:56.178]  I've heard that for a number of years and, uh... You know, if this country ever could stop its war on this and war on that, war on drugs is one of the great flim flams of all time, I think.
[00:26:56.178 --> 00:26:59.381]  If it ever stopped the war on drugs, I think the economy would collapse.
[00:27:01.463 --> 00:27:02.484]  Oh, I agree with you.
[00:27:02.484 --> 00:27:07.427]  But look, I mean, the bigger the war on drugs gets, the more drugs we have on the streets, the more people in prison.
[00:27:07.427 --> 00:27:08.248]  Exactly.
[00:27:08.248 --> 00:27:09.028]  Exactly.
[00:27:09.028 --> 00:27:14.292]  And of course, those prisons are now being used for private industry, are they not?
[00:27:14.292 --> 00:27:21.097]  And Americans are competing against people for 20 cents an hour.
[00:27:21.097 --> 00:27:22.138]  We're competing against two...
[00:27:23.635 --> 00:27:24.596]  Go ahead.
[00:27:24.596 --> 00:27:30.741]  We're competing against 2 million people that are working right now in prison industry who on average get 20 cents an hour.
[00:27:30.741 --> 00:27:34.985]  I mean, forget China or Mexico taking our jobs, what about these prisoners?
[00:27:34.985 --> 00:27:37.447]  That's a good reason to keep the prisons full, I'd say.
[00:27:37.447 --> 00:27:38.648]  It's American enterprise.
[00:27:39.943 --> 00:27:46.668]  Well, you know, I've tracked back some of the big banks that are laundering the drug money, and they own some of the big private prisons.
[00:27:46.668 --> 00:27:49.550]  The Bushes, one of their biggest investments is private prisons.
[00:27:49.550 --> 00:27:50.230]  You've got to love it.
[00:27:50.230 --> 00:27:57.415]  They bring the narcotics in, and then they put your kids in prison if they're dumb enough to use it.
[00:27:57.415 --> 00:28:06.961]  Well, I mean, just the stories on how hemp, industrial hemp, got banned in this country.
[00:28:09.150 --> 00:28:12.131]  I mean, the horror list goes on.
[00:28:12.131 --> 00:28:18.194]  I hate to sound like, you know, the little guy, Little Abner, who had the black cloud hanging over him.
[00:28:18.194 --> 00:28:21.655]  But it's hard to get out from under that black cloud.
[00:28:21.655 --> 00:28:24.156]  Sir, we find it's positive to lance the wound.
[00:28:24.156 --> 00:28:26.617]  We've got pustules all over us.
[00:28:26.617 --> 00:28:29.418]  We have to clean them up.
[00:28:29.418 --> 00:28:32.099]  A good dose of salt would help, I suppose.
[00:28:32.099 --> 00:28:32.759]  Yes.
[00:28:32.759 --> 00:28:35.160]  I mean, I think what you're doing is very positive.
[00:28:35.160 --> 00:28:36.361]  I mean, we need to talk about this.
[00:28:37.478 --> 00:28:51.781]  But if it doesn't lead to people uniting, you know that wonderful old Latin American expression, el pueblo unido jamás será vencido.
[00:28:51.781 --> 00:28:55.301]  The people united will never be defeated.
[00:28:55.301 --> 00:29:01.502]  And if we could unite our people, it would be an unbelievable achievement.
[00:29:01.502 --> 00:29:02.883]  No, you're right.
[00:29:02.883 --> 00:29:05.363]  Government has always learned how
[00:29:06.451 --> 00:29:08.672]  To create division.
[00:29:08.672 --> 00:29:10.032]  Be it race.
[00:29:10.032 --> 00:29:11.573]  Be it religion.
[00:29:11.573 --> 00:29:12.533]  You name it.
[00:29:12.533 --> 00:29:14.474]  They know how to divide us.
[00:29:14.474 --> 00:29:17.795]  Be it money.
[00:29:17.795 --> 00:29:18.176]  Stay there.
[00:29:18.176 --> 00:29:20.116]  I want to get more into 9-11 with you.
[00:29:20.116 --> 00:29:21.117]  With us for the balance of the hour.
[00:29:21.117 --> 00:29:23.017]  Very graciously spending time with us.
[00:29:23.017 --> 00:29:24.978]  Ed Asner, Hollywood legend.
[00:29:24.978 --> 00:29:27.819]  And we will come back to him.
[00:29:27.819 --> 00:29:31.361]  And we'll get into a bunch of other questions about 9-11, the Iraq War, where he sees things going.
[00:29:31.361 --> 00:29:32.221]  Because I've read some of his
[00:29:32.839 --> 00:29:36.384]  You know, things he said long before the war and he's been on target.
[00:29:36.384 --> 00:29:39.968]  Stay with us.
[00:29:39.968 --> 00:29:41.370]  We're on the march.
[00:29:41.370 --> 00:29:43.893]  The Empire's on the run.
[00:29:43.893 --> 00:29:46.597]  Alex Jones and the GCN Radio Network.
[00:29:50.009 --> 00:29:57.034]  For months now, you've been hearing about the incredible health benefits of Zango, the functional health beverage made from the whole fruit of mangosteen.
[00:29:57.034 --> 00:30:10.144]  What you probably didn't know is that Zango joined forces with the leading manufacturer and distributor of functional health beverages like Capri Sun, Sobe, Mystic, and Red Bull to create the fastest growing business opportunity in America today.
[00:30:10.144 --> 00:30:11.925]  Are you sick of barely having enough money?
[00:30:12.105 --> 00:30:15.849]  Are you tired of working so hard yet feeling like you'll never get ahead?
[00:30:15.849 --> 00:30:19.892]  Are you ready to start investing in your own business instead of somebody else's?
[00:30:19.892 --> 00:30:25.117]  Whatever it is you seek, Xangle could be that special company that helps you achieve your hopes and dreams.
[00:30:25.117 --> 00:30:27.099]  So take matters into your own hands.
[00:30:27.099 --> 00:30:31.043]  Create a future that doesn't depend on a fickle 401k and lateral promotions.
[00:30:31.323 --> 00:30:31.603]  I think so.
[00:30:50.043 --> 00:30:51.784]  Hello folks, Alex Jones here.
[00:30:51.784 --> 00:30:56.025]  You know Berkey water filters have been removing pathogenic bacteria for years.
[00:30:56.025 --> 00:30:58.966]  But what about those unhealthy chemicals and heavy metals in your water?
[00:30:58.966 --> 00:31:05.668]  The powerful black Berkey purification elements fit most gravity filters and dramatically increase their power to extract waterborne contaminants.
[00:31:05.868 --> 00:31:09.090]  Best of all, they filter much faster than ordinary gravity elements.
[00:31:09.090 --> 00:31:11.612]  This means it takes much less time to filter your water.
[00:31:11.612 --> 00:31:31.266]  Like murky elements, not only remove pathogenic bacteria, cysts, and parasites, but also remove trihalomethanes and volatile organic elements such as atcozine, benzene, chloride, and chloroform, MTBE, radon-222, foul taste and obnoxious odors like sulfur, even nitrates, and unwanted heavy metals such as lead, mercury, and aluminum are extracted.
[00:31:31.266 --> 00:31:32.807]  Supercharge your gravity filter today.
[00:31:33.047 --> 00:31:40.236]  And order a 2-pack of Black Berkey Purification Elements for only $96 or a 4-pack for only $175 by calling New Millennium at 888-803-4438.
[00:31:40.236 --> 00:31:40.757]  That's 888-803-4438.
[00:31:40.757 --> 00:31:42.179]  Or order on the web at BerkeyWater.com.
[00:31:49.483 --> 00:31:55.666]  So you take care of your car, you change the oil, tune it up on a regular basis, and always make sure that it's running at its best.
[00:31:55.666 --> 00:31:58.267]  When it comes to your car, you demand performance.
[00:31:58.267 --> 00:32:01.768]  That's why you need SFR's Protecta Synthetic Oil Treatments.
[00:32:01.768 --> 00:32:06.510]  Protecta Engine Treatment, Protecta Transmission Treatment, and Protecta Complete Fuel System Treatment.
[00:32:06.810 --> 00:32:14.878]  Protecta meets the demands you put on your vehicle by providing more horsepower, improving gas mileage, decreasing emissions, and promotes longer engine life.
[00:32:14.878 --> 00:32:21.685]  Only Protecta contains a new technology, Nano-B, which is not found in any competitive additive products at your local auto parts store.
[00:32:22.145 --> 00:32:24.426]  Protecta, we do not compromise quality.
[00:32:24.426 --> 00:32:29.448]  Because you expect the very best, we provide products that work right the first time, every time.
[00:32:29.448 --> 00:32:32.069]  So get more when you treat it right with Protecta.
[00:32:32.069 --> 00:32:38.372]  For a very special introductory half-price offer available only to GCN listeners, please call 888-USE-SFR-1 or visit www.sfrcorp.com.
[00:32:38.372 --> 00:32:41.793]  That's 888-USE-SFR-1 or visit www.sfrcorp.com.
[00:32:41.793 --> 00:32:42.373]  Call now!
[00:32:56.590 --> 00:32:57.811]  We're joined by Ed Asner.
[00:32:57.811 --> 00:32:59.573]  Ed, I've got really three major questions for you on 9-11.
[00:32:59.573 --> 00:33:02.697]  I want to get your view of the so-called 9-11 whitewash commission.
[00:33:02.697 --> 00:33:04.398]  I want to get your take also
[00:33:16.064 --> 00:33:17.828]  Well, what do you think of Charlie Sheen going public?
[00:33:17.828 --> 00:33:26.346]  And there's a lot of other people that are planning to go public as well, very prominent, you know, at the same level or even, you know, bigger than he is.
[00:33:27.424 --> 00:33:29.325]  Uh... that are planning to go public.
[00:33:29.325 --> 00:33:31.706]  You have some big musicians, I've confirmed.
[00:33:31.706 --> 00:33:36.167]  In fact, one of the most beloved and most popular in the world right now, we've confirmed.
[00:33:36.167 --> 00:33:41.109]  All of that going on, but first the Commission, and then I want to go over a few other 9-11 issues.
[00:33:41.109 --> 00:33:44.310]  But first off, what do you think of what the 9-11 Commission did?
[00:33:44.310 --> 00:33:46.751]  I mean, they don't mention Building 7, a bunch of things.
[00:33:46.751 --> 00:33:50.292]  They say there were no steel columns in Tower 1 or 2 in the center of the building.
[00:33:50.292 --> 00:33:51.653]  I mean, they just lie!
[00:33:51.653 --> 00:33:52.453]  Uh-huh.
[00:33:52.453 --> 00:33:53.113]  Uh-huh.
[00:33:57.636 --> 00:34:01.158]  I totally disagree with the Commission's report.
[00:34:01.158 --> 00:34:02.999]  I think it was a whitewash.
[00:34:02.999 --> 00:34:18.187]  I find it interesting that the man who was placed against opposition in charge of the Commission, Zelikow, has just recently been appointed to a high post in government by the administration.
[00:34:18.187 --> 00:34:25.211]  So I think it's, you know, one hand caresses the other.
[00:34:26.577 --> 00:34:48.566]  And I, you know, you and I can go on talking day in day out, presenting chapter and verse, but none of it means anything unless there can be a rising chorus of American citizens who demand that an appropriate commission be set up.
[00:34:48.566 --> 00:34:52.207]  And the only way I imagine they can do that is to affect Congress.
[00:34:52.207 --> 00:34:54.328]  Maybe that'll be after the November elections.
[00:34:54.983 --> 00:34:59.926]  You can get a Democratic majority in there, but I'm not sure you can trust the Democrats to do it.
[00:34:59.926 --> 00:35:14.015]  But it's about the only means feasible, I think, to try to effectuate a new commission that will go over with a fine lens and a fine tooth comb what this commission certainly did not handle.
[00:35:14.938 --> 00:35:31.262]  Congressman Ron Paul, who's a Republican from Texas, he believes the Democrats are going to win control of the Congress, and he believes they will impeach Bush, but not on the big issues, just as a political football, and that they'll continue with business as usual because they're owned by the same international corporate interests.
[00:35:31.262 --> 00:35:41.265]  Well, I think there's a lot of truth in that, and I think that I would call upon... I generally have voted as a Democrat, and there are Democrats
[00:35:41.929 --> 00:35:48.633]  Who I believe are pure as the driven snow, and I have generally not found any Republicans of that nature.
[00:35:48.633 --> 00:36:00.961]  But I would certainly support every and all exposure and effort to pursue the Democrats so that it is not business as usual.
[00:36:00.961 --> 00:36:10.727]  Granted, whoever takes over this country from November 06 on is going to be pulling their hair at just how to pay the bills.
[00:36:12.211 --> 00:36:17.762]  Uh, Jimmy Walters, the philanthropist, and one of the survivors, William Rodriguez, are in Caracas.
[00:36:17.762 --> 00:36:18.364]  They just met.
[00:36:19.333 --> 00:36:24.114]  Several dinners, and at the home of the President of the Assembly, who knows 9-11 was an inside job.
[00:36:24.114 --> 00:36:26.835]  The home is filled with books and 9-11 videos.
[00:36:26.835 --> 00:36:31.736]  And he's giving him a meeting this weekend, maybe even on live TV, with Hugo Chavez.
[00:36:31.736 --> 00:36:35.157]  And Chavez, according to them, knows that 9-11 is an inside job.
[00:36:35.157 --> 00:36:42.839]  They're talking about having an international commission with Andres von Bulow, the German defense minister who's gone public saying it's an inside job.
[00:36:42.839 --> 00:36:45.440]  They're talking about having that there in Caracas.
[00:36:45.440 --> 00:36:46.160]  Does that sound good?
[00:36:47.622 --> 00:36:52.945]  I think anything that could lead to exposure, which we don't have, is good.
[00:36:52.945 --> 00:36:58.667]  Anything to make up for the lack of effectiveness of that commission.
[00:36:58.667 --> 00:37:16.415]  My disbelief was fostered a long time ago, when the election itself was challenged, when the Supreme Court, in my opinion, gave an unfair, unjust opinion that allowed the Florida vote to go on.
[00:37:17.040 --> 00:37:22.121]  Then George Bush entered office against the popular will.
[00:37:22.121 --> 00:37:31.703]  Once he entered office, I did nothing but shake my head in amazement at how he hit the ground running.
[00:37:31.703 --> 00:37:34.984]  That programs, tax cuts, everything was instituted.
[00:37:34.984 --> 00:37:43.426]  There was a plan, just as we spoke earlier of the Patriot Act, being 300 and some pages, ready to institute a month after 9-11.
[00:37:45.549 --> 00:37:53.574]  George Bush's plan for government and reducing government was phenomenal.
[00:37:53.574 --> 00:38:01.039]  He has spent more money, according to top economists, conservative economists, than all presidents combined.
[00:38:01.039 --> 00:38:04.561]  We are now $80 trillion in debt.
[00:38:04.561 --> 00:38:06.683]  Right now it's $9 trillion due this week.
[00:38:08.224 --> 00:38:13.567]  But what we've signed on to is $87 trillion, to be precise.
[00:38:13.567 --> 00:38:15.068]  In fact, that's my next question.
[00:38:15.068 --> 00:38:21.652]  Dr. Paul Craig Roberts, the father of Reaganomics, now believes that the evidence points towards 9-11 being an inside job.
[00:38:21.652 --> 00:38:22.833]  He said that.
[00:38:22.833 --> 00:38:27.996]  Ray McGovern, chief CIA briefer for Ronald Reagan and George Bush Sr., has said the same thing.
[00:38:27.996 --> 00:38:30.978]  He believes the mosque bombing was a Western op.
[00:38:31.738 --> 00:38:37.759]  We now have Michael Meacher, number three in the Blair government, resigning and saying similar things.
[00:38:37.759 --> 00:38:47.362]  We have Morgan Reynolds, chief economist for the current Bush administration, who resigned over all the stuff, who left and says it is an inside job, says they did it.
[00:38:47.362 --> 00:38:59.445]  I mean, physics professors going public, the underwriting laboratories, Kevin Ryan, can you speak specifically to all these highly respected, mainly conservatives, going public saying it's an inside job?
[00:39:02.961 --> 00:39:08.364]  No, I haven't heard anyone with the courage to say it so far.
[00:39:08.364 --> 00:39:13.026]  And I'm amazed to hear that all of these people have come forward.
[00:39:13.026 --> 00:39:21.611]  And I still, you know, I would be fearful for my family to say it.
[00:39:21.611 --> 00:39:25.393]  I credit these people with guts to be able to say it.
[00:39:25.393 --> 00:39:26.373]  Well, that's the thing.
[00:39:26.373 --> 00:39:28.754]  I fear what will happen to them.
[00:39:28.754 --> 00:39:30.815]  Well, we put audio files of them up.
[00:39:30.815 --> 00:39:31.836]  We've interviewed them live.
[00:39:32.915 --> 00:39:36.778]  We've written articles about it, and then mainstream media will not report on it.
[00:39:36.778 --> 00:39:44.003]  Don't you think it's newsworthy that all these former and current people out of the administration are going public and saying this?
[00:39:44.003 --> 00:39:48.846]  And isn't that a story in itself, Mr. Azar, that there's been a blackout on that?
[00:39:48.846 --> 00:39:57.232]  Well, wasn't the mainstream media totally responsible for bolstering everything that Bush did?
[00:39:58.001 --> 00:40:08.550]  All the way through to the invasion of Iraq when finally even the New York Times turned around and began to change its tune and apologize for some of its reporters.
[00:40:08.550 --> 00:40:11.892]  Judith Miller being probably the most egregious one.
[00:40:11.892 --> 00:40:14.434]  Oh, that raises my next point.
[00:40:14.434 --> 00:40:17.097]  That raises my next point, Mr. Rassner.
[00:40:17.097 --> 00:40:20.279]  $1.6 billion in the last two years spent on quote, fake news.
[00:40:20.279 --> 00:40:21.900]  That's an LA Times headline.
[00:40:21.900 --> 00:40:22.881]  Fake news.
[00:40:22.881 --> 00:40:23.682]  You say billion?
[00:40:24.671 --> 00:40:27.374]  Yes, 1.6 billion spent to pay off reporters.
[00:40:27.374 --> 00:40:30.297]  I just type it into Google.
[00:40:30.297 --> 00:40:33.880]  All these fake reporters, planning stories, lying.
[00:40:33.880 --> 00:40:37.023]  I mean, what is that?
[00:40:37.023 --> 00:40:46.373]  Well, Alex, this is the home of the brave, the land of the free.
[00:40:47.409 --> 00:40:54.495]  But unless you test it constantly and don't accept, you've got to question it all the time.
[00:40:54.495 --> 00:41:07.546]  I was just on an interview program with Bob Dumas a couple of days ago.
[00:41:07.546 --> 00:41:14.012]  He's a Korean War vet who for 50 years has fought to get
[00:41:14.915 --> 00:41:30.264]  Acknowledgement and revelation by this country of the 8,000 missing in action Korean prisoners, American prisoners.
[00:41:30.264 --> 00:41:36.307]  His brother is one of them, and he has given his life to fighting for this.
[00:41:36.307 --> 00:41:37.908]  But, you know, the list goes on.
[00:41:37.908 --> 00:41:43.051]  He is, you know, he deserves the Frieda Medal, not George Tenet.
[00:41:44.212 --> 00:41:49.155]  Ah, but nobody knows about Rob, Bob Dumas.
[00:41:49.155 --> 00:42:12.050]  And either his son or his nephew has made a video, DVD, on this subject and on how Congress and various important members of Congress, and I would say Senator McCain and Senator Kerry being the two leading ones,
[00:42:12.956 --> 00:42:29.591]  I've stopped the investigations going forth on this government pushing forward to try to achieve some understanding with North Korea in freeing or at least disclosing what happened to these 8,000 people.
[00:42:29.591 --> 00:42:30.232]  Well, yes, sir.
[00:42:30.232 --> 00:42:32.974]  I mean, as you know, you're informed on this subject and so many others.
[00:42:32.974 --> 00:42:34.556]  They are trying to get POWs back.
[00:42:34.556 --> 00:42:36.758]  20,000 plus U.S.
[00:42:36.758 --> 00:42:39.220]  troops were in Nazi camps.
[00:42:40.024 --> 00:42:44.445]  And we're just given to the Russians and our government didn't do a thing.
[00:42:44.445 --> 00:42:47.486]  World War II, same thing in Korea, same thing in Vietnam.
[00:42:47.486 --> 00:42:52.847]  Now with the depleted uranium, I mean depleted uranium tripling the burden effects, now quadrupling them.
[00:42:52.847 --> 00:43:00.209]  I mean, what does this say about the nature of the people running this government that they don't even care?
[00:43:00.209 --> 00:43:01.970]  1984 is...
[00:43:08.784 --> 00:43:13.289]  I guess it's come around through the back door.
[00:43:13.289 --> 00:43:23.378]  It's a hell of a good way to reduce population by this spreading of depleted uranium, God knows.
[00:43:23.378 --> 00:43:27.582]  Ah yes, their population control agenda.
[00:43:27.582 --> 00:43:32.507]  In fact, I've read that you're very informed about the dangers of the vaccines.
[00:43:33.610 --> 00:43:42.018]  Yes, I am in campaigning against the pharmaceutical companies for the inclusion of thimerosal.
[00:43:42.018 --> 00:43:58.253]  Thank God California passed a law which could be used in all the states because of the inclusion of thimerosal in the triple shots given, and it's still included in most of the flu shots.
[00:43:59.856 --> 00:44:16.566]  I'm not up to speed on that, but the incidents in cases of autism have skyrocketed with the inclusion of this mercury additive that was added about the time that the
[00:44:18.828 --> 00:44:22.709]  Children's autism began to spike upwards.
[00:44:22.709 --> 00:44:26.670]  Yeah, it went from 1 in 25,000 26 years ago to 1 in 168.
[00:44:26.670 --> 00:44:29.990]  I mean, here's an article here out of The Australian.
[00:44:29.990 --> 00:44:32.031]  Child drugs linked to heart attack.
[00:44:32.031 --> 00:44:36.352]  Thousands of children, just in Australia, 400 in a year.
[00:44:36.352 --> 00:44:38.332]  But over here it's thousands have died.
[00:44:38.332 --> 00:44:41.533]  Five-year-olds are having heart attacks because they're giving them speed.
[00:44:41.533 --> 00:44:42.653]  They're giving them methamphetamine.
[00:44:45.498 --> 00:44:48.060]  Well, under the guise of what?
[00:44:48.060 --> 00:44:51.663]  I mean, the Timerosal, the mercury is bad enough.
[00:44:51.663 --> 00:44:53.605]  Sure, I was mentioning ADHD.
[00:44:53.605 --> 00:44:56.867]  You know, the, oh, you've got attention deficit disorder and you need some.
[00:44:56.867 --> 00:44:58.329]  And then their little hearts explode.
[00:44:58.329 --> 00:45:00.190]  Let me bring up Charlie Sheen, sir.
[00:45:00.190 --> 00:45:03.233]  What do you think of the courage of Charlie Sheen going public?
[00:45:03.233 --> 00:45:04.294]  I mean, do you think he has courage?
[00:45:04.294 --> 00:45:05.735]  I mean, your take on that?
[00:45:05.735 --> 00:45:07.256]  Oh, there's no doubt about it.
[00:45:07.256 --> 00:45:08.557]  Of course he has courage.
[00:45:08.557 --> 00:45:14.122]  And I'm delighted that he is the star of
[00:45:15.316 --> 00:45:31.422]  A top-rated show and has a platform that will draw attention and that the present-day Charlie Sheen is seen as a caring, law-abiding citizen coming from a most distinguished acting family.
[00:45:31.422 --> 00:45:33.763]  And I couldn't be happier.
[00:45:33.763 --> 00:45:36.684]  Do you have any words for Charlie?
[00:45:36.684 --> 00:45:41.366]  Because I guarantee you he'll be listening to this interview if he isn't listening to it right now in his trailer.
[00:45:42.751 --> 00:46:04.866]  Well, I'm delighted that Charlie got on the CNN through your show, Alex, because I was slated to go on with the Green candidate for Senate in New York, and they cancelled us at the last minute because they said the guy that they had
[00:46:05.765 --> 00:46:07.347]  Who's going to appear against us?
[00:46:07.347 --> 00:46:15.995]  I didn't know that you always had to have somebody speaking in opposition to you when you appeared on a show.
[00:46:15.995 --> 00:46:24.323]  I'm looking for the person you're going to introduce in opposition to me, Alex, because they act like it's a law.
[00:46:24.323 --> 00:46:25.284]  Well, that's not true.
[00:46:25.284 --> 00:46:30.949]  Whenever they're pushing their lies on Fox or something, they'll have everybody on their side.
[00:46:32.455 --> 00:46:45.166]  And this is what CNN did the other day because supposedly the person they were going to have on opposite us was from the commission itself.
[00:46:45.166 --> 00:46:48.169]  And at the last minute that was cancelled.
[00:46:48.169 --> 00:46:57.177]  So this is one very good way of creating blackout on 9-11 or whatever else government and
[00:46:59.846 --> 00:47:12.735]  Well sir, I got an email from Sander Hooks who was going to be appearing with you, as you know, and he said in the email that it was too hot to handle and that basically CNN was told, why are you covering this?
[00:47:12.735 --> 00:47:26.806]  I called CNN, talked to two separate producers and they said we're getting huge ratings, we all know the truth, we're getting thousands of emails a day, 50 plus thousand people voted, we've never had a response like this, we got a call from higher up to quote kill it.
[00:47:28.385 --> 00:47:30.427]  They actually told you that?
[00:47:30.427 --> 00:47:32.228]  Yes, they got a... yes.
[00:47:32.228 --> 00:47:33.409]  But she said, don't say my name.
[00:47:33.409 --> 00:47:33.809]  I know.
[00:47:33.809 --> 00:47:34.870]  She said, don't say my name.
[00:47:34.870 --> 00:47:35.951]  I know.
[00:47:35.951 --> 00:47:38.052]  Well, so there you have it.
[00:47:38.052 --> 00:47:38.633]  There you have it.
[00:47:38.633 --> 00:47:53.604]  CNN, supposedly, one of the last refuges of truth, as opposed to Fox and some of the other corporate-sponsored networks.
[00:47:53.604 --> 00:47:57.167]  By the way, I was supposed to be on Fox that day live and they canceled.
[00:47:57.850 --> 00:47:59.371]  Did they?
[00:47:59.371 --> 00:48:00.731]  And you were in a talk on 9-11?
[00:48:00.731 --> 00:48:01.712]  Yes, sir.
[00:48:01.712 --> 00:48:02.512]  Yeah.
[00:48:02.512 --> 00:48:04.953]  Yeah.
[00:48:04.953 --> 00:48:08.195]  Well... I mean, I'll tell you how this works.
[00:48:08.195 --> 00:48:12.516]  A producer thinks it's real news and normally has the power to do it.
[00:48:12.516 --> 00:48:16.858]  They say 100% you're on, and then they get a call and are told it's over, you're not doing it.
[00:48:16.858 --> 00:48:17.639]  Oh, I know.
[00:48:17.639 --> 00:48:18.459]  I know.
[00:48:18.459 --> 00:48:25.942]  It's... I'm used to cancellations, if you'll recall.
[00:48:25.942 --> 00:48:27.383]  Lou Grant was cancelled that way.
[00:48:30.481 --> 00:48:34.062]  So, it happens.
[00:48:34.062 --> 00:48:38.123]  Stuff happens, as our Defense Secretary said.
[00:48:38.123 --> 00:48:40.244]  Stuff happens.
[00:48:40.244 --> 00:48:53.308]  And it will continue to happen unless we can marshal up a sufficient form of organization to say, never again or no more.
[00:48:53.308 --> 00:48:58.350]  Do you think they'll try to retaliate against Sheen through the corporate structure?
[00:48:59.606 --> 00:49:00.606]  Oh, I doubt it.
[00:49:00.606 --> 00:49:01.927]  I doubt it very much.
[00:49:01.927 --> 00:49:12.909]  First of all, we're on a crest right now, a crest that even Republicans are participating in.
[00:49:12.909 --> 00:49:27.433]  First of all, I have to lament the fact that Charlie's outspokenness on the subject is so unusual and so rare that
[00:49:30.275 --> 00:49:40.698]  He's standing out there right now, and if anything were done to him, and if anything is done to him, it won't be done to him now.
[00:49:40.698 --> 00:49:42.519]  It'll take time.
[00:49:42.519 --> 00:49:49.081]  But right now, they wouldn't dare touch him.
[00:49:49.081 --> 00:49:49.641]  Absolutely.
[00:49:49.641 --> 00:49:53.502]  Well, I think a lot of people in the structure itself agree with Charlie.
[00:49:53.502 --> 00:49:55.523]  Of course.
[00:49:55.523 --> 00:49:56.363]  Many of you.
[00:49:56.363 --> 00:49:59.044]  But I will tell you something even more important.
[00:50:01.130 --> 00:50:07.594]  That the vast majority are afraid to even discuss it.
[00:50:07.594 --> 00:50:12.718]  Which is why it became such a hot topic.
[00:50:12.718 --> 00:50:20.443]  The revelation of his interview on your show on CNN, which a third party removed.
[00:50:20.443 --> 00:50:23.585]  But look at the attention it attracted.
[00:50:23.585 --> 00:50:28.788]  And it attracted that because people are afraid to discuss it.
[00:50:30.551 --> 00:50:31.512]  You're absolutely right.
[00:50:31.512 --> 00:50:36.274]  I've talked to so many big Hollywood people that know, Ed, but they're afraid to speak up.
[00:50:36.274 --> 00:50:37.375]  Sure.
[00:50:37.375 --> 00:50:38.736]  Well, I commend your courage, sir.
[00:50:38.736 --> 00:50:47.241]  Final segment coming up five minutes left on the other side with Ed Asner, the legendary Hollywood actor, producer, and president of the Screen Actors Guild.
[00:50:47.241 --> 00:50:50.362]  Stay with us.
[00:50:50.362 --> 00:50:53.224]  What really happened September 11th, and who stands to gain?
[00:50:53.940 --> 00:50:55.441]  Alex Jones here, America.
[00:50:55.441 --> 00:51:01.445]  We answer these vital questions and much, much more in my newest and most explosive documentary yet, 9-1-1, The Road to Tyranny.
[00:51:01.445 --> 00:51:07.009]  In two hours and 24 minutes, we point a searing light of truth on the history of problem-reaction solution.
[00:51:07.009 --> 00:51:11.012]  Brace yourselves as the new world order program for world domination is blown wide open.
[00:51:11.312 --> 00:51:15.355]  A nightmarish post-September 11th world, where the military and the police are merged.
[00:51:15.355 --> 00:51:20.079]  Witnesses populations beg for national ID cards, and yes, even implantable microchips.
[00:51:20.079 --> 00:51:26.183]  Troops on the streets, foreign NATO aircraft in the skies, psychotic UN population control plans, and much, much more.
[00:51:26.383 --> 00:51:28.704]  This is one film you cannot afford to miss.
[00:51:28.704 --> 00:51:30.864]  Order 9-1-1 The Road to Tyranny today.
[00:51:30.864 --> 00:51:33.985]  Call toll free 1-888-253-3139.
[00:51:33.985 --> 00:51:38.006]  That's 1-888-253-3139.
[00:51:38.006 --> 00:51:42.507]  Or order online at Infowars.com or Infowars.net.
[00:51:42.507 --> 00:51:44.728]  You see Big Brother's afraid of this documentary.
[00:51:44.728 --> 00:51:46.428]  Order today and spread the word.
[00:51:46.428 --> 00:51:48.469]  America's future depends on the truth getting out.
[00:51:49.779 --> 00:51:55.143]  Nuclear reactors provide economical energy, but would you be prepared during an accident?
[00:51:55.143 --> 00:52:03.489]  During nuclear disasters, great amounts of radioactive iodine are released into the atmosphere, which are then readily absorbed into the body.
[00:52:03.489 --> 00:52:10.534]  Medical course potassium iodate gives you virtually complete protection from the most feared consequence of a nuclear accident.
[00:52:10.714 --> 00:52:12.075]  Radioactive poisoning.
[00:52:12.075 --> 00:52:18.158]  Potassium iodate can protect against radioactive poisoning by filling the thyroid with good iodine.
[00:52:18.158 --> 00:52:23.361]  This shields the thyroid and prevents it from absorbing the harmful radioactive iodine.
[00:52:23.361 --> 00:52:32.505]  Potassium iodate is better than the iodide form because it is not as likely to cause upset stomachs in children, the elderly, the sick, and pets.
[00:52:32.505 --> 00:52:37.268]  Order the official potassium iodate for only $24 and save $5 by calling New Millennium
[00:52:42.755 --> 00:52:44.535]  Call now and get free shipping.
[00:52:44.535 --> 00:52:47.517]  That's 888-803-4438.
[00:52:47.517 --> 00:52:57.120]  Herbal Healer Academy is the global supplier of the finest natural medicine that you may need in these troubled times.
[00:52:57.120 --> 00:52:59.581]  We specialize in keeping you alive and healthy.
[00:52:59.581 --> 00:53:05.924]  We provide outstanding products like ECAC, colloidal silver 500 parts per million, olive leaf extract,
[00:53:06.244 --> 00:53:06.905]  We're good to go!
[00:53:35.786 --> 00:53:39.028]  We have been working hard since 1988 to save the remnant.
