[00:00:00.069 --> 00:00:00.689]  Cover-ups.
[00:53:21.986 --> 00:53:22.886]  And here's the best part.
[00:53:23.107 --> 00:53:29.471]  These seeds have not been genetically modified in any way and you actually get enough seeds to plant a full acre crisis garden.
[00:53:29.791 --> 00:53:32.633]  So visit them today at survivalseedbank.com.
[00:53:32.973 --> 00:53:36.115]  That's survivalseedbank.com or give them a call at 877-327-0365.
[00:53:36.135 --> 00:53:36.315]  That's 877-327-0365.
[00:53:36.335 --> 00:53:36.576]  Remember,
[00:53:44.921 --> 00:53:48.504]  In a real crisis, non-hybrid seeds are the ultimate barter item.
[00:53:48.824 --> 00:53:51.286]  This is Alex Jones for SurvivalSeedBank.com.
[00:53:55.830 --> 00:53:57.791]  Alright, Lord Christopher Monk is coming up.
[00:53:57.811 --> 00:53:59.853]  For those of you that are holding, you'll get to talk to him.
[00:54:00.514 --> 00:54:02.235]  We're just not going to hang up on the callers.
[00:54:02.275 --> 00:54:03.336]  I should have gone to your calls.
[00:54:03.396 --> 00:54:04.577]  Roberts has so much knowledge.
[00:54:04.637 --> 00:54:05.578]  I have so many questions.
[00:54:06.358 --> 00:54:07.419]  Jamming in a few calls.
[00:54:07.499 --> 00:54:10.402]  Jim in Missouri, you're on the air with Dr. Paul Craig Roberts.
[00:54:11.522 --> 00:54:12.263]  Hey, Mr. Roberts.
[00:54:13.857 --> 00:54:15.358]  I mean, it's really nice to talk to you.
[00:54:15.658 --> 00:54:26.343]  You've got a lot of experience on, you know, taxes and everything else, and where you came from in life as far as all the information that's been provided to you.
[00:54:26.363 --> 00:54:40.171]  I guess my question to you would be, in all of your research, what would the average individual, knowing... Okay, so they read your books and follow some... Now, what do we do about this?
[00:54:40.211 --> 00:54:40.851]  Is that the question?
[00:54:41.531 --> 00:54:41.991]  Well, yeah.
[00:54:43.797 --> 00:54:47.361]  The average individual is just going to take this as a grain of salt.
[00:54:47.541 --> 00:54:52.226]  They don't have no direction to counter-direct the government.
[00:54:53.548 --> 00:55:02.577]  So I guess my question to you is, if you were able to provide some sort of a movement, how would you... I understand the question.
[00:55:02.597 --> 00:55:03.258]  Thank you, Jim.
[00:55:03.378 --> 00:55:05.280]  I mean, what do we do about this, Dr. Roberts?
[00:55:06.761 --> 00:55:12.542]  Well, we may not be able to do anything about it until it just falls apart.
[00:55:13.603 --> 00:55:21.565]  Though, you know, last week in one of the stands, part of the former Soviet empire was in Kyrgyzstan.
[00:55:22.545 --> 00:55:26.426]  All of a sudden, the people just revolted and threw the government out.
[00:55:27.246 --> 00:55:32.687]  And they did this despite being fired on by troops.
[00:55:36.651 --> 00:55:45.459]  At some point, maybe people will have nothing left to lose and will revolt.
[00:55:46.960 --> 00:55:59.231]  The only other solution is a long-term solution of restoring veneration of the Constitution so that people say that's what's important is protecting the Constitution.
[00:55:59.271 --> 00:56:01.233]  We can't do anything that undermines
[00:56:01.813 --> 00:56:04.855]  The Constitution or the restraints that it places on government.
[00:56:04.875 --> 00:56:06.156]  But that would take a long time.
[00:56:06.196 --> 00:56:08.578]  The law schools would have to have a change of mind.
[00:56:08.618 --> 00:56:11.680]  They would have to teach a generation of law students.
[00:56:11.700 --> 00:56:17.444]  They would have to enter into the judiciary, especially the federal judiciary.
[00:56:19.045 --> 00:56:21.246]  The bar associations would have to change.
[00:56:21.346 --> 00:56:24.128]  Instead, the criminals have gotten in and brought in all their people.
[00:56:24.168 --> 00:56:26.089]  But I agree, we need to put out the message.
[00:56:26.109 --> 00:56:26.470]  Gangsters.
[00:56:26.770 --> 00:56:27.530]  Yeah, gangsters.
[00:56:27.610 --> 00:56:28.511]  Looting, gangsters.
[00:56:28.531 --> 00:56:30.953]  We have a government of looters.
[00:56:32.074 --> 00:56:32.574]  Possibly.
[00:56:32.995 --> 00:56:38.482]  Or we have a government rather, controlled by organized looting groups.
[00:56:39.123 --> 00:56:44.410]  The big offshoring corporations, Wall Street, these are all gangster operations.
[00:56:45.848 --> 00:56:48.450]  Well, absolutely, by every yardstick, by every measurement.
[00:56:48.470 --> 00:56:58.580]  But I think it's important also just to point out their criminals and give people the alternative of the Republic, of the Bill of Rights, of the Constitution, so that people can recognize this tyranny and counter.
[00:56:58.600 --> 00:57:07.968]  I mean, I'm sure you saw the Wall Street Journal, where they admit that NBC and others have propaganda placement or behavior placement in the shows, brainwashing people with federal funds.
[00:57:10.540 --> 00:57:20.066]  That's right, and of course the federal government pays people to go onto internet sites and try to discredit anybody that speaks truth.
[00:57:21.246 --> 00:57:24.628]  The State Department does this, and it's also used worldwide.
[00:57:24.689 --> 00:57:28.731]  They use it to try to destabilize governments that aren't American puppets.
[00:57:29.511 --> 00:57:38.157]  So there's a tremendous use of propaganda, and it's very difficult for American people to ever get a firm grasp.
[00:57:38.997 --> 00:57:40.558]  on what the real situation is.
[00:57:40.578 --> 00:57:46.400]  They're too busy trying to have a living, pay their rent, hold on to their home, or whatever.
[00:57:46.620 --> 00:57:47.761]  Doc, we're out of time.
[00:57:47.821 --> 00:57:56.865]  I appreciate the hour on Tax Day, and I know you're about to take some time off, and hopefully you'll be back doing talk radio in the future, how the economy was lost, the war of the worlds.
[00:57:57.185 --> 00:57:59.006]  Dr. Paul Craig Roberts, here's the book.
[00:57:59.426 --> 00:58:01.407]  Dr. Roberts, thank you so much for spending time with us.
[00:58:02.007 --> 00:58:03.868]  Well, thank you for sharing your audience, Alex.
[00:58:04.508 --> 00:58:04.808]  You bet.
[00:58:04.848 --> 00:58:05.409]  God bless you.
[00:58:05.449 --> 00:58:06.569]  Have a good weekend coming up.
[00:58:07.570 --> 00:58:09.791]  Lord Christopher Monckton coming up on a host of issues.
[00:58:09.831 --> 00:58:12.312]  He's hosting one of the big tea parties in D.C.
[00:58:12.752 --> 00:58:16.214]  Don't forget, we've got two new films launching this week and next week.
[00:58:16.514 --> 00:58:19.256]  Today premiering in two hours.
[00:58:20.276 --> 00:58:23.938]  Premiering two hours from now at PrisonPlanet.TV.
[00:58:24.398 --> 00:58:29.241]  Invisible Empire, A New World Order Defined, and the next week, Police State, The Rise of FEMA.
[00:58:29.561 --> 00:58:30.441]  We'll be right back.
[00:58:30.461 --> 00:58:30.962]  Stay with us.
[00:58:33.493 --> 00:58:36.394]  Thank you for listening to GCN.
[00:58:36.614 --> 00:58:40.075]  Visit GCNlive.com today.
[00:58:42.076 --> 00:58:47.458]  When you're out on the road, the last place you want to be is on the road.
[00:58:47.478 --> 00:58:53.500]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:58:53.860 --> 00:58:59.762]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:59:02.594 --> 00:59:08.997]  They sew pride in every stitch Guarantee you love the way they fit
[00:59:11.076 --> 00:59:14.957]  Put a diamond gusset in the crotch, where you need it most.
[00:59:15.697 --> 00:59:18.798]  Blue diamond gussets, got it.
[00:59:19.498 --> 00:59:20.318]  Others don't.
[00:59:20.738 --> 00:59:22.618]  We turn jeans inside out.
[00:59:22.878 --> 00:59:24.379]  Diamond gusset jeans.
[00:59:24.679 --> 00:59:27.239]  Made in the USA with unparalleled quality.
[00:59:27.559 --> 00:59:33.801]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:59:34.181 --> 00:59:36.381]  Order yours at gusset.com.
[00:59:36.881 --> 00:59:38.922]  Diamond gusset jeans, got it.
[00:59:39.242 --> 00:59:40.102]  Others don't.
[00:59:44.733 --> 00:59:46.634]  Waging war on corruption.
[00:59:47.134 --> 00:59:49.975]  Alex Jones on the GCN Radio Network.
[00:59:56.618 --> 00:59:57.278]  Big Brother.
[00:59:57.938 --> 00:59:59.039]  Mainstream media.
[00:59:59.699 --> 01:00:00.839]  Government cover-ups.
[01:00:01.459 --> 01:00:02.300]  You want answers?
[01:00:03.040 --> 01:00:03.960]  Well, so does he.
[01:00:03.980 --> 01:00:08.162]  He's Alex Jones on the GCN Radio Network.
[01:00:08.722 --> 01:00:12.784]  And now, live from Austin, Texas, Alex Jones.
[01:00:16.078 --> 01:00:34.354]  Journalist, consultant, scientific researcher, top advisor to Margaret Thatcher, Lord Christopher Monckton, Monckton of Brentley, the third Lord of Brentley, joins us and I am really honored to have him on with us for the next hour.
[01:00:34.414 --> 01:00:35.295]  He's in D.C.
[01:00:35.355 --> 01:00:38.658]  for one of the huge Tea Party events today coming up in a few hours.
[01:00:39.138 --> 01:00:41.100]  He'll give us the location, the time, the place.
[01:00:41.420 --> 01:00:42.481]  Then we're going to chronicle
[01:00:43.542 --> 01:00:49.047]  All the new information that dwarfs Climategate and the whitewash in England by the government.
[01:00:50.809 --> 01:00:53.432]  I mean, just absolutely outrageous.
[01:00:53.452 --> 01:01:03.381]  And where the UN and others are going with their push in Mexico City to try to set up this world government.
[01:01:03.661 --> 01:01:05.303]  Lord Monckton, great to have you on with us, sir.
[01:01:06.254 --> 01:01:12.337]  It's a real joy to be with you once again and God bless everyone who's listening and on tax day, God bless America.
[01:01:12.357 --> 01:01:13.497]  You need all the help you can get.
[01:01:15.238 --> 01:01:15.698]  I hear you.
[01:01:15.738 --> 01:01:17.839]  Our taxes are getting as high as France almost.
[01:01:18.759 --> 01:01:20.400]  First off, tell us about the event today.
[01:01:21.308 --> 01:01:31.194]  Well, the event today, of course, is the culmination of the great Tea Party Express that began in Searchlight, Arizona, which is Harry Reid's seat, as you know, with Sarah Palin kicking things off.
[01:01:31.494 --> 01:01:43.061]  She was in Boston yesterday and was getting huge tears from the crowd when she said, I want to tell my left-wing friends this, that conservative women are hotter.
[01:01:43.622 --> 01:01:45.323]  Well, I've got one more thing to add to that.
[01:01:45.383 --> 01:01:48.765]  Conservative guys are hotter, too, especially if they have a British accent.
[01:01:49.145 --> 01:01:53.171]  Anyway, it's now made all its way through to Washington D.C.
[01:01:53.611 --> 01:02:03.345]  where the final rally takes place on Tax Day this evening, East Coast time, between kind of 5 p.m.
[01:02:03.405 --> 01:02:04.026]  and 10 p.m.
[01:02:06.321 --> 01:02:17.331]  At the Washington Monument, which, for those of you who haven't been here before, is an enormous needle of marble, the largest freestanding marble structure in the world.
[01:02:17.971 --> 01:02:26.979]  And it's right there, opposite the White House, where we are told that Barack Hussein Obama will probably be cowering behind the drapes in the Oval Office.
[01:02:27.619 --> 01:02:30.540]  Yes, it's a giant, I guess, ziggurat or obelisk.
[01:02:31.100 --> 01:02:33.781]  You can't miss it with its aluminum capstone.
[01:02:34.482 --> 01:02:51.708]  Lord Monckton, we're about to go to break, but there's so much happening, I've got all my questions, but what is most important on your battle board as you look at the whole array of our forces growing, the enemy's forces vanquished on many levels, but regrouping like serpents?
[01:02:52.455 --> 01:03:03.899]  Well of course they still intend to take democracy and freedom away forever and President Obama and the administration will do everything they can to make sure that the UN
[01:03:04.383 --> 01:03:16.648]  The Green Global Government is cemented into place so that your constitution will no longer matter and so that freedom, democracy, prosperity will be gone forever.
[01:03:17.069 --> 01:03:33.736]  When I went to Bonn recently for the UN conference to plan for the next conference, which as you rightly mentioned is in Cancun in Mexico, this December, the follow on from the collapsed Copenhagen conference last December, they were still issuing
[01:03:34.258 --> 01:04:01.086]  Copies of a September the 15th draft of the Copenhagen Treaty, the draft that didn't make it to Copenhagen, which lays out in 186 pages the program for a world government with powers to suspend and control and set the rules of all formerly free markets, which would of course disappear, the powers of enormous taxation, and you know, you really can't take much more taxes than you've already got here in the United States.
[01:04:01.773 --> 01:04:13.375]  And then also powers of intervention in not only the environmental but the economic affairs of all nations directly over the heads of their elected representatives.
[01:04:13.715 --> 01:04:16.316]  And of course, will this world government be elected?
[01:04:16.376 --> 01:04:27.118]  Does the word election, democracy, ballot or vote or any such word occur anywhere in the 186 pages of this blueprint for the end of democracy worldwide?
[01:04:27.418 --> 01:04:29.458]  No, of course it does not.
[01:04:29.818 --> 01:04:32.040]  Lord Monckton, we're going to come right back with a long segment.
[01:04:32.120 --> 01:04:50.894]  Break down the enemy blueprints that time and time again, by the grace of God and good spies, continue to fall into our hands on a weekly basis and all the new scandals absolutely proving systematic organized fraud by the collectivist parasites to push their green new world order.
[01:04:55.819 --> 01:04:56.720]  Tyranny is here.
[01:04:57.081 --> 01:05:00.805]  The grim future foretold in 1984 has become reality.
[01:05:01.025 --> 01:05:03.247]  It really says that the state is God.
[01:05:03.267 --> 01:05:08.713]  The United States is now recognized globally as one of the most oppressive police states on earth.
[01:05:09.133 --> 01:05:15.360]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[01:05:15.760 --> 01:05:21.362]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:05:21.762 --> 01:05:25.443]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[01:05:25.943 --> 01:05:29.905]  Prepare to enter the secretive world of emergency dictatorship.
[01:05:30.225 --> 01:05:36.147]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[01:05:36.167 --> 01:05:39.308]  It's only the beginning of the New World Order's hellish plan.
[01:05:39.728 --> 01:05:41.149]  The police state isn't coming.
[01:05:41.689 --> 01:05:42.129]  It's here.
[01:05:42.809 --> 01:05:49.832]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:05:52.093 --> 01:05:54.694]  Hello, this is Alex Jones with some important questions.
[01:05:55.114 --> 01:06:00.075]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:06:00.436 --> 01:06:02.176]  My answer would be all I can get.
[01:06:02.476 --> 01:06:07.278]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:06:07.478 --> 01:06:08.439]  How much do you want?
[01:06:08.659 --> 01:06:09.399]  When do you want it?
[01:06:09.779 --> 01:06:11.381]  Now or after the battle starts?
[01:06:11.662 --> 01:06:12.483]  When will you need it?
[01:06:12.743 --> 01:06:14.806]  Can you buy it without proper identification?
[01:06:14.946 --> 01:06:16.048]  Will there be any food?
[01:06:16.288 --> 01:06:17.610]  Will it make your children sick?
[01:06:17.810 --> 01:06:22.877]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[01:06:23.077 --> 01:06:26.202]  You wipe out all these problems if you have a good food supply.
[01:06:26.642 --> 01:06:30.144]  Food is your ammunition to fight for your freedom and your life.
[01:06:30.465 --> 01:06:31.445]  How much will you need?
[01:06:31.685 --> 01:06:32.326]  We don't know.
[01:06:32.606 --> 01:06:33.507]  How much do you want?
[01:06:33.707 --> 01:06:34.447]  All you can get.
[01:06:34.627 --> 01:06:35.488]  I'm Alex Jones.
[01:06:35.728 --> 01:06:38.490]  I want all of you good guys to live to fight another day.
[01:06:38.770 --> 01:06:41.412]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[01:06:41.632 --> 01:06:42.393]  Again, that number 1-800-409-5633.
[01:06:51.348 --> 01:06:52.329]  What's your home worth?
[01:06:52.509 --> 01:06:54.430]  How can you compare local real estate agents?
[01:06:54.631 --> 01:06:57.373]  And how do you get MLS listings for the entire country?
[01:06:57.673 --> 01:07:05.179]  If you're thinking of buying a home to take advantage of a tax credit or selling your house, you first need to see an incredible website called HomeGain.com.
[01:07:05.379 --> 01:07:08.821]  HomeGain.com will help you find a realtor to buy or sell a home.
[01:07:09.041 --> 01:07:11.183]  It's so easy, and best of all, it's free.
[01:07:11.483 --> 01:07:17.488]  At HomeGain.com, you can compare realtors anonymously, receive customized proposals, see consumer reviews,
[01:07:17.788 --> 01:07:19.509]  Then select the best realtor for you.
[01:07:19.749 --> 01:07:25.331]  Go to HomeGain.com and get an instant home value estimate, view comparable homes, and check out street views.
[01:07:25.611 --> 01:07:35.295]  HomeGain.com has an A-plus rating with the Better Business Bureau and contains a wealth of information, like their Home Improvement Tool that helps you determine which home improvements to make to increase your home's value.
[01:07:35.515 --> 01:07:38.577]  See the top 12 home improvements right now at HomeGain.com.
[01:07:38.677 --> 01:07:41.418]  That's H-O-M-E-G-A-I-N dot com.
[01:07:41.638 --> 01:07:49.766]  Look for Max, the Orange Home Gain Gorilla, to help you find a realtor or with any other real estate needs you might have at HomeGain.com, your real estate connection.
[01:07:49.786 --> 01:07:58.115]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[01:08:06.559 --> 01:08:22.243]  Lord Christopher Monckton is our guest, probably the leading crusader, with the most accurate information of the last 15 plus years, fighting the Green New World Order, as the UN calls it, in its internal documents.
[01:08:22.263 --> 01:08:29.805]  For those that just joined us, Lord Monckton is in Washington today for a huge Tea Party event starting 5pm to 10pm in front of the Washington Monument.
[01:08:29.825 --> 01:08:30.726]  You cannot miss it.
[01:08:31.086 --> 01:08:35.507]  Sir, flesh this out, because, I mean, walk through this world government they're setting up,
[01:08:36.007 --> 01:08:48.395]  These incredible documents that continue to get leaked and declassified and stolen by some that are being put out, I mean, really gives us a picture and lets us know there's no longer any denial.
[01:08:48.755 --> 01:08:52.297]  This is open global tyranny and we now have the head of the Gaia movement
[01:08:52.877 --> 01:09:01.761]  Over in England last week and the London Guardian calling for a global dictatorship saying we can't have freedom, the people are quote too stupid, we must have rationing.
[01:09:02.061 --> 01:09:04.282]  I mean these are open tyrants.
[01:09:04.702 --> 01:09:13.446]  Even Hitler and the communists and other despots were not this open selling tyranny as if it's mother's milk.
[01:09:14.537 --> 01:09:15.699]  That's a wonderful phrase.
[01:09:15.799 --> 01:09:17.964]  Selling tyranny as if it's mother's milk.
[01:09:18.224 --> 01:09:19.286]  I must remember that one.
[01:09:20.068 --> 01:09:21.771]  That'll do well in speeches, I think.
[01:09:22.372 --> 01:09:23.454]  I think you're quite right.
[01:09:23.714 --> 01:09:27.161]  There is an extraordinary failure of will.
[01:09:28.479 --> 01:09:37.781]  On the part of the peoples of formerly democratic nations like Britain, for instance, which now lives under the dictatorship of the European Commissars.
[01:09:37.841 --> 01:09:48.302]  And, of course, it's therefore very easy now for people like the leader of the Gaia Movement to come out and say, we want dictatorship because, of course, we've already got dictatorship in Europe.
[01:09:48.802 --> 01:09:53.203]  And we've already got cap and tax because, hey, we weren't asked about it.
[01:09:53.483 --> 01:09:55.224]  None of our legislators were asked about it.
[01:09:55.324 --> 01:09:57.864]  It was imposed by the European dictatorship.
[01:09:58.211 --> 01:10:00.612]  And we all had to salute and obey.
[01:10:01.293 --> 01:10:02.913]  And we had no say in the matter.
[01:10:03.294 --> 01:10:16.680]  Now, the great thing about the United States of America, and I'm speaking here in Washington, D.C., on Tax Day, is that the United States is different, because it has a Constitution.
[01:10:17.441 --> 01:10:22.503]  And the Constitution, at Article 1, Section 1, says this.
[01:10:23.043 --> 01:10:23.344]  It says,
[01:10:24.344 --> 01:10:33.753]  Legislative power herein granted shall be vested in the Congress of the United States, which shall consist of a Senate and House of Representatives, full point.
[01:10:34.694 --> 01:10:45.103]  Now, that means there is no dictatorship here for as long as the people of the United States are willing to keep themselves free.
[01:10:45.644 --> 01:10:48.887]  And that, I think, is the significance of the Tea Party movement
[01:10:49.286 --> 01:10:52.428]  Which came from nowhere a little over a year ago.
[01:10:52.448 --> 01:10:56.932]  The grassroots suddenly decided they were going to stand up and be counted.
[01:10:57.452 --> 01:11:11.763]  And I know that President Obama and the other world government wannabes are saying that this is astroturf that is paid for by fossil fuel industries or other wicked evil capitalists who want to keep the world free and prosperous.
[01:11:12.143 --> 01:11:17.667]  But, the fact is, this is a stirring of popular opinion.
[01:11:18.180 --> 01:11:31.626]  Such as has probably not been seen in the United States since that day in 1773 when your forefathers decided to pour tea into Boston Harbor.
[01:11:31.906 --> 01:11:33.106]  Now I've got a tip for you.
[01:11:33.387 --> 01:11:35.667]  Try pouring it into the teapot next time.
[01:11:35.948 --> 01:11:37.848]  It tastes better that way.
[01:11:38.109 --> 01:11:40.009]  But remember this also.
[01:11:40.029 --> 01:11:43.751]  The British tea tax was thousands of times cheaper
[01:11:44.235 --> 01:11:45.316]  Thank you very much.
[01:12:00.905 --> 01:12:05.967]  And Obama, Obama is separately saying he's going to have the EPA enforce it regardless.
[01:12:06.307 --> 01:12:07.548]  That is open tyranny.
[01:12:07.568 --> 01:12:21.914]  And Club of Rome behind eco-fascist purge to criminalize climate skepticism, an article at PrisonPlanet.com quoting Club of Rome members saying we should all be arrested if we criticize anthropogenic global warming.
[01:12:21.994 --> 01:12:23.375]  I mean, they are openly
[01:12:24.016 --> 01:12:34.258]  Saying, arrest us, they've called for your arrest previously, when in truth they're the ones that have been caught committing this fraud and these crimes and you called for Al Gore to be arrested.
[01:12:35.069 --> 01:12:35.710]  Yes, indeed.
[01:12:36.010 --> 01:12:55.041]  I think the real criminals who are, I call them the global warming profiteers, and in Al Gore's case, the racketeers, where he is now ignoring the order of a High Court judge in the United Kingdom that found nine serious errors, I should say, in his mawkish sci-fi comedy horror movie.
[01:12:55.682 --> 01:12:57.243]  He deserves to go to jail.
[01:12:57.643 --> 01:13:17.750]  For peddling a false prospectus in his investment management corporation, which is devoted to so-called green investments, all of which are of course collapsing as the world fails to warm up anything light as fast as the UN and its fellow travellers of the climate extremist movement have predicted.
[01:13:18.330 --> 01:13:25.993]  But this idea that we should be arrested simply for saying what we believe to be the scientific
[01:13:26.980 --> 01:13:36.205]  That is the same sort of noise that Hitler and his supporters made in the early 1930s before Hitler was swept to power.
[01:13:36.705 --> 01:13:44.249]  The idea was that if everybody else could be silenced, then only one point of view would be allowed to be put.
[01:13:44.589 --> 01:13:46.510]  And that's what they're trying to do now.
[01:13:46.730 --> 01:13:47.210]  And why is this?
[01:13:47.931 --> 01:13:51.933]  It's actually not because they think they're going to get away with it.
[01:13:51.953 --> 01:13:54.474]  It's because they think they're not going to get away with it.
[01:13:55.117 --> 01:13:58.078]  They are now becoming desperate.
[01:13:58.578 --> 01:14:17.422]  Opinion polls in those countries where there is still freedom via the ballot box to decide your policies, and that means not Britain, not the dismal European dictatorship, but it does mean Canada, it does mean Australia, above all it does mean the United States of America.
[01:14:17.742 --> 01:14:20.443]  In those countries, each new opinion poll
[01:14:20.990 --> 01:14:29.677]  It says that people are believing less and less in this extremist nonsense coming up by the climate extremists.
[01:14:29.977 --> 01:14:31.298]  They no longer believe it.
[01:14:31.559 --> 01:14:33.360]  They're no longer prepared to vote for it.
[01:14:33.580 --> 01:14:35.302]  They're no longer prepared to pay for it.
[01:14:35.582 --> 01:14:36.683]  They do not want it.
[01:14:37.083 --> 01:14:44.049]  And the global warming profiteers are in desperation trying to call for the final solution.
[01:14:44.750 --> 01:15:00.142]  To silence the likes of me, who dare to raise elementary questions like the one I'm going to raise now, which is, how much global warming will a given increase in carbon dioxide concentration in the atmosphere cause?
[01:15:00.402 --> 01:15:07.108]  The answer, in today's atmosphere, we now know, by measurement, very, very, very little.
[01:15:07.588 --> 01:15:12.392]  It will cause some, but only about a quarter, a fifth, maybe even a seventh or a tenth.
[01:15:13.218 --> 01:15:20.441]  Of the UN's central estimate, and therefore that is harmless and tiny and beneficial.
[01:15:20.461 --> 01:15:27.944]  In fact, if we could double the CO2 concentration in the atmosphere, the yield of some staple crops would go up by as much as 40%.
[01:15:28.064 --> 01:15:41.709]  CO2 is actually good for you, it's not harmful, but the reason why they want to stamp it out is that if they can pretend it's dangerous, it gives them the excuse to interfere and control every aspect
[01:15:42.452 --> 01:15:43.173]  And selectively?
[01:15:59.036 --> 01:15:59.737]  Absolutely.
[01:16:00.037 --> 01:16:03.159]  Here on that point, as you say, they're getting desperate.
[01:16:03.179 --> 01:16:08.162]  We're gaining, in an index of polls, as much as 2-3 points per week.
[01:16:08.942 --> 01:16:22.111]  Just in the last few months, the exposure of these criminals, these control freaks, trying to seize our society through false guilt and fear-mongering, apocalyptic doom,
[01:16:23.652 --> 01:16:27.133]  He is being exposed, but as you said, they're getting even more vicious.
[01:16:27.293 --> 01:16:33.676]  Everywhere Al Gore goes, he's now hounded about the Arctic and Antarctic ice sheets exploding in size.
[01:16:33.996 --> 01:16:40.158]  He's being hounded about 10 years of temperature going down, 15 of it slowing.
[01:16:41.679 --> 01:16:48.362]  Everywhere he goes, crowds are chasing him and trampling him basically politically down into the dirt.
[01:16:49.022 --> 01:16:51.463]  So how do you see them counter-striking?
[01:16:52.401 --> 01:16:57.204]  I think as far as Gore is concerned, he's a very sad, lonely figure now.
[01:16:57.544 --> 01:17:05.909]  He was the darling of the hour in 2007 when he got his Mickey Mouse Nobel Prize for Peace.
[01:17:06.970 --> 01:17:14.574]  He was the darling when he got his Mickey Mouse Oscar for the best sci-fi comedy horror movie.
[01:17:14.915 --> 01:17:16.836]  Everybody thought he was just a bee's knee.
[01:17:17.436 --> 01:17:32.843]  Now that they've realised that just about everything he's said is false from top to bottom, the British High Court saying that the Armageddon scenario that he depicted is not based on any scientific view, he is now
[01:17:33.763 --> 01:17:48.196]  Oh, well, of course, he's made a few hundred million in the meantime, so he'll be all right in his retirement in his Tennessee mansion, which consumes 20 times as much electricity and emits 20 times the carbon footprint of any average house in the United States.
[01:17:48.989 --> 01:17:52.170]  He's fine, but he's now an irrelevant.
[01:17:52.250 --> 01:18:01.932]  And I think the way we're going to take it back is starting with the tax day rallies all over the United States today, and especially the one here in Washington.
[01:18:02.492 --> 01:18:16.316]  We are going to put those in Congress who have drifted along with this garbage on notice that if any of them ever again vote for anything to do with global warming,
[01:18:16.826 --> 01:18:19.688]  They will be flung out of office forever.
[01:18:20.309 --> 01:18:22.170]  In the present state of the U.S.
[01:18:22.230 --> 01:18:40.065]  economy, where the debt from the year dot to the year 2004 was, I think, $4 trillion, it's now $14 trillion, and Obama has managed to add another $4 trillion in just the last six months.
[01:18:41.290 --> 01:19:00.508]  That kind of flagrant overspending, if he now proposes to increase that overspending still further with all this global warming rubbish, then I think the ordinary taxpayer, the ordinary working guy who might have made the mistake of voting for what I am going to call what it is, a communist administration,
[01:19:00.988 --> 01:19:06.290]  We'll stay there, Lord Monckton.
[01:19:06.550 --> 01:19:13.053]  We've got to go to break.
[01:19:13.093 --> 01:19:15.074]  We're going to come back and we'll go over that.
[01:19:15.094 --> 01:19:20.276]  Then we'll talk about all the new scandals filling in other pieces of the puzzle clearly in 2020 vision.
[01:19:21.676 --> 01:19:32.958]  Showing massive organized racketeering and what type of criminal action, what type of criminal charges need to be launched to bring these scallywags to justice.
[01:19:33.418 --> 01:19:38.699]  Scienceandpublicpolicy.org is the website of Lord Monckton.
[01:19:38.879 --> 01:19:42.580]  Excellent information there, an invaluable research and education tool.
[01:19:42.880 --> 01:19:46.040]  We'll put it up on screen during the break here at PrisonPlanet.tv.
[01:19:46.060 --> 01:19:48.541]  And for radio listeners, it's linked up on our websites.
[01:19:48.781 --> 01:19:49.601]  We'll be right back.
[01:19:49.621 --> 01:19:50.061]  Stay with us.
[01:19:52.082 --> 01:19:55.263]  Hounded by debt collectors with phone calls and letters?
[01:19:55.623 --> 01:19:57.463]  Thinking of calling a debt relief company?
[01:19:57.903 --> 01:19:58.323]  Don't!
[01:19:58.783 --> 01:20:01.804]  Greedy lawyers and debt companies charge thousands.
[01:20:02.224 --> 01:20:09.346]  Why pay when you can get their solution absolutely free with New York Times best-selling author Herb K.'
[01:20:09.326 --> 01:20:10.986]  's number one debt secret.
[01:20:11.306 --> 01:20:14.967]  The how-to on stopping the calls without paying the debt companies.
[01:20:15.367 --> 01:20:18.090]  Yes, free for a very limited time.
[01:20:18.110 --> 01:20:25.559]  Here's Herb K. Don't get ripped off by credit repair companies when I can give you the information you need to do it yourself for free.
[01:20:25.900 --> 01:20:26.881]  Herb K was right.
[01:20:27.081 --> 01:20:30.125]  His free information helped me stop the calls and settle my debt.
[01:20:30.285 --> 01:20:31.306]  What have you got to lose?
[01:20:31.706 --> 01:20:32.687]  Stop the calls now!
[01:20:32.987 --> 01:20:34.688]  Get out of debt and have more money!
[01:20:35.009 --> 01:20:35.669]  Get Herb K.'
[01:20:35.569 --> 01:20:38.091]  's number one debt secret absolutely free now!
