[00:00:01.781 --> 00:00:08.410]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:25:52.899 --> 00:26:05.585]  If you can't get them at the border and stop the influx, then as soon as they apply for benefits, then that's when we should deal with it.
[00:26:05.585 --> 00:26:06.005]  I agree.
[00:26:06.005 --> 00:26:09.066]  Deny them the welfare benefits and that will stop.
[00:26:09.066 --> 00:26:11.567]  But the government again wants this dependent group.
[00:26:11.567 --> 00:26:20.951]  Were you in the chamber when Calderon lectured and said, repass the assault weapons ban, effectively taking semi-automatics from American people?
[00:26:21.604 --> 00:26:24.585]  Nope, I wasn't there and that's a personal thing with me.
[00:26:24.585 --> 00:26:28.286]  There's a limit to what I can actually tolerate some day.
[00:26:28.286 --> 00:26:34.488]  So, I did listen to it on TV and all, but I didn't feel like I should be present there.
[00:26:34.488 --> 00:26:36.009]  I mean, did that disgust you?
[00:26:36.009 --> 00:26:45.072]  Oh yeah, I mean it disgust me, but I knew what he was going to say and why do we give... I mean, about a couple years ago they had Karzai down there.
[00:26:45.072 --> 00:26:50.434]  I mean, Karzai is, you know, just our henchman that we have a hard gun.
[00:26:51.135 --> 00:26:58.683]  And to have him here, down there, as a head of a state, and talking to a joint session of Congress, I mean, that's more than I need.
[00:26:58.683 --> 00:26:58.803]  Yeah.
[00:27:06.902 --> 00:27:10.864]  And one of these days, you know, we'll depose him.
[00:27:10.864 --> 00:27:12.005]  Something will happen.
[00:27:12.005 --> 00:27:12.865]  He'll be gone.
[00:27:12.865 --> 00:27:19.249]  And, you know, the big thing over there right now is this battle is about to start in Afghanistan.
[00:27:19.249 --> 00:27:25.053]  And there's no guarantees that even with all our military might that we're going to have a military victory there.
[00:27:25.053 --> 00:27:26.734]  We will not have a political victory.
[00:27:26.734 --> 00:27:31.117]  It'll be a political defeat because it'll just further
[00:27:31.357 --> 00:27:31.897]  I don't know.
[00:27:40.976 --> 00:27:46.157]  Specifically, with the entire geopolitical situation.
[00:27:46.157 --> 00:27:48.498]  North Korea on a war footing.
[00:27:48.498 --> 00:27:50.419]  The Pentagon saying they're ready for war.
[00:27:50.419 --> 00:27:55.100]  Meanwhile, our own government helped give the reactors to North Korea, as you know.
[00:27:55.100 --> 00:27:58.861]  You've got the Israel saying they may strike Iran.
[00:27:58.861 --> 00:28:01.622]  Obama saying he would support them if they did.
[00:28:02.322 --> 00:28:09.911]  You've got the predator drones, a thousand of them now, going in to Pakistan, which many experts say is an act of war.
[00:28:09.911 --> 00:28:12.735]  You've said the Iran sanctions are an act of war.
[00:28:12.735 --> 00:28:17.240]  I mean, it looks like the build-up to World War I or World War II.
[00:28:17.240 --> 00:28:19.202]  Can you speak to the overall atmosphere?
[00:28:20.936 --> 00:28:31.580]  Well, you know, it sort of blows my mind when I think about our financial crisis and not only the meltdown of the European nations, but ours as well.
[00:28:31.580 --> 00:28:42.245]  And that they hardly blink an eye that they can talk about spreading this war in the Middle East into Iran, to continue the civilian CIA bombing of these various countries.
[00:28:42.245 --> 00:28:47.627]  But this thing, Korea, it's way out of proportion to what we should be doing.
[00:29:00.458 --> 00:29:04.661]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[00:29:04.661 --> 00:29:11.086]  Not detergents, but good old-fashioned pure soap made by the Calbin Soap Company, a family-owned and operated American company.
[00:29:11.086 --> 00:29:18.472]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, hair, laundry, and dishes.
[00:29:18.472 --> 00:29:23.336]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[00:29:23.336 --> 00:29:25.478]  Get a free, detailed catalog by calling 800-340-7091.
[00:29:28.280 --> 00:29:31.001]  As founder and owner for over 63 years, people keep asking me, how's business?
[00:29:31.001 --> 00:29:32.841]  I'm happy to say our business is going down the drain.
[00:29:47.267 --> 00:29:59.248]  Call us at 1-800-340-7091 or visit our website 5starsoap.com for buying our 1-2 month soap sampler.
[00:29:59.248 --> 00:29:59.628]  Thank you!
[00:30:02.076 --> 00:30:06.037]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:30:06.037 --> 00:30:14.899]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:30:14.899 --> 00:30:19.520]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:30:19.520 --> 00:30:30.342]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:30:30.982 --> 00:30:40.484]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless loyal silver with the Silver Lungs Generator.
[00:30:40.484 --> 00:30:45.926]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:30:45.926 --> 00:30:53.407]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:30:53.407 --> 00:30:56.168]  That's www.SilverLungs.com.
[00:31:00.080 --> 00:31:04.623]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:31:04.623 --> 00:31:05.543]  Number 1.
[00:31:05.543 --> 00:31:08.966]  New climate legislation could easily double or triple your electric bill.
[00:31:08.966 --> 00:31:09.826]  Number 2.
[00:31:09.826 --> 00:31:14.709]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:31:14.709 --> 00:31:15.470]  It's true.
[00:31:15.470 --> 00:31:20.333]  Total government control of electricity in the name of smart grid technology is coming.
[00:31:20.333 --> 00:31:21.153]  Number 3.
[00:31:21.153 --> 00:31:24.756]  In some areas of the country, the power grid is dangerously overloaded.
[00:31:24.756 --> 00:31:28.438]  And now, new socialist legislation is only compounding the problem.
[00:31:28.638 --> 00:31:29.439]  Number 4.
[00:31:29.439 --> 00:31:32.201]  Dangerous weather is always a threat to local grids.
[00:31:32.201 --> 00:31:35.885]  Every year, thousands of families lose their power from weather-related outages.
[00:31:35.885 --> 00:31:36.686]  Number 5.
[00:31:36.686 --> 00:31:40.829]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:31:40.829 --> 00:31:45.594]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:31:45.874 --> 00:31:50.041]  You can get more information at www.mysolarbackup.com.
[00:31:50.041 --> 00:31:51.844]  That's mysolarbackup.com.
[00:31:51.844 --> 00:31:54.087]  Remember, the government doesn't own the sun.
[00:31:54.087 --> 00:31:56.431]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:32:04.082 --> 00:32:05.343]  Tyranny is here.
[00:32:05.343 --> 00:32:09.007]  The grim future foretold in 1984 has become reality.
[00:32:09.007 --> 00:32:11.510]  It really says that the state is God.
[00:32:11.510 --> 00:32:17.376]  The United States is now recognized globally as one of the most impressive police states on Earth.
[00:32:17.376 --> 00:32:23.603]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:32:24.043 --> 00:32:29.988]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:32:29.988 --> 00:32:34.191]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:32:34.191 --> 00:32:38.495]  Prepare to enter the secretive world of emergency dictatorship.
[00:32:38.495 --> 00:32:44.440]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[00:32:44.440 --> 00:32:48.003]  It's only the beginning of the New World Order's hellish plan.
[00:32:48.003 --> 00:32:49.964]  The police state isn't coming.
[00:32:49.964 --> 00:32:50.405]  It's here.
[00:32:51.065 --> 00:33:01.331]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:33:01.331 --> 00:33:02.872]  Coast to Coast.
[00:33:02.872 --> 00:33:04.933]  Direct from Austin.
[00:33:04.933 --> 00:33:08.114]  You're listening to the Alex Jones Broadcasting Network.
[00:33:22.281 --> 00:33:26.366]  Alright, I'm gonna get more into the oil spill disaster and evidence that it's, uh...
[00:33:27.830 --> 00:33:29.511]  More and more, it looks like a false flag.
[00:33:29.511 --> 00:33:34.355]  Coming up in the next hour, we'll get into the economy and a lot more.
[00:33:34.355 --> 00:33:36.137]  Don't forget, I'm a documentary filmmaker.
[00:33:36.137 --> 00:33:38.139]  I've produced over 20 films.
[00:33:38.139 --> 00:33:40.621]  I've directed more than 20, produced several others.
[00:33:40.621 --> 00:33:44.003]  Loose Change, Final Cut, Invisible Empire, A New World Order to Find.
[00:33:44.003 --> 00:33:47.466]  They're all available at Infowars.com.
[00:33:47.466 --> 00:33:52.811]  And I know that you, the audience of this transmission, are extremely informed, extremely well-researched.
[00:33:53.311 --> 00:33:59.576]  In many cases, you're more informed than I am in specific areas of specialty that you've done more research into.
[00:33:59.576 --> 00:34:16.228]  But your friends, your family, your children, your grandparents, your parents, your neighbor, your employees, your bosses, the folks at your church, or your synagogue, or your, you know, whatever the case may be, they know something's wrong now, but they don't know the specifics.
[00:34:16.228 --> 00:34:17.910]  It is so vital
[00:34:19.482 --> 00:34:42.327]  To get in-game blueprint for global enslavement, Invisible Empire, New Order Defined, The Obama Deception, Fall of the Republic, Terror Storm, films and materials that we offer at Infowars.com and to get them out to people now, and best-selling books like Seeds of Destruction, Exposing Industry and Government Lies About the Safety of Genetically Engineered Foods You're Eating, Jeffrey M. Smith.
[00:34:43.427 --> 00:34:49.291]  He's very conservative, he's very careful, he understates it, and the understatement is absolutely devastating.
[00:34:49.291 --> 00:34:59.478]  There is no doubt that they know that these GMO foods are causing low birth weight, sterilization, reduced fertility, toxic problems.
[00:34:59.478 --> 00:35:04.882]  Seeds of Deception is such an important book, and then he has one that's like a textbook, Genetic Roulette.
[00:35:06.087 --> 00:35:13.190]  The documented health risk of genetically engineered foods, Jeffrey M. Smith, author of the number one international bestseller, Seeds of Deception.
[00:35:13.190 --> 00:35:16.792]  By the way, they're all available at InfoWars.com.
[00:35:16.792 --> 00:35:29.297]  Immune dysfunction, chronic illness, inflammation, death, 65 health risks, suppressed science and cover-ups, misfortune that the people are going through is just horrible.
[00:35:29.297 --> 00:35:30.758]  We need to warn the public.
[00:35:32.506 --> 00:35:35.068]  Uh, misinformed Congress and regulators.
[00:35:35.068 --> 00:35:36.509]  Uh, this film is really my favorite.
[00:35:36.509 --> 00:35:38.490]  We've also got some films he's involved with.
[00:35:38.490 --> 00:35:40.731]  All available at Infowars.com.
[00:35:40.731 --> 00:35:47.075]  And your purchase of the books and videos supports my operation and the authors and filmmakers who books and videos we carry.
[00:35:47.075 --> 00:35:49.217]  Like Jesse Ventura's American Conspiracy.
[00:35:49.217 --> 00:35:50.998]  Number four on the New York Times Best Seller list.
[00:35:51.958 --> 00:35:54.599]  Uh, and all the other great, uh, suppressed things.
[00:35:54.599 --> 00:35:57.839]  They've just republished Fletcher Prouty's The Secret Team.
[00:35:57.839 --> 00:35:59.340]  How the government really works.
[00:35:59.340 --> 00:36:01.280]  He was the head of Black Ops in the Pentagon.
[00:36:01.280 --> 00:36:02.521]  Liaison to the CIA.
[00:36:02.521 --> 00:36:04.021]  That book's now back in print.
[00:36:04.021 --> 00:36:06.181]  Available at Infowars.com.
[00:36:06.181 --> 00:36:07.102]  Or call toll-free 888-253-3139.
[00:36:07.102 --> 00:36:09.302]  You can also write to me, P.O.
[00:36:09.302 --> 00:36:10.182]  Box 19549, Austin, Texas 78760.
[00:36:10.182 --> 00:36:11.943]  But whatever you do, don't procrastinate.
[00:36:11.943 --> 00:36:12.703]  Get involved today.
[00:36:21.585 --> 00:36:22.825]  Start reaching out to people.
[00:36:22.825 --> 00:36:25.646]  They're ready to hear the truth.
[00:36:25.646 --> 00:36:36.289]  Jeffrey Smith is the founder of the Institute for Responsible Technology, whose mission is to promote the responsible use of technology and stop genetically engineered foods and crops through grassroots and national strategies.
[00:36:36.289 --> 00:36:41.670]  He's an acclaimed international speaker, trusted authority on GMOs, best-selling author, admired filmmaker.
[00:36:41.670 --> 00:36:47.631]  ScenesOfDeception.com ScenesOfDeception.com is the website.
[00:36:47.631 --> 00:36:49.292]  And I wanted to get him on because
[00:36:49.972 --> 00:36:56.091]  I've literally seen hundreds of studies out of Canada, England, China, Japan, the United States.
[00:36:57.509 --> 00:37:05.117]  I've interviewed former GMO company heads who found that it was really hurting the guinea pigs and mice and rats.
[00:37:05.117 --> 00:37:11.224]  I've talked to other GMO heads who would say, look, this stuff's sterilizing the rats, reducing fertility.
[00:37:11.224 --> 00:37:13.085]  They'd say, well, that's not a problem, is it?
[00:37:13.085 --> 00:37:14.747]  There's too many people.
[00:37:14.747 --> 00:37:19.753]  So the point is, whether you think there's too many people or not, we shouldn't have forced medication going on.
[00:37:20.811 --> 00:37:25.838]  And the bigger issue is this is irrevocably altering the DNA of the human species.
[00:37:25.838 --> 00:37:31.105]  So in the next 22 minutes, I wanted to get Jeffrey Smith's take on all of this.
[00:37:31.105 --> 00:37:34.349]  He would be with us longer but he's on the road making a film right now.
[00:37:34.349 --> 00:37:35.811]  But here's the headline.
[00:37:35.811 --> 00:37:36.212]  We're good.
[00:37:51.875 --> 00:37:53.897]  That is sterility in the second and third generations.
[00:37:53.897 --> 00:37:59.081]  The scientists used hamsters for the research and divided them into groups.
[00:37:59.081 --> 00:38:02.284]  One group of hamsters was fed normal diet without any soy products.
[00:38:02.284 --> 00:38:05.827]  A second group was fed non-GMO genetically modified organism soy.
[00:38:05.827 --> 00:38:07.829]  The third ate GMO soy.
[00:38:07.829 --> 00:38:11.772]  And the fourth group was fed an even higher amount of GMO soy than the third.
[00:38:11.772 --> 00:38:16.696]  Each group produced about seven of eight liters of baby hamsters, each without any problems.
[00:38:17.657 --> 00:38:28.500]  When the research selected new breeding parents from the offspring, the second generation had a slower growth rate, and a bunch of other studies show that, that our guest will go over in a moment, and researched their sexual maturity later than normal.
[00:38:28.500 --> 00:38:32.182]  They also had a mortality rate five times higher.
[00:38:32.182 --> 00:38:34.442]  Oh, you like living until 25 instead of 100?
[00:38:34.442 --> 00:38:36.443]  That's what we're talking about.
[00:38:38.025 --> 00:38:42.269]  That's a hundred, you know, five times lower than twenty-five.
[00:38:42.269 --> 00:38:47.534]  They also had a mortality rate five times higher than the hamsters did who ate the soy.
[00:38:47.534 --> 00:38:56.702]  Even more shocking was the fact that nearly all of the third generation GMO soy hamsters were sterile and also experienced hair growth inside their mouths.
[00:38:56.702 --> 00:38:58.343]  There's photos of that.
[00:38:58.343 --> 00:38:59.084]  And it goes on.
[00:38:59.084 --> 00:39:01.145]  Now here's a perfect soft kill weapon.
[00:39:01.986 --> 00:39:07.109]  Mercury in the vaccines has been shown within one generation to reduce fertility and damage DNA.
[00:39:07.109 --> 00:39:09.230]  Folks, this is real.
[00:39:09.230 --> 00:39:11.852]  And we already have massive sperm count lowered levels.
[00:39:11.852 --> 00:39:14.273]  We have massive infertility in women.
[00:39:14.273 --> 00:39:14.913]  You know about it.
[00:39:14.913 --> 00:39:15.874]  You see it in the news.
[00:39:15.874 --> 00:39:24.919]  All right, I'm going to shut up for the next two segments and go to Jeffrey Smith, author of Genetic Roulette, which is so important to get, folks.
[00:39:24.919 --> 00:39:29.902]  Jeffrey, break down this new study by the Russians, and then let's go into some of the other studies we've seen.
[00:39:30.540 --> 00:39:36.565]  Yeah, they actually, the scientists I spoke with said it was just a routine study.
[00:39:36.565 --> 00:39:41.949]  They just simply fed hamsters genetically modified soy in those four groups you said.
[00:39:41.949 --> 00:39:45.432]  Non-GM soy, GM soy, high GM soy, and no soy.
[00:39:45.432 --> 00:39:46.953]  And there was no problem.
[00:39:47.603 --> 00:39:54.188]  In the groups, they were eating the normal, natural soy as part of their diet, or no soy at all.
[00:39:54.188 --> 00:40:01.154]  But those that ate the genetically engineered soy, they didn't actually show the problems in the first generation.
[00:40:01.154 --> 00:40:08.220]  The second generation was slower growth, slower onset for maturity, but by the third generation, that's when the boom was hit, the boom hit.
[00:40:08.220 --> 00:40:13.324]  And that was when nearly all of the adults had lost the ability to have babies.
[00:40:14.264 --> 00:40:29.753]  And the infant mortality rate, the infant mortality rate, the rate at which they died at the dead birth or soon after, that was five times higher in one of the GMCY groups and four times higher in the other, compared to the control.
[00:40:29.753 --> 00:40:38.478]  So you had both a level of infertility, slower growth, and also a higher death rate among the babies.
[00:40:39.269 --> 00:40:52.212]  Now, this man, Alexei Surov, had done some research on hamsters before, and found quite a rare situation where hair and mucus would form inside the mouth of the hamsters.
[00:40:52.212 --> 00:41:00.874]  The pictures are so disgusting, that when I posted my article in Huffington Post, I didn't put the picture there, I just linked to it, in case people wanted to see it, because I didn't want to force them.
[00:41:00.874 --> 00:41:08.756]  But, it's just that, you know, inside, the inside ring, inside the teeth, big gaping holes with hair and mucus growing in there,
[00:41:09.292 --> 00:41:15.056]  And this was published in a study by Surov some months before.
[00:41:15.056 --> 00:41:26.383]  But what he found out was that the group that was eating the genetically modified soy had a much higher incidence of this rare disorder than he had ever seen in his study.
[00:41:26.383 --> 00:41:32.988]  Suggesting that there may be some very significant disorders resulting from the genetically engineered soy.
[00:41:34.747 --> 00:41:45.674]  Now, I asked him at this point, he released his information as part of a report on April 15th, and I asked him when it would be published, and that would be in the summer.
[00:41:45.674 --> 00:41:47.215]  And he was cautious.
[00:41:47.215 --> 00:41:55.159]  He said, we don't know if it's the genetically engineered component, we don't know if it's the extra roundup herbicide on the soil.
[00:41:55.159 --> 00:41:58.742]  Let me explain what that means to those who are not familiar with GMOs.
[00:41:58.742 --> 00:42:02.744]  The primary reason why people genetically modify crops
[00:42:03.630 --> 00:42:07.473]  So they can drink a poisonous herbicide and not die.
[00:42:07.473 --> 00:42:09.095]  And Roundup is the most popular.
[00:42:09.095 --> 00:42:22.465]  So you have Roundup Ready soybeans, corn, cotton, canola, and sugar beet that you can spray with a toxic Roundup herbicide and it will kill all the other plant biodiversity but not the Roundup Ready crop.
[00:42:22.465 --> 00:42:29.311]  Now I'm learning just this month that the Roundup itself has components in it
[00:42:29.841 --> 00:42:34.582]  And of course, this is Monsanto of Agent Orange fame.
[00:42:34.582 --> 00:42:35.063]  Yes, exactly.
[00:42:35.063 --> 00:42:36.703]  Monsanto is the one that produces Roundup.
[00:42:36.703 --> 00:42:40.644]  They're one of the producers of Agent Orange and of course, PCBs.
[00:42:40.644 --> 00:42:45.045]  And they're in charge, by the way, to determine if their GM foods are safe.
[00:43:01.138 --> 00:43:04.159]  Hello, this is Alex Jones with some important questions.
[00:43:04.159 --> 00:43:09.480]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:43:09.480 --> 00:43:11.521]  My answer would be all I can get.
[00:43:11.521 --> 00:43:16.522]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:43:16.522 --> 00:43:17.703]  How much do you want?
[00:43:17.703 --> 00:43:18.443]  When do you want it?
[00:43:18.843 --> 00:43:20.725]  Now or after the battle starts?
[00:43:20.725 --> 00:43:21.786]  When will you need it?
[00:43:21.786 --> 00:43:24.009]  Can you buy it without proper identification?
[00:43:24.009 --> 00:43:25.330]  Will there be any food?
[00:43:25.330 --> 00:43:26.872]  Will it make your children sick?
[00:43:26.872 --> 00:43:32.137]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:43:32.137 --> 00:43:35.721]  You wipe out all these problems if you have a good food supply.
[00:43:35.721 --> 00:43:39.185]  Food is your ammunition to fight for your freedom and your life.
[00:43:39.525 --> 00:43:40.746]  How much will you need?
[00:43:40.746 --> 00:43:41.667]  We don't know.
[00:43:41.667 --> 00:43:42.767]  How much do you want?
[00:43:42.767 --> 00:43:43.688]  All you can get.
[00:43:43.688 --> 00:43:44.789]  I'm Alex Jones.
[00:43:44.789 --> 00:43:47.831]  I want all of you good guys to live to fight another day.
[00:43:47.831 --> 00:43:49.613]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:43:49.613 --> 00:43:50.533]  Again, that number 1-800-409-5633.
[00:44:01.431 --> 00:44:07.857]  The Fall of America and the Western World is an all-new 10-hour documentary and survival guide rolled into one.
[00:44:07.857 --> 00:44:13.141]  In this film, you will see the reasons why our government is failing and what you can do to prepare.
[00:44:13.141 --> 00:44:26.693]  Featuring Dr. Paul Craig Roberts, Joseph Farah, David Icke, Naomi Wolf, G. Edward Griffin, Doug McIntyre, Mark Crispin Miller, Mickey Zee, Doug Kasin, David McElhaney, and myself, Alex Jones.
[00:44:27.453 --> 00:44:32.455]  Protect yourself and get the tools you need to protect your family from these difficult times.
[00:44:32.455 --> 00:44:38.917]  The Fall of America and the Western World at www.thefallofamerica.net.
[00:44:38.917 --> 00:44:42.698]  Or click on the banners at infowars.com and prisonplanet.com.
[00:44:42.698 --> 00:44:46.400]  Again, that website's www.thefallofamerica.net.
[00:44:46.400 --> 00:44:47.060]  Or call 800-655-1577.
[00:44:47.060 --> 00:44:49.181]  Prepare yourself and the ones you love today.
[00:44:49.181 --> 00:44:50.061]  fallofamerica.net.
[00:45:00.270 --> 00:45:04.374]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[00:45:04.374 --> 00:45:10.361]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[00:45:10.361 --> 00:45:14.545]  Go to HomeGain.com and see what I'm talking about.
[00:45:14.545 --> 00:45:20.852]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[00:45:21.252 --> 00:45:24.574]  This is a great way to be able to monitor the value of your home.
[00:45:24.574 --> 00:45:26.655]  And again, it's absolutely free.
[00:45:26.655 --> 00:45:28.716]  There are tons of tools to help you.
[00:45:28.716 --> 00:45:32.498]  For instance, if you want to remodel your home, go to HomeGain.com.
[00:45:32.498 --> 00:45:39.282]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[00:45:39.282 --> 00:45:42.864]  For 10 years, these folks have been helping home sellers and buyers.
[00:45:42.864 --> 00:45:45.206]  Visit their link at InfoWars.com.
[00:45:45.206 --> 00:45:47.707]  Look for Max, the Orange Home Gain Gorilla.
[00:45:47.887 --> 00:45:50.592]  To help you with any real estate needs you might have.
[00:45:50.592 --> 00:45:51.834]  You'll love this site.
[00:45:51.834 --> 00:45:53.718]  It's HomeGain.com.
[00:45:53.718 --> 00:45:56.603]  H-O-M-E-G-A-I-N.com.
[00:45:56.603 --> 00:45:57.364]  Check them out today.
[00:45:59.855 --> 00:46:02.177]  They helped to create a New World Order.
[00:46:02.177 --> 00:46:04.558]  We are part of a New World Order.
[00:46:04.558 --> 00:46:07.761]  A New World Order based upon collective action.
[00:46:07.761 --> 00:46:12.864]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[00:46:12.864 --> 00:46:17.387]  The New World Order really is a tool for addressing a new world of possibilities.
[00:46:17.387 --> 00:46:19.749]  It means all the world under their control.
[00:46:19.749 --> 00:46:22.271]  The United Nations would take over America.
[00:46:22.271 --> 00:46:25.133]  The Trilateral Commission would control the world.
[00:46:25.513 --> 00:46:33.131]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[00:46:33.467 --> 00:46:38.852]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[00:46:38.852 --> 00:46:41.175]  Global governance with the establishment of the G20.
[00:46:41.175 --> 00:46:45.399]  So it's going to be an inner ruling elite and then everyone else.
[00:46:45.399 --> 00:46:46.460]  And I've got news for you.
[00:46:46.460 --> 00:46:47.801]  You're everyone else.
[00:46:47.801 --> 00:46:49.302]  Invisible Empire.
[00:46:49.302 --> 00:46:53.607]  Secure your copy today at InfoWars.com or PrisonPlanet.com.
[00:46:53.607 --> 00:46:57.550]  Or watch it online in the highest quality at PrisonPlanet.tv.
[00:47:01.331 --> 00:47:04.940]  Coast to coast, direct from Austin.
[00:47:04.940 --> 00:47:08.148]  You're listening to the Alex Jones Broadcasting Network.
[00:47:18.933 --> 00:47:26.521]  And I saw just last month Obama appointed the head regulator at the Food and Drug Administration as the former Monsanto executive.
[00:47:26.521 --> 00:47:27.462]  Yes, exactly.
[00:47:27.462 --> 00:47:28.844]  Michael Taylor, he's the U.S.
[00:47:28.844 --> 00:47:31.527]  food safety czar in charge of the U.S.
[00:47:31.527 --> 00:47:32.548]  food supply.
[00:47:32.548 --> 00:47:38.574]  He was the one that was in charge of policy at the FDA when the FDA said no testing was necessary.
[00:47:39.235 --> 00:47:39.815]  We're good to go.
[00:47:55.063 --> 00:47:55.503]  We're good to go.
[00:48:15.524 --> 00:48:16.024]  Amazing.
[00:48:16.024 --> 00:48:18.966]  Now, again, this isn't just one prestigious Russian study, though.
[00:48:18.966 --> 00:48:43.762]  I mean, you have it all in your book, meticulously documented, but I've seen countless studies, not just in rats or mice or hamsters or rabbits that they tend to test on, but that they've done studies showing humans with lower birth rate and a higher mortality, and that it's not just this type of soybean, whether it's the poison or the soybean itself,
[00:48:44.382 --> 00:48:55.671]  But separately in other GMO crops that are GMO not for a pesticide related reason but for say a flavor reason or for a longevity reason.
[00:48:55.671 --> 00:49:00.555]  I mean this is really beginning to become crystal clear in focus.
[00:49:00.555 --> 00:49:05.539]  Well let's talk first about the animal studies and then let's take a look for correlation in human studies.
[00:49:05.539 --> 00:49:09.262]  We do know for example that there are indigenous people in Argentina
[00:49:10.206 --> 00:49:15.330]  Um, who've been sprayed by Roundup by plane and they're complaining of birth defects.
[00:49:15.330 --> 00:49:20.875]  Um, it's possible, there might be sterility there, sterility there too, infertility, but I'm not sure.
[00:49:20.875 --> 00:49:24.558]  But I think we can look with more confidence at the animal feeding studies.
[00:49:24.558 --> 00:49:33.945]  In fact, uh, the most important one, I think, that followed the hamster one was done five years earlier also by someone with the Russian Academy of Sciences.
[00:49:33.945 --> 00:49:35.887]  And it was Irina Ermakova.
[00:49:36.508 --> 00:49:42.611]  A senior researcher at the Academy and she just completely innocently fed genetically modified soy flour.
[00:49:42.611 --> 00:49:45.073]  It was from Archer Daniels Midland variety.
[00:49:45.073 --> 00:49:48.134]  Bought in the store, the same kind that we eat here.
[00:49:48.134 --> 00:49:58.900]  And she fed it to female rats starting two weeks before they got pregnant and continued feeding them through pregnancy and lactation and then started feeding the offspring as part of their diet.
[00:49:58.900 --> 00:50:04.103]  What was interesting was that when the babies were born,
[00:50:04.773 --> 00:50:15.903]  Many of the babies were smaller, quite a bit smaller, when they were from the GM-fed mothers, but most importantly, more than half of them died within three weeks.
[00:50:15.903 --> 00:50:20.928]  The control group that ate the non-GM soy, only one in ten died.
[00:50:20.928 --> 00:50:24.691]  There was a five-fold increase in infant mortality.
[00:50:24.691 --> 00:50:26.533]  With the hamster study we just discussed,
[00:50:26.963 --> 00:50:40.960]  There was a difference of 5-fold and that was 25% vs. 5% or in another group 20% vs. 5% so it was 4 or 5 times higher with the hamsters and it was 5 times higher with the rats.
[00:50:40.960 --> 00:50:43.523]  Now what was interesting with the Ermakova study is
[00:50:44.031 --> 00:50:48.092]  She, of course, was, you know, attacked and vilified by the biotech industry.
[00:50:48.092 --> 00:50:55.413]  She published her research as preliminary, asking for more money to do follow-up research, but never got it.
[00:50:55.413 --> 00:51:05.695]  In fact, she told me this week, after we spoke at the European Parliament together, that her boss had been told by his boss that, you know, under pressure, that she couldn't do any more GM research.
[00:51:05.695 --> 00:51:13.437]  So one of her colleagues actually tried to comfort her by saying, well, maybe the GM soy will solve the overpopulation problem on Earth, and she wasn't comforted.
[00:51:13.957 --> 00:51:19.822]  But what happened was when she was attacked by the biotech industry, one of the valid
[00:51:22.105 --> 00:51:28.748]  ...issues was that she never did a biochemical analysis of the feed to see if there might be a toxin in the bag of flour.
[00:51:28.748 --> 00:51:46.476]  But after she had completed her research three times with similar results, coincidentally, the Russian Academy of Sciences facility where she was working started feeding all of the rats a rat chow based on genetically modified soy, and she had a brilliant idea of simply asking her colleagues after two months
[00:51:47.412 --> 00:51:49.973]  What was the infant mortality rate in their study?
