[00:00:02.085 --> 00:00:12.069]  This is our land.
[00:43:46.895 --> 00:43:53.460]  Well, I don't want to take a drug that stimulates my G-proteins, because that can make breast cancer grow faster, other cancers.
[00:43:54.121 --> 00:43:56.303]  Uh, it can have all kinds of neurological effects.
[00:43:57.264 --> 00:44:00.967]  Uh, but that was something that they found out decades later.
[00:44:01.658 --> 00:44:05.020]  Well, what are we going to find out about lithium decades later?
[00:44:05.501 --> 00:44:12.506]  Well, the point is government has no business saying we're going to calm you down and put an anti-psychotic in the water.
[00:44:12.866 --> 00:44:16.829]  And from my research, just reading the basic encyclopedia on lithium,
[00:44:17.549 --> 00:44:33.300]  It's similar to fluoride in that it builds up in the body, large amounts of it, and so that over time, in fact, I was reading when they start dosing people with lithium, a lot of times it even takes a few weeks to build up until it's at the full dosing point.
[00:44:34.081 --> 00:44:41.526]  Well, and at that point, it becomes a highly toxic metal and there's been quite a few fatalities associated with lithium accumulation.
[00:44:43.047 --> 00:44:45.529]  Now, that was also the problem we had with fluoride.
[00:44:46.438 --> 00:44:50.821]  They were, you know, at the very beginning, and even now, they say, well, gee, it's only one part per million.
[00:44:52.061 --> 00:44:59.526]  Well, actually, the fluoride in water is the greatest source of fluoride toxicity in the environment, because you drink a lot of water.
[00:45:00.046 --> 00:45:14.254]  In the summertime, particularly if you're outdoors or an athlete, or you have certain medical conditions like diabetes, you drink a very large amount of water, and so you're consuming much larger content of fluoride.
[00:45:14.274 --> 00:45:15.935]  Well, the same would be true of lithium.
[00:45:16.819 --> 00:45:24.362]  Your intake is going to be much higher if you put it in water than if you just have it in natural sources, primarily food.
[00:45:25.383 --> 00:45:29.145]  Also, we've forgotten about this, and the same thing happened with fluoride.
[00:45:29.625 --> 00:45:43.831]  When you put a metal in the water purposely, and then you water your plants with it, your vegetables, your gardens, that you're going to eat these fruits and vegetables that are watered with the lithium-enhanced water, the plant accumulates the lithium,
[00:45:44.246 --> 00:45:46.347]  But then you're getting bioaccumulation.
[00:45:46.587 --> 00:45:48.808]  The longer you do it, the higher the content.
[00:45:49.009 --> 00:45:59.114]  And for those that don't know, that's just like the food chain where you don't eat swordfish because it's got hundreds of times the mercury that a smaller fish has because it's on the top of the food chain.
[00:45:59.494 --> 00:46:02.476]  And in the last five years they've approved that it's being widely used.
[00:46:03.056 --> 00:46:07.719]  Sodium fluoride is a pesticide on crops and they admit it bioaccumulates.
[00:46:08.559 --> 00:46:19.063]  Through the cell walls of the plants, and so there's massive levels, and thousands of foods don't have one part per million, you know, that's mixed in with the water that's used in their production.
[00:46:19.403 --> 00:46:25.146]  They're actually adding upwards of 900 parts per million in TV dinners, in powdered eggs.
[00:46:25.526 --> 00:46:28.287]  That's all authorized by the Food and Drug Administration.
[00:46:28.707 --> 00:46:33.550]  And then you have the toothpaste that the children are using, very high levels of fluoride.
[00:46:34.191 --> 00:46:39.855]  Then you look at how the term sodium fluoride is a catch-all for hundreds of chemicals that they put in the water.
[00:46:40.055 --> 00:46:41.016]  I mean, it's just incredible.
[00:46:41.436 --> 00:46:43.718]  Well, and you have fluoridated medication.
[00:46:43.738 --> 00:46:50.042]  You know, we're now exposed to so much fluoride, we've exceeded
[00:46:51.124 --> 00:47:01.690]  Uh, recognized safety limits that are recognized by everybody, EPA, uh, FDA, uh, the ADA even recognizes that at those levels, there's no question of toxicity.
[00:47:02.291 --> 00:47:14.878]  Well, certain parts of the brain, uh, accumulate doses or concentrations of, uh, fluoride that are several hundred, uh, parts per million, uh, which everybody agrees is toxic.
[00:47:15.558 --> 00:47:16.039]  Uh, now,
[00:47:16.903 --> 00:47:19.806]  They're still, they even use fluoridation as an example.
[00:47:19.966 --> 00:47:22.529]  Oh, look how successful fluoridation was.
[00:47:22.549 --> 00:47:25.892]  Well, we have poisoned millions of people with fluoride.
[00:47:26.173 --> 00:47:31.859]  It induces arthritis, bone fractures, infertility, neurological disorders.
[00:47:32.299 --> 00:47:33.760]  I mean, the list goes on and on.
[00:47:33.881 --> 00:47:36.083]  Cancer, it stimulates cancer growth.
[00:47:37.535 --> 00:47:39.477]  All of this is ignored by the public.
[00:47:39.877 --> 00:47:44.540]  And the mainline government university studies admit macular degeneration.
[00:47:44.960 --> 00:47:52.264]  So if it's eating and destroying the cells in the eye, which is connected to the brain, as you know, doctor, what is it doing to the brain?
[00:47:52.825 --> 00:47:58.768]  Well, we have evidence of brain damage by fluoride accumulation.
[00:47:58.828 --> 00:48:00.289]  That was done by Dr. Molnick.
[00:48:01.310 --> 00:48:06.393]  She presented it to the CDC, her program, her research,
[00:48:06.932 --> 00:48:10.915]  Which was printed in one of the most prestigious neuropsychology journals.
[00:48:12.056 --> 00:48:14.418]  And for her trouble, they fired her.
[00:48:14.959 --> 00:48:17.441]  And they made sure she never got another federal grant.
[00:48:18.462 --> 00:48:26.308]  Because she showed the brain accumulation, particularly in parts of the brain that have to do with learning and memory, was significant and toxic.
[00:48:27.649 --> 00:48:29.370]  So, you know, here we go again.
[00:48:30.451 --> 00:48:34.695]  Oh, we get all the assurances in the world, and then when the research starts showing
[00:48:35.168 --> 00:48:37.409]  Tremendous toxicity and significant problems.
[00:48:37.509 --> 00:48:38.370]  It's all covered up.
[00:48:38.990 --> 00:48:40.991]  They can make sure the media doesn't cover it.
[00:48:41.272 --> 00:48:43.693]  They can make sure the public is never aware of it.
[00:48:44.814 --> 00:48:48.876]  They spend just enormous amounts of money on advertising.
[00:48:49.196 --> 00:49:01.403]  For instance, in this article about the birth of lithium, they quote the EPA that fluoridation of water is one of the 10 greatest advances in medicine in history.
[00:49:03.243 --> 00:49:10.505]  The studies, every study that has been done in modern times has shown fluoridating water does not reduce cavities at all.
[00:49:11.305 --> 00:49:16.426]  In fact, a number of studies show that it increases dental caries.
[00:49:16.566 --> 00:49:26.429]  And doctor, as you know, in the last ten years, three separate times, the head of the EPA and FDA, they all joined together, they're top scientists,
[00:49:27.049 --> 00:49:32.455]  Over 90% of the Food and Drug Administration toxicologists signed an open letter in 2000.
[00:49:32.976 --> 00:49:44.067]  In 2004, again, I've had them on the show, you know, top chemists, toxicologists, and they explain that it's not just fluoride, it's other chemicals.
[00:49:45.222 --> 00:50:00.709]  being added and that they know it's hurting people but the government still won't remove it but then when you as a top brain surgeon come on explain this to people the system just responds by laughing at us but the controllers know what they're doing I mean look at a hundred and ten years ago
[00:50:01.772 --> 00:50:18.829]  The founder of the Rockefeller dynasty was funding Pinkerton security to literally Gatling gun protesters all over the country to go in in Colorado and massacre whole groups of families that had struck claims on gold mines that was their property.
[00:50:19.489 --> 00:50:22.732]  And these guys openly talked about a scientific dictatorship.
[00:50:22.973 --> 00:50:25.996]  They went and funded scientists to come up with systems
[00:50:26.696 --> 00:50:31.620]  Uh, to take over education, to dumb people down, and to drug them to make them servile.
[00:50:32.201 --> 00:50:36.064]  And 110 years later we say, why can't the American people get angry and get upset?
[00:50:36.684 --> 00:50:38.405]  Because there's mercury in the vaccines.
[00:50:38.806 --> 00:50:40.947]  There's bisphenol A in all the packaging.
[00:50:41.608 --> 00:50:45.971]  Uh, they're now saying, admitting, yeah, we want to put lithium in, but fluoride isn't working enough.
[00:50:46.252 --> 00:50:47.032]  Stay there, doctor.
[00:50:47.513 --> 00:50:50.075]  I want to talk about how fluoride and lithium
[00:50:50.855 --> 00:50:53.218]  Affects the brain and makes people servile.
[00:50:53.839 --> 00:50:56.682]  It's just so incredible that they're out in the open with this now.
[00:50:57.363 --> 00:50:58.224]  We'll be right back.
[00:50:58.284 --> 00:50:58.744]  Stay with us.
[00:50:58.764 --> 00:51:00.767]  Dr. Russell Blaylock will give you his websites as well.
[00:51:02.028 --> 00:51:06.309]  We all know that the Berkey water purification systems are the most trusted name in water filtration.
[00:51:06.650 --> 00:51:14.172]  As an authorized Berkey dealer for over four years and serving thousands of satisfied customers, the Berkey Guy offers amazing specials for Berkey water systems.
[00:51:14.432 --> 00:51:29.237]  The revolutionary Berkey light systems include a set of self-sterilizing and re-cleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and removes harmful chemicals such as herbicides and pesticides.
[00:51:29.537 --> 00:51:38.841]  Order the Berkey Light System today, complete with two black Berkey elements for only $209, and the Berkey Guy will include three Sport Berkey water bottles and ship everything to you free of charge.
[00:51:39.061 --> 00:51:45.724]  That's right, three Sport Berkey water bottles and free shipping, an $87 value, yours free, but only for a limited time.
[00:51:45.984 --> 00:51:47.684]  Just call the Berkey Guy at 1-877-886-3653 now to order.
[00:51:47.704 --> 00:51:49.365]  That's 1-877-886-3653, or order online now at GoBerkey.com.
[00:51:49.385 --> 00:51:50.206]  That's GoBerkey.com today!
[00:52:01.383 --> 00:52:03.706]  They helped to create a New World Order.
[00:52:03.766 --> 00:52:05.988]  We are part of a New World Order.
[00:52:06.088 --> 00:52:08.912]  A New World Order based upon collective action.
[00:52:09.292 --> 00:52:14.058]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[00:52:14.398 --> 00:52:18.603]  The New World Order really is a tool for addressing a new world of possibilities.
[00:52:18.903 --> 00:52:21.244]  It means all the world under their control.
[00:52:21.264 --> 00:52:23.785]  The United Nations would take over America.
[00:52:23.805 --> 00:52:26.706]  The Trilateral Commission would control the world.
[00:52:27.047 --> 00:52:34.650]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[00:52:34.990 --> 00:52:40.273]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[00:52:40.373 --> 00:52:42.654]  Global governance with the establishment of the G20.
[00:52:42.815 --> 00:52:46.677]  So it's going to be an inner ruling elite and then everyone else.
[00:52:46.917 --> 00:52:47.817]  And I got news for you.
[00:52:47.997 --> 00:52:49.298]  You're everyone else.
[00:52:49.338 --> 00:52:50.339]  Invisible Empire.
[00:52:50.819 --> 00:52:58.683]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv.
[00:53:02.188 --> 00:53:03.488]  Remain in your houses.
[00:53:04.188 --> 00:53:09.349]  The President of the United States has declared martial law under Executive Order 11004.
[00:53:09.950 --> 00:53:11.030]  Will they do it?
[00:53:11.310 --> 00:53:13.270]  Will they pull the trigger this time?
[00:53:13.910 --> 00:53:19.932]  We all pray they stand down, but an engineered crisis seems more likely with each passing day.
[00:53:20.372 --> 00:53:21.692]  Think it can't happen here?
[00:53:22.572 --> 00:53:24.613]  Executive Order 10990 locks down all highways.
[00:53:26.853 --> 00:53:31.135]  Executive Order 10995 seizes control of all media outlets.
[00:53:31.735 --> 00:53:35.997]  Executive Order 10998 controls all farms and food supplies.
[00:53:36.657 --> 00:53:41.519]  All these executive orders are now cocked, loaded, and waiting for the right crisis.
[00:53:42.399 --> 00:53:50.543]  So if you're worried about the possibility of martial law here in America, or have questions about how to survive it, go to martiallawsurvival.com.
[00:53:50.823 --> 00:53:53.104]  That's martiallawsurvival.com.
[00:53:53.304 --> 00:53:56.085]  Go to martiallawsurvival.com right now.
[00:53:56.425 --> 00:53:59.328]  You must remain in your houses until your bracelets are scanned.
[00:54:10.619 --> 00:54:13.622]  Do you realize what we're talking about here on air?
[00:54:15.402 --> 00:54:20.525]  I have literally over a hundred government funded textbooks like Ecoscience by the White House Science Czar.
[00:54:20.945 --> 00:54:26.868]  I have a mainstream news article from 2006 where he talked about population reduction and drugging the population.
[00:54:27.108 --> 00:54:28.769]  That's all these people talk about.
[00:54:29.451 --> 00:54:32.254]  We've got books written over a hundred years ago how they were going to do it.
[00:54:32.675 --> 00:54:33.376]  And they've done it!
[00:54:33.816 --> 00:54:46.051]  As Aldous Huxley said when he wrote Brave New World in 33, this is what the top scientist that he worked with, his brother, later headed up the United Nations UNESCO, as the Secretary General of UNESCO, and called for it.
[00:54:46.511 --> 00:55:00.036]  So, Dr. Blaylock, let's talk about specifically what fluoride does, because the studies I've seen show that it doesn't just cause IQ reduction and a dumbing down, but that it causes people to become more servile.
[00:55:00.276 --> 00:55:05.678]  And there's no denying that lithium does this, and they're admitting they want lithium for that purpose.
[00:55:06.818 --> 00:55:09.879]  Well, this is part of the study that Dr. Mullenix did.
[00:55:09.899 --> 00:55:13.020]  You know, she's one of the world's top neurotoxicologists.
[00:55:14.057 --> 00:55:21.100]  Uh, when she found that if you gave fluoride to animals after they were born, they become extremely apathetic.
[00:55:22.020 --> 00:55:24.721]  Uh, and they become what she describes as couch potatoes.
[00:55:24.761 --> 00:55:29.483]  They just don't, uh, have a sense of doing anything productive.
[00:55:30.483 --> 00:55:37.706]  Uh, well, if you transfer that to humans, then she found the brain level in these animals is equal to what we're seeing in humans.
[00:55:38.787 --> 00:55:42.368]  Uh, we're gonna have a society that it could be very difficult
[00:55:43.107 --> 00:55:50.708]  Uh, for people to concentrate and focus, uh, attention and to pay attention to what's going on in the world and be able to analyze it.
[00:55:51.109 --> 00:55:52.169]  And look at Americans!
[00:55:52.529 --> 00:56:03.931]  The most intelligent, the most patents, the most aggressive, you know, historians worldwide wrote about us, and now we're the most slovenly and dumbed down because they've been hitting us with a chemical attack for 50 years!
[00:56:04.711 --> 00:56:09.032]  Right, by destroying our educational system and at the same time doing a, uh,
[00:56:10.075 --> 00:56:14.639]  A number on our ability to think through chemical dumbing down.
[00:56:15.519 --> 00:56:18.642]  Let me just give a couple of quotes here.
[00:56:18.662 --> 00:56:20.983]  I think people will find them interesting.
[00:56:21.043 --> 00:56:26.487]  This says, fluoridation is the greatest case of scientific fraud of the century.
[00:56:27.248 --> 00:56:33.312]  That was a quote from a friend of mine, Robert Carton, who's a former EPA senior scientist.
[00:56:33.953 --> 00:56:36.615]  The second quote says, regarding fluoridation,
[00:56:37.259 --> 00:56:48.447]  The EPA should act immediately to protect the public, not just on the cancer data, but on evidence of bone fractures, arthritis, mutagenicity, and other effects.
[00:56:49.107 --> 00:56:54.631]  That was a quote from William Marcus, Ph.D., Senior EPA Toxicologist.
[00:56:55.892 --> 00:57:05.418]  So here's two of the top EPA toxicologists saying, the whole fluoridation thing was a fraud to begin with, and it's extremely toxic.
[00:57:06.901 --> 00:57:11.442]  Uh, now, you think that the government, uh, uh, top scientists know that?
[00:57:12.122 --> 00:57:13.603]  The government knows it as well.
[00:57:14.223 --> 00:57:28.586]  And whoever is going through these towns, uh, doing everything they can to force the towns to fluoridate, for instance, like Governor Schwarzenegger, who made the entire state of California fluoridate their water, whether they wanted to or not,
[00:57:29.846 --> 00:57:33.329]  You think they don't know these same things, the effects of fluoride?
[00:57:33.649 --> 00:57:41.976]  The National Scientists who did an extensive study to finally answer the question, is fluoridation toxic?
[00:57:42.496 --> 00:57:48.501]  Their conclusion was exactly what all of us have been saying about fluoride.
[00:57:48.881 --> 00:57:55.366]  That it is a brain toxin, a bone toxin, an organ toxin, a cell toxin, a DNA toxin.
[00:57:56.064 --> 00:58:01.789]  And it bioaccumulates so that people now are getting doses that are without any question tucked.
[00:58:03.131 --> 00:58:10.878]  And it, without any question, it has neurological effects, one of which is inducing a type of apathy.
[00:58:11.969 --> 00:58:14.591]  And doctor, this is an assault.
[00:58:14.671 --> 00:58:18.033]  This is a stealth kill, soft kill, assault.
[00:58:18.154 --> 00:58:27.661]  These eugenicists, funded by the robber barons, who funded Planned Parenthood, abortion, everything else, they are literally brain damaging people and destroying their destiny.
[00:58:28.101 --> 00:58:29.362]  It is the ultimate crime.
[00:58:29.622 --> 00:58:34.145]  If we beat these people in the history books, it will be remembered as the greatest crime in history.
[00:58:34.485 --> 00:58:37.388]  Back in 70 seconds with Dr. Russell Blaylock.
[00:58:38.148 --> 00:58:39.049]  I'm Alex Jones.
[00:58:42.622 --> 00:58:46.005]  Thank you for listening to GCN.
[00:58:46.025 --> 00:58:48.186]  Visit GCNlive.com today.
[00:58:50.768 --> 00:58:54.772]  Alex Jones here with urgent information concerning TrendsResearch.com.
[00:58:55.232 --> 00:59:02.137]  The Trends Journal distills the voluminous ongoing research of the Trends Research Institute into a concise, readily accessible form.
[00:59:02.698 --> 00:59:06.161]  By tracking 300 separately defined domestic and international trends,
[00:59:06.761 --> 00:59:11.063]  The Trends Journal establishes the connections that others fail to see or misinterpret.
[00:59:11.283 --> 00:59:18.487]  Gerald Salente's Trends Journal allows you to anticipate change, recognize the implications, and take protective strategies.
[00:59:19.127 --> 00:59:23.870]  Individual readers from every walk of life can put the Trends Journal Trends Forecast
[00:59:24.070 --> 00:59:24.710]  We're good to go.
[00:59:53.775 --> 00:59:55.715]  Waging war on corruption.
[00:59:56.176 --> 00:59:59.056]  Alex Jones on the GCN Radio Network.
[01:00:05.818 --> 01:00:06.478]  Big Brother.
[01:00:07.118 --> 01:00:08.839]  Mainstream media.
[01:00:08.899 --> 01:00:10.059]  Government cover-ups.
[01:00:10.079 --> 01:00:11.479]  You want answers?
[01:00:12.239 --> 01:00:13.160]  Well, so does he.
[01:00:13.800 --> 01:00:17.441]  He's Alex Jones on the GCN Radio Network.
[01:00:17.961 --> 01:00:22.062]  And now, live from Austin, Texas, Alex Jones.
[01:00:25.968 --> 01:00:29.092]  Dr. Russell Blaylock is our guest.
[01:00:29.152 --> 01:00:32.095]  His top website is www.blaylockwellnesscenter.com
[01:00:43.735 --> 01:00:50.919]  Very successful brain surgeon, researcher, inventor of some of the most popular brain surgery techniques out there.
[01:00:51.639 --> 01:00:56.661]  And we've been covering what the head EPA scientist has said.
[01:00:56.721 --> 01:00:58.762]  We've had the gentleman on, he mentioned.
[01:00:59.063 --> 01:01:03.205]  They've written letters with thousands of other scientists signing them, saying, why are you doing this?
[01:01:04.445 --> 01:01:06.988]  Even the American Dental Association, what, four or five years ago?
[01:01:07.348 --> 01:01:08.409]  My dad's a dentist, by the way.
[01:01:08.449 --> 01:01:09.530]  This was a big shock for him.
[01:01:09.570 --> 01:01:11.692]  He's seen the documents now and understands what's happening.
[01:01:12.032 --> 01:01:15.195]  Said, yeah, children under five don't brush their teeth with fluoride.
[01:01:15.215 --> 01:01:16.476]  Causes dental fluorosis.
[01:01:17.177 --> 01:01:21.100]  Now, in fact, let me just grab it off the floor here.
[01:01:21.681 --> 01:01:28.167]  All over store shelves, all over the country, baby water with purified water with fluoride added.
[01:01:29.366 --> 01:01:30.567]  The toothpaste, everything.
[01:01:30.607 --> 01:01:33.068]  This is so diabolical.
[01:01:33.128 --> 01:01:44.472]  Dr. Blaylock, bottom line, they've gone from calling us kooks to now admitting they want to make us servile, and now they want to add lithium, and now they're mixing it in with the crops and the food.
[01:01:44.492 --> 01:01:48.634]  I mean, my God, these people, the point I was making is they're assaulting us.
[01:01:48.994 --> 01:01:50.655]  They admit they're assaulting us.
[01:01:50.995 --> 01:01:52.596]  We need to have what, grand juries?
[01:01:52.916 --> 01:01:53.836]  Call for indictments?
[01:01:53.896 --> 01:01:55.277]  What do we do to stop these people?
[01:01:56.175 --> 01:01:59.736]  Well, I think our only real protection is nullification.
[01:02:00.796 --> 01:02:04.217]  The states have got to get together and just nullify this stuff.
[01:02:05.477 --> 01:02:14.779]  You know, say we're not fluoridating anything and we're not putting lithium in our water and the federal government has no constitutional authority to do such a thing and nullify it.
[01:02:15.839 --> 01:02:20.300]  You know, people should read his new book by Thomas Woods on nullification.
[01:02:21.680 --> 01:02:24.561]  I just recently read the history of nullification.
[01:02:25.658 --> 01:02:29.162]  And it's our greatest protection.
[01:02:29.203 --> 01:02:37.593]  The states got together and ratified the Constitution with the assurance that they would retain their sovereignty and rights as guaranteed by that Constitution.
[01:02:38.353 --> 01:02:43.600]  Now the federal government says, no, there's no state, it's only individuals and the majority rules.
[01:02:44.306 --> 01:02:48.589]  Well, if you read these articles about this lithium fluoridation, that's exactly what they said.
[01:02:50.189 --> 01:03:02.917]  You know, as one of them says, as long as the negative consequences or inconveniences are relatively minor, water fortification seems to be one of those cases where the majority preference and interest should prevail.
[01:03:03.637 --> 01:03:04.818]  Well, here's the problem.
[01:03:04.858 --> 01:03:06.279]  Let's look at fluoridation again.
[01:03:07.414 --> 01:03:16.216]  They admit, everybody admits, all the scientific studies admit that there's a subgroup of people that are highly sensitive to water fluoridation toxicity.
[01:03:16.916 --> 01:03:18.517]  People who have chronic illnesses.
[01:03:18.577 --> 01:03:20.717]  People who have chronic kidney disease.
[01:03:21.317 --> 01:03:24.318]  People who have certain neurological diseases.
[01:03:24.858 --> 01:03:26.519]  Pregnant women, small babies.
[01:03:27.259 --> 01:03:28.739]  All those are at-risk groups.
[01:03:28.779 --> 01:03:31.280]  Well, their view is, well, they're a minority, so who cares?
[01:03:31.600 --> 01:03:32.380]  Let them be harmed.
[01:03:33.571 --> 01:03:35.613]  Uh, and that's what they're saying about the lithium.
[01:03:35.834 --> 01:03:40.458]  Well, yeah, there's people that could be harmed, but the majority should rule.
[01:03:40.478 --> 01:03:43.782]  Uh, well, this country's not based on majority rule.
[01:03:44.634 --> 01:03:52.937]  You know, if you read the Federalist Papers, there were great assurances that the Constitution protected the minority, the small groups.
[01:03:53.117 --> 01:03:56.318]  Yeah, democracy's two wolves in a sheep voting on what's for dinner.
[01:03:56.598 --> 01:04:01.380]  And if the government can get 100 million fluoride heads to vote to take our guns, they can't do it.
[01:04:01.440 --> 01:04:06.802]  But it's the outrageousness, the nakedness of this tyranny, how they're just out in the open
[01:04:07.322 --> 01:04:10.284]  Saying, yeah, we know it doubles bone cancer in boys.
[01:04:10.544 --> 01:04:12.045]  Yeah, we know it's causing arthritis.
[01:04:12.085 --> 01:04:15.427]  We know it's causing brain damage and macular degeneration.
[01:04:15.687 --> 01:04:17.248]  We know it's causing organ failure.
[01:04:17.528 --> 01:04:18.268]  We don't care.
[01:04:18.308 --> 01:04:18.989]  We're liberal.
[01:04:19.029 --> 01:04:19.709]  We love you.
[01:04:20.029 --> 01:04:21.750]  They know full well they're not liberal.
[01:04:21.770 --> 01:04:27.233]  They're a bunch of population reductionist control freaks that need to have their butts locked up in prison.
[01:04:27.513 --> 01:04:31.435]  I think we need to start getting really aggressive with these people, assaulting us and our families.
[01:04:31.696 --> 01:04:32.656]  Doctor, I'll be honest with you.
[01:04:32.676 --> 01:04:33.917]  Every time I look at my children,
[01:04:34.477 --> 01:04:37.680]  And think about how much trouble I gotta go to to protect them from these bastards.
[01:04:38.100 --> 01:04:39.021]  I get really angry.
[01:04:39.041 --> 01:04:47.848]  And I want to talk to you about, as a man, not as a top brain surgeon, not as a scientist, but as a man, with family, how this affects you.
[01:04:47.908 --> 01:04:49.849]  Because let me tell you something.
[01:04:49.889 --> 01:04:51.611]  You know, I'm against violence.
[01:04:53.306 --> 01:04:58.709]  I am for defending myself, and I'm just more and more getting sick of these people and getting red-blooded angry.
[01:04:59.229 --> 01:05:00.490]  LaylockWellnessCenter.com.
[01:05:00.510 --> 01:05:00.990]  Stay with us.
[01:05:01.030 --> 01:05:05.012]  This is Alex Jones with five good reasons you should consider buying a solar-powered generator.
[01:05:05.352 --> 01:05:05.933]  Number one.
[01:05:06.253 --> 01:05:09.394]  New climate legislation could easily double or triple your electric bill.
[01:05:09.675 --> 01:05:10.155]  Number two.
[01:05:10.535 --> 01:05:15.077]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:05:15.417 --> 01:05:15.877]  It's true.
[01:05:16.157 --> 01:05:20.739]  Total government control of electricity in the name of smart grid technology is coming.
[01:05:21.039 --> 01:05:21.579]  Number three.
[01:05:21.859 --> 01:05:25.140]  In some areas of the country, the power grid is dangerously overloaded.
[01:05:25.440 --> 01:05:29.141]  And now, new socialist legislation is only compounding the problem.
[01:05:29.362 --> 01:05:29.922]  Number four.
[01:05:30.162 --> 01:05:32.523]  Dangerous weather is always a threat to local grids.
[01:05:32.923 --> 01:05:36.264]  Every year, thousands of families lose their power from weather-related outages.
[01:05:36.584 --> 01:05:41.286]  Number five, a solar power generator provides powerful backup, insurance, and peace of mind.
[01:05:41.526 --> 01:05:46.288]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:05:46.569 --> 01:05:50.610]  You can get more information at www.mysolarbackup.com.
[01:05:50.751 --> 01:05:52.311]  That's mysolarbackup.com.
[01:05:52.531 --> 01:05:57.133]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:06:00.666 --> 01:06:04.609]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[01:06:04.849 --> 01:06:10.894]  Not detergents, but good old-fashioned pure soap made by the Cal Bend Soap Company, a family-owned and operated American company.
[01:06:11.254 --> 01:06:18.359]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, hair, laundry, and dishes.
[01:06:18.660 --> 01:06:23.223]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[01:06:23.523 --> 01:06:25.665]  Get a free, detailed catalog by calling 800-340-7091.
[01:06:28.467 --> 01:06:31.990]  As founder and owner for over 63 years, people keep asking me, how's business?
[01:06:32.211 --> 01:06:34.473]  I'm happy to say our business is going down the drain.
[01:06:34.513 --> 01:06:34.833]  Call us!
[01:06:47.945 --> 01:06:54.416]  At 1-800-340-7091 or visit our website 5starsoap.com for buying our 1-2 month soap sampler.
[01:06:54.516 --> 01:06:54.977]  Thank you!
[01:07:00.492 --> 01:07:04.333]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:07:04.593 --> 01:07:10.294]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:07:10.574 --> 01:07:14.375]  Go to HomeGain.com and see what I'm talking about.
[01:07:14.755 --> 01:07:21.076]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:07:21.476 --> 01:07:24.357]  This is a great way to be able to monitor the value of your home.
[01:07:24.797 --> 01:07:26.297]  And again, it's absolutely free.
[01:07:26.877 --> 01:07:28.539]  There are tons of tools to help you.
[01:07:28.920 --> 01:07:32.404]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:07:32.725 --> 01:07:39.293]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:07:39.513 --> 01:07:42.618]  For 10 years, these folks have been helping home sellers and buyers.
[01:07:43.078 --> 01:07:44.999]  Visit their link at InfoWars.com.
[01:07:45.420 --> 01:07:50.483]  Look for Max, the Orange Home Gain Gorilla, to help you with any real estate needs you might have.
[01:07:50.823 --> 01:07:51.864]  You'll love this site.
[01:07:52.064 --> 01:07:53.445]  It's HomeGain.com.
[01:07:53.946 --> 01:07:56.487]  H-O-M-E G-A-I-N.com.
[01:07:56.807 --> 01:07:57.608]  Check them out today.
[01:08:01.271 --> 01:08:06.834]  We now take you live to the Central Texas Command Center in the heart of the Resistance.
[01:08:07.275 --> 01:08:09.836]  You're listening to the Alex Jones Show.
[01:08:12.935 --> 01:08:14.656]  Boy, a lot of things have changed.
[01:08:15.897 --> 01:08:24.824]  Oh, sure, I've got in my library over 100 government textbooks and white papers, written by every major top government-funded scientist out there.
[01:08:26.667 --> 01:08:30.770]  And then I've got all the other government scientists coming out and saying, this is deadly poison, they're killing us.
[01:08:31.290 --> 01:08:33.471]  The government says, we don't care, it's going to continue.
[01:08:33.932 --> 01:08:39.595]  And now they say, yeah, we're going to give you vaccines that are live virus, re-engineered herpes virus.
[01:08:39.955 --> 01:08:47.340]  It's going to go in and destroy the receptor sites for hormones that cause stress and anger to make you be calm and happy.
[01:08:48.181 --> 01:08:49.942]  And why this will stop suicide.
[01:08:49.962 --> 01:08:51.082]  So everybody's got to do it.
[01:08:51.903 --> 01:08:54.905]  In one of these reports, they say, let me just pull the report out.
[01:08:56.363 --> 01:09:06.932]  Here it is, Oxford professor Julian Savalaiu says fluoridation demonstrates how populations of the future could be mass-medicated through pharmacological cognitive enhancers.
[01:09:07.512 --> 01:09:20.323]  And he said, writing for Oxford, and he's their top bioethicist there, that when questions arise whether they should be added to the water, like fluoride, he goes on to say we need Ritalin, Adderall, and he lists a bunch of other chemicals.
