[00:00:00.289 --> 00:00:02.330]  Well, so does he.
[00:25:07.015 --> 00:25:09.736]  But don't worry, there's another religion, not just the fake Wall Street people.
[00:25:10.336 --> 00:25:16.361]  There's the derivatives with the greenhouse gas taxes, where you pay an indulgence to the church, i.e.
[00:25:16.481 --> 00:25:29.731]  Al Gore, he waves a wand, and Max Keiser, if we paid taxes to Al Gore and Barack Obama, and to George Soros and others, would they wave a wand and stop the earthquakes and volcanoes?
[00:25:29.751 --> 00:25:35.396]  Because they are in the news today, and the UN is saying, this is global warming that caused the volcano.
[00:25:37.153 --> 00:25:49.766]  Well, carbon trading, which is an offshoot of global warming, as I pointed out on your show before, is just another derivative nightmare being cooked up by the folks on Wall Street.
[00:25:49.786 --> 00:25:57.655]  And once they bust out the real estate market, and they bust out the dot-com market, or the savings alone, or the long-term capital management, you know, they need fresh
[00:25:58.255 --> 00:26:04.118]  Markets to blow up and carbon trading and box office futures clearly are going to be those markets.
[00:26:04.418 --> 00:26:06.979]  Canterford's Gerald, by the way, is big in both of those markets.
[00:26:07.319 --> 00:26:10.320]  You know, Canterford's Gerald is a firm that you don't hear a lot about.
[00:26:10.360 --> 00:26:16.003]  It's not as big as the other firms, except they did lose the most bankers of any firm on 9-11.
[00:26:16.023 --> 00:26:18.244]  That's probably their most notoriety.
[00:26:18.684 --> 00:26:25.127]  But they are involved in both of these markets, and carbon trading is just another way to create derivatives
[00:26:25.808 --> 00:26:27.890]  So they make money on the way up?
[00:26:45.111 --> 00:26:51.416]  And then they make money on the way down with a bailout, and then it always is a selective bailout, destroying their competition.
[00:26:51.476 --> 00:26:55.019]  Shifting gears into another subject, your take on gold and silver?
[00:26:55.039 --> 00:27:05.888]  I mean, the numbers we see from mainline groups is that gold should be $2,500 or so, silver $50, balanced from the 1980s numbers with inflation, and now there's been congressional testimony
[00:27:06.708 --> 00:27:18.173]  With insiders and the head of GATA, the Gold Antitrust Group, documenting that JP Morgan and others are manipulating gold and the ways they're doing that.
[00:27:18.213 --> 00:27:19.133]  What's your take on that?
[00:27:19.614 --> 00:27:20.474]  Oh yeah, okay.
[00:27:20.554 --> 00:27:21.915]  Let's get into that in a second.
[00:27:22.235 --> 00:27:34.060]  But first, I wanted to mention, because I made a prediction on your show a couple of months ago, maybe three or four months ago, and I laid it out in no uncertain terms, and a lot of people really thought that I was
[00:27:34.847 --> 00:27:40.050]  Making a very kind of off-the-wall prediction, but listen to this out.
[00:27:41.751 --> 00:27:48.736]  I said on your show a few months ago that Facebook, with their virtual currency game Farmville,
[00:27:49.446 --> 00:27:57.653]  We're gonna end up as a way to just basically push debt onto unsuspecting users using their virtual currency.
[00:27:58.034 --> 00:28:05.380]  Now here's the, if you look this up as a headline on Guardian, FarmVille user runs up a 900 pound debt, roughly $1,200.
[00:28:05.540 --> 00:28:16.470]  A 12 year old boy spent 625 pounds on his mother's credit card and another 288 pounds of his own savings on the Facebook game FarmVille.
[00:28:17.330 --> 00:28:19.031]  Now, this is the beginning.
[00:28:19.091 --> 00:28:23.314]  This is the start of virtual enslavement and virtual currencies.
[00:28:23.654 --> 00:28:32.800]  Get these kids hooked on what looks like innocent games on the internet and through Facebook, and before you know it, they owe real money to these people.
[00:28:32.820 --> 00:28:41.546]  They've got real credit card debts, of course, of being charged extortionary rates, and now they're under the gun to pay back these debts using these so-called innocent games.
[00:28:41.986 --> 00:28:44.768]  And you're going to see this become an explosion over the next two or three years.
[00:28:44.788 --> 00:28:48.712]  The virtual currency business right now... Well, what about Second Life?
[00:28:48.732 --> 00:28:50.393]  What about Second Life?
[00:28:50.573 --> 00:28:57.359]  Where people are paying thousands of dollars for a fictitious Ferrari and they spend all their time on it like it's the real world.
[00:28:57.959 --> 00:29:00.842]  But they go into debt to pay for the fictitious Ferrari.
[00:29:01.183 --> 00:29:07.850]  So, it's similar, it's like 12-year-olds doing exactly what the people in Germany did when they bought fictitious bonds from Goldman Sachs.
[00:29:07.890 --> 00:29:10.553]  They wake up one day and they say, wait a minute, this was a fictitious bond.
[00:29:10.793 --> 00:29:12.755]  But Goldman says, wait, you still owe us $10 billion.
[00:29:13.716 --> 00:29:14.697]  Yeah, we've- we've- Max.
[00:29:14.717 --> 00:29:14.777]  Max.
[00:29:14.797 --> 00:29:15.258]  We got a break.
[00:29:30.839 --> 00:29:31.659]  Max, we got a break.
[00:29:31.699 --> 00:29:32.720]  When we come back, let's get into this.
[00:29:32.740 --> 00:29:34.081]  We found the London Guardian article.
[00:29:34.381 --> 00:29:36.042]  We'll put it up on screen during the break.
[00:29:36.582 --> 00:29:40.204]  And with Half-Life and all these other, uh, uh, Second Life, it's incredible.
[00:29:40.724 --> 00:29:41.625]  We're on the march.
[00:29:42.125 --> 00:29:43.726]  The Empire's on the run.
[00:29:44.646 --> 00:29:47.348]  Alex Jones and the GCN Radio Network.
[00:29:50.433 --> 00:29:55.797]  When you're out on the road, the last place you want to be is on the road.
[00:29:57.077 --> 00:30:01.841]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:30:02.221 --> 00:30:09.025]  There's a place down in Tennessee, where they make blue diamond gusset jeans.
[00:30:10.947 --> 00:30:13.468]  They sew pride in every stitch.
[00:30:15.009 --> 00:30:17.291]  Guarantee you'll love the way they fit.
[00:30:19.444 --> 00:30:30.993]  We turned jeans inside out.
[00:30:31.253 --> 00:30:32.754]  Diamond Gusset jeans.
[00:30:33.035 --> 00:30:35.597]  Made in the USA with unparalleled quality.
[00:30:35.917 --> 00:30:42.162]  Our Defender motorcycle jeans combine Gusset comfort with Kevlar protection so you can ride all day with confidence.
[00:30:42.542 --> 00:30:44.744]  Order yours at gusset.com.
[00:30:45.244 --> 00:30:47.286]  Diamond Gusset jeans got it.
[00:30:47.606 --> 00:30:48.426]  Others don't.
[00:30:50.171 --> 00:30:51.152]  What's your home worth?
[00:30:51.333 --> 00:30:53.275]  How can you compare local real estate agents?
[00:30:53.455 --> 00:30:56.199]  And how do you get MLS listings for the entire country?
[00:30:56.499 --> 00:31:03.968]  If you're thinking of buying a home to take advantage of a tax credit or selling your house, you first need to see an incredible website called HomeGain.com.
[00:31:04.209 --> 00:31:07.653]  HomeGain.com will help you find a realtor to buy or sell a home.
[00:31:07.853 --> 00:31:09.976]  It's so easy and best of all, it's free.
[00:31:10.317 --> 00:31:18.348]  At HomeGain.com you can compare realtors anonymously, receive customized proposals, see consumer reviews, then select the best realtor for you.
[00:31:18.589 --> 00:31:21.613]  Go to HomeGain.com and get an instant home value estimate.
[00:31:21.633 --> 00:31:22.835]  View comparable homes.
[00:31:22.975 --> 00:31:23.355]  I think so.
[00:31:50.267 --> 00:31:52.888]  Hello, this is Alex Jones with some important questions.
[00:31:53.288 --> 00:31:58.249]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:31:58.609 --> 00:32:00.349]  My answer would be all I can get.
[00:32:00.669 --> 00:32:05.470]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:32:05.670 --> 00:32:06.610]  How much do you want?
[00:32:06.850 --> 00:32:07.591]  When do you want it?
[00:32:07.971 --> 00:32:09.571]  Now or after the battle starts?
[00:32:09.851 --> 00:32:10.671]  When will you need it?
[00:32:10.931 --> 00:32:12.992]  Can you buy it without proper identification?
[00:32:13.132 --> 00:32:14.172]  Will there be any food?
[00:32:14.452 --> 00:32:18.375]  Will it make your children sick if there's a quarantine and you can't feed yourself?
[00:32:18.535 --> 00:32:21.057]  Will you go to the gathering center and be immunized?
[00:32:21.257 --> 00:32:24.439]  You wipe out all these problems if you have a good food supply.
[00:32:24.839 --> 00:32:28.341]  Food is your ammunition to fight for your freedom and your life.
[00:32:28.662 --> 00:32:29.642]  How much will you need?
[00:32:29.882 --> 00:32:30.503]  We don't know.
[00:32:30.803 --> 00:32:31.704]  How much do you want?
[00:32:31.904 --> 00:32:32.624]  All you can get.
[00:32:32.824 --> 00:32:33.685]  I'm Alex Jones.
[00:32:33.925 --> 00:32:36.687]  I want all of you good guys to live to fight another day.
[00:32:36.967 --> 00:32:38.728]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com
[00:32:44.772 --> 00:32:58.076]  Alright, we're going back to Max Keiser.
[00:32:58.396 --> 00:33:00.457]  Your phone call is coming up in the next hour.
[00:33:02.057 --> 00:33:03.818]  A bunch of news I haven't gotten to yet.
[00:33:05.469 --> 00:33:08.912]  But I want to talk about a host of issues and the gold situation with Max Keiser.
[00:33:09.052 --> 00:33:09.632]  We went to break.
[00:33:09.672 --> 00:33:10.933]  We're going to talk about that in a moment.
[00:33:11.414 --> 00:33:18.959]  I want to finish up with virtual currencies, scamming people that don't know they're getting involved in virtual currencies that actually cost real currency.
[00:33:19.480 --> 00:33:22.963]  But before we do that, I want to tell you about a few of the sponsors that have made today's radio show possible.
[00:33:23.363 --> 00:33:24.444]  One of them is the Kola Blue.
[00:33:25.612 --> 00:33:27.093]  The Atmospheric Water Generator.
[00:33:27.874 --> 00:33:30.376]  It looks like a water cooler without the water bottle on top.
[00:33:30.436 --> 00:33:35.700]  It grabs water out of the atmosphere and then puts it through 7 to 12 filters depending on which unit you buy.
[00:33:35.720 --> 00:33:37.961]  It's the best, cleanest water you're going to find anywhere.
[00:33:38.001 --> 00:33:38.762]  I love Ecola Blue.
[00:33:38.782 --> 00:33:39.903]  I use it in my office and home.
[00:33:40.323 --> 00:33:42.545]  E-C-O-L-O-B-L-U-E dot com.
[00:33:42.845 --> 00:33:45.968]  Ecolablue.com or give them a call for an information packet.
[00:33:45.988 --> 00:33:46.028]  800-691-6043.
[00:33:46.048 --> 00:33:46.088]  800-691-6043.
[00:33:46.128 --> 00:33:48.690]  Or you can drink the government tap water because they care so much about you.
[00:33:54.834 --> 00:33:57.296]  Also, FrontSight.com, like the front of your rifle.
[00:33:57.356 --> 00:33:58.536]  FrontSight.com.
[00:33:59.757 --> 00:34:01.938]  They've got two-day, four-day, five-day training.
[00:34:02.458 --> 00:34:05.380]  It's the biggest private facility in the country for firearms training.
[00:34:05.400 --> 00:34:06.220]  They're great folks.
[00:34:06.800 --> 00:34:15.085]  And if you act fast, the Millionaire Patriot at Dr. Ignatius Piazza will give you a free Springfield Armory XD pistol in the caliber of your choice.
[00:34:15.105 --> 00:34:20.227]  It's incredibly affordable and inexpensive to go take training there in handguns, rifles, or shotguns.
[00:34:21.288 --> 00:34:29.250]  You can get five days of world-class gun training at Front Sight Firearms Training Institute, secure a 30-stake concealed weapons permit, all for pennies on the dollar, and get a free firearm.
[00:34:29.570 --> 00:34:32.531]  That's frontsight.com.
[00:34:32.551 --> 00:34:44.935]  And lastly, don't forget the online video bookstore at infowars.com, where you can get Invisible Empire, New Order Defined, our newest film just released last week to rave reviews, really is a powerful tool, and premiering
[00:34:45.555 --> 00:34:49.338]  In 48 hours at PrisonPlanet.tv, Police State, The Rise of FEMA.
[00:34:49.639 --> 00:34:53.141]  It's been eight years since I've made, or right at eight years since I've made a Police State film.
[00:34:53.202 --> 00:34:56.905]  It covers the FEMA camps, the globalist takeover, false flag terror, everything.
[00:34:57.245 --> 00:34:59.006]  This film will wake people up.
[00:34:59.026 --> 00:35:01.809]  So you can order the DVD at InfoWars.com or call 888-253-3139.
[00:35:01.829 --> 00:35:02.049]  888-253-3139.
[00:35:02.089 --> 00:35:02.850]  Or again, InfoWars.com.
[00:35:02.870 --> 00:35:04.031]  Okay, Max Keiser finishing up.
[00:35:13.198 --> 00:35:33.224]  We'll throw that London Guardian article back up on screen where it says that this game Farmville Farmville user runs up 900 pound or basically a $1,500 debt 12 year old boy didn't know basically what he was part of and you said this is something new that the manipulators are gonna do.
[00:35:33.304 --> 00:35:38.125]  I remember you probably four or five months ago talking about it here on the show.
[00:35:38.225 --> 00:35:39.446]  Listeners remember it as well.
[00:35:39.866 --> 00:35:40.946]  Why is this so important?
[00:35:42.099 --> 00:35:47.345]  Because Facebook has over 400 million users, and they're going to start to roll out a new virtual currency.
[00:35:47.845 --> 00:35:53.091]  And this virtual currency is a new currency that is going to have no collateral whatsoever.
[00:35:53.131 --> 00:35:57.516]  They can just issue all the currency they want, but it does have interest-bearing attached to it.
[00:35:57.916 --> 00:36:11.524]  So you'll be looking at your account and say, here's 10,000 more Facebook dollars, and you'll start spending it, and you'll start playing with it on FarmVille, or you'll start interacting on these various virtual platforms, and at the end of the month, you'll say, well, the interest on your virtual currency is due!
[00:36:11.584 --> 00:36:12.465]  You owe us 20 bucks!
[00:36:12.685 --> 00:36:13.105]  Real money!
[00:36:13.946 --> 00:36:22.616]  And I'm looking at a story that you post on your site on March 20 called, it says, a German central bank admits that credit is created out of thin air.
[00:36:22.856 --> 00:36:24.959]  This is on Infowars.com.
[00:36:25.019 --> 00:36:28.503]  It talks about most people think that banks lend solely on deposits.
[00:36:30.145 --> 00:36:35.151]  Uh, but in fact, the German Central Bank admits that they lend without any deposit at all.
[00:36:35.511 --> 00:36:37.354]  That's the definition of a virtual currency.
[00:36:37.574 --> 00:36:39.637]  They just lend, they have no deposit.
[00:36:39.997 --> 00:36:47.667]  Now, Facebook, which has 400 million users, turned out 500 million users, are going to just lend virtual currency to people with an interest attached to it.
[00:36:47.947 --> 00:37:02.103]  They're going to be interacting with it, and at the end of the month, they'll owe real dollars interest, which of course, if they can't pay it, then it kicks up to the federal government, then they start to garnish your pay, then they start to try to get the cash from you, and you're right back at that casino gulag that I've talked about so many times.
[00:37:02.864 --> 00:37:04.165]  Well, let's go one further.
[00:37:04.245 --> 00:37:06.706]  I remember when I was in college and had absolutely no money.
[00:37:07.506 --> 00:37:10.507]  Literally two, three, four credit cards a week were coming to me.
[00:37:10.527 --> 00:37:17.950]  And now that I have decent credit and I'm not in debt that much, I don't get but a few credit cards a year sent to me in the mail.
[00:37:18.410 --> 00:37:25.753]  So they send you credit cards backed up with nothing, 20, 30 percent interest, and literally make you a debt slave.
[00:37:25.853 --> 00:37:27.374]  That's what we're dealing with here.
[00:37:28.581 --> 00:37:29.141]  Yeah, exactly.
[00:37:29.161 --> 00:37:33.482]  You're dealing with the same thing, except it's more insidious than that.
[00:37:35.103 --> 00:37:38.564]  Because online, it's in a game environment.
[00:37:38.684 --> 00:37:40.405]  And here's another story you should look at.
[00:37:40.445 --> 00:37:41.525]  It's on the Financial Times.
[00:37:41.605 --> 00:37:45.206]  It's called Games Prey on Your Mind by Christopher Caldwell.
[00:37:45.746 --> 00:37:56.530]  It talks about how these environments, like on Facebook and other places, are designed by behavioral economists and casino operators to get you addicted, as you would in any casino.
[00:37:56.870 --> 00:37:58.690]  So it's not even economics at this point.
[00:37:58.750 --> 00:38:05.093]  It's just predatory lending by casino operators using these virtual currencies.
[00:38:05.153 --> 00:38:05.913]  It's a great story.
[00:38:06.273 --> 00:38:09.194]  It talks about in detail this new trend.
[00:38:09.674 --> 00:38:12.996]  And let's be clear, that's what the New World Order is, and they define themselves this way now.
[00:38:13.016 --> 00:38:19.381]  It's global private central banks who are Ponzi scheme operators, but instead of the Ponzi scheme going bust and they've got to hightail with the money,
[00:38:35.211 --> 00:38:52.686]  Now, they take over your society after each bust that they create, and everything is literally like a Matrix-like system where you take the game Second Life and others with tens of millions of users, they're spending 10, 20 hours a day in some cases.
[00:38:52.906 --> 00:38:59.972]  In fact, I've read articles of people dying after three, four days playing these games, not even getting up from their chair, and they're spending real money.
[00:39:01.854 --> 00:39:04.960]  A couple was raising a virtual child on an online game.
[00:39:05.361 --> 00:39:08.127]  They were in the video parlor for 12 hours.
[00:39:08.187 --> 00:39:12.356]  They neglected their real child, who died of starvation.
[00:39:15.124 --> 00:39:22.430]  And so when we talk about not being able to wake the public up, that they're under mind control, now they admit what we already knew over a decade ago, propaganda placement.
[00:39:23.111 --> 00:39:32.578]  The corporations call it behavior placement, where the government and corporations are paying for ads that brainwash us inside of the television program.
[00:39:32.598 --> 00:39:38.263]  So when you're talking to your neighbor and you can't get through to them about real issues, it's because they're literally under mind control.
[00:39:41.128 --> 00:39:47.832]  Economically speaking, what banks know and what politicians know is that everybody will
[00:39:49.224 --> 00:39:49.524]  Take.
[00:39:49.864 --> 00:39:50.264]  Free.
[00:39:50.525 --> 00:39:51.005]  Loans.
[00:39:51.325 --> 00:40:01.869]  And it goes back to the days when General Motors Acceptance Corporation, or GMAC, figured out that they could lend money to people to buy cars, and that's how they became number one over Ford Motor.
[00:40:02.110 --> 00:40:08.272]  And that's why GMAC became much bigger to Ford Motor, the lending to buy cars, than the actual car manufacturing.
[00:40:08.432 --> 00:40:10.973]  That's why they allowed cars manufactured to go to Japan.
[00:40:11.374 --> 00:40:14.415]  Because they made more money on lending and not on car manufacture.
[00:40:14.775 --> 00:40:16.696]  And that was a trend that's been in place for
[00:40:17.556 --> 00:40:32.181]  30 years where lending and financialization of the economy has taken precedence over all other aspects of the economy and has created a society that only looks at interest rates to determine their own self-worth and how much money they owe at the end of the month.
[00:40:32.461 --> 00:40:37.903]  And they're constantly willing to gamble at any given moment to try to get that debt level down.
[00:40:37.923 --> 00:40:45.986]  And of course they're always going to lose because the economy is operated by casino operators whose business it is to create losing gambles.
[00:40:46.346 --> 00:41:00.874]  And so we have this false economy waging war against the real economy, another reason for the fake environmental movement, that allows the casino operators to go in and selectively shut down any business or corporation that doesn't play ball with them.
[00:41:00.914 --> 00:41:13.221]  I mean, this is a psychological warfare system run by a bunch of criminals, and the public is almost defenseless because they've been conditioned by the mind control that it's cool to not care.
[00:41:14.383 --> 00:41:25.269]  Well, because these games and currencies are attached to basic technologies like the use of a phone or other basic utilities like electricity, it's unavoidable.
[00:41:25.689 --> 00:41:26.990]  Or like television.
[00:41:27.530 --> 00:41:35.054]  And so people come into contact with this, whether they like it or not, they are forced to come into contact with this and they're forced to become hooked on this.
[00:41:35.414 --> 00:41:37.195]  So it's just like a ghetto environment.
[00:41:37.215 --> 00:41:39.296]  People in the ghetto get hooked on drugs because
[00:41:39.896 --> 00:41:40.898]  It's all around them.
[00:41:41.218 --> 00:41:54.999]  And this new gulag casino ghetto of virtual currencies preys on the fact that people are unable to escape from this digital casino gulag envelopment of their lives by bankers and technologists and virtual currency lenders.
[00:41:55.692 --> 00:42:11.565]  And now, doctors are all over the place saying the 3D televisions literally put people into a dream state, even more than regular TV, and that it's causing seizures, it's causing people to pass out, it's causing mental illness, and all of television is about to convert to 3D.
[00:42:11.945 --> 00:42:14.347]  We are being inserted into this mental illness.
[00:42:15.928 --> 00:42:21.833]  Well, that's just part and parcel of a trend which is to
[00:42:22.682 --> 00:42:31.268]  To negate the reality of the real world, the natural forces of reality, and to accept the digital reality as being real.
[00:42:31.328 --> 00:42:33.989]  And that's what's so fantastic about this volcano in Iceland.
[00:42:34.390 --> 00:42:37.612]  That it's forcing people to understand that there is a real world.
[00:42:38.192 --> 00:42:42.837]  That there is an Earth that can do things that will change people's lives.
[00:42:42.897 --> 00:42:48.742]  And for this reason, this volcano in Iceland is quite important for people to understand that it's not a digital event.
[00:42:49.043 --> 00:42:50.124]  It's not a Hollywood event.
[00:42:50.404 --> 00:42:55.128]  This is an actual volcano affecting the actual planet Earth that we live in.
[00:42:55.649 --> 00:43:02.035]  And maybe this, you know, if it can shut down the grid and get people to understand that they are human,
[00:43:02.955 --> 00:43:06.818]  For at least a brief moment, then maybe there's a moment of sanity.
[00:43:07.298 --> 00:43:13.081]  And we see the UN coming in and saying, pay us taxes and we'll stop the volcano.
[00:43:13.121 --> 00:43:14.802]  That's actually in the news.
[00:43:15.162 --> 00:43:25.909]  So you have the establishment waging war, literally, against reality and trying to force everyone into this matrix.
[00:43:25.929 --> 00:43:27.630]  I mean, almost every adult male I know
[00:43:28.670 --> 00:43:36.498]  Doesn't research, isn't involved, doesn't care about their future, but they play fantasy football and really care, believing they own sports teams.
[00:43:37.537 --> 00:43:39.357]  Well, this is what I said is happening now.
[00:43:39.898 --> 00:43:46.779]  The fraudsters of the virtual currency and the prediction market operators are moving into this box office space of box office futures contracts.
[00:43:47.119 --> 00:43:48.600]  It's going to be a huge wave.
[00:43:48.660 --> 00:43:49.720]  It's going to wash over.
[00:43:49.740 --> 00:43:57.101]  You're going to have Jim Cramer talking about Scarlett Johansson moving up and down on the Canter Exchange and Iron Man Part 2 and Iron Man Part 3.
[00:43:57.362 --> 00:43:58.262]  It's going to go global.
[00:43:58.522 --> 00:44:03.643]  People won't be able to resist it because you're mixing the fraud of Wall Street with the fantasy of Hollywood.
[00:44:13.249 --> 00:44:16.210]  Literally, we are being inserted into a matrix right now.
[00:44:16.310 --> 00:44:17.431]  This is how it's happening.
[00:44:17.471 --> 00:44:24.075]  We're being sucked into the computers, sucked into the television, sucked into the false reality so fast.
[00:44:24.095 --> 00:44:28.998]  Now let's get into gold, because I want to get into gold and then back into the civil indictment
[00:44:29.798 --> 00:44:33.200]  Of Goldman Sachs and where you think that's going and what's being charged there.
[00:44:33.521 --> 00:44:37.903]  Your specific view, is this a red herring, a slap on the wrist, or is this the beginning of something new?
[00:44:37.923 --> 00:44:45.568]  Because we know Goldman Sachs literally runs the government, along with JPMorgan and others, so what does Max Keiser think is going on here?
[00:44:45.628 --> 00:44:46.469]  What's your intel?
[00:44:46.789 --> 00:44:54.354]  But back to the manipulation of the gold market, you have them pumping up fake things that aren't real into bubbles while suppressing
[00:44:55.134 --> 00:45:00.075]  A true commodity like silver or gold, with more and more evidence coming out of how they're manipulating it.
[00:45:00.875 --> 00:45:01.795]  Yes, excellent point.
[00:45:02.335 --> 00:45:04.016]  Gold and silver are real.
[00:45:04.476 --> 00:45:13.318]  And for that reason, it's a threat to the Ponzi schemes, the pyramid operators, and the Goldman Sachs derivative terrorist-wielding psychopaths on Wall Street.
[00:45:13.338 --> 00:45:15.158]  It's real, so it's a threat.
[00:45:15.438 --> 00:45:21.639]  And for this reason, they've kept the price down for years, and this is covered extensively by groups like Gold's Antitrust Action Committee.
[00:45:21.899 --> 00:45:24.160]  Now, a couple of weeks ago, there was testimony in London
[00:45:24.898 --> 00:45:25.198]  I think so.
[00:45:42.697 --> 00:45:51.807]  Just completely and utterly manipulated, and the CFTC now has this irrefutable evidence before them that they haven't acted on it yet.
[00:45:51.887 --> 00:45:59.936]  I wouldn't expect them to act on it, but essentially the goal here is to keep the price of gold and silver low because if it were to rise, it would be
[00:46:00.729 --> 00:46:11.937]  Reality rearing its ugly head and then money would start to flow into something real and out of the complete fake digital synthesized airsoft world of derivative trading and casino gulagism.
[00:46:12.398 --> 00:46:14.419]  And that's why the price has been kept as low.
[00:46:14.619 --> 00:46:24.387]  But there are people out there who have a lot of money who are forcing the exchanges like the London Bullying Market Association and Comex who are short
[00:46:25.067 --> 00:46:26.048]  A hundred times.
[00:46:27.009 --> 00:46:31.192]  They have a hundred times more orders than they have actual gold in the vault.
[00:46:31.593 --> 00:46:35.056]  So if these guys demand physical delivery of their silver,
[00:46:35.743 --> 00:46:40.285]  And it's proven and it's shown that they don't have the silver to deliver.
[00:46:40.325 --> 00:46:50.811]  You have what's called a short squeeze, so the market has to go out there and actually buy physical silver to deliver, and then you have this ramp up in the price of gold and silver.
[00:46:51.111 --> 00:46:55.073]  And that's kind of what people are waiting for right now, is they're waiting for the other shoe to drop.
[00:46:55.093 --> 00:46:57.054]  They're waiting for some major hedge fund to say,
[00:46:57.834 --> 00:47:00.536]  We want physical delivery of our gold and silver.
[00:47:00.576 --> 00:47:01.437]  We want it this month.
[00:47:01.737 --> 00:47:03.319]  I talked about this on your show last year.
[00:47:03.659 --> 00:47:07.963]  I thought that this was going to happen on the COMEX last December, that they were going to bust the COMEX.
[00:47:08.403 --> 00:47:09.924]  And it looked like they were going to do that.
[00:47:09.964 --> 00:47:16.490]  There was a guy up in Canada who was suggesting that he was going to bust the COMEX by demanding physical delivery of his gold.
[00:47:17.030 --> 00:47:18.571]  And it never materialized at that time.
[00:47:18.791 --> 00:47:20.973]  But the pressure has just been building ever since.
[00:47:22.719 --> 00:47:28.464]  Profit opportunities are dwindling because now the FTC and other regulators are shutting down the Ponzi scheme.
[00:47:28.844 --> 00:47:37.111]  The guys with the big money, they realize that the last game in town, even George Soros said that gold bullion will be the last bubble.
[00:47:37.351 --> 00:47:39.492]  It'll be the last hurrah.
[00:47:39.533 --> 00:47:40.373]  Prices won't go to $2,500.
[00:47:41.574 --> 00:47:43.436]  Prices will go to $10,000 to $15,000.
[00:47:43.576 --> 00:47:46.038]  It'll be a huge bubble.
[00:47:46.078 --> 00:47:47.299]  It'll be the last bubble.
[00:47:48.087 --> 00:47:49.308]  And, uh, it's not too late.
[00:47:49.348 --> 00:47:59.796]  People gotta own this thing now, because ultimately, when it's all exposed, and it all comes crashing down, only those with the gold are gonna be able to survive another day.
[00:47:59.976 --> 00:48:03.538]  And it won't matter if you bought gold at $1,000 and it goes up to $15,000.
[00:48:03.799 --> 00:48:06.060]  When it busts, it goes back down to $6,000.
[00:48:06.421 --> 00:48:07.141]  It won't matter.
[00:48:07.501 --> 00:48:09.943]  The suckers are gonna be the ones that are buying it when it's $10,000 an ounce.
[00:48:12.873 --> 00:48:22.178]  The general rule of thumb is just every single month put some savings into gold bullion and just do it religiously every month.
[00:48:22.798 --> 00:48:28.921]  And this way you're always going to get an average price that's good and you're going to be protected now.
[00:48:29.574 --> 00:48:36.258]  That's just, it's not going to shoot up 300% in a week like some dot-com stock.
[00:48:36.618 --> 00:48:43.362]  It's not going to be like Goldman Sachs crashing in a day that if you're short, you know, it's not a day trade.
[00:48:43.522 --> 00:48:47.945]  It's something you've got to do and think about intelligently and take an approach that works over time.
[00:48:47.965 --> 00:48:51.327]  I have been buying gold every month for eight years.
[00:48:53.444 --> 00:48:53.844]  Me too.
[00:48:54.505 --> 00:48:55.406]  A little bit every month.
[00:48:55.486 --> 00:48:57.307]  Now, let's get into Goldman Sachs.
[00:48:57.407 --> 00:49:00.870]  What does this SEC civil indictment mean?
[00:49:03.352 --> 00:49:22.988]  Well, it's really fascinating because they came out swinging last Friday with a very strong civil indictment and they laid out the case for alleged fraud and they've opened the door now to others
[00:49:23.308 --> 00:49:26.751]  For a criminal indictment, and there's going to be a lot of lawsuits.
[00:49:26.991 --> 00:49:29.173]  I'm looking for Andrew Cuomo in New York City.
[00:49:29.853 --> 00:49:39.441]  I think he could make a huge political gain if he did to Goldman what Rudy Giuliani did to Drexel Burnham back in the 1980s.
[00:49:39.461 --> 00:49:45.846]  If you remember, Drexel Burnham was the Goldman Sachs of his day before the stock market crash of 1987 with Mike Milken.
[00:49:46.406 --> 00:49:47.087]  And that crowd.
[00:49:47.367 --> 00:49:55.854]  Rudy Giuliani rode into town and busted up Drexel and it launched a huge political career for Rudy Giuliani.
[00:49:55.934 --> 00:50:00.178]  But this is much bigger and Goldman Sachs is running the looting globally.
[00:50:00.478 --> 00:50:02.620]  They're at the top, as you know, of almost every government.
[00:50:02.940 --> 00:50:05.242]  I mean, I don't see them allowing this to be brought down.
[00:50:05.262 --> 00:50:06.663]  Or are they getting ready to implode it?
[00:50:07.224 --> 00:50:09.626]  And are they already moving their assets out into a new shell?
[00:50:10.196 --> 00:50:22.360]  Well, remember, the busting of Drexel and Ivan Boski and Dennis Levine and that whole period resulted in a 22% drop in the Dow Jones in one day on October 19, 1987.
[00:50:22.440 --> 00:50:25.181]  To put that into context, you'd have to have roughly a 2,500 point drop on the Dow in one day.
[00:50:25.221 --> 00:50:26.341]  So it was big news at the time.
[00:50:32.763 --> 00:50:34.786]  And it was really a seismic.
[00:50:34.966 --> 00:50:36.708]  It was the biggest crash in history at the time.
[00:50:36.948 --> 00:50:43.476]  So, although we've seen really some pain in the last couple of years... Well, stay there, stay there.
[00:50:43.516 --> 00:50:44.637]  Gotta break Max Keiser.
[00:50:44.677 --> 00:50:45.779]  MaxKeiser.com.
[00:50:46.219 --> 00:50:48.162]  I'm Alex Jones with InfoWars.com.
