# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:31.280 --> 00:00:32.859]  Tomorrow's news today.
[00:37:39.280 --> 00:37:45.679]  But most importantly, maybe in terms of allowing millions and millions of people into our country that we shouldn't have.
[00:37:47.519 --> 00:37:54.800]  Now, I know a lot of the stuff that Gabbard has because a lot of it's already come out.
[00:37:55.119 --> 00:37:58.079]  Remember, Abbott, they stole the 2020 election.
[00:38:00.320 --> 00:38:01.760]  It came out this year.
[00:38:02.559 --> 00:38:14.400]  The FBI, the CIA, released it that the FBI knew China flew in private planes full of ballots and keyball around states, Michigan, Pennsylvania, you name it.
[00:38:14.480 --> 00:38:20.880]  We had witnesses at the time and whistleblowers and the Chinese driving in with the vans at 2 a.m. delivering it on the surveillance cameras.
[00:38:20.960 --> 00:38:22.639]  So we all reported this then.
[00:38:23.519 --> 00:38:29.840]  But now the documents that the FBI knew and good FBI agents were doing their job and they got told shut it down.
[00:38:30.480 --> 00:38:39.360]  And they knew because they had access to the NSA-CIA database that was already tracking them.
[00:38:39.679 --> 00:38:45.360]  And so there were actually good people in the government, in the agencies that were saying, look at these Chinese.
[00:38:46.880 --> 00:39:00.480]  And but then it turned out they were working with other people in the Justice Department and high-level CIA to steal the election with the mail-in ballots they flew in, all marked for Joe Biden.
[00:39:03.679 --> 00:39:13.039]  Wasn't enough to have the safe houses and the mail-in ballots and filling out people's names and having mules go drop them off in the mailboxes and the drop boxes, the postal service drop-off boxes?
[00:39:13.360 --> 00:39:22.079]  No, they had postal workers in Pennsylvania stuck out there waiting five hours to deliver their load into a big voting counting center.
[00:39:22.239 --> 00:39:23.679]  And he says, you know what?
[00:39:23.760 --> 00:39:26.719]  I see these other trucks delivering all these ballots.
[00:39:27.039 --> 00:39:30.559]  And, you know, it's a smart postal service mail carrier.
[00:39:30.639 --> 00:39:37.039]  And he's like, man, these boxes don't look like what a normal ballot box thing looks like or whatever.
[00:39:37.360 --> 00:39:38.960]  These are all, you know, let me open it.
[00:39:39.360 --> 00:39:49.760]  He gets back there and opens it up and the whole van, a big truck, was full of ballots only marked for Joe Biden, unfolded and crisp.
[00:39:51.280 --> 00:39:52.800]  So he delivers it finally.
[00:39:52.960 --> 00:39:58.719]  He goes and tells the FBI and then they come back later and threaten to arrest him and tell him, shut up.
[00:39:59.920 --> 00:40:01.199]  I mean, that's the kind of stuff we have.
[00:40:01.280 --> 00:40:03.360]  And we have Chinese Americans that witnessed it.
[00:40:03.440 --> 00:40:07.920]  And we had people in China that witnessed it and thought it was wrong and sent clips back to family.
[00:40:08.239 --> 00:40:10.239]  Because people have a sense of decency everywhere.
[00:40:10.559 --> 00:40:15.440]  And you're in a factory in China and you're printing off Joe Biden ballots.
[00:40:17.280 --> 00:40:19.280]  I mean, this is ridiculous.
[00:40:19.599 --> 00:40:30.719]  And so it's not just that the CIA and the FBI knew, you know, still inside the government, still in control, because Trump never got even 10% control of the government.
[00:40:31.039 --> 00:40:33.039]  They were running it with him.
[00:40:36.480 --> 00:40:40.880]  So that's just one little goody-goody in there.
[00:40:42.719 --> 00:40:47.519]  That's just one little goody-goody because you're going to get way more.
[00:40:48.000 --> 00:40:51.440]  We already have a smoking gun, but this is going to be specifically from the top.
[00:40:52.179 --> 00:40:56.019]  Yeah, it's called treason.
[00:40:56.019 --> 00:40:56.349]  Yeah.
[00:40:56.519 --> 00:41:03.588]  Yeah.
[00:41:03.599 --> 00:41:08.480]  And remember what happened on November of this last year?
[00:41:09.440 --> 00:41:10.960]  It was clear Trump had won.
[00:41:11.280 --> 00:41:14.400]  He was points ahead on all those key battlegrounds.
[00:41:14.719 --> 00:41:17.039]  And then midnight comes around and they just say, we're waiting.
[00:41:17.199 --> 00:41:17.519]  We don't know.
[00:41:17.599 --> 00:41:18.960]  Kamala may go ahead.
[00:41:19.280 --> 00:41:33.760]  And then all of a sudden in Pennsylvania, Michigan, other states, in pull the vans and in pull the private vehicles out of state's plates and they get out and out come all the poll watchers and all of the Republican lawyers who had to sue just people to be there.
[00:41:34.000 --> 00:41:35.679]  They were all blocked in 2020.
[00:41:36.000 --> 00:41:37.679]  Remember, they covered up the windows and all that.
[00:41:37.920 --> 00:41:41.840]  Same thing in Georgia.
[00:41:42.159 --> 00:41:43.360]  Same thing in Arizona.
[00:41:43.519 --> 00:41:45.360]  Same thing in Michigan.
[00:41:46.000 --> 00:41:47.840]  Same thing in Pennsylvania.
[00:41:48.159 --> 00:41:49.840]  Same thing in key counties.
[00:41:50.159 --> 00:41:51.679]  Places like Texas where they stole it.
[00:41:51.840 --> 00:41:53.840]  Same procedure, same battle plan.
[00:41:54.480 --> 00:41:55.199]  Get out of the building.
[00:41:55.280 --> 00:41:55.679]  There's a fire.
[00:41:55.760 --> 00:41:56.320]  Get out of the building.
[00:41:56.400 --> 00:41:57.599]  A water main broke.
[00:41:57.920 --> 00:42:00.079]  And then the surveillance cameras, they didn't turn off.
[00:42:00.239 --> 00:42:06.239]  They're just in there jamming those ballots in there as fast as they can and just running the same box over and over again.
[00:42:09.360 --> 00:42:11.039]  Well, they know what they're doing.
[00:42:15.199 --> 00:42:25.280]  And that's just one little thing that itself should sink them.
[00:42:25.840 --> 00:42:29.920]  And what it's going to do to the Democrats, the quarter of public opinion, is beyond devastating.
[00:42:31.119 --> 00:42:34.960]  And so just remember, I'll go wherever the Epstein information takes us.
[00:42:36.480 --> 00:42:39.519]  And Trump's handling of it was the perfect way to create the Streisand effect.
[00:42:39.679 --> 00:42:51.360]  But what I've analyzed in the backstory I had and all the pieces I had, I said weeks ago, I believe he threw a fit because they've spiked it with disinfo, even before Trump came out and said that.
[00:42:52.320 --> 00:42:53.360]  It's not just one file.
[00:42:53.440 --> 00:42:55.599]  It's all these piles of things they've got.
[00:42:55.920 --> 00:42:58.639]  And innuendo and rumors and garbage.
[00:43:00.000 --> 00:43:09.360]  But the real stuff is in the better stuff is in the court hearings and is in the grand jury stuff.
[00:43:09.920 --> 00:43:17.760]  But the big one, and Trump has said all pertinent information, not just the courts and the grand juries.
[00:43:17.840 --> 00:43:19.440]  But he said, no, anything pertinent, Bonnie, do it.
[00:43:19.519 --> 00:43:20.480]  Well, he needs to be specific.
[00:43:20.720 --> 00:43:38.320]  He needs all of Epstein's banking records for the year before he was arrested again, and for the year after he died, he was only in jail 30-something days, prison, holding facility, federal holding facility, awaiting trial.
[00:43:39.519 --> 00:43:51.280]  They need to release all the bank records because a billion plus went out right before he went to prison, and then a billion plus went out really fast out of his bank account right after he died, a billion won.
[00:43:52.239 --> 00:43:56.720]  And if you want to know who runs him, that's going to tell you.
[00:43:59.840 --> 00:44:01.280]  And of course we know.
[00:44:02.239 --> 00:44:03.039]  Mossad.
[00:44:04.559 --> 00:44:06.800]  But it was such an old, long-standing operation.
[00:44:06.880 --> 00:44:15.280]  It had approval from the CIA, and they worked jointly with MI6 that set up the original honeypot operation with Islan Maxwell's father on record.
[00:44:17.760 --> 00:44:23.360]  And you could say, well, they came to Trump and said it's Mossad, CIA, it'll bring down the government.
[00:44:23.440 --> 00:44:24.960]  You got to cover it up.
[00:44:26.239 --> 00:44:29.119]  And then he's like, okay, for the greater good, it'll crash the economy.
[00:44:29.280 --> 00:44:29.760]  I'll do it.
[00:44:30.000 --> 00:44:30.800]  I don't agree with that statement.
[00:44:30.880 --> 00:44:31.599]  I'm wargaming.
[00:44:31.679 --> 00:44:34.320]  What he could have been the thought.
[00:44:35.920 --> 00:44:41.760]  And then he wasn't sophisticated enough to know that the way he came out and said, shut it down, blow up his face.
[00:44:41.840 --> 00:44:48.559]  But I said that probably wasn't it 18 days ago, before it was even admitted that he was the one behind ordering the cover-up.
[00:44:49.440 --> 00:44:50.480]  That's what that was.
[00:44:51.360 --> 00:44:53.760]  I said, no, that would be the boilerplate.
[00:44:54.320 --> 00:44:54.639]  No.
[00:44:55.920 --> 00:44:59.440]  He either made a deal with them to get off his back, to get the agenda through.
[00:44:59.679 --> 00:45:01.360]  That's probably part of it.
[00:45:02.320 --> 00:45:05.119]  And they put a bunch of embarrassing stuff about his wife in there that's not true.
[00:45:05.199 --> 00:45:06.559]  We already tried that and a bunch of other stuff.
[00:45:06.720 --> 00:45:08.880]  And he just said, it's time to move on.
[00:45:10.159 --> 00:45:13.599]  And then they had a deal to come out and say it's over.
[00:45:15.199 --> 00:45:20.720]  But then when he made the deal, they all stabbed him in the back immediately and made a bigger deal out of it.
[00:45:21.039 --> 00:45:23.280]  And so Trump's like, fine, release it all.
[00:45:23.599 --> 00:45:26.480]  And now the Democrats don't want it released, of course.
[00:45:27.440 --> 00:45:29.760]  And it is just an unmitigated disaster.
[00:45:30.000 --> 00:45:35.199]  So the only way to go, Trump, is to call for total, complete release of everything.
[00:45:37.679 --> 00:45:46.800]  And if you think this is going to go away, nope, the Republicans are subpoenaing for everything from Trump, from the Clintons, from all of it.
[00:45:46.880 --> 00:45:48.880]  And the Clintons are crapping bricks.
[00:45:49.199 --> 00:46:01.599]  Because unlike Trump, where there's no real meat and potatoes, the Clintons, Deputy Heather Foundation was convicted for kidnapping and smuggling kids out of hay that weren't even orphans.
[00:46:02.719 --> 00:46:04.400]  And then we've been doing more of a research.
[00:46:04.559 --> 00:46:05.920]  Some of the crew has.
[00:46:07.840 --> 00:46:11.280]  And I knew about some of this, but God, the stuff we just found.
[00:46:11.599 --> 00:46:18.000]  And I'm going to have to go over this more and then maybe shoot a special report today or do it right at the start of the show tomorrow.
[00:46:18.320 --> 00:46:31.760]  But, of course, you can't swing a stick in the dark around Ghislaine Maxwell and the Clintons and the Podestas and not hit an Aleister Crowley priest.
[00:46:32.639 --> 00:46:34.639]  Oh, it's mainstream news.
[00:46:34.960 --> 00:46:38.719]  So I don't mind other people hearing this and going to research it yourself and breaking yourself.
[00:46:39.679 --> 00:46:41.679]  My whole job is everybody else covering stuff.
[00:46:42.000 --> 00:46:46.400]  But I'll do it just like nobody would touch the really big WikiLeaks devil worship stuff.
[00:46:46.719 --> 00:46:48.559]  The first few days we found it and would put it out.
[00:46:48.639 --> 00:46:49.519]  So I got the main blame for it.
[00:46:49.679 --> 00:46:51.519]  Then they came after me, which is fine.
[00:46:51.840 --> 00:46:58.719]  And I also dug out the delivering seven-year-olds to the hot tub for John Podesta's pleasure at the farmhouse.
[00:46:58.960 --> 00:47:00.000]  You know, another stuff like that.
[00:47:02.079 --> 00:47:02.639]  You know what?
[00:47:02.800 --> 00:47:06.719]  I'll do a special report on that this afternoon.
[00:47:06.800 --> 00:47:08.559]  We'll put it out and then we'll air it on the show tomorrow.
[00:47:08.880 --> 00:47:10.079]  This can't wait.
[00:47:10.800 --> 00:47:16.239]  But I've already got so much here, but the more I look at it, I think of hundreds of other things I want to get.
[00:47:16.800 --> 00:47:23.280]  Because it's like, this is damning, but it's only, this is just new stuff nobody's talked about.
[00:47:23.840 --> 00:47:25.760]  I have to get all the other stuff.
[00:47:26.079 --> 00:47:28.559]  I mean, all of it would take 100 hours.
[00:47:28.719 --> 00:47:33.199]  Well, maybe the worst hits, the greatest hits of evil then.
[00:47:33.519 --> 00:47:34.880]  And that gives me a headache to think about.
[00:47:34.960 --> 00:47:35.840]  There's so much.
[00:47:36.480 --> 00:47:37.679]  What am I getting at?
[00:47:38.320 --> 00:47:47.920]  With the Clintons, with all these people, with Gislane Maxwell, it is Devil Worshipper Central.
[00:47:50.159 --> 00:48:02.800]  And then people wonder, well, why at Epstein Island in that temple that we never got footage from until James O'Keefe got it, is it all about black magic and devil statues?
[00:48:04.960 --> 00:48:06.480]  And what do you think?
[00:48:06.800 --> 00:48:10.960]  What do these people, I've told you for decades, specifically about Epstein.
[00:48:11.519 --> 00:48:13.280]  I'd heard about him and others before.
[00:48:15.840 --> 00:48:18.800]  Joe Rogan will tell you almost 20 years ago, I talked about the island and that.
[00:48:18.960 --> 00:48:20.000]  They've got other ones.
[00:48:20.320 --> 00:48:22.079]  All these guys have got their own little island.
[00:48:22.320 --> 00:48:29.679]  Nygaard and the Virgin Atlantic guy and all of them right down the street.
[00:48:30.320 --> 00:48:46.559]  Folks, having sex with 15, 16-year-old girls, that's why Trump kicked him out of Mar-Lago 20 years ago because he was hitting on 14, 15-year-olds and also trying to take underage women in that were like 16, 17.
[00:48:47.679 --> 00:48:49.679]  That's what they do openly.
[00:48:53.119 --> 00:48:53.939]  No, folks.
[00:48:53.939 --> 00:48:58.838]  It's Black Sabbaths.
[00:48:58.899 --> 00:49:03.259]  It's Black Sabbaths.
[00:49:06.960 --> 00:49:07.920]  They're actually in the Bible.
[00:49:08.000 --> 00:49:09.519]  They're also in the Grand Grimoise.
[00:49:10.000 --> 00:49:17.599]  You can study just basic historical mystery school black magic that was done all over the world, but it's pretty much all the same.
[00:49:17.760 --> 00:49:24.320]  You know, we read about sacrificing kids, virgins to different gods.
[00:49:25.760 --> 00:49:35.440]  And some of the Greek culture would do that kind of in the proto-Greek culture, orgies and killing kids.
[00:49:35.760 --> 00:49:37.840]  Looks like that's the style he was doing.
[00:49:38.480 --> 00:49:43.280]  But I really don't want to describe what they do to a baby here.
[00:49:47.679 --> 00:49:48.239]  But you know what?
[00:49:48.400 --> 00:49:49.760]  We have a guest coming on the third hour.
[00:49:49.840 --> 00:49:55.599]  He's done some really great research on the Epstein Island documents and the James O'Keefe stuff that's on the chalkboard and the books.
[00:49:55.920 --> 00:49:56.639]  Thought he did a really good job.
[00:49:56.800 --> 00:49:59.199]  It's this interesting, his name's Pepperoni.
[00:49:59.280 --> 00:50:02.239]  Mr. Pepperoni will be joining us coming up.
[00:50:02.480 --> 00:50:03.360]  Got some other big guests.
[00:50:03.440 --> 00:50:05.519]  Kyle Seraph, an incredible FBI whistleblower.
[00:50:05.599 --> 00:50:06.800]  He's been dead on about the whole Trump thing.
[00:50:06.880 --> 00:50:09.119]  Predict him first, we'd get nothing and Trump will try to cover up.
[00:50:09.360 --> 00:50:11.519]  I was stunned when he said that first three, four months ago.
[00:50:12.079 --> 00:50:14.239]  We should probably pull the clips of him saying that on air.
[00:50:14.720 --> 00:50:16.960]  A lot of you remember it, but it's nothing like seeing it, huh?
[00:50:17.280 --> 00:50:18.720]  People really attacked him then.
[00:50:18.800 --> 00:50:21.119]  Man, oh, that Kyle Serif hates Trump.
[00:50:21.440 --> 00:50:22.800]  No, he doesn't.
[00:50:24.720 --> 00:50:26.000]  He just wants to be accurate.
[00:50:26.079 --> 00:50:28.000]  And boy, has he been accurate.
[00:50:28.960 --> 00:50:30.000]  So that's all coming up.
[00:50:30.320 --> 00:50:37.039]  But I want to continue on here a little bit with Clapper panicking.
[00:50:39.840 --> 00:50:43.440]  Oh, he used to brag that Trump was a Russian agent.
[00:50:44.639 --> 00:50:50.400]  But now he's on TV saying he's scared he's going to get arrested because Trump's so big and mean and bad.
[00:50:51.679 --> 00:51:03.360]  You're just the people that surveilled him and tried to overthrow the government and tried to put me in prison and persecute everybody and brought in the communist Chinese to steal 2020.
[00:51:05.280 --> 00:51:11.760]  And so you must be brought to justice, you evil old man.
[00:51:12.400 --> 00:51:13.679]  All right, we're going to go to break.
[00:51:13.920 --> 00:51:16.639]  I'm going to come back with all these clips I haven't gotten to yet.
[00:51:18.559 --> 00:51:27.280]  Please remember that the bad guys want us off the air because they know we have integrity and they know that we're smart and we understand things and it's hard to fool us.
[00:51:27.599 --> 00:51:33.119]  And if we don't have all the answers, we'll keep working on it until we get it on any issue.
[00:51:33.679 --> 00:51:41.519]  And my guests, my crew, everything we've done has had a major effect for civilization and society.
[00:51:41.760 --> 00:51:46.559]  So we have the big bombshell mega sale going until next Tuesday only.
[00:51:47.519 --> 00:51:52.720]  Buy one bottle of our incredible ultramethylene blue capsules or the liquid tincture.
[00:51:52.800 --> 00:51:59.760]  It's the exact same USP grade, the best methyl grade, and get a next-year bottle free of the same size, incredible.
[00:52:00.079 --> 00:52:10.559]  The Irish Seamos is the best organic delivered iodine with 93 other vitamins and minerals, trace elements, and other supernutrients.
[00:52:10.719 --> 00:52:13.360]  It is incredible for your health, your libido, your stamina.
[00:52:13.679 --> 00:52:16.320]  It all hits you from different angles, but together synergistically, it's amazing.
[00:52:16.559 --> 00:52:20.159]  Buy one bottle of the Irish Seamos gummies that are so popular, get a second bottle free.
[00:52:20.800 --> 00:52:22.719]  And that goes for the Shilajee gummies.
[00:52:22.960 --> 00:52:29.199]  If you don't know what Shilajy is, it's a bunch of natural peptides that just come out of the ground in the Himalayas when there's rock slides.
[00:52:29.360 --> 00:52:33.760]  It's millions of years old, and scientists don't even know how it's formed.
[00:52:34.079 --> 00:52:46.400]  But it's got natural diatoms and life living in it that as they live and die inside the rocks over millions of years, form these incredible supernutrient complexes that are peptides.
[00:52:47.039 --> 00:52:48.639]  And you hear all the rage about peptides.
[00:52:48.719 --> 00:52:49.920]  Well, not all shilogy is the same.
[00:52:50.000 --> 00:52:52.880]  This is the cleanest, best, one of the best veins in the world.
[00:52:53.119 --> 00:53:00.400]  We just went out and found the best top-rated, and it's just got the very best, amazing magical ingredients that God created.
[00:53:01.360 --> 00:53:02.960]  So if you want the gummies, they're really strong.
[00:53:03.039 --> 00:53:03.920]  They're amazing.
[00:53:04.239 --> 00:53:08.960]  And it's also infused with a bunch of other vitality-boosting supernutrients.
[00:53:09.519 --> 00:53:10.800]  It's a big old bottle of it.
[00:53:10.960 --> 00:53:19.119]  Get one bottle, already discounted, get a second bottle free on the Chilogy, on the Irish C-Moss, and on the Ultramethylene Blue.
[00:53:19.840 --> 00:53:24.639]  There's also all of the amazing Patriot apparel, ball caps, t-shirts.
[00:53:24.719 --> 00:53:25.679]  It all funds this operation.
[00:53:25.840 --> 00:53:34.880]  We've got the new Alex Jones Limited Edition Tactical Battle Dagger, stainless steel, double-edged, six inches, amazing handle.
[00:53:35.119 --> 00:53:38.239]  The scabbard's high-tech, super nice.
[00:53:38.559 --> 00:53:46.239]  And you can literally just take it in your hand and try to get the knife out by slinging the scabbard and it won't come out, but then it's super easy to pull out.
[00:53:46.559 --> 00:53:47.440]  Just snaps right in.
[00:53:47.519 --> 00:53:48.480]  This is as good as it gets.
[00:53:48.719 --> 00:53:51.199]  These sell in stores all day for $100, but we bought so many of them.
[00:53:51.360 --> 00:53:52.719]  We're able to sell it at a big discount to you.
[00:53:52.880 --> 00:53:55.119]  And it's engraved with 1776 on my signature.
[00:53:55.280 --> 00:53:56.800]  It's really classy and it's a fundraiser.
[00:53:56.960 --> 00:54:01.599]  Please get the limited edition Alex Jones signature, battle dagger now at thealxjonstore.com while supplies last.
[00:54:01.920 --> 00:54:03.840]  You're the reason we're on the air, the reason we can tell the truth.
[00:54:04.079 --> 00:54:05.119]  Thank you so much for supporting us.
[00:54:05.199 --> 00:54:06.960]  You're the reason we're having all the success against evil.
[00:54:07.039 --> 00:54:07.440]  We'll be right back.
[00:54:07.519 --> 00:54:08.000]  Stay with us.
[00:54:08.159 --> 00:54:09.760]  Huge announcement, ladies and gentlemen.
[00:54:09.920 --> 00:54:11.920]  I am beyond excited about this.
[00:54:12.239 --> 00:54:14.000]  I've wanted this knife for a year.
[00:54:14.320 --> 00:54:15.360]  It's super high quality.
[00:54:15.519 --> 00:54:17.519]  They finally got the right supplier and a bunch of them.
[00:54:17.599 --> 00:54:24.079]  It's in a beautiful KeepState black box with my signature in silver lettering on the top.
[00:54:24.320 --> 00:54:27.840]  And when you go inside, this incredible combat battle dagger.
[00:54:28.000 --> 00:54:35.760]  Limited edition Alex Jones signature battle dagger, a high-tech, super high-quality sheath with a high-tech clip onto your belt or your pants.
[00:54:36.079 --> 00:54:40.239]  And it's got a special system where the knife doesn't come out when it's upside down.
[00:54:40.480 --> 00:54:41.519]  Takes a little pull to get it out.
[00:54:41.679 --> 00:54:42.559]  It is amazing.
[00:54:42.880 --> 00:54:47.519]  This is, in my opinion, the very best defense battle dagger you can get.
[00:54:47.679 --> 00:54:51.920]  It's at an incredible price for $79.99 right now.
[00:54:52.239 --> 00:54:55.519]  This knife by itself in store sells for $100 every day.
[00:54:55.840 --> 00:54:58.960]  We bought 5,000 of them, so got the price down really low.
[00:54:59.199 --> 00:55:00.960]  Wholesales, we can pass that on to you.
[00:55:01.119 --> 00:55:03.519]  And the profit we make goes in to fund this operation.
[00:55:03.599 --> 00:55:11.679]  So you don't just get a great defensive system for yourself and your family, great in your car, great in your side, great in your purse, your glove compartment, also skin a buck with it, whatever you need.
[00:55:11.920 --> 00:55:13.119]  This is an amazing knife.
[00:55:13.440 --> 00:55:20.079]  You not only, though, get something to defend yourself, you defend the Republic in the information war by funding this operation.
[00:55:20.320 --> 00:55:28.880]  So get your limited edition Alex Jones Signature Battle Dagger at theAlexJonesStore.com right now, and it keeps this operation on the air.
[00:55:29.039 --> 00:55:29.920]  This isn't just a blade.
[00:55:30.000 --> 00:55:30.880]  It's a symbol of freedom.
[00:55:31.199 --> 00:55:36.639]  Limited edition Alex Jones Signature Battle Dagger is forged by Patriots, ready to defend the Republic from the globalist agenda.
[00:55:36.719 --> 00:55:42.559]  Featuring a double-edged black coated blade for unmatched ability and precision, this dagger is built to last.
[00:55:42.800 --> 00:55:49.760]  On one side is next to my signature, while the other side proudly bears 1776, a reminder that the spirit of revolution lives on stronger than ever.
[00:55:49.920 --> 00:55:55.280]  With its ergonomic non-slip grip designed, ready for any mission, the dagger isn't just a tool.
[00:55:55.440 --> 00:55:56.000]  It's a statement.
[00:55:56.159 --> 00:56:05.119]  Whether you're adding it to your collection or keeping it close as a symbol of resistance and for defense, this blade is for those who know that the answer in 1984 is 1776 get yours now.
[00:56:05.360 --> 00:56:16.800]  And then we are announcing a limited sale, the power drive bundle of power plant and methyl drive, which goes incredibly good with methylene blue.
[00:56:17.039 --> 00:56:21.440]  And both of these give you incredible natural energy, clarity, and focus.
[00:56:21.519 --> 00:56:23.920]  But you mix them together with methylene blue.
[00:56:24.079 --> 00:56:30.239]  I will tell you in Chase Geyser's observation himself, 10 times stronger than TurboForce.
[00:56:30.559 --> 00:56:31.599]  Did you hear what I just said?
[00:56:31.840 --> 00:56:35.119]  10 times stronger than TurboForce.
[00:56:35.360 --> 00:56:36.239]  Get yours now.
[00:56:36.559 --> 00:56:37.920]  Discounted massively.
[00:56:38.159 --> 00:56:40.720]  50% off when you get them together.
[00:56:40.960 --> 00:56:48.880]  50% off on the power drive bundle for a limited time, one week at thealexjonestore.com.
[00:56:49.039 --> 00:56:52.159]  and it funds this operation 1776 worldwide.
[00:56:52.159 --> 00:57:07.889]  Oh, oh, oh, oh.
[00:57:08.320 --> 00:57:14.480]  All right, so the Republicans have passed a resolution with the Democrats to subpoena the DOJ for its records.
[00:57:14.800 --> 00:57:17.440]  They're also subpoenaing the Clintons.
[00:57:17.519 --> 00:57:18.559]  We'll get into all that.
[00:57:20.239 --> 00:57:21.679]  As predicted, it wasn't hard.
[00:57:22.079 --> 00:57:28.320]  18 days ago when this broke, I said, Trump has ordered this and it's going to blow up in his face.
[00:57:30.720 --> 00:57:35.679]  And a lot of my listeners, maybe 10%, that's a lot of people, were like, wow, you joined the Democrats.
[00:57:36.000 --> 00:57:36.720]  No, I didn't.
[00:57:38.559 --> 00:57:39.840]  That was a very dumb move.
[00:57:40.159 --> 00:57:42.960]  And I've talked to so many people in the White House, you know, they totally agree.
[00:57:43.119 --> 00:57:44.400]  And Trump now knows it.
[00:57:45.039 --> 00:57:48.960]  He threw a fit because they came back to him and they said there's all this crap in there.
[00:57:49.280 --> 00:57:54.800]  Moral innuendo, nothing, you know, meat and potatoes, but all the recycled crap.
[00:57:55.440 --> 00:57:57.119]  And Trump threw a fit.
[00:57:58.320 --> 00:58:07.360]  And now it's backfiring, though, because suddenly now the Democrats don't want the files released from the court cases.
[00:58:08.000 --> 00:58:09.840]  And Obama judges blocked that.
[00:58:10.480 --> 00:58:25.920]  But again, we were the first on air to point out that it was the Democrats, Comey, his daughter, all of them in control of whatever they didn't want Trump to have that they were hiding in New York, which obviously that's a don't throw me in the briar patch.
[00:58:26.159 --> 00:58:27.760]  Oh, we've got these 14 terabytes.
[00:58:27.840 --> 00:58:28.480]  We've got all this.
[00:58:28.559 --> 00:58:29.519]  We don't want you to have it.
[00:58:29.840 --> 00:58:36.239]  The Justice Department goes and grabs it and comes back to Trump in May, according to the Wall Street Journal, and I think that's true, and says, you're in it.
[00:58:39.599 --> 00:58:43.760]  And then Trump's just like, oh my God, who knows what they've stuck in there?
[00:58:43.840 --> 00:58:45.519]  Who knows what they've twisted or made up?
[00:58:45.840 --> 00:58:46.800]  Well, I got a really good idea.
[00:58:46.880 --> 00:58:47.599]  It'll be recycled.
[00:58:47.679 --> 00:58:49.599]  And we're already seeing the recycled crap leaked.
[00:58:50.960 --> 00:58:52.559]  Russia, Russia, Russia 2.0.
[00:58:52.639 --> 00:58:54.000]  Trump's been truthful about that.
[00:58:54.159 --> 00:58:56.800]  He's right when he said this is Russia, Russia, Russia.
[00:58:57.119 --> 00:58:59.599]  But when he first blew up, he didn't say that.
[00:58:59.679 --> 00:59:00.559]  He just said there's nothing there.
[00:59:00.639 --> 00:59:01.199]  It's a hoax.
[00:59:01.519 --> 00:59:02.159]  Don't go there.
[00:59:02.480 --> 00:59:05.360]  Well, here's Mike Johnson being a bit more articulate about it.
[00:59:06.239 --> 00:59:08.000]  Quickly weigh in on Epstein.
[00:59:08.159 --> 00:59:11.199]  Many are hoping to see more of those files released.
[00:59:11.360 --> 00:59:13.519]  There could be future court proceedings.
[00:59:13.840 --> 00:59:21.199]  Is there any reason that you have to believe that any documents were tampered with by so-called deep state operatives?
[00:59:21.840 --> 00:59:24.880]  Look, it hasn't been my area that I've worked on.
[00:59:25.039 --> 00:59:26.880]  Unfortunately, I wish I knew more about it.
[00:59:27.039 --> 00:59:28.320]  It's been in the Department of Justice.
[00:59:28.480 --> 00:59:36.480]  One of our concerns is, of course, that it was held in the hands of the DOJ leaders under the last administration, the Biden-Harris administration.
[00:59:36.639 --> 00:59:42.880]  And we all know how crooked and corrupt so many of those top officials were, how they engaged in lawfare against President Trump.
[00:59:43.360 --> 00:59:48.320]  And he has a concern, and I do as well, that things could have been doctored in those records.
[00:59:48.400 --> 00:59:49.679]  So that's part of the concern.
[00:59:49.920 --> 00:59:51.679]  But I'm for full transparency.
[00:59:51.840 --> 00:59:53.599]  We all are, maximum transparency.
[00:59:53.760 --> 00:59:54.880]  The president is as well.
[00:59:55.039 --> 00:59:57.440]  There's no daylight between him and the Republicans in Congress.
[00:59:57.599 --> 01:00:04.719]  And we'll continue to advocate for that, to let the people see the records and draw whatever conclusions they will.
[01:00:07.840 --> 01:00:18.800]  Now, here's Clapper, Club 14, Clapper, in the good old days saying Trump's a Russian agent.
[01:00:19.760 --> 01:00:25.360]  And this is a year after they say, oh, we knew it wasn't real, so we said don't use it, even though they created it.
[01:00:25.679 --> 01:00:27.199]  Now he's changed his tune.
[01:00:27.440 --> 01:00:28.639]  This is him on TV yesterday.
[01:00:28.719 --> 01:00:33.760]  So first play him five, six years ago, and then let's go to the new club.
[01:00:33.840 --> 01:00:34.239]  Here it is.
[01:00:34.639 --> 01:00:43.039]  Well, I think this past weekend is illustrative of what a great case officer Vladimir Putin is.
[01:00:43.360 --> 01:00:47.360]  He knows how to handle an asset, and that's what he's doing with the president.
[01:00:48.000 --> 01:00:50.719]  You're saying that Russia is handling President Trump as an asset?
[01:00:51.519 --> 01:00:54.239]  That seems to be the appearance to me.
[01:00:54.800 --> 01:00:56.559]  Oh, but you didn't create it.
[01:00:56.639 --> 01:00:57.920]  You didn't do it, which we now know.
[01:00:58.159 --> 01:00:59.199]  I wasn't looking at the clock.
[01:00:59.280 --> 01:01:00.400]  There's not time to play the other clips.
[01:01:00.480 --> 01:01:02.800]  I'm going to come back and get to him yesterday.
[01:01:02.960 --> 01:01:04.159]  Oh, woe is me.
