# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:15.580 --> 00:01:04.030]  Tomorrow's news today.
[00:54:01.719 --> 00:54:06.380]  And boy, you don't defend South African farmers, some of which have been there in their families 300 years.
[00:54:06.940 --> 00:54:08.840]  And so Trump signed an executive order.
[00:54:09.150 --> 00:54:14.949]  Today, because it's on record that the government of South Africa is totally black nationalist, hates white people.
[00:54:15.369 --> 00:54:18.250]  Thousands and thousands and thousands of white farmers are murdered a year.
[00:54:18.909 --> 00:54:21.289]  Most South Africans have already wisely gotten out of the country.
[00:54:21.969 --> 00:54:30.550]  And so now Trump said, you know, total refugee status here, because that's real refugees from genocide.
[00:54:31.349 --> 00:54:33.449]  And the left tries to cover it up.
[00:54:33.590 --> 00:54:34.929]  They tried to defend it.
[00:54:35.420 --> 00:54:47.320]  And now Episcopal Charities, and I guarantee it'll be the other big ones as well, has come out and said, we will not help or get involved with these white people when they come here.
[00:54:48.940 --> 00:55:06.539]  So totally sick, but it's just the transparent, communist, globalist nature of the so-called churches and Jewish charities that claim their people of the faith and the Abrahamic system that we share.
[00:55:06.539 --> 00:55:12.289]  And that they are not going to get involved because it's white people.
[00:55:12.309 --> 00:55:14.760]  Because there is no white people ever getting persecuted.
[00:55:14.760 --> 00:55:16.778]  It's only white people that ever do anything wrong in the world.
[00:55:17.568 --> 00:55:21.010]  But everybody wants to get into white countries, though, because we're so evil and so bad.
[00:55:21.019 --> 00:55:25.780]  So good job to Trump really taking action on that.
[00:55:25.798 --> 00:55:28.119]  But sanctions on South Africa, it's disgusting.
[00:55:28.119 --> 00:55:32.199]  And absolutely, it's one of the most dangerous places in the world for white people to be.
[00:55:32.199 --> 00:55:33.530]  They should get the hell out of it.
[00:55:35.579 --> 00:55:36.500]  It's their new form of communism.
[00:55:36.500 --> 00:55:41.900]  It isn't based on money so much as it's based on race, but it's more class warfare, and they admit that's what they've done.
[00:55:42.500 --> 00:55:43.760]  That's the whole George Floyd thing.
[00:55:43.880 --> 00:55:45.900]  All of it's about is totally disgusting.
[00:55:46.539 --> 00:55:48.320]  So I'm glad these South Africans are coming here.
[00:55:48.420 --> 00:55:49.719]  They're good, hardworking people.
[00:55:50.059 --> 00:55:51.340]  We're proud to have them.
[00:55:51.739 --> 00:55:54.980]  And anybody else truly fleeing real murder, real persecution.
[00:55:55.500 --> 00:55:58.320]  But almost all the other people coming in here, it's on record, they're not refugees.
[00:55:58.860 --> 00:56:01.019]  They're coming here to be signed on to the leftist system.
[00:56:01.380 --> 00:56:03.460]  They'll be a new permanent underclass, and we don't want them.
[00:56:03.480 --> 00:56:05.789]  I don't care whether they're white, Hispanic, black, whoever they are.
[00:56:05.798 --> 00:56:06.759]  They're coming here to be communist.
[00:56:06.759 --> 00:56:07.860]  Deport their ass.
[00:56:07.860 --> 00:56:09.240]  You're fleeing real persecution.
[00:56:09.240 --> 00:56:10.340]  You can be vetted.
[00:56:10.340 --> 00:56:14.219]  America's got open arms to you, like South Vietnamese, the end of Vietnam.
[00:56:14.219 --> 00:56:19.840]  Great people, great citizens, over-performance citizens, and they're total refugees from communism.
[00:56:19.840 --> 00:56:24.030]  So I support the Vietnamese refugees that came here, and I support the white farmers from some of that.
[00:56:24.039 --> 00:56:26.599]  We'll be right back with massive news in one minute.
[00:56:26.679 --> 00:56:27.099]  Stay with us.
[00:56:29.510 --> 00:56:31.369]  Well, we are back live.
[00:56:32.170 --> 00:56:36.610]  Hour number two of this Tuesday, May 13th, 2025 transmission.
[00:56:38.250 --> 00:56:39.690]  I'm your host, Alex Jones.
[00:56:40.349 --> 00:56:45.070]  And we are going to cover massive amounts of key news in the next few hours.
[00:56:45.329 --> 00:56:58.429]  And next hour, we're going to open up the phones on the Middle East, the global political realignment, Netanyahu trying to put a turd in the punch bowl.
[00:56:59.000 --> 00:57:15.280]  Trying to derail Trump's initiative, announcing with all this incendiary rhetoric, we're going to just obliterate Gaza, we're going to use total force, full force, because that's how he stays in power, and that's how the neocons stay in power.
[00:57:15.840 --> 00:57:20.639]  And that's how the globalists in the EU and NATO want to stay in power.
[00:57:23.079 --> 00:57:26.440]  So, there's a lot to go over.
[00:57:26.539 --> 00:57:27.780]  Meanwhile, prices ease.
[00:57:29.420 --> 00:57:30.280]  In April.
[00:57:30.880 --> 00:57:35.059]  And again, you always find out the numbers a few weeks after the month's over.
[00:57:35.780 --> 00:57:38.239]  But tariffs could push costs higher.
[00:57:38.380 --> 00:57:40.139]  So inflation's actually going down.
[00:57:41.500 --> 00:57:47.019]  And Trump's really having huge success very, very quickly.
[00:57:47.179 --> 00:57:49.800]  But Politico actually got it right.
[00:57:49.980 --> 00:57:52.360]  Trump's Gulf Tour doesn't bode well for Israel.
[00:57:55.320 --> 00:58:15.849]  Because Trump's just moving past The war hawks and wanting to have continued conflict in the region and have their neighbors all so destabilized because the West for 70 years has been putting radical Muslims in charge.
[00:58:19.050 --> 00:58:26.110]  Israel created Hamas just in December and January.
[00:58:27.110 --> 00:58:29.250]  Israel and NATO and Turkey.
[00:58:29.739 --> 00:58:31.460]  Put Al-Qaeda in charge of Syria.
[00:58:31.800 --> 00:58:33.940]  Mass murder of the non-radical Muslims and Christians.
[00:58:34.699 --> 00:58:36.239]  And I can give you a hundred other examples.
[00:58:37.059 --> 00:58:38.519]  And now it's all over the news.
[00:58:38.880 --> 00:58:41.019]  USAID gave billions to Al-Qaeda and ISIS.
[00:58:41.360 --> 00:58:42.699]  Yeah, they always have.
[00:58:44.199 --> 00:58:48.119]  Their CIA creations doesn't mean the fighter on the ground knows that.
[00:58:51.059 --> 00:58:56.539]  But when the globalists want to destabilize something, when the neocons want to destabilize something, they turn them loose.
[00:58:57.900 --> 00:59:00.739]  And one day, oh, we got to invade because Al-Qaeda's there.
[00:59:01.940 --> 00:59:04.460]  Like the invasion of Afghanistan 24 years ago.
[00:59:05.009 --> 00:59:11.139]  And then the Pentagon did the airlift of evil to Pakistan of tens of thousands of the actual Al-Qaeda fighters.
[00:59:11.199 --> 00:59:16.898]  Thank you.
[00:59:16.800 --> 00:59:18.340]  Do you remember that?
[00:59:18.380 --> 00:59:24.320]  Do you remember that?
[00:59:24.329 --> 00:59:27.650]  So it's the same story over and over again, and Trump is wise to it.
[00:59:27.710 --> 00:59:28.570]  You're wise to it.
[00:59:29.250 --> 00:59:30.389]  I'm wise to it.
[00:59:31.909 --> 00:59:34.230]  And Trump just wants prosperity, peace, and success.
[00:59:34.449 --> 00:59:43.510]  He's got his big, beautiful bill ready with massive tax cuts for working poor and lower middle class and small tax cuts for middle class and no tax on any type of tips.
[00:59:43.949 --> 00:59:45.050]  All just like he said.
[00:59:46.490 --> 00:59:48.429]  And now, will the Democrats try to vote it down?
[00:59:48.429 --> 01:00:05.940]  Now.
[01:00:06.119 --> 01:00:10.309]  Thank you.
[01:00:10.349 --> 01:00:20.010]  Now, I want to get into some of the clips of Trump's historic speech that he just gave last hour.
[01:00:21.230 --> 01:00:24.449]  And we've cut out all the thank you this, thank you that stuff that Trump does.
[01:00:24.550 --> 01:00:26.030]  It just cuts to the meat and potatoes of this.
[01:00:26.570 --> 01:00:27.610]  There's still a lot here.
[01:00:30.409 --> 01:00:34.570]  You got Trump taking the stage to God bless the USA in Saudi Arabia.
[01:00:37.050 --> 01:00:50.550]  And the Saudi Arabians are openly now, instead of being the epicenter of radical Wahhabist Islam, are now saying, okay, women don't have to wear beekeeper outfits and can drive cars and have jobs.
[01:00:53.530 --> 01:00:57.010]  You know, that's a whole other story, and it would take an hour to go over.
[01:00:57.130 --> 01:00:59.750]  And this has never even really been in the news.
[01:01:01.480 --> 01:01:11.099]  But it's a fact, because I know the people that were involved in it, and I told you back at the time, remember Vegas, the biggest mass shooting in U.S. history that they never want to talk about?
[01:01:14.460 --> 01:01:26.079]  That was Saudi Arabia with the deep state trying to embarrass Trump, and they ran the attack.
[01:01:27.210 --> 01:01:31.309]  And they had their arms dealer cut out and thought he was just selling them weapons and he was CIA connected.
[01:01:34.829 --> 01:01:37.150]  And then what did the United States do with Trump?
[01:01:37.369 --> 01:01:54.130]  He went over there with a coalition of the reformers in Saudi Arabia and they wiped out all of the leadership in the royal family because there's hundreds of them.
[01:01:56.159 --> 01:01:57.699]  Kings don't just have one wife.
[01:01:59.400 --> 01:02:12.960]  And they wiped them out, killed a bunch of them, took them to the Ritz-Carlton and hung them up by their feet, took all their money away, the ones that got to live, and said, you're on house arrest for the rest of your life.
[01:02:14.920 --> 01:02:18.400]  And if you ever try to think again, you see your brother here?
[01:02:19.380 --> 01:02:21.179]  Pull his eyeballs out with pliers.
[01:02:21.599 --> 01:02:24.559]  And I'm not saying that's a nice thing to do.
[01:02:24.920 --> 01:02:26.039]  But that's what was done.
[01:02:26.980 --> 01:02:29.659]  And that's what the Arabs recognize and respect.
[01:02:31.460 --> 01:02:34.199]  That's the kind of war Trump has where you never hear about it.
[01:02:36.699 --> 01:02:42.300]  Trump reportedly had over 10,000 of the ruling class of Saudi Arabia killed.
[01:02:47.159 --> 01:02:50.159]  And let's just say pretty vicious stuff.
[01:02:50.260 --> 01:02:50.860]  You want brutal?
[01:02:51.400 --> 01:02:53.340]  It was extremely brutal.
[01:02:53.800 --> 01:02:57.199]  With our military right there next to the Saudi military.
[01:02:59.039 --> 01:03:05.400]  So they all kind of got down in the pool full of blood and became blood brothers.
[01:03:10.239 --> 01:03:15.800]  Just like you didn't really hear about the U.S. coup down in Panama last month, did you?
[01:03:16.420 --> 01:03:17.039]  Just headsets.
[01:03:17.159 --> 01:03:17.659]  Sir, we've gone.
[01:03:17.780 --> 01:03:18.219]  We've taken over.
[01:03:18.340 --> 01:03:19.679]  We're pushing the remaining Chinese out.
[01:03:20.320 --> 01:03:20.800]  Good.
[01:03:21.219 --> 01:03:22.019]  Next issue.
[01:03:23.500 --> 01:03:25.949]  And imagine all the other stuff you don't hear about.
[01:03:26.000 --> 01:03:32.010]  Thank you.
[01:03:32.860 --> 01:03:39.679]  So, the old system of Saudi Arabia and the CIA and Israel running Al-Qaeda, done.
[01:03:40.599 --> 01:03:43.760]  The old system of the CIA shipping drugs in here and laundering the money.
[01:03:43.980 --> 01:03:46.360]  Trump says, you're not doing it anymore.
[01:03:47.760 --> 01:03:55.159]  And the New York Times says, if Trump designates these groups as terrorists and actually shuts down the cartels, that will destroy Wall Street.
[01:03:55.300 --> 01:03:55.940]  Remember the headline?
[01:03:58.179 --> 01:04:02.900]  Why Trump's plan to designate cartels as terrorist groups would be bad for the stock market.
[01:04:03.079 --> 01:04:03.780]  Pull the headline up.
[01:04:05.239 --> 01:04:08.320]  Everything Castle and Rothschild fits has been saying on my show for 25 years.
[01:04:09.920 --> 01:04:18.460]  Trump's like, no, our business is not going to be war and fentanyl and cocaine and pedophilia and transgender surgeries.
[01:04:18.940 --> 01:04:20.108]  We're not doing that.
[01:04:20.159 --> 01:04:25.829]  We're not doing that.
[01:04:25.840 --> 01:04:30.219]  And Trump didn't have full control of our military in his first term.
[01:04:30.900 --> 01:04:31.440]  Remember?
[01:04:35.199 --> 01:04:36.159]  Yeah, there's the headline.
[01:04:36.300 --> 01:04:38.519]  How labeling cartels terrorists could hurt the U.S. economy.
[01:04:41.960 --> 01:04:52.239]  Isolating U.S. companies from cartel activities could be almost impossible given that the criminal groups operate in sectors like agriculture, tourism, leaving some American businesses vulnerable to sanctions.
[01:04:52.840 --> 01:04:56.159]  Oh, you mean mainly Democrat Party businesses?
[01:04:56.980 --> 01:05:00.480]  Because they're Republicans, the neocons, the Bushes, or, you know, drug dealers.
[01:05:01.380 --> 01:05:11.679]  But just like I told you when Doge got into all the hundreds of billions of years stolen of EPA and USAID and other money, I said it's over 90% on the Democrats.
[01:05:11.800 --> 01:05:13.400]  That's the rule of thumb.
[01:05:13.599 --> 01:05:14.860]  It was 93% of them.
[01:05:17.199 --> 01:05:18.639]  And Trump's like, no.
[01:05:19.119 --> 01:05:25.380]  I don't want heroin and cocaine and fentanyl money running our country.
[01:05:27.300 --> 01:05:32.619]  So we got drug addicts and homeless and criminals everywhere and society falling apart.
[01:05:35.699 --> 01:05:37.079]  Yeah, Trump doesn't like that.
[01:05:38.519 --> 01:05:39.079]  So...
[01:05:39.081 --> 01:05:40.401]  It just goes on and on.
[01:05:40.699 --> 01:05:43.659]  This is the real global political realignment.
[01:05:43.820 --> 01:05:45.219]  The real cultural realignment.
[01:05:49.699 --> 01:05:52.039]  So he's telling Netanyahu, no, you don't get to have World War III.
[01:05:52.260 --> 01:05:54.539]  No, CIA, you're going to stop laundering the drug money.
[01:05:56.079 --> 01:05:58.980]  Which came out in the 70s and came out in the 90s in hearings.
[01:05:59.139 --> 01:06:00.340]  It's all been confirmed forever.
[01:06:00.519 --> 01:06:02.480]  But the public never drills into the actual history.
[01:06:02.599 --> 01:06:05.159]  They just go, oh, I heard the CIA brings in the drugs.
[01:06:06.139 --> 01:06:07.880]  Well, they don't bring it all in.
[01:06:08.799 --> 01:06:13.539]  They just control most of the cartels.
[01:06:14.219 --> 01:06:18.280]  And when a cartel gets out of line, well, they then get taken out by the U.S. military.
[01:06:20.159 --> 01:06:24.659]  And MS-13 and TDA all work for the globalist deep state.
[01:06:26.639 --> 01:06:32.340]  I mean, I knew that when I read Zbigniew Brzezinski's books back in the 90s that he wrote in the 70s.
[01:06:33.659 --> 01:06:35.199]  He just admits it all in there.
[01:06:35.849 --> 01:06:45.409]  Oh, we control the international drug trade with NATO and Interpol because that's how we, you know, don't let the money go to these criminal groups.
[01:06:45.530 --> 01:06:48.250]  They would get too powerful if we didn't control the money ourselves.
[01:06:48.929 --> 01:06:51.869]  What did the New York Times say a few months ago?
[01:06:52.090 --> 01:06:52.949]  Oh, no.
[01:06:53.289 --> 01:06:54.730]  Don't designate them terrorists.
[01:06:54.909 --> 01:06:56.630]  Don't actually cut off the drug money.
[01:06:57.769 --> 01:06:59.449]  That'll hurt U.S. companies.
[01:06:59.789 --> 01:07:00.190]  Really?
[01:07:00.949 --> 01:07:02.929]  Well, U.S. companies...
[01:07:02.931 --> 01:07:05.631]  Can manufacture washing machines and cars again?
[01:07:05.949 --> 01:07:07.369]  And medical devices?
[01:07:07.869 --> 01:07:09.250]  And four-wheelers?
[01:07:09.389 --> 01:07:09.949]  And motorcycles?
[01:07:10.409 --> 01:07:11.190]  And golf carts?
[01:07:11.750 --> 01:07:13.210]  And awnings?
[01:07:13.650 --> 01:07:15.130]  And pool furniture?
[01:07:16.329 --> 01:07:23.889]  We ain't gonna manufacture 140-something thousand a year fentanyl deaths and zombies running around everywhere.
[01:07:27.039 --> 01:07:32.739]  Utah oil tycoon James Jensen and wife arrested 30 million Mexican oil smuggling scheme.
[01:07:32.940 --> 01:07:36.099]  Feds raid 9.2 million mansion with battering ram.
[01:07:36.880 --> 01:07:38.019]  Pull up his political background.
[01:07:38.019 --> 01:07:44.708]  Pull up his political background.
[01:07:44.719 --> 01:07:46.420]  All right, let's start getting to Trump.
[01:07:47.679 --> 01:07:49.400]  You know, I...
[01:07:49.400 --> 01:07:51.780]  Let's play clip A, just a little bit of it.
[01:07:52.400 --> 01:07:53.900]  Trump in Saudi Arabia.
[01:07:53.900 --> 01:07:55.079]  By the way...
[01:07:55.081 --> 01:07:59.480]  The prince and the king and all those guys never come out to meet the Democrats, go at their car and all that.
[01:07:59.510 --> 01:08:00.269]  They make them come to them.
[01:08:00.670 --> 01:08:10.690]  Of course, they're there meeting Trump and all the rest of it because Trump went over there and said, all these people are out of power.
[01:08:10.929 --> 01:08:11.570]  You're in power.
[01:08:13.610 --> 01:08:20.029]  And again, Saudi Arabia had never been tamed before.
[01:08:21.529 --> 01:08:22.369]  It is now.
[01:08:24.520 --> 01:08:27.479]  And you wonder why the British are always caught funding Al-Qaeda too.
[01:08:27.479 --> 01:08:30.899]  Well, who do you think set up Saudi Arabia?
[01:08:31.039 --> 01:08:31.699]  The Easter Bunny?
[01:08:32.819 --> 01:08:33.819]  British intelligence.
[01:08:37.920 --> 01:08:40.979]  And then they use them to invade and take over Syria.
[01:08:41.159 --> 01:08:41.960]  This has been done before.
[01:08:45.899 --> 01:08:49.840]  All right, so Trump takes the stage of God bless America and then just go right into...
[01:08:50.889 --> 01:08:53.529]  Trump's message for anyone who dares threaten the USA.
[01:08:53.529 --> 01:09:54.049]  Here it is.
[01:09:54.989 --> 01:09:56.289]  Hurtlessly set up to fall.
[01:09:56.609 --> 01:10:01.050]  Now the entire world is running to align with us!
[01:10:02.010 --> 01:10:03.670]  We are winning!
[01:10:03.670 --> 01:10:30.250]  God bless the USA.
[01:10:30.250 --> 01:10:33.208]  God bless the USA.
[01:10:33.208 --> 01:10:35.489]  And they're all standing there at attention.
[01:10:35.489 --> 01:10:39.689]  From all over the Middle East and the world.
[01:10:39.689 --> 01:10:47.489]  As the world salutes the return of America as the superpower.
[01:10:47.489 --> 01:10:59.119]  What the Russians say two months ago in their state media, they said Trump has destroyed And China's already lost.
[01:11:00.119 --> 01:11:05.340]  Their big thousand-year plan falling apart right in front of everybody's eyes.
[01:11:06.618 --> 01:11:10.898]  And the average American doesn't even know that's happening.
[01:11:10.898 --> 01:11:19.750]  "I'm just so happy." Because we believe in peace through strength.
[01:11:19.970 --> 01:11:20.909]  You have to have the strength.
[01:11:21.069 --> 01:11:22.449]  Otherwise, bad things could happen.
[01:11:22.630 --> 01:11:26.550]  But hopefully, we'll never have to use any of those weapons.
[01:11:27.229 --> 01:11:30.670]  Seems to be an awfully big waste of money if you're never going to use them.
[01:11:30.750 --> 01:11:37.729]  But hopefully, we'll never have to use them because the destructive power of some of those weapons are like nobody's seen before.
[01:11:39.010 --> 01:11:43.350]  I believe it is God's job to defend America.
[01:11:43.590 --> 01:11:44.510]  Incredible superweapons.
[01:11:45.960 --> 01:11:49.859]  The fundamental interest of stability, prosperity and peace.
[01:11:49.979 --> 01:11:51.539]  That's what I really want to do.
[01:11:51.800 --> 01:12:01.840]  I will never hesitate to wield American power if it's necessary to defend the United States or to help defend our allies.
[01:12:01.840 --> 01:12:08.170]  Thank you.
[01:12:08.180 --> 01:12:14.420]  And there will be no mercy for any foe who tries to do us or them harm.
[01:12:14.420 --> 01:12:15.729]  We will have no mercy.
[01:12:15.760 --> 01:12:16.769]  They understand that.
[01:12:16.859 --> 01:12:19.060]  That's why I've been pretty lucky.
[01:12:19.060 --> 01:12:21.960]  A lot of people think, you know, he's looking to fight.
[01:12:22.079 --> 01:12:24.000]  He's looking to fight and things get settled.
[01:12:24.000 --> 01:12:27.340]  It's an amazing thing when they really think you mean it.
[01:12:28.010 --> 01:12:32.090]  We have the greatest military, the strongest military, stronger than any.
[01:12:32.229 --> 01:12:33.310]  Nobody's even close.
[01:12:33.550 --> 01:12:35.289]  We have the best weapons in the world.
[01:12:35.890 --> 01:12:37.430]  But we don't want to use them.
[01:12:37.609 --> 01:12:39.710]  If you threaten America or our partners, however.
[01:12:40.539 --> 01:12:44.380]  Then you'll be faced with overwhelming strength and devastating force.
[01:12:44.680 --> 01:12:47.560]  We have things that you don't even know about, you don't hear about.
[01:12:48.239 --> 01:12:50.300]  And if you did, you say, wow.
[01:12:52.180 --> 01:12:53.539]  And he's not bluffing.
[01:12:53.699 --> 01:12:55.159]  And the Saudis all know that.
[01:12:55.840 --> 01:13:02.100]  I mean, the stuff the US has makes the Death Star in Star Wars look like a tinker toy.
[01:13:03.260 --> 01:13:05.439]  And that's why this is so ridiculous.
[01:13:05.439 --> 01:13:06.880]  I mean, in the 60s...
[01:13:06.909 --> 01:13:11.050]  We had hydrogen bombs that would blow New York City one bomb off the map.
[01:13:11.909 --> 01:13:13.170]  Not a building standing.
[01:13:14.149 --> 01:13:16.489]  What do you think they've got now?
[01:13:16.649 --> 01:13:17.210]  Well, we know.
[01:13:18.069 --> 01:13:20.569]  So at a certain point, it becomes ridiculous.
[01:13:20.869 --> 01:13:33.050]  They've got antimatter isolated, and they theoretically, and they've leaked that they've got bombs that would just blow the entire planet, just gone, dust.
[01:13:35.059 --> 01:13:36.739]  So it's ridiculous.
[01:13:38.159 --> 01:13:40.600]  And that's why this war stuff has to stop.
[01:13:41.380 --> 01:13:44.279]  That technology needs to go into spacecraft.
[01:13:46.659 --> 01:13:49.300]  Yes, that's what we need.
[01:13:49.420 --> 01:13:51.680]  We need to go forward and stop it.
[01:13:53.819 --> 01:13:56.880]  Stop acting like a bunch of drooling zombies.
[01:13:57.680 --> 01:14:02.039]  I want to play a clip from over a year ago on Fox.
[01:14:02.510 --> 01:14:04.909]  And I want you to think about how the world's changed.
[01:14:06.029 --> 01:14:14.630]  You don't think the neocons knew going and attacking Russia and starting that war wouldn't drive Russia into the arms of China?
[01:14:16.229 --> 01:14:19.250]  You don't think they didn't know it would make the BRICS turbocharged?
[01:14:20.390 --> 01:14:27.149]  Then the globalists could play the dollar off against that and have a multipolar currency and then bring in a global digital to unify it?
[01:14:28.890 --> 01:14:30.069]  Central bank digital currency?
[01:14:30.800 --> 01:14:38.380]  All that's been blown away 113 days into the Trump administration.
[01:14:39.439 --> 01:14:42.079]  But the globalists are still trying to kill Trump.
[01:14:42.279 --> 01:14:44.399]  They're still trying to crash the stock market.
[01:14:44.579 --> 01:14:46.800]  They're still gearing up civil unrest.
[01:14:47.479 --> 01:14:49.560]  They're still trying to start wars.
[01:14:49.899 --> 01:14:53.258]  And Netanyahu's throwing a big temper tantrum.
[01:14:58.439 --> 01:15:00.140]  And going into Gaza.
[01:15:03.450 --> 01:15:04.909]  To flatten it further.
[01:15:05.649 --> 01:15:07.250]  To piss off the Muslims.
[01:15:08.210 --> 01:15:09.930]  And stir up the beehive.
[01:15:10.069 --> 01:15:12.630]  Because Trump said, no, you can't attack Iran.
[01:15:12.890 --> 01:15:15.369]  And if you do, we're not going to militarily back you.
[01:15:15.470 --> 01:15:16.369]  And then he said, fine.
[01:15:16.989 --> 01:15:18.130]  We're making a deal with the Houthis.
[01:15:18.229 --> 01:15:19.329]  They're not going to attack the ship anymore.
[01:15:19.810 --> 01:15:22.869]  And now we're not going to help you when they shoot missiles at you.
[01:15:27.770 --> 01:15:31.529]  Here's a clip, just so we can remember where we were just a year ago.
[01:15:31.930 --> 01:15:40.630]  I'm going to announce this week that Russia will begin using the Chinese yuan for international payments instead of the dollar.
[01:15:41.050 --> 01:15:45.609]  Saudi Arabia is also in talks with Beijing to do the same thing.
[01:15:45.750 --> 01:15:54.569]  Speaking of Saudi Arabia, meanwhile, they're in talks with Iran as well to consider an economic alliance with China.
[01:15:55.699 --> 01:16:04.239]  And they can even be joining the BRIC countries, which is an acronym for these countries here: Brazil, Russia, India, China, and South Africa.
[01:16:04.239 --> 01:16:06.060]  These countries all have emerging economies.
[01:16:06.520 --> 01:16:13.960]  So what happens if our economy and the U.S. dollar are no longer the world's dominant currency?
[01:16:14.600 --> 01:16:20.239]  Former Assistant Treasury Secretary and host of the Monica Crowley podcast, Monica Crowley, is here to weigh in.
[01:16:20.380 --> 01:16:21.600]  Monica, great to see you this morning.
[01:16:22.260 --> 01:16:23.159]  Let's start right there.
[01:16:23.579 --> 01:16:28.340]  What happens if these emerging economies move away from the U.S. dollar towards the Chinese yuan?
[01:16:31.100 --> 01:16:32.260]  Well, good morning, Will.
[01:16:32.359 --> 01:16:33.539]  It's great to be with you.
[01:16:33.619 --> 01:16:44.020]  And it's really hard to overstate exactly how catastrophic the abandonment of the U.S. dollar would be as the world's global reserve currency.
[01:16:44.300 --> 01:16:49.899]  Look, since the end of World War II, the dollar has been the safe place to go, and it's been backed up by a couple of things.
[01:16:50.119 --> 01:16:59.439]  It originally was backed up by gold, but President Nixon took us off the gold standard, so there's no hard asset backing up the dollar anymore for the last 50 years.
[01:17:00.619 --> 01:17:08.260]  We've been backed up by the strength and economic power of the United States and the fact that oil has always been traded in dollars.
[01:17:08.520 --> 01:17:13.539]  If that were to end, that would mean the end of the U.S. dollar.
[01:17:13.819 --> 01:17:17.399]  Look, there's a perfect storm happening right now, Will.
[01:17:17.840 --> 01:17:29.960]  The world's reserve currency having that status has been a real privilege, but we've abused the privilege by wholly reckless monetary and fiscal policies over many years.
[01:17:29.961 --> 01:17:34.060]  Certainly over the last couple of years, which has really devalued the dollar.
[01:17:34.500 --> 01:17:43.439]  On top of that now, you do have this perfect storm of Biden's weakness, his war on American domestic energy production, the Ukraine war.
[01:17:43.600 --> 01:17:51.739]  And as you point out, because of all of these things, we've got America's enemies led by China forming a new economic block.
[01:17:51.920 --> 01:17:59.180]  And all it would take at this point now, because we're at this pivotal moment, Will, is for Saudi Arabia, who hasn't...
[01:18:03.829 --> 01:18:05.909]  All right, so let's stop there.
[01:18:06.449 --> 01:18:13.729]  We were being positioned on purpose to be brought down and be munilized into the globalist system.
[01:18:14.229 --> 01:18:21.369]  But we got Trump in, we've reversed much of it, and we're winning, but we haven't completely won yet.
[01:18:21.770 --> 01:18:22.550]  All right?
[01:18:22.829 --> 01:18:24.250]  This is a big deal.
[01:18:24.590 --> 01:18:27.689]  We need to be thanking God for this and pray for Trump.
[01:18:28.300 --> 01:18:29.920]  This is a big deal.
[01:18:30.439 --> 01:18:34.659]  I mean, I'm just stunned at how well things are going.
[01:18:35.239 --> 01:18:36.420]  This is fabulous.
[01:18:36.659 --> 01:18:39.319]  Thank you, Jesus, our Lord and Savior.
[01:18:39.960 --> 01:18:44.819]  All right, we're going to come back with more incredible Trump statements from Saudi Arabia straight ahead.
[01:18:44.819 --> 01:18:51.409]  All right.
[01:18:51.420 --> 01:18:57.479]  So, Trump is taking the really hundred-plus-year policy that the British had.
[01:18:57.800 --> 01:19:02.899]  That the U.S. adopted and Israel was created and was obviously part of that to destabilize the Middle East.
[01:19:03.020 --> 01:19:04.039]  And he's saying, stop it.
[01:19:05.340 --> 01:19:12.640]  We're going to build hotels and golf courses and factories and invest your money in the U.S. and we'll work with you.
[01:19:12.939 --> 01:19:13.319]  Stop it.
[01:19:14.000 --> 01:19:20.779]  And Trump just, if you missed it, last segment, just an hour or so in Saudi Arabia said, look, the U.S. is dominant.
[01:19:20.779 --> 01:19:21.439]  We're winning.
[01:19:21.600 --> 01:19:22.680]  We're winning all the trade wars.
[01:19:25.239 --> 01:19:25.800]  Get in.
[01:19:25.880 --> 01:19:27.000]  The water's warm.
[01:19:27.479 --> 01:19:31.500]  And we got super advanced super weapons, so everybody better stop the wars.
[01:19:32.439 --> 01:19:32.960]  Powerful.
[01:19:33.460 --> 01:19:41.239]  Now, I want to go to more of these clips because they're historic and absolutely, when you know the backstory, even more powerful.
[01:19:41.939 --> 01:19:48.560]  I want to give the number out on your view of the global, political, economic, cultural, spiritual realignment.
[01:19:49.840 --> 01:19:52.439]  What are your concerns about what the bad guys will do?
[01:19:52.560 --> 01:19:53.520]  False flags, obviously.
[01:19:54.600 --> 01:19:56.340]  What is your view?
[01:19:57.920 --> 01:19:59.619]  Of what is going to come next.
[01:19:59.779 --> 01:20:01.880]  Do you agree with me that this is amazing?
[01:20:02.140 --> 01:20:22.199]  I mean, you can't deny that we're winning the new global political realignment and it's based on peace and prosperity and justice and it's just, I brought the fresh air, but we've been under neocon warmongering for decades and so it just seems unreal that we could have leaders or a leader who isn't an evil demon.
[01:20:26.029 --> 01:20:30.550]  And the Democrats have always had big problems, but they used to be the party that was at least on the surface anti-war.
[01:20:30.670 --> 01:20:34.449]  Now they're foaming at the mouth winning nuclear war with Russia.
[01:20:34.710 --> 01:20:35.489]  Sean Penn and others.
[01:20:38.890 --> 01:20:43.789]  What do you make of the Democrats and their complete and total meltdown?
[01:20:43.850 --> 01:20:50.890]  They just removed David Hogg as the co-chair of the DNC because he went on Bill Maher and made pro-Israel statements.
[01:20:52.460 --> 01:21:00.680]  You've got the Democrats that are foaming at the mouth, just anti-Israel, period, and pro-Muslim, and want to bring them all over here.
