# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: d81a5c48d529cdf6bf26c8d42a7b1c39
[00:00:04.480 --> 00:00:05.440]  Well, here we are.
[00:37:05.199 --> 00:37:12.480]  And then how it progresses, if I had to guess, I would think that this is just ratcheting up the maximum pressure.
[00:37:12.800 --> 00:37:17.199]  I don't, and maybe this is, you know, this is just a shot in the dark.
[00:37:17.519 --> 00:37:23.440]  I don't know that he's announcing a swift operation to capture Maduro or invade the country.
[00:37:23.760 --> 00:37:27.199]  I don't think there will even be an invasion, strictly speaking.
[00:37:27.519 --> 00:37:30.559]  They have about 10,000 personnel stationed off the coast.
[00:37:30.880 --> 00:37:35.920]  It could be the case that they have put together a larger force covertly somewhere else.
[00:37:36.240 --> 00:37:38.639]  That's not enough people to invade Venezuela.
[00:37:38.800 --> 00:37:46.240]  You had 20,000 invade Panama, and that's a country that's a fraction of the size, fraction of the population, smaller military.
[00:37:46.559 --> 00:37:52.320]  So I don't think you're going to get a full-fledged invasion with that size of a force.
[00:37:52.639 --> 00:37:58.159]  I think what you might get is a tightening of the noose, and they're going to choke Venezuela off more.
[00:37:58.480 --> 00:37:59.760]  So they have the blockade.
[00:38:00.079 --> 00:38:08.239]  Now, if they start initiating ground strikes, maybe there's some other covert actions by the CIA, which they announced earlier in the year, would be operating in the country.
[00:38:08.559 --> 00:38:13.519]  Maybe they're looking at something more limited just to increase the pressure slightly more.
[00:38:14.079 --> 00:38:15.840]  And maybe that's the play.
[00:38:16.159 --> 00:38:18.320]  Now, will that succeed?
[00:38:18.400 --> 00:38:23.840]  I guess it depends largely on how they carry this out and how competent the military is.
[00:38:24.159 --> 00:38:25.840]  I don't have very high hopes for it.
[00:38:26.000 --> 00:38:30.239]  I don't think that the military is really prepared for something like this.
[00:38:30.480 --> 00:38:31.840]  It came together very quickly.
[00:38:32.239 --> 00:38:35.519]  Military has not been extremely effective in the past so many years.
[00:38:36.159 --> 00:38:42.079]  They're really good at dropping bombs from aircraft like they did against ISIS and like they did against Iran.
[00:38:42.400 --> 00:38:46.239]  But a ground operation, I feel like we haven't seen anything like that in a very long time.
[00:38:46.559 --> 00:38:51.039]  So the odds of success, I don't know that it's particularly high.
[00:38:51.360 --> 00:38:55.280]  And I don't know that that's even something the American public is looking for.
[00:38:55.760 --> 00:39:03.119]  Like we talked about in the previous segment, as always, this is the appeal to the voters before the midterms.
[00:39:03.199 --> 00:39:10.079]  If you're struggling on your domestic agenda, if you're flailing because of a domestic scandal, you always go for a quick and easy war.
[00:39:10.400 --> 00:39:18.639]  Like we talked about with George Bush in Persian Gulf or in Panama where they did regime change or even in Grenada with Reagan.
[00:39:18.960 --> 00:39:23.440]  You always go for a quick and easy layup, makes Americans feel confident.
[00:39:23.760 --> 00:39:26.000]  I don't know that that will even have the same effect.
[00:39:26.239 --> 00:39:33.519]  First of all, we don't know that it will be entirely successful or on what timeline or if there will be any kinds of complications.
[00:39:33.840 --> 00:39:36.720]  Secondly, is this really what the people voted for?
[00:39:37.039 --> 00:39:39.679]  I think the people voted for lower prices.
[00:39:40.000 --> 00:39:43.599]  People voted actually to end wars, not start new ones.
[00:39:43.920 --> 00:39:46.559]  I don't know that regime change was really part of the mix.
[00:39:46.800 --> 00:39:48.480]  I think actually we want the opposite.
[00:39:48.800 --> 00:39:57.920]  People voted for an end to free trade, something like tariffs or more protectionist agenda, and we're just not succeeding on any of those fronts.
[00:39:58.239 --> 00:40:08.880]  So I don't know how you bring that to Republican or Democrat voters as some sort of huge victory in 2026, especially when almost everything else is looking really bad.
[00:40:09.199 --> 00:40:11.039]  The deportations aren't happening.
[00:40:11.599 --> 00:40:14.480]  As we've talked about, the economy is not where it needs to be.
[00:40:14.639 --> 00:40:18.800]  Many people are predicting potentially an imminent recession, a housing bust.
[00:40:18.960 --> 00:40:25.360]  The AI bubble might burst, have a lot of red flags and early warning indicators in the economy.
[00:40:25.920 --> 00:40:29.039]  So, you know, how much is that even going to move the needle?
[00:40:29.440 --> 00:40:32.480]  I'm skeptical that that's going to have a big impact.
[00:40:32.800 --> 00:40:34.559]  So this is the playbook.
[00:40:34.880 --> 00:40:44.480]  I think that if Trump really wanted to have any kind of recovery before the midterm elections or at all, I think you have to refocus on the domestic agenda.
[00:40:44.639 --> 00:40:46.400]  That is what people want to see solved.
[00:40:46.719 --> 00:40:48.960]  You got to get those deportation numbers up.
[00:40:49.199 --> 00:40:50.800]  You got to build a border wall.
[00:40:51.039 --> 00:40:54.079]  You got to end the war in Ukraine somehow, some way.
[00:40:54.400 --> 00:40:55.840]  You have to end the war in Gaza.
[00:40:56.159 --> 00:40:57.679]  It looks like even that is coming apart.
[00:40:57.840 --> 00:40:59.119]  You need to fix the economy.
[00:40:59.440 --> 00:41:01.440]  You need to do something domestically.
[00:41:02.000 --> 00:41:03.599]  Get a super bill together.
[00:41:03.759 --> 00:41:05.519]  Get an omnibus bill together.
[00:41:05.759 --> 00:41:10.800]  Use budget reconciliation, which they have for the fiscal year 2026.
[00:41:11.119 --> 00:41:14.559]  Use national defense authorization or whatever you need to do.
[00:41:14.880 --> 00:41:24.559]  Use one of those measures to get a super bill passed, get Republicans and Democrats together and just pass something, make life better for Americans.
[00:41:24.880 --> 00:41:30.800]  But I fear, and this is something you pointed out too, not only will that not happen, it may actually even get worse.
[00:41:30.960 --> 00:41:40.079]  Because as you said, according to Susie Wiles in an interview this weekend, she's going to have Trump campaigning in 26 like he was in 24.
[00:41:40.400 --> 00:41:46.960]  And a lot of people don't think about this, but the president of the United States, like anybody, only has so many hours in the day.
[00:41:47.279 --> 00:41:54.320]  And so if we're going to engage in this huge campaign in 26, Trump is going to be flying around doing rallies.
[00:41:54.639 --> 00:41:56.079]  The guy's 80 years old.
[00:41:56.400 --> 00:42:00.239]  You can't be doing four rallies in a day like you were doing in 2020.
[00:42:00.559 --> 00:42:04.480]  And if you do, you're not going to have time and energy for literally anything else.
[00:42:04.800 --> 00:42:05.840]  And that's perfect for the deep.
[00:42:06.000 --> 00:42:08.880]  And that's perfect for the deep state to come in and sneak step past you.
[00:42:09.119 --> 00:42:14.960]  I noticed Wiles three days ago in a TV interview says he doesn't know it yet, but he's going to be back on the campaign trail.
[00:42:15.199 --> 00:42:16.239]  Then I see him yesterday.
[00:42:16.480 --> 00:42:18.320]  Well, I just heard I'm going to be on the campaign trail.
[00:42:18.480 --> 00:42:21.039]  He's literally admitting that she's directing him.
[00:42:22.239 --> 00:42:23.679]  Which is so gross.
[00:42:23.840 --> 00:42:26.800]  The whole point of Trump is that he's supposed to be the boss.
[00:42:27.119 --> 00:42:28.320]  Who is Susie Wiles?
[00:42:28.400 --> 00:42:29.440]  Nobody elected her.
[00:42:29.679 --> 00:42:31.279]  She's a lobbyist from Florida.
[00:42:31.440 --> 00:42:32.000]  And you're right.
[00:42:32.079 --> 00:42:34.400]  He goes, yeah, well, I guess I'm going to be campaigning.
[00:42:34.559 --> 00:42:35.920]  She's the boss.
[00:42:36.239 --> 00:42:37.759]  And you make a good point.
[00:42:38.079 --> 00:42:45.519]  If Trump is out there on the campaign trail, first of all, he's already falling asleep in every meeting, which is, you know, look, the guy's an old man.
[00:42:45.679 --> 00:42:47.599]  I think everybody would understand that.
[00:42:48.000 --> 00:42:50.320]  But now you can't be doing both of those things.
[00:42:50.480 --> 00:42:52.800]  You can't walk and chew gum at the same time then.
[00:42:53.039 --> 00:43:00.559]  If he's going to be running around the country, if Susie Wiles is going to be running him ragged, not only can he not focus on the agenda, but you're right.
[00:43:00.800 --> 00:43:16.880]  This is where he loses control of the White House, which is always the concern that the cabinet members, that the lobbyists, that the special interests, when Trump is out of the house, when daddy's not home, other people are going to go in the White House and they're going to be manipulating personnel.
[00:43:17.039 --> 00:43:18.719]  They're going to be manipulating policy.
[00:43:19.039 --> 00:43:24.400]  And so let's say, for example, Netanyahu is pushing Trump really hard on a war with Iran.
[00:43:24.559 --> 00:43:28.239]  And Trump, to his credit, put his foot down and said no for many months.
[00:43:28.559 --> 00:43:32.320]  And even when they wanted him to intervene in June, it was very limited.
[00:43:32.639 --> 00:43:36.000]  I'm not happy that he bombed Iran, but it could have been a lot worse.
[00:43:36.319 --> 00:43:37.839]  And that is just objectively true.
[00:43:38.159 --> 00:43:42.480]  And that's because Trump is in the driver's seat and he's got some people that are backing him up.
[00:43:42.719 --> 00:43:50.399]  If he's out there falling asleep on the campaign trail in Georgia or Pennsylvania or whatever, they're going to get stuff past the goalie.
[00:43:50.639 --> 00:43:53.920]  They're going to get things through because he's not going to be fully in control.
[00:43:55.599 --> 00:43:57.679]  They know he wants to win.
[00:43:58.239 --> 00:44:00.399]  And so they'll say, sir, we've got to do this.
[00:44:00.719 --> 00:44:03.759]  And yeah, it helps a little, but nothing compared to actual developments and things.
[00:44:04.079 --> 00:44:06.239]  And we know that they're always trying to hide things from him.
[00:44:06.480 --> 00:44:08.159]  This is like we saw in the first administration.
[00:44:08.399 --> 00:44:10.159]  So I'm going to say it right now.
[00:44:10.799 --> 00:44:15.839]  Trump, yeah, okay, go for Mike Lindell for governor of Minnesota, stuff like that.
[00:44:16.159 --> 00:44:22.480]  Pick and choose a few, but maybe do three or four events a month.
[00:44:23.679 --> 00:44:31.199]  But what we real, really want is action and you addressing the American people and you bringing out these issues.
[00:44:32.159 --> 00:44:35.119]  We'll give your advice, President Trump, because this is such an obvious trap.
[00:44:35.279 --> 00:44:36.559]  You see your power trip in the interview.
[00:44:36.719 --> 00:44:37.359]  I know you've seen it.
[00:44:37.599 --> 00:44:38.079]  People have it.
[00:44:38.399 --> 00:44:38.960]  We should play it.
[00:44:39.039 --> 00:44:39.839]  We can dig it up.
[00:44:40.239 --> 00:44:42.159]  She's like, well, they don't know it yet.
[00:44:42.239 --> 00:44:44.159]  It doesn't know anything, but he's going back on the campaign trail.
[00:44:45.039 --> 00:44:46.719]  And Trump's like, well, I guess it's important.
[00:44:46.960 --> 00:44:48.159]  I guess I'm told I'm going.
[00:44:48.480 --> 00:44:49.839]  Again, this is outrageous.
[00:44:50.079 --> 00:44:52.639]  No, that is not the interest of his time.
[00:44:52.960 --> 00:44:54.239]  It's great to have crowds out there.
[00:44:54.319 --> 00:44:55.679]  It's fun, all that.
[00:44:56.000 --> 00:44:57.839]  No, we need him engaged.
[00:44:58.159 --> 00:45:02.559]  We need him not worried about what Jimmy Kimmel is saying with no ratings or what Vanity Fair is saying.
[00:45:02.639 --> 00:45:04.159]  But again, it's nothing against it with this.
[00:45:04.239 --> 00:45:10.079]  All these 79-year-old people like Trump and Wiles, they still think ABC News is important.
[00:45:11.039 --> 00:45:11.679]  They don't understand that.
[00:45:11.759 --> 00:45:14.559]  You look at the ratings and go, ABC Nightly News, 2 million viewers.
[00:45:14.799 --> 00:45:16.799]  Nick Fuentez's Nightly Show, 20 million viewers.
[00:45:17.119 --> 00:45:19.599]  They don't even, we went on Elon Musk's show.
[00:45:20.000 --> 00:45:21.839]  1 billion people tuned in.
[00:45:22.159 --> 00:45:24.079]  It got picked up everywhere.
[00:45:24.399 --> 00:45:26.079]  And then Trump only went on Elon one time.
[00:45:26.239 --> 00:45:33.599]  Like, I was like, it's total idiocy, but it's because they still think cable TV is king.
[00:45:34.480 --> 00:45:42.960]  That's a really good observation that a lot of people don't realize because it is like a boomer thing, Trump being from the television world and being 80 years old.
[00:45:43.279 --> 00:45:44.159]  You're exactly right.
[00:45:44.319 --> 00:45:47.599]  He's actually still cares about what the New York Times writes about him.
[00:45:47.920 --> 00:45:51.920]  He actually still cares about what network television is reporting on.
[00:45:52.079 --> 00:45:52.639]  And you're right.
[00:45:52.960 --> 00:45:55.920]  Television as a whole is not powerful anymore.
[00:45:56.079 --> 00:45:56.879]  It's all online.
[00:45:57.039 --> 00:45:57.679]  It's all digital.
[00:45:57.920 --> 00:45:59.839]  And at the minimum, that's where the young people are.
[00:46:00.000 --> 00:46:03.679]  That's where the coveted demographic is at 18 to 35 demographic.
[00:46:03.920 --> 00:46:05.759]  They're all getting their news on TikTok.
[00:46:05.839 --> 00:46:09.599]  They're all getting their news on X. They're all getting their news on YouTube, on the internet.
[00:46:09.920 --> 00:46:10.559]  And you're right.
[00:46:11.599 --> 00:46:16.399]  They're still getting attacked by like 60 minutes or like CBS newspapers.
[00:46:17.279 --> 00:46:18.719]  Like, Trump, I'm going to sue you.
[00:46:18.879 --> 00:46:19.519]  I'm going to.
[00:46:19.839 --> 00:46:22.960]  And those shows are only big when he goes on them.
[00:46:23.839 --> 00:46:27.440]  So the only time dinosaur media is big is when it's online.
[00:46:27.759 --> 00:46:29.279]  He doesn't understand that.
[00:46:30.239 --> 00:46:34.319]  No, and sadly, Charlie Kirk is the one that did understand that.
[00:46:34.480 --> 00:46:41.920]  Charlie Kirk, to his credit, delivered the young people for Trump in 24 because he was on TikTok, because he made a deal.
[00:46:42.159 --> 00:46:48.239]  And unlike the Republicans that sort of turned their noses up at it, he was there and fought the culture war among the young people.
[00:46:48.559 --> 00:46:49.759]  And that's the next generation.
[00:46:50.079 --> 00:46:54.319]  Trump was like, oh, no, I have to go and interview with like Barbara Walters or something.
[00:46:54.480 --> 00:46:56.480]  I have to go on like 60 minutes.
[00:46:56.799 --> 00:46:58.480]  And I care about what the New York Times says.
[00:46:58.639 --> 00:47:01.920]  He still deeply cares about the mainstream media and Hollywood.
[00:47:02.159 --> 00:47:03.440]  He wants to be their champion.
[00:47:03.759 --> 00:47:07.759]  And so if I'm him, I say you got to go hard and fast.
[00:47:08.319 --> 00:47:09.440]  There is urgency.
[00:47:09.759 --> 00:47:10.960]  You have to be swift.
[00:47:11.199 --> 00:47:15.599]  You have to outmaneuver and have a faster tempo than the deep state.
[00:47:15.759 --> 00:47:20.559]  And you need to focus on the things that are going to win the voters back, specifically the young people.
[00:47:20.719 --> 00:47:22.079]  And that's things like affordability.
[00:47:22.239 --> 00:47:22.879]  It's crime.
[00:47:23.119 --> 00:47:24.399]  It's ending the wars.
[00:47:24.719 --> 00:47:33.679]  And if you're out there running this campaign, it's unfortunately the prophecy that I gave last year, which is you actually don't have the full four years.
[00:47:34.000 --> 00:47:41.760]  You're going to have like realistically about maybe 15, 18 months, and then they're going to start campaigning for the midterms.
[00:47:42.000 --> 00:47:43.280]  They're going to be so busy.
[00:47:43.519 --> 00:47:44.559]  Then they're going to lose.
[00:47:44.880 --> 00:47:47.519]  And then everyone's going to be campaigning for 2028.
[00:47:47.840 --> 00:47:50.000]  And half the cabinet will be in that position.
[00:47:50.320 --> 00:47:51.440]  Then you're in 28.
[00:47:51.599 --> 00:47:54.960]  And it's like, so you never actually get a chance to govern.
[00:47:55.280 --> 00:47:56.239]  And this is my problem.
[00:47:56.480 --> 00:48:02.320]  It's like when we vote every year, are we going to get four years of Trump pushing hard, trying to get victories?
[00:48:02.559 --> 00:48:16.480]  Are we going to get like three months of executive orders and then like three years and nine months of crap where they're like campaigning and trying to make everybody happy and they're listening to the donors and they're just kind of sitting on their hands, stalling, running out the clock?
[00:48:16.800 --> 00:48:19.199]  Because that is exactly what happened in the first term.
[00:48:19.519 --> 00:48:22.800]  And sadly, like I said, it's deja vu all over again.
[00:48:23.119 --> 00:48:24.079]  So I think that you're right.
[00:48:24.239 --> 00:48:28.400]  Trump should maybe pick a few critical races where he can make a difference.
[00:48:28.960 --> 00:48:31.280]  Those are the races that'll make a difference for him.
[00:48:31.599 --> 00:48:42.079]  He should maybe do one event per week, keep his schedule light, and he should really, he should really overclock the White House like they did in the first three months.
[00:48:42.400 --> 00:48:43.440]  I don't know what happened.
[00:48:43.599 --> 00:48:44.320]  I don't know what changed.
[00:48:44.559 --> 00:48:48.400]  Oh, we have the globalist off balance, the highest approval rating ever, magic.
[00:48:48.559 --> 00:48:50.000]  And then they convinced him to get rid of Elon.
[00:48:50.159 --> 00:48:53.519]  So the second hour is coming up, and you've got other topics you want to hit.
[00:48:53.760 --> 00:48:57.440]  But just briefly, what future do you see, though?
[00:48:57.760 --> 00:49:07.360]  If Trump messes this up and the Democrats don't just win the midterms and turn it all around about impeachment, what happens in 2028 when they get back in?
[00:49:07.440 --> 00:49:09.440]  Because they've said they're coming after everybody.
[00:49:10.320 --> 00:49:16.960]  If the Democrats win, it's just over, you know, because, and this is the thing about the pendulum swinging back and forth.
[00:49:17.119 --> 00:49:19.840]  We elected Trump the first time and he failed.
[00:49:20.159 --> 00:49:20.719]  He failed.
[00:49:20.880 --> 00:49:22.400]  He totally crapped the bed.
[00:49:22.719 --> 00:49:23.679]  Biden gets in.
[00:49:23.840 --> 00:49:25.920]  And what is the first thing Biden did after that?
[00:49:26.480 --> 00:49:28.079]  Jay 6th, arrest everybody.
[00:49:28.239 --> 00:49:31.840]  We're going to hire a thousand FBI agents, a thousand judges.
[00:49:32.159 --> 00:49:34.639]  We're going to cover what did they say?
[00:49:34.960 --> 00:49:45.039]  They said it was going to be shock and awe against the E-celebrities, against the influencers, against the Trump lieutenants, and they crushed everybody, Rudy Giuliani, and you and me and everybody.
[00:49:45.199 --> 00:49:46.559]  They crushed everybody.
[00:49:46.880 --> 00:49:52.719]  And then they went in with the COVID stimulus and they only gave it to their allies, women and non-white people.
[00:49:52.880 --> 00:49:55.840]  They said white men need not apply for the COVID stimulus.
[00:49:56.159 --> 00:49:57.519]  And then they came in with the vaccine.
[00:49:58.159 --> 00:50:00.400]  So we're going to get a redux of that.
[00:50:00.719 --> 00:50:04.239]  And just like how Trump has escalated, the Democrats will escalate.
[00:50:04.400 --> 00:50:08.480]  When they get back in, it's going to make the first Biden term look like a joke.
[00:50:08.719 --> 00:50:14.000]  When Kamala Harris or Gavin Newsom or whoever wins, they are coming after us so hard.
[00:50:14.320 --> 00:50:18.000]  And here's the difference: they know how to use the government.
[00:50:18.320 --> 00:50:19.119]  We do not.
[00:50:19.440 --> 00:50:21.119]  Their allies run Washington.
[00:50:21.280 --> 00:50:23.679]  Washington is like 95% Democrat.
[00:50:24.000 --> 00:50:29.360]  All the career political people, all the lifers, they're all liberal Democrats.
[00:50:29.440 --> 00:50:30.159]  They're all gay.
[00:50:30.239 --> 00:50:30.960]  They're all women.
[00:50:31.119 --> 00:50:35.599]  They're all like, you know, PMC types, college educated.
[00:50:35.920 --> 00:50:44.480]  When they get back in power, unlike the Trump administration, they are going to move like a hot knife through butter when they go after us, just as they did under Biden.
[00:50:44.719 --> 00:50:47.360]  And so it's going to be a full war on guns.
[00:50:47.679 --> 00:50:50.960]  It's going to be a full war on free speech on social media.
[00:50:51.280 --> 00:50:53.440]  It's going to be a full war on the radical right.
[00:50:53.920 --> 00:50:57.039]  I imagine they're going to throw open the border to some extent.
[00:50:57.360 --> 00:51:03.840]  How much repair are they going to do after Trump has sent all the refugees back and changed immigration law?
[00:51:04.079 --> 00:51:07.440]  They're going to say, oh, well, we're open for business all over again.
[00:51:08.079 --> 00:51:13.599]  So I think that it's going to be fire and fury against the right wing and especially against Trump.
[00:51:13.920 --> 00:51:17.039]  And this time, he's not going to pardon anybody just like last time.
[00:51:17.199 --> 00:51:19.119]  Maybe he'll pardon himself preemptively.
[00:51:19.280 --> 00:51:20.320]  He'll pardon his people.
[00:51:20.480 --> 00:51:21.920]  He'll get a golden parachute.
[00:51:22.159 --> 00:51:24.320]  The rest of us, we are screwed.
[00:51:24.639 --> 00:51:31.039]  And this is why I said on Tucker and on other shows, you can't take the fight to the left and not finish it.
[00:51:31.199 --> 00:51:36.319]  When you go at the king, you can't miss because if you miss, the king cuts your head off.
[00:51:36.559 --> 00:51:37.759]  Like, and that's obvious.
[00:51:38.079 --> 00:51:42.000]  You go for the king, you can't miss because if you fail, you stumble.
[00:51:42.319 --> 00:51:44.879]  They call down the guards and you get executed.
[00:51:45.039 --> 00:51:46.399]  Your whole family gets executed.
[00:51:46.559 --> 00:51:47.679]  They burn down your village.
[00:51:48.000 --> 00:51:50.559]  And that's really what Trump has done now for the second time.
[00:51:50.799 --> 00:51:57.519]  He's going for the seat of power, going for the permanent bureaucracy, going for the left, whatever you want to call it, really hard.
[00:51:57.679 --> 00:52:03.519]  And he's, you know, attacking them so viciously on social media, talking all this trash.
[00:52:03.839 --> 00:52:06.000]  And in the end, all he does is piss them off.
[00:52:06.319 --> 00:52:13.359]  All he does is make them angry such that when they inevitably get back in power, they're going to attack us with a vengeance.
[00:52:13.679 --> 00:52:15.919]  And he's doing it all over again.
[00:52:16.239 --> 00:52:18.480]  And by the way, what's the way out of this?
[00:52:19.759 --> 00:52:20.879]  We have to win.
[00:52:21.519 --> 00:52:22.799]  We just have to win.
[00:52:22.960 --> 00:52:24.480]  There's no substitute for victory.
[00:52:24.639 --> 00:52:26.000]  Trump has to turn it around.
[00:52:26.159 --> 00:52:29.279]  And if he can't, then we need somebody in 2028.
[00:52:29.599 --> 00:52:31.759]  Everybody is ready to coronate Vance.
[00:52:31.919 --> 00:52:33.119]  Everybody is ready to cry.
[00:52:33.359 --> 00:52:35.519]  And I know you like him and other people like him.
[00:52:35.839 --> 00:52:39.119]  But everybody's saying like, oh, well, Vance is going to be the next president.
[00:52:39.199 --> 00:52:40.399]  It's not a negotiation.
[00:52:40.719 --> 00:52:46.480]  We need somebody in 28 who's going to carry the mantle of Trumpism, win and finish it.
[00:52:46.799 --> 00:52:49.279]  Like Caesar-like the Republic is over.
[00:52:49.599 --> 00:52:50.879]  This is the American empire.
[00:52:51.679 --> 00:52:58.879]  They don't seem to get it that they go, wait, Nick supported Trump 10 years ago and up until like five years ago, but now he's not.
[00:52:58.960 --> 00:53:00.480]  So how does he want Trump to succeed?
[00:53:00.639 --> 00:53:08.799]  You want him policy-wide to succeed, but you didn't support him to draw attention to what you thought were the problems so that you would hope he would succeed.
[00:53:08.879 --> 00:53:10.480]  If I put words in your mouth, correct me.
[00:53:11.279 --> 00:53:13.439]  And so that's kind of how I see this.
[00:53:13.759 --> 00:53:18.319]  But we have to have an ultimate urgency right now.
[00:53:18.639 --> 00:53:25.359]  One year into this, folks, I agree with what Nick's saying, regardless to look at how much danger we're in.
[00:53:25.839 --> 00:53:30.799]  And if Trump doesn't succeed, JD Vance doesn't matter how good a candidate he is or what a nice guy he is.
[00:53:31.039 --> 00:53:33.279]  They're just going to engage in election fraud and remove him.
[00:53:34.480 --> 00:53:34.879]  Yep.
[00:53:35.119 --> 00:53:38.879]  And they did it in 2020, and they're not, haven't done anything to fix it.
[00:53:39.199 --> 00:53:40.239]  And here's another thing.
[00:53:40.559 --> 00:53:44.719]  The next president will preside over the 2030 census.
[00:53:45.039 --> 00:53:48.319]  Whenever the next president gets in, you're going to have a census in 2030.
[00:53:48.480 --> 00:53:51.759]  And for people that don't know what that means, you don't just count up all the people.
[00:53:51.919 --> 00:53:55.359]  You then also apportion the congressional seats, the electoral votes.
[00:53:55.679 --> 00:54:00.559]  So whoever the next president is going to be is going to be extremely powerful because then they're going to preside over that.
[00:54:00.879 --> 00:54:07.439]  Like right now, they're battling this out in Texas and California, this redistricting halfway through the decade.
[00:54:07.759 --> 00:54:11.039]  Whoever is president is going to get another shot at that in 2030.
[00:54:11.359 --> 00:54:17.759]  And then they'll determine for the following five or 10 years how many seats there are, how many electoral votes there are.
[00:54:18.000 --> 00:54:20.399]  So it does really come down to 28.
[00:54:20.559 --> 00:54:24.319]  And somebody needs to get in who's extremely bold and takes risks.
[00:54:24.639 --> 00:54:26.079]  And urgency is the word.
[00:54:26.239 --> 00:54:29.199]  We just don't have time for like an incremental approach.
[00:54:29.439 --> 00:54:33.439]  And people aren't just negotiating with themselves saying, well, that's not practical.
[00:54:33.599 --> 00:54:34.960]  That's not realistic.
[00:54:35.279 --> 00:54:37.359]  Well, we have to have reasonable expectations.
[00:54:37.679 --> 00:54:40.719]  No, I have unreasonable expectations.
[00:54:41.039 --> 00:54:42.319]  I'm unreasonable.
[00:54:42.639 --> 00:54:43.599]  And we want more.
[00:54:43.839 --> 00:54:47.519]  The base, America first, Infowars, MAGA, like we want.
[00:54:47.839 --> 00:54:53.279]  Look how far the left demanding our sons and daughters be brainwashed for transgenderism and leftist brainwashing.
[00:54:53.439 --> 00:54:54.879]  They demanded all this insane stuff.
[00:54:55.199 --> 00:54:56.079]  People gave it to them.
[00:54:56.399 --> 00:54:59.919]  We're just demanding common sense, liberty, and freedom, but we have to get aggressive.
[00:55:00.079 --> 00:55:06.319]  So I think it does go to the average populist, American first person, conservative, needs to realize this is existential.
[00:55:06.480 --> 00:55:07.599]  What should they be doing?
[00:55:09.039 --> 00:55:10.719]  I think people should be getting involved.
[00:55:10.879 --> 00:55:15.039]  I'm a huge believer in we need a like professional class.
[00:55:15.359 --> 00:55:17.599]  We need people that are that have gone to college.
[00:55:17.759 --> 00:55:21.679]  We need people that have professional jobs and we need people to get involved in the party.
[00:55:21.839 --> 00:55:23.439]  We need people to run for office.
[00:55:23.919 --> 00:55:31.999]  Isn't it such a sad state that you look at the House of Representatives and the Senate and it appears basically untouched by the Trump revolution?
[00:55:32.239 --> 00:55:33.839]  Trump won in 2016.
[00:55:34.079 --> 00:55:37.119]  It is now 2026 in a couple of weeks.
[00:55:37.439 --> 00:55:40.879]  You don't have literally one congressman that is MAGA.
[00:55:41.119 --> 00:55:46.399]  You don't have one senator that is MAGA because everyone that did exist is now gone.
[00:55:46.639 --> 00:55:50.159]  Matt Gates, Madison Cawthorne, Marjorie Greene, they're all gone.
[00:55:50.479 --> 00:55:52.879]  Lindsey Graham is going to have another term.
[00:55:53.119 --> 00:55:55.279]  John Thun is going to be the majority leader.
[00:55:55.599 --> 00:55:59.919]  Kevin McCarthy, Mike Johnson, like these have been the leadership in the House.
[00:56:00.159 --> 00:56:01.599]  You don't even have one.
[00:56:02.079 --> 00:56:06.959]  You have 435 members and you don't even have one MAGA Republican.
[00:56:07.119 --> 00:56:12.159]  So I really believe there's been a failure on the part of the America First Base to get organized.
[00:56:12.399 --> 00:56:16.559]  There's a lot of talk about doing that, think tanks and candidates and all this stuff.
[00:56:16.719 --> 00:56:18.079]  And it just never materialized.
[00:56:18.399 --> 00:56:21.519]  And so who inherits the Republican Party after Trump leaves?
[00:56:21.759 --> 00:56:23.599]  Well, it's going to be the usual suspects.
[00:56:23.919 --> 00:56:24.639]  Who's going to run?
[00:56:24.799 --> 00:56:28.719]  I mean, JD Vance, of course, Marco Rubio, who ran the first time.
[00:56:29.039 --> 00:56:30.719]  What are going to be the big think tanks?
[00:56:30.799 --> 00:56:34.879]  Heritage Foundation, Club for Growth, Chamber of Commerce.
[00:56:35.039 --> 00:56:37.039]  Like this is still where the money is coming from.
[00:56:37.359 --> 00:56:44.159]  So I think that for people that are, for people that are animated by this, they got to get involved in politics.
[00:56:44.559 --> 00:56:45.279]  No, I totally agree.
[00:56:45.839 --> 00:56:49.839]  We're basically Rome in like 406.
[00:56:51.119 --> 00:56:59.199]  And people ask Rome's still all the power, the military, but they had these elites that were corrupt, couldn't face a problem, brought in too many illegals, all of it.
[00:56:59.519 --> 00:57:04.159]  And then they just couldn't organize at the end because it was just business as usual and Rome fell in 410.
[00:57:04.479 --> 00:57:10.479]  I mean, I think we are, I mean, I think 2028's the number.
[00:57:10.639 --> 00:57:16.799]  Each election just gets more important here on after, but we're basically already dead if there isn't a sense of urgency.
[00:57:16.959 --> 00:57:20.399]  And I just, you know, that's why I get invited to Mar-Lago in the White House.
[00:57:20.479 --> 00:57:21.279]  And I'm not trying to act cool.
[00:57:21.359 --> 00:57:22.959]  It's just, I'm like, okay, what's the thing?
[00:57:23.039 --> 00:57:24.719]  Oh, I'm in a dinner with 20 people on Trump.
[00:57:24.879 --> 00:57:25.919]  I'm like, nah, I'm not going.
[00:57:26.319 --> 00:57:29.439]  I don't even, I just, it's like, I don't want to sit there at my own funeral.
