[00:00:01.011 --> 00:00:03.677]  3139.
[00:36:21.396 --> 00:36:23.058]  For the fact that he's got so much courage.
[00:36:23.138 --> 00:36:25.901]  What he did, in time, will live on forever.
[00:36:26.161 --> 00:36:27.923]  His courage, knowing he'd be attacked.
[00:36:28.264 --> 00:36:30.527]  They keep people in Hollywood on a very short leash.
[00:36:30.747 --> 00:36:33.710]  You've heard about the thousands of conservatives and libertarians that have to meet in secret?
[00:36:34.091 --> 00:36:36.814]  Because they'll be blackballed if they talk about the Second Amendment being good?
[00:36:37.595 --> 00:36:37.735]  Well...
[00:36:38.789 --> 00:36:45.233]  Charlie is one of the vanguard of getting out of the liberal conservative paradigm and just talking about truth and freedom.
[00:36:45.954 --> 00:36:55.901]  And so, from the archives, Charlie Sheen and his message to President Obama that dovetails with the 20 questions for the President.
[00:36:56.423 --> 00:37:01.766]  No warning signs, and I'm aware of... It was a revelation that the White House had no intention of making public.
[00:37:01.786 --> 00:37:08.029]  President Bush was told in August that Osama bin Laden might be planning an attack involving the hijackers.
[00:37:08.089 --> 00:37:10.711]  Nobody in our government at least.
[00:37:10.831 --> 00:37:15.914]  I believe the title was Bin Laden Determined to Attack Inside the United States.
[00:37:17.881 --> 00:37:22.244]  70% of family members questions were never answered during the 9-11 Commission report.
[00:37:22.344 --> 00:37:24.706]  The Hamilton and Thomas Kean said they were set up to fail.
[00:37:24.726 --> 00:37:25.907]  I mean, I'm a member of the Commission.
[00:37:26.107 --> 00:37:26.747]  It's a scam.
[00:37:26.868 --> 00:37:28.309]  It's absolutely disgusting.
[00:37:29.049 --> 00:37:30.670]  The questions, Mr. President.
[00:37:31.651 --> 00:37:32.191]  The questions.
[00:37:34.733 --> 00:37:39.456]  Building 7 ablaze at the moment and apparently getting ready to collapse.
[00:37:39.696 --> 00:37:40.017]  Building 7.
[00:37:42.310 --> 00:37:43.851]  Well, no, there's number seven coming down.
[00:37:44.492 --> 00:37:52.678]  The excitement and the fun that people get watching an old building being demolished, and they wired very carefully for days, and it's a very careful operation.
[00:37:52.698 --> 00:38:03.186]  Third time today, in reminiscence of those pictures we've all seen too much on television before, when a building was deliberately destroyed by well-placed dynamite to knock it down.
[00:38:03.206 --> 00:38:05.047]  The smartest thing to do is pull it.
[00:38:06.408 --> 00:38:09.631]  And they made that decision to pull, and then we watched the building.
[00:38:10.211 --> 00:38:10.572]  Collapse.
[00:38:11.092 --> 00:38:14.856]  Jane, what more can you tell us about the Salomon Brothers building and its collapse?
[00:38:15.077 --> 00:38:17.159]  Well, only really what you already know.
[00:38:17.199 --> 00:38:18.861]  Details are very, very sketchy.
[00:38:18.901 --> 00:38:28.151]  We are getting information now that one of the other buildings, Building 7, in the World Trade Center complex is on fire and has either collapsed or is collapsing.
[00:38:32.861 --> 00:38:33.621]  Vanishing airplane.
[00:38:33.941 --> 00:38:39.802]  From my close-up inspection, there's no evidence of a plane having crashed anywhere near the Pentagon.
[00:38:40.122 --> 00:38:49.724]  The only sight is the actual side of the building that's crashed in, and as I said, the only pieces left that you can see are small enough that you could pick up in your hand.
[00:38:50.284 --> 00:39:00.226]  There are no large tail sections, wing sections, a fuselage, nothing like that anywhere around, which would indicate that the entire plane crashed into the side of the Pentagon.
[00:39:01.877 --> 00:39:05.240]  Firefighters and police describing explosions.
[00:39:06.341 --> 00:39:06.822]  A lot of them.
[00:39:21.850 --> 00:39:24.252]  Even if there was no secondary explosives in the building.
[00:39:24.312 --> 00:39:25.533]  It sounded like gunfire.
[00:39:25.553 --> 00:39:27.174]  You know, bang, bang, bang, bang, bang.
[00:39:27.354 --> 00:39:29.756]  And then all of a sudden, three big explosions.
[00:39:29.976 --> 00:39:32.498]  Do you know if it was an explosion or if it was a building collapse?
[00:39:33.699 --> 00:39:35.821]  To me it sounded like... To me it sounded like...
[00:39:36.866 --> 00:39:37.627]  An explosion?
[00:39:38.007 --> 00:39:51.475]  Chief Albert Turry told me that he tried to get his men out as quickly as he could, but he said that there was another explosion which took place, and then an hour after, there was another explosion in one of the towers here.
[00:39:55.214 --> 00:39:59.217]  Savelle Edmonds, FBI translator, breaking her gag order.
[00:39:59.938 --> 00:40:03.801]  All our intimate relationship with Bin Laden and Taliban.
[00:40:03.901 --> 00:40:10.366]  We did carry a very intimate relationship with these people all the way up to September 11th.
[00:40:10.666 --> 00:40:16.230]  Bin Laden was spirited into this military hospital in Rawapendi for kidney dialysis treatment.
[00:40:16.350 --> 00:40:17.792]  The military had him surrounded.
[00:40:17.852 --> 00:40:22.035]  They were saying that Osama Bin Laden had to be watched carefully and looked after.
[00:40:24.048 --> 00:40:25.549]  NORAD standing down.
[00:40:25.569 --> 00:40:27.290]  Where were the planes?
[00:40:30.832 --> 00:40:33.993]  Head on now to one of the eeriest moments amid the carnage of 9-11.
[00:40:34.013 --> 00:40:37.255]  A mysterious plane was seen flying right over the president's residence.
[00:40:37.315 --> 00:40:39.396]  The E-4Bs over New York and Washington.
[00:40:40.137 --> 00:40:42.318]  Otherwise known as the Doomsday Planes.
[00:40:42.338 --> 00:40:43.999]  It has never been officially explained.
[00:40:44.879 --> 00:40:47.501]  Cell phones working at impossible altitudes.
[00:40:49.821 --> 00:40:55.505]  Solicitor General Ted Olson receiving phone calls that the FBI says were never made.
[00:40:55.725 --> 00:40:56.866]  What happened during that call?
[00:40:56.886 --> 00:40:59.928]  This is the only information we have on these terrorists.
[00:41:02.009 --> 00:41:04.031]  She was able to call him twice.
[00:41:04.191 --> 00:41:06.933]  How she could pull that off, we don't know, but she did.
[00:41:08.234 --> 00:41:09.715]  These are the questions, Mr. President.
[00:41:10.715 --> 00:41:11.476]  These are the questions.
[00:41:12.256 --> 00:41:13.877]  They go on and on.
[00:41:18.100 --> 00:41:19.001]  Good afternoon, Mr. President.
[00:41:20.459 --> 00:41:27.563]  I come to you today representing the families of the victims of September 11th, as well as millions of my fellow Americans.
[00:41:28.963 --> 00:41:38.068]  Hopefully by now you've had a chance to read my letter to you, 20 Minutes with the President, and if not, at least had its contents brought to your attention.
[00:41:39.804 --> 00:41:41.145]  We have questions, Mr. President.
[00:41:42.487 --> 00:41:43.247]  Lots of questions.
[00:41:43.267 --> 00:41:46.611]  A lot of them are detailed in my letter.
[00:41:47.271 --> 00:41:50.354]  But trust me, there are hundreds more questions.
[00:41:52.296 --> 00:42:03.227]  As my letter chronicles, sir, the 9-11 Commission itself says they were lied to, deceived, and essentially prevented from carrying out a real investigation.
[00:42:04.969 --> 00:42:08.232]  People of the United States and the world demand the truth, sir.
[00:42:08.673 --> 00:42:11.075]  We have to continuously ask questions.
[00:42:11.115 --> 00:42:12.056]  That's what a patriot does.
[00:42:12.076 --> 00:42:14.078]  That's what a true American does.
[00:42:14.338 --> 00:42:16.780]  We ask questions.
[00:42:17.281 --> 00:42:28.652]  You, sir, have the power, as well as the responsibility, to initiate a truly independent congressional investigation into the events of 9-11, as well as its aftermath.
[00:42:29.735 --> 00:42:31.337]  We want our country back, Mr. President.
[00:42:31.958 --> 00:42:39.688]  Therefore, I'm not just calling on you and your team, I'm calling on each and every American citizen to wake up, stand up, and demand the truth.
[00:42:39.708 --> 00:42:42.451]  We're counting on you, Mr. President.
[00:42:43.393 --> 00:42:44.214]  Be on the right side of history.
[00:43:04.189 --> 00:43:08.011]  Are you now saying that they weren't asking you to block an investigation?
[00:43:08.151 --> 00:43:13.074]  An investigation must not interfere with the ongoing efforts of
[00:43:14.059 --> 00:43:23.969]  That's Charlie Sheen's message to the president that will live on forever as an example of courage in the incredible cowardice culture of Hollywood.
[00:43:24.149 --> 00:43:25.170]  I want to shift gears.
[00:43:26.451 --> 00:43:44.604]  Just to the fact that Al-Qaeda, out of Saudi Arabia, run by British intelligence, NATO and others, has been wreaking havoc all over the Middle East the last four years, taking over Libya and North Africa, trying to take over Syria, taking over areas of Iraq, engaging in mass murder.
[00:43:44.964 --> 00:43:51.969]  And Benjamin Netanyahu, the leader of Israel, came out last week and said, we should support ISIS in an attack on Iran.
[00:43:53.257 --> 00:43:55.580]  I mean, this is incredible, and I'm not even anti-Israel.
[00:43:56.241 --> 00:43:56.862]  Folks know that.
[00:43:57.443 --> 00:44:01.848]  But I am anti-funding Al-Qaeda under a new name, ISIS.
[00:44:02.229 --> 00:44:02.990]  Give me a break.
[00:44:03.691 --> 00:44:07.355]  And that's why our own government isn't even backing the elected leader of Iraq.
[00:44:08.874 --> 00:44:12.017]  This is the most scandalous garbage I've ever seen.
[00:44:12.538 --> 00:44:16.722]  Look at how they stage Fast and Furious, shipping guns into Mexico to blame the Second Amendment.
[00:44:16.782 --> 00:44:18.164]  That's a false flag stage terror.
[00:44:18.804 --> 00:44:19.645]  Self-inflicted wound.
[00:44:19.945 --> 00:44:29.735]  Look at how they're opening the borders up to flood us with millions of illegals pouring in to bankrupt the country and then hold a gun to our head saying grant amnesty and we'll stop.
[00:44:30.456 --> 00:44:32.437]  Look at how they've staged all these other events.
[00:44:32.537 --> 00:44:35.517]  This is what criminal elements in government do.
[00:44:35.917 --> 00:44:37.838]  I'm not saying Al-Qaeda isn't real.
[00:44:38.118 --> 00:44:39.878]  I'm not saying there aren't real Muslim extremists.
[00:44:40.238 --> 00:44:44.519]  I'm saying they work for the New World Order, and their threat is being used to take our freedoms.
[00:44:45.320 --> 00:44:53.341]  The border's wide open, but they got highway checkpoints in the middle of the country, and TSA checkpoints taking babies' diapers off, looking for Al-Qaeda, our own government runs.
[00:44:53.762 --> 00:44:55.042]  Here's McClatchy newspaper.
[00:44:56.002 --> 00:45:01.383]  Al-Qaeda-linked group, Syria Rebels, once denied, now key to anti-Assad worries.
[00:45:01.904 --> 00:45:02.904]  A clashing news service.
[00:45:03.284 --> 00:45:04.604]  One of the most respected out there.
[00:45:05.044 --> 00:45:06.705]  You got Rand Paul bringing it out.
[00:45:07.125 --> 00:45:11.906]  The whole Syria war stopped with Western backing because we exposed this.
[00:45:12.406 --> 00:45:13.846]  And it's such a huge deal.
[00:45:14.307 --> 00:45:15.767]  Here's another article by Kurt Nemo.
[00:45:16.087 --> 00:45:17.088]  More evidence, U.S.
[00:45:17.128 --> 00:45:18.708]  funds al-Qaeda terrorists in Syria.
[00:45:19.209 --> 00:45:19.969]  Excellent video.
[00:45:20.249 --> 00:45:25.232]  They staged a false flag launching chemical attacks against Assad and then blamed him.
[00:45:25.512 --> 00:45:29.894]  And even Sy Hersh came out and said it was staged by Saudi Arabia, Turkey and others.
[00:45:30.134 --> 00:45:37.438]  And even the BBC admitted that Russia intercepted phone calls with top generals and the foreign ministers of Turkey.
[00:45:38.238 --> 00:45:40.680]  Literally talking about staging false flags.
[00:45:41.080 --> 00:45:49.707]  So, we've gone from 12, 13 years ago with 9-11, with no one knowing about false flags, staged events, to it now being a household word.
[00:45:49.967 --> 00:45:55.151]  And that's a big deal, because that means if they stage stuff in the future, we know what to look for.
[00:45:55.992 --> 00:45:59.795]  The week before they roll out the naked body scanners, there's the underwear bomber.
[00:46:00.603 --> 00:46:03.126]  Flying in from Amsterdam to Michigan.
[00:46:03.286 --> 00:46:05.829]  We had witnesses on the plane who said it was staged.
[00:46:05.869 --> 00:46:06.490]  He was drugged.
[00:46:06.830 --> 00:46:07.811]  Turned out that was true.
[00:46:08.152 --> 00:46:09.413]  CIA got him on the plane.
[00:46:10.094 --> 00:46:12.837]  That's why being aware of false flag is so important.
[00:46:13.137 --> 00:46:14.238]  Because what does G.I.
[00:46:14.258 --> 00:46:14.779]  Joe say?
[00:46:15.099 --> 00:46:16.100]  Knowing's half the battle.
[00:46:16.681 --> 00:46:18.362]  Now, here's another article from last week.
[00:46:18.742 --> 00:46:32.366]  Cheney, another 9-11 coming, but far deadlier, and he went on to say, if you continue to distract them by questioning what they did in Iraq, or if you even question what Obama is doing, that you're causing a problem.
[00:46:32.386 --> 00:46:34.587]  Just do what they say, or Al-Qaeda will kill you.
[00:46:34.887 --> 00:46:41.069]  When our own government in Benghazi gave them Stinger missiles, MPADs, anti-aircraft missiles.
[00:46:41.489 --> 00:46:45.571]  We've got Dianne Feinstein saying, give up all your rights, or the terrorists are going to kill you.
[00:46:46.371 --> 00:46:48.112]  We've got police all over the U.S.
[00:46:48.152 --> 00:46:53.495]  saying you can't film anything or film them because you might be a terrorist in the post 9-11 world.
[00:46:53.895 --> 00:46:56.356]  This is a blank check for power grabbing.
[00:46:56.636 --> 00:46:57.857]  This is why they staged it.
[00:46:58.177 --> 00:47:09.883]  And now they say Homeland Security's for the Tea Party and gun owners and veterans, not for their darling sweetie pie, Al Qaeda, who's been rebranded with I.S.I.S.
[00:47:10.343 --> 00:47:10.823]  flags.
[00:47:11.344 --> 00:47:15.906]  And they're so arrogant, the flags say they're Wahhabis, they say they're with bin Laden.
[00:47:17.227 --> 00:47:18.928]  But our media won't even tell you that.
[00:47:19.348 --> 00:47:26.290]  I even saw Candy Crowley actually try to say that if we had taken down Assad, this wouldn't be happening in an interview with Rand Paul.
[00:47:26.630 --> 00:47:29.191]  This is the group the Globalists funded to bring down Assad.
[00:47:29.872 --> 00:47:32.633]  If they would have taken down Assad, they would have had all his high-tech weapons.
[00:47:33.233 --> 00:47:38.855]  But she sits up there and says, take out Assad, knowing people don't know that Assad is fighting these people.
[00:47:40.020 --> 00:47:44.925]  I saw CNN say that Al-Qaeda is with ISIS last week.
[00:47:45.846 --> 00:47:46.987]  That's the opposite group.
[00:47:47.047 --> 00:47:48.008]  They're killing each other.
[00:47:48.528 --> 00:47:51.431]  That's how dumb they think you are, ladies and gentlemen.
[00:47:51.672 --> 00:47:54.635]  So you can make fun of Charlie Sheen all day with all the women and partying.
[00:47:55.255 --> 00:47:56.396]  What are you doing for freedom?
[00:47:57.517 --> 00:47:58.598]  It's like the prodigal son.
[00:47:58.639 --> 00:48:00.961]  Yeah, he's got problems, but at least he's got guts.
[00:48:01.661 --> 00:48:02.823]  And to quote the sergeant,
[00:48:03.908 --> 00:48:08.729]  From Full Metal Jacket, yeah, Private Joker's silly and he's ignorant, he's got guts and guts is enough.
[00:48:09.150 --> 00:48:13.311]  So you're fired, Private Snowball, and you're hired, Private Joker.
[00:48:13.531 --> 00:48:15.471]  That's what it's all about, ladies and gentlemen.
[00:48:15.952 --> 00:48:18.712]  Mainstream journalist exposed 9-11 as a hoax.
[00:48:18.852 --> 00:48:21.033]  Excellent article by Dr. Kevin Barrett.
[00:48:21.193 --> 00:48:23.934]  Nearly 90% of Germans, people are waking up.
[00:48:24.781 --> 00:48:26.801]  Do not believe official 9-11 fairytale.
[00:48:26.821 --> 00:48:35.043]  Well, that's because Andres von Bulow, amongst other people, went public on my show and wrote the best-selling book in Germany, CIA Stage 9-11.
[00:48:35.683 --> 00:48:42.125]  And he was the former head of their CIA and worked heavily with our entire intelligence operation.
[00:48:42.425 --> 00:48:45.485]  He looked at it within months and said, inside job.
[00:48:46.165 --> 00:48:51.407]  There's, of course, this clip, man takes over Super Bowl with 9-11 was an inside job last year.
[00:48:52.027 --> 00:48:52.947]  Great example
[00:48:53.807 --> 00:48:56.428]  Of how people are culture jamming and getting the truth out.
[00:48:56.668 --> 00:48:57.868]  We'll play that clip right now.
[00:48:57.888 --> 00:49:02.050]  I always imagined myself making great plays, but you never think about being MVP.
[00:49:05.371 --> 00:49:07.172]  Investigate 9-11.
[00:49:07.192 --> 00:49:09.172]  9-11 was perpetrated by people within our own government.
[00:49:10.553 --> 00:49:14.074]  Alright.
[00:49:14.154 --> 00:49:15.894]  Is everybody alright?
[00:49:24.397 --> 00:49:26.519]  Check his press pass.
[00:49:26.539 --> 00:49:29.482]  9-11 families are continuing to question the official narrative.
[00:49:29.722 --> 00:49:31.824]  Just like we were lied to about the dust not being deadly.
[00:49:32.084 --> 00:49:34.566]  And it turned out that was a premeditated lie.
[00:49:34.586 --> 00:49:38.710]  9-11 families are angry that they have to pay $24 to even enter the $700 million museum.
[00:49:44.976 --> 00:49:46.799]  Again, this just shows how cold-blooded they are.
[00:49:47.119 --> 00:49:52.126]  They called the cops and firefighters that were dying from the deadly dust, ambulance chasers in the New York Post.
[00:49:52.686 --> 00:49:58.174]  They just want to use that memorial as a propaganda piece for the police state, implying it keeps us safe.
[00:49:58.614 --> 00:50:01.859]  No, controlling our borders that are wide open keeps us safe.
[00:50:02.319 --> 00:50:07.281]  No, not funding Saudi Arabian terror groups to take over the world keeps us safe.
[00:50:07.681 --> 00:50:15.405]  Not creating Al Qaeda, like Zbigniew Brzezinski and Jimmy Carter did, and Reagan continued funding, his people did, keeps us safe.
[00:50:15.865 --> 00:50:25.169]  The globalists need Al Qaeda to take over the world, to be their secret army, and to menace us into giving up our basic liberties.
[00:50:25.669 --> 00:50:29.151]  And activists are fighting back everywhere, not just taking over the Super Bowl.
[00:50:29.671 --> 00:50:37.094]  Activists spoof 9-11 memorial brochures with ones containing actual facts and handing those out at ground zero.
[00:50:37.654 --> 00:50:47.978]  The system cannot stand against you if you take action, if you begin to speak out, if you demand the truth, and if you don't buy into their lies and fraud.
[00:50:48.298 --> 00:50:50.859]  Alright, that's it for this archive.
[00:50:51.579 --> 00:50:55.183]  Retransmission of 20 Minutes with the President and Charlie Sheen.
[00:50:55.484 --> 00:50:56.765]  We only scratched the surface.
[00:50:57.106 --> 00:51:03.053]  She'll continue to investigate and educate the public about false flags herself, because you are the answers.
[00:51:03.433 --> 00:51:04.534]  You are the solution.
[00:51:04.775 --> 00:51:09.020]  And if you're watching or listening to this transmission, you are the resistance.
[00:51:10.882 --> 00:51:12.683]  The human body is extraordinary.
[00:51:13.003 --> 00:51:16.985]  Despite all the stresses we inflict upon it, it still works hard to stay in balance.
[00:51:17.186 --> 00:51:22.208]  Thousands upon thousands of people rely upon heart and body extract to help their body stay balanced.
[00:51:22.489 --> 00:51:31.694]  This excellent 100% natural herbal formula helps maintain healthy blood pressure levels, cleans arteries, promotes good circulation, balances cholesterol and more.
[00:51:32.174 --> 00:51:39.679]  HB Extract, paired with healthy lifestyle choices like good nutrition and exercise, can give you a life free of pain, sickness and fear.
[00:51:39.960 --> 00:51:45.724]  Recapture your youthful vitality and experience your body healing itself with the aid of HB Extract.
[00:51:45.984 --> 00:51:48.846]  It's extremely effective and it starts working in just days.
[00:51:49.306 --> 00:51:54.570]  Visit HBExtract.com to learn more and to read scores of testimonials from satisfied customers.
[00:51:54.870 --> 00:51:57.252]  And we've never increased our price in over 10 years.
[00:51:57.592 --> 00:52:00.454]  That makes Heart and Body Extract as great a value now
[00:52:00.734 --> 00:52:04.136]  As it was the first day we sold it, a healthy heart is a happy heart.
[00:52:04.376 --> 00:52:09.320]  Call 866-295-5305 or go to hbextract.com.
[00:52:10.180 --> 00:52:12.722]  Hi folks, Alex Jones here with some important information.
[00:52:13.002 --> 00:52:17.866]  I want to tell you about Matt Redhawk and his team of patriots over at My Patriot Supply.
[00:52:18.126 --> 00:52:27.432]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck, deciding to take action.
[00:52:27.712 --> 00:52:30.533]  A company run by patriots for patriots was born.
[00:52:30.753 --> 00:52:34.574]  My Patriot Supply has never taken a loan or accepted outside funding.
[00:52:34.734 --> 00:52:40.436]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:52:40.676 --> 00:52:43.457]  It is rare to find companies who practice what they preach.
[00:52:43.837 --> 00:52:48.979]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:52:49.199 --> 00:52:57.324]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:52:57.384 --> 00:52:57.664]  That's 866-229-0927.
[00:52:57.704 --> 00:53:00.566]  Do business with someone who shares your values.
[00:53:00.586 --> 00:53:01.526]  MyPatriotSupply.com slash Alex.
[00:53:09.651 --> 00:53:12.113]  Listen up, all you preppers and survival enthusiasts.
[00:53:12.453 --> 00:53:23.722]  Sigma 3 Survival School has a brand new survival instructor training program that will teach you everything you need to know about survival, and then license you to teach our survival programs so you can make a substantial profit from it.
[00:53:23.902 --> 00:53:35.030]  If you have always wanted to learn to be completely self-reliant and would like to make money at it, then check out Sigma 3 Survival School's survival instructor program at survivalschool.us or call 479-561-3886 today.
[00:53:39.332 --> 00:53:40.353]  Hi, this is Ted Anderson.
[00:53:40.433 --> 00:53:44.756]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:53:44.936 --> 00:53:50.541]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:53:50.641 --> 00:53:53.984]  Gold has outperformed paper investments, yet no word about IRAs.
[00:53:54.224 --> 00:53:58.507]  If you would like to have gold for your retirement, call 800-686-2237.
[00:53:59.007 --> 00:54:01.710]  Don't get left behind by rising inflation and low returns.
[00:54:01.870 --> 00:54:02.090]  Call 800-686-2237.
[00:54:02.110 --> 00:54:03.471]  Secure your future and call 1-800-686-2237.
[00:54:21.434 --> 00:54:22.915]  Welcome back to the Alex Jones Show.
[00:54:23.095 --> 00:54:35.266]  I'm David Knight, your host, and as you heard in that last segment, that special report that just aired for the first time from Alex Jones, you heard Charlie Sheen saying, we want our country back.
[00:54:36.769 --> 00:54:37.830]  What's happened to our country?
[00:54:37.870 --> 00:54:43.253]  Well, in the wake of the phony 9-11 false flag attack, we got Homeland Security.
[00:54:43.734 --> 00:54:44.914]  We got the Patriot Act.
[00:54:45.615 --> 00:54:49.697]  We got the rules of the game of the NSA fundamentally changed.
[00:54:49.717 --> 00:54:53.060]  And in response to that, we had several NSA whistleblowers.
[00:54:53.120 --> 00:54:56.081]  Many of them had worked for decades for the NSA.
[00:54:56.121 --> 00:55:01.085]  We had William Binney, one of the first whistleblowers, had worked for them for over 30 years.
[00:55:01.185 --> 00:55:04.027]  He was technical head with global responsibility.
[00:55:04.967 --> 00:55:06.368]  Of, uh, at the NSA.
[00:55:06.769 --> 00:55:08.530]  And he was one of the first whistleblowers.
[00:55:09.051 --> 00:55:13.815]  He has said that we are this close to a police state, holding his fingers together.
[00:55:13.835 --> 00:55:15.216]  That was about a year ago.
[00:55:15.236 --> 00:55:18.839]  About six months ago, he said we have a police state.
[00:55:18.899 --> 00:55:21.541]  And he's not the only NSA whistleblower saying this.
[00:55:22.162 --> 00:55:28.667]  Because what happened in the wake of 9-11 was they began looking at Americans with dragnet surveillance.
[00:55:29.571 --> 00:55:36.957]  The security state, the police state, the militarized industrial complex turned itself inward on America.
[00:55:37.778 --> 00:55:45.364]  Remember the founders said, Madison said, if tyranny ever comes to this country, it will be in the guise of fighting a foreign enemy.
[00:55:46.044 --> 00:55:46.645]  And that's true.
[00:55:46.965 --> 00:55:48.906]  And it has come to this country.
[00:55:49.107 --> 00:55:50.828]  And I want my country back.
[00:55:50.848 --> 00:55:54.331]  There's a ballot measure that they're trying to get on the ballot in New York City.
[00:55:54.671 --> 00:55:58.775]  They have 53,000 signatures reported on that last week.
[00:55:58.915 --> 00:56:01.237]  It's the New York City Coalition for Accountability Now.
[00:56:02.372 --> 00:56:13.507]  Wouldn't you want to know if a building with a minor fire, a skyscraper that was more than 20 stories tall, if there was a minor fire on a building and it just happened to fall down?
[00:56:14.088 --> 00:56:18.193]  That's never happened anywhere else in the world in history.
[00:56:19.091 --> 00:56:20.512]  And it didn't happen there.
[00:56:20.572 --> 00:56:24.034]  We heard the owner of that building say, pull it down.
[00:56:24.094 --> 00:56:30.057]  We know something was happening with that and we know they'd prepared it well in advance to have that happen.
[00:56:30.777 --> 00:56:37.621]  Now, we have some NSA officials say that the US has turned into a Stasi Germany or a Soviet Union.
[00:56:37.661 --> 00:56:39.762]  This is an article up on Infowars.com.
[00:56:40.122 --> 00:56:42.964]  We have a senior NSA executive, Thomas Drake, saying this.
[00:56:43.504 --> 00:56:45.446]  He told Washington's blog that the U.S.
[00:56:45.486 --> 00:56:48.150]  has adopted the East German Stasi model.
[00:56:48.190 --> 00:56:50.512]  He says, collect it all, know it all.
[00:56:50.572 --> 00:56:51.654]  That's the NSA's model.
[00:56:51.774 --> 00:56:53.776]  And it's actually the Stasi's model.
[00:56:54.637 --> 00:56:55.999]  It's not just know everything.
[00:56:56.419 --> 00:57:00.424]  We have to be able to keep everything that we want to know, even if we don't know it yet.
[00:57:00.724 --> 00:57:03.147]  Or even if we don't know that we want to know it, right?
[00:57:03.908 --> 00:57:10.733]  He says, I keep shuddering because I'm intimately familiar with the East German surveillance state mentality.
[00:57:11.073 --> 00:57:18.719]  And of course, they point out in the article here that a lieutenant colonel that worked for the Stasi in East Germany said, based on his experience, he agrees.
[00:57:18.979 --> 00:57:29.187]  And of course, German Chancellor Angela Merkel, who grew up in East Germany, under the Stasi in East Germany, says that the NSA is exactly the same.
[00:57:30.618 --> 00:57:32.459]  See, that's the problem.
[00:57:32.579 --> 00:57:35.300]  And we have the NAFTA model right now.
[00:57:36.020 --> 00:57:39.381]  Charlie Sheen was trying to get Obama to take an honest look at it.
[00:57:39.921 --> 00:57:41.742]  Maybe he didn't know what this guy was about.
[00:57:41.802 --> 00:57:43.502]  We want to give him the benefit of the doubt, perhaps.
[00:57:44.663 --> 00:57:50.825]  Instead of taking an honest look at that, what Obama has done is the same thing that they did with NAFTA.
[00:57:51.877 --> 00:57:52.357]  Enact it.
[00:57:52.737 --> 00:57:54.898]  Let it sit there inert for a very long time.
[00:57:55.378 --> 00:57:56.259]  Then act on it.
[00:57:56.719 --> 00:57:59.820]  That's what we see with the NDAA, with the indefinite detention.
[00:58:00.240 --> 00:58:03.962]  First make the law, but don't act on it right away, because that'll get people upset.
[00:58:04.282 --> 00:58:10.764]  It's outrageous enough that you have destroyed the borders and unified Mexico and America and Canada.
[00:58:11.345 --> 00:58:12.865]  Don't really act on that right away.
[00:58:12.905 --> 00:58:14.626]  Let that simmer in people's minds.
[00:58:15.529 --> 00:58:22.651]  Now the idea that the entire world is at war, that is something that they want us to simmer with and get used to it.
[00:58:23.251 --> 00:58:25.112]  That's why they're not doing anything.
[00:58:25.172 --> 00:58:27.293]  That's why they're letting that simmer.
[00:58:27.333 --> 00:58:30.354]  But now we know what their model is.
[00:58:30.414 --> 00:58:34.375]  We now know that they're going to do this exactly like they did with NAFTA.
[00:58:34.695 --> 00:58:35.115]  Stay with us.
[00:58:35.135 --> 00:58:37.796]  We're going to be right back with more news about the security state.
[00:58:38.396 --> 00:58:41.597]  We had people who were protesting the NSA data collection.
[00:58:41.637 --> 00:58:42.818]  We got some great footage of that.
[00:58:42.878 --> 00:58:43.278]  Stay with us.
[00:58:43.318 --> 00:58:43.898]  We'll be right back.
[00:58:51.038 --> 00:58:52.840]  Thank you for listening to GCN.
[00:58:54.322 --> 00:58:56.464]  Visit GCNlive.com today.
[00:59:00.442 --> 00:59:05.184]  Man, when I get home from work, all Betty does is watch her reality TV and then she goes to sleep.
[00:59:05.404 --> 00:59:08.506]  I can take her on romantic dates, I get her flowers, you name it.
[00:59:08.766 --> 00:59:10.587]  She's just not the woman I married.
[00:59:10.867 --> 00:59:12.788]  Oh, Ralph, that's just awful.
[00:59:13.028 --> 00:59:14.509]  Does this seem familiar?
[00:59:14.669 --> 00:59:17.730]  Are the honeymoon days of your relationship long gone?
[00:59:17.990 --> 00:59:19.331]  If so, consider this.
[00:59:19.591 --> 00:59:28.515]  The abundance of chemical additives, pesticides, BPA containers, contaminated tap water, and other toxic substances found in our environment.
[00:59:28.875 --> 00:59:34.878]  Experts know our bodies are suffering and being thrown off balance, especially when it comes to your natural systems.
[00:59:35.258 --> 00:59:36.878]  Forget synthetic chemicals.
[00:59:37.279 --> 00:59:44.942]  Super Female Vitality brings forward key herbs specifically chosen for women's biology without the use of phony additives.
[00:59:45.342 --> 00:59:55.511]  Get your bottle of Super Female Vitality today at InfoWarsLife.com, InfoWarsStore.com, or call 1-888-253-3139.
