[00:00:00.009 --> 00:00:01.051]  Direct from Austin.
[00:38:28.871 --> 00:38:39.833]  To give you the archetypes of the Herculean hero of a thousand faces so that you can believe that the evil has been defeated as the real evil accelerates.
[00:38:41.573 --> 00:38:47.354]  And of course, even most of the writers and producers of these films, I've been able to talk to some of them over the years, they're allowed to put it out.
[00:38:47.594 --> 00:38:48.634]  They're even good people.
[00:38:49.294 --> 00:38:52.535]  And they don't even know why they're being allowed to put all this out.
[00:38:52.835 --> 00:38:58.176]  They're being allowed to put all this out because it's a simulated victory you're supposed to have, not a real one.
[00:38:59.768 --> 00:39:06.571]  I mean, I saw some ad on one of my YouTube videos today that was for a Star Wars game about, create your command base.
[00:39:07.151 --> 00:39:08.311]  Create your fortress.
[00:39:09.052 --> 00:39:11.452]  Pick the carpet and the fixtures.
[00:39:11.993 --> 00:39:19.215]  And this is where for men and women to go and imagine their imaginary world, ladies and gentlemen, instead of really building a real one.
[00:39:21.356 --> 00:39:24.197]  They don't want you on the game board in reality.
[00:39:24.377 --> 00:39:26.518]  They want you in fantasy land, ladies and gentlemen.
[00:39:29.062 --> 00:39:34.124]  So that they can tell you, well, you know, Alex Jones is discredited.
[00:39:34.164 --> 00:39:34.364]  Yup.
[00:39:34.504 --> 00:39:35.845]  There's no Chinese involvement.
[00:39:35.965 --> 00:39:37.185]  There's no Harry Reid involvement.
[00:39:37.205 --> 00:39:38.085]  There's no Solar Farm.
[00:39:38.386 --> 00:39:39.306]  It was a hundred miles away.
[00:39:39.326 --> 00:39:39.966]  It had nothing to do with it.
[00:39:40.766 --> 00:39:42.847]  Even though the power lines are right there.
[00:39:43.708 --> 00:39:45.228]  Even though it starts right there.
[00:39:45.248 --> 00:39:47.629]  Even though there's multiple power stations listed.
[00:39:47.789 --> 00:39:49.970]  They just point at one of them and play games with your mind.
[00:39:52.270 --> 00:40:07.924]  It's an environmental easement that they can build it right here and then his land is the agreed upon under UNESCO executive order and it's in the Bureau of Land Management documents and they link to them saying we're discredited.
[00:40:08.384 --> 00:40:09.125]  See that con game?
[00:40:10.523 --> 00:40:16.228]  They say in hundreds of public, thousands actually, because when AP comes out it's in thousands of newspapers.
[00:40:16.849 --> 00:40:24.856]  In one day I was in over a thousand news articles when they came out two years ago and said Curt Demme and InfoWars.com and DrudgeReport.com are lying to you.
[00:40:25.637 --> 00:40:27.038]  There are no bullets.
[00:40:27.178 --> 00:40:29.921]  I mean there are 20 million here, 100 million there, but not 1.6 billion.
[00:40:33.151 --> 00:40:34.792]  Now it's over 2.6 billion last time.
[00:40:35.393 --> 00:40:38.135]  And it doesn't matter that you see every federal agency arming.
[00:40:38.335 --> 00:40:39.856]  It doesn't matter if y'all will purchase orders.
[00:40:40.156 --> 00:40:41.557]  They go and play the same game.
[00:40:41.837 --> 00:40:44.379]  Of look, there's a solar farm here, it's not down there.
[00:40:44.399 --> 00:40:47.181]  Even though there's a whole bunch of solar farms on the map.
[00:40:47.682 --> 00:40:48.522]  They play that game.
[00:40:51.424 --> 00:40:53.766]  Obama, you know, you'll keep your doctor.
[00:40:54.146 --> 00:40:55.948]  And then, I never said you could keep your doctor.
[00:40:57.789 --> 00:40:59.090]  And I'm not coming after any guns.
[00:40:59.811 --> 00:41:01.412]  Later, I never said I wouldn't come after your guns.
[00:41:03.663 --> 00:41:06.224]  And in private recordings, he says, we're going to get these better clingers.
[00:41:06.764 --> 00:41:08.184]  They're clinging their bibles and their guns.
[00:41:09.044 --> 00:41:10.665]  I mean, they're in their private meetings.
[00:41:10.705 --> 00:41:11.665]  They're talking about us.
[00:41:12.305 --> 00:41:12.905]  We're the enemy.
[00:41:16.206 --> 00:41:19.226]  And they're already banning importation of most ammo, rifles.
[00:41:19.446 --> 00:41:20.707]  They're harassing gun shops.
[00:41:21.007 --> 00:41:22.687]  They're putting micro-stamp laws in.
[00:41:22.727 --> 00:41:24.047]  They're suing all the gun makers.
[00:41:24.608 --> 00:41:25.688]  I mean, almost all the big ones.
[00:41:26.804 --> 00:41:27.684]  It is going on.
[00:41:28.245 --> 00:41:38.108]  And now, Obama's moving with an executive order, the word is, they've already signaled it, The Hill newspaper reports, for bracelets and biometrics that will render all the other guns illegal.
[00:41:38.489 --> 00:41:41.770]  That's the battle plan, and I've told you that forever, and so has Larry Pratt.
[00:41:42.630 --> 00:41:43.150]  They're coming.
[00:41:44.011 --> 00:41:44.531]  They're coming.
[00:41:44.991 --> 00:41:46.112]  Drums, drums in the deep.
[00:41:47.932 --> 00:41:50.033]  And anybody who lives in denial is a fool.
[00:41:51.474 --> 00:41:54.575]  And then, I mean, again, I'll be honest with you.
[00:41:55.754 --> 00:42:07.564]  If it was just some type of Terry Truman crook who just wanted to get bid rigging on roads and give some money to their families and make money off of the largess, I would criticize him.
[00:42:07.604 --> 00:42:08.285]  I'd be against it.
[00:42:09.226 --> 00:42:12.309]  But at least that's building something and skimming off the top of it.
[00:42:13.089 --> 00:42:21.317]  The globalists want to deconstruct civilization as we know it as a total act of will and power and a hate letter
[00:42:22.293 --> 00:42:31.797]  A defiling, mass exterminist vandalism of the entire biosphere code of the planet.
[00:42:32.077 --> 00:42:38.420]  They're coming out with GMOs, making plants unable to reproduce in grasses, trees.
[00:42:39.020 --> 00:42:42.981]  They're GMO-ing all the major food animals, all the major fish.
[00:42:43.602 --> 00:42:44.982]  They're releasing them open air.
[00:42:45.102 --> 00:42:51.365]  Spider goats, insect-crossed salmon.
[00:42:52.639 --> 00:42:54.143]  With eight other things than the one they released.
[00:42:54.524 --> 00:42:56.128]  I mean, just total hell on earth!
[00:42:56.510 --> 00:42:58.274]  And you've got the environmental heroes...
[00:42:59.229 --> 00:43:04.293]  That are out there, you know, battling overfishing and, oh, battling global warming.
[00:43:04.613 --> 00:43:13.359]  Folks, global warming, overfishing, overfishing's an issue, but it's nothing compared to open-air release of nanotech that's already going on.
[00:43:13.399 --> 00:43:16.401]  I mean, we are not in 2014, boys and girls.
[00:43:16.981 --> 00:43:21.364]  The technology on the government reservations is at least 35 years advanced, they admit that.
[00:43:21.825 --> 00:43:23.726]  So we're really in what's 14 and 30 plus.
[00:43:28.199 --> 00:43:29.760]  Yeah, 44, 45 years.
[00:43:30.600 --> 00:43:31.600]  We're 2045.
[00:43:33.381 --> 00:43:36.382]  And that's why I shouldn't even be up here worried about Glenn Beck attacking me.
[00:43:36.862 --> 00:43:43.065]  I shouldn't even be worried about Rachel Maddow attacking me again last night, and all of them basically saying I'm calling for violence and trying to frame me.
[00:43:43.645 --> 00:43:43.985]  Fine!
[00:43:44.065 --> 00:43:48.707]  If the FBI and the government really wants to frame me or kill me, I don't want to die, but just do it.
[00:43:49.147 --> 00:43:49.347]  Okay?
[00:43:51.368 --> 00:43:53.250]  Because you're cutting your own throat.
[00:43:53.390 --> 00:43:54.291]  I mean, this is real.
[00:43:54.692 --> 00:43:58.276]  What we're going to see happen is over-the-top insane.
[00:43:58.316 --> 00:44:00.519]  We are living in a science fiction movie, ladies and gentlemen.
[00:44:02.006 --> 00:44:12.550]  And they are changing the entire genetic code of the basic plankton and the basic diatoms and the basic microorganisms in the ocean.
[00:44:12.930 --> 00:44:19.032]  They have got thousands of admitted tests going on of just one type of bacteria in the ocean.
[00:44:19.452 --> 00:44:21.773]  They are already changing flora across the board.
[00:44:22.133 --> 00:44:24.194]  They are probably going to kill everybody.
[00:44:26.977 --> 00:44:32.758]  And they've got the FBI running around all the gun shops to demonize gun owners, saying, are people talking bad about the government?
[00:44:32.938 --> 00:44:34.399]  Let me give the FBI a little newsflash.
[00:44:36.559 --> 00:44:41.660]  I'd say about 90% of the people in the gun shops are buying guns because of the government.
[00:44:42.220 --> 00:44:43.220]  They know crooks when they see it.
[00:44:43.460 --> 00:44:44.521]  And you already know that.
[00:44:46.961 --> 00:44:55.243]  So it's all just a demonization game, and, you know, maybe you will find some unstable schizophrenic or something that's mad that's going to do something, and then you'll be a big hero and get a promotion.
[00:44:57.503 --> 00:45:00.786]  But none of it means anything when they're meshing with the plankton.
[00:45:01.627 --> 00:45:04.909]  Do you know what happens if they flip the plankton or do something to them?
[00:45:05.810 --> 00:45:08.653]  It won't just be like Monsanto killing most our soil in the U.S.
[00:45:09.013 --> 00:45:09.534]  on purpose.
[00:45:10.594 --> 00:45:12.916]  Coming out with new seeds that can grow in their toxic waste.
[00:45:14.738 --> 00:45:17.260]  And admitting that's their plan to their shareholders.
[00:45:18.021 --> 00:45:18.742]  Total takeover.
[00:45:18.962 --> 00:45:19.702]  Total rewrite.
[00:45:20.083 --> 00:45:21.364]  Total genetic Armageddon.
[00:45:25.819 --> 00:45:34.463]  And the rest of the world, even the kleptocratic Russians, are looking at the Chinese just doing every form of testing and not caring, even outdoing the United States.
[00:45:36.885 --> 00:45:38.785]  And other countries are just totally freaked out.
[00:45:38.825 --> 00:45:49.271]  And world leaders, by the way, I know folks that know a lot of world leaders, and I personally, off-air, you know, talk to senators and congresspeople that you've not even heard on this show.
[00:45:50.511 --> 00:45:51.332]  And they're scared, too.
[00:45:52.012 --> 00:45:53.833]  Do you two think I'm the only smart person around?
[00:45:55.267 --> 00:45:56.568]  They just can't act like me.
[00:45:56.888 --> 00:46:02.030]  They can't get up and jump up and down like a chicken with their head cut off, even though they want to, because they know the media will probably destroy them.
[00:46:02.290 --> 00:46:05.171]  But a time is coming when that will not destroy you.
[00:46:09.193 --> 00:46:10.573]  Because stuff's gonna get so bad.
[00:46:10.893 --> 00:46:12.974]  We go ahead and tell the truth now, or it's all over.
[00:46:14.435 --> 00:46:16.956]  Do you want me to apologize to you, Rachel Maddow and Glenn Beck?
[00:46:18.547 --> 00:46:24.971]  Because you're up on air and your other hosts are saying that I want to lock up Glenn Beck's people in a forced labor camp.
[00:46:24.991 --> 00:46:32.535]  He said that I'm the type of person, we're the type of group, we played the clip yesterday, that would not give them a trial and arrest them for their speech.
[00:46:32.755 --> 00:46:33.496]  What the hell is that?
[00:46:34.196 --> 00:46:35.017]  Never said any such thing.
[00:46:37.058 --> 00:46:40.860]  And that I'm the group that wants violence and I'm the bad guy.
[00:46:41.000 --> 00:46:43.502]  Alex Jones, don't go with that group, they want violence.
[00:46:44.890 --> 00:46:47.012]  Why do you think the power structure is doing that?
[00:46:47.072 --> 00:46:48.853]  Because they're scared of us, ladies and gentlemen.
[00:46:49.274 --> 00:46:50.274]  They know I'm real.
[00:46:50.895 --> 00:46:51.916]  They know I'm committed.
[00:46:57.060 --> 00:46:57.600]  To this fight.
[00:46:58.961 --> 00:47:05.947]  And they know if you get this message, and verify it for yourself, and look at the data, you're gonna make a decision.
[00:47:06.167 --> 00:47:08.309]  Because that's what I'm good at, is getting people to make decisions.
[00:47:08.549 --> 00:47:10.311]  What I'm good at is talking straight to people.
[00:47:11.061 --> 00:47:13.050]  Right to their gut, right to their soul.
[00:47:13.653 --> 00:47:15.139]  I'm a straight shooter and everybody knows it.
[00:47:16.075 --> 00:47:29.804]  And I'm telling you folks, I don't have words to describe how much danger we're in on the genetic engineering front, the chemical weapons front, the bio-warfare front, the nuclear war front, the kleptocrat front.
[00:47:29.864 --> 00:47:34.427]  The elites throughout history go insane with the megalomaniacal power.
[00:47:34.808 --> 00:47:41.432]  They're going insane right now, and they think they're going to merge with machines, and they don't even care there's a nuclear war.
[00:47:41.692 --> 00:47:45.755]  They think their super deep bunkers are going to protect them under the Rockies.
[00:47:46.776 --> 00:47:48.017]  And they're not going to.
[00:47:50.300 --> 00:48:01.812]  And you have to understand, folks, that the evil mindset, the evil energy that they've tuned into wants to destroy things.
[00:48:02.433 --> 00:48:03.233]  Wants death.
[00:48:04.074 --> 00:48:05.075]  Wants murder.
[00:48:05.496 --> 00:48:06.597]  Wants mayhem.
[00:48:06.997 --> 00:48:08.179]  Wants disintegration.
[00:48:11.002 --> 00:48:12.422]  And no one can deny that.
[00:48:12.542 --> 00:48:13.843]  Look at what world leaders do.
[00:48:13.983 --> 00:48:15.623]  Look at what crazy emperors do.
[00:48:15.703 --> 00:48:16.863]  Look at Vlad the Impaler.
[00:48:17.203 --> 00:48:19.024]  Look at Caligula and Nero.
[00:48:19.324 --> 00:48:20.464]  Look at Adolf Hitler.
[00:48:20.764 --> 00:48:21.664]  Look at Stalin.
[00:48:21.944 --> 00:48:22.705]  Look at Lenin.
[00:48:23.045 --> 00:48:24.165]  Look at Mao Zedong.
[00:48:24.185 --> 00:48:26.745]  Do you know the admitted habits of Mao Zedong?
[00:48:32.307 --> 00:48:33.727]  Do you know what's happening in Japan?
[00:48:35.762 --> 00:48:42.863]  Where kids are continuing to have convulsions all over the country, and cancer rates are off the chart, and total mental illness is setting in?
[00:48:44.144 --> 00:48:47.524]  Because an honorable people have been turned into dishonor by the New World Order?
[00:48:49.705 --> 00:49:01.967]  The adult diapers are outselling baby diapers, and not just because they're an aging population, the new fad, because the Japanese are so into cleanliness, is for people to poop on themselves.
[00:49:05.489 --> 00:49:13.204]  You see, people that were so obsessed with cleanliness, and taking hot baths every day, and so into beauty, now are into ugliness.
[00:49:14.318 --> 00:49:16.639]  Call it satanic cult, whatever you want, it is what it is.
[00:49:17.159 --> 00:49:20.001]  And it's spreading everywhere, ladies and gentlemen.
[00:49:20.941 --> 00:49:21.921]  A spirit of evil.
[00:49:22.422 --> 00:49:29.645]  Now, you take people wanting to poop on themselves, I'm sorry to talk like that, but that's what's going on, and you take it to the New World Order level, what's really sick?
[00:49:30.305 --> 00:49:31.026]  Destroy the planet.
[00:49:31.646 --> 00:49:32.266]  Kill everyone.
[00:49:32.646 --> 00:49:33.407]  But do it slowly.
[00:49:33.447 --> 00:49:38.049]  Kill the babies, mutate the humans, mutate the animals, pour out all the genetic garbage.
[00:49:39.096 --> 00:49:51.766]  Create total disease, break up the family, and then, only then, when you destroy the soul of humanity, turn us into a technocracy, only then do you destroy the entire planet as an act of willing.
[00:49:52.509 --> 00:49:56.712]  And I'm paraphrasing some poetry by a top transhumanist, I forget his name, it's in Endgame.
[00:49:57.112 --> 00:50:08.940]  One of the top people that advises Google and Kurzweil and everybody was, our nihilistic program of willing will go on and we may just destroy the planet as an act of supreme willingness and our total will for the black power!
[00:50:08.960 --> 00:50:14.484]  I mean, you know, it's just, just, just, and you're just like reading this and it's just like, wow!
[00:50:15.384 --> 00:50:15.745]  Wow!
[00:50:16.245 --> 00:50:17.526]  What a commitment to darkness!
[00:50:18.086 --> 00:50:18.847]  What a commitment!
[00:50:24.428 --> 00:50:26.009]  I think there's a song that describes it.
[00:50:30.851 --> 00:50:33.332]  Will you guys find Danzig's The Stalker?
[00:50:33.352 --> 00:50:36.974]  If you find it during the break, we'll play it coming back in.
[00:50:38.314 --> 00:50:47.698]  That's what I think of when I think of Obama and the BLM and all these evil people crouching how they're good and they want to help you and they want to be nice and they care about the kids.
[00:50:47.978 --> 00:50:49.879]  They want to slit your throat ear to ear.
[00:50:50.259 --> 00:50:58.202]  People like Rachel Maddow just like being in power and think she's in charge and has her fake liberal template programming obsessed with, you know, gender.
[00:50:59.823 --> 00:51:00.983]  She's just a bot.
[00:51:01.543 --> 00:51:04.224]  But the people above her, they are literal.
[00:51:05.525 --> 00:51:06.966]  Ringwraiths is the way to describe them.
[00:51:07.366 --> 00:51:07.786]  Undead.
[00:51:10.111 --> 00:51:16.073]  Uncover a simple privacy loophole that can stop the NSA spying thugs in their tracks at PrivacyLockdown.com.
[00:51:16.313 --> 00:51:21.695]  The NSA has already shut down hundreds of sites and to truth be told they could shut down this operation at any time.
[00:51:22.015 --> 00:51:27.916]  See, the privacy loophole I'm about to show you allows you to make all your sensitive information disappear in the next 30 days or less.
[00:51:28.197 --> 00:51:36.619]  Go to PrivacyLockdown.com now to take your life off the grid and see the loophole in the NSA and FBI spying machine before they close the loophole forever.
[00:51:37.099 --> 00:51:38.320]  Go to PrivacyLockdown.com.
[00:51:40.683 --> 00:51:42.084]  My name is Jessica Armand.
[00:51:42.204 --> 00:51:44.886]  I'm an activist, a GCN listener, and mother of three.
[00:51:45.047 --> 00:51:49.730]  Our drinking water and food are filled with fluoride and other contaminants that harm our teeth and gums.
[00:51:49.891 --> 00:51:55.075]  To protect my family, I created My Magic Mud, an all-natural teeth whitening and strengthening remedy.
[00:51:55.215 --> 00:52:01.820]  My Magic Mud is a soft powder that polishes your teeth, reduces sensitivity, and removes harmful toxins from deep inside your mouth.
[00:52:01.940 --> 00:52:03.882]  You deserve a bright, healthy smile.
[00:52:03.922 --> 00:52:06.364]  Visit MyMagicMud.com and get yours today.
[00:52:06.484 --> 00:52:08.346]  That's MyMagicMud.com.
[00:52:10.270 --> 00:52:15.592]  What I'm about to tell you is based on information obtained from a little-known government document called FT-900.
[00:52:16.052 --> 00:52:20.274]  This bombshell government document contains evidence on what I believe will cause the next 9-11.
[00:52:20.474 --> 00:52:33.300]  I've just posted a video at www.next911exposed2.com that not only analyzes the contents of this document, but it walks you through the exact timeline of how and when this 9-11 event is scheduled to occur.
[00:52:33.980 --> 00:52:38.801]  Just like 9-11 had a lasting impact on our society, this event will reshape America.
[00:52:39.041 --> 00:52:45.742]  It will swipe trillions off markets and retirement accounts everywhere and destroy the way of life of millions of unprepared Americans.
[00:52:46.263 --> 00:52:51.084]  But it will also trigger what promises to be the biggest wealth transfer in the history of our nation.
[00:52:51.624 --> 00:52:56.785]  But you only have a few weeks left to take all the necessary steps to protect yourself and your family.
[00:52:57.225 --> 00:53:02.786]  Just visit www.next911exposed2.com to view my newly released video.
[00:53:03.186 --> 00:53:08.629]  Again, that's www.next911exposed2.com before it's too late.
[00:53:09.390 --> 00:53:17.034]  You've heard about the lowest price promise at Emergency Essentials, but did you know right now you can save $100 on a Katadyn Pocket Micro Water Filter?
[00:53:17.154 --> 00:53:22.177]  While supplies last, get 40% off a Personal Emergency Kit, 43% off Red Feather Butter, and 46% off the Victoria Hand Grain Mill.
[00:53:25.779 --> 00:53:28.601]  Every day it becomes more clear our nation is headed towards an uncertain future.
[00:53:28.641 --> 00:53:31.223]  Nothing can ensure your family's security like an Atlas Survival Shelter.
[00:53:31.243 --> 00:53:37.647]  The strongest money can buy and designed to be buried up to 42 feet deep with all the comforts of home and all the protection you need.
[00:53:55.940 --> 00:53:58.382]  I dedicate this song to the New World Order.
[00:53:58.422 --> 00:53:59.382]  No one knows my name.
[00:53:59.402 --> 00:54:00.663]  Where I come from.
[00:54:29.685 --> 00:54:40.711]  No one sees my face and sees me coming.
[00:54:41.051 --> 00:54:47.655]  You can never hide if I want you.
[00:54:47.735 --> 00:54:56.379]  You can't even try, keep from crying.
[00:55:11.135 --> 00:55:13.177]  Monday through Friday, from 11 a.m.
[00:55:13.217 --> 00:55:13.737]  to 2 p.m.
[00:55:13.777 --> 00:55:14.618]  Central, we're here.
[00:55:15.118 --> 00:55:18.561]  Back weeknight, 7 o'clock Central, with InfoWars Nightly News.
[00:55:19.021 --> 00:55:20.382]  Back Sunday, 4 to 6 p.m.
[00:55:20.402 --> 00:55:22.144]  with The Sunday Transmission.
[00:55:24.846 --> 00:55:28.509]  No one sees the New World Order's face in the darkness.
[00:55:28.829 --> 00:55:30.671]  No one sees their shape.
[00:55:30.691 --> 00:55:31.912]  Play a little bit more of it.
[00:55:33.533 --> 00:55:38.517]  And I'll tell you the other news that's coming up.
[00:55:40.345 --> 00:55:42.106]  You hear that spirit?
[00:55:42.146 --> 00:55:44.548]  That's the New World Order.
[00:55:44.568 --> 00:55:50.292]  Crouching in the dark.
[00:55:51.373 --> 00:55:58.538]  That YouTube version's a little distorted, but the song's distorted on purpose.
[00:55:58.718 --> 00:56:06.404]  Oh, I can see it, the blackness.
[00:56:16.334 --> 00:56:17.474]  I can feel it when it's talking.
[00:56:18.375 --> 00:56:21.596]  A lot of people get excited by that.
[00:56:24.737 --> 00:56:25.558]  Alright, folks.
[00:56:25.578 --> 00:56:29.299]  Let me tell you what's coming up.
[00:56:35.757 --> 00:56:37.499]  I'm gonna try to open the phones up.
[00:56:38.741 --> 00:56:45.129]  It's just so upsetting to see how we've been overrun at Waco, overrun at Ruby Ridge, overrun thousands of times.
[00:56:45.149 --> 00:56:47.973]  They're training the police and military to fight the American people openly.
[00:56:48.313 --> 00:56:49.114]  It's total treason.
[00:56:49.134 --> 00:56:54.220]  They're gutting the country, shutting down our industries, bankrupting everything the globalists don't own.
[00:56:55.413 --> 00:56:56.894]  A total ruthless siege.
[00:56:57.495 --> 00:57:13.748]  And then finally, a vestigial remnant of people act a little bit like our forebearers did, and get beat up and attacked, so more people show up, and they get beat up and attacked, so more show up, and say, alright, we're marching in, you say you're gonna shoot us, go ahead and do it.
[00:57:15.439 --> 00:57:17.100]  And that is incredible.
[00:57:17.120 --> 00:57:19.082]  They would say, come across that line, we're going to shoot you.
[00:57:19.522 --> 00:57:20.703]  I mean, they were so cowardly.
[00:57:20.723 --> 00:57:26.067]  They were so scared of citizens that instead of even talking to them, they were saying, we're going to shoot you.
[00:57:26.247 --> 00:57:33.192]  And then once they walked up to them, then they talked to them and they blinked and they backed off and it shows they're afraid.
[00:57:33.493 --> 00:57:36.695]  That's why they dress up like Cobra commander to try to scare us.
[00:57:36.715 --> 00:57:41.699]  Well, let me tell you something, dressing up like Cobra commander and driving around in black armored vehicles does not scare me.
[00:57:42.499 --> 00:57:44.461]  It scares me that I'm not doing enough to fight you.
[00:57:45.734 --> 00:57:48.362]  It scares me that I'm a coward and that I'm not doing enough.
[00:57:50.655 --> 00:57:53.436]  And, you know, you got people saying that I'm calling for violence.
[00:57:53.576 --> 00:57:54.016]  I'm not.
[00:57:54.237 --> 00:57:56.978]  The globalists are coming down on us with violent taxation.
[00:57:57.178 --> 00:57:58.638]  The power to tax is the power to destroy.
[00:57:59.439 --> 00:58:00.899]  The globalists are coming down on our families.
[00:58:01.079 --> 00:58:02.120]  They're coming down on us medically.
[00:58:02.340 --> 00:58:06.582]  Obama carries the biggest screwjob ever meant to bankrupt this country on record.
[00:58:06.782 --> 00:58:11.364]  And the guy that helped write it, Ezekiel Emanuel, admits it's meant to destroy the system.
[00:58:11.704 --> 00:58:13.305]  That is a criminal conspiracy.
[00:58:13.445 --> 00:58:16.526]  The federal judge said of the BLM this year in a ruling,
[00:58:17.924 --> 00:58:25.977]  And last year, it was last year, actually it was in December, we read part of the ruling yesterday that the BLM is part of a criminal conspiracy to bankrupt ranchers.
[00:58:27.119 --> 00:58:32.347]  Hey, pay your fair share, freeloading, lazy, seventh-generation rancher in the desert!
[00:58:35.396 --> 00:58:37.597]  When they've run everybody out of business and it's all a fraud.
[00:58:37.957 --> 00:58:39.818]  You can have a coal power plant, we're just gonna bankrupt you.
[00:58:40.298 --> 00:58:41.319]  Don't you people get it?
[00:58:41.539 --> 00:58:42.620]  You're under attack!
[00:58:43.100 --> 00:58:45.841]  I don't know what we should do, but admit you're under attack!
[00:58:46.081 --> 00:58:48.542]  Admit this government's a foreign occupation force!
[00:58:49.043 --> 00:58:50.103]  Absolutely fact!
[00:58:50.423 --> 00:58:51.524]  No debate!
[00:58:51.584 --> 00:58:52.444]  Sucking us dry!
[00:58:52.785 --> 00:58:53.345]  In the dark!
[00:58:53.605 --> 00:58:54.625]  Sucking our blood!
[00:58:54.685 --> 00:58:56.066]  To hell with Nosferatu!
[00:58:56.246 --> 00:58:57.487]  To hell with the New World Order!
[00:58:59.833 --> 00:59:04.419]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:59:04.559 --> 00:59:07.522]  Why do we have the highest cancer rates on the planet?
[00:59:07.682 --> 00:59:12.909]  The highest rates of diabetes, autism, and every other major disease.
[00:59:13.249 --> 00:59:14.851]  It all comes down to one thing.
[00:59:15.171 --> 00:59:16.492]  We are what we eat.
[00:59:16.812 --> 00:59:21.156]  Our food is devoid of nutrition and processed with poisons and additives.
[00:59:21.476 --> 00:59:25.479]  Our water is filled with toxic poisons and big pharma runoff.
[00:59:25.700 --> 00:59:28.042]  All of this has been engineered by design.
[00:59:28.262 --> 00:59:34.186]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:59:34.487 --> 00:59:36.749]  To learn more visit InfoWarsHealth.com
[00:59:37.429 --> 00:59:44.352]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[00:59:44.493 --> 00:59:50.315]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:59:50.556 --> 00:59:56.499]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:59:56.719 --> 00:59:59.220]  And get free shipping when you sign up for AutoShip.
[01:00:02.768 --> 01:00:04.671]  Waging war on corruption.
[01:00:05.151 --> 01:00:07.875]  Alex Jones on the GCN Radio Network.
[01:00:14.659 --> 01:00:15.299]  Big Brother.
[01:00:15.959 --> 01:00:16.980]  Mainstream media.
[01:00:17.740 --> 01:00:18.820]  Government cover-ups.
[01:00:19.500 --> 01:00:20.301]  You want answers?
[01:00:21.081 --> 01:00:21.961]  Well, so does he.
[01:00:22.621 --> 01:00:26.262]  He's Alex Jones on the GCN Radio Network.
[01:00:26.822 --> 01:00:30.863]  And now, live from Austin, Texas, Alex Jones.
[01:00:42.521 --> 01:00:46.784]  The minions of the system are now figuring out how expendable they are.
[01:00:47.524 --> 01:00:53.388]  They're now being threatened at the highest levels that if they don't get in line, they'll be blamed for the terror attacks that are coming.
[01:00:57.131 --> 01:01:00.173]  And so their response is, get ready to blame Alex Jones.
[01:01:01.294 --> 01:01:02.835]  I guess I'm not gonna sell out.
[01:01:04.256 --> 01:01:04.616]  I can't.
[01:01:05.516 --> 01:01:06.037]  Don't know how.
[01:01:10.060 --> 01:01:10.580]  Don't know how.
[01:01:11.200 --> 01:01:11.781]  Can't sell out.
[01:01:12.844 --> 01:01:13.884]  Can't sell out to death.
[01:01:14.485 --> 01:01:16.426]  Can't sell out to betrayal and treason.
[01:01:17.246 --> 01:01:18.486]  Can't sell out to cowardice.
[01:01:18.827 --> 01:01:19.527]  Just can't do it.
[01:01:20.828 --> 01:01:22.708]  Not a question of courage, it's I just can't do it.
[01:01:22.728 --> 01:01:25.890]  I can't lie to you in the face of madness.
[01:01:27.490 --> 01:01:30.032]  And if you hear me and it sounds mad, it is mad.
[01:01:31.792 --> 01:01:33.013]  I am a tortured soul.
[01:01:34.952 --> 01:01:41.836]  Infuriated by the insanity and evil of the world and you see in my eyes the reflection of what I'm looking at.
[01:01:42.116 --> 01:01:42.897]  What's that quote?
[01:01:44.338 --> 01:01:45.959]  I sent it out on Twitter about a month ago.
[01:01:48.880 --> 01:01:56.085]  That madness is seeing a world full of just total fraud and
[01:01:58.070 --> 01:01:59.231]  I don't know, it was a tweet.
[01:01:59.731 --> 01:02:05.933]  Go into my Twitter, RealAlexJones, and just CTRL-F or do a RealAlexJones NSA Google search.
[01:02:06.834 --> 01:02:08.635]  That's what it is, NSA interface.
[01:02:08.975 --> 01:02:11.976]  Do a Google NSA interface with the term.
[01:02:12.216 --> 01:02:13.697]  We've changed the language, folks, to be honest.
[01:02:13.877 --> 01:02:14.997]  It's not a defense department.
[01:02:15.337 --> 01:02:18.999]  It's a Global Extermination Eugenics Hydro Program.
[01:02:20.120 --> 01:02:22.521]  Specter, whatever cartoon term you want to call it.
[01:02:22.801 --> 01:02:25.602]  The average troops are good people, but it's captured and run by the New World Order.
[01:02:28.396 --> 01:02:35.358]  Do a search, just put in Real Alex Jones Twitter into the Google search and then put Madness and it'll bring up the tweet.
[01:02:36.118 --> 01:02:36.619]  That's all you do.
[01:02:38.239 --> 01:02:44.481]  I get obsessed with being able to use an NSA interface because the NSA is the internet.
[01:02:44.521 --> 01:02:45.901]  DARPA is the internet, folks.
[01:02:45.921 --> 01:02:47.442]  We need to get down to that point.
[01:02:47.462 --> 01:02:51.643]  I'm going to come back and get all the news on Snowden and give the number out and take your calls and everything.
