[00:00:00.049 --> 00:00:01.372]  Direct from Austin.
[00:41:44.749 --> 00:41:48.691]  I mean, folks, they're now saying don't go outside when it's raining.
[00:41:51.144 --> 00:41:56.589]  And in England they arrest you if you say the word homosexual or girl, because someone said it was hurtful.
[00:41:57.329 --> 00:41:59.631]  And Michelle Obama is telling us what to eat now.
[00:42:00.852 --> 00:42:06.677]  And they are totally destroying the culture, destroying any form of debate.
[00:42:07.038 --> 00:42:15.965]  There's a big video up on Drudge right now, it's also on Infowars.com, with a big comedian and writer, you know, coming out and saying, you know, there's a gay mafia.
[00:42:17.247 --> 00:42:18.528]  And if you even make a joke,
[00:42:19.588 --> 00:42:20.608]  Everybody should be fair game.
[00:42:20.728 --> 00:42:23.789]  You are destroyed and shut down, and that's pretty authoritarian.
[00:42:24.229 --> 00:42:25.009]  That's pretty scary.
[00:42:25.609 --> 00:42:29.350]  In fact, there's a headline, Adam Carolla on gay mafia.
[00:42:30.130 --> 00:42:36.612]  And me, I've never bashed, quote, gays, but if I want to use the scientific term, heterosexual, homosexual, you want to have me arrested?
[00:42:36.632 --> 00:42:38.212]  I mean, you're an authoritarian.
[00:42:38.252 --> 00:42:38.912]  I don't like you.
[00:42:39.252 --> 00:42:47.334]  And not because of your sexual preference, but because you are a control freak trying to use our goodwill to enslave us in free speech, and I don't like that.
[00:42:48.621 --> 00:43:03.208]  And I'll start, you know, really coming after people if they want to try to sit there and dictate everything, because you're an authoritarian being used by the globalist authoritarians with political correctness to silence any form of dissent or free speech, and I don't want to live in North Korea.
[00:43:06.829 --> 00:43:17.294]  Now, while we're all busy debating the next revolution, transgender, because they've normalized everything else now, just as a political fighting point, then it'll be bestiality, on and on and on, just to create a fight is the whole issue.
[00:43:19.363 --> 00:43:28.427]  While we're all busy debating that all day, the troops are killing themselves 24 a day, that's every hour, and most of it's because they can't get healthcare and they're being treated like crap.
[00:43:29.428 --> 00:43:32.829]  If vets are treated good, they tend to not commit suicide in a just society.
[00:43:33.069 --> 00:43:34.490]  If they're treated badly, they flip out.
[00:43:35.560 --> 00:43:37.501]  And no one's been abused more than this current generation.
[00:43:37.761 --> 00:43:39.561]  We hear about Greatest Generation, World War II vets.
[00:43:39.821 --> 00:43:43.102]  Yeah, my grandfathers were in World War II, but they both served a couple TURs.
[00:43:43.202 --> 00:43:44.463]  One of them one TUR, the other two TURs.
[00:43:45.483 --> 00:43:51.464]  I mean, it was some rough fighting too, but I mean, I know people that have served 20 TURs in combat like my cousin.
[00:43:51.845 --> 00:43:53.045]  Volunteer.
[00:43:53.065 --> 00:43:53.645]  31 years U.S.
[00:43:53.705 --> 00:43:53.905]  Army.
[00:43:54.985 --> 00:43:56.106]  And he is a machine.
[00:43:56.566 --> 00:43:58.466]  He wouldn't probably do well outside of it.
[00:43:59.167 --> 00:44:01.387]  Every time he gets out for six months or something, he goes and re-ups.
[00:44:01.707 --> 00:44:02.508]  He just can't help it.
[00:44:02.608 --> 00:44:03.608]  This is all he knows how to do.
[00:44:05.236 --> 00:44:14.978]  I mean, if your car's got a problem, or your gun's got an issue, or you want you to come fix your roof at 2am, the guy just fixes things, and does things, and just carries things, and just is ready.
[00:44:15.179 --> 00:44:16.799]  I mean, just a machine.
[00:44:17.959 --> 00:44:21.500]  Beyond my dad, because my dad's from the same country, you know, hard-working people.
[00:44:21.760 --> 00:44:23.301]  He loves to work, he loves to get stuff done.
[00:44:23.561 --> 00:44:28.802]  I mean, I've got family members, not just one, but a bunch who are farm boys, who are just machines, ladies and gentlemen.
[00:44:31.843 --> 00:44:34.765]  And they can adjust, they can handle it because they're so tough.
[00:44:35.325 --> 00:44:35.965]  I couldn't handle it.
[00:44:36.526 --> 00:44:41.409]  The average person can't go see three, four hardcore terrorists and then come back and be treated like crap by the VA.
[00:44:41.429 --> 00:44:42.529]  They're going to go blow their head off.
[00:44:44.190 --> 00:44:46.932]  And there's an attitude of anti-humanism
[00:44:48.200 --> 00:44:50.081]  Anti-humans are good.
[00:44:50.281 --> 00:44:51.942]  In the globalists, it's trickling down now.
[00:44:52.442 --> 00:44:53.643]  And that's what you hear at the VA.
[00:44:54.003 --> 00:44:55.844]  They go, we'll just take these vets out and shoot them.
[00:44:55.864 --> 00:44:56.905]  They're a bunch of scum.
[00:44:56.925 --> 00:44:57.965]  Oh, they're getting welfare.
[00:44:58.445 --> 00:44:59.646]  Oh, they want surgeries.
[00:45:00.106 --> 00:45:01.247]  Oh, just get, you know.
[00:45:01.367 --> 00:45:06.269]  It's because they've put people in place that will take the funding away and siphon it off.
[00:45:06.489 --> 00:45:08.310]  They don't want to take care of the veterans.
[00:45:09.571 --> 00:45:11.572]  Of course it got worse under Shinseki.
[00:45:11.892 --> 00:45:13.013]  That's the directive.
[00:45:14.375 --> 00:45:15.896]  Of course it got worse under Obama.
[00:45:16.096 --> 00:45:17.457]  We've got death panels now.
[00:45:17.717 --> 00:45:19.698]  The VA is the model of everything.
[00:45:22.119 --> 00:45:24.381]  People go, but government wants to give us something free, help old ladies.
[00:45:24.421 --> 00:45:25.501]  They use your soft heart.
[00:45:25.801 --> 00:45:27.743]  They want control of health care to run your life.
[00:45:28.963 --> 00:45:33.046]  And it's come out of the Club of Rome and Bilderberg and the Trilateral Commission and these groups.
[00:45:33.366 --> 00:45:40.650]  The people that write the Obamacare to bankrupt the old system, to get control of your life, to give you less health care for more money.
[00:45:40.990 --> 00:45:42.051]  It's a screw job!
[00:45:43.004 --> 00:45:45.705]  Because evil people don't like to manage stuff and compete.
[00:45:46.146 --> 00:45:50.928]  So they argue that an Agenda 21 imploding society is something they built and designed.
[00:45:51.508 --> 00:46:00.253]  All they're doing is actuarying and sucking off a collapse, blowing up the building and saying what artists they are in command destruction.
[00:46:01.093 --> 00:46:05.575]  Because they're not good managers, they're not good people, they're not good leaders.
[00:46:05.916 --> 00:46:08.457]  They don't want to compete with the Renaissance.
[00:46:09.051 --> 00:46:10.131]  They are the dark age.
[00:46:10.351 --> 00:46:11.472]  They are neo-feudalism.
[00:46:11.692 --> 00:46:20.014]  And the Club of Rome in 1967, I've gone to the UT library, I show shots of it in my film Endgame, they say they want to recreate neo-feudalism.
[00:46:20.794 --> 00:46:22.835]  They want to recreate feudalism.
[00:46:24.075 --> 00:46:25.395]  I mean, these people are scum!
[00:46:26.076 --> 00:46:34.358]  And then they're saving the earth by screwing it up, and I'm supposed to crawl in some ditch and just give up my destiny, and my children's destiny, and your destiny?
[00:46:35.580 --> 00:46:37.280]  It doesn't mean you have to accept my destiny.
[00:46:37.300 --> 00:46:39.421]  It doesn't mean you have to accept my view of the world.
[00:46:39.601 --> 00:46:45.483]  But believe me, folks, you better decide what you want, because they've already decided you're not in the future.
[00:46:46.543 --> 00:46:58.466]  And if they can treat foster kids and minorities and veterans, anybody in their clutches, like absolute hell with secret experiments and all the control and all the dumbing down, they'll do it to you next.
[00:46:58.786 --> 00:47:00.707]  And they are doing it to you already.
[00:47:03.001 --> 00:47:04.622]  These people are the scum of the earth.
[00:47:04.662 --> 00:47:12.205]  Now we're going to have David Knight with us, 15 minutes into the next hour, then we're going to have Paul Watson with us, then open phones the full next hour.
[00:47:12.245 --> 00:47:16.186]  There's so much breaking Bilderberg news at Infowars.com and PrisonPlanet.com.
[00:47:16.486 --> 00:47:28.111]  We need some big master coverage article that has the right headlines so it captures people's attention, because this is sensational information for Liberty and exposing tyranny, but there's just so much of it, it's all just kind of blurbed out.
[00:47:28.451 --> 00:47:30.812]  We've got Schmidt caught on video and photos, we've got him
[00:47:31.252 --> 00:47:38.279]  The head of Google, we've got them with files falling out, clearly doing official business that needs to be investigated.
[00:47:38.299 --> 00:47:40.241]  There's already criminal investigations in England.
[00:47:40.541 --> 00:47:41.642]  This puts it over the top.
[00:47:41.702 --> 00:47:45.786]  Balls with official files going in, claiming they're just having impromptu cocktail parties.
[00:47:46.226 --> 00:47:47.367]  Clearly they're setting policy.
[00:47:47.567 --> 00:47:48.528]  We need articles on that.
[00:47:51.571 --> 00:47:54.353]  They're deciding the future of NSA spying worldwide.
[00:47:54.613 --> 00:47:55.594]  That's come out in their agenda.
[00:47:55.614 --> 00:47:56.615]  That should be investigated.
[00:47:57.335 --> 00:47:58.396]  Policy's being set.
[00:47:58.456 --> 00:48:00.118]  That's really the angle that should be looked at here.
[00:48:00.938 --> 00:48:09.805]  And their anti-human move to cut the pension funds and not give vets care and to quote, cut entitlements.
[00:48:10.906 --> 00:48:12.087]  Yeah, they can cut entitlements.
[00:48:12.107 --> 00:48:14.669]  How about their banker bailouts first, you see?
[00:48:16.328 --> 00:48:21.771]  These are the people setting the agenda, and we've got bombshell HD video and photos.
[00:48:21.791 --> 00:48:31.076]  We need to get it all condensed and boiled down into one big article dealing with official business being set, and there needs to be a serious investigation, and the people need to push for it.
[00:48:31.336 --> 00:48:32.817]  That's what the Independent and others are saying.
[00:48:33.197 --> 00:48:34.598]  We're the Bilderberg experts.
[00:48:34.938 --> 00:48:39.461]  We need the big articles on this and the videos on this, boiling it all together.
[00:48:42.153 --> 00:48:56.299]  Now, we're going to have a break in a few minutes, but I want to come back right now after the break to David Knight for 15 minutes into the next hour and kind of go over all the stuff that's been breaking at InfoWars.com and PrisonPlanet.com.
[00:48:58.540 --> 00:49:00.961]  But I need Watson and others to do that big article now.
[00:49:01.001 --> 00:49:06.983]  Now's the time for over the weekend to really boil down that why this is bad.
[00:49:07.003 --> 00:49:09.164]  Now, we're going to have a break in a moment.
[00:49:09.184 --> 00:49:10.105]  I first want to say something.
[00:49:11.454 --> 00:49:19.643]  We fund this operation selling incredibly high-quality stainless steel gravity-fed filters that cut out the glyphosates and fluoride and annihilate the competition.
[00:49:20.263 --> 00:49:24.368]  And my point is there's just no reason to buy any other water filter but ProPure with the G2.0.
[00:49:24.868 --> 00:49:29.893]  For the price, it's the same price as the competitor or lower with 10% off promo code water and
[00:49:30.854 --> 00:49:43.121]  It'll help you and your family at a massive level and it'll fund this vicious truth-telling, open bias towards truth, open pro-human, pro-God, pro-family, pro-honor and chivalry.
[00:49:43.821 --> 00:49:47.123]  We need your support and you get a great product at the same time.
[00:49:47.143 --> 00:49:48.344]  Infowarsstore.com.
[00:49:49.604 --> 00:49:50.285]  We only got
[00:49:51.371 --> 00:49:54.655]  A few thousand test run bottles of the Super Feminine Vitality.
[00:49:55.196 --> 00:49:56.377]  It's almost sold out.
[00:49:56.898 --> 00:49:58.640]  It will be sold out by next week.
[00:49:59.041 --> 00:50:01.324]  And it will probably take three weeks to a month to get more of it.
[00:50:01.684 --> 00:50:06.250]  And we're having even bigger responses with women's energy workout, libido, with this, than men have a super meal.
[00:50:07.895 --> 00:50:10.356]  And Supermail had a bigger effect on women, and we didn't know why.
[00:50:11.016 --> 00:50:12.697]  I guess women are more sensitive to these herbs.
[00:50:13.097 --> 00:50:16.298]  Now with a feminine one for women, it's even crazier from what we've seen.
[00:50:16.578 --> 00:50:18.739]  Find out for yourself, regardless if you're supporting with transmission.
[00:50:19.059 --> 00:50:20.299]  If you want it, it's going to sell out.
[00:50:20.679 --> 00:50:26.861]  Superfemalevitalityinfowarslife.com or 888-253-3139.
[00:50:27.902 --> 00:50:29.482]  When it sells out, there's still the Supermail.
[00:50:29.502 --> 00:50:30.603]  We have plenty of that in stock.
[00:50:30.983 --> 00:50:33.984]  And then we have the new X2, ladies and gentlemen.
[00:50:35.250 --> 00:50:41.493]  That is the purple, original, millions of years old, iodine crystals from 7 to 12,000 feet.
[00:50:41.773 --> 00:50:42.853]  We're the only ones that have it.
[00:50:44.114 --> 00:50:46.154]  And it turns bright purple on paper.
[00:50:46.474 --> 00:50:47.675]  All other iodines turn black.
[00:50:48.235 --> 00:50:49.216]  And we've talked to scientists.
[00:50:49.236 --> 00:50:50.256]  That's because they're bound.
[00:50:50.316 --> 00:50:51.296]  It's not real nascent.
[00:50:51.657 --> 00:50:54.118]  The reason this is so special is it goes right into your blood.
[00:50:54.998 --> 00:50:56.478]  Survival Shield X2.
[00:50:56.519 --> 00:50:57.359]  We have plenty of it.
[00:50:58.450 --> 00:51:00.194]  But it may still sell out in about two weeks.
[00:51:00.214 --> 00:51:01.417]  I don't know how soon we can get more.
[00:51:01.718 --> 00:51:05.626]  If you want to stock up on it and support the broadcast, nobody's got iodine like this.
[00:51:06.047 --> 00:51:06.067]  X2.
[00:51:07.119 --> 00:51:12.703]  What if there was a secret powder that if consumed would awaken your inner genius and raise your IQ?
[00:51:12.823 --> 00:51:17.266]  What if this powerful secret powder could not only make you smarter, but happier as well?
[00:51:17.526 --> 00:51:21.329]  What if the secret powder could lessen withdrawal symptoms for most addictions?
[00:51:21.549 --> 00:51:23.671]  Do you think that no such powder exists?
[00:51:23.891 --> 00:51:24.231]  Wrong!
[00:51:24.391 --> 00:51:26.032]  The secret powder does exist!
[00:51:26.192 --> 00:51:27.453]  Want to know its secrets?
[00:51:27.593 --> 00:51:31.436]  Then go to thesecretpowder.com and get your free sample today!
[00:51:31.496 --> 00:51:35.079]  Go to thesecretpowder.com and change your life forever!
[00:51:36.536 --> 00:51:45.782]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:51:45.822 --> 00:51:46.562]  This capitalism?
[00:51:46.622 --> 00:51:52.746]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:51:52.786 --> 00:51:56.428]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[00:51:56.488 --> 00:51:57.409]  Call for your copy 800-686-2237.
[00:51:57.429 --> 00:51:58.469]  It's time to understand the system.
[00:51:58.489 --> 00:51:58.749]  Call 800-686-2237.
[00:51:58.809 --> 00:51:59.150]  That's 800-686-2237.
[00:52:06.576 --> 00:52:07.577]  Attention America!
[00:52:07.897 --> 00:52:15.062]  Within a little-known government document is devastating information that could cost the United States its most valuable asset.
[00:52:15.523 --> 00:52:18.885]  My name is Jeff Opdycke, former reporter for the Wall Street Journal.
[00:52:18.905 --> 00:52:27.672]  I've uncovered shocking evidence within the details of document FT-900, revealing the largest cover-up of President Obama's career.
[00:52:28.092 --> 00:52:31.134]  This will have a substantial impact on our nation.
[00:52:31.574 --> 00:52:34.737]  Millions of Americans will fall into poverty overnight.
[00:52:35.257 --> 00:52:42.142]  A recent report from the Treasury Department said an event of this nature has, quote, the potential to be catastrophic.
[00:52:42.583 --> 00:52:52.070]  Within a matter of weeks, the way of life for millions of Americans will be destroyed, and the standard of living will be like nothing this country has seen in nearly a century.
[00:52:52.470 --> 00:52:56.213]  To learn how you can protect yourself and your family from this government attack,
[00:52:56.653 --> 00:53:00.614]  Visit www.obamasecret1.com.
[00:53:00.995 --> 00:53:05.156]  Again, that's www.obamasecret1.com.
[00:53:05.796 --> 00:53:08.177]  This is Scottish John for InfoWars.com.
[00:53:08.297 --> 00:53:14.779]  I know that most of you here in this commercial already know about the New World Order, eugenics, and all the other issues covered here at InfoWars.
[00:53:14.959 --> 00:53:17.540]  The question is, do your friends and family know?
[00:53:17.720 --> 00:53:19.501]  If not, then I want to know why.
[00:53:19.681 --> 00:53:21.902]  Oh, I know it's tough to talk about this with some people.
[00:53:21.982 --> 00:53:26.143]  They might call you names, or they just want to talk about sports, or soap operas.
[00:53:26.423 --> 00:53:27.424]  I say, so what?
[00:53:27.564 --> 00:53:29.585]  There's a battle going on out there right now.
[00:53:29.785 --> 00:53:32.906]  The ammunition is information, and the soldiers are you.
[00:53:33.146 --> 00:53:37.248]  It's time to transform your game from passive listener to active participant.
[00:53:37.388 --> 00:53:43.071]  We from Scotland have had our skin in this game for the greater part of the last thousand years, and I'm still fighting.
[00:53:43.231 --> 00:53:46.232]  If we don't all stand up right now, we're gonna lose everything.
[00:53:46.432 --> 00:53:48.133]  The Info War is worldwide.
[00:53:48.253 --> 00:53:52.375]  Tell your friends about Info Wars, and let them know that Info Wars doesn't print bull.
[00:53:52.575 --> 00:53:56.197]  It's real journalism and news, backed up by documented facts.
[00:53:56.257 --> 00:54:03.322]  Step up and take your friends and family to InfoWars.com, PrisonPlanet.tv and PlanetInfoWars.com.
[00:54:03.482 --> 00:54:05.103]  The truth will set them free!
[00:54:08.405 --> 00:54:13.549]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:54:14.229 --> 00:54:16.511]  Because there's a war on for your mind.
[00:54:26.512 --> 00:54:31.093]  Bilderberg didn't want us to know they existed, because then we'd start looking into them.
[00:54:31.233 --> 00:54:32.333]  I know I'm stating the obvious.
[00:54:33.313 --> 00:54:36.754]  So we've been looking into them, now we've forced the public to know they exist.
[00:54:37.014 --> 00:54:40.274]  That raises the credibility of what they call conspiracy theorists, i.e.
[00:54:40.314 --> 00:54:41.235]  people that ask questions.
[00:54:42.835 --> 00:54:50.876]  So we're now being heretics and showing that the heretics are actually the good people, telling the truth against the state-run religion of mindlessness, and 2 plus 2 equals 5.
[00:54:52.617 --> 00:54:54.217]  And Michelle Obama tells your kids what to eat.
[00:54:55.754 --> 00:54:56.735]  I'm rebelling against this.
[00:54:56.915 --> 00:54:57.775]  I'm not complying.
[00:54:58.036 --> 00:55:00.497]  And I'm decrying it with my First Amendment.
[00:55:01.678 --> 00:55:03.860]  A powerful weapon comes before the second.
[00:55:04.760 --> 00:55:07.742]  And so I need all the writers and other talk show hosts who are hearing me.
[00:55:07.982 --> 00:55:10.144]  You want to bring them down, point out Ed Balls.
[00:55:10.584 --> 00:55:14.307]  We have the videos of him being confronted by myself and Watson, denying he's doing state-run business.
[00:55:14.627 --> 00:55:18.710]  Now we have what looks like state-run media files, clearly going in for serious policy meetings.
[00:55:20.387 --> 00:55:22.790]  Not to play tiddlywinks, there needs to be an investigation.
[00:55:23.011 --> 00:55:24.473]  We list the British law.
[00:55:24.913 --> 00:55:26.155]  The Independent's already done it.
[00:55:26.415 --> 00:55:29.039]  Now we have him showing he's doing official meetings.
[00:55:30.061 --> 00:55:31.402]  And then there's a bunch of other issues.
[00:55:32.898 --> 00:55:36.822]  And then we can crack these people wide open, but we have to believe and not be pessimists.
[00:55:37.382 --> 00:55:41.826]  If you're a pessimist, study came out this week, you're three times more likely to have dementia and Alzheimer's.
[00:55:42.587 --> 00:55:43.688]  People are in a coma.
[00:55:43.888 --> 00:55:45.009]  You're not really living.
[00:55:45.410 --> 00:55:48.232]  We have to, all of us, wake up and realize what's happening.
[00:55:48.613 --> 00:55:51.375]  We've got a lot of videos coming up with you in the next hour, David Knight.
[00:55:52.372 --> 00:55:54.554]  Lynn Paul Watson joins us at the bottom of the next hour.
[00:55:54.794 --> 00:56:04.880]  We're going to walk through it all, but give us an update of what's coming up in the next hour and some of the highlights since we talked to you 24 hours a day, 24 hours yesterday, as you report from Bilderberg 2014.
[00:56:04.920 --> 00:56:13.066]  Well, Alex, they're toasting champagne here and somebody's just come over to the fence to talk, so we're going to go see what he has to say.
[00:56:13.086 --> 00:56:18.630]  Oh, it's one of the security people telling you not to put cameras in.
[00:56:19.454 --> 00:56:21.495]  Go ahead and talk to him.
[00:56:21.795 --> 00:56:27.278]  In the Netherlands you were always, like I think in all countries, you were always busy with little things.
[00:56:27.478 --> 00:56:27.759]  Yeah.
[00:56:28.499 --> 00:56:31.360]  And now we get three days of discussing big issues.
[00:56:31.561 --> 00:56:31.921]  Very intense.
[00:56:31.941 --> 00:56:33.021]  That's a Bilderberg group member.
[00:56:33.081 --> 00:56:33.662]  Ask him who he is.
[00:56:34.222 --> 00:56:35.142]  Very intense.
[00:56:35.403 --> 00:56:35.623]  Yeah.
[00:56:35.703 --> 00:56:36.863]  It starts at 8 o'clock in the morning.
[00:56:37.084 --> 00:56:37.684]  Ask him who he is.
[00:56:39.085 --> 00:56:41.346]  Okay, this is a Dietrich Samson and who are you with?
[00:56:41.907 --> 00:56:43.367]  I'm from the Dutch Labour Party.
[00:56:43.427 --> 00:56:44.228]  I'm a politician.
[00:56:44.668 --> 00:56:49.810]  Oh, but are you here in your formal or informal function?
[00:56:50.031 --> 00:56:53.252]  Well, I'm formal because I'm being a politician.
[00:56:53.632 --> 00:56:55.854]  You're 24-7, so there's no way of...
[00:56:57.034 --> 00:56:58.215]  Exiting my role.
[00:56:58.255 --> 00:57:05.420]  So let's say, if your Prime Minister asked you what you were talking about here, you would surely tell him everything.
[00:57:05.460 --> 00:57:05.720]  I would.
[00:57:05.821 --> 00:57:14.247]  Could I ask whether the heads of banks such as HSBC, David Flynn, is he there in his formal or informal capacity?
[00:57:14.287 --> 00:57:14.667]  Is he there?
[00:57:14.907 --> 00:57:15.487]  I'm not sure.
[00:57:15.527 --> 00:57:17.388]  You know the list better than I do.
[00:57:17.448 --> 00:57:19.609]  It's 106 participants and it's only one.
[00:57:19.889 --> 00:57:22.590]  Peter Sutherland from Goldman Sachs International.
[00:57:22.890 --> 00:57:25.391]  Now, is he formal or informal?
[00:57:25.431 --> 00:57:28.832]  Is he still head of Goldman Sachs International?
[00:57:28.872 --> 00:57:29.093]  Is he?
[00:57:29.153 --> 00:57:29.973]  He still is, alright.
[00:57:31.373 --> 00:57:33.414]  I don't know, actually.
[00:57:33.574 --> 00:57:37.616]  He's a member of British American Business, the lobbying group.
[00:57:37.696 --> 00:57:40.597]  Let me explain.
[00:57:40.617 --> 00:57:42.538]  There's scientists here.
[00:57:42.558 --> 00:57:44.459]  There's politicians, like me.
[00:57:44.579 --> 00:57:46.480]  There's business people here.
[00:57:46.500 --> 00:57:48.380]  Are you being lobbied?
[00:58:00.114 --> 00:58:00.775]  No.
[00:58:00.855 --> 00:58:01.935]  But TTIP is a nice discussion.
[00:58:02.015 --> 00:58:03.036]  It's a good discussion to have.
[00:58:03.076 --> 00:58:04.097]  Have you heard that discussion?
[00:58:04.117 --> 00:58:06.678]  Yeah, well, not here at this moment.
[00:58:07.078 --> 00:58:08.599]  Ask him about trying to prop up the euro.
[00:58:08.619 --> 00:58:10.000]  We know that's what they're really talking about.
[00:58:10.361 --> 00:58:10.961]  Ask him about that.
[00:58:12.782 --> 00:58:14.103]  That's like everybody.
[00:58:14.163 --> 00:58:17.285]  I think, like you, we are worried about what happens there.
[00:58:17.325 --> 00:58:20.387]  I mean, nobody wants an armed conflict and it's already happening.
[00:58:20.407 --> 00:58:22.088]  Have you had an intelligence sharing discussion?
[00:58:22.768 --> 00:58:22.828]  No.
[00:58:22.868 --> 00:58:24.269]  Ask him about propping up the EU.
[00:58:24.850 --> 00:58:26.951]  Are you talking about propping up the... Or the day after, I'm not sure.
[00:58:26.971 --> 00:58:28.412]  Are you talking about propping up the euro?
[00:58:29.244 --> 00:58:29.384]  No.
[00:58:29.904 --> 00:58:30.065]  No?
[00:58:30.425 --> 00:58:31.325]  We talked about Europe.
[00:58:31.625 --> 00:58:33.347]  We talked about what to do next for Europe.
[00:58:33.587 --> 00:58:42.812]  And basically what I said in the discussion is that people are fed up with discussions about treaty change and euro and whatever.
[00:58:43.352 --> 00:58:45.053]  Oh my gosh, I hate having to go to break right now.
[00:58:45.193 --> 00:58:45.994]  Oh my goodness.
[00:58:46.494 --> 00:58:50.256]  Folks, I told everybody the issue is that they're setting official business inside.
[00:58:50.377 --> 00:58:52.898]  We're getting footage of this so you'll all get to hear it.
[00:58:52.938 --> 00:58:55.960]  Major breaking news as the leader of the Labour Party for a major country.
[00:58:57.591 --> 00:58:59.352]  Hi, I'm Dr. Edward Grew.
[00:58:59.893 --> 00:59:06.857]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[00:59:07.297 --> 00:59:17.724]  The new Survival Shield X2 is mined from 7,000 to 10,000 feet below the earth in pristine, environmentally clean conditions.
[00:59:18.145 --> 00:59:27.371]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[00:59:28.091 --> 00:59:31.514]  It's the strongest nascent iodine on the market today.
[00:59:32.154 --> 00:59:35.617]  It delivers 650 micrograms per drop.
[00:59:35.937 --> 00:59:37.478]  Experience the new formula.
[00:59:37.999 --> 00:59:39.940]  Experience the ancient purity.
[00:59:40.561 --> 00:59:41.501]  Shield your family.
[00:59:41.882 --> 00:59:43.263]  Survival Shield X2.
[00:59:43.703 --> 00:59:46.305]  Available now at InfoWarsLife.com.
[00:59:46.865 --> 00:59:50.848]  X2 from InfoWarsLife.com or call toll free 888-253-3139.
[00:59:59.767 --> 01:00:01.689]  Waging war on corruption.
[01:00:02.149 --> 01:00:05.051]  Alex Jones on the GCN Radio Network.
[01:00:11.637 --> 01:00:12.277]  Big Brother.
[01:00:12.958 --> 01:00:13.978]  Mainstream media.
[01:00:14.719 --> 01:00:15.800]  Government cover-ups.
[01:00:16.480 --> 01:00:17.281]  You want answers?
[01:00:18.062 --> 01:00:18.982]  Well, so does he.
[01:00:19.603 --> 01:00:23.246]  He's Alex Jones on the GCN Radio Network.
[01:00:23.806 --> 01:00:27.890]  And now, live from Austin, Texas, Alex Jones.
[01:00:31.067 --> 01:00:32.468]  Alright, we only got him ID'd once.
[01:00:32.528 --> 01:00:33.930]  He's behind the Bilderberg fence.
[01:00:34.010 --> 01:00:36.934]  He's the leader of a major labor party, Dietrich something.
[01:00:37.435 --> 01:00:38.656]  We're looking up his name right now.
[01:00:38.696 --> 01:00:40.459]  I believe David Knight can interrupt right now.
[01:00:40.499 --> 01:00:44.744]  He can hear me down the Skype and recap and then formally...
[01:00:45.465 --> 01:00:49.028]  But in front of the reporters that are there that are asking their questions, they're somewhat good.
[01:00:49.068 --> 01:00:51.050]  They're asking about him in official capacity.
[01:00:51.350 --> 01:00:53.572]  He admitted he's operating in official capacity.
[01:00:54.293 --> 01:00:56.054]  That may mean in his country that's not illegal.
[01:00:56.195 --> 01:00:56.875]  I doubt that.
[01:00:57.396 --> 01:00:59.818]  When he said we're not trying to prop up the euro, he said no!
[01:01:00.398 --> 01:01:00.679]  Nein!
[01:01:01.279 --> 01:01:02.240]  Which shows they are.
[01:01:02.300 --> 01:01:03.561]  That's what they're really trying to do.
[01:01:03.821 --> 01:01:05.923]  That's their main global takeover system with NATO.
[01:01:06.564 --> 01:01:08.045]  I want to ask him some questions.
[01:01:08.285 --> 01:01:09.226]  David Knight, can you hear me?
[01:01:09.466 --> 01:01:10.627]  It's Dietrich Samsom.
[01:01:11.688 --> 01:01:15.192]  And he is the leader Dutch politician of the Labour Party.
[01:01:15.493 --> 01:01:17.154]  That's the biggest party in the Netherlands.
[01:01:17.194 --> 01:01:20.218]  So, that guy is very powerful in his country.
[01:01:21.639 --> 01:01:22.300]  Let's talk to him.
[01:01:23.081 --> 01:01:23.682]  Go ahead, David.
[01:01:23.702 --> 01:01:24.643]  David, get some questions in.
[01:01:25.441 --> 01:01:28.862]  You know, who knows, you might be having more, you might be invited back, let's hope.
[01:01:28.902 --> 01:01:32.964]  He's also the leader of the Parliament, he's the Speaker of the House, basically.
[01:01:33.324 --> 01:01:34.405]  How do they structure it?
[01:01:34.465 --> 01:01:40.327]  Do they have the kind of experts on a panel, giving presentations?
[01:01:40.387 --> 01:01:46.730]  It's very classical, you could say it's very boring, but it's like normal, like lots of conferences, you have experts on a panel.
[01:01:46.770 --> 01:01:50.772]  Yeah, he's a Greenpeace-er, that means carbon taxer, leftist.
[01:01:51.332 --> 01:01:53.934]  Are you an expert for any of these particular problems?
[01:01:53.974 --> 01:01:55.315]  Good, yeah, you have to be vocal.
[01:01:55.335 --> 01:01:57.077]  You have to show yourself.
[01:02:03.114 --> 01:02:05.575]  Because there's no media there, you don't have to perform.
[01:02:06.195 --> 01:02:07.455]  That's nice.
[01:02:07.556 --> 01:02:11.677]  That's the advantage of having no cameras inside.
[01:02:11.757 --> 01:02:13.217]  There's no transparency.
[01:02:13.758 --> 01:02:15.758]  The advantage is that everybody can speak freely.
