[00:00:19.710 --> 00:00:21.730]  Welcome to tonight's InfoWars Nightly News.
[00:24:28.571 --> 00:24:30.413]  And we'll be back with more on Ebola.
[00:24:31.033 --> 00:24:31.994]  And what else do we have coming up?
[00:24:32.074 --> 00:24:36.017]  And a vice principal who was arrested for carrying a gun legally.
[00:24:36.277 --> 00:24:37.698]  That's what happens in the new America.
[00:24:37.979 --> 00:24:38.679]  You're a slave.
[00:24:38.719 --> 00:24:39.260]  Don't forget it.
[00:24:39.520 --> 00:24:40.521]  CN4's Nightly News.
[00:24:41.397 --> 00:24:45.500]  Part of every day, some kind of anti-violence, anti-gun message.
[00:24:45.900 --> 00:24:48.242]  Every day, every school, at every level.
[00:24:48.722 --> 00:24:54.506]  One thing that I think is clear with young people and with adults as well, is that we just have to be repetitive about this.
[00:24:54.546 --> 00:24:59.169]  It's not enough to simply have a catchy ad on a Monday and then only do it every Monday.
[00:24:59.229 --> 00:25:06.114]  We need to do this every day of the week and just really brainwash people into thinking about guns in a vastly different way.
[00:25:13.422 --> 00:25:20.306]  Celebrate the spirit of freedom and liberty upon which our nation was founded at infowarshop.com.
[00:25:20.386 --> 00:25:24.188]  Molon Lave is ancient Greek for come and take it.
[00:25:24.228 --> 00:25:31.692]  This popular design combines both classic Greek Spartan imagery with modern M16 assault rifles.
[00:25:31.932 --> 00:25:35.874]  Now available in women's tees and proudly made in the USA.
[00:25:36.054 --> 00:25:44.079]  Celebrate the spirit of 1776 with the George Washington brass belt buckle or this incredibly sharp looking 1776 hat.
[00:25:44.780 --> 00:25:46.180]  Badass!
[00:25:46.561 --> 00:25:50.223]  And be sure to check out the new arrivals at Infowars Life.
[00:25:50.543 --> 00:26:00.091]  Where you can prepare your body to perform at peak levels with Survival Shield, Nascent Iodine, Super Male Vitality, and Fluoride Shield.
[00:26:00.492 --> 00:26:01.573]  And wake up, America!
[00:26:01.873 --> 00:26:06.056]  Immune Support Blend is the healthy choice for the gourmet coffee lover.
[00:26:06.156 --> 00:26:13.283]  So get incredibly high-quality, freedom-based products and help fund the revolution at infowarshop.com.
[00:26:13.883 --> 00:26:14.724]  The facts are in.
[00:26:14.904 --> 00:26:16.025]  The studies are legion.
[00:26:16.305 --> 00:26:23.653]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:26:23.833 --> 00:26:27.296]  So why are the social engineers adding it to the water?
[00:26:27.657 --> 00:26:28.057]  Simple.
[00:26:28.237 --> 00:26:32.641]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:26:32.962 --> 00:26:36.185]  We may not have been able to get fluoride out of the water supply yet.
[00:26:36.365 --> 00:26:38.386]  But we can help to get it out of our bodies.
[00:26:38.646 --> 00:26:44.029]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation.
[00:26:44.190 --> 00:26:54.696]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:26:54.996 --> 00:26:56.837]  Let's take a stand against the globalists.
[00:26:56.957 --> 00:26:59.199]  By blocking their poisons with fluoride shield.
[00:26:59.560 --> 00:27:01.402]  I use fluoride shield every day.
[00:27:01.722 --> 00:27:07.008]  Secure your fluoride shield and other pioneering formulations at InfoWarsLife.com today.
[00:27:07.288 --> 00:27:11.533]  Let's start cleansing our bodies now and support the InfoWar at the same time.
[00:27:11.693 --> 00:27:13.455]  That's InfoWarsLife.com
[00:27:22.438 --> 00:27:23.119]  Welcome back.
[00:27:23.259 --> 00:27:24.680]  We've got some Ebola news.
[00:27:25.501 --> 00:27:39.015]  Recently, researchers from MIT have been doing models and stuff just to study the spread of what you see going on in Africa right now, which is kind of going on terrestrially, through the ground, through infected patients.
[00:27:39.055 --> 00:27:41.437]  We're flying infected patients into the United States.
[00:27:41.477 --> 00:27:42.498]  We're flying them into the UK.
[00:27:43.799 --> 00:27:50.163]  And, uh, what their model is showing, it only takes one infected individual making it through an airport checkpoint.
[00:27:50.223 --> 00:27:52.945]  Health officials around the world are scrambling to contain the Ebola virus.
[00:27:52.965 --> 00:27:58.269]  This is by Mark Slavo from the shtfplan.com.
[00:27:58.669 --> 00:28:07.034]  Health officials around the world are scrambling to contain the Ebola virus, with many, including the CDC and World Health Organization, preparing for the eventual escape out of West Africa.
[00:28:07.234 --> 00:28:08.355]  It's already happening, people.
[00:28:08.775 --> 00:28:09.396]  They're not preparing.
[00:28:09.816 --> 00:28:19.583]  Mathematical models performed by numerous researchers suggest that anywhere from 20,000 to 100,000 people globally could contract the virus by December of this year.
[00:28:20.243 --> 00:28:28.229]  Researcher Yanir Bar-Yam, whose model predicted the rise of the Arab Spring just weeks before it actually happened, have been modeling virus outbreaks since 2006.
[00:28:30.023 --> 00:28:41.906]  In a report published in conjunction with MIT and the New England Complex System Institute, Bariam and his colleagues developed a host pathogen model to predict the spread of the emergent disease, including Ebola, in evolving ecosystems.
[00:28:42.286 --> 00:28:45.307]  And we're showing you that spread right now.
[00:28:45.407 --> 00:28:51.428]  It starts off in Africa, then slowly spreads to the Caribbean, up into Europe, then into the United States.
[00:28:52.349 --> 00:28:58.050]  You can see it going into Australia, South America, and finally enveloping all of Russia.
[00:28:58.590 --> 00:29:00.951]  And it's not going to take long for that to happen.
[00:29:02.192 --> 00:29:06.954]  And it will happen, especially as they keep developing these viruses in labs.
[00:29:07.474 --> 00:29:14.897]  And as these viruses get accidentally released, or stolen, or missing, they don't have a lid on this stuff.
[00:29:14.957 --> 00:29:16.338]  There is no control mechanism.
[00:29:16.378 --> 00:29:19.579]  They're bringing patients in and not even keeping them in Level 4 facilities.
[00:29:19.620 --> 00:29:20.900]  They're in Level 2 facilities.
[00:29:20.940 --> 00:29:22.361]  This is not the way it should be done.
[00:29:23.121 --> 00:29:25.963]  I don't believe the hype when they tell you there's a lid on it and it's safe.
[00:29:26.404 --> 00:29:27.965]  It's a real scary thing.
[00:29:27.985 --> 00:29:30.507]  Let's move on to some gun-grabbing news.
[00:29:31.007 --> 00:29:35.651]  Vice Principal files a claim against city and police over gun arrest.
[00:29:35.731 --> 00:29:47.640]  Tavis Junior High School Administrator, who was arrested and subsequently released last month after bringing a gun to school, has filed a claim against the city of Bakersfield and its police department, according to his attorney, Daniel Rodriguez.
[00:29:48.540 --> 00:30:00.927]  Kent Williams, 51, vice principal at the school since 2010, said he was falsely arrested by BPD officers for bringing a handgun to school because he had a valid concealed weapons permit and showed it to them before the arrest was ever made.
[00:30:01.788 --> 00:30:05.790]  And we go now to a report from Jakari Jackson, which has more to this story.
[00:32:31.223 --> 00:32:40.875]  So there you see that some school systems, mainly ones in Texas, are actually encouraging teachers to carry guns mainly because they are going to be their first responders in these situations.
[00:32:41.736 --> 00:32:42.737]  And that's what I like to see.
[00:32:42.778 --> 00:32:47.423]  I like to see people taking responsibility for their own actions and not just depending on others to help them.
[00:32:48.898 --> 00:32:50.299]  Now we're going to do some final 9-11 news.
[00:32:50.399 --> 00:32:52.941]  Leanne McAdoo filed this report today.
[00:32:53.401 --> 00:32:59.246]  She learned, one, that the first responders were not going to be let into the 9-11 ceremonies.
[00:32:59.266 --> 00:33:00.287]  They're being kicked out again.
[00:33:00.787 --> 00:33:13.798]  And that, I guess you could say, the baton has been tossed from this 9-11 group to a Bloomberg group, who is now in charge of the ceremonies, is in charge of the funds and where they go and what happens to them.
[00:33:14.418 --> 00:33:18.620]  And she's going to talk about some news that happened back in 2001 that may surprise you about September 11th.
[00:33:18.640 --> 00:33:19.760]  I'm going to go to that report now.
[00:33:22.441 --> 00:33:29.124]  I'm Leanne McAdoo reporting for InfoWars.com, standing right off of Broadway here in Times Square, New York City.
[00:33:29.444 --> 00:33:37.567]  This is the epicenter of the terror threat that was posed by ISIS, according to their online jihadi recruitment magazine.
[00:33:37.907 --> 00:33:43.349]  Now, we were shocked to find out this morning that Mayor Bill de Blasio does not even have the security clearance
[00:33:43.689 --> 00:33:49.892]  to access the classified information that would be necessary to protect this city from a potential terror attack.
[00:33:50.332 --> 00:34:01.117]  The New York Post reports that potentially he didn't want them doing a little bit of digging into his visit to communist Cuba years ago or his ties to the Marxist Sandinista party.
[00:34:01.497 --> 00:34:10.821]  So here we have a mayor that can't even protect his city because he doesn't want them to do a little bit of digging into his background to go ahead and get that security clearance.
[00:34:11.161 --> 00:34:13.002]  Now former mayor Michael Bloomberg
[00:34:13.302 --> 00:34:13.843]  That's right.
[00:34:33.104 --> 00:34:35.726]  Ever since those towers were toppled so long ago.
[00:34:36.066 --> 00:34:49.053]  But before he left office, he passed that honor over to the National September 11th Memorial Museum and World Trade Center Foundation, of which he is the foundation's chairman.
[00:34:49.713 --> 00:34:55.516]  That means he is in control of all of those funds that funnel in when people visit the museum.
[00:34:55.756 --> 00:35:05.781]  Everyone that has to pay $25 to visit that museum, all the memorabilia that they buy, even the family members have to pay $25 when they go and visit the museum.
[00:35:06.101 --> 00:35:10.665]  That's like asking a parent to pay money to access their child's grave.
[00:35:11.085 --> 00:35:13.927]  Now, why is this so offensive and frightening?
[00:35:13.947 --> 00:35:21.674]  Well, we know that Bloomberg is the ultimate nanny, and he has his pet project agenda, like taking away your Second Amendment right.
[00:35:21.714 --> 00:35:23.975]  It's not just banning the size of sodas you can drink.
[00:35:24.296 --> 00:35:29.300]  He wants to take away Americans, and definitely New Yorkers, Second Amendment right.
[00:35:29.700 --> 00:35:30.601]  Now, why is this frightening?
[00:35:32.423 --> 00:35:43.469]  According to this article that was originally posted by the Washington Times in 2001, the September 11th Fund united way, giving donations to leftist causes.
[00:35:43.849 --> 00:35:58.116]  One of the largest relief funds that was set up to help the victims of the September 11th attacks has awarded grants totaling more than a million dollars to a variety of left-wing political groups that are devoted to causes like hate crime legislation, expanded welfare, gun control,
[00:35:58.496 --> 00:35:58.956]  I think so.
[00:36:20.427 --> 00:36:20.627]  I think?
[00:36:36.920 --> 00:36:58.168]  Funneling that money out of the funds that were supposed to go to the victims and families and the first responders there following the September 11th terror attacks into their leftist ideological political groups political causes and that is exactly What mayor former mayor Bloomberg could do with the funds that are supposed to go to the victims families?
[00:36:58.509 --> 00:37:01.570]  so once again the victims families are going to be
[00:37:02.978 --> 00:37:06.720]  Screwed over in order to take your Second Amendment right.
[00:37:07.241 --> 00:37:10.022]  If United Way could do it, Bloomberg could too.
[00:37:10.563 --> 00:37:12.664]  For InfoWars.com, I'm Leigh Ann McAdoo.
[00:37:17.987 --> 00:37:22.510]  So the report they were showing on their phone, I'm sure you couldn't read that, but I have it right here.
[00:37:23.070 --> 00:37:29.754]  And this is from November 20, 2001, September 11 Fund, United Way giving donations to leftist causes.
[00:37:30.939 --> 00:37:44.547]  One of the largest relief funds set up to help the victims of the September 11th attacks has been awarded grants totaling more than $1 million to a variety of left-wing political groups devoted to causes like hate crime legislation, expanded welfare, gun control, and nationalized health care.
[00:37:44.987 --> 00:37:49.650]  And that's our old friend Mark Morano reporting that from cnsnews.com.
[00:37:50.330 --> 00:37:55.774]  But critics say many of the groups receiving charitable contributions from the fund have little or nothing to do with helping the victims of the attacks.
[00:37:56.792 --> 00:38:03.039]  And record show contributions are used to pay for things including ethnic media, office equipment, and massage therapy.
[00:38:03.719 --> 00:38:07.363]  So that's what happens with all the money that you were giving to the victims' families.
[00:38:07.403 --> 00:38:08.344]  It wasn't really going to them.
[00:38:08.504 --> 00:38:10.887]  It was moving around to other locations.
[00:38:10.927 --> 00:38:12.448]  That's what happens when you get all this money.
[00:38:13.519 --> 00:38:15.341]  And there's not much to show for it.
[00:38:15.661 --> 00:38:16.502]  Very interesting times.
[00:38:16.522 --> 00:38:25.992]  We're going to have them tomorrow live with Alex Jones during the show and possibly again during an expanded fourth hour that we're going to be doing live in this studio tomorrow.
[00:38:26.032 --> 00:38:28.595]  Big September 11th special.
[00:38:28.615 --> 00:38:32.018]  I don't want to say spectacular because there's nothing spectacular about September 11th.
[00:38:32.338 --> 00:38:33.920]  I still remember the day that it happened.
[00:38:34.320 --> 00:38:35.041]  I woke up late.
[00:38:36.122 --> 00:38:43.089]  Going in late for work because I was up late, really late the night before and my mother was calling me saying, turn on the TV, turn on the TV.
[00:38:43.770 --> 00:38:44.711]  I couldn't believe my eyes.
[00:38:44.751 --> 00:38:46.333]  I was like the rest of you going, oh my goodness.
[00:38:46.753 --> 00:38:54.882]  One person who did have the answer and who was predicting it months before was Alex Jones who was demonized for coming out and saying that it was an inside job.
[00:38:55.342 --> 00:38:57.864]  But it turns out the evidence is there that he was right.
[00:38:58.244 --> 00:38:59.225]  That's our show for tonight.
[00:38:59.606 --> 00:39:03.529]  Please remember, if you like what you're watching here, become a member of PrisonPlanet.tv.
[00:39:03.609 --> 00:39:18.922]  It helps what we're doing, helps send reporters out in the field, helps pay for studios like this, and keep us going and help push that alternative narrative, that real news narrative, not the fake corporate news, but news that's not been bought off by giant corporate media or the government.
[00:39:19.382 --> 00:39:20.243]  And with that, that's our show.
[00:39:20.263 --> 00:39:22.125]  We'll see you again tomorrow night at 7 p.m.
[00:39:22.165 --> 00:39:22.445]  Central.
[00:39:31.365 --> 00:39:35.291]  You are watching the InfoWars Nightly News, which airs 7 p.m.
[00:39:35.351 --> 00:39:37.835]  Central at InfoWarsNews.com.
[00:39:38.056 --> 00:39:44.926]  Members can share their passcodes with up to 11 other people, and your support is helping us defend liberty worldwide.
