[00:00:00.129 --> 00:00:01.434]  Direct from Austin.
[00:40:47.223 --> 00:40:48.184]  Word of mouth.
[00:40:48.264 --> 00:40:53.409]  And word of mouth is not just spreading about this broadcast, but about the Border Patrol that's telling the truth.
[00:40:54.169 --> 00:40:57.192]  And about all the good people inside the government that are blowing the whistle.
[00:40:58.872 --> 00:41:12.302]  You know, when the former head of the Border Patrol blew the whistle and said they've ordered the borders totally open four months ago, no one covered it but DrudgeReport.com, Infowars.com, Breitbart.com, and WorldNetDaily.com.
[00:41:15.025 --> 00:41:17.466]  And Drudge links to us and carries our stories.
[00:41:17.827 --> 00:41:19.108]  Those other sites really don't.
[00:41:19.957 --> 00:41:23.699]  But I don't care, because it isn't about InfoWars.com.
[00:41:24.079 --> 00:41:28.882]  It's about surviving and hanging together, or hanging separately, as Benjamin Franklin said.
[00:41:30.003 --> 00:41:30.903]  This is for real.
[00:41:31.264 --> 00:41:33.065]  They are going to vote to take the guns.
[00:41:33.365 --> 00:41:35.126]  They're training the paramilitary police for it.
[00:41:36.246 --> 00:41:38.027]  They are changing the culture into tyranny.
[00:41:38.308 --> 00:41:40.249]  The globalists are moving on every front.
[00:41:41.870 --> 00:41:42.150]  Okay?
[00:41:45.312 --> 00:41:48.854]  So, we admit how much trouble we're in,
[00:41:50.203 --> 00:41:51.743]  Or we lose everything.
[00:41:51.763 --> 00:41:54.704]  I'm going to say that again.
[00:41:55.324 --> 00:42:09.727]  We admit how much trouble we're in and forget our little differences and come together under basic sovereignty, basic private property, basic right to self-defense, basic state sovereignty, basic family sovereignty, basic church sovereignty.
[00:42:10.527 --> 00:42:15.648]  It's illegal to have the feds paying money to clergy response teams and turning them into federal mouthpieces.
[00:42:16.108 --> 00:42:16.908]  It's going on everywhere.
[00:42:19.264 --> 00:42:22.825]  It's illegal to have the NSA spying on everybody without warrants.
[00:42:24.065 --> 00:42:24.625]  But they're doing it.
[00:42:25.425 --> 00:42:28.046]  This is the collapse of checks and balances.
[00:42:28.786 --> 00:42:30.647]  So I want to play a couple clips here.
[00:42:31.507 --> 00:42:36.648]  First is this amazing interview up on InfoWars.com.
[00:42:37.108 --> 00:42:41.729]  Former border agent, government using immigrant children for asymmetrical warfare.
[00:42:41.789 --> 00:42:45.330]  In other words, the government is assisting in the downfall of America.
[00:42:45.670 --> 00:42:46.230]  Close quote.
[00:42:47.366 --> 00:42:49.347]  By leaving strategic areas along the southwest U.S.
[00:42:49.367 --> 00:43:03.051]  border unprotected, and by using children as a face of the illegal immigrant surge, so it's not just kids, to elicit public sympathy, the federal government is engaging in a sophisticated military tactic known as asymmetrical warfare against the American people.
[00:43:03.131 --> 00:43:03.891]  A former U.S.
[00:43:03.911 --> 00:43:05.632]  Border Patrol agent is warning.
[00:43:05.652 --> 00:43:07.592]  Yeah, he's the former deputy head.
[00:43:12.154 --> 00:43:15.715]  That's right, he's the current head of the former Border Patrol agent's union.
[00:43:17.037 --> 00:43:17.757]  Zach Taylor.
[00:43:18.318 --> 00:43:19.718]  And I want to get him on the show, by the way.
[00:43:19.738 --> 00:43:21.059]  I want to get all those guys on.
[00:43:22.019 --> 00:43:25.400]  So let's go ahead and go to this clip.
[00:43:25.580 --> 00:43:27.201]  And folks, this isn't rhetoric, okay?
[00:43:27.601 --> 00:43:28.822]  This is what's going on.
[00:43:30.342 --> 00:43:31.763]  I've studied asymmetrical warfare.
[00:43:32.023 --> 00:43:33.023]  I've studied propaganda.
[00:43:33.043 --> 00:43:34.444]  Do you understand that?
[00:43:34.504 --> 00:43:37.485]  And I use the truth because it's the ultimate weapon against it.
[00:43:38.286 --> 00:43:44.628]  But the only thing I disagree with what Zach Taylor said is he's 95% there.
[00:43:45.188 --> 00:43:46.709]  It isn't a federal government.
[00:43:49.070 --> 00:43:51.331]  There have been cases, you can look them up.
[00:43:52.532 --> 00:43:54.753]  Saw a documentary about it years ago, I think it was History Channel.
[00:43:55.334 --> 00:44:02.218]  Everybody's heard about this, where in the old days, in the 70s, with all the hijackings that were real, the hijackers would get into the captain's uniform.
[00:44:04.059 --> 00:44:07.021]  Because it was psychological, it projected authority.
[00:44:11.380 --> 00:44:15.301]  And the Commander-in-Chief has the helicopters and the White House and all of it.
[00:44:15.841 --> 00:44:17.442]  It's not the President, folks.
[00:44:17.962 --> 00:44:20.683]  And the people in government doing this are usurpers.
[00:44:21.863 --> 00:44:24.264]  Just like collaborating French that work with the Nazis.
[00:44:26.085 --> 00:44:27.605]  It was French that ran the government, folks.
[00:44:28.205 --> 00:44:28.885]  For the Nazis.
[00:44:30.006 --> 00:44:31.206]  They weren't French anymore.
[00:44:31.946 --> 00:44:32.867]  They were collaborators.
[00:44:35.187 --> 00:44:36.108]  Those aren't words.
[00:44:38.048 --> 00:44:38.808]  That's not rhetoric.
[00:44:38.869 --> 00:44:39.769]  That's what it is.
[00:44:40.902 --> 00:44:56.635]  So when he says the federal government's engaged in asymmetrical warfare, no, the criminal bureaucracy, the Ford Foundation, that openly promotes open borders globalism, all these generals promoting open borders, North American Union, they are the ones killing the country.
[00:44:56.895 --> 00:45:01.979]  They are not congressmen and senators and the president.
[00:45:03.881 --> 00:45:04.862]  If the president ordered
[00:45:06.167 --> 00:45:08.508]  Us to stand down if the Russians launch nuclear weapons.
[00:45:08.528 --> 00:45:09.308]  Would he be the president?
[00:45:09.608 --> 00:45:11.049]  No, he'd be an enemy officer.
[00:45:12.909 --> 00:45:13.890]  This isn't rhetoric, folks.
[00:45:13.930 --> 00:45:14.970]  This is what we have.
[00:45:15.490 --> 00:45:24.053]  And that's the last domino to fall with the military and the police who get it because they're inside and see it happening, is that it's not the federal government.
[00:45:24.653 --> 00:45:30.035]  That's why last year I called for it, Drudge linked to it, a bunch of top law professors read it and agreed with me.
[00:45:31.992 --> 00:45:37.095]  My new Declaration of Independence, which I'm going to rewrite soon and call the Declaration of Emergency Survival.
[00:45:39.917 --> 00:45:41.298]  The Declaration of S.O.S.
[00:45:43.220 --> 00:45:43.920]  I said we don't.
[00:45:45.281 --> 00:45:54.927]  The Declaration of Independence says that it's our right and our duty to reform or abolish a government that's destructive of our basic liberty and freedom.
[00:45:56.068 --> 00:45:57.289]  Go read the Declaration of Independence.
[00:45:57.729 --> 00:45:58.410]  I'm paraphrasing it.
[00:45:59.318 --> 00:46:19.551]  So I said, listen, let's admit it's an occupied government, have the states pull out of it, declaring it illegitimate, those that signed basically loyalty oaths, follow the Bill of Rights Constitution, and make immediate changes to secure the borders, to secure the debt, to secure the sovereignty, to stabilize the nation instead of cruising it towards destruction, clouded and pivened.
[00:46:20.563 --> 00:46:27.269]  Have emergency elections, have the legislatures again reappoint, vote themselves for U.S.
[00:46:27.309 --> 00:46:31.673]  Senators so there's balance between the states and the feds, and reconstitute the republic.
[00:46:32.554 --> 00:46:36.177]  And libertarians and people and anarchic capitalists go, let's just get rid of it all.
[00:46:36.618 --> 00:46:38.339]  I guarantee you they're set up for that.
[00:46:38.379 --> 00:46:44.105]  The globalists plan to collapse the country later and bring in a North American Union and do what I just said but with their people.
[00:46:45.545 --> 00:46:46.626]  And totally take over.
[00:46:46.666 --> 00:46:51.830]  We need to bring the Republic back, because I'm telling you, the collapse is going to be used to bring in the New World Order.
[00:46:52.071 --> 00:46:53.852]  I've studied what they do in other countries.
[00:46:54.072 --> 00:46:56.895]  So I'm trying to restore the Republic, save America.
[00:46:59.277 --> 00:47:01.699]  I'm a restorationist, folks, not a revolutionary.
[00:47:02.479 --> 00:47:08.985]  I'm a revolutionary in media, a revolutionary in fighting tyrants that seize the government, but if you technically get down to it,
[00:47:10.217 --> 00:47:12.558]  And what did the Weathermen call conservatives and libertarians?
[00:47:13.178 --> 00:47:14.119]  It's come out in federal court.
[00:47:14.139 --> 00:47:15.839]  They call us counter-revolutionaries.
[00:47:16.700 --> 00:47:23.322]  It's come out that the Justice Department, in their little commie meetings where they endorse Mao and stuff, call us the counter-revolution.
[00:47:25.203 --> 00:47:25.603]  You know why?
[00:47:25.663 --> 00:47:26.783]  Because we are, folks.
[00:47:27.404 --> 00:47:31.125]  We're the Americans in a desperate bid to save the country.
[00:47:32.503 --> 00:47:36.026]  That's why we're listed as public enemy number one by these criminals.
[00:47:36.426 --> 00:47:39.609]  And the public is so dumbed down, if they buy it, we lose everything.
[00:47:40.249 --> 00:47:42.491]  You're living in the beginning of a Red Dawn scenario.
[00:47:45.053 --> 00:47:45.614]  Literally.
[00:47:46.675 --> 00:47:47.675]  What happens in Red Dawn?
[00:47:47.715 --> 00:47:49.657]  They collapse Latin America into the United States.
[00:47:50.037 --> 00:47:50.578]  What's in Rex 84?
[00:47:50.658 --> 00:47:54.781]  They gets blamed on Reagan.
[00:47:54.801 --> 00:47:56.663]  That was just brought up by the Pentagon when Reagan was in there.
[00:47:57.103 --> 00:47:58.144]  This isn't a game, people.
[00:47:58.364 --> 00:47:58.885]  This is it.
[00:47:59.622 --> 00:48:00.582]  This is the beginning of it.
[00:48:00.762 --> 00:48:07.905]  Let's go to the clip with the head of the Border Patrol Retirees Union and the former deputy head of the Border Patrol itself.
[00:48:07.945 --> 00:48:08.325]  Here it is.
[00:48:09.285 --> 00:48:15.828]  The whole idea of asymmetrical warfare is to defeat your enemy from within.
[00:48:17.568 --> 00:48:19.389]  It is not to attack him from without.
[00:48:19.449 --> 00:48:27.232]  Of course the threat comes from without, but they have to be inside of the United States to affect a successful warfare strategy.
[00:48:29.571 --> 00:48:41.802]  If asymmetrical warfare is going to be successful, the first thing that has to be done is to compromise America's defenses against invasion.
[00:48:42.823 --> 00:48:48.248]  Because they have to have their personnel inside the United States to affect the infrastructure.
[00:48:49.169 --> 00:48:54.254]  Our hospitals, our schools, our electric grid, our power supplies, our water supply.
[00:48:56.167 --> 00:48:59.128]  Basically what we call infrastructure.
[00:48:59.208 --> 00:49:01.469]  All of those things create our infrastructure.
[00:49:02.470 --> 00:49:06.592]  But they have to affect the degeneration from inside the United States.
[00:49:07.472 --> 00:49:15.976]  The markers that we're seeing that indicate this is asymmetrical warfare is because the reaction that the United States is taking
[00:49:17.148 --> 00:49:23.194]  Is there taking the opportunity of inviting these illegal aliens to come here?
[00:49:23.975 --> 00:49:33.284]  They're concentrating them in one place in the United States, the Rio Grande Valley, and they're drawing the resources that are protecting the rest of the United States border
[00:49:33.945 --> 00:49:46.754]  To care for the illegal alien children, to help with the overflow of the miners, to transport, to take care of the needs of these people while they're in Homeland Security custody.
[00:49:47.494 --> 00:49:54.119]  All this takes the resources that are protecting America at the border off the border.
[00:49:54.720 --> 00:49:56.761]  So now the borders are wide open.
[00:49:57.261 --> 00:50:02.065]  This gives the people that are trying to get their infrastructure, their personnel,
[00:50:02.685 --> 00:50:12.667]  Their drugs, their dirty bombs, their biological weapons, their chemical weapons into the United States without being noticed.
[00:50:13.207 --> 00:50:15.708]  Because this part of the border is open.
[00:50:16.208 --> 00:50:17.408]  It is not being patrolled.
[00:50:18.028 --> 00:50:19.889]  It is a perfect military strategy.
[00:50:20.489 --> 00:50:24.930]  It doesn't raise any eyebrows because we're focused on the children.
[00:50:26.616 --> 00:50:29.318]  But we need to focus on our children.
[00:50:30.018 --> 00:50:31.959]  Because this is asymmetrical warfare.
[00:50:32.680 --> 00:50:33.680]  Everything says it is.
[00:50:35.361 --> 00:50:42.486]  And the way the United States government is responding to it is concealing that fact from the American people.
[00:50:42.506 --> 00:50:42.926]  That's right.
[00:50:43.306 --> 00:50:48.670]  In other words, they're assisting in the downfall of America.
[00:50:49.582 --> 00:50:50.602]  You need to understand that.
[00:50:50.622 --> 00:50:53.383]  I think I'm going to play that each hour today.
[00:50:53.403 --> 00:50:57.265]  I think everybody should call their friends and family and tune in to hear this.
[00:50:57.925 --> 00:50:58.565]  And I want him on.
[00:50:59.566 --> 00:51:00.086]  You understand?
[00:51:00.106 --> 00:51:01.847]  I've studied warfare, folks.
[00:51:02.127 --> 00:51:05.488]  This is asymmetrical warfare directed by the District of Columbia.
[00:51:08.197 --> 00:51:13.499]  Next to water and food, you need a safe, storable fuel supply for your preparedness needs.
[00:51:13.539 --> 00:51:15.280]  Spare fuel is the answer.
[00:51:15.520 --> 00:51:18.982]  Spare fuel can be used in any gas-powered vehicle or generator.
[00:51:19.302 --> 00:51:23.104]  Spare fuel is perfect for any unforeseen out-of-gas emergencies.
[00:51:23.484 --> 00:51:29.827]  Unlike gasoline, spare fuel is safe to store with your other supplies, and it can be stored for many years.
[00:51:30.207 --> 00:51:33.669]  Go to GetSpareFuel.com for special pricing.
[00:51:34.069 --> 00:51:35.610]  That's GetSpareFuel.com.
[00:51:37.708 --> 00:51:40.671]  Teenagers like me used to think our parents were just weird.
[00:51:41.251 --> 00:51:45.154]  Because they put their phones and computers inside those flimsy little fake leather cases.
[00:51:45.635 --> 00:51:47.636]  Then my folks both got a Blocket Pocket.
[00:51:47.937 --> 00:51:50.359]  Mom knows it keeps her safe from the phone's radiation.
[00:51:50.739 --> 00:51:53.041]  Dad knows it keeps his information private.
[00:51:53.401 --> 00:51:55.943]  I like my Blocket Pocket because it blocks hacking and tracking.
[00:51:55.963 --> 00:51:56.904]  Awesome!
[00:51:57.344 --> 00:51:59.686]  BlocketPocket.com has other cool stuff too.
[00:51:59.706 --> 00:52:02.008]  Huh, guess my parents aren't so weird.
[00:52:02.229 --> 00:52:04.711]  Get your Blocket Pocket at BlocketPocket.com.
[00:52:07.273 --> 00:52:09.835]  Hi folks, Alex Jones here with some important information.
[00:52:10.115 --> 00:52:14.978]  I want to tell you about Matt Redhawk and his team of patriots over at MyPatriotSupply.
[00:52:15.238 --> 00:52:23.063]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck.
[00:52:23.343 --> 00:52:27.665]  Deciding to take action, a company run by patriots for patriots was born.
[00:52:27.865 --> 00:52:31.686]  My Patriot Supply has never taken a loan or accepted outside funding.
[00:52:31.846 --> 00:52:37.569]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:52:37.789 --> 00:52:40.570]  It is rare to find companies who practice what they preach.
[00:52:40.970 --> 00:52:46.092]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:52:46.312 --> 00:52:54.441]  Go to MyPatriotsSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:52:54.501 --> 00:52:54.782]  That's 866-229-0927.
[00:52:54.822 --> 00:52:57.685]  Do business with someone who shares your values.
[00:52:57.705 --> 00:52:58.946]  MyPatriotsSupply.com slash Alex.
[00:53:07.008 --> 00:53:10.650]  Clean water at home, clean water at the office, clean water on the go.
[00:53:10.931 --> 00:53:16.855]  The Berkey Guy has a Berkey water filtration model for anywhere you are and one that fits any budget.
[00:53:17.175 --> 00:53:19.997]  Thousands of satisfied customers can't be wrong.
[00:53:20.337 --> 00:53:24.380]  For free shipping within the US, go to GoBerkey.com or call 877-886-3653.
[00:53:24.500 --> 00:53:24.700]  That's 877-886-3653.
[00:53:24.740 --> 00:53:26.261]  Helping thousands prepare since 2005.
[00:53:26.441 --> 00:53:26.681]  GoBerkey.com.
[00:53:36.648 --> 00:53:39.229]  Silver has always been nature's very own antibiotic.
[00:53:39.349 --> 00:53:43.372]  And only one system allows you to generate an endless supply of natural silver solutions.
[00:53:43.652 --> 00:53:44.892]  SilverLungs.com.
[00:53:45.072 --> 00:53:47.534]  You'll find no wild claims or pseudoscience.
[00:53:47.734 --> 00:53:50.535]  Just a lifetime of nano-sized pure silver solutions.
[00:53:50.735 --> 00:53:52.876]  The Silver Lungs Generator allows you to make your own.
[00:53:53.096 --> 00:53:54.837]  So stop paying for silver solutions.
[00:53:54.977 --> 00:54:00.320]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[00:54:00.560 --> 00:54:04.222]  See the Silver Lungs Generator and lung delivery system at SilverLungs.com.
[00:54:04.362 --> 00:54:05.863]  That's SilverLungs.com.
[00:54:35.997 --> 00:54:42.222]  Congressman Gutierrez told La Raza to get amnesty to push Americans against illegal immigration and punish those.
[00:54:42.682 --> 00:54:47.226]  I'm going to play that clip coming up that don't vote for it by voting them out.
[00:54:48.707 --> 00:54:49.748]  Get the illegals to vote.
[00:54:49.768 --> 00:54:59.456]  Again, that's asymmetrical political warfare by Washington, seized by globalists, who has outside groups to come in and use the political free society to overthrow it.
[00:54:59.817 --> 00:55:03.460]  It's a very simple, asymmetrical warfare equation.
[00:55:04.616 --> 00:55:05.937]  Turn the guns in for the children.
[00:55:06.818 --> 00:55:08.339]  Have war with Russia for the children.
[00:55:09.659 --> 00:55:11.361]  Put Al-Qaeda in charge for the children.
[00:55:12.561 --> 00:55:14.583]  Doesn't matter how crazy it is, it's for the children.
[00:55:14.603 --> 00:55:17.525]  We're going to go to your phone calls now, right through into the next hour.
[00:55:17.945 --> 00:55:22.108]  Toll-free number to join us, 800-259-9231.
[00:55:22.869 --> 00:55:25.871]  Fred, David, Tom, David, Michael, and others, we're going right to you.
[00:55:25.891 --> 00:55:27.652]  But first I wanted to play this clip.
[00:55:28.624 --> 00:55:33.427]  Nancy Pelosi yesterday said border children should be treated like refugee baby Jesus.
[00:55:33.767 --> 00:55:34.347]  Here's the difference.
[00:55:35.888 --> 00:55:38.529]  Herod was ordering all the firstborn to be killed.
[00:55:39.750 --> 00:55:42.391]  A repeat of what had been done just nowadays.
[00:55:42.411 --> 00:55:45.853]  They just tell the mothers it's cool they go out and kill their kids, their firstborn with abortion.
[00:55:46.213 --> 00:55:47.754]  The more things change, the more they stay the same.
[00:55:48.875 --> 00:55:54.278]  And so Christ had run back to their homeland
[00:55:56.089 --> 00:55:57.810]  And then run, I guess, out of there.
[00:55:57.830 --> 00:55:59.671]  I mean, constantly people were running.
[00:55:59.691 --> 00:56:01.731]  You can go back to the time of Moses.
[00:56:01.771 --> 00:56:03.692]  He was first born, was ordered killed.
[00:56:04.153 --> 00:56:21.220]  But see, this is liberation theology taught by the Ford Foundation, where they teach that white people are the devil, and that everyone else is Christ-like, and that Jesus was a communist, and that that's why we should have open borders, and all be homeless, because Christ was homeless.
[00:56:22.541 --> 00:56:23.221]  And stuff like that.
[00:56:24.432 --> 00:56:26.694]  It's socialist communist religion.
[00:56:26.975 --> 00:56:27.755]  Let's go to that clip.
[00:56:28.756 --> 00:56:37.665]  I always reference the National Catholic Conference of Bishops statement in which they said maybe Jesus was a refugee from violence.
[00:56:37.965 --> 00:56:42.149]  Let us not turn away from these children and send them back into a burning building.
[00:56:42.389 --> 00:56:43.190]  That's the bishops.
[00:56:44.190 --> 00:56:55.412]  So we have to do this in a way that honors our values but also protects our border and does so in a way that the American people understand more clearly.
[00:56:56.413 --> 00:57:01.834]  And that's the enemy on MSNBC, White House, globalist command base media.
[00:57:02.874 --> 00:57:07.075]  And to be technical, they had fled to Egypt because Herod was going to kill all the firstborn.
[00:57:07.415 --> 00:57:11.516]  They were coming back to Israel and back to Bethlehem to register for the census.
[00:57:12.771 --> 00:57:13.992]  So I guess that's the story.
[00:57:14.012 --> 00:57:14.953]  I'm going from memory.
[00:57:14.993 --> 00:57:24.180]  The point is, is that this is liberation theology to say that these little children are little baby Jesus, 15-year-old gangbangers, and the rest of it.
[00:57:24.440 --> 00:57:26.282]  Can I send refugees to Guatemala?
[00:57:26.602 --> 00:57:27.663]  No, they'd throw them in the street.
[00:57:28.123 --> 00:57:30.305]  The point is, they use our openness as a joke.
[00:57:30.945 --> 00:57:33.227]  Let's get to one call this hour, I've got everybody else in the next.
[00:57:33.587 --> 00:57:37.851]  Fred in Nevada, what do you think the most important big story is right now?
[00:57:39.591 --> 00:57:57.083]  I think the entire story is important in that the narrative to explain why they want to destabilize and collapse our country, the globalists, in the way that you've explained it, but if there was a way to make it understandable to everyone in a short narrative, because when I try to explain it,
[00:57:57.743 --> 00:58:00.606]  The logical, you know, most people they can't understand.
[00:58:00.626 --> 00:58:01.706]  Well, why would they do this?
[00:58:01.766 --> 00:58:03.268]  What would be their reason behind it?
[00:58:03.608 --> 00:58:04.529]  They don't understand it.
[00:58:04.609 --> 00:58:05.870]  Even the gun argument.
[00:58:06.190 --> 00:58:09.913]  Well, the simplest argument is the strictest gun laws are in Mexico.
[00:58:10.253 --> 00:58:14.957]  But in Mexico, God forbid you have a spent bullet shell, you're never seen again.
[00:58:14.997 --> 00:58:16.018]  You go to jail forever.
[00:58:16.118 --> 00:58:19.541]  So obviously the gun laws don't seem to work too well in Mexico.
[00:58:21.202 --> 00:58:23.144]  But people need to understand
[00:58:24.364 --> 00:58:26.746]  What their intent is and what they're trying to do.
[00:58:27.307 --> 00:58:34.853]  Because it's so compartmentalized it sounds crazy when you say, when you bring up one little area and another, they can't comprehend it anyway.
[00:58:34.913 --> 00:58:41.098]  But again, the globalists are in central control, so they're able to destabilize things and get more power out of the collapse.
[00:58:42.533 --> 00:58:44.696]  It's actually simple, though, but I understand what you're saying.
[00:58:45.297 --> 00:58:46.539]  We'll be right back with more calls.
[00:58:46.579 --> 00:58:47.060]  Stay with us.
[00:58:47.140 --> 00:58:49.364]  Michael, David, Tom, David, and others.
[00:58:49.965 --> 00:58:51.847]  Your calls coming up back in 70 seconds.
[00:58:52.188 --> 00:58:53.390]  Visit GCNlive.com today.
[00:58:59.181 --> 00:59:00.942]  Hi, I'm Dr. Edward Group.
[00:59:01.463 --> 00:59:08.427]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[00:59:08.888 --> 00:59:19.294]  The new Survival Shield X2 is mined from 7,000 to 10,000 feet below the Earth in pristine, environmentally clean conditions.
[00:59:19.715 --> 00:59:28.961]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the Earth.
[00:59:29.681 --> 00:59:33.104]  It's the strongest nascent iodine on the market today.
[00:59:33.745 --> 00:59:37.188]  It delivers 650 micrograms per drop.
[00:59:37.508 --> 00:59:39.110]  Experience the new formula.
[00:59:39.570 --> 00:59:41.572]  Experience the ancient purity.
[00:59:42.152 --> 00:59:43.153]  Shield your family.
[00:59:43.493 --> 00:59:44.894]  Survival Shield X2.
[00:59:45.295 --> 00:59:47.897]  Available now at InfoWarsLife.com.
[00:59:48.457 --> 00:59:52.421]  X2 from InfoWarsLife.com or call toll free 888-253-3139.
[01:00:01.317 --> 01:00:03.242]  Waging war on corruption.
[01:00:03.703 --> 01:00:06.450]  Alex Jones on the GCN Radio Network.
[01:00:14.386 --> 01:00:15.006]  Big Brother.
[01:00:15.687 --> 01:00:16.707]  Mainstream media.
[01:00:17.448 --> 01:00:18.548]  Government cover-ups.
[01:00:19.209 --> 01:00:20.009]  You want answers?
[01:00:20.789 --> 01:00:21.730]  Well, so does he.
[01:00:22.330 --> 01:00:25.952]  He's Alex Jones on the GCN Radio Network.
[01:00:26.532 --> 01:00:30.595]  And now, live from Austin, Texas, Alex Jones.
[01:00:40.399 --> 01:00:45.303]  We're taking your phone calls, toll free number to join us, 800-259-9231.
[01:00:46.243 --> 01:00:49.606]  What do you think the biggest crisis is right now?
[01:00:49.746 --> 01:00:58.673]  Every major crisis out there, the Russian situation, the ISIS situation, the border situation, is being orchestrated by the globalists that control every western government.
[01:00:59.433 --> 01:01:01.375]  David in Indiana, you're on the air, go ahead.
[01:01:02.828 --> 01:01:15.210]  Alex, I think that the greatest problem we're facing right now, and I'm sure others would have varying opinions on this, but it's obviously the complete implosion of our border.
[01:01:15.350 --> 01:01:15.970]  It has to be.
[01:01:16.930 --> 01:01:32.053]  This is the most dangerous event in my lifetime, and I'm sure possibly in yours, because of the 30 million or so that are already here, that were here before this crisis ever got started.
[01:01:33.223 --> 01:01:45.828]  And now, with the influx that's at the border currently, and I actually called my senator the other day, and whatever good that would do, to tell him about this and to discuss this with him.
[01:01:46.348 --> 01:01:55.232]  Obviously, I got a computer-generated letter about it, but I really don't think that even the leaders that think they're doing good in some cases,
[01:01:56.951 --> 01:02:04.373]  With the exception of Rand Paul and others, I really don't think they understand the gravity of what we're dealing with here.
[01:02:04.974 --> 01:02:13.716]  This is a complete invasion of our society, and we love everybody, we're open to people, but the problem is,
[01:02:14.276 --> 01:02:18.700]  They don't want to come to our nation through the legal processes.
[01:02:19.321 --> 01:02:29.811]  And unfortunately, the Democratic Party, and I understand there's demons on both sides of this issue, but they are protecting these new voters
[01:02:30.899 --> 01:02:36.260]  They are in support of killing our children in abortion in their death cult.
[01:02:36.460 --> 01:02:51.824]  I was about to say, they want to kill all the babies in abortion, and they want to dumb them down once they get them in school, but oh my goodness, they use our Christian values, oh, let unlimited groups in, and say it's about a political takeover, and admit they're coming for our guns,
[01:02:52.364 --> 01:02:53.304]  Well, I kind of see everything as
[01:03:21.451 --> 01:03:23.332]  The crisis itself.
[01:03:24.133 --> 01:03:25.394]  It's like all the little foxes.
[01:03:25.434 --> 01:03:27.996]  They've sent out all the little foxes to destroy the whole vine.
[01:03:28.016 --> 01:03:31.238]  Instead of waiting for the one big event.
[01:03:31.338 --> 01:03:31.698]  That's right.
[01:03:31.738 --> 01:03:32.979]  Aesop's fables.
[01:03:32.999 --> 01:03:36.242]  The little foxes spoil the grapes.
[01:03:37.162 --> 01:03:39.024]  I had an interesting take.
[01:03:39.344 --> 01:03:40.064]  I'm a mailman.
[01:03:41.525 --> 01:03:43.427]  I've got nine kids.
[01:03:43.707 --> 01:03:45.828]  I don't have car payments.
[01:03:45.868 --> 01:03:49.231]  When I look at people, their main concern is
[01:03:50.239 --> 01:03:53.882]  Food prices, energy prices, and they don't have a job.
[01:03:54.122 --> 01:03:56.423]  My son, fully capable of working.
[01:03:57.044 --> 01:03:57.804]  A good kid.
[01:03:57.964 --> 01:03:59.145]  Everybody loves him.
[01:03:59.185 --> 01:04:00.186]  He's an older person.
[01:04:00.246 --> 01:04:01.047]  He does yard work.
[01:04:01.507 --> 01:04:04.869]  He cannot find a fast food job.
[01:04:05.670 --> 01:04:06.390]  It's weird.
[01:04:07.451 --> 01:04:09.813]  And he's been putting in applications all the time.
[01:04:09.833 --> 01:04:19.520]  This is like, I mean, you've got to have like a two-year college degree from Last Chance College over here, where we live, in order to even get into the door thing.
[01:04:20.502 --> 01:04:31.510]  Well, the answer for your son is just to go the entrepreneurial route, knock on doors, mow yards until he gets money to get a truck and a trailer, and then hire people under him.
[01:04:31.910 --> 01:04:33.552]  It's the only entrepreneurial system.
[01:04:33.592 --> 01:04:37.474]  The big corporations and the service market is meant to shut down.
[01:04:37.534 --> 01:04:39.336]  It's designed to make sure you don't get a job.
[01:04:40.760 --> 01:04:41.740]  That's the way it seems.
[01:04:41.861 --> 01:04:45.082]  And lastly, I did have some hope.
[01:04:45.542 --> 01:04:49.304]  Not everybody can do what I've tried to train myself to do for the last five years.
[01:04:49.744 --> 01:04:55.867]  Everybody has to do what they can do to stop, whether it's not shop at the big box stores.
[01:04:55.887 --> 01:04:58.308]  Stay there, I'm going to come back, David, to your solutions.
[01:04:58.688 --> 01:05:04.311]  Then Tom, then Alan, Chase, Chris.
[01:05:04.911 --> 01:05:06.271]  Your calls are all coming up.
[01:05:06.372 --> 01:05:07.092]  I'm Alex Jones.
[01:05:08.647 --> 01:05:08.867]  I didn't.
[01:05:08.947 --> 01:05:09.828]  I taste dirt in it.
[01:05:09.908 --> 01:05:11.008]  God knows what's in this.
[01:05:11.228 --> 01:05:15.330]  These people just sampled City of Austin tap water straight from the faucet.
[01:05:15.510 --> 01:05:21.393]  Next, we had them try a sample of tap water filtered with a ProPure G2.0 filtration system.
[01:05:21.533 --> 01:05:22.534]  That one is better.
[01:05:22.634 --> 01:05:23.594]  Tastes like nothing.
[01:05:23.874 --> 01:05:25.275]  Yep, I know what good water tastes like.
[01:05:25.335 --> 01:05:25.555]  It's good
[01:05:25.955 --> 01:05:31.759]  Most tap water contains added substances like fluoride, chlorine, glyphosate, and many others.
