[00:00:01.672 --> 00:00:02.834]  Coast to coast.
[00:37:35.434 --> 00:37:37.236]  So we'll talk to you in a few minutes, as soon as you can get those.
[00:37:37.616 --> 00:37:41.459]  And I want to have a permanent file on this, because I want to show the city documents.
[00:37:41.819 --> 00:37:44.140]  You know, we have all the documents and the articles and the rest of it.
[00:37:44.401 --> 00:37:45.942]  So as soon as we can do that, we'll do it.
[00:37:46.222 --> 00:37:46.642]  There it is.
[00:37:46.802 --> 00:37:48.543]  FBI forces police departments across the U.S.
[00:37:48.563 --> 00:37:50.505]  to keep quiet about cell phone spying gear.
[00:37:50.525 --> 00:37:51.906]  Yeah, but that's from August this year.
[00:37:52.386 --> 00:37:53.966]  It's not enough for us to break it a month before.
[00:37:54.247 --> 00:37:55.947]  I want to show people middle of last year.
[00:37:56.747 --> 00:37:58.448]  So when we get it, we'll bring it up.
[00:37:59.288 --> 00:38:01.388]  Okay, continuing here, ladies and gentlemen.
[00:38:03.989 --> 00:38:07.590]  We told you they were using drones to spy on rural farmers and ranchers.
[00:38:07.710 --> 00:38:18.113]  It was in federal documents that were public in prosecutions of people for building a barn when they're in a recharge area and the feds say they can't.
[00:38:19.178 --> 00:38:21.239]  That they were using unmanned aerial vehicles.
[00:38:21.739 --> 00:38:23.060]  Predator drones, folks.
[00:38:24.140 --> 00:38:36.205]  Remember, and they had AP in thousands of newspapers and TV covered it, saying Alex Jones is a liar, Kurt Nemo's a liar, Matt Drudge is a liar, there are no drones, they're not gonna watch you.
[00:38:36.605 --> 00:38:37.786]  There it is, there's Kurt Nemo's article, 2012.
[00:38:38.366 --> 00:38:44.729]  EPA using drones to spy on cattle ranchers in Nebraska and Iowa.
[00:38:46.994 --> 00:38:51.316]  And they came out and attacked that article that Drudge carried and said none of it was true.
[00:38:51.936 --> 00:38:52.296]  Oh really?
[00:38:52.576 --> 00:39:06.803]  They've now announced that yes, we're watching everything you do with blimps, with drones, they're building drone bases in every major state, drone delivery arrives, DHL has parcel copter, takes to the skies.
[00:39:11.785 --> 00:39:16.207]  Look at this, Seattle to find residents businesses for wasting food.
[00:39:19.505 --> 00:39:22.326]  Liberia warns of civil war collapse from Ebola.
[00:39:22.666 --> 00:39:25.688]  CDC Ebola scares for millions.
[00:39:26.048 --> 00:39:27.949]  Hospitals unprepared to handle waste.
[00:39:28.289 --> 00:39:30.770]  CDC officials warn of mystery virus outbreak.
[00:39:31.430 --> 00:39:33.311]  Oh yeah, and then they admit in the article from...
[00:39:34.349 --> 00:39:37.790]  That the mystery virus is connected to vaccinated kids.
[00:39:37.830 --> 00:39:45.312]  Yeah, every year they line the kids up in August, September, give them the shots and they get deathly ill and kids die and have convulsions.
[00:39:45.532 --> 00:39:51.174]  And then there's like, oh, we don't know why some are paralyzed and why some are brain damaged and why some died.
[00:39:51.194 --> 00:40:00.756]  We don't know why all over the world we inject kids with the HPV shot like they did in Columbia last week or with the polio shot like they did.
[00:40:00.776 --> 00:40:03.257]  I mean, they were giving kids polio shots
[00:40:05.180 --> 00:40:09.421]  Just last week in Syria, in the UN area, and the kids were just dying on the spot.
[00:40:11.822 --> 00:40:13.222]  Everything is awesome.
[00:40:13.742 --> 00:40:16.243]  Everything is fantastic when you're part of a team.
[00:40:16.763 --> 00:40:20.384]  Everything is wonderful when you're part of the dream.
[00:40:20.404 --> 00:40:31.507]  And they're just shoveling fraud, shoveling lies, shoveling deceit, and just shoveling, shoveling, shoveling.
[00:40:34.418 --> 00:40:45.347]  I told you four years ago that they would let Al-Qaeda, renamed, all these other names, Khorasan, IS, ISIS, ISIL, to confuse you.
[00:40:46.168 --> 00:40:47.929]  Because the paradigm broke last year.
[00:40:47.989 --> 00:40:49.651]  The military knows the players.
[00:40:53.550 --> 00:40:55.572]  And all the fake Bin Laden killings.
[00:40:55.612 --> 00:40:57.033]  Now they say the Turk is dead.
[00:40:57.373 --> 00:41:08.642]  Another ace card in the deck of bad guys has been taken out by Barack Obama, who fights Muslim extremists worldwide on seven continents and two oceans and five seas.
[00:41:09.182 --> 00:41:11.424]  As well as on Mars, the Moon, and Pluto.
[00:41:11.785 --> 00:41:15.608]  Yes, ladies and gentlemen, he's the super-duper president who can do anything.
[00:41:15.829 --> 00:41:17.710]  He'll save the Earth from climate change.
[00:41:17.931 --> 00:41:19.592]  He'll save the Earth from racism.
[00:41:19.812 --> 00:41:23.276]  He'll save the Earth from the pesky Muslim extremists.
[00:41:23.596 --> 00:41:24.957]  He's Barack H. Obama.
[00:41:25.238 --> 00:41:31.143]  He'll also save the Earth from returning veterans, the Tea Party, and those pesky gun owners.
[00:41:31.543 --> 00:41:33.625]  Barack H. Obama!
[00:41:34.286 --> 00:41:35.387]  Who loves you?
[00:41:35.407 --> 00:41:37.548]  And who do you love?
[00:41:37.948 --> 00:41:40.429]  Barack H. Obama!
[00:41:41.149 --> 00:41:45.971]  Our Lord and Savior!
[00:41:47.652 --> 00:41:48.833]  To quote Jamie Foxx.
[00:41:51.874 --> 00:41:59.137]  And as soon as we have those five articles written by Mikhail Phelan, because this is kind of a pet peeve I've got, I'm going to find them.
[00:41:59.357 --> 00:42:00.178]  I'm going to find them right now.
[00:42:01.462 --> 00:42:02.202]  Look at this story.
[00:42:03.103 --> 00:42:11.027]  Mysterious virus spreading across US and Canada and primarily affecting vaccinated children.
[00:42:11.988 --> 00:42:16.390]  Vaccines are causing an unprecedented number of mutations.
[00:42:17.771 --> 00:42:22.314]  Oh, and now they're not the old-fashioned vaccines where it's dead polio or dead...
[00:42:23.760 --> 00:42:24.921]  attenuated something else.
[00:42:25.181 --> 00:42:29.325]  No, no, no, now they're quote high-tech ones where they mutate the viruses and release them.
[00:42:30.025 --> 00:42:39.033]  And now the CDC gets to warn us of the outbreak that that they, ladies and gentlemen, are basically pushing.
[00:42:48.141 --> 00:42:49.302]  Now, ladies and gentlemen,
[00:42:50.600 --> 00:43:01.987]  I do want to get into Obama's address and I do want to talk about... We have a bunch of these clips from Obama and his address.
[00:43:02.748 --> 00:43:04.328]  Which one should we go to first here?
[00:43:12.794 --> 00:43:13.514]  There's a lot of them.
[00:43:15.615 --> 00:43:17.797]  I've had a lot of clips of Obama before the show today.
[00:43:18.479 --> 00:43:22.382]  Tell you what, you just take whichever one you want out of the hopper and I'll go, I'll analyze it.
[00:43:27.325 --> 00:43:34.089]  I realize that America's critics will be quick to point out that at times we too have failed to live up to our ideals.
[00:43:36.411 --> 00:43:38.812]  That America has plenty of problems within its own borders.
[00:43:40.913 --> 00:43:41.514]  This is true.
[00:43:43.875 --> 00:43:47.458]  In a summer marked by instability in the Middle East and Eastern Europe,
[00:43:48.374 --> 00:43:57.237]  I know the world also took notice of the small American city of Ferguson, Missouri, where a young man was killed and a community was divided.
[00:44:00.397 --> 00:44:03.298]  So yes, we have our own racial and ethnic tensions.
[00:44:05.559 --> 00:44:16.182]  And like every country, we continually wrestle with how to reconcile the vast changes wrought by globalization and greater diversity with the traditions that we hold dear.
[00:44:19.801 --> 00:44:22.022]  But we welcome the secret of the world.
[00:44:24.304 --> 00:44:28.926]  Because what you see in America is a country that has steadily worked to address our problems.
[00:44:30.067 --> 00:44:31.948]  To make our union more perfect.
[00:44:34.650 --> 00:44:40.133]  To bridge the divides that existed at the founding of this nation.
[00:44:44.198 --> 00:44:47.325]  So, it's all about America has guilt, America is bad.
[00:44:47.967 --> 00:44:51.635]  America is run by the New World Order offshore megabanks, mainly in Europe.
[00:44:52.782 --> 00:44:55.885]  So instead, he's there like, yeah, we're bad, but we're working to make it better.
[00:44:55.905 --> 00:44:58.126]  Thank you so much for bossing us around.
[00:44:58.427 --> 00:45:02.290]  And I'm launching these strikes under NATO authority, non-congressional authority.
[00:45:02.310 --> 00:45:03.771]  I don't even want their authorization.
[00:45:04.431 --> 00:45:06.373]  He's just there groveling to the UN.
[00:45:07.434 --> 00:45:13.239]  And then I love how they give the police the training, the armored vehicles, the militarization, the sniper equipment.
[00:45:13.819 --> 00:45:14.560]  They send them out.
[00:45:15.788 --> 00:45:19.612]  Day one, they're run by the feds with fake Moloff cocktails out there.
[00:45:19.672 --> 00:45:20.253]  We caught them.
[00:45:21.314 --> 00:45:23.456]  We found the Moloff cocktail cash.
[00:45:24.678 --> 00:45:27.000]  The police were told, don't go get it by the feds.
[00:45:27.400 --> 00:45:28.542]  It was all staged, okay?
[00:45:30.091 --> 00:45:30.731]  All stirred up.
[00:45:30.991 --> 00:45:36.993]  And then they go, oh, the feds are going to investigate local police and federalize them, so they won't be so thuggish.
[00:45:37.594 --> 00:45:49.018]  When it was pure, globalist, RAND Corporation, National Stabilization Police Force training that's been going on since the 90s, and updated each year, that did that.
[00:45:49.338 --> 00:45:50.918]  Those uniforms are federal grants.
[00:45:51.198 --> 00:45:52.319]  There's two different ones you can get.
[00:45:53.339 --> 00:46:10.682]  Those armored vehicles, federal grants, the sniper training, the tactics, every single bit of it honed in Fallujah, Iraq, honed in areas of Afghanistan like Kabul, all of it brought back here.
[00:46:13.603 --> 00:46:18.764]  And I already knew it before I read it, but I read MIT Magazine like six years ago, seven years ago.
[00:46:19.571 --> 00:46:26.156]  And they admitted that everything in Iraq was a beta test for a smart grid to control everything we do domestically.
[00:46:26.176 --> 00:46:34.962]  And they went on to say that Disney World and Disneyland and then whatever that weird Disney community people live in out on the East Coast and Disney Europe
[00:46:36.175 --> 00:46:44.341]  We're all psych warfare tests run by the Pentagon in real time on how to turn everything into a prison for our security.
[00:46:44.541 --> 00:46:54.429]  I mean, you cannot make up how in the actual trade publications that the professors and people read, it's all there because they want fellow travelers to understand.
[00:46:55.150 --> 00:46:56.911]  They're let in on all this.
[00:46:58.973 --> 00:47:00.574]  When the Austin police chief's in here,
[00:47:04.346 --> 00:47:08.909]  And his deputy chief or whatever, we're sitting there talking about Spiger and he goes, oh, you have no idea what we've got.
[00:47:08.929 --> 00:47:11.390]  And I go, yeah, you got stuff that grabs all the cell phones in a lifetime.
[00:47:11.970 --> 00:47:12.571]  And he went, ugh.
[00:47:13.551 --> 00:47:16.073]  And then the police chief turns and he goes, no, no, we don't.
[00:47:17.113 --> 00:47:17.834]  He's just joking.
[00:47:17.854 --> 00:47:20.636]  I was like, come on, man.
[00:47:20.996 --> 00:47:22.897]  I'm not the average idiot out there.
[00:47:26.121 --> 00:47:28.963]  And I told Acevedo, I said, you're going to lose everything you've got when this new world order comes in.
[00:47:29.363 --> 00:47:30.404]  Serve it as much as you want.
[00:47:30.464 --> 00:47:31.745]  It's the end of humanity as we know it.
[00:47:32.085 --> 00:47:33.746]  It's the singularity without humans.
[00:47:34.146 --> 00:47:36.328]  It's the transhumanist eugenics takeover.
[00:47:36.708 --> 00:47:38.749]  Hitler squared on PCP.
[00:47:43.032 --> 00:47:45.394]  You don't join with this.
[00:47:45.534 --> 00:47:47.075]  You don't work with it.
[00:47:47.395 --> 00:47:48.155]  It's cancer.
[00:47:48.436 --> 00:47:51.718]  We either eradicate the tyranny or it's over, folks.
[00:47:52.813 --> 00:47:56.975]  Now, Mikhail, you did find the articles because you came in and said, hey, uh, you know, we broke all this.
[00:47:57.015 --> 00:47:58.596]  And I was like, yeah, I know we broke it.
[00:47:59.457 --> 00:48:01.478]  And, you know, look at AP, look at the Washington Post.
[00:48:01.538 --> 00:48:01.778]  Why?
[00:48:02.038 --> 00:48:06.340]  The FBI caught ordering police to not tell people about the Stingray system.
[00:48:06.380 --> 00:48:07.421]  Stingray's only one part of it.
[00:48:08.322 --> 00:48:09.923]  They don't even want to go to the telecoms now.
[00:48:09.943 --> 00:48:12.866]  This has been going on for a long time, and pay for the data without warrants.
[00:48:13.086 --> 00:48:14.468]  And the telecoms are getting cold feet.
[00:48:14.968 --> 00:48:21.614]  So they already want internet too, because when they do the internet kill switch, the police and the military and the government have to have their own grid.
[00:48:21.854 --> 00:48:25.638]  So first and foremost, McHale, you need to do a master article on this.
[00:48:27.594 --> 00:48:27.874]  Okay.
[00:48:28.175 --> 00:48:32.299]  First and foremost, it is a global grid in the West.
[00:48:32.379 --> 00:48:33.300]  Russia's putting in their own.
[00:48:33.601 --> 00:48:34.582]  China's putting in their own.
[00:48:35.102 --> 00:48:36.103]  Government Internet.
[00:48:36.144 --> 00:48:37.125]  That's how I started to begin with.
[00:48:37.465 --> 00:48:40.969]  If they call Internet 2 at the universities and major facilities, that's the command dubs.
[00:48:41.229 --> 00:48:45.274]  But they're putting in the saturation web to grab all the data outside of Google.
[00:48:45.954 --> 00:48:48.597]  So it's a race with Google and Microsoft and Apple.
[00:48:49.498 --> 00:48:55.619]  And Amazon, separately building their own grids, but you've got the Feds and Cyber Command building their own grid.
[00:48:55.959 --> 00:49:00.240]  The British already pioneered this a decade ago with these cell phone towers that grab everything.
[00:49:00.600 --> 00:49:02.101]  These doppelganger cell phone towers.
[00:49:02.381 --> 00:49:07.762]  So A. McHale, this is a master analysis, my master analysis, I mean just the master blueprint.
[00:49:08.362 --> 00:49:13.943]  A. It's their own Internet so they can kill our Internet and have communications as they wage war against their enemy Homo Sapien Sapien.
[00:49:14.963 --> 00:49:18.164]  Because they see themselves as this Homo Sapien Sapien transcendent.
[00:49:19.019 --> 00:49:20.199]  And they've got other names for it.
[00:49:21.740 --> 00:49:22.600]  But this is it.
[00:49:22.661 --> 00:49:24.161]  This is a total war against humanity.
[00:49:24.361 --> 00:49:25.202]  They are Skynet.
[00:49:25.382 --> 00:49:26.882]  The elite believe they're going to merge with machines.
[00:49:27.202 --> 00:49:27.983]  They are Skynet.
[00:49:28.003 --> 00:49:28.623]  You understand that?
[00:49:29.143 --> 00:49:31.944]  Just like in the last Terminator, it's a woman who merged with a computer.
[00:49:32.104 --> 00:49:33.305]  Turns out it's a human in there.
[00:49:34.005 --> 00:49:36.546]  It's them merging with it, attacking us.
[00:49:36.586 --> 00:49:37.467]  This is Skynet.
[00:49:37.707 --> 00:49:40.968]  This is it, folks, and I'm here warning you before they roll the whole thing out.
[00:49:41.388 --> 00:49:41.628]  Okay?
[00:49:43.442 --> 00:49:44.423]  We've got that going on.
[00:49:45.024 --> 00:49:45.805]  That's number one.
[00:49:46.245 --> 00:49:50.390]  Number two, yes, you got the secret documents on how it's their own communication network and they're stealing our data.
[00:49:50.710 --> 00:49:51.171]  That's good.
[00:49:51.191 --> 00:49:53.634]  Then there's the story of how the media lied to people.
[00:49:53.874 --> 00:49:56.277]  Alternative media forced it out there so now they're having to admit it.
[00:49:56.297 --> 00:49:58.079]  They don't ever want to have a debate about what they're doing.
[00:49:58.479 --> 00:50:00.321]  Whether it's drug running or child kidnapping.
[00:50:00.602 --> 00:50:01.443]  People that run our government.
[00:50:02.123 --> 00:50:02.884]  So good job.
[00:50:02.924 --> 00:50:03.805]  I want to show people
[00:50:04.855 --> 00:50:06.598]  We're going to skip this network break, it's too important.
[00:50:06.919 --> 00:50:13.730]  I want to show people, here's an article you wrote in August of this year, FBI ordered police department to conceal stingray use.
[00:50:13.971 --> 00:50:14.652]  That's a month!
[00:50:15.820 --> 00:50:17.481]  That's 25 days before the Washington Post.
[00:50:18.001 --> 00:50:35.971]  But hey, if that's not good enough for you, Anthony Gucciardi, Mikhail Thelin, November 12, 2013, exclusive, government document reveals DHS domestic spy takeover, with the secret cell phone towers, with the documents, with the photos, from the police department's City of Seattle Secret Operations Guide.
[00:50:36.571 --> 00:50:36.831]  Okay?
[00:50:36.991 --> 00:50:39.793]  And they think you're so dumb, there's their grid.
[00:50:39.953 --> 00:50:42.294]  They're not putting in, quote, free Wi-Fi, because they love you.
[00:50:42.775 --> 00:50:43.155]  Understand?
[00:50:44.138 --> 00:50:45.679]  They don't give you free shots because they love you.
[00:50:45.699 --> 00:50:46.860]  They want you deader than a hammer.
[00:50:47.120 --> 00:50:57.688]  And a lot of you won't listen, but cops, when your kid rolls over dead when they're 10 from the shots you gave them when they were 2, remember I told you, and you keep serving that government all you want, because it's going to bash your brains out when they're done.
[00:50:57.708 --> 00:51:00.069]  They're going to suck your soul real good.
[00:51:00.390 --> 00:51:02.251]  See, I have transcended them.
[00:51:02.651 --> 00:51:03.592]  I know their plan.
[00:51:03.872 --> 00:51:04.693]  I'm warning people.
[00:51:04.873 --> 00:51:05.934]  And my soul's in the clear.
[00:51:06.514 --> 00:51:07.235]  Look at this right here.
[00:51:08.137 --> 00:51:11.259]  You think you're part of the system because you've been given access to this?
[00:51:12.140 --> 00:51:12.520]  You think?
[00:51:12.560 --> 00:51:14.242]  Yeah, you got the fate of ringwraiths.
[00:51:14.262 --> 00:51:14.902]  Okay?
[00:51:15.042 --> 00:51:16.123]  So there's the secret documents.
[00:51:16.584 --> 00:51:17.124]  Here's another one.
[00:51:17.805 --> 00:51:18.625]  November 16th.
[00:51:18.685 --> 00:51:23.609]  New Mesh Network documents confirm police vehicles real-time access to DHS spy cameras.
[00:51:23.649 --> 00:51:23.969]  Boom!
[00:51:24.570 --> 00:51:25.090]  Exclusive.
[00:51:25.150 --> 00:51:26.832]  Mystery of rogue cell towers discovered.
[00:51:27.072 --> 00:51:29.053]  Feds attempt to downplay growing spy grid.
[00:51:29.434 --> 00:51:35.939]  They need to be able to kill grids selectively, take over radio and TV, under the EAS system,
[00:51:38.047 --> 00:51:50.373]  Your cell phone's still gonna work, but only to receive their data, where they'll only have the communications during the takeover, so they can put up video of me slitting kids' throats, or McHale doing it, or Ron Paul.
[00:51:50.953 --> 00:51:57.817]  This is so they can jack whatever propaganda they want, and show Alex Jones with a suicide vest, blowing up the police department.
[00:51:59.177 --> 00:52:02.019]  And of course, really all we'll do is drive by and fire a missile into the police department.
[00:52:02.379 --> 00:52:04.780]  This is directly out of the running, man.
[00:52:05.899 --> 00:52:10.502]  Directly, so they can show militias blowing up daycares, and then really it's the Feds doing it.
[00:52:11.443 --> 00:52:14.024]  It's not the Feds, this is globalists that have taken over.
[00:52:16.025 --> 00:52:19.948]  And it's scientific, it's a 21st century war, and it's against humanity.
[00:52:21.829 --> 00:52:24.871]  They called this grid in the 70s Skynet.
[00:52:25.431 --> 00:52:29.054]  They called putting up the GPS the
[00:52:30.967 --> 00:52:33.494]  Dozens and dozens of satellites orbiting the Earth.
[00:52:34.236 --> 00:52:36.020]  They called it the Grid.
[00:52:36.862 --> 00:52:37.304]  Look it up.
[00:52:37.384 --> 00:52:38.627]  They called it Skynet.
[00:52:40.018 --> 00:52:51.946]  All of this, ladies and gentlemen, and it's so funny to them, with movies like The Matrix, and movies like Terminator, and all of this, to just be preparing you, preparing you, preparing you.
[00:52:52.046 --> 00:52:53.207]  They are Skynet.
[00:52:53.808 --> 00:52:56.229]  I don't know if they've got an artificially aware computer yet.
[00:52:56.670 --> 00:53:05.436]  I don't know if they've gone as far as they say, but I know that a lot of technology is 30, 40, 50 years behind, and they selectively deploy what they want to us.
[00:53:07.059 --> 00:53:07.779]  Let's put it to you this way.
[00:53:07.799 --> 00:53:10.801]  They had stuff like iPhone 6 30 years ago.
[00:53:12.842 --> 00:53:16.804]  But they had to figure out how to deploy it all as Trojan horses.
[00:53:17.605 --> 00:53:18.365]  And how to test.
[00:53:18.385 --> 00:53:21.507]  Hey, can we put out vaccines and have thousands of girls in the U.S.
[00:53:21.547 --> 00:53:22.688]  die from Gardasil shots?
[00:53:23.268 --> 00:53:26.070]  And when the people learn it's Gardasil, then we call it HPV.
[00:53:27.332 --> 00:53:30.754]  Then when they learn it's HPV, we then call it papilloma.
[00:53:31.314 --> 00:53:37.937]  And then when they get, they keep changing the name, the enemy keeps re-cloaking, re-cloaking, re-cloaking, re-cloaking.
[00:53:38.258 --> 00:53:41.419]  We discover their whole operation, how they're running Al-Qaeda.
[00:53:41.439 --> 00:53:45.621]  They changed the name to IS, ISIS, ISIL, Khorasan.
[00:53:46.442 --> 00:53:48.323]  I said hundreds of times, over a hundred.
[00:53:49.481 --> 00:53:54.203]  They'll bomb some little separate rogue group that may not even be real, may be real.
[00:53:54.484 --> 00:53:56.424]  And all these things they're bombing are clearly empty.
[00:53:56.865 --> 00:53:57.525]  Nothing's in them.
[00:53:57.745 --> 00:53:58.766]  They're not killing anybody.
[00:54:00.386 --> 00:54:03.668]  They may recycle some old gun footage or something now that I've been saying that and bringing it out.
[00:54:03.928 --> 00:54:06.109]  And I'm not saying that like I'm on a power trip, folks.
[00:54:06.169 --> 00:54:07.550]  They really do listen to what we say.
[00:54:08.854 --> 00:54:19.719]  Because they use any resistance as a war game theater to let us, as they see us as a simulation, even though we're real, they use our resistance to make their computers smarter.
[00:54:21.320 --> 00:54:22.501]  Well, let me just tell you something.
[00:54:22.861 --> 00:54:26.643]  The ability to blow the planet up with thermonuclear weapons doesn't mean you should do it.
[00:54:26.883 --> 00:54:32.706]  And the ability to wage war, psychological, biological, positronic, spiritual,
[00:54:33.917 --> 00:54:37.459]  Energy war against humanity is the same thing.
[00:54:37.859 --> 00:54:40.861]  You have released a singularity path.
[00:54:41.361 --> 00:54:49.445]  You have released a singularity blueprint that anyone could look at and tell is going to be an abject, total nightmare.
[00:54:50.306 --> 00:54:52.086]  The public is going under mind control.
[00:54:52.347 --> 00:54:54.148]  They're going into their own boxes.
[00:54:54.388 --> 00:54:55.989]  They're going into virtual reality.
[00:54:56.209 --> 00:54:58.970]  They're already being absorbed into the Matrix right now.
[00:54:59.210 --> 00:55:00.451]  The IQs are plunging.
[00:55:01.345 --> 00:55:02.125]  The connectivity.
[00:55:02.226 --> 00:55:05.047]  All the psychologists say the kids are like sociopaths now.
[00:55:05.327 --> 00:55:06.288]  They aren't real people.
[00:55:07.368 --> 00:55:12.692]  They are literally sucking the intellect, sucking the destiny out of everyone right now.
[00:55:12.952 --> 00:55:15.993]  They are hitting us with chemical, biological, radiological.
[00:55:16.334 --> 00:55:18.415]  They are hammering us with electromagnetic.
[00:55:18.675 --> 00:55:20.976]  They are hammering us with everything.
[00:55:21.296 --> 00:55:25.939]  But being aware of it and fighting it is your body's resistance.
[00:55:26.039 --> 00:55:29.061]  If you don't just try to adapt to the poison, you won't actually adapt.
[00:55:29.081 --> 00:55:30.522]  They're using our adaptability against us.
[00:55:31.701 --> 00:55:32.243]  You don't just...
[00:55:33.325 --> 00:55:36.707]  Go along with it and just adapt when it's designed to incrementally destroy you.
[00:55:36.747 --> 00:55:37.968]  That's a false adaptation.
[00:55:38.228 --> 00:55:47.354]  You adapt by seeing it, admitting the battle plan, telling your subconscious mind, come up with answers against it, praying to God for answers, and beginning to resist in small ways.
[00:55:47.635 --> 00:56:03.185]  It will create wavelengths of mass movement and energy where we will actually take their attack and it will cause psychological positive, what you could call mutations, in thinking and thought that will allow us, at so many levels, to defeat the enemy.
[00:56:06.167 --> 00:56:06.807]  It's in the game.
[00:56:06.967 --> 00:56:08.068]  It isn't a science fiction movie.
[00:56:08.248 --> 00:56:08.648]  It's real.
[00:56:09.048 --> 00:56:11.450]  I've been studying it for 23 years, ladies and gentlemen.
[00:56:12.110 --> 00:56:16.612]  And I was one of the first people at this level to fight it, so I was given the intel early on.
[00:56:17.313 --> 00:56:17.733]  All of it.
[00:56:18.153 --> 00:56:20.455]  And let me tell you, the intel I was given was accurate.
[00:56:22.055 --> 00:56:23.977]  The intel I was given was spot on.
[00:56:23.997 --> 00:56:28.059]  A lot of it I never even covered on air because it was so far out.
[00:56:29.693 --> 00:56:33.377]  You better know the people in the system are absolutely beyond being scared now.
[00:56:33.737 --> 00:56:37.701]  They realize it's all true, it's all real, it's all happening.
[00:56:38.322 --> 00:56:39.363]  Mikhail, great job.
[00:56:39.383 --> 00:56:41.185]  I know I just drug you in here earlier and you didn't have the articles.
[00:56:41.205 --> 00:56:42.025]  I wanted to show people.
[00:56:42.426 --> 00:56:45.008]  It's not about us going, oh, we're big, we broke it.
[00:56:46.430 --> 00:56:48.452]  Brave people gave us this information.
[00:56:49.531 --> 00:56:49.871]  Absolutely.
[00:56:49.951 --> 00:56:50.572]  We'll just say it.
[00:56:50.592 --> 00:56:51.752]  I'm not going to say it.
[00:56:52.473 --> 00:56:56.155]  Brave people gave us this info and it shows what whores the media are.
[00:56:56.195 --> 00:56:56.856]  They know all this.
[00:56:56.876 --> 00:56:57.536]  They've been lying.
[00:56:58.017 --> 00:56:59.097]  But now they're having to admit it.
[00:56:59.878 --> 00:57:02.600]  I believe because they were already made obsolete.
[00:57:03.040 --> 00:57:10.465]  Their lying and denying it existed didn't work and so now they're having to admit it just to have any credibility so they still have a conduit to jack lies.
[00:57:11.232 --> 00:57:11.853]  Absolutely, yeah.
[00:57:11.993 --> 00:57:22.242]  Last month, you know, I talked to a guy named Pete Mosek from Washington State who actually did the public's records request and found out that the FBI has been pushing these out, of course, because the feds are pushing this out locally.
[00:57:22.262 --> 00:57:24.003]  It all funnels back up to the NSA.
[00:57:24.244 --> 00:57:25.545]  We have all these local governments doing it.
[00:57:25.565 --> 00:57:27.306]  You've been talking to NSA whistleblowers off record?
[00:57:27.426 --> 00:57:27.687]  Yeah.
[00:57:27.827 --> 00:57:28.187]  And on?
[00:57:28.487 --> 00:57:28.687]  Mm-hmm.
[00:57:29.108 --> 00:57:29.748]  Yes, exactly.
[00:57:29.768 --> 00:57:30.669]  They've confirmed all this.
[00:57:30.729 --> 00:57:37.855]  So, yeah, it's interesting that now, a month later, they're coming out and finally saying, yes, the FBI does do this, and which, you know,
[00:57:38.856 --> 00:57:58.955]  It's not really new news, but as you said, the media is trying so hard to remain credible because real journalists and real people, independent media and some of the, you know, of course mainstream media are doing a great job at getting actual real documentation showing that the spy grid isn't, you know, a quote conspiracy and that we're actually seeing all these technologies being deployed from the feds down to the local level.
[00:57:59.642 --> 00:58:04.924]  And even if you don't want to have a cell phone now that they're stealing your data and tracking you a lot of time and listening to you, they admit, listening to you.
[00:58:05.244 --> 00:58:05.824]  Without a warrant.
[00:58:06.184 --> 00:58:07.305]  They all should go to jail!
[00:58:07.505 --> 00:58:09.465]  But no, no, it's to keep us safe, McHale.
[00:58:10.166 --> 00:58:12.907]  Now it's face scanning software just went nationwide.
[00:58:12.927 --> 00:58:13.787]  It was already nationwide.
[00:58:14.312 --> 00:58:24.556]  Well, what's interesting also is that someone else in Seattle, they were outside of a protest recently, and they noticed when they turned on their phone to check out some Wi-Fi connections that one of the nodes happened to be on right near them.
[00:58:24.576 --> 00:58:27.537]  And it was a node right next to where the protest was, and that was the only node on.
[00:58:27.557 --> 00:58:29.738]  And so the city said, oh, that was just a rogue node.
[00:58:30.078 --> 00:58:32.179]  But of course, it was turned on because they were extracting information.
[00:58:32.199 --> 00:58:32.499]  That's right.
[00:58:32.519 --> 00:58:34.820]  And we forced it to be turned off by blowing their up.
[00:58:35.520 --> 00:58:35.941]  Absolutely.
[00:58:36.361 --> 00:58:38.282]  And again, folks, there's a good chance they'll come after us.
[00:58:38.322 --> 00:58:38.862]  That's fine.
[00:58:39.362 --> 00:58:40.322]  We expect it.
[00:58:40.903 --> 00:58:41.163]  I win.
[00:58:42.338 --> 00:58:42.678]  You understand?
[00:58:42.818 --> 00:58:43.158]  I win.
[00:58:43.318 --> 00:58:44.379]  I decided to do all this.
[00:58:44.939 --> 00:58:46.979]  People are like, oh look, Alex Jones got arrested or killed.
[00:58:48.060 --> 00:58:49.180]  I flew over the flat cloud.
[00:58:49.220 --> 00:58:49.640]  You understand?
[00:58:49.940 --> 00:58:50.340]  I win.
[00:58:50.660 --> 00:58:51.080]  I'm good.
[00:58:51.341 --> 00:58:51.941]  You're bad.
[00:58:52.101 --> 00:58:54.882]  You're going to go to Nuremberg trials, and you know what's going to happen to you.
[00:58:54.942 --> 00:58:55.942]  We'll be right back.
[00:58:55.982 --> 00:58:56.442]  Stay with us.
[00:58:56.482 --> 00:58:56.862]  Second hour.
[00:58:56.902 --> 00:58:57.502]  Great job, Mikhail.
[00:58:57.522 --> 00:58:59.603]  I'm going to do five more minutes with you, then I'll get to all the other news.
