[00:00:00.993 --> 00:00:03.859]  Coast to Coast, direct from Austin.
[00:46:08.049 --> 00:46:08.849]  That made me angry.
[00:46:09.550 --> 00:46:19.936]  If the globalists can set the precedent to nerve gas our troops and even kill them in secret tests, like Shad, and inject black people with syphilis, let them spread it for 50 years and die of it.
[00:46:21.021 --> 00:46:21.682]  Total torture.
[00:46:22.162 --> 00:46:23.543]  Microscopic worms that eat your brain.
[00:46:24.605 --> 00:46:29.910]  If they can just constantly do all this and burn down Waco and under U.S.
[00:46:29.950 --> 00:46:39.919]  Code, Title 50, Chapter 32, Subsection 1528, Paragraph B, say that secret testing is illegal unless it's for law enforcement or research purposes, then it can be lethal.
[00:46:40.802 --> 00:46:41.703]  They have it on the books.
[00:46:41.763 --> 00:46:42.403]  They can kill us.
[00:46:42.743 --> 00:46:44.664]  Well, I say your laws of stinking fraud.
[00:46:45.525 --> 00:47:00.274]  But this is the technocratic, mad scientist, Dylan of Otter Maru meets Joseph Mingala, angel of death mindset that is about kill babies up to age three, kill the old, death panels, don't give the soldiers health care, much worse under Obama.
[00:47:00.454 --> 00:47:01.115]  It's a plan.
[00:47:02.003 --> 00:47:02.644]  It's a plan.
[00:47:02.924 --> 00:47:04.626]  And David Knight's got details of the report.
[00:47:04.646 --> 00:47:05.828]  We're working on getting the lady on.
[00:47:05.848 --> 00:47:09.052]  We've been working on it a few days, but now it's broken and gotten big.
[00:47:09.672 --> 00:47:21.106]  David Knight, tell us about this latest horror as we're totally dehumanized and as the government sets the precedent to kill us or bring us close to death and do illegal testing whenever they feel like it.
[00:47:21.266 --> 00:47:30.806]  Just like they've got caught doing secret lethal testing in New York State on foster kids, New York Daily News, until the kids die feeding little black kids pesticides.
[00:47:31.187 --> 00:47:32.429]  Al Sharpton said nothing.
[00:47:34.639 --> 00:47:35.520]  Yeah, absolutely, Alex.
[00:47:35.880 --> 00:47:38.242]  This is a story that's being broken by Cheryl Atkinson.
[00:47:38.382 --> 00:47:46.690]  And if you remember, just before I started InfoWars, there was a story that InfoWars broke about experiments that were going on by the government at the University of North Carolina.
[00:47:46.710 --> 00:47:47.170]  Well, you broke it.
[00:47:47.190 --> 00:47:48.151]  You broke it because you worked with a group.
[00:47:48.191 --> 00:47:48.671]  Right, right.
[00:47:48.791 --> 00:47:51.814]  At the University of North Carolina, at their hospital.
[00:47:51.854 --> 00:47:54.937]  Now, this is at the University of Alabama, at their hospital.
[00:47:55.818 --> 00:47:58.320]  And the parallel in both of these cases is that
[00:47:59.465 --> 00:48:00.786]  They're experimenting on people.
[00:48:01.286 --> 00:48:09.349]  There is no informed consent in either of these cases, of course, and you cannot, even with informed consent, do things to people that would threaten their life.
[00:48:09.409 --> 00:48:24.195]  Now, in the case of North Carolina, they were taking diesel exhaust and feeding that directly into a mask with people who were sitting in an enclosed room, and they had searched for people who had respiratory and heart illnesses because they were trying to bump up.
[00:48:24.215 --> 00:48:25.316]  This is under Lisa Jackson.
[00:48:26.036 --> 00:48:27.237]  To then cook the books.
[00:48:27.737 --> 00:48:28.177]  Exactly.
[00:48:28.197 --> 00:48:28.917]  To then cook the books.
[00:48:29.017 --> 00:48:30.978]  And wasn't it hundreds of times the safe level?
[00:48:31.358 --> 00:48:32.419]  Yes, yes, it was.
[00:48:32.499 --> 00:48:38.641]  It was like 70 to 100, between 70 to 100 times what they said was lethal.
[00:48:38.922 --> 00:48:51.287]  And she had gone into congressional testimony, Lisa Jackson, and said, there's more people dying from fine particulate matter than there are from cancer because what they were trying to do was to increase their bureaucracy, they were trying to increase the regulation.
[00:48:51.627 --> 00:48:54.170]  They're trying to shut down traditional power sources.
[00:48:54.530 --> 00:48:58.575]  But in this case, you have to wonder, what in the world is their agenda?
[00:48:58.615 --> 00:49:03.281]  And let me read from this report from Cheryl Atkinson, because what she points out, this is going back to 2006.
[00:49:05.103 --> 00:49:08.646]  A family with a child born at 24 weeks into the pregnancy.
[00:49:08.966 --> 00:49:10.687]  It's only one pound, 11 ounces.
[00:49:10.728 --> 00:49:16.152]  They say he lays motionless in the incubator and he's in the neonatal intensive care unit.
[00:49:16.412 --> 00:49:28.502]  And so these people from the government from a National Institute of Health funded study come to them and she says, I remember them telling me that they were a support group who would be pretty much hold my hand through the development process.
[00:49:29.002 --> 00:49:40.615]  Now, you talk about a cynical... These are literal, treacherous, devil demons, literally preying on someone, lying, and saying we're going to help your baby, while they prepare to suffocate them.
[00:49:40.835 --> 00:49:41.616]  Yes.
[00:49:41.736 --> 00:49:43.619]  Now, where does this support group come from?
[00:49:44.099 --> 00:49:48.060]  Well, you know, they could say, well, no, we told her that we were part of a study called SUPPORT.
[00:49:48.340 --> 00:49:49.340]  And this is an acronym.
[00:49:49.380 --> 00:49:51.421]  And they choose these acronyms very carefully.
[00:49:51.861 --> 00:49:57.982]  It actually stands for Surficant Positive Airway Pressure and Pulse Oximetry Randomized Trial.
[00:49:58.442 --> 00:50:00.243]  But they can come in and say, we're part of a support group.
[00:50:00.423 --> 00:50:03.704]  Now, what they're actually doing is they're randomly manipulating oxygen.
[00:50:03.724 --> 00:50:07.205]  And by the way, it's okay because it's a fancy acronym, SUPPORT.
[00:50:07.265 --> 00:50:08.805]  It's okay to turn the oxygen off.
[00:50:08.925 --> 00:50:09.905]  Yeah, yeah, exactly.
[00:50:10.105 --> 00:50:14.926]  And they presented themselves, this lady understood them presenting themselves as a support group.
[00:50:15.006 --> 00:50:24.969]  And no way did they ever tell these parents that they were going to randomly adjust the oxygen for this little premature baby who's struggling with so many health problems.
[00:50:25.489 --> 00:50:30.250]  You don't have to be a doctor or a rocket scientist to know that if you deprive anyone
[00:50:30.470 --> 00:50:32.832]  Especially a premature baby of oxygen.
[00:50:32.873 --> 00:50:33.713]  That's going to cost... That's right.
[00:50:33.753 --> 00:50:42.002]  And in the study, for those that don't know, with thousands of babies I was reading all over the country, that they would sit there and literally test what would happen when they started turning it off.
[00:50:42.702 --> 00:50:45.205]  I mean, this is unbelievable, folks.
[00:50:45.265 --> 00:50:48.788]  And this is their attitude, that we're animals, and they're doing this to us.
[00:50:48.808 --> 00:50:49.429]  We're going to come back.
[00:50:49.449 --> 00:50:52.652]  I want you to read through the report and tell them exactly what they were doing straight ahead.
[00:50:53.533 --> 00:50:54.515]  This is who run things.
[00:50:54.835 --> 00:50:56.717]  But as long as you go, it's liberal.
[00:50:57.238 --> 00:50:59.221]  David, we need to stop being racist.
[00:50:59.241 --> 00:51:01.263]  Criticizing government's racist.
[00:51:01.363 --> 00:51:05.148]  We need to take the black children, give them pesticides so they die.
[00:51:05.749 --> 00:51:07.792]  Or Salon will write a mean article about us.
[00:51:07.812 --> 00:51:09.094]  Now we're racist.
[00:51:09.514 --> 00:51:13.635]  This hour of GCN programming proudly sponsored by BlocketPocket.com.
[00:51:13.896 --> 00:51:17.217]  You're aware of cell phone and wireless health and privacy concerns, right?
[00:51:17.757 --> 00:51:21.978]  BlocketPocket.com's the source for all your wireless health and privacy answers.
[00:51:22.318 --> 00:51:23.719]  BlocketPocket.com.
[00:51:24.671 --> 00:51:26.614]  Hi, Ted Anderson with Midas Resources.
[00:51:26.854 --> 00:51:31.400]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[00:51:31.561 --> 00:51:33.143]  Get our 10 Reasons book free.
[00:51:33.323 --> 00:51:33.623]  Call 800-686-2237.
[00:51:33.643 --> 00:51:33.824]  That's 800-686-2237.
[00:51:39.551 --> 00:51:40.752]  You know about RVs.
[00:51:40.952 --> 00:51:42.193]  You've heard about bunkers.
[00:51:42.413 --> 00:51:44.975]  But surviving is not recreation.
[00:51:45.175 --> 00:51:47.697]  And man wasn't made to live underground.
[00:51:47.937 --> 00:51:49.939]  Introducing Survivalist Camps.
[00:51:50.079 --> 00:51:58.565]  The ultimate fully functional off-the-grid survival bug-out house that's mobile, well-equipped, and custom-built to outlast any other RV or trailer.
[00:51:58.805 --> 00:52:01.608]  Go to survivalistcamps.com to learn more.
[00:52:01.788 --> 00:52:04.009]  That's survivalistcamps.com.
[00:52:04.129 --> 00:52:06.291]  Providing your basic needs to survive.
[00:52:06.731 --> 00:52:08.052]  survivalistcamps.com
[00:52:09.306 --> 00:52:12.127]  This is Leanne McAdoo for InfoWarsLife.com.
[00:52:12.387 --> 00:52:18.249]  I'm here with Dr. Edward Group, Master Herbologist and Chief Formulator behind the InfoWarsLife products.
[00:52:18.449 --> 00:52:22.831]  Dr. Group, what have you been hearing from women who've started taking Super Female Vitality?
[00:52:22.911 --> 00:52:29.453]  You know, we've heard the reviews and feedback from Super Male Vitality from emails to even excited callers on the radio.
[00:52:29.753 --> 00:52:31.614]  Now, the answer for women is here.
[00:52:31.754 --> 00:52:43.200]  A new formulation specifically designed for the female body, Super Female Vitality, delivers 10 key herbs that work synergistically to revitalize the unique biology of women.
[00:52:43.320 --> 00:52:45.321]  I'm so glad that you guys made this for women.
[00:52:45.341 --> 00:52:50.903]  When he brought me home a bottle of Super Female, I had tons of energy, tons of motivation, a lot of drive.
[00:52:50.923 --> 00:52:52.204]  My husband thinks I'm in a better mood.
[00:52:52.224 --> 00:52:54.425]  Our relationship, all I can say is this is a lot better.
[00:52:54.975 --> 00:52:59.058]  I've just started taking Super Female Vitality from InfoWarsLife.com.
[00:52:59.298 --> 00:53:08.024]  Supplies are limited, so secure yours today at InfoWarsLife.com, InfoWarsStore.com, or dial 1-888-253-3139.
[00:53:08.884 --> 00:53:12.807]  Are you happy doing your laundry with perfume detergents that irritate your skin?
[00:53:13.307 --> 00:53:17.430]  Are you happy washing your hands with stinking fragrances that gives your skin rashes?
[00:53:18.170 --> 00:53:21.433]  Are you happy paying new higher prices for smaller boxes?
[00:53:22.293 --> 00:53:33.501]  Find your happiness today with our 1 to 4 year supply of pure soaps or our 1 to 2 month sampler with bar soap, shampoo, laundry and dish soap at 5starsoap.com.
[00:53:34.142 --> 00:53:35.183]  You deserve the best.
[00:53:35.663 --> 00:53:38.065]  Happiness is 5starsoap.com.
[00:53:38.945 --> 00:53:43.168]  That's the sound of your door being kicked in by an intruder with a single kick.
[00:53:43.369 --> 00:53:47.652]  Criminals know that your wooden door frames are weak and your alarm system can't keep them out.
[00:53:49.918 --> 00:53:53.082]  That's the sound of the same door now protected by the Door Sentinel.
[00:53:53.262 --> 00:53:56.505]  Standard locks, deadbolts, and alarm systems can't prevent forced entry.
[00:53:56.686 --> 00:53:59.148]  Harden your door and door jam with a Door Sentinel.
[00:53:59.309 --> 00:54:01.611]  Protect your home now at MySafeDoor.com.
[00:54:01.751 --> 00:54:04.735]  Go to MySafeDoor.com for a special limited time offer.
[00:54:04.935 --> 00:54:07.538]  The Door Sentinel, your home's first line of defense.
[00:54:22.609 --> 00:54:24.070]  Oh, hi, your baby.
[00:54:24.811 --> 00:54:25.651]  Premature.
[00:54:25.692 --> 00:54:27.853]  We're here from the federal government.
[00:54:27.893 --> 00:54:30.055]  We've got a group called Support.
[00:54:30.095 --> 00:54:31.196]  We're here to support you.
[00:54:32.197 --> 00:54:38.582]  When you're out of the room and stuff, we turn the oxygen down to watch your baby struggle, see what happens.
[00:54:39.182 --> 00:54:40.223]  And, of course, you'll find out.
[00:54:42.642 --> 00:54:45.245]  I bet money that some of the kids didn't make it, but who knows?
[00:54:45.305 --> 00:54:53.554]  And that ropes the whole hospital into getting used to the secret testing and the bioethics boards and the attitude, oh, don't help that kid, it's premature.
[00:54:54.354 --> 00:54:56.276]  This is the new culture coming into medicine.
[00:54:56.897 --> 00:54:57.938]  That we've been warning you about.
[00:54:57.978 --> 00:55:01.021]  And we could hire more people if we weren't taking care of these lazy vets.
[00:55:01.661 --> 00:55:05.384]  All the whistleblowers are coming out saying, we ought to take these vets out and shoot them.
[00:55:05.685 --> 00:55:07.166]  All our money goes to them.
[00:55:07.186 --> 00:55:16.674]  And again, used to it was troops, poor Appalachian people, folks in the Appalachians, the Appalachians, and black people.
[00:55:17.975 --> 00:55:20.698]  I gotta say, Hispanics, Mexicans in the Southwest,
[00:55:21.800 --> 00:55:28.001]  Because I read the studies and looked it up, they run from the quote, free healthcare and the government vans.
[00:55:28.501 --> 00:55:35.143]  That's why they have promos in Austin telling the Hispanic immigrant population, trust us, get in the system, come, come.
[00:55:35.163 --> 00:55:36.963]  And they're like, no, we don't think so.
[00:55:38.143 --> 00:55:41.004]  But down in Mexico, too, they're running from the Gardasil shots.
[00:55:41.024 --> 00:55:41.664]  They're not stupid.
[00:55:42.064 --> 00:55:44.085]  But white people and blacks love it.
[00:55:44.165 --> 00:55:45.225]  And I mean, they love it.
[00:55:45.825 --> 00:55:48.466]  And the Appalachians, they come grab them even though they don't trust the government.
[00:55:48.906 --> 00:55:49.986]  So this is who they've been targeting.
[00:55:50.026 --> 00:55:52.667]  But now it's expanded just to anybody, premature baby.
[00:55:53.127 --> 00:55:54.947]  Well, when you're not looking, we're going to turn the oxygen off.
[00:55:54.987 --> 00:55:55.547]  How's that sound?
[00:55:55.787 --> 00:56:01.028]  David Knight, go over the report itself and tell us why you're hateful and don't want to support people.
[00:56:02.029 --> 00:56:06.010]  I wonder if I come up on the street with a bag and say, I'd like to put this over your head so you can't breathe.
[00:56:06.310 --> 00:56:07.130]  It's for support.
[00:56:08.171 --> 00:56:12.333]  We ought to go out and do a promo like that and just say, can I put this bag over your head and start asphyxiating you?
[00:56:12.753 --> 00:56:13.814]  I mean, it's good for babies.
[00:56:14.254 --> 00:56:15.395]  I mean, the feds are doing it.
[00:56:15.435 --> 00:56:16.695]  You're not a terrorist, are you?
[00:56:16.995 --> 00:56:17.576]  Go ahead, David.
[00:56:17.816 --> 00:56:21.778]  It's essentially what the Nazis were accused of doing.
[00:56:21.858 --> 00:56:22.698]  Don't be racist.
[00:56:23.079 --> 00:56:23.839]  Just trying to...
[00:56:24.219 --> 00:56:29.761]  We'd like to know exactly what the sweet spot is for the appropriate amount of oxygen for these kids.
[00:56:29.781 --> 00:56:32.943]  That's what the National Institute of Health study was ostensibly for.
[00:56:33.003 --> 00:56:38.545]  They said that the medical personnel routinely give supplemental oxygen to babies born with immature lungs.
[00:56:38.585 --> 00:56:44.427]  Too much oxygen can cause severe eye damage, including a blood vessel disease and blindness called retinopathy.
[00:56:44.728 --> 00:56:47.949]  Too little oxygen may lead to brain damage and death.
[00:56:47.989 --> 00:56:48.729]  Of course we know that.
[00:56:49.129 --> 00:56:52.071]  So that's why the NIH funded this study.
[00:56:52.131 --> 00:56:52.591]  But of course
[00:56:53.411 --> 00:56:59.595]  Unless you're Joseph Mingala, you know, you're not allowed to do experiments on people without their consent.
[00:56:59.635 --> 00:57:02.857]  Plus, plus, I've already dealt with people, I've already dealt with family in this.
[00:57:03.158 --> 00:57:05.399]  They already know the sweet spot for oxygen.
[00:57:05.579 --> 00:57:05.879]  Right.
[00:57:05.960 --> 00:57:09.022]  It's a little bit higher than they're supposed to normally get, and they balance it.
[00:57:09.082 --> 00:57:14.865]  If the baby's gonna die without oxygen, you give it as much as you need to, and if it has eye problems, that's better than being brain damaged.
[00:57:15.066 --> 00:57:16.647]  They already have it all figured out.
[00:57:16.907 --> 00:57:20.930]  The NIH is just running around playing God, breaking the law to set the precedent.
[00:57:20.950 --> 00:57:21.490]  Sorry, go ahead.
[00:57:21.650 --> 00:57:22.030]  That's right.
[00:57:22.090 --> 00:57:24.131]  Now, you said we're going to find out some of these children died.
[00:57:24.171 --> 00:57:25.051]  Yes, one of them did.
[00:57:25.111 --> 00:57:27.612]  And her story, she's talking about three different families.
[00:57:27.952 --> 00:57:32.814]  In two of those families, the children are now seven years old and they both struggled, they said, with myriad health problems.
[00:57:33.294 --> 00:57:37.035]  One of those children died, a third child died within three weeks.
[00:57:37.555 --> 00:57:52.183]  So, that's the thing, and what really strikes me, Alex, is not just that they would do this type of thing, because we've seen this, as we've reported on, it's happened over and over again, but just this kind of manipulative, Machiavellian way they come in and say, we're support.
[00:57:52.243 --> 00:58:01.388]  They force this into an acronym that they can come in and use and make these parents think that they're a support group, that these children are going to get all the normal health care that they normally would.
[00:58:01.448 --> 00:58:02.329]  Well, it's like Patriot Act.
[00:58:02.829 --> 00:58:03.710]  Yes, exactly.
[00:58:28.260 --> 00:58:33.344]  Well, I spent some good time with my children, but wild horses can't drag me away, so I'm still here.
[00:58:33.625 --> 00:58:35.486]  Folks, please spread the word about the broadcast.
[00:58:35.566 --> 00:58:37.127]  We have decoded the enemy operation.
[00:58:37.448 --> 00:58:40.310]  This show does have the pulse of what's happening worldwide.
[00:58:40.610 --> 00:58:41.591]  We need to reach more people.
[00:58:41.871 --> 00:58:48.056]  Tell 10 people a day about InfoWars.com and the free audio and video feeds and your local A&M Affiliates.
[00:58:48.337 --> 00:58:48.897]  It's vital.
[00:58:48.937 --> 00:58:49.377]  Stay with us.
[00:58:49.397 --> 00:58:51.239]  Hour 2 and 3, jam-packed.
[00:58:51.679 --> 00:58:53.381]  More on the secret experimentation.
[00:58:54.221 --> 00:58:55.823]  Tell people about the show now.
[00:58:56.243 --> 00:58:57.003]  Your email list.
[00:58:57.083 --> 00:58:57.544]  Don't wait.
[00:58:57.584 --> 00:58:58.184]  Take action.
[00:58:58.244 --> 00:58:58.864]  We need your help.
[00:58:59.445 --> 00:59:02.286]  This is Leanne McAdoo for InfoWarsLife.com.
[00:59:02.566 --> 00:59:08.449]  I'm here with Dr. Edward Group, Master Herbologist and Chief Formulator behind the InfoWarsLife products.
[00:59:08.669 --> 00:59:13.091]  Dr. Group, what have you been hearing from women who've started taking Super Female Vitality?
[00:59:13.171 --> 00:59:19.734]  You know, we've heard the reviews and feedback from Super Male Vitality from emails to even excited callers on the radio.
[00:59:20.054 --> 00:59:21.935]  Now, the answer for women is here.
[00:59:22.075 --> 00:59:33.602]  A new formulation specifically designed for the female body, Super Female Vitality, delivers 10 key herbs that work synergistically to revitalize the unique biology of women.
[00:59:33.722 --> 00:59:35.723]  I'm so glad that you guys made this for women.
[00:59:35.743 --> 00:59:41.286]  When he brought me home the bottle of Super Female, I had tons of energy, tons of motivation, a lot of drive.
[00:59:41.306 --> 00:59:42.547]  My husband thinks I'm in a better mood.
[00:59:42.627 --> 00:59:45.128]  Our relationship, all I can say is this is a lot better now.
[00:59:45.456 --> 00:59:49.598]  I've just started taking super female vitality from InfoWarsLife.com.
[00:59:49.799 --> 00:59:56.342]  Supplies are limited, so secure yours today at InfoWarsLife.com, InfoWarsStore.com, or dial 1-888-253-3139.
[00:59:56.362 --> 00:59:57.963]  Waging war on corruption.
[00:59:58.123 --> 01:00:03.186]  Alex Jones on the GCN Radio Network.
[01:00:14.212 --> 01:00:18.374]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:19.054 --> 01:00:19.855]  You want answers?
[01:00:20.635 --> 01:00:21.516]  Well, so does he.
[01:00:22.176 --> 01:00:25.818]  He's Alex Jones on the GCN Radio Network.
[01:00:26.378 --> 01:00:30.420]  And now, live from Austin, Texas, Alex Jones.
[01:00:33.554 --> 01:00:35.056]  Alright folks, into hour number two.
[01:00:35.096 --> 01:00:36.817]  We've got so much massive news.
[01:00:37.658 --> 01:00:39.640]  So many important things we haven't even gotten to yet.
[01:00:39.660 --> 01:00:44.845]  We haven't recapped the final developments at Dolderberg 2014 and how important this year's coverage was.
[01:00:45.306 --> 01:00:51.151]  I wouldn't say as big as last year, with thousands of protesters, but it was definitely a big year with a lot of foreign coverage.
[01:00:51.672 --> 01:00:54.835]  David Knight's going to be covering that in the third hour with a special guest from England.
[01:00:55.295 --> 01:00:56.977]  Paul Watson's coming up in about 20 minutes.
[01:00:58.098 --> 01:01:00.539]  He'll be riding shotgun with David Knight as well.
[01:01:00.579 --> 01:01:06.261]  But David, getting back into the secret experimentation, this is only the tip of the iceberg.
[01:01:06.341 --> 01:01:09.162]  What else is going on we don't know about?
[01:01:09.182 --> 01:01:15.224]  And when the group you're affiliated with and worked with caught them, you know, gassing people in hospitals, no one got in trouble.
[01:01:15.544 --> 01:01:16.184]  That's right.
[01:01:16.244 --> 01:01:16.645]  This year.
[01:01:16.665 --> 01:01:22.027]  And then now will anyone get in trouble killing preemies, cutting their oxygen off?
[01:01:22.087 --> 01:01:23.087]  I mean, it's just getting incredible.
[01:01:23.387 --> 01:01:23.967]  That's right, Alex.
[01:01:24.047 --> 01:01:37.074]  I thought one of the interesting things out of this article was it said that nine months after they had a public meeting to examine this, NIH and HHS officials have yet to propose a remedy to avoid a repeat of the controversy.
[01:01:37.094 --> 01:01:41.857]  Well, of course, because when it was exposed about the EPA testing at the University of North Carolina,
[01:01:42.617 --> 01:01:46.819]  The group I was involved with filed a restraining order, tried to get a temporary restraining order.
[01:01:46.880 --> 01:01:48.721]  The judge turned that down.
[01:01:48.921 --> 01:01:51.162]  They've now been rebuffed throughout the different levels.
[01:01:51.182 --> 01:01:53.563]  So, the government is fine with this kind of stuff.
[01:01:54.064 --> 01:01:58.566]  And, of course, they're not going to get anything from the NIH to keep from having a repeat of this.
[01:01:59.027 --> 01:02:00.047]  It keeps on going.
[01:02:00.087 --> 01:02:05.130]  But let me read you this quote from an internationally recognized expert on research ethics.
[01:02:05.150 --> 01:02:08.252]  This is a Dr. Michael Carame or Carome.
[01:02:08.292 --> 01:02:09.573]  I'm not sure how you pronounce his last name.
[01:02:09.593 --> 01:02:11.614]  But he said, the word unethical
[01:02:12.074 --> 01:02:18.162]  ...doesn't even begin to describe the egregious and shocking deficiencies in the informed consent process for the study.
[01:02:18.202 --> 01:02:22.247]  He said parents of the infants who were enrolled in this study were misled about its purpose.
[01:02:22.568 --> 01:02:26.493]  They were misled to believe everything was being done in the name of standard care.
[01:02:26.973 --> 01:02:27.354]  Therefore...
[01:02:27.834 --> 01:02:31.956]  There were no predictable risks to their babies and yet we see they have tremendous risks.
[01:02:31.996 --> 01:02:36.398]  Many of them have had serious vision disorders because they got too much oxygen.
[01:02:36.758 --> 01:02:40.240]  Many others have been brain damaged because they didn't have sufficient oxygen.
[01:02:40.620 --> 01:02:45.463]  At least one of the three that she's talking about specifically in her article died.
[01:02:45.903 --> 01:02:47.023]  So that's the situation.
[01:02:47.063 --> 01:02:48.104]  David, this is too important.
[01:02:49.554 --> 01:02:51.937]  Paul Watson's going to be joining you in the next segment.
[01:02:51.957 --> 01:02:53.278]  I want you to start the next segment.
[01:02:53.298 --> 01:02:54.700]  I'm going to hand the baton to you right now.
[01:02:55.080 --> 01:03:06.932]  I'd like you to go back into these numbers and just boil down this Mengele-level stuff for people and put bookends on it for them so they understand the elitist mentality and then get into all the other news you're going to be covering today.
[01:03:07.673 --> 01:03:09.435]  What else are you planning to get to?
[01:03:09.475 --> 01:03:11.857]  I know Watson's adding a link to the Justice Department video.
[01:03:12.478 --> 01:03:21.083]  In his article, where Holder said the main threat is domestic groups, they're setting up domestic task forces to go after anybody that isn't a total criminal and anybody that loves freedom.
[01:03:21.423 --> 01:03:23.144]  What else are you going to be covering today, David?
[01:03:23.564 --> 01:03:26.346]  Well, you know, Alex, this is a short story coming from Cheryl Atkinson.
[01:03:26.366 --> 01:03:28.347]  You remember, she was a reporter who left CBS.
[01:03:28.427 --> 01:03:33.750]  She was absolutely fed up with the way the news was controlled and censored to promote an agenda.
[01:03:34.150 --> 01:03:35.130]  And so we're going to talk about that.
[01:03:35.170 --> 01:03:37.592]  We're also going to talk about how we're seeing
[01:03:38.703 --> 01:03:41.786]  Real journalists stand up, like this young teenager, Andrew Demeter.
[01:03:42.187 --> 01:03:44.669]  Now, he was an entrant into the Paul Revere contest.
[01:03:44.689 --> 01:03:46.491]  He had several excellent entries in there.
[01:03:46.752 --> 01:03:52.258]  And, of course, he really embarrassed Nancy Pelosi just by asking her direct questions about the NSA's activities.
[01:03:52.298 --> 01:03:53.038]  Let's get into that.
[01:03:53.359 --> 01:03:53.899]  Absolutely.
[01:03:54.640 --> 01:03:57.901]  Because, exactly, come back for people.
[01:03:58.381 --> 01:04:09.104]  Let's hit that story about the kids and then explain how it's the real journalist who did Fast and Furious, you name it, who left CBS because she was being censored and now she's exposing this evil.
[01:04:09.524 --> 01:04:10.604]  We're the real journalists.
[01:04:10.624 --> 01:04:19.047]  Ladies like that are the real journalists and we'll end up with the audiences and do the right thing and destroy the globalists just by virtue of truth-telling.
[01:04:19.907 --> 01:04:25.351]  And that's why they want to censor the web and want to get rid of whistleblower protection because they're scared of the press.
[01:04:25.391 --> 01:04:26.632]  They tried to buy off the press.
[01:04:26.972 --> 01:04:28.373]  That just discredited the press.
[01:04:28.673 --> 01:04:37.779]  Now that the new press has risen with Drudge and Infowars and RollNetDaily and so many others, they now are going to try to shut us down free speech-wise.
[01:04:38.079 --> 01:04:48.366]  That's why we're going to race listeners to explode in size, to get up on our feet fully, and to really give the globalists a run for their money and to stop their censorship.
[01:04:48.406 --> 01:04:49.667]  That's why people shouldn't take
[01:04:50.107 --> 01:04:53.829]  For granted, the fact that we're on air and that we'll be here next week.
[01:04:54.269 --> 01:04:56.190]  Only spreading the word and supporting us will do it.
[01:04:56.490 --> 01:04:57.650]  So we need that call to arms.
[01:04:57.690 --> 01:04:59.451]  David Knight, great job at Bilderberg 2014.
[01:04:59.651 --> 01:05:02.912]  Your wife and Josh Owens and the rest of the crew.
[01:05:03.233 --> 01:05:05.854]  I hand you and Paul Watson the baton right now.
[01:05:06.034 --> 01:05:06.894]  Give them hell, brother.
[01:05:07.194 --> 01:05:08.075]  We'll be right back.
[01:05:08.175 --> 01:05:09.155]  Alex Jones signing off.
[01:05:09.355 --> 01:05:16.421]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[01:05:16.521 --> 01:05:18.683]  But it's not just the air outside that's toxic.
[01:05:18.863 --> 01:05:23.968]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[01:05:24.148 --> 01:05:29.092]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[01:05:29.312 --> 01:05:32.355]  There are more than 42 million smokers in the United States.
[01:05:32.635 --> 01:05:36.499]  Well over a thousand types of mold and mildew linked to numerous conditions.
[01:05:36.699 --> 01:05:40.943]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[01:05:41.023 --> 01:05:51.053]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[01:05:51.273 --> 01:05:53.796]  Made with organic and wild cultivated herbs,
[01:05:53.976 --> 01:06:02.026]  And manufactured in the USA, the new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[01:06:02.167 --> 01:06:06.152]  Now available exclusively at InfoWarsLife.com or by calling toll free 888-253-3139.
[01:06:10.249 --> 01:06:11.310]  In the near future.
[01:06:11.590 --> 01:06:15.753]  When you realize how fake it all is, the football, the basketball.
[01:06:16.093 --> 01:06:17.114]  Security alert.
[01:06:17.314 --> 01:06:19.076]  This is Homeland Security.
[01:06:19.336 --> 01:06:19.956]  Analysis.
[01:06:20.196 --> 01:06:20.857]  InfoWars.
[01:06:20.937 --> 01:06:22.878]  Building independent media operations.
[01:06:22.898 --> 01:06:27.882]  You let the worst people get controlled and tell us that we are the ones responsible.
[01:06:27.922 --> 01:06:28.843]  Crime Directive.
[01:06:28.943 --> 01:06:30.364]  Discredit Alex Jones.
[01:06:30.504 --> 01:06:33.326]  Jones is the wildly popular conspiracy theorist.
[01:06:33.346 --> 01:06:36.408]  A popular conspiracy theory talk show called InfoWars.
[01:06:36.588 --> 01:06:38.770]  Alex Jones is now in an Austin jail.
[01:06:39.210 --> 01:06:40.391]  People are assaulting us.
[01:06:40.411 --> 01:06:42.753]  Targeting of patriots engaged.
[01:06:43.233 --> 01:06:44.914]  They are never going to stop.
[01:06:45.194 --> 01:06:49.097]  They're never going to deviate from their program until we stop them.
