[00:00:00.029 --> 00:00:01.410]  Direct from Austin.
[00:43:31.836 --> 00:43:32.937]  Survival Shield X2.
[00:43:34.619 --> 00:43:37.661]  And again, I built up from below the recommended dose to above it.
[00:43:38.421 --> 00:43:43.164]  You do whatever's best for you and consult with a physician, but I take three quarter droppers a day.
[00:43:46.966 --> 00:43:48.967]  Sometimes more at night if I need a boost of energy.
[00:43:52.830 --> 00:43:54.791]  Super male vitality, ladies and gentlemen.
[00:43:56.525 --> 00:44:09.877]  Eight proprietary super herbs, concentrated organic, together in a proprietary way of distilling it and cold pressing it, so it doesn't lose any of its trace elements that help it all work together in synergy.
[00:44:10.437 --> 00:44:14.701]  This stuff for me, and you've heard the reviews, we also have Super Female Vitality, that's two other herbs in it.
[00:44:14.721 --> 00:44:16.643]  It has the same formula with two others.
[00:44:17.243 --> 00:44:17.864]  Supercharge.
[00:44:20.137 --> 00:44:20.798]  What would I do without it?
[00:44:21.478 --> 00:44:22.599]  Energy, libido.
[00:44:23.219 --> 00:44:24.440]  I used to not get a tan.
[00:44:24.480 --> 00:44:27.342]  I would just burn and get sunspots, but I love the sun.
[00:44:28.403 --> 00:44:33.086]  Now I get a rich chestnut brown tan much easier.
[00:44:33.206 --> 00:44:34.867]  And that's what Dr. Group said it would do for my skin.
[00:44:35.588 --> 00:44:36.769]  Incredible!
[00:44:37.289 --> 00:44:39.150]  Infowarslife.com.
[00:44:39.230 --> 00:44:47.316]  And then we have, I don't know, it's just dozens of key herbs and essential oils concentrated in the Lung Cleanse.
[00:44:47.596 --> 00:44:48.537]  Three shots in the mouth.
[00:44:50.026 --> 00:44:52.028]  Did it hail after you've already done the three shots?
[00:44:52.048 --> 00:44:56.793]  It's dramatic what it does to keep my voice going and to fight allergies.
[00:44:57.514 --> 00:44:58.936]  Infowarslife.com or 888-253-3139.
[00:45:03.686 --> 00:45:06.488]  And finally, please support our local AM and FM affiliates.
[00:45:06.528 --> 00:45:07.609]  Tell folks about the show.
[00:45:08.049 --> 00:45:09.410]  Support the local sponsors.
[00:45:10.151 --> 00:45:12.213]  You know what they do to try to get us off the air over the years?
[00:45:12.233 --> 00:45:13.153]  It's only made us stronger.
[00:45:13.654 --> 00:45:14.915]  Become a local sponsor.
[00:45:15.455 --> 00:45:16.416]  I want to thank you all.
[00:45:16.576 --> 00:45:22.341]  InfoWars, Life.com, InfoWarsStore.com, or the local station you're listening to today.
[00:45:22.781 --> 00:45:28.385]  It is essential to support them, to fund them, and to sponsor them, and to spread the word, as I said.
[00:45:29.206 --> 00:45:31.668]  Now, this is how my brain works.
[00:45:34.221 --> 00:45:55.917]  I'm driving into work this morning, and I hear 590, our local affiliate, AM, talking about a elementary school first grade teacher, Alfredo Gaitan, charged with sexual assault, released on bail for $5,000.
[00:45:55.997 --> 00:45:57.218]  He posted a $50,000 bond, paid $5,000.
[00:45:57.759 --> 00:45:58.559]  He can pay 10% and get out.
[00:46:04.202 --> 00:46:06.263]  And he has admitted to police he did it.
[00:46:07.104 --> 00:46:11.506]  And now they're saying it's a bunch of other little girls that he would hold whoever he wanted back during recess.
[00:46:12.187 --> 00:46:18.831]  I mean, I don't want to shoot my mouth off, but if some man did that to my six-year-old daughter, I have a six-year-old daughter.
[00:46:21.812 --> 00:46:24.214]  Just as a matter of course, I'm coming after you.
[00:46:24.374 --> 00:46:25.474]  I'm not even calling the police.
[00:46:28.736 --> 00:46:30.077]  And in the old days, that's how it was.
[00:46:30.117 --> 00:46:31.358]  So people didn't do stuff like this.
[00:46:35.476 --> 00:46:36.937]  Now this happened in North Austin.
[00:46:39.718 --> 00:46:40.658]  Brown Rock arrested him.
[00:46:41.899 --> 00:46:43.119]  Basically a suburb of Austin.
[00:46:44.860 --> 00:46:46.540]  Austin Independent School District.
[00:46:47.261 --> 00:46:50.522]  It happened in Austin, but I guess Austin wouldn't do anything, so I guess they had Brown Rock do it.
[00:46:56.434 --> 00:46:57.494]  And I'm not bashing Austin.
[00:46:57.514 --> 00:47:01.555]  The point is that we're getting to the point now where no one will even stop these people.
[00:47:02.095 --> 00:47:12.778]  And I heard all of this outrage going on about it's so terrible that this admitted child rapist... I mean, take one look at this guy if you're watching us on TV.
[00:47:13.418 --> 00:47:16.859]  These guys, I don't care what color they are, they all have the same wimpy look on their face.
[00:47:17.859 --> 00:47:20.180]  I mean, what kind of person wants to go after a little girl?
[00:47:22.435 --> 00:47:23.296]  Absolutely.
[00:47:24.056 --> 00:47:25.197]  I want to say violent things.
[00:47:25.257 --> 00:47:26.378]  I'm not going to say it right now.
[00:47:27.138 --> 00:47:28.279]  And I'm not just trying to act tough.
[00:47:28.339 --> 00:47:29.220]  I mean, I'm just being honest.
[00:47:29.660 --> 00:47:31.041]  I wear my emotions on my sleeve.
[00:47:34.543 --> 00:47:41.408]  So I understand everybody's mad, but everybody's been trained to not be mad about this next story.
[00:47:41.428 --> 00:47:45.851]  According to jail records, a former teacher arrested for sexually assaulting a six-year-old
[00:47:47.537 --> 00:48:13.951]  has uh... been bonded out of jail alfredo guy tan was arrested on friday after police say he confessed to the assault he accused he's accused of holding a girl back after recess at riley elementary last week and forcing her to perform sexual acts on him i'll perform an act on his head with a baseball bat it was my daughter police charged uh... him with aggravated sexual assault and since his arrest
[00:48:15.307 --> 00:48:22.812]  Four more students within the Austin Independent School District have come forward with allegations of sexual misconduct.
[00:48:24.713 --> 00:48:26.314]  Man, you hear about this stuff all the time.
[00:48:26.995 --> 00:48:28.836]  And now, here's the rest of the story.
[00:48:31.297 --> 00:48:32.178]  Here's the rest of the story.
[00:48:35.100 --> 00:48:36.942]  Remember this out of WorldNet Daily a few weeks ago?
[00:48:37.802 --> 00:48:53.355]  Release of 36,000 criminal aliens, impeachable offense, 36,000 with aggravated assault records including sexual assault, rape of children, indecency with children, bank robbery, arson,
[00:48:55.188 --> 00:48:55.988]  And they're just released.
[00:48:56.028 --> 00:49:02.850]  Remember the railway killer who killed 20 plus people and they kept arresting him and releasing him because he was an illegal alien and had fake names?
[00:49:02.910 --> 00:49:07.332]  I mean, if you're running from the law from Latin America, 800 million people are down there.
[00:49:07.912 --> 00:49:09.512]  You just come here and you're above the law.
[00:49:11.813 --> 00:49:13.133]  And the border's just wide open.
[00:49:13.153 --> 00:49:24.257]  So see, when I see an article like this, it makes me think about how America is now a criminal playground for people from Latin America
[00:49:25.339 --> 00:49:28.601]  To just come here and do whatever they want, ladies and gentlemen.
[00:49:30.483 --> 00:49:35.366]  And it's not that people, I guess, are criminals in Latin America on average, even though it's a very kleptocratic society.
[00:49:35.987 --> 00:49:40.030]  People have just given up on corruption, let the criminals run wild at every level.
[00:49:40.670 --> 00:49:45.214]  It's that statistically the criminals are coming here and America is a big joke.
[00:49:45.314 --> 00:49:48.556]  Now, let's shift gears back into Austin again.
[00:49:48.576 --> 00:49:50.217]  This is how my brain works.
[00:49:51.438 --> 00:49:53.480]  I saw this article this morning and instantly thought,
[00:49:54.465 --> 00:50:09.277]  You've got the FBI doing their job with one hand, and then with the other hand, you've got Obama, the Pentagon, and NATO arming the ISI and the Al-Qaeda on record for three and a half years against Libya, Syria, and now Iraq.
[00:50:11.579 --> 00:50:14.502]  Two men arrested in Texas on terrorism charges.
[00:50:15.783 --> 00:50:18.305]  The two men, and we've got photos of these morons.
[00:50:18.925 --> 00:50:20.567]  One of them's named Khan, the other's Wolf.
[00:50:21.718 --> 00:50:31.402]  Two men in Central Texas have been arrested on charges of trying to provide material support to terrorists, with one of the pair speaking to aid extremist groups fighting in Syria.
[00:50:31.983 --> 00:50:32.083]  U.S.
[00:50:32.123 --> 00:50:50.951]  prosecutors said yesterday, Rattal Askemi Khan, 23, was arrested at his home in Austin suburb of Round Rock and charged with terrorist activities, including committing violent jihad, according to court documents unsealed yesterday.
[00:50:52.048 --> 00:50:57.114]  Wolf was arrested at Bush Air National Airport in Houston on Thursday.
[00:50:57.134 --> 00:51:01.078]  Attempting to provide material support, I guess they're going to join the terrorists.
[00:51:01.479 --> 00:51:06.364]  How are they arresting these guys when they're trying to go join the group our government gave stinger missiles to?
[00:51:07.085 --> 00:51:08.927]  Attention all radio listeners.
[00:51:09.548 --> 00:51:13.051]  Survival Life is giving away free credit card knives
[00:51:13.732 --> 00:51:16.714]  Exclusively to our radio listeners here today.
[00:51:17.274 --> 00:51:23.197]  Visit MyCreditCardKnife.com to see this covert knife in action and claim yours for free.
[00:51:23.678 --> 00:51:29.821]  It's the same knife you've seen in the airline magazines for $29.95, but today it's yours free.
[00:51:30.201 --> 00:51:31.462]  Just pay shipping and handling.
[00:51:31.862 --> 00:51:33.603]  MyCreditCardKnife.com.
[00:51:33.944 --> 00:51:35.845]  MyCreditCardKnife.com.
[00:51:35.945 --> 00:51:36.265]  Go now.
[00:51:36.705 --> 00:51:38.406]  You've talked about it for a while.
[00:51:38.627 --> 00:51:42.510]  Now it's time to get your family the emergency readiness pack it deserves.
[00:51:42.710 --> 00:51:44.311]  And there's one site to turn to.
[00:51:44.431 --> 00:51:46.052]  TopPackGear.com.
[00:51:46.132 --> 00:51:48.974]  From large to small, you'll find kits for every purpose.
[00:51:49.214 --> 00:51:51.156]  And all of them can be customized by you.
[00:51:51.276 --> 00:51:55.419]  TopPackGear.com offers the best pre-built packs the internet has to offer.
[00:51:55.579 --> 00:52:01.524]  Assembled using only high-quality products vetted by pros and chosen for the best balance of quality and value.
[00:52:01.684 --> 00:52:05.847]  Prepare, endure, prevail with TopPackGear.com.
[00:52:06.227 --> 00:52:08.808]  Hi folks, Alex Jones here with some important information.
[00:52:09.068 --> 00:52:13.929]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[00:52:14.189 --> 00:52:22.072]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[00:52:22.312 --> 00:52:26.613]  Deciding to take action, a company run by Patriots for Patriots was born.
[00:52:26.833 --> 00:52:30.634]  MyPatriotSupply has never taken a loan or accepted outside funding.
[00:52:30.794 --> 00:52:36.497]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:52:36.737 --> 00:52:39.539]  It is rare to find companies who practice what they preach.
[00:52:39.919 --> 00:52:45.121]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:52:45.282 --> 00:52:53.406]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:52:53.466 --> 00:52:53.646]  That's 866-229-0927.
[00:52:59.989 --> 00:53:02.330]  Do business with someone who shares your values.
[00:53:02.610 --> 00:53:05.372]  BuyPatriotsupply.com slash Alex.
[00:53:05.992 --> 00:53:09.834]  How long would you last if all grocery stores ceased to exist?
[00:53:10.908 --> 00:53:11.768]  Not in America.
[00:53:11.808 --> 00:53:13.269]  This can't happen in America.
[00:53:13.609 --> 00:53:17.329]  Because of my concern about our government, I was looking at survival stuff.
[00:53:17.669 --> 00:53:20.750]  I was raised as a Girl Scout, and their motto was to be prepared.
[00:53:21.130 --> 00:53:26.391]  Food for Patriots was an opportunity for me to be able to put some things aside.
[00:53:26.411 --> 00:53:30.312]  I said, well, this is a product worth having, even as it's so good.
[00:53:30.332 --> 00:53:32.873]  I like the pricing for what I got.
[00:53:33.293 --> 00:53:35.433]  I like the containers they were shipped in.
[00:53:35.453 --> 00:53:36.933]  They keep in touch with you.
[00:53:36.953 --> 00:53:37.854]  You get your emails.
[00:53:37.874 --> 00:53:39.234]  You get your confirmations.
[00:53:39.654 --> 00:53:42.895]  The customer service is just absolutely fantastic.
[00:53:43.455 --> 00:53:47.297]  Plan on buying probably about four more of these minimum.
[00:53:47.377 --> 00:53:48.517]  And this just came so quick.
[00:53:48.597 --> 00:53:50.138]  It came right when they said it would come.
[00:53:50.198 --> 00:53:55.780]  Thanks for supplying all this stuff for us, because I think we're all going to be needing it in a very short time.
[00:53:56.340 --> 00:53:59.721]  Join over 50,000 Americans who have trusted Food for Patriots.
[00:54:00.161 --> 00:54:02.842]  Go to GetSurvivalFood.com to learn more.
[00:54:03.122 --> 00:54:05.203]  That's GetSurvivalFood.com.
[00:54:10.193 --> 00:54:19.475]  By the way, I was conflating the Round Rock arrest of the reported terrorist trying to support Obama's forces and the Saudi Arabian forces in Iraq and Syria.
[00:54:33.659 --> 00:54:38.461]  And the admitted confessed child pervert, child rapist.
[00:54:39.541 --> 00:54:42.582]  Austin did arrest this guy in North Austin, and so good job Austin.
[00:54:43.302 --> 00:54:47.023]  But now the court has just let him go for $5,000 after being in jail three days.
[00:54:49.994 --> 00:55:11.699]  And then I was dovetailing that with two men arrested in Texas on the terrorism charges up in Round Rock, north of Austin, and the fact that they were arrested were trying to raise money or get weapons or plan to go to Syria to join the groups who are being openly given a green light and weapons by our government.
[00:55:12.679 --> 00:55:17.760]  So that just shows how uncoordinated and out of control the compartmentalization is.
[00:55:20.558 --> 00:55:30.210]  Whereas you've got FBI and people following the law, arresting people that give aid to known terrorist organizations, while at the top, Obama gives Stinger missiles to them.
[00:55:30.790 --> 00:55:34.775]  And by the way, before I get to all these video clips...
[00:55:36.209 --> 00:55:43.691]  And our guest that's joining us, we've got a special report with David Knight, not a chance that IRS officials are telling the truth about missing emails.
[00:55:44.011 --> 00:55:45.111]  It's a very good report.
[00:55:45.631 --> 00:55:56.553]  Fox and Friends has a report detailing that Health and Human Services is just giving illegal alien children to their extended families in the U.S.
[00:55:57.013 --> 00:55:57.914]  Well, it's beyond that.
[00:55:57.974 --> 00:55:59.534]  They're taking adults and doing it too.
[00:56:00.294 --> 00:56:01.454]  We broke that yesterday.
[00:56:01.474 --> 00:56:02.395]  No one's picked it up.
[00:56:02.435 --> 00:56:03.695]  It's so sensational.
[00:56:04.701 --> 00:56:06.862]  It's so off the chart that no one's picking it up.
[00:56:07.582 --> 00:56:09.762]  Even though, if it gets picked up, it could put a stop to it.
[00:56:09.802 --> 00:56:14.903]  But no one can believe the Border Patrol, under orders, loads them up at the border and ships them into the country.
[00:56:15.744 --> 00:56:17.024]  Wait a minute, Drudge just did.
[00:56:18.304 --> 00:56:19.565]  Drudge just went with a red link.
[00:56:19.605 --> 00:56:20.165]  Incredible!
[00:56:20.865 --> 00:56:21.505]  Incredible!
[00:56:21.945 --> 00:56:29.347]  DrudgeReport.com comes to the rescue, claim Homeland Security paying free legals to be escorted into the United States.
[00:56:31.417 --> 00:56:40.583]  And then we have DHS to pay for illegal immigrants to be escorted into the United States, minors up to the age of 17 to be brought in with dignity and respect at taxpayer expense.
[00:56:41.223 --> 00:56:50.569]  That's a Paul Joseph Watson article, and it goes over the solicitation, but that's just a blurb Watson put out.
[00:56:50.869 --> 00:56:52.670]  We've got to add to this right now.
[00:56:54.151 --> 00:56:55.732]  Jakari Jackson's video.
[00:56:57.008 --> 00:56:59.250]  We're the head of emergency management.
[00:56:59.530 --> 00:57:01.151]  Can you call Kit Daniels in here, please?
[00:57:02.152 --> 00:57:08.217]  See, I've noticed news this big and this bombshell, it's like so over the top, people don't even know how to deal with it.
[00:57:08.257 --> 00:57:09.779]  It's like the government funding Al-Qaeda.
[00:57:11.022 --> 00:57:12.444]  It's just hard for people to believe.
[00:57:12.464 --> 00:57:13.325]  I'm going to talk to him on air.
[00:57:13.906 --> 00:57:14.787]  Hey, Kit, come in.
[00:57:14.807 --> 00:57:21.115]  You did a great job yesterday just taking the video and just adding the transcript of the McAllen emergency manager to it.
[00:57:21.775 --> 00:57:30.366]  I want to add to Watson just that transcript about, you know, in a separate story, confirming this because this is going to be attacked and denied because it's so hardcore.
[00:57:31.778 --> 00:57:37.022]  The emergency manager said they arrived with their tickets given to them by the Border Patrol to be shipped, quote, into the interior.
[00:57:37.762 --> 00:57:39.003]  And we have the video of it.
[00:57:39.043 --> 00:57:50.431]  Just basically take that article and add it under Watson's that has the government solicitation at fbo.gov where they're admitting it here.
[00:57:51.320 --> 00:57:53.821]  So really, the government is admitting it here.
[00:57:54.622 --> 00:57:56.983]  It's already going on, they're just getting ready to mainline it.
[00:57:57.583 --> 00:58:03.405]  And so I guess Drudge is careful about only reporting accurate stuff, so he waited until even more proof came out to link to this.
[00:58:03.866 --> 00:58:05.346]  But this is huge.
[00:58:05.907 --> 00:58:14.991]  Because if we force this out, that's why I was running around on Kachigou with my head cut off yesterday, if we force this out, it is going to be a big, big, big, big deal.
[00:58:15.939 --> 00:58:17.920]  Uh, because we have them red-handed.
[00:58:17.940 --> 00:58:22.081]  The buses come in, the Border Patrol lets them in, the Border Patrol gives them the vouchers.
[00:58:22.161 --> 00:58:25.421]  So just take your article, your transcript, add it to the bottom of Watson's.
[00:58:26.162 --> 00:58:27.422]  Uh, just as if it's the article.
[00:58:27.882 --> 00:58:31.323]  And say, confirming this, here's the video, and then, you know, just break it down, okay?
[00:58:31.983 --> 00:58:34.124]  RedLinkedOnDrugsReport.com.
[00:58:34.764 --> 00:58:37.124]  We need this to go mega-viral right now.
[00:58:37.144 --> 00:58:38.505]  Good job, Watson, finding that.
[00:58:39.345 --> 00:58:40.625]  Uh, so that's all coming up.
[00:58:40.965 --> 00:58:41.545]  Uh, alright.
[00:58:42.085 --> 00:58:43.406]  Stay with us, ladies and gentlemen.
[00:58:43.466 --> 00:58:43.906]  We'll be back.
[00:58:47.509 --> 00:58:49.291]  Thank you for listening to GCN.
[00:58:50.772 --> 00:58:52.974]  Visit GCNlive.com today.
[00:58:56.809 --> 00:59:00.811]  A chemical spill contaminating the water supply in nine West Virginia counties.
[00:59:00.851 --> 00:59:04.954]  This year alone, over 300,000 people in West Virginia had their drinking water contaminated.
[00:59:05.214 --> 00:59:08.616]  What are the health effects of having these drugs in our drinking water?
[00:59:08.876 --> 00:59:11.758]  It's forced medical treatment without the consent of residents.
[00:59:11.918 --> 00:59:19.203]  My friends, water filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins and heavy metals in your tap water.
[00:59:19.483 --> 00:59:23.125]  On average, the county says it sprays with glyphosate at least once a week.
[00:59:23.385 --> 00:59:27.626]  Few filters cut out the glyphosate that is found in water supplies worldwide.
[00:59:27.807 --> 00:59:33.729]  Remove pesticides, herbicides, chloramines, hydrofluorosilicic acid, sodium hexafluorosilicate.
[00:59:33.769 --> 00:59:37.550]  Fluoride is in tea, it's in coffee, it's in water, it's in bread, it's in toothpaste.
[00:59:37.710 --> 00:59:40.271]  It is our responsibility to protect our families.
[00:59:40.451 --> 00:59:41.811]  The establishment's not going to do it.
[00:59:41.951 --> 00:59:43.192]  It's time to take action.
[00:59:43.332 --> 00:59:45.032]  It's time to filter our water.
[00:59:45.132 --> 00:59:52.275]  Visit Infowarsstore.com and use promo code WATER to get 10% off their entire family of incredible products.
[00:59:52.535 --> 00:59:55.557]  Or call toll free 888-253-3139.
[00:59:55.617 --> 01:00:01.901]  Waging war on corruption.
[01:00:02.342 --> 01:00:05.263]  Alex Jones on the GCN Radio Network.
[01:00:08.786 --> 01:00:09.546]  Big Brother.
[01:00:14.199 --> 01:00:15.220]  Mainstream media.
[01:00:15.980 --> 01:00:17.080]  Government cover-ups.
[01:00:17.741 --> 01:00:18.541]  You want answers?
[01:00:19.321 --> 01:00:20.222]  Well, so does he.
[01:00:20.862 --> 01:00:24.504]  He's Alex Jones on the GCN Radio Network.
[01:00:25.064 --> 01:00:29.126]  And now, live from Austin, Texas, Alex Jones.
[01:00:39.406 --> 01:00:42.328]  Top story on DrugsReport.com.
[01:00:42.388 --> 01:00:46.210]  Homeland Security paying for illegals to be escorted into the United States.
[01:00:47.851 --> 01:00:50.192]  And that is an Infowars.com story.
[01:00:50.232 --> 01:00:54.114]  DHS to pay for illegal immigrants to be escorted into the U.S.
[01:00:54.854 --> 01:00:59.037]  Minors up to age 17 to be brought in with dignity and respect at taxpayer expense.
[01:00:59.597 --> 01:01:06.721]  And again, that's from the federal government and a Department of ICE, Immigration and Customs
[01:01:07.659 --> 01:01:08.379]  Prospectus.
[01:01:08.580 --> 01:01:11.961]  Okay, so I want everybody to understand that's from FBO.gov.
[01:01:12.982 --> 01:01:17.404]  In fact, in case they pull it, guys, I want a screenshot of that, add it to the article.
[01:01:18.585 --> 01:01:34.194]  We are going to blow their operation wide open, force a public debate about the mega treason with Obama giving press conferences saying, come to America and honoring illegal alien children that got here illegally.
[01:01:35.134 --> 01:01:41.359]  This is all designed to cause a catastrophe, and then no one will get in trouble when the border completely collapses.
[01:01:41.999 --> 01:01:48.244]  I mean, already in New York and in Virginia, in Democrat-held cities, they are flipping out as tens of thousands show up.
[01:01:49.065 --> 01:01:51.127]  It's like a bomb going off, ladies and gentlemen.
[01:01:52.368 --> 01:01:56.170]  Austin didn't get a lot of the Katrina refugees, but we got some.
[01:01:56.210 --> 01:01:58.191]  Not as much as Houston or San Antonio or Dallas.
[01:01:58.751 --> 01:02:00.052]  Crime exploded.
[01:02:00.632 --> 01:02:02.173]  There were people all over the streets.
[01:02:02.453 --> 01:02:03.093]  Muggings.
[01:02:04.174 --> 01:02:05.474]  And, I mean, it's just a fact, folks.
[01:02:05.794 --> 01:02:08.536]  The New Orleans Ward folks are really violent.
[01:02:09.696 --> 01:02:12.017]  And really, on average, a very criminal culture.
[01:02:12.538 --> 01:02:14.018]  Probably one of the most criminal in the country.
[01:02:15.019 --> 01:02:17.060]  And, I mean, it's not a fun situation.
[01:02:18.172 --> 01:02:30.476]  For anybody that had, you know, the New Orleans sixth-generation, you know, in some case, welfare folks dumped in your city, it's not pretty.
[01:02:31.196 --> 01:02:32.437]  Well, now that's happening.
[01:02:33.377 --> 01:02:41.902]  Where Castro took a huge giant steaming you-know-what on Florida with the dregs of his presence in the 80s repeatedly with the Cuban boat lifts.
[01:02:42.802 --> 01:02:53.408]  Now this is every Latin American country in the Caribbean with a pipeline like a giant toilet with the dregs of society directly into this country.
[01:02:54.008 --> 01:02:56.650]  And I don't want to hear it from people that haven't been to Latin America.
[01:02:58.551 --> 01:03:00.832]  My cousin Buckley grew up in Guatemala
[01:03:02.469 --> 01:03:05.491]  And they were at the market and saw people blown up with a hand grenade.
[01:03:06.032 --> 01:03:06.612]  He was what?
[01:03:06.772 --> 01:03:07.933]  He was kidnapped once.
[01:03:09.755 --> 01:03:11.396]  And they finally left the country.
[01:03:13.758 --> 01:03:19.403]  So, I mean, I don't want to live like that, being kidnapped and having dirt floors and chickens running around the street.
[01:03:20.023 --> 01:03:20.624]  And you know what?
[01:03:20.764 --> 01:03:21.184]  It's coming.
[01:03:22.885 --> 01:03:23.266]  It's coming.
[01:03:23.286 --> 01:03:26.388]  I mean, there are large areas of Florida that look like Haiti now, with broken sewage pipes.
[01:03:27.269 --> 01:03:29.571]  And, uh, have you been to Haiti, folks?
[01:03:30.552 --> 01:03:31.993]  Probably the biggest hellhole on Earth.
[01:03:34.361 --> 01:03:40.230]  And there's no helping these third world countries unless you try to export freedom to them.
[01:03:40.610 --> 01:03:43.054]  You don't then create a conduit to this nation.
[01:03:44.861 --> 01:03:45.482]  That's coming up.
[01:03:45.502 --> 01:03:46.683]  We're going to be breaking that down.
[01:03:47.263 --> 01:04:04.418]  I want to come back from break and just get a hit of smattering of news I haven't hit yet ahead of our former State Department official guest who's a very articulate and elegant speaker on the subject of Iraq and what's currently happening there as Obama is set to speak and announce that a bunch of U.S.
[01:04:04.438 --> 01:04:05.800]  Special Forces are going to be sent
[01:04:07.042 --> 01:04:16.326]  To supposedly attack ISIS, who has been given US weapons and NATO weapons and Qatari and Saudi Arabian weapons.
[01:04:16.446 --> 01:04:17.467]  Saudi Arabia is behind this.
[01:04:18.927 --> 01:04:22.749]  We have our Israeli sources, US sources, Pentagon sources.
[01:04:23.369 --> 01:04:31.133]  They all concur with what Aaron Klein said yesterday from Tel Aviv, that Saudi Arabia
[01:04:32.739 --> 01:04:36.402]  He claims they're going rogue, but that's with Obama backing as a double game.
[01:04:37.042 --> 01:04:39.444]  Probably to suck Iran in, who they claim they made a deal with.
[01:04:39.845 --> 01:04:42.747]  I believe it's a quadruple cross, not a triple cross.
[01:04:43.407 --> 01:04:44.608]  At least a quadruple cross.
[01:04:45.109 --> 01:04:49.012]  And by the time you get to triple crosses, it's just pure evil.
[01:04:49.552 --> 01:04:54.556]  And the evil mind thinks that in dishonor, they are winning because they don't play by rules.
[01:04:55.076 --> 01:04:57.118]  The truth is, they're just destroying civilization.
[01:04:57.819 --> 01:04:59.540]  So this is a quadruple cross.
[01:04:59.580 --> 01:05:00.240]  That's coming up.
[01:05:00.260 --> 01:05:00.661]  Stay with us.
[01:05:08.024 --> 01:05:09.084]  In the near future.
[01:05:09.365 --> 01:05:13.526]  When you realize how fake it all is, the football, the basketball.
[01:05:13.866 --> 01:05:14.886]  Security alert.
[01:05:15.087 --> 01:05:16.867]  This is Homeland Security.
[01:05:17.107 --> 01:05:17.727]  Analysis.
[01:05:17.967 --> 01:05:18.628]  InfoWars.
[01:05:18.708 --> 01:05:20.648]  Building independent media operations.
[01:05:20.668 --> 01:05:25.650]  You let the worst people get controlled and tell us that we are the ones responsible.
[01:05:25.690 --> 01:05:26.650]  Crime Directive.
[01:05:26.711 --> 01:05:28.151]  Discredit Alex Jones.
[01:05:28.271 --> 01:05:31.052]  Jones is the wildly popular conspiracy theorist.
[01:05:31.112 --> 01:05:34.173]  A popular conspiracy theory talk show called InfoWars.
[01:05:34.353 --> 01:05:36.534]  Alex Jones is now in an Austin jail.
[01:05:36.994 --> 01:05:38.155]  People are assaulting us.
[01:05:38.175 --> 01:05:40.396]  Targeting of patriots engaged.
[01:05:41.016 --> 01:05:42.657]  They are never going to stop.
[01:05:42.957 --> 01:05:46.839]  They're never going to deviate from their program until we stop them.
[01:05:47.019 --> 01:05:50.181]  Block free iPhone apps at InfoWars.com.
[01:05:50.601 --> 01:05:53.242]  Block free podcasts and video feed.
[01:05:53.963 --> 01:05:54.703]  Imperative.
[01:05:54.943 --> 01:05:56.944]  Destroy Britain's Linux TV.
[01:05:56.964 --> 01:06:01.366]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[01:06:01.507 --> 01:06:03.007]  Intellectually, it's begun.
[01:06:03.027 --> 01:06:03.788]  You can feel it.
[01:06:06.698 --> 01:06:11.441]  Man, when I get home from work, all Betty does is watch her reality TV and then she goes to sleep.
[01:06:11.661 --> 01:06:14.763]  I can take her on romantic dates, I get her flowers, you name it.
[01:06:15.024 --> 01:06:16.865]  She's just not the woman I married.
[01:06:17.125 --> 01:06:19.066]  Oh, Ralph, that's just awful.
[01:06:19.266 --> 01:06:20.747]  Does this seem familiar?
[01:06:20.928 --> 01:06:23.970]  Are the honeymoon days of your relationship long gone?
[01:06:24.250 --> 01:06:25.591]  If so, consider this.
[01:06:25.831 --> 01:06:34.757]  The abundance of chemical additives, pesticides, BPA containers, contaminated tap water, and other toxic substances found in our environment.
[01:06:35.117 --> 01:06:41.146]  Experts know our bodies are suffering and being thrown off balance, especially when it comes to your natural systems.
[01:06:41.506 --> 01:06:43.129]  Forget synthetic chemicals.
[01:06:43.549 --> 01:06:51.200]  Super Female Vitality brings forward key herbs specifically chosen for women's biology without the use of phony additives.
[01:06:51.581 --> 01:06:58.986]  Get your bottle of Super Female Vitality today at InfoWarsLife.com, InfoWarsStore.com or call 1-888-253-3139.
[01:06:59.186 --> 01:07:00.227]  InfoWarsLife.com.
[01:07:00.267 --> 01:07:00.927]  Live Life Healthy!
[01:07:06.747 --> 01:07:12.712]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[01:07:12.912 --> 01:07:17.095]  Most people know that iodine deficiency has been a crisis around the world.
[01:07:17.475 --> 01:07:22.079]  Iodine is key to so many of the body's functions, especially the thyroid.
[01:07:22.459 --> 01:07:25.081]  I discovered a product being developed by Dr. Group.
[01:07:25.381 --> 01:07:30.545]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
