[00:00:00.069 --> 00:00:00.509]  3-9.
[00:52:51.059 --> 00:52:52.159]  They claim this is evidence.
[00:52:52.419 --> 00:52:54.960]  They are from the line of Christ, and thus are His Christ.
[00:52:55.420 --> 00:52:59.961]  They are from the lines that were disinherited 2,000 years ago, and now they claim to be His Christ.
[00:53:00.402 --> 00:53:03.262]  For further information, go to unveilingthem.com.
[00:53:03.502 --> 00:53:07.083]  That is the U-N-V-E-I-L-I-N-G them.com.
[00:53:07.444 --> 00:53:08.704]  unveilingthem.com
[00:53:10.186 --> 00:53:11.146]  Our big story.
[00:53:11.407 --> 00:53:16.288]  Gun owners react as politicians continue to ban high-capacity magazines state by state.
[00:53:16.428 --> 00:53:19.349]  I think that these weapons ought to be stopped.
[00:53:19.549 --> 00:53:22.090]  Magazine restrictions have already happened in nine states.
[00:53:22.330 --> 00:53:29.073]  Staffed with formal special operations personnel, GunMagWarehouse.com is the only company that specializes in gun magazines.
[00:53:29.233 --> 00:53:33.534]  GunMagWarehouse.com has the largest selection of the magazines you should stock up on.
[00:53:33.694 --> 00:53:37.115]  Go now to GunMagWarehouse.com before it happens in your state.
[00:53:37.435 --> 00:53:38.796]  Get it before you regret it.
[00:53:39.500 --> 00:53:40.540]  Hi, this is Ted Anderson.
[00:53:40.620 --> 00:53:44.942]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:53:45.122 --> 00:53:50.723]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:53:50.823 --> 00:53:54.164]  Gold has outperformed paper investments, yet no word about IRAs.
[00:53:54.404 --> 00:53:56.965]  If you would like to have gold for your retirement, call 800-686-2237.
[00:53:57.065 --> 00:54:01.886]  Don't get left behind by rising inflation and low returns.
[00:54:02.026 --> 00:54:02.266]  Call 800-686-2237.
[00:54:02.326 --> 00:54:03.647]  Secure your future and call 1-800-686-2237.
[00:54:43.160 --> 00:54:45.563]  You know, I'm really just hand-wringing here on air.
[00:54:46.945 --> 00:54:48.446]  Because there's a lot of good stuff happening.
[00:54:48.486 --> 00:54:51.370]  Our military's woken up to the fact that we are arming Al-Qaeda.
[00:54:52.251 --> 00:54:53.672]  And then they've got to get killed fighting them.
[00:54:53.693 --> 00:54:58.899]  Because you have to understand, even the low-level jihadis, they don't know either what's going on.
[00:54:58.919 --> 00:54:59.880]  They're compartmentalized.
[00:55:00.862 --> 00:55:05.683]  They were brought up with no education and in many cases out in the middle of the desert or the mountains.
[00:55:06.163 --> 00:55:14.285]  Still others are weird, spoiled brats from England, the US and Europe who have wealthy families and who want to go out and be adventurers or something.
[00:55:14.305 --> 00:55:20.207]  You know, some people go and get into UFC, MMA type stuff to have fun and adventure.
[00:55:20.527 --> 00:55:21.567]  Some people become cops.
[00:55:22.047 --> 00:55:23.707]  Some people, you know, start rock climbing.
[00:55:24.228 --> 00:55:25.388]  Well, some people go and they
[00:55:26.573 --> 00:55:27.274]  Join Al-Qaeda.
[00:55:27.854 --> 00:55:31.937]  But see, it's okay to join Al-Qaeda now, because they've given it a nice name like IS.
[00:55:32.497 --> 00:55:37.401]  And now the British government says, oh, we need to let them operate on Facebook and Twitter and let them come back to England.
[00:55:37.621 --> 00:55:38.722]  They're not bad boys.
[00:55:39.482 --> 00:55:40.523]  They really mean well.
[00:55:42.364 --> 00:55:45.006]  See, it's all how the media spins it.
[00:55:45.647 --> 00:55:49.349]  But ISIS is committing so many horrible atrocities, it's backfiring.
[00:55:49.910 --> 00:55:55.214]  And there are some people in the power structure that do want to take them out, so you're seeing some propaganda.
[00:55:56.325 --> 00:55:57.926]  That is pushing for striking them.
[00:55:58.286 --> 00:56:01.587]  If you want to strike ISIS, you need to remove the Saudi Arabian government.
[00:56:03.208 --> 00:56:05.429]  Who is behind all this, to a great extent.
[00:56:05.709 --> 00:56:08.870]  It's the main engine of it, but then you're back to British intelligence.
[00:56:09.551 --> 00:56:11.852]  Now, coming up in the next hour, I'm going to get into the economy.
[00:56:12.935 --> 00:56:22.443]  The second amendment, a Washington Post article, stop and seize, aggressive police take hundreds of millions of dollars from motorists, not charged with crimes, not caught with drugs.
[00:56:22.983 --> 00:56:27.967]  That ties in with former New Orleans mayor sentenced to 10 years in prison for all sorts of criminal activity.
[00:56:28.708 --> 00:56:33.391]  Okay, well, if he's going to go to jail, what about the Federal Reserve money laundering billions of dollars a month?
[00:56:33.872 --> 00:56:35.113]  That's been in the mainstream news.
[00:56:35.453 --> 00:56:37.755]  See, I love how they'll burn some low-level official.
[00:56:39.596 --> 00:56:41.498]  Because, see, that doesn't threaten the whole power structure.
[00:56:43.882 --> 00:56:48.586]  But they won't go after the big banks that run the drug aircraft, that run the torture rings.
[00:56:48.966 --> 00:57:02.136]  Oh yeah, it's come out that the bank aircraft for Wells Fargo, but Warren Buffett's such a nice man, and Wachovia were used to fly drugs and weapons back and forth, and then also were involved in rendition.
[00:57:03.057 --> 00:57:09.222]  But he's a nice old man, he eats ice cream cones on TV, he owns Dairy Queen, so everything's okay.
[00:57:10.950 --> 00:57:12.191]  By the way, he's a serious gangster.
[00:57:12.211 --> 00:57:13.791]  I don't even like talking about him, but I have to.
[00:57:15.712 --> 00:57:18.274]  This is the type of stuff we're dealing with, ladies and gentlemen.
[00:57:19.134 --> 00:57:21.535]  And being naive only makes things get worse.
[00:57:21.815 --> 00:57:26.637]  Now, we're also, first, when we come back, I'm going to give the number out.
[00:57:26.658 --> 00:57:31.640]  We're going to take calls on any of these issues you want to discuss or any other topics in the next hour ahead of our guests joining us.
[00:57:32.080 --> 00:57:37.943]  I'm also going to get into racial attacks against whites are intensifying all over the country.
[00:57:40.154 --> 00:57:47.877]  Strangely enough, we see racial attacks by Hispanics against blacks in the FBI numbers in LA and other areas.
[00:57:48.458 --> 00:57:51.799]  We see racial attacks on blacks by Hispanics.
[00:57:53.200 --> 00:57:56.741]  We don't see a lot of Hispanics attacking whites racially.
[00:57:56.761 --> 00:57:58.682]  Sometimes you see it for robbery or vice versa.
[00:57:59.482 --> 00:58:00.903]  But it's interesting sociology.
[00:58:01.583 --> 00:58:04.805]  We're seeing blacks preying on blacks and on whites.
[00:58:06.775 --> 00:58:09.699]  And the media will not decry it as racist.
[00:58:10.499 --> 00:58:15.866]  When Hispanic gangs attack blacks, they'll just shoot an old black man on the side of the road, you name it, in LA.
[00:58:16.146 --> 00:58:17.147]  Happens almost every day.
[00:58:17.167 --> 00:58:18.429]  It's terrible.
[00:58:18.509 --> 00:58:19.310]  It should be decried.
[00:58:20.331 --> 00:58:23.155]  If whites go out and drag an old black man to death, it should be decried.
[00:58:24.085 --> 00:58:27.567]  But the media will never say blacks when they go out and do this.
[00:58:27.607 --> 00:58:28.708]  You gotta watch the video.
[00:58:29.408 --> 00:58:30.869]  As they're like, get that white lady!
[00:58:31.029 --> 00:58:32.770]  And they're sitting there, you know, stomping on her head.
[00:58:33.670 --> 00:58:36.492]  What's gonna happen when people start pulling guns out of their purses?
[00:58:38.038 --> 00:58:43.320]  Because, let me tell you folks, it's time across the board for people to defend themselves.
[00:58:43.880 --> 00:58:46.121]  So that's coming up in the next hour as well.
[00:58:46.361 --> 00:58:48.382]  But the big issue is the political correctness.
[00:58:48.642 --> 00:58:51.923]  The people doing this think it's okay because the media never decries it.
[00:58:52.503 --> 00:58:54.784]  I mean the knockout game.
[00:58:54.804 --> 00:58:58.025]  Walk up to an old white guy, knock him out, let them bust their head open and die.
[00:59:01.300 --> 00:59:08.182]  I'm David Hall, founder of Diamond Gusset, where we are proud of our 100% grown and sewn American-made jeans.
[00:59:08.562 --> 00:59:15.883]  Whether you're out for dinner, working on the farm, or on the road, Diamond Gusset Jeans offers a full spectrum of style and sizes for any occasion.
[00:59:16.463 --> 00:59:21.004]  Our loyal customers enable us to continue sponsoring Liberty Media outlets.
[00:59:22.004 --> 00:59:26.805]  Use promo code FREEDOM to receive a 15% discount at gusset.com.
[00:59:27.365 --> 00:59:30.286]  In Liberty, David Hall, Diamond Gusset Jeans Company.
[00:59:30.799 --> 00:59:34.301]  The government's Department of Homeland Security is buying up loads of ammo.
[00:59:34.461 --> 00:59:38.422]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:59:38.743 --> 00:59:40.203]  Can you put two and two together?
[00:59:40.523 --> 00:59:48.087]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:59:48.367 --> 00:59:49.207]  But for how long?
[00:59:49.508 --> 00:59:55.770]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:59:56.151 --> 00:59:58.972]  Infidel Body Armor just won't quit.
[01:00:03.482 --> 01:00:05.407]  Waging war on corruption.
[01:00:05.888 --> 01:00:08.674]  Alex Jones on the GCM Radio Network.
[01:00:16.584 --> 01:00:20.748]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:21.428 --> 01:00:22.209]  You want answers?
[01:00:23.010 --> 01:00:23.890]  Well, so does he.
[01:00:24.551 --> 01:00:28.194]  He's Alex Jones on the GCN Radio Network.
[01:00:28.735 --> 01:00:32.798]  And now, live from Austin, Texas, Alex Jones.
[01:00:41.775 --> 01:00:43.936]  Some of the headlines up on Infowars.com.
[01:00:44.656 --> 01:00:46.137]  Man fakes beheading video.
[01:00:46.597 --> 01:00:47.678]  Fools global media.
[01:00:49.519 --> 01:00:52.120]  Now even Al Jazeera is saying those beheading videos are fake.
[01:00:52.560 --> 01:00:53.000]  I don't know.
[01:00:53.521 --> 01:00:57.983]  Syrian rebel commander, yes we're still collaborating with ISIS.
[01:00:59.623 --> 01:01:02.044]  Well of course the Syrian rebels are ISIS.
[01:01:03.565 --> 01:01:09.168]  Obama's long ISIS war, they're now saying it will take years and kill thousands.
[01:01:11.027 --> 01:01:15.550]  Another video on a play and talk about man arrested for filming militarized police raid.
[01:01:16.971 --> 01:01:17.912]  He's across the street.
[01:01:17.952 --> 01:01:21.334]  The police are obviously violating his First Amendment.
[01:01:22.595 --> 01:01:24.016]  I'm tired of the war on the press.
[01:01:24.856 --> 01:01:31.501]  Vaccine brain damage cover-up has officially imploded as more whistleblowers go public from the CDC.
[01:01:31.941 --> 01:01:37.145]  There's two of them now that were involved in the publishing of reports saying there's no link to autism.
[01:01:37.405 --> 01:01:39.086]  They said the evidence shows the opposite.
[01:01:40.382 --> 01:01:59.895]  A tripling in autism in black boys that take it, and that is, they believe, some correlation to, on average, blacks having more testosterone earlier, sub-Saharan blacks, if you read the studies, but then it goes down quicker.
[01:02:01.416 --> 01:02:04.999]  Asians have as much testosterone but don't have the cofactors to absorb it.
[01:02:05.019 --> 01:02:08.141]  I was reading a medical paper on this this morning just to make sure I was accurate.
[01:02:08.621 --> 01:02:15.165]  And then whites, Europeans, have testosterone at higher levels longer, but not as much early on.
[01:02:16.546 --> 01:02:27.454]  And testosterone, for whatever reason, combined with the mercury, just absolutely devastates the brains.
[01:02:28.650 --> 01:02:35.232]  And if mothers are taking it when they're pregnant, then it gets into the baby as well.
[01:02:35.892 --> 01:02:39.293]  But we've always known most autistic kids are boys.
[01:02:39.973 --> 01:02:42.374]  So it's really bad whether you're Hispanic, white, you name it.
[01:02:42.394 --> 01:02:47.155]  But if you're black, you don't give vaccines to your baby.
[01:02:48.636 --> 01:02:52.297]  And you're not going to have Al Sharpton telling you that, because he doesn't actually care about you.
[01:02:53.234 --> 01:02:57.717]  In fact, I've seen white racists on Infowars.com going, the blacks are killing us and they're taking over!
[01:02:57.937 --> 01:02:59.018]  What the hell are you doing?
[01:02:59.298 --> 01:03:00.399]  Telling them not to take the shots!
[01:03:00.639 --> 01:03:01.880]  We need to kill these people!
[01:03:04.122 --> 01:03:05.382]  I mean, it's just incredible.
[01:03:05.423 --> 01:03:08.124]  You've got blacks wanting to beat up innocent white people.
[01:03:08.164 --> 01:03:09.746]  You've got white people wanting to kill the blacks.
[01:03:10.666 --> 01:03:12.167]  It's just a bunch of idiocy.
[01:03:12.648 --> 01:03:15.410]  A bunch of tribal, mindless garbage.
[01:03:15.910 --> 01:03:19.632]  We have to transcend this, talk about what's happening to everybody.
[01:03:19.652 --> 01:03:21.614]  Because the globalists are targeting everybody.
[01:03:23.362 --> 01:03:24.402]  Studies show fluoride.
[01:03:25.102 --> 01:03:26.163]  It's blacks even worse.
[01:03:26.263 --> 01:03:29.383]  Blacks, on average, are very sensitive.
[01:03:31.064 --> 01:03:34.245]  Very sensitive to a lot of chemicals, drugs.
[01:03:34.705 --> 01:03:35.505]  I mean, just look at the numbers.
[01:03:35.565 --> 01:03:41.006]  Blacks have double, double the prostate cancer in this country of any other group.
[01:03:41.726 --> 01:03:44.827]  Black females have got the highest rates of breast cancer.
[01:03:45.467 --> 01:03:47.908]  Don't you think people might want to find out why that's happening?
[01:03:49.053 --> 01:03:57.131]  Because the stuff they're putting in the water, ladies and gentlemen, on average, goes after souped-up nervous systems.
[01:03:58.266 --> 01:04:00.907]  And I mean, you know, to survive in Africa, you gotta have a souped-up nervous system.
[01:04:01.127 --> 01:04:02.467]  The whole world's a dangerous place.
[01:04:02.967 --> 01:04:08.509]  But you put people from Sub-Saharan Africa... It's like Hispanics have double the rate of diabetes.
[01:04:08.849 --> 01:04:11.290]  Don't you think people might want to find out why that's happening?
[01:04:11.590 --> 01:04:12.090]  I know why.
[01:04:12.330 --> 01:04:13.671]  I've gone and read the medical literature.
[01:04:14.411 --> 01:04:15.531]  Maybe I shouldn't even tell people.
[01:04:16.191 --> 01:04:18.512]  If I tell people, they don't seem to care.
[01:04:19.112 --> 01:04:24.674]  If I make something a mystery and say, tomorrow, I will tell you why Hispanics have higher rates of diabetes.
[01:04:26.257 --> 01:04:27.478]  Then everybody would tune in to find out.
[01:04:27.698 --> 01:04:29.178]  If I just tell you, no one cares.
[01:04:32.820 --> 01:04:35.381]  But do you know how many brain-damaged people are walking around?
[01:04:35.401 --> 01:04:38.922]  How many brain-damaged men who are screwed up and have learning disabilities?
[01:04:39.222 --> 01:04:45.845]  And why they've got giant wings at public schools now for all the autistic kids with all the different neurological disorders?
[01:04:45.905 --> 01:04:50.547]  It's because we're shooting little boys up with stuff that literally eats their brains!
[01:04:53.095 --> 01:04:55.477]  And boys are more susceptible to autoimmune responses.
[01:04:56.358 --> 01:05:00.421]  Because boys don't have as thick of a blood-brain barrier.
[01:05:01.202 --> 01:05:02.223]  Girls are tougher.
[01:05:02.823 --> 01:05:05.646]  But now the vaccines are so deadly, it's starting to hit girls.
[01:05:06.387 --> 01:05:08.048]  We'll be right back, ladies and gentlemen.
[01:05:08.088 --> 01:05:08.528]  Stay with us.
[01:05:10.760 --> 01:05:20.867]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula.
[01:05:21.327 --> 01:05:27.391]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[01:05:27.791 --> 01:05:30.012]  I jump out of bed ready to fight these criminals every day.
[01:05:30.132 --> 01:05:33.194]  I look forward to waking up and taking my super male vitality.
[01:05:33.214 --> 01:05:40.079]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[01:05:40.638 --> 01:05:44.161]  The government's Department of Homeland Security is buying up loads of ammo.
[01:05:44.301 --> 01:05:48.264]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:05:48.584 --> 01:05:50.046]  Can you put two and two together?
[01:05:50.366 --> 01:05:57.952]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:05:58.232 --> 01:05:59.073]  But for how long?
[01:05:59.373 --> 01:06:05.638]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[01:06:05.998 --> 01:06:08.821]  Infidel Body Armor just won't quit.
[01:06:10.948 --> 01:06:12.049]  Open your eyes.
[01:06:12.489 --> 01:06:15.391]  It's time to give your eyes a powerful nutritional boost.
[01:06:15.891 --> 01:06:22.055]  Sight is the primary input to the brain, arguably making eyesight the most important sense we have.
[01:06:22.375 --> 01:06:30.320]  And just like the other important organs in our bodies, our eyes function at peak levels when they are fed the proper amounts of essential nutrition.
[01:06:30.720 --> 01:06:31.821]  Open your eyes!
[01:06:32.121 --> 01:06:47.147]  Combining key ingredients like vitamin A, zinc, lutein, proprietary saffron bulb extracts and more, Occupower by InfoWars Life is a new formulation specifically designed to nutritionally assist the natural function of healthy eyes.
[01:06:47.687 --> 01:06:55.130]  Optimize the natural power of your eyes with the latest addition to the super high quality InfoWars Life formulations, Occupower.
[01:06:55.450 --> 01:07:00.695]  Go to Infowarslife.com or Infowarsstore.com to order Occupower.
[01:07:00.975 --> 01:07:01.455]  Or call 1-888-253-3139.
[01:07:01.475 --> 01:07:01.856]  Occupower.
[01:07:01.916 --> 01:07:02.656]  Open your eyes.
[01:07:10.595 --> 01:07:16.542]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[01:07:16.762 --> 01:07:20.946]  Most people know that iodine deficiency has been a crisis around the world.
[01:07:21.327 --> 01:07:25.892]  Iodine is key to so many of the body's functions, especially the thyroid.
[01:07:26.292 --> 01:07:28.914]  I discovered a product being developed by Dr. Group.
[01:07:29.214 --> 01:07:34.396]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[01:07:34.657 --> 01:07:41.540]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[01:07:42.041 --> 01:07:45.823]  And the results that I personally have had have been life-changing.
[01:07:46.183 --> 01:07:50.965]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[01:07:51.305 --> 01:07:52.146]  This is innovating.
[01:07:52.426 --> 01:07:59.728]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[01:07:59.908 --> 01:08:03.969]  For a limited time, experience the ancient power of Survival Shield X2.
[01:08:04.169 --> 01:08:09.710]  Take advantage of this unprecedented 30% off Super T-Talk Special at InfoWarsLive.com.
[01:08:12.891 --> 01:08:15.091]  He's the T-Rex of political talk.
[01:08:15.671 --> 01:08:18.492]  Alex Jones on the GCN Radio Network.
[01:08:36.522 --> 01:08:38.383]  Here's some of the headlines if you just joined us.
[01:08:38.803 --> 01:08:43.024]  The filmmaker, James O'Keefe, has done it again.
[01:08:43.884 --> 01:09:04.591]  Dressed as an Ebola-infected ISIS terrorist, he snuck across Lake Erie from Canada to Cleveland and into the Rock and Roll Hall of Fame dressed like a jihadi with bags marked Ebola, Ryerson, and other deadly and communicable toxins and diseases.
[01:09:06.155 --> 01:09:16.961]  And he will be on the broadcast tomorrow, I'm told, and we do also have Colonel Schaefer on to give us the inside intel on Benghazi and what's happening with ISIS.
[01:09:17.942 --> 01:09:35.212]  Continuing, an Ebola-infected ISIS terrorist could easily motorboat across Lake Erie and reach Ohio from Canada, according to an American conservative filmmaker who videotaped a fictionalized one Jihad incursion, yeah, in a black uniform and a rubber boat, it was so obvious, from Lake Erie, and released the footage today.
[01:09:37.054 --> 01:09:55.743]  On the eve of 9-11 anniversary, our man, dressed as an ISIS terrorist, was able to cross Lake Erie, walk off a boat into Cleveland, Ohio, and into the Rock and Roll Hall of Fame, guerrilla documentarian James O'Keefe narrates, at no point did anyone question him or ask what he was carrying in his suspicious brown duffel bag.
[01:09:55.763 --> 01:09:56.063]  No, no, no.
[01:09:56.523 --> 01:10:11.086]  Because all the security theater is about keeping the American people in line, henpecking us, putting us in naked body scanners, humiliating us to break our will and train us to be slaves who are illegally surveilled and have our rights violated.
[01:10:12.307 --> 01:10:21.329]  But if you can get here from anywhere in the world, even if you have a criminal record, they will instantly legalize you and set your deportation hearing for 3, 4, or 5 years out.
[01:10:24.687 --> 01:10:34.534]  But if you want to come here legally and do it properly, and if you have skills, it doesn't matter if you're from India or Europe, they make it very hard to get into this nation.
[01:10:37.396 --> 01:10:38.416]  It's just outrageous.
[01:10:39.897 --> 01:10:43.360]  I was thinking if we had Paul Watson, he might move here this year.
[01:10:45.971 --> 01:10:47.812]  And I should push him to do it.
[01:10:48.412 --> 01:10:50.093]  And do I go talk to a business lawyer?
[01:10:50.113 --> 01:10:50.873]  Because we've been looking into it.
[01:10:50.893 --> 01:10:55.775]  It'd just be easier to have him over here on six-month visas and then just go back and come back and he'd still be here legal.
[01:10:56.395 --> 01:11:04.538]  But if we try to go through all the proper hoops and things to have our reporter here who's worked with me for 12, 13 years, oh no, you can't have that.
[01:11:06.458 --> 01:11:07.359]  That's how sick it is.
[01:11:09.459 --> 01:11:11.160]  So you have all of that going on.
[01:11:13.427 --> 01:11:18.509]  Meanwhile, speaking of Ebola, Ebola is surging in places it had been beaten back.
[01:11:19.129 --> 01:11:22.571]  Associated Press, more than 2,000 deaths now from it.
[01:11:23.291 --> 01:11:26.593]  They fear up to 100,000 will be infected by the end of the year.
[01:11:27.473 --> 01:11:28.413]  Obama says U.S.
[01:11:28.453 --> 01:11:32.695]  military to provide equipment, resources to battle Ebola epidemic in Africa.
[01:11:33.475 --> 01:11:39.898]  And now it could gestate for a lot longer period, making it more likely that it will end up getting into the United States.
[01:11:40.678 --> 01:11:41.899]  That's in the Washington Post.
[01:11:44.096 --> 01:11:51.398]  Resentment simmers in Liberia's Ebola jail town, perhaps since officials placed them in quarantine two weeks ago.
[01:11:51.438 --> 01:11:59.380]  The residents of Dolo town are becoming increasingly resentful over their incarceration in Liberia's open Ebola jail.
[01:12:00.441 --> 01:12:07.243]  7,000 people, increasingly hungry residents, in the settlement close to the international airport are forced to
[01:12:08.402 --> 01:12:14.071]  Stand in line for rations or rice while soldiers blockade them at gunpoint.
[01:12:17.236 --> 01:12:22.423]  That gives you an idea of what will happen if there's a smallpox or Ebola outbreak or SARS outbreak here.
[01:12:23.541 --> 01:12:26.143]  Of course, there's already been outbreaks of superviruses and things.
[01:12:26.624 --> 01:12:35.071]  Massive deaths this year and last year in the winter from respiratory diseases, drug-resistant bacteria and viruses, and just huge death tolls.
[01:12:35.492 --> 01:12:37.614]  I've talked to countless medical doctors in person.
[01:12:37.874 --> 01:12:38.775]  You've heard them call in.
[01:12:39.195 --> 01:12:42.738]  I lost three family members to it in East Texas alone.
[01:12:42.798 --> 01:12:44.780]  The hospitals were overflowing.
[01:12:45.140 --> 01:12:46.341]  They said they'd never seen anything like it.
[01:12:46.662 --> 01:12:47.502]  Turning people away.
[01:12:48.203 --> 01:12:56.525]  I talked to the funeral home people at all three funerals, I figured it out by the second one, and they said, oh my gosh, it's just, it's high cotton for us.
[01:12:56.585 --> 01:13:01.787]  They didn't use those words, but they said, we're working seven days a week around the clock, planting people in the ground.
[01:13:04.788 --> 01:13:13.850]  When they lowered my uncle in the ground, the last family member to die this year, and he was an exercise guy, never smoked, you name it.
[01:13:15.239 --> 01:13:18.020]  Everybody drove off and left to go have the wake.
[01:13:19.000 --> 01:13:21.281]  And I stayed there with my son while they buried him.
[01:13:21.961 --> 01:13:28.424]  I talked to the gravediggers and they said, yeah, it's bad, but it's not in the news.
[01:13:29.564 --> 01:13:38.167]  So when there's a real pandemic in this country and they don't have a way of containing it, you're just not going to be told about it.
[01:13:39.551 --> 01:13:46.793]  But they could use something like Ebola, or mousepox, or something like that, that has over a 90% kill rate if you don't get treatment.
[01:13:47.113 --> 01:13:47.873]  50% if you do.
[01:13:48.773 --> 01:13:49.994]  That's conservative numbers.
[01:13:52.354 --> 01:13:54.035]  More than conservative numbers, those are just basic.
[01:13:54.335 --> 01:13:55.035]  The numbers vary.
[01:13:56.996 --> 01:14:00.696]  They could use it as a smokescreen for a martial law takeover.
[01:14:01.957 --> 01:14:03.417]  So that's a microcosm of that.
[01:14:04.157 --> 01:14:05.738]  The toll-free number to join us
[01:14:07.332 --> 01:14:29.248]  I specifically also want to talk to listeners about the fact that MSNBC, the Obama presidency, the Al Sharpton race baiting, in lieu of a good economy, in lieu of the welfare state breaking down, in lieu of the welfare checks not keeping up with inflation, you're seeing more crime in the inner cities, you're seeing more racial attacks on whites.
[01:14:30.428 --> 01:14:33.411]  Every week we see it in local news, sometimes every day.
[01:14:34.751 --> 01:14:42.716]  And the media will never call it what it is, even when it's on the videos, that it is racially motivated.
[01:14:42.756 --> 01:14:45.578]  And we have one of these videos we're going to play in a moment.
[01:14:46.098 --> 01:14:48.200]  The article is up on InfoWars.com.
[01:14:48.600 --> 01:14:55.124]  Over 100 teens swarm Memphis Plaza, knock out shoppers.
[01:14:56.545 --> 01:14:58.366]  Why not just start lynching them?
[01:14:59.565 --> 01:15:04.611]  Because, you know, at one point in history, and in some place, criminal whites would do similar things.
[01:15:04.691 --> 01:15:07.094]  So, all whites must be killed.
[01:15:08.215 --> 01:15:13.001]  But then, if a black person ever kills a white person, I guess all blacks are then racist and have to be.
[01:15:13.081 --> 01:15:16.745]  See, this is the mindlessness of tribal warfare.
[01:15:17.646 --> 01:15:18.728]  That's what's happening here.
[01:15:20.098 --> 01:15:26.961]  And the media and the Democrats brand everything as racial while they claim they're trying to fix any type of racial fights or animosity.
[01:15:27.602 --> 01:15:30.443]  But they're there throwing fuel on it because it's all they've got.
[01:15:32.724 --> 01:15:33.625]  It's divide and conquer.
[01:15:34.425 --> 01:15:48.232]  They hope we're all fighting with each other while the banks, the offshore globalists, dismantle our economy, devalue our dollar, fund Al Qaeda, get rid of our borders, bring in unlimited numbers of illegals,
[01:15:49.824 --> 01:16:00.307]  To then take the low-paying jobs, further displacing blacks, driving down wages to a point where it won't even help the Latin Americans that have escaped their hellholes to come here.
[01:16:00.327 --> 01:16:05.449]  People go, well, hey, you don't blame them, do you?
[01:16:05.809 --> 01:16:06.669]  No, I don't blame them.
[01:16:06.709 --> 01:16:08.010]  I don't have some beef with them.
[01:16:09.750 --> 01:16:11.451]  Individually, it doesn't matter.
[01:16:11.511 --> 01:16:16.134]  The globalists are bringing them in here to shut the country down and bankrupt everything.
[01:16:16.334 --> 01:16:22.337]  And they've got robots coming online to replace the McDonald's workers and the factory workers and replace the troops.
[01:16:22.678 --> 01:16:33.024]  They're building a world not meant for people and saying, when they've got the automated systems in place, they're going to release bio-weapons to kill the majority of the world.
[01:16:34.065 --> 01:16:40.671]  Go read the Rockefeller Foundation documents, the Biological Diversity Assessment documents, eco-science.
[01:16:41.472 --> 01:16:42.472]  You don't even have to do that now.
[01:16:42.773 --> 01:16:44.194]  It's all over TV.
[01:16:44.434 --> 01:16:46.216]  The world would be better without people.
[01:16:46.436 --> 01:16:51.240]  Well, people are parasites, and people have got to be dealt with, and there's too many of us.
[01:16:51.440 --> 01:16:57.746]  Even if you believe that, do you understand you're being covertly targeted through the food and water?
[01:16:59.104 --> 01:17:01.826]  Do you realize they're dismantling any free society?
[01:17:02.046 --> 01:17:04.608]  They're dismantling any ways to fix our environment.
[01:17:05.289 --> 01:17:10.453]  And only bringing out fake environmentalism, faux environmentalism, that's social control.
[01:17:10.473 --> 01:17:25.104]  You can have all the GMO, all the toxic waste dumping, all the genetic engineering, all the leaking nuclear power plants, all the dirty coal plants in Mexico or India, but you can't have any of it here, even if it's clean.
[01:17:29.380 --> 01:17:29.840]  You see that?
[01:17:30.160 --> 01:17:32.882]  They allow all this trash and garbage to operate everywhere.
[01:17:32.902 --> 01:17:36.044]  And they let all the bad GMO operate here as well.
[01:17:36.444 --> 01:17:38.665]  But then anything that actually gives us an economy, we can't have.
[01:17:39.005 --> 01:17:42.667]  Oh my gosh, carbon dioxide's a poisonous gas, even though you need it for life.
[01:17:42.968 --> 01:17:43.968]  We're gonna tax that.
[01:17:46.149 --> 01:17:46.910]  And then meanwhile...
[01:17:48.533 --> 01:17:51.094]  In Memphis, Tennessee, I'm surprised people didn't get shot.
[01:17:51.694 --> 01:17:59.038]  But see, these racist, black Klan members know how to target dumb, liberal, white women.
