[00:00:00.823 --> 00:00:10.784]  4438.
[00:44:04.042 --> 00:44:05.263]  They're forcing injections.
[00:44:05.783 --> 00:44:08.825]  They're training them what type of guns to mommy and daddy have.
[00:44:08.905 --> 00:44:13.088]  DARPA has announced a giant military control grid to watch every movement we make.
[00:44:13.429 --> 00:44:17.592]  Helicopters are being mounted with high-tech radar to look through our walls, Mr. Beckman.
[00:44:18.032 --> 00:44:19.253]  What are we facing here?
[00:44:19.393 --> 00:44:20.274]  Why has it happened?
[00:44:20.674 --> 00:44:22.576]  And is this what America is really supposed to be?
[00:44:23.356 --> 00:44:26.819]  Well, it's such a diabolical thing and it's so
[00:44:28.820 --> 00:44:35.682]  It is history repeating itself, and of course, I call it the power of the gullible.
[00:44:37.863 --> 00:44:45.725]  All of these people that are working for the government, and they're part of this, they're the ones that are putting the cameras in.
[00:44:46.705 --> 00:44:56.908]  It's the peons, you might say, of the system that are doing all of these things because they've got a paycheck coming from the government.
[00:44:58.011 --> 00:45:07.818]  And, you know, I have said so many times that patriotism has been so poorly defined in this country.
[00:45:09.239 --> 00:45:11.080]  There's two forms of patriotism.
[00:45:11.120 --> 00:45:16.704]  There's the false patriotism, which is people who give their allegiance to government.
[00:45:17.005 --> 00:45:18.245]  It's what the Russians did.
[00:45:18.365 --> 00:45:21.948]  Patriotism was worshipping Stalin, not standing up for freedom.
[00:45:22.368 --> 00:45:26.151]  Yeah, well, and you see, a true patriot gives his allegiance to his country.
[00:45:27.200 --> 00:45:32.884]  And the two forms of patriotism, they can't very well comfortably coexist.
[00:45:33.945 --> 00:45:37.487]  They will be at each other's throats, and that's where we're at right now.
[00:45:39.008 --> 00:45:48.695]  The false patriots, those who work for government, they become the power, you see, of government.
[00:45:49.635 --> 00:45:50.776]  You know, Joseph Stalin,
[00:45:51.911 --> 00:46:02.240]  Uh, Solzhenitsyn, Alexander Solzhenitsyn says that about 65 million people in Russia died under the, under the communist rule.
[00:46:02.921 --> 00:46:05.643]  With, basically, mostly with Lenin and Stalin.
[00:46:06.564 --> 00:46:11.948]  And, um, you see, Lenin and Stalin, neither one of them, they didn't pull the trigger.
[00:46:12.969 --> 00:46:14.390]  They didn't kill all those people.
[00:46:14.450 --> 00:46:16.792]  It was those who worked for government.
[00:46:17.344 --> 00:46:21.405]  Those who sold their souls for a paycheck.
[00:46:23.625 --> 00:46:24.185]  The gullible.
[00:46:25.085 --> 00:46:26.426]  The power of the gullible.
[00:46:26.666 --> 00:46:31.006]  And many times, Red, they were the most likely to be killed by their own system.
[00:46:31.487 --> 00:46:32.107]  Absolutely.
[00:46:33.307 --> 00:46:37.448]  The system, for the most part, turns on itself.
[00:46:38.468 --> 00:46:40.128]  And it always does, it always has.
[00:46:40.528 --> 00:46:44.529]  And here in this country, it is so sad because
[00:46:46.914 --> 00:46:57.660]  You see, we have those in this country who are, you know, complaining about the Muslims and their religious faith.
[00:46:58.640 --> 00:47:04.863]  And, you know, they complain and they think that the Muslims are so bad.
[00:47:04.963 --> 00:47:15.969]  But they fail to understand that we have a theological problem with George W. Bush and John Ashcroft.
[00:47:16.863 --> 00:47:28.802]  These two people both claim to be Christian and they have a theological, they are, you know, they're using theological error.
[00:47:29.870 --> 00:47:31.190]  To excuse what they're doing.
[00:47:31.651 --> 00:47:35.912]  Well, they're cynically, you know, the devil masquerades as an angel of light.
[00:47:36.352 --> 00:47:43.615]  They're just saying the words, but on the next day they're at a Jewish temple, the next day they're at a mosque, the next day they're at a Shinto shrine.
[00:47:43.915 --> 00:47:44.055]  Right.
[00:47:44.075 --> 00:47:47.076]  I mean, it's, you know, it's all just window dressing.
[00:47:47.116 --> 00:47:52.278]  It's like Ashcroft saying Patriot Act 1 and 2 don't take your rights and they don't exist.
[00:47:52.338 --> 00:47:54.319]  I mean, it's just bald-faced lying.
[00:47:54.879 --> 00:47:57.480]  Well, it's so sad because they're going to take
[00:47:59.026 --> 00:48:02.049]  Uh, they say they've got to take our rights to protect our rights.
[00:48:03.770 --> 00:48:05.512]  But the border stays wide open, Red.
[00:48:05.772 --> 00:48:06.733]  Yeah, yeah.
[00:48:07.013 --> 00:48:17.002]  When we get back, I want to talk about Bill of Rights, the Constitution, what America's supposed to be, the fully informed jury movement of what juries are supposed to do, one of the key votes we've got left.
[00:48:18.070 --> 00:48:21.655]  The federal elections are basically staged with Red Beckman on the other side.
[00:48:21.675 --> 00:48:30.786]  We're going to have him with us the whole next hour and we're going to take calls as well and I'm also going to throw news stories out at Red and get his take on his response on it.
[00:48:31.107 --> 00:48:31.968]  He's a great American.
[00:48:32.008 --> 00:48:32.789]  I'm Alex Jones.
[00:48:34.810 --> 00:48:39.092]  Every cell of the body has a receptor site for our master hormone called growth hormone.
[00:48:39.512 --> 00:48:42.593]  The role of growth hormone is to instruct the cells to repair.
[00:48:42.973 --> 00:48:47.995]  This hormone is in the highest concentrations in the body between the ages of infancy and your early twenties.
[00:48:48.415 --> 00:48:51.816]  Hence, this is the major reason why the body repairs so well when young.
[00:48:52.396 --> 00:48:55.519]  This is why the incidence of disease is so much lower when young.
[00:48:55.940 --> 00:48:57.741]  This is why you're skinnier when young.
[00:48:58.262 --> 00:49:00.865]  Looking and feeling young is a direct result of your chemistry.
[00:49:01.325 --> 00:49:04.868]  Science brings us closer to the threshold of eternal youth every day.
[00:49:05.509 --> 00:49:08.272]  Cocoon GH is a sublingual form of growth hormone.
[00:49:08.632 --> 00:49:10.434]  When used twice a day, people report
[00:49:10.954 --> 00:49:11.575]  Keep sleep.
[00:49:11.835 --> 00:49:13.656]  Improve mood, memory and energy.
[00:49:14.056 --> 00:49:15.137]  Losses of body fat.
[00:49:15.477 --> 00:49:17.179]  Improve strength and sex drive.
[00:49:17.679 --> 00:49:18.840]  Reduction of joint pains.
[00:49:19.120 --> 00:49:20.741]  Improve blood sugar and more.
[00:49:21.001 --> 00:49:23.023]  Improve your chemistry and improve your life.
[00:49:23.223 --> 00:49:24.564]  Satisfaction guaranteed.
[00:49:24.664 --> 00:49:24.924]  Call 800-814-5031.
[00:49:24.944 --> 00:49:24.984]  800-814-5031.
[00:49:25.004 --> 00:49:25.044]  800-814-5031.
[00:49:34.895 --> 00:49:45.622]  The Berkey Light's unique design combines the age-old process of microporous filtration coupled with modern state-of-the-art technology and the highest quality materials, bringing you the finest water filter available anywhere.
[00:49:45.802 --> 00:49:50.926]  The revolutionary Berkey Light, with its exclusive black Berkey filter elements, remove pathogenic bacteria.
[00:49:51.266 --> 00:49:51.646]  Thank you.
[00:50:09.577 --> 00:50:13.481]  The Berkey Light is transparent, so there is no guesswork when refilling the system.
[00:50:13.521 --> 00:50:15.422]  The water level is always visible.
[00:50:15.583 --> 00:50:21.548]  The rechargeable LED lighting system is beautiful as a night light and as necessary in an emergency situation.
[00:50:21.788 --> 00:50:25.732]  Get the Berkey Light, the transparent water filter, for only $259 by calling New Millennium at 888-803-4438.
[00:50:25.752 --> 00:50:26.332]  That's toll free, 888-803-4438.
[00:50:34.620 --> 00:50:38.964]  Alex Jones here announcing the release of my new film, Police State 3 Total Enslavement.
[00:50:39.144 --> 00:50:43.569]  Police State 3 details the architecture, goals, and operations of the New World Order.
[00:50:43.709 --> 00:50:48.113]  There is a chance to use this disaster for the New World Order.
[00:50:48.133 --> 00:50:49.475]  The New World Order.
[00:50:50.274 --> 00:50:51.215]  Panama.
[00:50:51.255 --> 00:50:55.478]  The film documents dozens of confirmed cases of government-sponsored terrorism worldwide.
[00:50:55.538 --> 00:51:02.482]  We rip the sinister Patriot Act legislation one and two apart, piece by piece, and reveal the arrogance of what Ashcroft has to say about your liberty.
[00:51:02.602 --> 00:51:04.664]  You will lose your liberty.
[00:51:05.024 --> 00:51:15.111]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
[00:51:15.611 --> 00:51:20.994]  If you want to understand what the New World Order really is, then my new two and a half hour video, Police Day 3, is for you!
[00:51:21.475 --> 00:51:23.636]  Visit InfoWars.com or PrisonPlanet.com to order, or call toll free 1-888-253-3139.
[00:51:23.716 --> 00:51:23.916]  That's 888-253-3139.
[00:51:23.936 --> 00:51:25.317]  Order today and spread the word!
[00:51:39.742 --> 00:51:41.643]  Waging war on corruption.
[00:51:42.123 --> 00:51:44.964]  Alex Jones on the GCM Radio Network.
[00:51:46.164 --> 00:51:48.045]  We're about to go back to Red Backman in the next hour.
[00:51:48.065 --> 00:51:51.026]  We're going to take your calls on the Bill of Rights, the Constitution.
[00:51:51.846 --> 00:51:53.587]  Toll-free number to join us on air is 800-559-9231.
[00:51:57.540 --> 00:52:22.613]  Before we go back to Red Beckman, I do want to challenge all the listeners to get my new film, Police State 3, Total Enslavement, that details Patriot Act 1 and 2, Homeland Security, dozens of examples of government-sponsored terrorism, gun control, forced inoculations, confirmed government-run white slavery rings, all mainstream, in your face, but they never make a big deal about it in the dominant nightly news, so the average person's never aware of it.
[00:52:23.200 --> 00:52:24.401]  Get Police State 3.
[00:52:24.842 --> 00:52:29.365]  Get 9-1-1, The Road to Tyranny, detailing how they carried out September 11th, the government did.
[00:52:29.385 --> 00:52:34.770]  The SCARIS into submission, the illegitimate alien government that's now in control of the U.S.
[00:52:36.372 --> 00:52:40.255]  By alien, I mean alien to what America's about, an alien financial interest.
[00:52:41.716 --> 00:52:45.539]  The videos are all over two hours long, $25.95, order three or more, they drop down to $20 apiece.
[00:52:49.262 --> 00:52:55.725]  You can also simply go to the websites to order them.
[00:52:55.865 --> 00:53:04.410]  Infowars.com or net or call toll-free 1-888-253-3139.
[00:53:05.090 --> 00:53:06.190]  It's up to you.
[00:53:06.711 --> 00:53:08.672]  The globalists have to reapply their lies.
[00:53:08.852 --> 00:53:11.173]  Once we show people what the globalists are really doing,
[00:53:11.813 --> 00:53:14.176]  Then they understand those lies are neutralized.
[00:53:14.216 --> 00:53:15.257]  So help us do this.
[00:53:15.777 --> 00:53:16.318]  Get the videos.
[00:53:16.338 --> 00:53:16.458]  1-888-253-3139.
[00:53:16.478 --> 00:53:20.062]  Or just write to me, Alex Jones, at 3001 South Lamar, Suite 100, Austin, Texas 78704.
[00:53:20.542 --> 00:53:21.824]  Take action today.
[00:53:21.844 --> 00:53:23.325]  Don't procrastinate.
[00:53:34.893 --> 00:53:43.688]  Red Beckman, we've aired your films here, your discussions, your talks you've done.
[00:53:44.557 --> 00:53:46.118]  Your presentations, I should say.
[00:53:46.138 --> 00:53:49.420]  And you start a lot of them out with the basic facts.
[00:53:49.440 --> 00:53:51.981]  That the people are above the government in this system.
[00:53:52.282 --> 00:53:57.505]  They derive its legitimacy from the people, the rule of law, the Bill of Rights, the Constitution.
[00:53:57.825 --> 00:54:01.767]  But now, the public's been trained that the government is in control.
[00:54:02.107 --> 00:54:04.029]  But, oh, it's for your best interest.
[00:54:04.349 --> 00:54:05.429]  They're the caretakers.
[00:54:05.750 --> 00:54:08.111]  Now, the facts show that they want to create hysteria.
[00:54:08.131 --> 00:54:09.252]  They want to create problems.
[00:54:09.512 --> 00:54:11.393]  They ship the drugs in to create the crisis.
[00:54:11.753 --> 00:54:13.354]  They do this on a hundred issues.
[00:54:13.874 --> 00:54:18.336]  How do we re-educate the people that they are the boss and that they're not the slaves?
[00:54:18.376 --> 00:54:19.597]  And how important is this point?
[00:54:19.617 --> 00:54:23.338]  It's very difficult.
[00:54:24.879 --> 00:54:36.424]  It is something... getting the American people reprogrammed is very difficult as long as the people are comfortable
[00:54:37.668 --> 00:54:47.415]  Uh, as long as they're getting their three square meals a day, they got their 40 hour week, they have, uh, their health insurance and all this kind of thing.
[00:54:48.516 --> 00:54:58.643]  Uh, it's very difficult to tell somebody that is a real comfortable, uh, that, uh, the system is a very, very sick.
[00:54:58.943 --> 00:55:02.725]  The system is breaking down and, uh, all of that.
[00:55:02.745 --> 00:55:03.486]  And I have a,
[00:55:04.386 --> 00:55:09.428]  A strong indication, of course, that this is soon going to change.
[00:55:09.468 --> 00:55:13.210]  We're going to have somewhat of an economic meltdown.
[00:55:13.690 --> 00:55:15.091]  To what degree, I don't know.
[00:55:15.411 --> 00:55:24.955]  And their own World Bank documents read that we now have that are public, the BBC, say that they want to implode it and then totally get us under government control.
[00:55:25.315 --> 00:55:27.196]  That is part of the scheme.
[00:55:27.456 --> 00:55:29.817]  And we have to
[00:55:32.026 --> 00:55:53.307]  You know, we have to spread the word as much and as far and wide as we can at this point in time so that the people know that there is another voice, that there is another view out here, and so that when we do have an economic meltdown or whatever, to get their attention.
[00:55:55.071 --> 00:56:12.699]  You see, if we have an economic meltdown, when people can't make the payments on their home, and their pickup, and their snowmobile, or their boat, can't put food on the table for their children, their hearing will become very... I mean, it'll become acute.
[00:56:13.039 --> 00:56:16.020]  But the globalists will be there, hosing as the savior.
[00:56:16.521 --> 00:56:18.081]  We gotta point out, they're the terrorists.
[00:56:18.461 --> 00:56:21.203]  A lot more with Red Beckman in the second hour.
[00:56:21.363 --> 00:56:22.123]  Stay there, sir.
[00:56:22.243 --> 00:56:23.184]  We'll be right back.
[00:56:23.224 --> 00:56:23.884]  Everybody stay with us.
[00:56:25.200 --> 00:56:29.184]  Are you concerned about the quality of air and purity of water in your household?
[00:56:29.624 --> 00:56:35.910]  If you answered yes, then you owe it to yourself and your family to check out the amazing benefits of owning your own personal drone.
[00:56:39.854 --> 00:56:43.017]  This is the Genesis Communications Radio Network.
[00:56:50.675 --> 00:56:51.315]  Big Brother.
[00:56:51.996 --> 00:56:53.016]  Mainstream media.
[00:56:53.756 --> 00:56:54.857]  Government cover-ups.
[00:56:55.517 --> 00:56:56.337]  You want answers?
[00:56:57.097 --> 00:56:58.018]  Well, so does he.
[00:56:58.038 --> 00:57:02.339]  He's Alex Jones on the GCN Radio Network.
[00:57:02.839 --> 00:57:06.961]  And now, live from Austin, Texas, Alex Jones.
[00:57:09.722 --> 00:57:14.944]  Alright, Alex Jones back live, already in the second hour of this July 3rd, 2003 live edition.
[00:57:15.784 --> 00:57:18.745]  The websites are Infowars.com and PrisonPlanet.com.
[00:57:19.503 --> 00:57:22.784]  Rhett Beckman is a veteran, patriot, conservative, a Christian.
[00:57:23.584 --> 00:57:28.705]  He is a prolific writer and lecturer all over the country.
[00:57:28.745 --> 00:57:43.868]  He is the universally seen founder of the Fully Informed Jury Movement, where juries find out that they're supposed to judge the law and the facts and the judge isn't the boss and that grand juries are independent bodies, not rubber stamps for
[00:57:45.163 --> 00:57:46.644]  Rubber stamps for the prosecutors.
[00:57:46.884 --> 00:57:55.327]  We'll talk about how they've been warping the system at its core and solutions to that in the next hour, and we will take your calls.
[00:57:55.487 --> 00:58:03.669]  Again, we are joined by Red Buckman, my good friend, on the show, and later in this hour, early in this hour, we're going to take your calls.
[00:58:04.230 --> 00:58:12.092]  Red, we were just talking about how the government has trained us that they're above the people, that they're the boss, that we follow their orders, but it's for our best interest.
[00:58:12.472 --> 00:58:13.793]  Pirates always say that,
[00:58:14.373 --> 00:58:15.034]  Well, you know, I...
[00:58:42.000 --> 00:59:04.149]  I may be just kind of shifting gears a little bit for you here, but just in the last couple of days, the Federal Circuit Court in Georgia, in Atlanta, ruled that Judge Moore in Alabama, that they have to remove the Ten Commandments from the foyer in the Supreme Court building in the state of Alabama.
[00:59:06.010 --> 00:59:10.312]  And they're using this phony argument, the separation of church and state.
[00:59:11.418 --> 00:59:30.870]  And this argument that has been developed by our courts is so typical of how they tamper with the law, tamper with the Bill of Rights, and change the meaning to fit the government's purposes.
[00:59:31.870 --> 00:59:39.535]  And we, the people, are so poorly informed about the Bill of Rights and what it means that we don't understand
[00:59:40.630 --> 00:59:41.610]  Uh, what they have done.
[00:59:41.630 --> 00:59:47.872]  Now, there is nothing in the Constitution that says anything about separation of church and state.
[00:59:48.052 --> 00:59:56.514]  Well, there was a letter from Thomas Jefferson, and that meant keep the government out of making laws on religion, not don't keep religion out of government.
[00:59:56.854 --> 01:00:01.635]  Yes, and you see, the Freedom of Religion Clause in the First Amendment
[01:00:02.719 --> 01:00:08.343]  The First Amendment, you know, they taught us in the schools, the public school system... That it was speech!
[01:00:08.783 --> 01:00:13.466]  Well, they told us that we have free speech, that you can criticize the government.
[01:00:13.526 --> 01:00:23.793]  We have free press, so that the press can criticize the government without the government lashing out at the press.
[01:00:24.234 --> 01:00:29.277]  Now, the same thing, the same purpose, you see, was the freedom of religion.
[01:00:30.057 --> 01:00:41.200]  The minister was to be able to stand up in his pulpit and condemn government and public servants if they were operating outside of the law.
[01:00:42.261 --> 01:00:45.541]  They have changed that completely until now.
[01:00:46.162 --> 01:00:57.525]  It's the freedom of the Muslims, the freedom of the Buddhists, the freedom of everybody else, and, you know, they're just absolutely running roughshod
[01:00:58.400 --> 01:01:05.142]  Well, Congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof.
[01:01:05.542 --> 01:01:06.782]  Congress shall make no law.
[01:01:06.802 --> 01:01:07.923]  They've written hundreds of them.
[01:01:08.183 --> 01:01:09.303]  They're controlling the churches.
[01:01:09.363 --> 01:01:12.824]  Now, under faith-based initiative, they're going to pay the churches off and control them.
[01:01:13.344 --> 01:01:13.624]  Yes.
[01:01:13.824 --> 01:01:22.327]  And, of course, the churches fell into the trap because the government offered a carrot on a stick.
[01:01:23.047 --> 01:01:26.848]  They said, if you incorporate, then you can have limited liability.
[01:01:27.740 --> 01:01:32.182]  And they gave them the tax-exempt status, the Internal Revenue Service.
[01:01:32.382 --> 01:01:35.804]  So at first it was voluntary, then they phased it in to be mandatory.
[01:01:35.884 --> 01:01:36.824]  Stay there, Red Beckman.
[01:01:36.864 --> 01:01:37.444]  Absolutely.
[01:01:37.484 --> 01:01:38.485]  It's all color of law.
[01:01:38.965 --> 01:01:40.986]  Let's go through the First Ten Amendments, the Bill of Rights.
[01:01:41.006 --> 01:01:44.127]  Let's talk about what they stand for and how they've been eradicated.
[01:01:44.187 --> 01:01:45.608]  Our own Declaration of Independence.
[01:01:46.888 --> 01:01:49.970]  Looking for a quality shortwave radio without spending hundreds of dollars?
[01:01:50.250 --> 01:01:52.231]  The Sanjian 505P shortwave radio
[01:01:55.247 --> 01:01:55.588]  We're good.
[01:02:01.664 --> 01:02:02.665]  Portable shortwave reception.
[01:02:03.165 --> 01:02:06.747]  Single sideband allows for reception of upper and lower sideband signals.
[01:02:07.007 --> 01:02:16.373]  Other features include 45 station memory, auto preset system, auto memory scan, tone controls, dual time display, and adjustable sleep timers.
[01:02:16.794 --> 01:02:24.418]  Included accessories, the ANT60 portable shortwave antenna, AC adapter, stereo earbuds, and a soft-sided carrying case.
[01:02:24.939 --> 01:02:28.321]  Also, a one-year full factory warranty on parts and labor.
[01:02:28.929 --> 01:02:29.649]  All this for only $139.
[01:02:29.689 --> 01:02:30.209]  Call today, 877-605-9200.
[01:02:30.269 --> 01:02:30.569]  That's 877-605-9200.
[01:02:30.669 --> 01:02:31.210]  Call today.
[01:02:31.230 --> 01:02:34.450]  What really happened September 11th, and who stands to gain?
[01:02:49.898 --> 01:02:51.179]  Alex Jones here, America.
[01:02:51.379 --> 01:02:57.122]  We answer these vital questions and much, much more in my newest and most explosive documentary yet, 9-1-1, The Road to Tyranny.
[01:02:57.402 --> 01:03:02.665]  In two hours and 24 minutes, we point a searing light of truth on the history of problem-reaction solution.
[01:03:02.945 --> 01:03:07.067]  Brace yourselves as the new world order program for world domination has blown wide open.
[01:03:07.267 --> 01:03:11.051]  A nightmarish post-September 11th world, where the military and the police are merged.
[01:03:11.312 --> 01:03:15.937]  Witnesses' populations beg for national ID cards, and yes, even implantable microchips.
[01:03:16.017 --> 01:03:22.304]  Troops on the streets, foreign NATO aircraft in the skies, psychotic UN population control plans, and much, much more.
[01:03:22.344 --> 01:03:24.166]  This is one film you cannot afford to miss.
[01:03:24.646 --> 01:03:26.727]  Order 9-1-1 The Road to Terry today.
[01:03:26.807 --> 01:03:31.070]  Call toll free 1-888-253-3139.
[01:03:31.170 --> 01:03:33.231]  That's 1-888-253-3139.
[01:03:33.972 --> 01:03:38.354]  Or order online at infowars.com or infowars.net.
[01:03:38.454 --> 01:03:40.476]  You see Big Brother's afraid of this documentary.
[01:03:40.696 --> 01:03:42.217]  Order today and spread the word.
[01:03:42.377 --> 01:03:44.438]  America's future depends on the truth getting out.
[01:03:45.134 --> 01:03:49.175]  I'm on the phone with Marilyn from Colvera, who's going to explain a little bit about this new diet.
[01:03:49.475 --> 01:03:50.496]  Marilyn, tell us about it.
[01:03:50.656 --> 01:03:52.876]  Well, it's a collagen protein supplement.
[01:03:53.116 --> 01:03:55.317]  It has collagen, aloe vera, and glycerin.
[01:03:55.517 --> 01:04:00.619]  You take three gel caps at night, and it helps build up some lean muscle, and it burns stored body fat.
[01:04:00.719 --> 01:04:01.979]  Wow, that sounds fantastic!
[01:04:01.999 --> 01:04:02.519]  How does it work?
[01:04:02.699 --> 01:04:04.900]  Well, because the collagen is the key.
[01:04:05.140 --> 01:04:08.941]  When you take collagen on an empty stomach, it helps burn away that stored body fat.
[01:04:09.301 --> 01:04:14.085]  And it's really good for you because this product has no drugs, no stimulants of any kind.
[01:04:14.225 --> 01:04:16.147]  There's no special foods to eat.
[01:04:16.467 --> 01:04:20.831]  You simply take these three gel caps at night, that's your whole plan and there's nothing more to it.
[01:04:20.911 --> 01:04:25.195]  But the average weight loss is a pant size a month with an 86% success rate.
[01:04:25.295 --> 01:04:27.937]  Marilyn, how can folks get a hold of you if they want to order Colvera?
[01:04:28.117 --> 01:04:29.038]  It's very simple.
[01:04:29.279 --> 01:04:32.241]  ColveraOnline.com or call us at 1-888-8255.
[01:04:33.302 --> 01:04:34.263]  888-601-7546.
[01:04:35.524 --> 01:04:38.887]  That's 888-601-7546.
[01:04:39.467 --> 01:04:41.009]  Well, Marilyn, that sounds fantastic.
[01:04:41.169 --> 01:04:44.232]  We'll check back with you a little bit later to learn more about this exciting new product.
[01:04:44.412 --> 01:04:45.052]  Okay, thanks.
[01:04:46.994 --> 01:04:49.196]  He's the T-Rex of political talk.
[01:04:49.756 --> 01:04:52.579]  Alex Jones on the GCN Radio Network.
[01:05:06.289 --> 01:05:07.630]  Welcome back, my friends.
[01:05:07.650 --> 01:05:12.172]  We're talking about the Declaration of Independence, July 4th, 1776.
[01:05:12.832 --> 01:05:16.834]  I read Patrick Henry's, one of his famous speeches in the last hour.
[01:05:16.954 --> 01:05:22.016]  We're joined by the father of the Fully Informed Jury Association and movement in this country.
[01:05:23.117 --> 01:05:32.221]  And, Rad, before we get back into the Bill of Rights and go over what the Bill of Rights really means and how it's being violated today, because people think they have their liberties and freedoms.
[01:05:32.241 --> 01:05:35.022]  They think the government isn't violating them because they haven't read the documents.
[01:05:35.623 --> 01:05:48.326]  Tell us about the Fully Informed Jury Association, how important it is, the real role of juries and grand juries and how that's been subverted and why this should be so important to people out there and how it should make folks very angry.
[01:05:49.287 --> 01:06:01.390]  Well, let me start by saying that the easy way and the best way to understand the Bill of Rights is to understand the system of checks and balances that were given to us by the founders.
[01:06:02.242 --> 01:06:11.626]  Checks and balances, and we were taught that it was just basically the checks between the Senate and the House and the judiciary and the executive branches of government.
[01:06:11.666 --> 01:06:21.731]  But if we think about the Bill of Rights as being more checks, you have to have an awful lot of checks in a system to maintain freedom.
[01:06:21.751 --> 01:06:26.413]  So, if you think of the freedom of religion in the First Amendment as a check,
[01:06:27.253 --> 01:06:30.516]  The church was to be free to speak out against government.
[01:06:30.636 --> 01:06:33.199]  The press was to speak out against government.
[01:06:33.399 --> 01:06:33.980]  Be a check.
[01:06:34.880 --> 01:06:41.106]  The free speech, the freedom of assembly, all of this was so that the people could be a check against government.
[01:06:41.727 --> 01:06:47.473]  You go to the Second Amendment, the right to keep and bear arms was to be a check against government.
[01:06:48.053 --> 01:06:51.677]  You go to the third, fourth, fifth, all of the things in there
[01:06:52.358 --> 01:06:57.342]  That you find in particular the fourth and fifth are checks against the government.
[01:06:57.762 --> 01:07:00.004]  Checks that are in your hands and mine.
[01:07:00.744 --> 01:07:07.609]  You go to the Sixth Amendment and you have the right to a jury trial in all criminal cases.
[01:07:08.310 --> 01:07:13.354]  The jury is to be a check against the Congress of the United States.
[01:07:13.394 --> 01:07:15.515]  There to be a check against the judiciary.
[01:07:15.835 --> 01:07:18.697]  There to be a check against the executive branch of government.
[01:07:18.758 --> 01:07:20.659]  That means people like John Ashcroft.
[01:07:21.428 --> 01:07:33.159]  In the Justice Department, you go to the 7th Amendment, in suits of the common law, if the value in controversy exceeds $20, the right to trial by jury shall be preserved.
[01:07:33.339 --> 01:07:35.121]  That jury is a check.
[01:07:35.921 --> 01:07:47.232]  When the government sues the individual, and they do it all the time, they're going after the individual in many, many different ways, and that jury was there to be a check against the government.
[01:07:47.757 --> 01:08:04.692]  You go on to the 8th and the 9th and the 10th, all those amendments, all 10 of them, they were put into the system so that you and I as individuals out here, we have the authority as an individual to be a check against the government.
[01:08:04.993 --> 01:08:10.698]  And, uh, Red Beckman, in the last segment we talked about what the First Amendment states
[01:08:12.296 --> 01:08:23.783]  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof, or abridging the freedom of speech, or of the press, or the right of the people to peaceably assemble, and a petition of the government for redress of grievances.
[01:08:23.843 --> 01:08:34.250]  Now, they teach it's just about the press and school or speech, but that's, as you said, the speech of the press to stand up against the criminality of government, which they were most worried about throughout history.
[01:08:35.151 --> 01:08:37.072]  From the lessons therein, as Patrick Henry said,
[01:08:38.119 --> 01:08:44.263]  You had the churches to be totally left alone, no laws by the government, no control to speak out against the government.
[01:08:44.303 --> 01:08:52.629]  Now with the 501c3 and the faith-based initiative, they're turning the churches into giant rubber stamps like a patriotic church of communist China or something.
[01:08:53.329 --> 01:08:54.330]  We have the Second Amendment.
[01:08:54.370 --> 01:08:55.571]  It's all about individual rights.
[01:08:55.611 --> 01:08:56.892]  It's all about checks and balances.
[01:08:56.952 --> 01:08:58.312]  It says the right of free people.
[01:08:59.153 --> 01:09:05.057]  They need guns to defend the founding fathers of the Federalist Papers, the Anti-Federalist Papers, the speeches they gave.
[01:09:05.097 --> 01:09:06.538]  It was all about fighting tyranny.
[01:09:07.454 --> 01:09:13.324]  Uh, they said great mischief would ensue, great criminal tyranny by government if the people were disarmed.
[01:09:13.784 --> 01:09:19.133]  So we know the facts, but the general public does it because it's not taught in school.
[01:09:20.846 --> 01:09:28.652]  Let's talk briefly about the juries and how you notice in the sixties that the juries are being turned into rubber stamps, creatures of the judge.
[01:09:28.732 --> 01:09:34.716]  These TV shows about judges on, you know, these real-life shows where it's like a tribunal, a single-judge tribunal.
[01:09:35.376 --> 01:09:36.057]  They're training us.
[01:09:36.097 --> 01:09:38.198]  The grand juries are being turned into rubber stamps.
[01:09:38.518 --> 01:09:46.043]  This is a key place we're able to vote, not just the ballot box, the cartridge box, the soap box, but also the jury box, the grand jury box.
[01:09:46.364 --> 01:09:47.604]  Go over that for us, please.
[01:09:48.225 --> 01:09:49.566]  Well, the
[01:09:50.086 --> 01:09:59.611]  The Sixth Amendment, of course, is supposed to secure our right to have a jury trial in all criminal cases.
[01:10:01.032 --> 01:10:05.714]  In all criminal cases, it is the government that ends up being the prosecutor.
[01:10:06.634 --> 01:10:10.836]  And, you know, they don't tell the jury.
[01:10:10.977 --> 01:10:19.601]  They don't instruct the jury as to the fact that they are to be a check against government, that they are to judge the law.
[01:10:20.586 --> 01:10:31.331]  The, in all criminal cases, the first responsibility of the jury is to look at the law and determine if it is a just law.
[01:10:32.011 --> 01:10:36.813]  They're to look at the law and see if it is a constitutional law.
[01:10:37.694 --> 01:10:41.375]  They are to judge it as to whether it is constitutional.
[01:10:42.055 --> 01:10:47.638]  They have taught us that only the courts can determine whether a law is constitutional.
[01:10:47.698 --> 01:10:50.219]  That is absolutely false and it's dangerous.
