[00:00:00.429 --> 00:00:06.254]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:25:33.172 --> 00:25:40.938]  And his name is Joe Stiglitz, and they got a problem because they were vilifying him as a nutcase and an evil guy, and then he just won the Nobel Prize in Economics.
[00:25:40.938 --> 00:25:45.402]  So this is a Nobel Prize winner who said, Alex, that the information we had was authentic.
[00:25:45.402 --> 00:25:46.643]  What these are is documents.
[00:25:47.575 --> 00:25:48.836]  We're good to go.
[00:26:12.637 --> 00:26:13.357]  We're good to go.
[00:26:35.473 --> 00:26:36.274]  We're good to go.
[00:26:55.276 --> 00:27:12.745]  From a guy named Jeb Bush saying, listen, my daddy was just elected president, this was in 1988, and he would appreciate, and it would create good relations with the United States, if you would please give a company named Enron that contract for Argentina's gas.
[00:27:12.745 --> 00:27:21.609]  And the guy from, the public works minister in Argentina was horrified because Enron was only going to pay one-fifth of the world price for this stuff.
[00:27:21.609 --> 00:27:23.690]  What was the Bush family doing getting involved in that?
[00:27:24.440 --> 00:27:38.166]  It's amazing, it's criminal, and on top of it, the World Bank IMF documents also state how their actions, grabbing the water, the roads, the fuel, the forest, will cause riots, and how that's good, because then they get to crack down even more.
[00:27:38.166 --> 00:27:44.208]  We'll be right back in three minutes with Greg Palast to launch into some of the latest revelations about the IMF-World Bank takeover.
[00:27:44.208 --> 00:27:47.509]  Now it's finally breaking in the mainstream news, then your calls.
[00:27:47.509 --> 00:27:53.032]  He's the T-Rex of political talk, Alex Jones, on the GCN Radio Network.
[00:27:54.584 --> 00:28:02.529]  The organization the FBI was blocked from investigating by Clinton and Bush was headed by the U.S.
[00:28:02.529 --> 00:28:05.370]  bin Laden family is now unquestionably tied to terrorism.
[00:28:07.576 --> 00:28:09.557]  The new book is the best democracy money can buy.
[00:28:09.557 --> 00:28:16.581]  It's already a bestseller and now it's in paperback twice the size of a lot of added information coming out in paperback today around the country.
[00:28:16.581 --> 00:28:26.867]  We're joined by Greg Palast and coming up in a few minutes we're going to go to your calls, John and Jan and others that are patiently holding the toll-free number to join us on air nationwide is 1-800-259-9231.
[00:28:26.867 --> 00:28:26.947]  Greg,
[00:28:32.702 --> 00:28:33.323]  I don't know.
[00:28:51.778 --> 00:28:53.059]  How did you know that was going to happen?
[00:28:53.059 --> 00:28:54.761]  That was the president of Venezuela.
[00:28:54.761 --> 00:29:02.226]  Well, it was not much guessing, because I know how these guys operate, and I was able to get the word from the plotters.
[00:29:02.226 --> 00:29:06.369]  And, you know, so I have my hands into both camps.
[00:29:06.369 --> 00:29:08.050]  I try to get the information.
[00:29:08.050 --> 00:29:12.613]  So it was, it turns out that OPEC,
[00:29:13.286 --> 00:29:15.810]  This is where we get most of our oil.
[00:29:29.898 --> 00:29:31.938]  It's heavy Venezuelan crude.
[00:29:31.938 --> 00:29:36.399]  It was Venezuela which broke the Arab oil embargo in 1973.
[00:29:36.399 --> 00:29:40.780]  And the Bush administration wants to make sure that we have control of Venezuela's oil now.
[00:29:40.780 --> 00:29:41.881]  So they keep talking about Iraq.
[00:29:41.881 --> 00:29:44.601]  Yeah, so they can keep oil prices high during the war.
[00:29:44.601 --> 00:29:46.762]  They don't want Venezuela bringing us cheap crude.
[00:29:46.762 --> 00:29:48.942]  They want to rip you off at the pump.
[00:29:48.942 --> 00:29:50.083]  I hope you enjoy it.
[00:29:50.083 --> 00:29:52.483]  Heating fuel has doubled in prices.
[00:29:52.483 --> 00:29:53.683]  Yeah, well it's gone crazy.
[00:29:53.683 --> 00:29:56.384]  And then now, and then also this story about the World Bank.
[00:29:56.924 --> 00:30:16.573]  As you know, I went through the documents from the World Bank, Mark's Secret, and one of the things it had in there, it said, well, if we go ahead with these plans, we know, for example, in the case of Ecuador, it says right in the plan, if we go ahead and require you to double the price of cooking gas in Ecuador, because that's the only way you can cook your food in Ecuador, is with bottled gas.
[00:30:16.573 --> 00:30:19.234]  So this is like, you know, life and death food out in people's mouths.
[00:30:19.234 --> 00:30:24.917]  If you increase the price of food, you increase the price of gasoline, you increase the price of cooking gas, we know that this will create
[00:30:25.674 --> 00:30:27.436]  That's what they call social unrest.
[00:30:27.436 --> 00:30:31.459]  And when they did that, of course, the social unrest, what they mean by social unrest, I wasn't quite sure.
[00:30:31.459 --> 00:30:36.024]  I said, it looks like they think that there's going to be a riot if they impose these plans, and they know it.
[00:30:36.024 --> 00:30:44.572]  And Joe Stiglitz, who's the chief economist for the World Bank, so he was the guy on the inside, he says, oh yeah, that's what we call the IMF riot.
[00:30:44.572 --> 00:30:48.596]  The riot was written into the plan, and then it says that the government has to respond
[00:30:49.705 --> 00:30:53.688]  With political resolve and strong resolve, they keep using that term.
[00:30:53.688 --> 00:30:55.589]  That means troops in the streets.
[00:30:55.589 --> 00:30:57.470]  Greg Powell, I just want to go back for a second here.
[00:30:57.470 --> 00:31:00.232]  This is so important, we cannot just glaze over this, folks.
[00:31:00.232 --> 00:31:01.273]  You've got to listen carefully.
[00:31:02.277 --> 00:31:13.867]  They create the climate to create the disaster to offer a police state solution and then before that they don't want this Venezuelan crude coming into the country to keep prices down.
[00:31:13.867 --> 00:31:19.811]  They want a staged war where they'll make massive profits on increased gas prices.
[00:31:19.811 --> 00:31:21.893]  This is total criminal activity.
[00:31:22.373 --> 00:31:32.583]  Well, you know what's happening is that also Hugo Chavez, the president of Venezuela, has been vilified by the liberal press, by the right press, the establishment press.
[00:31:32.583 --> 00:31:38.369]  He's a guy who just says, look, we're poor brown people down here, and we need a few extra bucks.
[00:31:38.369 --> 00:31:45.696]  And he's, as his minister told me, he's the dissenter from the New World Order, and they can't let him stay in office.
[00:31:45.976 --> 00:31:46.356]  I think so.
[00:32:07.734 --> 00:32:09.295]  With a place for his signature.
[00:32:09.295 --> 00:32:10.836]  So they say it's voluntary.
[00:32:10.836 --> 00:32:14.137]  It's voluntary, like, you know, there's a financial gun to this guy's head.
[00:32:14.137 --> 00:32:17.639]  Well, it's like Don Carleone in The Godfather, an offer you can't refuse.
[00:32:17.639 --> 00:32:18.079]  Right.
[00:32:18.079 --> 00:32:19.440]  So, of course, they sign off.
[00:32:19.440 --> 00:32:24.243]  Usually these plans are kept secret, or partly secret, and people only see the effects.
[00:32:24.243 --> 00:32:29.045]  Suddenly the prices of gasoline or oil rise, and suddenly food prices rise.
[00:32:29.045 --> 00:32:31.526]  People don't know what's going on, or their pensions are cut.
[00:32:31.526 --> 00:32:35.408]  Last week in Bolivia, 35 people were killed because the IMF ordered.
[00:32:35.408 --> 00:32:36.529]  The IMF ordered
[00:32:36.929 --> 00:32:37.490]  I'm not sure.
[00:32:54.877 --> 00:33:04.206]  We've caught them at demonstrations here at the Feds in Seattle, hiring provocateurs, housing them, so sometimes they provocateur it as well.
[00:33:04.206 --> 00:33:14.656]  But people in the third world are starting to get wind of this because of your writings and work and because of the transcripts that went worldwide and hundreds of newspapers, as you said.
[00:33:15.897 --> 00:33:35.069]  The thing that folks have to understand here is they're doing it here in another fashion, and they're telling police, and I'm getting this all over the country, Greg, that they're going to engineer a major financial implosion here, and that they've been issuing riot gear and riot training, and I'm not kidding, Humvees with microwave guns.
[00:33:36.029 --> 00:33:40.170]  And the Sunshine Project reported helicopters with knockout gas.
[00:33:40.170 --> 00:33:45.172]  I mean, it is an insane police state they're setting up for an engineer collapse here.
[00:33:45.172 --> 00:33:48.613]  Are you getting that from your sources?
[00:33:48.613 --> 00:33:51.274]  What I'm getting is, I haven't looked at the police side of it.
[00:33:51.274 --> 00:33:53.094]  What I'm looking at is the intelligence side.
[00:33:53.094 --> 00:34:00.397]  What's breaking down now, for example, when I talked about the company getting the DNA samples, they say, well, we don't, this is private, we don't turn it over to government.
[00:34:00.397 --> 00:34:01.537]  Choice Point, the company that
[00:34:01.917 --> 00:34:02.317]  I don't know.
[00:34:20.148 --> 00:34:24.030]  And two of the companies doing the DNA and other data mining.
[00:34:24.030 --> 00:34:29.812]  Yeah, and so this data mining, which is done without search warrants, they can go through your private records now for the very first time.
[00:34:29.812 --> 00:34:32.053]  So when these companies say it's all private, no it ain't.
[00:34:32.053 --> 00:34:33.774]  Not under the new law, it ain't.
[00:34:33.774 --> 00:34:35.074]  And that's one of the big problems.
[00:34:35.074 --> 00:34:39.776]  And I gotta tell you, agents aren't saying we need that to capture the bad guys.
[00:34:39.776 --> 00:34:41.137]  They know where the bad guys are.
[00:34:41.137 --> 00:34:44.138]  They just want to be able to use the laws that already exist.
[00:34:44.358 --> 00:34:47.539]  Yeah, they're on C-130s getting flown out of Kandahar.
[00:35:00.945 --> 00:35:02.226]  Total information awareness.
[00:35:02.226 --> 00:35:03.566]  Who's the convicted felon?
[00:35:03.566 --> 00:35:05.127]  By the way, five felony convictions.
[00:35:05.127 --> 00:35:07.648]  Well, they were all returned on technicalities, Alex, I have to say.
[00:35:07.648 --> 00:35:12.630]  But you've got a guy who's running our spy agencies who has five felony convictions.
[00:35:12.630 --> 00:35:14.992]  Yes, they were overturned on technicalities, but it was serious.
[00:35:14.992 --> 00:35:16.472]  By a political judge?
[00:35:16.472 --> 00:35:18.933]  Yeah, so what's happened is that this is the guy in charge.
[00:35:18.933 --> 00:35:24.376]  The company Syntec, which is getting the big contracts to do the data mining on Americans,
[00:35:24.992 --> 00:35:31.477]  ...was that Senior Vice President, until recently, was John Poindexter, the guy in charge of Total Information Awareness.
[00:35:31.477 --> 00:35:38.381]  These guys are, like, building up their own companies... Greg, have you read the new Patriot Act?
[00:35:38.381 --> 00:35:38.982]  Just part of it.
[00:35:38.982 --> 00:35:41.584]  It's so big and so mind-boggling... Well, I read all of it.
[00:35:41.584 --> 00:35:49.109]  I wrote an analysis on InfoWars.com, if you want to pick it up on your site, so all of your millions of viewers can distribute it.
[00:35:50.037 --> 00:35:54.980]  I've read the whole thing, and it's been picked up by quite a few papers that have asked for permission to reprint.
[00:35:54.980 --> 00:35:58.082]  I read it when it first came out three weeks ago.
[00:35:58.082 --> 00:36:05.686]  It turned out there was a Senate version, S-22, already introduced, and so now Ashcroft and his minions are out promoting it.
[00:36:05.686 --> 00:36:14.111]  This thing says that they can grab American citizens for any reason, secretly, hold them in detention camps, and not even tell anyone that they were grabbed.
[00:36:14.790 --> 00:36:15.010]  I know.
[00:36:15.010 --> 00:36:18.111]  In fact, you know, there's an organization which sued the U.S.
[00:36:18.111 --> 00:36:21.872]  government and simply asked for a list of people being held in detention.
[00:36:21.872 --> 00:36:26.013]  Not even asking for open trial, simply asking for the list of those who were held in detention.
[00:36:26.013 --> 00:36:28.814]  And, you know, the government has just dragged its feet.
[00:36:28.814 --> 00:36:33.616]  I mean, you know, I'm very concerned that there are two things.
[00:36:33.616 --> 00:36:42.318]  One, like I say, there are those people who are connected financially to the Bush family who seem to be getting a nice free ride on investigations, and yet they're Americans.
[00:36:42.318 --> 00:36:44.479]  We don't know who they are, because we can't get the list.
[00:36:45.129 --> 00:36:46.811]  And we don't even know how many.
[00:36:46.811 --> 00:36:47.972]  I'm very concerned about this.
[00:36:47.972 --> 00:36:51.675]  I know you are, and it's just a personal question of, you know, our civil liberties.
[00:36:51.675 --> 00:36:57.400]  I've just moved... I have had to report these stories on BBC television, which goes all over the planet.
[00:36:57.400 --> 00:36:59.401]  But I've just moved my family back to the United States.
[00:36:59.401 --> 00:37:11.712]  I want my kids to be Americans, but I want them to have an America that, you know, I learned about in school, you know, freedom of speech and, you know, the government, you know, doesn't snoop around your home or your bank accounts or go into your underwear drawer.
[00:37:11.792 --> 00:37:17.555]  Well, I just want to point out, they're saying all this, they're saying more attacks are coming, and that will generalize Patriot Act 2.
[00:37:17.555 --> 00:37:20.036]  Now we're hearing about Patriot Act 3.
[00:37:20.036 --> 00:37:23.758]  And while they leave the borders wide open, Greg, let's take some calls.
[00:37:23.758 --> 00:37:25.979]  John in Florida, you're on the air with Greg Powell.
[00:37:25.979 --> 00:37:27.179]  Let's go ahead, John.
[00:37:27.179 --> 00:37:28.200]  Thank you for taking my call.
[00:37:28.200 --> 00:37:29.901]  Thank you for all your hard work, Joe, and both of you.
[00:37:29.901 --> 00:37:31.281]  I mean that very sincerely.
[00:37:31.281 --> 00:37:38.645]  My question is going to be directed to something that happened many years ago, but Greg, maybe you can give some light on this, is what happened to the
[00:37:39.205 --> 00:37:49.032]  Well, Clark Clifford, the author of the National Security Act that made the government go secret, I've talked to Greg, and BCCI is involved, aren't they?
[00:37:49.032 --> 00:37:49.633]  The same players?
[00:38:00.240 --> 00:38:09.129]  Yeah, Khalid Bin Mahfouz was the principal of BCCI, which is a bank of... It's a Saudi Arabian bank, BCCI.
[00:38:09.129 --> 00:38:13.152]  Its nickname was those banks of crooks and criminals.
[00:38:13.152 --> 00:38:20.079]  But it was a huge international operation, which was basically a giant money laundering operation for everything from crime to terrorism.
[00:38:20.539 --> 00:38:21.240]  Thank you.
[00:38:21.240 --> 00:38:23.121]  And the Bushes and everybody were involved.
[00:38:23.121 --> 00:38:32.446]  Well, Khalid Bin Mahfouz, remember I just told you about how Bush's partner, according to two sources, was at this meeting in which Al Qaeda funding was discussed in Paris in 96.
[00:38:33.783 --> 00:38:39.588]  Uh, one of the other people in that room, according to two sources, Khalid Bin Mahfouz of BCCI.
[00:38:39.588 --> 00:38:46.673]  So, it's, you know, it's the same crew and, you know, look, I can't blame George Bush for these guys having some secret meeting.
[00:38:46.673 --> 00:38:55.300]  Uh, you know, he wasn't invited as far as I know, but, you know, the FBI and CIA would really like to follow up on these things so we can find out what these characters are up to.
[00:38:56.670 --> 00:38:57.711]  Anything else, John?
[00:38:57.711 --> 00:39:03.315]  The BCCI hasn't talked about it enough, and we're talking about up-to-date stuff.
[00:39:03.315 --> 00:39:05.537]  I just want to throw that in there.
[00:39:05.537 --> 00:39:17.406]  Yeah, so, yeah, BCCI technically has now collapsed and taken billions of dollars down the rat hole, but the principles of this operation... Yeah, they always blow off their fronts, whether it's BCCI or Enron.
[00:39:17.406 --> 00:39:17.866]  Thank you, Alex.
[00:39:18.607 --> 00:39:19.267]  Thank you, John.
[00:39:19.267 --> 00:39:23.429]  We'll come back and talk to others with our guest, Greg Palast.
[00:39:23.429 --> 00:39:28.011]  A new book just came out today, Best Democracy Money Can Buy, doubled in size.
[00:39:28.011 --> 00:39:29.811]  The hardback was a bestseller.
[00:39:29.811 --> 00:39:31.852]  Website's gregpalast.com.
[00:39:31.852 --> 00:39:34.853]  We have a link to that at infowars.com.
[00:39:34.853 --> 00:39:36.574]  I'm Alex Jones, your host.
[00:39:36.574 --> 00:39:38.415]  Final segment with Greg Palast.
[00:39:38.415 --> 00:39:39.875]  Your calls and other key news items.
[00:39:39.875 --> 00:39:43.377]  When we get back, then I'm going to launch into more calls and your news in the segment after that.
[00:39:43.377 --> 00:39:43.737]  Stay with us.
[00:39:47.964 --> 00:39:54.791]  Thanks for listening to the M2K Talk Archives, and we are listener-supported with the Honors System.
[00:39:54.791 --> 00:39:56.433]  We ask that you wait.
[00:39:56.433 --> 00:39:58.315]  Don't donate a dollar at a time.
[00:39:58.315 --> 00:40:03.901]  PayPal charges a 35-cent surcharge on anything of a dollar or less.
[00:40:03.901 --> 00:40:07.425]  Wait till you listen to five or ten, and then donate, please.
[00:40:07.425 --> 00:40:09.707]  We appreciate your voluntary support.
[00:40:12.125 --> 00:40:13.186]  Good morning Alex and Greg.
[00:40:13.186 --> 00:40:14.526]  It's still morning in Montana.
[00:40:14.526 --> 00:40:19.909]  My question is, my comment is, there's a name that I've been waiting for Alex to hit on hard and heavy this week.
[00:40:19.909 --> 00:40:23.692]  And I was wondering what Greg Palast has heard about it.
[00:40:40.822 --> 00:40:42.765]  Or any information.
[00:40:42.765 --> 00:40:49.113]  All Arianne, I thought would be a huge chapter in your case against 9-1-1 Alex.
[00:40:49.113 --> 00:40:53.699]  We have a, we printed a picture about a year ago when O'Reilly
[00:40:54.286 --> 00:40:58.930]  Yeah, I just started looking at this, um, you know, the question is whether there was some, also donations again to, uh,
[00:41:10.979 --> 00:41:11.800]  The Bush family.
[00:41:11.800 --> 00:41:14.521]  It's definitely a line of investigation.
[00:41:14.521 --> 00:41:17.603]  Once again, where is the American press?
[00:41:17.603 --> 00:41:19.904]  I mean, I can't do it all.
[00:41:19.904 --> 00:41:25.227]  I'd like my brothers in the American press to be looking at this before the arrests are made.
[00:41:25.227 --> 00:41:28.889]  And what's even more dangerous is when the arrests aren't made at all.
[00:41:29.788 --> 00:41:33.612]  It's a very complex business, and I just feel like the U.S.
[00:41:33.612 --> 00:41:36.516]  press has just completely fallen down.
[00:41:36.516 --> 00:41:48.909]  They won't talk about a Miami Herald report, and with just a few others, that for the three days that all air traffic was shut down, locked down, there were jets leaving Miami and jets leaving Boston Logan full of Bin Ladens.
[00:41:49.983 --> 00:42:02.655]  Well, you know, I know that at least after the air traffic control limit was lifted, there was a charter jet which moved some of the members of the Bin Laden family out.
[00:42:02.655 --> 00:42:06.318]  And remember, they're not terrorists just because their name is Bin Laden.
[00:42:06.318 --> 00:42:08.400]  The thing is that FBI agents have wanted to
[00:42:09.662 --> 00:42:13.285]  Well, why were they allowed to leave and nobody else could?
[00:42:13.285 --> 00:42:22.111]  Well, um, I think that it was still... They had a special charter supposedly on the grounds that, you know, being bin Laden, that they might be attacked by angry Americans.
[00:42:22.111 --> 00:42:24.173]  Though, you know, Americans are not that dumb.
[00:42:24.173 --> 00:42:27.776]  They don't just take someone's last name and attack them.
[00:42:27.776 --> 00:42:30.077]  We haven't had any concept of that.
[00:42:30.077 --> 00:42:35.041]  And in fact, the two guys that the FBI was looking for left even before September 11th, Abdullah and Omar.
[00:42:35.641 --> 00:42:39.024]  That was the real tragedy, is that those guys had a few questions to ask.
[00:42:39.024 --> 00:42:40.545]  What about the insider trading?
[00:42:40.545 --> 00:42:46.330]  You know, that was traced back to some of the airlines themselves, and of course to some of the CIA people.
[00:42:46.330 --> 00:42:47.951]  That I haven't been able to look into.
[00:42:47.951 --> 00:42:52.675]  You know, like I say, we need a more active American press.
[00:42:52.675 --> 00:42:58.699]  Dan Rather, when he was on my show, said, look, we can't ask tough questions.
[00:42:58.699 --> 00:43:00.300]  Art in Kansas, you're on the air.
[00:43:00.300 --> 00:43:00.821]  Go ahead, Art.
[00:43:01.812 --> 00:43:03.379]  Last caller, Art, you're on the air.
[00:43:03.379 --> 00:43:07.114]  If you are aware of the connection of the Bushes with the Eli Lilly Company...
[00:43:08.246 --> 00:43:15.033]  Oh yeah, well of course, there is a financial connection between the Republican administration now.
[00:43:15.033 --> 00:43:21.919]  And throwing out over a thousand lawsuits over autism being directly linked to their vaccine additive.
[00:43:21.919 --> 00:43:23.280]  That's right.
[00:43:23.280 --> 00:43:33.210]  And in fact, I'm also here in Houston, Texas, where I'm talking from, and one of the big dangers we have to look out for in terrorism is attack on our chemical plants.
[00:43:33.910 --> 00:43:46.259]  And what, for example, if you live within two miles of the giant Exxon refinery here, and you have a pentane release, anyone within two miles is going to have their skin burned off.
[00:43:46.259 --> 00:43:50.062]  There's 7,000 people living in that vulnerability zone.
[00:43:50.062 --> 00:43:52.583]  And there are two ways to fix that problem.
[00:43:52.583 --> 00:43:55.545]  First, you can make the plant safer and more secure.
[00:43:55.545 --> 00:43:56.606]  Or second, you can simply
[00:43:57.867 --> 00:43:59.408]  I have a newsletter here from Robert Chapman.
[00:43:59.408 --> 00:44:01.810]  He says Bush's budget director, Mitch Daniels, formerly worked at Lilly.
[00:44:01.810 --> 00:44:04.432]  The CEO, Sidney Terrell, sits on the Presidential Homeland Security Council.
[00:44:29.499 --> 00:44:32.403]  And the new Federal Trade Commission guy is a Skull and Bones member.
[00:44:32.403 --> 00:44:33.804]  Thanks for the call, Art.
[00:44:33.804 --> 00:44:36.487]  I tell you, it's one big happy family, isn't it, Greg?
[00:44:36.487 --> 00:44:40.652]  Yeah, well, what I'm worried about is the money poisoning of our political system.
[00:44:40.652 --> 00:44:42.394]  It's not a case of one party or another.
[00:44:42.394 --> 00:44:47.320]  What I'm worried about, and the reason I call the book The Best Democracy Money Can Buy, it looks like we're holding auctions
[00:44:48.024 --> 00:44:49.826]  Auctions, not elections.
[00:44:49.826 --> 00:44:53.649]  And the question is, what are these donations buying?
[00:44:53.649 --> 00:44:55.771]  That is a very, very big problem.
[00:44:55.771 --> 00:44:59.634]  In fact, let me end with one final thing, Alex.
[00:44:59.634 --> 00:45:01.736]  Who won the last Gulf War?
[00:45:01.736 --> 00:45:04.999]  After the last Gulf War, remember we were promised democracy in Kuwait.
[00:45:04.999 --> 00:45:08.902]  I'm still waiting for the election returns from Kuwait, from that little royal dictatorship.
[00:45:09.562 --> 00:45:10.343]  But who did win?
[00:45:10.343 --> 00:45:11.243]  I'll tell you.
[00:45:11.243 --> 00:45:12.184]  Chevron Oil.
[00:45:12.184 --> 00:45:24.575]  After Poppy Bush left the White House, or he was removed by two-thirds of the American electorate, after he left the White House, he wrote a letter to the Emirate asking Kuwait to give Chevron Oil an oil concession.
[00:45:24.575 --> 00:45:31.280]  The ex-President of the United States, the guy who saved their Rolls Royces, asked them to give Chevron Oil.
[00:45:31.280 --> 00:45:35.744]  They did that, and his son got half a million bucks into his campaign kitty.
[00:45:36.600 --> 00:45:37.221]  Unbelievable.
[00:45:37.221 --> 00:45:43.605]  Thanks for joining us, Greg Pallast, and good luck with your new book, and I appreciate you coming on the show and your great work.
[00:45:43.605 --> 00:45:44.605]  Alex, you're the best.
[00:45:44.605 --> 00:45:46.066]  Truth to power.
[00:45:46.066 --> 00:45:48.828]  All right, thank you very much.
[00:45:48.828 --> 00:45:49.569]  There goes Greg Pallast.
[00:45:49.569 --> 00:45:52.651]  All right, I'm going to come back, get into all the other news, a bunch of news.
[00:45:52.651 --> 00:45:53.852]  Take your calls at 1-800-599-231.
