[00:00:00.009 --> 00:00:00.770]  We're good to go.
[00:56:18.693 --> 00:56:19.433]  I love Sordor.
[00:56:19.453 --> 00:56:20.294]  That's the coolest last name.
[00:56:20.594 --> 00:56:22.095]  By the way, what is Sordor's last name?
[00:56:22.155 --> 00:56:23.416]  I haven't Googled your name.
[00:56:23.736 --> 00:56:25.117]  I love family names.
[00:56:25.157 --> 00:56:25.638]  What's Sordor?
[00:56:27.919 --> 00:56:29.441]  I don't know the exact meaning of it.
[00:56:29.461 --> 00:56:37.629]  I know that it's German, which is what people were using to attack me and call me a Nazi at one point, which I thought was, you know, quite a stretch.
[00:56:37.689 --> 00:56:39.251]  Well, I think a lot of us here are German.
[00:56:39.271 --> 00:56:45.698]  There's nothing wrong with the Germans, so... I think Schreier's German part, I'm German, you're German, it's all okay.
[00:56:47.008 --> 00:56:47.208]  Right.
[00:56:47.248 --> 00:56:50.791]  Well, I mean, you know, they use every attack in the book to try to destroy you.
[00:56:50.851 --> 00:56:56.875]  And I really started realizing this as we started growing the platform, as we started growing the spaces and such.
[00:56:57.396 --> 00:57:04.361]  And I start to understand what you go through every single day with the attacks from all angles.
[00:57:04.421 --> 00:57:08.244]  And you're like, OK, you know, once you start getting closer and closer to the target,
[00:57:08.824 --> 00:57:16.526]  Once you're over that target, you're just bombarded with attacks from, you know, people that you wouldn't have expected to be attacked by.
[00:57:17.027 --> 00:57:23.088]  And at this point, you've gotten so over target where you've got feds knocking at your door and such.
[00:57:23.148 --> 00:57:28.810]  And I know Liz Churchill, who's up here on stage as well, has been a victim of a lot of these things as well.
[00:57:28.890 --> 00:57:29.810]  Liz, do you want to jump in?
[00:57:29.830 --> 00:57:34.612]  Yeah, bring Liz on and then we're going to bring on Viva Frye.
[00:57:39.147 --> 00:57:40.248]  Hey Nick, how's it going?
[00:57:40.648 --> 00:57:52.115]  Actually, I just wanted to jump in and state that it was really important that we all sort of band together at this time.
[00:57:53.196 --> 00:58:05.744]  And if InfoWars is shut down, I think that everybody here that has a large account needs to go live with the Harrison Smith Show, with Owen Troyer, and with Alex Jones.
[00:58:05.804 --> 00:58:07.385]  We need to dedicate our accounts
[00:58:08.388 --> 00:58:12.113]  To this show until it's brought back because this is ridiculous.
[00:58:12.534 --> 00:58:13.395]  We've all seen.
[00:58:13.435 --> 00:58:14.536]  No, I totally agree, Liz.
[00:58:14.596 --> 00:58:16.158]  If you got banned, we would boost you.
[00:58:16.539 --> 00:58:21.045]  And I'm telling you, I literally, they were going to shut us down again today and yesterday.
[00:58:21.445 --> 00:58:21.725]  Right.
[00:58:21.826 --> 00:58:24.549]  Until I explained to them, I said, you know, it's only going to get bigger, right?
[00:58:24.769 --> 00:58:25.010]  Go ahead.
[00:58:26.209 --> 00:58:28.931]  Well, yes, like you said, it's going to cause a Streisand effect.
[00:58:28.971 --> 00:58:30.111]  It's only going to make you bigger.
[00:58:30.151 --> 00:58:31.552]  It's only going to make you powerful.
[00:58:31.592 --> 00:58:45.220]  And then when you witness all of the accounts on Twitter who's not going to ban you, and I'm certain that Elon Musk will also boost your content, I believe that once all of us ban together and we have an audience,
[00:58:46.161 --> 00:58:52.327]  I think that no problem.
[00:58:52.827 --> 00:58:58.252]  I think that we can get this show on the road and we can continue your show on the Twitter platform.
[00:58:58.512 --> 00:59:00.795]  And Liz, I only interrupt you because you're so on target.
[00:59:00.815 --> 00:59:02.797]  I think all of us together have a billion viewers every week.
[00:59:03.057 --> 00:59:03.537]  But you're right.
[00:59:03.998 --> 00:59:05.960]  A billion for the shows themselves.
[00:59:05.980 --> 00:59:06.620]  You're absolutely correct.
[00:59:06.640 --> 00:59:07.141]  Continue.
[00:59:08.843 --> 00:59:22.788]  So, and with saying that, what is more frustrating about this is that we have on video CIA agents that have admitted to entrapping you and bankrupting you to try and shut you up.
[00:59:23.469 --> 00:59:24.349]  This is crazy.
[00:59:24.729 --> 00:59:26.050]  They've admitted it on video.
[00:59:26.170 --> 00:59:27.130]  You have it on video.
[00:59:27.150 --> 00:59:29.551]  We've all played it on our timelines.
[00:59:30.652 --> 00:59:32.192]  And by the way, it was hiding in plain view.
[00:59:32.252 --> 00:59:35.213]  The head of the FBI in Connecticut sat on the stand.
[00:59:35.253 --> 00:59:36.534]  He went and created the whole thing.
[00:59:38.294 --> 00:59:38.854]  Exactly.
[00:59:38.874 --> 00:59:41.856]  You have crimes of omission.
[00:59:42.037 --> 00:59:47.800]  They're admitting to what they are doing and it is on video and yet they are still shutting you down.
[00:59:47.820 --> 00:59:50.462]  This is a subversion of reality.
[00:59:50.662 --> 00:59:53.204]  Like I always say, they are murdering your logic.
[00:59:54.011 --> 00:59:55.312]  Well, wasn't it 2017?
[00:59:55.432 --> 00:59:56.632]  The story is at InfoWars.
[00:59:56.672 --> 00:59:59.353]  I believe we published it 2017 with Trump as well.
[00:59:59.854 --> 01:00:04.676]  They were spying on our phone numbers, Trump's phone numbers, Roger Stone's phone numbers.
[01:00:04.756 --> 01:00:06.096]  That was released, yes.
[01:00:06.196 --> 01:00:13.159]  I remember, yes, it said that, quote, Alexander Jones was on that very list to be unmasked.
[01:00:13.199 --> 01:00:18.802]  It's called unmasking, which is illegal, which is actually a form of treason, to be honest with you.
[01:00:19.617 --> 01:00:24.983]  So with saying that, I honestly don't think that they're going to stop unless they themselves are in handcuffs.
[01:00:25.404 --> 01:00:26.085]  That's where we are.
[01:00:27.858 --> 01:00:29.039]  Liz, I totally agree with you.
[01:00:29.320 --> 01:00:32.522]  And again, people are like, oh wait, you're getting shut down.
[01:00:32.542 --> 01:00:33.303]  Why aren't you shut down?
[01:00:33.723 --> 01:00:36.085]  Because I literally came here and said, we're not leaving.
[01:00:36.145 --> 01:00:37.166]  There's not even a court order.
[01:00:37.987 --> 01:00:39.688]  So don't try to shut the company down.
[01:00:39.708 --> 01:00:42.851]  And the poor security company is put in the middle that I hired six years ago.
[01:00:42.871 --> 01:00:44.212]  They're like, whoa, we're not doing this.
[01:00:44.632 --> 01:00:46.254]  So we're literally in this stalemate right now.
[01:00:46.294 --> 01:00:47.635]  Who knows what's going to happen?
[01:00:48.455 --> 01:00:50.437]  But I want our people to know and our enemies to know.
[01:00:52.441 --> 01:00:54.302]  You won't stop any of this coming out.
[01:00:54.382 --> 01:00:59.664]  And I'm going to the FBI because they're the corrupt ones and I'm going to deliver it so it's on record.
[01:01:00.384 --> 01:01:06.406]  Well, and I think there's a new level to this too, because InfoWars, we had to build our own platform, right?
[01:01:06.446 --> 01:01:13.749]  I mean, BannedOutVideo, InfoWars.com, these are our own proprietary platform for our content when they did the first wave of censorship.
[01:01:14.089 --> 01:01:19.852]  Well, we're kind of in a bit of a new media landscape now with X allowing free speech, allowing InfoWars to exist.
[01:01:20.072 --> 01:01:21.072]  And the Giant Awakening.
[01:01:21.232 --> 01:01:23.394]  Rumble, rumble, to allow us to exist.
[01:01:23.835 --> 01:01:37.287]  So I think what happens next, if they do go ahead and strike Obi-Wan Kenobi down, if they do go ahead and strike InfoWars down, well, we'll still be on rumble, we'll still be on X. The next level, and this is where... Oh, the EU's trying to shut down rumble right now.
[01:01:37.347 --> 01:01:40.150]  But this is where we find out who else is going to become a knight.
[01:01:40.450 --> 01:01:41.911]  Who else is going to enter the field?
[01:01:41.951 --> 01:01:43.292]  Who else is going to stand their ground?
[01:01:43.332 --> 01:01:46.874]  Who else is going to put their boot in the soil and say no more?
[01:01:46.914 --> 01:01:50.836]  Because what they're going to do is, and they're already doing this to Musk, I know for sure.
[01:01:50.856 --> 01:01:53.178]  I'm sure they're doing it to Rumble, too.
[01:01:53.598 --> 01:02:01.063]  They're going to say, you are not going to be allowed on the platforms of the Android app store, the Apple app store, just like they did when we made the app.
[01:02:01.103 --> 01:02:04.405]  They wouldn't even let Bolsonaro on with Mario in the fall.
[01:02:05.325 --> 01:02:12.133]  Last two weeks ago, because they have, because X is this whole program, and I get muscles trying to change it.
[01:02:12.433 --> 01:02:13.334]  But here's what I knew.
[01:02:13.354 --> 01:02:22.144]  I want to get Liz Churchill's take on this, and all you guys, and Chase DePopp, and we'll go to a, you know, great, really smart guy, Aviva Frye, former lawyer and great Patriot.
[01:02:23.525 --> 01:02:26.847]  Is that I know, like, I have so much data.
[01:02:27.628 --> 01:02:28.368]  You say it's an instinct.
[01:02:28.408 --> 01:02:28.869]  It's not.
[01:02:28.929 --> 01:02:30.009]  It's like a woman's intuition.
[01:02:30.150 --> 01:02:30.790]  It's not intuition.
[01:02:30.810 --> 01:02:33.732]  She's got thousands of data points, and she knows off that.
[01:02:33.772 --> 01:02:34.973]  It's like, boom, it's installed.
[01:02:35.713 --> 01:02:40.617]  That I knew when they started criminal investigations of Musk that he was for real.
[01:02:41.037 --> 01:02:51.864]  And then when they, the same law firm, Democratic Party law firm, sued him that sued me, I actually told people privately, I told you, that was some inside baseball, but I said, watch, we'll be right.
[01:02:51.904 --> 01:02:52.665]  We're going to be back on X.
[01:02:54.685 --> 01:03:05.809]  Well, I would just say, too, to that point, that I understand not trusting anybody.
[01:03:06.109 --> 01:03:09.190]  I truly get that, not wanting to trust anybody, and that's fine.
[01:03:09.250 --> 01:03:09.990]  You judge the fruits.
[01:03:10.330 --> 01:03:17.695]  Look at the fruits, but I think that there is kind of this unofficial ritual to go through to test whether somebody is real or not.
[01:03:17.715 --> 01:03:18.795]  It doesn't mean we're all going to agree.
[01:03:18.816 --> 01:03:29.102]  It doesn't mean that anybody's perfect, but it's like, okay, if you're getting censored, if you're getting the lawfare, if you're being arrested, like, those are your three... George Soros is coming after you.
[01:03:29.142 --> 01:03:30.783]  That's like your ritual right there.
[01:03:30.823 --> 01:03:34.686]  It's like, if you've got one of those things, okay, you got two of those things, yeah, you're probably the real one.
[01:03:34.706 --> 01:03:38.368]  Three deal of things, it's like, yeah, you're the bona fide real McCoy.
[01:03:38.608 --> 01:03:39.529]  And moving on from that,
[01:03:41.474 --> 01:03:42.775]  It's sexy to be free.
[01:03:43.476 --> 01:03:44.937]  People, we're humans, man.
[01:03:44.957 --> 01:03:45.877]  We want prosperity.
[01:03:46.098 --> 01:03:46.858]  That's why they hate Trump.
[01:03:46.878 --> 01:03:48.559]  He's not perfect, but he is into people.
[01:03:49.000 --> 01:03:52.623]  He's like, we're gonna have beautiful hotels and golf courses and women and families.
[01:03:53.303 --> 01:03:55.405]  And the globalists don't like it because they're miserable scum.
[01:03:55.445 --> 01:03:56.626]  Liz Churchill, closing comment.
[01:04:00.409 --> 01:04:00.769]  She gone?
[01:04:02.163 --> 01:04:04.144]  She's still here, but she's muted.
[01:04:04.524 --> 01:04:05.264]  No, I'm here.
[01:04:05.384 --> 01:04:05.964]  Sorry, guys.
[01:04:06.004 --> 01:04:06.704]  I'm so sorry.
[01:04:06.764 --> 01:04:09.225]  I'm just going to put in my earpiece.
[01:04:09.845 --> 01:04:24.589]  Well, what I'd like to say is that ultimately they want to shut you down because they don't want you talking about the criminal communists, the sadistic satanists, and all of the communist tyrants that have completely captured and corrupted your governments because the MSM has completely failed.
[01:04:25.089 --> 01:04:27.510]  They're murdering American people with their
[01:04:28.726 --> 01:04:32.848]  State-sanctioned vaccines that have killed more than 20 million people.
[01:04:32.888 --> 01:04:35.969]  You're the only person that's actually speaking about this.
[01:04:36.869 --> 01:04:41.031]  All of the other MSM propagandists are completely ignoring it.
[01:04:41.071 --> 01:04:43.692]  They're ignoring that the 2020 election was stolen.
[01:04:43.752 --> 01:04:47.253]  They're ignoring that it's a complete communist takeover.
[01:04:47.774 --> 01:04:53.796]  And so they have to take out the head commanders that scream from the rooftops because the demoralized public is
[01:04:54.645 --> 01:04:59.987]  For some reason we're very lucky that we're able to speak like this because if Elon Musk did not buy this platform we would not be having this conversation.
[01:05:17.515 --> 01:05:18.216]  Well, that's right.
[01:05:18.276 --> 01:05:19.977]  I'm sick of attacks on Elon Musk.
[01:05:19.997 --> 01:05:23.098]  He is delivering, and the people doing it want to be holier than thou.
[01:05:23.379 --> 01:05:23.919]  Screw them.
[01:05:24.459 --> 01:05:24.879]  That's it.
[01:05:24.980 --> 01:05:28.301]  I just believe in humanity, and people think that's weird.
[01:05:28.362 --> 01:05:29.842]  Why would I not believe in our people?
[01:05:30.143 --> 01:05:40.489]  Well, and I think there's a secondary layer that needs to be appreciated about this as well, and I think you use Alex Jones, you use Donald Trump, you use Elon Musk as kind of the examples where
[01:05:41.169 --> 01:05:44.650]  I look at Alex Jones, there's no Owen Schroer without Alex Jones.
[01:05:44.670 --> 01:05:49.091]  I mean, I left sports media and I joined politics because I was inspired by Alex Jones.
[01:05:49.831 --> 01:05:53.152]  I think there's going to be a lot of politicians that feel the same way about Donald Trump.
[01:05:53.532 --> 01:05:58.253]  They were inspired by Donald Trump and now they want to get into politics and basically do what Donald Trump did.
[01:05:58.473 --> 01:05:59.793]  I think same thing with Elon Musk.
[01:05:59.813 --> 01:06:07.255]  I think you're going to have people in the tech world that are inspired by Elon Musk that are going to say, yeah, I'm an innovator, I'm building tech on their pockets.
[01:06:07.455 --> 01:06:09.297]  Silicon Valley's jumping money on Trump right now.
[01:06:09.537 --> 01:06:12.320]  Because they see, wait, they can take his money, they're gonna take ours.
[01:06:13.541 --> 01:06:21.168]  So, but the point is, it creates, there's a residual effect, there's a ripple effect where it inspires others.
[01:06:21.288 --> 01:06:22.870]  You know, George Washington inspires others.
[01:06:22.890 --> 01:06:24.031]  Yeah, humans aren't wimps.
[01:06:24.692 --> 01:06:26.954]  And once we're awake, we don't like getting pushed around.
[01:06:26.974 --> 01:06:27.535]  We like to fight.
[01:06:28.430 --> 01:06:38.995]  Well, and part of what I don't like about the nitpicking about Donald Trump or Elon Musk is we've been through some crap because of what we've done, and then to have people on our side go, ah, that's all fake.
[01:06:39.015 --> 01:06:41.056]  Yeah, let's attack the enemies that are out in the open.
[01:06:41.296 --> 01:06:45.858]  Don't attack people that are giving us fucking attack mode, fucking bomb the enemy.
[01:06:46.159 --> 01:06:51.041]  Elon Musk has opened us up to scorch their ass, and we're going to sit around and say, he could have done this better.
[01:06:51.141 --> 01:06:52.221]  Bullshit, man!
[01:06:52.241 --> 01:06:53.262]  Bullshit!
[01:06:54.203 --> 01:07:00.547]  He says for me, I'm fucking annihilating the enemy right now, and I'll take that window to drop these bombs any day.
[01:07:00.987 --> 01:07:08.353]  Because when people are inspired by Elon Musk, they need to know, hey, it's gonna be a tough road, they're gonna attack me, but hey, at least the people have my back.
[01:07:08.393 --> 01:07:10.835]  At least people that see what's going on know what I'm standing up for.
[01:07:10.855 --> 01:07:11.535]  And what does Elon say?
[01:07:11.575 --> 01:07:13.256]  He says, the globals are gonna kill everybody.
[01:07:13.937 --> 01:07:14.617]  Their plan?
[01:07:14.918 --> 01:07:16.098]  They think they're gonna kill all of us?
[01:07:16.138 --> 01:07:16.899]  They won't get killed?
[01:07:17.039 --> 01:07:18.280]  Elon's like, this ain't working.
[01:07:19.061 --> 01:07:20.862]  For him, it's a very pragmatic statement.
[01:07:21.362 --> 01:07:22.283]  Sorry, go ahead, I'm interrupting.
[01:07:22.443 --> 01:07:26.506]  No, I just want to say the final thing is I think people need to understand this is what tyranny looks like.
[01:07:26.546 --> 01:07:32.930]  People think that if tyranny isn't in jackboots marching in, you know, lockstep goose stepping, then it's not tyranny.
[01:07:32.970 --> 01:07:34.171]  No, this is what tyranny looks like.
[01:07:34.191 --> 01:07:35.952]  It looks like filings in courts.
[01:07:36.012 --> 01:07:37.132]  It looks like show trials.
[01:07:37.172 --> 01:07:38.773]  People think, well, it's a trial though.
[01:07:38.813 --> 01:07:39.674]  How could this be tyranny?
[01:07:39.694 --> 01:07:40.274]  He had a trial.
[01:07:40.475 --> 01:07:42.656]  Hitler, his first seven years was show trials.
[01:07:42.976 --> 01:07:43.657]  Hitler had trial.
[01:07:43.677 --> 01:07:44.257]  Stalin had trial.
[01:07:44.277 --> 01:07:44.918]  Of course they have trial.
[01:07:44.938 --> 01:07:47.920]  Of course they have to look like tyranny, make it look like it's legitimate.
[01:07:47.940 --> 01:07:49.261]  That's what tyranny looks like.
[01:07:49.301 --> 01:07:55.386]  So what we're seeing right now, the way they're trying to shut down Infowars, the way they're going after Donald Trump, this is what tyranny looks like.
[01:07:56.507 --> 01:07:59.349]  Don't be looking for the swastika and the goose-stepping soldiers.
[01:07:59.510 --> 01:08:00.670]  It's happening right now all around you.
[01:08:00.690 --> 01:08:03.253]  And maybe this is the moment of, oh, this can't happen in America.
[01:08:03.273 --> 01:08:04.453]  This will never happen in America.
[01:08:05.509 --> 01:08:12.055]  You know, this makes me think about this conversation that you were having yesterday, Alex, with Eddie Bravo and David Weiss on your show.
[01:08:12.075 --> 01:08:13.616]  It was a great hour, very entertaining.
[01:08:13.956 --> 01:08:17.719]  They're talking about the conspiracy theory around, I think it was, is it Tartaria?
[01:08:17.959 --> 01:08:24.585]  The ancient civilization that supposedly existed in North America that was wiped out and kept secret from us.
[01:08:25.045 --> 01:08:28.729]  If you look at the history of architecture, basically the world over,
[01:08:29.389 --> 01:08:36.552]  Incredible architecture was created by civilizations over the last 500 years specifically, even for subjects.
[01:08:36.592 --> 01:08:49.437]  So when India was basically colonized by England, even some of their public infrastructure, their train stations, their public buildings, were magnificent because there was a respect for humanity.
[01:08:49.457 --> 01:08:52.978]  And this ties in directly to what you were talking about with Elon Musk.
[01:08:53.019 --> 01:08:54.399]  Buildings were all temples.
[01:08:54.539 --> 01:08:56.920]  Yes, until the nuke dropped.
[01:08:57.060 --> 01:08:58.741]  Ever since we've had nuclear power,
[01:08:59.421 --> 01:09:01.423]  All of our buildings have been made to be temporary.
[01:09:01.443 --> 01:09:03.666]  You go to the DMV, it's just disheartening and soulless.
[01:09:03.686 --> 01:09:04.527]  There was a shift.
[01:09:04.827 --> 01:09:14.178]  Humanity suddenly became cheap when this military-industrial complex, this intelligence community took over and approached this utilitarian philosophy, this Machiavellian philosophy.
[01:09:14.318 --> 01:09:14.858]  Well, I think that
[01:09:40.916 --> 01:09:51.545]  The importance of the monoliths and the wonders of the world and the ancient buildings of the world, the importance is really that it disproves human evolution.
[01:09:51.585 --> 01:09:56.209]  The theory of evolution has actually been completely disproven by 10,000, 20,000 year old, some older,
[01:09:59.712 --> 01:10:00.973]  Engineering and architecture.
[01:10:01.013 --> 01:10:04.396]  It's been completely disproven, but they want you to think that you're not special.
[01:10:04.696 --> 01:10:07.077]  They want you to think that you evolved from a squirrel turd.
[01:10:07.298 --> 01:10:09.679]  They want you to think that, oh, we've got it all figured out.
[01:10:09.739 --> 01:10:12.541]  You're just randomly here on this rock floating through space.
[01:10:12.601 --> 01:10:15.143]  It's basically a life raft, so we have to have this managerial thing.
[01:10:15.403 --> 01:10:16.884]  So again, it all comes back to that.
[01:10:16.904 --> 01:10:18.105]  It all comes back to control.
[01:10:18.425 --> 01:10:21.488]  They made, they completely fabricated the theory of evolution.
[01:10:21.728 --> 01:10:25.731]  And that's not to say there isn't some element of evolution of life on this planet, but
[01:10:26.471 --> 01:10:30.312]  Humanity did not evolve over time from another animal.
[01:10:30.672 --> 01:10:33.252]  There is a divine creation behind humanity.
[01:10:33.272 --> 01:10:34.713]  You want to debate what it is, fine.
[01:10:34.973 --> 01:10:41.394]  But it's been proven that humanity has been the advanced species on this planet for tens of thousands of years.
[01:10:41.414 --> 01:10:43.234]  And what we envision, we build, we're amazing.
[01:10:43.354 --> 01:10:44.255]  Celebrate humanity.
[01:10:44.575 --> 01:10:45.175]  Don't attack it.
[01:10:45.215 --> 01:10:46.275]  Don't say it's the killing of the Earth.
[01:10:46.615 --> 01:10:48.075]  So, let's go to more spaces commenters.
[01:10:52.336 --> 01:10:53.716]  Viva, go ahead and speak if you've got something to say.
[01:10:53.736 --> 01:10:54.217]  Sorry about that.
[01:10:54.257 --> 01:10:55.357]  We had you muted on the broadcast.
[01:10:55.397 --> 01:10:56.017]  Go ahead and start over.
[01:10:57.461 --> 01:10:58.122]  OK, no, don't worry about it.
[01:10:58.142 --> 01:11:01.145]  I just said I wanted to squeeze in because I might not be able to talk in five minutes.
[01:11:01.425 --> 01:11:02.226]  I heard what's going on.
[01:11:02.286 --> 01:11:05.710]  I'm trying to piece it together because I understand the broad details of this.
[01:11:06.170 --> 01:11:16.301]  Alex, during your trial, they made it clear that these defamation, these intentional infliction of emotional distress cases were not about any form of compensation for any form of injury.
[01:11:16.621 --> 01:11:18.443]  It was about shutting you down and shutting you up.
[01:11:19.263 --> 01:11:35.615]  The problem, and you touched on it, and I've been saying that this is where it's going to go for a while in terms of how they're going to legislate out Rumble's ability and Twitter's ability to promote free speech and to allow people who have been de-platformed by the legacy platforms to be compelled to be de-platformed on these new ones.
[01:11:37.336 --> 01:11:47.804]  I once posted a clip of my interview, one of my bits on InfoWars on YouTube, on my channel, and they took it down because they said it was circumventing a ban on Alex Jones.
[01:11:48.720 --> 01:11:57.954]  That's the way legacy media has been preventing even others from sharing their own content on the legacy platforms by virtue of the bans and circumventing bans.
[01:11:58.630 --> 01:12:09.676]  They are going to, after they try to do this to you, and there's no coincidence that they've been empowered by these sham, manufactured convictions of Trump, that this is pretextual.
[01:12:10.057 --> 01:12:20.823]  They think that they now have the precedent that's been set for one sham of a conviction to go through with some procedure, to now go through with lawfare to shut you down because they never wanted money from you, they wanted silence from you.
[01:12:21.303 --> 01:12:22.724]  They're going to, I suspect,
[01:12:24.025 --> 01:12:33.471]  I don't want to make this all about me, but you guys are here.
[01:12:33.571 --> 01:12:34.132]  You've seen it.
[01:12:34.212 --> 01:12:35.313]  You've seen the calls come in.
[01:12:35.733 --> 01:12:38.175]  I'm not like trying to have some hype thing or some deal.
[01:12:39.622 --> 01:12:40.443]  We have plenty of money.
[01:12:40.503 --> 01:12:41.503]  This company's solvent.
[01:12:41.643 --> 01:12:43.285]  They don't shut down companies that have money.
[01:12:43.485 --> 01:12:44.625]  They don't want to settle.
[01:12:44.986 --> 01:12:46.287]  They said they're not going to settle.
[01:12:47.067 --> 01:12:49.489]  And then... They literally said, shut him down!
[01:12:49.669 --> 01:12:50.670]  They said, we'll take him off the air.
[01:12:50.730 --> 01:12:53.992]  So then we tried to... Let me tell you one of the answers, let me tell you.
[01:12:56.212 --> 01:13:00.918]  My dad has a lien on this because he still owed some money, a money he never got out.
[01:13:00.938 --> 01:13:02.720]  I don't even tell my dad what to do.
[01:13:02.780 --> 01:13:04.002]  I talk about it like once a week, you know.
[01:13:04.102 --> 01:13:06.345]  I'm sorry, I love my dad, but I'm hanging out with my parents all day.
[01:13:06.365 --> 01:13:08.187]  Maybe I have dinner like every, you know, like once a month.
[01:13:08.207 --> 01:13:09.529]  I love my parents, you know.
[01:13:09.549 --> 01:13:10.750]  I got my own life going on there.
[01:13:11.471 --> 01:13:17.676]  And my dad's lawyer files a thing last week saying we want to have a hearing because we want to keep this in federal court.
[01:13:17.716 --> 01:13:21.439]  The judge says on the 14th he's kicking it out and we want to like keep this going.
[01:13:21.940 --> 01:13:29.986]  And then the CRO files a deal to shut us down yesterday because the judge said he's giving me the company back on the 14th.
[01:13:30.427 --> 01:13:34.070]  So that's not, I'm not a lawyer, that's very clear.
[01:13:35.208 --> 01:13:37.512]  Then I said to my lawyers, he's about to close the company.
[01:13:37.532 --> 01:13:38.533]  And they're like, oh, that's crazy.
[01:13:38.553 --> 01:13:39.114]  You never do that.
[01:13:39.514 --> 01:13:41.878]  And then he tells the security, close the doors, kick us out.
[01:13:43.100 --> 01:13:44.322]  His lawyers tell him, don't do it.
[01:13:44.622 --> 01:13:46.385]  This is like desperation, Viva Fry.
[01:13:46.405 --> 01:13:47.086]  What do you think's going on?
[01:13:48.453 --> 01:13:49.834]  Well, it's even worse than that.
[01:13:50.094 --> 01:13:53.875]  It's not just that it's not in the best interest of the litigious creditors.
[01:13:54.275 --> 01:13:58.757]  It's against their interest to shut down the viable money-making enterprise.
[01:13:58.997 --> 01:14:02.658]  And so it violates the fiduciary obligations that they have towards the creditors.
[01:14:03.879 --> 01:14:04.619]  Exactly!
[01:14:04.799 --> 01:14:05.479]  Exactly!
[01:14:05.540 --> 01:14:06.520]  This is crazy!
[01:14:08.918 --> 01:14:16.967]  There's no question it's crazy and I'm sure your attorneys will raise that argument because it's not, how does it benefit the creditors if they're bona fide?
[01:14:17.027 --> 01:14:22.514]  But I'm just telling you Trump being convicted, not just my show, I'm talking to all these other big people, all hell broke loose.
[01:14:22.554 --> 01:14:25.998]  The globalists have launched some type of attack because it's happening.
[01:14:27.668 --> 01:14:30.150]  Well let me tell you what happened, because I can say this because they were dumb enough
[01:14:54.702 --> 01:15:01.787]  In not a three months ago, two months ago, at a federal courthouse, they had a judge, the media, a great guy in Fort Worth.
[01:15:02.207 --> 01:15:03.888]  They said this in multiple meetings.
[01:15:03.928 --> 01:15:06.370]  They said, we don't want money.
[01:15:07.010 --> 01:15:12.714]  And Chris Maddy, who runs it all, who works for Blumenthal, said, I'm going to be Blumenthal's slot.
[01:15:13.760 --> 01:15:16.222]  He told my lawyers, I don't care.
[01:15:16.542 --> 01:15:18.084]  We're not, we don't care about money.
[01:15:18.484 --> 01:15:24.709]  This is an order from the, so he's so empowered that he's with my lawyers telling him, we don't care.
[01:15:25.169 --> 01:15:26.310]  Blumenthal runs this.
[01:15:26.330 --> 01:15:27.331]  I'm going to be the next U.S.
[01:15:27.371 --> 01:15:27.671]  Senator.
[01:15:28.252 --> 01:15:29.553]  They're admitting it, Viva.
[01:15:31.411 --> 01:15:37.773]  It is, and what they're admitting also is that they are acting against the best interests of the creditors that they allegedly purport to represent.
[01:15:38.854 --> 01:15:43.355]  And I no longer have faith that the courts, or at least the lower-level courts, are going to adjudicate correctly.
[01:15:43.715 --> 01:15:47.196]  You'll hope for some appellate release if they get away with this.
[01:15:47.577 --> 01:15:54.679]  But they're going to find creative ways and ham-fisted ways to prevent anybody from even amplifying you by hosting you on their channel.
[01:15:55.039 --> 01:15:55.579]  I'm sure of it.
[01:15:55.999 --> 01:15:57.620]  And it won't succeed.
[01:15:58.200 --> 01:15:59.280]  But it's not a coincidence.
[01:15:59.320 --> 01:16:03.721]  Yeah, they're going to say, he will pay us our billion dollars when they won't even make a settlement.
[01:16:04.841 --> 01:16:05.041]  Yeah.
[01:16:05.341 --> 01:16:06.342]  No, no, no, there's no question.
[01:16:06.522 --> 01:16:11.563]  But the timing is Alex, they still blame you for Trump getting elected in 2016 because you're a populist voice.
[01:16:11.903 --> 01:16:13.183]  It's six months out of November.
[01:16:13.423 --> 01:16:14.283]  It's not a coincidence.
[01:16:15.944 --> 01:16:16.904]  So what is your advice?
[01:16:17.264 --> 01:16:17.884]  What should I do?
[01:16:17.904 --> 01:16:19.444]  I mean, I didn't sit here and take it.
[01:16:19.584 --> 01:16:20.905]  They were going to close this yesterday.
[01:16:21.565 --> 01:16:22.905]  They gave orders to close it today.
[01:16:24.586 --> 01:16:25.587]  Like any good lawyer.
[01:16:25.667 --> 01:16:29.608]  I won't give legal advice, but I'm not licensed anymore, so I can't even do it, Alex.
[01:16:29.728 --> 01:16:35.411]  No, the bottom line is, the Streisand effect is what it is and will be the response.
[01:16:36.271 --> 01:16:41.134]  When I read the tweet, I'm like, oh, the original tweet saying you're getting shut down, I gotta double check this.
[01:16:41.534 --> 01:16:42.634]  And then you get confirmation.
[01:16:42.974 --> 01:16:46.316]  The amplification by the voices will be even greater now.
[01:16:47.157 --> 01:16:50.602]  But it is, it is a life and death, politically speaking, battle.
[01:16:51.103 --> 01:16:53.467]  And they're coming hard and they're empowered by what they saw.
[01:16:53.487 --> 01:16:55.430]  Yeah, this is a human, a human of earth.
[01:16:56.091 --> 01:16:57.893]  What is, this signifies weakness by them.
[01:16:58.806 --> 01:17:00.748]  Who compels the fiduciary duty?
[01:17:01.329 --> 01:17:03.471]  Who compels the fiduciary duty in this?
