[00:00:00.289 --> 00:00:05.110]  From the front lines of the information war, it's Alex Jones.
[00:37:14.872 --> 00:37:19.433]  And you need to vote, a vote of confidence for us to stay the course and get those products.
[00:37:19.473 --> 00:37:27.375]  Because that's not just great products for you, that's money to fund us into the future with some of the biggest obstacles yet that we've got to face.
[00:37:27.935 --> 00:37:28.595]  So pray for us.
[00:37:29.475 --> 00:37:31.136]  I'm not going to back down because I can't back down.
[00:37:31.176 --> 00:37:32.257]  There's nowhere to run from this.
[00:37:32.617 --> 00:37:34.559]  It's an anti-human, New World Order takeover.
[00:37:35.159 --> 00:37:36.460]  The AI takeover is here.
[00:37:36.500 --> 00:37:37.681]  The robot takeover is here.
[00:37:37.721 --> 00:37:38.962]  The forced inoculation is here.
[00:37:39.482 --> 00:37:41.043]  Half the world is under house arrest.
[00:37:41.143 --> 00:37:44.265]  I mean, my God, ladies and gentlemen, we're all becoming prisoners.
[00:37:44.885 --> 00:37:46.086]  And it's a very, very sad thing.
[00:37:46.567 --> 00:37:49.549]  But it's good to know the good people and to meet all these great souls.
[00:37:50.369 --> 00:37:58.635]  The crew and people like Owen Schroyer and just all the rest of the folks because it just lets you know who the real men and women are in this world that love God and love justice.
[00:37:59.475 --> 00:38:14.598]  That's why they're telling you I'm the bad man, and why they're always salivating and talking about how evil I am, and why they want to, you know, tell you I'm the bad guy, because they want to intimidate everybody else that's good from standing up and saying, look what we did to Donald Trump, look what we did to Alex Jones, and you know what?
[00:38:15.078 --> 00:38:16.498]  We wouldn't have any freedom.
[00:38:17.018 --> 00:38:20.359]  We wouldn't stand on the shoulders of people who came before us if they hadn't done the right thing.
[00:38:21.059 --> 00:38:24.840]  And so I'm, quite frankly, feel good, feel close to God, and feel strong.
[00:38:25.880 --> 00:38:33.146]  And I know you feel strong as well, so let's pray, then let's take political action, and let's let the world know what's happening, and we're not going to back down to evil.
[00:38:33.786 --> 00:38:37.088]  It's always darkest before the dawn, folks, but we're a long way from the dawn right now.
[00:38:37.109 --> 00:38:38.930]  We're going to put our heads down and do the right thing.
[00:38:39.590 --> 00:38:41.212]  Back down with Schroyer and the ATX.
[00:38:41.292 --> 00:38:42.032]  I'll be in studio soon.
[00:38:43.373 --> 00:38:48.277]  All right, ladies and gentlemen, let's hit a couple more of these headlines before Alex Jones does join us again.
[00:38:48.377 --> 00:38:54.842]  Josh Hawley leading the way, leading the charge, sticking his neck out there to fight against the Chinese communists.
[00:38:55.725 --> 00:38:57.146]  We're trying to take America down.
[00:39:14.545 --> 00:39:18.391]  Senator from Missouri, it's time to put some more wind in his sails.
[00:39:18.452 --> 00:39:26.244]  But who is trying to take advantage of this and put a foreign substance into every human on the planet's bloodstream?
[00:39:26.284 --> 00:39:28.909]  Well, it's the Will and Melinda Gates Foundation.
[00:39:30.379 --> 00:39:40.171]  And Melinda Gates is now doing her media tour and she says, you'll see bodies in the streets of Africa, warns Melinda Gates, says vaccine is the ultimate solution to coronavirus.
[00:39:40.191 --> 00:39:48.761]  But wait a second, remember, it was the Bill and Melinda Gates Foundation that pushed Gardasil in Africa that ended up having dead bodies in the streets.
[00:39:49.702 --> 00:39:57.350]  And by the way, folks, you can go look at the Bill Gates and Melinda Gates and Bill and Melinda Gates Foundation's posts on YouTube and Instagram and social media.
[00:39:57.990 --> 00:40:03.696]  I mean, 98% negative, 98% of the people are saying, F you, leave us alone, get out of our lives.
[00:40:03.716 --> 00:40:05.257]  We don't want your poison vaccines.
[00:40:05.958 --> 00:40:08.180]  Across the media landscape, people are saying it now.
[00:40:08.240 --> 00:40:11.023]  So people are catching on to Bill and Melinda Gates.
[00:40:11.283 --> 00:40:12.825]  We don't want your dirty vaccines.
[00:40:13.045 --> 00:40:13.986]  We don't want your death.
[00:40:15.728 --> 00:40:17.569]  We know what you're pushing, Bill and Melinda Gates.
[00:40:18.209 --> 00:40:19.770]  It's slavery and death!
[00:40:21.070 --> 00:40:22.251]  But you're too cowardly!
[00:40:22.291 --> 00:40:24.091]  You can't do it with the barrel of a gun!
[00:40:24.412 --> 00:40:32.335]  You gotta come after us with a secret little weapon, telling us you love us and it's good for us, and then you inject us with the most poisonous thing ever on this planet!
[00:40:35.596 --> 00:40:37.817]  But it's totally rejected, but they do it anyway.
[00:40:37.857 --> 00:40:40.218]  Not because they love you, because they hate you.
[00:40:41.499 --> 00:40:45.161]  Microsoft pulls ad featuring spirit cooker Marina Abramovich.
[00:40:45.621 --> 00:40:59.086]  Oh, the spirit cooker, the satanist, the big satanist Alistair Crowley devil was teaming up with Microsoft to do her next real life art project, which is just her and some digital simulation.
[00:40:59.106 --> 00:41:07.230]  You put the glasses over your head, just, you know, some new BS way of them cutting you off from going next level by giving you a fake next level projection.
[00:41:08.413 --> 00:41:09.474]  Of course it's Microsoft!
[00:41:09.794 --> 00:41:12.215]  Of course it's the devil worshipper Marina Abramovich!
[00:41:12.435 --> 00:41:13.876]  Of course it's totally rejected!
[00:41:15.357 --> 00:41:18.259]  So this is what is going on here, ladies and gentlemen.
[00:41:19.219 --> 00:41:22.841]  And the United States is finally seeing it, calling it out.
[00:41:22.921 --> 00:41:27.324]  Roger Stone says Bill Gates may have created coronavirus to microchip people.
[00:41:27.784 --> 00:41:31.006]  Well, you can say that's a conspiracy theory, but that's what's happening.
[00:41:31.506 --> 00:41:35.708]  You can say it's wittingly or unwittingly, that is what's happening.
[00:41:35.748 --> 00:41:36.169]  And now,
[00:41:37.398 --> 00:41:41.940]  They're saying, well, Trump's thinking about reopening the country, so we have to tell him, no.
[00:41:42.741 --> 00:41:44.862]  So now they're telling us, we don't know when we can reopen.
[00:41:44.922 --> 00:41:47.123]  Maybe May, maybe next year, maybe never.
[00:41:47.783 --> 00:41:49.044]  Maybe never we can reopen.
[00:41:49.084 --> 00:41:50.185]  You just have to live like this.
[00:41:51.301 --> 00:41:54.723]  But governors in the White House are saying, no, we need to reopen.
[00:41:55.284 --> 00:41:57.845]  And Representative Massey has warned the U.S.
[00:41:57.925 --> 00:42:01.007]  weeks away from food shortages if we don't reopen.
[00:42:01.047 --> 00:42:02.328]  And he's 100% right.
[00:42:03.388 --> 00:42:06.490]  The supply lines will be dry, ladies and gentlemen.
[00:42:06.510 --> 00:42:09.432]  We've been fortunate to this point.
[00:42:09.752 --> 00:42:11.894]  But I'm sick of the shutdown.
[00:42:12.791 --> 00:42:25.960]  I'm ready to fight it and so that's why I've officially now launched this Saturday at the Texas State Capitol in Austin, Texas, you can't close America rally at noon.
[00:42:26.760 --> 00:42:34.846]  At noon this Saturday for two hours on the Capitol steps, it's time for Americans to show up and say you cannot close America.
[00:42:35.106 --> 00:42:35.887]  Technically, the U.S.
[00:42:35.927 --> 00:42:37.348]  Capitol building is closed right now.
[00:42:38.089 --> 00:42:38.590]  So that's fine.
[00:42:38.610 --> 00:42:39.391]  They can lock the doors.
[00:42:39.631 --> 00:42:41.573]  They cannot tell us we can't be on the ground.
[00:42:41.593 --> 00:42:42.594]  This is public land.
[00:42:42.954 --> 00:42:43.976]  This is self-government.
[00:42:44.156 --> 00:42:45.037]  This is a republic.
[00:42:45.277 --> 00:42:46.658]  You cannot close America.
[00:42:46.859 --> 00:42:48.841]  You cannot tell us to shut down our business.
[00:42:49.001 --> 00:42:50.903]  You cannot tell us to shelter in place.
[00:42:51.103 --> 00:42:53.105]  You cannot tell us we need papers to travel.
[00:42:53.285 --> 00:42:55.488]  You cannot tell us we need a vaccine to travel.
[00:42:55.868 --> 00:42:58.529]  No, this is where we make our stand.
[00:42:58.749 --> 00:43:05.811]  And it's time for Americans to make their stand loud and clear so that the President can see that and act on that.
[00:43:07.071 --> 00:43:09.152]  And know that America has his back.
[00:43:09.532 --> 00:43:15.334]  This Saturday, noon, Texas Capitol Building in Austin, Texas.
[00:43:16.345 --> 00:43:18.487]  You can't close America Rally.
[00:43:18.928 --> 00:43:21.191]  I'm seeing these protests happening nationwide.
[00:43:21.251 --> 00:43:22.552]  It's time to make it go viral.
[00:43:22.812 --> 00:43:24.534]  Reopen the country, now!
[00:43:25.315 --> 00:43:30.421]  You, the so-called media, has been foaming at the mouth to get me further deplatformed so I can't respond to the lies.
[00:43:30.521 --> 00:43:31.642]  Think about this in America.
[00:43:32.143 --> 00:43:34.385]  Think about this in America, that I have been unable
[00:43:35.692 --> 00:43:49.732]  This is the 11th hearing that they've had in the last year and a half where I'm one of the main focuses and I have not ever been called to testify when they say outrageous, slanderous, defamatory things when they've had in the House Intelligence Committee, Senate Intelligence Committee, and others.
[00:43:49.973 --> 00:43:51.254]  They'll have people point blank.
[00:43:51.795 --> 00:43:55.797]  All I want to do is stay in this fight, and I see so many good men and women of every race, color, and creed who believe
[00:44:20.510 --> 00:44:26.474]  Made to where you don't realize your destiny and the spark of humanity you have and what it is you can do and your potential.
[00:44:27.095 --> 00:44:43.626]  Donnie was right that in each of us is a seed of the universe but you have to plant that seed, you have to water that seed, you have to commit to that and you have to not care what slaves of the system say to you when they try to intimidate you and try to laugh
[00:44:43.666 --> 00:44:54.432]  Should it ever appear that the inter-American doctrine of non-interference merely conceals or excuses a policy of non-action, if the nations of this hemisphere
[00:45:12.938 --> 00:45:17.461]  Those attempts to oppress you and control you and lie to you is the system failing.
[00:45:37.393 --> 00:45:38.754]  It knows we love each other.
[00:45:39.274 --> 00:45:40.475]  It knows we're coming together.
[00:45:40.995 --> 00:45:46.239]  It knows we have a fabulous world and things we can do that are so amazing.
[00:45:46.259 --> 00:45:48.060]  We've just begun to discover our power.
[00:45:49.221 --> 00:45:50.542]  And it doesn't want you to have that.
[00:45:50.602 --> 00:45:56.506]  It wants to steal that and capture your soul and use it because it's not creative.
[00:45:57.366 --> 00:46:01.569]  The very word secrecy is repugnant in a free and open society.
[00:46:02.490 --> 00:46:05.952]  And we are as a people, inherently and historically,
[00:46:06.670 --> 00:46:09.413]  The spirit of the New World Order is not creative.
[00:46:09.433 --> 00:46:10.854]  It needs to capture you.
[00:46:33.010 --> 00:46:50.501]  And make you beg it and plead so that you can even be on its platform and show your creativity and then it sits in judgment like a satanic American idol and tells you how good you are because you've served it and you bow to it when it couldn't produce one original thought in the universe.
[00:46:51.441 --> 00:46:56.525]  Innovation and courage and the exercise of will
[00:46:57.521 --> 00:47:03.923]  And learning to be attacked and learning to not submit to that is what makes us grow.
[00:47:08.964 --> 00:47:23.007]  And that, ladies and gentlemen, is why this Saturday I've decided, announcing it today, we're going to be holding the You Can't Close America rally.
[00:47:24.218 --> 00:47:27.239]  At the Texas State Capitol in downtown Austin, Texas.
[00:47:27.259 --> 00:47:37.524]  It's time for citizens to stand up and take our country back, just like President Trump promised during his inaugural address.
[00:47:38.144 --> 00:47:42.346]  You can't close America Rally this Saturday at noon in Austin.
[00:47:43.226 --> 00:47:44.267]  We're into the second hour.
[00:47:44.407 --> 00:47:45.727]  Alex Jones is in the building.
[00:47:45.807 --> 00:47:52.370]  He could come crashing into his studio with breaking news any moment, ladies and gentlemen.
[00:47:56.121 --> 00:47:57.502]  I mean, I'll be perfectly honest with you.
[00:47:57.522 --> 00:48:02.564]  I got to all the desperate news that I wanted to get out and I said, look, I'm going to come on.
[00:48:02.664 --> 00:48:03.824]  I'm not going to rant and rave.
[00:48:03.844 --> 00:48:06.065]  I'm going to be focused and I'm going to hammer it out of the park.
[00:48:06.585 --> 00:48:07.846]  And we did that in the first hour.
[00:48:07.906 --> 00:48:08.906]  So I'm debating now.
[00:48:09.266 --> 00:48:10.847]  Should I open up the phone lines, guys?
[00:48:10.867 --> 00:48:13.648]  Do you think that's a safe bet to open up the phone lines as well?
[00:48:15.689 --> 00:48:22.832]  Yeah, let's do that, because I can sit here and be redundant, but we're going to put the report up in full at Band.Video and at Infowars.com.
[00:48:24.403 --> 00:48:26.310]  It's just so cut and dry it's ridiculous now.
[00:48:28.030 --> 00:48:31.191]  Academia colluding with China, with Harvard and Charles Lieber.
[00:48:31.891 --> 00:48:35.292]  Politicians colluding with China, with Dianne Feinstein and Adam Schiff.
[00:48:36.392 --> 00:48:44.214]  The Deep State colluding with China, with Obama and Fauci and their deal in 2014, which was scrutinized then and covered them.
[00:48:44.834 --> 00:48:46.734]  Dealing in bio-agents.
[00:48:47.674 --> 00:48:53.916]  Dealing in bio-material to China in that lab in Wuhan, specifically COVID viruses.
[00:48:54.236 --> 00:48:55.556]  It's all confirmed!
[00:48:56.929 --> 00:49:00.093]  And it's everything InfoWars first reported.
[00:49:02.736 --> 00:49:13.367]  So, if you want to call in and weigh in on this or weigh in on the idea that this Saturday I'm hosting the You Can't Close America rally at the Austin State Capitol.
[00:49:14.127 --> 00:49:18.431]  Which, I actually had people call into the War Room Show that I host, normally 3 to 6 p.m.
[00:49:18.451 --> 00:49:20.813]  Central, saying, hey, we should do it this Saturday.
[00:49:21.513 --> 00:49:26.477]  And after more further consideration and more research, I determined, yep, that's what we have to do.
[00:49:26.738 --> 00:49:27.518]  Now, here's the thing.
[00:49:28.659 --> 00:49:30.521]  People say, oh, aren't you worried about getting arrested?
[00:49:30.601 --> 00:49:32.723]  Or, you know, you're violating the law, you're gonna catch a virus.
[00:49:32.983 --> 00:49:33.263]  Uh, no.
[00:49:34.024 --> 00:49:34.664]  Zero fears.
[00:49:35.525 --> 00:49:36.666]  Not afraid of catching a virus.
[00:49:37.487 --> 00:49:38.748]  And I'm not afraid of getting arrested.
[00:49:39.368 --> 00:49:40.869]  And if they do want to arrest me, folks,
[00:49:41.837 --> 00:49:44.699]  Well, I think that just, again, exposes everything.
[00:49:44.880 --> 00:49:45.320]  Does it not?
[00:49:45.700 --> 00:49:49.403]  Are we in martial law right now because we're acting like it?
[00:49:51.305 --> 00:49:53.927]  Are we in martial law right now, or do I still have a First Amendment?
[00:49:56.089 --> 00:50:03.716]  Are we in martial law right now, instituted by the Chinese Communists and the Deep State, or am I still allowed
[00:50:05.216 --> 00:50:09.179]  To have free speech and redress my grievances with government.
[00:50:09.400 --> 00:50:10.921]  It's time to reopen the country, folks.
[00:50:11.722 --> 00:50:14.404]  And obviously, D.C.
[00:50:14.704 --> 00:50:21.390]  and the political hacks and the deep state and all the chi-coms in the media are not going to allow that narrative to come out.
[00:50:21.450 --> 00:50:22.611]  They want to stifle that.
[00:50:22.831 --> 00:50:27.235]  They want to put out fake propaganda on Twitter, pretending like everyone's dying.
[00:50:27.455 --> 00:50:31.300]  They want to tell you the hospitals are like war zones, but all we see is dance routine videos.
[00:50:31.540 --> 00:50:33.423]  It's all Chinese Communist propaganda.
[00:50:33.623 --> 00:50:39.751]  The Chi-Coms and the Deep State have colluded to crash the American economy in their latest attempt to get Trump out of office.
[00:50:39.951 --> 00:50:41.253]  What more do you need to know?
[00:50:43.530 --> 00:50:52.975]  And by the way, the perfect distraction as it all comes out, how Barack Obama committed treason and illegally spied on the Trump campaign.
[00:50:53.175 --> 00:51:07.822]  But right now as we speak, folks, the dirty Democrats and the Chinese communist agents and the deep state are working around the clock to scrub this turd that is Barack Obama.
[00:51:08.663 --> 00:51:12.945]  They're going to tell you, just get ready for the ultimate irony on this deal.
[00:51:14.172 --> 00:51:17.454]  Because again, it's undeniable that the Obama administration illegally spied on Trump.
[00:51:17.734 --> 00:51:21.477]  They've now admitted it, but they're getting ready to twist the narrative, folks.
[00:51:22.037 --> 00:51:27.621]  They may do it at the end of this week, like on a Friday, or they may just wait and do it next week, but they're going to twist it.
[00:51:27.641 --> 00:51:29.542]  They're going to say, oh, we were fooled by Russia.
[00:51:29.842 --> 00:51:30.442]  You watch!
[00:51:30.963 --> 00:51:34.245]  Because remember, the only Russian collusion was with Hillary Clinton.
[00:51:35.236 --> 00:51:38.037]  The only Russian collusion was with the Mueller investigation.
[00:51:38.057 --> 00:51:41.318]  They don't even have an investigation if it wasn't for Russian intelligence.
[00:51:41.578 --> 00:51:45.220]  So they're going to turn around and blame Russia and say, oh, Russia gave us bad intel.
[00:51:45.480 --> 00:51:48.861]  And they're going to think you're so stupid that you're actually going to believe that.
[00:51:49.824 --> 00:52:08.878]  They're going to assume that their media has enough power to sell you the bill of goods, that they unwittingly took bad information from Russia and then used that to illegally spy on Trump, with the backdrop of Russian collusion as the narrative, saying Trump did it, when they're admitting they did it, but they're saying, oh no, we can do it, we love America, not Trump.
[00:52:09.338 --> 00:52:10.579]  Which of course is baseless.
[00:52:11.279 --> 00:52:11.920]  On its face.
[00:52:12.700 --> 00:52:13.861]  On its surface value.
[00:52:16.383 --> 00:52:17.444]  And it's all
[00:52:18.513 --> 00:52:21.195]  Being ignored because of this coronavirus.
[00:52:22.455 --> 00:52:27.098]  Trump should be rounding up these people and arresting them yesterday.
[00:52:27.818 --> 00:52:34.822]  Every day Barack Obama and Joe Biden and Hillary Clinton are not arrested, every day this whole country is at stake.
[00:52:36.303 --> 00:52:44.648]  And until Clapper and Brennan and Comey and Obama and Clinton and Biden are brought in for questioning and arrested,
[00:52:46.061 --> 00:52:47.762]  Or even have a military tribunal.
[00:52:47.962 --> 00:52:48.582]  I don't care.
[00:52:48.882 --> 00:52:52.584]  Those treasonous dirtbags need to be on the stand.
[00:52:52.985 --> 00:52:54.045]  Not America!
[00:52:54.886 --> 00:52:56.486]  See, America's on the stand right now.
[00:52:56.807 --> 00:52:57.887]  Oh, you might have a virus.
[00:52:58.087 --> 00:52:59.048]  You can't leave your home.
[00:52:59.388 --> 00:53:00.488]  Oh, you might have a virus.
[00:53:00.749 --> 00:53:01.769]  You can't go shopping.
[00:53:02.149 --> 00:53:03.210]  Oh, you might have a virus.
[00:53:03.270 --> 00:53:04.190]  You have to wear a mask.
[00:53:04.390 --> 00:53:05.311]  You have to wear gloves.
[00:53:05.611 --> 00:53:06.572]  Oh, you might have a virus.
[00:53:06.772 --> 00:53:07.672]  Shut down everything.
[00:53:07.852 --> 00:53:08.913]  Shut down the economy.
[00:53:09.173 --> 00:53:10.614]  So now you're the enemy!
[00:53:11.474 --> 00:53:17.859]  Because you might have a virus that probably 80% of people either already have or still have in their microbiome.
[00:53:19.400 --> 00:53:20.441]  And that's all coming out.
[00:53:20.501 --> 00:53:22.382]  They tested people in Chicago at a hospital.
[00:53:22.703 --> 00:53:25.965]  Most people didn't have coronavirus, but they had the antibodies for it.
[00:53:26.145 --> 00:53:27.506]  That means they recovered, folks.
[00:53:29.147 --> 00:53:35.953]  Same thing happened with, I'm not trying to be gross, but I think it was Seattle or somewhere, they literally tested human feces and they found the same thing.
[00:53:36.493 --> 00:53:38.835]  Most people have already had the coronavirus.
[00:53:40.322 --> 00:53:42.843]  And then you have Birx admitting it, and all the other people admitting it.
[00:53:43.083 --> 00:53:45.645]  If you die of anything, we just say coronavirus.
[00:53:45.845 --> 00:53:52.128]  You could get lugged into the hospital, a dead corpse, three shots to the chest, and they'd say, test him for coronavirus.
[00:53:52.648 --> 00:53:54.749]  And then they'd report it as a coronavirus death.
[00:53:57.338 --> 00:53:59.881]  You've seen the Chinese propaganda being promoted on Twitter.
[00:54:00.102 --> 00:54:03.526]  Fake Twitter accounts saying, my mammy died of coronavirus, this is serious.
[00:54:03.786 --> 00:54:06.069]  My pappy died of coronavirus, this is serious.
[00:54:06.329 --> 00:54:09.273]  Oh my gosh, I just had to pick up my dead kid because coronavirus.
[00:54:09.754 --> 00:54:10.295]  All fake!
[00:54:11.136 --> 00:54:12.637]  And Twitter allows this to happen.
[00:54:12.698 --> 00:54:13.018]  Why?
[00:54:13.298 --> 00:54:15.121]  Twitter is an anti-American agency.
[00:54:16.633 --> 00:54:17.914]  Folks, it's all been exposed.
[00:54:18.054 --> 00:54:19.675]  All the pieces have been put together, okay?
[00:54:20.175 --> 00:54:21.216]  What are we going to do about it?
[00:54:21.936 --> 00:54:23.697]  I can sit here and I can talk about Trump.
[00:54:24.117 --> 00:54:25.298]  I can ask Trump to do things.
[00:54:25.318 --> 00:54:26.519]  We can request Trump to do things.
[00:54:26.539 --> 00:54:27.659]  We can push Trump to do things.
[00:54:27.920 --> 00:54:30.001]  Hell, we can sit here and scold Trump if he doesn't do them.
[00:54:30.221 --> 00:54:31.121]  And he probably deserves that.
[00:54:31.362 --> 00:54:34.043]  But if we don't take action, then what do we deserve?
[00:54:34.584 --> 00:54:36.905]  If we go along with all this, then what do we deserve?
[00:54:38.553 --> 00:54:49.501]  If we don't stand up for our rights and our freedoms and our civil liberties and our Bill of Rights and our Constitution and our right to self-government and our Republic, it's dead!
[00:54:49.941 --> 00:54:55.405]  And the Chinese Communists and their agents in the Deep State will come roll us up, just like they're doing.
[00:54:55.465 --> 00:54:57.366]  And let me, here's the one other thing, folks.
[00:54:58.347 --> 00:55:02.370]  And it's so bombshell, it's just like, you know, how do you even, how do people even comprehend it?
[00:55:02.390 --> 00:55:02.930]  They can't.
[00:55:03.951 --> 00:55:05.572]  You know, it's like finding out you have cancer.
[00:55:05.592 --> 00:55:06.933]  It's like, well, what can you do after that?
[00:55:08.456 --> 00:55:12.897]  Folks, all of this that we're seeing was already planned out years ago.
[00:55:14.118 --> 00:55:16.898]  That's why Obama sold China the Wuhan virus.
[00:55:18.239 --> 00:55:22.060]  That's why you had Chinese working with Harvard scientists to develop it.
[00:55:23.140 --> 00:55:24.461]  Okay, it was already going on.
[00:55:25.281 --> 00:55:26.041]  Here's the problem.
[00:55:26.601 --> 00:55:27.882]  They're rolling out their plan.
[00:55:27.942 --> 00:55:30.823]  Donald Trump has just been a roadblock for them.
[00:55:30.863 --> 00:55:32.183]  He's just been a speed bump for them.
[00:55:34.813 --> 00:55:39.599]  The biggest obstacle President Trump put in front of them was banning Huawei from the United States.
[00:55:42.002 --> 00:55:51.513]  Ladies and gentlemen, if Hillary Clinton would have won, Huawei would have been allowed in the U.S., they would have put their 5G technology everywhere, and we would have seen the same stuff here that we saw in Wuhan.
[00:55:52.455 --> 00:55:53.675]  You would have seen the seizures.
[00:55:53.695 --> 00:55:55.215]  You would have seen the coughing up of blood.
[00:55:55.235 --> 00:55:56.756]  You would have seen the collapsing in the streets.
[00:55:56.776 --> 00:55:58.416]  You would have seen the deadly outbreak.
[00:55:58.476 --> 00:55:58.816]  Why?
[00:55:59.076 --> 00:56:03.257]  Because the 5G radio waves are deadly.
[00:56:03.577 --> 00:56:08.098]  And it's a guarantee China has turned them into a weapon.
[00:56:08.378 --> 00:56:09.758]  A frequency weapon.
[00:56:09.958 --> 00:56:12.018]  And they tested it on their own people in Wuhan.
[00:56:12.239 --> 00:56:15.479]  That's why you only see the outbreak in Wuhan and nowhere else.
[00:56:16.039 --> 00:56:20.200]  That's why the Navy, which has now docked four Navy ships,
[00:56:21.980 --> 00:56:27.943]  And now the Chinese Navy is rolling back outside of Thailand, rolling back into the South China Sea.
[00:56:31.825 --> 00:56:37.127]  That's why the cruise ships that had the 5G technology on them had coronavirus outbreaks.
[00:56:37.367 --> 00:56:42.530]  That's why the 5G towers they put on children's schools so children develop cancer.
[00:56:44.668 --> 00:56:53.610]  If Hillary Clinton would have won, Huawei would have been allowed in the U.S., their 5G frequency weapon would have been blasting us, and all of the United States would have looked like Wuhan.
[00:56:53.870 --> 00:56:59.211]  Thank God President Trump is in the White House and not that demon Hillary Clinton.
[00:56:59.231 --> 00:57:01.031]  It would have been death for America, folks.
[00:57:02.172 --> 00:57:03.652]  And Trump has been a great speed block.
[00:57:04.492 --> 00:57:08.253]  But it's time for that speed block to turn into an absolute savage.
[00:57:09.284 --> 00:57:11.145]  Just like we saw in the press briefing yesterday.
[00:57:11.165 --> 00:57:12.786]  So phone lines coming up 877-789-2539.
[00:57:12.806 --> 00:57:12.846]  877-789-2539.
[00:57:12.886 --> 00:57:15.308]  How do we take America back?
[00:57:15.428 --> 00:57:24.754]  And I'm here to tell you I don't need you to thank me and tell me I've done a good job.
[00:57:24.854 --> 00:57:27.015]  I've done nothing but my duty!
[00:57:27.035 --> 00:57:31.678]  I discovered a bunch of bloodthirsty scum coming after innocent people!
[00:57:31.738 --> 00:57:33.680]  And I've been fighting them for 13 years!
[00:57:33.860 --> 00:57:36.501]  And I'll never stop while I'm drawing breath!
[00:57:38.460 --> 00:57:45.463]  For 26 years, Alex Jones and Infowars have been sounding the alarm for patriots worldwide.
[00:57:46.203 --> 00:58:03.869]  Waking people up to the New World Order, Bohemian Grove, the American Deep State, the rise of Communist China, the plan for global depopulation, and global elite pedophiles who prey off of our young.
[00:58:05.160 --> 00:58:10.904]  The enemy has done their best to destroy us, but because of your support, our fight continues.
[00:58:11.604 --> 00:58:12.045]  Join us.
[00:58:12.065 --> 00:58:16.688]  Support the InfoWars, and together, we will slay the dragon.
[00:58:16.908 --> 00:58:19.030]  Keep fighting Alex, you're the gladiator.
[00:58:19.050 --> 00:58:28.096]  Alright ladies and gentlemen, we're back live from the InfoWars World Headquarters in Austin, Texas, where this Saturday, I am
[00:58:31.087 --> 00:58:34.209]  Hosting and attending the You Can't Close America rally.
[00:58:34.229 --> 00:58:43.214]  Now it was just sent to me, apparently there's already a rally planned for Thursday at noon at the Governor's Mansion, which is basically right next door to the state capitol.
[00:58:44.375 --> 00:58:45.936]  Obviously the capitol grounds are large.
[00:58:47.265 --> 00:58:53.491]  For all intents and purposes, it's just catty corner to the state capitol on the south side.
[00:58:54.372 --> 00:58:56.313]  So that's Thursday.
[00:58:56.353 --> 00:58:57.594]  Now, I didn't know anything about that.
[00:58:57.614 --> 00:59:00.717]  That was just sent to me, so may attend that as well.
[00:59:01.558 --> 00:59:03.780]  But Saturday, I want this to be the big one.
[00:59:03.820 --> 00:59:04.741]  I want people to show up.
[00:59:04.761 --> 00:59:05.802]  We're promoting it here today.
[00:59:05.842 --> 00:59:06.542]  We just decided.
[00:59:07.469 --> 00:59:14.695]  You can't close America Rally this Saturday noon at the Texas State Capitol.
[00:59:15.055 --> 00:59:17.557]  Are we under martial law or do we still have a First Amendment?
[00:59:18.498 --> 00:59:20.179]  Only one way to find out.
[00:59:21.320 --> 00:59:26.003]  But I cannot emphasize this enough, ladies and gentlemen.
[00:59:27.404 --> 00:59:32.048]  This has been an exercise in tyranny and we've gone along with it.
[00:59:34.258 --> 00:59:35.039]  We've gone along with it.
[00:59:35.579 --> 00:59:37.220]  And they've put the gun to our head.
[00:59:37.841 --> 00:59:39.582]  Actually, they've put multiple guns to our head.
[00:59:39.982 --> 00:59:42.264]  They put the coronavirus gun to our head.
[00:59:42.644 --> 00:59:44.586]  Then they put the we'll find you gun to our head.
[00:59:44.866 --> 00:59:46.868]  Then they put the we'll arrest you gun to our head.
[00:59:48.649 --> 00:59:51.031]  So they're holding us hostage, folks, illegally.
[00:59:52.011 --> 00:59:53.673]  The government cannot tell you to shut down.
[00:59:54.093 --> 00:59:56.295]  The government can't shut down the private free market.
[00:59:56.335 --> 00:59:58.556]  I mean, this is ridiculous.
[01:00:00.635 --> 01:00:04.278]  It's like, I can't believe people don't see this total tyranny rollout that we're dealing with.
[01:00:04.998 --> 01:00:08.881]  But before I end up babbling for the rest of the segment, I'm going to go to your calls here.
[01:00:08.921 --> 01:00:10.863]  Remember folks, InfoWarsStore.com.
[01:00:13.384 --> 01:00:13.985]  Here's the story.
[01:00:14.125 --> 01:00:18.008]  InfoWars is a rock in the flow of tyranny.
[01:00:18.588 --> 01:00:20.210]  We will not be moved.
[01:00:22.091 --> 01:00:25.954]  And the only way we can be ineffective is if we are removed.
[01:00:26.650 --> 01:00:33.285]  But as long as you support us at InfowarsStore.com, we cannot and will not be moved.
[01:00:33.425 --> 01:00:34.247]  We know our role.
[01:00:36.021 --> 01:00:39.584]  And the good news is, hey, we sell the best supplements at InfoWarsTore.com.
[01:00:39.904 --> 01:00:41.225]  The enemy of America knows that.
[01:00:41.245 --> 01:00:42.666]  That's why they go after our store.
[01:00:42.706 --> 01:00:43.947]  They don't want you to be healthy.
[01:00:43.987 --> 01:00:49.612]  They don't want you to see the powerful documents, documentaries at InfoWarsTore.com.
