[00:00:00.289 --> 00:00:05.811]  From the front lines of the Information War, it's Alex Jones.
[00:42:04.532 --> 00:42:19.481]  I'll take the real Wal-Wal-West that's America over their whole globalist nanny state BS system any day and I'll bet on you every time because I know you've got what it takes and you really want reality.
[00:42:19.981 --> 00:42:21.262]  And we've tested it.
[00:42:21.622 --> 00:42:27.226]  We've already won fantastically and our greatest days are ahead but there are massive challenges.
[00:42:28.106 --> 00:42:29.287]  Alright, I'm gonna give the number out.
[00:42:30.492 --> 00:42:36.556]  Next segment start taking your phone calls and I'm gonna hit all this other news I haven't gotten to yet on this live Monday edition.
[00:42:36.576 --> 00:42:41.199]  I'm very honored to be here and to be your host and one reason I'm on air is because of you and we love you and we appreciate you.
[00:42:41.219 --> 00:42:43.781]  I want to play this important report.
[00:42:45.802 --> 00:42:48.804]  The dawn of race-specific bio-warfare is upon us.
[00:42:49.945 --> 00:42:57.870]  This bio-attack is race-specific targeting specifically Chinese
[00:42:59.002 --> 00:43:00.722]  Military age males.
[00:43:01.803 --> 00:43:05.784]  And then almost all the people infected and almost all of those dying are males.
[00:43:07.524 --> 00:43:08.744]  That's hidden in the literature.
[00:43:09.704 --> 00:43:10.625]  The medical reports.
[00:43:11.545 --> 00:43:20.147]  And then you get the scan by the major Indian scientific gene-splicing university and it's conclusive!
[00:43:21.987 --> 00:43:24.088]  And now other groups have looked at it and said, yeah,
[00:43:26.348 --> 00:43:34.131]  It's even got the insertion gene that you see with RNA and gene editing where it was injected.
[00:43:36.392 --> 00:43:39.032]  There's signatures right there.
[00:43:39.553 --> 00:43:42.254]  So, I'm not going to give the U.S.
[00:43:42.274 --> 00:43:54.138]  government a pass and say for sure that somebody in the deep state on the American team isn't pissed at enough fentanyl being shipped in every couple months to kill the entire world population.
[00:43:54.838 --> 00:43:56.959]  You're like, that's what shipped into the U.S.?
[00:43:57.059 --> 00:43:57.340]  Yes.
[00:43:58.060 --> 00:43:59.201]  Enough to kill the whole world.
[00:44:10.219 --> 00:44:14.362]  That's why you see homeless everywhere laying out asleep during the day, asleep at night.
[00:44:14.402 --> 00:44:16.264]  They're not asleep, they're passed out on fentanyl.
[00:44:16.784 --> 00:44:31.276]  But you pull back from this, and you think about what's going on in China, they need an excuse to clamp down on their political enemies, a way to unify the population under control, a way to get the world to endorse their tyranny, something Trump's suddenly done that's wrong.
[00:44:32.737 --> 00:44:35.860]  You're like, oh, they would never kill millions of their own military-aged men.
[00:44:35.940 --> 00:44:36.901]  It's called a balance.
[00:44:39.299 --> 00:44:44.701]  I did fall pregnant for a second time, Jiang Xinping tells me, but I had an abortion.
[00:44:45.001 --> 00:44:45.821]  Did you have a choice?
[00:44:49.643 --> 00:44:51.323]  I couldn't keep it, she replies.
[00:44:51.864 --> 00:44:55.265]  You either go willingly, or the government comes for you.
[00:44:55.905 --> 00:44:57.266]  That's what the Chai comms talk about.
[00:44:57.646 --> 00:44:58.846]  One child policy.
[00:44:59.066 --> 00:45:00.107]  This is even from Wikipedia.
[00:45:00.127 --> 00:45:02.808]  I don't just believe Wikipedia, it links through to all the government sources.
[00:45:04.206 --> 00:45:11.668]  According to Chinese government, 400 million births have been prevented and tens of millions have been killed after they're born.
[00:45:12.288 --> 00:45:15.409]  China's sex ratio is out of whack.
[00:45:15.429 --> 00:45:18.209]  117.7 boys to every 100 girls.
[00:45:19.009 --> 00:45:22.350]  That means higher crime rates and fewer eligible brides.
[00:45:22.550 --> 00:45:25.771]  So if they'll kill 400 million people, mainly girls...
[00:45:26.892 --> 00:45:31.473]  Will they release a race-specific bioweapon only targeting military-age men?
[00:45:31.913 --> 00:45:33.734]  Yes, because they've done the demographics.
[00:45:34.274 --> 00:45:43.516]  And they've got an internal problem because there's hundreds of millions of more men than women, and they can't find women.
[00:45:45.176 --> 00:45:47.217]  So see, first they took the girls away from you.
[00:45:48.626 --> 00:45:54.552]  Then they let you get up to 30 years old or whatever, let you extinguish some of your energy, and now they're just gonna kill you.
[00:45:54.852 --> 00:45:58.416]  The evidence mounts, this is a race-specific bioweapon, well we know it's that.
[00:45:58.836 --> 00:46:06.964]  The evidence mounts that the shycoms launched this against themselves to save face about their economic collapse, their lost war with the US.
[00:46:07.905 --> 00:46:10.347]  And as a way to clamp down and control their population.
[00:46:10.367 --> 00:46:13.910]  I remember my grandfather going, they want us to have a nuclear war.
[00:46:15.011 --> 00:46:20.615]  The Chinese dictator, whoever it was after Mao died, says he wants us to nuke them because they want to get rid of their population.
[00:46:20.635 --> 00:46:22.637]  They're the only group in the world that wants to get rid of them.
[00:46:22.897 --> 00:46:26.300]  That's why they fit into this world government scheme to reduce the population.
[00:46:26.720 --> 00:46:31.064]  And I'm telling you, they'll release a race-specific weapon and blame it on us.
[00:46:31.144 --> 00:46:32.085]  That's the plan!
[00:46:35.163 --> 00:46:37.404]  Don't act so surprised, Globalist.
[00:46:38.264 --> 00:46:41.465]  You didn't think you could silence the American people, did you?
[00:46:42.065 --> 00:46:45.406]  Join Bandot Video, and I will complete your training.
[00:46:46.006 --> 00:46:49.927]  Together, we can overthrow the Emperor and restore the Republic.
[00:46:50.447 --> 00:46:55.629]  All right.
[00:46:56.989 --> 00:46:59.150]  Lock yourselves in, ladies and gentlemen, because...
[00:47:00.049 --> 00:47:01.450]  We're gonna get the number out when we come back.
[00:47:01.810 --> 00:47:04.392]  And had all the big breaking news straight ahead.
[00:47:04.492 --> 00:47:06.934]  On the other side, I am your host, Alex Jones.
[00:47:07.855 --> 00:47:09.236]  And this is the InfoWar.
[00:47:09.296 --> 00:47:12.398]  This is the pro-human transmission.
[00:47:13.019 --> 00:47:14.820]  This is the resistance.
[00:47:17.282 --> 00:47:19.403]  Monday through Friday from 11 a.m.
[00:47:19.443 --> 00:47:20.024]  to 3 p.m.
[00:47:20.064 --> 00:47:21.385]  Central, I am here live.
[00:47:21.925 --> 00:47:23.146]  Right after the David Knight Show.
[00:47:23.166 --> 00:47:25.027]  8 a.m.
[00:47:25.047 --> 00:47:25.668]  to 11 a.m.
[00:47:25.988 --> 00:47:27.389]  after I end my transmission.
[00:47:27.469 --> 00:47:28.170]  Owen Schroer!
[00:47:29.633 --> 00:47:34.695]  And when she's co-hosting Savannah Hernandez Takeover, we're in full wars.
[00:47:34.735 --> 00:47:57.166]  We file a lot of live reports, a lot of special reports, and we're demonized and lied about by the controlled corporate media because they are a bunch of puppets that follow their orders and they can't stand the existence of real individuals that aren't always right but are trying to tell the truth and that are independent and that are captains of their own ship.
[00:48:00.560 --> 00:48:02.961]  So here we are in defiance of their tyranny.
[00:48:03.801 --> 00:48:06.821]  I want to open the phones up for the balance of the broadcast.
[00:48:09.342 --> 00:48:16.943]  On any topic you want to discuss, any issue you want to break down, obviously the coronavirus outbreak is getting out of control.
[00:48:17.264 --> 00:48:22.085]  They've locked down Beijing, the capital of China, and other major cities.
[00:48:22.225 --> 00:48:23.225]  Now they're announcing
[00:48:24.150 --> 00:48:31.753]  And the footage coming out of people being mass-arrested and put into small dog kennel-like cubes, begging for their lives.
[00:48:33.434 --> 00:48:36.595]  And right after Beijing was quarantined, now Shanghai's been locked down.
[00:48:36.975 --> 00:48:43.017]  This is definitely being used by the Chi-Coms as a political power grab as well, with the UN praising their action.
[00:48:43.037 --> 00:48:47.379]  But again, if the US blocks planes from China, we're racist.
[00:48:47.399 --> 00:48:48.679]  The UN said that as well.
[00:48:48.719 --> 00:48:50.380]  That's just oxymoronic.
[00:48:51.596 --> 00:48:56.357]  They don't criticize Russia stopping flights two weeks ago and closing their border a week and a half ago.
[00:48:56.477 --> 00:48:57.918]  Oh no, that's wonderful, or other people.
[00:48:57.958 --> 00:48:58.878]  No, no, it's us!
[00:49:00.898 --> 00:49:01.518]  It's us!
[00:49:05.900 --> 00:49:06.920]  We're the bad guys.
[00:49:07.680 --> 00:49:09.240]  China says don't be on the streets.
[00:49:10.341 --> 00:49:11.241]  Where are they gonna get food?
[00:49:11.261 --> 00:49:15.342]  Where are they gonna get... But think about this, what happens when the food and stuff runs out?
[00:49:15.842 --> 00:49:19.603]  The virus incubates, what, eight to ten days, and you can get it again after you've had it.
[00:49:20.962 --> 00:49:26.345]  Can we put up on screen the official UN death toll and kind of show that map for TV viewers?
[00:49:27.266 --> 00:49:32.969]  Because we know it's definitely way higher than they're saying, but is the response overblown?
[00:49:35.250 --> 00:49:35.470]  U.S.
[00:49:35.510 --> 00:49:38.052]  government setting up quarantine centers here in the United States?
[00:49:38.152 --> 00:49:38.412]  U.S.
[00:49:38.472 --> 00:49:38.912]  military?
[00:49:40.173 --> 00:49:41.314]  We told you that two weeks ago.
[00:49:42.394 --> 00:49:45.216]  Didn't want to scare folks, but they were thinking it was going to be big and it was already being set up.
[00:49:45.276 --> 00:49:46.176]  Here it is, all confirmed.
[00:49:46.697 --> 00:49:47.257]  Miami Herald.
[00:49:49.209 --> 00:49:50.369]  Toll-free number to join us is 877-789-2539.
[00:49:50.389 --> 00:49:50.749]  877-789-Alex or 877-789-2539.
[00:49:50.789 --> 00:49:54.310]  And if you're in China and you can get through the line, you'll go to the front of the line.
[00:49:54.330 --> 00:49:54.370]  877-789-2539.
[00:49:54.390 --> 00:49:56.251]  And guys, put on screen for me the...
[00:50:08.905 --> 00:50:10.506]  International Line, dial the U.S.
[00:50:10.526 --> 00:50:14.427]  country code and 512-646-1776.
[00:50:14.448 --> 00:50:14.828]  512-646-1776.
[00:50:15.268 --> 00:50:26.933]  In other news, Pompeo sounds alarm over China attempt to suppress free speech.
[00:50:27.653 --> 00:50:27.894]  U.S.
[00:50:27.934 --> 00:50:30.815]  charges four Chinese military members in Equifax breach.
[00:50:35.097 --> 00:50:37.618]  That's just some of the news on that front.
[00:50:38.899 --> 00:50:42.381]  Attorney General Barr takes on human trafficking and child welfare system.
[00:50:42.641 --> 00:50:45.262]  There's video up on nationalfile.com and infowars.com.
[00:50:45.522 --> 00:50:46.382]  We'll be covering that.
[00:50:47.023 --> 00:50:55.446]  They're calling it fake video where people take Pelosi tearing up Trump's speech and then add it to things and repeat it over and over again.
[00:50:55.486 --> 00:50:56.847]  No, it's called a meme.
[00:50:57.687 --> 00:51:03.190]  But when photographers edit video of Trump looking insane, that's okay.
[00:51:03.210 --> 00:51:03.830]  That's not fake.
[00:51:05.043 --> 00:51:11.372]  But when it isn't fake, well, it's got to be gotten rid of.
[00:51:12.374 --> 00:51:14.657]  So all of that is coming up.
[00:51:14.717 --> 00:51:19.204]  But they're now announcing AI is going to be watching everything you post and do.
[00:51:19.244 --> 00:51:21.327]  And if they decide
[00:51:24.958 --> 00:51:27.319]  That it's edited, you can't have it.
[00:51:27.359 --> 00:51:29.940]  So they're telling the general public, you can't edit video.
[00:51:30.700 --> 00:51:32.721]  So you notice a year and a half ago, it's banned Alex Jones.
[00:51:32.741 --> 00:51:36.262]  A year and a half later, it's, oh, you can't edit video and put it on the internet.
[00:51:36.622 --> 00:51:42.024]  Any edited video, zooming it in, slowing it down, repeating something, you're not allowed.
[00:51:42.444 --> 00:51:43.685]  We call that fake news.
[00:51:45.085 --> 00:51:48.906]  That's why all PolitiFact and people fact check comics now.
[00:51:51.527 --> 00:51:52.788]  They fact check memes because
[00:51:53.919 --> 00:51:59.825]  They're waging war on just human interaction and saying, oh, you're trying to deceive somebody.
[00:52:03.629 --> 00:52:06.312]  We're not doing any such thing.
[00:52:06.733 --> 00:52:12.419]  This is what's done over and over and over again by these people.
[00:52:14.085 --> 00:52:24.570]  Okay, we're going to go to break in a few minutes, come back, go to all of your phone calls, but I did want to spend some time on something that really gives you an idea of how bad this coronavirus really is.
[00:52:25.030 --> 00:52:35.775]  I told you two weeks ago that almost all the other major food distributors were actually sold out of food and trying to now buy up more food.
[00:52:36.578 --> 00:52:46.761]  But that our big sponsor that we've had for over 10 years, MyPaperSupply, had plenty of food on hand, but they were honest that there was a 7-10 day wait because they had to package it running 24 hours a day.
[00:52:47.301 --> 00:52:50.542]  Three or four times the biggest volume of ordering that they've ever seen.
[00:52:51.102 --> 00:52:56.543]  With Homeland Security and with FEMA and with the Office of Personnel.
[00:52:57.284 --> 00:53:02.405]  All of them trying to call and buy up whatever food they had for their quarantine centers around the United States.
[00:53:03.783 --> 00:53:04.824]  Remember that was two weeks ago.
[00:53:04.864 --> 00:53:09.608]  I told you they're setting up quarantine centers and they want emergency backup food for folks inside of quarantine centers.
[00:53:11.429 --> 00:53:12.310]  And the U.S.
[00:53:12.330 --> 00:53:16.233]  government already has huge stockpiles of storable food, so why would they be wanting even more?
[00:53:16.253 --> 00:53:22.999]  Because a lot of it's 20, 30 years old and the government employees want good stuff and they know my Patriots good, but they're buying up everything already.
[00:53:23.973 --> 00:53:26.434]  Now, a lot of these other companies, I don't have them as sponsors.
[00:53:26.494 --> 00:53:28.416]  I could have six, seven food sponsors right now.
[00:53:28.556 --> 00:53:35.860]  I don't, because I learned early on, if there's not a big rush, and there's nothing going on, they got the food, and you know, it's okay.
[00:53:37.441 --> 00:53:44.285]  But when there's a problem, no, they'll take your order, but they won't ship it out to you for a few months, until they finally get the money, and then make the food, and put it all together.
[00:53:45.606 --> 00:53:49.628]  When you order at InfoWorksStore.com, you get the lowest price and the full catalog of My Patriot Supply.
[00:53:50.008 --> 00:53:52.390]  It funds our operation, and they're in our back end.
[00:53:52.510 --> 00:53:53.370]  They get the orders.
[00:53:53.470 --> 00:53:59.613]  It's, boom, goes right into queue with them, and you get it just as fast as anybody else that orders from them.
[00:54:01.194 --> 00:54:02.415]  And it supports the operation.
[00:54:03.755 --> 00:54:05.797]  And now it's 10 to 14 days.
[00:54:06.437 --> 00:54:07.878]  They're right at about 10 days right now.
[00:54:07.918 --> 00:54:11.079]  I just wanted to say 10 to 14, because the orders aren't going down.
[00:54:11.139 --> 00:54:12.120]  They're intensifying.
[00:54:14.400 --> 00:54:16.562]  Because folks know this is really serious now.
[00:54:16.602 --> 00:54:24.669]  But for 2020, for economic issues down the road, for inflation, for a possible depression, for any reason, this is insurance you can eat.
[00:54:25.230 --> 00:54:27.832]  This is stuff that you can save and know that you're always going to use.
[00:54:27.852 --> 00:54:30.734]  If you don't use your car insurance or your medical, well, it's money lost.
[00:54:30.754 --> 00:54:34.838]  But with this, it tastes as good as 10 years as it does today.
[00:54:36.286 --> 00:54:40.790]  A lot of this food is indistinguishable from gourmet-type stuff you get at the store.
[00:54:40.850 --> 00:54:45.733]  Some of it tastes okay, but for the price, you're getting the best high-quality stuff there is out there.
[00:54:45.773 --> 00:54:46.754]  Nobody can come close.
[00:54:47.234 --> 00:54:52.699]  They're cheaper than all the major competitors, and they want to be so that you come back to them over and over again.
[00:54:52.719 --> 00:54:55.621]  They're now the biggest storable food company in the United States.
[00:54:55.681 --> 00:54:59.264]  They have the great Alexa Pure filtration.
[00:54:59.644 --> 00:55:00.565]  You see it's top-rated.
[00:55:00.605 --> 00:55:03.167]  Their air filter's top-rated, but half the price of competitors.
[00:55:03.687 --> 00:55:05.068]  They have the same philosophy as I do.
[00:55:05.108 --> 00:55:15.091]  So I want to go out and get one sponsor, one supplier, that's just good year after year, that you get a great response from, that I use, and that you get quality products from.
[00:55:16.092 --> 00:55:27.296]  And so, it's there, it's available right now, and I would advise everybody, if you've been on the fence about a four-week supply, about a three-month supply, about a six-month supply, about a year supply,
[00:55:28.735 --> 00:55:32.176]  This is something that everybody that can should have.
[00:55:32.216 --> 00:55:36.498]  And it's in these great high-quality plastic tote containers that are sealed.
[00:55:36.918 --> 00:55:39.939]  Then it's got sealed packaging inside of that.
[00:55:40.039 --> 00:55:41.399]  It's absolutely filled to the brim.
[00:55:41.819 --> 00:55:43.520]  You're not paying for air here, folks.
[00:55:44.080 --> 00:55:46.001]  This is the best bang for your buck out there.
[00:55:46.081 --> 00:55:49.102]  That's why they are our supplier.
[00:55:49.582 --> 00:55:57.864]  So don't wait anymore, go to mfoarstore.com, get your order in today, and know that you will be at the front of the line to get it as quickly as possible.
[00:55:58.204 --> 00:56:06.586]  You get it in, it's guaranteed 10 to 14 days, they have the food, it's just that they've gotta package it, and it is crazy, the volume.
[00:56:07.346 --> 00:56:08.846]  Almost no one else has any food.
[00:56:08.866 --> 00:56:09.406]  Do they tell you?
[00:56:09.426 --> 00:56:09.906]  They do.
[00:56:10.086 --> 00:56:14.287]  They're lying to you, or you're gonna get 20-year-old C-rations, in my experience.
[00:56:15.067 --> 00:56:16.948]  It just does not exist out there.
[00:56:17.968 --> 00:56:23.853]  And I was there two weeks ago, and they were saying, should we spend everything we get coming in to order more food for other folks?
[00:56:23.873 --> 00:56:24.834]  Do you think this is how bad?
[00:56:24.894 --> 00:56:27.096]  I said, yeah, no, I think your gut level's right.
[00:56:27.136 --> 00:56:28.017]  I said, go all in.
[00:56:28.037 --> 00:56:33.921]  I think, unfortunately, you know, in a month, you'll be selling more food than you are now, because I think this is pretty serious.
[00:56:33.941 --> 00:56:35.343]  The response we're seeing is really serious.
[00:56:35.383 --> 00:56:37.184]  And regardless, 2020 is a crazy year.
[00:56:37.224 --> 00:56:37.905]  People need to be prepared.
[00:56:38.665 --> 00:56:42.166]  And so they've purchased a ton more food, and it's all coming in, all getting ready.
[00:56:42.186 --> 00:56:46.508]  But you order now, you're ordering food they have in stock that you will get.
[00:56:46.588 --> 00:56:48.089]  But I would not wait any more.
[00:56:48.169 --> 00:56:48.829]  What's going on?
[00:56:49.369 --> 00:56:51.890]  Infowarsstore.com or 888-253-3139.
[00:56:51.930 --> 00:56:55.412]  They have a lot of specialty meals, you name it.
[00:56:55.932 --> 00:56:56.712]  Amazing food.
[00:56:56.752 --> 00:56:57.232]  Get it today.
[00:56:58.533 --> 00:57:06.516]  You know, I was thinking this morning when I woke up, the Democrats have been very, very silent since Trump.
[00:57:07.349 --> 00:57:09.809]  ...was acquitted in the Senate last week.
[00:57:11.070 --> 00:57:15.150]  In fact, right after it happened, there was almost no coverage on CNN.
[00:57:15.170 --> 00:57:16.191]  It was just like a footnote.
[00:57:17.511 --> 00:57:20.491]  And now they're just calling him the impeached president and they've moved on to other stories.
[00:57:22.452 --> 00:57:26.512]  So as soon as the Russiagate fell apart, they kind of shut up about that for a while, moved on to Ukraine.
[00:57:28.353 --> 00:57:35.574]  What scandal are they going to cook up next to try to get the president on the defensive so he can't get his policies through?
[00:57:38.046 --> 00:57:40.206]  Is it going to be a woman saying he raped them?
[00:57:41.007 --> 00:57:43.327]  Is it going to be there's a tape of the president saying the N-word?
[00:57:47.648 --> 00:57:49.988]  Who knows what they're going to pull or what they're going to do.
[00:57:50.008 --> 00:57:54.649]  Just more fake garbage, more lies, more disinformation.
[00:57:56.249 --> 00:57:57.950]  But that's just a question to all the listeners.
[00:57:59.470 --> 00:58:04.611]  Bill and Greg and Hayden and Presley and Levi and Smig and Chris and Debbie and CJ.
[00:58:06.015 --> 00:58:09.177]  They're calling about different topics, and I want to hear from you, but I'm just simply asking.
[00:58:12.478 --> 00:58:13.979]  They're deathly quiet right now.
[00:58:15.500 --> 00:58:17.801]  They don't have a new allegation anymore.
[00:58:19.983 --> 00:58:21.263]  What is it going to be?
[00:58:21.283 --> 00:58:30.408]  I mean, their talking point has been that he wasn't exonerated and that he wasn't found not guilty, even though he was.
[00:58:31.549 --> 00:58:33.570]  Now, acquitted, found not guilty.
[00:58:33.970 --> 00:58:35.591]  Not guilty means guilty now.
[00:58:37.108 --> 00:58:38.609]  Not guilty means, well, you're still guilty.
[00:58:39.630 --> 00:58:40.450]  And 2 plus 2 equals 5,000.
[00:58:40.870 --> 00:58:43.292]  And the Easter Bunny's real, and so is Santa Claus.
[00:58:43.332 --> 00:58:45.293]  I mean, it's unbelievable.
[00:58:45.933 --> 00:58:50.656]  But we should all be asking, what's the next big fiasco gonna be?
[00:58:53.318 --> 00:58:55.799]  You go, but it'll make Democrats look like fools to have a new impeachment.
[00:58:55.979 --> 00:59:00.922]  They've said they are gonna do it, probably before the election, with 266 days left.
[00:59:01.163 --> 00:59:04.845]  And the fiasco in Iowa, and them trying to steal it from Bernie Sanders again?
[00:59:07.483 --> 00:59:08.864]  But doesn't that scare the hell out of you?
[00:59:10.285 --> 00:59:21.752]  The Democratic Party wants a dyed-in-the-wool communist that actually said, there's too many choices at the grocery store.
[00:59:22.272 --> 00:59:24.013]  I've played the video before.
[00:59:24.314 --> 00:59:30.177]  There's video of him saying, there are too many choices at the grocery store.
[00:59:31.178 --> 00:59:32.279]  There's too much.
[00:59:32.999 --> 00:59:34.100]  We need lines.
[00:59:45.592 --> 00:59:46.992]  We've tried communism everywhere.
[00:59:47.053 --> 00:59:47.793]  It's a disaster.
[00:59:47.833 --> 00:59:53.635]  But we've got a big crop of millennials that have been promised they're going to be commanders in it.
[00:59:55.155 --> 00:59:57.176]  Why, there's a place for them running things.
[00:59:57.456 --> 01:00:00.797]  They can't run their own lives, but they're going to run ours.
[01:00:01.898 --> 01:00:02.678]  Don't you worry.
[01:00:02.718 --> 01:00:04.318]  They're going to start right off at the top.
[01:00:06.699 --> 01:00:07.139]  There it is.
[01:00:07.539 --> 01:00:14.982]  We don't need 23 choices of deodorant, 18 choices of sneakers when kids are going hungry.
[01:00:17.196 --> 01:00:19.698]  Doesn't he know that more choice means more?
[01:00:20.218 --> 01:00:23.760]  And that people in the West go hungry less than anyone else?
[01:00:24.041 --> 01:00:31.946]  And his model of Venezuela has over 1,500 people a week starving to death?
[01:00:33.687 --> 01:00:35.068]  It does not matter.
[01:00:35.989 --> 01:00:37.610]  He has bozo hair.
[01:00:38.691 --> 01:00:42.573]  And when you have bozo hair, you know best.
[01:00:44.775 --> 01:00:46.036]  All right, I'm gonna stop it right now.
[01:00:47.372 --> 01:00:53.717]  Craig, Hayden, Presley, Levi, Schmig, Chris, Debbie, CJ.
[01:00:56.219 --> 01:00:57.700]  Who should we talk to first?
[01:01:02.164 --> 01:01:04.125]  Let's talk to Presley in North Carolina.
[01:01:04.165 --> 01:01:05.006]  Presley, you're on the air.
[01:01:05.026 --> 01:01:05.306]  Welcome.
[01:01:06.827 --> 01:01:07.288]  Hey, Alex.
[01:01:07.528 --> 01:01:08.369]  Great to talk to you.
[01:01:08.629 --> 01:01:09.269]  God bless you.
[01:01:09.470 --> 01:01:10.971]  Always praying for you and the country.
[01:01:12.503 --> 01:01:16.985]  I've been listening to you since I found you on Sacred Count, E-Bombs World, man, about 20 years ago.
[01:01:17.005 --> 01:01:18.625]  That's how long I've been listening to you.
[01:01:18.685 --> 01:01:20.666]  Wow, you've been putting up with me for a while, brother.
[01:01:21.506 --> 01:01:24.067]  Yeah, man, when you used to hang out with Rogan and Stan Ho.
[01:01:24.507 --> 01:01:26.208]  Turned my brother on to you, too, so.
[01:01:27.028 --> 01:01:31.869]  I just wanted to bring up how it's funny that the protests for freedom in Hong Kong stopped because of the virus.
[01:01:31.930 --> 01:01:34.190]  I wonder if that was somehow a part of it.
[01:01:35.431 --> 01:01:35.931]  Say that again?
[01:01:37.060 --> 01:01:41.762]  How the protests for freedom, democracy and freedom in Hong Kong stopped because of this virus.
[01:01:41.962 --> 01:01:42.602]  Oh, yeah.
[01:01:43.062 --> 01:01:47.784]  They've definitely used it as a way to clamp down rebellion all over China.
[01:01:47.884 --> 01:01:49.724]  China lost the economic war with us.
[01:01:50.445 --> 01:01:51.725]  Their economy's falling apart.
[01:01:51.745 --> 01:01:53.566]  Then they have negative growth all of a sudden.
[01:01:53.586 --> 01:01:57.327]  And this is a perfect face-saving reset for China.
[01:01:57.347 --> 01:01:58.187]  I totally agree with you.
[01:01:59.408 --> 01:01:59.608]  Yeah.
[01:02:01.050 --> 01:02:08.603]  Also, my other point is just people are so sick of the crap coming out of Hollywood that a foreign film won Best Picture and Best Foreign Film and Best Director last night.
[01:02:10.885 --> 01:02:11.405]  Absolutely.
[01:02:12.006 --> 01:02:13.346]  People just hate Hollywood.
[01:02:14.026 --> 01:02:16.427]  Clearly China's using this for power and control.
[01:02:16.888 --> 01:02:20.789]  We're going to find out the death rates of all these people that have contracted it.
[01:02:20.809 --> 01:02:21.830]  It certainly spreads fast.
[01:02:21.850 --> 01:02:22.650]  That's confirmed now.
[01:02:23.030 --> 01:02:27.592]  We're going to find out on these cruise ships with 60 sick here, 50 sick here, 200 sick there.
[01:02:27.612 --> 01:02:30.113]  We're going to find out real quick the morbidity rate.
[01:02:30.553 --> 01:02:32.174]  And I hope it's super low.
[01:02:32.214 --> 01:02:33.054]  In fact, I hope it's zero.
[01:02:33.314 --> 01:02:34.415]  What are you predicting it's going to be?
[01:02:36.324 --> 01:02:45.769]  Um, I'm hoping it's going to be low, but like my brother told me, I don't know where he got this from the thought of it, but he said, just remember don't pop any bubble wrap because all that air comes from China.
[01:02:47.751 --> 01:02:50.052]  Another good point, because this virus lives a long time.
[01:02:50.492 --> 01:02:57.696]  What do you think of Joaquin Phoenix knowing the only way for him to be popular is to say Hollywood sucks, we're all parasites?
[01:02:59.617 --> 01:03:03.920]  Um, he's just a loser and hopefully they finally shut him up by finally giving him an Oscar.
[01:03:04.827 --> 01:03:05.727]  He got one, yeah.
[01:03:06.188 --> 01:03:10.769]  But I mean, just think about how even he gets, I suck, I apologize.
[01:03:11.029 --> 01:03:12.810]  By the way, we're all scum, we're all parasites.
[01:03:12.830 --> 01:03:13.791]  I haven't played the clip yet.
[01:03:14.151 --> 01:03:15.531]  It's like, yeah, exactly.
[01:03:15.871 --> 01:03:18.713]  The only way he knows people will watch him is to say, I know you hate me.
[01:03:19.053 --> 01:03:19.733]  Exactly.
[01:03:20.053 --> 01:03:23.194]  He does that little, you know, fake, delicate genius act.
[01:03:23.354 --> 01:03:29.757]  Big, any moron could... Yeah, and he's always leaning on the sympathy of his brother, you know.
[01:03:30.182 --> 01:03:36.467]  Let me just, listen, anybody could sit there and put on the Delicate Genius Autistic Act.
[01:03:38.069 --> 01:03:40.030]  Maybe I'll host a whole hour as Joaquin Phoenix.
[01:03:40.170 --> 01:03:43.253]  I mean, he does one acting event.
[01:03:43.313 --> 01:03:45.655]  Oh man, I'd love to see you in the Joker makeup again, dude.
[01:03:47.176 --> 01:03:49.739]  I'd love to get in a ring with Joaquin Phoenix with baseball bats.
[01:03:49.759 --> 01:03:50.379]  That's what I'd like.
[01:03:50.399 --> 01:03:52.661]  I'll show him the Joker for real.
[01:03:57.293 --> 01:03:58.114]  God bless you, Alex.
[01:03:58.174 --> 01:03:59.135]  Keep up the good fight, man.
[01:03:59.195 --> 01:04:00.477]  Alright, God bless you, brother.
[01:04:00.497 --> 01:04:01.358]  I appreciate you calling.
[01:04:01.378 --> 01:04:02.399]  Sorry, I shouldn't talk like that.
[01:04:02.419 --> 01:04:03.240]  Excuse me, Lord.
[01:04:03.441 --> 01:04:04.242]  Jesus, please help me.
[01:04:09.036 --> 01:04:12.558]  That whole movie is about causing riots and death and killing police.
[01:04:13.299 --> 01:04:16.340]  That's why all the cops just got shot in New York in the last few days.
[01:04:16.781 --> 01:04:20.543]  And we just got two more cops shot just now in a Walmart in Arkansas.
[01:04:20.983 --> 01:04:23.765]  And that whole movie is about an uprising starting in the trains.
[01:04:24.305 --> 01:04:30.089]  And leftist groups funded by Soros have been trying to take the trains over and have riots that end up bringing down New York.
[01:04:30.649 --> 01:04:31.350]  We're good to go.
[01:04:49.378 --> 01:04:51.459]  So the communists can come in and take over.
[01:04:51.499 --> 01:04:52.819]  And I got news for you.
[01:04:53.339 --> 01:04:58.801]  Bunch of you jokers want to run around and really get a war started and start killing people and civilization breaks down.
[01:04:59.101 --> 01:05:01.962]  You're going to wish there were police, believe me.
[01:05:02.142 --> 01:05:05.964]  Because there are a lot of people who don't want to be violent who've been trying to fix things.
[01:05:06.324 --> 01:05:13.886]  But believe me, if there's ever a civil war and breakdown and anarchy, you leftists are in a world that you know what?
[01:05:14.246 --> 01:05:15.547]  You people are a joke!
