[00:00:00.289 --> 00:00:05.193]  From the front lines of the information war, it's Alex Jones.
[00:40:13.087 --> 00:40:13.848]  There is no jury.
[00:40:14.148 --> 00:40:15.008]  There is no trial.
[00:40:15.228 --> 00:40:16.129]  He's been convicted.
[00:40:16.349 --> 00:40:17.029]  He's been sentenced.
[00:40:18.444 --> 00:40:25.448]  The gag serves no legitimate governmental purpose and yet she's enforcing it on him and on his lawyers.
[00:40:25.868 --> 00:40:34.672]  Question, why is the Bill Barr Department of Justice not opposing this secrecy and not opposing this gag rule?
[00:40:35.773 --> 00:40:42.056]  Now notice the old Napolitano was riveting and happy and smart and being himself, not having to lie.
[00:40:42.754 --> 00:40:45.318]  I'm having a twist, but then the one that was attacking Trump would like to end.
[00:40:46.199 --> 00:40:50.286]  Then Trump might have done something bad here because he had a gun to his head.
[00:40:51.320 --> 00:40:53.461]  So I just point out that that's the worm turning.
[00:40:53.521 --> 00:40:55.823]  That's the whole system realizing they're losing.
[00:40:55.843 --> 00:40:57.524]  But they're going to do even more desperate things now.
[00:40:57.784 --> 00:40:59.565]  They're going to double down on even bigger crimes.
[00:40:59.625 --> 00:41:08.651]  But what Jackson has been caught doing and how she's trying to cover up the rest of the jury pool, that's where everything is at, is the other jurors.
[00:41:08.971 --> 00:41:10.412]  Wait till we find out who else they are.
[00:41:10.452 --> 00:41:11.993]  Well, I've already been told by folks that were there.
[00:41:12.393 --> 00:41:12.833]  It's bad.
[00:41:12.893 --> 00:41:16.876]  They're basically, almost all of them, were Democratic Party operatives.
[00:41:17.819 --> 00:41:25.082]  One old lady said, I'm not going along with this today before the trial ended and she fell down on her head and a special juror was put in her place.
[00:41:25.402 --> 00:41:28.003]  This is globalist gangster activity, Mike Adams.
[00:41:28.863 --> 00:41:33.225]  It is gang style warfare at the highest levels in the United States of America.
[00:41:33.585 --> 00:41:40.687]  But as we, the independent media, continue to expose the names and the backgrounds and the biases of these jurors, the truth is going to come out.
[00:41:41.028 --> 00:41:44.669]  The investigations must be commenced against these individuals.
[00:41:45.129 --> 00:41:58.432]  If we are to have any remaining public faith in our system of justice, in the Department of Justice, even in the Trump oversight or presidency itself, we have to have these potential criminals investigated.
[00:41:58.832 --> 00:41:59.612]  Otherwise... Mike?
[00:41:59.892 --> 00:42:00.092]  Yes?
[00:42:00.952 --> 00:42:01.992]  Mike, that's the key.
[00:42:02.213 --> 00:42:02.513]  I forgot.
[00:42:02.533 --> 00:42:04.053]  I'm glad you brought that up, as you always do.
[00:42:04.073 --> 00:42:12.075]  This is the exact type of abuses the Declaration of Independence talks about heavily in judiciary systems that become kangaroo show trials.
[00:42:12.115 --> 00:42:13.875]  But then we have to understand,
[00:42:14.537 --> 00:42:20.026]  They were beta testing this, they admit, for judicial tyranny across the country.
[00:42:20.187 --> 00:42:21.509]  I've been under the very same systems.
[00:42:22.010 --> 00:42:27.940]  And so they pick these select judges, they're Democrat operatives, then you're put into their courtrooms and they literally lynch you.
[00:42:28.962 --> 00:42:29.803]  Thank you for joining us.
[00:42:52.242 --> 00:42:56.865]  Ladies and gentlemen, we are live broadcasting worldwide from Washington, D.C.
[00:42:57.126 --> 00:42:58.066]  and CPAC.
[00:42:58.667 --> 00:43:00.248]  Again, I am your host, Alex Jones.
[00:43:01.129 --> 00:43:08.194]  Mike Adams is about to be taking over on the other side of this break with Dr. Francis Boyle, the author of the U.S.
[00:43:08.314 --> 00:43:12.297]  Biological Weapons Treaty that then became world law.
[00:43:12.737 --> 00:43:20.243]  He broke that it was man-made, confirming the Indian universities and institutes and others and our research and Mike Adams' research.
[00:43:21.090 --> 00:43:28.796]  And he also broke the fact that it was transferred by Obama five years ago from North Carolina University to the CHICOMS.
[00:43:29.517 --> 00:43:31.118]  Did the CHICOMS release it on purpose?
[00:43:31.138 --> 00:43:32.119]  Did it get out of the lab?
[00:43:32.459 --> 00:43:34.941]  Now we see it being used against the world economy, against Trump.
[00:43:35.662 --> 00:43:37.383]  I believe this has been intentional.
[00:43:38.404 --> 00:43:48.212]  And we can all have our opinion on that, but the bombshell is that it is man-made, it does have a high kill rate, and areas of the world are now under martial law.
[00:43:49.804 --> 00:43:50.004]  Thank you.
[00:43:59.798 --> 00:44:06.561]  We told you over a month ago that almost all the other major storable food companies have sold out because of institutional buyers and governmental buyers.
[00:44:06.921 --> 00:44:20.668]  And then our big sponsor, the biggest in the world, MyPatriot, who, again, takes the orders in FortWorthStore.com, you know, the front of the line, that they were 7 to 10 days, the 10 to 14 days, and now they're up to 3 weeks, no, no, 4 weeks now.
[00:44:20.688 --> 00:44:28.512]  You get your order in, it's locked in at 4 weeks, but it may be 5 weeks by next week because the food orders are going up exponentially.
[00:44:29.972 --> 00:44:34.875]  We didn't want to have a sponsor that just sells the government every time there's a crisis so that you get your food from the government.
[00:44:35.395 --> 00:44:36.976]  We wanted to have it directly to the people.
[00:44:37.356 --> 00:44:38.777]  My Patriot's been around 12 years.
[00:44:39.077 --> 00:44:40.098]  We've been with them 11.
[00:44:40.598 --> 00:44:49.023]  They've been partners with us for about five or six years where they actually run our shopping cart, the area that takes the orders, so that you get fastest delivery.
[00:44:49.804 --> 00:44:56.968]  And it's just amazing to know that the general public, as Mike Adams said a few days ago, is now going out and
[00:44:58.530 --> 00:45:00.572]  The general public that had never done it.
[00:45:00.653 --> 00:45:05.278]  The customers we have at InfoWarsTore.com, most of them are customers that never bought from us before.
[00:45:05.879 --> 00:45:08.822]  And that's the general public realizing that they need storable foods.
[00:45:09.222 --> 00:45:12.106]  That's the general public realizing that there's a real crisis going on.
[00:45:12.506 --> 00:45:17.011]  And now the federal government's saying, get storable food, get prepared to shelter in place for at least a month.
[00:45:17.592 --> 00:45:19.274]  What do they know that we don't know?
[00:45:19.893 --> 00:45:21.334]  Hopefully they're just overreacting.
[00:45:21.654 --> 00:45:23.936]  Hopefully it's just hype, but it doesn't matter.
[00:45:23.996 --> 00:45:25.017]  This is insurance.
[00:45:25.377 --> 00:45:27.298]  You can eat, and it funds the info war.
[00:45:27.658 --> 00:45:35.504]  And you see us here driving around the federal building, federal courthouse, bullhorning that corrupt globalist judge that got caught rigging the Stone Jury.
[00:45:35.964 --> 00:45:46.511]  You see us putting on a big event, sponsoring an event here at the AMI tonight, free to the public, an emergency summit on the First Amendment and how to save free expression, an emergency message to President Trump.
[00:45:46.852 --> 00:45:48.653]  I'm going to be bullhorning at the White House again.
[00:45:49.713 --> 00:45:55.134]  It's all about leadership, and the only way we can engage in leadership is your funding of this show.
[00:45:55.214 --> 00:46:08.757]  And you do that by buying the high-quality, affordable food that you and your family already need at infowarsstore.com today and locking it in, because next week, some of the food prices on some of the number 10 cans are going to have to go up, maybe even others, because it's just going up exponentially.
[00:46:08.997 --> 00:46:13.378]  Get your orders in now at infowarsstore.com or call toll-free, 888-253-3139.
[00:46:13.398 --> 00:46:14.638]  But as of this Wednesday, live show,
[00:46:18.639 --> 00:46:19.820]  It is four weeks for delivery.
[00:46:19.840 --> 00:46:21.881]  They have the food on hand, but they've got to package it.
[00:46:22.081 --> 00:46:25.202]  They've got now four factories going 24 hours a day.
[00:46:25.222 --> 00:46:26.503]  They're trying to get a fifth factory.
[00:46:26.883 --> 00:46:30.525]  They're taking all their money and putting it forward to buy even more food into the future.
[00:46:30.565 --> 00:46:32.126]  I told them a month ago, I said, just keep buying.
[00:46:32.446 --> 00:46:33.467]  My gut says this is big.
[00:46:33.507 --> 00:46:35.208]  It's not a gamble for you to spend all your reserves.
[00:46:35.608 --> 00:46:36.888]  You know, just keep buying.
[00:46:37.008 --> 00:46:37.789]  And they did.
[00:46:37.869 --> 00:46:38.669]  So they have food.
[00:46:39.009 --> 00:46:44.012]  Others sell out, hold the money because they're not in this business for the reasons we are.
[00:46:44.352 --> 00:46:47.934]  We're in this to promote freedom and to be prepared and to be self-sufficient.
[00:46:48.602 --> 00:46:49.843]  InfoWarsTore.com.
[00:46:49.883 --> 00:47:05.513]  Get your storable food right now while you still can and lock it in and all the other great supplements like DNA Force and others that are now back in stock at InfoWarsTore.com, Ultra 12 back in stock, and of course, Vitamin Refusion and so many other great products now back in stock at InfoWarsTore.com.
[00:47:06.053 --> 00:47:12.517]  Now, Mike Adams is taking over right now to cover the waterfront on the virus and what it's really intended to do.
[00:47:12.878 --> 00:47:14.499]  Mike Adams, you're going to break in 30 seconds.
[00:47:14.559 --> 00:47:15.059]  Please take over.
[00:47:15.748 --> 00:47:31.853]  All right, we've got Professor Francis Boyle coming up with a lot of intriguing new questions I have ready for Francis Boyle, and he has been at the forefront of the truth, speaking out courageously about the death science industry around the world that builds biological weapons against humanity.
[00:47:32.293 --> 00:47:32.833]  That's coming up.
[00:47:32.893 --> 00:47:34.774]  Stay with us right after this one-minute break.
[00:47:35.034 --> 00:47:35.454]  We'll be back.
[00:47:37.079 --> 00:47:39.161]  All right, welcome back to the Alex Jones Show.
[00:47:39.201 --> 00:47:51.270]  Mike Adams here, the Health Ranger, and I'm joined in this segment, the next couple of segments, in fact, by Professor Francis Boyle, who has been one of the most courageous and accurate outspoken voices.
[00:47:51.310 --> 00:48:02.439]  You could call him a whistleblower on this issue of the bioengineering origins of the current COVID-19 coronavirus that is circulating and spreading worldwide.
[00:48:02.939 --> 00:48:06.680]  Professor Boyle joins us by Skype with some new questions.
[00:48:06.740 --> 00:48:10.561]  I've got a lot of new questions for you today, but welcome to the show, Professor Boyle.
[00:48:10.581 --> 00:48:11.381]  It's great to have you on.
[00:48:12.601 --> 00:48:21.803]  Well, thank you for having me on, Mike, and my best year viewing audience, and keep up the good work with your newsletter.
[00:48:22.543 --> 00:48:30.605]  I can't guarantee I can answer all your questions, Mike, because this is an evolving situation.
[00:48:31.583 --> 00:48:35.486]  And I try to evaluate the evidence as it comes in.
[00:48:35.706 --> 00:48:42.992]  So you're free to answer your questions, but if I don't have the answers, please accept my apologies.
[00:48:43.052 --> 00:48:44.733]  Well, this is what we appreciate about you.
[00:48:44.753 --> 00:48:44.813]  You
[00:48:46.178 --> 00:48:49.822]  Often talk about you're working with the best information available at the moment.
[00:48:50.743 --> 00:48:53.926]  You adjust your answers as new information comes in.
[00:48:53.966 --> 00:48:59.852]  It's a very scientific approach to being cautious but as accurate as you can given the current data set.
[00:49:00.193 --> 00:49:05.638]  So let's begin with a question going back to some of your previous interviews with Owen Schroyer and Alex Jones.
[00:49:06.679 --> 00:49:30.856]  Is it accurate to state that because the imprint of the origins of the virus is really part of the RNA code of the virus, isn't it true, or let's have your take on it, that basically any virologist who has the proper library of patterns of RNA could independently confirm that yes, this had to have been engineered because here's the evidence of it?
[00:49:31.416 --> 00:49:32.437]  Is that an accurate statement?
[00:49:34.167 --> 00:49:50.570]  Yes, as a matter of fact, when I was on with Alex, I cited that study by the French and Canadian virologists saying, yes indeed, it was gain-of-function work.
[00:49:51.450 --> 00:49:59.672]  And two Chinese that I cited last week, two Chinese scientists
[00:50:00.650 --> 00:50:05.674]  Uh, came out and said the same thing, and we would call that an admission against interest.
[00:50:05.754 --> 00:50:14.661]  We lawyers, we actually have Chinese scientists coming out and saying, yes, it came out of that Wuhan BSL-4 lab.
[00:50:14.721 --> 00:50:21.787]  Now, I've read recently they were forced to withdraw that study, but you can see it there.
[00:50:21.907 --> 00:50:24.029]  So, sure, and I think
[00:50:24.733 --> 00:50:26.754]  You know, if I can figure it out.
[00:50:27.114 --> 00:50:34.515]  I don't have a PhD from MIT, but if I can figure it out, I think most people can figure it out.
[00:50:34.676 --> 00:50:38.977]  Sure, certainly virologists, microbiologists can, yes.
[00:50:39.297 --> 00:50:45.898]  So it's interesting that you just mentioned the political pressure in China for those scientists to withdraw their paper.
[00:50:45.918 --> 00:50:48.039]  We've seen that before, not the first time with this.
[00:50:48.539 --> 00:50:52.341]  Here's a question to you, and if you're not comfortable answering this, that's perfectly okay.
[00:50:52.541 --> 00:50:58.804]  You can pass on it, but are you being pressured to stop doing these interviews, for example, or to stop talking about this?
[00:50:58.844 --> 00:51:01.805]  I know you've been blacklisted from the media for many, many years.
[00:51:01.845 --> 00:51:02.726]  You mentioned that before.
[00:51:03.146 --> 00:51:08.128]  Are you receiving new pressure now for talking about the bioengineering origins of this virus?
[00:51:10.669 --> 00:51:12.770]  Well, let me put it this way.
[00:51:13.251 --> 00:51:13.831]  As I said,
[00:51:15.095 --> 00:51:24.220]  The last time I was interviewed, I did blow the whistle on Amerithrax coming out of a U.S.
[00:51:24.280 --> 00:51:30.904]  biological warfare weapons program the first week in the weekend of November 2001.
[00:51:33.353 --> 00:51:34.874]  I said that to Fox News.
[00:51:35.114 --> 00:51:37.415]  I said that to a Washington, D.C.
[00:51:37.936 --> 00:51:39.076]  radio station.
[00:51:39.356 --> 00:51:43.378]  And then I said it to the BBC.
[00:51:43.799 --> 00:51:45.419]  So the whole world heard me then.
[00:51:46.160 --> 00:51:47.280]  And then I was cut off.
[00:51:47.360 --> 00:51:48.341]  The hammer came down.
[00:51:49.161 --> 00:51:51.783]  And no other mainstream news media source
[00:51:52.941 --> 00:51:57.806]  Certainly here in the United States, Europe, Latin America, Asia has interviewed me.
[00:51:57.906 --> 00:52:14.201]  So certainly I have been blackballed and blacklisted since then, despite the fact that I wrote the statute that deals precisely with this issue and criminalizes it and expressly dealing with
[00:52:15.482 --> 00:52:20.366]  The use of DNA and genetic engineering to create biological weapons.
[00:52:21.207 --> 00:52:38.802]  As for pressure, so far the only pressure I've gotten was some public relations firm up in Chicago who was paid, I guess, to silence me by filing complaints with the law school
[00:52:39.737 --> 00:52:40.117]  All right.
[00:52:59.173 --> 00:52:59.754]  Of course.
[00:53:18.502 --> 00:53:21.924]  You'll see my name is all over everywhere, over the entire world.
[00:53:23.245 --> 00:53:26.688]  Not that I want the publicity, but I don't really need it.
[00:53:26.708 --> 00:53:34.413]  Well, you're not really a frontline whistleblower until you've had a PR company hired to spread lies and defame you.
[00:53:34.433 --> 00:53:40.237]  So you are in good company because, of course, I've had the same thing happen to me, same things happen to Alex and so on.
[00:53:40.277 --> 00:53:46.161]  So yeah, there's a coordinated, well-funded campaign to try to smear all the voices that are telling the truth about this.
[00:53:47.503 --> 00:53:58.321]  Well, they were trying to intimidate me into silence by filing this complaint with my employer is what they were doing.
[00:53:59.797 --> 00:54:02.780]  I'm not easily intimidated, what can I say?
[00:54:03.741 --> 00:54:06.663]  Well, that's what we love about you because you follow the science.
[00:54:07.264 --> 00:54:12.188]  You have the courage to state the obvious when it's not politically correct.
[00:54:12.529 --> 00:54:16.332]  And I don't know your politics in general, and that's not even relevant here.
[00:54:16.352 --> 00:54:18.974]  I honor you for your courage on this issue.
[00:54:19.375 --> 00:54:20.095]  Next question.
[00:54:20.916 --> 00:54:23.837]  I do want to say I am a political independent.
[00:54:23.977 --> 00:54:34.681]  When I decided to do this work shortly after turning 17 years old, I concluded the only way I could do it was remain a political independent.
[00:54:34.901 --> 00:54:36.701]  And so that's how I appear here.
[00:54:37.302 --> 00:54:41.523]  And I'm not trying to bash President Trump or anything like that.
[00:54:41.543 --> 00:54:46.785]  I'm trying to look at this objectively and analytically.
[00:54:48.025 --> 00:54:51.987]  From my background in training and tell the truth as I see it.
[00:54:52.027 --> 00:54:53.628]  Of course, I could be wrong.
[00:54:54.408 --> 00:55:02.092]  New information could come out at any time that would force me to re-evaluate my position and I get in here.
[00:55:03.292 --> 00:55:12.957]  I get up early in the morning, go through the computer, I see your newsletter and a lot of other sources and for the last week I get my secretary to run them off.
[00:55:13.701 --> 00:55:17.464]  I come in here first thing in the morning in my office, and I read through them all.
[00:55:18.024 --> 00:55:26.410]  And then I continue on with my ongoing evaluation, because it's such a fluid situation, Mike, as you know.
[00:55:27.122 --> 00:55:29.083]  Yes, well, and by the way, I apologize.
[00:55:29.103 --> 00:55:34.704]  I misspelled your first name in the first round of the transcript that we did, but I now know how to spell your name correctly.
[00:55:34.724 --> 00:55:35.224]  I apologize.
[00:55:36.204 --> 00:55:46.127]  Next question is, how easy is it for rogue nations to harvest this virus now that it is really open source?
[00:55:46.167 --> 00:55:47.227]  It's in the public domain.
[00:55:47.607 --> 00:55:53.849]  If Iran or North Korea or anyone wanted to harvest this virus and then incubate it and grow it themselves, how easy would that be?
[00:55:56.371 --> 00:55:57.152]  Well, it's out there.
[00:55:58.813 --> 00:56:08.281]  I think we have to understand that the original people who grew it were the University of North Carolina.
[00:56:09.181 --> 00:56:14.466]  I established that already in my last interview.
[00:56:15.206 --> 00:56:22.432]  I went through the entire scientific article, which Alex put up there, and
[00:56:24.002 --> 00:56:30.765]  Due to limitations of time, we only had an hour, I could only spend about 10 minutes going through this article.
[00:56:31.345 --> 00:56:47.471]  All the evil behind this article of what they were doing and what they knew they were doing, and that they took this dirty money from China to allow one of the leading death scientists from China
[00:56:48.211 --> 00:56:59.058]  To be involved in this extremely dangerous, existentially dangerous research and undoubtedly... Professor Boyle, I'm sorry to interrupt you.
[00:56:59.518 --> 00:57:00.298]  Hold that thought.
[00:57:00.338 --> 00:57:01.559]  We've got to go to a break here.
[00:57:01.579 --> 00:57:13.246]  We're going to come back with more details from Francis Boyle about the bioengineering origins of this virus and what it means for humanity and the death industry of death science that's behind this.
[00:57:13.526 --> 00:57:14.667]  You're watching the Alex Jones Show.
[00:57:14.707 --> 00:57:15.427]  This is Mike Adams.
[00:57:15.447 --> 00:57:16.008]  We'll be right back.
[00:57:18.502 --> 00:57:20.024]  And we're back on the Alex Jones Show.
[00:57:20.104 --> 00:57:24.828]  Mike Adams here interviewing Professor Francis Boyle about the origins of the coronavirus.
[00:57:24.848 --> 00:57:35.759]  We're also going to ask him here about biological weapons response protocols that may be likely by nations if this is ever deployed in an aggressive weapon format.
[00:57:36.379 --> 00:57:38.942]  This segment, of course, is brought to you by InfoWarsTore.com.
[00:57:40.183 --> 00:57:43.088]  Get your preparedness food now while you still can.
[00:57:43.408 --> 00:57:51.620]  Remember, if we are wrong about all this and you end up extra prepared, you're prepared against every eventuality, every crisis.
[00:57:52.301 --> 00:57:54.845]  If we are right about this and you don't prepare, then...
[00:57:55.626 --> 00:57:57.047]  You're in a lot of trouble.
[00:57:57.587 --> 00:57:58.528]  So get prepared.
[00:57:58.568 --> 00:57:59.408]  It's a smart thing to do.
[00:57:59.448 --> 00:58:01.650]  It's like buying insurance for your life.
[00:58:02.430 --> 00:58:04.932]  And it's much better than having nothing to eat.
[00:58:05.012 --> 00:58:07.273]  So definitely infowarestore.com.
[00:58:07.774 --> 00:58:10.115]  Continuing with Professor Francis Boyle.
[00:58:10.135 --> 00:58:18.820]  So my opening question here is, as I just hinted there, Professor, is there a protocol in place for the United States, for example, if the U.S.
[00:58:19.061 --> 00:58:19.141]  is
[00:58:20.001 --> 00:58:24.042]  Confirming that we are being, let's say, attacked with a biological weapon.
[00:58:25.363 --> 00:58:28.524]  What protocols might be in place to respond to that?
[00:58:28.604 --> 00:58:30.864]  Because how do you not escalate that?
[00:58:30.924 --> 00:58:33.885]  Or what are other countries doing in terms of their escalation policies?
[00:58:33.905 --> 00:58:35.506]  Do you have some background on that?
[00:58:37.486 --> 00:58:39.327]  Well, Mike, we attacked ourselves.
[00:58:39.507 --> 00:58:40.747]  We have to understand that.
[00:58:41.648 --> 00:58:42.568]  Again, excuse me.
[00:58:43.108 --> 00:58:45.409]  Yes, so go ahead.
[00:58:45.789 --> 00:58:49.350]  We're talking about escalation protocols, biological weapons responses.
[00:58:50.330 --> 00:59:12.007]  As far as I can tell, Mike, we attacked ourselves with that University of North Carolina gain-of-function DNA genetically engineered research that basically China paid to get access to and took back and that's now leaked out of that BSL-4 facility.
[00:59:12.808 --> 00:59:15.790]  As for protocols, well,
[00:59:16.977 --> 00:59:30.265]  Mike, the problem is, if you look at the response by the United States government so far, I'm not personally blaming President Trump, but I am blaming all of his scientific advisors.
[00:59:30.985 --> 00:59:36.729]  You'll see mass confusion, disinformation, and lies.
[00:59:37.389 --> 00:59:42.672]  And that is because all of President Trump's top scientific advisors
[00:59:43.544 --> 00:59:46.007]  Well, just continue on the way we're going.
[00:59:46.027 --> 00:59:46.948]  We're doing a great job.
[01:00:04.910 --> 01:00:11.557]  Well, she says, well, we've got to get ready, but she's not going to come clean with us.
[01:00:12.558 --> 01:00:21.968]  Azar, the Secretary of Health, he worked for the pharmaceutical companies, and he was a lobbyist for the pharmaceutical countries.
[01:00:22.429 --> 01:00:25.252]  They plan to make a killing off of this.
[01:00:26.432 --> 01:00:29.553]  And so he's in cahoots with them.
[01:00:30.094 --> 01:00:37.776]  CDC has been up to their eyeballs in biological warfare work since at least the Reagan administration.
[01:00:38.197 --> 01:00:47.280]  So how can any of these people coordinate a proper response to the health care crisis here?
[01:00:48.015 --> 01:00:50.276]  That affects us in America today.
[01:00:50.397 --> 01:00:50.957]  They can't.
[01:00:51.077 --> 01:01:02.584]  And that's why even your own newsletter put out basically a silencing of reporting here by the CDC.
[01:01:02.704 --> 01:01:03.765]  I think that's correct.
[01:01:03.845 --> 01:01:06.026]  They're saying, well, there's only 57 cases.
[01:01:06.086 --> 01:01:06.887]  Don't worry about it.
[01:01:07.487 --> 01:01:10.169]  Well, we see this Harvard professor estimate 200 to 400.
[01:01:10.209 --> 01:01:11.910]  It's far worse, I think,
[01:01:14.480 --> 01:01:16.361]  Than anything they are telling it.
[01:01:16.461 --> 01:01:19.363]  And then Larry Kudlow saying, well, we have it all under control.
[01:01:19.404 --> 01:01:20.104]  Don't worry about it.
[01:01:20.825 --> 01:01:21.845]  This is progress.
[01:01:22.125 --> 01:01:30.751]  So how, Mike, how can we deal with the current situation here in America?
[01:01:30.932 --> 01:01:32.813]  Let's put aside the rest of the world.
[01:01:34.174 --> 01:01:39.958]  If the people advising the president are guilty themselves.
[01:01:40.358 --> 01:01:41.459]  Yeah, absolutely.
[01:01:41.479 --> 01:01:42.940]  How can that possibly be done?
[01:01:43.351 --> 01:01:44.592]  I've got huge concerns.
[01:02:01.519 --> 01:02:25.030]  People get infected and start dying and then they get a windfall of profits by creating the vaccines and then they get to be positioned as the saviors of humanity because now lives are being saved by the mandatory vaccine which is being fast-tracked with probably no clinical trials and Congress is going to pass a law to say that the vaccine companies have legal immunity from side effects and so on and so forth.
[01:02:25.810 --> 01:02:28.692]  I get all that and that's kind of what you're describing is what it sounds like.
[01:02:29.437 --> 01:02:34.758]  Mike, these vaccines will be more dangerous than worthless between you and me.
[01:02:35.998 --> 01:02:43.800]  Indeed, that's what happened was behind the Ebola pandemic there in West Africa.
[01:02:44.460 --> 01:02:58.603]  It was a biowarfare Ebola vaccine that was being given out at that BSL-4 facility at Kenema that was being run by Fort Detrick
[01:02:59.782 --> 01:03:11.446]  And USAID, which is really a front organization for the CIA, and the Broad Institute of Harvard and MIT.
[01:03:12.247 --> 01:03:21.230]  And they gave these Black West Africans this Ebola vaccine, alleged vaccine, that was giving them live Ebola in there.
[01:03:21.990 --> 01:03:27.152]  And there was also, I can't remember if it was GlaxoSmithKline that was involved in that too,
[01:03:27.944 --> 01:03:32.751]  And they eventually admitted, yeah, the vaccine was more dangerous than worthless, but they're in there.
[01:03:32.791 --> 01:03:41.504]  So sure, all the drug companies that Azar represented, and I suspect still is in cahoots with,
[01:03:42.145 --> 01:03:45.847]  They're out there chomping at the bit and getting ready.
[01:03:45.907 --> 01:04:02.094]  If you read yesterday's Wall Street Journal, they just had a big article on this and, you know, everyone's trying to rush into proof these bogus vaccines that I suspect are only going to make the situation worse.
[01:04:02.154 --> 01:04:04.015]  Certainly, I wouldn't take one of them.
[01:04:04.595 --> 01:04:06.816]  I guess what other people do is up to them.
[01:04:07.316 --> 01:04:20.546]  They rushed the diagnostic test kits the CDC did, and those test kits had bad reagents, and it turned out that those kits had false positives and false negatives, so of course they're completely unreliable from a scientific point of view.
[01:04:20.566 --> 01:04:24.809]  If you don't know whether your results are false positive or false negative, it's pointless.
[01:04:27.091 --> 01:04:36.579]  Says they're going to replace those, but doesn't this also then underscore the fact that everything is being so rushed that quality control steps are being skipped, laboratory validation is being skipped.
[01:04:36.619 --> 01:04:41.683]  I mean, I spent 18 months validating a quantitation method for glyphosate in my lab.
[01:04:41.743 --> 01:04:42.984]  I know how long this takes.
[01:04:43.024 --> 01:04:44.606]  That's not even with genetics.
[01:04:44.666 --> 01:04:47.348]  That's just liquid chromatography and mass spectrometry.
[01:04:47.648 --> 01:04:48.749]  That took me a year and a half.
[01:04:49.209 --> 01:04:53.673]  You can't make a vaccine in six months unless you skip all the quality control.
[01:04:53.973 --> 01:04:55.054]  That's what I know for sure.
[01:04:55.094 --> 01:04:55.815]  Would you agree with that?
[01:04:57.384 --> 01:04:57.844]  Of course.
[01:04:57.945 --> 01:05:05.190]  This becomes nothing more than a violation of the Nuremberg Code on medical experimentation.
[01:05:05.230 --> 01:05:06.151]  You're exactly right.
[01:05:06.791 --> 01:05:13.036]  As for the CDC, they promised there would be replacement tests put out.
[01:05:13.716 --> 01:05:15.918]  No replacement tests have been put out at all.
[01:05:15.938 --> 01:05:16.659]  That's right.
[01:05:17.555 --> 01:05:17.796]  None.
[01:05:18.437 --> 01:05:25.049]  And by the way, by comparison, in South Korea, I believe they've already tested 30,000 people.
[01:05:25.570 --> 01:05:29.196]  So why weren't those tests here
[01:05:30.516 --> 01:05:34.679]  I apologize, Professor Boyle.
[01:05:36.020 --> 01:05:40.023]  We've got to go to break real quick.
[01:05:40.604 --> 01:05:41.765]  We'll be back with more.
[01:05:41.805 --> 01:05:42.185]  Stay with us.
[01:05:42.245 --> 01:05:43.166]  One more segment, please.
[01:05:43.186 --> 01:05:46.048]  This is just mind-blowing information.
[01:05:46.328 --> 01:05:47.129]  Alex Jones Show.
[01:05:47.429 --> 01:05:48.110]  Mike Adams here.
[01:05:48.130 --> 01:05:48.610]  Stay with us.
[01:05:48.710 --> 01:05:49.251]  One more break.
[01:05:49.491 --> 01:05:50.111]  One more segment.
[01:05:50.131 --> 01:05:50.532]  We'll be back.
[01:05:51.645 --> 01:06:05.943]  This has been just an extraordinary conversation already with Professor Francis Boyle, who is the author of really, I think, one of the most important founding documents on biological weapons and treaties and restrictions and so on.
[01:06:06.824 --> 01:06:17.075]  And he is outspoken in terms of, well, just having courage to state what's true and with accuracy as well and without any political overtones.
[01:06:17.115 --> 01:06:19.958]  So, Professor Boyle, thank you for continuing with us.
[01:06:19.998 --> 01:06:21.400]  It's a real pleasure to speak with you.
[01:06:22.221 --> 01:06:27.766]  My question for this segment is, you understand this perhaps more than most, what would be the rational
[01:06:28.387 --> 01:06:29.128]  Mike, you're right!
[01:06:29.148 --> 01:06:30.208]  I mean, this is, uh...
[01:06:56.701 --> 01:07:04.244]  A Nazi mentality at work that we see at the University of North Carolina.
[01:07:04.584 --> 01:07:13.028]  And I sent you an article, which you mentioned there on your newsletter, that U.S.
[01:07:13.088 --> 01:07:19.611]  biological warfare programs have 13,000 death scientists at work.
[01:07:20.851 --> 01:07:25.013]  And that was as of 2015, the last time I crunched the numbers.
[01:07:25.783 --> 01:07:26.683]  So, you're right.
[01:07:26.743 --> 01:07:50.150]  Now, they justify this by saying, well, once we have developed the biological warfare offensive agent, then we will develop a vaccine so that we can protect ourselves against this Machiavellian monster, this Frankensteinian monster that we have already developed.
[01:07:51.450 --> 01:07:56.126]  And those are the two elements of an effective biological weapon itself.
[01:07:56.287 --> 01:07:56.889]  First, the
[01:07:58.415 --> 01:08:01.177]  The offensive agent, and then second, the vaccine.
[01:08:01.257 --> 01:08:06.661]  Indeed, that's what UNC tried to justify, if you read through it.
[01:08:07.161 --> 01:08:23.512]  Oh, well, there might be this terrible biological warfare agent out there that we need to protect ourselves from, so let's develop this terrible biological warfare agent in the first place, and then we can make a vaccine to protect ourselves from it.
