[00:00:00.000 --> 00:00:08.939]  [outro music]
[00:26:44.141 --> 00:26:50.805]  I wonder why BlackBlock covers their faces and wears all black because they're trying to get black folks to burn stuff down and they want to cover up the fact they're white because it's so ridiculous.
[00:26:51.265 --> 00:27:00.871]  A bunch of college professors, you name it, in black outfits trying to get blacks to riot so that then that can be the pretext to overthrow the country and then blame the black people.
[00:27:02.992 --> 00:27:09.556]  The article is 2015 Obama planned martial law in Maryland under Soros funding.
[00:27:13.846 --> 00:27:17.368]  So everybody's being manipulated here by the manipulators.
[00:27:17.488 --> 00:27:20.690]  I don't care what color you are, how old you are, where you came from.
[00:27:20.890 --> 00:27:22.952]  If you don't see that, you're crazy.
[00:27:23.372 --> 00:27:26.674]  And that article on Infowars.com pissed him off two years ago.
[00:27:27.194 --> 00:27:29.976]  Documents to tell plan for civil unrest and martial law in Baltimore.
[00:27:30.356 --> 00:27:37.060]  The documents, and it was later confirmed, purport to show to tell plan to trigger nationwide unrest following Obama to declare martial law in 2015.
[00:27:37.441 --> 00:27:39.342]  But the plan failed.
[00:27:43.308 --> 00:27:46.451]  So here's a short clip that's gone viral from Summit.News.
[00:27:46.611 --> 00:27:50.954]  It's up on DrudgeReport.com of a man saying, we're coming to the suburbs next.
[00:27:51.115 --> 00:27:51.815]  What does that even mean?
[00:27:53.697 --> 00:27:54.938]  Like, oh, well, you're in a suburb.
[00:27:54.978 --> 00:27:56.239]  You deserve to have your house burned down.
[00:27:56.259 --> 00:27:58.060]  This will really fix what happened to this guy.
[00:28:01.403 --> 00:28:22.735]   And then what some of the brainwashed folks are saying, and then we're going to go right to Ted Cruz on Fox Business explaining the total double standard Of taking American speech, but promoting communist Chinese and Iranian Islamic speech, and just how sick the leftist globalist plan is.
[00:28:23.095 --> 00:28:23.855]  Here are those reports.
[00:28:23.875 --> 00:28:24.715]  We'll come back with more news.
[00:28:25.336 --> 00:28:26.056]  It's real bogus.
[00:28:26.076 --> 00:28:26.856]  They got to get it right.
[00:28:26.976 --> 00:28:29.057]  I mean, otherwise, this was going to happen.
[00:28:29.097 --> 00:28:29.917]  Ain't nothing left here.
[00:28:29.937 --> 00:28:34.579]  So when we start coming to the suburbs, when we come to the government center, then what y'all going to do?
[00:28:34.759 --> 00:28:35.559]  You see what I'm saying?
[00:28:35.859 --> 00:28:37.840]  So, hey, that's just what's going to happen, you know?
[00:28:38.440 --> 00:28:39.320]  Hey, fuck the police.
[00:28:39.480 --> 00:28:40.580]  It's your boy Kunta Kinte.
[00:28:40.539 --> 00:28:47.539]  and we out here.
[00:28:47.539 --> 00:28:58.139]  Now, Senator Ted Cruz tweeted this in the last hour.
[00:28:58.483 --> 00:29:05.553]  He wants a criminal investigation into Twitter, saying they violated sanctions on Iran, and the Senator joins us now.
[00:29:05.934 --> 00:29:07.736]  Sir, would you elaborate on your case?
[00:29:08.497 --> 00:29:20.460]  Over a month ago I sent a letter to Twitter along with several other senators asking them to explain why they continue to provide a platform for the Ayatollah Khomeini in direct violation of U.S.
[00:29:20.500 --> 00:29:21.300]  sanctions laws.
[00:29:21.340 --> 00:29:31.443]  The United States Congress has passed a law making it a criminal offense to facilitate the oppression of the Iranian regime, the leading state sponsor of terrorism in the world.
[00:29:32.043 --> 00:29:44.097]  Twitter sent back a letter that essentially said their company policy was to allow as much discussion as possible, and they apparently believe they are exempt from the criminal laws of this country.
[00:29:44.157 --> 00:29:47.921]  And so today I asked the Department of Justice to open an investigation.
[00:29:47.961 --> 00:29:52.559]   Those sanction laws are designed to stop U.S.
[00:29:52.619 --> 00:29:55.402]  companies from facilitating Iranian terror.
[00:29:55.942 --> 00:30:13.177]  And Stu, the irony of this is at the same time that Twitter, that Jack Dorsey is publishing worldwide the anti-Semitic threats of violence from the Ayatollah Khomeini, Jack Dorsey is also trying to censor the President of the United States.
[00:30:13.217 --> 00:30:20.343]  He's trying to silence genuine political speech by Americans while facilitating terroristic threats by Iran.
[00:30:20.803 --> 00:30:30.415]  Are you wrapping in your lawsuit, your criminal investigation of Twitter, you're wrapping that into Twitter's fight with the President of the United States?
[00:30:30.475 --> 00:30:31.697]  Is it all one thing?
[00:30:32.768 --> 00:30:39.190]  Well, they are separate insofar as the sanctions on Iran are U.S.
[00:30:39.270 --> 00:30:43.051]  law, passed by Congress, signed by the President, actually signed by Barack Obama.
[00:30:43.071 --> 00:30:44.531]  They've been long-standing U.S.
[00:30:44.611 --> 00:30:44.871]  law.
[00:30:45.632 --> 00:30:48.332]  But the two are related in a couple of ways.
[00:30:48.793 --> 00:30:55.715]  One, big tech, the Silicon Valley billionaires, have an arrogance that they don't believe the laws apply to them.
[00:30:55.815 --> 00:30:59.736]  They believe that they are the new kings of the universe.
[00:31:02.424 --> 00:31:06.294]  I sent them the letter asking them to cease and desist violating U.S.
[00:31:06.354 --> 00:31:08.460]  law and they essentially said pound sand.
[00:31:09.261 --> 00:31:09.521]  U.S.
[00:31:09.561 --> 00:31:11.743]  companies don't get to ignore American law.
[00:31:12.143 --> 00:31:17.767]  At the same time, you can see Twitter, you can see Jack Dorsey getting ticked off at the president.
[00:31:18.147 --> 00:31:29.235]  And so initially, initially he put a warning on one tweet and then last night he got mad that the president was tweeting trying to stop the violence in Minneapolis.
[00:31:29.875 --> 00:31:32.437]  And so they're now blocking the president's tweet.
[00:31:33.200 --> 00:31:38.344]  I think Big Tech needs to get the hell out of the censorship business in terms of Americans.
[00:31:38.684 --> 00:31:46.289]  The First Amendment protects American speech and Twitter has no business deciding which politicians they like and which they don't.
[00:31:46.329 --> 00:31:50.452]  They should be a neutral public forum and let free speech and the American people decide.
[00:31:50.732 --> 00:32:10.994]  That, sir, is fascinating, because that draws a distinction between us, Americans, and our freedom of speech expressed on this public platform, and foreigners, notably the Mullers, and what they're allowed to say, because that's the first time I've heard that distinction, that difference, made clear.
[00:32:12.082 --> 00:32:18.647]  Well, and Stu, the reason that matters is the First Amendment to the Bill of Rights, to our Constitution, protects Americans.
[00:32:18.987 --> 00:32:21.008]  It doesn't protect the Ayatollah Khomeini.
[00:32:21.268 --> 00:32:23.250]  He has zero protections under the First Amendment.
[00:32:23.270 --> 00:32:24.030]  He's not an American.
[00:32:24.050 --> 00:32:24.991]  He's not in America.
[00:32:25.391 --> 00:32:27.473]  He is a foreign enemy and a terrorist.
[00:32:27.513 --> 00:32:29.514]  And so we don't protect his free speech rights.
[00:32:29.554 --> 00:32:35.178]  We don't protect the free speech rights of Communist China because they're not protected by the First Amendment.
[00:32:35.638 --> 00:32:43.480]  Constitution is about protecting Americans' rights and we are fighting against our enemies that in the case of the Ayatollah have killed.
[00:32:45.080 --> 00:32:47.020]  All right, so let's talk facts here.
[00:32:48.221 --> 00:32:56.242]  This approach by Cruz is dead on, you know, he's a top lawyer, top of his class, but I had three different major law firms.
[00:32:56.322 --> 00:32:58.183]  By the way, it's not about credit, it's about action.
[00:32:58.643 --> 00:32:59.483]  Anybody could have done this.
[00:33:00.464 --> 00:33:07.534]  With the Supreme Court cases in the last 20 years about the town square and about private corporate town squares that they cannot stop speech.
[00:33:08.675 --> 00:33:13.021]  But they've advertised as an open square and never done open square behavior.
[00:33:13.976 --> 00:33:16.177]  And about how let's not go after them on free speech.
[00:33:16.217 --> 00:33:17.278]  Let's do the racketeering.
[00:33:17.578 --> 00:33:20.119]  How it's organized between all these big tech companies to do this.
[00:33:20.499 --> 00:33:22.340]  How they admit they've had these meetings and done this.
[00:33:22.420 --> 00:33:31.845]  And let's look at how they're taking foreign government money in advertising, which is the equivalent of campaign finance money, and circumventing all of this.
[00:33:34.847 --> 00:33:44.232]  And how they allow Communist China to have total speech, and Iran to have total speech, and not put these provisos of fact-checkers on top of it.
[00:33:44.252 --> 00:33:49.775]  I mean, it'd be bad enough if they did that to everybody, but they're doing it to the President of the United States.
[00:33:50.756 --> 00:33:51.856]  They started out with yours truly.
[00:33:52.937 --> 00:33:55.859]  Two and a half years ago, Twitter started putting fact-checks on me.
[00:33:57.265 --> 00:34:00.889]  And it was like, oh, let's demonize Jones first, then no one will stand up for him.
[00:34:00.909 --> 00:34:05.172]  And then once that domino falls, everybody else's domino falls.
[00:34:05.212 --> 00:34:09.416]  And remember, at the time, people said, Jones, how are you taking it?
[00:34:09.536 --> 00:34:10.697]  You're being silenced.
[00:34:10.958 --> 00:34:23.269]  And I'd look at people, I'd look at family, and I'd say, I'd love to think I'm this important to have thousands of articles a week sometimes, usually hundreds, news TV shows lying about me everywhere.
[00:34:24.639 --> 00:34:32.587]  They were doing it to demonize me so that when no one stood up for me, it would set the precedent to then ban everyone else.
[00:34:32.648 --> 00:34:39.335]  And you notice there was more coverage of Alex Jones being banned two years ago than everybody else being combined.
[00:34:41.109 --> 00:34:42.550]  And I've learned how they operate.
[00:34:42.570 --> 00:34:45.953]  So I was on air saying, I'm not this important.
[00:34:46.674 --> 00:34:47.935]  They see me as a populist.
[00:34:48.395 --> 00:34:50.237]  They see me as a guy that got Trump elected.
[00:34:50.257 --> 00:34:53.419]  They went to the RNC and saw half the folks wearing Infowars shirt.
[00:34:53.739 --> 00:34:54.480]  They got scared.
[00:34:54.520 --> 00:34:55.541]  Rolling Stone wrote about that.
[00:34:55.861 --> 00:34:56.562]  So the New York Times.
[00:34:56.582 --> 00:35:00.385]  I remember the New York Times was like shaking, going, we had no idea your audience was so big.
[00:35:00.745 --> 00:35:06.830]  People I knew from the New York Times, like openly uncloaked, like demons, like Grimer Wormtongue from Lord of the Rings.
[00:35:07.911 --> 00:35:08.612]  I'll get you!
[00:35:08.932 --> 00:35:13.117]  They were so delusional and had no idea about the power of the grassroots.
[00:35:15.500 --> 00:35:22.948]  So they finally figured out at the RNC and then when Trump got elected that the people are done with them.
[00:35:23.749 --> 00:35:27.473]  And so they said well let's demonize the image of the archetypal American the populist.
[00:35:29.110 --> 00:35:33.553]  And then once we destroyed Jones, which they were not successful in thanks to you supporting us, literally.
[00:35:33.573 --> 00:35:35.455]  I mean, that's not me just thanking you.
[00:35:35.475 --> 00:35:40.358]  I mean, I'm like thanking you, like a man thrown overboard from a ship finding a piece of driftwood to lay on.
[00:35:40.578 --> 00:35:41.319]  Thank you.
[00:35:43.160 --> 00:35:47.183]  And through that process, they then attacked everybody else.
[00:35:47.463 --> 00:35:48.804]  And now here we are.
[00:35:51.306 --> 00:35:56.349]  The Communist Chinese are all over Google and its subsidiaries.
[00:35:57.532 --> 00:35:59.193]  And Twitter and Facebook live time.
[00:35:59.934 --> 00:36:08.500]  I mean, the Senate's having hearings now where they themselves, the Senator goes and types in Communist Party bandits, pirates.
[00:36:09.200 --> 00:36:10.822]  That's what Chinese call crooks, pirates.
[00:36:11.582 --> 00:36:14.985]  And they hit publish and in live time it's deleted.
[00:36:17.767 --> 00:36:21.809]  And US Senators are like, what the hell was that?
[00:36:22.410 --> 00:36:23.531]  There's video of this.
[00:36:25.401 --> 00:36:26.041]  Well, of course!
[00:36:26.121 --> 00:36:27.522]  What do you think's been going on?
[00:36:27.962 --> 00:36:30.203]  People go, but wait a minute, YouTube's banned in China.
[00:36:32.263 --> 00:36:33.724]  China doesn't care about China.
[00:36:33.764 --> 00:36:34.744]  It's got control of that.
[00:36:35.064 --> 00:36:36.345]  This is about the world.
[00:36:38.886 --> 00:36:48.569]  And it's about the special interests that set up China, the globalists, that are commanding China to project their influence onto the West and onto America.
[00:36:48.769 --> 00:36:58.769]   I mean they've bought off Italy, they've bought off France, they've bought off Spain.
[00:36:58.802 --> 00:37:04.323]  I mean, it's on the news where the leaders of those countries say, thank you, China, you run us.
[00:37:07.964 --> 00:37:17.086]  I mean, the Communist Chinese Party pays for the guns and the ammo of the French police, the Spanish police and the Italian police.
[00:37:18.506 --> 00:37:24.586]  The uniforms of EU police are paid for by Xi Jinping.
[00:37:24.586 --> 00:37:33.306]  That's all in the news.
[00:37:33.557 --> 00:37:34.298]  Think about that.
[00:37:34.618 --> 00:37:35.658]  That's how communists do it.
[00:37:35.678 --> 00:37:43.903]  They oppress their people, leverage them in slave factories, and then weapons and uniforms and propaganda to exploit the country they've got control of.
[00:37:43.963 --> 00:37:46.784]  It's communist party doctrine to take the next country over.
[00:37:49.365 --> 00:38:00.011]  And I remember General Benton K. Parton, former head of Air Force Weapons Development, original head of the Secret Space Command, telling me in a conversation, every conversation on air going, Jones, listen to me.
[00:38:00.911 --> 00:38:04.493]  You think communism is some outdated deal and just some plan of the new world order?
[00:38:04.893 --> 00:38:10.437]  It's the plan and they'll take your country over and then exploit it to the next country and it's a program.
[00:38:10.877 --> 00:38:24.706]   It's a communist program just like a play and he was an engineer and you have to understand if you have the engineering You know how to blow it up, but if you don't start addressing it as a communist plan, you'll never defeat it.
[00:38:24.666 --> 00:38:35.786]   The New World Order is funding the communism, but communism is the blueprint.
[00:38:35.786 --> 00:38:41.266]  And that was, I mean, oh man, I'll tell you.
[00:38:41.266 --> 00:38:45.905]   It's a blueprint folks that David Rockefeller funded and who bragged in the New York Times
[00:38:45.905 --> 00:38:48.705]   that he was going to bring communist Chinese communism to America.
[00:38:48.904 --> 00:38:52.285]  And man, you look at the Confucius societies and everything going on, that's what it is.
[00:38:52.585 --> 00:38:55.126]  I know for the average arrogant American, I'm arrogant too.
[00:38:56.860 --> 00:39:03.382]  I mean, let me tell you, Benton Parton was telling me this in a Luby's eating chicken fried steaks 25 years ago.
[00:39:03.802 --> 00:39:05.722]  And I knew he was the head of space command.
[00:39:06.062 --> 00:39:07.823]  I knew he was the head of secret operations.
[00:39:08.143 --> 00:39:11.703]  I knew this guy was a three-star general, the most black ops the world's ever seen.
[00:39:11.723 --> 00:39:16.445]  And he kept saying, listen, forget the new world order, Jones.
[00:39:16.465 --> 00:39:17.485]  That's just their talk.
[00:39:17.725 --> 00:39:18.665]  They're communists.
[00:39:20.686 --> 00:39:21.686]  And they got a program.
[00:39:22.972 --> 00:39:26.295]  And he would just go, fight the program!
[00:39:26.575 --> 00:39:27.877]  Fight the program!
[00:39:28.117 --> 00:39:28.377]  Fight!
[00:39:28.637 --> 00:39:31.860]  And I thought, this is just an old general who's still obsessed with the communists.
[00:39:31.940 --> 00:39:34.803]  No, he knew every damn thing he said.
[00:39:37.540 --> 00:39:53.805]  And he was sitting there tolerating people like me and going all over the country, spending every dime he had, living in a tiny house and literally eating the equivalent of dog food to travel seven days a week, 365 days a year to warn everyone he could.
[00:39:54.165 --> 00:39:56.246]  Churches and assemblies and groups.
[00:39:56.666 --> 00:40:00.107]  And I'm not trying to bring up General Parton, the great patriot who recently died.
[00:40:01.926 --> 00:40:06.528]  The point is, is that that's the type of people America used to be made out of.
[00:40:07.188 --> 00:40:12.910]  And if we don't start realizing what we're up against, we don't have a damn snowball chance in hell.
[00:40:15.891 --> 00:40:26.054]  And if you want to know their operations, these people down here protesting, saying, kill white people, kill the cops, all this stupid ass crap, it's all Maoist, Chi-Com funded, on record!
[00:40:28.275 --> 00:40:42.305]   And so I'll say this, I have bitched at Trump And I've gotten mad at Trump, but I couldn't do one-tenth of what he's done if I was in that position because I know what it's like to actually have money and have crew and have people that want to get the job done and you can't get it done.
[00:40:42.626 --> 00:40:44.567]  Imagine Trump totally surrounded.
[00:40:44.848 --> 00:40:48.551]  So we should just thank God for President Trump and just trust in President Trump.
[00:40:50.113 --> 00:40:55.198]  And I got to tell you, at this point, I'm just totally behind the President because this country's in war.
[00:40:56.837 --> 00:40:58.158]  This country's under total attack.
[00:40:59.099 --> 00:41:01.781]  And you've got a bunch of brainwashed people that don't realize what they're up against.
[00:41:01.821 --> 00:41:02.322]  That's okay.
[00:41:02.342 --> 00:41:07.186]  It's up to us that are informed, that are leaders, to stand up and tell the truth and not back down in the face of this.
[00:41:07.226 --> 00:41:09.648]  But Trump is pulling us out of the UN.
[00:41:09.688 --> 00:41:10.769]  That's what the WHO is.
[00:41:10.809 --> 00:41:11.609]  It's the heart of the UN.
[00:41:11.630 --> 00:41:13.491]  It's a scientific medical dictatorship.
[00:41:13.931 --> 00:41:16.333]  He is battling the CHICOMS at point-blank range.
[00:41:17.094 --> 00:41:19.995]  I mean, he's swaying for the damn fences.
[00:41:20.375 --> 00:41:22.556]  We're basically at war with China right now.
[00:41:22.977 --> 00:41:26.158]  There are collaborators running around trying to burn the damn country down.
[00:41:26.758 --> 00:41:31.280]  And all people need to know is this is not business as usual.
[00:41:31.700 --> 00:41:43.086]   This is the globalists and the Democrats launching everything they've got against Bolsonaro and against President Trump and he's not perfect
[00:41:43.086 --> 00:41:49.476]   but against Boris Johnson and against anybody that's part of the Western alliance that believes people
[00:41:49.476 --> 00:41:54.096]   aren't slaves and believes in open free markets because let me tell you China is pure
[00:41:54.096 --> 00:41:57.956]   evil and The globalists are pure evil and they're trying to shut
[00:41:57.956 --> 00:42:02.155]   your economy down with this COVID hoax to teach you that you're not essential
[00:42:02.372 --> 00:42:02.892]  You know what?
[00:42:03.313 --> 00:42:05.935]  Somebody telling me I'm not essential is not essential.
[00:42:06.155 --> 00:42:09.177]  You tell me your little robot is essential and I've been replaced?
[00:42:09.397 --> 00:42:11.539]  How about I smash your robot and smash you?
[00:42:14.847 --> 00:42:16.129]  So I'm a very racist person.
[00:42:16.729 --> 00:42:17.590]  I'm pro-human race.
[00:42:19.072 --> 00:42:27.723]  I am so racist against globalist programmed robots and globalist programmed algorithms and globalist programmed people that are anti-human.
[00:42:28.283 --> 00:42:31.467]  So everybody's designed to be tribal to stand up for your own interests.
[00:42:32.288 --> 00:42:34.729]  Stand up for red blood, ladies and gentlemen.
[00:42:35.029 --> 00:42:44.332]  Stand up for humanity now and know that you're being conquered by an outside usurping force and stop being naive because we are in the zeitgeist.
[00:42:44.372 --> 00:42:45.332]  We are in the fulcrum.
[00:42:45.352 --> 00:42:46.353]  We are in the crossroads.
[00:42:46.553 --> 00:42:47.673]  We are in the zenith point.
[00:42:47.893 --> 00:42:50.374]  We are making the decision now!
[00:42:50.394 --> 00:43:00.998]  You've got all these crackheads and methheads and most of the protesters are white, you noticed out there, the communists, the antifa, trying to get black folks to riot.
[00:43:02.210 --> 00:43:05.633]  And burn something down to show us that we know the cops are bad.
[00:43:07.675 --> 00:43:09.977]  The cops are way down here in the power structure.
[00:43:10.397 --> 00:43:14.280]  The globalists and their big corporations trying to destroy our country are way up here at the top.
[00:43:14.560 --> 00:43:16.962]  And Trump's down here trying to get control of that.
[00:43:17.203 --> 00:43:23.548]  And everything he's done has been legitimate and uphill and incredible and Spartan and Beowulfian.
[00:43:25.888 --> 00:43:27.288]  George Washingtonian.
[00:43:27.348 --> 00:43:28.909]  I mean, there's no longer any doubt.
[00:43:29.409 --> 00:43:30.610]  Day late, dollar short.
[00:43:30.690 --> 00:43:31.210]  Don't matter.
[00:43:31.250 --> 00:43:38.012]  He made the decision like that thief hanging on the cross at the last minute to hit the buttons because he finally gets it.
[00:43:38.032 --> 00:43:38.932]  And let me tell you something.
[00:43:39.312 --> 00:43:40.453]  It's on, ladies and gentlemen.
[00:43:40.753 --> 00:43:43.954]  So you better know Antifa, if you're a major leader, is watching your house.
[00:43:45.222 --> 00:43:46.903]  And you better, and it's not just the meth-head.
[00:43:46.963 --> 00:43:47.843]  Those are the decoys.
[00:43:47.903 --> 00:43:51.105]  If they gotta come at you, they're gonna blame the meth-heads later if they lose.
[00:43:51.645 --> 00:43:54.167]  You need to know they're coming for you and your family right now.
[00:43:54.607 --> 00:44:10.755]  And you better understand, ladies and gentlemen, that you better be frosty and awake and involved right now because this is a 250-year-old country that the globalists think they can just push over and take over and sack and then turn you all into slaves and rob every damn thing you've got!
[00:44:13.021 --> 00:44:19.222]  So, you think about that long, and you think about that hard, because this isn't a game anymore.
[00:44:19.422 --> 00:44:20.863]  Does our government have problems?
[00:44:21.143 --> 00:44:22.863]  Does it got people that are out of control?
[00:44:23.103 --> 00:44:23.963]  Damn right it does!
[00:44:24.223 --> 00:44:29.684]  You put communist New World Order satanists in charge, you think you've got a government out of control?
[00:44:29.964 --> 00:44:31.625]  You think you've got a police state?
[00:44:31.925 --> 00:44:33.705]  You think you've got a New World Order?
[00:44:33.965 --> 00:44:35.646]  You think you've got tyranny?
[00:44:35.686 --> 00:44:42.126]   You have not seen a damn thing once the republic's gone and the satanists are in charge.
[00:44:42.126 --> 00:44:50.246]   *sigh* I'm gonna play a few special reports here.
[00:44:51.608 --> 00:44:55.468]  And then I'm going to come back and Millie Weaver's got a lot to say.
[00:44:55.508 --> 00:44:56.269]  She's going to pop in.
[00:44:58.169 --> 00:45:05.450]  And I do want to be able to take your calls, but our crew is so skeleton because the crew we've got's down there at the I-35 shutdown and the footage you're seeing and everything else.
[00:45:08.051 --> 00:45:11.171]   And I've got crime statistics I want to go over to show you the facts here about what's
[00:45:11.171 --> 00:45:13.571]  really going on that are so incredibly important.
[00:45:13.571 --> 00:45:22.931]  And all the white liberals out hands up don't shoot.
[00:45:23.078 --> 00:45:25.880]  Let's look at crown statistics from the FBI itself, okay?
[00:45:27.882 --> 00:45:28.483]  Look at these right here.
[00:45:29.624 --> 00:45:32.486]  And all these white liberals, their hands up, oh don't shoot me, don't shoot me. 547,000.
[00:45:37.190 --> 00:45:38.191]  948 black-on-white crimes.
[00:45:38.231 --> 00:45:38.831]  Black-on-Hispanic, 112,000.
[00:45:38.871 --> 00:45:39.191]  White-on-black, 59,000.
[00:45:40.312 --> 00:45:41.133]  White-on-Hispanic, 207,000.
[00:45:41.253 --> 00:45:41.873]  Hispanic-on-white, 365,000.
[00:45:41.933 --> 00:45:43.414]  Hispanic-on-black, 44,000.
[00:45:43.254 --> 00:45:49.294]  59,000. White on Hispanic, 207,000. Hispanic on white, 365,000.
[00:45:49.294 --> 00:45:51.734]  Hispanic on black, 44,000.
[00:45:51.734 --> 00:45:57.494]  Like I told you, it's a 10 to 1 ratio, black on white crime.
[00:45:57.494 --> 00:46:00.293]  And you can argue, well, it's over reported, whatever.
[00:46:00.487 --> 00:46:05.430]  Look, anybody being realistic and being honest knows that it's seen as a leftist thing.
[00:46:05.450 --> 00:46:06.451]  Go ahead and attack white people.
[00:46:06.471 --> 00:46:06.851]  They deserve it.
[00:46:07.112 --> 00:46:08.573]  The average black person is not like that.
[00:46:08.693 --> 00:46:09.333]  I don't blame them.
[00:46:09.413 --> 00:46:10.034]  I'm not stupid.
[00:46:10.354 --> 00:46:19.121]  But to sit there and say, because you've got a cop on some black guy's neck who he turns out they're bouncers together and the Asian cops hooked in and knows them.
[00:46:19.141 --> 00:46:20.502]  I mean, there's a little something going on here.
[00:46:22.585 --> 00:46:23.866]  But there's still crazy cops.
[00:46:23.906 --> 00:46:24.606]  There's bad cops.
[00:46:24.987 --> 00:46:28.169]  There's bad white cops, bad Hispanic cops, bad black cops.
[00:46:28.189 --> 00:46:28.769]  Everybody knows that.
[00:46:30.090 --> 00:46:30.971]  Power gets abused.
[00:46:31.031 --> 00:46:32.072]  Nobody ever denied that.
[00:46:33.012 --> 00:46:34.193]  I don't give a damn about that cop.
[00:46:35.254 --> 00:46:36.095]  He's going to prison.
[00:46:37.456 --> 00:46:38.276]  Oh, that's a white guy.
[00:46:38.316 --> 00:46:39.137]  We don't want him getting in trouble.
[00:46:39.157 --> 00:46:40.158]  What the hell does that mean?
[00:46:42.980 --> 00:46:45.461]  Turns out Minnesota's the only, Minneapolis-St.
[00:46:45.501 --> 00:46:49.865]  Paul's the only jurisdiction that teaches that since the 80s, since L.A.
[00:46:49.905 --> 00:46:51.586]  Bandit, putting your knee on somebody's neck.
[00:46:53.402 --> 00:46:54.743]  Again, leftist policy.
[00:46:56.003 --> 00:46:57.844]  That's actually authorized policy.
[00:46:58.104 --> 00:46:59.545]  That cop will probably get off for this.
[00:47:01.266 --> 00:47:02.567]  Because the policy says he can do it.
[00:47:03.967 --> 00:47:04.228]  That's dumb.
[00:47:08.732 --> 00:47:09.632]  But see, it doesn't matter.
[00:47:10.072 --> 00:47:18.295]  Nike and all that has the slave factories in China and then sells black people shoes that are ten times more than they should be as a status symbol that preys on black people.
[00:47:18.775 --> 00:47:19.835]  Oh, Colin Kaepernick!
[00:47:20.336 --> 00:47:21.436]  Oh, Nike!
[00:47:21.636 --> 00:47:24.077]  Oh, so upset about what happened to this one guy that died.
[00:47:24.377 --> 00:47:27.058]  Doesn't give a damn about the millions of black people aborted.
[00:47:27.358 --> 00:47:29.959]  Doesn't give a damn about the fentanyl killing millions of Americans.
[00:47:30.239 --> 00:47:38.645]   Doesn't give a damn About the old people dying by the 50-something thousand with them shipping the people that had the COVID-19 in on purpose?
[00:47:38.665 --> 00:47:39.565]  None of that matters!
[00:47:39.405 --> 00:47:43.405]  not real justice, but the media and CNN told me.
[00:47:43.405 --> 00:47:52.405]   That was the right thing to do, but as soon as CNN started burning the articles up on Inforwards.com,
[00:47:52.405 --> 00:47:53.405]  just share it.
[00:47:53.405 --> 00:48:03.405]  [BLANK_AUDIO]
[00:47:54.957 --> 00:47:56.198]  Oh, suddenly their tune changed.
[00:47:56.579 --> 00:47:58.180]  Let's show that color shot right here if we can.
[00:47:58.200 --> 00:47:59.421]  Can we pull up that tweet?
[00:48:01.232 --> 00:48:04.754]  Attacking CNN, Mexican flag, this riot is all over the place.
[00:48:05.234 --> 00:48:07.515]  I assume there are signs for abolishing capitalism.
[00:48:10.397 --> 00:48:13.218]  And again, nothing against Mexico.
[00:48:13.658 --> 00:48:16.840]  I kind of like the fact that some Mexicans that are here don't want to be U.S.
[00:48:16.860 --> 00:48:18.321]  citizens and love their country.
[00:48:18.641 --> 00:48:20.462]  I wish Americans had that same type of fervor.
[00:48:22.883 --> 00:48:24.284]  But what is Black Lives Matter?
[00:48:24.324 --> 00:48:26.305]  It's a creation of Soros and the globalists.
[00:48:26.525 --> 00:48:28.446]  They don't give a rat's ass about black lives.
[00:48:31.687 --> 00:48:35.133]  Everybody's trying to get into America because they have a Christian ethos.
[00:48:36.396 --> 00:48:37.498]  We have a lot of problems.
[00:48:38.460 --> 00:48:41.926]  But the point is, why is everybody trying to get here if we're so bad?
[00:48:42.026 --> 00:48:42.828]  No, it's a fraud.
[00:48:43.289 --> 00:48:43.789]  It's a lie.
[00:48:46.186 --> 00:48:50.789]  But I'm going to calm down now and come back to you on this live Saturday transmission that we're going to run right through.
[00:48:51.270 --> 00:48:53.571]  Owen Troyer's down there with the armored vehicle covering all this.
[00:48:53.771 --> 00:48:54.872]  People said, why did you get an armored vehicle?
[00:48:54.932 --> 00:48:56.213]  Because I knew this was all coming this year.
[00:48:56.233 --> 00:48:57.674]  I said, civil unrest, you name it.
[00:48:57.894 --> 00:49:00.836]  I said, bioweapon attack and civil unrest and race war.
[00:49:01.477 --> 00:49:02.297]  And we're on record.
[00:49:03.078 --> 00:49:04.459]  I don't need to play that for you again.
[00:49:04.519 --> 00:49:07.721]  You all heard me because I know the New World Order's toolbox.
[00:49:08.301 --> 00:49:10.343]  And they're launching everything they've got.
[00:49:12.639 --> 00:49:16.281]  Trump now has blasted Antifa and the radical left for coordinating nationwide riots.
[00:49:16.541 --> 00:49:17.162]  We'll cover that.
[00:49:17.202 --> 00:49:18.803]  The president's taken the gloves off.
[00:49:19.163 --> 00:49:22.405]  He understands he couldn't get the establishment to be reasonable.
[00:49:22.745 --> 00:49:24.226]  He understands he can't back down.
[00:49:24.806 --> 00:49:26.207]  He understands what's really going on.
[00:49:26.607 --> 00:49:30.009]  And so now it's on like Donkey Kong.
[00:49:31.410 --> 00:49:32.611]  It's on now, folks.
[00:49:33.992 --> 00:49:35.993]  You think you're going to have a boring 156 days?
[00:49:37.934 --> 00:49:40.656]  This is the time that defines who we are to the future.
[00:49:42.401 --> 00:49:43.763]  This is beyond epic right now.
