[00:00:00.814 --> 00:00:03.423]  You're listening to The Alex Jones Show.
[00:42:32.073 --> 00:42:33.093]  I didn't see that, he says.
[00:42:34.195 --> 00:42:36.360]  But he said they didn't tow his car, they just left it in the area.
[00:42:36.400 --> 00:42:40.629]  He said, I had no idea they arrested him for just being around here.
[00:42:41.891 --> 00:42:43.074]  WTF, he says.
[00:42:43.375 --> 00:42:43.555]  Yeah.
[00:42:44.198 --> 00:42:45.318]  Why would that happen?
[00:42:45.618 --> 00:42:46.879]  Well, here's another one for you, okay?
[00:42:46.899 --> 00:42:53.540]  You think, well, gee, I guess he had it coming because he's parked in an area that they have identified as a hotspot.
[00:42:54.280 --> 00:43:00.182]  Well, here's some people attending a Breitbart News sponsored event in Scottsdale, Arizona.
[00:43:00.682 --> 00:43:10.284]  And they get the police, helicopters with spotlights, a massive police presence turnout because they are having an event in a local sports bar.
[00:43:11.064 --> 00:43:14.839]  They go to the sports bar, they have a speech that's going on by one of the Breitbart people.
[00:43:15.816 --> 00:43:18.478]  Talking about conservative issues, the U.S.
[00:43:18.518 --> 00:43:21.179]  Constitution, the Second Amendment, securing the poorest U.S.
[00:43:21.199 --> 00:43:21.840]  border, they say.
[00:43:22.300 --> 00:43:31.466]  Suddenly, one or two people complained to the establishment's management, and shortly after that, they cut the microphones, and the volume of the televisions was turned up.
[00:43:31.606 --> 00:43:34.348]  And then, multiple police showed up.
[00:43:34.368 --> 00:43:40.772]  They said there's no confrontations, no shouting, no yelling, no fighting, no disagreement, no disturbing the peace, absolutely nothing.
[00:43:41.132 --> 00:43:43.874]  He says the police were completely professional, courteous,
[00:43:44.474 --> 00:43:50.237]  But seemed somewhat surprised that they were there, but said it was reported by the group that we had been unruly.
[00:43:50.918 --> 00:43:55.460]  He says, as an attendee of the event, I and everyone else in attendance can tell you that we were not unruly.
[00:43:55.500 --> 00:43:58.402]  They believed that it was the subject of what was being talked about.
[00:43:59.432 --> 00:44:01.053]  This is what you need to be concerned about.
[00:44:01.574 --> 00:44:06.718]  The fact that we live in a Stasi snitch state.
[00:44:07.719 --> 00:44:10.000]  Somebody sees something, they say something.
[00:44:10.100 --> 00:44:12.442]  If they're offended by something, they report you to the police.
[00:44:13.383 --> 00:44:14.044]  And fortunately,
[00:44:14.844 --> 00:44:21.565]  Nothing happened, nobody got injured in this particular case, but that is the way this is going down multiple times.
[00:44:22.145 --> 00:44:29.327]  I want to talk to you about Obamacare, and as I pointed out, this amazing new regulation, and also the fraud that has been discovered in it.
[00:44:29.547 --> 00:44:38.949]  Very quickly though, I want to let you know that we have 15% off of ancient defense for a limited time, and again, we have the 10% off of InfoWars select storable food and free shipping.
[00:44:38.989 --> 00:44:40.449]  Let me tell you about ancient defense.
[00:44:41.349 --> 00:44:42.170]  Seasons are changing.
[00:44:42.210 --> 00:44:45.154]  It's time to start reinforcing your body's natural defenses.
[00:44:45.174 --> 00:44:52.263]  To help you get started, we're giving you 15% off the highly rated Ancient Defense Herbal Immunity Formulation at InfoWarsLife.com.
[00:44:53.144 --> 00:44:55.247]  Again, you can get that at InfoWarsLife.com.
[00:44:55.267 --> 00:44:56.308]  15% off of Ancient Defense.
[00:45:00.230 --> 00:45:08.574]  Now the other day, and get this clip up from Bernie Sanders, guys, let's play this one where he talks about the guys being poets down in Nicaragua.
[00:45:09.434 --> 00:45:21.480]  Bernie Sandinista, and I call him that because he was talking 30 years ago, just like, you know, Back to the Future, kind of like Doc from Back to the Future, except 30 years ago he was praising the Sandinistas.
[00:45:22.506 --> 00:45:23.347]  He was praising them.
[00:45:23.387 --> 00:45:25.649]  He said, yeah, these guys aren't political hacks.
[00:45:25.749 --> 00:45:26.150]  No, no.
[00:45:26.170 --> 00:45:26.951]  They're like hippies.
[00:45:26.971 --> 00:45:27.551]  They're poets.
[00:45:27.571 --> 00:45:28.752]  They got Vermont connections.
[00:45:28.793 --> 00:45:30.214]  You know, they're kind of just like me.
[00:45:30.234 --> 00:45:31.255]  You guys got that clip ready?
[00:45:31.275 --> 00:45:32.016]  Let's roll that clip.
[00:45:34.148 --> 00:45:38.671]  I was impressed by Father D'Escoto, and he is a very gentle, very loving man.
[00:45:38.711 --> 00:45:39.952]  He's familiar with Burlington, Vermont.
[00:45:39.972 --> 00:45:42.674]  He had a niece who graduated from St.
[00:45:42.694 --> 00:45:46.277]  Michael's College, actually, who's now working for the government of Nicaragua.
[00:45:46.477 --> 00:45:47.958]  Ortega is an impressive guy.
[00:45:47.978 --> 00:45:51.881]  Ernesto Cardinal is a funny-looking guy.
[00:45:51.901 --> 00:45:52.662]  He's grey-haired.
[00:45:53.162 --> 00:45:54.543]  And he really does remind you of the hippie.
[00:45:54.743 --> 00:45:56.485]  I mean, Ernesto, in fact... He's kind of like me.
[00:45:58.567 --> 00:46:01.288]  You know, he's very strongly into poetry.
[00:46:02.568 --> 00:46:11.571]  He is very proud of the fact that they are now teaching poetry, not only to peasants and to workers, but in the military, in the police department.
[00:46:12.271 --> 00:46:13.491]  A very impressive guy.
[00:46:13.791 --> 00:46:19.133]  Yeah, the peasants, the military, you know, they got their own little Maoist cultural revolution going on down there.
[00:46:19.193 --> 00:46:19.573]  It's great!
[00:46:19.673 --> 00:46:24.894]  And these guys look like me, you know, they're hippies, they got, you know, long white hair, connections to Vermont.
[00:46:25.255 --> 00:46:26.315]  They're not political hacks!
[00:46:26.940 --> 00:46:29.702]  See, he's caught up in identity politics.
[00:46:29.742 --> 00:46:31.663]  He's caught up in the left-right paradigm.
[00:46:32.283 --> 00:46:35.165]  He loved the Sandinistas, Bernie Sandinista did.
[00:46:35.845 --> 00:46:43.230]  He loved them because he opposed the American government policy of overthrowing whatever countries they want to overthrow.
[00:46:43.250 --> 00:46:43.970]  And I agree with him.
[00:46:44.991 --> 00:46:47.192]  I agree that Iran-Contra was a horrible thing.
[00:46:47.904 --> 00:46:55.446]  I agree that the smuggling of crack cocaine by the CIA to fund the Contras into LA was a horrible thing.
[00:46:55.506 --> 00:46:57.247]  I don't think we should be overthrowing other countries.
[00:46:57.287 --> 00:47:02.068]  But that doesn't mean that the Sandernistas were good guys, Bernie.
[00:47:02.688 --> 00:47:05.609]  See, that's what happens when you get caught up in the left-right paradigm.
[00:47:06.049 --> 00:47:08.410]  When you get into this either-or mentality.
[00:47:09.030 --> 00:47:11.131]  And he hasn't learned anything in the last 30 years.
[00:47:11.191 --> 00:47:17.393]  As I pointed out when I talked about this before, he hasn't learned about what happened with Daniel Ortega.
[00:47:18.536 --> 00:47:24.783]  Daniel Ortega, who was so thoroughly corrupt, he was thrown out by a coalition of conservatives and communists.
[00:47:25.904 --> 00:47:27.365]  He was a kleptocrat.
[00:47:27.946 --> 00:47:33.432]  He was somebody who had confiscated billions of dollars of private property, and just before he left, he made it private again.
[00:47:33.452 --> 00:47:35.233]  He made it his property.
[00:47:36.308 --> 00:47:38.950]  That's the kind of guy that Daniel Ortega is.
[00:47:39.030 --> 00:47:44.854]  But of course, Bernie Sanders was taken in by it because he bought into, well, if Reagan is against him, I'm for him.
[00:47:45.455 --> 00:47:47.556]  And besides that, you know, he looks like me, you know.
[00:47:47.576 --> 00:47:52.139]  And he's got, even here, the rhetoric, you know, the peasants and the poets.
[00:47:52.339 --> 00:47:56.082]  I mean, the peasants and the serfs or whatever.
[00:47:56.102 --> 00:48:02.527]  I mean, he's got this class warfare, Marxist rhetoric that comes from Bernie Sanders.
[00:48:03.027 --> 00:48:05.949]  But it's okay, because he's got the police and the military learning poetry, too.
[00:48:06.009 --> 00:48:06.470]  Isn't that great?
[00:48:06.490 --> 00:48:07.230]  Isn't that great?
[00:48:07.250 --> 00:48:08.071]  They're all a bunch of poets.
[00:48:08.371 --> 00:48:13.095]  So I had a lot of people, when I talked about this before, they said, you know, why are you picking on Bernie Sanders?
[00:48:13.115 --> 00:48:16.538]  Why are you picking on the failed socialist states in Central America?
[00:48:16.578 --> 00:48:21.081]  You know, like Nicaragua and Venezuela, where the bankers get 700% on their investments.
[00:48:21.722 --> 00:48:27.967]  And Venezuela, communist Venezuela, Hugo Chavez gives the bankers 700% on their investments, but
[00:48:28.487 --> 00:48:31.128]  The people there can't get food, medicine, or water.
[00:48:31.268 --> 00:48:32.528]  They have to go elsewhere to get that.
[00:48:32.568 --> 00:48:33.748]  So they say, why are you picking on that?
[00:48:33.768 --> 00:48:39.009]  You know, why don't you, you always ignore the successes of socialism.
[00:48:39.209 --> 00:48:40.810]  You know, like Sweden.
[00:48:41.150 --> 00:48:42.970]  Okay, well let's talk about Sweden.
[00:48:43.850 --> 00:48:45.731]  Sweden needs to borrow more.
[00:48:46.151 --> 00:48:50.292]  They need to cut their costs in order to meet refugee numbers, says their finance minister.
[00:48:51.713 --> 00:48:57.695]  Open borders, entitlements, the socialist state, either one of those things will destroy a country.
[00:48:58.215 --> 00:49:04.338]  But you put them both together and you start sailing over the cliff like Thelma and Louise, okay?
[00:49:04.938 --> 00:49:05.878]  And that's what's happening.
[00:49:05.918 --> 00:49:08.779]  That was what Cloward and Piven strategized about back in the 1960s.
[00:49:08.899 --> 00:49:12.481]  They said, you know, we just aren't getting there quickly enough.
[00:49:12.521 --> 00:49:17.222]  So what we're going to have to do is we're going to have to destroy the society so we can rebuild our socialist utopia.
[00:49:17.262 --> 00:49:17.963]  How do we do that?
[00:49:18.003 --> 00:49:20.944]  Well, we ramp up the entitlement state and then
[00:49:21.604 --> 00:49:25.025]  We ramp up the number of people that are going to be on the entitlement state.
[00:49:25.085 --> 00:49:26.606]  So now we can see what's happening in Sweden.
[00:49:26.626 --> 00:49:35.769]  You don't see this kind of thing happening in Central and South America simply because Sweden and the European states of Germany and others were so rich to start with.
[00:49:36.389 --> 00:49:40.711]  It didn't take very long for socialism to collapse in Central and South America.
[00:49:40.891 --> 00:49:46.153]  Even after they confiscate billions of dollars of wealth from other people, they still couldn't
[00:49:47.068 --> 00:49:47.889]  Make it go that long.
[00:49:47.949 --> 00:49:51.812]  As Margaret Thatcher said, the problem with socialism is you eventually run out of other people's money.
[00:49:52.153 --> 00:49:55.836]  Well, they didn't have that much of it to start with in Central America, so you saw the results right away.
[00:49:55.876 --> 00:49:57.898]  But now we're starting to see the results in Sweden.
[00:49:58.478 --> 00:50:00.300]  So we had this story back on the 23rd.
[00:50:00.360 --> 00:50:08.207]  Sweden will need to borrow more money, cut costs across the board to meet the expense of record numbers of asylum seekers arriving in the country, said the finance minister.
[00:50:08.627 --> 00:50:11.390]  Then we had another one that was a couple of days earlier.
[00:50:11.770 --> 00:50:16.533]  Kurt Nemmo pointed out that Sweden was on the verge of collapse as illegal immigrants surged into the country.
[00:50:16.593 --> 00:50:21.115]  The anti-immigration party is now the largest in the Scandinavian nation.
[00:50:21.675 --> 00:50:34.141]  He points out, and this is a quote from a Danish historian, says, the final consequence of the West and above all Sweden's immigration policy is that the economy will collapse because who is going to pay for it all?
[00:50:34.622 --> 00:50:38.664]  And economic breakdowns, once they happen, always happen very quickly.
[00:50:39.324 --> 00:50:43.947]  Increasing taxes, he said, on wage earners in Sweden to pay for the influx of illegal immigrants is not enough.
[00:50:44.487 --> 00:50:46.948]  The finance minister said, of course, they're going to borrow this.
[00:50:47.228 --> 00:50:56.994]  They said, why has one government after another chosen to spend Swedish taxpayers' money to support and shelter citizens of other countries while some of them are trying to kill us?
[00:50:57.674 --> 00:50:58.255]  Precisely.
[00:50:58.275 --> 00:51:03.277]  When we come back, we're going to break down how that looks in America with Obamacare.
[00:51:03.458 --> 00:51:04.018]  We'll be right back.
[00:51:12.267 --> 00:51:16.488]  Earthquake, floods, winter storms, prolonged power outages, or war.
[00:51:16.908 --> 00:51:20.648]  Each of us have had that moment when we recognize that we need to be better prepared.
[00:51:21.189 --> 00:51:22.429]  We typically do the same thing.
[00:51:22.569 --> 00:51:25.109]  We start with food storage, then we address the need for water.
[00:51:25.589 --> 00:51:27.210]  But have you considered heat storage?
[00:51:27.810 --> 00:51:29.590]  I'm talking about staying warm in the cold.
[00:51:30.010 --> 00:51:31.690]  Here are some things for you to consider.
[00:51:32.290 --> 00:51:33.671]  How will I keep my family warm?
[00:51:33.931 --> 00:51:36.391]  The standard answers are firewood, coal, or propane.
[00:51:36.411 --> 00:51:40.472]  But the problem with that, if you need to be on the move, is you can't take it with you.
[00:51:41.312 --> 00:51:42.032]  Another concern?
[00:51:42.432 --> 00:51:46.094]  There may come a time when you need to stay warm without smoke, like in times of war.
[00:51:46.414 --> 00:51:48.654]  There may even come a time when you can't burn fuel.
[00:51:48.995 --> 00:51:52.176]  The answers may be simpler and less costly than you think.
[00:51:52.976 --> 00:51:55.417]  For these answers, go to FortressClothing.com.
[00:51:55.777 --> 00:51:59.738]  Again, FortressClothing.com has the answers to your heat storage dilemma.
[00:52:00.418 --> 00:52:01.759]  Don't get stuck in the cold.
[00:52:02.419 --> 00:52:03.719]  FortressClothing.com.
[00:52:04.059 --> 00:52:05.420]  You'll never be cold again.
[00:52:09.326 --> 00:52:12.929]  As any regular listener knows, I don't script what I have to say.
[00:52:13.169 --> 00:52:17.692]  I do my research, and then I tell it like it is, and let the chips fall where they may.
[00:52:17.712 --> 00:52:19.113]  And I'm gonna do that right now.
[00:52:19.613 --> 00:52:25.017]  I have never, in my 20 years on air, seen a time where it's more important to be prepared.
[00:52:25.257 --> 00:52:29.800]  Even most mainline analysts are now saying, we've entered this critical juncture.
[00:52:29.980 --> 00:52:31.560]  We've got to get prepared.
[00:52:31.800 --> 00:52:34.581]  Everyone knows I'm obsessed with win-win situations.
[00:52:34.801 --> 00:52:46.084]  And the high-quality storable foods at InfoWarsSelect.com are powered by MyPatriot Supply and are the highest quality, the freshest, and have the best pricing that we could find anywhere.
[00:52:46.304 --> 00:52:53.826]  And finally, until October 31st, 2015, all InfoWars Select storable foods purchases will receive 10% off and free shipping.
[00:52:55.526 --> 00:52:58.468]  Free shipping on storable food is unprecedented.
[00:52:58.628 --> 00:53:05.631]  Secure your InfoWar Select storable foods discounted at InfoWarStore.com or by calling toll-free 888-253-3139.
[00:53:09.238 --> 00:53:21.784]  Atmospheric aluminum, mercury exposure, estrogen toxins from plastics, microwaves from cell phones and smart meters, and low-quality foods, all combined to create conditions for the very high incidence of disease in our society.
[00:53:22.105 --> 00:53:30.489]  Now more than ever, we all need to be consuming those foods and herbs that epigenetically signal the cells of our body to produce energy, create proteins, and detoxify.
[00:53:30.629 --> 00:53:36.232]  When we properly support our bodies, then even in these toxic times, we can promote and achieve excellent health.
[00:53:36.632 --> 00:53:38.933]  One World Way is the first energetically encoded
[00:53:39.253 --> 00:53:39.833]  I think so.
[00:54:11.532 --> 00:54:21.337]  Welcome back to the Alex Jones Show.
[00:54:21.377 --> 00:54:22.618]  I'm David Knight, your host today.
[00:54:22.818 --> 00:54:30.482]  In the third hour, we're going to be talking to a transhumanist who is actually going to be running for president with his own transhumanist party.
[00:54:30.502 --> 00:54:31.823]  He's going to be here live in the studio.
[00:54:32.263 --> 00:54:33.784]  His name is Zoltan Istvan.
[00:54:34.710 --> 00:54:36.691]  So that should be an interesting third hour.
[00:54:37.591 --> 00:54:40.551]  Again, I want to go back to what's going on in Europe.
[00:54:40.571 --> 00:54:47.913]  And again, it's Sweden, Germany, these wealthy countries that are rapidly declining into poverty as well as anarchy.
[00:54:47.973 --> 00:54:51.594]  We have an article today on Infowars.com.
[00:54:51.634 --> 00:54:58.196]  Sweden to house immigrants in Lapland Ski Resort while their own citizens suffer under a housing shortage.
[00:54:59.079 --> 00:55:04.984]  As Paul Joseph Watson writes, migrants traveling to the welfare haven of Sweden will be housed in the ski resort.
[00:55:05.324 --> 00:55:08.186]  The citizens will labor under the burden of a housing shortage.
[00:55:08.226 --> 00:55:16.833]  He points out that the spa will offer spa treatments, massages, a swimming pool, a bubble bath, a sauna, as well as a spectacular mountain view of its bedrooms.
[00:55:16.893 --> 00:55:20.156]  And the migrants will be allowed to stay at this resort until February.
[00:55:20.596 --> 00:55:21.036]  Meanwhile,
[00:55:22.057 --> 00:55:30.725]  As they're enjoying these amenities, Swedish citizens continue to be burdened by a housing shortage, exacerbated by the large number of immigrants the country is taking in each year.
[00:55:30.765 --> 00:55:36.850]  Some politicians are also urging citizens to give up their garages in order to house third-world immigrants.
[00:55:37.471 --> 00:55:41.114]  Now, when they do that to us, do you think that'll be a violation of the Third Amendment?
[00:55:42.728 --> 00:55:48.071]  I mean, they're not troops, but I guess you could call them troops, because they're kind of marching in like an army.
[00:55:48.131 --> 00:55:54.355]  Look at this picture that we've got from the Daily Mail of a march into Western Europe.
[00:55:54.576 --> 00:56:03.721]  Shocking pictures show thousands of determined men, women, and children trudging across the Balkans as politicians warn that the EU could collapse in weeks.
[00:56:03.781 --> 00:56:04.202]  Look at that!
[00:56:05.256 --> 00:56:07.857]  Is that, are those the troops of the New World Order?
[00:56:08.697 --> 00:56:12.878]  The troops that have been brought in to collapse and reorganize society?
[00:56:13.738 --> 00:56:22.501]  The troops that have been brought in to destroy the wealth and the independent sovereignty of the West so that they can have their globalist way?
[00:56:22.541 --> 00:56:30.963]  Because of course that's the only thing that is standing in the way of the globalists are the nations of, or that stood in their way, were the nations of Europe and America.
[00:56:30.983 --> 00:56:33.304]  And of course we see that in Sweden
[00:56:34.312 --> 00:56:38.355]  One of the other aspects of this is a aspect of cultural shock, they say.
[00:56:38.535 --> 00:56:39.896]  This is the article from Kurt Nemo.
[00:56:40.256 --> 00:56:40.476]  He says,
[00:57:04.673 --> 00:57:12.531]  Once Peaceful Sweden has the highest rape rate in Europe, the second highest in the world, next to South Africa.
[00:57:13.669 --> 00:57:14.649]  And it's not just Sweden.
[00:57:14.929 --> 00:57:15.810]  It's not just Germany.
[00:57:16.310 --> 00:57:17.510]  It's also Copenhagen.
[00:57:18.030 --> 00:57:24.452]  There's a Muslim mob attacking a police car at a Shiite festival where the Shiites hit the fan.
[00:57:25.133 --> 00:57:27.713]  And you can see the video of that on this particular article.
[00:57:27.753 --> 00:57:28.814]  Let's see, who is this by?
[00:57:28.834 --> 00:57:30.294]  This is the Gateway Pundit.
[00:57:30.914 --> 00:57:33.755]  Listen to this clip from RT that we've got.
[00:57:33.775 --> 00:57:35.996]  This is a guy named Jonathan Pye.
[00:57:36.456 --> 00:57:42.578]  And he's talking about what it costs to rent a room, a little cupboard, under the stairs in London.
[00:57:44.273 --> 00:57:45.934]  Economics to me is, can I afford a house?
[00:57:46.154 --> 00:57:47.554]  Can I afford to buy a house?
[00:57:47.654 --> 00:57:48.214]  Where do you live?
[00:57:48.354 --> 00:57:48.974]  London.
[00:57:49.294 --> 00:57:49.555]  No.
[00:57:50.215 --> 00:57:51.535]  Can I afford to rent a house?
[00:57:51.615 --> 00:57:52.295]  Where do you live again?
[00:57:52.395 --> 00:57:52.916]  London.
[00:57:53.436 --> 00:57:53.716]  No.
[00:57:54.656 --> 00:57:55.856]  What can I afford then?
[00:57:56.437 --> 00:57:59.197]  A cupboard under the stairs for 500 quid a month.
[00:57:59.217 --> 00:58:01.118]  Did you read that in the paper the other day?
[00:58:01.878 --> 00:58:04.919]  500 quid a month for a cupboard under the stairs.
[00:58:05.179 --> 00:58:08.200]  How can that possibly be a healthy housing market?
[00:58:08.888 --> 00:58:10.689]  Yeah, how can that be a healthy housing market?
[00:58:10.729 --> 00:58:12.530]  Welcome to the future.
[00:58:13.171 --> 00:58:14.412]  That's the future they want for us.
[00:58:14.452 --> 00:58:18.014]  The future of desperation, of austerity, of privation.
[00:58:18.674 --> 00:58:24.878]  Because we simply cannot have a welfare state and this kind of massive immigration.
[00:58:24.998 --> 00:58:26.979]  That's what you have to look forward to.
[00:58:28.040 --> 00:58:31.242]  A cupboard under the stairs for 500 pounds a month.
[00:58:31.262 --> 00:58:32.643]  That's probably 700, 750 dollars a month American, okay?
[00:58:35.865 --> 00:58:36.305]  Stay with us.
[00:58:36.505 --> 00:58:37.266]  We'll be right back.
[00:58:37.346 --> 00:58:41.068]  And as I promised, we're going to talk about what's going on with Obamacare.
[00:58:41.549 --> 00:58:42.149]  We'll be right back.
[00:58:50.094 --> 00:58:53.496]  Thank you for listening to GCN.
[00:58:53.516 --> 00:58:55.357]  Visit GCNlive.com today.
[00:58:59.338 --> 00:59:02.540]  When cells become toxic, they die early and aging sets in.
[00:59:02.860 --> 00:59:10.865]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:59:11.085 --> 00:59:16.108]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:59:16.508 --> 00:59:18.810]  You want the best that's out there at the lowest price anywhere?
[00:59:19.030 --> 00:59:20.831]  We now have the synergistic solution.
[00:59:21.151 --> 00:59:25.333]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:59:29.235 --> 00:59:30.175]  BrainForce is here.
[00:59:30.356 --> 00:59:32.476]  Ladies and gentlemen, I've been on this the last few months.
[00:59:32.576 --> 00:59:37.299]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[00:59:37.559 --> 00:59:40.720]  There's always hidden additives in your food, even organic food has hidden additives.
[00:59:40.840 --> 00:59:44.062]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[00:59:44.342 --> 00:59:46.142]  Ultimately, we've all been dumbed down to some degree.
[00:59:46.323 --> 00:59:48.183]  It doesn't have stimulants, it doesn't have garbage in it.
[00:59:48.443 --> 00:59:50.304]  It has natural things that do it clean.
[00:59:50.424 --> 00:59:56.007]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:00:01.977 --> 01:00:04.580]  You're listening to The Alex Jones Show.
[01:00:15.578 --> 01:00:16.219]  Big Brother.
[01:00:16.880 --> 01:00:17.901]  Mainstream media.
[01:00:18.642 --> 01:00:19.763]  Government cover-ups.
[01:00:20.404 --> 01:00:21.205]  You want answers?
[01:00:22.006 --> 01:00:22.887]  Well, so does he.
[01:00:23.548 --> 01:00:27.173]  He's Alex Jones on the GCN Radio Network.
[01:00:27.733 --> 01:00:31.799]  And now, live from Austin, Texas, Alex Jones.
[01:00:33.840 --> 01:00:35.041]  Welcome back to the Alex Jones Show.
[01:00:35.061 --> 01:00:36.141]  I'm David Knight, your host.
[01:00:36.962 --> 01:00:38.382]  I said we would go to Obamacare.
[01:00:38.402 --> 01:00:45.486]  I'm actually going to hold that and do that in the next segment because we have a lot of stations that during this segment are airing news.
[01:00:45.526 --> 01:00:47.387]  So let me give you some news about
[01:00:48.490 --> 01:00:50.472]  That's what it looks like when the economy collapses.
[01:00:50.532 --> 01:00:57.798]  We just had a guy in London talking about how he had to pay 500 pounds for a cupboard under the stairs to live in.
[01:00:58.438 --> 01:01:01.281]  That's not a place to live in, folks.
[01:01:02.562 --> 01:01:04.564]  And again, that's about 750 U.S.
[01:01:04.624 --> 01:01:05.044]  dollars.
[01:01:05.164 --> 01:01:06.806]  Take a look at what's going on in Puerto Rico.
[01:01:07.776 --> 01:01:12.260]  They're looking at organ transplants to cure their ailing economy.
[01:01:12.340 --> 01:01:13.641]  This is coming out of Reuters.
[01:01:13.681 --> 01:01:27.892]  They say Puerto Rico is trying to build its medical tourism industry from a current level of about $80 million a year to $300 million by 2017 as part of efforts to heal its chronically sick economy.
[01:01:28.413 --> 01:01:30.434]  Now, listen to just how sick this is.
[01:01:31.291 --> 01:01:38.096]  Puerto Rico's potential, they say, as a transplant center is partly based on a macabre statistic.
[01:01:38.456 --> 01:01:44.820]  The Caribbean island has a murder and non-negligent manslaughter rate of 19.2 per 100,000 in 2014 versus 4.5 per 100,000 in the US.
[01:01:44.840 --> 01:01:45.220]  So 19.2 versus 4.5.
[01:01:45.801 --> 01:01:49.483]  In other words, over four times the number of murders per capita that they have in the US.
[01:02:00.891 --> 01:02:04.812]  But hey, they look at that and they say, that's not a bug, that's a feature.
[01:02:05.352 --> 01:02:07.973]  We can create a soylent green economy out of that.
[01:02:08.513 --> 01:02:10.934]  Bring in the scoops, okay?
[01:02:10.954 --> 01:02:16.435]  This translates into a pool of donors in the 18 to 30 age range.
[01:02:17.296 --> 01:02:20.857]  The donors are victims of car accidents or gunshot wounds to the head.
[01:02:20.897 --> 01:02:24.998]  Yes, because Puerto Rico, they say, sadly, we have a very high crime rate.
[01:02:25.678 --> 01:02:29.239]  So there you go, it's not a bug, it's a feature, and we can build an economy
[01:02:30.569 --> 01:02:31.690]  Off of our murder rate.
[01:02:32.530 --> 01:02:33.471]  How sick is that?
[01:02:35.012 --> 01:02:51.142]  That's kind of like, you know, Bernie Sanders saying, we need to mandate maternity leave because we have this enlightened place like Communist China, you know, where they literally shoot people in the head if you're part of Falun Gong or you're Christians or whatever.
[01:02:51.182 --> 01:02:53.244]  I mean, they're known for doing that.
[01:02:53.684 --> 01:02:57.408]  And of course, they have their forced abortions if you have more than one child.
[01:02:57.448 --> 01:02:59.550]  They have a one-child policy, have had for a long time.
[01:02:59.951 --> 01:03:08.039]  That has loosened up in some of the provinces now, but some of them are still extremely rigorous in enforcing a one-child policy.
[01:03:08.059 --> 01:03:16.808]  So Bernie Sanders looks at this and he goes, hey, you know, we could have, you know, China, not exactly a model when it comes to human rights, provides 14 weeks of paid maternity leave.
[01:03:17.711 --> 01:03:26.462]  And as this article from Kit Daniels last week pointed out, he was immediately called on that by James Wood saying, you are a moron, another moron.
[01:03:26.983 --> 01:03:31.368]  They kill babies there, forced abortions and other things.
[01:03:31.408 --> 01:03:32.009]  So I mean, that's...
[01:03:32.970 --> 01:03:38.274]  When you don't understand the difference between positive and negative rights, as they've talked about.
[01:03:38.294 --> 01:03:44.838]  And of course, people like Obama, constitutional professor, certainly did understand the difference between positive and negative rights.
[01:03:45.299 --> 01:03:46.900]  He talked about it before he became president.
[01:03:47.480 --> 01:03:52.404]  He said, you know, our Constitution has a system of what we would call negative rights, saying that
[01:03:53.493 --> 01:03:57.479]  Your rights are based on prohibitions of what government can do to you.
[01:03:58.099 --> 01:03:59.081]  Those are negative rights.
[01:03:59.541 --> 01:04:01.544]  And he's not the only person to use that connotation.
[01:04:01.564 --> 01:04:07.091]  I think it's perfectly valid to call them positive and negative because you're prohibiting the government from doing certain things.
[01:04:07.372 --> 01:04:09.154]  That was what the Constitution was set up.
[01:04:09.855 --> 01:04:10.135]  To do.
[01:04:10.155 --> 01:04:16.897]  It's a setup to say that we have, we possess these rights as created human beings.
[01:04:16.957 --> 01:04:25.658]  We all have the same rights because we're all created by the same God and so we need to be respected because we're human and these things we possess because we're human.
[01:04:25.678 --> 01:04:27.279]  So we create a government to protect those rights.
[01:04:27.299 --> 01:04:28.999]  That was the essence of the Declaration of Independence.
[01:04:29.639 --> 01:04:36.581]  Instead, the socialist comes in and says, no, you have a right to food, you have a right to shelter, you have a right to
[01:04:37.521 --> 01:04:38.081]  Education.
[01:04:38.181 --> 01:04:40.362]  You have a right to maternity leave.
[01:04:40.442 --> 01:04:42.183]  Those are what they call positive rights.
[01:04:42.463 --> 01:04:43.363]  I have a right to take this.
[01:04:43.443 --> 01:04:50.005]  The problem is that in order for a government to provide that to you, they have to take something from somebody else.
[01:04:50.685 --> 01:04:56.847]  Very different than preventing the government from taking what you possess as a human being.
[01:04:57.347 --> 01:04:57.808]  Stay with us.
[01:04:58.048 --> 01:05:02.549]  When we come back, I promise I will talk about this new revelation of Obamacare.
[01:05:02.669 --> 01:05:04.470]  An amazing new penalty.
[01:05:04.490 --> 01:05:05.110]  We'll be right back.
[01:05:09.503 --> 01:05:16.049]  After the release of numerous videos showing questionable Planned Parenthood practices, multiple facilities have been raided.
[01:05:16.409 --> 01:05:27.879]  Reuters reports, Texas officials raided several Planned Parenthood facilities on Thursday, in a move that comes days after the state's Republican leaders barred the women's health group from receiving state Medicaid money.
[01:05:28.119 --> 01:05:33.284]  The Inspector General's office declined to comment, but its agents were seen on local news reports
