[00:00:19.451 --> 00:00:21.533]  Welcome to tonight's InfoWars Nightly News.
[00:24:44.581 --> 00:24:47.464]  The translation was done by this security group
[00:24:48.024 --> 00:24:50.706]  But also the Al-Qaeda bug was put in at the same time.
[00:24:51.046 --> 00:24:55.249]  And this comes from the research of a hacker named Neil Krawitz.
[00:24:55.830 --> 00:25:09.560]  And he also looked at a 2006 video which had a bunch of guys sitting on a desk laughing and he said, well, it looks like the Al-Qaeda bug and the other bugs were all put in at the same time, indicating these are all coming from the same place.
[00:25:09.920 --> 00:25:11.502]  Now, after this article came out,
[00:25:12.182 --> 00:25:18.325]  I guess Croats contacted Kim Zetter, who is the author of this article, and says, wait a minute, wait a minute.
[00:25:18.985 --> 00:25:22.407]  I never said that they were on the same level.
[00:25:23.388 --> 00:25:26.089]  It could have just been it was the same compression use.
[00:25:26.129 --> 00:25:27.290]  He was backtracking this.
[00:25:28.030 --> 00:25:31.072]  Although, she goes back, she does three updates on this article.
[00:25:31.092 --> 00:25:32.052]  Here's the third update.
[00:25:32.592 --> 00:25:41.497]  And she writes, however, in a taped interview I conducted with Neil, him, after his presentation, he said the logos were on the same era levels and that it was indicated they were added at the same time.
[00:25:42.628 --> 00:25:47.893]  And so he backtracked on this after the article came out, no doubt due to pressure from someone else.
[00:25:48.633 --> 00:25:56.660]  There you can see some more examples of the work of where the bugs and the translation are being put out at the same time.
[00:25:57.001 --> 00:26:00.604]  Also, in that picture there, some books were added in.
[00:26:01.144 --> 00:26:07.610]  And this was clearly done by different people, not these guys in the caves in Afghanistan.
[00:26:08.891 --> 00:26:20.437]  So they had to backtrack that, the researcher backtracked it after he was called out, who knows, by someone in the State Department, maybe one of his liberal friends who's making money on keeping this Al-Qaeda narrative alive.
[00:26:20.497 --> 00:26:22.318]  Now let's go to 2009.
[00:26:22.398 --> 00:26:26.641]  Notorious double agent Gadahn apologizes for Al-Qaeda murders.
[00:26:27.381 --> 00:26:35.133]  Notorious double agent Gadahn apologizes for Al-Qaeda murders and this also came out at a politically opportune time.
[00:26:35.393 --> 00:26:41.101]  This was right after the major Hassan shooting at up at Fort Hood where he killed a lot of people.
[00:26:41.182 --> 00:26:42.303]  He came out praising that.
[00:26:43.345 --> 00:26:48.851]  Which really is going to amp the anti-Muslim, anti-Al Qaeda rhetoric, keep that narrative alive.
[00:26:49.251 --> 00:27:00.543]  What's interesting in this article, it also talks about that the house that was bombed, where he escaped unscathed earlier, was owned by one Madid Khan who worked for the CIA.
[00:27:00.583 --> 00:27:05.388]  So he was in the home of a CIA agent that was bombed and he got out okay.
[00:27:06.389 --> 00:27:06.850]  I don't know.
[00:27:23.161 --> 00:27:28.144]  And we've gone on the new tapes from the other Al-Qaeda offshoot groups.
[00:27:28.624 --> 00:27:29.384]  But let's move on.
[00:27:29.424 --> 00:27:29.944]  Here we go.
[00:27:30.325 --> 00:27:34.427]  Back in 2010, Al-Qaeda video calling for attacks on U.S.
[00:27:34.467 --> 00:27:36.748]  arrives day after Pentagon shooting.
[00:27:37.588 --> 00:27:42.570]  And this is just another example of how he puts out tapes at these convenient times.
[00:27:42.631 --> 00:27:45.392]  It's like his handlers are saying, hey, it's time to put out another tape.
[00:27:45.992 --> 00:27:47.453]  And there he is releasing one.
[00:27:48.760 --> 00:27:51.002]  And now here's a final article from Paul Joseph Watson.
[00:27:51.022 --> 00:27:53.223]  Back in 2011, May 6, U.S.
[00:27:53.243 --> 00:27:57.807]  government contractor claims Al-Qaeda has confirmed bin Laden fairytale.
[00:27:59.034 --> 00:28:05.337]  And this talks about the group Cite, who's also getting some interesting intel.
[00:28:05.357 --> 00:28:06.977]  They're the ones always releasing these tapes.
[00:28:06.997 --> 00:28:09.538]  They seem to get them first before anybody else sees them.
[00:28:10.679 --> 00:28:17.601]  On the same weekend, Cite released a tape of Adam Perlman praising Farouk Abdulmutallab and Fazeel Salih, the alleged Times Square bombers.
[00:28:17.701 --> 00:28:23.924]  Adam Perlman is blatantly a Mossad spy who's releasing fake al-Qaeda videos to bolster the geopolitical agenda of both the United States and Israel.
[00:28:24.324 --> 00:28:33.353]  That's right, as long as those narratives are out there, that we have a boogeyman that we have to be watching out for, you're just going to see a ramp-up, a continuing ramp-up of this war on terror.
[00:28:33.693 --> 00:28:40.580]  And now that we're through with Al Qaeda, we now have ISIS, who has taken the place of them, another group that we've created, we're continually arming.
[00:28:40.961 --> 00:28:42.442]  And this is how the narrative works.
[00:28:43.223 --> 00:28:44.985]  Gaddan was sort of like a peripheral
[00:28:45.465 --> 00:28:46.026]  We're good.
[00:29:03.507 --> 00:29:05.128]  That this was all brought out about.
[00:29:05.829 --> 00:29:06.149]  U.S.
[00:29:06.189 --> 00:29:09.151]  American hostage killed in counter-terror op in January.
[00:29:09.612 --> 00:29:13.154]  Now let's look at how from this we go to the CNN article.
[00:29:13.435 --> 00:29:15.556]  Adam Gadahn, American mouthpiece for Al Qaeda, killed.
[00:29:15.917 --> 00:29:19.980]  So they put him in the headline of the article as he was just kind of a leaf note in ours.
[00:29:21.087 --> 00:29:27.512]  While he wasn't one of Top Al Qaeda's leaders, Ghadon was one of the most prominent members given his many statements on behalf of the organization.
[00:29:27.732 --> 00:29:27.992]  Hmm.
[00:29:28.393 --> 00:29:31.835]  He converted to Islam in 1995, left the United States for Pakistan three years later.
[00:29:32.295 --> 00:29:35.078]  His father said Ghadon last contacted the family in 2002.
[00:29:37.881 --> 00:29:39.642]  So they're living right up to the narrative.
[00:29:39.662 --> 00:29:40.863]  See how CNN explains it?
[00:29:40.903 --> 00:29:44.365]  They're like, look, this guy, we really had to worry about him.
[00:29:44.385 --> 00:29:45.426]  It's a good thing we took him out.
[00:29:45.566 --> 00:29:46.326]  Good thing we took him out.
[00:29:46.366 --> 00:29:48.988]  And he was just kind of released in this statement as an afterthought.
[00:29:49.328 --> 00:29:58.894]  If he was this big political propaganda guy that we had never exposed, it would have been news everywhere that we got Adam Gadahn, we got an Al Qaeda operative, we got one of the top media lieutenants.
[00:29:59.234 --> 00:29:59.995]  But no, it's kind of
[00:30:00.455 --> 00:30:08.603]  Pushed off to the side because we'd already been exposing this guy for years and years, but CNN still running with the psyop because they think people are stupid out there.
[00:30:09.403 --> 00:30:10.825]  Now let's just go back to the headline of this.
[00:30:10.905 --> 00:30:11.125]  U.S.
[00:30:11.145 --> 00:30:12.346]  hostage, U.S.
[00:30:12.366 --> 00:30:15.569]  killed American hostage in counter-op in January, counter-terrorism op.
[00:30:16.770 --> 00:30:23.577]  So it talks about the American and the Italian hostage and President Obama takes full responsibility for this death.
[00:30:23.637 --> 00:30:24.578]  He ordered the op.
[00:30:24.618 --> 00:30:25.679]  He said it was my fault.
[00:30:25.990 --> 00:30:31.053]  And he's come out and said, hey man, I stand by, I put my name on all those drone strikes.
[00:30:31.233 --> 00:30:35.236]  Well, we produced a video back in December of 2012.
[00:30:35.936 --> 00:30:39.939]  We played a little bit of it on the Alex Jones Show today with David Knight.
[00:30:41.067 --> 00:30:41.307]  I don't know.
[00:31:00.547 --> 00:31:13.874]  And basically what I wanted to illustrate, I produced this video because it really pissed me off watching him sit up there and pontificate about how you know these children were victims and there's gun violence and all this is for all the children of gun victims everywhere.
[00:31:14.254 --> 00:31:16.456]  When this man goes out and orders
[00:31:17.176 --> 00:31:20.538]  Men, women and children who are innocent to be bombed on a regular basis.
[00:31:20.778 --> 00:31:22.439]  And I think he should be held accountable for that.
[00:31:22.799 --> 00:31:24.060]  So we're going to go to this full video.
[00:31:24.080 --> 00:31:24.981]  We're going to go to break.
[00:31:25.441 --> 00:31:38.029]  And then right before we come back, we're going to play a report from John Bowne talking about another one of Obama's crimes, this massive prison break that he just basically signed off on with his own, you know, little red blood dripping pen.
[00:31:38.629 --> 00:31:39.770]  So we'll be back right after this.
[00:31:39.790 --> 00:31:40.890]  This is InfoWars Nightly News.
[00:31:40.950 --> 00:31:41.751]  I'm your host, Rob Dew.
[00:31:43.976 --> 00:31:46.678]  Warning, viewer discretion is advised.
[00:31:47.278 --> 00:32:06.550]  You are going to see the evidence that President Obama knowingly and consciously orders the murder of men, women, and children, signs death orders where entire weddings or village gatherings are bombed by drones and other aircraft, knowing that children
[00:32:07.688 --> 00:32:12.172]  Would be killed and simply calling them collateral damage.
[00:32:12.953 --> 00:32:16.777]  Dehumanizing them down to the word collateral damage.
[00:32:16.817 --> 00:32:17.878]  Think of the magnitude of that.
[00:32:18.118 --> 00:32:24.805]  We're going to show you the mainstream news articles where they admit he signs death orders to kill people in cars with their children.
[00:32:25.685 --> 00:32:31.871]  Even in the fictional Scarface, Tony Montana won't blow up the car when there's little kids in the back of it.
[00:32:32.645 --> 00:32:35.086]  You gotta be really evil to do this.
[00:32:35.146 --> 00:32:38.087]  And we've just gotten to where it's passe, it's no big deal.
[00:32:38.507 --> 00:32:44.848]  And he has massively increased the drone strikes, even since the warmonger George W. Bush.
[00:32:45.529 --> 00:32:51.870]  And it is sickening and disgusting that Democrats, because he was given a peace prize, why not give Hitler one or Stalin?
[00:32:52.831 --> 00:32:55.711]  Because he's trendy, he's liberal, he's supposedly black.
[00:32:56.212 --> 00:33:00.933]  It's cool when he kills people and destroys Libya and now uses Al-Qaeda against Syria.
[00:33:01.773 --> 00:33:02.493]  It's so sick.
[00:33:02.653 --> 00:33:10.996]  And then you have that as a backdrop while he gets up there and fake cries and says, we've got to ban guns.
[00:33:11.436 --> 00:33:17.037]  And he's assigned a new task force that outside of Congress is going to call to ban guns.
[00:33:17.097 --> 00:33:19.518]  And Reuters says, be a dictator, Obama.
[00:33:19.898 --> 00:33:20.758]  They came out today.
[00:33:21.119 --> 00:33:23.919]  Use executive orders and take people's semi-autos.
[00:33:24.440 --> 00:33:25.780]  They don't need that for hunting.
[00:33:26.220 --> 00:33:27.000]  It's not for hunting.
[00:33:27.040 --> 00:33:29.021]  It's to protect ourselves from tyranny.
[00:33:29.955 --> 00:33:33.920]  And it's just so over the top, because with Bush it was bad enough, but he was just a warmonger.
[00:33:34.400 --> 00:33:42.089]  With Obama you get to hear about how he's like Mahatma Gandhi and Martin Luther King rolled into one, and he's this man of peace.
[00:33:42.790 --> 00:33:45.613]  And it's so loving what he's doing, and it's sick.
[00:33:46.394 --> 00:33:54.357]  So we're going to show you just some, in just a few countries, of the documented dead children where the Pentagon admits they killed them.
[00:33:54.817 --> 00:33:57.698]  And the death orders that President Obama has signed.
[00:33:58.278 --> 00:34:11.442]  And part of the Twitter feed we're going to use is off of a researcher, Josh Begley, who went and tweeted out, it took him days to do it, all of the lethal drone strikes on children.
[00:34:12.469 --> 00:34:17.890]  That have happened in the last few years, and it is just incredible, and it is hypocrisy on steroids.
[00:34:18.530 --> 00:34:28.872]  I would also add that YouTube, we're going to first air this on InfoWars Nightly News, YouTube will allow images of dead children when it's in mainstream news.
[00:34:29.552 --> 00:34:37.114]  Back in the 60s, they allowed the image of burning children hit with napalm on via CBS, and that helped end the war.
[00:34:37.805 --> 00:34:39.848]  Now we're not allowed to see the flag-draped coffins.
[00:34:40.388 --> 00:34:45.314]  Now, unless it's mainstream news, we can't show you the images of these dead children.
[00:34:45.554 --> 00:34:48.958]  So make no mistake, it will be flagged, it will be blocked, it will be banned.
[00:34:49.399 --> 00:34:54.044]  So you be sure and get this video when you see it and post it on every channel out there.
[00:34:54.898 --> 00:34:59.981]  Because it starts with Obama giving a speech about loving children.
[00:35:00.241 --> 00:35:01.722]  It's totally hollow and hypocritical.
[00:35:02.142 --> 00:35:07.305]  And then it moves through just some of the children he has directly ordered be killed.
[00:35:08.045 --> 00:35:10.807]  And then it just shows some simple mainstream news article photos.
[00:35:11.367 --> 00:35:14.349]  But again, because of the context we're putting it in, his hypocrisy,
[00:35:15.856 --> 00:35:23.900]  The censors will try to block you seeing something that ended the Vietnam War and could end all of these undeclared illegal wars.
[00:35:24.580 --> 00:35:25.881]  We're trying to save children here.
[00:35:26.361 --> 00:35:32.143]  Not just the children killed at Sandy Hook, the 20, but the thousands killed by these illegal wars.
[00:35:32.624 --> 00:35:41.447]  And so everyone who really cares about children and just doesn't want to buy into the hype in the name of banning guns needs to get this video out to everyone they know.
[00:35:41.467 --> 00:35:44.429]  This is a very important piece put together by Rob Due.
[00:35:44.989 --> 00:35:54.254]  The system does not want you to see it, so save it, burn it on disk, show it on local access television, and get it out on every video channel on the web.
[00:35:55.074 --> 00:36:04.859]  And when YouTube censors like they've done in the past, we will simply use their attack on free speech and the truth as a way to get it out to even more people.
[00:36:05.419 --> 00:36:07.300]  We use the enemy's actions against them.
[00:36:07.901 --> 00:36:08.761]  So here is the report.
[00:36:09.962 --> 00:36:14.584]  We gather here in memory of 20 beautiful children.
[00:36:16.294 --> 00:36:17.654]  And six remarkable adults.
[00:36:20.575 --> 00:36:23.976]  They lost their lives in a school that could have been any school.
[00:36:26.457 --> 00:36:31.319]  In a quiet town full of good and decent people that could be any town in America.
[00:36:34.480 --> 00:36:40.462]  Here in Newtown, I come to offer the love and prayers of a nation.
[00:36:42.242 --> 00:36:44.423]  I can only hope it helps for you to know
[00:36:45.640 --> 00:36:47.982]  That you're not alone in your grief.
[00:36:50.944 --> 00:36:52.906]  That our world, too, has been torn apart.
[00:36:55.808 --> 00:36:59.230]  That all across this land of ours, we have wept with you.
[00:37:01.752 --> 00:37:04.895]  We've pulled our children tight.
[00:37:07.417 --> 00:37:14.322]  And you must know that whatever measure of comfort we can provide, we will provide.
[00:37:17.469 --> 00:37:19.309]  As a community, you've inspired us, Newtown.
[00:37:21.610 --> 00:37:32.992]  In the face of indescribable violence, in the face of unconscionable evil, you've looked out for each other.
[00:37:35.092 --> 00:37:36.272]  You've cared for one another.
[00:37:38.453 --> 00:37:40.193]  And you've loved one another.
[00:37:42.613 --> 00:37:45.554]  This is how Newtown will be remembered.
[00:37:47.571 --> 00:37:51.832]  And with time, and God's grace, that love will see you through.
[00:37:56.553 --> 00:38:01.875]  But we as a nation, we are left with some hard questions.
[00:38:03.515 --> 00:38:15.318]  And we learned that our most important job is to give them what they need to become self-reliant, and capable, and resilient, ready to face the world without fear.
[00:38:18.632 --> 00:38:21.073]  And we know we can't do this by ourselves.
[00:38:22.574 --> 00:38:31.039]  It comes as a shock at a certain point where you realize no matter how much you love these kids, you can't do it by yourself.
[00:38:35.481 --> 00:38:43.045]  That this job of keeping our children safe and teaching them well is something we can only do together.
[00:38:45.707 --> 00:38:47.928]  With the help of friends and neighbors.
[00:38:50.196 --> 00:38:51.137]  With the help of a community.
[00:38:53.198 --> 00:38:54.079]  And the help of a nation.
[00:38:56.781 --> 00:39:01.685]  And in that way we come to realize that we bear responsibility for every child.
[00:39:02.987 --> 00:39:05.649]  Because we're counting on everybody else to help look after ours.
[00:39:09.432 --> 00:39:10.192]  And we're all parents.
[00:39:12.234 --> 00:39:13.255]  But they're all our children.
[00:39:17.639 --> 00:39:19.100]  This is our first task.
[00:39:21.007 --> 00:39:22.228]  Caring for our children.
[00:39:25.309 --> 00:39:26.010]  It's our first job.
[00:39:28.051 --> 00:39:30.072]  If we don't get that right, we don't get anything right.
[00:39:32.333 --> 00:39:34.834]  That's how, as a society, we will be judged.
[00:39:39.036 --> 00:39:47.721]  And by that measure, can we truly say, as a nation, that we're meeting our obligations?
[00:39:51.544 --> 00:40:00.088]  Can we honestly say that we're doing enough to keep our children, all of them, safe from harm?
[00:40:02.670 --> 00:40:12.835]  Can we claim as a nation that we're all together there letting them know that they're loved and teaching them to love in return?
[00:40:15.596 --> 00:40:21.359]  Can we say that we're truly doing enough to give all the children
[00:40:21.772 --> 00:40:22.452]  Of this country.
[00:40:22.893 --> 00:40:25.414]  The chance they deserve to live out their lives in happiness.
[00:40:27.455 --> 00:40:28.075]  And with purpose.
[00:40:32.238 --> 00:40:33.919]  I've been reflecting on this the last few days.
[00:40:34.259 --> 00:40:37.300]  And if we're honest with ourselves, the answer is no.
[00:40:39.822 --> 00:40:40.522]  We're not doing enough.
[00:40:42.743 --> 00:40:43.684]  And we will have to change.
[00:40:47.246 --> 00:40:50.628]  Since I've been president, this is the fourth time we have come together to
[00:40:51.658 --> 00:40:54.540]  Comfort a grieving community torn apart by mass shootings.
[00:40:57.421 --> 00:40:59.982]  The fourth time we've hugged survivors.
[00:41:01.743 --> 00:41:05.645]  The fourth time we've consoled the families of victims.
[00:41:09.047 --> 00:41:19.593]  And in between, there have been an endless series of deadly shootings across the country, almost daily reports of victims, many of them children, in small towns and big cities all across America.
[00:41:21.448 --> 00:41:28.693]  Victims whose, much of the time, their only fault was being in the wrong place at the wrong time.
[00:41:32.776 --> 00:41:34.077]  We can't tolerate this anymore.
[00:41:37.679 --> 00:41:38.820]  These tragedies must end.
[00:41:41.722 --> 00:41:42.983]  And to end them, we must change.
[00:41:45.465 --> 00:41:48.867]  If there's even one step we can take to save another child,
[00:41:50.933 --> 00:41:52.634]  Then surely we have an obligation to try.
[00:41:52.654 --> 00:42:11.381]  In the coming weeks I'll use whatever power this office holds to engage my fellow citizens from law enforcement to mental health professionals to parents and educators in an effort aimed at preventing more tragedies like this.
[00:42:14.022 --> 00:42:15.283]  Because what choice do we have?
[00:42:18.804 --> 00:42:19.765]  We can't accept
[00:42:21.366 --> 00:42:32.473]  Are we really prepared to say that we're powerless in the face of such carnage?
[00:42:35.294 --> 00:42:36.675]  That the politics are too hard?
[00:42:40.257 --> 00:42:47.121]  Are we prepared to say that such violence visited on our children year after year after year is somehow the price of our freedom?
[00:42:50.094 --> 00:42:51.615]  There's only one thing we can be sure of.
[00:42:51.635 --> 00:42:55.118]  And that is the love that we have.
[00:42:57.540 --> 00:42:58.160]  For our children.
[00:42:59.801 --> 00:43:00.522]  For our families.
[00:43:02.743 --> 00:43:03.244]  For each other.
[00:43:06.226 --> 00:43:07.827]  The warmth of a small child's embrace.
[00:43:09.028 --> 00:43:09.669]  That is true.
[00:43:12.971 --> 00:43:14.152]  The memories we have of them.
[00:43:15.833 --> 00:43:16.814]  The joy that they bring.
[00:43:18.971 --> 00:43:20.632]  The wonder we see through their eyes.
[00:43:22.653 --> 00:43:26.035]  That fierce and boundless love we feel for them.
[00:43:27.336 --> 00:43:31.559]  A love that takes us out of ourselves and binds us to something larger.
[00:43:33.420 --> 00:43:34.681]  We know that's what matters.
[00:43:38.663 --> 00:43:43.746]  We know we're always doing right when we're taking care of them.
[00:43:46.748 --> 00:43:47.889]  When we're teaching them well.
[00:43:49.804 --> 00:43:51.645]  When we're showing acts of kindness.
[00:43:52.445 --> 00:43:54.826]  We don't go wrong when we do that.
[00:43:58.867 --> 00:43:59.988]  That's what we can be sure of.
[00:44:01.588 --> 00:44:01.989]  Charlotte.
[00:44:03.869 --> 00:44:04.270]  Daniel.
[00:44:06.410 --> 00:44:06.850]  Olivia.
[00:44:08.731 --> 00:44:09.311]  Josephine.
[00:44:11.252 --> 00:44:11.532]  Anna.
[00:44:13.173 --> 00:44:13.493]  Dylan.
[00:44:15.774 --> 00:44:16.174]  Madeline.
[00:44:17.915 --> 00:44:18.375]  Katherine.
[00:44:20.512 --> 00:44:41.906]  Chase, Jesse, James, Grace, Emily, Jack, Noah, Caroline, Jessica, Benjamin, Abigail, Alex.
[00:44:50.467 --> 00:44:54.269]  God has called them all home.
[00:44:54.289 --> 00:45:01.814]  For those of us who remain, let us find the strength to carry on and make our country worthy of their memory.
[00:45:13.499 --> 00:45:20.646]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:45:20.747 --> 00:45:22.929]  But it's not just the air outside that's toxic.
[00:45:23.129 --> 00:45:28.314]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[00:45:28.475 --> 00:45:33.580]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:45:33.700 --> 00:45:36.801]  There are more than 42 million smokers in the United States.
[00:45:37.101 --> 00:45:41.022]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:45:41.222 --> 00:45:45.543]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[00:45:45.623 --> 00:45:55.725]  When I began to research these statistics it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:45:55.965 --> 00:46:06.898]  Made with organic and wild cultivated herbs and manufactured in the USA, the new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[00:46:07.058 --> 00:46:11.043]  Now available exclusively at InfoWarsLife.com or by calling toll free 888-253-3139.
[00:46:13.726 --> 00:46:22.996]  InfoWarsLife and InfoWarsLife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[00:46:23.236 --> 00:46:27.821]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[00:46:27.921 --> 00:46:32.306]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[00:46:32.686 --> 00:46:35.609]  Every batch is analyzed for purity and D3 content.
[00:46:35.729 --> 00:46:37.851]  It's completely free of toxins and allergens.
[00:46:38.171 --> 00:46:41.574]  Simply put, if you want the best at an extremely low price, this is it.
[00:46:41.734 --> 00:46:45.577]  Winter Sun is the result of our pursuit of the best source of vitamin D3.
[00:46:45.617 --> 00:46:54.265]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[00:46:54.645 --> 00:46:59.388]  Read the facts at InfoWarsLife.com about Winter Sun, Vitamin D3.
[00:46:59.668 --> 00:47:05.292]  Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[00:47:05.612 --> 00:47:07.393]  Something the globalists are targeting.
[00:47:07.754 --> 00:47:10.515]  Visit InfoWars.com today, or call 888-253-3139.
[00:47:10.555 --> 00:47:11.616]  What I'm not gonna do is just wait.
[00:47:23.302 --> 00:47:35.318]  I think it's fair to say that I've shown a lot of patience, tried to work on a bipartisan basis as much as possible, and I'm going to keep on doing so, but in the meantime,
[00:47:36.877 --> 00:47:41.040]  Let's figure out what we can do lawfully through executive action.
[00:48:06.457 --> 00:48:07.618]  Driving convictions.
[00:48:08.099 --> 00:48:17.587]  Thanks to FOIA requests by Judicial Watch, we know that the Department of Homeland Security told 166,000 more convicted illegals to deport themselves.
[00:48:17.948 --> 00:48:19.249]  Of course, none of them left.
[00:48:19.629 --> 00:48:28.778]  And now we have a grand total of 195,900 convicted illegals wandering around the United States, all thanks to President Obama.
[00:48:29.298 --> 00:48:33.320]  Just last week, an illegal raped his girlfriend's 10-year-old daughter in Louisiana.
[00:48:33.681 --> 00:48:36.462]  Another illegal raped a 10-year-old Alabama girl.
[00:48:36.762 --> 00:48:44.087]  In 2014, there were 418 child rapes by illegal aliens in one month alone in North Carolina.
[00:48:44.507 --> 00:48:55.093]  The ACLU recently demanded that religious groups provide abortions for the upwards of 80% of women raped and impregnated as they clamored for Obama's promise of amnesty.
[00:48:55.413 --> 00:49:11.244]  The federal government has wasted $41 million taxpayer dollars deporting and importing illegals on half-full charter planes at $8,149 per flight hour on average, whether the flights are full or not.
[00:49:11.524 --> 00:49:12.405]  According to U.S.
[00:49:12.445 --> 00:49:17.088]  Census figures, illegals will account for 51 million of the U.S.
[00:49:17.128 --> 00:49:21.071]  population in just 8 years, a historic 82% of the population.
[00:49:23.172 --> 00:49:24.793]  SCARCITY OF JOBS FOR U.S.
[00:49:24.833 --> 00:49:31.476]  CITIZENS AND MAJOR CULTURAL CHANGES ASIDE, BY 2023, ONE IN SEVEN U.S.
[00:49:31.556 --> 00:49:36.178]  RESIDENTS COULD POTENTIALLY HAVE A CRIMINAL PAST OVERLOOKED BY THE U.S.
[00:49:36.218 --> 00:49:36.658]  GOVERNMENT.
[00:49:50.930 --> 00:49:57.072]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential forfeiture situation?
[00:49:57.092 --> 00:50:00.413]  The police are shoving people, shoving Alex, shoving the crowd.
[00:50:00.433 --> 00:50:02.133]  Here we go, folks, I'm being assaulted!
[00:50:02.173 --> 00:50:08.415]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[00:50:08.535 --> 00:50:14.437]  Is this another false flag stage attack to take our civil liberties and put more homeless security by sticking their hands down on the streets?
[00:50:14.577 --> 00:50:18.339]  It's up to us to set brush fires in the minds of men and women everywhere.
[00:50:18.539 --> 00:50:21.441]  And that's what PrisonPlanet.TV is designed to do.
[00:50:21.621 --> 00:50:29.606]  You watch the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[00:50:29.886 --> 00:50:31.927]  What we see now is a war against reality.
[00:50:31.987 --> 00:50:33.028]  It's a war against the truth.
[00:50:33.388 --> 00:50:42.152]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[00:50:42.332 --> 00:50:44.794]  Visit InfoWarsNews.com today.
[00:50:44.994 --> 00:50:49.296]  Become a member, share your membership, and help take the info war to the next level.
[00:50:56.735 --> 00:50:59.477]  Welcome back to the InfoWars Nightly News, I'm your host Rob Dew.
[00:50:59.898 --> 00:51:15.030]  Now before we get to the biggest polluter on the planet that we've caught red-handed in like multiple, there's government documents going on this, people are taking pictures of it, towns and cities are being evacuated because of this polluter.
[00:51:15.971 --> 00:51:21.275]  I want to get to this autism, whole autism vaccine thing.
[00:51:21.295 --> 00:51:22.737]  I want to go through that a little bit.
[00:51:23.690 --> 00:51:34.997]  And it started today on the Alex Jones Show, when Jakari was on with David Knight, and there was an article that they were talking about, if anti-vaccine parents rode the Magic School Bus.
[00:51:35.037 --> 00:51:39.600]  And this was a little propaganda outfit that was put together in, I guess, in Jakari's age.
[00:51:39.620 --> 00:51:49.566]  I don't really remember the Magic School Bus too much, but these college, funny college people, college humor, came out with a cartoon called, If Anti-Vaccine Parents Rode the Magic School Bus.
[00:51:50.026 --> 00:51:52.987]  Now, I don't know if these people have done their homework or not on vaccines.
[00:51:53.027 --> 00:52:02.768]  I'm just assuming they're looking at what is out there and going, ha ha, these are tinfoil hat wearers, we gotta put the hippie, we gotta put the old man, we gotta put the granola mom in and make fun of them.
[00:52:03.449 --> 00:52:15.131]  But I got on the internet today just doing a quick search on other things, and this article popped up from Natural News called, Vaccines Cause Autism Says Confidential Document From Corrupt Drug Company.
[00:52:15.799 --> 00:52:17.704]  Well, who is the corrupt drug company?
[00:52:18.366 --> 00:52:19.610]  It's GlaxoSmithKline!
[00:52:20.572 --> 00:52:22.474]  And it's a huge document.
[00:52:22.514 --> 00:52:24.756]  It's thousands of pages long, and they say that in the article.
[00:52:24.776 --> 00:52:25.837]  You really have to do your digging.
[00:52:26.297 --> 00:52:30.861]  Here's the front cover page, and it's on the Infarex HEXA.
[00:52:31.421 --> 00:52:34.964]  HEXA stands for how many diseases they're going to pump into you at that time.
[00:52:35.004 --> 00:52:36.406]  They pump in six.
[00:52:37.066 --> 00:52:43.151]  Diphtheria, tetanus, pertussis, hepatitis B, and a couple other things I can't really pronounce because I'm not a scientist.
[00:52:43.191 --> 00:52:46.654]  I'm just a stupid American that had a public school education.
[00:52:47.355 --> 00:53:05.048]  But this is a hexavalent vaccine, and here it's signed, let's look, it's signed by Dr. Felix Arlano, who's the Vice President, Head Biological Clinical Safety and Pharmacovigilance, Head of GlaxoSmithKline Biologicals.
[00:53:05.768 --> 00:53:07.709]  And there's the date he signed it, and there's his signature.
[00:53:07.729 --> 00:53:08.270]  Okay.
[00:53:09.771 --> 00:53:14.374]  Signed document, and you can print the thousand plus pages of this if you want.
[00:53:14.754 --> 00:53:15.415]  Signed document.
[00:53:16.616 --> 00:53:21.961]  And all you have to do is go to the link that's provided in the Natural News article, and then you go to a search form.
[00:53:22.001 --> 00:53:22.721]  Show them how it's done.
[00:53:24.363 --> 00:53:27.406]  You type in autism right there in the search function, and you click go.
[00:53:27.446 --> 00:53:29.287]  And it takes you, look, here's the first two spots.
