[00:00:00.009 --> 00:00:02.892]  Infowarslife.com or call 888-253-3139.
[00:46:10.278 --> 00:46:13.100]  Well, Dr. McCullough, you're kind of like the grandmaster of nutrition.
[00:46:13.160 --> 00:46:14.521]  What do you eat on a daily basis?
[00:46:14.541 --> 00:46:15.301]  What do you eat for breakfast?
[00:46:15.481 --> 00:46:16.142]  What did you have today?
[00:46:17.677 --> 00:46:21.799]  Well, it's not only what you eat, Anthony, it's the timing that you eat.
[00:46:21.819 --> 00:46:28.803]  What I've learned recently is that to restrict the food that you eat within about an eight-hour window.
[00:46:28.823 --> 00:46:32.085]  And you could either skip breakfast or skip dinner.
[00:46:32.185 --> 00:46:39.890]  I used to say skipping breakfast was a wise strategy, but I've come to realize that skipping dinner is probably more useful because then you'll be fasting longer.
[00:46:40.330 --> 00:46:43.231]  When you go to bed, you really don't want any food in your system for at least four
[00:46:44.492 --> 00:46:44.652]  Yeah.
[00:47:04.084 --> 00:47:10.807]  Have some rice and sunflower seed sprouts and avocado, some sesame seeds.
[00:47:12.728 --> 00:47:17.711]  So hey, let me switch gears up a little bit and talk about where you see all this going.
[00:47:18.231 --> 00:47:21.094]  Because obviously, you know, you've got your lifestyle in check.
[00:47:21.134 --> 00:47:22.315]  A lot of people are doing so.
[00:47:22.495 --> 00:47:23.816]  They're getting their lifestyles in check.
[00:47:23.836 --> 00:47:25.058]  They're following these protocols.
[00:47:25.078 --> 00:47:25.998]  Like you said, fasting.
[00:47:26.018 --> 00:47:30.463]  I mean, it's been used for thousands and thousands of years as a natural detoxification method.
[00:47:30.543 --> 00:47:31.263]  That's what people do.
[00:47:31.504 --> 00:47:33.345]  That's what they did for years and years and years.
[00:47:33.706 --> 00:47:37.549]  But many people... Genes are designed for, they're optimized for that.
[00:47:37.589 --> 00:47:43.315]  If you don't do that, you're going to not have optimal functioning for sure.
[00:47:43.717 --> 00:47:44.318]  Well, it makes sense.
[00:47:44.338 --> 00:47:51.283]  I mean, you're only going to eat... If you're hunting for food, you're only going to eat... You're not going to sit there and glut on deer for 24 hours every single day.
[00:47:51.323 --> 00:47:54.526]  You're going to have a hunt, and you're going to eat some deer every now and then, and then you're not.
[00:47:54.546 --> 00:47:56.047]  You're going to forage for some vegetables, you know.
[00:47:56.368 --> 00:47:58.269]  It makes a lot more sense than glutting all day.
[00:47:59.190 --> 00:48:15.113]  But in the grand realm of things, with the opposition to the GMOs, with the opposition to the toxic fillers, with the reception now of super high quality organic foods, with the reception of organic supplementation and everything, overall, in the next five years, what do you see as a prediction?
[00:48:17.642 --> 00:48:24.006]  Well, I think we're going to have continuous victories that we're seeing, and more people are becoming aware of these.
[00:48:25.387 --> 00:48:28.969]  Because it's difficult to suppress truth for long periods of time.
[00:48:29.150 --> 00:48:30.310]  I mean, they certainly can do it.
[00:48:30.350 --> 00:48:31.971]  They did it successfully with the cigarettes.
[00:48:33.664 --> 00:48:45.410]  Nearly a century or so, but interestingly, many of these same organizations, Big Soda, Monsanto, they're using the same front groups and PR groups to disseminate their lies.
[00:48:45.490 --> 00:48:53.394]  So they can confuse people for a while, but eventually people like Alex and your site and mine and others inform people the truth.
[00:48:53.454 --> 00:48:59.777]  And because we have these new tools and technologies like the Internet, which allows us to circumvent traditional media, which is typically bought out,
[00:49:00.297 --> 00:49:01.758]  By these large corporate interest groups.
[00:49:02.218 --> 00:49:09.960]  So I think we'll see a wider adoption of these truthful pieces of information which will allow people to prevent chronic degenerative diseases.
[00:49:10.320 --> 00:49:11.801]  I would agree completely, and you are right.
[00:49:11.881 --> 00:49:24.885]  Sites like Mercola.com, Infowars.com, MySiteNaturalSociety.com, all these alternative news powerhouses, we put out articles, and I know on your site and on Infowars and Natural Society, I mean, often times there's 500,000 shares on Facebook on some of these.
[00:49:25.365 --> 00:49:30.246]  With the DARK Act, which would make GMO labeling, mandatory GMO labeling, illegal in the United States.
[00:49:30.846 --> 00:49:35.107]  I wrote an article for that up on InfoWars and Natural Society, and each of which have about 100,000 shares.
[00:49:35.348 --> 00:49:39.529]  And I've seen your posts on Mercola.com just go mega, mega viral.
[00:49:39.569 --> 00:49:41.069]  It shows that people want the truth.
[00:49:41.149 --> 00:49:42.229]  They want the information.
[00:49:42.609 --> 00:49:47.411]  And an interesting new development, I think, is legal action to do so in a big new way.
[00:49:47.751 --> 00:49:48.451]  And here's a headline.
[00:49:48.711 --> 00:49:52.572]  Department of Agriculture sued for withholding safety information on GM crops.
[00:49:52.952 --> 00:50:03.975]  The Department of Agriculture has been violating the Freedom of Information Act for over 13 years, according to the Center for Food Safety, who is now suing the agency for withholding information on the lack of safety of GMO crops.
[00:50:04.355 --> 00:50:06.375]  The Center for Food Safety filed a suit against the U.S.
[00:50:06.475 --> 00:50:14.357]  Agriculture, Animal and Planet Health Service, and they basically are saying that the jig is up and they are going to do something about it fast.
[00:50:15.037 --> 00:50:18.298]  Do you think legal action is really going to work in this case?
[00:50:18.398 --> 00:50:19.018]  And in closing?
[00:50:20.911 --> 00:50:27.255]  I think it's a, I'm not sure if legal action is the correct approach, but certainly political actions where you're using the same strategies.
[00:50:27.315 --> 00:50:34.619]  I mean, these large multinational corporations have been using these strategies for many, many decades, and they were.
[00:50:34.699 --> 00:50:35.519]  That's why they use them.
[00:50:35.780 --> 00:50:36.520]  They're not stupid.
[00:50:36.540 --> 00:50:37.941]  They're very strategic and very clever.
[00:50:38.021 --> 00:50:44.164]  So I think that many of us are starting to understand that and employ very similar strategies to making influences.
[00:50:44.224 --> 00:50:46.506]  I mean, because it's not just lawsuits.
[00:50:46.526 --> 00:50:50.288]  There's far more comprehensive strategies that you have to do to engage the behavior.
[00:50:50.888 --> 00:50:51.289]  Absolutely.
[00:50:51.690 --> 00:50:53.734]  I think we are making strides, making victories.
[00:50:54.074 --> 00:50:57.601]  Dr. McCullough, we're going to come back in the next segment and talk about more news.
[00:50:57.881 --> 00:51:02.891]  Alex Jones' powerful message to Louis Farrakhan is also coming up in the show and much more.
[00:51:02.911 --> 00:51:03.191]  Stay tuned.
[00:51:09.506 --> 00:51:13.588]  By now, you know the smart way to buy emergency food storage is calories per dollar.
[00:51:13.728 --> 00:51:16.909]  Ready Supply Foods sells you 50% more food for your money.
[00:51:17.109 --> 00:51:21.330]  GMO-free, 25-year shelf life, great tasting and free shipping.
[00:51:21.391 --> 00:51:24.092]  You need 2,000 calories per day under ideal conditions.
[00:51:24.272 --> 00:51:27.793]  Most 30-day kits don't have enough calories to sustain you for more than a week.
[00:51:27.953 --> 00:51:30.414]  They just don't have enough nutrition to do the job.
[00:51:30.634 --> 00:51:33.735]  See the comparisons for yourself at ReadySupplyFoods.com.
[00:51:33.855 --> 00:51:35.896]  We're the new leader in value and quality.
[00:51:36.296 --> 00:51:38.357]  Go to ReadySupplyFoods.com today.
[00:51:40.174 --> 00:51:41.255]  We've all heard the news stories.
[00:51:41.735 --> 00:51:42.455]  Another shooting.
[00:51:42.856 --> 00:51:44.116]  And they're getting worse.
[00:51:44.576 --> 00:51:47.798]  That's why Infidel Body Armor introduces Infidel Fridays.
[00:51:48.138 --> 00:51:52.801]  Exclusive 24-hour insider deals to save you money and possibly save your life.
[00:51:53.141 --> 00:51:56.263]  Make it a favorite when you log on to InfidelBodyArmor.com.
[00:51:56.443 --> 00:52:02.166]  Then be sure to visit each and every Infidel Friday to get special insider pricing, but for 24 hours only.
[00:52:02.306 --> 00:52:04.007]  That's InfidelBodyArmor.com.
[00:52:04.247 --> 00:52:06.969]  Infidel Body Armor just won't quit.
[00:52:09.053 --> 00:52:10.295]  My name is Josh.
[00:52:10.715 --> 00:52:13.478]  One World Whey is the best in the market, hands down.
[00:52:13.879 --> 00:52:14.459]  I'm in the U.S.
[00:52:14.519 --> 00:52:16.762]  Navy, and I live a very active lifestyle.
[00:52:16.962 --> 00:52:19.885]  Being a vegetarian, it's hard getting all the protein I need.
[00:52:20.066 --> 00:52:24.170]  I tried the vegan protein powders, and I just wasn't feeling any change.
[00:52:24.471 --> 00:52:27.414]  The Meathead Supplement Store Whey Protein kind of worked for a bit,
[00:52:27.734 --> 00:52:30.996]  But it left me feeling bloated, and my digestion seemed to slow down.
[00:52:31.236 --> 00:52:36.618]  By some divine stroke of luck, I heard a commercial of One World Way on the radio, and it struck my interest.
[00:52:36.918 --> 00:52:39.259]  I have to tell you, I am so glad I got it.
[00:52:39.579 --> 00:52:42.341]  I have been taking it for a week, and the results are amazing.
[00:52:42.661 --> 00:52:45.342]  I don't feel tired when I have to get up at 4.30am.
[00:52:45.882 --> 00:52:47.243]  I look and feel better.
[00:52:47.623 --> 00:52:50.044]  I recover faster from my two workouts a day.
[00:52:50.364 --> 00:52:56.387]  When I don't have time to eat good food, I take it, and I don't feel the urge to stuff my face for hours.
[00:52:56.647 --> 00:52:58.790]  Call 888-988-3325.
[00:52:58.830 --> 00:53:02.195]  That's 888-988-3325.
[00:53:02.335 --> 00:53:05.239]  Or visit oneworldway.com.
[00:53:05.299 --> 00:53:08.063]  That's oneworld, W-H-E-Y dot com.
[00:53:08.744 --> 00:53:12.169]  You are an individual with your own thoughts, decisions, and actions.
[00:53:12.489 --> 00:53:17.310]  So why should you be penalized for not enrolling in the subpar health insurance mandated by the government?
[00:53:17.590 --> 00:53:18.671]  Be truly independent.
[00:53:18.911 --> 00:53:20.611]  Visit LibertyOnCall.org.
[00:53:21.011 --> 00:53:28.673]  LibertyOnCall.org is a bold, innovative alternative allowing you to take back control and make your own decisions about your health care.
[00:53:28.913 --> 00:53:30.494]  Mention this ad when you call to learn more.
[00:53:30.514 --> 00:53:30.714]  800-714-6993.
[00:53:30.754 --> 00:53:30.934]  That's 800-714-6993.
[00:53:30.974 --> 00:53:31.614]  LibertyOnCall.org.
[00:53:31.654 --> 00:53:32.054]  Call today.
[00:53:38.496 --> 00:53:40.336]  Healthy, organic, fresh fish.
[00:53:40.537 --> 00:53:42.477]  Robust, mouth-watering vegetables.
[00:53:42.797 --> 00:53:43.637]  All from your home.
[00:53:43.817 --> 00:53:44.998]  It's called Aquaponics.
[00:53:45.258 --> 00:53:49.719]  This brilliant, self-sustaining protein and veggie system is perfect for year-round growing.
[00:53:49.919 --> 00:53:52.119]  Know exactly where your food is coming from.
[00:53:52.359 --> 00:53:56.100]  Aquaponicsource.com is the one-stop shop for all your needs.
[00:53:56.360 --> 00:53:59.801]  Fish, fish food, plumbing, full systems, classes and more.
[00:53:59.981 --> 00:54:01.361]  Learn to build your own system.
[00:54:01.661 --> 00:54:05.562]  Go to aquaponicsource.com for a free guide to aquaponics.
[00:54:05.782 --> 00:54:07.403]  That's aquaponicsource.com.
[00:54:09.685 --> 00:54:10.007]  Yeah.
[00:54:17.236 --> 00:54:20.838]  Welcome back to this Friday edition of the Alex Jones Show.
[00:54:21.018 --> 00:54:23.659]  I'm Anthony Gucciardi sitting in for Alex Jones.
[00:54:24.300 --> 00:54:30.843]  Coming up later on the show we have a powerful message to Louis Farrakhan that Alex recorded today that you do not want to miss.
[00:54:31.204 --> 00:54:34.846]  We're here with Dr. Mercola of Mercola.com and we're going to get into some news.
[00:54:35.206 --> 00:54:44.191]  Next segment we're going to come back and talk about a scuffle between Trump staffers where protesters dressed up as the KKK and got into a tussle with Trump's people.
[00:54:44.651 --> 00:54:50.133]  Clinton aide refusing to cooperate with FBI probe observer, of course, which was put in a bathroom, very secure.
[00:54:50.853 --> 00:54:55.734]  Feds want evidence they let Mexican drug cartels buy guns, kept quiet.
[00:54:56.274 --> 00:55:03.536]  Lots of amazingly happy news that we're going to cover and some really, really shocking stuff on Infowars.com right now.
[00:55:03.856 --> 00:55:10.458]  But Dr. McCullough, you were telling me that you have some really, really powerful information on Coca-Cola that you wanted to reveal on air.
[00:55:10.498 --> 00:55:11.639]  So please tell me about that.
[00:55:11.659 --> 00:55:12.879]  Yeah, we just had some
[00:55:14.380 --> 00:55:18.845]  It was actually covered in the New York Times, which is good, so it's getting wide exposure.
[00:55:19.727 --> 00:55:33.123]  One of the common strategies that large industry will use, either drug companies or just as equally the food industry, in this case Big Soda, is they have something called astroturfing, which means they create these front groups that look like they're
[00:55:33.851 --> 00:55:37.795]  Beneficial to the community and they're really serving the public.
[00:55:37.835 --> 00:55:43.541]  But when they're nothing more than front groups for the industry that's funding them.
[00:55:43.581 --> 00:55:48.866]  And the big exposure was this Global Energy Balance Network.
[00:55:50.168 --> 00:55:52.090]  I think we published this article on Friday.
[00:55:52.490 --> 00:55:52.870]  Wednesday.
[00:55:53.031 --> 00:55:54.032]  I'm sorry, today's Friday.
[00:55:54.212 --> 00:55:54.692]  Wednesday.
[00:55:55.213 --> 00:55:56.094]  And it's really interesting.
[00:55:57.857 --> 00:56:23.967]  The strategy that the soda companies are using, because they're getting a lot of flack for this in the media, and actually Marion Nestle's coming out with a great book in October 15th, I believe, it's called Soda Polishes, which goes into this great detail, and I'm going to be interviewing her for that launch, is that they have these behind-the-scenes activities in front of these astroturf groups, and they're getting a lot of flack, though, for this.
[00:56:25.027 --> 00:56:26.228]  Yeah, absolutely.
[00:56:26.248 --> 00:56:27.089]  We'll get it on screen.
[00:56:41.798 --> 00:56:42.499]  Yeah, there it is.
[00:56:42.980 --> 00:56:46.904]  If you're watching on PrisonPlanet.tv, we're on Makola.com highlighting the article right now.
[00:56:47.044 --> 00:56:53.391]  He is the spokesperson for the Global Energy Network, and he looks like about the least healthy spokesperson you can possibly be.
[00:56:53.431 --> 00:56:55.894]  But the emphasis, just freeze it there, you can take a look at him.
[00:56:56.314 --> 00:56:58.517]  But it's really...
[00:56:59.292 --> 00:57:04.598]  That's shocking because they want you to believe that it's not about drinking soda at all.
[00:57:04.678 --> 00:57:06.860]  It's just because you aren't moving enough.
[00:57:07.341 --> 00:57:10.404]  Now there is some truth to the fact that we don't move enough.
[00:57:10.644 --> 00:57:12.626]  Well, Dr. McCullough, calories in, calories out.
[00:57:12.666 --> 00:57:14.689]  There's no such thing as good or bad food.
[00:57:14.969 --> 00:57:16.090]  You're a conspiracy theorist.
[00:57:16.370 --> 00:57:19.534]  You don't want to eat trans fat and aspartame and GMO and Roundup.
[00:57:19.834 --> 00:57:21.196]  Calorie in, calorie out.
[00:57:21.616 --> 00:57:23.137]  Yeah, that's the conventionally taught thing.
[00:57:23.157 --> 00:57:27.579]  And if you go lower down on the page, you'll see a one-hour lecture by Zoe Harcomb, I also interviewed.
[00:57:28.000 --> 00:57:29.620]  Phenomenal researcher from the UK.
[00:57:29.821 --> 00:57:36.064]  She's a PhD initially in, I think, physics or math, mathematics, and wrote this book.
[00:57:36.124 --> 00:57:39.706]  But I've never seen a more definitive destruction of that whole
[00:57:40.746 --> 00:57:44.369]  It's just another area where we're starting to see some good progress in that respect.
[00:58:07.423 --> 00:58:12.766]  No, absolutely, and it seems like time and time again we have to break that myth that all food is created equal.
[00:58:13.006 --> 00:58:21.671]  And it reminds me of, it might have been Coca-Cola, it might have been Pepsi though, paying off health leaders to say that it's a healthy drink, you just have to exercise more.
[00:58:21.691 --> 00:58:26.654]  And I don't know about you, Dr. McCullough, but I'm certainly not paid off by Coca-Cola or Pepsi to say it's healthy.
[00:58:26.914 --> 00:58:29.256]  And I'm going to tell the truth on air, and I know you do too.
[00:58:29.576 --> 00:58:31.137]  And thank you for fighting all this.
[00:58:31.557 --> 00:58:34.879]  And in closing, a final statement that you'd like to make in terms of all this.
[00:58:36.192 --> 00:58:38.453]  Well, just to know that you can take control of your health.
[00:58:38.473 --> 00:58:39.553]  I mean, you have the opportunity.
[00:58:39.593 --> 00:58:40.193]  Don't be deceived.
[00:58:40.213 --> 00:58:41.013]  Don't be fooled.
[00:58:41.053 --> 00:58:44.094]  Make sure you get information from all sides so you can carefully understand it.
[00:58:44.234 --> 00:58:46.555]  And, you know, ultimately, you're responsible for your health.
[00:58:46.755 --> 00:58:47.175]  That's right.
[00:58:47.215 --> 00:58:47.855]  Thank you so much.
[00:58:47.895 --> 00:58:48.715]  We'll be back with more.
[00:58:48.735 --> 00:58:54.516]  Thank you for listening to GCN.
[00:58:54.536 --> 00:58:56.597]  Visit GCNlive.com today.
[00:58:59.252 --> 00:59:02.454]  When cells become toxic, they die early and aging sets in.
[00:59:02.754 --> 00:59:10.778]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:59:10.998 --> 00:59:16.021]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:59:16.421 --> 00:59:18.702]  You want the best that's out there at the lowest price anywhere?
[00:59:18.962 --> 00:59:20.743]  We now have the synergistic solution.
[00:59:21.063 --> 00:59:25.246]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:59:29.279 --> 00:59:33.502]  Used since before the days of the Roman Empire to support the body's natural systems.
[00:59:33.663 --> 00:59:37.626]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:59:37.806 --> 00:59:42.589]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:59:42.770 --> 00:59:47.293]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:59:47.433 --> 00:59:50.756]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:59:50.896 --> 00:59:54.178]  Now available in our limited first run at Infowarslife.com.
[00:59:54.359 --> 00:59:56.180]  That's Infowarslife.com or call 888-253-3139.
[01:00:01.824 --> 01:00:04.432]  You're listening to The Alex Jones Show.
[01:00:15.373 --> 01:00:16.013]  Big Brother.
[01:00:16.693 --> 01:00:17.714]  Mainstream media.
[01:00:18.454 --> 01:00:19.554]  Government cover-ups.
[01:00:20.215 --> 01:00:21.015]  You want answers?
[01:00:21.795 --> 01:00:22.695]  Well, so does he.
[01:00:23.356 --> 01:00:26.957]  He's Alex Jones on the GCN Radio Network.
[01:00:27.537 --> 01:00:31.638]  And now, live from Austin, Texas, Alex Jones.
[01:00:36.400 --> 01:00:38.521]  That's Hillary Clinton laughing right now.
[01:00:39.640 --> 01:00:46.946]  On the Hillary Clinton pen, Hillary for prison, it's the Hillary Clinton pen at the Infowarsstore.com website.
[01:00:47.407 --> 01:00:59.477]  She's laughing because not only are her servers in a bathroom and she doesn't want them investigated, but she's headed to Puerto Rico and ignoring all of it and saying, well, we had a little setback, but it's no big deal.
[01:01:00.117 --> 01:01:05.281]  She's also laughing because she is a hardcore supporter of Monsanto.
[01:01:05.842 --> 01:01:09.905]  In fact, she lobbied for them and was part of numerous organizations affiliated with them.
[01:01:10.526 --> 01:01:20.434]  That's why we're going to get an update right now from Tammy Cannell, who is the founder of March Against Monsanto, which has reached millions and millions worldwide, and get a little update on the fight.
[01:01:20.674 --> 01:01:28.600]  And then we're going to start talking about some news, such as how the Democrats in Congress refuse to watch videos exposing Planned Parenthood selling aborted babies.
[01:01:29.321 --> 01:01:32.002]  Feds want evidence they let Mexican drug cartels buy guns.
[01:01:32.042 --> 01:01:32.602]  Kept quiet.
[01:01:32.902 --> 01:01:37.503]  And of course, Alex's premiere response and powerful message to Louis Farrakhan.
[01:01:37.743 --> 01:01:40.564]  But first, Tami Canal of March Against Monsanto.
[01:01:40.584 --> 01:01:41.364]  How are you doing?
[01:01:42.024 --> 01:01:43.364]  Hi Anthony, I'm doing good.
[01:01:43.404 --> 01:01:43.924]  How are you?
[01:01:44.125 --> 01:01:45.105]  Great, well thanks for joining.
[01:01:45.665 --> 01:01:48.666]  And first and foremost, a little bit about March Against Monsanto.
[01:01:48.686 --> 01:01:54.467]  Why don't you explain to the viewers what March Against Monsanto is and the powerful message on how you really started it.
[01:01:56.012 --> 01:01:59.895]  March Against Monsanto is an education and awareness-based organization.
[01:02:00.055 --> 01:02:14.807]  We're trying to really let the masses know what's going on with our food supply, the toxic chemicals being used to grow it, and Monsanto's collusion with our government that is basically selling the people of this country down the river.
[01:02:15.492 --> 01:02:15.672]  Right.
[01:02:15.992 --> 01:02:18.973]  And I've supported March Against Monsanto for years because I think it's a great group.
[01:02:19.254 --> 01:02:22.015]  And really what it is, it's a grassroots movement, which is key.
[01:02:22.035 --> 01:02:22.875]  I mean, it's grassroots.
[01:02:22.975 --> 01:02:25.556]  I mean, you are, I believe, a stay-at-home mother, right?
[01:02:25.656 --> 01:02:30.098]  And you started this because you didn't want to give your kids GMO junk, like Dr. McCullough just said.
[01:02:30.358 --> 01:02:34.060]  The World Health Organization has already admitted Roundup is causing cancer.
[01:02:34.440 --> 01:02:38.223]  It's mega glyphosate on steroids, and that's what's put on all these GMO foods.
[01:02:38.483 --> 01:02:43.427]  And you have the audacity, by the way, how dare you to say that you don't want to eat Monsanto's GMOs.
[01:02:43.667 --> 01:02:48.010]  So you started a grassroots movement that's now reached, what, tens and tens of millions worldwide.
[01:02:48.390 --> 01:02:51.353]  Your reach on social media is like 50 million a month.
[01:02:51.553 --> 01:02:52.994]  I mean, it's just grown massive.
[01:02:54.383 --> 01:02:56.225]  Yeah, it's really incredible.
[01:02:56.305 --> 01:03:00.148]  I think that the more people know, they can't go back.
[01:03:00.529 --> 01:03:03.231]  And that's really the big point behind the education.
[01:03:04.172 --> 01:03:04.993]  Things like the D.A.R.K.E.
[01:03:05.153 --> 01:03:09.157]  Act that are basically going to happen if we don't stand up and fight.
[01:03:09.597 --> 01:03:17.322]  Monsanto spent $30 million to get the House to vote yes on the DARK Act, when 94% of the people in this country want labeling.
[01:03:18.062 --> 01:03:24.646]  And, I mean, personally, labeling to me is a sad Band-Aid on a severe injury.
[01:03:25.127 --> 01:03:30.970]  Labeling doesn't solve the problem of the bee crisis, and it doesn't solve the problem of cross-contamination.
[01:03:31.371 --> 01:03:37.674]  And it also legitimizes the use of chemicals like Roundup and the newly approved 240, which is even more of
[01:03:39.075 --> 01:03:40.797]  Glyphosate on steroids as you put it.
[01:03:41.477 --> 01:04:01.310]  So we are just trying to educate people to what is happening and we are doing an event in DC on October 16th and 17th and we really would love for the country to come together and descend on our politicians backyard and make them uncomfortable and let them know we're not going to go quietly in the night.
[01:04:01.411 --> 01:04:03.352]  We are going to get the change we are demanding.
[01:04:03.632 --> 01:04:04.393]  That's exactly right.
[01:04:04.453 --> 01:04:08.657]  And March Against Monsanto already has the backing of celebrities and certain politicians and everything like that.
[01:04:08.897 --> 01:04:10.519]  But your Food Justice March in D.C.
[01:04:10.539 --> 01:04:12.501]  in October is going to be super big.
[01:04:12.521 --> 01:04:16.966]  I'm already hearing that a number of celebrities are most likely going to be attending and promoting it.
[01:04:17.326 --> 01:04:19.628]  And overall, all of this comes down to, I mean the D.A.R.K.
[01:04:19.749 --> 01:04:25.434]  Act, which would ban GMO labeling, mandatory GMO labeling in the United States, all this comes down to fierce opposition.
[01:04:26.075 --> 01:04:29.077]  I mean, what you have done is amazing with your grassroots activism.
[01:04:29.117 --> 01:04:31.239]  I mean, what Alex has done with Infowars.com.
[01:04:31.259 --> 01:04:33.561]  I mean, it reaches, most people say millions.
[01:04:33.601 --> 01:04:34.381]  I mean, we're talking millions.
[01:04:34.621 --> 01:04:40.566]  He reaches billions with a B. And just with my small natural society website, I mean, we've done so much.
[01:04:40.726 --> 01:04:44.108]  We've really, really launched a lot of informational missiles out there.
[01:04:44.449 --> 01:04:46.090]  And Tammy, I want to thank you for what you're doing.
[01:04:46.410 --> 01:04:50.633]  In your last final closing here, what do you think is going to come the next five years?
[01:04:50.653 --> 01:04:51.534]  Are we going to have some victory?
[01:04:52.646 --> 01:04:53.547]  I absolutely.
[01:04:53.827 --> 01:04:56.009]  You know, the power lies within the people.
[01:04:56.349 --> 01:04:57.771]  We are many and they are few.
[01:04:58.451 --> 01:05:00.033]  And we will be victorious.
[01:05:00.553 --> 01:05:00.934]  I agree.
[01:05:01.194 --> 01:05:02.235]  We will be victorious.
[01:05:02.295 --> 01:05:03.796]  The age of Monsanto is over.
[01:05:04.176 --> 01:05:04.897]  Thank you, Tammy.
[01:05:04.957 --> 01:05:09.021]  Coming up, we've got more news, more videos, and a message from Alex later on the show.
[01:05:09.301 --> 01:05:18.204]  There is a shocking video posted right now at InfoWars.com where a man dies in a jail lobby after an encounter with sheriff's deputies.
[01:05:18.524 --> 01:05:29.849]  Surveillance footage released by the Sheriff's Department last Friday shows 48-year-old Arlington resident Joseph Hutchison frantically running inside the Dallas County jail lobby on August 1st.
[01:05:30.109 --> 01:05:35.111]  Witnesses say Hutchison was not violent, but he appeared distraught and was seeking help.
[01:05:35.431 --> 01:05:38.412]  He didn't have a weapon and he wasn't swinging at the officers.
[01:05:38.832 --> 01:05:43.715]  Witnesses say a deputy threw Hutchinson to the ground and put a knee to his throat.
[01:05:44.056 --> 01:05:46.877]  He couldn't breathe and his face turned pale blue.
[01:05:47.278 --> 01:05:52.461]  After a few moments, he lied motionless as visitors continued to pour into the lobby.
[01:05:52.761 --> 01:05:56.524]  Officers are seen attempting to resuscitate him, but it was too late.
[01:05:56.864 --> 01:05:58.605]  Joseph Hutchinson had died.
[01:05:58.986 --> 01:06:05.090]  His brother James is organizing a demonstration at the Dallas County Sheriff's Department building this evening.
[01:06:05.310 --> 01:06:07.972]  For more details, go to InfoWars.com.
[01:06:09.112 --> 01:06:14.116]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[01:06:14.256 --> 01:06:20.141]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[01:06:20.381 --> 01:06:24.964]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[01:06:25.145 --> 01:06:28.467]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[01:06:28.727 --> 01:06:30.309]  No needles, no injections.
[01:06:30.709 --> 01:06:35.853]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[01:06:39.055 --> 01:06:43.276]  Used since before the days of the Roman Empire to support the body's natural systems.
[01:06:43.436 --> 01:06:47.396]  Introducing the new Infowarslife.com oil of oregano formulation.
[01:06:47.576 --> 01:06:52.357]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:06:52.517 --> 01:06:57.038]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:06:57.198 --> 01:07:00.519]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:07:00.659 --> 01:07:03.939]  Now available in our limited first run at Infowarslife.com.
[01:07:04.119 --> 01:07:05.960]  That's Infowarslife.com or call 888-253-3139.
[01:07:08.960 --> 01:07:12.764]  Alex Jones here with a very important news alert for InfoWars listeners.
[01:07:13.044 --> 01:07:23.355]  We've confirmed through our major suppliers attempting to resupply Survival Shield X2 Deep Earth Crystals that elite corporations are buying up the supplies all over the world.
[01:07:23.515 --> 01:07:26.438]  So prices are going up and it's very hard to secure it.
[01:07:26.578 --> 01:07:35.320]  We have been able to secure a limited supply of the Pure Deep Earth Crystals and have now been able to produce more Survival Shield Nascent Iodine X2.
[01:07:35.380 --> 01:07:37.120]  This is the good halogen.
[01:07:37.220 --> 01:07:39.980]  This is the opposite of the bad halogens like fluoride.
[01:07:40.281 --> 01:07:52.063]  Now we at Infowarslife.com are bringing you the only source of clean, pure 99.99 Ultra Pure Deep Earth Crystals from more than 7,000 feet below the Earth's surface.
[01:07:52.283 --> 01:07:53.563]  Watch the informational videos
[01:07:53.783 --> 01:08:00.027]  At Infowarslife.com, discover how transformational pure iodine can be for you and your family.
[01:08:00.208 --> 01:08:01.148]  Folks, this isn't hype.
[01:08:01.268 --> 01:08:05.471]  Read the reviews for yourself at Infowarslife.com or call 888-253-3139.
[01:08:05.571 --> 01:08:13.977]  He's the T-Rex of political talk.
[01:08:13.997 --> 01:08:17.319]  Alex Jones on the GCN Radio Network.
[01:08:20.588 --> 01:08:24.692]  You're listening to the Alex Jones Show, Friday edition, September 4th, 2015.
[01:08:24.812 --> 01:08:28.016]  I'm Anthony Gucciardi, in for Alex Jones.
[01:08:28.396 --> 01:08:34.062]  He's got a powerful message to Louis Farrakhan coming up in the next segment, so stay tuned.
