[00:00:00.149 --> 00:00:00.852]  Yeah.
[01:05:52.509 --> 01:05:53.490]  Call 9-1-1.
[01:05:53.610 --> 01:05:55.771]  Don't intervene in the robbery, Lanier said.
[01:05:56.071 --> 01:06:00.252]  We've never told people take action, but it's a different scenario.
[01:06:00.492 --> 01:06:08.835]  Keep up with our latest news and information on InfoWars.com, PrismPlanet.tv and the Alex Jones Channel on YouTube.
[01:06:10.100 --> 01:06:17.748]  InfoWareStore.com is launching storewide free shipping for this week and weekend and launching deep discounts across the board on top selling products.
[01:06:18.229 --> 01:06:25.076]  Storewide free shipping on everything and we're offering some of the best deals ever on nutraceuticals like DNA Force,
[01:06:25.496 --> 01:06:26.337]  33% off.
[01:06:26.477 --> 01:06:33.440]  Whether it's non-GMO, super delicious organic coffee, or the very best, purest, strongest nascent iodine.
[01:06:33.600 --> 01:06:35.701]  Or products like Deep Cleanse and Oxy Powder.
[01:06:35.802 --> 01:06:42.925]  You get free shipping across the board on every product at InfoWareStore.com and massive discounts on scores of our leading items.
[01:06:43.105 --> 01:06:45.727]  Everybody knows I'm obsessed with win-win situations.
[01:06:45.787 --> 01:06:47.287]  That's why I coined the term 360Win.
[01:06:48.348 --> 01:06:51.071]  You're funding the tip of the spear in the fight for human liberty.
[01:06:51.271 --> 01:06:55.815]  You're getting super high quality products at the lowest prices, and you're getting free shipping.
[01:06:55.975 --> 01:06:56.936]  360WIN.
[01:06:57.196 --> 01:07:01.400]  Visit InfoWarsTore.com today, or call 888-253-3139.
[01:07:02.782 --> 01:07:04.924]  Storewide free shipping on everything.
[01:07:05.084 --> 01:07:05.985]  Check it out today!
[01:07:09.847 --> 01:07:10.407]  I want more candy!
[01:07:10.427 --> 01:07:11.288]  I want more video games!
[01:07:11.408 --> 01:07:11.528]  Mine!
[01:07:11.588 --> 01:07:11.728]  Mine!
[01:07:11.789 --> 01:07:11.949]  Mine!
[01:07:13.110 --> 01:07:22.497]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[01:07:22.837 --> 01:07:25.419]  All of our children are hit with modern mind control.
[01:07:25.539 --> 01:07:28.902]  Television, music, fast food, GMOs, sugars, you name it.
[01:07:29.102 --> 01:07:35.126]  Young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[01:07:35.427 --> 01:07:39.750]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic
[01:07:39.850 --> 01:07:40.630]  I think so.
[01:08:12.475 --> 01:08:14.678]  He's the T-Rex of political talk.
[01:08:15.258 --> 01:08:18.062]  Alex Jones on the GCN Radio Network.
[01:08:32.366 --> 01:08:39.047]  We're back live from the Alex Jones Show, Black Friday edition, talking to Christopher Murphy, the lawyer for Gregory Allen Elliott.
[01:08:39.707 --> 01:08:45.328]  And this case is crucial, and yet it's had relatively little mainstream media attention.
[01:08:45.368 --> 01:08:48.969]  I know Christine Blatchford with the National Post has been covering it.
[01:08:49.449 --> 01:09:00.811]  Apart from that, there's not really a lot of information out there in the mainstream media about this case, despite the fact that it could have fundamental implications for free speech on the internet.
[01:09:01.491 --> 01:09:19.847]  And again, before the break we were talking about the definition of harassment, what these feminists were claiming constituted harassment, was Mr. Elliott defending himself against accusations, false accusations of paedophilia, and tagging them in tweets, simply tagging their name in tweets, no direct contact whatsoever.
[01:09:20.207 --> 01:09:22.249]  They used that, they said that was harassment.
[01:09:22.809 --> 01:09:25.171]  So, Mr. Murphy, pick up the story.
[01:09:25.191 --> 01:09:29.014]  At what point was Mr. Elliott banned from using the internet entirely?
[01:09:29.915 --> 01:09:34.558]  So one of his bail conditions were that he was not able to use the internet.
[01:09:35.059 --> 01:09:46.407]  So you have to appreciate that at his bail hearing, the evidence that was led was kind of one-sided because the complainants had brought in just a select number of tweets.
[01:09:47.328 --> 01:09:54.172]  And because Mr. Elliott was in custody, we weren't able to access the remaining number of tweets.
[01:09:54.212 --> 01:09:57.114]  We accessed some of them for the bail hearing, but not all of them, obviously.
[01:09:58.055 --> 01:10:01.878]  And so, one of his bail conditions was that he could not access the internet.
[01:10:02.478 --> 01:10:05.540]  That ended up being changed a couple years later.
[01:10:05.560 --> 01:10:13.546]  In Canada anyway, you have to get the prosecution's consent to change bail conditions.
[01:10:14.326 --> 01:10:19.410]  Unless you go to Superior Court and bring what's a relatively expensive application.
[01:10:19.470 --> 01:10:20.431]  So that wasn't done.
[01:10:20.931 --> 01:10:30.238]  We had to ultimately get the prosecution to consent to change the bail conditions to allow him to use the internet for... Because he's an artist, right?
[01:10:30.258 --> 01:10:32.159]  He can't promote his book without the internet.
[01:10:32.560 --> 01:10:33.040]  Right, yes.
[01:10:33.120 --> 01:10:42.667]  So about a year and a half, two years later, he was allowed to use the internet for work and to mount a defense for his trial.
[01:10:43.107 --> 01:10:43.588]  And that was it.
[01:10:45.854 --> 01:10:48.175]  So he couldn't use social media basically?
[01:10:48.835 --> 01:10:55.898]  Oh no, he's still not, to this day he's still not permitted to use social media until the judgement comes down on January 22nd.
[01:10:55.918 --> 01:10:56.218]  Amazing.
[01:10:56.238 --> 01:11:02.041]  Then there's this other aspect to this, I don't know whether this is true or not, this is what I read.
[01:11:03.416 --> 01:11:12.423]  Supposedly there was some evidence uncovered of one of Elliot's accusers, I don't know which one, being friendly with someone within the Toronto Police Department.
[01:11:12.623 --> 01:11:16.386]  Do you think that that, if true, had any impact on his treatment?
[01:11:16.886 --> 01:11:17.566]  I don't know.
[01:11:17.747 --> 01:11:21.529]  So, I've heard some rumblings about that as well.
[01:11:22.130 --> 01:11:28.895]  There was a third complainant that was named just after Mr. Elliot's bail hearing.
[01:11:29.395 --> 01:11:31.076]  The Crown withdrew
[01:11:32.321 --> 01:11:34.525]  The charge against Mr. Elliott in relation to her.
[01:11:34.565 --> 01:11:36.067]  So she never got called as a witness.
[01:11:36.889 --> 01:11:38.031]  So I don't know.
[01:11:38.051 --> 01:11:43.781]  I don't know the reason why the prosecution withdrew the charge against that that individual.
[01:11:45.570 --> 01:11:53.413]  So, obviously, if she would have been called as a witness, she would have been subjected to cross-examination by me on some of those points you just mentioned.
[01:11:54.014 --> 01:11:59.896]  But I never got to cross-examine her because that charge was dropped just before she was supposed to testify.
[01:11:59.956 --> 01:12:00.576]  So I don't know.
[01:12:00.596 --> 01:12:02.737]  I don't know the answers to that question.
[01:12:04.224 --> 01:12:07.969]  So this starts to get real media attention this summer.
[01:12:07.989 --> 01:12:10.773]  It was the first time I heard about it and most people heard about it.
[01:12:11.394 --> 01:12:15.099]  Then, a couple of months later, we had this incident at the coffee shop.
[01:12:15.159 --> 01:12:16.180]  Tell us what happened there.
[01:12:16.744 --> 01:12:19.847]  Right, so this is just about a month ago.
[01:12:20.547 --> 01:12:27.173]  So Mr. Elliott, he's an artist, and so he frequents this area of Toronto.
[01:12:27.293 --> 01:12:33.718]  It's kind of a hippie neighborhood, lots of public markets, coffee shops.
[01:12:34.138 --> 01:12:36.701]  He's been frequenting that neighborhood for years.
[01:12:38.084 --> 01:12:39.485]  He hangs some of his art.
[01:12:39.845 --> 01:12:41.146]  And the art is not paintings.
[01:12:41.206 --> 01:12:42.587]  These were just statements.
[01:12:43.547 --> 01:12:46.949]  I believe one of them related to the Court of Public Opinion.
[01:12:47.490 --> 01:12:48.830]  One of the pieces of art.
[01:12:49.451 --> 01:12:55.935]  So a woman comes into the coffee shop and orders a cup of coffee.
[01:12:56.655 --> 01:13:01.218]  Turns around and throws the coffee on two of Mr. Elliott's posters.
[01:13:02.609 --> 01:13:25.288]  And this is after, sorry I kind of stepped ahead, this is after there had been a backlash against the coffee shop on Twitter and on Facebook basically demanding that this art be taken off the walls because it made the environment unsafe for women to attend.
[01:13:26.737 --> 01:13:30.781]  And the coffee shop wasn't even anti-feminist or anything, right?
[01:13:30.801 --> 01:13:31.762]  No, no, no.
[01:13:31.782 --> 01:13:37.908]  There's nothing in the posters that could be construed in any way to be anti-feminist or threatening.
[01:13:37.968 --> 01:13:38.268]  Nothing.
[01:13:39.009 --> 01:13:48.138]  And so the coffee shop wrote a very reasoned response on Facebook, saying essentially, listen, Mr. Elliott is innocent until proven guilty.
[01:13:48.458 --> 01:13:49.339]  He's an artist.
[01:13:49.739 --> 01:13:54.000]  We are not going to censure artists because they've got some charges against them.
[01:13:54.520 --> 01:14:10.084]  And then, a couple days after that, a woman comes in, throws the coffee on the art, and I would have thought that that would have been received negatively by the people who have been kind of bullying Mr. Elliott all along, but the opposite was true.
[01:14:10.304 --> 01:14:18.066]  This was a criminal offense that this person committed by throwing the coffee on the artwork, the offense of mischief.
[01:14:19.076 --> 01:14:23.864]  This was being trumpeted afterwards as some sort of accomplishment.
[01:14:26.238 --> 01:14:30.642]  Committing a criminal offense defacing an artist's work was somehow a good thing.
[01:14:31.342 --> 01:14:36.967]  And that, to me, that was when, for me, I just decided this whole thing is just ridiculous.
[01:14:38.248 --> 01:14:51.479]  Because if this is what is lauded on the internet, and Mr. Elliott expressing his right to... In Canada, there's a constitutional right to freedom of expression, much like there is in the United States.
[01:14:52.179 --> 01:14:59.422]  Mr. Elliott is discussing political opinions on the internet, some of which he agrees with, some of which he doesn't.
[01:14:59.502 --> 01:15:07.226]  He gets charged criminally for that, but a person who goes in and commits a criminal offense by defacing an artist's work is lauded on the internet.
[01:15:07.346 --> 01:15:10.127]  And it just says, up is down, black is white.
[01:15:11.511 --> 01:15:16.732]  And again, it goes to the point, I mean, we saw it with Protein World, those ads being defaced.
[01:15:16.772 --> 01:15:22.454]  Of course, the company simply used it to their advantage and made millions more as a result.
[01:15:22.474 --> 01:15:24.974]  But again, it's the intolerance of free expression.
[01:15:25.395 --> 01:15:28.955]  This artwork couldn't even be construed as offensive to anyone.
[01:15:29.276 --> 01:15:33.056]  Like that was even, you know, something to consider in the first place.
[01:15:33.076 --> 01:15:38.718]  What was offensive to this group was the fact that his name was on the bottom of it.
[01:15:39.218 --> 01:15:52.012]  That's what made it unsafe for them to go into this coffee shop because Gregory Alan Elliot's name was literally written on the bottom of his own artwork and so therefore you can't go into that coffee shop because you feel unsafe.
[01:15:52.637 --> 01:16:02.980]  Brian, because it was basically him standing up for himself and saying, you can't ruin my entire life, you can't ruin my, you know, my career with these public shaming tactics.
[01:16:03.040 --> 01:16:07.542]  They didn't like that and so they went, as they did with Protein World, and defaced the artwork.
[01:16:08.062 --> 01:16:08.262]  Great.
[01:16:08.282 --> 01:16:09.022]  Let's finish up.
[01:16:09.222 --> 01:16:17.685]  Let's talk about how we can help with the crowdfunding, but what will the consequences potentially be for free speech on the internet if Mr. Elliott is found guilty?
[01:16:18.673 --> 01:16:27.135]  I personally believe that if Mr. Elliott is found guilty, there could be significant consequences because like I said before, he didn't do anything that was threatening.
[01:16:28.155 --> 01:16:31.616]  There are a lot of threats made on the internet that don't go investigated by the police.
[01:16:31.676 --> 01:16:32.256]  Death threats.
[01:16:32.696 --> 01:16:33.896]  Those should be investigated.
[01:16:33.916 --> 01:16:39.598]  If you threaten to kill somebody on Twitter, you should expect the police to knock on your door and arrest you for threatening to kill somebody.
[01:16:40.118 --> 01:16:44.039]  But if you, if Mr. Elliott is convicted for
[01:16:45.339 --> 01:16:53.727]  Defending himself, A, and commenting on someone else's politics, B, then people have got to be very careful about what they say.
[01:16:53.747 --> 01:16:57.931]  And then if you're very careful about what you say, all of a sudden you're censuring yourself.
[01:16:58.492 --> 01:17:01.294]  You're not able to freely express your own opinions.
[01:17:01.755 --> 01:17:06.879]  And then that starts to detract away from what Canada and the U.S.
[01:17:06.939 --> 01:17:07.980]  is supposed to be all about.
[01:17:08.681 --> 01:17:21.041]  So I think it can have a very significant impact because people who express their opinions without threatening can now be subject to criminal prosecution.
[01:17:21.621 --> 01:17:23.504]  And that's a very scary concept.
[01:17:25.046 --> 01:17:27.028]  And that's why people should be up in arms about this.
[01:17:27.468 --> 01:17:35.375]  Tell us about how people can donate to the crowdfunding campaign from Australia, because this has run up a hundred grand bill so far, right?
[01:17:36.035 --> 01:17:36.336]  Right.
[01:17:36.376 --> 01:17:40.019]  You know, I don't actually know much about the crowdfunding campaign.
[01:17:40.039 --> 01:17:44.423]  I'm not involved in that, so I don't believe I can give you any answers to that.
[01:17:44.463 --> 01:17:45.043]  I'm sorry.
[01:17:45.664 --> 01:17:47.966]  I know that there is a crowdfunding... That's fine.
[01:17:48.026 --> 01:17:48.726]  I've got a link.
[01:17:48.946 --> 01:17:50.588]  I'm going to put a link up on Twitter.
[01:17:50.988 --> 01:17:51.689]  Well, I think that
[01:18:10.669 --> 01:18:19.952]  It's important that the public be made aware of these issues and that Mr. Elliott and people like him are stuck up for.
[01:18:20.452 --> 01:18:26.874]  Because, again, this is not something that I believe should be criminalized in any democratic country.
[01:18:27.754 --> 01:18:33.656]  And the more people that become aware of the facts of this case, the better from my perspective.
[01:18:33.696 --> 01:18:37.597]  Because the facts of this case are on Mr. Elliott's side.
[01:18:38.437 --> 01:18:58.699]  And if that could help Mr. Elliott get on with his life, then I think that's good because there has been a fair amount of media attention to this in Canada and a lot of the social media coming from the same complainants in this case and their group is very, very negative.
[01:18:59.139 --> 01:19:03.662]  And it's had a very detrimental effect on Mr. Elliott's life, his mental health.
[01:19:03.722 --> 01:19:06.684]  It's been three years now, he's been fighting this for over three years.
[01:19:07.605 --> 01:19:11.147]  And he hasn't worked since these charges were laid.
[01:19:12.748 --> 01:19:15.730]  It's had a real impact on his life.
[01:19:16.891 --> 01:19:19.132]  And this all comes to a head in January, correct?
[01:19:19.253 --> 01:19:22.615]  January 22nd, the judgment comes down, yes.
[01:19:24.099 --> 01:19:27.183]  Okay, we'll be sure to check in with updates as we get them.
[01:19:27.603 --> 01:19:30.386]  Christopher Murphy, thanks for joining us on the Alex Jones Show.
[01:19:30.606 --> 01:19:31.588]  Thank you for having me, Paul.
[01:19:32.068 --> 01:19:32.429]  Thank you.
[01:19:33.169 --> 01:19:37.674]  Again, everybody should be up in arms about this massive implications for free speech on the internet.
[01:19:38.015 --> 01:19:38.596]  This is what?
[01:19:39.156 --> 01:19:43.239]  The radicals, the social justice warriors, want the regressive left.
[01:19:43.460 --> 01:19:52.507]  They want to silence and censor people for daring to disagree with them under the banner of cyber violence, under the banner of harassment.
[01:19:52.887 --> 01:20:00.914]  And if this court in Canada, which should have thrown out this ludicrous case within minutes, goes along with it, it's going to have massive implications.
[01:20:00.994 --> 01:20:03.676]  It's a massive threat to free speech on the internet.
[01:20:03.876 --> 01:20:07.779]  We'll be back with more news and CJ Pearson on the Alex Jones Show Live.
[01:20:07.799 --> 01:20:08.380]  Stay tuned.
[01:20:09.963 --> 01:20:14.425]  KDArmor.com is your one-stop shop for the most affordable body armor period.
[01:20:14.505 --> 01:20:18.866]  With packages starting at $169.99 and free shipping on every order.
[01:20:18.886 --> 01:20:20.547]  Why would you go anywhere else?
[01:20:20.767 --> 01:20:24.388]  KD offers soft armor and rifle threat rated armor up to level 4.
[01:20:25.088 --> 01:20:28.649]  Go to KDArmor.com and get your body armor today while you still can.
[01:20:28.809 --> 01:20:34.451]  Mention this ad and receive a free water purification kit for a limited time with any body armor package.
[01:20:34.611 --> 01:20:35.892]  Go to KDArmor.com.
[01:20:36.032 --> 01:20:38.132]  That's KDArmor.com.
[01:20:38.193 --> 01:20:39.013]  Come and take it.
[01:20:39.813 --> 01:20:49.121]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[01:20:49.241 --> 01:20:53.544]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[01:20:53.665 --> 01:20:59.710]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[01:20:59.750 --> 01:21:02.852]  Buy now at DefenderShield.com.
[01:21:02.892 --> 01:21:04.774]  For 10% off, use promo code GCN.
[01:21:04.934 --> 01:21:08.457]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[01:21:09.591 --> 01:21:17.238]  InfoWareStore.com is launching storewide free shipping for this week and weekend and launching deep discounts across the board on top selling products.
[01:21:17.738 --> 01:21:24.564]  Storewide free shipping on everything and we're offering some of the best deals ever on nutraceuticals like DNA Force,
[01:21:24.744 --> 01:21:25.465]  We're good to go.
[01:21:47.819 --> 01:21:50.562]  You're funding the tip of the spear in the fight for human liberty.
[01:21:50.762 --> 01:21:55.307]  You're getting super high quality products at the lowest prices, and you're getting free shipping.
[01:21:56.128 --> 01:21:56.429]  360 when?
[01:21:56.669 --> 01:22:01.194]  Visit InfoWarsTore.com today, or call 888-253-3139.
[01:22:02.275 --> 01:22:04.397]  Storewide free shipping on everything.
[01:22:04.578 --> 01:22:05.459]  Check it out today!
[01:22:10.023 --> 01:22:12.886]  What looks good under your Christmas tree and tastes even better?
[01:22:13.186 --> 01:22:14.428]  Big Berkey Water Filters!
[01:22:14.728 --> 01:22:16.350]  Yes, the gift of clean water.
[01:22:16.690 --> 01:22:20.895]  A gift that provides a great foundation for achieving good health in the lives of your loved ones.
[01:22:21.375 --> 01:22:24.979]  A Big Berkey Water Filter gives them protection from bacteria, heavy metals,
[01:22:25.259 --> 01:22:28.742]  Chlorine, fluoride, pesticides and herbicides, VOCs and more.
[01:22:29.022 --> 01:22:34.346]  And best of all, a big Berkey water filter is a gift that lasts for many years with no additional investment.
[01:22:34.606 --> 01:22:38.329]  And that saves time and money in filter replacements that other water filters require.
[01:22:38.649 --> 01:22:43.693]  And are even powerful enough to purify treated, untreated or even stagnant pond water.
[01:22:44.073 --> 01:22:50.417]  As always, all orders over $50 are shipped free, and GCN listeners get 5% off all ceramic filter systems.
[01:22:50.777 --> 01:22:53.519]  Order online at BigBerkeyWaterFilters.com.
[01:22:53.779 --> 01:22:56.361]  Spelled Big-B-E-R-K-E-Y.
[01:22:56.641 --> 01:22:58.162]  WaterFilters.com.
[01:22:58.522 --> 01:23:01.104]  Or call 877-99-BERKEY.
[01:23:01.404 --> 01:23:04.947]  That's 877-99-BER-K-E-Y.
[01:23:05.347 --> 01:23:06.528]  Gift well this Christmas.
[01:23:06.748 --> 01:23:08.189]  Give a Big Berkey Water Filter!
[01:23:08.889 --> 01:23:15.672]  By now you know that wireless technology like cell phones do in fact pose dangers to the health and privacy of everyone.
[01:23:15.852 --> 01:23:20.653]  Block It Pocket's wide range of products are unmatched in providing the protection you deserve.
[01:23:20.833 --> 01:23:22.974]  No scare tactics, just common sense.
[01:23:23.114 --> 01:23:29.557]  BlockItPocket.com offers quality American-made options to alleviate and eliminate these invisible dangers.
[01:23:29.737 --> 01:23:33.558]  Learn more at BlockItPocket.com or call 888-315-9618.
[01:23:34.739 --> 01:23:37.940]  BlockItPocket.com, enhancing health and privacy.
[01:23:38.940 --> 01:23:40.321]  So listen up here, guys.
[01:23:41.101 --> 01:23:45.944]  My buddy Mark, he overhears the management team at Guns80.com.
[01:23:46.524 --> 01:23:55.529]  And what they're saying is that between now and Black Friday, they're going to put a special on the website at Guns80.com every day.
[01:23:56.089 --> 01:24:03.453]  What that means is that you have to go to Guns80.com every day to check out the specials between now and Black Friday.
[01:24:04.073 --> 01:24:07.515]  Go to Guns80.com, but don't tell them you heard it from me.
[01:24:10.337 --> 01:24:12.949]  I don't know.
[01:24:22.600 --> 01:24:25.102]  We're back live on the Alex Jones Show.
[01:24:25.122 --> 01:24:26.683]  I'm your host Paul Joseph Watson.
[01:24:27.224 --> 01:24:31.387]  Just tweeted out the link for you to support Gregory Ellen Elliott.
[01:24:31.647 --> 01:24:38.852]  This is the artist out of Toronto, we just spoke to his lawyer, who faces six months in jail for disagreeing with feminists.
[01:24:38.892 --> 01:24:46.778]  Again, let's emphasize, he did not send a threatening tweet or any kind of message that was threatening in nature at all.
[01:24:47.098 --> 01:24:48.980]  He merely disagreed with feminists
[01:24:49.580 --> 01:24:56.642]  In saying they shouldn't shame and ruin a young kid's life for making an online video game simulation.
[01:24:57.022 --> 01:25:05.404]  That was his crime, and for that he faces six months in jail, simply because these feminists claimed that they were threatened by him disagreeing with them.
[01:25:05.825 --> 01:25:08.405]  Again, this could set an absolutely horrible precedent.
[01:25:08.805 --> 01:25:10.786]  So go and support Gregory Allen Elliott.
[01:25:11.366 --> 01:25:13.207]  The link is on my Twitter, at Prison Planet.
[01:25:13.227 --> 01:25:17.108]  Now we're going to go to this special Black Friday report from Alex Jones.
[01:25:17.128 --> 01:25:17.688]  Here's the video.
[01:25:19.071 --> 01:25:20.676]  I obsess over win-wins.
[01:25:21.458 --> 01:25:25.549]  And so I think I've got four different wins here that I'm going to break down on Black Friday.
[01:25:26.869 --> 01:25:36.454]  You can get incredible deals and free shipping storewide at InfoWarsTore.com through Black Friday, through the weekend, and until next Monday.
[01:25:37.194 --> 01:25:45.418]  And at the same time, you can get informed by watching this video on the fact that most Black Friday sales are a scam.
[01:25:45.818 --> 01:25:50.941]  Companies simply raise prices the week before and then lower them the week of to normal prices.
[01:25:51.121 --> 01:25:51.341]  I think?
[01:26:21.221 --> 01:26:26.044]  We're exposing the fact that Black Friday itself is a big hoax.
[01:26:26.705 --> 01:26:33.449]  Black Friday itself is just a great time to get in traffic jams and to watch people acting like mindless consumer zombies.
[01:26:34.329 --> 01:26:45.617]  Now some people, when I talk about Black Friday, say, hey wait, you're criticizing the consumer zombies rushing Walmart or Target for video games or whatever, fighting over toilet paper, but then you're
[01:26:46.610 --> 01:26:48.031]  Talking about your own Black Friday.
[01:26:48.611 --> 01:26:49.612]  Well, yeah, that's what we do.
[01:26:49.752 --> 01:27:00.099]  We hijack globalist operations, try to educate people about them, and then try to take the attention that their scams are creating and siphon it off to wake people up.
[01:27:00.640 --> 01:27:01.740]  It's like culture jamming.
[01:27:01.760 --> 01:27:12.128]  It's like when I cover Miley Cyrus or Kim Kardashian, it's not because I'm trying to cover fluff, it's because I'm hijacking it, using their names to then expose the whole agenda.
[01:27:12.808 --> 01:27:35.997]  So, free shipping right through to next week, next Monday, and huge deals like 30% off Brain Force, 25% off Super Male and Female Vitality, 99-cent DVDs, over 20% off Storable Food, 30% off Survival Shield X2 Nascent Iodine, 33% off DNA Force, deep discounts on preparedness gear, and store-wide free shipping.
[01:27:36.357 --> 01:27:38.818]  The power you have to vote with your dollar is incredible.
[01:27:39.338 --> 01:27:44.622]  And you've seen what we've built here at InfoWars over the years because of the great work you've done supporting us.
[01:27:45.042 --> 01:27:46.803]  You don't stand behind us or beside us.
[01:27:47.063 --> 01:27:49.105]  You stand at the heart of our operation.
[01:27:49.165 --> 01:27:49.985]  You are the resistance.
[01:27:50.365 --> 01:27:53.528]  And it's great to have an audience that is free market, that understands that.
[01:27:53.548 --> 01:27:55.589]  So I want to salute you and thank you.
[01:27:55.609 --> 01:28:08.818]  Because whether it's a Hillary for Prison t-shirt to stand up for the First Amendment, or whether it's a water filtration system to cut out the glyphosate and fluoride out of your family's water, whether it's the incredible deep cleanse or oxy powder, whatever it is,
[01:28:09.578 --> 01:28:11.699]  They're all amazing game changers.
[01:28:12.039 --> 01:28:14.200]  Because people perish for lack of knowledge.
[01:28:14.380 --> 01:28:15.760]  This is a free will universe.
[01:28:16.541 --> 01:28:18.541]  This is a universe of free association.
[01:28:19.482 --> 01:28:23.723]  And tyranny can never trump the free will and the actions you take.
[01:28:24.083 --> 01:28:26.964]  So I salute you on this Black Friday week.
[01:28:27.244 --> 01:28:28.265]  We are hijacking it.
[01:28:28.605 --> 01:28:29.525]  We are exposing it.
[01:28:29.785 --> 01:28:32.186]  And we're helping take the info war into the black.
[01:28:32.526 --> 01:28:34.027]  So we have the funding we need.
[01:28:34.807 --> 01:28:48.233]  To continue on and hopefully even add a few more reporters and cover more of the election on the ground and really, really, really cover the news, really break big stories and really change the narrative away from globalist control to people-based information.
[01:28:48.694 --> 01:28:50.374]  This is teleprompter-free news, folks.
[01:28:50.674 --> 01:28:53.136]  This is teleprompter-free liberty.
[01:28:53.156 --> 01:28:55.137]  This is from the heart, directly to you.
[01:28:55.597 --> 01:28:59.719]  I'm Alex Jones signing off for InfoWars.com and InfoWarsStore.com.
[01:29:00.079 --> 01:29:01.980]  From myself and the rest of the InfoWars crew,
[01:29:02.580 --> 01:29:03.381]  You are family.
[01:29:03.641 --> 01:29:04.421]  We salute you.
[01:29:04.721 --> 01:29:06.262]  You built this operation.
[01:29:06.643 --> 01:29:07.943]  You are the InfoWar.
[01:29:18.695 --> 01:29:25.238]  And supporters, of course, you help us build this platform, you help us grow this platform to reach many, many more people.
[01:29:25.698 --> 01:29:27.379]  We're gonna go to your calls after the break.
[01:29:27.399 --> 01:29:30.641]  We're gonna get some more calls in at 800-259-9231.
[01:29:31.121 --> 01:29:34.683]  We're talking about Putin, we're talking about the jet shootdown, we're talking about Turkey.
[01:29:35.083 --> 01:29:41.928]  We're talking about the War on Freedom of Speech, so we're going to go to John, Steve, Antoine and other calls 800-259-9231.
[01:29:42.128 --> 01:29:48.632]  This is the Alex Jones Show live, breaking news on this Black Friday at InfoWars.com.
[01:29:48.692 --> 01:29:50.573]  Get your calls in and stay tuned.
[01:29:50.593 --> 01:29:51.134]  We'll be right back.
[01:29:59.382 --> 01:30:02.365]  We're on the march, the Empire's on the run.
[01:30:02.385 --> 01:30:05.988]  Alex Jones and the GCN Radio Network.
[01:30:10.976 --> 01:30:11.896]  Who do you prefer?
[01:30:12.217 --> 01:30:15.418]  Barack Obama or George W. Bush?
[01:30:15.798 --> 01:30:20.721]  Well, if you haven't figured it out by now, these guys are corporate spokesmen.
[01:30:20.761 --> 01:30:21.561]  They're not leaders.
[01:30:21.821 --> 01:30:24.142]  I mean, they both started illegal wars.
[01:30:24.462 --> 01:30:26.063]  Hell, they both tortured people.
[01:30:26.303 --> 01:30:29.905]  They bailed out criminal corporations and they spied on you.
[01:30:30.085 --> 01:30:34.447]  They both violated the Constitution and they even committed war crimes.
[01:30:34.787 --> 01:30:35.667]  So what's it gonna take?
[01:30:35.967 --> 01:30:38.408]  I mean, what will it take to finally wake you up?
[01:30:38.708 --> 01:30:39.248]  Think about it.
[01:30:39.529 --> 01:30:48.451]  If Joseph Stalin ran for president as a Democrat, and Adolf Hitler ran as a Republican, one of them would end up leading our country.
[01:30:48.651 --> 01:30:52.313]  It's elephants and asses screwing the masses.
[01:30:52.593 --> 01:30:55.974]  And your choice between the two parties is a myth.
[01:30:56.194 --> 01:31:00.955]  Because in reality, it is a two-party tyranny with one ideology.
[01:31:01.055 --> 01:31:02.556]  Divide and conquer.
[01:31:02.836 --> 01:31:07.520]  So join the revolution and break the false left versus right paradigm.
[01:31:07.780 --> 01:31:09.701]  InfoWars.com.
[01:31:10.442 --> 01:31:13.404]  A clean, toxic-free body is the foundation of true health.
[01:31:13.684 --> 01:31:23.332]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:31:23.632 --> 01:31:28.796]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:31:28.936 --> 01:31:37.819]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[01:31:38.119 --> 01:31:46.742]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:31:47.002 --> 01:31:53.885]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[01:31:54.085 --> 01:32:00.310]  We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[01:32:00.490 --> 01:32:05.233]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[01:32:05.414 --> 01:32:07.355]  That's InfoWarsLife.com or call 888-253-3139.
