[00:00:00.069 --> 00:00:00.649]  We're live.
[00:52:03.261 --> 00:52:07.302]  See the Silver Lungs Generator and Lung Delivery System at SilverLungs.com.
[00:52:07.382 --> 00:52:09.103]  That's SilverLungs.com.
[00:52:09.503 --> 00:52:11.324]  Healthy, organic, fresh fish.
[00:52:11.544 --> 00:52:13.466]  Robust, mouth-watering vegetables.
[00:52:13.806 --> 00:52:14.646]  All from your home.
[00:52:14.827 --> 00:52:16.007]  It's called Aquaponics.
[00:52:16.247 --> 00:52:20.730]  This brilliant, self-sustaining protein and veggie system is perfect for year-round growing.
[00:52:20.910 --> 00:52:23.112]  Know exactly where your food is coming from.
[00:52:23.372 --> 00:52:27.114]  Aquaponicsource.com is the one-stop shop for all your needs.
[00:52:27.355 --> 00:52:30.797]  Fish, fish food, plumbing, full systems, classes and more.
[00:52:30.977 --> 00:52:32.358]  Learn to build your own system.
[00:52:32.678 --> 00:52:36.580]  Go to aquaponicsource.com for a free guide to aquaponics.
[00:52:36.801 --> 00:52:38.782]  That's aquaponicsource.com.
[00:52:39.102 --> 00:52:43.544]  KDArmor.com is your one-stop shop for the most affordable body armor period.
[00:52:43.644 --> 00:52:48.026]  With packages starting at $169.99 and free shipping on every order.
[00:52:48.046 --> 00:52:49.667]  Why would you go anywhere else?
[00:52:49.907 --> 00:52:54.049]  KD offers soft armor and rifle threat rated armor up to level 4.
[00:52:54.229 --> 00:52:57.790]  Go to KDArmor.com and get your body armor today while you still can.
[00:52:57.950 --> 00:53:03.593]  Mention this ad and receive a free water purification kit for a limited time with any body armor package.
[00:53:03.613 --> 00:53:05.033]  Go to KDArmor.com.
[00:53:05.174 --> 00:53:07.274]  That's KDArmor.com.
[00:53:07.334 --> 00:53:08.155]  Come and take it.
[00:53:08.809 --> 00:53:21.891]  So I found out the other day that at Guns80.com, a lot of people don't get the Ghost AR-15 rifle kits because they're afraid that they won't be able to do the machining work required to drill out and make ready the lower.
[00:53:22.111 --> 00:53:26.232]  Well listen, guys, gals, I am not that good of a machinist, I promise you.
[00:53:26.512 --> 00:53:32.833]  But I was able to take a drill press with an X-Y table and knock this out in about 45 minutes and in all honesty, mine looks really good.
[00:53:33.153 --> 00:53:34.914]  Go get yours, don't be afraid, it's easy.
[00:53:34.974 --> 00:53:35.934]  Guns80.com.
[00:53:35.954 --> 00:53:37.094]  Go to Guns80.com now.
[00:53:38.463 --> 00:53:42.544]  By now, you know the smart way to buy emergency food storage is calories per dollar.
[00:53:42.704 --> 00:53:45.865]  Ready Supply Foods sells you 50% more food for your money.
[00:53:46.065 --> 00:53:49.866]  GMO-free, 25-year shelf life, great tasting and free shipping.
[00:53:50.206 --> 00:53:53.067]  You need 2,000 calories per day under ideal conditions.
[00:53:53.227 --> 00:53:56.747]  Most 30-day kits don't have enough calories to sustain you for more than a week.
[00:53:56.927 --> 00:53:59.388]  They just don't have enough nutrition to do the job.
[00:53:59.588 --> 00:54:02.689]  See the comparisons for yourself at ReadySupplyFoods.com.
[00:54:02.829 --> 00:54:04.869]  We're the new leader in value and quality.
[00:54:05.269 --> 00:54:07.310]  Go to ReadySupplyFoods.com today.
[00:54:39.161 --> 00:54:43.964]  I know we got loaded phone lines, and we'll get to them when we kick the next hour off here in about seven minutes.
[00:54:48.187 --> 00:54:51.989]  So, I'm not against all these poor, desperate Latin American people that want to come here.
[00:54:52.009 --> 00:54:54.691]  In fact, on average, I like people from Latin America.
[00:54:55.311 --> 00:54:59.534]  In many cases, they are harder working than spoiled third, fourth, fifth generation Americans.
[00:54:59.594 --> 00:55:01.915]  That goes for black kids, white kids, Hispanic kids.
[00:55:02.616 --> 00:55:05.658]  Everybody knows they tend to get more spoiled, more rotten each generation.
[00:55:06.929 --> 00:55:10.772]  Until you'll see really nice white families with the worst grandkids you can imagine.
[00:55:10.792 --> 00:55:14.515]  Really nice black families with the worst black grandkids you can imagine.
[00:55:14.895 --> 00:55:15.696]  Or Hispanic kids.
[00:55:15.716 --> 00:55:17.257]  I mean, it really is a phenomenon.
[00:55:17.837 --> 00:55:22.581]  So we're so corrupt and decadent, there's an argument that they sell that makes sense.
[00:55:22.981 --> 00:55:30.407]  Hey, just let in a bunch of third world people, because you know, we killed all our babies, we don't have kids, and we need somebody to pay Social Security.
[00:55:30.667 --> 00:55:31.828]  And these people work pretty hard.
[00:55:34.810 --> 00:55:39.552]  The government is advertising now for deadbeats that want welfare and have their babies for free.
[00:55:40.052 --> 00:55:45.054]  And the Democrats scoop them up and turn them into hardcore communists, running around with red flags.
[00:55:45.714 --> 00:55:48.275]  I mean, I see communists every week now on the side of the road with red flags.
[00:55:48.695 --> 00:55:53.417]  I'll just be downtown having dinner and 500 commies march by, you know, screaming, kill the police.
[00:55:53.437 --> 00:55:54.197]  I mean, I got video.
[00:55:56.238 --> 00:55:58.758]  And so the globalists are making their move is the point.
[00:56:02.921 --> 00:56:05.224]  I understand people wanting to come here.
[00:56:05.304 --> 00:56:06.705]  I know a lot of immigrants are great people.
[00:56:06.785 --> 00:56:15.055]  I'll say, on average, when it comes to common sense, appreciating things, probably have better souls than a fifth generation spoiled American.
[00:56:16.356 --> 00:56:17.297]  Just from what I've experienced.
[00:56:18.078 --> 00:56:22.103]  I know they're easier to wake up to the new world order, if I can communicate with them.
[00:56:23.012 --> 00:56:42.337]  The globalists have looked at all the numbers, they've looked at all the angles, and they've decided, we need giant Eastern European, giant Asian, giant Middle Eastern, and giant Central and South American populations up here, and we're going to politically use these people to break the back of the Republic forever, take the guns, the whole nine yards, same thing with Europe.
[00:56:42.757 --> 00:56:45.637]  And the socialist parties and the communist parties state that!
[00:56:46.238 --> 00:56:47.498]  And they admit that!
[00:56:48.885 --> 00:56:49.686]  And that's the key.
[00:56:50.466 --> 00:56:51.147]  They're arrogant.
[00:56:51.727 --> 00:56:53.628]  They think we're so stupid, they've admitted all this.
[00:56:53.648 --> 00:56:54.949]  I mean, look at these articles I have right here.
[00:56:57.211 --> 00:56:57.911]  Look at these articles.
[00:57:00.093 --> 00:57:04.856]  Germany and Austria lose borders, but now they've closed them.
[00:57:04.876 --> 00:57:06.237]  I'm going to explain what's behind that.
[00:57:07.318 --> 00:57:08.178]  But here's the key.
[00:57:10.020 --> 00:57:13.902]  Report, Sweden's pro-refugee policies aren't working out so well.
[00:57:14.443 --> 00:57:17.145]  Well, if you want to destroy the country, they're working really well.
[00:57:18.422 --> 00:57:20.723]  It's like shooting somebody in the head and saying that bullet didn't work too well.
[00:57:20.743 --> 00:57:21.643]  No, it worked really well.
[00:57:22.503 --> 00:57:25.904]  Open borders, welfare state, bad news for Europe's most welcoming country.
[00:57:26.445 --> 00:57:27.525]  That's their national slogan.
[00:57:28.885 --> 00:57:40.429]  The Globe and Mail reports a major new research firm study, now get these numbers, in Sweden where equality is revealed and equity is now entrenched.
[00:57:43.730 --> 00:57:45.171]  And it goes on to break it down
[00:57:46.872 --> 00:57:52.954]  That 58% of welfare payments go to immigrants, 16% to the population that's native.
[00:57:53.534 --> 00:57:54.935]  And a lot of them aren't really Swedes.
[00:57:57.516 --> 00:57:58.096]  Think about that.
[00:57:58.936 --> 00:58:05.498]  Staggering unemployment rate for immigrants, even after 15 years living in the country, and skyrocketing welfare costs.
[00:58:06.539 --> 00:58:09.760]  And then it gets into the 1400% rise in rapes, 95% of it is the immigrants.
[00:58:14.517 --> 00:58:19.640]  Now, these guys from the Middle East don't rape you if you're covered up and have a hood over your head.
[00:58:20.481 --> 00:58:21.302]  They'd be scared to death.
[00:58:21.662 --> 00:58:24.744]  If you're walking around with your face out, it means you want to be raped or you're a prostitute.
[00:58:26.185 --> 00:58:31.889]  And so, that mixes with weird Western gangster culture, because that's what the young kids are like.
[00:58:31.909 --> 00:58:33.090]  They're not really even Muslims anymore.
[00:58:33.110 --> 00:58:39.254]  They're like thugs that hate the West who think your 12-year-old daughter can be raped because she's wearing a short skirt.
[00:58:41.092 --> 00:58:42.133]  I mean, it is crazy.
[00:58:42.213 --> 00:58:43.173]  I mean, just, I'm sorry.
[00:58:43.534 --> 00:58:48.317]  People from the most third-world Middle Eastern countries do not fit in Sweden, folks.
[00:58:48.517 --> 00:58:49.197]  They just don't.
[00:58:49.517 --> 00:58:51.018]  And the engineers know that!
[00:58:51.038 --> 00:58:52.719]  I mean, it just doesn't fit.
[00:58:53.760 --> 00:58:55.721]  It's like putting Martians in your living room.
[00:59:00.623 --> 00:59:10.548]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[00:59:10.728 --> 00:59:16.711]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[00:59:16.851 --> 00:59:19.012]  They call it their low-profile platform.
[00:59:19.192 --> 00:59:20.573]  PVX Muzzle Brakes.
[00:59:20.813 --> 00:59:22.434]  Proven to help control muzzle rise.
[00:59:23.775 --> 00:59:26.296]  6061 billet material with type 3 hard coating.
[00:59:26.557 --> 00:59:29.819]  Bolt carrier group for .308 and .556 ARs.
[00:59:30.179 --> 00:59:31.440]  Custom Kydex holsters.
[00:59:31.740 --> 00:59:36.443]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[00:59:36.603 --> 00:59:39.005]  Most competitor's material use .060.
[00:59:39.105 --> 00:59:42.287]  Configure yours today at hdfirearms.com.
[00:59:42.507 --> 00:59:44.389]  And my favorite, single stage trigger.
[00:59:44.549 --> 00:59:47.951]  A home run upgrade for your AR-15 and AR-10 platforms.
[00:59:48.171 --> 00:59:51.552]  Find out more at HDfirearms.com today or call 770-485-7015.
[00:59:51.732 --> 00:59:52.753]  That's HDfirearms.com or call 770-485-7015.
[00:59:52.973 --> 00:59:56.034]  You're listening to the Alex Jones Show!
[01:00:16.536 --> 01:00:17.176]  Big Brother.
[01:00:17.837 --> 01:00:18.857]  Mainstream media.
[01:00:19.618 --> 01:00:20.718]  Government cover-ups.
[01:00:21.379 --> 01:00:22.179]  You want answers?
[01:00:22.940 --> 01:00:23.860]  Well, so does he.
[01:00:24.500 --> 01:00:28.103]  He's Alex Jones on the GCN Radio Network.
[01:00:28.683 --> 01:00:32.785]  And now, live from Austin, Texas, Alex Jones.
[01:00:34.566 --> 01:00:39.889]  I just made a statement that's a gift to MSNBC and the rest of the White House-run scum.
[01:00:42.090 --> 01:00:43.071]  I said that if you take
[01:00:45.214 --> 01:01:01.901]  Say Bedouins out of Saudi Arabia, and you put a half million of them in, say, a German city or in a region of Sweden, it would be like sticking Martians in your living room.
[01:01:03.101 --> 01:01:05.322]  That's how alien the cultures are from each other.
[01:01:07.243 --> 01:01:14.786]  And the same goes for taking a half million Swedes and sticking them, say, in an outskirt of Tripoli.
[01:01:17.042 --> 01:01:22.643]  But millions of Muslim migrants are allowed into Europe every year.
[01:01:24.163 --> 01:01:40.926]  And I'll be honest, if they come from, say, like Prussia, they come to Prussia in Germany, and let's say they come from Iran, I've seen the statistics, I've seen the numbers, they integrate well.
[01:01:41.426 --> 01:01:46.167]  Because that's been an industrial country, a modern civilization before Europe
[01:01:47.128 --> 01:01:47.849]  Could read and write.
[01:01:50.551 --> 01:02:03.362]  But the dominant culture in the Middle East, and I'm not bashing Bedouins or anything, but that's who got the power, that's who got the money, that's who runs Islam now, and that's who is basically turning the Middle East into a Stone Age hellhole.
[01:02:06.004 --> 01:02:12.550]  And the worst people to adapt and to work with the West are then brought over here.
[01:02:14.161 --> 01:02:18.422]  And a huge, stinking red carpet is rolled out, and everything's supposed to be for free.
[01:02:18.922 --> 01:02:20.002]  Who would put up with this?
[01:02:20.022 --> 01:02:26.824]  Do you think Mexico would take a million or two million radical Islamists into its country?
[01:02:27.024 --> 01:02:27.564]  No way!
[01:02:28.604 --> 01:02:31.225]  The Mexicans would burn everything down in a week!
[01:02:37.466 --> 01:02:41.047]  That shows how tolerant the West has become, that we would put up with this.
[01:02:42.765 --> 01:03:01.349]  So I wanted to talk, after we take calls, about the larger master plan of why they're opening it up, why they're doing this, and why Germany just responded on shutting its borders, and then Austria responded by closing their borders.
[01:03:01.369 --> 01:03:07.790]  Because see, both have been politically correct, pointing the fingers at each other, saying, well, you won't shut your borders, so we won't shut ours.
[01:03:10.031 --> 01:03:10.931]  Germany did it first.
[01:03:11.692 --> 01:03:13.132]  Hungary tried to close its borders.
[01:03:13.292 --> 01:03:13.672]  It couldn't.
[01:03:14.473 --> 01:03:17.774]  In the last couple months, a half million people have poured in.
[01:03:17.874 --> 01:03:20.375]  It is hell on earth in many major cities.
[01:03:20.815 --> 01:03:26.978]  With people like the Walking Dead migrating just through the towns, through everything, robbing, stealing.
[01:03:27.278 --> 01:03:30.759]  And hey, if I had starving kids, I'd probably start stealing!
[01:03:33.580 --> 01:03:34.461]  It doesn't matter though.
[01:03:35.121 --> 01:03:37.402]  I don't dislike water, as I've said a thousand times.
[01:03:38.476 --> 01:03:45.218]  But if a dam breaks, and I'm downstream, and 100 feet of water's coming at me at 60 miles an hour, I'm gonna get up above the waterline.
[01:03:46.078 --> 01:03:51.680]  I don't dislike those poor Muslims, many of which are victims of Western policies, to destabilize them.
[01:03:52.300 --> 01:03:56.961]  I realize they're the next wave of destabilization that we told you was coming!
[01:04:01.488 --> 01:04:10.119]  I mean, if Switzerland had collapsed because a radioactive meteorite crashed into it, I'd say Germany take the Swiss, because they would assimilate.
[01:04:13.916 --> 01:04:30.557]  But you cannot assimilate millions and millions of people from poor Middle Eastern countries that are predominantly Sunni and driven by an ideology of Wahhabist, kill the West, cut their heads off, command they convert or kill them with a sword.
[01:04:30.577 --> 01:04:30.617]  No!
[01:04:34.946 --> 01:04:38.369]  This is fundamentally the end of the West if they're able to do this.
[01:04:38.750 --> 01:04:45.416]  And so now they've closed their borders because they realize they can't even organize and assimilate the couple million extra they got.
[01:04:45.756 --> 01:04:50.001]  And that might mess up how they're already bringing in a couple million a year to Europe to begin with.
[01:04:50.341 --> 01:04:57.127]  And so they're just going to slow it down to make it look like they're doing something to then open it back up again in a couple months.
[01:04:57.748 --> 01:04:59.649]  But you watch, that's not even gonna work.
[01:04:59.910 --> 01:05:05.994]  The flood has now started, they've now incentivized, and so get for the next wave's gonna be like five million.
[01:05:06.414 --> 01:05:08.216]  Not two million, it's about the slam.
[01:05:11.538 --> 01:05:16.902]  The Miss America pageant is known for beautiful women who sometimes give rather amusing answers.
[01:05:17.122 --> 01:05:21.666]  But recently, Miss South Carolina turned the tide when she was asked about this.
[01:05:21.686 --> 01:05:25.729]  Do you support a ban on military-style assault weapons?
[01:05:27.208 --> 01:05:29.929]  I don't, but I think it's because we need to increase education.
[01:05:29.989 --> 01:05:31.050]  We have to go back there.
[01:05:31.070 --> 01:05:38.713]  If we teach people the proper way to use guns, then we will reduce the risk of having gun-related accidents.
[01:05:38.853 --> 01:05:40.754]  It starts with education.
[01:05:41.334 --> 01:05:46.296]  Even before she could finish answering her question, her response received a massive applause.
[01:05:46.796 --> 01:05:52.879]  Demonstrating strong support for gun rights despite the establishment's ongoing gun demonization campaign.
[01:05:53.399 --> 01:06:03.624]  And yes, there have been high-profile slayings with fully automatic rifles, but the FBI's own numbers show that you're more likely to be killed by a blunt object such as a baseball bat or hammer.
[01:06:03.824 --> 01:06:07.186]  You can find more reports on InfoWars.com.
[01:06:10.479 --> 01:06:17.404]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:06:17.684 --> 01:06:27.050]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:06:27.370 --> 01:06:34.236]  Now, Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:06:34.717 --> 01:06:42.183]  Infowarslife.com developed a silver bullet by closely working with one of the top silver manufacturing labs in the United States.
[01:06:42.544 --> 01:06:45.827]  We set out to bring you the very best at the lowest price.
[01:06:46.227 --> 01:06:50.968]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[01:06:51.188 --> 01:06:55.249]  In these times, it's essential to have high-quality, loyal silver on hand.
[01:06:55.609 --> 01:06:58.630]  No survival chest is complete without Silver Bullet.
[01:06:58.650 --> 01:07:01.551]  Exclusively available at Infowarslife.com.
[01:07:01.751 --> 01:07:06.092]  Secure your Silver Bullet today at Infowarslife.com or by calling toll-free 888-253-3139.
[01:07:09.972 --> 01:07:11.253]  It's now more clear than ever.
[01:07:11.453 --> 01:07:15.074]  The Globalists have launched a planetary destabilization plan.
[01:07:15.275 --> 01:07:18.876]  Here at the InfoWars operation, we hope and pray that this is not the case.
[01:07:19.156 --> 01:07:22.958]  But the signs of things deteriorating around the world are unmistakable.
[01:07:23.178 --> 01:07:29.802]  For many years, I've been working with my Patriot Supply, and we have now developed a private label called InfoWars Select.
[01:07:29.962 --> 01:07:34.704]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[01:07:34.944 --> 01:07:39.006]  InfoWars Select is a wide variety of their highest quality packages,
[01:07:39.326 --> 01:07:42.667]  At the lowest price they have ever offered before.
[01:07:42.807 --> 01:07:45.088]  It's an introductory offer for only two weeks.
[01:07:45.308 --> 01:07:56.372]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[01:07:56.512 --> 01:07:58.673]  Visit InfoWarsSelect.com today.
[01:07:58.833 --> 01:08:02.415]  Watch the informational videos and check out the wide selection for yourselves.
[01:08:02.535 --> 01:08:05.796]  That's InfoWarsSelect.com or InfoWarsStore.com.
[01:08:06.036 --> 01:08:06.957]  Or call 888-253-3139.
[01:08:07.097 --> 01:08:15.044]  He's the T-Rex of political talk.
[01:08:15.084 --> 01:08:18.487]  Alex Jones on the GCN Radio Network.
[01:08:18.507 --> 01:08:23.451]  Well, there's a lot of stuff going on out there with the
[01:08:34.143 --> 01:08:38.080]  Ongoing world oppression that's hit the third world so hard it hasn't hit the West as hard yet.
[01:08:38.602 --> 01:08:38.803]  Yet.
[01:08:43.363 --> 01:08:49.286]  We see the rise of support for right-wing parties in Germany during the crisis.
[01:08:49.446 --> 01:08:52.167]  Hungary deploy army to stop migrants at borders.
[01:08:52.207 --> 01:08:56.609]  Serbian official says we are not a concentration camp when we put people in refugee camps.
[01:08:57.189 --> 01:09:01.211]  Egyptian billionaire identifies islands for refugee havens.
[01:09:01.251 --> 01:09:03.012]  Yeah, he did this a month ago.
[01:09:03.052 --> 01:09:08.655]  He's back out doing it now, saying it's racist that Europe isn't taking unlimited groups of people
[01:09:10.040 --> 01:09:10.861]  I don't know.
[01:09:27.878 --> 01:09:47.733]  He'll capitalize off of the huge flood of destabilization after our government, led by Hillary Clinton, the State Department, took out Gaddafi, took out Hosni Mubarak, tried to take out Assad, took out a bunch of other areas, and then blew everything up, chopped the Christians' heads off, crucified people upside down, blew up the churches.
[01:09:48.154 --> 01:09:54.799]  Hundreds of churches alone in Egypt, in the one-year rule of the West Puppet, were blown up, were burned.
[01:09:56.060 --> 01:09:57.521]  Christians murdered by the thousands.
[01:09:58.937 --> 01:10:00.218]  Our government quarterbacks that.
[01:10:01.179 --> 01:10:04.281]  And the same globalists run our government that run Europe right now open the door up.
[01:10:04.621 --> 01:10:06.863]  So did that help Egypt destabilizing them?
[01:10:07.284 --> 01:10:08.324]  Killing their tourist industry?
[01:10:09.125 --> 01:10:10.386]  Did that help Libya?
[01:10:10.586 --> 01:10:11.867]  No, they admit it's a failed state.
[01:10:11.927 --> 01:10:14.489]  Oh, it's a mistake Hillary made, but she didn't get in trouble.
[01:10:14.709 --> 01:10:16.270]  They went there to destabilize it.
[01:10:16.911 --> 01:10:19.033]  Same thing in Syria.
[01:10:20.834 --> 01:10:27.819]  But they feed off our political, geopolitical, cultural ignorance and say, gee, there are a lot of Christians getting hurt.
[01:10:28.786 --> 01:10:30.006]  We need to bring them into America.
[01:10:31.447 --> 01:10:44.431]  Well, I'll tell you this right now, I am for bringing Syrian Christians to this country, because Christian Middle Easterners have been proven to be extremely integrable.
[01:10:45.772 --> 01:10:55.755]  In fact, Arabic Christians, statistically, you can look this up in criminology, are one of the lowest crime rate groups, one of the highest income earner groups there are.
[01:10:57.489 --> 01:11:01.453]  And just like Switzerland looks at the demographic, they look at, do you bring something to the table?
[01:11:02.754 --> 01:11:08.520]  I'll take all the brown-skinned people you got, if they've proven they'll perform inside a Western country.
[01:11:09.541 --> 01:11:11.463]  Because it's cultural, it's not the skin color.
[01:11:12.144 --> 01:11:15.067]  And the Christian culture is what ended slavery.
[01:11:15.247 --> 01:11:17.989]  The Christian culture is what gave us liberty.
[01:11:18.510 --> 01:11:19.331]  It's what promoted it.
[01:11:21.570 --> 01:11:22.591]  In the main, in history.
[01:11:23.351 --> 01:11:32.497]  There were other contributing factors as well, and that's why I'm sick of hearing that Christianity's bad, and Christianity's stifling openness, and Christianity's... that's pure baloney!
[01:11:34.598 --> 01:11:47.427]  The problem is, and this was even in mainstream BBC reports, many of the refugees to get in are claiming they're Syrian when they aren't, they're Pakistani, they're... you name it.
[01:11:48.287 --> 01:11:50.469]  From all over the Middle East and Central Asia, Afghan,
[01:11:52.222 --> 01:11:56.104]  And when they get in, well, they turn around and they're really a Muslim.
[01:11:56.904 --> 01:11:58.265]  And again, I'm not against Muslims.
[01:11:58.285 --> 01:12:00.886]  There are many Muslims that are very integrable, very hard-working.
[01:12:01.146 --> 01:12:11.051]  The problem is, these groups demographically are the poor masses, many of which came into Syria and other areas to be part of the takeover, and have now failed, so they want to come here.
[01:12:11.591 --> 01:12:14.652]  So a lot of them aren't Syrian, and they're not Christian.
[01:12:14.992 --> 01:12:17.974]  They've been faking that in their asylum filings.
[01:12:18.894 --> 01:12:19.955]  So Glenn Beck says,
[01:12:21.499 --> 01:12:24.301]  That he wants to smuggle them over here.
[01:12:26.203 --> 01:12:29.345]  He vows to smuggle them into the country.
[01:12:31.006 --> 01:12:31.987]  That's a World Net Daily article.
[01:12:36.010 --> 01:12:43.997]  But you better believe that if Beck does smuggle Christians into the country, they'll probably try to put him in jail and say, you're a
[01:12:45.711 --> 01:12:51.854]  Trafficker and people, you are engaged in a crime of breaking our federal laws!
[01:12:53.014 --> 01:13:09.181]  And then Glenn Beck can defend himself and say, we have the Border Patrol on record, and we have the video shot by Infowars.com of them admitting that illegals are brought into the country, and then the Border Patrol completes the smuggling process to bring them in.
[01:13:09.942 --> 01:13:10.482]  With vouchers.
[01:13:12.475 --> 01:13:16.457]  And our own government destabilized the Middle East and allowed Christians to be targeted.
[01:13:17.698 --> 01:13:20.339]  So we have a moral responsibility to save the Christians.
[01:13:21.300 --> 01:13:22.981]  They're the group that is the most targeted.
[01:13:23.341 --> 01:13:27.924]  Even the UN last year had a headline, Christians most persecuted group in the world.
[01:13:28.800 --> 01:13:34.063]  And the article went on, it's doubled the last five years to levels unseen, a true crisis!
[01:13:35.224 --> 01:13:37.145]  All over the world Christians are being targeted.
[01:13:37.406 --> 01:13:37.666]  Why?
[01:13:38.086 --> 01:13:43.750]  They're not involved in the wars, they're not pushing any of these agendas, but the globalists don't like them.
[01:13:45.231 --> 01:13:45.931]  There's a reason for that.
[01:13:48.393 --> 01:13:51.655]  Folks ought to ask themselves why this is happening, why this is going on.
[01:13:54.336 --> 01:13:58.119]  Now there it is, there's the headline, Christianity Most Persecuted Faith Worldwide.
[01:14:00.126 --> 01:14:00.426]  Okay.
[01:14:01.747 --> 01:14:02.667]  I want to go to your phone calls.
[01:14:02.687 --> 01:14:03.287]  Thank you for holding.
[01:14:04.308 --> 01:14:05.068]  You just joined us.
[01:14:05.749 --> 01:14:07.769]  They're now declaring officially L.A.
[01:14:07.930 --> 01:14:12.572]  is the capital of Latin America.
[01:14:14.673 --> 01:14:17.034]  And that's in The Hollywood Reporter.
[01:14:18.174 --> 01:14:18.294]  L.A.
[01:14:18.334 --> 01:14:22.696]  touts itself as northern capital of Latin America for the Olympic bid 2024.
[01:14:24.077 --> 01:14:25.938]  Trump hammers his sanctuary city
[01:14:26.929 --> 01:14:27.269]  Crap.
[01:14:27.849 --> 01:14:29.130]  That's a close quote from the Daily Mail.
[01:14:29.410 --> 01:14:38.134]  And jokes about replacing Obamacare with Donaldcare as women cry with joy and 20,000 enthralled Texans roar for 90-minute speech.
[01:14:39.815 --> 01:14:41.836]  And we got Joe Biggs coming in at the bottom of the next hour.
[01:14:41.876 --> 01:14:44.778]  He was there to play some video and give us his take on that situation.
[01:14:44.818 --> 01:14:45.838]  He went up there, asked press.
[01:14:46.378 --> 01:14:47.759]  I was able to cover that yesterday.
[01:14:49.560 --> 01:14:51.781]  Right now, let's go to your phone calls.
[01:14:51.821 --> 01:14:52.481]  Thank you for holding.
[01:14:53.822 --> 01:14:54.842]  Let's talk to Dustin.
[01:14:54.862 --> 01:14:56.083]  You're on the air from California.
[01:14:59.000 --> 01:15:01.161]  Hey Alex, it's Dustin.
[01:15:01.221 --> 01:15:02.501]  It's rainy here in California.
[01:15:02.641 --> 01:15:07.062]  I definitely took my super male vitality today.
[01:15:07.162 --> 01:15:08.982]  It's my favorite InfoWars product.
[01:15:09.142 --> 01:15:10.023]  Thank you.
[01:15:10.543 --> 01:15:11.423]  I agree.
[01:15:12.523 --> 01:15:21.545]  Full-heartedly, I know that there's a lot of hard-working immigrants in this country, but it's the ones who come here and get the free handouts who are voting for the people giving them the free handouts.
[01:15:22.145 --> 01:15:24.866]  And it sucks to drive to work every day
[01:15:25.362 --> 01:15:28.224]  And to pay for those people that are voting against me.
[01:15:30.406 --> 01:15:31.587]  They've enslaved you.
[01:15:31.707 --> 01:15:32.848]  The elite have made a deal with them.
[01:15:32.868 --> 01:15:34.489]  I mean, look in Sweden.
[01:15:35.490 --> 01:15:40.853]  In Sweden, 59%, 58% of welfare payments go to immigrants, 16% to the population.
[01:15:40.874 --> 01:15:41.954]  It's similar numbers here.
[01:15:48.973 --> 01:15:50.615]  I mean, this is ridiculous.
[01:15:50.655 --> 01:15:51.496]  This is slavery.
[01:15:51.796 --> 01:16:01.367]  You gotta pay for people so they can vote illegally to make you more of their slaves, and then the big corporations get cheap labor on top of it and are exempt from most of the taxes.
[01:16:01.608 --> 01:16:02.809]  That's called a screwjob.
[01:16:04.691 --> 01:16:08.816]  And it's really hard to link out to these people, too, who get everything for free because
[01:16:09.386 --> 01:16:10.787]  These people aren't going to eat healthy.
[01:16:10.807 --> 01:16:12.487]  They're not going to get the right diet.
[01:16:12.527 --> 01:16:16.969]  They're going to be very easily influenced by the media, and they're not going to be able to focus on one enemy.
[01:16:16.989 --> 01:16:23.611]  They're going to be focusing on being racist, being feminist, being all these different segregations.
[01:16:23.691 --> 01:16:26.152]  You know, they're going to have identity politics.
[01:16:26.452 --> 01:16:27.052]  Absolutely.
[01:16:28.753 --> 01:16:30.614]  Mike, I have a small family.
[01:16:31.940 --> 01:16:34.944]  One son and my fiancé and we eat healthy every day.
[01:16:34.984 --> 01:16:39.470]  It's not hard to see what's going on in the world if you really look for your own news.
[01:16:41.252 --> 01:16:47.260]  It's hard to branch out to people who don't pay attention to what they put in their bodies.
[01:16:47.981 --> 01:16:48.521]  It's really hard.
[01:16:49.127 --> 01:17:04.890]  Believe me, I've gotten a lot better than I was five, six years ago, but I still don't take care of myself some, and it's just so essential that all of us try to drink healthy, clean water, eat non-GMO, and get exercise, and also spiritually get right with God.
[01:17:05.230 --> 01:17:06.230]  I'm not lecturing anybody.
[01:17:06.711 --> 01:17:12.832]  I'm just saying I know that's the right path, and just the little bit I've done to turn that direction has been life-changing.
[01:17:12.872 --> 01:17:13.672]  God bless you, Dustin.
[01:17:13.692 --> 01:17:14.352]  Good to hear from you.
[01:17:15.252 --> 01:17:18.073]  Let's go ahead and talk to William in New York.
[01:17:18.113 --> 01:17:18.593]  You're on the air.
[01:17:19.864 --> 01:17:20.544]  Hello, Alex.
