[00:00:01.357 --> 00:00:03.988]  You're listening to The Alex Jones Show.
[00:39:11.796 --> 00:39:16.940]  I said they'll use bin Laden, the known CIA asset, as their patsy to take the blame for attacking the towers.
[00:39:17.080 --> 00:39:19.361]  If any terrorism comes, it's from this government.
[00:39:19.422 --> 00:39:30.089]  And if there was an outside threat like a bin Laden, who was a known CIA asset in the 80s, running the Mujahideen war, and whose family builds all the military bases over in Saudi Arabia right now, he's the boogeyman they need.
[00:39:30.529 --> 00:39:32.050]  In this Orwellian phony system.
[00:39:32.250 --> 00:39:36.593]  And now we have come to a decision that maybe the United States is looking for a boogeyman always.
[00:39:37.133 --> 00:39:40.255]  That conspiracy theory comes from the mother of all conspiracy theories.
[00:39:40.335 --> 00:39:42.837]  It's an internet talk show called InfoWars.
[00:39:43.137 --> 00:39:47.380]  These political fringe sites, they have facts, they have figures, they quote people.
[00:39:47.540 --> 00:39:50.682]  Yet they're treated by much of the media as if they're somehow credible.
[00:39:50.962 --> 00:39:53.044]  That a quote from one of those sites is no different than...
[00:39:53.644 --> 00:39:54.545]  Something from the New York Times.
[00:39:54.645 --> 00:40:02.890]  We've got to have the media call anyone that questions us conspiracy theorists, and any media that's not the Washington Post or New York Times is a conspiracy theory.
[00:40:03.210 --> 00:40:07.653]  The website InfoWars, a paranoid online haven run by Alex Jones.
[00:40:07.753 --> 00:40:10.455]  He's on the internet and he's got a lot of followers, he's got a big website.
[00:40:10.615 --> 00:40:14.097]  He usually preaches to his own little paranoid choir.
[00:40:14.137 --> 00:40:20.481]  I think that this internet stuff, with this access now that people have, has made more crazy people.
[00:40:20.661 --> 00:40:27.745]  Really smart people have come up to me and said, you know, I just saw this on something from InfoWars, do you know anything about it?
[00:40:27.825 --> 00:40:29.806]  And I'm like, yeah, stay away from it!
[00:40:30.046 --> 00:40:33.008]  You have to be careful of who you get your news from.
[00:40:33.388 --> 00:40:36.610]  Well, I got it from InfoWars, and I'm like, okay, no.
[00:40:37.070 --> 00:40:40.973]  Then I can tell you right now, it's most likely not true.
[00:40:41.153 --> 00:40:43.254]  You can't trust a word the guy says.
[00:40:43.294 --> 00:40:43.834]  Yeah, the word.
[00:40:43.894 --> 00:40:48.437]  The system is extremely threatened by us telling the truth.
[00:40:48.477 --> 00:40:58.283]  They're extremely threatened by the fact that they've been caught lying and engaging in so much oppression and so much corruption for so long that they're really floundering around.
[00:40:58.763 --> 00:41:13.762]  The important thing about what Alex Jones is about, what he represents, is that he has pushed out completely baseless conspiracy theories to literally tens of millions of Americans out there, many of whom actually believe what he says.
[00:41:13.942 --> 00:41:18.907]  What really would concern me about somebody like him is the amount of influence he has.
[00:41:18.927 --> 00:41:19.848]  A growing influence.
[00:41:20.008 --> 00:41:22.791]  As he boasted, he's got millions of people listening to him.
[00:41:22.831 --> 00:41:26.794]  Some of his YouTube rants have got tens of millions of people watching them.
[00:41:27.435 --> 00:41:31.339]  And he ferments this fear of a tyrannical regime.
[00:41:31.499 --> 00:41:47.271]  Jones is the wildly popular conspiracy theorist whose stories often make their way from his website, InfoWars, where on any day you can find headlines about vaccines, mass fluoridation, and the 9-11 cover-up, into the so-called mainstream GOP establishment.
[00:41:47.751 --> 00:41:52.035]  In every tragedy, the InfoWars Alex Jones World thinks they see a conspiracy.
[00:41:52.516 --> 00:41:58.562]  Every time there is a mass shooting or a terrorist attack, Jones is quick to blame them on the government or global forces.
[00:41:58.842 --> 00:42:06.390]  From September 11th to the Boston Marathon bombings, Jones calls acts of violence false flag operations.
[00:42:06.690 --> 00:42:09.752]  And he's been on the air since day one saying that this is a job by the FBI.
[00:42:10.072 --> 00:42:11.653]  It's a false flag job.
[00:42:11.673 --> 00:42:20.139]  You heard the reporter question as to whether it was a false flag job, meaning, you know, is this just, you know, they're twisting it around to make it look like it's something else, another entity, but really it's the government.
[00:42:20.239 --> 00:42:24.762]  It's so sick, and this guy's an idiot, and, you know, the people at the press conference totally ignored him.
[00:42:24.842 --> 00:42:26.123]  I think he's... He's thrown out.
[00:42:26.363 --> 00:42:30.947]  We know the Gulf of Tonkin was staged, so we know that governments allow attacks to happen.
[00:42:30.987 --> 00:42:34.750]  We know that governments sometimes actually stage attacks.
[00:42:34.890 --> 00:42:36.531]  So in a lot of cases, they open the door.
[00:42:36.991 --> 00:42:38.532]  That's what 9-11 Truth is saying.
[00:42:38.552 --> 00:42:41.235]  You're making some very serious allegations against the U.S.
[00:42:41.275 --> 00:42:45.878]  government, saying that they stage attacks, they allow them to occur in the United States against U.S.
[00:42:45.898 --> 00:42:46.218]  citizens.
[00:42:46.238 --> 00:42:46.859]  Let's declassify!
[00:42:47.219 --> 00:42:47.419]  What?
[00:42:48.100 --> 00:42:50.401]  No, what evidence do you have to support any of that?
[00:42:50.461 --> 00:42:54.983]  Well, Gulf of Tonkin is very, very well documented, but... I mean, what are you talking about?
[00:42:55.043 --> 00:42:55.423]  Hold on!
[00:42:55.723 --> 00:42:59.365]  It's in Army field manuals to stage false flag attacks, declassified 2004.
[00:42:59.785 --> 00:43:08.330]  How dare us say government might ever let terrorists attack us, or might provocateur them, even though it's in the New York Times and Associated Press and well known.
[00:43:08.770 --> 00:43:10.411]  I mean, how dare us?
[00:43:11.471 --> 00:43:15.772]  How dare you say I had sex with that woman, Monica Lewinsky?
[00:43:16.473 --> 00:43:17.533]  How dare you?
[00:43:17.613 --> 00:43:18.373]  How dare you?
[00:43:18.393 --> 00:43:19.834]  You're like, what do you like, Saddam?
[00:43:20.114 --> 00:43:21.494]  No, I don't like fake wars.
[00:43:21.734 --> 00:43:23.995]  Blaming a country for 9-11 that wasn't involved.
[00:43:24.375 --> 00:43:32.057]  Yes, this is the same guy who has been selling the idea that the massacre at Sandy Hook Elementary School and the massacre at Aurora, Colorado were actually fake.
[00:43:32.398 --> 00:43:39.780]  They were faked as an excuse to take away our guns and enslave us to the giant wasps who hive beneath the UN building or whatever.
[00:43:40.120 --> 00:43:42.444]  It's the same guy who says the Boston bombing was also fake.
[00:43:42.764 --> 00:43:44.286]  It was faked for political purposes.
[00:43:44.567 --> 00:43:48.172]  The same guy who says he doesn't believe the Columbia Space Shuttle disaster actually happened.
[00:43:48.192 --> 00:43:50.656]  He doesn't believe there was actually an Oklahoma City bombing.
[00:43:57.316 --> 00:44:01.360]  If you like InfoWars, which is a show hosted by a man named Alex Jones.
[00:44:01.820 --> 00:44:06.124]  If you like Glenn Beck and you like Alex Jones, who says we faked the moon landing.
[00:44:06.144 --> 00:44:09.407]  Okay, so that's a sample of that documentary.
[00:44:09.427 --> 00:44:12.870]  You can see the entire documentary again at InfoWars.com.
[00:44:12.950 --> 00:44:15.953]  Alex Jones versus the mainstream media.
[00:44:15.973 --> 00:44:16.753]  You know, when I look at that...
[00:44:17.774 --> 00:44:20.816]  I have to ask, why are they protesting too much?
[00:44:21.136 --> 00:44:22.817]  Methinks they protest too much.
[00:44:23.558 --> 00:44:29.681]  It's really a shoot-the-messenger ad hominem attack, just repeating over and over again, conspiracy theorists, conspiracy theorists.
[00:44:29.701 --> 00:44:37.066]  But when you look at this documentary, you realize just how broad and continuous this attack has been from various people.
[00:44:37.086 --> 00:44:38.747]  Like Piers Morgan says, what concerns him?
[00:44:39.737 --> 00:44:48.005]  Is the growing influence of Infowars, and I guess maybe it concerns Piers Morgan of his shrinking influence, which basically disappeared.
[00:44:48.765 --> 00:44:52.589]  And he disappeared and slinked back to the British Isles, where he came from.
[00:44:53.570 --> 00:45:00.332]  Now, in another vein, last week there was a car show here in the Austin area, the Lone Star Car Show.
[00:45:00.352 --> 00:45:04.593]  Of course, this is one of the biggest, best, modified classic car shows.
[00:45:05.393 --> 00:45:14.935]  I wanted to talk to the people there and see if they are really aware of how transportation, especially the freedom that we've had with the automobile,
[00:45:15.655 --> 00:45:18.497]  Were they aware of how it was going to be changing?
[00:45:19.117 --> 00:45:21.359]  Were they aware of how quickly it was going to be coming?
[00:45:21.379 --> 00:45:24.841]  And of course, this can all be dismissed as tinfoil hat conspiracy.
[00:45:25.161 --> 00:45:28.023]  Because there's not anybody really trying to take away your car.
[00:45:28.544 --> 00:45:35.268]  Not anybody trying to control your movements, turn you into a slave that they tax and track everywhere.
[00:45:35.648 --> 00:45:37.509]  That's what these black boxes are about.
[00:45:37.529 --> 00:45:39.090]  And we've got a video up on
[00:45:40.091 --> 00:45:44.073]  The Alex Jones YouTube channel, Black Box Vanishing Point of Freedom.
[00:45:44.153 --> 00:45:47.315]  You need to understand that they put black boxes in all the new cars.
[00:45:47.816 --> 00:45:51.118]  Beginning last fall, it's now required in every car manufacturer.
[00:45:52.099 --> 00:45:53.380]  It is going to track you.
[00:45:53.400 --> 00:45:55.581]  It is going to be used to tax you.
[00:45:56.501 --> 00:45:58.562]  It's going to control your movement.
[00:45:58.902 --> 00:45:59.963]  And it's only going to get worse.
[00:46:00.043 --> 00:46:02.004]  And this is coming very, very rapidly.
[00:46:02.584 --> 00:46:09.688]  I wanted to get a pulse of the people because, you know, so many times we're all living our lives, especially productive people like these guys I talked to.
[00:46:10.048 --> 00:46:14.250]  They're people who grew up as gearheads, working on their cars.
[00:46:14.470 --> 00:46:16.471]  Maybe they don't understand where this is coming from.
[00:46:16.511 --> 00:46:18.632]  So let's take a look at this report.
[00:46:18.852 --> 00:46:20.033]  Black Box, Vanishing Point.
[00:46:26.980 --> 00:46:29.281]  We're here at the Lone Star Roundup in Austin, Texas.
[00:46:29.901 --> 00:46:31.582]  This is their 14th year here.
[00:46:31.662 --> 00:46:35.123]  It's one of the biggest and best classic car shows in the country.
[00:46:35.664 --> 00:46:38.405]  All the cars here are 1963 or older.
[00:46:38.445 --> 00:46:40.505]  That means that they're at least 52 years old.
[00:46:40.525 --> 00:46:49.429]  You're going to see a lot of different changes here, but it's also a reflection of America's love of the car, the car culture, and what it brings to us, independence and freedom.
[00:46:49.929 --> 00:46:56.392]  So we're going to talk to some of the people here and see what they think about the near future, where drivers are banned from the highway.
[00:46:56.892 --> 00:47:01.114]  Driving a car, which is, there's something about driving a classic car with the windows down.
[00:47:01.134 --> 00:47:03.895]  Don't even have to have the radio on, you can hear the motor.
[00:47:03.955 --> 00:47:05.316]  It's just, you can't beat it.
[00:47:05.936 --> 00:47:09.438]  I'd get rid of them, my wife almost, before I'd get rid of some of my cars.
[00:47:09.538 --> 00:47:11.479]  It's an original 1964 Don, uh, Woody Gilmore car out of California.
[00:47:16.161 --> 00:47:22.863]  From this little on, I've been, you know, taking motors apart, taking Volkswagen apart when I was like 8 years old, you know.
[00:47:23.323 --> 00:47:25.983]  So, you know, it's just almost a lifestyle.
[00:47:26.483 --> 00:47:27.984]  I wouldn't know what to do without cars.
[00:47:28.084 --> 00:47:32.085]  I've been messing with them ever since I was 14 years old.
[00:47:32.465 --> 00:47:37.746]  The only thing that's not original is the motor and the body panels, but it is an original 1963 Top Fuel car.
[00:47:37.766 --> 00:47:39.487]  That's a beautiful car.
[00:47:41.207 --> 00:47:42.789]  Well, it's Tweety Bird.
[00:47:42.889 --> 00:47:44.130]  It was gone for 50 years.
[00:47:44.931 --> 00:47:48.634]  And he sold it to pay for his first child being born in 1962.
[00:47:49.435 --> 00:47:56.141]  And we were at a swap meet, and a guy answered his cell phone and says, we need to move the Model A out of the garage in Tweety.
[00:47:56.741 --> 00:47:57.562]  And I go, oh my gosh.
[00:47:57.582 --> 00:48:01.425]  So I tapped him on the shoulder and I said, Tweety doesn't happen to be a yellow 32, does it?
[00:48:01.666 --> 00:48:02.566]  And he goes, yes.
[00:48:02.887 --> 00:48:04.508]  The guy says, I own your car.
[00:48:04.929 --> 00:48:05.569]  You ever seen this?
[00:48:05.629 --> 00:48:06.850]  Google self-driving car.
[00:48:07.211 --> 00:48:07.411]  Yeah.
[00:48:07.651 --> 00:48:08.912]  No steering wheel, no brakes.
[00:48:09.112 --> 00:48:10.314]  Would you want to ride in that car?
[00:48:10.494 --> 00:48:10.734]  No.
[00:48:10.954 --> 00:48:12.936]  I've got to have some control over what I'm in.
[00:48:13.496 --> 00:48:13.857]  Google?
[00:48:14.057 --> 00:48:16.139]  Google self-driving car?
[00:48:16.459 --> 00:48:17.820]  No steering wheel, no brakes.
[00:48:17.860 --> 00:48:18.601]  That's scary.
[00:48:18.801 --> 00:48:25.808]  I spent 33 years in the United States Air Force, so, you know, I'm familiar with all navigation systems.
[00:48:26.288 --> 00:48:28.070]  I've been in places with GBS that
[00:48:28.973 --> 00:48:30.234]  Took me in the wrong direction.
[00:48:30.495 --> 00:48:33.518]  How's that computer gonna react when a deer jumps out in front of you?
[00:48:33.778 --> 00:48:36.701]  Or something falls out of the sky and you can see it coming down?
[00:48:37.061 --> 00:48:38.163]  Maybe it's out of its range.
[00:48:38.463 --> 00:48:41.466]  Have you seen the Google car that has no steering wheel and no brakes?
[00:48:41.786 --> 00:48:42.467]  Yes, yeah.
[00:48:42.527 --> 00:48:44.049]  I looked this up last week, actually.
[00:48:44.549 --> 00:48:46.151]  How would you feel to get in a car like that?
[00:48:47.212 --> 00:48:47.952]  Uh, I don't know.
[00:48:48.112 --> 00:48:51.053]  I guess I wouldn't really, uh, I wouldn't feel comfortable at all.
[00:48:51.293 --> 00:48:54.374]  Uh, what do you think about, uh, autonomous driving cars?
[00:48:54.394 --> 00:48:57.415]  You know, cars where you don't have a steering wheel or brakes.
[00:48:57.796 --> 00:49:00.116]  They're talking about, uh, using that extensively.
[00:49:00.716 --> 00:49:05.718]  I think I may see it when I'm an old man, maybe, but... I still think humans are going to be driving them.
[00:49:05.758 --> 00:49:10.300]  Humans are going to be in control of them for, I know, the rest of my life now.
[00:49:10.320 --> 00:49:14.681]  Do you think that they will have been, uh, driving initially on, uh, eventually on the road?
[00:49:15.656 --> 00:49:22.060]  I wouldn't be surprised eventually, but I don't see it anytime soon in our lifetime, or at least not as long as I'm driving.
[00:49:22.120 --> 00:49:25.102]  Hopefully it's after my lifetime, or our lifetime.
[00:49:25.402 --> 00:49:28.144]  But my personal opinion, I don't see it happening anytime soon.
[00:49:28.564 --> 00:49:32.986]  Ford, I think, has just put out a thing that will keep you from speeding.
[00:49:33.187 --> 00:49:37.189]  So it'll basically break your car if you go above the speed limit, it'll slow you down.
[00:49:39.275 --> 00:49:47.359]  I don't like it, but I don't drive Fords either, so... Autonomous driving cars with the government tracking every mile that we drive and taxing us on every mile that we drive.
[00:49:47.379 --> 00:49:48.100]  How do you feel about that?
[00:49:48.600 --> 00:49:49.581]  I do not like it.
[00:49:50.041 --> 00:49:52.842]  Okay, they're charging everywhere it's turning into a toll road, right?
[00:49:53.163 --> 00:49:54.503]  And they got the EZ tag.
[00:49:54.683 --> 00:49:57.245]  How long is it gonna be before they go, okay, you went through...
[00:49:58.105 --> 00:50:17.050]  Toll number three at this time and you went through toll number four at this time Well, you went 90 miles an hour from here to there and they're gonna send you a ticket in the mail They're putting black boxes and all of the new cars probably retrofitted back to any of the cars that are on the on the street That's going to measure how fast you accelerate how fast you corner.
[00:50:17.070 --> 00:50:21.131]  They're gonna give that information to the insurance companies What do you think about that and the government?
[00:50:22.117 --> 00:50:23.498]  Uh, I don't like that.
[00:50:24.339 --> 00:50:25.640]  I'm glad I don't have one on my car.
[00:50:25.880 --> 00:50:27.361]  The human factor needs to be there.
[00:50:28.102 --> 00:50:29.943]  You can't have everything computerized.
[00:50:30.003 --> 00:50:37.609]  The CEO of Uber has said that once they get self-driving cars, once they get autonomous driving cars, car ownership will go away.
[00:50:37.649 --> 00:50:38.249]  That's their goal.
[00:50:38.269 --> 00:50:39.070]  What do you think about that?
[00:50:39.990 --> 00:50:41.952]  They're going to have a hard time with that, I think.
[00:50:42.192 --> 00:50:50.418]  I mean, people, I think a lot of people are getting fed up with the infringement on our freedoms, with the spying and all this kind of stuff, you know?
[00:50:50.778 --> 00:50:51.059]  It's like,
[00:50:52.290 --> 00:50:53.672]  Why are you spying on us?
[00:50:53.772 --> 00:50:59.240]  Listen to my phone call and all that and you're going to tell me I can't drive my car and I'm not going to have the freedom to go where I want to go?
[00:50:59.260 --> 00:50:59.781]  Absolutely right.
[00:50:59.821 --> 00:51:00.381]  No way.
[00:51:00.482 --> 00:51:04.908]  You can see the rest of that report on Infowars.com and the Alex Jones YouTube channel.
[00:51:05.894 --> 00:51:11.639]  It's amazing to see how quickly things are changing and even the young people didn't think it was going to happen in their lifetime.
[00:51:26.269 --> 00:51:28.391]  Hi, Ted Anderson with Midas Resources.
[00:51:28.631 --> 00:51:33.175]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[00:51:33.335 --> 00:51:34.916]  Get our 10 Reasons book free.
[00:51:35.096 --> 00:51:35.396]  Call 800-686-2237.
[00:51:35.416 --> 00:51:35.597]  That's 800-686-2237.
[00:51:41.826 --> 00:51:42.286]  Buggin' out?
[00:51:42.627 --> 00:51:44.428]  What if you don't make it to your bug-out location?
[00:51:44.648 --> 00:51:47.490]  Could you survive in the woods for days, weeks, years?
[00:51:47.751 --> 00:51:57.098]  Learn critical survival skills for warm and cold weather from Sigma 3 expert Robert Allen in this all-new 3.5-hour Survival Skills DVD series produced by The Survival Summit.
[00:51:57.298 --> 00:52:01.061]  Learn life-saving secrets on shelter, water, fire, and food procurement.
[00:52:01.341 --> 00:52:05.624]  Order the DVD series in the next 48 hours at thesurvivalsummit.com.
[00:52:05.864 --> 00:52:07.726]  Enter promo code SURVIVAL to save 10%.
[00:52:08.366 --> 00:52:10.208]  That's thesurvivalsummit.com.
[00:52:12.079 --> 00:52:14.141]  The folks at My Patriot Supply get it.
[00:52:14.381 --> 00:52:18.245]  They know the world can be unpredictable and there are some scary things happening right now.
[00:52:18.745 --> 00:52:25.852]  The only way we can make sure we maintain our independence despite the situation is to take control and get prepared.
[00:52:26.352 --> 00:52:29.816]  They've come up with a deal that will help you get prepared for anything.
[00:52:30.516 --> 00:52:34.460]  Right now, you can get a 4-week food supply for only $99.
[00:52:34.700 --> 00:52:37.022]  That's almost 50% off the online price.
[00:52:37.623 --> 00:52:43.228]  Call 800-274-3070 to claim yours while supplies last.
[00:52:43.609 --> 00:52:44.770]  Limit 2 per caller.
[00:52:45.250 --> 00:52:47.172]  This offer isn't available online.
[00:52:47.432 --> 00:52:50.715]  So take advantage of this opportunity to get prepared today.
[00:52:50.735 --> 00:52:53.677]  800-274-3070 to get your 4-week food supply for the incredible price of only $99.
[00:52:53.717 --> 00:52:54.078]  Call 800-274-3070 right now.
[00:52:54.098 --> 00:52:56.259]  That's 800-274-3070 to claim yours while supplies last.
[00:53:10.535 --> 00:53:13.936]  Last year, in the Nevada desert, one family took a stand for freedom.
[00:53:14.356 --> 00:53:18.657]  Numana Food Storage was the first and only company to support the rights of the Bundys.
[00:53:18.857 --> 00:53:24.758]  While others stood down, Numana took donations and provided storable foods to the men at Bunkerville.
[00:53:25.298 --> 00:53:31.839]  Founded by patriots who believe in liberty, Numana Food Storage is GMO-free, great tasting, and easy to prepare.
[00:53:32.279 --> 00:53:33.020]  Food is freedom!
[00:53:33.460 --> 00:53:35.600]  Buy Numana today at powerprepper.com.
[00:53:35.980 --> 00:53:39.541]  Numana, food storage you'll love to eat, at powerprepper.com.
[00:53:40.723 --> 00:53:41.283]  Hear that?
[00:53:41.924 --> 00:53:46.226]  That's the sound of a house being trashed while a gang of thieves ransack the place.
[00:53:47.306 --> 00:53:49.708]  And what they don't steal will be destroyed.
[00:53:50.248 --> 00:53:53.310]  You can prevent being the next victim of a break-in.
[00:53:53.790 --> 00:54:00.993]  Go to Faketv.com and discover a device that creates the illusion someone inside is watching TV, even when you're miles away.
[00:54:01.374 --> 00:54:05.776]  Security is a mindset, and Faketv should be part of your security solution.
[00:54:05.956 --> 00:54:07.937]  Be vigilant, but not fearful.
[00:54:08.397 --> 00:54:09.558]  Faketv.com
[00:54:28.543 --> 00:54:40.768]  Ladies and gentlemen, the symbol of the automobile is the symbol of modern 20th century Americana that changed the world.
[00:54:40.808 --> 00:54:45.230]  We were the country of George Washington, Babe Ruth, and the 57 Chevy.
[00:54:45.290 --> 00:54:47.211]  We were exceptional.
[00:54:47.711 --> 00:54:51.773]  And that's why the globalists had to colonize the United States with their spies and agents
[00:54:52.413 --> 00:54:54.394]  To take over the great engine of freedom.
[00:54:54.414 --> 00:55:00.056]  It wasn't perfect, but compared to other nations, it was the capital engine of human freedom.
[00:55:00.576 --> 00:55:01.297]  Exploration.
[00:55:01.437 --> 00:55:01.977]  Invention.
[00:55:02.517 --> 00:55:12.281]  We were taken over, and our great scientific brain trust by a technological elite, in control of the military-industrial complex, took control.
[00:55:12.301 --> 00:55:14.022]  We should do a special report.
[00:55:14.042 --> 00:55:19.564]  We've played it before, but with Eisenhower's full speech, 21 minutes long, his farewell address in 1961, where he says,
[00:55:21.812 --> 00:55:23.013]  The military-industrial complex.
[00:55:23.053 --> 00:55:36.319]  But two lines before that, he describes that a technological elite is already taking over through the military-industrial complex and directing human development and destiny.
[00:55:37.500 --> 00:55:38.300]  And destiny.
[00:55:38.340 --> 00:55:43.563]  And he was an establishment guy, but the plans brought to him by the eugenicists were so evil.
[00:55:44.284 --> 00:55:46.225]  That he had to speak out against it and fire L.L.
[00:55:46.245 --> 00:56:12.112]  Lemonsir, the chairman of the Joint Chiefs of Staff and others, who wanted a nuclear war, then to bring in the scientific dictatorship, the global cataclysm, to give the United States the excuse to emerge from underground bunkers with Dr. Strangelove and all that's about, turned into fiction by Stanley Kubrick, to bring about the giant cataclysm, and out of that crisis, American ingenuity would then found this eugenics-based psycho club.
[00:56:13.484 --> 00:56:14.704]  They're coming for your cars.
[00:56:14.744 --> 00:56:15.825]  They're coming for your children.
[00:56:15.865 --> 00:56:17.185]  They're coming for your private property.
[00:56:17.225 --> 00:56:18.206]  They're coming for your guns.
[00:56:18.706 --> 00:56:19.686]  We told everybody.
[00:56:20.366 --> 00:56:25.868]  They're putting tracker boxes and taxation systems in all the cars 10, 15 years ago.
[00:56:25.928 --> 00:56:28.529]  We warned you 16, 17 years ago.
[00:56:28.569 --> 00:56:32.110]  But they phased them in all over ubiquitous.
[00:56:32.150 --> 00:56:37.232]  When they finally pull the trigger on the National Society Control Grid, it's not going to be incremental anymore.
[00:56:37.252 --> 00:56:39.373]  It's going to be overnight when they
[00:56:40.686 --> 00:56:41.989]  Engage this system.
[00:56:42.029 --> 00:56:43.452]  That's why they're banning cash.
[00:56:44.326 --> 00:57:00.412]  That's why they're restricting it, that's why JP Morgan's going after it, that's why Citibank says get rid of it, because they want to track and control everything you do, so they can turn off your digital cards and your biometric signature, and you won't be able to buy or sell, and this is their words, not the Bible.
[00:57:00.752 --> 00:57:11.176]  So, for those of you that hate Christ and hate the Bible, hey, you don't have to deal with that, deal with the globalists themselves, saying they will track and control every human movement, everything you do, at every level,
[00:57:12.183 --> 00:57:16.784]  Through these systems, as soon as they're in place and you trust them, and it's all you know.
[00:57:17.631 --> 00:57:27.157]  That's why they're waging war on farmers markets, lemonade stands, small machine shops, the Amish communities, people coming together.
[00:57:27.197 --> 00:57:28.638]  They want you at big box stores.
[00:57:29.658 --> 00:57:44.407]  That's why they're trying to ban, with legislation that we covered yesterday, that David covered, that's why they're trying to ban working on your own car, or going in and removing the kill switches that are in a car that you've already paid for, that you don't owe money on anymore.
[00:57:44.768 --> 00:57:46.629]  All the cars for 12 years in the U.S.
[00:57:47.435 --> 00:57:49.796]  Under federal regulations have kill switches in them.
[00:57:50.297 --> 00:57:53.339]  That's why repossession is not an issue anymore because they just turn your car off.
[00:57:53.419 --> 00:57:54.399]  What about once you own it?
[00:57:54.719 --> 00:57:56.000]  Well, you don't really own it.
[00:57:56.300 --> 00:57:57.741]  It's got kill switches in it.
[00:57:58.021 --> 00:57:58.902]  So does the internet.
[00:57:58.982 --> 00:57:59.982]  So does your toaster.
[00:58:00.283 --> 00:58:01.403]  So does your microwave oven.
[00:58:01.423 --> 00:58:02.544]  So does your smart TV.
[00:58:03.164 --> 00:58:03.805]  Everything.
[00:58:03.845 --> 00:58:06.787]  The head of the CIA three years ago said this.
[00:58:07.647 --> 00:58:10.769]  Now, of course, we told you 15 years ago because MIT was reporting it.
[00:58:11.289 --> 00:58:14.171]  All they could do is call us tinfoil hats and hope
[00:58:14.921 --> 00:58:16.782]  That you don't investigate this total plan.
[00:58:17.122 --> 00:58:18.223]  We've got to stop it.
[00:58:18.263 --> 00:58:19.584]  We've got to speak out against it.
[00:58:19.824 --> 00:58:38.494]  And regardless, if it is the beast and the end of the world and all the rest of it, it's our job to warn people so their soul, at the end, before they die, converts to reality, admits the great lie, breaks the conditioning, breaks the trance, breaks the delusion, and becomes one with God's consciousness, one with Christ.
[00:58:39.074 --> 00:58:55.429]  The enemy wants to keep you in artificial construct of false reality, keep you in deception until you die, so that you have no knowledge spiritually of the wider universe and God's great plan, so that you're walled off and are a child of the devil on this tiny little planet that he's hijacked.
[00:58:55.449 --> 00:58:57.691]  This is the epic level decision.
[00:58:58.487 --> 00:58:59.068]  You have to make.
[00:58:59.108 --> 00:58:59.808]  We're going to break.
[00:58:59.908 --> 00:59:00.349]  God bless you.
[00:59:00.369 --> 00:59:09.237]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:59:09.317 --> 00:59:17.545]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:59:17.725 --> 00:59:22.389]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:59:22.589 --> 00:59:29.311]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[00:59:29.371 --> 00:59:36.453]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:59:36.533 --> 00:59:43.415]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:59:43.575 --> 00:59:47.916]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:59:48.056 --> 00:59:51.277]  Available in original or with our immune support infusion blend.
[00:59:51.437 --> 00:59:53.118]  You're listening to the Alex Jones Show!
[01:00:16.328 --> 01:00:16.949]  Big Brother.
[01:00:17.629 --> 01:00:18.710]  Mainstream media.
[01:00:19.411 --> 01:00:20.471]  Government cover-ups.
[01:00:21.172 --> 01:00:21.973]  You want answers?
[01:00:22.753 --> 01:00:23.654]  Well, so does he.
[01:00:23.674 --> 01:00:27.918]  He's Alex Jones on the GCN Radio Network.
[01:00:28.498 --> 01:00:32.541]  And now, live from Austin, Texas, Alex Jones.
[01:00:34.462 --> 01:00:35.403]  You want answers?
[01:00:35.463 --> 01:00:36.183]  Well, so does he.
[01:00:36.223 --> 01:00:42.886]  I'm going to finish up here and throw the baton back to David Knight, and then I'll be live in studio this Sunday, Lord willing, 4 to 6 p.m.
[01:00:42.906 --> 01:00:45.227]  Central, and back all next week in studio.
[01:00:45.247 --> 01:00:51.229]  But I tell you, we've built an amazing team of crew and researchers and hosts up there, and so I thank God every moment for everybody.
[01:00:51.849 --> 01:00:53.550]  Here is the final equation.
[01:00:53.590 --> 01:00:55.551]  Here's the bottom of the rabbit hole.
[01:00:56.454 --> 01:01:08.724]  There's a war on for your soul, a war on for your consciousness, a war on for your mind, a war to artificially direct your brain to direct your spirit instead of the other way around.
[01:01:08.884 --> 01:01:18.532]  They are assuming a technological takeover, a technocracy, and they've rolled out the Trojan horse of technology that's neutral.
[01:01:19.392 --> 01:01:23.174]  And they've left it pretty much alone to get us all addicted.
[01:01:23.454 --> 01:01:24.415]  This is in their own words.
[01:01:24.915 --> 01:01:28.357]  And now that we're on the line, they're about to plant the hook.
[01:01:28.858 --> 01:01:29.838]  The worm's in our mouth.
[01:01:30.379 --> 01:01:32.800]  The hook has not gone through our mouth yet.
