[00:00:00.596 --> 00:00:03.213]  You're listening to The Alex Jones Show.
[01:10:21.835 --> 01:10:24.377]  Your taxpayer money is being spent.
[01:10:24.837 --> 01:10:37.567]  I'll never forget News Corp even put out a video four or five years ago, we played several times, to the stockholders bragging about how they promote global warming and carbon taxes and anti-gun stuff on their Fox TV platform.
[01:10:38.067 --> 01:10:39.969]  Then they have the conservative market over here.
[01:10:41.141 --> 01:10:42.882]  And so I'm just saying, become aware of this.
[01:10:42.922 --> 01:10:45.784]  And I know you're aware of it, but get your friends and family to become aware of it.
[01:10:46.065 --> 01:10:58.994]  Because once you're aware of it, I knew, and our guests this year were going to him, I knew, what was it, five Super Bowls ago, when they had the Green Police ad, that that was paid for by government at some level.
[01:10:59.980 --> 01:11:07.582]  To get people ready for the new Green Police to take you to jail if your hot tub's too hot, or you're using too much energy, or you have the wrong light bulbs, or the wrong emissions.
[01:11:08.002 --> 01:11:10.983]  Notice it was an Audi commercial caught faking stuff with Volkswagen.
[01:11:12.284 --> 01:11:12.904]  Faking emissions.
[01:11:13.784 --> 01:11:22.607]  And then the mayor of San Francisco came out with the head PR company there and admitted that government had been involved funding
[01:11:24.113 --> 01:11:31.155]  That to prepare the public for what was coming and under federal grants, the uniforms they were wearing, I knew it when I saw it, white and green.
[01:11:31.776 --> 01:11:35.777]  Globally, that's the uniform of the Green Police from Australia to the United States.
[01:11:37.018 --> 01:11:39.458]  See, this is global standardization, folks.
[01:11:40.559 --> 01:11:41.519]  It's super creepy.
[01:11:42.319 --> 01:11:43.380]  It's total conditioning.
[01:11:43.460 --> 01:11:52.163]  And now, we have Bill Maher putting up InfoWars.com and putting the sub-headline two nights ago, cancer doesn't hurt you, Alex Jones says.
[01:11:56.280 --> 01:12:08.409]  This is the type of deception they engage in, or they have a major movie out, we talked about earlier, that Google's sponsoring, where they say, Alex Jones doesn't like black people, with no proof.
[01:12:08.949 --> 01:12:14.814]  This is the type of dirty trick, and they're not just doing it to me, they're doing it to gun owners, saying you're to blame when someone's killed.
[01:12:14.854 --> 01:12:23.040]  Now joining us, and I really appreciate him coming on in his busy schedule, crimeresearch.org is Dr. John Lott, professor
[01:12:24.144 --> 01:12:31.632]  He's an economist, world-renowned expert on guns and crime, but also hired by a lot of top companies out there for just other number crunching.
[01:12:32.352 --> 01:12:38.358]  And Nobel Laureate Milton Friedman noted that John Lott has few equals as
[01:12:39.662 --> 01:12:43.724]  A perceptive analyst in controversial public policy issues.
[01:12:44.265 --> 01:12:47.226]  He's one of the most productive inside economists in the world.
[01:12:47.707 --> 01:12:53.230]  And I'm not going to get into all that, but he is a statistician, statistician, and an economist, economist.
[01:12:53.250 --> 01:12:57.432]  So maybe we can get into the economy with him, too, in the limited time we have with him here today.
[01:12:58.373 --> 01:13:08.739]  And before we get into the attack on guns that he predicted six months ago here on the show, that a new wave was coming of fake data, which we now see, and product placement, propaganda placement, behavior placements, what the government calls it.
[01:13:10.256 --> 01:13:17.238]  I want to just segue back just into the general world today, what he sees in politics, what candidates he likes.
[01:13:17.838 --> 01:13:19.419]  Professor Lott, thanks for coming on with us.
[01:13:20.479 --> 01:13:22.459]  Thanks for having me on.
[01:13:22.519 --> 01:13:23.240]  State of the world.
[01:13:23.300 --> 01:13:28.401]  I mean, just as a person, as an American, what is your overall sense of things?
[01:13:28.441 --> 01:13:29.541]  I mean, are people waking up?
[01:13:30.342 --> 01:13:32.222]  Are the kleptocrats in trouble?
[01:13:32.562 --> 01:13:34.303]  How do you see this as a football game right now?
[01:13:34.323 --> 01:13:34.743]  Who's winning?
[01:13:36.877 --> 01:13:40.680]  Well, I mean, I think a lot's going to be determined over the next year.
[01:13:40.700 --> 01:13:46.084]  Right now, the Supreme Court is very evenly divided.
[01:13:46.885 --> 01:13:51.849]  If you look at the recent cases that we've had, and the D.C.
[01:13:52.629 --> 01:14:01.496]  and Chicago gun cases where complete bans on guns were struck down as too extreme by the Supreme Court, you had five to four decisions.
[01:14:02.307 --> 01:14:07.549]  But two of the justices on the five side are 80 years old.
[01:14:08.649 --> 01:14:14.831]  And there's no way they're going to make it another four years and surely not another eight years if you have a Democratic president.
[01:14:14.911 --> 01:14:29.237]  And if you have one or both of those individuals get replaced with people who are similar to the ones the Democrats have already put on the Supreme Court, you're going to end up with them reversing those earlier wins.
[01:14:31.181 --> 01:14:39.564]  Democratic appointees on the Supreme Court do not believe that there is an individual right to self-defense, let alone an individual right to using a gun for self-defense.
[01:14:40.464 --> 01:14:47.127]  And you're going to see a major change in how they interpret the Second Amendment.
[01:14:47.930 --> 01:14:52.292]  But beyond that, you have huge amounts of money there being spent.
[01:14:52.432 --> 01:14:55.353]  Bloomberg's spending $50 million a year on every town.
[01:14:56.754 --> 01:15:11.441]  I don't know exactly how many tens or billions more he's spending on other types of activities, like funding university research, or he gives money to, you know, a school of journalism.
[01:15:11.621 --> 01:15:17.684]  I don't want to surround how to deal with
[01:15:19.229 --> 01:15:40.358]  Thank you, but I'm very doubtful that he funds researchers that agree with him, and then he trains journalists on how to cover the issue, and then he has a lot of money being spent on the political end, the $50 million a year, but it's just not him.
[01:15:40.378 --> 01:15:47.821]  You have George Soros, you have 23 large health foundations that were deeply involved in
[01:15:48.720 --> 01:15:57.362]  Pushing Obamacare, and the President in 2013 met with them and said, look, we've won the healthcare debate, it's time to focus on other issues.
[01:15:57.402 --> 01:16:06.623]  So those foundations that spend any place from two and a half to ten million dollars or so a year are now spending it on gun control issues.
[01:16:06.723 --> 01:16:14.045]  And so, of course, you have President Obama is using many resources with the federal government to push these things.
[01:16:15.146 --> 01:16:16.407]  A lot's being done there.
[01:16:16.447 --> 01:16:18.328]  Now, that doesn't mean everything's bad.
[01:16:18.428 --> 01:16:26.052]  On the other hand, you've had a lot of states that have moved towards making it easier for people to be able to go and defend themselves.
[01:16:27.033 --> 01:16:38.279]  You have some states, though, like Maryland and New Jersey and California and New York and Connecticut, places like that, which are becoming more restrictive.
[01:16:39.700 --> 01:16:48.522]  One of the big pushes these days has been to try to put fees or taxes on people's ability to obtain a gun.
[01:16:49.282 --> 01:16:53.463]  And that's basically tied in with these universal background checks.
[01:16:54.483 --> 01:16:58.963]  In New York, that adds about $80 onto the cost of transferring a gun.
[01:16:59.023 --> 01:17:01.504]  In Washington State, it adds about $60.
[01:17:01.684 --> 01:17:07.565]  In Oregon, it adds 50-some dollars onto the cost of transferring a gun.
[01:17:08.916 --> 01:17:10.857]  Uh, but that's not the only approach.
[01:17:10.937 --> 01:17:17.741]  In some places like Maryland, for example, in 2013, they passed licensing and registration of handguns.
[01:17:17.761 --> 01:17:22.084]  To license and register one handgun costs you about $300.
[01:17:22.124 --> 01:17:22.324]  And so,
[01:17:25.405 --> 01:17:41.574]  My belief is that the main reason why they're pushing for these implicit taxes is to try to reduce gun ownership, and particularly reduce it among poor individuals, particularly disproportionately poor blacks who live in high-crime urban areas.
[01:17:41.594 --> 01:17:45.577]  Well sure, they admit they're trying to remove the guns from the people.
[01:17:46.917 --> 01:17:55.281]  But as you said six months ago, a new wave, a new push is coming, but it seems like the new pushes only wakes the public up that much faster.
[01:17:57.002 --> 01:18:04.406]  Well, I suppose it does to some extent, but a lot of these studies get very uncritical coverage.
[01:18:04.466 --> 01:18:12.510]  When Bloomberg's News Everytown comes out with a new study, you'll find a couple or a few thousand news reports across the country.
[01:18:13.812 --> 01:18:15.313]  They're completely uncritical.
[01:18:15.333 --> 01:18:17.713]  It's like giving them free advertising there.
[01:18:18.474 --> 01:18:30.218]  And I worry that it has an impact on people's perceptions of guns, and in particular, I worry that it causes people to take less safe options.
[01:18:30.378 --> 01:18:41.182]  If you convince somebody not to own guns in the home, when in fact, owning guns are the way that will make people safer, you know, you put lives at risk.
[01:18:42.691 --> 01:18:47.976]  Let's elaborate on that, because we have a lot of new affiliates, a lot of new listeners every few seconds that tune in.
[01:18:49.017 --> 01:18:55.242]  The well-established fact, as your book title details, more guns, less crime.
[01:18:57.504 --> 01:19:05.692]  Right, well look, just as you can deter criminals with higher arrest rates or higher conviction rates or longer prison sentences, the fact that a would-be victim
[01:19:06.309 --> 01:19:07.029]  We're good to go.
[01:19:24.031 --> 01:19:25.191]  Two groups of people.
[01:19:25.251 --> 01:19:31.553]  It's particularly true for people who are relatively weaker physically, women and the elderly.
[01:19:32.034 --> 01:19:38.376]  Presence of a gun represents a much bigger relative change in a woman's ability to go and protect herself than it does for a man.
[01:19:38.396 --> 01:19:42.957]  You're talking about usually young male criminals and violent attacks.
[01:19:43.579 --> 01:19:50.344]  And the strength differential between a man attacking a woman is much larger than a man attacking another man.
[01:19:50.665 --> 01:19:52.046]  And the gun's the equalizer.
[01:19:52.246 --> 01:19:54.568]  Why aren't the feminists pushing guns for women?
[01:19:55.769 --> 01:19:57.050]  Well, that's a good question.
[01:19:58.771 --> 01:20:10.020]  You know, you look generally, the big, if you look at surveys, the one issue that most differentiates liberals and conservatives isn't abortion, it isn't taxes, it's gun control.
[01:20:11.516 --> 01:20:19.401]  And I think part of that has to do with who you think should run your life, whether it be healthcare or other issues.
[01:20:19.961 --> 01:20:31.769]  A lot of Democrats seem to believe that the government needs to go and tell you exactly what type of health policy you should have, health insurance policy, you know, exactly what's covered.
[01:20:33.195 --> 01:20:39.022]  It seems like conservatives are more willing to let individuals make those types of decisions.
[01:20:39.182 --> 01:20:49.653]  But when you have something like gun owners, and some kind of people... Professor Lott, your phone's breaking up.
[01:20:49.673 --> 01:20:53.077]  I think you may have gotten away from the hub, or digitally it's having a problem.
[01:20:53.097 --> 01:20:54.678]  We're going to go back to you in just a moment.
[01:20:55.891 --> 01:21:05.901]  Also, major Democratic publications just this week have come out and said they're worried that Hillary's open calls for confiscation, Australian style, might cause a civil war.
[01:21:06.041 --> 01:21:12.468]  Daily Beast, Obama, Hillary toying with civil war over gun confiscation.
[01:21:13.669 --> 01:21:16.231]  And so I think his phone may be back by now.
[01:21:17.132 --> 01:21:18.554]  Specifically, Professor Lott.
[01:21:19.824 --> 01:21:25.048]  Again, the author of More Guns, Less Crime, Professor John Lott, crimeresearch.org, is our guest.
[01:21:25.889 --> 01:21:47.686]  I don't want a revolution, I don't want a war, but if persecution against gun owners continues, if Obama does an executive order, tries to ban semi-auto, people keep thinking he won't do that, he's making noises, people didn't think we'd have Obamacare either, or just open borders outside of law, or that he'd be shutting power plants down outside of law, or that he'd be signing secret treaties, or that he'd be funding ISIS and getting caught.
[01:21:48.346 --> 01:21:50.848]  So we are living in the age of their attempt to take over.
[01:21:51.348 --> 01:21:54.210]  Are they arrogant enough to try a frontal assault?
[01:21:54.510 --> 01:22:01.415]  Because even, again, the Democrats, even the Daily Beast is scared and says, hey, you're admitting you want to take them.
[01:22:01.835 --> 01:22:04.137]  We're not supposed to tell them our plan is to take them.
[01:22:04.637 --> 01:22:05.938]  That upsets them too much.
[01:22:05.958 --> 01:22:07.519]  I mean, they actually say that in the article.
[01:22:07.879 --> 01:22:11.322]  They say we got to creep up, you know, in the dead of night and do this incrementally.
[01:22:11.642 --> 01:22:16.365]  But I guess once you get to a certain point, they've got to just be more honest about what their plan is.
[01:22:16.385 --> 01:22:17.726]  What do you think about those discussions?
[01:22:20.131 --> 01:22:23.193]  Well, I don't think they're going to ban all semi-automatic guns.
[01:22:23.573 --> 01:22:26.395]  Most guns sold in the United States are semi-automatic guns.
[01:22:26.475 --> 01:22:43.545]  I think some of the things that are happening are there's discussions about making it so that individuals on Social Security that are having help with their finances may end up being classified as mentally defective.
[01:22:43.665 --> 01:22:44.465]  Sure.
[01:22:44.505 --> 01:22:45.085]  Huge.
[01:22:45.185 --> 01:22:47.327]  And therefore prevented from owning guns.
[01:22:48.314 --> 01:22:53.715]  So, for example, my mom, who's in her 80s, doesn't use the computer.
[01:22:53.775 --> 01:22:55.596]  She doesn't know how to use it, doesn't want to use it.
[01:22:55.676 --> 01:23:00.537]  She's given my sister power of attorney to go and pay her bills.
[01:23:02.198 --> 01:23:14.681]  But under the discussed rules that the Obama administration's been having, she would be classified as mentally defective and therefore not be allowed to own a gun.
[01:23:14.741 --> 01:23:15.961]  And as I just mentioned,
[01:23:16.573 --> 01:23:26.918]  Somebody like my mom, who's in her 80s, fairly weak physically, is exactly the type of individual who benefits a lot from having the option to use a gun for protection.
[01:23:26.958 --> 01:23:30.660]  And statistics show the elderly are some of the safest people with guns.
[01:23:31.000 --> 01:23:32.181]  They don't commit crimes.
[01:23:32.621 --> 01:23:33.701]  They don't hurt anybody.
[01:23:33.721 --> 01:23:35.882]  I mean, they're one of the most innocent, good groups.
[01:23:36.283 --> 01:23:37.923]  Why would you target them?
[01:23:37.943 --> 01:23:41.005]  It is so evil, the FBI actually said,
[01:23:41.545 --> 01:23:51.627]  That quote, we're looking at the VA's algorithm, if you get automatic money transfer, which is what the VA basically demands people do, we learned, then we're going to declare you incompetent.
[01:23:52.147 --> 01:23:58.348]  Outside of a court of law, they just have some computer program that does it, some bioethics computer.
[01:23:58.408 --> 01:24:01.148]  I mean, this, talk about rule of THX 1138.
[01:24:01.649 --> 01:24:02.069]  Right.
[01:24:05.329 --> 01:24:10.110]  Well, I mean, they essentially will put down some rule rather than going to court and that's
[01:24:10.805 --> 01:24:12.886]  Hopefully going to be challenged and fought out.
[01:24:13.026 --> 01:24:18.328]  But President Obama has appointed about half the federal judges in this country.
[01:24:18.428 --> 01:24:25.652]  And as I say, we're facing a battle for control of the Supreme Court that's there over the next year or so.
[01:24:26.452 --> 01:24:29.934]  And, you know, who knows what they may decide on that type of issue.
[01:24:31.773 --> 01:24:46.457]  You've already had several hundred thousand veterans who, under those types of rules, have had their names put into the National Instant Background Check System and are denied the right to be able to go and buy a gun because of those types of rules.
[01:24:46.617 --> 01:24:47.977]  Let me expand on that with you.
[01:24:47.997 --> 01:24:53.339]  Matt Drudge, a month ago, was here in studio with us on an exclusive interview.
[01:24:54.500 --> 01:25:02.646]  We re-aired yesterday because it was so popular, but he told me the name specifically and the details and it was even more frightening than what he's told people on air, but I'm not allowed to repeat it.
[01:25:03.166 --> 01:25:20.198]  Just kind of the paradox of being a reporter not being able to report things, but at a event, a private event with some who's who's, he's there with this top, high-level Supreme Court Justice, leave it at that, and some other people too from the government,
[01:25:21.283 --> 01:25:22.004]  And they said no.
[01:25:22.024 --> 01:25:25.666]  The Democrats admit they're coming after free speech in 2016.
[01:25:27.328 --> 01:25:28.188]  They've got the votes.
[01:25:28.348 --> 01:25:29.149]  They've got the people.
[01:25:29.910 --> 01:25:32.812]  And you think they've been bad on whistleblowers so far?
[01:25:32.832 --> 01:25:33.692]  The press?
[01:25:35.454 --> 01:25:36.695]  They're going after the internet.
[01:25:36.715 --> 01:25:37.936]  They're going after drudge.
[01:25:38.036 --> 01:25:39.277]  They're going after free speech.
[01:25:39.597 --> 01:25:42.179]  And now they're even suddenly making the rumblings in the news.
[01:25:43.039 --> 01:25:45.141]  So they're not just going after the second amendment.
[01:25:45.181 --> 01:25:48.764]  We obviously need the first to defend the second and then vice versa.
[01:25:50.154 --> 01:26:10.145]  I think we need to raise our rhetoric to really point out we're dealing with a totalitarian takeover, Professor Lott, and people that have the gravitas like you do out there have a lot of folks that respect you, I respect you, but you also have been very measured in what you say and do, but do you agree that the fact that, of what I'm saying, what Drudge is saying, this is a very totalitarian climate we're starting to enter?
[01:26:12.506 --> 01:26:18.229]  Yeah, I'm trying to use totalitarian, but you're right.
[01:26:18.965 --> 01:26:22.628]  We're going to have to pause again, sir.
[01:26:22.668 --> 01:26:23.428]  Your phone cut out again.
[01:26:23.448 --> 01:26:24.649]  We'll come back in about three seconds.
[01:26:26.010 --> 01:26:27.571]  The wonders of digital communications.
[01:26:27.591 --> 01:26:28.732]  He's going to come back in just a moment.
[01:26:29.973 --> 01:26:31.954]  I'm sorry, Dr. Lott, I think you're back now.
[01:26:31.974 --> 01:26:32.255]  Go ahead.
[01:26:32.275 --> 01:26:35.037]  Yeah, I'm sorry.
[01:26:35.057 --> 01:26:35.677]  I hear you fine.
[01:26:35.757 --> 01:26:37.999]  Look, I'm sorry if my phone... It's okay.
[01:26:38.079 --> 01:26:38.499]  It's okay.
[01:26:38.519 --> 01:26:39.720]  I'm on a landline.
[01:26:43.268 --> 01:26:55.595]  I think the real issue is one of safety that most people in the middle of the debate can understand, and that's the reason why I think most gun control advocates talk about, you know, reasonable laws for safety.
[01:26:55.615 --> 01:27:03.899]  You know, obviously you and I don't think that there are reasonable laws, but the problem is that when you raise the cost of guns,
[01:27:04.525 --> 01:27:22.808]  When you make it so that certain people like elderly are banned from being able to own a gun or veterans because of the way the Obama administration wants to define mental illness, you know, you're talking about making it so that people aren't able to go and defend themselves and real lives are at stake here.
[01:27:22.828 --> 01:27:30.810]  Yeah, and look, when you're talking about $300 to license and register a handgun in Maryland,
[01:27:31.693 --> 01:27:41.279]  Just look earlier this year, where you had orders to the police to stand down and not stop the riots in the poor, heavily black parts of the city that were there.
[01:27:41.860 --> 01:27:47.984]  We're making it so that the police can't defend these individuals, or they surely can't depend upon the police to defend them.
[01:27:48.504 --> 01:27:53.928]  And we're also making it because of these high fees that they have to pay— And the mayor ordered a stand-down!
[01:27:53.988 --> 01:27:55.969]  —for them to defend themselves, right?
[01:27:56.633 --> 01:27:58.955]  I mean, that is so criminal in my view, and you're absolutely right.
[01:27:59.395 --> 01:28:01.797]  How can the court say the police have no duty to protect us?
[01:28:01.898 --> 01:28:03.839]  Obviously they don't, and they can't all the time.
[01:28:04.220 --> 01:28:04.840]  They try to.
[01:28:05.320 --> 01:28:07.022]  And then tell us we can't have guns.
[01:28:07.102 --> 01:28:09.124]  What a fundamental form of discrimination.
[01:28:09.964 --> 01:28:13.528]  Again, the judge pointed out that these people are all armed.
[01:28:13.948 --> 01:28:22.996]  They've got bodyguards from Michael Moore to Barack Obama to his kids at school have, you know, all these armed bodyguards, but they have the nerve to say somebody in Chicago shouldn't be able to have a gun, professor.
[01:28:23.216 --> 01:28:24.137]  That is just outrageous.
[01:28:26.377 --> 01:28:30.263]  Sure, well, I mean, Michael Bloomberg has armed bodyguards.
[01:28:30.423 --> 01:28:36.693]  One can go through the list of people at his every town group that have armed bodyguards.
[01:28:36.753 --> 01:28:41.480]  So, clearly, they understand the benefit of guns for protection.
[01:28:41.580 --> 01:28:42.121]  It's just that
[01:28:42.822 --> 01:28:47.888]  They think that only the extremely wealthy or politically well-connected individuals should have it.
[01:28:47.928 --> 01:28:57.340]  When you look at places that allow concealed carry, but restrict it so that you have to go and get permission, these so-called May issue places like New York City.
[01:28:58.174 --> 01:29:03.396]  You have a few thousand people that have permits, but they're basically union leaders.
[01:29:03.536 --> 01:29:07.238]  They're some very well-placed media types.
[01:29:07.898 --> 01:29:13.800]  They may be Arthur Schulzberger, the publisher for the New York Times, has had a permit.
[01:29:14.540 --> 01:29:20.883]  You know, those individuals, those very powerful individuals, are able to get permission to have it.
[01:29:21.741 --> 01:29:33.366]  Some poor businessman who works in Harlem or somebody who lives in a particularly dangerous area in New York City, they're not going to be allowed to feel they're going to protect themselves.
[01:29:33.426 --> 01:29:36.567]  Well, remember when they freaked out a month ago that Trump admitted he had a permit?
[01:29:36.587 --> 01:29:41.369]  Like it was bad that a billionaire, a major target of kidnapping and crime, had a gun?
[01:29:43.609 --> 01:29:45.570]  But they're fine with other rich people having guns.
[01:29:45.590 --> 01:29:47.951]  So it's not just that only poor people can't have them.
[01:29:48.271 --> 01:29:50.352]  Now rich people that they don't agree with can't have them.
[01:29:50.572 --> 01:29:51.572]  Professor Lott, stay there.
[01:29:51.592 --> 01:29:55.674]  I want to talk about statistics, what guns are doing to make us safer.
[01:29:55.934 --> 01:29:56.514]  Straight ahead.
[01:29:56.594 --> 01:29:57.255]  We'll be right back.
[01:29:59.195 --> 01:30:00.096]  We're on the march.
[01:30:00.596 --> 01:30:02.197]  The empire's on the run.
[01:30:03.117 --> 01:30:05.818]  Alex Jones and the GCN Radio Network.
[01:30:09.884 --> 01:30:12.906]  Rand Paul, look where ISIS gets its weapons from.
[01:30:13.086 --> 01:30:15.768]  They have anti-tank weapons and missiles that we gave them.
[01:30:15.968 --> 01:30:17.529]  Article up by Steve Watson.
[01:30:17.649 --> 01:30:25.494]  Presidential candidate Ron Paul has urged voters to look to where ISIS is getting its weapons from to understand the monumental problem the U.S.
[01:30:25.554 --> 01:30:27.896]  is facilitating in Syria and beyond.
[01:30:28.116 --> 01:30:35.821]  Speaking with Ed Berliner of Newsmax, Paul stated most of these people do not have the sophistication to make arms so they get the arms from other folks.
[01:30:36.101 --> 01:30:38.603]  Right now, ISIS has over a billion dollars worth of U.S.
[01:30:38.643 --> 01:30:41.724]  Humvees, and they have a billion dollars in cash that they stole from us.
[01:30:42.045 --> 01:30:49.089]  So really, if we don't want weapons to get into the hands of folks, we should be very careful about who we give the weapons to, as Senator stated.
[01:30:49.289 --> 01:30:57.874]  Paul then elaborated by noting that during the Libyan Civil War, 15,000 shoulder-to-air missiles made by the United States went missing.
[01:30:58.074 --> 01:31:04.698]  That's why there is a concern that airliners might be taken down by shoulder-to-air missiles, Paul noted.
[01:31:04.938 --> 01:31:08.539]  Here at Infowars.com, we smash through the lies and disinformation.
[01:31:08.699 --> 01:31:09.380]  I'm Joe Biggs.
[01:31:09.760 --> 01:31:10.680]  Hey, how you doing, Al?
[01:31:10.720 --> 01:31:11.140]  Good, brother.
[01:31:11.280 --> 01:31:13.021]  Just recently started using your products.
[01:31:13.241 --> 01:31:14.822]  Everything you said about them is correct.
[01:31:14.842 --> 01:31:18.963]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[01:31:18.983 --> 01:31:21.564]  Well, thank you, brother, because it also funds our operation.
[01:31:21.604 --> 01:31:23.825]  But doing that, I know I've got to have the highest quality.
[01:31:23.845 --> 01:31:31.888]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[01:31:32.208 --> 01:31:35.312]  We do the super male and the super female vitality.
[01:31:35.432 --> 01:31:36.954]  Big changes, a lot of energy.
[01:31:36.974 --> 01:31:41.399]  We've gotten off of the cheap energy drinks, energy shots, saving a ton of money there.
[01:31:41.679 --> 01:31:47.005]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated
[01:31:47.005 --> 01:31:49.348]  Concentrated or maximum potency.
[01:31:49.508 --> 01:32:01.481]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while But then burn you out in my experience where it's stuff that gets your glands naturally going goes right to the source So it's pretty exciting and I love it.
[01:32:01.521 --> 01:32:08.468]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life
[01:32:09.491 --> 01:32:12.693]  When cells become toxic, they die early and aging sets in.
[01:32:13.033 --> 01:32:21.037]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:32:21.257 --> 01:32:26.280]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:32:26.680 --> 01:32:28.961]  You want the best that's out there at the lowest price anywhere?
[01:32:29.201 --> 01:32:31.002]  We now have the synergistic solution.
[01:32:31.322 --> 01:32:35.505]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:32:39.426 --> 01:32:40.346]  BrainForce is here.
[01:32:40.526 --> 01:32:42.627]  Ladies and gentlemen, I've been on this the last few months.
[01:32:42.747 --> 01:32:47.489]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[01:32:47.729 --> 01:32:49.389]  There's always hidden additives in your food.
[01:32:49.429 --> 01:32:50.890]  Even organic food has hidden additives.
[01:32:51.010 --> 01:32:54.231]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[01:32:54.511 --> 01:32:56.312]  Ultimately, we've all been dumbed down to some degree.
[01:32:56.492 --> 01:32:58.372]  It doesn't have stimulants, it doesn't have garbage in it.
[01:32:58.612 --> 01:33:00.493]  It has natural things that do it clean.
[01:33:00.593 --> 01:33:06.175]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:33:18.527 --> 01:33:21.689]  Fortune favors the bold.
[01:33:21.949 --> 01:33:23.671]  It's Alex Jones.
[01:33:24.051 --> 01:33:30.195]  When I was young, I was the nicest guy I knew.
[01:33:30.295 --> 01:33:36.499]  I thought I was the chosen one.
[01:33:37.100 --> 01:33:41.563]  But time went by and I found out a thing or two.
[01:33:43.655 --> 01:34:12.550]  My shine wore off as time wore on I thought that I was living out the perfect life But in the lonely hours when the truth begins to bright I thought about the times when I turned my back and stalled I ain't no nice guy after all
[01:34:20.449 --> 01:34:29.093]  CrimeResearch.org, John Launt is our guest.
[01:34:29.533 --> 01:34:33.735]  He's been gracious enough, he's a really busy guy to spend much of an hour with us.
[01:34:34.556 --> 01:34:43.079]  I want to open the phones up to see what your great questions or comments for this icon of defending the Second Amendment has been basically breaking down for us over the last 20, 30 years.
[01:34:44.620 --> 01:34:55.509]  The toll-free number to join us on the Second Amendment and the right to keep my arms worldwide, 800-259-9231.
[01:34:55.529 --> 01:34:55.789]  800-259-9231.
[01:34:57.431 --> 01:35:03.055]  Also, I want to remind listeners that we have the Hillary for Prison t-shirt that is limited edition.
[01:35:03.375 --> 01:35:05.917]  I do one limited edition or so t-shirt a year.
[01:35:06.538 --> 01:35:08.019]  This is the limited edition shirt.
[01:35:08.139 --> 01:35:11.182]  It's selling until December 18th, and then that's it.
[01:35:12.580 --> 01:35:15.623]  It will be sold out and no more Hillary for Prison shirts.
[01:35:16.343 --> 01:35:18.265]  If you want to get yours, it helps support the InfoWars.
[01:35:18.285 --> 01:35:19.206]  It spreads the word.
[01:35:20.007 --> 01:35:23.170]  And on the back it says InfoWars.com Legalize Freedom.
[01:35:24.110 --> 01:35:29.535]  It's $19.95 and your purchase again helps make this operation be able to continue on.
[01:35:30.376 --> 01:35:34.598]  We have 10% off on the great Alexa Pure gravity-fed systems that are simply amazing.
[01:35:34.618 --> 01:35:42.742]  We have all the different studies and tests showing how it reduces or completely removes over 500 different poisons that are in most water supplies.
[01:35:42.762 --> 01:35:44.964]  One of the biggest things you can do is clean up your water.
[01:35:45.324 --> 01:35:46.084]  That's a no-brainer.
[01:35:46.104 --> 01:35:58.691]  I know I'm not telling you something you don't know, so why aren't you at InfoWarsStore.com in the water filter section where we have the best, highest quality, tested, gravity-fed, portable systems?
[01:35:59.551 --> 01:36:00.452]  We've got pitchers.
[01:36:00.572 --> 01:36:02.032]  We've got the life straws.
[01:36:02.072 --> 01:36:04.073]  We've got the survival spring straws.
[01:36:04.734 --> 01:36:05.694]  They're also excellent.
[01:36:06.875 --> 01:36:09.956]  Shopping with the good guys helps fund this operation.
[01:36:10.637 --> 01:36:13.938]  Shopping with patriots helps grow our movement.
[01:36:13.958 --> 01:36:28.466]  Remember what the Clintons were scared of when WorldNetDaily sued in a four-year request that they wouldn't honor, so they basically sued them, or threatened to sue, and got those thousands of pages of documents from the Clinton Library.
[01:36:29.474 --> 01:36:36.500]  It was 1993 and they said, we've got to stop a new media coming up, libertarian or conservative or any other on the internet.
[01:36:36.520 --> 01:36:38.201]  We've got to call them all conspiracy theorists.
[01:36:38.221 --> 01:36:44.466]  We can't let them ever sell products or get advertising because then they'll build a new media.
[01:36:44.526 --> 01:36:45.527]  We've got to stop it.
[01:36:45.547 --> 01:36:50.270]  And these were memos to all the big, it was 10 corporations then that owned 90% of the media.
[01:36:50.290 --> 01:36:50.931]  Now it's five.
[01:36:52.152 --> 01:36:53.793]  You talk about a conspiracy, well guess what?
[01:36:53.833 --> 01:36:54.393]  You failed.
[01:36:54.473 --> 01:36:57.396]  And Rush Limbaugh wrote an article on Monday that Drudge carried.
[01:36:59.008 --> 01:37:03.769]  Pointing out that he started the conservative revolution in media.
[01:37:03.809 --> 01:37:07.850]  And whether you like Limbaugh or not, whether he's not hardcore enough for you, I hear ya.
