[00:00:00.009 --> 00:00:02.970]  Infowarslife.com or call 888-253-3139.
[00:23:08.607 --> 00:23:13.611]  But when we look at the record of the Obama administration, I don't see a balance there.
[00:23:14.352 --> 00:23:18.275]  Now, of course, there's this article from Breitbart saying, pro-Christian vow.
[00:23:18.335 --> 00:23:21.817]  Trump escalates against the media's Muslim Obama smear.
[00:23:21.878 --> 00:23:24.720]  Donald Trump, they say, is hitting back twice as hard as the Democrats.
[00:23:25.240 --> 00:23:31.585]  He told the New York Times, the bigger issue is that Obama is waging a war against Christians in this country.
[00:23:32.332 --> 00:23:36.775]  He went on to say that the question was specifically, the question was given to him, was about training camps.
[00:23:37.116 --> 00:23:40.178]  He says the media wants to make this an issue about Obama.
[00:23:40.198 --> 00:23:45.001]  The bigger issue is that Obama is waging a war against Christians in this country.
[00:23:45.442 --> 00:23:49.445]  They need support and their religious liberty is at stake, he added.
[00:23:50.345 --> 00:23:52.107]  He is absolutely right about that.
[00:23:52.527 --> 00:23:53.988]  We have pointed this out many times.
[00:23:54.068 --> 00:23:55.869]  As a matter of fact, it's not the first time he's said that.
[00:23:56.049 --> 00:23:57.050]  If we go back to August the 21st,
[00:23:58.308 --> 00:24:01.351]  We had an article on Infowars.com at the time by Kit Daniels.
[00:24:01.391 --> 00:24:04.675]  Trump says Muslim immigrants are treated better than Christians.
[00:24:04.915 --> 00:24:08.960]  Every immigrant in the United States is being treated better than American citizens.
[00:24:09.360 --> 00:24:10.441]  That's the real issue.
[00:24:10.481 --> 00:24:11.503]  That's the fundamental issue.
[00:24:12.571 --> 00:24:15.192]  He said it's easier for Muslim immigrants to enter the U.S.
[00:24:15.252 --> 00:24:17.753]  than Christians fleeing ISIS, Donald Trump pointed out.
[00:24:17.793 --> 00:24:26.775]  So this is talking about, when you look at the religion issue, this is talking about whether or not Syrian refugees are going to find a way in the United States.
[00:24:26.935 --> 00:24:29.236]  And he was very clear and very
[00:24:29.796 --> 00:24:37.400]  Accurate, at the time, to say that it's much easier to get a refugee status coming out of Syria if you're not a Christian.
[00:24:37.720 --> 00:24:39.921]  If you're a Muslim, you're going to get a free ticket in.
[00:24:40.241 --> 00:24:41.942]  If you're a Christian, not so much.
[00:24:42.322 --> 00:24:43.323]  That's what he said at the time.
[00:24:43.343 --> 00:24:46.184]  He said, do you know if you're a Christian from Syria, you can't get into the United States?
[00:24:46.224 --> 00:24:49.126]  If you're a Muslim from Syria, it's one of the easiest places to get into.
[00:24:49.546 --> 00:24:53.868]  He says there's an assault on anything having to do with Christianity.
[00:24:53.908 --> 00:24:58.711]  The PC leftists don't want to use the word Christmas anymore at department stores.
[00:25:00.046 --> 00:25:08.271]  We've laughed before at many times about Fox's perennial war on Christmas stuff and it is based on a PC attitude.
[00:25:08.351 --> 00:25:14.515]  They want to purge anything that has to do with Christianity and that includes saying things like Merry Christmas.
[00:25:15.175 --> 00:25:15.856]  It's not only
[00:25:16.716 --> 00:25:17.256]  Annoying.
[00:25:17.636 --> 00:25:25.699]  It is actually very dangerous to find this kind of political correctness that purges speech, that purges the free exercise of religion.
[00:25:26.339 --> 00:25:31.941]  We have to understand that our country was founded upon the free exercise of religion.
[00:25:32.321 --> 00:25:35.562]  That's why most of the people who came here from Europe came here.
[00:25:35.942 --> 00:25:38.563]  They came here to escape religious persecution in England.
[00:25:39.437 --> 00:25:47.919]  And so that was a key part of much of what made the basis of our law here, was based on toleration of different religions.
[00:25:48.942 --> 00:26:03.946]  So you have to understand that when we see this being shut down with people being shamed about what they have to say about the free exercise of religion, of course one of the groups that really pushes against this is an organization that talks about freedom from religion.
[00:26:04.446 --> 00:26:06.567]  That's not what the Constitution says.
[00:26:07.107 --> 00:26:10.708]  The Constitution says we have free exercise of religion.
[00:26:11.812 --> 00:26:13.792]  Free exercise of religion.
[00:26:13.813 --> 00:26:14.233]  Okay?
[00:26:14.333 --> 00:26:17.153]  It's freedom of religion and you exercise it.
[00:26:17.193 --> 00:26:19.714]  You don't have to keep it in the closet.
[00:26:19.934 --> 00:26:26.175]  And so now what we have is a situation where Christians, they're demanding that Christians keep their faith in the closet.
[00:26:26.916 --> 00:26:28.376]  And that's a kind of persecution.
[00:26:28.616 --> 00:26:32.077]  We don't want to see the pendulum swing back the other way.
[00:26:33.049 --> 00:26:35.791]  This is not something that's going to work out good for either group.
[00:26:35.831 --> 00:26:37.192]  We've seen this in the past.
[00:26:37.553 --> 00:26:39.614]  We don't want to see this in the future.
[00:26:39.634 --> 00:26:48.422]  And of course, there is a systemic bias against Christians in the mainstream media, as well as in the District of Criminals in Washington, D.C.
[00:26:48.462 --> 00:26:51.564]  We've talked about this many times, of course, going back to July 21st.
[00:26:52.665 --> 00:27:00.194]  We had an article on Infowars.com, the persecution of Christians is intensifying as anti-christian hatred sweeps the entire world.
[00:27:00.715 --> 00:27:11.208]  Now at the time, Michael Snyder's article went down point by point, a lot of different countries, I think it was about 10 countries in this, first one was Iraq, but of course in both Afghanistan and Iraq,
[00:27:11.969 --> 00:27:21.574]  We had a history in those countries that were predominantly Muslim, we had a history of some toleration of Christianity, more so than in our close ally Saudi Arabia.
[00:27:21.855 --> 00:27:25.176]  There were Christian churches in Afghanistan, there were Christian churches in Iraq.
[00:27:25.837 --> 00:27:27.338]  Not after we took over.
[00:27:28.188 --> 00:27:30.750]  They have essentially been purged out of those countries.
[00:27:30.851 --> 00:27:31.611]  Isn't that telling?
[00:27:32.252 --> 00:27:37.397]  Once the United States got in, once the United States set up their puppets, Christianity was gone.
[00:27:37.617 --> 00:27:45.004]  I am more concerned about the American attitude towards Christianity than I am the Muslim attitude towards Christianity, quite frankly.
[00:27:45.504 --> 00:27:57.632]  But it goes on to some other countries, Kenya, and of course in Kenya, in April of this year, that was where there was the massive attack at a university, getting shot up by Muslim terrorists who came across the border.
[00:27:58.212 --> 00:28:03.515]  Similar things happening in India and Pakistan, where the Muslim terrorists are attacking Christians.
[00:28:04.336 --> 00:28:06.357]  Nigeria as well, and then in China.
[00:28:06.897 --> 00:28:13.902]  China is an interesting example, because we can see there, if you're a Christian, if you're another religion, if you're not a religion, you can understand
[00:28:15.083 --> 00:28:17.065]  The kind of persecution that we've seen there.
[00:28:17.085 --> 00:28:19.627]  And here's the important thing, I think, to take away from China.
[00:28:19.647 --> 00:28:29.735]  Of course, people who had non-government approved churches, people who had home churches and other things like that, they were relentlessly persecuted in China.
[00:28:30.235 --> 00:28:41.825]  They did, for a while, make accommodations to people who would modify Christianity, modify their Bibles, so that it wasn't threatening to the Chinese Communist government.
[00:28:42.285 --> 00:28:42.985]  That ended.
[00:28:43.973 --> 00:28:46.755]  You cannot make accommodation with the government.
[00:28:47.375 --> 00:28:57.543]  Anytime you do that, anytime you allow them to censor your beliefs, to censor the exercise of your religion, it will eventually turn out as we saw it turn out in China.
[00:28:57.683 --> 00:29:01.405]  Now they are destroying churches, they're pulling down crosses everywhere.
[00:29:01.866 --> 00:29:07.750]  Even in Italy we see Christians being attacked by Muslims, but the key thing is what's happening in America.
[00:29:08.502 --> 00:29:09.903]  And we're going to talk about that when we come back.
[00:29:30.436 --> 00:29:41.686]  Using a cutting-edge technique that is free of toxic artificial additives, Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[00:29:42.046 --> 00:29:45.389]  We set out to bring you the very best at the lowest price.
[00:29:45.749 --> 00:29:50.473]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[00:29:50.714 --> 00:29:54.777]  In these times, it's essential to have high-quality, ploidal silver on hand.
[00:29:55.117 --> 00:29:58.100]  No survival chest is complete without Silver Bullet.
[00:29:58.220 --> 00:30:01.222]  Exclusively available at InfoWarsLife.com.
[00:30:01.242 --> 00:30:05.566]  Secure your Silver Bullet today at InfoWarsLife.com or by calling toll free 888-253-3139.
[00:30:10.663 --> 00:30:15.666]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[00:30:15.806 --> 00:30:21.689]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[00:30:21.929 --> 00:30:26.512]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:30:26.712 --> 00:30:30.034]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:30:30.274 --> 00:30:31.875]  No needles, no injections.
[00:30:32.255 --> 00:30:37.377]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[00:30:40.579 --> 00:30:44.781]  Use since before the days of the Roman Empire to support the body's natural systems.
[00:30:44.961 --> 00:30:48.923]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:30:49.103 --> 00:30:53.884]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:30:54.045 --> 00:30:58.586]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:30:58.706 --> 00:31:02.028]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:31:02.188 --> 00:31:05.469]  Now available in our limited first run at Infowarslife.com.
[00:31:05.649 --> 00:31:07.470]  That's Infowarslife.com or call 888-253-3139.
[00:31:10.211 --> 00:31:11.512]  It's now more clear than ever.
[00:31:11.692 --> 00:31:15.273]  The Globalists have launched a planetary destabilization plan.
[00:31:15.514 --> 00:31:19.115]  Here at the InfoWars operation, we hope and pray that this is not the case.
[00:31:19.395 --> 00:31:23.217]  But the signs of things deteriorating around the world are unmistakable.
[00:31:23.417 --> 00:31:30.041]  For many years, I've been working with my Patriot Supply, and we have now developed a private label called InfoWars Select.
[00:31:30.181 --> 00:31:34.943]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[00:31:35.183 --> 00:31:39.245]  InfoWars Select is a wide variety of their highest quality packages,
[00:31:39.545 --> 00:31:42.946]  At the lowest price they have ever offered before.
[00:31:43.046 --> 00:31:45.327]  It's an introductory offer for only two weeks.
[00:31:45.547 --> 00:31:56.609]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[00:31:56.750 --> 00:31:58.910]  Visit InfoWarsSelect.com today.
[00:31:59.070 --> 00:32:02.651]  Watch the informational videos and check out the wide selection for yourselves.
[00:32:02.771 --> 00:32:05.992]  That's InfoWarsSelect.com or InfoWarsStore.com.
[00:32:06.272 --> 00:32:07.033]  Or call 888-253-3139.
[00:32:07.053 --> 00:32:14.059]  Alex Jones here with a very important news alert for InfoWars listeners.
[00:32:14.340 --> 00:32:24.669]  We've confirmed through our major suppliers attempting to resupply Survival Shield X2 Deep Earth Crystals that elite corporations are buying up the supplies all over the world.
[00:32:24.829 --> 00:32:27.732]  So prices are going up and it's very hard to secure it.
[00:32:27.892 --> 00:32:36.878]  We have been able to secure a limited supply of the Pure Deep Earth Crystals and have now been able to produce more Survival Shield Nascent Iodine X2.
[00:32:37.018 --> 00:32:38.439]  This is the good halogen.
[00:32:38.539 --> 00:32:41.281]  This is the opposite of the bad halogens like fluoride.
[00:32:41.602 --> 00:32:53.390]  Now we at InfoWarsLife.com are bringing you the only source of clean, pure, 99.99 Ultra Pure Deep Earth Crystals from more than 7,000 feet below the Earth's surface.
[00:32:53.610 --> 00:32:54.871]  Watch the informational videos
[00:32:55.031 --> 00:32:56.451]  You're listening to the Alex Jones Show!
[00:33:32.858 --> 00:33:36.703]  You are listening to an InfoWars.com Frontline Report.
[00:33:37.284 --> 00:33:38.665]  It's Alex Jones.
[00:33:43.399 --> 00:33:46.421]  Welcome back to the Alex Jones Show on this Sunday, September 20th, 2015.
[00:33:46.521 --> 00:33:47.901]  I'm David Knight, your host.
[00:33:48.422 --> 00:33:53.324]  Alex Jones is going to be reporting in in the next hour with a TSA experience.
[00:33:54.144 --> 00:33:55.705]  It's about to get worse too, folks.
[00:33:56.626 --> 00:34:03.449]  If you live in the United States in a short period of time, some states, they're going to require the residents of some states to have a passport.
[00:34:03.489 --> 00:34:07.771]  Your driver's license is not going to be sufficient for you to travel within the United States.
[00:34:07.931 --> 00:34:11.153]  That's the arbitrary edicts of Homeland Security.
[00:34:11.933 --> 00:34:15.234]  And ice and border control.
[00:34:15.435 --> 00:34:27.739]  The same people who leave the borders completely open are not going to allow American citizens to travel within the United States unless they live in a state that complies with real ID.
[00:34:27.799 --> 00:34:31.241]  They won't consider your driver's license to be a valid form of ID.
[00:34:31.921 --> 00:34:34.002]  That's the way they are cracking down on us.
[00:34:34.062 --> 00:34:36.763]  Of course, part of that is being justified by their open borders.
[00:34:36.823 --> 00:34:39.084]  So they create a crisis and here's the solution.
[00:34:39.773 --> 00:34:43.048]  We need to have a new national ID for you.
[00:34:44.540 --> 00:34:51.363]  I know when I ran through these problems with the TSA traveling on my recent vacation, I saw a lot of people having different comments.
[00:34:51.403 --> 00:34:55.025]  Look, we just completely boycott flying, they said.
[00:34:55.445 --> 00:34:55.885]  I agree.
[00:34:55.965 --> 00:34:58.927]  I think we ought to try to boycott flying as much as we should.
[00:34:59.007 --> 00:35:04.769]  Let the airplane companies, the airlines, feel that financial pressure.
[00:35:05.390 --> 00:35:08.431]  Nevertheless, there are times when we do need to fly.
[00:35:08.711 --> 00:35:09.872]  And here's the other side of that.
[00:35:10.612 --> 00:35:15.256]  I refuse to allow them to keep me from moving around.
[00:35:15.636 --> 00:35:16.997]  In one way, it's a defiance.
[00:35:18.238 --> 00:35:20.940]  I know it's a very small thing to opt out of the scanner.
[00:35:21.341 --> 00:35:24.563]  They still are putting their hands on me to go through this.
[00:35:24.683 --> 00:35:27.305]  I still have to get their blessing and their permission.
[00:35:27.345 --> 00:35:29.867]  I still have to be treated like a criminal, like a terrorist.
[00:35:29.887 --> 00:35:33.590]  I have to prove to them, to their satisfaction, that I'm innocent.
[00:35:34.511 --> 00:35:35.772]  And of course, it's all theater.
[00:35:35.812 --> 00:35:36.713]  I understand all that.
[00:35:37.662 --> 00:35:44.172]  Nevertheless, I do what I can to oppose this at this time until we can get more people with us.
[00:35:44.713 --> 00:35:48.038]  We shouldn't have to have a frisk down to travel in this country.
[00:35:48.118 --> 00:35:51.364]  I shouldn't have to have a passport to fly within this country.
[00:35:52.540 --> 00:35:58.606]  I shouldn't have to have Transportation Security Administration all over this country, and it's not going to be just in the airports.
[00:35:58.626 --> 00:36:02.890]  They're going to be out on the highways and byways, and it's going to get even worse.
[00:36:03.210 --> 00:36:07.134]  There's going to be cars that are snitching on you.
[00:36:07.154 --> 00:36:09.356]  They're going to mandate talking cars.
[00:36:09.396 --> 00:36:11.819]  That's what the Department of Transportation in Washington calls it.
[00:36:12.702 --> 00:36:17.989]  It is a process where they're going to be communicating with each other and with the government.
[00:36:18.049 --> 00:36:20.232]  We should start calling them snitch cars.
[00:36:20.272 --> 00:36:23.337]  I think it's maybe the Stasi highway system.
[00:36:24.264 --> 00:36:31.371]  We're going to talk about that in detail as well later in the program, but I want to finish up on this back and forth with Donald Trump, with Obama.
[00:36:32.072 --> 00:36:35.396]  Is he somebody that really embraces American values?
[00:36:35.476 --> 00:36:36.517]  Of course he isn't.
[00:36:37.037 --> 00:36:38.999]  He doesn't embrace traditional American values.
[00:36:39.019 --> 00:36:43.844]  Ted Nugent tweeted out, if Obama's a Christian, I'm a gay vegetarian pilot.
[00:36:44.585 --> 00:36:46.027]  Look, what's behind all of this?
[00:36:46.487 --> 00:36:56.417]  We know that Obama, whether or not you believe that his photoshopped birth certificate is acceptable or not, and we can see the layers of the photoshopped document that was put up there, many other things.
[00:36:56.437 --> 00:36:59.299]  We talked about the details of that document.
[00:36:59.540 --> 00:37:01.501]  Nevertheless, that brings up a question.
[00:37:01.842 --> 00:37:03.984]  Why would he give us a phony document?
[00:37:04.364 --> 00:37:14.794]  If he's legitimately born in Hawaii, why would they put up a document that was photoshopped that had a lot of anachronisms in it, as well as questionable things about the typefaces?
[00:37:14.814 --> 00:37:17.317]  If you look at that document, we've broken that down in detail.
[00:37:17.837 --> 00:37:19.759]  I don't believe that's a legitimate document.
[00:37:19.779 --> 00:37:22.181]  So that raises a lot of flags with a lot of people.
[00:37:22.262 --> 00:37:24.063]  But here's what's not in dispute.
[00:37:24.924 --> 00:37:29.125]  What's not in dispute is that Obama went to school in Indonesia.
[00:37:29.185 --> 00:37:32.567]  He grew up in a family where his mother had deep CIA connections.
[00:37:32.987 --> 00:37:40.369]  She hid out, I think, with the USAID in the anthropology section, as Wayne Madsen has pointed out.
[00:37:40.389 --> 00:37:42.710]  That's where they love to put people in the CIA.
[00:37:42.730 --> 00:37:45.371]  We know that both of her parents were connected.
[00:37:46.051 --> 00:38:12.569]  Closely in the OSS which was the forerunner of the CIA we know that his father who adopted him in Indonesia Was connected with the government that was put in place by the CIA a ruthless government And as I said before if you want to know what was going on in Indonesia We haven't seen this story in the West much about what was going on in Indonesia What continues to go on in Indonesia that repressive regime look at the film the act of killing?
[00:38:12.589 --> 00:38:15.651]  That'll give you some idea of what happened in that country
[00:38:16.231 --> 00:38:16.611]  We're good to go.
[00:38:34.878 --> 00:38:40.360]  His campaign for the 2008 elections, as the New York Times recounted.
[00:38:40.380 --> 00:38:48.103]  Of course, there was no video of this, unfortunately, but we do have a New York Times account saying that he began it by doing the Muslim prayers.
[00:38:49.969 --> 00:38:53.191]  Makes some people think that maybe he's Muslim.
[00:38:53.512 --> 00:38:55.093]  Certainly has sympathies to it.
[00:38:55.113 --> 00:38:59.076]  He is constantly criticizing Christianity, constantly praising Islam.
[00:38:59.516 --> 00:39:02.698]  But of course, he has his gods and they are fiercely worshipped.
[00:39:03.219 --> 00:39:11.004]  As one article from Freedom Daily says, Obama will do business with the Tehran Ayatollahs, but not with the Washington Redskins.
[00:39:11.044 --> 00:39:14.447]  They point out that the Redskins are considering building a new stadium
[00:39:14.887 --> 00:39:15.167]  I don't know.
[00:39:33.675 --> 00:39:37.519]  Change it for political correctness reasons, he's going to block that for them.
[00:39:37.839 --> 00:39:42.964]  I think it ought to be blocked because we shouldn't be subsidizing this, but no, it's all about the name Redskins.
[00:39:43.485 --> 00:39:44.846]  So, here's what they say.
[00:39:44.886 --> 00:39:48.910]  Do chance of death to America offend him less than hail to the Redskins?
[00:39:48.950 --> 00:39:52.413]  And they point out that a former Redskin linebacker, London Fletcher,
[00:39:53.373 --> 00:39:57.794]  Tell Breitbart Sports that the nickname had served as a great source of pride to them.
[00:39:57.854 --> 00:40:00.455]  He said it meant strength, honor, history, and tradition.
[00:40:00.675 --> 00:40:08.897]  And they also point out that on the inaugural Redskins team in 1933, four players and the head coach were Native Americans.
[00:40:09.437 --> 00:40:13.938]  And I've seen the same type of thing happen in Florida with the Florida State Seminoles.
[00:40:13.958 --> 00:40:16.599]  There were a lot of people that were upset about that.
[00:40:17.199 --> 00:40:18.500]  Politically correct liberals.
[00:40:18.520 --> 00:40:18.901]  And you know what?
[00:40:19.221 --> 00:40:28.890]  At the time, and I don't remember how this worked out because I don't really follow football, but I know at the time, some people who really were Seminoles said, we feel honored by that.
[00:40:29.090 --> 00:40:30.431]  We don't want the name change.
[00:40:30.471 --> 00:40:33.514]  I don't know what happened to that particular case in Florida State.
[00:40:33.634 --> 00:40:34.535]  I haven't kept up with it.
[00:40:34.955 --> 00:40:37.438]  But just look at the difference that we see with this
[00:40:38.198 --> 00:40:39.219]  We're good to go.
[00:40:48.723 --> 00:40:52.307]  It looks like this was done possibly to provoke.
[00:40:53.348 --> 00:40:56.752]  His father was involved with an Islamophobic organization.
[00:40:56.832 --> 00:40:58.454]  He's made a lot of political statements.
[00:40:59.115 --> 00:41:09.427]  And of course, you have to wonder why Obama has never had a problem with the police going Stasi on the students in schools with any other issue.
[00:41:10.322 --> 00:41:13.885]  Somebody biting a pop-tart in the shape of a gun and getting suspended?
[00:41:13.925 --> 00:41:14.926]  He's got no problem with that.
[00:41:15.446 --> 00:41:16.187]  Look at this story.
[00:41:16.607 --> 00:41:20.870]  Texas teen sent to in-school suspension for having an American flag t-shirt.
[00:41:21.591 --> 00:41:23.512]  Are they going to get an invitation to the White House?
[00:41:23.712 --> 00:41:24.613]  Absolutely not!
[00:41:25.073 --> 00:41:31.138]  But the kid that they can blame this on anti-Muslim feelings gets a ticket to the White House.
[00:41:31.198 --> 00:41:33.720]  But of course, the press says Donald Trump is completely wrong.
[00:41:33.740 --> 00:41:35.882]  There is no war on Christianity.
[00:41:36.102 --> 00:41:38.604]  We are not lifting up Islam in this country.
[00:41:39.608 --> 00:41:41.929]  Look, we understand what's going on.
[00:41:42.629 --> 00:41:45.790]  And that's the key to the popularity of Donald Trump.
[00:41:46.290 --> 00:41:51.972]  He points out the glaringly obvious elephant in the room, and he doesn't back down.
[00:41:52.012 --> 00:41:54.853]  And the question is, why aren't the other candidates doing this?
[00:41:55.013 --> 00:41:58.355]  I cannot understand why we don't see the other candidates doing this.
[00:41:58.435 --> 00:42:04.477]  They are cowered down by this political correctness that is coming from the Democrats, coming from the media.
[00:42:05.715 --> 00:42:15.837]  All this is going on while we're inviting a kid who has a clock, a suitcase clock that looks very much like a suitcase bomb with wires and timers and a lot of electronic stuff.
[00:42:16.058 --> 00:42:24.500]  Why would you put a large clock like that that looks, if you look at the pictures, it looks like the traditional Hollywood suitcase bomb.
[00:42:25.020 --> 00:42:25.940]  Why would he do that?
[00:42:26.894 --> 00:42:33.296]  And then again, as I said, the connections with his father being part of an anti-Islamophobic group.
[00:42:34.196 --> 00:42:35.136]  Very suspicious.
[00:42:35.316 --> 00:42:36.137]  Very suspicious.
[00:42:36.297 --> 00:42:44.279]  And the hypocrisy of the Obama administration in not standing up to any of these other situations in school that are clearly over the top.
[00:42:44.759 --> 00:42:46.279]  That is the smoking gun.
[00:42:46.299 --> 00:42:48.080]  But of course, this reminder...
[00:42:48.920 --> 00:42:52.804]  That if you retweet ISIS, you could go to jail.
[00:42:52.904 --> 00:43:00.811]  And this is coming from a tech publication pointing out that a guy who merely tweeted about ISIS, maybe he's a terrorist, maybe he isn't.
[00:43:00.971 --> 00:43:02.792]  But the speech is the issue.
[00:43:03.273 --> 00:43:10.419]  If they can take a group that they have funded, that they continue to fund, that they created, if they can shut people down for that, they can come after you for anything.
[00:43:10.439 --> 00:43:14.843]  Introducing Secret 12, the new InfoWars Life vitamin B12 formulation.
[00:43:15.063 --> 00:43:20.947]  Secret 12 is a binary of nutrimedical grade, bioavailable, coenzyme forms of B12.
[00:43:21.187 --> 00:43:25.750]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:43:25.971 --> 00:43:29.273]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:43:29.533 --> 00:43:31.114]  No needles, no injections.
[00:43:31.514 --> 00:43:36.638]  Secure your revolutionary Secret 12 formula right now at Infowarslife.com or call 888-253-3139.
[00:43:39.880 --> 00:43:44.083]  Use since before the days of the Roman Empire to support the body's natural systems.
[00:43:44.243 --> 00:43:48.206]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:43:48.406 --> 00:43:53.189]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:43:53.349 --> 00:43:57.872]  Extracted directly from the wild herb and sealed in easy-to-use capsules.
[00:43:57.892 --> 00:44:01.335]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:44:01.495 --> 00:44:04.817]  Now available in our limited first run at Infowarslife.com.
[00:44:04.937 --> 00:44:06.778]  That's Infowarslife.com or call 888-253-3139.
[00:44:09.620 --> 00:44:19.208]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[00:44:19.368 --> 00:44:25.733]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[00:44:25.873 --> 00:44:28.035]  They call it their low-profile platform.
[00:44:28.195 --> 00:44:32.799]  PVX muzzle brakes, proven to help control muzzle rise.
[00:44:32.839 --> 00:44:35.361]  6061 billet material with Type 3 hard coating.
[00:44:35.581 --> 00:44:37.363]  Bolt carrier group for .308 and .556 ARs.
[00:44:39.184 --> 00:44:40.445]  Custom Kydex holsters.
[00:44:40.745 --> 00:44:45.428]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[00:44:45.608 --> 00:44:47.750]  Most competitors material use .060.
[00:44:48.110 --> 00:44:51.272]  Configure yours today at HDfirearms.com.
[00:44:51.512 --> 00:44:53.394]  And my favorite, single stage trigger.
[00:44:53.554 --> 00:44:56.976]  A home run upgrade for your AR-15 and AR-10 platforms.
[00:44:57.196 --> 00:44:59.418]  Find out more at HDfirearms.com today or call 770-485-7015.
[00:44:59.438 --> 00:45:00.598]  That's HDfirearms.com or call 770-485-7015.
[00:45:10.445 --> 00:45:19.449]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:45:19.509 --> 00:45:27.693]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:45:27.913 --> 00:45:32.617]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:45:32.797 --> 00:45:39.522]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:45:39.582 --> 00:45:46.667]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:45:46.747 --> 00:45:53.632]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:45:53.772 --> 00:45:58.133]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:45:58.253 --> 00:46:01.514]  Available in original or with our immune support infusion blend.
[00:46:01.654 --> 00:46:07.775]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:46:07.935 --> 00:46:10.196]  Available at Infowarslife.com.
[00:46:10.516 --> 00:46:11.796]  It's now more clear than ever.
[00:46:11.976 --> 00:46:15.517]  The Globalists have launched a planetary destabilization plan.
[00:46:15.797 --> 00:46:19.399]  Here at the InfoWars operation, we hope and pray that this is not the case.
[00:46:19.679 --> 00:46:23.522]  But the signs of things deteriorating around the world are unmistakable.
[00:46:23.702 --> 00:46:30.346]  For many years, I've been working with MyPatriotSupply, and we have now developed a private label called InfoWars Select.
[00:46:30.486 --> 00:46:35.249]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[00:46:35.489 --> 00:46:43.154]  InfoWars Select is a wide variety of their highest quality packages at the lowest price they have ever offered before.
[00:46:43.354 --> 00:46:45.636]  It's an introductory offer for only two weeks.
[00:46:45.836 --> 00:46:56.903]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[00:46:57.063 --> 00:46:59.224]  Visit InfoWarsSelect.com today.
[00:46:59.364 --> 00:47:02.966]  Watch the informational videos and check out the wide selection for yourselves.
[00:47:03.087 --> 00:47:07.009]  That's InfoWarsSelect.com or InfoWarsStore.com or call 888-253-3139.
[00:47:14.381 --> 00:47:18.484]  You're listening to the Alex Jones Show!
[00:47:23.427 --> 00:47:24.667]  You have the power!
[00:47:24.947 --> 00:47:26.528]  Humanity has the power!
[00:47:26.548 --> 00:47:28.049]  We have the power!
[00:47:28.069 --> 00:47:29.130]  You wanna fight?
[00:47:29.370 --> 00:47:31.491]  You better believe you got one!
[00:47:33.753 --> 00:47:38.236]  Rallying patriots worldwide in defense of human liberty.
[00:47:38.836 --> 00:47:40.277]  It's Alex Jones!
[00:47:44.983 --> 00:47:46.285]  Welcome back to the Alex Jones Show.
[00:47:46.325 --> 00:47:49.669]  I'm David Knight, your host on this Sunday, September 20th, 2015.
[00:47:50.130 --> 00:47:52.413]  Joining me now is Anthony Gucciardi.
[00:47:53.174 --> 00:48:01.724]  In the next hour, we're going to have Alex Jones joining us with a report, something that happened with the TSA as part of his travels, but I'm sure he wants to also
[00:48:02.718 --> 00:48:06.060]  Report it in and thank everyone for their support through the Money Bomb.
