[00:00.000 --> 00:11.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the info war.
[51:08.000 --> 51:14.000]  I believe in the technology of getting artificial immunity.
[51:14.000 --> 51:19.000]  I know it can work and work like magic.
[51:19.000 --> 51:30.000]  I also know about tens of thousands of declassified secret government tests over the years where people were injected with all sorts of deadly pathogens,
[51:30.000 --> 51:33.000]  our military, poor white people, poor black people.
[51:33.000 --> 51:39.000]  There was always somebody that the government controlled, it was compartmentalized groups doing it. Radiation tested on people, you name it.
[51:39.000 --> 51:46.000]  The media has the golden globes saying everybody's getting flu shots and it wasn't even really happening.
[51:46.000 --> 51:59.000]  So, people tend to ignore all that, but the facts are if you read the inserts of any vaccine, it'll tell you it can cause neurological disorders or death, it can cause cancer,
[51:59.000 --> 52:04.000]  and particularly in small children.
[52:04.000 --> 52:13.000]  Everybody knows if an 18 month old toddler got stung by some bees, even one bee, sometimes they have an autoimmune response and die.
[52:13.000 --> 52:20.000]  Well, just the autoimmune response, imagine taking your baby in for well checks and usually by the third round they give them six, seven shots
[52:20.000 --> 52:28.000]  and a lot of times kids don't talk for a few days, they have convulsions or they die. Blood comes out of their nose, I mean you name it.
[52:28.000 --> 52:31.000]  And they admit all that.
[52:31.000 --> 52:37.000]  But then they'll have in the newspaper every year before school starts or whatever, oh it's safe and effective, maybe your arm will get sore.
[52:37.000 --> 52:43.000]  But every day we see people dying from the Gardasil shots or the MMR shots or others.
[52:43.000 --> 52:51.000]  But here was another one that tore my guts out when I read it yesterday and I didn't get to it on air because it's so painful I tend to shy away from this stuff because I have four children.
[52:51.000 --> 53:01.000]  And I can't tell you how many times I've been at a resort, it's always on vacation or at the mall or something, and I see an autistic child, it's almost always a boy,
[53:01.000 --> 53:04.000]  87%, 86% are boys.
[53:04.000 --> 53:10.000]  And I'll say to the family while I'm waiting for my wife to buy shoes or something, oh tell me what happened to your son who's five, six years old.
[53:10.000 --> 53:19.000]  Well, we think it was the shots, he was 18, he didn't wake up for 18 months, he didn't wake up for two days after he got the shots.
[53:19.000 --> 53:23.000]  Or they say, yeah, he had a convulsion right there in the doctor's office.
[53:23.000 --> 53:34.000]  Now the doctors have got to cover their butt and the health department has meetings with them and says, we know this is going to hurt a certain number of people, but overall it's a greater good, so lie to him and say it's not the vaccines.
[53:34.000 --> 53:45.000]  I ran into the head of the Texas vaccine whole operation for the state, had a debate with him on the green belt years ago and he's like, well it's for the greater good, but we do cover it up.
[53:45.000 --> 53:54.000]  And I said, but it's not for the greater good, because it allows these companies to get away with what they're doing and the covert operations of things like Tuskegee and Cold Springs Harbor.
[53:54.000 --> 54:05.000]  Now everybody's talking about the discovery of DNA and how he basically says black people aren't humans and all this stuff.
[54:05.000 --> 54:12.000]  He's a big leftist, Cold Springs Harbor is where they did eugenics, this is where they developed the Tuskegee experiment and all this.
[54:12.000 --> 54:21.000]  Who do you think went and wanted to know how the DNA worked and guess whose father worked with Cold Springs Harbor and ran the secret army operation there?
[54:21.000 --> 54:23.000]  Bill Gates is a daddy.
[54:23.000 --> 54:25.000]  Yeah.
[54:25.000 --> 54:33.000]  So people might want to go research Bill Gates's statements that sound just like Watson's.
[54:33.000 --> 54:38.000]  Oh, but Bill Gates tells you how much he loves the little black children.
[54:38.000 --> 54:44.000]  So former UFC fighter, more than sons who died after vaccine injection.
[54:44.000 --> 54:45.000]  He's spoken out.
[54:45.000 --> 54:46.000]  We've reached out to him.
[54:46.000 --> 54:47.000]  He hadn't gotten back with us.
[54:47.000 --> 54:50.000]  I know he's in a lot of pain, but that's how you're going to save other children.
[54:50.000 --> 54:53.000]  That's what you've got to do for your son.
[54:53.000 --> 54:54.000]  And it's the same story.
[54:54.000 --> 55:02.000]  Take him in 18 month, well checked, give him the shots, goes running, happy, laughing, doesn't talk for a few days, neurological disorder dies.
[55:02.000 --> 55:06.000]  My son should be here, healthy, 20 months old, just don't pass away.
[55:06.000 --> 55:14.000]  UFC fighter Nick Cantone last week mourned his son on the second anniversary of his death following a round of vaccine injections.
[55:14.000 --> 55:17.000]  There's heart-rending little videos of this boy.
[55:17.000 --> 55:19.000]  In fact, I should have told you guys, grab those videos.
[55:19.000 --> 55:20.000]  I'm going to play some of them.
[55:20.000 --> 55:31.000]  In a Facebook post, Cantone recalled how his 20 month old son Nicholas passed away on January 12, 2017,
[55:31.000 --> 55:39.000]  mere days after visiting a pediatrician for a well visit where he received the MMR and flu vaccine.
[55:39.000 --> 55:47.000]  The next day, January 11th, looking back at our pictures, you were sick and not yourself, writes Cantone.
[55:47.000 --> 55:52.000]  Breaks my heart, wish I knew what I know now and we were able to put it all together.
[55:52.000 --> 55:53.000]  I'm so sorry, Nicholas.
[55:53.000 --> 55:59.000]  I just broke down going through these pictures and typing this makes me sick that you are gone.
[55:59.000 --> 56:01.000]  Still can't believe this happened to our family.
[56:01.000 --> 56:04.000]  Worst possible thing in the world.
[56:04.000 --> 56:05.000]  It's so hard.
[56:05.000 --> 56:07.000]  I'll never stop fighting for you.
[56:07.000 --> 56:10.000]  I love you more than you could ever imagine, Nicholas.
[56:10.000 --> 56:12.000]  Heart broken forever without you.
[56:12.000 --> 56:14.000]  I miss you, Nicholas.
[56:14.000 --> 56:15.000]  Good night up in heaven.
[56:15.000 --> 56:22.000]  Photos shared show a lively Nicholas sitting on an examination room table full of smiles.
[56:22.000 --> 56:29.000]  While another presumably after vaccines, the next day, features Nicholas with a vacant stare, apparently suffering neurological trauma.
[56:29.000 --> 56:31.000]  Subsequently, he died days later.
[56:31.000 --> 56:35.000]  And the subsequent postling to an article regarding vaccines and their alleged ties to autism.
[56:35.000 --> 56:38.000]  It's apparent Cantone blamed the vaccines for Sundes.
[56:38.000 --> 56:39.000]  Wake up, people.
[56:39.000 --> 56:40.000]  Don't let this happen to you.
[56:40.000 --> 56:42.000]  Cantone warns his followers.
[56:42.000 --> 56:44.000]  It's disgusting what's going on.
[56:44.000 --> 56:45.000]  So much corruption and lies.
[56:45.000 --> 56:46.000]  All they care about is money.
[56:46.000 --> 56:47.000]  No, it's served.
[56:47.000 --> 56:48.000]  They are targeting boys.
[56:48.000 --> 56:49.000]  It's designed.
[56:49.000 --> 56:50.000]  86% are boys.
[56:50.000 --> 56:51.000]  They are our children.
[56:51.000 --> 56:53.000]  We are talking about makes me sick.
[56:53.000 --> 56:54.000]  My son should be here healthy.
[56:54.000 --> 56:55.000]  20 pounds.
[56:55.000 --> 56:57.000]  Just don't pass away.
[56:57.000 --> 57:03.000]  Nick, the Jersey Devil Cantone was an active USC for 2017, 2014 and maintained a 10 for record.
[57:03.000 --> 57:04.000]  And it goes on.
[57:04.000 --> 57:08.000]  Well, let's save more little boys and little girls.
[57:08.000 --> 57:11.000]  Because, you know, there's somebody in this building whose little girl died after vaccines.
[57:11.000 --> 57:14.000]  It gets girls too, but it's designed to hit boys.
[57:14.000 --> 57:16.000]  And we even have the documents on that.
[57:16.000 --> 57:20.000]  So they got Gillette commercials saying men existing is bad.
[57:20.000 --> 57:22.000]  We are under an attack.
[57:22.000 --> 57:26.000]  The criminals are desperate that Trump, whose son got damaged, but came back from it.
[57:26.000 --> 57:29.000]  Barron may be able to get into all the secret stuff and reverse it.
[57:29.000 --> 57:33.000]  That's why they're fighting like the devil to stop this.
[57:33.000 --> 57:38.000]  And that's why we have to get this article in the video we just did live out to everyone.
[57:38.000 --> 57:40.000]  I'm counting on you.
[57:40.000 --> 57:45.000]  And this little boy spirit is counting on you before they kill and maim and brain damage millions more.
[57:45.000 --> 57:49.000]  Help the children take action now.
[57:49.000 --> 57:51.000]  Defeat the globalist.
[57:51.000 --> 57:53.000]  Hashtag Alex Jones.
[57:53.000 --> 57:54.000]  Defeat the pedophiles.
[57:54.000 --> 57:56.000]  Hashtag Alex Jones.
[57:56.000 --> 58:01.000]  Defeat Alexander Cortez and her mindless idiocy with hashtag Alex Jones.
[58:01.000 --> 58:05.000]  Defeat the censors with hashtag Alex Jones.
[58:05.000 --> 58:14.000]  They've tried to ban us off every platform out there, but we've just gotten stronger because you've taken action with hashtag Alex Jones.
[58:14.000 --> 58:17.000]  I am patient zero in the massive banning.
[58:17.000 --> 58:19.000]  You can override the censors now.
[58:19.000 --> 58:24.000]  And if all of our audience gets involved with hashtag Alex Jones, we are unstoppable together.
[58:24.000 --> 58:28.000]  We've already changed the world together with our laser focus.
[58:28.000 --> 58:34.000]  Do it again with hashtag Alex Jones on Twitter, on Facebook, on Google, on YouTube, everywhere.
[58:34.000 --> 58:38.000]  Call the talk radio, c-span, shout it out loud in public, hashtag Alex Jones.
[58:38.000 --> 58:42.000]  That's the rallying cry to restore the First Amendment.
[58:42.000 --> 58:48.000]  Creativity and the dynamic human spirit that refuses to submit.
[59:12.000 --> 59:28.000]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive and brain health while providing DHA, which has been shown to be essential for your child's brain growth spurts.
[59:28.000 --> 59:38.000]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s, this formula is highly refined to eliminate nearly all heavy metals.
[59:38.000 --> 59:43.000]  If you're looking for a formula to help your child grow, look no further.
[59:43.000 --> 01:00:09.000]  Try Honor Roll from InfowarsLife at InfowarsStore.com.
[01:00:13.000 --> 01:00:21.000]  All right, we have one of the top reporters in the UK, expert on open borders and the whole globalist takeover.
[01:00:21.000 --> 01:00:28.000]  Former head of Breitbart, UK, joining us Raheem Kasam.
[01:00:28.000 --> 01:00:39.000]  Then Dan Lyman joins us from the middle of the Yellow Vest where they've now got loaded guns with live ammo, lead full metal jacket ammo to start shooting and killing the Yellow Vest.
[01:00:39.000 --> 01:00:41.000]  That's total maximum martial law.
[01:00:41.000 --> 01:00:44.000]  That's all coming up next segment.
[01:00:44.000 --> 01:00:50.000]  But whatever you do that last segment about all the kids dying from vaccines and the proof of it, get that video out and save lives.
[01:00:50.000 --> 01:00:54.000]  But here's a breakdown, disturbing deep state takeover rapidly approaching.
[01:00:54.000 --> 01:00:59.000]  Be honest with the public about how we're under UN globalist attack.
[01:00:59.000 --> 01:01:06.000]  They're teaching us that having a nation even existing is evil and is bad.
[01:01:06.000 --> 01:01:15.000]  Shocking. It is. We have a president who calls himself a nationalist, nationalist, a loaded word for a lot of people.
[01:01:15.000 --> 01:01:24.000]  Obama with the NATO cons, with large sections of US intelligence, Defense Department, all of it. This is all public.
[01:01:24.000 --> 01:01:46.000]  Set up a total internet kill switch system that is manned by at least 100,000 people right now with heads up displays on your phone, on your computer, live time and all new devices.
[01:01:46.000 --> 01:01:53.000]  Microsoft, Apple, Google, the idea that Apple says what happens on your phone stays on your phone. That is the biggest joke on the planet.
[01:01:53.000 --> 01:02:04.000]  It's already been beta tested and in three months it rolls out on the new Microsoft everything where they're in your phone live time and they put like the fact checking you see on Google and Facebook and Twitter.
[01:02:04.000 --> 01:02:12.000]  When I had Buzz Aldrin on and they just put a fact check up saying, Jones says no one wants the moon, but it's Wikipedia Britannica says we did.
[01:02:12.000 --> 01:02:14.000]  The damn interview says we want the moon.
[01:02:14.000 --> 01:02:18.000]  Buzz Aldrin, magnificent desolation.
[01:02:18.000 --> 01:02:32.000]  Two people from the planet Earth walking around on that object that humans had gazed up and looked at for all of civilization.
[01:02:32.000 --> 01:02:42.000]  So that was a magnificent testimonial to the progress that this human intelligence species was able to do.
[01:02:42.000 --> 01:02:49.000]  See how that's fake news, lying about me but superimposed. It will not be on the site you go to now that opts in.
[01:02:49.000 --> 01:02:57.000]  It will be over all devices, intelligence agencies including Interpol, the reactivated Stasi in Germany.
[01:02:57.000 --> 01:03:01.000]  Google's moving into the former Stasi headquarters in three months.
[01:03:01.000 --> 01:03:16.000]  Microsoft and then Apple and then Google all of them by the middle of 2019 are implementing live access into your phone where they will see where you're going and what you're doing in live time.
[01:03:16.000 --> 01:03:18.000]  We already know they've been tracking us doing that.
[01:03:18.000 --> 01:03:33.000]  But now they're going to have a consortium of neocon organizations, hardcore Soros backed organizations, specially selected by Obama and Hillary before they left office, groups in every US intelligence agency, all 17.
[01:03:33.000 --> 01:03:42.000]  Coordinating political minders that don't just spy on you, that send live time messages over what you're browsing on the internet.
[01:03:42.000 --> 01:03:50.000]  So it isn't like you go to somewhere on Facebook and there's an Alex Jones video and then it puts up a link from Snopes saying this is fake.
[01:03:50.000 --> 01:03:54.000]  Or from the Southern Property Law Center or from the ADL or from Media Matters.
[01:03:54.000 --> 01:04:00.000]  Literally Soros when you go to a site breaking in and putting it over, it's going to be on your device.
[01:04:00.000 --> 01:04:07.000]  Now we've already seen this happen in Fort Worth where they didn't just delist us off of iTunes six months ago.
[01:04:07.000 --> 01:04:22.000]  We had links just to our own podcast and in the iPhone browser, they blocked you on an iPhone being able through that function on the phone to get to it.
[01:04:22.000 --> 01:04:28.000]  You understand you go buy a phone and the next level is you can't go to infowars.com.
[01:04:28.000 --> 01:04:29.000]  You can't click on it.
[01:04:29.000 --> 01:04:36.000]  You can't listen and they've now got keyword and they've got audio, which is the next level where then they won't even let you listen to my voice.
[01:04:36.000 --> 01:04:38.000]  It's automatically blocked.
[01:04:38.000 --> 01:04:39.000]  Now listen to me carefully.
[01:04:39.000 --> 01:04:40.000]  This is for everybody.
[01:04:40.000 --> 01:04:43.000]  This is going to totally vertically integrate the entire world.
[01:04:43.000 --> 01:04:58.000]  The Wall Street Journal, again a month and a half before we got purged, said when we're done with Jones as the test case, we're going to take everyone off and you will maybe have a thousand channels.
[01:04:58.000 --> 01:05:06.000]  Please, whatever you do realize that we're all getting punched drunk to the censorship and you saw 18 Twitter accounts, they say affiliated with InfoWars.
[01:05:06.000 --> 01:05:08.000]  Yes, some of them are like little side accounts.
[01:05:08.000 --> 01:05:18.000]  They even know we had like InfoWars stores that just showed our products, but they just banned them all yesterday in punishment that I beat a Trump rally and be mobbed by all these folks that loved us.
[01:05:18.000 --> 01:05:23.000]  Your excitement about America, your excitement about this broadcast is what brought the country and the world back from the brick.
[01:05:23.000 --> 01:05:29.000]  But the globalists now want to target where the resistance came from so that we're not pesky in the future.
[01:05:29.000 --> 01:05:32.000]  I want to be troublesome and pesky.
[01:05:32.000 --> 01:05:33.000]  I want to keep going.
[01:05:33.000 --> 01:05:37.000]  I want to make them do the ultimate, not just destroy us financially.
[01:05:37.000 --> 01:05:39.000]  I want to push all the way.
[01:05:39.000 --> 01:05:40.000]  I've committed to do that.
[01:05:40.000 --> 01:05:46.000]  I've prayed for that and I've been told that's going to happen, but you've got to back us and I promise you this.
[01:05:46.000 --> 01:05:47.000]  I will never falter.
[01:05:47.000 --> 01:05:49.000]  I will never waver at the spiritual level.
[01:05:49.000 --> 01:05:50.000]  I physically will.
[01:05:50.000 --> 01:05:58.000]  But I give you my commitment if you financially support us at InfoWarsShore.com to give you my absolute total commitment.
[01:06:21.000 --> 01:06:35.000]  If you look at the model of what's happening in Europe and how the globalist forces have destabilized North Africa, the Middle East, Central Asia,
[01:06:35.000 --> 01:06:46.000]  and how they are now collapsing the borders and funding the Arab Spring and removing moderate Islamic leaders and others and secular leaders
[01:06:46.000 --> 01:06:51.000]  and putting the most rabid groups in, it's clearly a destabilization program.
[01:06:51.000 --> 01:06:58.000]  And then when you read the writings of Peter Sutherland who died last year and others, they say that's the plan.
[01:06:58.000 --> 01:07:07.000]  Why would Macron say last year, we need 200 million Africans in the next 30 years, that the center of France is Africa?
[01:07:07.000 --> 01:07:13.000]  And then the words we hear that even say a nation state exists is a bad thing.
[01:07:13.000 --> 01:07:22.000]  In my view, and in their own statements, it's multinational corporations want a bunch of divided and conquered people, kind of like the British Empire did,
[01:07:22.000 --> 01:07:29.000]  where they could use a few thousand troops and suppress India for hundreds of years using divide and conquer.
[01:07:29.000 --> 01:07:37.000]  But there's so many facets to this as Europe awakens the yellow vests, as you see nationals getting elected in Brazil, other areas.
[01:07:37.000 --> 01:07:49.000]  And you see the accelerating cover-ups of not just Islamic-based groups committing crimes, but other groups like Irish Gypsies and others.
[01:07:49.000 --> 01:07:54.000]  They're allowed to steal people's Winnebago's, their RV's.
[01:07:54.000 --> 01:07:58.000]  I guess in Europe they call them, they had different names for them.
[01:07:58.000 --> 01:08:07.000]  But there's really not anybody out there who's been closer to this from every angle than Harim Qassam.
[01:08:07.000 --> 01:08:14.000]  And he, of course, has done a great job at Breitbart for many, many years as their main editor over there.
[01:08:14.000 --> 01:08:21.000]  And he's a political activist, former editor-in-chief Breitbart London, former chief advisor at UK Independence Party Nigel Farage.
[01:08:21.000 --> 01:08:23.000]  Right now he's in a transition period.
[01:08:23.000 --> 01:08:28.000]  He's the author of the book No Go Zones, How Sharia Law is Coming to a Neighborhood Near You.
[01:08:28.000 --> 01:08:32.000]  Now remember, just a few years ago they'd laugh at Raheem when he said that in the news.
[01:08:32.000 --> 01:08:34.000]  He'd go on BBC and they'd say it doesn't exist.
[01:08:34.000 --> 01:08:38.000]  Now it's all over Swedish news, German news, Dutch news.
[01:08:38.000 --> 01:08:43.000]  There's whole area, huge areas you can't even go into where plumbers won't even go.
[01:08:43.000 --> 01:08:46.000]  So thank you for joining us for most of the hour.
[01:08:46.000 --> 01:08:52.000]  And I think the best place to start here is to just let you get your legs, because I've seen you on TV, they always try to interrupt you.
[01:08:52.000 --> 01:08:56.000]  To talk about your awakening, your background, and then how you got involved in politics.
[01:08:56.000 --> 01:09:00.000]  And now everything you warned of is okay, yesterday's news.
[01:09:00.000 --> 01:09:03.000]  So tell us what's coming next. Thanks for joining us.
[01:09:03.000 --> 01:09:04.000]  Well, thanks for having me, Alex.
[01:09:04.000 --> 01:09:05.000]  No, I appreciate it.
[01:09:05.000 --> 01:09:13.000]  The situation that we have at the moment in the United Kingdom, as you probably know, is that in the next hour or so we have this vote on Brexit.
[01:09:13.000 --> 01:09:15.000]  And I'm following that very closely.
[01:09:15.000 --> 01:09:18.000]  You mentioned me being in a transition period.
[01:09:18.000 --> 01:09:26.000]  You know, I've worked for the last six or seven years between the UK Independence Party, Nigel Farage, Breitbart, London, so on and so forth.
[01:09:26.000 --> 01:09:34.000]  And we really had our fingers on all these pulses for some time, whether it was mass migration, radical Islam, the spread of globalism, et cetera, et cetera.
[01:09:34.000 --> 01:09:41.000]  And your introduction there resonated with me because 2016 was a real shock to the system for these guys.
[01:09:41.000 --> 01:09:51.000]  And they're now going, instead of saying, okay, well, we've realized that people don't like this and the anti-globalist politicians are becoming elected all over the world,
[01:09:51.000 --> 01:09:55.000]  whether it's Brazil or Hungary or the Czech Republic or India, so on and so forth.
[01:09:55.000 --> 01:09:56.000]  Instead, they're doubling down.
[01:09:56.000 --> 01:10:05.000]  And as they're going to do to your web browsers and so on and so forth, their solution to this is to try and put the toothpaste back in the tube.
[01:10:05.000 --> 01:10:11.000]  Is to say the internet has awakened too many people and we've got to now stop that process.
[01:10:11.000 --> 01:10:21.000]  Now, for me, you talk about the transition period where I am right now is trying to build a couple of different institutions, news media organizations,
[01:10:21.000 --> 01:10:30.000]  and almost like a think tank sort of organization that looks at how this stuff is taking place, what mechanisms they use, whether it's infrastructure,
[01:10:30.000 --> 01:10:42.000]  whether it's like Visa, Mastercard, that kind of infrastructure, the financial underpinnings to the way that the globalists entirely manage the system.
[01:10:42.000 --> 01:10:45.000]  So that's what I'm doing in 2019.
[01:10:45.000 --> 01:10:55.000]  The reason for that is because I don't mean to be mean about this, but when you hear the sort of mainstream conservative commentators throw their hands up and say,
[01:10:55.000 --> 01:11:06.000]  well, you know, they're private companies, Microsoft are private companies, so it can put whatever it wants on your laptop and stop you reading whatever they want you to stop reading.
[01:11:06.000 --> 01:11:11.000]  That's up to them and it's up to us as consumers to buy something else.
[01:11:11.000 --> 01:11:23.000]  The problem is at every level, whether it's in your face on your browser or whether it's the financial payment system or whether even it's the energy infrastructure that's the underpinning of all of that,
[01:11:23.000 --> 01:11:30.000]  they'll take down all of those things step by step to make sure that we don't get our hands on the real news and so on and so forth.
[01:11:30.000 --> 01:11:33.000]  So that's the sort of thing we're working on at the moment.
[01:11:33.000 --> 01:11:42.000]  The reason that Brexit and the next hour is so important to that, as I mentioned at the beginning, is because Theresa May herself, the Prime Minister in the United Kingdom,
[01:11:42.000 --> 01:11:51.000]  is trying to put the toothpaste back in the tube of the largest ever democratic mandate that we've seen in the United Kingdom on the 23rd of June, 2016.
[01:11:51.000 --> 01:12:00.000]  Her proposition that we have this sort of semi or associate EU membership looks like it's going to lose a House of Commons vote,
[01:12:00.000 --> 01:12:10.000]  and therefore naturally the thing to do is would be to proceed with a no deal scenario, which is that we just revert to World Trade Organization rules with the European Union,
[01:12:10.000 --> 01:12:19.000]  our trade deals with the European Union, but that's not even good enough for the globalists to have a globalist entity like the WTO isn't good enough for the globalists.
[01:12:19.000 --> 01:12:23.000]  They can't afford for the European Union to be destabilized.
[01:12:23.000 --> 01:12:30.000]  Well, sure. Now they want an EU army to stop Italy from stopping Soros-funded votes bringing in thousands a day, as you were saying.
[01:12:30.000 --> 01:12:35.000]  And I should have introduced that up front. You're there in London. Perfect report on Theresa May facing a no confidence vote.
[01:12:35.000 --> 01:12:41.000]  I mean, I was getting into the big picture, but that is pretty big picture and happening now. History right now.
[01:12:41.000 --> 01:12:49.000]  I mean, at least there's going to be a vote there. Then we'll talk about why is France so paralyzed to not obviously remove Macron?
[01:12:49.000 --> 01:12:56.000]  Yeah, that's absolutely right. And you're seeing also not just with France and Macron, but the Yellow Vest protesters in the United Kingdom,
[01:12:56.000 --> 01:13:02.000]  which actually hasn't been picked up as much as the French protesters, primarily because they're smaller protests.
[01:13:02.000 --> 01:13:09.000]  But actually we have now political dissidents in the United Kingdom, people who are being locked up for protesting in favor of Brexit.
[01:13:09.000 --> 01:13:17.000]  That just happened this past week. You know, an activist by the name of James Goddard has actually been given bail conditions in the United Kingdom,
[01:13:17.000 --> 01:13:24.000]  where he's no longer allowed to enter London because he was found to be protesting too vigorously in the cause of Brexit.
[01:13:24.000 --> 01:13:30.000]  Well, that's the real kicker. As you can have radical Islamic preachers preaching murder, the police blow things up and they're protected.
[01:13:30.000 --> 01:13:37.000]  But then Michael Savage can't fly into the UK and there's been discussions of banning me and then people inside the UK,
[01:13:37.000 --> 01:13:42.000]  they're talking about not letting them leave the country extrajudicially or not let them travel around.
[01:13:42.000 --> 01:13:50.000]  I mean, this is real Nazi Germany type stuff. I mean, that's what Nazis did was give you an ID for folks that don't know that said where you could go.
[01:13:50.000 --> 01:13:58.000]  Yeah, where are your papers? Exactly. And that became, you know, somewhat of a joke amongst Western nations post Second World War.
[01:13:58.000 --> 01:14:01.000]  But it seems like the lessons haven't been learned.
[01:14:01.000 --> 01:14:09.000]  Britain, I'm afraid, as a Brit, I get very heavy hearted when I say this, but has effectively turned into a police state now.
[01:14:09.000 --> 01:14:16.000]  And it's a police state only for political dissidents. You know, if you're if you're a machete wielding Islamist nutcase,
[01:14:16.000 --> 01:14:22.000]  the hammer doesn't come down as hard on you. I mean, you may get a few months' jail time, but you're not getting what these political activists are getting.
[01:14:22.000 --> 01:14:27.000]  I mean, if they could have, they would have kept Tommy Robinson in prison for 10 years.
[01:14:27.000 --> 01:14:35.000]  It just so happened that we marched 20,000 patriots down Whitehall several times over the summer that actually scared these people into realizing that we weren't messing around anymore.
[01:14:35.000 --> 01:14:45.000]  But I'll tell you something else. If after this evening's vote, which Theresa May will lose, she opts to go down another route, keeping us tied somehow to the European Union.
[01:14:45.000 --> 01:14:54.000]  You're going to see 40,000 or 60,000 or 100,000 patriots marching down Whitehall demanding a real change.
[01:14:54.000 --> 01:14:58.000]  Man, we've got to get you on more often. It's been really hard to get you on. I know you're a busy guy, but we would love to have you on.
[01:14:58.000 --> 01:15:08.000]  We would love to. We're trying to like work with Paul Watson and other reporters to go out just independently and cover this stuff because the public is hungry for this.
[01:15:08.000 --> 01:15:16.000]  And Tommy and others are arrested for exposing child grooming pedophile gangs that he exposed 12 years ago.
[01:15:16.000 --> 01:15:26.000]  I was to cover it and then I get demonized and lied about and he platformed people like, well, and then now it's everybody. I mean, it's just everyone I know is being censored.
[01:15:26.000 --> 01:15:32.000]  Everybody I know on every platform, people are, I think there's going to be a backlash to it.
[01:15:32.000 --> 01:15:47.000]  Yeah. And when I interviewed James Goddard last week after he was first kicked around by the police in Westminster, they took down my Facebook account within 10 seconds of me announcing that I was about to interview him.
[01:15:47.000 --> 01:15:57.000]  Incredible. Stay right there. That's right. They tell you, if you talk to an unperson person, you become unperson. That's the tyranny chain reaction. Raheem Kasam, stay with us.
[01:15:57.000 --> 01:16:06.000]  The United States of Empire is a book that claims the United States is the empire of the world. George Washington had warned us against foreign wars.
[01:16:06.000 --> 01:16:12.000]  The United States of Empire shows that World Wars One and Two left England broken.
[01:16:12.000 --> 01:16:21.000]  Its former colony, the U.S., had to save the empire. Was there ever a vote? Who do we fight for? The deep state began with World War One.
[01:16:21.000 --> 01:16:27.000]  The United States of Empire by James Dunn, available at Amazon Books.
[01:16:52.000 --> 01:17:06.000]  Hi, I'm Dan Pilla. I started fighting the IRS over 40 years ago when they tried to seize my mother's house. I sued the IRS in one. I beat the IRS then and I've been beating them ever since.
[01:17:06.000 --> 01:17:13.000]  I wrote the book on tax debt settlement and I've helped thousands of people deal with tax problems they thought might never be solved. I can help you too.
[01:17:13.000 --> 01:17:26.000]  If you owe taxes you can't pay, don't wait another day. There's no such thing as a hopeless tax case. Call 800-34-NO-TAX or go to my website, danpilla.com, that's danpilla.com, danpilla.com.
[01:17:43.000 --> 01:17:54.000]  Or our home defense combos. These five round packs include different heavy hitters to protect your loved ones. Visit wolfhillamo.com to see our great prices on these combo packs and other specialty shotgun ammo rounds.
[01:17:54.000 --> 01:18:14.000]  Wolfhillamo.com.
[01:18:25.000 --> 01:18:40.000]  And understand how real this fight is and why we've been made the main target. And if you financially support us and if you spread the word about our articles and videos, m4wars.com, we won't just continue to stand up against these brutal scumbags, we'll win.
[01:18:40.000 --> 01:18:54.000]  We have huge sales at m4wars.com right now. And we're still able to operate the shopping cart and get stuff shipped out to you, despite the fact we're trying to block our commerce and you're right to the market. But if you don't stand up and support us financially, Sorrelson Glovels may win.
[01:18:54.000 --> 01:19:11.000]  This is m4wars.com, we're your support, I'm counting on you.
[01:19:24.000 --> 01:19:29.000]  Which helps you digest food, absorb nutrients, and even support your immune system.
[01:19:29.000 --> 01:19:51.000]  m4wars.com.
[01:19:51.000 --> 01:20:01.000]  m4wars.com.
[01:20:01.000 --> 01:20:26.000]  You're listening to the Alex Jones show.
[01:20:26.000 --> 01:20:40.000]  Machine Qassam, as I told you, is probably the most articulate, smartest guy on the globalist Islamic funded invasion, but also just on the corruption in Europe and what's happening.
[01:20:40.000 --> 01:20:49.000]  And everybody who's known about my show for a long time knows that I know about geopolitics and I've said a lot of different angles and I'm more of a libertarian.
[01:20:49.000 --> 01:20:59.000]  But I was against the wars in the Middle East because I saw us taking out regimes that were not the bad ones. I mean, that was part of an older Eisenhower plan to put pro-western people in.
[01:20:59.000 --> 01:21:05.000]  And it took, you know, 19 years after Eisenhower left, but we put Saddam Hussein in.
[01:21:05.000 --> 01:21:19.000]  And they modernized women in college, taken the veils off, and Playboy magazine being sold the stores. I'm not saying that's even a good thing. I'm a Christian, but that's people's freedom. And then he got set up later by Neocons and taken down.
[01:21:19.000 --> 01:21:30.000]  He attacked Iran like he was told to. That was part of an older US policy, running into a new US policy. So I have leftist guilt, not as a leftist, I get the guilt of bombing people and murdering them.
[01:21:30.000 --> 01:21:48.000]  I don't blame our military. They were ordered in there. Plus, there are radicals in there. But then that creates the dialectic of the cosmology now of funding an era of spring to put the very worst people in, overthrow our allies, and then have the left and corporate media and everybody promote the most virulent forms of Islam.
[01:21:48.000 --> 01:21:56.000]  I mean, if there were Christian groups, you know, running around, throwing people off buildings and slaughtering folks and blowing things up, I'd say that needs to be reformed.
