[00:00:01.000 --> 00:00:16.000]  Intro
[00:57:55.090 --> 00:57:56.090]  for more than three years?
[00:57:56.090 --> 00:57:57.530]  And the answer is simple.
[00:57:57.530 --> 00:58:00.430]  We only bring you the highest quality at the lowest prices.
[00:58:00.430 --> 00:58:04.610]  We had a top maker, top certified of probiotics for more than seven years.
[00:58:04.610 --> 00:58:09.290]  They got bought by a libtard company and said, we're not doing business with you Mr. Jones
[00:58:09.290 --> 00:58:10.290]  anymore.
[00:58:10.290 --> 00:58:15.650]  Finally, we've got a probiotic just as good or better with a top lab that loves our show
[00:58:15.650 --> 00:58:20.290]  and we're able to private label it under InfoWars MD as our probiotic formula.
[00:58:20.290 --> 00:58:26.050]  So you can get a super high quality probiotic for amazing gut health and more at InfoWarsStore.com
[00:58:26.050 --> 00:58:27.810]  for 25% off right now.
[00:58:27.810 --> 00:58:30.890]  Now wherever you get your probiotics is something everybody should be doing, but I'm asking
[00:58:30.890 --> 00:58:31.890]  you to try our probiotic.
[00:58:31.890 --> 00:58:35.570]  I think you're going to have an amazing effect and it funds our entire operation.
[00:58:35.570 --> 00:58:39.770]  So get your InfoWars MD probiotic today at InfoWarsStore.com.
[00:58:39.770 --> 00:58:42.170]  It's a high quality formula and it keeps us on the air.
[00:58:42.170 --> 00:58:44.450]  Take action now at InfoWarsStore.com.
[00:58:45.650 --> 00:58:55.010]  TurboForce is back, sold out for eight months and it's TurboForce Plus.
[00:58:55.010 --> 00:58:57.150]  We made it even stronger.
[00:58:57.150 --> 00:59:02.730]  The strongest long-term energy you're going to find anywhere, TurboForce is back in stock
[00:59:02.730 --> 00:59:07.810]  at InfoWarsStore.com or 888-253-3139.
[00:59:07.810 --> 00:59:14.250]  It's not just wide spectrum natural herbs that time release over 10 hours.
[00:59:14.250 --> 00:59:15.970]  It can be called 10-hour energy.
[00:59:15.970 --> 00:59:21.410]  It has a bunch of vitamins and minerals and a bunch of other key things and amino acids
[00:59:21.410 --> 00:59:26.650]  that turbocharge everything and are good for your heart, your brain, your liver, you name
[00:59:26.650 --> 00:59:27.650]  it.
[00:59:27.650 --> 00:59:31.370]  It is the super fuel.
[00:59:31.370 --> 00:59:32.810]  RainForce Plus is great.
[00:59:32.810 --> 00:59:33.810]  RainForce Ultra is great.
[00:59:33.810 --> 00:59:34.810]  They're two different nootropics.
[00:59:34.810 --> 00:59:38.330]  They go good with this, but this is the King Kong.
[00:59:38.330 --> 00:59:39.930]  This is the boss.
[00:59:39.930 --> 00:59:43.530]  TurboForce back in stock, discounted, InfoWarsStore.com.
[00:59:43.530 --> 00:59:46.810]  More power, more strength, more energy.
[00:59:59.740 --> 01:00:02.839]  Eeny, meeny, miny, moe
[01:00:18.220 --> 01:00:20.140]  Deep down in Louisana, close to New Orleans
[01:00:20.520 --> 01:00:23.439]  Way back up in the woods among the evergreens
[01:00:24.479 --> 01:00:26.740]  There stood a log cabin made of earth and wood
[01:00:26.740 --> 01:00:29.580]  ♪ Where lived a country boy named Johnny B. Goode
[01:00:29.580 --> 01:00:32.040]  ♪ Who never ever learned to read or write so well
[01:00:32.040 --> 01:00:34.839]  ♪ But he could play a guitar just like a ring and a bell
[01:00:34.839 --> 01:00:36.680]  ♪ Go, go
[01:00:36.680 --> 01:00:39.520]  ♪ Go, Johnny, go, go
[01:00:39.520 --> 01:00:42.379]  ♪ Go, Johnny, go, go
[01:00:42.379 --> 01:00:45.220]  ♪ Go, Johnny, go, go
[01:00:45.220 --> 01:00:48.899]  ♪ Go, Johnny, go, go
[01:00:48.899 --> 01:00:51.959]  ♪ Johnny B. Goode
[01:00:51.959 --> 01:00:55.140]  ♪ He used to carry his guitar in a gunny sack
[01:00:55.140 --> 01:00:57.540]  ♪ Go sit beneath the tree by the railroad track
[01:00:57.540 --> 01:01:00.839]  ♪ Bowlin' and everything, sippin' in the shade
[01:01:00.839 --> 01:01:05.319]  ♪ Strummin' with the rhythm at the top of your head
[01:01:05.319 --> 01:01:07.620]  The PSYOP, behind the projection
[01:01:07.620 --> 01:01:10.419]  pushing America into fragmentation,
[01:01:10.419 --> 01:01:13.680]  is deliberate and financially backed by billionaires
[01:01:13.680 --> 01:01:16.620]  and managed by our own intelligence agencies.
[01:01:16.620 --> 01:01:20.720]  Meet Serge Varlin, a recruiter at BlackRock.
[01:01:20.720 --> 01:01:23.759]  All of these financial institutions, they buy politicians.
[01:01:23.759 --> 01:01:27.020]  You can take this big f*** ton of money
[01:01:27.020 --> 01:01:28.959]  and then you can start to buy people.
[01:01:28.959 --> 01:01:32.459]  Let me tell you, it's not their who's the president next.
[01:01:32.459 --> 01:01:35.060]  It's who's controlling the wallet.
[01:01:35.060 --> 01:01:37.500]  It's who's sponsoring it.
[01:01:37.500 --> 01:01:39.100]  Then who's on it?
[01:01:39.100 --> 01:01:42.040]  The hedge funds, BlackRock, the banks.
[01:01:42.040 --> 01:01:44.000]  These guys are on it.
[01:01:44.000 --> 01:01:46.000]  Thing was an op, Mr. Durham.
[01:01:46.000 --> 01:01:48.580]  This wasn't like a bumbling, fumbling FBI
[01:01:48.580 --> 01:01:50.479]  that like couldn't get FISA straight.
[01:01:50.479 --> 01:01:51.839]  They ran an op.
[01:01:51.859 --> 01:01:54.160]  So who put Mifsud in play?
[01:01:54.160 --> 01:01:55.899]  You don't know, do you?
[01:01:55.899 --> 01:01:56.740]  I do not know that.
[01:01:56.740 --> 01:01:57.560]  I can't give the answer.
[01:01:57.560 --> 01:01:59.759]  For years, you had years to find out the answer
[01:01:59.759 --> 01:02:03.000]  to what Mr. Jordan said was the seminal question
[01:02:03.000 --> 01:02:04.100]  and you don't have it.
[01:02:04.100 --> 01:02:06.279]  The media fuels the projection.
[01:02:06.279 --> 01:02:08.779]  If you are watching Fox News, I've said this before,
[01:02:08.779 --> 01:02:10.020]  if you're watching Fox News
[01:02:10.020 --> 01:02:15.020]  or following some right-wing radio host
[01:02:16.140 --> 01:02:20.600]  or getting Facebook feeds within that bubble,
[01:02:20.600 --> 01:02:22.779]  your reality is different than if you read
[01:02:22.779 --> 01:02:26.040]  the New York Times or watch your program.
[01:02:26.040 --> 01:02:29.299]  Not just during election time,
[01:02:29.299 --> 01:02:33.020]  but just this constant demonization of the other side,
[01:02:33.020 --> 01:02:35.220]  making people fearful of each other.
[01:02:35.220 --> 01:02:36.419]  You're not helping me.
[01:02:36.419 --> 01:02:38.580]  You are scaring my kids.
[01:02:38.580 --> 01:02:41.020]  You are making them feel like they don't deserve
[01:02:41.020 --> 01:02:43.220]  to be here and that they don't deserve to live.
[01:02:43.220 --> 01:02:45.939]  This is on your hands.
[01:02:45.939 --> 01:02:49.620]  Democrats practically legislate that projection.
[01:02:49.680 --> 01:02:52.720]  Racism is a national security threat.
[01:02:52.720 --> 01:02:55.240]  Racism is a national security threat.
[01:02:55.240 --> 01:02:57.120]  Racism is a national security threat.
[01:02:57.120 --> 01:02:59.560]  Institutional racism does exist
[01:02:59.560 --> 01:03:02.160]  and until we accept that, we will not finish our job.
[01:03:02.160 --> 01:03:05.439]  We will not elect a chief bigot
[01:03:05.439 --> 01:03:07.160]  of the United States of America.
[01:03:07.160 --> 01:03:12.160]  Our system is such that it then allows Americans,
[01:03:12.720 --> 01:03:15.839]  people, to act in instances in a racist manner.
[01:03:15.859 --> 01:03:19.580]  I remember after 9-11 when we all worked together
[01:03:19.580 --> 01:03:23.060]  to ensure the protection of the American people
[01:03:23.060 --> 01:03:27.299]  through the Patriot Act and dealing with the FISA courts.
[01:03:27.299 --> 01:03:30.859]  We worked together because truth is important.
[01:03:30.859 --> 01:03:32.220]  But Sheila Jackson would like to go
[01:03:32.220 --> 01:03:33.859]  a lot further than that.
[01:03:33.859 --> 01:03:35.819]  Lee has just introduced a bill called
[01:03:35.819 --> 01:03:40.339]  the Leading Against White Supremacy Act of 2023.
[01:03:40.339 --> 01:03:43.459]  Now, it's not an exaggeration to say this single bill
[01:03:43.479 --> 01:03:47.120]  would do more to criminalize speech,
[01:03:47.120 --> 01:03:49.600]  previously constitutionally guaranteed speech,
[01:03:49.600 --> 01:03:51.399]  than any other piece of legislation
[01:03:51.399 --> 01:03:55.600]  that has been proposed in the entire history of this country.
[01:03:55.600 --> 01:03:56.919]  That's not an overstatement at all
[01:03:56.919 --> 01:03:59.160]  and to prove it, we're gonna read directly from the bill.
[01:03:59.160 --> 01:04:00.560]  Here it is, quote,
[01:04:00.560 --> 01:04:04.939]  a conspiracy to engage in white supremacy-inspired hate crime
[01:04:04.939 --> 01:04:08.040]  shall be determined to exist between two or more persons,
[01:04:08.040 --> 01:04:10.399]  at least one of whom published material
[01:04:10.419 --> 01:04:14.459]  advancing white supremacy, white supremacist ideology,
[01:04:14.459 --> 01:04:15.299]  antagonism-based-
[01:04:15.299 --> 01:04:17.060]  And then, of course, anything you say
[01:04:17.060 --> 01:04:19.060]  that is against Democrat Party politics,
[01:04:19.060 --> 01:04:20.299]  they call white supremacy.
[01:04:20.299 --> 01:04:22.339]  This is the straw man,
[01:04:22.339 --> 01:04:24.819]  this is the straw man phenomenon of the Democrat Party
[01:04:24.819 --> 01:04:26.180]  that we've been warning about for years.
[01:04:26.180 --> 01:04:27.939]  That special report from John Bowne
[01:04:27.939 --> 01:04:31.620]  can be found at band.video.
[01:04:31.620 --> 01:04:33.100]  But it's funny, even in this special report,
[01:04:33.100 --> 01:04:34.859]  we're just supposed to breeze over the fact
[01:04:34.859 --> 01:04:36.859]  that BlackRock got exposed
[01:04:36.859 --> 01:04:39.859]  as literally buying our politicians,
[01:04:39.919 --> 01:04:41.759]  buying our government.
[01:04:45.399 --> 01:04:47.399]  Jeez, but then he's just like,
[01:04:47.399 --> 01:04:49.799]  oh, if you disagree with a Democrat,
[01:04:49.799 --> 01:04:51.839]  if you disagree with a liberal, you're a white supremacist.
[01:04:51.839 --> 01:04:53.759]  And now we've made being a white supremacist
[01:04:53.759 --> 01:04:54.680]  the number one hate crime.
[01:04:54.680 --> 01:04:56.399]  And so anyone that disagrees with a Democrat
[01:04:56.399 --> 01:04:57.240]  as a white supremacist,
[01:04:57.240 --> 01:04:59.040]  well, that's how they're gonna conquer you.
[01:05:00.120 --> 01:05:03.939]  Two amazing nootropics, that means brain power,
[01:05:03.939 --> 01:05:06.479]  are back in stock at InfoWarsTore.com
[01:05:06.479 --> 01:05:09.000]  and they're both 50% off.
[01:05:09.000 --> 01:05:13.220]  We haven't offered these for 50% off since last Christmas.
[01:05:13.220 --> 01:05:15.060]  These are amazing products.
[01:05:15.060 --> 01:05:17.259]  And for those of you on the fence, I want you to try them.
[01:05:17.259 --> 01:05:19.500]  BrainForce Ultra hits in 15 minutes,
[01:05:19.500 --> 01:05:21.939]  only lasts three hours with no hangover.
[01:05:21.939 --> 01:05:23.339]  It is a game changer.
[01:05:23.339 --> 01:05:24.939]  Nobody's got something close to this.
[01:05:24.939 --> 01:05:28.899]  Then our BrainForce Plus is a good, basic, clean nootropic,
[01:05:28.899 --> 01:05:31.180]  gives you four to six hours of amazing energy,
[01:05:31.180 --> 01:05:33.740]  again, with no hangover, no jitters.
[01:05:33.740 --> 01:05:37.740]  Both products back in stock, InfoWarsTore.com for 50% off
[01:05:37.740 --> 01:05:39.560]  and it funds the InfoWars.
[01:05:39.560 --> 01:05:42.200]  So get your BrainForce Ultra, your BrainForce Plus,
[01:05:42.200 --> 01:05:46.000]  and your TurboForce, all exclusively at InfoWarsTore.com
[01:05:46.000 --> 01:05:47.359]  and know you're funding
[01:05:47.359 --> 01:05:51.640]  the second American Revolution, 1776 worldwide.
[01:05:51.640 --> 01:05:54.960]  The answer to 1984 is 1776.
[01:05:54.960 --> 01:05:57.620]  And the answer for energy is BrainForce.
[01:05:58.620 --> 01:06:02.620]  You are listening to an InfoWars.com Frontline Report.
[01:06:02.620 --> 01:06:05.120]  If you are receiving this transmission,
[01:06:05.120 --> 01:06:07.120]  you are the resistance.
[01:06:07.120 --> 01:06:10.620]  And now, your host, Owen Troyer.
[01:06:27.620 --> 01:06:46.620]  I'll tell you this, the United States of America does not,
[01:06:46.620 --> 01:06:51.120]  does not stand a snowball's chance in hell
[01:06:51.120 --> 01:06:56.120]  if the Democrats get four more years of the White House.
[01:06:56.120 --> 01:06:59.120]  Forget about it, it's over.
[01:06:59.120 --> 01:07:05.120]  At that point, I think it would be most beneficial.
[01:07:05.120 --> 01:07:10.620]  The advice I would be giving is to just get out of the country.
[01:07:10.620 --> 01:07:12.620]  Because at that point, anybody that disagrees
[01:07:12.620 --> 01:07:14.620]  with the one-party state,
[01:07:14.620 --> 01:07:16.620]  the one-party rule of the Democrat Party,
[01:07:16.620 --> 01:07:19.120]  you're going to be locked up in a gulag.
[01:07:19.120 --> 01:07:21.120]  They're going to completely erase your existence
[01:07:21.120 --> 01:07:27.120]  off of the internet, replace it with a digital prototype of you,
[01:07:27.120 --> 01:07:31.120]  a digital identity theft like they do to me.
[01:07:31.120 --> 01:07:33.120]  And they'll throw you in jail,
[01:07:33.120 --> 01:07:35.120]  they'll take your family from you,
[01:07:35.120 --> 01:07:38.120]  they'll shut down your bank account.
[01:07:38.120 --> 01:07:41.120]  So, that's what happens if the Democrats get in the White House.
[01:07:41.120 --> 01:07:43.120]  And who knows, maybe a Republican would probably do the same thing.
[01:07:43.120 --> 01:07:46.120]  But it looks like at least the Republican voters
[01:07:46.120 --> 01:07:50.120]  understand the issues and aren't going to vote a tyrant into office.
[01:07:50.120 --> 01:07:53.120]  But then again, would any American do that?
[01:07:53.120 --> 01:08:00.120]  Did 85 million vote for Joe Biden, the first go-around?
[01:08:00.120 --> 01:08:04.120]  It's so bad now that you have IRS whistleblowers,
[01:08:04.120 --> 01:08:12.120]  FBI whistleblowers just begging Congress to do anything about this.
[01:08:12.120 --> 01:08:15.120]  And unfortunately, we get very little,
[01:08:15.120 --> 01:08:19.120]  because Mitch McConnell is 0 for this season,
[01:08:19.120 --> 01:08:21.120]  he doesn't have one hit all year.
[01:08:21.120 --> 01:08:24.120]  He doesn't have one hit, I think this is the 176th Congress.
[01:08:24.120 --> 01:08:26.120]  I'm sorry if I'm off there.
[01:08:26.120 --> 01:08:31.120]  So, Mitch McConnell is 0 for in the 176th Congress.
[01:08:31.120 --> 01:08:37.120]  Ronna McDaniel is about as useful as a poopy diaper.
[01:08:37.120 --> 01:08:40.120]  And then there's Kevin McCarthy who's batting below the Mendoza line,
[01:08:40.120 --> 01:08:42.120]  he's batting about 100.
[01:08:42.120 --> 01:08:45.120]  But he does get a hit every once in a while.
[01:08:45.120 --> 01:08:52.120]  And he did have this to say about impeaching Merrick Garland in clip one.
[01:08:52.120 --> 01:08:58.120]  Miranda Devine says that Joe Biden met with his business partners 12 times.
[01:08:58.120 --> 01:09:01.120]  12 different times and 12 different deals perhaps.
[01:09:01.120 --> 01:09:04.120]  So it's called, you know, Rob Walker, who was in on all this stuff,
[01:09:04.120 --> 01:09:07.120]  good friend, he's all over the laptop.
[01:09:07.120 --> 01:09:11.120]  So will this prompt you to do an impeachment inquiry?
[01:09:11.120 --> 01:09:14.120]  Well, you apparently don't follow me on Twitter,
[01:09:14.120 --> 01:09:18.120]  because yesterday I laid out very clearly by July 6th,
[01:09:18.120 --> 01:09:22.120]  because of the allegations from the IRS, because of the whistleblowers,
[01:09:22.120 --> 01:09:28.120]  and the DOJ, Garland, what he is saying and what David Weiss are saying privately
[01:09:28.120 --> 01:09:30.120]  are two different things.
[01:09:30.120 --> 01:09:33.120]  And if it comes true what the IRS whistleblower is saying,
[01:09:33.120 --> 01:09:36.120]  we're going to start impeachment inquiries on the Attorney General.
[01:09:36.120 --> 01:09:42.120]  So that's like a little, he swung and he hit a dribbler down the line
[01:09:42.120 --> 01:09:44.120]  and he might reach first base.
[01:09:44.120 --> 01:09:52.120]  A very, very uninspiring base hit perhaps there from Kevin McCarthy.
[01:09:52.120 --> 01:09:55.120]  You know, it's funny because the crew is making fun of him in my ears,
[01:09:55.120 --> 01:09:58.120]  like, oh, you don't follow my Twitter account.
[01:09:58.120 --> 01:10:01.120]  I actually agree with McCarthy here.
[01:10:01.120 --> 01:10:04.120]  Look, Brian Kilmeade is a pinhead, okay.
[01:10:04.120 --> 01:10:06.120]  I'm sure he's a nice guy.
[01:10:06.120 --> 01:10:10.120]  But let's just say he's not the brightest, okay.
[01:10:10.120 --> 01:10:16.120]  His IQ is about the size of the space in between his beady little eyes.
[01:10:16.120 --> 01:10:18.120]  I'm sure he's a nice guy, though.
[01:10:18.120 --> 01:10:23.120]  But just too many times he's said and done things on air, I'm just like, wow.
[01:10:23.120 --> 01:10:25.120]  I guess you're on air because you're a yes man.
[01:10:25.120 --> 01:10:29.120]  But nonetheless, I have no beef with Brian Kilmeade.
[01:10:29.120 --> 01:10:31.120]  But I actually think McCarthy is right.
[01:10:31.120 --> 01:10:33.120]  It's like you have the house speaker on.
[01:10:33.120 --> 01:10:35.120]  You're supposed to be prepared for the interview.
[01:10:35.120 --> 01:10:40.120]  You might want to know what he said about the subject material before asking him
[01:10:40.120 --> 01:10:42.120]  so that he could phrase the question better.
[01:10:42.120 --> 01:10:47.120]  So I'm actually okay with that little snide remark from McCarthy there.
[01:10:47.120 --> 01:10:50.120]  You know, maybe it shows he's got a sharper side.
[01:10:50.120 --> 01:10:54.120]  But then again, he swings and he hits a little dribbler down the line.
[01:10:54.120 --> 01:10:59.120]  Kevin, you have no strategy here.
[01:10:59.120 --> 01:11:00.120]  That's your answer.
[01:11:00.120 --> 01:11:02.120]  Your answer is you have no strategy.
[01:11:02.120 --> 01:11:05.120]  It's clear at this point you have no strategy.
[01:11:05.120 --> 01:11:10.120]  You've been the speaker of the house for a year.
[01:11:10.120 --> 01:11:13.120]  You have at least a dozen.
[01:11:13.120 --> 01:11:16.120]  Who knows how many FBI whistleblowers there are?
[01:11:16.120 --> 01:11:18.120]  But there's at least a dozen.
[01:11:18.120 --> 01:11:22.120]  There's about eight that have gone public that we know of.
[01:11:22.120 --> 01:11:25.120]  Now you've got a handful of them from the IRS.
[01:11:25.120 --> 01:11:28.120]  And Kevin McCarthy says, well, if it's true,
[01:11:28.120 --> 01:11:34.120]  then we'll consider an inquiry into investigation of impeachment.
[01:11:34.120 --> 01:11:36.120]  Where's your strategy, Kevin?
[01:11:36.190 --> 01:11:46.910]  It just shows that he's so hesitant at the switch, you know, eventually you put somebody
[01:11:46.910 --> 01:11:47.910]  new on the switch.
[01:11:47.910 --> 01:11:50.870]  It's like, hey, you're at the switch.
[01:11:50.870 --> 01:11:53.870]  And when we say go, you pull that switch.
[01:11:53.870 --> 01:11:55.349]  Okay, go.
[01:11:55.349 --> 01:11:56.349]  I don't know.
[01:11:56.349 --> 01:11:57.349]  Go.
[01:11:57.349 --> 01:11:58.349]  I'm not so sure.
[01:11:58.349 --> 01:11:59.349]  Go.
[01:11:59.349 --> 01:12:00.349]  I'll think about it.
[01:12:00.349 --> 01:12:01.349]  All right.
[01:12:01.349 --> 01:12:03.429]  Does somebody want to get on the switch?
[01:12:03.429 --> 01:12:05.110]  We've got McCarthy on the switch.
[01:12:05.110 --> 01:12:06.269]  He's asleep at the switch.
[01:12:06.269 --> 01:12:07.509]  He can't make up his mind.
[01:12:07.509 --> 01:12:08.509]  Anybody else?
[01:12:08.509 --> 01:12:11.349]  But no, he fought.
[01:12:11.349 --> 01:12:13.950]  Kevin McCarthy fought to be Speaker of the House.
[01:12:13.950 --> 01:12:15.710]  And now what is he doing with it?
[01:12:15.710 --> 01:12:17.750]  As far as I can tell, nothing.
[01:12:17.750 --> 01:12:18.990]  He's still thinking about it.
[01:12:18.990 --> 01:12:23.629]  He has no plan.
[01:12:23.629 --> 01:12:27.589]  McCarthy threatens Merrick Garland with impeachment inquiry.
[01:12:27.589 --> 01:12:32.710]  Yeah, that's like threatening Merrick Garland with a tickle fight.
[01:12:32.710 --> 01:12:34.230]  I'm going to tickle you, Merrick.
[01:12:34.349 --> 01:12:39.150]  We're going to give you a little tickle fest.
[01:12:39.150 --> 01:12:40.389]  Where is the strategy?
[01:12:40.389 --> 01:12:46.669]  Now again, I don't know who the FBI whistleblowers are all in contact with.
[01:12:46.669 --> 01:12:49.750]  I don't know who all the IRS whistleblowers are in contact with.
[01:12:49.750 --> 01:12:52.389]  I don't know how willing they are to go public.
[01:12:52.389 --> 01:12:53.950]  I don't have these answers.
[01:12:53.950 --> 01:12:56.389]  Kevin McCarthy should.
[01:12:56.389 --> 01:13:00.190]  And he should be sharing them with you, the American people.
[01:13:00.190 --> 01:13:06.910]  But instead, he goes up there and says, we'll consider an impeachment inquiry.
[01:13:07.070 --> 01:13:13.730]  I mean, this is pathetic.
[01:13:13.730 --> 01:13:17.429]  And I don't know why there isn't more of an outlash from the Republicans.
[01:13:17.429 --> 01:13:18.429]  It's a little concerning.
[01:13:18.429 --> 01:13:22.509]  I'm not so concerned with the rift between Marjorie Taylor Greene and Lauren Boebert
[01:13:22.509 --> 01:13:26.509]  for the same reason I'm not concerned about DeSantis and Trump and everybody else going
[01:13:26.509 --> 01:13:31.110]  at each other's necks during the primaries, because that happens in politics.
[01:13:31.110 --> 01:13:32.590]  Look at Kamala Harris and Joe Biden.
[01:13:32.590 --> 01:13:35.790]  Kamala Harris said Joe Biden was a racist.
[01:13:35.790 --> 01:13:39.190]  Put her on a black bus and now she's his vice president.
[01:13:39.190 --> 01:13:42.590]  So I mean, that can all be put aside.
[01:13:42.590 --> 01:13:48.309]  But the fact that there isn't more of a backlash against Kevin McCarthy doing absolutely nothing
[01:13:48.309 --> 01:13:51.590]  as the Speaker of the House has me concerned.
[01:13:52.800 --> 01:13:59.800]  Because he's the only one that knows the answers to those questions and he still sits there and stonewalls,
[01:13:59.800 --> 01:14:06.800]  oh we're considering, he's going to consider for four years and he's going to do nothing because he's going to be considering.
[01:14:07.780 --> 01:14:30.780]  That's like, if I came up to Alex, let's say he's getting ready for the show, like 10 o'clock or something, he's getting ready for the show, and I come up to him and I say, Alex, I've got somebody here who is stealing equipment and selling it on Craigslist.
[01:14:31.780 --> 01:14:34.780]  I'm just making a mundane example here.
[01:14:34.780 --> 01:14:35.780]  And he says, oh, really?
[01:14:35.780 --> 01:14:40.780]  I said, yeah, I've seen them do it a couple times and I think maybe we should do something about it.
[01:14:40.780 --> 01:14:43.780]  He said, oh, okay.
[01:14:43.780 --> 01:14:44.780]  And then nothing happened.
[01:14:44.780 --> 01:14:47.780]  So I come to him again and I say, Alex, here's the footage.
[01:14:47.780 --> 01:14:49.780]  I got them on videotape now.
[01:14:49.780 --> 01:14:50.780]  Look, they're stealing computers.
[01:14:50.780 --> 01:14:52.780]  They're stealing monitors.
[01:14:52.780 --> 01:14:55.780]  They're stealing product.
[01:14:55.780 --> 01:14:56.780]  This is just not good.
[01:14:56.780 --> 01:14:57.780]  He said, oh, okay.
[01:14:57.780 --> 01:14:59.780]  Well, we'll consider looking into that.
[01:14:59.780 --> 01:15:00.780]  We'll consider doing an investigation.
[01:15:00.780 --> 01:15:04.780]  And then I come for the third time and it's really affecting this.
[01:15:04.780 --> 01:15:06.780]  I say, Alex, we got to do something here.
[01:15:06.780 --> 01:15:07.780]  This guy is stealing everything.
[01:15:07.780 --> 01:15:09.780]  He stole stuff off my desk.
[01:15:09.780 --> 01:15:10.780]  He went into my wallet.
[01:15:10.780 --> 01:15:11.780]  I was on the air.
[01:15:11.780 --> 01:15:13.780]  I mean, we got to, you know, it's all there.
[01:15:13.780 --> 01:15:16.780]  And he says, oh, well, we're considering the inquiry.
[01:15:16.780 --> 01:15:18.780]  You know what I'd realize?
[01:15:18.780 --> 01:15:20.780]  He ain't going to fire the guy.
[01:15:20.780 --> 01:15:22.780]  He's not going to do anything.
[01:15:22.780 --> 01:15:25.780]  So I may want to stand up and say something.
[01:15:25.780 --> 01:15:28.780]  Now, I'm using probably a bad example here.
[01:15:29.780 --> 01:15:34.780]  The point is, when you go to the boss and you point out that something is wrong
[01:15:34.780 --> 01:15:38.780]  over and over and over and over and over again and the boss doesn't do anything,
[01:15:38.780 --> 01:15:43.780]  you start to realize the boss is in on it.
[01:15:43.780 --> 01:15:46.780]  Now, I don't want to think that about Kevin McCarthy.
[01:15:46.780 --> 01:15:48.780]  I don't want to accuse Kevin McCarthy of that.
[01:15:48.780 --> 01:15:52.780]  But I'm only reaching logical conclusions here.
[01:15:52.780 --> 01:15:57.780]  So many IRS and FBI whistleblowers and McCarthy says, well, we're considering stuff.
[01:15:59.780 --> 01:16:03.780]  Two of our best-selling nootropics, or brain boosters,
[01:16:03.780 --> 01:16:06.780]  are now back in stock at InfoWarsTore.com.
[01:16:06.780 --> 01:16:09.780]  And for a limited time, they're 50% off when you get them together
[01:16:09.780 --> 01:16:11.780]  or 40% off when you get them individually.
[01:16:11.780 --> 01:16:15.780]  BrainForce Plus and BrainForce Ultra, two separate formulas.
[01:16:15.780 --> 01:16:18.780]  They both give you good, clean energy without the crash.
[01:16:18.780 --> 01:16:24.780]  One is a four- to six-hour good base of clean energy, again, with no hangover or letdown.
[01:16:24.780 --> 01:16:27.780]  And the other is a very special proprietary formula.
[01:16:27.780 --> 01:16:29.780]  That's BrainForce Ultra that hits really, really quick.
[01:16:29.780 --> 01:16:30.780]  And I love it.
[01:16:30.780 --> 01:16:31.780]  It wears off in two to three hours.
[01:16:31.780 --> 01:16:33.780]  So if I've got to work at night but don't want to stay up all night,
[01:16:33.780 --> 01:16:35.780]  I can take it and stay nine o'clock at night.
[01:16:35.780 --> 01:16:38.780]  I've got to stay up until midnight working, doing a radio interview or something,
[01:16:38.780 --> 01:16:41.780]  and boom, writing an article or writing a book.
[01:16:41.780 --> 01:16:45.780]  And then I get two, three hours of energy and then go right to bed after it.
[01:16:45.780 --> 01:16:50.780]  BrainForce Ultra, BrainForce Plus, both 50% off by themselves or 40% off individually.
[01:16:50.780 --> 01:16:51.780]  A lot of people love these products.
[01:16:51.780 --> 01:16:52.780]  They've got five-star reviews.
[01:16:52.780 --> 01:16:54.780]  But if you haven't tried them, you really should.
[01:16:54.780 --> 01:16:57.780]  50% off, info or store.com.
[01:16:57.780 --> 01:16:58.780]  You wanted to plug BrainForce.
[01:16:58.780 --> 01:16:59.780]  Do you like BrainForce?
[01:16:59.780 --> 01:17:00.780]  Yeah.
[01:17:00.780 --> 01:17:02.780]  So my name is Ken Heckin-Ladley.
[01:17:02.780 --> 01:17:04.780]  How do I write all the books that I do?
[01:17:04.780 --> 01:17:08.780]  Four books with Dr. Judy Mikevitz, four books with Project Veritas Whistleblowers,
[01:17:08.780 --> 01:17:10.780]  and now two books with Alex Jones?
[01:17:10.780 --> 01:17:14.780]  That's because I use BrainForce every day.
[01:17:14.780 --> 01:17:18.780]  What I always need is I always need some sort of boost in the morning.
[01:17:18.780 --> 01:17:22.780]  And so, you know, I try to exercise, eat well, take good vitamins.
[01:17:22.780 --> 01:17:27.780]  But the one thing that I have really found that makes a difference is BrainForce.
[01:17:27.780 --> 01:17:31.780]  I'll take BrainForce in the morning right before I go to my computer,
[01:17:31.780 --> 01:17:35.780]  and I'm good for the next four or five hours writing a whole lot of stuff.
[01:17:35.780 --> 01:17:40.780]  So it really is true that BrainForce is something I use every day,
[01:17:40.780 --> 01:17:41.780]  and it helps me with my writing.
[01:17:41.780 --> 01:17:42.780]  All right.
[01:17:42.780 --> 01:17:43.780]  We love you.
[01:17:43.780 --> 01:17:44.780]  We'll be right back.
[01:17:44.780 --> 01:17:48.780]  Get your BrainForce Plus, BrainForce Ultra, and TurboForce at info or store.com.
[01:17:48.780 --> 01:17:49.780]  We'll be right back with hour number two.
[01:17:53.780 --> 01:18:04.780]  We have three original, one-of-a-kind toothpaste designed by my father, a dentist,
[01:18:04.780 --> 01:18:09.780]  at info or store.com that don't have fillers, that are filled with high-quality essential oils, and more.
