[00:00.000 --> 00:19.000]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[30:49.000 --> 30:59.000]  Go to infowarsstore.com today to purchase your Pro Pure Pro 1 G2.0 water filtration system or call 188-253-3139.
[30:59.000 --> 31:10.000]  Most of the info wars radio listening audience is aware of the high quality affordable firearms available that are made right here in America at hdfirearms.com.
[31:10.000 --> 31:16.000]  One of the most exciting things about hdfirearms.com is the ability to upgrade your AR-15 platform today.
[31:16.000 --> 31:22.000]  They call it their low profile platform, PVX muzzle brakes, proven to help control muzzle rise.
[31:22.000 --> 31:31.000]  You can find 6061 billet material with type 3 hard coating, bolt carrier group for 308 and 556 AR's, custom kydex holsters.
[31:31.000 --> 31:36.000]  Ideal for concealed carry with.080 thick kydex to ensure durability.
[31:36.000 --> 31:42.000]  Most competitors material use.060. Configure yours today at hdfirearms.com.
[31:42.000 --> 31:48.000]  And my favorite, single stage trigger, a home run upgrade for your AR-15 and AR-10 platforms.
[31:48.000 --> 31:54.000]  Or at hdfirearms.com today or call 770-485-7015.
[31:54.000 --> 32:19.000]  That's hdfirearms.com or call 770-485-7015.
[32:19.000 --> 32:29.000]  No needles, no injections. Secure your revolutionary secret 12 formula right now at infowarslife.com or call 888-253-3139.
[32:49.000 --> 32:59.000]  Natural things that do it clean, you will find a brain force and other game changing products at infowarslife.com or call 888-253-3139.
[33:19.000 --> 33:29.000]  Rallying Patriots worldwide in defense of human liberty. It's Alex Jones.
[33:49.000 --> 34:03.000]  That has backfired massively. And now he is basically jumping in against Clinton and against Jeb Bush at a time for me that points towards the fact that he may be for real.
[34:03.000 --> 34:11.000]  But regardless, his rhetoric is damaging the globalist agenda right now. Something a staged candidate would not be doing.
[34:11.000 --> 34:19.000]  So what's really behind this? We'll break down what I think is going on and play these clips here in a moment.
[34:19.000 --> 34:27.000]  First off, it was sold out for quite a while. It's one of our best sellers, if not THE best seller, depending on the month.
[34:27.000 --> 34:45.000]  That's super male vitality. 5 years of research, 10 plus known concentrated cold pressed organic herbs that help your body produce and release the key compounds that you need to have stamina, libido, energy, you name it.
[34:45.000 --> 35:00.000]  All I can say is the effects of super male vitality now being on it for a year, plus many years before that in development with top researchers, chemists, herbologists and others, it's been life changing.
[35:00.000 --> 35:20.000]  And similar formulas that aren't even as good and use dry herbs are upwards of twice as much, generally about 70% more. So it's very, very competitively priced. It's available at infowarslife.com or by calling toll free 888-253-3139.
[35:20.000 --> 35:33.000]  And we have the third party review system, one of the most highly respected review sites out there. You can link through and read the 5.0 reviews.
[35:33.000 --> 35:45.000]  Most of the reviews are five star. The overall average is 4.8 for all of the infowarslife.com products. The overall score for super male is 4.9 stars.
[35:45.000 --> 36:03.000]  And we have links to other third party respected review sites. And you've heard the callers. Here's what Wolf Castle in Arbor Dean Scotland had to say, I use this every day as reduced cramp after cycling 20 miles a day.
[36:03.000 --> 36:16.000]  I also use the iodine and the combination improvement stamina is at least 10% boost compared to before when using super male vitality next to great combo highly recommend.
[36:16.000 --> 36:29.000]  That review came in just a few days ago on the 12th. Here is a another review from John in Kalispell, Montana.
[36:29.000 --> 36:35.000]  I know the male vitality is supposed to help with my energy, but what it really seems to do most for me is help me remember things.
[36:35.000 --> 36:44.000]  I'm always rushing around with a million things to do. This helps keep me on track of what I'm doing. Also kind of helps me slow down a bit with the task I do.
[36:44.000 --> 36:51.000]  So I don't get all frenzies and rush too fast. Interesting stuff. Yes, I would recommend it to a friend.
[36:51.000 --> 37:00.000]  The effects are different for different people, but the big one everybody notices is what happens in the morning when you wake up at 6am.
[37:00.000 --> 37:13.000]  And I'm just telling you that I'll just be honest with people. I don't need Cialis or Viagra, but as a man 41 years old, you know, I once the doctor had a checkup a year ago or whatever.
[37:13.000 --> 37:21.000]  And they just say, you want some? I said, sure, I'll try it. And I have bottles of both Cialis and Viagra that I never used.
[37:21.000 --> 37:29.000]  I'll just be honest. I mean, I used a few of them because it doesn't have the effect super male does. And I don't need super male either.
[37:29.000 --> 37:36.000]  It's just it takes it to the next level. And let's not be a bunch of kids here if you're like, oh my gosh, he's talking about, you know, libido pills.
[37:36.000 --> 37:45.000]  That's just a idea of what it does for everything else because that's not really why I take it. But I was curious when the doctor offered it.
[37:45.000 --> 37:54.000]  I have a prescription for both. Well, okay, I mean, I really noticed the difference with super male about the group said I would. I wonder what this does.
[37:54.000 --> 38:04.000]  See, super male does more than that does for me, but my face doesn't turn bright red. I mean, you take a Viagra looks like, you know, you turn into red.
[38:04.000 --> 38:14.000]  So all I'm saying is this is serious stuff. Infowarslife.com or 888-2533139.
[38:14.000 --> 38:21.000]  Brainforce came back in, but it will be sold out by tomorrow. We're down to just the last 10% of the bottles. And we'll have more coming in two weeks.
[38:21.000 --> 38:26.000]  If you want that, Infowarslife.com as well. Your purchase of the products helps fund this independent media organization.
[38:26.000 --> 38:34.000]  Please support all our AM and FM affiliates as well or become a local sponsor and whatever you do spread the word about the broadcast. Okay.
[38:34.000 --> 38:41.000]  Here's what's going on with Donald Trump. He goes back to the founding of our country. Why do we have three branches of government?
[38:41.000 --> 38:54.000]  Because the founders knew that cliques, gangs, strong men, Napoleon Bonaparte types, Hitler types, King George types, William the Conqueror types, Julius Caesar types,
[38:54.000 --> 39:04.000]  would try to come in. If there was one branch, they could take it over. But if you set up other people in control of other powerful branches,
[39:04.000 --> 39:15.000]  they would tend to compete with each other and use the Constitution as checks on the other. And that because we have three centers of government,
[39:15.000 --> 39:25.000]  that would not allow a dictatorship to form. Now the bureaucracy and the CIA above the law and the National Security Act of 47 and the media being bought off by big corporations,
[39:25.000 --> 39:35.000]  that's kind of been checked, but not checkmated, but still it acts. And somebody like Donald Trump, it's got four plus billion dollars, tens of billions and other assets,
[39:35.000 --> 39:43.000]  who makes his money off having a rich economy, off people vacationing, people buying products, people buying nice condos, houses.
[39:43.000 --> 39:56.000]  He gets hurt by an economy shutting down. The fact that he has to say, make America great again, shows how much freedom we've lost and that we really know we're in a long cold depression.
[39:56.000 --> 40:05.000]  And he speaks to that. He says, look, our borders are wide open. We don't have good negotiators. Everybody can come here and have babies for free and criminals can come here.
[40:05.000 --> 40:15.000]  It's wrong. I'll turn things around. I'll cut taxes by 40%. That's all true. That would work if he's for real.
[40:15.000 --> 40:24.000]  But then he goes after Hillary Clinton, the rest of it, clearly now, for whatever reason, they thought it was a joke at first.
[40:24.000 --> 40:37.000]  And he still may be blackmailed at maybe a setup. But listen, he could be president now. He is the hands down front runner. If he would work with someone like Rand Paul that bring in a lot of anti-war Democrats,
[40:37.000 --> 40:45.000]  he better not double cross people or I tell you, he is going to be in big trouble. He will be boycotted. People will come after him politically.
[40:45.000 --> 40:53.000]  But regardless, he's going after the Clintons now, which is a big deal. Let's go ahead and go to one of these clips, but it's the separation of powers.
[40:53.000 --> 41:03.000]  Trump wants to be president. And there's been a lot of leaders in history that weren't perfect, but they wanted to have a big, powerful country under him.
[41:03.000 --> 41:11.000]  That's more like a boss-hog management instead of wanting everybody poor to control him. And the Trump type doesn't want a bunch of poor people under him.
[41:11.000 --> 41:19.000]  He wants wealthy people. He wants success. He is a capitalist at the end of the day. He's totally different than, you know, Barack Obama and a Cloward and Piven.
[41:19.000 --> 41:28.000]  Let's bankrupt people and make them dependent on us. And I'm not lionizing him saying he's perfect. Again, he says arrest Snowden, executing me as a traitor.
[41:28.000 --> 41:36.000]  He's got some major problems, but it's night and day and it shows how the country's upset. Let's go to this first clip. We'll come back with the rest.
[41:36.000 --> 41:46.000]  This is Trump on Clinton emails saying he has a criminal problem. This is bold, folks. This means he's really going after him. He's really running for president.
[41:46.000 --> 41:52.000]  Because this just won't get him in the lead, which he's already in the lead, and then he can drop out later for Hillary.
[41:52.000 --> 42:01.000]  This will destroy her if he gets on board with all his supporters calling for criminal prosecution because it'll make it safe for other people to do it, then there's nowhere for her to hide.
[42:01.000 --> 42:17.000]  This is epic. Here's the clip.
[42:17.000 --> 42:32.000]  If you look at General Petraeus, he was destroyed over a much lesser event, so I think he's got a very big problem.
[42:32.000 --> 42:48.000]  Any worried Republicans could overplay their hand on this email. That is what it is. It's a terrible thing. There's no reason to do it. And she's got a big problem. Have you talked to Bill Clinton these days, ma'am?
[42:48.000 --> 43:00.000]  All right, that's enough. Now, when we come back, we've got Hillary Clinton making jokes about all this, and we've got another Donald Trump clip even more powerful.
[43:00.000 --> 43:18.000]  Alex Jones here with a very important news alert for info wars listeners. We've confirmed through our major suppliers attempting to resupply Survival Shield X2 deep earth crystals that elite corporations are buying up the supplies all over the world, so prices are going up, and it's very hard to secure it.
[43:18.000 --> 43:31.000]  We've been able to secure a limited supply of the pure deep earth crystals and have now been able to produce more Survival Shield nascent iodine X2. This is the good halogen. This is the opposite of the bad halogens like fluoride.
[43:31.000 --> 43:43.000]  Now we at infowarslife.com are bringing you the only source of clean, pure 99.99 ultra pure deep earth crystals from more than 7000 feet below the earth's surface.
[43:43.000 --> 43:58.000]  Watch the informational videos at infowarslife.com. Discover how transformational pure iodine can be for you and your family. Folks, this hidden hype, read the reviews for yourself at infowarslife.com or call 888-253-3139.
[44:13.000 --> 44:22.000]  This is the ability to upgrade your AR-15 platform today. They call it their low profile platform, PVX muzzle brakes, proven to help control muzzle rise.
[44:22.000 --> 44:36.000]  6061 billet material with type 3 hard coating, bolt carrier group for 308 and 556 ARs, custom kydex holsters, ideal for concealed carry with.080 thick kydex to ensure durability.
[44:36.000 --> 44:48.000]  For most competitors material, use.060. Configure yours today at hdfirearms.com. And my favorite, single stage trigger, a home run upgrade for your AR-15 and AR-10 platforms.
[44:48.000 --> 45:00.000]  Find out more at hdfirearms.com today or call 770-485-7015. That's hdfirearms.com or call 770-485-7015.
[45:00.000 --> 45:16.000]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation. Secret 12 is a binary of nutrimentical grade, bioavailable, coenzyme forms of B12, methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[45:16.000 --> 45:30.000]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed. No needles, no injections. Secure your revolutionary Secret 12 formula right now at infowarslife.com or call 888-253-3139.
[45:46.000 --> 45:59.000]  It doesn't have stimulants, it doesn't have garbage in it, it has natural things that do it clean. You will find brain force and other game changing products at infowarslife.com or call 888-253-3139.
[45:59.000 --> 46:17.000]  Supermail vitality is infowarslife.com's number one selling product for a good reason. It works. Go to infowarslife.com today and read the testimonials for yourself. There are thousands of them with an average voting score at an unprecedented 4.8.
[46:17.000 --> 46:29.000]  It is concentrated herbs and natural organic compounds known to energize the body's natural processes that are blocked by estrogen mimicers and other toxic elements in the food chain.
[46:29.000 --> 46:42.000]  Supermail vitality from infowarslife.com has sold out multiple times in the last three months. To fix that problem, we have now produced the biggest and most concentrated high quality batch of Supermail vitality in the product's history.
[46:42.000 --> 46:52.000]  Our new ultra strength formula is even stronger. Check out the third party reviews and informational videos at infowarslife.com. Now it's time to get your body in balance and fight back.
[46:52.000 --> 47:20.000]  I'm Alex Jones for Supermail Vitality and infowarslife.com and I salute you, our supporters.
[47:20.000 --> 47:32.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[47:32.000 --> 47:43.000]  So I'm not here saying Donald Trump's an angel. I'm not saying I even trust him, but he's doing things and he's not stupid that will hurt Jeb Bush and hurt Hillary.
[47:43.000 --> 47:51.000]  He was being pretty softball with them before. Now he's attacking them. He is jumping on the bandwagon. I mean, that's just one clip we played.
[47:51.000 --> 48:03.000]  There's like six or seven. He's on national TV this weekend saying she needs to step down. She needs to drop out of the race. They're going to put Biden in against him.
[48:03.000 --> 48:09.000]  Again, that's his statement. Biden is clearly preparing to jump into the race. It certainly appears.
[48:09.000 --> 48:15.000]  And here's Donald Trump saying it would be a miracle if Hillary continues to run. Absolutely.
[48:15.000 --> 48:28.000]  Since when are you caught in Benghazi, caught with classified emails, caught in fast and furious, caught helping persecute the Tea Party with the IRS, all the other scams you're involved in.
[48:28.000 --> 48:34.000]  And then Bernie Sanders comes out and says it's sexist that people don't like Hillary.
[48:34.000 --> 48:48.000]  Hillary's never done anything in her life but working government. Hillary in the Vince Foster episode, the cattle futures, Hillary care, going after our guns, promoting open borders, lying incessantly.
[48:48.000 --> 48:58.000]  We're sick of you. We're sick of the race baiting. And now she's always out saying, you know, women are downtrodden, vote for her. You know, she's the outsider.
[48:58.000 --> 49:08.000]  She'll fight the big corporations when she's bought and paid for them. I mean, Bernie Sanders came out last Monday and said any criticism is sexist.
[49:08.000 --> 49:18.000]  He said there's nothing legitimate about criticism of Hillary. She's a nice person. He likes her. I mean, that's just a sick joke because she's a woman.
[49:18.000 --> 49:31.000]  I'm not supposed to say she's a crook. So let's go to Donald Trump just continues to get more hardcore. And I worry about his safety. Let's go ahead and go to this club.
[49:31.000 --> 49:39.000]  And when Bill Clinton called me, I had already made up my decision, you know, just so you understand. He called me long after I had made a decision and everyone knew I was running.
[49:39.000 --> 49:45.000]  So it wasn't like that. And I think he's very disappointed that I'm running because I'm the one person that's going to beat her.
[49:45.000 --> 49:52.000]  Now, I think she may not be able to run, to be honest, because this whole email thing is a horrible thing. General Petraeus, his life has been destroyed.
[49:52.000 --> 50:01.000]  And he did 5% of what she did. So assuming she's able to run, which would be absolutely to me a miracle at this point, I will beat her.
[50:01.000 --> 50:05.000]  And I don't see the other people that are running against me currently.
[50:05.000 --> 50:07.000]  Regularly call her the worst secretary of state.
[50:07.000 --> 50:11.000]  I think she's the worst secretary of state in the history of our country.
[50:11.000 --> 50:16.000]  Well, it begs the question, I'm a history buff. Who was the worst before her then?
[50:16.000 --> 50:19.000]  Well, I'll tell you who's the worst after her. Kerry, because of what?
[50:19.000 --> 50:21.000]  Who do you believe is the worst before her?
[50:21.000 --> 50:26.000]  I don't want to get into names. I'm insulting Chuck. I'm insulting so many people. I don't want to insult people. I want to be nice to people.
[50:26.000 --> 50:30.000]  I understand it, but it goes to this larger, everything with you is the best or the worst.
[50:30.000 --> 50:31.000]  No, it's not that.
[50:31.000 --> 50:32.000]  There's no nuance.
[50:32.000 --> 50:37.000]  Chuck, during her reign, the entire world fell apart. It fell apart.
[50:37.000 --> 50:42.000]  So the Arab Spring is on her? Is that a fair thing to put the Arab Spring on her?
[50:42.000 --> 50:46.000]  I mean, you could sort of say maybe a little bit, right? I mean, sort of, right?
[50:46.000 --> 50:47.000]  That's a big charge.
[50:47.000 --> 50:48.000]  Look at Kerry.
[50:48.000 --> 50:52.000]  Why do you looks matter to you so much? You talk about it a lot.
[50:52.000 --> 50:53.000]  I don't think they look.
[50:53.000 --> 50:54.000]  Are they matters?
[50:54.000 --> 50:56.000]  Is it going to matter who you hire as a cabinet secretary?
[50:56.000 --> 50:57.000]  No, not at all.
[50:57.000 --> 50:58.000]  OK.
[50:58.000 --> 51:00.000]  No, I don't know why you say. I mean, I own Miss Universe.
[51:00.000 --> 51:07.000]  I own Miss Universe. And of course, the reporter who's a former White House operative is trying
[51:07.000 --> 51:11.000]  to stumping, knowing that even if you're a history buff, when you, when they say who's
[51:11.000 --> 51:18.000]  the next worst secretary of state, knowing you probably can't pull it out of your head,
[51:18.000 --> 51:21.000]  even though you're like, well, back in history, who was a bad one that you think of some of
[51:21.000 --> 51:23.000]  the people that were bad?
[51:23.000 --> 51:29.000]  And so Trump just jumps right to, well, Kerry's even worse. I mean, Trump's really smart.
[51:29.000 --> 51:37.000]  And he dumps his message down, though, for the lowest common denominator.
[51:37.000 --> 51:46.000]  Hillary quarterback, the Arab Spring, they sent Al Qaeda into Libya, into Syria.
[51:46.000 --> 51:48.000]  They gave them the weapons.
[51:48.000 --> 51:49.000]  That's come out in the news.
[51:49.000 --> 51:54.000]  You heard that here first five years ago, four years ago, three years ago, but it's now come
[51:54.000 --> 52:02.000]  out in the news. And if Trump starts talking about that, I'll get behind him.
[52:02.000 --> 52:06.000]  I mean, he's, he's almost got me there now because again, it doesn't matter whether he's
[52:06.000 --> 52:11.000]  sincere or not. What he's doing, what he's, it's like, like if you dump gasoline on somebody
[52:11.000 --> 52:16.000]  and let him on fire, you say, are you sincere about dumping gasoline on me and let me on fire?
[52:16.000 --> 52:18.000]  It doesn't matter. You let him on fire. They're going to burn up.
[52:18.000 --> 52:21.000]  I mean, he's burning Hillary down.
[52:21.000 --> 52:25.000]  He's doing a bunch of other stuff that he's not apologizing.
[52:25.000 --> 52:27.000]  He's saying, make America great again.
[52:27.000 --> 52:30.000]  That tax is about 40% for working class people.
[52:30.000 --> 52:32.000]  It'll increase the tax receipts.
[52:32.000 --> 52:37.000]  He won't let China have these different tariffs on us.
[52:37.000 --> 52:40.000]  It's a tariff when they lower their yarn or the rest of it.
[52:40.000 --> 52:47.000]  I mean, he really is giving us the treatment in his prognosis that would help the country.
[52:47.000 --> 52:53.000]  And I just hope he gives the cover for the other cowards in the Republican party lineup
[52:53.000 --> 53:00.000]  to get out there and get hardcore because Republican candidates always tie their hands
[53:00.000 --> 53:03.000]  behind their backs and try to sound like Democrats during elections.
[53:03.000 --> 53:05.000]  That's not what people want.
[53:05.000 --> 53:07.000]  People want lower taxes.
[53:07.000 --> 53:09.000]  They want fair trade.
[53:09.000 --> 53:14.000]  They don't want free trade where it's one sided trade agreements and they want sovereignty back
[53:14.000 --> 53:19.000]  and they want a president who's confident and who doesn't apologize
[53:19.000 --> 53:23.000]  and who doesn't back down and who isn't a coward.
[53:23.000 --> 53:26.000]  I mean, no nation is a nation that doesn't have borders.
[53:26.000 --> 53:30.000]  I've got a stack of news about violent felony legals pouring in.
[53:30.000 --> 53:34.000]  From Eastern Europe, Africa, Latin America, everywhere, just murdering people.
[53:34.000 --> 53:36.000]  Every day I have a stack of it.
[53:36.000 --> 53:39.000]  And they spit it like, oh, you don't like foreigners.
[53:39.000 --> 53:41.000]  I love most foreigners.
[53:41.000 --> 53:47.000]  I love them or hardworking people, but when you can come here and have any idea you want,
[53:47.000 --> 53:51.000]  when you can come to the United States and take on any identity you want,
[53:51.000 --> 53:53.000]  this is where criminals run.
[53:53.000 --> 53:58.000]  Americans run to Mexico because it's the place that you still not have extradition
[53:58.000 --> 54:02.000]  and let, you know, murderers go down there.
[54:02.000 --> 54:04.000]  I mean, nobody debates that.
[54:04.000 --> 54:09.000]  It's not racist to say that Americans run to Mexico, whether they're Hispanic, black, white, whatever.
[54:09.000 --> 54:10.000]  It's a fact.
[54:10.000 --> 54:14.000]  Well, the whole world runs here.
[54:14.000 --> 54:20.000]  And then they won't even let the police departments and sheriff's departments deliver them to ICE to be deported,
[54:20.000 --> 54:22.000]  and they commit crime after crime.
[54:22.000 --> 54:26.000]  Mainly, well, not mainly, but per capita, the largest portion.
[54:26.000 --> 54:31.000]  That'd be more than 50 percent to be mainly, but the largest percentage of those against other immigrants.
[54:31.000 --> 54:33.000]  I mean, I've got a whole bunch of them here.
[54:33.000 --> 54:36.000]  Police chiefs, sheriffs blast ICE over policy.
[54:36.000 --> 54:38.000]  They say freeze violent illegal immigrants.
[54:38.000 --> 54:43.000]  The law actually does not give us the right to place an icehold.
[54:43.000 --> 54:45.000]  That's Fox News up on infowars.com.
[54:45.000 --> 54:46.000]  Here's another one.
[54:46.000 --> 54:48.000]  This one went on Drudge Report Friday.
[54:48.000 --> 54:54.000]  Illegal alien arrested for extremely violent triple homicide in Florida.
[54:54.000 --> 55:02.000]  Police, all homicide scenes are normally violent, but this scene is what we considered unimaginable.
[55:02.000 --> 55:09.000]  And then off the police report, Adon Salazar, writing for infowars.com, breaks it down.
[55:09.000 --> 55:18.000]  He had fled his third world country where he had fled a double decapitation.
[55:18.000 --> 55:19.000]  You can read the whole article.
[55:19.000 --> 55:21.000]  It was at Bolivia.
[55:21.000 --> 55:27.000]  And then he got up here and chopped up a bunch of other people, including his cousin.
[55:27.000 --> 55:32.000]  Oh, but see, it doesn't matter he killed his Hispanic cousin and some other Hispanics,
[55:32.000 --> 55:35.000]  because that's not racist because he was Hispanic.
[55:35.000 --> 55:36.000]  That's what I mean.
[55:36.000 --> 55:38.000]  It's just crazy town.
[55:38.000 --> 55:42.000]  The brutal deaths of a grandmother, two teams in Florida earlier this week,
[55:42.000 --> 55:45.000]  have been peddling illegal alien who crossed the Texas-Mexico border.
[55:45.000 --> 55:51.000]  Police at Fort Myers arrested Bolivian national Brian Omar Hayda, 19 Tuesday,
[55:51.000 --> 55:56.000]  driving on the wrong side of the road with no license and blood on his clothes and body.
[55:56.000 --> 55:59.000]  I guess normally you're allowed to drive on the wrong side of the road if you're an illegal alien.
[55:59.000 --> 56:04.000]  The Lee County Sheriff's Office suspects hide and it goes on and it says Bolivia wanted him
[56:04.000 --> 56:10.000]  and he fled for robbing a cell phone store and chopping two people's heads off.
[56:10.000 --> 56:12.000]  I shouldn't laugh.
[56:12.000 --> 56:16.000]  You got like billions of people around the world.
[56:16.000 --> 56:21.000]  And when folks commit a murder in China, they'll put the body in the freezer or bury it
[56:21.000 --> 56:23.000]  and jump on an airplane over here.
[56:23.000 --> 56:29.000]  Or serial killers from Mexico, they come here and then they live in the immigrant neighborhoods
[56:29.000 --> 56:36.000]  if it's Chinese or Russian or Nigerian is a big group of criminals.
[56:36.000 --> 56:40.000]  Not saying Nigerians are criminals, but there's a large criminal contingent
[56:40.000 --> 56:45.000]  and they come and feed on Nigerian communities.
[56:45.000 --> 56:50.000]  I mean, hell, there's a Nigerian mafia in Austin I've learned about operating.
[56:50.000 --> 56:53.000]  And I'm supposed to go, oh, you're another culture.
[56:53.000 --> 56:55.000]  Let me bow down here, scam me.
[56:55.000 --> 56:59.000]  I want to bow to you so I can live in a third world country.
[56:59.000 --> 57:01.000]  Hillary said so.
[57:01.000 --> 57:03.000]  It's just crazy.
[57:03.000 --> 57:10.000]  So Donald Trump's telling the truth, so it doesn't matter who he is individually.
[57:10.000 --> 57:12.000]  I mean, here's an analogy.
[57:12.000 --> 57:19.000]  It's like a neon sign, a giant neon sign in Vegas you can see from a mile away.
[57:19.000 --> 57:23.000]  It doesn't matter what's powering the sign, whether it's 100 guys on bicycles or a power plant.
[57:23.000 --> 57:26.000]  It's electricity firing that sign up, you can see it.
[57:26.000 --> 57:28.000]  It's the message that matters.
[57:28.000 --> 57:29.000]  It is the perception.
[57:29.000 --> 57:31.000]  Because in politics that becomes reality.
[57:31.000 --> 57:36.000]  And there's no way what Donald Trump's doing helps the establishment.
[57:36.000 --> 57:38.000]  I think Donald Trump sees an opportunity.
[57:38.000 --> 57:40.000]  I think he's going for it.
[57:40.000 --> 57:41.000]  I think he may be for real.
[57:41.000 --> 57:44.000]  And I think they may blow his airplane or helicopter out of the sky.
[57:44.000 --> 57:46.000]  Second hour coming up, I'm Alex Jones.
[57:46.000 --> 57:49.000]  This is the InfoWare.
[58:16.000 --> 58:19.000]  888-253-3139.
[58:46.000 --> 58:59.000]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[58:59.000 --> 59:07.000]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico where the Chiapas farmers grow their unique shade grown Arabica beans.
[59:07.000 --> 59:19.000]  We have now managed to secure the sought after beans in a highly customized blend. Discover and try a bag of the Patriot blend 100% organic coffee at infowarslife.com.
[59:19.000 --> 59:26.000]  This coffee gives you a long, smooth pick me up for hours without the headaches and heartburn that so many other coffees give me personally.
[59:26.000 --> 59:28.000]  Hands down, this is my favorite coffee.
[59:28.000 --> 59:33.000]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[59:33.000 --> 59:37.000]  Drop by the site today, order a bag or two and I don't think you're going to be disappointed.
[59:37.000 --> 59:41.000]  Available in original or with our immune support infusion blend.
[59:41.000 --> 59:47.000]  You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[59:47.000 --> 59:52.000]  Available at infowarslife.com.
[59:52.000 --> 1:00:00.000]  You're listening to the Alex Jones show.
[1:00:00.000 --> 1:00:08.000]  From his central Texas command center deep behind enemy lines, the information war continues.
[1:00:08.000 --> 1:00:14.000]  It's Alex Jones and the GCN radio network.
[1:00:14.000 --> 1:00:21.000]  I'm going to give the phone number out to talk all things election 2016, Donald Trump, the economy, world events, abortion.
[1:00:21.000 --> 1:00:25.000]  Got some really positive news on that front all coming up in the next segment.
[1:00:25.000 --> 1:00:32.000]  But John Bown cut another report. The full video is at prisonplanet.com and infowars.com.
[1:00:32.000 --> 1:00:37.000]  Talking about a real solution that we discussed last week with Congressman Walter Jones.
[1:00:37.000 --> 1:00:43.000]  And that's remove speaker John Boehner from the speaker of the house position.
[1:00:43.000 --> 1:00:48.000]  This is just as important as getting a good president elected. Here it is.
[1:00:48.000 --> 1:00:51.000]  Nothing's going to change. I don't know how we ever expect to win.
[1:00:51.000 --> 1:00:57.000]  John Boehner, the whimpering poster boy for the left-right paradigm and its inter-corporate mechanizations.
[1:00:57.000 --> 1:01:03.000]  The man that oversees the shameful backdoor deals rampant in the nation's capital that have spiraled out of control
[1:01:03.000 --> 1:01:08.000]  and spilled out into the main streets of America needs to be fired.
[1:01:08.000 --> 1:01:22.000]  Nothing but a lowdown, double-dealing, backstabbing, larcenous, perverted way. Hanging's too good for him. Burning's too good for him.
[1:01:22.000 --> 1:01:30.000]  Representative Mark Meadows, a Republican from District 11 in North Carolina, introduced House Resolution 385 on July 28th.
[1:01:30.000 --> 1:01:39.000]  The resolution requires 29 Republican members of the House to vote to vacate the chair. The Republican Speaker of the House, John Boehner, would then need to
[1:01:39.000 --> 1:01:49.000]  beg Democrats to save his treasonous skin. This action has never succeeded in the House and has only been attempted once, 105 years ago.
[1:01:49.000 --> 1:01:54.000]  So why should we fire John Boehner? Well, the Mark Meadows Resolution lists a number of grievances.
[1:01:54.000 --> 1:02:02.000]  A few of those include Boehner caused the power of Congress to atrophy, thereby making Congress subservient to the executive and judicial branches.
[1:02:02.000 --> 1:02:09.000]  Boehner is using the power of the office to punish members who vote according to their conscience instead of the will of the Speaker.
[1:02:09.000 --> 1:02:16.000]  John Boehner used his political ally, Oversight Chairman Jason Chavitz, to punish Meadows by releasing him of his subcommittee chairmanship
[1:02:16.000 --> 1:02:26.000]  for voting against the procedural motion to fast-track the TPP. But Chavitz and Boehner couldn't bully Meadows out of his chair after conservatives rallied strong disapproval.
[1:02:26.000 --> 1:02:32.000]  Boehner is making it abundantly clear. Speak the will of the American people and you will be punished.
[1:02:32.000 --> 1:02:40.000]  Other grievances include providing for voice votes on consequential and controversial legislation to be taken without notice and with few members present.
[1:02:40.000 --> 1:02:49.000]  Another grievance reads, John Boehner does not comply with the spirit of the rules which provide that members shall have three days to review legislation before voting.
[1:02:49.000 --> 1:02:53.000]  The American people can't even see what's in the TPP.
[1:02:53.000 --> 1:02:58.000]  In the House, the American people's priorities continue to be our priorities.
[1:02:58.000 --> 1:03:05.000]  Free trade is good for jobs. It's good for America's farmers, manufacturers and small businesses.
[1:03:05.000 --> 1:03:15.000]  Trade votes are never an easy lifter around here, but Republicans are continuing to work and we're seeing some positive momentum in the right direction.
[1:03:15.000 --> 1:03:17.000]  And remember when Nancy Pelosi said this...
[1:03:17.000 --> 1:03:22.000]  But we have to pass the bill so that you can find out what is in it.
[1:03:22.000 --> 1:03:42.000]  Any of your listeners, whatever state they might be in, if they would call their member of Congress, all of them at home now for the next three, four weeks actually, and call them and ask them to tell the person that answers the phone to remind that Congressman that he or she could join in this resolution to vacate the chair.
[1:03:42.000 --> 1:03:52.000]  And if we can get enough votes, what will happen, we will have a straight up and down vote on who the next speaker should be to replace John Boehner.
[1:03:52.000 --> 1:03:57.000]  The H Resolution 385 is now in the Rules Committee.
[1:03:57.000 --> 1:04:07.000]  The Rules Committee will be the committee that will determine to send this back to the full house, meaning back to the floor of the house for a vote.
[1:04:07.000 --> 1:04:14.000]  Every member sitting on the floor of the house will have a chance to vote to vacate the chair.
