[00:00:00.130 --> 00:00:00.918]  I don't think so.
[00:38:48.596 --> 00:38:50.518]  Now, you know, I'm not an engineer.
[00:38:50.518 --> 00:38:55.442]  I don't know what can happen, but I don't know what's going on.
[00:38:55.442 --> 00:39:00.827]  I've heard this from, Alex, I've heard this from 60 different people in management positions around America.
[00:39:00.827 --> 00:39:03.670]  Yes, you and I share several stations.
[00:39:03.670 --> 00:39:04.651]  Alex, can I continue?
[00:39:05.615 --> 00:39:07.255]  Yes, continue with the interview.
[00:39:07.255 --> 00:39:07.536]  All right.
[00:39:07.536 --> 00:39:08.936]  No, no, no, no, no.
[00:39:08.936 --> 00:39:11.077]  Look, I don't want to move in on your territory here, but let me play.
[00:39:11.077 --> 00:39:12.677]  I mean, we've gotten thousands of messages.
[00:39:12.677 --> 00:39:18.279]  I want to play some interesting messages that I received, and I also want to give out my number.
[00:39:18.279 --> 00:39:20.079]  We give out your website almost every day on my show.
[00:39:20.079 --> 00:39:20.959]  I want to give out the number.
[00:39:20.959 --> 00:39:24.721]  If people have witnessed this or they want to add to this conversation, I want to hear from them.
[00:39:24.721 --> 00:39:25.021]  877-MAN-COW-9.
[00:39:25.021 --> 00:39:25.361]  877-MAN-COW-9.
[00:39:29.802 --> 00:39:30.963]  No, no, I agree.
[00:39:30.963 --> 00:39:35.405]  That's why I wanted to get you on today because we've got to do a major investigation.
[00:39:35.405 --> 00:39:39.487]  It's admitted Homeland Security went and visited True TV and made sure it only aired once.
[00:39:39.487 --> 00:39:39.748]  Right.
[00:39:39.748 --> 00:39:41.509]  After the one airing, they flipped out.
[00:39:41.509 --> 00:39:42.249]  That's on record.
[00:39:42.249 --> 00:39:48.572]  That was in newspapers that the congressman admitted that he went and had Homeland Security do this.
[00:39:48.572 --> 00:39:49.633]  I mean, what a thug.
[00:39:49.633 --> 00:39:52.915]  And then it started getting erased off DVRs.
[00:39:52.915 --> 00:39:56.657]  And then I got internal stuff from a major city Time Warner manager.
[00:39:56.977 --> 00:39:57.697]  Next message.
[00:39:57.697 --> 00:39:58.417]  I'm working, talking.
[00:39:58.417 --> 00:39:59.798]  I got everybody listening to your station.
[00:39:59.798 --> 00:40:00.018]  Problem is...
[00:40:25.839 --> 00:40:34.065]  Every time Mancow talks about something extremely controversial, like the FEMA camps, the prisons, stuff like that, your radio station goes out.
[00:40:34.065 --> 00:40:35.646]  It's completely shut out.
[00:40:35.646 --> 00:40:39.109]  I figure you guys might want to know.
[00:40:39.109 --> 00:40:47.475]  Yo, Mancow, believe it or not, every now and then you get scrambled on certain stations when you talk about certain subjects, and not all of them do it.
[00:40:47.475 --> 00:40:49.457]  That's how I know they're scrambling you.
[00:40:49.457 --> 00:40:50.818]  You should investigate some of that.
[00:40:50.998 --> 00:40:51.598]  We're doing it.
[00:40:51.598 --> 00:40:55.479]  These antennas that they have that are cell phone towers, you might want to go research that.
[00:40:55.479 --> 00:40:56.579]  They're not cell phone towers.
[00:40:56.579 --> 00:41:03.041]  It's more like a Tesla tower that sends cable signals, cell phone communications.
[00:41:03.041 --> 00:41:05.082]  It even sends electricity.
[00:41:05.082 --> 00:41:05.902]  It does it all.
[00:41:05.902 --> 00:41:08.863]  And that's how they're tapping in and blocking you.
[00:41:08.863 --> 00:41:09.123]  Alright.
[00:41:09.123 --> 00:41:09.923]  I want the message.
[00:41:09.923 --> 00:41:11.043]  I want the message.
[00:41:11.043 --> 00:41:12.204]  Keep up the good work, man.
[00:41:12.204 --> 00:41:15.104]  Okay, I want the message where the guy plays what I sound like scrambled.
[00:41:15.104 --> 00:41:16.645]  And it's usually when I have you on, Alex.
[00:41:16.645 --> 00:41:17.345]  Thank you very much.
[00:41:18.359 --> 00:41:30.155]  Well listen, listen, listen, we're such a small crew, you're a small crew, but I get program directors calling up saying that when you talk about things, the EAS cuts us off, will you please call me?
[00:41:30.155 --> 00:41:35.482]  And then I've gotten so conditioned to know this is going on, I don't even have time to call them because I'm literally running.
[00:41:36.262 --> 00:41:41.484]  15, 16, I mean, I left here last night at 9.45 in the evening.
[00:41:41.484 --> 00:41:57.028]  But yes, we know this is going on, and we know, we know that they have this power, and we know that they have openly announced that they're already breaking in with President Obama, taking over people's cell phones.
[00:41:57.028 --> 00:41:59.749]  I mean, they're just testing and testing and testing.
[00:41:59.749 --> 00:42:04.850]  Let's ask the general manager there what he thinks of this and what his engineer thought.
[00:42:05.799 --> 00:42:14.567]  Well, you know, it's scary because when you're in my position, priority number one isn't ratings, it isn't sales, it's to keep the license.
[00:42:14.567 --> 00:42:17.269]  The government can take your license from you.
[00:42:17.269 --> 00:42:22.213]  If they take your license from you, a lot of people don't know this, your station, your business is gone.
[00:42:22.213 --> 00:42:24.755]  So I have to do everything they say.
[00:42:24.755 --> 00:42:29.660]  In fact, I just had to order a new thousand dollar box for the government.
[00:42:30.240 --> 00:42:36.565]  Uh, the new EAS box is a thousand bucks and it's mandatory that we have to have it in the studio.
[00:42:36.565 --> 00:42:40.128]  Whatever box we had last month, it's no longer good enough.
[00:42:40.128 --> 00:42:42.950]  We have to have whatever this new thing is.
[00:42:42.950 --> 00:42:47.433]  And by the way, they did a takeover thing earlier in the year and it screwed up stations all over the country.
[00:42:47.433 --> 00:42:51.856]  They're doing it on TV and they admit they're going to start doing government announcements.
[00:42:51.856 --> 00:42:56.160]  You go to Walmart's now, they have jumbotrons with big sis saying, watch everyone.
[00:42:57.420 --> 00:43:01.182]  Highway checkpoints, the president's acting like Nixon.
[00:43:01.182 --> 00:43:06.765]  Again, though, this is confirmed that Homeland Security ordered the Jesse Ventura show.
[00:43:06.765 --> 00:43:12.028]  Now the word is they're not going to let the third season air, but here's what I want to tell the general manager.
[00:43:12.908 --> 00:43:17.312]  I understand, quote, it's licensed, but they're outside their purview when they're doing this.
[00:43:17.312 --> 00:43:28.840]  It's time for all of us and the different broadcaster organizations to get together and defend the First Amendment or we're going to lose it all and they're trying to bring the Fairness Doctrine back in.
[00:43:28.840 --> 00:43:30.902]  They're trying to censor the Internet.
[00:43:30.902 --> 00:43:33.144]  We've got to say no to these people.
[00:43:33.837 --> 00:43:34.477]  Yeah.
[00:43:34.477 --> 00:43:36.618]  Listen, I want to play the guy listening.
[00:43:36.618 --> 00:43:37.678]  Can I play it, Alex?
[00:43:37.678 --> 00:43:38.198]  Yes.
[00:43:38.198 --> 00:43:38.519]  Okay.
[00:43:38.519 --> 00:43:39.659]  And then I have Jesse Ventura.
[00:43:39.659 --> 00:43:45.661]  I don't know if you have time for this, but Jesse responded to this situation, and you told me you couldn't reach him.
[00:43:45.661 --> 00:43:48.622]  He was in Mexico, and when I told him, he was shocked.
[00:43:48.622 --> 00:43:49.502]  And anyway, here we go.
[00:43:49.502 --> 00:43:50.563]  Next message.
[00:43:50.563 --> 00:43:51.483]  Yeah, Mancow.
[00:43:51.483 --> 00:43:55.284]  Listen to what it sounds like when they're scrambling my station when you say important stuff.
[00:43:55.284 --> 00:44:00.826]  Listen.
[00:44:00.826 --> 00:44:01.866]  Yep.
[00:44:01.866 --> 00:44:02.947]  They're scrambling you, dude.
[00:44:04.520 --> 00:44:05.461]  There you go.
[00:44:05.461 --> 00:44:06.441]  There you go.
[00:44:06.441 --> 00:44:08.102]  Jesse Ventura, do you want to hear him?
[00:44:08.102 --> 00:44:08.883]  Yes, let's hear that.
[00:44:08.883 --> 00:44:09.643]  Alright, let's roll that.
[00:44:09.643 --> 00:44:10.283]  Guys, do we have it?
[00:44:10.283 --> 00:44:10.804]  Let's roll it.
[00:44:10.804 --> 00:44:11.804]  Alex wants it.
[00:44:11.804 --> 00:44:12.184]  Are you there?
[00:44:12.184 --> 00:44:12.565]  Caller?
[00:44:12.565 --> 00:44:13.265]  Hello?
[00:44:13.265 --> 00:44:13.545]  I'm here.
[00:44:13.545 --> 00:44:14.186]  What's up?
[00:44:14.186 --> 00:44:15.907]  Okay, Jesse Ventura's on now.
[00:44:15.907 --> 00:44:17.588]  Jesse, are you there?
[00:44:17.588 --> 00:44:18.648]  Yes, I am.
[00:44:18.648 --> 00:44:19.769]  I want you to hear this, Jesse.
[00:44:19.769 --> 00:44:21.690]  This is huge news.
[00:44:21.690 --> 00:44:23.391]  This is a firestorm, my friend.
[00:44:23.391 --> 00:44:27.753]  Okay, this is one of the station managers I've had over 60 call me now.
[00:44:27.753 --> 00:44:30.195]  And what happened when Jesse Ventura and I were talking?
[00:44:39.413 --> 00:44:41.395]  We were yanked off the air.
[00:44:41.395 --> 00:44:43.356]  Nobody at your station knows how it happened.
[00:44:43.356 --> 00:44:44.157]  I've heard this from everybody.
[00:44:44.157 --> 00:44:47.659]  That's a guy that runs my show successfully in his city.
[00:44:47.659 --> 00:44:49.180]  Pick a city, USA.
[00:44:49.180 --> 00:44:51.181]  And Jesse, this has been happening.
[00:44:51.181 --> 00:44:52.162]  Next message.
[00:44:52.162 --> 00:44:53.042]  Yo, man cow.
[00:44:53.042 --> 00:44:56.665]  Believe it or not, every now and then you get scrambled on certain stations.
[00:44:56.665 --> 00:44:57.926]  Next message.
[00:44:57.926 --> 00:44:58.826]  Yeah, man cow.
[00:44:58.826 --> 00:45:01.288]  Listen to what it sounds like when they're scrambling my station.
[00:45:05.345 --> 00:45:06.465]  That's what it sounds like, Jesse.
[00:45:06.465 --> 00:45:06.605]  Yep.
[00:45:06.605 --> 00:45:07.886]  They're scrambling you, dude.
[00:45:22.046 --> 00:45:26.870]  You're obviously a target because you're talking about things that they don't want out to the general public.
[00:45:26.870 --> 00:45:28.011]  That's the best thing I can come up with.
[00:45:28.011 --> 00:45:28.992]  Do I know that for sure?
[00:45:28.992 --> 00:45:29.352]  No, I'm not privy.
[00:45:45.886 --> 00:45:46.466]  Brother,
[00:46:12.125 --> 00:46:13.987]  So that's what they're going to do now.
[00:46:13.987 --> 00:46:20.174]  In the digital age, they just punch in a word, and anytime something's mentioned that they don't want, it's just going to be removed.
[00:46:20.174 --> 00:46:21.095]  Yeah, very well.
[00:46:21.095 --> 00:46:23.458]  We live in a country of censorship today.
[00:46:23.458 --> 00:46:24.739]  There's no doubt about it.
[00:46:24.739 --> 00:46:26.061]  In control.
[00:46:26.061 --> 00:46:27.843]  And whom do we have to blame for it?
[00:46:27.843 --> 00:46:30.386]  The Democrats and Republicans.
[00:46:30.386 --> 00:46:31.347]  Well, that's a bit of it, Alex.
[00:46:33.186 --> 00:46:38.891]  Absolutely, and again, they confirmed that they erased it off TVOs everywhere.
[00:46:38.891 --> 00:46:49.120]  We talked to multiple big city managers of cable, and one time Warner, a major city, who's a listener, and they sent us the order.
[00:46:49.941 --> 00:46:57.343]  Saying, don't respond, we've remotely erased this, we know you're getting calls about it, do not respond, this is secret.
[00:46:57.343 --> 00:47:07.806]  And so again, they erased it, but it's on record that that congressman got caught and had to admit the secret camps for the American people in that FEMA camp, Threat Fusion Center takeover piece.
[00:47:07.806 --> 00:47:16.509]  And so they sent Homeland Security over there, a bunch of stuff happened behind the scenes, break-ins, threats, I'm not supposed to get into all of it.
[00:47:16.969 --> 00:47:20.350]  In fact, I better shut up right now because I'm told this in confidence and then I'm not.
[00:47:20.350 --> 00:47:26.292]  But the congressman admits he called Time Warner and all this, and they never aired it again.
[00:47:26.292 --> 00:47:29.233]  And then now, this is what I've heard.
[00:47:29.233 --> 00:47:35.674]  When we talk about FEMA camps, or we talk about NSA stuff, some of our stations get cut off.
[00:47:35.674 --> 00:47:39.135]  And we're not sure if it's the EAS, because it's not all the stations.
[00:47:39.135 --> 00:47:42.196]  And you would think it's the satellite, but it would be all the stations.
[00:47:42.196 --> 00:47:43.757]  I think they're testing it, Mancow.
[00:47:43.757 --> 00:47:44.677]  What do you think's happening?
[00:47:45.558 --> 00:47:51.180]  You know, Alex, I know I'm a little bit freaked out right now.
[00:47:51.180 --> 00:47:57.083]  I know that we always, for years, we've had to run these tests of the emergency broadcast system, right?
[00:47:57.083 --> 00:48:00.864]  We run the tests so the government can jump in at any time.
[00:48:00.864 --> 00:48:06.906]  And little did I know when I was running those tests, which I've always heard from engineers, everybody else were completely unnecessary.
[00:48:06.906 --> 00:48:10.588]  But we find out now that really it's just so they can assume control.
[00:48:12.575 --> 00:48:13.976]  I mean, look at Nick Willenda.
[00:48:13.976 --> 00:48:15.477]  They had a program in place.
[00:48:15.477 --> 00:48:18.238]  You know, this guy, number one ratings, this stunt show.
[00:48:18.238 --> 00:48:20.200]  You know the guy that walked over Niagara Falls?
[00:48:20.200 --> 00:48:20.780]  Yeah.
[00:48:20.780 --> 00:48:21.821]  ABC, every time.
[00:48:21.821 --> 00:48:23.001]  It was a live event.
[00:48:23.001 --> 00:48:26.043]  Every time he thanked God, they would talk over him.
[00:48:26.043 --> 00:48:32.527]  Well, or every time he mentioned Jesus or God, they just, live on TV, they just took it right out.
[00:48:32.527 --> 00:48:33.568]  And words that they don't like.
[00:48:34.611 --> 00:48:35.491]  They're just going to remove him.
[00:48:35.491 --> 00:48:38.072]  Tell folks about the Academy Award winner, what he told you.
[00:48:38.072 --> 00:48:39.272]  It's just like Shazam.
[00:48:39.272 --> 00:48:40.773]  Hey, oh, this is huge.
[00:48:40.773 --> 00:48:41.493]  This is huge.
[00:48:41.493 --> 00:48:42.793]  I wish I could name this guy.
[00:48:42.793 --> 00:48:49.195]  And major media outlets, I alerted them to this, and man, they were terrified when I told them this.
[00:48:49.195 --> 00:48:52.475]  And you can fill in the blank, Alex, but we can't do it on the air.
[00:48:52.475 --> 00:48:56.416]  Just like you, I can't reveal these sources or it kills me, you know, and it kills them.
[00:48:56.416 --> 00:48:57.076]  Look at Breitbart.
[00:48:57.076 --> 00:49:00.657]  I mean, I believe they literally killed him, in my opinion.
[00:49:00.657 --> 00:49:03.478]  No, Academy Award winning director said, look, they don't want books.
[00:49:04.122 --> 00:49:05.364]  They don't want DVDs.
[00:49:05.364 --> 00:49:06.025]  They don't want anything.
[00:49:06.025 --> 00:49:07.447]  They want everything digital.
[00:49:07.447 --> 00:49:09.810]  That's what Kindle and all this stuff is about.
[00:49:09.810 --> 00:49:18.321]  So that if there's a book or an idea or a pamphlet or a song or something that causes trouble for the powers that be, they just push a button and it's gone!
[00:49:19.022 --> 00:49:19.162]  I'm
[00:49:40.350 --> 00:49:42.351]  National security level people.
[00:49:42.351 --> 00:49:47.552]  I talked to a retired NSA guy and he said that was the plan 10 years ago just like Shazam.
[00:49:47.552 --> 00:49:51.513]  He said, Alex, you know how Shazam, you can hold it up and know what music it is?
[00:49:51.513 --> 00:49:53.774]  You know the guy that does Optimus Prime's voice?
[00:49:53.774 --> 00:49:55.235]  Autobots roll out.
[00:49:55.235 --> 00:50:01.697]  His voice is copyrighted and they can erase it internet wide with a system they put out, a viral order they put out.
[00:50:01.697 --> 00:50:06.418]  They could erase your voice, my voice, forever in a matter of hours off the internet.
[00:50:06.678 --> 00:50:11.504]  This is the control of total digitization and the cloud computing grid.
[00:50:11.504 --> 00:50:12.265]  Yes, sir.
[00:50:12.265 --> 00:50:12.645]  Yes, sir.
[00:50:12.645 --> 00:50:16.169]  I mean, look, Ayn Rand, Fountainhead, you don't like it?
[00:50:16.169 --> 00:50:18.752]  You just erase it and it's gone forever.
[00:50:18.752 --> 00:50:20.454]  It's gone forever.
[00:50:20.454 --> 00:50:22.156]  1984 or Brave New World?
[00:50:22.156 --> 00:50:23.558]  You push a button and it's gone.
[00:50:23.558 --> 00:50:25.400]  And this is what this government wants.
[00:50:25.740 --> 00:50:27.421]  You push a button, Mancow's gone.
[00:50:27.421 --> 00:50:28.962]  You push a button, Ron Paul's gone.
[00:50:28.962 --> 00:50:30.803]  You push a button, Jesse Ventura's gone.
[00:50:30.803 --> 00:50:33.345]  You push a button, Alex Jones is gone.
[00:50:33.345 --> 00:50:34.806]  We've got to wake up to this.
[00:50:34.806 --> 00:50:35.947]  We'll be back.
[00:50:35.947 --> 00:50:37.328]  Mancow, stay there.
[00:50:37.328 --> 00:50:38.248]  We should get excited.
[00:50:38.248 --> 00:50:39.289]  We should get angry.
[00:50:39.289 --> 00:50:42.952]  A human revolt against the technocracy they're using against us.
[00:50:42.952 --> 00:50:44.713]  Straight ahead, more Mancow.
[00:50:44.713 --> 00:50:50.036]  I'm Alex Jones, right here on the GCN Radio Network, GCNlive.com.
[00:50:50.036 --> 00:50:50.597]  Stay with us.
[00:50:50.597 --> 00:50:55.120]  We're also streaming video right now at PrisonPlanet.tv.
[00:50:55.120 --> 00:50:55.620]  Stay with us.
[00:50:55.746 --> 00:50:55.809]  Shh!
[00:51:00.543 --> 00:51:04.964]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[00:51:04.964 --> 00:51:09.125]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[00:51:09.125 --> 00:51:13.126]  Every day, we document the attempts to take control of our lives.
[00:51:13.126 --> 00:51:15.326]  But there's one thing we can all control.
[00:51:15.326 --> 00:51:16.926]  Your greatest dependency.
[00:51:16.926 --> 00:51:17.666]  Food.
[00:51:17.666 --> 00:51:25.288]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[00:51:25.288 --> 00:51:27.808]  This food is nutrient-dense and tastes great.
[00:51:27.808 --> 00:51:30.429]  It's simple to make, portable, and has a shelf life of
[00:51:30.469 --> 00:51:30.709]  I think so.
[00:52:00.146 --> 00:52:08.633]  We all know there are secrets behind closed doors in every relationship, and one of the biggest is that men are losing libido, or sexual desire, especially if you're a man over 40.
[00:52:08.633 --> 00:52:11.415]  The problem could be declining testosterone levels.
[00:52:11.415 --> 00:52:14.698]  Remember, it's testosterone that makes a man a man in every way.
[00:52:14.698 --> 00:52:16.319]  That's why we created T-Gen.
[00:52:16.319 --> 00:52:20.822]  T-Gen is an all-natural formula with ingredients proven to boost your own testosterone.
[00:52:20.822 --> 00:52:25.126]  Optimum testosterone levels mean better mood, energy, and of course, better sex life.
[00:52:25.126 --> 00:52:26.387]  Here's Gina from California.
[00:52:26.747 --> 00:52:31.671]  My husband tried one month of TGen and we both noticed his desire increased right away.
[00:52:31.671 --> 00:52:33.833]  He felt the difference in his energy level.
[00:52:33.833 --> 00:52:36.535]  I certainly liked the other effects it had on him.
[00:52:36.535 --> 00:52:37.656]  Great product.
[00:52:37.656 --> 00:52:41.739]  And now for the first time, you can try TGen absolutely free for 30 days.
[00:52:41.739 --> 00:52:44.942]  Just pay shipping today and see the incredible results for yourself.
[00:52:44.942 --> 00:52:45.262]  Call 800-577-8644.
[00:52:45.262 --> 00:52:45.442]  800-577-8644.
[00:52:45.442 --> 00:52:45.702]  TGen works.
[00:52:51.627 --> 00:52:52.789]  Or you simply don't pay.
[00:52:52.789 --> 00:52:54.471]  For your 30-day free trial, call 800-577-8644.
[00:52:54.471 --> 00:52:54.531]  800-577-8644.
[00:52:54.531 --> 00:53:00.699]  Now at DeseretFoodStore.com, sign up for a one-month supply of delicious food for only $99 with free shipping.
[00:53:00.699 --> 00:53:01.380]  That's right, only $99!
[00:53:07.748 --> 00:53:10.490]  Gourmet restaurant-style meals with a 30-year shelf life.
[00:53:10.490 --> 00:53:13.812]  Packaged in heavy-duty Mylar bags for easy transport and freshness.
[00:53:13.812 --> 00:53:18.715]  Meals like stroganoff, lasagna, teriyaki, five-bean chili, granola pancakes, and much more.
[00:53:18.715 --> 00:53:20.656]  Visit deseretfoodstore.com.
[00:53:20.656 --> 00:53:24.019]  Spell D-E-S-E-R-E-T foodstore.com.
[00:53:24.019 --> 00:53:24.499]  Or call 801-444-1444.
[00:53:24.499 --> 00:53:25.620]  Food for now.
[00:53:25.620 --> 00:53:26.380]  Food for life.
[00:53:30.123 --> 00:53:31.063]  37 things to hoard.
[00:53:31.063 --> 00:53:34.306]  Do you have the 37 crucial food items you can't survive without?
[00:53:34.306 --> 00:53:40.191]  When disaster hits and mobs go crazy grabbing food off the shelves, your family may be without food or waiting in long food lines.
[00:53:40.191 --> 00:53:42.793]  Prepare now at 123survivalplan.com.
[00:53:42.793 --> 00:53:44.955]  That's 123survivalplan.com.
[00:53:44.955 --> 00:53:47.277]  Many people don't have these 37 food items.
[00:53:47.277 --> 00:53:50.860]  Learn what you need to hoard now at 123survivalplan.com.
[00:53:50.860 --> 00:53:58.266]  Watch the video over 1 million people will view to discover the 37 food items that will sell out first when disaster strikes at 123survivalplan.com.
[00:54:02.699 --> 00:54:05.620]  No, this is not America.
[00:54:05.620 --> 00:54:06.741]  Drones in the skies.
[00:54:06.741 --> 00:54:12.143]  The CIA director came out two months ago in Wired Magazine and said, yeah, all your appliances are watching you.
[00:54:12.143 --> 00:54:16.585]  The headline was, your dishwasher is watching you.
[00:54:16.585 --> 00:54:18.346]  This stuff is really going on.
[00:54:18.346 --> 00:54:22.367]  We're paying for technology to have backdoor grids built into it.
[00:54:22.367 --> 00:54:27.169]  I saw a headline that the communist Chinese, everything we buy has backdoors for them.
[00:54:27.169 --> 00:54:30.251]  That's because the Pentagon and the people running our country demand it.
[00:54:31.124 --> 00:54:34.026]  This is incredible, the technocracy that's being established.
[00:54:34.026 --> 00:54:38.188]  We have that general manager of the radio station there, but I want people to understand something.
[00:54:38.188 --> 00:54:40.049]  Mankow and I are not joking, okay?
[00:54:40.049 --> 00:54:44.232]  It's real that they're announcing that the government's going to start taking your phone over with messages.
[00:54:44.232 --> 00:54:51.876]  It's real that the EAS more and more is taking stations over, and they're practicing nationwide broadcasts by the president.
[00:54:51.876 --> 00:54:57.940]  It's real that we're getting reports that when we talk about certain things, it just suddenly gets scrambled.
[00:54:57.940 --> 00:54:59.621]  Okay, we're on a different satellite than Mankow.
[00:55:00.774 --> 00:55:03.056]  So this is super creepy.
[00:55:03.056 --> 00:55:06.058]  These are folks that'll ship guns into Mexico to blame the Second Amendment.
[00:55:06.058 --> 00:55:11.101]  And I was not criticizing the general manager of that station for, you know, wanting to, you know, stay below the radar.
[00:55:11.101 --> 00:55:12.782]  I think that's prudent up front.
[00:55:12.782 --> 00:55:16.204]  But as groups, they should get together and say no.
[00:55:17.145 --> 00:55:21.788]  You're not going to just take over whenever you want now, and you're not just going to... I mean, you're a general manager.
[00:55:21.788 --> 00:55:34.457]  I'm sure you know they're trying to tell stations now, get ready for government-mandated programming, where they're going to have blocks where the EAS takes over and tunes you to a frequency to make you carry their programming.
[00:55:34.457 --> 00:55:37.319]  I mean, are you concerned about that, sir, as a general manager of a station?
[00:55:38.243 --> 00:55:40.425]  You know, I'm not concerned.
[00:55:40.425 --> 00:55:48.191]  What I'm concerned about is Breitbart showing up dead and, you know, I got little kids.
[00:55:48.191 --> 00:55:49.332]  You guys have little kids.
[00:55:49.332 --> 00:55:54.357]  I'm not some bombastic host that's out there talking about the problems.
[00:55:54.357 --> 00:55:58.120]  I'm some guy that, you know, tries to get advertising to support the
[00:55:58.540 --> 00:55:59.260]  No, I understand.
[00:55:59.260 --> 00:56:00.401]  I understand.
[00:56:00.401 --> 00:56:04.463]  But they're going to get us all... He's mentioning Breitbart because we believe Breitbart was killed.
[00:56:04.463 --> 00:56:05.043]  Oh, I do too.
[00:56:05.043 --> 00:56:06.624]  But I mean, I understand what he's saying.
[00:56:06.624 --> 00:56:11.746]  He's saying this isn't... But I'm saying we've all got a dog in this fight because this is it.
[00:56:11.746 --> 00:56:14.187]  I mean, if they take over, that's what we've got to be afraid of.
[00:56:14.927 --> 00:56:18.050]  Alex, look, I had the Secret Service come after me.
[00:56:18.050 --> 00:56:19.031]  Good cop, bad cop.
[00:56:19.031 --> 00:56:20.332]  And they said, look, Bill Clinton's in town.
[00:56:20.332 --> 00:56:22.894]  This was for the Democratic National Convention with Bill Clinton.
[00:56:22.894 --> 00:56:27.258]  They said, we do not want you to mention Bill Clinton.
[00:56:27.258 --> 00:56:28.499]  And they talked about my mother.
[00:56:28.499 --> 00:56:29.920]  They talked about the radio station.
[00:56:29.920 --> 00:56:33.703]  At that time, $174 million license.
[00:56:33.703 --> 00:56:34.884]  $174 million!
[00:56:34.884 --> 00:56:39.228]  They said, don't say Bill Clinton's name once.
[00:56:39.228 --> 00:56:39.989]  We know where you live.
[00:56:39.989 --> 00:56:41.490]  We know your kids.
[00:56:41.490 --> 00:56:42.411]  And so guess what I did?
[00:56:44.093 --> 00:56:46.015]  I didn't say anything.
[00:56:46.015 --> 00:56:47.057]  I didn't say anything.
[00:56:47.057 --> 00:56:48.879]  It's incredible what this country... No, no, exactly.
[00:56:48.879 --> 00:56:52.724]  I'm not criticizing anybody, but we've got to... Let me ask the guy this.
[00:56:52.724 --> 00:56:55.567]  I understand people listening going, oh, what a punk, what a loser.
[00:56:55.567 --> 00:56:55.848]  Really?
[00:56:55.848 --> 00:56:57.349]  You're going to lose everything?
[00:56:57.349 --> 00:56:58.230]  You're going to lose somebody $174 million?
[00:56:58.230 --> 00:57:00.333]  You're going to lose your family?
[00:57:00.333 --> 00:57:01.074]  You're going to lose your house?
[00:57:03.174 --> 00:57:04.414]  No, no, I understand all that.
[00:57:04.414 --> 00:57:06.655]  Well, I've had them here too, and I've told them to jump in the lake.
[00:57:06.655 --> 00:57:07.895]  Sure, I know, I know.
[00:57:07.895 --> 00:57:11.316]  But the point is, but I understand that's why they want to take... End up like Breitbart.
[00:57:11.316 --> 00:57:12.196]  I've got kids, man.
[00:57:12.196 --> 00:57:17.238]  I understand, but we're all going to end up like Breitbart, or like the Germans did if we don't turn this around.
[00:57:17.238 --> 00:57:20.839]  Let me give the general manager the final word on his station.
[00:57:20.839 --> 00:57:24.920]  All I'm saying is, do we see the danger if we all just give in to this?
[00:57:24.920 --> 00:57:26.480]  You're obviously not giving in.
[00:57:26.480 --> 00:57:28.761]  You had the courage to at least call in, sir.
[00:57:30.800 --> 00:57:31.461]  Yeah, yeah.
[00:57:31.461 --> 00:57:37.652]  I mean, given in, it's easy to say that I'm not giving in because I'm airing, you know, Mancow Show.
[00:57:37.652 --> 00:57:38.053]  Exactly!
[00:57:38.053 --> 00:57:38.554]  Exactly!
[00:57:39.535 --> 00:57:50.599]  I guess the way to really push it would be to, you know, to put you on, to put him on, and let everybody, you know, with multiple voices really go crazy and really talk to people about what's going on.
[00:57:50.599 --> 00:57:51.279]  Exactly!
[00:57:51.279 --> 00:57:58.162]  I mean, it is scary, and they shouldn't be able to do anything to a radio station.
[00:57:58.162 --> 00:58:03.704]  The only thing that should take the station off the air is if the power is down, and we have backup generators for that stuff.
[00:58:03.704 --> 00:58:06.845]  But now, we've got these boxes at my station.
[00:58:06.845 --> 00:58:07.045]  Wow.
[00:58:08.226 --> 00:58:13.630]  Well, look, any engineer will tell you, under the federal reg, it's got to be wired in as the final piece.
[00:58:13.630 --> 00:58:18.074]  It has to be in control at the tower and at the station.
[00:58:18.074 --> 00:58:18.955]  Incredible, sir.
[00:58:18.955 --> 00:58:21.017]  God bless the general manager there.
[00:58:21.017 --> 00:58:22.538]  Name not to be mentioned here.
[00:58:22.538 --> 00:58:25.501]  This is the point we've gotten to here in this country.
[00:58:26.301 --> 00:58:30.344]  And, you know, email us at showtipsatinfowars.com.
[00:58:30.344 --> 00:58:38.231]  If you're a program director and want to tell us about this, or if you're a listener and have witnessed it, we'll do a little bit more with Man Cow than our next guest back in 60 seconds.
[00:58:38.231 --> 00:58:47.058]  This is GCN, the Genesis Communications Radio Network.
[00:58:50.405 --> 00:58:55.910]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:58:55.910 --> 00:58:58.312]  Start purifying your water with ProPure.
[00:58:58.312 --> 00:59:04.036]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[00:59:04.036 --> 00:59:07.419]  And it's available discounted at InfoWars.com.
[00:59:07.419 --> 00:59:10.882]  Its filters are silver impregnated to prevent bacterial growth.
[00:59:10.882 --> 00:59:12.563]  There's no priming required.
[00:59:12.563 --> 00:59:14.825]  It's NSF-42 certified.
