whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:58:11.000 --> 00:58:13.000]   to steal stuff for the Republican leadership. And I'm telling
[00:58:13.000 --> 00:58:15.000]   you, they are angry.
[00:58:15.000 --> 00:58:17.000]   And they're on average about 85 years old.
[00:58:17.000 --> 00:58:19.000]   And I'm telling you,
[00:58:19.000 --> 00:58:21.000]   this whole Republican establishment is emblematic
[00:58:21.000 --> 00:58:23.000]   of how it is falling, just like the Democrats
[00:58:23.000 --> 00:58:25.000]   are. I ran a lot of old folks as well
[00:58:25.000 --> 00:58:27.000]   that are Trump supporters and they're awesome.
[00:58:27.000 --> 00:58:29.000]   And they're so much more animated
[00:58:29.000 --> 00:58:31.000]   than the old, mean Republicans that
[00:58:31.000 --> 00:58:33.000]   think they're the sovereigns like George Wills said.
[00:58:33.000 --> 00:58:35.000]   We don't care what your popular vote is.
[00:58:35.000 --> 00:58:37.000]   We're the sovereigns. That's an arrogant piece of garbage.
[00:58:37.000 --> 00:58:39.000]   We'll be back with David Knight, myself, and more.
[00:58:39.000 --> 00:58:41.000]   Stay with us.
[00:58:41.000 --> 00:58:43.000]   [Music]
[00:58:43.000 --> 00:58:45.000]   Visit GCNlive.com today.
[00:58:45.000 --> 00:58:47.000]   [Music]
[00:58:47.000 --> 00:58:51.000]   If you ever wanted a great deal
[00:58:51.000 --> 00:58:53.000]   on a powerful solar generator, but
[00:58:53.000 --> 00:58:55.000]   were waiting for an outrageously low price,
[00:58:55.000 --> 00:58:57.000]   you are not going to want to miss this important
[00:58:57.000 --> 00:58:59.000]   message. Here's why. My friends,
[00:58:59.000 --> 00:59:01.000]   we already see major power grid
[00:59:01.000 --> 00:59:03.000]   problems and it's getting worse. So, please
[00:59:03.000 --> 00:59:05.000]   listen. Solar generators really do
[00:59:05.000 --> 00:59:07.000]   provide life-saving electrical power.
[00:59:07.000 --> 00:59:09.000]   And unlike gas generators, solar
[00:59:09.000 --> 00:59:11.000]   generators run silently, emit no fumes
[00:59:11.000 --> 00:59:13.000]   or gases, and produce electricity
[00:59:13.000 --> 00:59:15.000]   from the sun. Whether it's dangerous summer storms,
[00:59:15.000 --> 00:59:17.000]   blackouts, intensifying
[00:59:17.000 --> 00:59:19.000]   civil unrest, you're not going to have to
[00:59:19.000 --> 00:59:21.000]   suffer through it like the rest of the sheep.
[00:59:21.000 --> 00:59:23.000]   And here's the best news if you want to get one this week.
[00:59:23.000 --> 00:59:25.000]   Solutions from Science has a big
[00:59:25.000 --> 00:59:27.000]   sale on their fast-charge
[00:59:27.000 --> 00:59:29.000]   solar generators. And they're giving away
[00:59:29.000 --> 00:59:31.000]   a couple thousand dollars worth of
[00:59:31.000 --> 00:59:33.000]   off-the-grid gear in addition to the low
[00:59:33.000 --> 00:59:35.000]   price for InfoWars listeners.
[00:59:35.000 --> 00:59:37.000]   So it's a good time to check it out. Go to
[00:59:37.000 --> 00:59:39.000]   GridWars.com. That's GridWars.com.
[00:59:39.000 --> 00:59:41.000]   It's a great opportunity
[00:59:41.000 --> 00:59:43.000]   to generate maximum electricity
[00:59:43.000 --> 00:59:45.000]   with minimum money. Go to GridWars.com.
[00:59:45.000 --> 00:59:47.000]   That's GridWars.com.
[00:59:47.000 --> 00:59:53.000]   You're listening to the Alex
[00:59:53.000 --> 00:59:55.000]   Jones Show.
[00:59:57.000 --> 00:59:59.000]   [music]
[00:59:59.000 --> 01:00:13.000]   Big Brother.
[01:00:13.000 --> 01:00:15.000]   Mainstream Media. Government
[01:00:15.000 --> 01:00:17.000]   cover-ups. You want to
[01:00:17.000 --> 01:00:19.000]   stop tyranny? Well, so does
[01:00:19.000 --> 01:00:21.000]   he. Live from the
[01:00:21.000 --> 01:00:23.000]   InfoWars.com studios,
[01:00:23.000 --> 01:00:25.000]   it's Alex Jones.
[01:00:25.000 --> 01:00:27.000]   Ladies and
[01:00:27.000 --> 01:00:29.000]   gentlemen, I cannot stress to you
[01:00:29.000 --> 01:00:31.000]   that when I get up here and I talk about
[01:00:31.000 --> 01:00:33.000]   the Chinese
[01:00:33.000 --> 01:00:35.000]   fleet and the US fleet openly
[01:00:35.000 --> 01:00:37.000]   saying they may have a
[01:00:37.000 --> 01:00:39.000]   war any day. That's not the Cuban Missile Crisis.
[01:00:39.000 --> 01:00:41.000]   The Chinese president says they're at battle
[01:00:41.000 --> 01:00:43.000]   stations for war.
[01:00:43.000 --> 01:00:45.000]   We've got US advisors fighting
[01:00:45.000 --> 01:00:47.000]   Russians in eastern Ukraine.
[01:00:47.000 --> 01:00:49.000]   The Russians are moving missiles in. Putin's
[01:00:49.000 --> 01:00:51.000]   warning the world. And Putin
[01:00:51.000 --> 01:00:53.000]   comes out last week and a month before that
[01:00:53.000 --> 01:00:55.000]   and says, "Do you understand
[01:00:55.000 --> 01:00:57.000]   that we're going towards war and that you're starting it?
[01:00:57.000 --> 01:00:59.000]   You need to have a debate about this.
[01:00:59.000 --> 01:01:01.000]   There's nothing in our news to speak of."
[01:01:01.000 --> 01:01:03.000]   Or it's like the back of the paper.
[01:01:03.000 --> 01:01:05.000]   And so for me,
[01:01:05.000 --> 01:01:07.000]   beyond Black Lives Matter, beyond George Soros,
[01:01:07.000 --> 01:01:09.000]   who's again behind
[01:01:09.000 --> 01:01:11.000]   what's happening in Russia,
[01:01:11.000 --> 01:01:13.000]   we just really have to understand things are
[01:01:13.000 --> 01:01:15.000]   serious and the world is going into crisis.
[01:01:15.000 --> 01:01:17.000]   And this happened before World War I.
[01:01:17.000 --> 01:01:19.000]   It happened before World War II. And most
[01:01:19.000 --> 01:01:21.000]   political analysts and historians are saying
[01:01:21.000 --> 01:01:23.000]   that we're going into a very, very dangerous
[01:01:23.000 --> 01:01:25.000]   period. Now I'm going to go
[01:01:25.000 --> 01:01:27.000]   jump in a car, get down over
[01:01:27.000 --> 01:01:29.000]   to the park where I'm going to give this speech
[01:01:29.000 --> 01:01:31.000]   in about 30 minutes. We've got
[01:01:31.000 --> 01:01:33.000]   coming up Leanne McAdoo and Margaret Howell.
[01:01:33.000 --> 01:01:35.000]   I'll be popping in with David Knight. But I'm going
[01:01:35.000 --> 01:01:37.000]   to hand the baton to you, David Knight. I want to thank you and the rest
[01:01:37.000 --> 01:01:39.000]   of the crew for the great work you're doing,
[01:01:39.000 --> 01:01:41.000]   my friend. I want to thank you for the courage you've got
[01:01:41.000 --> 01:01:43.000]   with your wife and children,
[01:01:43.000 --> 01:01:45.000]   letting you. But you've got one of your sons working with us,
[01:01:45.000 --> 01:01:47.000]   Travis, one of our best camera people.
[01:01:47.000 --> 01:01:49.000]   He's doing a great job as well. But it's
[01:01:49.000 --> 01:01:51.000]   got to be surreal to not just be alive right
[01:01:51.000 --> 01:01:53.000]   now, David, but to be in the middle of it, my
[01:01:53.000 --> 01:01:55.000]   friend, and to see so many good things
[01:01:55.000 --> 01:01:57.000]   happening, but also so many bad things happening.
[01:01:57.000 --> 01:01:59.000]   David Knight. Absolutely, Alex.
[01:01:59.000 --> 01:02:01.000]   It truly is amazing as
[01:02:01.000 --> 01:02:03.000]   this stuff plays out. I'm looking
[01:02:03.000 --> 01:02:05.000]   forward to what's going to happen
[01:02:05.000 --> 01:02:07.000]   this afternoon. And again, in just the
[01:02:07.000 --> 01:02:09.000]   I guess it's about a half hour. It's the
[01:02:09.000 --> 01:02:11.000]   bottom of the hour. We're going to be speaking at the America
[01:02:11.000 --> 01:02:13.000]   First Unity Rally.
[01:02:13.000 --> 01:02:15.000]   I think that's going to be very important.
[01:02:15.000 --> 01:02:17.000]   It's important that we get to these places.
[01:02:17.000 --> 01:02:19.000]   And Alex, as you know, when we went
[01:02:19.000 --> 01:02:21.000]   to the Alamo, the
[01:02:21.000 --> 01:02:23.000]   open carry rally that we had at the Alamo, we had
[01:02:23.000 --> 01:02:25.000]   a thousand people carrying weapons
[01:02:25.000 --> 01:02:27.000]   and nobody had a problem with it. Now we're seeing
[01:02:27.000 --> 01:02:29.000]   a lot of people, a lot of articles I've
[01:02:29.000 --> 01:02:31.000]   seen questioning the idea of whether or not there should be
[01:02:31.000 --> 01:02:33.000]   open carry anywhere
[01:02:33.000 --> 01:02:35.000]   in Cleveland. But didn't the governor
[01:02:35.000 --> 01:02:37.000]   I'm only going off this since I heard it on the
[01:02:37.000 --> 01:02:39.000]   local radio last night driving in. Didn't the governor
[01:02:39.000 --> 01:02:41.000]   do the right thing and say, "No, I'm not revoking the open carry"?
[01:02:41.000 --> 01:02:43.000]   Absolutely. He doesn't have the authority to do that.
[01:02:43.000 --> 01:02:45.000]   And the police union chief was wrong
[01:02:45.000 --> 01:02:47.000]   calling him to do that. But I think
[01:02:47.000 --> 01:02:49.000]   an important thing that comes out
[01:02:49.000 --> 01:02:51.000]   of all this back and forth conflict that has
[01:02:51.000 --> 01:02:53.000]   been created by Obama, I think
[01:02:53.000 --> 01:02:55.000]   it's very interesting when we look at this shooter.
[01:02:55.000 --> 01:02:57.000]   The fact that he was a black ex-marine
[01:02:57.000 --> 01:02:59.000]   and that two of
[01:02:59.000 --> 01:03:01.000]   his police victims, the first one was
[01:03:01.000 --> 01:03:03.000]   a black man, just like
[01:03:03.000 --> 01:03:05.000]   the shooter was.
[01:03:05.000 --> 01:03:07.000]   And another one was an ex-marine, just
[01:03:07.000 --> 01:03:09.000]   like the shooter. Okay? The black man,
[01:03:09.000 --> 01:03:11.000]   the black cop that he shot,
[01:03:11.000 --> 01:03:13.000]   had a four-month-old child and the
[01:03:13.000 --> 01:03:15.000]   ex-marine had four children.
[01:03:15.000 --> 01:03:17.000]   And you know what makes this different,
[01:03:17.000 --> 01:03:19.000]   Alex, is that Obama
[01:03:19.000 --> 01:03:21.000]   has tried to get people to focus
[01:03:21.000 --> 01:03:23.000]   not on what people have in common,
[01:03:23.000 --> 01:03:25.000]   not what the shooter had in common with these people,
[01:03:25.000 --> 01:03:27.000]   one of them being black, one of them being an ex-marine,
[01:03:27.000 --> 01:03:29.000]   but to focus on what is different
[01:03:29.000 --> 01:03:31.000]   between them. That's the way the Democrat
[01:03:31.000 --> 01:03:33.000]   party, that's the way Obama... David, that's perfectly
[01:03:33.000 --> 01:03:35.000]   said. I mean, you should do a whole
[01:03:35.000 --> 01:03:37.000]   report on that, about our shared
[01:03:37.000 --> 01:03:39.000]   humanity and how clearly
[01:03:39.000 --> 01:03:41.000]   Obama keeps trying to say we need to reform the police
[01:03:41.000 --> 01:03:43.000]   every time more cops get killed, implying
[01:03:43.000 --> 01:03:45.000]   this is your fault, that
[01:03:45.000 --> 01:03:47.000]   he himself and the media have hyped this up.
[01:03:47.000 --> 01:03:49.000]   He is literally one of the main authors
[01:03:49.000 --> 01:03:51.000]   of this than blaming random
[01:03:51.000 --> 01:03:53.000]   police. Now, to take that out of the police union
[01:03:53.000 --> 01:03:55.000]   here, he's done the right thing, saying Obama
[01:03:55.000 --> 01:03:57.000]   is basically behind this and is stoking the
[01:03:57.000 --> 01:03:59.000]   flames and is horrible, and I am for open carry
[01:03:59.000 --> 01:04:01.000]   and I get the perspective of people
[01:04:01.000 --> 01:04:03.000]   that want to be open carry, and we've got folks here
[01:04:03.000 --> 01:04:05.000]   obviously I'm not going to get into it,
[01:04:05.000 --> 01:04:07.000]   for protection as well. I
[01:04:07.000 --> 01:04:09.000]   just get their fear
[01:04:09.000 --> 01:04:11.000]   of not being able to then tell
[01:04:11.000 --> 01:04:13.000]   who's got a gun and who doesn't, because
[01:04:13.000 --> 01:04:15.000]   they're going to think, they're going to check good guys
[01:04:15.000 --> 01:04:17.000]   as well as bad guys now. They want to be able to
[01:04:17.000 --> 01:04:19.000]   just pick out the few that have guns and be
[01:04:19.000 --> 01:04:21.000]   able to do something in case it's a jihadi
[01:04:21.000 --> 01:04:23.000]   or a Black Lives Matter issue. But then, I'm
[01:04:23.000 --> 01:04:25.000]   sorry, terrorist attacking
[01:04:25.000 --> 01:04:27.000]   can't be used to take our rights.
[01:04:27.000 --> 01:04:29.000]   They have terrorist attacking saying give up your free speech.
[01:04:29.000 --> 01:04:31.000]   Well, they have terrorist attacking saying give up your gun.
[01:04:31.000 --> 01:04:33.000]   So I'm sorry to the police union. I can see
[01:04:33.000 --> 01:04:35.000]   their point, but the second amendment trumps everything.
[01:04:35.000 --> 01:04:37.000]   And so that's what this country's all
[01:04:37.000 --> 01:04:39.000]   about. It's why 1776 happened.
[01:04:39.000 --> 01:04:41.000]   David, they'll be carrying my feed live
[01:04:41.000 --> 01:04:43.000]   when I give the speech here in about 30 minutes.
[01:04:43.000 --> 01:04:45.000]   Thank you so much my friend. I'm going to hand the baton to you.
[01:04:45.000 --> 01:04:47.000]   Folks, stay with us. History's happening.
[01:04:47.000 --> 01:04:49.000]   Spread the word about the local station you're listening to
[01:04:49.000 --> 01:04:51.000]   or the stream or video feed you're
[01:04:51.000 --> 01:04:53.000]   watching right now, because you are the power
[01:04:53.000 --> 01:04:55.000]   of this broadcast.
[01:04:55.000 --> 01:04:57.000]   [Music]
[01:04:57.000 --> 01:04:59.000]   [Music]
[01:04:59.000 --> 01:05:01.000]   Hillary Clinton believes
[01:05:01.000 --> 01:05:03.000]   that gangs are an adequate
[01:05:03.000 --> 01:05:05.000]   substitute for family.
[01:05:05.000 --> 01:05:07.000]   Joining a gang is like having a family.
[01:05:07.000 --> 01:05:09.000]   It's feeling like you're part of something
[01:05:09.000 --> 01:05:11.000]   bigger than yourself. Well, Hillary,
[01:05:11.000 --> 01:05:13.000]   sociologists have conclusively
[01:05:13.000 --> 01:05:15.000]   demonstrated that the formation
[01:05:15.000 --> 01:05:17.000]   of gangs correlates
[01:05:17.000 --> 01:05:19.000]   to the breakdown of the family.
[01:05:19.000 --> 01:05:21.000]   It's no secret that gangs
[01:05:21.000 --> 01:05:23.000]   are the largest contributor to
[01:05:23.000 --> 01:05:25.000]   crime in America.
[01:05:25.000 --> 01:05:27.000]   Hillary Clinton ignores the fact
[01:05:27.000 --> 01:05:29.000]   that the family is the foundation
[01:05:29.000 --> 01:05:31.000]   of civilization. Meanwhile,
[01:05:31.000 --> 01:05:33.000]   welfare destroys
[01:05:33.000 --> 01:05:35.000]   that foundation. Hillary is no
[01:05:35.000 --> 01:05:37.000]   doubt pandering to Democrat
[01:05:37.000 --> 01:05:39.000]   voters, who according to a survey
[01:05:39.000 --> 01:05:41.000]   by the Maxwell Poll on the political
[01:05:41.000 --> 01:05:43.000]   affiliation of Americans
[01:05:43.000 --> 01:05:45.000]   receiving government aid, shows
[01:05:45.000 --> 01:05:47.000]   that 81% of those
[01:05:47.000 --> 01:05:49.000]   in public housing and 63%
[01:05:49.000 --> 01:05:51.000]   of Americans receiving
[01:05:51.000 --> 01:05:53.000]   welfare or public assistance
[01:05:53.000 --> 01:05:55.000]   vote for Democrats.
[01:05:55.000 --> 01:05:59.000]   You can learn more right now at Infowars.com.
[01:05:59.000 --> 01:06:01.000]   Hey everyone, Pharmacist Ben Fuchs here,
[01:06:01.000 --> 01:06:03.000]   host of The Bright Side, and as many of you know,
[01:06:03.000 --> 01:06:05.000]   I'm on a mission to help Americans get
[01:06:05.000 --> 01:06:07.000]   and stay healthy. You've all heard the shocking
[01:06:07.000 --> 01:06:09.000]   statistics. Despite spending trillions
[01:06:09.000 --> 01:06:11.000]   of dollars in health care, nearly $10,000
[01:06:11.000 --> 01:06:13.000]   per man, woman, and child
[01:06:13.000 --> 01:06:15.000]   in this country, obesity, diabetes,
[01:06:15.000 --> 01:06:17.000]   cancer, heart disease, and autoimmune illnesses
[01:06:17.000 --> 01:06:19.000]   are rampant. One out of three or
[01:06:19.000 --> 01:06:21.000]   four people is dealing with some kind of health challenge
[01:06:21.000 --> 01:06:23.000]   and everyone knows at least one person
[01:06:23.000 --> 01:06:25.000]   with a degenerative disease.
[01:06:25.000 --> 01:06:27.000]   If you're dealing with a health challenge, or if you're healthy
[01:06:27.000 --> 01:06:29.000]   and want to maintain your vigor and longevity,
[01:06:29.000 --> 01:06:31.000]   and you're looking for a convenient, easy way
[01:06:31.000 --> 01:06:33.000]   to incorporate nutritional raw materials
[01:06:33.000 --> 01:06:35.000]   into your day-to-day lives, to guarantee
[01:06:35.000 --> 01:06:37.000]   that your body is getting the fundamental nutrients,
[01:06:37.000 --> 01:06:39.000]   the 90 essential vitamins, minerals,
[01:06:39.000 --> 01:06:41.000]   fats, and amino acids it needs to do
[01:06:41.000 --> 01:06:43.000]   its healing work, you need to check out
[01:06:43.000 --> 01:06:45.000]   Infowarsteam.com.
[01:06:45.000 --> 01:06:47.000]   Give your body the gift of good
[01:06:47.000 --> 01:06:49.000]   nutrition. Head over to Infowarsteam.com.
[01:06:49.000 --> 01:06:51.000]   Your body will be
[01:06:51.000 --> 01:06:53.000]   very grateful. On the web at
[01:06:53.000 --> 01:06:55.000]   Infowarsteam.com.
[01:06:55.000 --> 01:06:57.000]   That's Infowarsteam.com.
[01:06:57.000 --> 01:07:01.000]   Dr. Grim, you developed Living Defense for us.
[01:07:01.000 --> 01:07:03.000]   It took you over a year to do it. Why is this so good?
[01:07:03.000 --> 01:07:05.000]   Because people are actually
[01:07:05.000 --> 01:07:07.000]   waking up to the problem that pretty much
[01:07:07.000 --> 01:07:09.000]   scares me the most. I mean,
[01:07:09.000 --> 01:07:11.000]   I try to make sure that I don't
[01:07:11.000 --> 01:07:13.000]   put toxins from food and water and
[01:07:13.000 --> 01:07:15.000]   beverages in my system, but right now
[01:07:15.000 --> 01:07:17.000]   we're dealing with massive
[01:07:17.000 --> 01:07:19.000]   parasites, which is anything
[01:07:19.000 --> 01:07:21.000]   that's harmful to your body that lives
[01:07:21.000 --> 01:07:23.000]   off a host mechanism. Right now, with all
[01:07:23.000 --> 01:07:25.000]   the refugees spreading
[01:07:25.000 --> 01:07:27.000]   disease around, we have biological
[01:07:27.000 --> 01:07:29.000]   warfare going on everywhere. These are
[01:07:29.000 --> 01:07:31.000]   all parasites. Tell us about all the stuff
[01:07:31.000 --> 01:07:33.000]   that's in it. There's so many things that are in it. You have the neem
[01:07:33.000 --> 01:07:35.000]   in there, you have the organic clove bud,
[01:07:35.000 --> 01:07:37.000]   the organic wormwood. I
[01:07:37.000 --> 01:07:39.000]   recommend doing the parasite cleanse
[01:07:39.000 --> 01:07:41.000]   at least twice a year. Alright, well I'm glad
[01:07:41.000 --> 01:07:43.000]   we've got some back in because I'm going back on it today.
[01:07:43.000 --> 01:07:45.000]   It just came back in yesterday. Living Defense,
[01:07:45.000 --> 01:07:47.000]   Infowarslife.com. And folks, you can't
[01:07:47.000 --> 01:07:49.000]   lose. It's full of stuff that's great for your body, period.
[01:07:49.000 --> 01:07:51.000]   And you support
[01:07:51.000 --> 01:07:53.000]   the broadcast. Infowarslife.com.
[01:07:53.000 --> 01:07:55.000]   Thank you, Dr. Group from the Global Healing Center.
[01:07:55.000 --> 01:07:57.000]   Thank you so much for all your work, sir, on this great
[01:07:57.000 --> 01:07:59.000]   product.
[01:07:59.000 --> 01:08:13.000]   He aligns himself
[01:08:13.000 --> 01:08:15.000]   with the truth, and it's time
[01:08:15.000 --> 01:08:17.000]   for you to choose a side.
[01:08:17.000 --> 01:08:19.000]   You're listening to Alex
[01:08:19.000 --> 01:08:21.000]   Jones.
[01:08:21.000 --> 01:08:25.000]   Welcome back to the Alex Jones Show. I'm David Knight.
[01:08:25.000 --> 01:08:27.000]   On this Monday, July 18, 2016,
[01:08:27.000 --> 01:08:29.000]   the beginning of the Republican National Convention
[01:08:29.000 --> 01:08:31.000]   in Cleveland, Ohio.
[01:08:31.000 --> 01:08:33.000]   You just heard Alex Jones reporting
[01:08:33.000 --> 01:08:35.000]   live from Cleveland. We're going to
[01:08:35.000 --> 01:08:37.000]   be joining him at the bottom of the hour. He's going
[01:08:37.000 --> 01:08:39.000]   to be speaking at the America First
[01:08:39.000 --> 01:08:41.000]   Unity Rally there in Cleveland,
[01:08:41.000 --> 01:08:43.000]   along with many other speakers that are
[01:08:43.000 --> 01:08:45.000]   there. We're going to be going that live
[01:08:45.000 --> 01:08:47.000]   at 1230
[01:08:47.000 --> 01:08:49.000]   our time, so it's going to be about 20 minutes
[01:08:49.000 --> 01:08:51.000]   from now. And
[01:08:51.000 --> 01:08:53.000]   as we were talking in the last section
[01:08:53.000 --> 01:08:55.000]   about the way this
[01:08:55.000 --> 01:08:57.000]   has worked out, about this
[01:08:57.000 --> 01:08:59.000]   Black Lives Matter murder, and the
[01:08:59.000 --> 01:09:01.000]   people that he killed, and the fact that he
[01:09:01.000 --> 01:09:03.000]   was focusing on
[01:09:03.000 --> 01:09:05.000]   what was different, when
[01:09:05.000 --> 01:09:07.000]   in reality, he had a lot in common
[01:09:07.000 --> 01:09:09.000]   with the people that he killed.
[01:09:09.000 --> 01:09:11.000]   But I want to read to you, before we go to Joe Biggs,
[01:09:11.000 --> 01:09:13.000]   he's ready to join us in Cleveland.
[01:09:13.000 --> 01:09:15.000]   I want to read to you real quickly a couple of things
[01:09:15.000 --> 01:09:17.000]   that were on his Facebook page. Some of the
[01:09:17.000 --> 01:09:19.000]   last things that he put up, just before he
[01:09:19.000 --> 01:09:21.000]   was killed. The slain Baton Rouge
[01:09:21.000 --> 01:09:23.000]   Black police officer said,
[01:09:23.000 --> 01:09:25.000]   "Please don't let hate
[01:09:25.000 --> 01:09:27.000]   infect your heart." He said, "I swear to
[01:09:27.000 --> 01:09:29.000]   God I love this city, but I wonder if
[01:09:29.000 --> 01:09:31.000]   this city loves me."
[01:09:31.000 --> 01:09:33.000]   Now that was a Black cop that died.
[01:09:33.000 --> 01:09:35.000]   His sister said, "It's
[01:09:35.000 --> 01:09:37.000]   coming to the point where no lives matter."
[01:09:37.000 --> 01:09:39.000]   She said, her name is Jocelyn Jackson.
[01:09:39.000 --> 01:09:41.000]   She said she understands the anger behind
[01:09:41.000 --> 01:09:43.000]   the movement of Black Lives Matter, but she said,
[01:09:43.000 --> 01:09:45.000]   "God gives nobody the right
[01:09:45.000 --> 01:09:47.000]   to kill, to take another person's life."
[01:09:47.000 --> 01:09:49.000]   You have to understand, even though
[01:09:49.000 --> 01:09:51.000]   they're protesting, and this is an ambiguous
[01:09:51.000 --> 01:09:53.000]   shooting there in Baton Rouge,
[01:09:53.000 --> 01:09:55.000]   these officers, even though they were in the
[01:09:55.000 --> 01:09:57.000]   Baton Rouge Police Department, they were not
[01:09:57.000 --> 01:09:59.000]   directly involved in that. They had
[01:09:59.000 --> 01:10:01.000]   absolutely no involvement in that
[01:10:01.000 --> 01:10:03.000]   shooting. Just cold-blooded murder.
[01:10:03.000 --> 01:10:05.000]   And a misdirection
[01:10:05.000 --> 01:10:07.000]   of blame, if there is blame
[01:10:07.000 --> 01:10:09.000]   to be had in that particular shooting. That's
[01:10:09.000 --> 01:10:11.000]   yet to be determined. She said,
[01:10:11.000 --> 01:10:13.000]   "It's coming to the point," this is the sister of the
[01:10:13.000 --> 01:10:15.000]   Black police officer who was killed, she says, "It's coming to the point
[01:10:15.000 --> 01:10:17.000]   where no lives matter, whether you're Black
[01:10:17.000 --> 01:10:19.000]   or you're White or you're Hispanic or
[01:10:19.000 --> 01:10:21.000]   whatever." And that's what I was just
[01:10:21.000 --> 01:10:23.000]   saying to Alex Jones.
[01:10:23.000 --> 01:10:25.000]   What Obama has done,
[01:10:25.000 --> 01:10:27.000]   what Hillary has done, what the
[01:10:27.000 --> 01:10:29.000]   Democrat Party in general has done,
[01:10:29.000 --> 01:10:31.000]   they have achieved their
[01:10:31.000 --> 01:10:33.000]   power, and continue to achieve their power
[01:10:33.000 --> 01:10:35.000]   by getting us to focus on
[01:10:35.000 --> 01:10:37.000]   what separates us.
[01:10:37.000 --> 01:10:39.000]   What is different about us. And as I
[01:10:39.000 --> 01:10:41.000]   pointed out, this killer, this cold-blooded killer
[01:10:41.000 --> 01:10:43.000]   was Black, and he was an ex-Marine.
[01:10:43.000 --> 01:10:45.000]   Two of the three victims
[01:10:45.000 --> 01:10:47.000]   that he shot, one was Black, and another one
[01:10:47.000 --> 01:10:49.000]   was an ex-Marine. And they had
[01:10:49.000 --> 01:10:51.000]   families. And they were innocent.
[01:10:51.000 --> 01:10:53.000]   They were not involved in
[01:10:53.000 --> 01:10:55.000]   that shooting. Now at the same time,
[01:10:55.000 --> 01:10:57.000]   we have the police, I believe, overreacting.
[01:10:57.000 --> 01:10:59.000]   We've got the head
[01:10:59.000 --> 01:11:01.000]   of the police union,
[01:11:01.000 --> 01:11:03.000]   was right when he said that Obama has
[01:11:03.000 --> 01:11:05.000]   blood on his hands, because he is
[01:11:05.000 --> 01:11:07.000]   fomenting this kind of
[01:11:07.000 --> 01:11:09.000]   division that I just pointed out.
[01:11:09.000 --> 01:11:11.000]   But at the same time, he comes out and says
[01:11:11.000 --> 01:11:13.000]   well, I think the government, the governor
[01:11:13.000 --> 01:11:15.000]   ought to just set aside
[01:11:15.000 --> 01:11:17.000]   the open carry laws that we have
[01:11:17.000 --> 01:11:19.000]   here in Ohio.
[01:11:19.000 --> 01:11:21.000]   The police don't have that authority.
[01:11:21.000 --> 01:11:23.000]   The governor doesn't have that authority.
[01:11:23.000 --> 01:11:25.000]   The rule of law means that the governor
[01:11:25.000 --> 01:11:27.000]   as well as the police are under
[01:11:27.000 --> 01:11:29.000]   the law. The law is king.
[01:11:29.000 --> 01:11:31.000]   The law is king. Lex Rex
[01:11:31.000 --> 01:11:33.000]   was what the founders of this country
[01:11:33.000 --> 01:11:35.000]   talked about with that. I want to join
[01:11:35.000 --> 01:11:37.000]   Joe Biggs. He had a comment he wanted to make
[01:11:37.000 --> 01:11:39.000]   about whether or not
[01:11:39.000 --> 01:11:41.000]   open carry should be banned
[01:11:41.000 --> 01:11:43.000]   in Cleveland. Joe, thanks for joining us.
[01:11:43.000 --> 01:11:45.000]   Joe Biggs here, Infowars.com
[01:11:45.000 --> 01:11:47.000]   live from Cleveland where the RNC
[01:11:47.000 --> 01:11:49.000]   has now taken place.
[01:11:49.000 --> 01:11:51.000]   Emotions are high. There's
[01:11:51.000 --> 01:11:53.000]   walls built within the city by
[01:11:53.000 --> 01:11:55.000]   people who think walls don't work,
[01:11:55.000 --> 01:11:57.000]   which is kind of the funny thing. We also
[01:11:57.000 --> 01:11:59.000]   have a sheriff that's coming out
[01:11:59.000 --> 01:12:01.000]   talking about the fact that these cop
[01:12:01.000 --> 01:12:03.000]   killings in Baton Rouge, Dallas
[01:12:03.000 --> 01:12:05.000]   last week, that they should suspend
[01:12:05.000 --> 01:12:07.000]   the second amendment for the citizens
[01:12:07.000 --> 01:12:09.000]   of Ohio here in Cleveland
[01:12:09.000 --> 01:12:11.000]   during the RNC. I have a huge
[01:12:11.000 --> 01:12:13.000]   issue with that. We have that
[01:12:13.000 --> 01:12:15.000]   right. There are bad people who've been bussed
[01:12:15.000 --> 01:12:17.000]   in. Soros funded groups who are
[01:12:17.000 --> 01:12:19.000]   coming out here to cause trouble.
[01:12:19.000 --> 01:12:21.000]   You've got the new Black Panther party that's come out
[01:12:21.000 --> 01:12:23.000]   here armed to the teeth. We have
[01:12:23.000 --> 01:12:25.000]   that right. We have that ability.
[01:12:25.000 --> 01:12:27.000]   We should be able to protect ourselves.
[01:12:27.000 --> 01:12:29.000]   And then you have people like Don Lemon coming out
[01:12:29.000 --> 01:12:31.000]   talking about these killings and then
[01:12:31.000 --> 01:12:33.000]   Sheriff David Clark saying, you know what?
[01:12:33.000 --> 01:12:35.000]   Black lives matter. Black lives
[01:12:35.000 --> 01:12:37.000]   matter. This is BS. It's a terroristic
[01:12:37.000 --> 01:12:39.000]   organization. We need to put a stop
[01:12:39.000 --> 01:12:41.000]   to that. And we already have different
[01:12:41.000 --> 01:12:43.000]   conserns lined up. They're
