[00:00.000 --> 00:04.740]  Gavin McInnis is back with his all-new online network, FreeSpeech.tv.
[44:12.740 --> 44:20.740]  There couldn't be more critical information for your physical body. God's more important when it comes to your soul, but this is most important when it comes to your body.
[44:20.740 --> 44:30.740]  If people didn't know that you put motor oil in a car's oil container to lube the engine, they might be able to be conned and think you put salt water in it,
[44:30.740 --> 44:33.740]  but it would seize up the engine pretty much instantly.
[44:33.740 --> 44:38.740]  Well, if they put fluoride in the human body, it causes cancer, dumps us down and destroys fertility.
[44:38.740 --> 44:46.740]  If you put the good halogen in the body, high quality iodine, it's like putting good, high quality motor oil in the car that's supposed to run on it.
[44:46.740 --> 44:53.740]  It's that simple. Find out about the iodine conspiracy at m4store.com and find out what the globalists hope that you do not research this information.
[44:53.740 --> 44:59.740]  Ladies and gentlemen, whatever you do, research iodine deficiency. It's the key to everything.
[44:59.740 --> 45:07.740]  And then go and take advantage of the 60% off combo with our two different types of high quality iodine and bio-trustillinium at m4store.com today.
[45:07.740 --> 45:22.740]  Here are the facts. Iodine raises IQ and across the board makes you more healthy in thousands of top studies, including the American Medical Journal.
[45:22.740 --> 45:28.740]  Every type of fluoride lowers IQ, massively increases cancer and destroys fertility.
[45:28.740 --> 45:32.740]  That's the facts. Learn about the iodine conspiracy.
[45:32.740 --> 45:42.740]  And then once you've learned about it, protect yourself and your family. The reason I'm so hot on this is the globalists put the fluoride in the water while making sure we don't get the iodine.
[45:42.740 --> 45:48.740]  In China, they put the iodine in the water and ban the fluoride because they've already got their people under their control.
[45:48.740 --> 45:56.740]  The globalists are targeting us here. Please go to m4store.com, experience iodine and bio-trustillinium that goes with it together.
[45:56.740 --> 46:02.740]  And then once you see the great results, warn others. This is the Achilles' Hill of the Globalist. It's a win-win situation.
[46:02.740 --> 46:05.740]  The only way you lose is not taking action. Take action now.
[46:08.740 --> 46:16.740]  Now, what I'm about to say is incredibly obvious and I'm not talking down to any of the viewers or any of the listeners. I'm just taking the facts.
[46:16.740 --> 46:23.740]  I own a chainsaw. I've had it since I was in college. And it's a great, good old chainsaw and I've used it probably 500 times.
[46:23.740 --> 46:29.740]  But a few times I've forgotten to oil it and it seizes up really quick and I feel like an idiot for not oiling it.
[46:29.740 --> 46:37.740]  Now, imagine if somebody told me to put, let's say, super glue in the oil container on it. It would seize up forever.
[46:37.740 --> 46:43.740]  But only an evil person would do that. Well, fluorides like putting super glue in a chainsaw, it's going to make it seize up.
[46:43.740 --> 46:48.740]  And that's why they put it in the water and they admit they're doing it to hurt you and your family. Yes, they're really evil.
[46:48.740 --> 46:54.740]  Iodine is like putting oil in the chainsaw to help with the gasoline lubrication. It's that simple.
[46:54.740 --> 46:59.740]  I know you understand this, but let's warn other people before it's too late. It's part of the iodine conspiracy.
[46:59.740 --> 47:04.740]  Find out more at m4store.com and take action against the globalist.
[47:04.740 --> 47:19.740]  You're listening to the Alex Jones show.
[47:34.740 --> 47:40.740]  If you are receiving this transmission, you are the resistance.
[47:40.740 --> 47:46.740]  Live from the Infowars.com studios, it's Alex Jones.
[47:46.740 --> 47:56.740]  You know, one reason I want to stay on air is because we put out a lot of critical breaking news that percolates up into the mainstream and goes through the electronic Berlin Wall.
[47:56.740 --> 48:07.740]  When the deep state, the big corporations don't want the information out there. So many big stories that are pro-human that really stop a lot of corruption and evil originate here at Infowars.
[48:07.740 --> 48:14.740]  That's why they want this broadcast shut down. But listen, I don't want to just continue on.
[48:14.740 --> 48:24.740]  I want to set up a DC bureau. I want to set up some other bureaus because Zuckerberg sneaks in to these testimonies and you only learn about it the day of.
[48:24.740 --> 48:28.740]  We had to get somebody in DC. We had it with Corsi.
[48:28.740 --> 48:35.740]  Stuff really didn't happen there. And now he and Larry claiming for him are suing me. Yes, that's right.
[48:35.740 --> 48:39.740]  So no good d goes unpunished there. Whatever, I forgive them.
[48:39.740 --> 48:48.740]  But the point is, is that we need to get a good team in DC, at least two people, a reporter and then a camera person to shoot reports every day.
[48:48.740 --> 49:00.740]  And that takes money. Instead, I'm looking at do I lay people off next year or do we just shut down because I'm selling products right now without ordering the replacements for some of them.
[49:00.740 --> 49:06.740]  Now, we hold back some of our folks that are on auto ship, but that's the position I'm getting into.
[49:06.740 --> 49:11.740]  So listen, I want to thank all the listeners and viewers, but we're under globalist attack and this information is vital.
[49:11.740 --> 49:21.740]  It's vital that we stay on air. So please go to infowarstore.com and get our wake up America coffee. If you like it, sign up for auto ship, the additional 10% off, cancel any time for free.
[49:21.740 --> 49:26.740]  And then every month or every two months or every three months up to every nine months, you can set it.
[49:26.740 --> 49:30.740]  It comes to your door. You don't forget to support us. You don't forget to get the great product.
[49:30.740 --> 49:35.740]  Sign up for auto ship on the fluoride free, colloidal silver, iodine fortified, super blue toothpaste.
[49:35.740 --> 49:43.740]  Sign up for the fish oil or the krill oil or we all love for the children, the honor roll.
[49:43.740 --> 49:54.740]  It's all there. And yes, folks, I was sitting back a few weeks ago looking at a stack of studies and even the New York Times and Washington Post reporting that massive cancer increases, massive IQ reductions,
[49:54.740 --> 50:02.740]  massive infertility and babies dying in the womb from their mothers being deficient in iodine and all these health problems for adults and they know it.
[50:02.740 --> 50:07.740]  So I launched the iodine conspiracy challenge globally.
[50:07.740 --> 50:13.740]  You can get bio tricillinium from mustard seeds, super strong, works electrochemically in the body.
[50:13.740 --> 50:17.740]  Got to have selenium as well to live. One of the other things that's missing.
[50:17.740 --> 50:25.740]  With X3, it's got the deep breath crystal iodine, the other two types of iodine from a clean form of it, very hard to find that.
[50:25.740 --> 50:31.740]  Some people need the triadine, others just need the deep breath crystal iodine, but it's got the deep breath crystal, pure atomic iodine, potassium iodine.
[50:31.740 --> 50:35.740]  And sodium iodine. That's what X3 is about.
[50:35.740 --> 50:42.740]  X2 is just pure deep breath crystal iodine. You get both bottles of it, and the selenium 60% off.
[50:42.740 --> 50:47.740]  And most people start detoxing in two to three weeks on it. Consult your physician.
[50:47.740 --> 50:52.740]  Look, it's on the periodic table. It's a good halogen. You die without it.
[50:52.740 --> 50:54.740]  No iodine, you die.
[50:54.740 --> 51:01.740]  But first, you degenerate. But if you haven't met on it most of your life and you get on it, there can be some fireworks.
[51:01.740 --> 51:09.740]  So go look at the thousands of five-star reviews, 98% review on the X2, and check it out today and just experience what I'm talking about.
[51:09.740 --> 51:16.740]  Going back to Norm Pattis, Norm is also our lawyer on the whole Sandy Hook situation in Connecticut with the Democrat law firm.
[51:16.740 --> 51:20.740]  Most powerful in the state, Senator Blumenthal's son's there.
[51:20.740 --> 51:25.740]  They've stated it's the kill shot. They want to take me off the air. You see it's Connecticut arresting people.
[51:25.740 --> 51:31.740]  Saying, if you ridicule someone, you'll be arrested. The NAACP wants my lawyer arrested. He's a famous liberal.
[51:31.740 --> 51:38.740]  He's a liberal, but not a leftist. They want him arrested for his speech. These people mean business.
[51:38.740 --> 51:42.740]  So, Norm, where do you see this madness going? Because you're right.
[51:42.740 --> 51:48.740]  It's a madness by the low-level folks involved, but higher-ups, they've taken free speech in China.
[51:48.740 --> 51:51.740]  They've taken free speech in Europe. They've taken free speech in England.
[51:51.740 --> 51:56.740]  This formula has worked before. If people submit to it, where do you think it's going?
[51:56.740 --> 52:01.740]  It's hard to know. I mean, it's hard to know exactly where we at. I'd like to recommend it to your listeners and viewers.
[52:01.740 --> 52:08.740]  Take a look at this book, The Madness of Crowd by Douglas Murray. He's a British author, and it's about gender, race, and identity.
[52:08.740 --> 52:15.740]  And the question he poses is, when did character stop mattering and identity become the sum and substance of politics?
[52:15.740 --> 52:20.740]  And how far can we press? And in his view, the identity politics is basically incoherent.
[52:20.740 --> 52:28.740]  He writes about the trans phenomena. At what point do we let a seven-year-old decide their gender, and what if they decide to go back?
[52:28.740 --> 52:38.740]  And at some point, do we all say that we have the right to set our own courses irrespective of what nature has to say, or irrespective of any broader limit?
[52:38.740 --> 52:45.740]  And it seems to me that we've become untethered. So I think the field option might say, this is exactly what you would expect when the pot says the potter.
[52:45.740 --> 52:52.740]  Why make this need us? And every person declares that they can be a god in their own right and remake themselves in any image they choose.
[52:52.740 --> 52:58.740]  That's always been possible at the perimeters of the society, but most societies have had a common conception of good.
[52:58.740 --> 53:05.740]  A sense of what things were acceptable and what was fighting for. I think we've lost that.
[53:05.740 --> 53:13.740]  We don't have a center that holds any more. And I hear that we are now at the point of disintegration of becoming undisunified.
[53:13.740 --> 53:18.740]  Oh, you're absolutely right, Norman. Your skype's breaking up. So let me give it a second to try to stabilize it.
[53:18.740 --> 53:24.740]  We've got anything running in the background. Please turn it off. But that's just a tip for anybody on skype.
[53:24.740 --> 53:28.740]  Last time it looked like HD, but that's just the way this stuff works.
[53:28.740 --> 53:33.740]  The Chai comms and the globalists wanted disillusion in the country. No borders, no wall, no USA at all.
[53:33.740 --> 53:39.740]  America was never great. It'll never be great. That's major democrat's statement, not just by the governor of New York.
[53:39.740 --> 53:48.740]  And so they want to break the country up. Global corporates are using America's openness and diversity to bring us down.
[53:48.740 --> 53:56.740]  Diversity can be a strength, but the way the left's running it, it is a weakness like the Tower of Babel to divide and conquer us.
[53:56.740 --> 54:01.740]  And that's in the WikiLeaks from Hillary. That's the cold-blooded mission. And they're betting against humanity.
[54:01.740 --> 54:08.740]  We're betting on humanity. And people need to understand how this scam works and defend what made America great.
[54:08.740 --> 54:16.740]  And that is free speech. How has the left, the supposed defenders always, which they really weren't, of free speech become its biggest enemy?
[54:16.740 --> 54:20.740]  I'm not so sure it's a left-right issue. I think it's a technology issue.
[54:20.740 --> 54:27.740]  I think AI and the rise of computing has given the invisible hand, in other words, the efficient allocator of resources, tangible form.
[54:27.740 --> 54:33.740]  And we now live at the mercy of algorithms that we don't understand. And the result is there's a lot of many of us who are surplus.
[54:33.740 --> 54:39.740]  And I think as people lose a sense of mattering, if they lose a sense that they have a connection to the broader social world,
[54:39.740 --> 54:43.740]  their idiosyncratic or individual identities become how they define themselves.
[54:43.740 --> 54:49.740]  And then the left mobilizes around identity and says, you know, we got room for everybody in our tent here.
[54:49.740 --> 54:53.740]  Our arc is big enough to include two of every just about anything. What do you want to be?
[54:53.740 --> 55:01.740]  I think the real threat is AI. I think Zuckerberg, when he talked in the Wall Street Journal and before at Georgetown the other day about becoming the fifth
[55:01.740 --> 55:11.740]  estate made an audacious claim. His view was that AI, social media, could have a role in the constitutional system similar to the executive branch,
[55:11.740 --> 55:17.740]  the judiciary, the legislative branch and the press. He was habituating us to subservient.
[55:17.740 --> 55:25.740]  And by the way, let's stop right there because when he announced a month ago, oh, we're going to have our own court that Facebook appoints.
[55:25.740 --> 55:33.740]  And then it will decide free speech on a global scale because it sprawls over all nations. It's the matrix. It's the skeleton of world government.
[55:33.740 --> 55:37.740]  And he's saying we're going to have corporate world government with a Chinese social score.
[55:37.740 --> 55:44.740]  And as you said, in that 44 minute speech that we critiqued here, he says we will have a role as a new branch of government.
[55:44.740 --> 55:49.740]  He means he's absorbing government, just like what he said a few years ago to newspapers.
[55:49.740 --> 55:54.740]  Well, you're all going to go bankrupt, but I'm going to hold your hand like you hold someone's hand at hospice.
[55:54.740 --> 56:01.740]  So that's what he's doing is he's guiding us, you know, you know, into hell. He's guiding us into the Inferno.
[56:01.740 --> 56:08.740]  Basically, it's incredible. I mean, who do you think Zuckerberg is and who he works for? Because he wants brain chips for your children.
[56:08.740 --> 56:09.740]  It's diabolical.
[56:09.740 --> 56:17.740]  Well, unfortunately, he's given us what at one level we want. I've got a very sophisticated smartwatch that tracks health data.
[56:17.740 --> 56:22.740]  I've given up some privacy because I enjoy the benefits of knowing how my heart is doing so.
[56:22.740 --> 56:28.740]  And, you know, and so we're sold cooperation with technology, emerging of the human.
[56:28.740 --> 56:29.740]  That Trojan horse.
[56:29.740 --> 56:34.740]  As a way of making our lives better without stopping to consider what we're sacrificing.
[56:34.740 --> 56:43.740]  So I pulled the plug on social media a year ago. I won't go back, but I haven't been able to disengage from the electronic world altogether because it's all around me.
[56:43.740 --> 56:46.740]  And again, we're not troglodytes. We're not against technology.
[56:46.740 --> 56:50.740]  This is all rolled out for takeovers for control of humanity.
[56:50.740 --> 56:51.740]  That's why it's so dangerous.
[56:51.740 --> 56:55.740]  And I'm glad you mentioned that part of Mark Zuckerberg speech because it was so incredible.
[56:55.740 --> 57:00.740]  Oh, we're going to defend speech by taking it away and we'll be the guardians and we'll be this new branch of government.
[57:00.740 --> 57:01.740]  Thank you so much.
[57:01.740 --> 57:04.740]  I really appreciate you, Norm Patis for joining us.
[57:04.740 --> 57:05.740]  I'll see you soon.
[57:05.740 --> 57:08.740]  All right, folks, we're going to come back.
[57:08.740 --> 57:13.740]  And I've never aired this Sargon of a Cod shooting range video. It's a few minutes long. I want to get it on there.
[57:13.740 --> 57:14.740]  It's interesting. It's fine.
[57:14.740 --> 57:17.740]  I didn't know they have the indoor tracers now. It's pretty amazing.
[57:17.740 --> 57:18.740]  I'm going to play that.
[57:18.740 --> 57:26.740]  And then when we come back at six after, I've really got to get focused because we have a video clip of Joe Biden talking about brain chips.
[57:26.740 --> 57:27.740]  I'm not kidding.
[57:27.740 --> 57:31.740]  It ties into the Austin homeless getting microchipped. How huge is that?
[57:31.740 --> 57:34.740]  It's all just the dams breaking. It's all rolling out.
[57:34.740 --> 57:40.740]  But again, I want to tell listeners for your own good, for all of our own futures, we can override this with human action.
[57:40.740 --> 57:45.740]  Tell everybody about the local radio stations you're listening to, TV stations, spread the word, keep doing it.
[57:45.740 --> 57:47.740]  Great job. We're overriding them.
[57:47.740 --> 57:49.740]  We're going to make it through this and it's going to make it stronger.
[57:49.740 --> 57:58.740]  And tell people about the streams at band.video, infowords.com, and the big CNN whistleblowers coming in as well.
[57:58.740 --> 58:05.740]  Hello here. My name is Buckleman. I work for my father, Lucifer.
[58:05.740 --> 58:11.740]  He doesn't like the fact that God gave you all families and children and so.
[58:11.740 --> 58:14.740]  We want to tell you something right now, Christian countries.
[58:14.740 --> 58:22.740]  We took control of you over 100 years ago. We've been spiking your water with fluoride to lower your fertility and to hurt you.
[58:22.740 --> 58:29.740]  And it's worked so well, but now because of liability and because of people warning inside the government what's happening,
[58:29.740 --> 58:34.740]  the Journal of American Medical Association and others are admitting what we've done.
[58:34.740 --> 58:41.740]  And it makes me so angry. So whatever you do, just stay in that haze and drink fluoride and give it to your children.
[58:41.740 --> 58:47.740]  And don't visit infowordsstore.com and learn about the iodine conspiracy.
[58:47.740 --> 58:54.740]  And get 60% off on X2 and X3 together with Biotrus selenium from the mustard seed. Submit to us.
[58:54.740 --> 59:12.740]  infowordsstore.com Welcome back to NPR here today. I'm Wilbur Snakely.
[59:12.740 --> 59:27.740]  I'm Wilbur Snakely.
[59:27.740 --> 59:38.740]  I'm Wilbur Snakely.
[59:38.740 --> 59:48.740]  Listen, that's a conspiracy theory, okay? There's no medical journals. There's no facts. You need fluoride. Just drink extra fluoride.
[59:48.740 --> 1:00:01.740]  And then you don't have to think anymore and just go to sleep when I talk to you real soft like this.
[1:00:01.740 --> 1:00:16.740]  You're listening to the Alex Jones show.
[1:00:16.740 --> 1:00:32.740]  Run in there. You're good.
[1:00:32.740 --> 1:00:57.740]  You're listening to the Alex Jones show.
[1:00:57.740 --> 1:01:04.740]  He wanted to come out and do some shooting. He's done some shooting before. And in most countries, this isn't happening for the general civilian population.
[1:01:04.740 --> 1:01:10.740]  So it's important to exercise this right while we still have it with Beto Roark saying he's coming with the guns.
[1:01:10.740 --> 1:01:13.740]  Yes, he does seem to be quite insistent in taking your guns.
[1:01:13.740 --> 1:01:20.740]  That's why we've got the Beto Notch shirt available at infowordsstore.com that helps support the Second Amendment and the First Amendment.
[1:01:20.740 --> 1:01:29.740]  We have a full automatic German G36 right there from Heckland Cock. We've got a Mossberg automatic shotgun, SPI pistol.
[1:01:29.740 --> 1:01:41.740]  We have a Falcor 9mm pistol with a Vortex sight. We have a Heckland Cock SP5K. And then we have a Zenus Z5 right here.
[1:01:41.740 --> 1:01:57.740]  Carl or Sargon has chosen the full auto rifle to fire first.
[1:01:57.740 --> 1:02:15.740]  How many times have you shot a 9mm handgun?
[1:02:15.740 --> 1:02:28.740]  Okay, well, you were two shots a little bit off target, but after that, you were dialed in. That's why they don't want people to go out and shoot, because it demystifies it. So he shot twice over here, still a stop to the attacker.
[1:02:28.740 --> 1:02:30.740]  And then after that, he was boomed right in there.
[1:02:30.740 --> 1:02:34.740]  Well, these were the first two shots, so I was just learning how the gun fell.
[1:02:34.740 --> 1:02:36.740]  Exactly, that's what I'm saying.
[1:02:36.740 --> 1:02:46.740]  It's all just a second nature.
[1:03:06.740 --> 1:03:16.740]  It's all just a second nature.
[1:03:16.740 --> 1:03:44.740]  It's all just a second nature.
[1:03:44.740 --> 1:03:58.740]  I see what you mean.
[1:03:58.740 --> 1:04:18.740]  We're here with Carl Benjamin, aka Sargon of Acod in Austin, Texas, exercising the Second Amendment while it's still around, with Beto saying, damn right I'm coming to your house with swatins to take your guns. And they said they've got something really special for us today.
[1:04:18.740 --> 1:04:24.740]  Supposing this looks like a laser beam when we were able to do it, so get ready for that. Are you excited, my friend?
[1:04:24.740 --> 1:04:31.740]  Very, actually. I've not seen how this fires on full auto, so I'm quite excited to see what the results could be.
[1:04:31.740 --> 1:04:39.740]  Full auto, 9mm tracer, indoors, stealth ammo, only in America, Beto is not liking that.
[1:04:39.740 --> 1:05:06.740]  I like that. Yeah, America! America, Beto, show it up here.
[1:05:06.740 --> 1:05:17.740]  Again, I'm not talking down to the Info Wars audience, but I've been banging my head against a wall for a long time on this, and I'm talking about fluoride, and I'm talking about iodine.
[1:05:17.740 --> 1:05:27.740]  Now, if you have a boat, a motor boat, let's say an old glass-tron boat, and you want to take it on the lake, you've got to have a lake to put it in.
[1:05:27.740 --> 1:05:32.740]  If you're a human being, you've got to have oxygen to live. Okay, it's the same thing.
[1:05:32.740 --> 1:05:38.740]  Well, ladies and gentlemen, the bad halogen is fluoride. That's why, in every Western nation, they put it in the water.
[1:05:38.740 --> 1:05:43.740]  They're going to teach us Christians lay down and die. The chai comms don't put it in the water. They'd execute you if you did that.
[1:05:43.740 --> 1:05:51.740]  They put iodine in the water because it's the good halogen, and increases fertility, and lifespan, and intelligence, and everything else.
[1:05:51.740 --> 1:05:57.740]  So again, learn about the iodine conspiracy at infowarstore.com. We have all the documents and articles linked.
[1:05:57.740 --> 1:06:05.740]  And then get good iodine for yourself because the globalists are fighting to make sure you don't. Again, get iodine at infowarstore.com.
[1:06:27.740 --> 1:06:34.740]  Live from the Infowars.com studios, it's Alex Jones.
[1:06:57.740 --> 1:07:23.740]  Ladies and gentlemen, that was Joe Biden as a senator in 2005.
[1:07:23.740 --> 1:07:35.740]  That's even pre-Obama at the confirmation hearing of John Roberts to the Supreme Court of the United States, saying you will rule on brain chips.
[1:07:35.740 --> 1:07:45.740]  Well, this year, Mark Zuckerberg and Elon Musk both came out with competing brain chips and wires in your head.
[1:07:45.740 --> 1:07:54.740]  Of course, it's, oh, it's not even a medical procedure. Like, open heart surgery, it's not even a big deal either. Being hit by a bus is fine.
[1:07:54.740 --> 1:08:02.740]  You know, you don't need a parachute to jump out of an airplane. It feels good when you hit the bottom. By now, it's a good organization.
[1:08:02.740 --> 1:08:12.740]  There it is. And Mark Zuckerberg, you can ABC News, Reuters. Mark Zuckerberg wants you to put wires in your brain.
[1:08:12.740 --> 1:08:20.740]  Remember five years ago, Drudge popularized that photo and put a headline up there saying, is this our future?
[1:08:20.740 --> 1:08:31.740]  Try to find that photo, guys, on a lark. It's Zuckerberg at his virtual reality conference, and it's his employees all sitting there bent over, like, devolving.
[1:08:31.740 --> 1:08:37.740]  You know, we'd come up from the monkeys, supposedly, to an upright homo erectus, and then we'd start hunching over our computers back down.
[1:08:37.740 --> 1:08:44.740]  You've all seen those t-shirts. Well, there it is. And we certainly are devolving, aren't we?
[1:08:44.740 --> 1:08:51.740]  Regardless of what you think of Darwin's theory. And he's walking upright. He is a human. He is a God. He is a master.
[1:08:51.740 --> 1:09:00.740]  And you are plugged in to his world or something very sinister about the way he looks, the way he acts.
[1:09:00.740 --> 1:09:08.740]  I get the willies. And I get the willies about Elon Musk, who's going to be our protector against the brain chips.
[1:09:08.740 --> 1:09:14.740]  And I was like, you must all take it. Oh, oh, oh, I feel so good.
[1:09:14.740 --> 1:09:19.740]  And he and his engineers are sweating in their eyes. They're all jacked up. Pupers are all huge.
[1:09:19.740 --> 1:09:26.740]  Are they on hardcore and Fetiman? Or are they already chipped or are they wires?
[1:09:26.740 --> 1:09:34.740]  We know everything they're rolling out to us is 10, 20, 30, 40, 50 years old, depending on what the technology is.
[1:09:34.740 --> 1:09:40.740]  He said, oh, you're all going to get your chips and your brain next year with dozens of wires.
[1:09:40.740 --> 1:09:44.740]  It's so easy. It's no big deal. So wonderful.
[1:09:44.740 --> 1:09:53.740]  You know, California passed a law back in the 90s, Prop 65, that there's one part per billion of any toxin in anything.
[1:09:53.740 --> 1:10:05.740]  You can be sued. Now, there's hundreds of times the level of lead in an apple that is allowable in California.
[1:10:05.740 --> 1:10:11.740]  But there's waivers for California companies and people. Oh, yeah, you didn't know that for most of me.
[1:10:11.740 --> 1:10:15.740]  But then you ship stuff in, they shut you down.
[1:10:15.740 --> 1:10:25.740]  So they tested all of our stuff and got really pissed because all of it was California standard, which is really hard and almost no one can do it.
[1:10:25.740 --> 1:10:28.740]  But it didn't matter. I said, watch, they tested again.
[1:10:28.740 --> 1:10:34.740]  I know a couple of them barely were above it so they could sue me.
[1:10:34.740 --> 1:10:44.740]  And of course, it's well known if you just open a can of any vitamins in a parking garage, there's enough particular in there to make it go above the level.
[1:10:44.740 --> 1:10:50.740]  So, you know, when you first don't succeed, try, try again.
[1:10:50.740 --> 1:11:02.740]  The reason I raised that is they put hydrofluorosalic acid from toxic waste and have a waiver that up to 300 chemicals can be with it when they dump it in the California water.
[1:11:02.740 --> 1:11:10.740]  So the lawyers all know to leave that alone. Oh, actual poison that gives you brain cancer, lowers fertility, does all this admitted stuff.
[1:11:10.740 --> 1:11:15.740]  The American Medical Journal, you know, decades ago knew this. They knew it 100 years ago.
[1:11:15.740 --> 1:11:25.740]  But you notice you only hear about lawsuits against the local water authority because they have special waivers in immunity, just like the vaccine makers.
[1:11:25.740 --> 1:11:31.740]  They go, oh, you're just against science. You just don't want to get a learned immunity.
[1:11:31.740 --> 1:11:38.740]  No, I know you can really get vaccines that are clean and actually work. They still have side effects, but they're jacking things.
[1:11:38.740 --> 1:11:42.740]  They're building a post human world.
[1:11:42.740 --> 1:11:47.740]  And now the Austin homeless are getting chipped. I went and looked it up. Sure enough, the company does it in Latin America.
[1:11:47.740 --> 1:11:49.740]  They're doing it here.
[1:11:49.740 --> 1:11:52.740]  That story is on infowars.com right now.
[1:11:52.740 --> 1:11:57.740]  Austin homeless being implanted with travel Google Chips, but now it's like no big deal. See?
[1:11:57.740 --> 1:12:10.740]  It's like it's no big deal that the leftists are all buying big houses on the beach, even though they claim it's all flooding and going under. Here it is.
[1:12:10.740 --> 1:12:24.740]  In Hollywood, in the comic books growing up, the supervillains always hold the world hostage and promise to destroy it if you don't give into their demands to let them rule the planet.
[1:12:24.740 --> 1:12:28.740]  Because, again, like thinking the brain says, everybody wants to rule the world.
[1:12:28.740 --> 1:12:40.740]  Well, the Club of Rome, a group of powerful robber barons and billionaires, back in the 60s got together and they publicly wrote articles about this and said we want a way to unify the world into a world government.
[1:12:40.740 --> 1:12:53.740]  And to do that, we're going to make people the bad guys and carbon the bad guy, and then we'll get everyone to accept paying us carbon taxes and following all of our orders because we're the saviors of the earth.
[1:12:53.740 --> 1:13:01.740]  That's so sick. When somebody tells you do what I say or the world's going to end, they're a cult leader, they're a criminal, they're a threat to everybody.
[1:13:01.740 --> 1:13:13.740]  And they use the whole attack on carbon dioxide and the carbon taxes they want us to pay them as a way to divert away from the genetic engineering, the terminator seeds, the toxic waste dumping, all of it.
[1:13:13.740 --> 1:13:18.740]  These people know what they're doing, ladies and gentlemen. They want a post-human world.
[1:13:18.740 --> 1:13:27.740]  One of their adherents, of course, is Ted Turner, the founder of CNN, and he set up the Georgia Guidestones that calls for reducing the world down to 500 million people.
[1:13:27.740 --> 1:13:35.740]  And of course, these authoritarians, the savers of the earth, they're going to oversee it all. Here at M4 Wars, we're fighting back against this cult.
[1:13:35.740 --> 1:13:45.740]  We're fighting back against these people that are telling you that you're the bad guys, you've been cast as that, I've been cast as that, and they are the saviors of the earth.
[1:13:45.740 --> 1:13:53.740]  We're going to fly around on their private jets and live in palaces and have five kids, but you can't have a car, you can't have air conditioning, and you can't have children.
[1:13:53.740 --> 1:13:57.740]  This is a way to make slavery cool again, surf them cool again.
[1:13:57.740 --> 1:14:02.740]  And M4 War stands firmly against it, so whatever you do, remember, your destiny is in your hands.
[1:14:02.740 --> 1:14:09.740]  And when you spread the word about M4Wars.com for its last show and band.video, you shake these criminals to their very foundations.
[1:14:09.740 --> 1:14:14.740]  We've reached the tipping point. Press the attack. We will have a pro-human future.
[1:14:14.740 --> 1:14:20.740]  I don't think that we are discussing climate change the way we need to be discussed.
[1:14:23.740 --> 1:14:28.740]  We are in the midst of climate change right now, and it is only going to get worse.
[1:14:28.740 --> 1:14:31.740]  The world is going to end in 12 years if we don't address climate change.
[1:14:31.740 --> 1:14:39.740]  The scientists also tell us, have 12 years in which to answer that question. 12 years within which to act.
[1:14:39.740 --> 1:14:42.740]  Like, this is the war, this is our World War II.
[1:14:42.740 --> 1:14:45.740]  We have 12 years to turn this around.
[1:14:45.740 --> 1:14:50.740]  We are less than 12 years away from not being able to undo our mistakes.
[1:14:50.740 --> 1:14:51.740]  10 years we have left to us.
[1:14:51.740 --> 1:14:57.740]  Within the 10 years that we have left to us, we don't have more than 10 years to get this right.
[1:14:57.740 --> 1:14:59.740]  A little more than 10 years from now.
[1:14:59.740 --> 1:15:07.740]  There is no justice, and there is no combatting climate change without addressing what has happened to indigenous communities.
[1:15:07.740 --> 1:15:16.740]  I speak to you as a human being, a woman whose dreams of motherhood now taste bitter sweet because of what I know about our children's future.
[1:15:16.740 --> 1:15:21.740]  You have stolen my dreams and my childhood with your empty words.
[1:15:21.740 --> 1:15:24.740]  This is about our lives. This is about American lives.
[1:15:24.740 --> 1:15:29.740]  That our community will be uninhabitable, not sustain human life along this current trajectory.
[1:15:29.740 --> 1:15:32.740]  I am here to say our house is on fire.
[1:15:32.740 --> 1:15:35.740]  It's a crisis that could, at its worst, lead to extinction.
[1:15:35.740 --> 1:15:38.740]  We are in the beginning of a mass extinction.
[1:15:38.740 --> 1:15:45.740]  People are dying. People are suffering. People are dying. How dare you?
[1:15:55.740 --> 1:15:59.740]  Brock and Michelle Obama, they are buying a house in Martha's Vineyard.
[1:15:59.740 --> 1:16:04.740]  I shouldn't say house. This is a massive, incredible beachfront estate.
[1:16:04.740 --> 1:16:07.740]  Heart disease is on the rise.
[1:16:07.740 --> 1:16:14.740]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[1:16:14.740 --> 1:16:22.740]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[1:16:22.740 --> 1:16:28.740]  Here, how heart and body extract is making a difference in thousands of people's lives across America.
[1:16:28.740 --> 1:16:32.740]  My blood pressure has normalized. My diabetes has totally improved.
[1:16:32.740 --> 1:16:37.740]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much healthier I feel.
[1:16:37.740 --> 1:16:39.740]  I recommend heart and body extract to everyone.
[1:16:39.740 --> 1:16:47.740]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[1:16:47.740 --> 1:16:52.740]  Order your two-month supply today by calling 866-295-5305.
