whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[01:10:35.000 --> 01:10:45.000]   Which is incredible because quite frankly, I just can't be hitting the head with a club or have some big guy walk up and throw full power punch into my jaw.
[01:10:45.000 --> 01:10:54.000]   I just instinctively can't do it. Now, R.C. Maxwell is a lot more Gandhi or Martin Luther King than I am or a lot more Christlike because I just can't take it.
[01:10:54.000 --> 01:11:00.000]   I was going to let that guy throw coffee on me in Seattle, but I did. You notice I just move mainly out of the way.
[01:11:00.000 --> 01:11:05.000]   So it just hit the front of my face and my shoulder instead of right into the directly in my face.
[01:11:05.000 --> 01:11:14.000]   So I don't know how these guys do it, but he walks right up to R.C. Maxwell is an American political action committee national director.
[01:11:14.000 --> 01:11:20.000]   He is a Republican strategist known for using new media, online solutions and grassroots organization as tactics to.
[01:11:20.000 --> 01:11:31.000]   Turn districts red. Most recently, Maxwell worked for Trump's team, Oregon, and then assumed control of Trump super PAC called America's Voice America's Voice PAC dot org.
[01:11:31.000 --> 01:11:36.000]   He's got a lot of courage. So we're going to set this up for you. But, you know, where it happened directly from him.
[01:11:36.000 --> 01:11:43.000]   But here's the Breitbart article. Man arrested after allegedly punching black Trump supporter, then boasting about it on Twitter.
[01:11:43.000 --> 01:11:52.000]   And they sat on here because he wouldn't shut up at a demonstration because he wouldn't shut his mouth because he wouldn't sit at the back of the bus.
[01:11:52.000 --> 01:12:02.000]   Because he wouldn't let them intimidate him off of the street. There is Mike Cernovich. You can follow him at Black Hannity right there.
[01:12:02.000 --> 01:12:11.000]   R.C. Maxwell, GOP. Absolutely amazing. A Trump supporter was sucker punched by a counter protester.
[01:12:11.000 --> 01:12:21.000]   Why isn't this a hate crime? Ask the Washington Post. So the Washington Post, CNN have all gone from three weeks ago, a week ago saying Antifa is good.
[01:12:21.000 --> 01:12:25.000]   When violence is good for peace, you know, when violence is needed, promoting Antifa.
[01:12:25.000 --> 01:12:34.000]   In fact, I have a bunch of colleges, professors out today saying they're good. But they're starting to throw them overboard because it hasn't sold.
[01:12:34.000 --> 01:12:41.000]   They tried to sell these horrible, hateful people, throw feces and urine on folks. The nastiest people you can imagine.
[01:12:41.000 --> 01:12:46.000]   They even beat up people at other Democrat demonstrations. They they take over everything. They attack the police.
[01:12:46.000 --> 01:12:51.000]   They're just frothing crazy people. They're like Reavers or something from that.
[01:12:51.000 --> 01:12:57.000]   What was that science fiction movie that came out years ago? It was only a one off.
[01:12:57.000 --> 01:13:02.000]   The point is, is that they're like road warrior crazies or something.
[01:13:02.000 --> 01:13:11.000]   You know, just just attacking anybody they see. They're like meth head, PCP, piranhas, meat pit bulls, meat, a bucket of methamphetamine, meat, an insane asylum.
[01:13:11.000 --> 01:13:18.000]   And you have to see them and be there for yourself. They stink. They I mean, I don't want to demonize them.
[01:13:18.000 --> 01:13:21.000]   They do it for themselves and they never talk to you. They never say why they're there.
[01:13:21.000 --> 01:13:24.000]   They just scream, if you racist, die, die, die.
[01:13:24.000 --> 01:13:29.000]   So R.C. Maxwell joins us to break down when this happened, where this happened.
[01:13:29.000 --> 01:13:35.000]   I've got it all right here. But it's better for him to tell you himself while we roll the footage in the background.
[01:13:35.000 --> 01:13:38.000]   Thank you for joining us. Thanks for having me, Alex.
[01:13:38.000 --> 01:13:42.000]   Well, you know, I made the mistake of thinking you can reason with these people.
[01:13:42.000 --> 01:13:46.000]   You're absolutely right to characterize them as almost vampires.
[01:13:46.000 --> 01:13:52.000]   The guy, the look behind his eyes. I was simply having an open dialogue about immigration was almost scary.
[01:13:52.000 --> 01:13:56.000]   And the mainstream media is, you know, you're right to feel sorry for these people.
[01:13:56.000 --> 01:14:02.000]   I feel sorry almost for this guy, because the media has emboldened these people to think that all Trump supporters,
[01:14:02.000 --> 01:14:08.000]   anyone who has conservative traditional beliefs about society, they think that we were evil.
[01:14:08.000 --> 01:14:15.000]   We're Nazis. We're white supremacists. So I often get even more backlash from the left and these people on the ground,
[01:14:15.000 --> 01:14:22.000]   because it's really hard for them to just sit there and scream and call me Nazi when I'm eloquently describing how,
[01:14:22.000 --> 01:14:28.000]   you know, most Americans feel the ways that I do and how why they should as well.
[01:14:28.000 --> 01:14:32.000]   Well, I see you there in the crowd. Looks like you're taller than most people.
[01:14:32.000 --> 01:14:37.000]   And this guy looks like he's pretty well built. And he looks like he acts like Fred Flintstone.
[01:14:37.000 --> 01:14:42.000]   And I understand he's sucker punching. Now that I watch it, it looks like you weren't fully aware that it was coming.
[01:14:42.000 --> 01:14:48.000]   You only realize it right as he actually hits you. Describe, describe for us, because obviously cameras don't pick up as much as being there.
[01:14:48.000 --> 01:14:52.000]   Do what happened? Then he chases you. Now, this is just incredible.
[01:14:52.000 --> 01:14:57.000]   Yeah, this is, you know, the most kind of disgusting attack that I never thought I would actually be the victim of.
[01:14:57.000 --> 01:15:02.000]   But, yeah, I was kind of I had my head on a swivel because all these people, they were they were screaming things.
[01:15:02.000 --> 01:15:08.000]   Sell out, Uncle Tom. So I was trying to keep my best, you know, understanding of the entire situation.
[01:15:08.000 --> 01:15:12.000]   And out of nowhere, yeah, this guy, you know, he comes up, he looks well built.
[01:15:12.000 --> 01:15:16.000]   And, yeah, I'm much taller than him. I could have taken him any day of the week.
[01:15:16.000 --> 01:15:21.000]   But I'm glad the optics look the way that it does, because as you can see, I'm literally being peaceful.
[01:15:21.000 --> 01:15:34.000]   I'm someone who works in politics. I wrote that op ed, as you see there for our weekly that just came out where I mentioned how, you know, Antifa has kind of and the mainstream media has emboldened the violence that we see.
[01:15:34.000 --> 01:15:39.000]   But, you know, this guy just blindsided me simply for for having dialogue with the crowd.
[01:15:39.000 --> 01:15:44.000]   And the crowd was growing in frustration because they couldn't prove me wrong.
[01:15:44.000 --> 01:15:56.000]   And that's why the media won't have me on. That's why, you know, CNN and Simone Sanders, some of these other racial agitators, they won't have me on because, you know, it's obvious that they know I've been watching you since 2002.
[01:15:56.000 --> 01:16:01.000]   They know I'm a Cernovich guy. I'm too smart for these people. And most patriots are.
[01:16:01.000 --> 01:16:05.000]   So, you know, I don't expect to see myself, you know, on CNN.
[01:16:05.000 --> 01:16:11.000]   But I do expect to see, you know, some more outreach as this situation gets bigger.
[01:16:11.000 --> 01:16:17.000]   I'm going to be at free speech week. I'll be with Milo Yiannopoulos. So Antifa, do you want to come take another punch at me?
[01:16:17.000 --> 01:16:22.000]   You can. I'm not going to stop talking about how Trump is great for this country.
[01:16:22.000 --> 01:16:26.000]   And that just irritates the left so much.
[01:16:26.000 --> 01:16:28.000]   Now, I noticed that this happened in Laguna Beach.
[01:16:28.000 --> 01:16:39.000]   And as we just had on screen for radio listeners, local magazines, local newspapers show an Antifa boot stomping on a Nazi face and killing them.
[01:16:39.000 --> 01:16:49.000]   And then people actually think, then, well, anybody I go out and protest, be it a Christian group, a libertarian group, a conservative group, a pro-gun group, a land rights group, they, by extension, are Nazis and deserve to die.
[01:16:49.000 --> 01:16:59.000]   That is literally a Nazi tactic of dehumanizing your targets. Or it's a Khmer Rouge tactic. It's a communist tactic. It's an authoritarian tactic.
[01:16:59.000 --> 01:17:03.000]   It's a classic tactic. And they're doing it.
[01:17:03.000 --> 01:17:16.000]   But what do you make of them changing course in the middle of the stream for months, for years, promoting Antifa as just the purest, most loving people that are authorized to 007, basically kill you if they want to.
[01:17:16.000 --> 01:17:22.000]   Now the left is panicking and suddenly saying, no, no, no, they're horrible. Why do you think that's happening?
[01:17:22.000 --> 01:17:28.000]   I think they're trying to save grace, but they're doing it in the most lackadaisical way possible.
[01:17:28.000 --> 01:17:34.000]   Look, these people said that President Trump was literally responsible and had blood on his hands for what happened in Charlottesville.
[01:17:34.000 --> 01:17:47.000]   An absurd point. But you look at Nancy Pelosi, you look at people like Don Lemon, Hillary Clinton, who has said, yeah, go resist, do what you need to to stand up against oppression.
[01:17:47.000 --> 01:17:53.000]   Those people actually have blood on their hand. I got punched. I didn't get blood drawn.
[01:17:53.000 --> 01:18:00.000]   Some of these other people in Berkeley, they suffer fierce attacks, group attacks, hitting with flags and metal objects.
[01:18:00.000 --> 01:18:07.000]   So, you know, Antifa has been emboldened by these people. You know, a little statement in the San Francisco Chronicle isn't going to be enough.
[01:18:07.000 --> 01:18:16.000]   Nancy Pelosi. I want to see President Trump hopefully take a look at this petition that has signatures that classifies Antifa a domestic terrorist organization.
[01:18:16.000 --> 01:18:24.000]   You know, they're a fragmented violence inciting entity that specifically attacks some of the most patriotic Americans in the country.
[01:18:24.000 --> 01:18:29.000]   So I think it's a problem. And the left hasn't done enough to appease my concerns.
[01:18:29.000 --> 01:18:35.000]   R.C. Maxwell, where do you see this going? Because 3 percent growth rate, they said that was impossible.
[01:18:35.000 --> 01:18:39.000]   The left is celebrating Houston saying drowned Nazis on the cover of magazines.
[01:18:39.000 --> 01:18:45.000]   Totally insane. Celebrating it on CNN, saying Texas deserves it on CNN, New York Times.
[01:18:45.000 --> 01:18:51.000]   And it's backfiring on them. And people are seeing through it. I mean, where do you see this going?
[01:18:51.000 --> 01:18:56.000]   I see this getting worse, unfortunately, before I see it get better.
[01:18:56.000 --> 01:19:03.000]   You know, there's events coming up in D.C. and obviously in Berkeley next month that are going to have some very significant consequences,
[01:19:03.000 --> 01:19:07.000]   depending on how police takes a look at a situation and stuff like that.
[01:19:07.000 --> 01:19:12.000]   But regarding the media, the media is going to continue their all out assault on Trump.
[01:19:12.000 --> 01:19:17.000]   That's why I implore other young people, other millennial conservatives to get active in the media.
[01:19:17.000 --> 01:19:20.000]   That's why I write a lot. That's why I'm a freelance journalist.
[01:19:20.000 --> 01:19:29.000]   In addition to the stuff I do for the RNC, because I think it's important for us to continue to craft the narrative in a way that actually depicts the reality of the situation.
[01:19:29.000 --> 01:19:33.000]   Exactly. Our job is easy because it's just reality and show what's happening.
[01:19:33.000 --> 01:19:38.000]   Their job is just this upside down world. They're hitting people in the head with bike locks and, you know, all the rest of it.
[01:19:38.000 --> 01:19:42.000]   It's like they're weird coming of age, like they're out to attack Nazis.
[01:19:42.000 --> 01:19:47.000]   And then a lesbian woman's trying to go into here. You know, somebody speak and they almost kill her.
[01:19:47.000 --> 01:19:53.000]   Well, you're white. We're going to kill you. And it's like you're a white person attacking a white person because they're white.
[01:19:53.000 --> 01:19:57.000]   Do you trust our economy? How about our banking system?
[01:19:57.000 --> 01:20:05.000]   Our president has stated we are sitting on a bubble right now and that when the Fed raises interest rates, bad things are going to happen.
[01:20:05.000 --> 01:20:07.000]   Well, the Fed is raising rates here and now.
[01:20:07.000 --> 01:20:15.000]   There has never been a better time to turn your IRA or 401k into physical gold or silver with GSI exchange.
[01:20:15.000 --> 01:20:21.000]   Call 833 GSI Gold. GSI exchange can make this happen fast.
[01:20:21.000 --> 01:20:26.000]   And it's money you control, not the big banks. 833 GSI Gold.
[01:20:26.000 --> 01:20:37.000]   Ask about our bank failure survival guide and learn how your qualified IRA transfer can get you fifteen hundred dollars in free physical gold or silver delivered right to your home.
[01:20:37.000 --> 01:20:46.000]   GSI exchange has an A plus rating with the Better Business Bureau. Call GSI exchange at 833 GSI Gold.
[01:20:46.000 --> 01:20:54.000]   That's 833 474 4653 or visit us on the Web at GSI dot gold.
[01:20:54.000 --> 01:20:58.000]   It's been said any society is only three missed meals away from chaos.
[01:20:58.000 --> 01:21:01.000]   Those times may be near. Think about it.
[01:21:01.000 --> 01:21:05.000]   Our country faces multiple terrorist threats and aggressions from Russia and North Korea.
[01:21:05.000 --> 01:21:10.000]   Social unrest and violent marches yet again may lead to looting of stores and city shutdowns.
[01:21:10.000 --> 01:21:16.000]   And our crumbling infrastructure leaves our power grid vulnerable to long term outages from a single cyber attack.
[01:21:16.000 --> 01:21:23.000]   When the chaos from any one of these threats arises, the government knows it can't provide during a widespread national emergency.
[01:21:23.000 --> 01:21:26.000]   That's why you need your own plan for self-reliance.
[01:21:26.000 --> 01:21:29.000]   That's where My Patriot Supply comes in.
[01:21:29.000 --> 01:21:32.000]   Get a four week survival food supply for only ninety nine dollars.
[01:21:32.000 --> 01:21:35.000]   That includes breakfast, lunches and dinners.
[01:21:35.000 --> 01:21:38.000]   Order online at prepare with GCN dot com.
[01:21:38.000 --> 01:21:44.000]   Ninety nine bucks for four weeks of survival food that tastes like homemade cooking and lasts up to 25 years.
[01:21:44.000 --> 01:21:46.000]   From My Patriot Supply.
[01:21:46.000 --> 01:21:49.000]   Get your kits today at prepare with GCN dot com.
[01:21:49.000 --> 01:21:51.000]   Free shipping is included.
[01:21:51.000 --> 01:21:53.000]   Prepare with GCN dot com.
[01:21:53.000 --> 01:22:00.000]   You want to save money in a place that gives you growth, control and certainty without stock market risk or tax risk.
[01:22:00.000 --> 01:22:03.000]   And you want guarantees and you want it all tax free.
[01:22:03.000 --> 01:22:04.000]   That's a tall order.
[01:22:04.000 --> 01:22:09.000]   But you can get all of that with properly designed participating whole life insurance.
[01:22:09.000 --> 01:22:12.000]   Most people think life insurance pays after you're dead.
[01:22:12.000 --> 01:22:13.000]   That's true.
[01:22:13.000 --> 01:22:17.000]   But you can have tax free access to use your life insurance while you're alive.
[01:22:17.000 --> 01:22:19.000]   Get the free book to find out how.
[01:22:19.000 --> 01:22:23.000]   Call 702-660-7000.
[01:22:23.000 --> 01:22:29.000]   If you had purchased one hundred dollars of Bitcoin in 2010, today you'd have two million six hundred thousand dollars.
[01:22:29.000 --> 01:22:35.000]   While that sinks in, you now have a huge cryptocurrency opportunity at below market price at a guaranteed ten cents per coin.
[01:22:35.000 --> 01:22:40.000]   Procoin, a coin publicly traded in the open market, easily converted to cash, available in 60 countries.
[01:22:40.000 --> 01:22:45.000]   And Procoin is the only cryptocurrency offering coin back rewards for consumers and merchants.
[01:22:45.000 --> 01:22:48.000]   Take action by August 31st at ProcoinCurrency.net.
[01:22:48.000 --> 01:22:50.000]   That's ProcoinCurrency.net.
[01:22:50.000 --> 01:22:52.000]   Deadline for ten cent guarantee is August 31st.
[01:22:52.000 --> 01:22:55.000]   Hunters, anglers, campers and survivalists.
[01:22:55.000 --> 01:23:03.000]   Get back to nature, expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:23:03.000 --> 01:23:07.000]   Slingbow products are compact and models start from just 1798.
[01:23:07.000 --> 01:23:10.000]   They're perfect for your bug out bag or storing in your vehicle.
[01:23:10.000 --> 01:23:14.000]   Give yourself and your loved ones the excitement and tradition of slingbow.
[01:23:14.000 --> 01:23:19.000]   A new frontier in archery and truly modern twist on this primitive survival tool.
[01:23:19.000 --> 01:23:22.000]   Feel the thrill only at slingbow.com.
[01:23:22.000 --> 01:23:29.000]   KD Armor has been on a mission to manufacture the most comfortable body armor on the market and we've succeeded.
[01:23:29.000 --> 01:23:36.000]   With the release of our CQB technology, we now offer the most comfortable concealable rifle threat body armor available.
[01:23:36.000 --> 01:23:40.000]   Things may look good now, but what if you need added protection?
[01:23:40.000 --> 01:23:45.000]   Get your very own concealable rifle threat armor today at kdarmor.com.
[01:23:45.000 --> 01:23:51.000]   And for a limited time, get all plates at wholesale pricing only at katiarmor.com.
[01:23:51.000 --> 01:24:14.000]   [MUSIC]
[01:24:14.000 --> 01:24:23.000]   >> It's in the WikiLeaks that they're using cultural warfare, that means racial, religious strife to control.
[01:24:23.000 --> 01:24:26.000]   They've had more truck attacks, more stabbings in Sweden today.
[01:24:26.000 --> 01:24:29.000]   Not even going to hardly make the news.
[01:24:29.000 --> 01:24:33.000]   But you get one idiot, crazy looking white guy running over a poor woman and killing her.
[01:24:33.000 --> 01:24:34.000]   It's horrible.
[01:24:34.000 --> 01:24:38.000]   And then weeks and weeks of all Trump supporters are guilty, Trump's guilty.
[01:24:38.000 --> 01:24:43.000]   And Trump is responsible for saying there was violence on both sides.
[01:24:43.000 --> 01:24:46.000]   Well, isn't he vindicated now, R.C. Maxwell?
[01:24:46.000 --> 01:24:53.000]   Yourself, again, folks just joined us, attacked over the weekend there in California by thugs.
[01:24:53.000 --> 01:25:00.000]   It wasn't just one guy, there's others screaming, yelling, telling you go to hell, telling you you're not allowed to be there, telling you you have no free speech.
[01:25:00.000 --> 01:25:02.000]   And then sucker punching you and the guy's been arrested.
[01:25:02.000 --> 01:25:05.000]   Americanvoicepack.org, R.C. Maxwell.
[01:25:05.000 --> 01:25:20.000]   R.C., how big a victory is this for all of us, though, that Pelosi and all these folks are having to now say that Antifa is wrong and that Antifa shouldn't just go out and attack everybody and that everybody that supports Trump isn't a Nazi?
[01:25:20.000 --> 01:25:36.000]   This is very significant because this means that over the past several weeks, the attacks that we've seen from all sides, not only Democrats, but establishment Republicans, it's now obvious those attacks were quite invalid because Trump was absolutely right to point out Antifa.
[01:25:36.000 --> 01:25:41.000]   You have to realize the Laguna Beach rally that we had, it's been peaceful for months.
[01:25:41.000 --> 01:25:43.000]   That's happened as a monthly event.
[01:25:43.000 --> 01:25:44.000]   We've never needed riot police.
[01:25:44.000 --> 01:25:47.000]   We've never needed any of those kinds of protections.
[01:25:47.000 --> 01:25:57.000]   But as a result of these kinds of leftists, including Pelosi and high level prominent Democratic figures and operatives within the deep state, they've emboldened Antifa.
[01:25:57.000 --> 01:26:00.000]   They've emboldened that thug that you see right there on TV.
[01:26:00.000 --> 01:26:13.000]   And so, you know, it's really disappointing that it's taken this long for the media and for prominent figures to condemn an organization that for months have been carrying pepper spray and wearing masks at political events.
[01:26:13.000 --> 01:26:15.000]   You know, this has been happening since the inauguration.
[01:26:15.000 --> 01:26:25.000]   That's how bad these people, these communists and these Marxists, you know, which means that it's definitely cultural because Marxists, it's a cultural movement.
[01:26:25.000 --> 01:26:32.000]   These people, they hate so much the unification that they see at these kinds of events and they see it across ethnicities.
[01:26:32.000 --> 01:26:34.000]   You know, I'm not the only unicorn in the bunch.
[01:26:34.000 --> 01:26:42.000]   I know plenty of black conservatives, plenty of Jewish conservatives, plenty of Latino mixed race, the whole the whole guard.
[01:26:42.000 --> 01:26:49.000]   But, you know, their side, they want to they want to agitate on a racial level and they want to do anything that's correct.
[01:26:49.000 --> 01:26:52.000]   And that's because they've lost the argument. We're promoting free market, real unity.
[01:26:52.000 --> 01:26:56.000]   What Martin Luther King promoted is the truth. Judge people on how they operate.
[01:26:56.000 --> 01:27:00.000]   I go to restaurants off what the food tastes like and how good it is, not off what color they are.
[01:27:00.000 --> 01:27:03.000]   I listen to music, not of what color somebody is, but off how good it sounds.
[01:27:03.000 --> 01:27:07.000]   You know, I go stay at hotels off who owns it, but how good the hotel is.
[01:27:07.000 --> 01:27:19.000]   It's the same thing. Exactly. Martin Luther King said. And the Democrats have completely flipped from being so-called real racist to being so-called anti racist to now right back to their racist roots.
[01:27:19.000 --> 01:27:23.000]   I blame Obama and the Clintons, quite frankly, under the Clintons.
[01:27:23.000 --> 01:27:30.000]   You already know Hillary Clinton. She made the comment super predator in which she talked about, you know, black young males.
[01:27:30.000 --> 01:27:34.000]   So we know that the Democrats have been racist for forever, even preceding Clinton.
[01:27:34.000 --> 01:27:43.000]   But you take a look at Obama's presidency. We've seen a regression in racial dialogue, you know, concepts of color blindness, which were things that Martin Luther King was a prominent of.
[01:27:43.000 --> 01:27:47.000]   They were demonized. You know, they said, oh, no, we must talk about white privilege.
[01:27:47.000 --> 01:27:59.000]   These kinds of demonic, unnecessary characterizations of society aren't things that materially affect African-Americans or white Americans or any other Americans, for that matter, on a daily basis.
[01:27:59.000 --> 01:28:08.000]   But all you see, black lives matter, you know, talking about how the black bodies are viewed in some kind of way in society.
[01:28:08.000 --> 01:28:15.000]   I blame academia as well. These students at Berkeley, you know, they're getting some of the worst when it comes up shaping of their minds.
[01:28:15.000 --> 01:28:26.000]   You know, these people really need red pills because they're listening to scholars like Butler and Wolterson who want them to focus on identity and race as opposed to, I don't know, maybe nationalism.
[01:28:26.000 --> 01:28:36.000]   When you take a look at America, what capitalism has been able to do for identities, it's given identities and other ethnicities, all the rights in the world, the Constitution.
[01:28:36.000 --> 01:28:41.000]   You know, you see, you look at real, real wealth, real output, real opportunity.
[01:28:41.000 --> 01:28:47.000]   We are the most open, free society ever seen. They use our weakness against us because it's our strength that we are open.
[01:28:47.000 --> 01:28:50.000]   They take that as a weakness and use it against us.
[01:28:50.000 --> 01:28:57.000]   Yeah, they use that as a weakness. And now what you see is you see Islam coming into American society.
[01:28:57.000 --> 01:29:09.000]   You know, there's nothing wrong with, you know, most Muslims, you know, but however, we have to understand Islamic enterprise and the assault from Muslims into Western society is a problem for women.
[01:29:09.000 --> 01:29:18.000]   It's a problem for there is an orchestrated, hard core orthodoxy in Islam taking it over right now and dominating it and trying to dominate us.
[01:29:18.000 --> 01:29:23.000]   It's a fact. I want to do five more minutes with you. And then Tommy Robinson, speaking of Islam, is joining us.
[01:29:23.000 --> 01:29:29.000]   What an amazing guest with all the stuff happening over there. But I want to come back and ask you then in your gut where you think this is all going.
[01:29:29.000 --> 01:29:38.000]   And if the Democrats are now admitting that Antifa is a violent terror group, ever trying to sell them as these nights, they're allowed to attack people.
[01:29:38.000 --> 01:29:44.000]   What's going to happen next? Will Antifa stop the savage attacks? What is coming next? Stay with us.
[01:29:44.000 --> 01:30:00.000]   We're on the march. The empire's on the run. Alex Jones and the GCN Radio Network.
[01:30:00.000 --> 01:30:07.000]   You've got great air filters, great water filters, great non-GMO, heirloom seeds, great books, great films, great Patriot apparel to meet like minded people.
[01:30:07.000 --> 01:30:13.000]   We've got a new humongous sale, not the number of things that are on massive sale, but on what's on sale.
[01:30:13.000 --> 01:30:23.000]   Out for months, not been on sale for months and months. We've never offered super male vitality, known concentrated herbs, cold pressed, super male vitality, 57 percent off.
[01:30:23.000 --> 01:30:30.000]   It's never been the price it is right now with 3596 reviews, 4.6 reviews total by third party sites.
[01:30:30.000 --> 01:30:37.000]   It's unprecedented and it's cold pressed. That's why super male is so different. People say, well, I know these compounds work because it's admitted science.
[01:30:37.000 --> 01:30:42.000]   These are other what you sell. BuzzFeed says like there's already best selling stuff that's been certified as healthy and good forever.
[01:30:42.000 --> 01:30:48.000]   Why these aren't anything new? Because why do something new when you can have the oldest and best, but cold pressed?
[01:30:48.000 --> 01:30:59.000]   Enjoy all natural bath and beauty products with Emmerich's essentials.
[01:30:59.000 --> 01:31:16.000]   We are proud to bring you a collection of organic based household products at Infowarsstore.com, including non-nano SPF 30 zinc oxide sunscreen, date free herbal bug spray, concentrated peppermint mouthwash, unscented body wash, tea tree shampoo,
[01:31:16.000 --> 01:31:23.000]   and long lasting natural deodorant. Emmerich's essentials is free of chemicals and toxins that may harm your body.
[01:31:23.000 --> 01:31:29.000]   We carefully select pure and simple ingredients to create formulas that are certified USDA made with organic.
[01:31:29.000 --> 01:31:34.000]   Our mission is to offer you everyday organic household products to enhance your life.
[01:31:34.000 --> 01:31:39.000]   Truly feel the difference by going organic natural without compromising on quality.
[01:31:39.000 --> 01:31:46.000]   Feel good about using Emmerich's essentials. Start saving money and stop exposing yourself and your family to toxic ingredients.
[01:31:46.000 --> 01:31:55.000]   Visit Infowarsstore.com and learn more about the new Emmerich's essentials line of organic products. That's Infowarsstore.com.
[01:31:55.000 --> 01:32:00.000]   After being sold out for months, our best selling super blue fluoride toothpaste is now back in stock at Infowarsstore.com.
[01:32:00.000 --> 01:32:08.000]   Research across the board is clear. When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[01:32:08.000 --> 01:32:15.000]   That's why the last Surgeon General's report on oral health warns that your oral health can have a serious impact on your entire body.
[01:32:15.000 --> 01:32:22.000]   Super blue fluoride free toothpaste is a groundbreaking new formula. It's loaded with good halogen iodine instead of the bad halogen fluoride.
[01:32:22.000 --> 01:32:29.000]   Super blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[01:32:29.000 --> 01:32:37.000]   Just some of the ingredients in super blue chosen by our dental experts include xylitol, peppermint oil, iodine, nano silver, and more.
[01:32:37.000 --> 01:32:45.000]   Due to requests from listeners who found that spearmint was a little bit too strong for some of their children, we have created the new bubble gum flavored super blue that is spearmint free.
[01:32:45.000 --> 01:32:51.000]   Learn more about the new bubble gum flavored super blue toothpaste and more at Infowarslife.com.
[01:32:51.000 --> 01:32:54.000]   And support the Info War while you support healthy gums and teeth.
[01:32:54.000 --> 01:33:04.000]   Be one, you're strong. Be one, you're strong. Be one, you're strong.
[01:33:04.000 --> 01:33:12.000]   Defending the republic from enemies foreign and domestic. It's Alex Jones.
[01:33:12.000 --> 01:33:20.000]   Tommy Robinson is joining us for the next 30 minutes to get into the situation in England with the Islamification.
[01:33:20.000 --> 01:33:26.000]   And young Christian girl taken away from her Christian mother and given to hardcore Islamists that wear burkas and took her cross away.
[01:33:26.000 --> 01:33:34.000]   Liberal social workers are the ones that pointed all this out. But now the media spun and said, oh, but she might have had a grandparent or something that might have been a Muslim.
[01:33:34.000 --> 01:33:42.000]   So it's OK. So they're really trying to cover this up. But the grooming of kids, the town council is being run by radical Muslims taking children.
[01:33:42.000 --> 01:33:49.000]   That's a fact. I have members of parliament on about it years ago. So we'll get the true story from the man that broke the info here in a moment.
[01:33:49.000 --> 01:33:57.000]   But finishing up with R.C. Maxwell, R.C., you were attacked over the weekend viciously. The guy bragged about it online. He's been arrested.
[01:33:57.000 --> 01:34:02.000]   And he just said, hey, the guy wouldn't shut up. He was a Trump supporter. He even told the cops and told the news.
[01:34:02.000 --> 01:34:13.000]   He says, hey, why am I in trouble? You know, anybody that's a Trump supporter is allowed to be punched as hard as you can so somebody can fall down, hit their head and die, basically.
[01:34:13.000 --> 01:34:24.000]   I mean, this is incredible. And we saw folks here in Austin two days ago when Trump was here screaming and yelling in our camera people saying, F you, F Trump, F Ben Carson.
[01:34:24.000 --> 01:34:37.000]   Ben Carson isn't black. And then they have the covers of magazines showing Antifa's heroes stomping the brains out of Nazis, saying, again, anybody that protests them is a Nazi.
[01:34:37.000 --> 01:34:44.000]   So where is this going, R.C., Maxwell? Hopefully this goes to a place with more law and order.
[01:34:44.000 --> 01:34:51.000]   I think that police agencies have a huge responsibility to make sure that free speech advocates are protected going forth.
[01:34:51.000 --> 01:34:59.000]   No mask should ever be allowed at any sort of political event and especially not any utility belts that have pepper spray and all this other nonsense.
[01:34:59.000 --> 01:35:04.000]   But more importantly, I think you're going to continue to see propaganda from the left.
[01:35:04.000 --> 01:35:12.000]   They're not going to stop. This is what they need. They need to racially agitate in order for people to listen to them because they don't have fact or truth on their side.
[01:35:12.000 --> 01:35:26.000]   So these people are going to continue to look for another way to kind of craft a docile body of millennials who, for no reason other than being misguided, hate Trump supporters and hate America first agendas.
[01:35:26.000 --> 01:35:36.000]   So I think you're going to need to see conservatives like Paul Ryan step out a little bit more firmly and go after some of his Democratic counterparts for emboldening Antifa.
[01:35:36.000 --> 01:35:44.000]   It can't just be President Trump. As you see, he's lost allies in the White House. He's already named Antifa for us. He's condemned the left.
[01:35:44.000 --> 01:35:50.000]   Now we need other Republican figures to stand up. And I think the American people, they should implore their their local political figures.
[01:35:50.000 --> 01:36:03.000]   You know, hey, why aren't you calling out Antifa? Why aren't you going after them legislatively? Why aren't you asking your Democratic counterparts why they emboldened these people to hate us so much simply for our political beliefs?
[01:36:03.000 --> 01:36:12.000]   Well, please come back on with David Knight, who's launching his syndicated radio slash TV program 8 to 11 every day right before this transmission.
[01:36:12.000 --> 01:36:26.000]   Please come on for a full hour tomorrow. They've got an hour open to just chronicle Antifa's violence, how Trump's been totally vindicated only three weeks later with Pelosi and others trying to abort Antifa that they've been creating for decades.
[01:36:26.000 --> 01:36:38.000]   Now, this is a big deal. It's because of citizen media and it's because of people like R.C. Maxwell, who has unbelievable courage of American voice pack dot org to actually go out and be attacked.
