[00:00:00.302 --> 00:00:01.563]  You've got it.
[00:25:34.677 --> 00:25:36.159]  I will have you arrested.
[00:25:36.159 --> 00:25:40.222]  And then grab the camera and say, this is a gun while it's still running and not even care that it's on tape.
[00:25:40.222 --> 00:25:41.523]  And then say, oh, you've agreed to go?
[00:25:41.523 --> 00:25:42.244]  Now leave.
[00:25:42.244 --> 00:25:46.988]  I mean, that is committing hardcore felonies right out in front of everyone.
[00:25:46.988 --> 00:25:49.330]  But see, criminals run America now.
[00:25:49.930 --> 00:25:59.638]  At every major level and so they want a criminal force just like Stalin released the violent prisoners out of prison and made them his top lieutenants.
[00:26:00.706 --> 00:26:03.128]  And that's who government now looks for.
[00:26:03.128 --> 00:26:09.512]  I saw the footage of that raid on a public organic store that had been open for many years.
[00:26:09.512 --> 00:26:16.617]  They confiscated papayas, watermelons, raw milk cheese that, by the way, is sold at supermarkets all over Austin, the same brands.
[00:26:16.617 --> 00:26:18.098]  Not even illegal, but they don't care.
[00:26:18.098 --> 00:26:21.340]  They'll show a jury an armed raid and the jury will say, well, you raided them with guns.
[00:26:21.340 --> 00:26:23.361]  That means they must be bad men.
[00:26:23.361 --> 00:26:30.086]  And the footage of the cops that we posted on InfoWars.com and that the Drudge Report linked to back on Wednesday,
[00:26:31.487 --> 00:26:35.650]  The police look like something out of central casting of gangbangers.
[00:26:35.650 --> 00:26:36.651]  All of them.
[00:26:36.651 --> 00:26:38.613]  Didn't matter if they were white, hispanic, black.
[00:26:38.613 --> 00:26:43.377]  All of them look like what you would think of as a hardcore violent conflict.
[00:26:43.377 --> 00:26:45.519]  I mean, they looked evil.
[00:26:45.519 --> 00:26:47.280]  Their eyes looked vicious.
[00:26:47.280 --> 00:26:48.982]  They looked slimy.
[00:26:48.982 --> 00:26:52.365]  Their mannerism, their enjoyment.
[00:26:52.365 --> 00:26:53.766]  I mean, it's simple.
[00:26:53.766 --> 00:26:55.628]  I mean, you know when somebody gives you the willies?
[00:26:55.628 --> 00:26:56.909]  These guys looked
[00:26:58.398 --> 00:27:02.582]  These guys didn't look like Clark Kent or something, you know, that archetypal cop type.
[00:27:02.582 --> 00:27:10.329]  They didn't look like something like Sheriff Mac, who's confident, nice, and you get a friendly feeling from, but also, you know, comes off like a strong guy.
[00:27:10.329 --> 00:27:11.350]  No, no, no, no.
[00:27:11.350 --> 00:27:13.872]  They didn't look like a lawman.
[00:27:13.872 --> 00:27:16.235]  They looked like criminals.
[00:27:16.235 --> 00:27:23.922]  Like if these guys were walking down the street, because our cops don't look so criminal here in Austin, if these cops were walking down the street in Austin, Texas,
[00:27:24.802 --> 00:27:25.163]  I don't know.
[00:27:44.266 --> 00:27:48.030]  And dumping the milk in the gutter.
[00:27:48.030 --> 00:27:51.413]  All over the country they're announcing, we've got to have inspections of your home garden.
[00:27:51.413 --> 00:27:53.095]  You might be growing drugs.
[00:27:53.095 --> 00:27:54.936]  Guilty until proven innocent.
[00:27:54.936 --> 00:27:56.678]  You can't have a garden.
[00:27:56.678 --> 00:27:57.959]  You can't have one in your front yard.
[00:27:57.959 --> 00:28:00.041]  Well, there's no law, but we're going to arrest you.
[00:28:00.041 --> 00:28:01.282]  You can't have that tomato box.
[00:28:02.318 --> 00:28:05.580]  Now the good news is in Oak Park, Michigan, everybody rebelled.
[00:28:05.580 --> 00:28:10.784]  It's reported that thousands began planting gardens in their front yard, so they finally backed off.
[00:28:10.784 --> 00:28:14.807]  They were on record coming to arrest her for 93 days in jail.
[00:28:14.807 --> 00:28:22.412]  But this is the mindset of a control freak government that doesn't think it's the servants, it thinks it's the masters.
[00:28:22.412 --> 00:28:26.435]  Now, I haven't even gotten into the economy yet.
[00:28:28.089 --> 00:28:45.780]  But in the interest of time, I'm going to get more into what a downgrade means, where the bankers are going to lead us, how they're psychologically preparing us that it's our fault that we're going to have a total depression if they continue on this course, and consolidate and engage in what is known as austerity.
[00:28:46.360 --> 00:28:54.830]  As Obama says, his job now is to get us all to chip in, unless you're General Electric, running his economic council that's exempt from taxes, and our own carbon taxes.
[00:28:54.830 --> 00:28:56.212]  We'll be right back after this break.
[00:28:56.212 --> 00:28:58.375]  Call a free number to join us, and we'll give it to you when we come back.
[00:29:01.468 --> 00:29:03.170]  Hi folks, this is Alex Jones.
[00:29:03.170 --> 00:29:08.476]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:29:08.476 --> 00:29:10.018]  Saving means to make money.
[00:29:10.018 --> 00:29:18.808]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:29:19.529 --> 00:29:27.052]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:29:27.052 --> 00:29:35.075]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:29:35.075 --> 00:29:40.297]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:29:40.297 --> 00:29:42.458]  Getting a free catalog is easy by calling 800-340-7091.
[00:29:45.239 --> 00:29:48.444]  Or see Calvin on the web at FiveStarSoap.com.
[00:29:48.444 --> 00:29:50.827]  Take charge of your health now by calling 800-340-7091.
[00:29:50.827 --> 00:29:52.950]  Or see Calvin on the web at FiveStarSoap.com.
[00:30:04.305 --> 00:30:05.566]  Tyranny is here.
[00:30:05.566 --> 00:30:09.430]  The grim future foretold in 1984 has become reality.
[00:30:09.430 --> 00:30:11.892]  It really says that the state is God.
[00:30:11.892 --> 00:30:17.597]  The United States is now recognized globally as one of the most oppressive police states on earth.
[00:30:17.597 --> 00:30:23.842]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[00:30:24.262 --> 00:30:30.246]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:30:30.246 --> 00:30:34.429]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:30:34.429 --> 00:30:38.712]  Prepare to enter the secretive world of emergency dictatorship.
[00:30:38.712 --> 00:30:44.657]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[00:30:44.657 --> 00:30:48.219]  It's only the beginning of the New World Order's hellish plan.
[00:30:48.219 --> 00:30:50.180]  The police state isn't coming.
[00:30:50.180 --> 00:30:50.621]  It's here.
[00:30:51.281 --> 00:31:00.348]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:31:00.348 --> 00:31:03.690]  Congratulations to our friends at eFoodsDirect.com.
[00:31:03.690 --> 00:31:08.293]  In August, they celebrate 30 years in the long-term storable food business.
[00:31:08.293 --> 00:31:15.778]  To celebrate, eFoodsDirect.com is offering the lowest price ever on their one-year Freedom Food Supply, even less than the price in 1981.
[00:31:15.778 --> 00:31:16.519]  For a limited time, you
[00:31:18.200 --> 00:31:18.560]  You know what?
[00:31:37.561 --> 00:31:37.882]  I think so.
[00:32:00.336 --> 00:32:07.001]  When you're out on the road, the last place you want to be is on the road.
[00:32:07.001 --> 00:32:12.145]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:32:12.145 --> 00:32:20.871]  There's a place down in Tennessee, where they make blue diamond gusset jeans.
[00:32:20.871 --> 00:32:24.934]  They sew pride in every stitch.
[00:32:24.934 --> 00:32:27.316]  Guarantee you'll love the way they fit.
[00:32:29.212 --> 00:32:33.935]  They put a Diamond Gusset in the crotch, where you need it most.
[00:32:33.935 --> 00:32:37.798]  Blue Diamond Gussets, got it.
[00:32:37.798 --> 00:32:39.019]  Others don't.
[00:32:39.019 --> 00:32:41.160]  We turn jeans inside out.
[00:32:41.160 --> 00:32:42.942]  Diamond Gusset Jeans.
[00:32:42.942 --> 00:32:45.844]  Made in the USA with unparalleled quality.
[00:32:45.844 --> 00:32:52.468]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:32:52.468 --> 00:32:55.170]  Order yours at gusset.com.
[00:32:55.170 --> 00:32:57.532]  Diamond Gusset Jeans, got it.
[00:32:57.532 --> 00:32:58.032]  Others don't.
[00:33:01.266 --> 00:33:04.857]  Coast to Coast, direct from Austin.
[00:33:04.857 --> 00:33:08.067]  You're listening to the Alex Jones Broadcasting Network.
[00:33:18.940 --> 00:33:24.081]  I can go into the control room and look at the gauges of traffic visitors to InfoWars.com and PrisonPlanet.com.
[00:33:24.081 --> 00:33:24.802]  It is surging.
[00:33:38.005 --> 00:33:54.674]  Near a record level right now and of course massive amounts of people listening to the free audio streams at Infowars.com not just the AM and FM dial global shortwave and satellite of course and I do this Sunday show 4 to 6 p.m.
[00:33:54.674 --> 00:33:56.055]  Because there's so much news.
[00:33:56.055 --> 00:34:03.018]  I'm not gonna just sit idle on the weekend I work around the clock, but we also come in weekdays 11 a.m.
[00:34:03.018 --> 00:34:03.699]  To 2 p.m.
[00:34:03.699 --> 00:34:05.460]  Central 12 noon to 3 p.m.
[00:34:05.460 --> 00:34:05.780]  Eastern
[00:34:06.661 --> 00:34:06.941]  I think?
[00:34:31.628 --> 00:34:38.113]  And, of course, we predicted that you would see the rest of SEAL Team 6 killed off.
[00:34:38.113 --> 00:34:41.996]  And we're going to be getting to some of those predictions here in a moment.
[00:34:41.996 --> 00:34:48.481]  And I'll break down exactly why we've been basically going that direction.
[00:34:48.481 --> 00:34:58.168]  And it's, of course, because the official story of the Bin Laden killing is as phony as George Herbert Walker Bush's pledge, read my lips, no new taxes.
[00:34:59.489 --> 00:35:10.078]  Or Obama saying he wouldn't hire any lobbyists, or Bill Clinton saying I didn't have sex with that woman, or Richard Nixon saying I'm not a crook.
[00:35:10.078 --> 00:35:12.560]  No, the official story has been proven to be a fraud.
[00:35:12.560 --> 00:35:18.865]  We don't know exactly what happened with the whole Bin Laden raid, but it's been admitted, every facet of it, to be a lie.
[00:35:18.865 --> 00:35:22.768]  And so we predicted that SEAL Team 6 would start going bye-bye.
[00:35:22.768 --> 00:35:25.370]  We're going to get to that in a moment and break down exactly why.
[00:35:27.592 --> 00:35:41.022]  I know listeners are tuned in to find out my view on that, but I also want to discover your view, and so the toll-free number to join us, it's a different number on the Sunday show than the weekday show, is 877-789-ALEX, 877-789-2539, and we will get you up and on the air.
[00:35:50.549 --> 00:35:57.993]  But first, in case you just joined us, I want to play Geithner from two months ago on Fox Business, saying that we would not lose our AAA rating.
[00:35:57.993 --> 00:36:01.714]  But he said we would lose it if we didn't up the debt limit.
[00:36:01.714 --> 00:36:06.036]  And then, within one day, they'd spent most of the debt limit increase.
[00:36:06.036 --> 00:36:07.597]  One day, they'd already spent it.
[00:36:07.597 --> 00:36:08.437]  Half of it.
[00:36:08.437 --> 00:36:10.158]  And then within two days, it was all gone.
[00:36:10.158 --> 00:36:13.720]  But this is the trap they get you in.
[00:36:13.720 --> 00:36:16.021]  So, let's go ahead and play that clip.
[00:36:16.021 --> 00:36:16.341]  Here it is.
[00:36:17.080 --> 00:36:18.000]  All right, Connell, thank you.
[00:36:18.000 --> 00:36:21.022]  Mr. Secretary, thanks for joining Fox Business.
[00:36:21.022 --> 00:36:26.284]  Is there a risk that the United States could lose its AAA credit rating, yes or no?
[00:36:26.284 --> 00:36:27.205]  No risk of that.
[00:36:27.205 --> 00:36:27.625]  No risk?
[00:36:27.625 --> 00:36:28.005]  No risk.
[00:36:28.005 --> 00:36:41.491]  Again, if you look, if you listen carefully now, you see the leadership of the United States of America, the President, the Republican leadership in both houses, and the Democrats, recognizing now that this is the right thing to do for the economy, that we have to put in place now
[00:36:42.091 --> 00:36:47.021]  Yeah, they had all these other debt limit increases in the past, so how was this one different?
[00:36:47.021 --> 00:36:48.043]  Well, it was a bait-and-switch.
[00:36:48.043 --> 00:36:49.726]  It wasn't about the debt limit increase.
[00:36:50.734 --> 00:36:55.257]  Okay, that was pretty much a standard position.
[00:36:55.257 --> 00:36:58.059]  It's all the tax increases and things they want in there.
[00:36:58.059 --> 00:37:03.202]  But that itself pales in significance to the new legislative body that was created.
[00:37:03.202 --> 00:37:04.923]  Well, everybody's, we got to get a deal.
[00:37:04.923 --> 00:37:05.864]  We got to get a deal.
[00:37:05.864 --> 00:37:06.805]  Can't they get together?
[00:37:06.805 --> 00:37:08.266]  Can't they get something done?
[00:37:08.266 --> 00:37:20.214]  The founders actually said separation of powers is good, gridlock is good, because if they could ram things through, powerful men in history have a tendency of wanting to turn themselves into dictators.
[00:37:21.094 --> 00:37:30.198]  And even if the first generation doesn't do that, they amass more and more power into their hands until it always moves into a dictatorship.
[00:37:30.198 --> 00:37:48.825]  And now this country, on all things monetary, and Harry Reid's on record saying it affects all legislation, including guns, so the leader of the Senate says it affects everything, but the way I read it, strictly, it only deals with spending, cutting, taxes, but that's pretty much, you know, the most powerful power right there alone.
[00:37:50.293 --> 00:37:57.538]  And so now a super Congress, six House, six Senate, and El Presidente, a total of 13, they bring forward bills.
[00:37:57.538 --> 00:38:05.804]  Not when you watch Schoolhouse Rock as a kid that any member can introduce it and it's debated and there's amendments and there can be filibusters.
[00:38:05.804 --> 00:38:07.185]  No, no, no, no.
[00:38:07.185 --> 00:38:10.007]  Sure, for 200 plus years we've had that, but who needs that?
[00:38:10.007 --> 00:38:14.730]  In fact, for 200 years the Congress had to authorize war, but who needs that?
[00:38:14.730 --> 00:38:16.891]  As Obama said four months ago, I've got the UN.
[00:38:18.012 --> 00:38:20.195]  Who needs Congress to pass carbon taxes?
[00:38:20.195 --> 00:38:28.506]  The ATF couldn't get them a couple months ago to pass new gun rules, gun laws, and so now they're just implementing them outside of law and the NRA's suing them over it.
[00:38:29.414 --> 00:38:31.416]  They just come in and say, ah, you just do what we say.
[00:38:31.416 --> 00:38:37.621]  Because guns are being shipped to Mexico and the gun dealers say, but wait a minute, you're the one shipping them down there to blame the Second Amendment.
[00:38:37.621 --> 00:38:39.382]  They're like, we don't care we got caught.
[00:38:39.382 --> 00:38:43.426]  And it's coming out in federal court, the government's bringing in the cocaine.
[00:38:43.426 --> 00:38:45.608]  That's in the El Paso Times Chicago Tribune.
[00:38:45.608 --> 00:38:48.510]  I'll be getting to that later in the next hour if I have time.
[00:38:48.510 --> 00:38:50.872]  I covered it a lot on Friday and over the weekend.
[00:38:50.872 --> 00:38:53.214]  We have a lot of special reports up at Infowars.com.
[00:38:54.395 --> 00:39:00.858]  I'm now, of course, doing InfoWars special report, hour-long and two-hour-long video reports.
[00:39:00.858 --> 00:39:05.179]  And then starting September 1st, we're going to have a 30-minute show every night, new show.
[00:39:05.179 --> 00:39:09.321]  It's going to cover a lot of information, condensed down, 7 p.m.
[00:39:09.321 --> 00:39:09.721]  Central.
[00:39:09.721 --> 00:39:12.522]  And that, of course, will debut at PrisonPlanet.tv.
[00:39:12.522 --> 00:39:17.644]  We've already got literally scores of cable and satellite networks wanting to pick it up.
[00:39:17.644 --> 00:39:19.405]  A lot of them wanting to just pick up the regular
[00:39:20.245 --> 00:39:22.346]  Let me get into the mysterious report of the helicopter being shot down.
[00:39:44.155 --> 00:39:48.158]  And a few days ago, and it being the highest number of U.S.
[00:39:48.158 --> 00:39:57.663]  forces ever killed in the close to 10-year action in Afghanistan to secure the $500 billion a year opium fields.
[00:39:57.663 --> 00:40:03.907]  And now they put it on Fox News, CNN, ABC News that the troops give them the fertilizer, grow it, load it on trucks and ship it out.
[00:40:05.680 --> 00:40:07.221]  You want me to play those news clips again?
[00:40:07.221 --> 00:40:08.883]  That's how dumb they think you are.
[00:40:08.883 --> 00:40:09.884]  But that's why they're there.
[00:40:09.884 --> 00:40:13.568]  Pat Tillman spoke out against it, and they had to take him out.
[00:40:13.568 --> 00:40:17.411]  They said Al-Qaeda killed him, and then later it was admitted the military killed him.
[00:40:17.411 --> 00:40:19.553]  And the head coroner said it was homicide.
[00:40:19.553 --> 00:40:25.359]  But again, the government's good for... I guess the football star had to die for the patriotism.
[00:40:25.359 --> 00:40:27.701]  Because you're not patriotic if you don't bring narcotics in.
[00:40:29.862 --> 00:40:33.203]  Continuing here, and we've got a clip coming up in a little while.
[00:40:33.203 --> 00:40:36.805]  I know I made these predictions over and over again.
[00:40:36.805 --> 00:40:41.126]  We haven't been able to dig out the videos or audio yet, but I'm looking for listeners to do that.
[00:40:41.126 --> 00:40:57.893]  I'm sure it's in our email inbox, but InfoWars Ireland, our spinoff over there, did predict SEAL Team 6's demise, and the video is time-stamped, and I remember the article back on May 11th, and we have a link to that, and I'll be playing a clip of that a little bit later.
[00:41:01.004 --> 00:41:02.805]  Here's the issue.
[00:41:02.805 --> 00:41:07.146]  We know that the official Bin Laden killing was a hoax.
[00:41:07.146 --> 00:41:24.272]  Dr. Steve Pachinik, who wrote the book on psychological warfare for the Pentagon and who was the Assistant Secretary of State back in 2002, laid out how Bin Laden had died from Marfan's and kidney failure and had been treated by American doctors and the CIA.
[00:41:24.272 --> 00:41:29.134]  Later that actually came out on CBS News that he had been treated by American doctors before and after 9-11.
[00:41:30.939 --> 00:41:31.359]  I don't know.
[00:41:54.807 --> 00:42:07.499]  That I'm getting at is, if the official story of Obama and the way they claim that they killed Bin Laden is a fraud, then we have to look closely at SEAL Team 6 people dying.
[00:42:08.599 --> 00:42:14.183]  And I need to look at it with a little bit of a critical eye, you could say.
[00:42:14.183 --> 00:42:18.245]  Now, let's just briefly review what happened.
[00:42:18.245 --> 00:42:27.031]  They released a Situation Room photo and said Obama was watching bin Laden be killed live on video cam connections with the SEALs.
[00:42:27.031 --> 00:42:31.673]  And you could see it was stage photos with Hillary's hand over her mouth and all the men acting tough.
[00:42:31.673 --> 00:42:33.054]  You could tell a stage photo.
[00:42:33.054 --> 00:42:34.695]  They later admitted it was a stage photo.
[00:42:34.695 --> 00:42:35.676]  They weren't watching it live.
[00:42:36.021 --> 00:42:39.522]  Then they claim Bin Laden was in a big shootout with him and used his wife as a shield.
[00:42:39.522 --> 00:42:40.742]  That wasn't true.
[00:42:40.742 --> 00:42:47.864]  Then they claim they threw him in the ocean as his Islamic... You know, he has cement shoes now.
[00:42:47.864 --> 00:42:50.665]  It went on and on and on and the whole story was a fraud.
[00:42:50.665 --> 00:42:55.806]  Then eyewitnesses said the seals got on the helicopter and it blew up.
[00:42:55.806 --> 00:42:59.347]  Now, we predicted... Stay with us, we'll break it down.
[00:43:01.795 --> 00:43:06.497]  Alex Jones here with vital information concerning our nation's fragile food supply.
[00:43:06.497 --> 00:43:12.379]  Folks, there are some truly dangerous trends forming, and I think it's important for my listeners to do three things right away.
[00:43:12.379 --> 00:43:15.200]  Number one, study the past.
[00:43:15.200 --> 00:43:17.600]  History really does repeat itself.
[00:43:17.600 --> 00:43:21.322]  Number two, learn to spot the dangerous food shortage trends.
[00:43:22.441 --> 00:43:25.544]  Number three, take decisive action.
[00:43:25.544 --> 00:43:29.388]  A perfect storm is brewing, or a global food crisis.
[00:43:29.388 --> 00:43:34.433]  That's why I'm telling everyone to read the new book, Rising Prices, Empty Shelves.
[00:43:34.433 --> 00:43:37.857]  Warning signs that trigger the deadliest famines in history.
[00:43:38.417 --> 00:43:41.838]  Don't get caught unprepared when the crisis hits.
[00:43:41.838 --> 00:43:46.339]  This book is only available at risingpricesemptyshelves.com.
[00:43:46.339 --> 00:43:51.260]  You'll also get a free copy of Supermarket Survival, How to Cut Your Grocery Bills in Half.
[00:43:51.260 --> 00:43:55.881]  Again, that website is risingpricesemptyshelves.com.
[00:43:55.881 --> 00:43:58.062]  That's risingpricesemptyshelves.com.
[00:44:01.018 --> 00:44:16.488]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[00:44:16.488 --> 00:44:20.171]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[00:44:21.181 --> 00:44:33.935]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[00:44:33.935 --> 00:44:41.222]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:44:41.883 --> 00:44:52.277]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[00:44:52.277 --> 00:44:56.202]  As well, we are always ready to answer any questions you may have.
[00:44:56.202 --> 00:44:59.307]  That's www.SilverLungs.com
[00:45:01.075 --> 00:45:02.777]  Hi folks, this is Alex Jones.
[00:45:02.777 --> 00:45:08.083]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:45:08.083 --> 00:45:09.625]  Saving means to make money.
[00:45:09.625 --> 00:45:18.415]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:45:19.136 --> 00:45:26.684]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:45:26.684 --> 00:45:34.692]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:45:34.692 --> 00:45:39.917]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:45:39.917 --> 00:45:42.040]  Getting a free catalog is easy by calling 800
[00:45:43.581 --> 00:45:48.067]  Call 800-340-7091 or see Calvin on the web at 5starsoap.com.
[00:45:48.067 --> 00:45:52.572]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at 5starsoap.com.
[00:45:59.662 --> 00:46:00.842]  A very wealthy U.S.
[00:46:00.842 --> 00:46:07.784]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:46:07.784 --> 00:46:10.324]  He says it will change everything about our lives.
[00:46:10.324 --> 00:46:15.706]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:46:15.706 --> 00:46:18.746]  Now, this man has made some outrageous predictions over the years.
[00:46:18.746 --> 00:46:21.067]  The crazy part is, he's usually right.
[00:46:21.067 --> 00:46:26.948]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:46:26.988 --> 00:46:27.308]  Yes.
[00:46:27.308 --> 00:46:30.690]  In fact, Barron's called his work a dire prophecy.
[00:46:30.690 --> 00:46:36.474]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet.
[00:46:36.474 --> 00:46:38.115]  And it's a real eye-opener.
[00:46:38.115 --> 00:46:39.416]  I can't stress this enough.
[00:46:39.416 --> 00:46:42.098]  You should at least watch this free video online today.
[00:46:42.098 --> 00:46:46.320]  He explains everything you need to know, including simple steps you can take to protect yourself.
[00:46:46.320 --> 00:46:48.942]  You can find the video at www.barron.com.
[00:46:49.102 --> 00:46:50.923]  End of America 3.com.
[00:46:50.923 --> 00:46:52.063]  That's End of America.
[00:46:52.063 --> 00:46:53.503]  The number 3.com.
[00:46:53.503 --> 00:46:57.385]  Watch the free video at www.EndOfAmerica3.com.
[00:46:57.385 --> 00:47:01.346]  That's EndOfAmerica3.com.
[00:47:01.346 --> 00:47:02.867]  Coast to Coast.
[00:47:02.867 --> 00:47:04.927]  Direct from Austin.
[00:47:04.927 --> 00:47:08.508]  You're listening to the Alex Jones Broadcasting Network.
[00:47:08.508 --> 00:47:10.709]  We've got it.
[00:47:10.709 --> 00:47:15.051]  The transmission is coming to you.
[00:47:17.592 --> 00:47:21.954]  Waging war on corruption.
[00:47:21.954 --> 00:47:31.957]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:47:31.957 --> 00:47:42.581]  Look, when you study history, you know when something stinks to high heaven because you understand modus operandi of the different organizations that are involved.
[00:47:42.581 --> 00:47:44.062]  You understand propaganda.
[00:47:46.980 --> 00:47:57.732]  And I know I predicted many, many times that they would kill large portions of SEAL Team 6 because it's already super secretive.
[00:47:57.732 --> 00:47:59.473]  They don't even know how many units are in it.
[00:48:00.707 --> 00:48:04.532]  Um, governments routinely flush soldiers down the toilet.
[00:48:04.532 --> 00:48:12.120]  They also do something called sheep dipping that's been declassified, where they stage the deaths of a lot of military who don't really die.
[00:48:12.120 --> 00:48:21.529]  They give them plastic surgery, change their ears, um, even get rid of their fingerprints or alter them so they can carry out clandestine operations.
[00:48:22.581 --> 00:48:23.783]  More than 4,000 U.S.
[00:48:23.783 --> 00:48:33.476]  troops died from 60 to 64 in Vietnam, and it's now been declassified that they would send letters home that they died in automobile accidents, helicopter crashes, plane crashes.
[00:48:33.476 --> 00:48:36.500]  Sometimes there'd be real plane crashes, and they'd just tag their names onto it.
[00:48:37.881 --> 00:48:45.244]  Other times, they would just claim that they died in an accident in a warehouse, the pallet had fallen over on them.
[00:48:45.244 --> 00:48:52.586]  They would ship a sealed casket back home with a rotten body in it of somebody else, or you really would have died in combat.
[00:48:52.586 --> 00:48:56.727]  I mean, there's all sorts of scrambling going on.
[00:48:56.727 --> 00:49:03.169]  And Dr. Pachenik and others that we've interviewed have broken down the fact that this is a complete hoax and a fraud.
[00:49:03.169 --> 00:49:03.929]  We've gone over that.
[00:49:06.604 --> 00:49:21.050]  We I have two military sources off air who I don't know but have been accurate in the past and then another source who's called in on the show and has been very accurate who told us that McChrystal was going to be stepping down from the scandal months and months before he did
[00:49:23.192 --> 00:49:36.963]  All confirmed that reportedly SEALs were killed when the stealth helicopter, again another example, there's a lot of stuff we don't know about, a lot of secrecy, when that big troop carrying helicopter blew up.
[00:49:36.963 --> 00:49:40.806]  Now Pakistani TV and eyewitnesses said that nobody was shooting at it.
[00:49:40.806 --> 00:49:43.648]  They got off, got back on, and it blew up on the ground.
[00:49:44.690 --> 00:49:51.318]  So we don't know if it really crashed by pilot error, or if the helicopter failed, or if it was shot at, or if it blew up with a bomb on it.
[00:49:51.318 --> 00:49:53.640]  But you send the SEALs in to think they're killing bin Laden.
[00:49:54.563 --> 00:49:56.784]  There's CIA safe houses all over the area.
[00:49:56.784 --> 00:49:57.424]  That's now admitted.
[00:49:57.424 --> 00:50:00.325]  It's right by a Pakistani military base that the U.S.
[00:50:00.325 --> 00:50:02.206]  government admits they work closely with.
[00:50:02.206 --> 00:50:04.327]  This guy's hiding out in this thing.
[00:50:04.327 --> 00:50:06.588]  The whole story changes over and over again.
[00:50:06.588 --> 00:50:20.193]  I mean, do you really believe they threw him in the ocean and they admit he had a big firefight with folks and that wasn't true and Obama was watching it and that wasn't true and fake photos and the whole way it was rolled out as a PR stunt, as an election ploy.
[00:50:20.193 --> 00:50:21.153]  His approval rating went up.
[00:50:22.196 --> 00:50:24.037]  That's what we're dealing with here.
[00:50:24.037 --> 00:50:31.879]  And so then, you get the biggest one-day loss of life in the close to 10 years of the Afghanistan War.
[00:50:31.879 --> 00:50:34.680]  They call it a conflict or kinetic action.
[00:50:34.680 --> 00:50:47.745]  And we're to believe that it's SEAL Team, elements of SEAL Team 6, flying around on a National Guard helicopter, and I've got a lot of military contacts here,
[00:50:48.917 --> 00:50:53.261]  And I've been looking at a lot of the military sites and they're not buying it.
[00:50:53.261 --> 00:51:00.148]  They're saying almost immediately after news of the crash began to spread, we were placed in a internet and phone blackout.
[00:51:00.148 --> 00:51:06.294]  That means communications with family, friends, and others back home is on real time, is prevented until further notice.
[00:51:06.294 --> 00:51:12.659]  The Chinook shot down belonged to a National Guard unit, which is causing people to whisper in astonishment because that's not used by them.
[00:51:13.980 --> 00:51:22.544]  Why were some of the most elite American military in such large numbers tooling around a National Guard helicopter right over the capital city?
[00:51:22.544 --> 00:51:30.007]  Continuing, people were working in a military base in Kabul Airport north of the city where the helicopter flew from, say the story hit the news too quickly.
[00:51:30.007 --> 00:51:32.748]  I was told it popped up on CNN way too fast.
[00:51:32.748 --> 00:51:34.309]  Yeah, within minutes.
[00:51:34.309 --> 00:51:36.050]  Showing again it was a staged event.
[00:51:36.050 --> 00:51:36.170]  Now,
