[00:00.000 --> 00:13.000]  Big Brother, mainstream media. Government cover-ups. You want answers? Well, so does he.
[35:52.000 --> 35:59.000]  It just goes on and on about how you go to defend yourself against these invisible terrorists that we have everywhere.
[35:59.000 --> 36:06.000]  Oh, yeah, it's all about this mental illness that they're just, and I've seen these federal and state training manuals.
[36:06.000 --> 36:10.000]  It's, does your neighbor wear blue jeans? I'm not joking. In Texas, the federal manual said that.
[36:10.000 --> 36:16.000]  Is it a woman with a baby carriage? Do they have a cell phone? Do they have a camera? Are they taking pictures?
[36:16.000 --> 36:23.000]  Do they criticize the government? Do they have gas tanks in their garage? Do they lock their desk?
[36:23.000 --> 36:33.000]  These, basically, they're profiling everyone, but the real terrorist who's been caught doing chemical, biological studies on us secretly,
[36:33.000 --> 36:38.000]  who has been caught committing all these crimes, it's the government.
[36:38.000 --> 36:44.000]  But they never have us look at who openly is the most murderous group in history, i.e. governments.
[36:44.000 --> 36:50.000]  Now, slowly, give me the name of the report and the website, because I want to pull this up.
[36:50.000 --> 36:57.000]  The name of the report is the Chairman of the Joint Chiefs Guide, 5260, a self-help guide to anti-terrorism.
[36:57.000 --> 37:05.000]  I'd say it slowly. Chairman of the Joint, oh, there it is. It's the CJCS Guide.
[37:05.000 --> 37:14.000]  Yeah, it's the CJCS Guide, 5260, Anti-Terrorism, Personal Protection Guide, a self-help guide to anti-terrorism.
[37:14.000 --> 37:20.000]  Let's scroll down. Tell me exactly what it goes through. Give us some of the highlights.
[37:20.000 --> 37:25.000]  Sure, sure. Well, like in the table of contents here, I mean, it's telling you how to respond to chemical threats,
[37:25.000 --> 37:34.000]  respond to biological threats, how to isolate personal guidance, how to protect your house,
[37:34.000 --> 37:40.000]  personal identification, do not discuss your military affiliation, job tiles, responsibility with strangers.
[37:40.000 --> 37:46.000]  If you're taking hostage, it tells you what to do to survive, preparing your family, staying in control, dealing with your captors.
[37:46.000 --> 37:54.000]  And it just things like that. It just goes on and on and on about invisible threats that people think that are out there
[37:54.000 --> 37:57.000]  and that have been brainwashed and believing. It's insane.
[37:57.000 --> 38:02.000]  Of course, the real threat in Kansas is tornadoes and a tree fallen on your house.
[38:02.000 --> 38:06.000]  Why aren't they giving you reports on how to protect yourself from a tornado?
[38:06.000 --> 38:10.000]  Absolutely. At the very end of the document is a personal data section.
[38:10.000 --> 38:17.000]  It wants you to fill out a military member or DOD employee or civilian, your full name, your passport, social security number,
[38:17.000 --> 38:21.000]  your rank, your address, place of birth. At the very end, all the medical problems you may have.
[38:21.000 --> 38:26.000]  At the very end, it says, attach two photographs, one full-length front view, one full-length side view.
[38:26.000 --> 38:31.000]  Attach one complete fingerprint card. It's also prudent to have an audio recording or a DNA and a DNA sample.
[38:31.000 --> 38:36.000]  So basically, it's a biometric deal here. They're trying to get information on all of us.
[38:36.000 --> 38:42.000]  Well, they've admitted that's going to be the new global money is going to be your thumbprint or retina scan.
[38:42.000 --> 38:49.000]  After the private fellow reserve system globally, the Federal Reserve is just one tentacle or one head of the Hydra,
[38:49.000 --> 38:53.000]  after the private banking system sets up their world government opening, which they're now doing,
[38:53.000 --> 38:59.000]  they have to first then bankrupt all the other currencies, then they're going to force everyone onto this cashless system
[38:59.000 --> 39:05.000]  and everything you do is going to be tracked and traced. They're already putting in huge fines for garage sales
[39:05.000 --> 39:10.000]  or selling cupcakes or anything. I mean, just everything must be surveilled.
[39:10.000 --> 39:14.000]  They're turning the world into one giant prison.
[39:14.000 --> 39:17.000]  Justin, I appreciate your call and the points you've made here today.
[39:17.000 --> 39:20.000]  Let's talk to Matt in Minnesota. Matt, you're on the year.
[39:20.000 --> 39:22.000]  Hey, Alex. Hey, buddy.
[39:22.000 --> 39:29.000]  Hey, in regards to TSA really quick, maybe you're an awesome InfoWars team contract on this video, but last night,
[39:29.000 --> 39:35.000]  Whoopi Goldberg was on Huckabee talking about her book and Huckabee is kind of talking about TSA and he's like,
[39:35.000 --> 39:41.000]  hey, listen, I'm concerned about this new TSA stuff. This is like a police state and Whoopi Goldberg goes,
[39:41.000 --> 39:45.000]  well, yeah, this is a police state and you should love it.
[39:45.000 --> 39:51.000]  It's just sort of a funny video that I think would be interesting if you guys found and put it up on InfoWars.
[39:51.000 --> 39:56.000]  Well, I did actually see that this morning. The Drudge Report,
[39:56.000 --> 40:04.000]  we ought to do a blurb about all of these ditzy people like,
[40:04.000 --> 40:09.000]  oh, who's the big music star who shaved her head and went crazy?
[40:09.000 --> 40:15.000]  Britney Spears. Remember Britney Spears saying, I think we should just do whatever the president says and just shut up and not think?
[40:15.000 --> 40:20.000]  Well, that's like Gloria Allred saying, quote, I like being felt up.
[40:20.000 --> 40:27.000]  So she's saying, women, you should like strangers you don't know grabbing your breast.
[40:27.000 --> 40:34.000]  And they've actually got the video up on Drudge Report that says, I like being felt up.
[40:34.000 --> 40:41.000]  And TSA boss regrets ABC News staffer getting their underwear searched.
[40:41.000 --> 40:46.000]  So see, just a few weeks ago, they tried to deny the fact that they stick their hands in your underwear.
[40:46.000 --> 40:54.000]  Now that's mainstream news. But we have Gloria Allred, the famous lawyer who's always about women's rights and women not being touched.
[40:54.000 --> 41:03.000]  But then there's the larger issue. It's now confirmed that they're taking people's children away from them into private areas,
[41:03.000 --> 41:09.000]  even three, four, five-year-olds and strip searching them and touching them.
[41:09.000 --> 41:17.000]  So how do you teach your children? Don't let strangers touch you or don't go alone with somebody you don't know.
[41:17.000 --> 41:23.000]  And now these minimum wage weirdos that went and got the jobs to touch people's genitals,
[41:23.000 --> 41:28.000]  they are now taking your child away from you crying and touching their genitals.
[41:28.000 --> 41:34.000]  Just this morning, I was in there on YouTube watching news clips of this and my children walked in and my wife came in and said,
[41:34.000 --> 41:40.000]  you can't watch that. And we had to explain to them the government's bad.
[41:40.000 --> 41:45.000]  They're wanting to put their hands down your pants just because they heard the news, you know, playing on YouTube.
[41:45.000 --> 41:50.000]  And I shouldn't have to have that discussion with my children that, yes, we've told you, don't let strangers touch you.
[41:50.000 --> 41:55.000]  Don't let anybody stick their hand down your pants. Don't go anywhere with somebody alone.
[41:55.000 --> 42:00.000]  And now just all over the radio, all over the news, it's about the government doing this to them.
[42:00.000 --> 42:05.000]  This is so sick and out of control, but government knows that they can get away with this.
[42:05.000 --> 42:09.000]  They can get away with anything.
[42:09.000 --> 42:11.000]  Go ahead, caller, finish up your point.
[42:11.000 --> 42:17.000]  Oh, yeah, I was going to say, I mean, I locally here in Minnesota, I try to call on the radio shows as much as possible.
[42:17.000 --> 42:21.000]  And I think a lot of the people are waking up to this, this TSA tyranny and they're standing up against it.
[42:21.000 --> 42:26.000]  You know, I real quick had a comment regarding the Geraldo 9-11 stuff.
[42:26.000 --> 42:33.000]  That's pretty exciting. And I know you've been on for all the show before. Do you think he would ever come on your show?
[42:33.000 --> 42:39.000]  And do you think there will ever be a Alex Jones going back discussion either on his show or your show?
[42:39.000 --> 42:43.000]  I just feel like it's going to happen someday. And do you ever think that that would happen?
[42:43.000 --> 42:49.000]  Well, I would obviously go on their shows if they invited me. I've been on Geraldo's a few times and we sat around the office talking about,
[42:49.000 --> 42:59.000]  is he a closet 9-11 truther? But I don't think Beck will probably have me on because he's taken so much of my research and the work we do.
[42:59.000 --> 43:04.000]  He knows that that parallel and that connection has been made.
[43:04.000 --> 43:12.000]  And so I don't think Beck, you know, wants to further up my visibility, but it doesn't matter what Glenn Beck does.
[43:12.000 --> 43:16.000]  Glenn Beck, and I'm not saying it's an audience I don't want. I want everybody.
[43:16.000 --> 43:22.000]  I mean, I just get up here and cover the news. I don't sit here and do market analysis of, you know, who we're targeting or who listens.
[43:22.000 --> 43:30.000]  It just so happens we have a very diverse audience, but we have one of the youngest audiences in talk radio from stations that do get the ratings and look at them.
[43:30.000 --> 43:40.000]  And from the demographics we see online, we have, you know, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, you know, right through 100 years old.
[43:40.000 --> 43:49.000]  But we're really strong in the young people and the 18 to 35, the most coveted demographic and a Glenn Beck isn't.
[43:49.000 --> 43:54.000]  You know, Glenn Beck does a lot of his big speeches at retirement homes and that's fine.
[43:54.000 --> 44:00.000]  It's just that Glenn Beck is the past. This radio show is the future.
[44:00.000 --> 44:08.000]  But Glenn Beck has been forced to cover more and more hardcore issues to stay relevant because in the past, you know, 15 years ago,
[44:08.000 --> 44:21.000]  the separation between the real world material, the full spectrum breakdown that I'm covering and the shuttered condensed spectrum that a leftist or a right winger covers.
[44:21.000 --> 44:24.000]  Those were universes apart. It was a huge gulf.
[44:24.000 --> 44:33.000]  Now the membrane between mainstream media and alternative media is just very, very thin at see through.
[44:33.000 --> 44:41.000]  And so there's an acceleration of mainstream news and media covering the information we cover here. I appreciate your call.
[44:41.000 --> 44:47.000]  But on that subject, I didn't know that my cousin Buckley was going to be in town.
[44:47.000 --> 44:52.000]  Buckley Hammond, who was the first guy to ever run my access TV show for about a year and a half.
[44:52.000 --> 44:57.000]  I did it on my own and Buckley did it for about two years and my cancer took over for a few years after that.
[44:57.000 --> 45:07.000]  And did a great job. But Buckley, you know, going to college here in Austin when I was first starting access TV, he's a really smart guy and he ran the show for several years.
[45:07.000 --> 45:10.000]  He had David Eich books when I never heard of David Eich.
[45:10.000 --> 45:12.000]  You know, when I first got on there, I hadn't heard of David Eich.
[45:12.000 --> 45:15.000]  He was the first guy to give me a David Eich book and I was like, man, this is crazy.
[45:15.000 --> 45:21.000]  But, you know, back then that was my view. It's changed some because, you know, so much crazy stuff comes out.
[45:21.000 --> 45:32.000]  But, you know, the point is he was into this stuff at the same time I was or even more into reality, into questioning the limited spectrum of information that the mainstream corporate media gives us.
[45:32.000 --> 45:39.000]  But this morning we were having breakfast and he just boiled it down so well.
[45:39.000 --> 45:42.000]  And I was kind of paraphrasing him a moment ago.
[45:42.000 --> 45:51.000]  He said, take like a Naomi Klein who writes for Rolling Stone or a Matt Taibbi.
[45:51.000 --> 46:03.000]  People like that just five or six years ago attacked the conspiracy culture, attacked people that talked about the private fellow reserve, went after people that criticize the system.
[46:03.000 --> 46:17.000]  But now today they sound more and more like you, but from a little bitty, narrow window they're looking through with their kind of leftist, progressive template, they see it all through that.
[46:17.000 --> 46:19.000]  And we all look through rose-colored darklies.
[46:19.000 --> 46:31.000]  But he described my view from the beginning from not coming from some ideological angle or some left-right system, though I'm influenced by all the thought that's out there, but more like a dragonfly.
[46:31.000 --> 46:42.000]  With hundreds of eyes, with the composite eyes, just seeing things from all these different angles and then the problem is trying to articulate that.
[46:42.000 --> 46:52.000]  But if anyone wanted to describe that membrane between alternative media, anybody that looks at things from a different perspective than left-right,
[46:52.000 --> 47:07.000]  and the establishment media, the left-right reservation, that that wall is being decimated right now, that that wall is being removed right now.
[47:07.000 --> 47:09.000]  And so that's what's happening.
[47:09.000 --> 47:26.000]  And so the system denied all of this existed so long that now that it's all coming out in the open, we've planted all these seeds, and now the tyranny is almost like rain and sunshine on the seeds.
[47:26.000 --> 47:29.000]  It's making them sprout up from everywhere.
[47:29.000 --> 47:39.000]  I mean, just with the work I've done, not counting all the other great patriots out there, I've done five, six thousand radio interviews the last ten years, conservatively.
[47:39.000 --> 47:43.000]  I have done thousands of my own radio show.
[47:43.000 --> 47:45.000]  I have made 20-plus films.
[47:45.000 --> 47:49.000]  We've been seeing hundreds of millions of times in just the last few years on YouTube.
[47:49.000 --> 47:51.000]  I mean, it's an exponential.
[47:51.000 --> 47:57.000]  And if you watched something I did ten years ago, it's pertinent and seems like I said it today.
[47:57.000 --> 48:02.000]  People say, wow, I mean, here's a quick example and I'm going back to your calls.
[48:02.000 --> 48:12.000]  A year before 9-11, six months before 9-11, three months before 9-11, two months before 9-11, I was saying they're prepping the public for stage terror attacks.
[48:12.000 --> 48:15.000]  They're going to bring in the military on the streets and more control.
[48:15.000 --> 48:18.000]  It's going to be done incrementally because I could see all the preparations.
[48:18.000 --> 48:20.000]  I was going to the urban warfare drills.
[48:20.000 --> 48:25.000]  I was reading the Rand Corporation documents and CFR documents that were public.
[48:25.000 --> 48:40.000]  Then by mid-July of 2001, I was able to go on air and say specifically they're going to blame it on their asset bin Laden.
[48:40.000 --> 48:42.000]  I knew he was former CIA on record.
[48:42.000 --> 48:44.000]  That's a fact, folks.
[48:44.000 --> 48:45.000]  We didn't know that.
[48:45.000 --> 48:46.000]  That's on record.
[48:46.000 --> 48:47.000]  I mean, that's admitted.
[48:47.000 --> 48:48.000]  Go check it out for yourself.
[48:48.000 --> 48:50.000]  Tim Osmond was his code name.
[48:50.000 --> 48:53.000]  I could see they were prepping the public for it.
[48:53.000 --> 48:56.000]  I knew they were massing troops in and around Afghanistan.
[48:56.000 --> 48:59.000]  I could see them getting the public ready for it.
[48:59.000 --> 49:06.000]  It was all going on out of the open.
[49:06.000 --> 49:12.000]  And I went on air for two hours.
[49:12.000 --> 49:17.000]  I had a two-hour TV show at the time once a week on top of the radio show locally.
[49:17.000 --> 49:18.000]  And I went over this.
[49:18.000 --> 49:26.000]  Well, it just so happened that I would then do the show live, tape it, and then turn it back into access TV to air one more time as a tape show.
[49:26.000 --> 49:29.000]  At least one more time that they are charged to air it.
[49:29.000 --> 49:33.000]  It aired at about four o'clock in the afternoon on 9-11, two months later.
[49:33.000 --> 49:36.000]  Hundreds of phone calls.
[49:36.000 --> 49:40.000]  Most of them saying, wow, how do you already know this?
[49:40.000 --> 49:41.000]  That's an inside job.
[49:41.000 --> 49:44.000]  But some saying, how dare you say it's an inside job?
[49:44.000 --> 49:48.000]  It was a two-month-old show.
[49:48.000 --> 49:52.000]  I did the show before that happened.
[49:52.000 --> 49:56.000]  And my good buddy, Jimmy Vaughn, that's what finally really woke him up.
[49:56.000 --> 50:00.000]  He was already researching this information, the blues legend.
[50:00.000 --> 50:03.000]  But he watched the show live when it happened.
[50:03.000 --> 50:09.000]  And then he remembered people talking about the re-airing of it later.
[50:09.000 --> 50:19.000]  But that's the issue is the power that we have to accurately predict what's going to happen because we know how the globalists operate.
[50:19.000 --> 50:20.000]  That is massive.
[50:20.000 --> 50:23.000]  We're going to come back and try to hurry through calls.
[50:23.000 --> 50:30.000]  Joe, Dennis, Casey, Darren, Marcy, and others.
[50:30.000 --> 50:31.000]  And you know what?
[50:31.000 --> 50:35.000]  I haven't gotten into the full TSA news, the new UN carbon tax info.
[50:35.000 --> 50:40.000]  I haven't gotten into the economic news, but it's all coming up at first.
[50:40.000 --> 50:42.000]  I'm going to attempt to race through your phone calls.
[50:42.000 --> 50:48.000]  By the way, don't forget you can watch this radio show and live streaming video at prisonplanet.tv.
[50:48.000 --> 50:55.000]  We've got a deal running through Christmas five plus months free right now at prisonplanet.tv.
[50:55.000 --> 51:00.000]  We only do it during the holiday season during Christmas prisonplanet.tv.
[51:00.000 --> 51:05.000]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[51:05.000 --> 51:10.000]  As an authorized Berkey dealer for over five years and serving thousands of satisfied customers,
[51:10.000 --> 51:14.000]  the Berkey guy offers amazing specials for Berkey water filtration systems.
[51:14.000 --> 51:21.000]  The Berkey light systems include a set of self sterilizing and recleanable black purification elements that purify water by removing chlorine,
[51:21.000 --> 51:28.000]  pathogenic bacteria, cyst and parasites to non detectable levels and remove harmful chemicals such as herbicides and pesticides.
[51:28.000 --> 51:33.000]  Order the Berkey light system today complete with two black Berkey elements for only $209
[51:33.000 --> 51:39.000]  and the Berkey guy will include three sport Berkey water bottles and ship everything to you free of charge.
[51:39.000 --> 51:45.000]  That's right, three sport Berkey water bottles and free shipping. An $87 value, yours free.
[51:45.000 --> 51:50.000]  Call the Berkey guy at 1-877-886-3653.
[51:50.000 --> 51:54.000]  That's 1-877-886-3653.
[51:54.000 --> 52:00.000]  Or order online at goberkey.com. That's goberkey.com today.
[52:00.000 --> 52:04.000]  You may be arrested and or subject to other police action.
[52:04.000 --> 52:09.000]  Charity is here. The grim future foretold in 1984 has become reality.
[52:09.000 --> 52:12.000]  It really says that the state is God.
[52:12.000 --> 52:17.000]  The United States is now recognized globally as one of the most oppressive police states on earth.
[52:17.000 --> 52:22.000]  This film conclusively proves the existence of a secret network of FEMA cares.
[52:22.000 --> 52:27.000]  Now being expanded nationwide, this documentary exposes how the continuity of government program
[52:27.000 --> 52:30.000]  has established an all-powerful shadow state.
[52:30.000 --> 52:34.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[52:34.000 --> 52:39.000]  Prepare to enter the secretive world of emergency dictatorship.
[52:39.000 --> 52:45.000]  Body scanners, sound cameras, citizen spies, staged terror and cameras on every street corner.
[52:45.000 --> 52:48.000]  It's only the beginning of the New World Order's hellish plan.
[52:48.000 --> 52:52.000]  The police state isn't coming. It's here.
[52:52.000 --> 53:21.000]  This is Alex Jones with 5 Good Reasons You Should Consider Buying a Solar Power Generator.
[53:21.000 --> 53:24.000]  In some areas of the country, the power grid is dangerously overloaded.
[53:24.000 --> 53:28.000]  And now, new socialist legislation is only compounding the problem.
[53:28.000 --> 53:31.000]  Dangerous weather is always a threat to local grids.
[53:31.000 --> 53:35.000]  Every year, thousands of families lose their power from weather-related onages.
[53:35.000 --> 53:40.000]  A solar power generator provides powerful backup insurance and peace of mind.
[53:40.000 --> 53:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[53:45.000 --> 53:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[53:51.000 --> 54:18.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[54:18.000 --> 54:22.000]  Well, Drudge Report just updated.
[54:22.000 --> 54:32.000]  I gave Nemo the assignment because the TSA has announced they want checkpoints on the trains and subways next.
[54:32.000 --> 54:34.000]  They've already been beta-testing it.
[54:34.000 --> 54:40.000]  And Curt Nemo today did an article on it, and it's red-linked on Drudge Report.
[54:40.000 --> 54:45.000]  TSA searches our trains and subways next.
[54:45.000 --> 54:52.000]  And it goes on to go over the facts.
[54:52.000 --> 54:56.000]  So good job, Nemo, on that story.
[54:56.000 --> 55:02.000]  The next story we need, well, we're going to get that report done.
[55:02.000 --> 55:05.000]  There's another key angle that needs to be covered.
[55:05.000 --> 55:09.000]  Okay, let's go back to your phone calls here.
[55:09.000 --> 55:13.000]  And again, I could care less about being linked on the biggest website in the world.
[55:13.000 --> 55:16.000]  If my story was about OJ Simpson or something.
[55:16.000 --> 55:18.000]  I care because this is a real issue.
[55:18.000 --> 55:23.000]  If they get away with putting their hands down our pants, they can get away with anything.
[55:23.000 --> 55:25.000]  It's very, very simple.
[55:25.000 --> 55:27.000]  And I'm glad that people are hopping mad about this.
[55:27.000 --> 55:29.000]  Let's talk to Joe in Pennsylvania.
[55:29.000 --> 55:31.000]  Joe, you're on the air.
[55:31.000 --> 55:32.000]  How you doing, Alex?
[55:32.000 --> 55:33.000]  Good.
[55:33.000 --> 55:41.000]  I got a TSA story and a suggestion if it's okay if I have enough time.
[55:41.000 --> 55:46.000]  I went on vacation back in September and I didn't really think too much about the whole
[55:46.000 --> 55:48.000]  humiliation thing, the way they pat you down.
[55:48.000 --> 55:55.000]  I wasn't thinking about it, but I'm in a wheelchair and the guy's feeling me up.
[55:55.000 --> 55:59.000]  He's got my arm stretched out and he's doing the whole breast feeling, everything like that.
[55:59.000 --> 56:03.000]  And when he, you know, he got all done and stuff and I'm like, is that it?
[56:03.000 --> 56:05.000]  And he's like, he looked at me like, yeah.
[56:05.000 --> 56:10.000]  And I said, well, aren't you going to check underneath my seat there?
[56:10.000 --> 56:11.000]  I have some plastic down there.
[56:11.000 --> 56:13.000]  I was being sarcastic with them.
[56:13.000 --> 56:15.000]  Some plastic down there.
[56:15.000 --> 56:17.000]  Aren't you going to look underneath my foot pedals?
[56:17.000 --> 56:20.000]  And he kind of looked at me like with his dumbfounded look.
[56:20.000 --> 56:21.000]  Like, uh...
[56:21.000 --> 56:22.000]  Yeah, no, no, no.
[56:22.000 --> 56:24.000]  They don't check where bombs could really be.
[56:24.000 --> 56:28.000]  Look, the number one threat has always been in the cargo.
[56:28.000 --> 56:30.000]  Almost none of that gets checked.
[56:30.000 --> 56:32.000]  Look, it's all about training us.
[56:32.000 --> 56:37.000]  Now, again, the average TSA worker doesn't know that because they don't know how to tie their shoe laces on average.
[56:37.000 --> 56:41.000]  I mean, who else could they get to do this humiliating job all day?
[56:41.000 --> 56:45.000]  And he looked at you like he's usually the big bubble type, you know what I mean?
[56:45.000 --> 56:46.000]  Yeah, I know.
[56:46.000 --> 56:47.000]  I know what you mean.
[56:47.000 --> 56:55.000]  But my other suggestion, I was listening to Max Kaiser last week with you guys and, you know, everybody buy a silver dollar.
[56:55.000 --> 56:58.000]  And I was trying to think of a way it could be coordinated.
[56:58.000 --> 57:06.000]  I don't know anything about setting up websites or anything, but you have a vast array of different radio show hosts and people that you know.
[57:06.000 --> 57:07.000]  And we all subscribe.
[57:07.000 --> 57:09.000]  You know, we subscribe to your websites and stuff.
[57:09.000 --> 57:25.000]  What would you think about putting up a petition where your listeners that pay and subscribe made a commitment like on a certain day, like on the 11th of December to buy that silver dollar.
[57:25.000 --> 57:32.000]  And you just threw through all of your radio shows that their listeners would all commit to do that.
[57:32.000 --> 57:37.000]  Joe and Joe, I hear you and I appreciate your call. This show is powerful, but it's not that powerful.
[57:37.000 --> 57:44.000]  Our power is to get a pebble rolling downhill that causes a rock slide.
[57:44.000 --> 57:47.000]  We are able to trigger chain reactions.
[57:47.000 --> 57:51.000]  Even mainline corporate media has trouble setting the agenda now.
[57:51.000 --> 57:56.000]  We've gotten to the point where even the big mega dinosaur media can't set a lot of the agendas.
[57:56.000 --> 58:04.000]  It's the alternative media and all those voices in a fight with the corporate media now for the heart and soul of society.
[58:04.000 --> 58:21.000]  It's the idea of everybody buying silver and knowing that by buying silver in an uncoordinated way that that will force the hand of the big banks that are short silver and that have been manipulating the market.
[58:21.000 --> 58:23.000]  That will reveal their naked shorting.
[58:23.000 --> 58:30.000]  So that's the real power. That's the real issue on that front.
[58:30.000 --> 58:37.000]  Plus talk show hosts, most talk show hosts in the patriot movement are so jealous of yours truly that they can't be worked with.
[58:37.000 --> 58:40.000]  They'd rather be in their obscurity with 100 listeners at least.
[58:40.000 --> 58:48.000]  Thank you for listening to GCN. Visit GCNLive.com today.
[58:51.000 --> 58:59.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[58:59.000 --> 59:04.000]  As we're finishing off this agenda, we're pulling the rug from underneath the Americans at home.
[59:04.000 --> 59:10.000]  I've turned a tremendous influence on our president in Congress and they really are calling the shots.
[59:10.000 --> 59:15.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[59:15.000 --> 59:25.000]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[59:25.000 --> 59:32.000]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches and the Congress is saying, who do we make the checkout to?
[59:32.000 --> 59:39.000]  Today seems like nobody does care and right now in Washington D.C. we have seen a fall of the Republic.
[01:00:02.000 --> 01:00:06.000]  Big Brother.
[01:00:06.000 --> 01:00:11.000]  Mainstream media. Government cover-ups. You want answers?
[01:00:11.000 --> 01:00:13.000]  Well, so does he.
[01:00:13.000 --> 01:00:17.000]  He's Alex Jones on the GCN radio network.
[01:00:17.000 --> 01:00:22.000]  And now, live from Austin, Texas, Alex Jones.
[01:00:22.000 --> 01:00:25.000]  We are now into hour number two.
[01:00:25.000 --> 01:00:38.000]  Joel Scalson, always extremely important of World Affairs Brief, will be joining us on a host of issues and breaking information dealing with government-sponsored terror that ties into what we see happening with the TSA and more.
[01:00:38.000 --> 01:00:41.000]  But right now, let's keep hammering through those calls.
[01:00:41.000 --> 01:00:44.000]  Casey and Indiana, thanks for holding her on the ear.
[01:00:44.000 --> 01:00:45.000]  Hey, Alex. How's it going?
[01:00:45.000 --> 01:00:47.000]  Good.
[01:00:47.000 --> 01:00:58.000]  I've got some information and a question about FEMA camps. I live in central Indiana near Grissom Air Force Base, which has been shut down for a long time.
[01:00:58.000 --> 01:01:01.000]  It is on the list of FEMA detention centers.
[01:01:01.000 --> 01:01:16.000]  But tomorrow, President Obama and Vice President Joe Biden will be visiting Kokomo, Indiana, a few miles from Grissom, to unveil a new solar panel facility and discuss a town saved by the stimulus since Chrysler and GM have factories there.
[01:01:16.000 --> 01:01:22.000]  But I have friends that work for a construction company that have recently been working on a project at Grissom.
[01:01:22.000 --> 01:01:24.000]  They're building some new buildings and stuff.
[01:01:24.000 --> 01:01:29.000]  And they were told no work tomorrow because Obama will be at the Air Force Base.
[01:01:29.000 --> 01:01:38.000]  And I didn't know if you had any information if there's a correlation with the President's appearances and the FEMA locations like if he's inspecting them.
[01:01:38.000 --> 01:01:50.000]  Well, that would be speculation, but the Emergency Centers Act is so key to read the entire bill because it's a blueprint for what they've already built and designed.
[01:01:50.000 --> 01:01:52.000]  It's just an attempt to get it more funding.
[01:01:52.000 --> 01:02:06.000]  Six mega regional FEMA command centers, threat fusion centers that also have different forms of stockades, prisons, and then mass holding areas for the general public.
[01:02:06.000 --> 01:02:13.000]  So it's dual use. It's areas for disasters. It's areas to hold people during civil insurrection. It's all in the bill.
[01:02:13.000 --> 01:02:24.000]  And it's everything that we had reverse engineered from studying the camps, from studying Rex 84 and the fragments of declassified evidence we had previously.
[01:02:24.000 --> 01:02:32.000]  It was a total vindication to tell us you were absolutely right, that is, researchers, on what they put together.
[01:02:32.000 --> 01:02:39.000]  But basically a lot of the stimulus money is going into the old bases.
[01:02:39.000 --> 01:02:52.000]  They proposed in the 80s under the COG, Continued Government, to make the old bases government emergency centers and to quote bring in local law enforcement and merge them in under federal control.
[01:02:52.000 --> 01:03:02.000]  Now Bush senior began that. Clinton accelerated it. And so the rumors came out by the workers and others that were inside under Bush.
[01:03:02.000 --> 01:03:09.000]  It went public in Houston Chronicle, Wall Street Journal reported on them being camps for citizens.
[01:03:09.000 --> 01:03:12.000]  They also use them as a cover story for foreigners.
[01:03:12.000 --> 01:03:21.000]  You've got corrections Corporation of America on record last year and this year lobbying to build more camps quote for the illegals, but they're really for citizens.
[01:03:21.000 --> 01:03:29.000]  So it's very, very serious. And so we know that they're accelerating this program Casey.
[01:03:29.000 --> 01:03:37.000]  Okay. Yeah, I just didn't know if you had any information about it because it wasn't disclosed to the public that he's going to be at the Air Force Base.
[01:03:37.000 --> 01:03:40.000]  He's only supposed to be talking at this solar panel facility.
[01:03:40.000 --> 01:03:50.000]  And the only reason I have the information about him being at the base is that my friends work for the construction company that are laying the gas lines and everything at these new buildings on the detention center.
[01:03:50.000 --> 01:03:58.000]  Yeah, well, that's how they do it is a lot of times they don't announce exactly where the president's going to be.
[01:03:58.000 --> 01:04:08.000]  So in case there is some lone nut or something and believe it, there are those out there as well that they don't know how to find them or know where he's going to be at.
[01:04:08.000 --> 01:04:22.000]  But again, that's also part of all this elaborate protection they give POTUS puppet in chief to create the illusion that he's actually running things so they can scapegoat presidents down the road.
[01:04:22.000 --> 01:04:25.000]  That's why they built a mile long bulletproof tunnel in India.
[01:04:25.000 --> 01:04:28.000]  That's why they pulled all the coconuts down in Mumbai.
[01:04:28.000 --> 01:04:30.000]  So one wouldn't hit him in the head.
[01:04:30.000 --> 01:04:39.000]  All this ridiculous pageantry and hype so that we never look at the Federal Reserve and the real ruling class.
[01:04:39.000 --> 01:04:41.000]  I appreciate your call. Great points, Casey.
[01:04:41.000 --> 01:04:49.000]  Uh, Julio, Darren, Marcy, James, your call is coming up 800-259-9231.
[01:04:49.000 --> 01:04:50.000]  I'm going to try to hurry through them.
[01:04:50.000 --> 01:04:53.000]  We've been doing a little bit better job and I'm going to try to go even faster on the other side.
[01:04:53.000 --> 01:04:54.000]  Love different angles.
[01:04:54.000 --> 01:04:55.000]  The callers take us in.
