[00:00.000 --> 00:09.000]  The message that this conveys is that unless things change, unless the arms race is reversed,
[01:07:10.000 --> 01:07:19.000]  They want to depopulate. They believe they can survive this attack, survive this war if it happens, and then emerge with their transhumanist system.
[01:07:19.000 --> 01:07:33.000]  The toll-free number to join us on this issue, and bioweapons and gain of function, all the project Veritas News coming out of you just joined us to recap with a high-level Pfizer executive, the head of their World mRNA project,
[01:07:33.000 --> 01:07:45.000]  saying, yeah, we create the deadly viruses and then we give you the solution, our so-called vaccine. It's our cash cow, so we can talk about that issue, but those are the two issues we're talking about.
[01:07:45.000 --> 01:08:05.000]  They're both intertwined. The toll-free number to join us is 877-789-2539, 877-789-2539, 877-789. Alex will take long-time callers, first-time callers agree, disagree, but we're on those two topics, 877-789-2539.
[01:08:05.000 --> 01:08:12.000]  In the next hour, more Project Veritas Part 2 news breaking. We'll have that here for you right when it breaks, and we'll cover it as well.
[01:08:12.000 --> 01:08:20.000]  All right, let's hit to World War III news. I played last hour, but you can't play this too much. This is Joe Biden.
[01:08:20.000 --> 01:08:32.000]  According to Joe Biden, World War III starts with a shipment of offensive equipment like tanks to Ukraine, and that was said just six months ago.
[01:08:32.000 --> 01:08:44.000]  But now we need to have it, he says. It's a great thing. Here's Biden's last year assuring us that we wouldn't send tanks to Ukraine because that means World War III.
[01:08:44.000 --> 01:08:51.000]  And that was in March of last year, so I guess 11 months ago, 10 months ago. Here it is.
[01:08:51.000 --> 01:09:03.000]  The idea, the idea that we're going to send in offensive equipment and have planes and tanks and trains going in with American pilots and American crews, just understand.
[01:09:03.000 --> 01:09:11.000]  Don't kid yourself, no matter what you all say. That's called World War III. Okay?
[01:09:11.000 --> 01:09:24.000]  Yeah. So here's the headlines. Ukraine predicts attacks on major Russian cities. The Ukrainian government says they're going to begin accelerating already major strikes going on, including against Moscow.
[01:09:24.000 --> 01:09:33.000]  So they're pushing Moscow to escalate, to push the West and NATO to escalate, and we have the tail wagging the dog here, extremely dangerous.
[01:09:33.000 --> 01:09:41.000]  They said they're going to hit the, quote, pampered and lazy people of Moscow, St. Petersburg and other cities.
[01:09:41.000 --> 01:09:47.000]  Ukraine will now push for F-16s, fighter jets, government advisor says. The Hill reports, I'm sure they'll get them.
[01:09:47.000 --> 01:09:52.000]  Ukraine under new missile barrage as Russia warns West about tank pledges.
[01:09:52.000 --> 01:09:57.000]  Denmark calls for mandatory military service for women.
[01:09:57.000 --> 01:10:08.000]  This tank promises show direct and growing Western involvement in Ukraine. As Biden seeks to avoid wider war delivery of M1 Abrams tanks, Ukraine escalates the conflict.
[01:10:08.000 --> 01:10:14.000]  And it goes on and on about coups against Putin and what they want to do.
[01:10:14.000 --> 01:10:23.000]  Your tax dollars at work, Ukrainian officials blew 100 billion US uniparty dollars on sports cars, mansions, luxury vacations, etc.
[01:10:23.000 --> 01:10:28.000]  The stories they're getting in trouble now is they want more of the money to go to the war, not just laundered back to the globalist.
[01:10:28.000 --> 01:10:34.000]  German Foreign Minister said the quiet part out loud two days ago that Germany is at war with Russia.
[01:10:34.000 --> 01:10:38.000]  This is the first time in World War II. Here's a really chilling headline.
[01:10:38.000 --> 01:10:43.000]  U.S. to increase artillery ammunition production by 500% for Ukraine.
[01:10:43.000 --> 01:10:48.000]  The Pentagon's playing to boost its production of artillery ammunition by 500% over the next two years.
[01:10:48.000 --> 01:10:58.000]  Oh, it's a long war, isn't it? As the U.S. is depleting its military stockpiles by sending millions of shells to Ukraine, the New York Times reported yesterday.
[01:10:58.000 --> 01:11:10.000]  So there you go. Since Russia launched its invasion in Ukraine, the U.S. has pledged to send Ukraine over a million 155-millimeter artillery shells before the U.S. Army began efforts to increase production.
[01:11:10.000 --> 01:11:21.000]  It's production of 4,400, 14,400 155-millimeter shells a month. But under the new plans, the number will reach 90,000 each month.
[01:11:21.000 --> 01:11:28.000]  And it goes on and on and on. And what are a lot of the new shells going in used by the tanks?
[01:11:28.000 --> 01:11:41.000]  They are depleted uranium that causes massive burden effects in the children of the troops and wherever it's used in those people's families, not to mention causing massive health problems for the troops.
[01:11:41.000 --> 01:11:51.000]  So this is a real war crime. And Russia says that if they pick up any D.U. and if any D.U. rounds are being used by any of the U.S. or other tanks,
[01:11:51.000 --> 01:12:00.000]  and it's Western doctrine to use D.U. in a war with the Russians in a tank war, that that will be considered nuclear war and they'll go ahead and consider the use of nuclear weapons.
[01:12:00.000 --> 01:12:10.000]  So there you are. You want to be depopulated? Well, just get ready because it's on, ladies and gentlemen, it is on.
[01:12:10.000 --> 01:12:18.000]  Donald Trump, to his credit, said first the tanks come, then the nukes. President Trump calls for end of crazy war with Russia.
[01:12:18.000 --> 01:12:25.000]  There is now one world leader who's calling for peace. So this makes me like Trump more. That is President Donald Trump.
[01:12:25.000 --> 01:12:33.000]  President Trump posted this on Truth Social this morning. On Wednesday, Germany and the U.S. announced they're sending tanks to Ukraine to fight Russia.
[01:12:33.000 --> 01:12:39.000]  World War III update. Only one global leader is calling for an end to it.
[01:12:39.000 --> 01:12:46.000]  And then we have Trump's statement here in the article where he points out this is so incredibly destructive.
[01:12:46.000 --> 01:12:53.000]  First come the tanks, then come the nukes. Get this crazy war ended now. So easy to do.
[01:12:53.000 --> 01:12:59.000]  All they got to do is let the Russians have that small zone in the east, which is almost 100 percent Russian.
[01:12:59.000 --> 01:13:08.000]  That will end the war, but they don't want to give them that or the security guarantee that Russia has been asking for forever that Ukraine will not join NATO.
[01:13:08.000 --> 01:13:16.000]  They always said that was a Russian conspiracy theory. Totally insane. Now NATO says they want Ukraine to join.
[01:13:16.000 --> 01:13:21.000]  Kamala Harris says they want them to join. And Henry Kissinger says they want them to join.
[01:13:21.000 --> 01:13:26.000]  So the red line has been passed and if you think you can win a nuclear war, nobody wins.
[01:13:26.000 --> 01:13:31.000]  The only way to win is not to play the game to quote the 1980s movie War Games.
[01:13:31.000 --> 01:13:47.000]  So Tim, Michael, Bart, Matt, Chris, Carlos, Robert, everybody else, your calls are coming up on the other side of this break to cover the Armageddon signal,
[01:13:47.000 --> 01:13:54.000]  the Armageddon scenario, the Armageddon climate of just, oh, bio weapons, oh, gain a function, produce from everywhere.
[01:13:54.000 --> 01:14:01.000]  Oh, release them. Make money on them. Ah, cash cow advisor. Oh, hey, ship fentanyl in. Hey, open the borders up. Hey, attack the family.
[01:14:01.000 --> 01:14:11.000]  Hey, sterilize kids. Hey, have the federal government fund studies that white paint is racist because the color white is racist.
[01:14:11.000 --> 01:14:22.000]  You know, the color white is not a color. It's reflection of all color. It's totally insane and it's getting worse by the minute.
[01:14:22.000 --> 01:14:31.000]  And as soon as you hear me hang up on a caller, you'll be able to call in at 877-789-2539, 877-789-2539 and no matter how good the calls are,
[01:14:31.000 --> 01:14:37.000]  I'm going to try to give you all about a minute and a half so we can get a lot of your calls today because they are thought provoking.
[01:14:37.000 --> 01:14:44.000]  They are amazing, many of them. And I just want to get to as many of you as possible on the other side.
[01:14:44.000 --> 01:14:51.000]  But whatever you do, realize that fighting tyranny is not a spectator sport. It is a participation sport.
[01:14:51.000 --> 01:14:58.000]  And you don't realize the power you have simply taking a band out video or infowars.com link and sitting on your email or text,
[01:14:58.000 --> 01:15:05.000]  which are not completely censored yet, or using URLs that get around the censors and send you to a page that has a video feed of the show,
[01:15:05.000 --> 01:15:13.000]  like conspiracyfact.info. Everybody should write down and put it to your phone or desktop, conspiracyfact.info,
[01:15:13.000 --> 01:15:17.000]  and send it to friends, family, strangers, neighbors, your whole email list and say,
[01:15:17.000 --> 01:15:21.000]  if you want to know why Alex Jones is so banned, if you want to know what he's really talking about,
[01:15:21.000 --> 01:15:24.000]  if you want to know why they want him shut down and want to silence all of us,
[01:15:24.000 --> 01:15:31.000]  find out the truth. They don't want you to hear it. Stop Armageddon by sharing the link, conspiracyfact.info.
[01:15:31.000 --> 01:15:35.000]  And in a month or so or a week or so when they ban that URL, we'll have a new one.
[01:15:35.000 --> 01:15:40.000]  We've got hundreds ready, but we don't have you ready to take action. It's you.
[01:15:40.000 --> 01:15:44.000]  It's like a fever vendetta when the inspector says, why did you go public before?
[01:15:44.000 --> 01:15:49.000]  Because I never had a police inspector ready to hear the truth. I needed you, inspector. I needed you.
[01:15:49.000 --> 01:15:54.000]  I need you. You need me. Share the link, conspiracyfact.info now and break the matrix.
[01:15:54.000 --> 01:16:16.000]  Break the back of the sensors.
[01:16:16.000 --> 01:16:25.000]  Now, that was a three coin series, the founding member coin. The final coin that we're putting out for a long time is the Teddy Roosevelt
[01:16:25.000 --> 01:16:33.000]  Man in the Arena coin, exclusively available at 1776coin.com.
[01:16:33.000 --> 01:16:40.000]  There are only a few thousand of the coins left. And yes, there's a markup on the coins because that's why it's a fundraiser.
[01:16:40.000 --> 01:16:45.000]  The coin is a collector's item momento of your support during the Second American Revolution.
[01:16:45.000 --> 01:16:48.000]  So if you want to get one of these coins, they're going fast.
[01:16:48.000 --> 01:16:57.000]  And you can get $30 off on the coin with promo code 1776 at 1776coin.com.
[01:16:57.000 --> 01:16:59.000]  Thanks for keeping us on the air.
[01:16:59.000 --> 01:17:06.000]  Ladies and gentlemen, Infowars Live products have always been the highest quality, triple tested, and you've seen the right reviews.
[01:17:06.000 --> 01:17:11.000]  But doing deep research, we made contact with the top company in the United States.
[01:17:11.000 --> 01:17:17.000]  And it turned out they were supplying almost all the raw materials to the companies that we were already using.
[01:17:17.000 --> 01:17:24.000]  So we've gone directly to the source, and that means we can give you lower prices on the very same high quality supplements.
[01:17:24.000 --> 01:17:26.000]  And in some cases, even better.
[01:17:26.000 --> 01:17:44.000]  Introducing InfowarsMD at InfowarsStore.com. InfowarsMD exclusively at InfowarsStore.com has 10 new products, turmeric 95, libido RX, better mood, nitric boost, much room max, a new tropic,
[01:17:44.000 --> 01:17:57.000]  angels fatality collagen, superfood greens, and more. Just taking superfood greens. This is the highest quality greens out there, and it's at a price way, way lower than the same product on store shelves for twice the cost.
[01:17:57.000 --> 01:17:59.000]  Find InfowarsMD at InfowarsStore.
[01:17:59.000 --> 01:18:05.000]  I have an extremely important message to all of my fellow Info Warriors here in the United States and around the world.
[01:18:05.000 --> 01:18:10.000]  We are so excited to announce InfowarsMD.
[01:18:10.000 --> 01:18:15.000]  It turns out the top company in the U.S. for supplements is owned by a patriot.
[01:18:15.000 --> 01:18:22.000]  And it turns out they're willing to give us deals that no one else is getting because they want to support Infowars and keep us on the air.
[01:18:22.000 --> 01:18:26.000]  This deal has been here in the making and finally the products are being brought to market.
[01:18:26.000 --> 01:18:37.000]  Up to 50% off what you get on top national brands of the highest rated under the Infowars label InfowarsMD exclusively at InfowarsStore.com.
[01:18:37.000 --> 01:18:46.000]  This is not the first of 10 new products at InfowarsStore.com, whether it's turmeric or whether it's joint care or whether it is super greens.
[01:18:46.000 --> 01:18:54.000]  We have them all at InfowarsStore.com under the banner of InfowarsMD.
[01:18:54.000 --> 01:18:59.000]  This is the best deal out there and it keeps Infowars on the air. InfowarsMD.
[01:18:59.000 --> 01:19:05.000]  Mark Twain, one of America's greatest writers and satirist in minds,
[01:19:05.000 --> 01:19:12.000]  famously said more than 150 years ago, rumors of his demise had been greatly exaggerated.
[01:19:12.000 --> 01:19:16.000]  Because the newspapers kept saying he died decades before he did die.
[01:19:16.000 --> 01:19:23.000]  And it's the same PSYOP today. Infowars is more influential and more powerful than ever because of your support.
[01:19:23.000 --> 01:19:26.000]  Because of the facts of what we've covered is coming true.
[01:19:26.000 --> 01:19:31.000]  But if they can convince you we've been shut down, if they can convince you that we're going away,
[01:19:31.000 --> 01:19:35.000]  if you stop supporting, you stop spreading the word, then they do win.
[01:19:35.000 --> 01:19:41.000]  Ladies and gentlemen, there's only one group of people that can shut down Infowars and that's you, the viewers and listeners.
[01:19:41.000 --> 01:19:43.000]  If you decide we're done, we're done.
[01:19:43.000 --> 01:19:48.000]  If you decide to go to InfowarsStore.com against supplements and books and films and t-shirts and so much more,
[01:19:48.000 --> 01:19:52.000]  we will stay on the air indefinitely. It is all in your hands.
[01:19:52.000 --> 01:20:01.000]  If you support, stand up against the globalists, go to InfowarsStore.com right now and keep us on air. It's up to you.
[01:20:22.000 --> 01:20:36.000]  Welcome back to Alex Jones Show. We have several big guests lined up today that I cancelled.
[01:20:36.000 --> 01:20:41.000]  And I was confused because I thought we had Liam McAdoo in studio tomorrow and Robert Barnes.
[01:20:41.000 --> 01:20:44.000]  But we have Liam McAdoo in studio next hour and we have Robert Barnes right now.
[01:20:44.000 --> 01:20:50.000]  But he's happy to get into World War III, the game of function news with the Pfizer bombshell and take your calls.
[01:20:50.000 --> 01:20:54.000]  So to all the callers we have on the list, this will be the callers we get to, no extra.
[01:20:54.000 --> 01:21:03.000]  Tim and Michael and Bart and Matt and Scott, Carlos, Robert, Jim, Yitzy and others.
[01:21:03.000 --> 01:21:06.000]  We will get to those calls and Simon. But Robert Barnes joining us.
[01:21:06.000 --> 01:21:13.000]  What an insane time, Barnes. Your great constitutional lawyer had a big success with the Amish Farmer just a few weeks ago.
[01:21:13.000 --> 01:21:18.000]  You're also with Robert Kennedy Jr., Suing Pfizer for covering up secret trials they did.
[01:21:18.000 --> 01:21:24.000]  But now I know you've seen the Project Veritas bombshell that they admit is a senior mRNA.
[01:21:24.000 --> 01:21:30.000]  The head of their worldwide project admitting they're weaponizing it, they're using it to have new variants so they can make more money.
[01:21:30.000 --> 01:21:34.000]  I mean, this is just insane. And then you've got all the World War III news.
[01:21:34.000 --> 01:21:42.000]  What is this penchant or this lust, it seems, by the establishment, by the media, by Hollywood to end the world?
[01:21:42.000 --> 01:21:47.000]  How would you describe this climate we're in?
[01:21:47.000 --> 01:21:55.000]  I mean, it's having extraordinary. I mean, I think you look at what's happening in Ukraine and something really unusual is clearly taking place as an example.
[01:21:55.000 --> 01:21:58.000]  The same is the case with Pfizer. They keep getting outed.
[01:21:58.000 --> 01:22:05.000]  Like when Brooke Jackson, the biggest whistleblower case, well, I'm representing her with Werner Mendenhall on behalf of the U.S. government against Pfizer,
[01:22:05.000 --> 01:22:08.000]  on behalf of the people of America against Pfizer.
[01:22:08.000 --> 01:22:13.000]  Pfizer has been screaming all the way through not to allow any discovery and begging the judge.
[01:22:13.000 --> 01:22:18.000]  Don't allow any discovery. Please don't allow any discovery. Please just dismiss this case.
[01:22:18.000 --> 01:22:24.000]  They got the government to basically go along with Pfizer's request, which is just outrageous.
[01:22:24.000 --> 01:22:28.000]  And the judges so far gone along with it. And now we're seeing some of the reasons why.
[01:22:28.000 --> 01:22:35.000]  We're seeing that, in fact, if the discovery had been turned over, if the court had authorized it, as I think the court should have authorized it,
[01:22:35.000 --> 01:22:48.000]  that we would already have this information that Pfizer, that now Project Veritas is outing, that, in fact, that they are in the business of what Francis Boyle has been documenting here on Infowars now for a better part of a decade,
[01:22:48.000 --> 01:22:58.000]  which is that there is a bio weapons research activity going on with Big Pharma, which includes developing and designing the diseases and the cures for these diseases.
[01:22:58.000 --> 01:23:01.000]  We talked about this at the very beginning of the pandemic.
[01:23:01.000 --> 01:23:06.000]  We told people, look at V for Vendetta. It's the script for what we're actually witnessing in live time.
[01:23:06.000 --> 01:23:16.000]  And what's V for Vendetta's script? They design and develop the disease in order to have already have the cure so that they can seize power and make profits and get rich.
[01:23:16.000 --> 01:23:26.000]  And that's what appears more and more. There's evidence of between Pfizer, between Fauci, between Wuhan, between Peter Desai, between all of these characters.
[01:23:26.000 --> 01:23:36.000]  We're seeing more evidence that they were doing gain of function research, directed evolution research, the goal being design the disease when you already have built in your intended cure.
[01:23:36.000 --> 01:23:45.000]  And then the missing part is then release the disease. I mean, look, they bought out the governments of the world. They got secret immunity deals.
[01:23:45.000 --> 01:23:51.000]  But I don't think that's going to protect them from public outrage. Fauci just got massively stormed and protested in New York.
[01:23:51.000 --> 01:23:58.000]  It's up on infowars.com. NYC protesters crass Fauci event call for a rust of murder over lockdowns and jabs.
[01:23:58.000 --> 01:24:02.000]  So they've really got to be on the defense right now.
[01:24:02.000 --> 01:24:10.000]  No doubt about that. And remember, some countries rejected Pfizer's immunity deal and is allowing court cases to go forward like India.
[01:24:10.000 --> 01:24:20.000]  India's court system is allowing cases to go forward concerning Bill Gates, concerning Pfizer, concerning issues with the various issues related to COVID, because they refuse to give immunity to Pfizer.
[01:24:20.000 --> 01:24:28.000]  And consequently, the Pfizer fact, you know, India was protected from the Pfizer problems because the Pfizer vaccine was not distributed there.
[01:24:28.000 --> 01:24:35.000]  So I think we have to continue to do that. But as to your other point as to what's happening in the world and what we should look for is the danger of what's happening next.
[01:24:35.000 --> 01:24:38.000]  I'm very concerned with what's happening in Ukraine.
[01:24:38.000 --> 01:24:48.000]  So you look at what happened, the World Economic Forum meets and they put out the Lithuanians and the Poles are there and they're talking about select activity vis-a-vis Ukraine.
[01:24:48.000 --> 01:24:53.000]  Then a few days later, the CIA director flies in person to Ukraine.
[01:24:53.000 --> 01:24:58.000]  A few days later, half of the Ukrainian hierarchy is being taken out.
[01:24:58.000 --> 01:25:06.000]  They're either being dismissed, killed, assassinated. They're fleeing the country. They're under investigation. They're being told they're under investigation.
[01:25:06.000 --> 01:25:10.000]  Yeah, I mean, you've got like half the government on a helicopter. It gets blown up.
[01:25:10.000 --> 01:25:13.000]  Exactly. That's the Interior Secretary, which people may not know.
[01:25:13.000 --> 01:25:20.000]  That's basically the equivalent of their national, that's the Assoff Division people. That's their internal security operation.
[01:25:20.000 --> 01:25:26.000]  That's who got taken out. And then you have on top of that, now they're talking about moving tanks into Poland.
[01:25:26.000 --> 01:25:34.000]  And it looks like those tanks aren't necessarily intended for Ukraine. Those tanks may be for the Poles because people forget the Poles and the Lithuanians.
[01:25:34.000 --> 01:25:40.000]  We've talked about it. Used to dominate Western Ukraine for centuries if you go all the way back.
[01:25:40.000 --> 01:25:49.000]  So what's happening is the puppets are being removed and NATO is officially going to war, killing the Ukrainian leadership and now officially at war.
[01:25:49.000 --> 01:25:58.000]  Exactly. And then you compound it with the genetic, I mean, with what appears to be a form of genocide by going after and transcarpathia.
[01:25:58.000 --> 01:26:02.000]  There's a bunch of Hungarians. Hungary, of course, has opposed escalation of this conflict.
[01:26:02.000 --> 01:26:12.000]  Ukraine is going in there and dragging all the able-bodied men that are of Hungarian ancestry out of there, throwing them into the front lines to be killed constantly.
[01:26:12.000 --> 01:26:21.000]  Why? Because it appears they would be a resistance group if the Poles or NATO were to go into Western Ukraine and try to partition and take over Western Ukraine.
[01:26:21.000 --> 01:26:24.000]  The Hungarians and transcarpathia would want nothing to do with it.
[01:26:24.000 --> 01:26:33.000]  And so it appears they're deliberately just killing all of the able-bodied military age men of Hungarian ancestry.
[01:26:33.000 --> 01:26:36.000]  They're saying the preparation is being made to split Ukraine like Hitler and Stalin split Poland during World War II.
[01:26:36.000 --> 01:26:41.000]  Exactly. And that's a perfect analogy, Alex, because that's the great danger.
[01:26:41.000 --> 01:26:44.000]  What happened when they went in there and decided to start splitting up Europe?
[01:26:44.000 --> 01:26:48.000]  Well, has it led to broader conflict, bigger war?
[01:26:48.000 --> 01:26:54.000]  And you've been saying, what are they going to do since they're losing on the Pfizer front? They're losing on the vaccine mandate front.
[01:26:54.000 --> 01:26:58.000]  They're losing on the weaponization of the U.S. government front. Everybody's being outed.
[01:26:58.000 --> 01:27:01.000]  They're losing on the classified document theory they had against Trump.
[01:27:01.000 --> 01:27:03.000]  How are they going to be able to rebound?
[01:27:03.000 --> 01:27:13.000]  Well, start World War III, in fact, and they appear to be putting the groundwork in to escalate this conflict from a Russia-Ukrainian conflict to an entire world conflict.
[01:27:13.000 --> 01:27:18.000]  And they're putting the things in motion to achieve that. And they're doing it on a rapid path.
[01:27:18.000 --> 01:27:22.000]  And it all started with all those folks meeting together at Davos.
[01:27:22.000 --> 01:27:27.000]  Is that a coincidence that as soon as Davos happens, all these things go into motion.
[01:27:27.000 --> 01:27:33.000]  CIA director over to Ukraine, all the assassinations and takeout of Ukrainian leadership.
[01:27:33.000 --> 01:27:37.000]  Then there's these all genocidal effort against Hungarians and Transgarpatia.
[01:27:37.000 --> 01:27:40.000]  And then there's all of a sudden they're tending tanks to Poland.
[01:27:40.000 --> 01:27:43.000]  They're supposedly going to go to Ukraine, but it looks like they're going to go to Poland.
[01:27:43.000 --> 01:27:46.000]  The Poles are the only ones who know how to operate a lot of these tanks.
[01:27:46.000 --> 01:27:54.000]  And so it appears that this is designed for NATO and the Poles and the Lithuanians to recreate their own Polish-Lithuanian empire, partition and split up Ukraine.
[01:27:54.000 --> 01:28:00.000]  And that's how you get to World War III is you get Russian NATO right at each other's throat.
[01:28:00.000 --> 01:28:03.000]  Is there any way to avert this?
[01:28:03.000 --> 01:28:05.000]  We just have to continue to out it.
[01:28:05.000 --> 01:28:12.000]  So credit to Marjorie Taylor Greene, credit to Thomas Massey saying we need to audit credit to Rand Paul.
[01:28:12.000 --> 01:28:19.000]  We need to audit the Ukrainian funds right now because there's a lot of black budget money, a lot of exposure, a lot of what the real corruption is.
[01:28:19.000 --> 01:28:20.000]  That that's good.
[01:28:20.000 --> 01:28:23.000]  We've got to push back also in the court of public opinion.
[01:28:23.000 --> 01:28:25.000]  We should not be escalating this conflict.
[01:28:25.000 --> 01:28:27.000]  We should not be getting deeper involved.
[01:28:27.000 --> 01:28:28.000]  We should not be sending more arms.
[01:28:28.000 --> 01:28:30.000]  We should not be encouraging the partition.
[01:28:30.000 --> 01:28:34.000]  Let's not recreate World War I and World War II all over again.
[01:28:34.000 --> 01:28:37.000]  Let's learn from history so we don't repeat it.
[01:28:37.000 --> 01:28:39.000]  I couldn't say it better myself.
[01:28:39.000 --> 01:28:40.000]  In fact, I couldn't say it that well.
[01:28:40.000 --> 01:28:43.000]  Robert Barnes, I was on your show with Viva Freyja last night.
[01:28:43.000 --> 01:28:44.000]  It's amazing.
[01:28:44.000 --> 01:28:46.000]  That's linked up on infowars.com.
[01:28:46.000 --> 01:28:47.000]  People want to share that.
[01:28:47.000 --> 01:28:49.000]  We talked about a lot of really in-depth important subjects.
[01:28:49.000 --> 01:28:50.000]  We're going to come back with Robert Barnes.
[01:28:50.000 --> 01:28:53.000]  He's going to take your phone calls on this subject straight ahead.
[01:28:53.000 --> 01:28:55.000]  And then Leigh-Anne McAdoo in studio.
[01:28:55.000 --> 01:28:56.000]  I'm so excited.
[01:28:56.000 --> 01:28:57.000]  Coming up.
[01:28:59.000 --> 01:29:03.000]  The Second American Revolution is happening right now against the New World Order.
[01:29:03.000 --> 01:29:08.000]  And the answer to their 1984 tyranny is the 1776 mindset.
[01:29:08.000 --> 01:29:13.000]  And infowars embodies that fight for human liberty against globalist tyranny.
[01:29:13.000 --> 01:29:18.000]  Now, in the last year, we've done a very successful fundraiser of silver coins.
[01:29:18.000 --> 01:29:22.000]  When you buy the coin, you know that you are supporting the transmission.
[01:29:22.000 --> 01:29:28.000]  And you get a historical memento so you can remember the great contribution you made to freedom.
[01:29:28.000 --> 01:29:32.000]  Now, despite the fact that the coins are selling out, the last of the four coin series,
[01:29:32.000 --> 01:29:37.000]  Teddy Roosevelt Man the Arena, we're offering it for $30 off right now
[01:29:37.000 --> 01:29:41.000]  while supplies last at 1776coin.com.
[01:29:41.000 --> 01:29:45.000]  And just like an NPR pledge drive where they mark up a coffee cup or a t-shirt or a DVD,
[01:29:45.000 --> 01:29:49.000]  300%, that's what we've done with this because it's a fundraiser.
[01:29:49.000 --> 01:29:56.000]  But despite that, we're offering $30 off exclusively at 1776 on what coins remain.
[01:29:56.000 --> 01:29:59.000]  Please go to 1776coin.com right now.
[01:29:59.000 --> 01:30:02.000]  Well, I just want to say about Dietforce.
[01:30:02.000 --> 01:30:06.000]  Dietforce is amazing. I'm 45 and I have bits.
[01:30:06.000 --> 01:30:09.000]  I go to the gym and I have bits that won't move.
[01:30:09.000 --> 01:30:15.000]  And Dietforce has helped me move those bits like under my pecs, my belly.
[01:30:15.000 --> 01:30:18.000]  I'm just taking Dietforce two tablets a day.
[01:30:18.000 --> 01:30:24.000]  Man, if you're struggling to get chip shapes for the ladies,
[01:30:24.000 --> 01:30:31.000]  Man, Dietforce is the go. You have to get the Dietforce and have two a day and just keep that.
[01:30:31.000 --> 01:30:34.000]  InfoWarsStore.com, X7 Dietforce.
[01:30:34.000 --> 01:30:37.000]  InfoWarsStore.com, baby.
[01:30:37.000 --> 01:30:42.000]  Now on sale, we're cutting that call into an ad. I can guarantee you that.
[01:30:42.000 --> 01:30:45.000]  Thank you so much for the call, Grant. God bless Australia.
[01:30:45.000 --> 01:30:59.000]  We'll be right back, folks. Don't go anywhere. InfoWarsStore.com, Dietforce. Get it now.
[01:30:59.000 --> 01:31:05.000]  In the year 2000, Alex Jones' film Dark Secrets Inside Bohemian Grove
[01:31:05.000 --> 01:31:14.000]  showed the world how our so-called elite leaders practice mock ritual sacrifices in private.
[01:31:14.000 --> 01:31:19.000]  In 2007, Alex Jones releases Endgame, exposing the world elite's plans
[01:31:19.000 --> 01:31:24.000]  for covertly using biological weapons against all of mankind.
[01:31:24.000 --> 01:31:31.000]  And by the time they launched their attack in 2020, Alex Jones' InfoWars and our audience
[01:31:31.000 --> 01:31:36.000]  were there to warn the people of the deadly vaccines that we knew were coming.
[01:31:36.000 --> 01:31:41.000]  This is why they attack us. This is why we need your support.
[01:31:41.000 --> 01:31:45.000]  Because we tell the truth, Alex Jones was right.
[01:31:45.000 --> 01:31:51.000]  Join the resistance. Buy products. Donate to the cause. Share the leaks.
[01:31:51.000 --> 01:31:59.000]  Join us in the fight for freedom and help us defeat the New World Order.
[01:31:59.000 --> 01:32:02.000]  They want the planet for themselves, my friends.
[01:32:02.000 --> 01:32:06.000]  If we're so stupid, we let them kill us. We deserve it.
[01:32:06.000 --> 01:32:12.000]  Except children don't deserve it, do they?
[01:32:12.000 --> 01:32:31.000]  And I looked and behold, a pale horse and he that sat on the horse was named Death.
[01:32:31.000 --> 01:32:39.000]  Now the translation is, I looked and behold, a pale horse and his name that sat on him was Death
[01:32:39.000 --> 01:32:45.000]  and hell followed with him. The Book of Revelation.
[01:32:45.000 --> 01:32:49.000]  Very serious times to be alive, folks. They're not just doing this as a one-off.
[01:32:49.000 --> 01:32:52.000]  This is the beginning of the rest of our lives. This is our fight.
[01:32:52.000 --> 01:32:55.000]  And I'm proud of humanity. The globalists even admit it's leaked.
[01:32:55.000 --> 01:33:00.000]  They're very upset that they're losing and that this hasn't gone the way they thought it would.
[01:33:00.000 --> 01:33:10.000]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:33:10.000 --> 01:33:34.000]  Live from the Infowars.com studios, it's Alex Jones.
[01:33:34.000 --> 01:33:50.000]  Well, here we are with Robert Barnes. I'm Alex Jones, your host.
[01:33:50.000 --> 01:33:54.000]  Again, I was on with him and a straight co-host. We have a fry last night, an amazing interview.
[01:33:54.000 --> 01:33:57.000]  That's at Infowars.com right now.
[01:33:57.000 --> 01:34:01.000]  Barnes, we have a normalcy bias. I have it, you have it, we all have it.
[01:34:01.000 --> 01:34:04.000]  But if you're a historian, that's why I really like you.
[01:34:04.000 --> 01:34:09.000]  This is a great lawyer. A few people that I know have such a wide spectrum of knowledge of history.
[01:34:09.000 --> 01:34:14.000]  You teach me a lot of stuff and I've taught you a few things, but I don't think the average person,
[01:34:14.000 --> 01:34:19.000]  I think they get it, but I don't think we'll really understand that they're coming to an end of an old system.
[01:34:19.000 --> 01:34:23.000]  They always have a war for the new system, but we have nuclear weapons.
[01:34:23.000 --> 01:34:29.000]  So all their different think tanks bemoaned since the 50s that we can't have the old system of wars to control our populations.
[01:34:29.000 --> 01:34:35.000]  But now we see the think tank saying, well, actually nuclear war is feasible and livable and we'll have a limited war.
[01:34:35.000 --> 01:34:44.000]  But every metric, every study, every war game shows limited nuclear war 90 plus percent of the time leads to full global end of the world crap.
