[00:00.000 --> 00:10.000]  From the front lines of the information war, it's Alex Jones.
[1:10:25.000 --> 1:10:32.000]  A lot of them had been deposed dynasties before the Normans and the Sycophantic Transylvanians took over.
[1:10:32.000 --> 1:10:40.000]  And had come over here to build a new world. The New Atlantis is what they called it.
[1:10:40.000 --> 1:10:50.000]  And, you know, Stephen Miller thinks that's pretty cool. I mean, it is pretty cool, isn't it?
[1:10:50.000 --> 1:10:56.000]  Let's see. You're not allowed to like America.
[1:10:56.000 --> 1:11:02.000]  You're not allowed to say we were doing anything good. That's like when Trump said we're a nation, we're nationalists. He said it's good love America, remember?
[1:11:02.000 --> 1:11:09.000]  He said it rallies in the media. He's like, that's white supremacists say America should exist.
[1:11:09.000 --> 1:11:14.000]  And, you know, it doesn't make any sense. It's not meant to make sense.
[1:11:14.000 --> 1:11:27.000]  I had left this tattle up to me at the Trump event at Applegear stand. There we go. It was being like white kind of UT type, wannabe elitist, frat boys.
[1:11:27.000 --> 1:11:34.000]  They're like, they go, K-frogs. And I'd be sitting there in the bullhorn and they go, you're white supremacists.
[1:11:34.000 --> 1:11:43.000]  And they go, it's like magic. Hocus pocus, abracadabra.
[1:11:43.000 --> 1:11:48.000]  But for a lot of people, they think that is power.
[1:11:48.000 --> 1:11:54.000]  So Stephen Miller is a white nationalist, doesn't matter.
[1:11:54.000 --> 1:11:59.000]  What they're saying is that white people are evil and that a nation existing is white people.
[1:11:59.000 --> 1:12:05.000]  So you can't have the Bill of Rights or Constitution or property or success if you're not white, because that's evil.
[1:12:05.000 --> 1:12:13.000]  You need to be losers and hate white people and hate yourselves and hate America.
[1:12:13.000 --> 1:12:20.000]  Say a bunch of ruthless global banks that literally put the chai comms in power that have killed 115 million people.
[1:12:20.000 --> 1:12:26.000]  And again, that makes Hitler blush. But that's okay, because at least they're not white.
[1:12:26.000 --> 1:12:33.000]  The chai comms feeding off the poor Chinese people.
[1:12:33.000 --> 1:12:39.000]  Well, they're Asians, so they're, I mean, you didn't hear they're good, but they're not evil over there.
[1:12:39.000 --> 1:12:43.000]  That's not even a concept in China, good, according to the left.
[1:12:43.000 --> 1:12:51.000]  It's just a very good system they have for the sake of doing anything at once and human life has no value.
[1:12:51.000 --> 1:12:56.000]  For people that go over there and experience it, say it's a living nightmare for almost everybody.
[1:12:56.000 --> 1:13:03.000]  Hey, I'm not supposed to get in the way of all everybody's happiness here in the New World Order.
[1:13:03.000 --> 1:13:08.000]  Okay, I promise I'll play the clips. Hell, let's just start going to them right now.
[1:13:08.000 --> 1:13:20.000]  Let's go to some of these debate clips last night, because this really was the wheels exploding, not just coming off and just a manifestation of bizarreness.
[1:13:20.000 --> 1:13:26.000]  But there was there was a little ray of sunshine there. Tulsi Gabbards talks about Hillary Clinton.
[1:13:26.000 --> 1:13:28.000]  So let's go to that club.
[1:13:28.000 --> 1:13:35.000]  Our Democratic Party, unfortunately, is not the party that is of by and for the people.
[1:13:35.000 --> 1:13:42.000]  It's a party that has been and continues to be influenced by the foreign policy establishment in Washington,
[1:13:42.000 --> 1:13:52.000]  represented by Hillary Clinton and others foreign policy by the military industrial complex and other greedy corporate interests.
[1:13:52.000 --> 1:13:59.000]  Now, let's go ahead and go to Kamala Harris and Tulsi, trade barbs over foreign policy.
[1:13:59.000 --> 1:14:05.000]  And then I'm going to give the really good stuff. The shaking, the collapsing, the dentures falling out.
[1:14:05.000 --> 1:14:10.000]  I'm not against the old people in dentures. I'm saying it's emblematic that Biden literally,
[1:14:10.000 --> 1:14:18.000]  he looked like the Crip Keeper a few months ago. He looks like the Crip Keeper has more meat on his bones.
[1:14:18.000 --> 1:14:25.000]  And it's emblematic of the system and just how disconnected they are. And they're like, here, try this.
[1:14:25.000 --> 1:14:28.000]  He's obviously had more strokes. He's got marbles in his mouth.
[1:14:28.000 --> 1:14:33.000]  And I told you all this a year ago, six months ago, I was extra banned on Facebook for that.
[1:14:33.000 --> 1:14:42.000]  Oh, my God, he made up that Biden is slurring his words. Any idiot could listen to any of it and see that.
[1:14:42.000 --> 1:14:45.000]  Let's just go to break and come back with those clips. I don't have time to get to them now.
[1:14:45.000 --> 1:14:49.000]  And then we've got a big 5G special, different folks that are exposing it.
[1:14:49.000 --> 1:14:55.000]  One gentleman that found the secret transmitters would say it better there, but the news still says he's bad.
[1:14:55.000 --> 1:14:59.000]  Oh, okay, the secret 5G in the lamp, oh, spying on you and frying you.
[1:14:59.000 --> 1:15:04.000]  And they mainly gives you cancer, but hey, you know what? The other stuff gave you cancer, too.
[1:15:04.000 --> 1:15:08.000]  This just gives it to you quicker. So we're taking you out a little bit faster.
[1:15:08.000 --> 1:15:12.000]  Isn't that more humane? See, half full and half empty.
[1:15:12.000 --> 1:15:17.000]  You didn't think about it that way, did you? We're doing you a favor.
[1:15:17.000 --> 1:15:26.000]  Kind of like the CDC took down off its website where they used to admit that over 100 million people were given cancer by the polio vaccine.
[1:15:26.000 --> 1:15:33.000]  It's estimated with SV40 cancer virus. And then now Google's taking it off the way back machine.
[1:15:33.000 --> 1:15:40.000]  Because you're not even supposed to know that most of your grandmas and grandpas that died of cancer got it from the polio vaccine.
[1:15:40.000 --> 1:15:44.000]  Because they're doing it even better now. So listen, let me teach you how to do it.
[1:15:44.000 --> 1:15:48.000]  It's the new American flag. You put your head between your legs and you kiss your ass goodbye.
[1:15:48.000 --> 1:15:53.000]  Or maybe you say, hey, I'm not going to go along with this. I'm going to take action.
[1:15:53.000 --> 1:15:56.000]  They're not going to kill me slowly.
[1:16:23.000 --> 1:16:30.000]  But all your devices with one out of the box setup plus flash routers also enhances your wireless network performance
[1:16:30.000 --> 1:16:35.000]  and unlocks powerful router management tools to let you take total control of your network.
[1:16:35.000 --> 1:16:44.000]  Call or click flash routers today at 1-866-509-5817 or FLA-SHR-OUT-ERS.com.
[1:16:44.000 --> 1:16:54.000]  That's 1-866-509-5817 or flash routers.com. Protect your wireless home network today with flash routers.
[1:17:15.000 --> 1:17:23.000]  My blood pressure has normalized. My diabetes has totally improved.
[1:17:23.000 --> 1:17:27.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[1:17:27.000 --> 1:17:29.000]  I recommend heart and body extract to everyone.
[1:17:29.000 --> 1:17:37.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[1:17:37.000 --> 1:17:45.000]  Order your two-month supply today by calling 866-295-5305. That's 866-295-5305.
[1:17:45.000 --> 1:17:55.000]  Or order online hbextract.com. Heart and body extract 866-295-5305 or hbextract.com.
[1:17:57.000 --> 1:18:03.000]  I spend a lot of time reminding the M4s, the family of listeners and viewers,
[1:18:03.000 --> 1:18:08.000]  that without you we won't be on the air. And I spend a lot of time thanking you.
[1:18:08.000 --> 1:18:16.000]  But I really think you should thank yourself for keeping us on the air and really changing the world for the better and raising the alarm as modern ball reveres.
[1:18:16.000 --> 1:18:23.000]  But something I should spend more time on is just reminding you that these products are really amazing.
[1:18:23.000 --> 1:18:28.000]  You've got that pledge from me, but you've seen the third-party test out there, the air filtration, the water filtration.
[1:18:28.000 --> 1:18:38.000]  The supplements are all the very best you're going to find out there. And you can't fund an operation anywhere else that's fighting the globalist this hard.
[1:18:38.000 --> 1:18:52.000]  So it's not a burden to support InfoWars. It really is something that is good for everybody that stands for justice and freedom and makes your life and your family's life and your children's life so much better.
[1:18:52.000 --> 1:18:58.000]  So visit InfoWarsStore.com today.
[1:18:58.000 --> 1:19:04.000]  Beto Rourke came out dozens of times and said, we're going to confiscate all your semi-automatic rifles.
[1:19:04.000 --> 1:19:11.000]  And he got all the other Democrats on the stage, nine others, to agree and said that he was a hero. Think about that.
[1:19:11.000 --> 1:19:15.000]  Now those Democrats have taken all the guns in the cities they control.
[1:19:15.000 --> 1:19:24.000]  Their blue cities are literal crap holes covered with needles and with massive drug dealing and incredible levels of violent crime.
[1:19:24.000 --> 1:19:34.000]  They know what they're doing. And now the Supreme Court's come out and ruled that gun manufacturers can be sued into oblivion for what criminals do using their firearms.
[1:19:34.000 --> 1:19:38.000]  My goodness, ladies and gentlemen, this country is under such incredible attack.
[1:19:38.000 --> 1:19:50.000]  But more and more towns and cities are saying they're sanctuaries for the Second Amendment and they're going to follow the original Bill of Rights and Constitution and they're not going to help in the confiscation of guns.
[1:19:50.000 --> 1:20:00.000]  So you see, a lot of these cities ignore illegal aliens. Well, we could ignore all your unconstitutional laws.
[1:20:00.000 --> 1:20:09.000]  You're listening to the Alex Jones show.
[1:20:09.000 --> 1:20:22.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[1:20:22.000 --> 1:20:28.000]  Now there are too many of these to get to all of them, but they're all one train wreck after the next.
[1:20:28.000 --> 1:20:36.000]  And the media just praises all of them like it's so wonderful, but then Tulsi Gabbard says something eloquent and true and they just hiss about it and freak out.
[1:20:36.000 --> 1:20:40.000]  So again, it's an inversion of reality.
[1:20:40.000 --> 1:20:47.000]  But here's Harris and Booker fact check Biden's claim of only one black woman elected to Congress.
[1:20:47.000 --> 1:20:51.000]  I mean, he stuck like in 1961. Here it is.
[1:20:51.000 --> 1:21:00.000]  I have more people supporting me in the black community that have announced for me because they know me. They know who I am. Three former chairs of the black caucus.
[1:21:00.000 --> 1:21:06.000]  The only black African American woman that ever been elected to the United States Senate. A whole range of people.
[1:21:06.000 --> 1:21:10.000]  No, that's not true. That's not true.
[1:21:10.000 --> 1:21:15.000]  I said the first. I said the first.
[1:21:15.000 --> 1:21:16.000]  Come on.
[1:21:16.000 --> 1:21:19.000]  So my point is.
[1:21:19.000 --> 1:21:25.000]  And so they can again laugh at the zombie that's been put up there.
[1:21:25.000 --> 1:21:30.000]  The zombie that's part of their party.
[1:21:30.000 --> 1:21:35.000]  Let's let's ask this question because MSNBC is asking it now. So I guess it's it's okay to ask it.
[1:21:35.000 --> 1:21:39.000]  Not back when we said it a year ago, not back when we said it six months ago, that was a big national scandal.
[1:21:39.000 --> 1:21:45.000]  Oh, this is for fake news. He says he's learned his words. Jones. What will he do next?
[1:21:45.000 --> 1:21:51.000]  I mean, I had all these leftist walks me yesterday and they'd say when I was out there at the Trump slash Apple event.
[1:21:51.000 --> 1:21:57.000]  And they walk over the few that you're after you. I'm going to kill you. We took your kids away. All this made up stuff.
[1:21:57.000 --> 1:22:00.000]  Do you really believe it?
[1:22:00.000 --> 1:22:04.000]  Are you making it up? Are you an actor?
[1:22:04.000 --> 1:22:12.000]  Because you do a show and say something like that. Oh, yeah, they call things shows, but I mean, I'm covering real things here.
[1:22:12.000 --> 1:22:22.000]  But they they like want to shake up your confidence. Like, they're not believing in you. Like, do you really exist?
[1:22:22.000 --> 1:22:30.000]  You know, did that really ever happen?
[1:22:30.000 --> 1:22:38.000]  It'd be here's an analogy. It'd be like if you caught somebody cheating with your wife.
[1:22:38.000 --> 1:22:43.000]  And then they go, Oh, no, he couldn't cheat with your wife. He's gay.
[1:22:43.000 --> 1:22:48.000]  And the gay guys been married twice as four children.
[1:22:48.000 --> 1:22:50.000]  That's for a story.
[1:22:50.000 --> 1:22:52.000]  Somebody I know.
[1:22:52.000 --> 1:22:55.000]  Oh, no, no, no, no, no one's.
[1:22:55.000 --> 1:22:59.000]  No one's cheating with your wife. He's he's gay.
[1:22:59.000 --> 1:23:10.000]  Yeah, the gay guys I know back in college in high school got more punting than a toilet seat to load of crap in almost all cases.
[1:23:10.000 --> 1:23:21.000]  Anyways, continuing ladies and gentlemen, this is the netherworld of their BS and nothing is what it seems.
[1:23:21.000 --> 1:23:28.000]  So let's go back to more of these ridiculous clips as I mentioned.
[1:23:28.000 --> 1:23:34.000]  Is Joe Biden senile? Well, do bears live in the woods?
[1:23:34.000 --> 1:23:41.000]  Are demanding investigations, not only of you, but also of your son. How would you get those same Republicans to work with you?
[1:23:41.000 --> 1:23:45.000]  Well, look, the next president of the United States can have to do things, do two things.
[1:23:45.000 --> 1:23:48.000]  Defeat Donald Trump. That's number one.
[1:23:48.000 --> 1:23:59.000]  And number two, going to have to make be able to go into states like Georgia and North Carolina and other places and get a Senate majority.
[1:23:59.000 --> 1:24:02.000]  That's what I'll do. You have to ask yourself up here.
[1:24:02.000 --> 1:24:08.000]  Who is most likely to be able to win the nomination in the first place out to win the presidency in the first place?
[1:24:08.000 --> 1:24:15.000]  And secondly, who is most likely to increase the number of people who are Democrats in the House and in the Senate?
[1:24:15.000 --> 1:24:18.000]  And by the way, I learned something about these impeachment trials.
[1:24:18.000 --> 1:24:23.000]  I learned, number one, that Donald Trump doesn't want me to be the nominee. That's pretty clear.
[1:24:23.000 --> 1:24:31.000]  He held up aid to make sure that while at the same time, innocent people in the Donbass are being killed by Russian soldiers.
[1:24:31.000 --> 1:24:34.000]  Secondly, I found out that Vladimir Putin doesn't want me to be president.
[1:24:34.000 --> 1:24:41.000]  So I've learned a lot about these things early on from these hearings that were being held.
[1:24:41.000 --> 1:24:45.000]  But the bottom line is, I think we have to ask ourselves the honest question.
[1:24:45.000 --> 1:24:48.000]  Who is most likely to do what needs to be done?
[1:24:48.000 --> 1:24:52.000]  Produce a Democratic majority in the United States Senate?
[1:24:52.000 --> 1:24:55.000]  Maintain the House and be Trump?
[1:24:55.000 --> 1:24:57.000]  Senator Harris, your thoughts about that?
[1:24:57.000 --> 1:25:01.000]  Well, first of all, we have a question.
[1:25:01.000 --> 1:25:04.000]  Are the Clinton corrupt, ladies and gentlemen, is the question.
[1:25:04.000 --> 1:25:07.000]  You bears go to the bathroom in the woods.
[1:25:07.000 --> 1:25:13.000]  You know, what's funny about this is that gas company, this son got millions of dollars doing nothing.
[1:25:13.000 --> 1:25:19.000]  And then other show corporations got billions for doing nothing.
[1:25:19.000 --> 1:25:26.000]  It was much of indictments yesterday against the people connected to the Bidens directly that worked with them.
[1:25:26.000 --> 1:25:29.000]  And so their ship is going down very, very quickly.
[1:25:29.000 --> 1:25:33.000]  The Democrats don't care. They just think they'll just ignore all that and make it all about Trump.
[1:25:33.000 --> 1:25:38.000]  Did you hear what the president did? He talked about corruption when somebody brought it up to him and said it was terrible.
[1:25:38.000 --> 1:25:45.000]  Oh my gosh. Think about how they're trying to paralyze the president.
[1:25:45.000 --> 1:25:50.000]  Now let's go to this other clip here because we've got so many of these.
[1:25:50.000 --> 1:25:59.000]  We've got the one where Senator Warren says abortion rights are human rights.
[1:25:59.000 --> 1:26:01.000]  That's an oxymoron.
[1:26:01.000 --> 1:26:09.000]  Why is Klobacher violently shaking? Let's play clip 16 right now.
[1:26:09.000 --> 1:26:12.000]  It's to look at each count and make a decision.
[1:26:12.000 --> 1:26:20.000]  But let me make very clear that what this impeachment proceeding about is really our democracy at stake.
[1:26:20.000 --> 1:26:22.000]  He's having a stroke. He's having a seizure out there.
[1:26:22.000 --> 1:26:36.000]  Not only with regard to his conduct with Ukraine, but every step of the way puts his own private interests, his own partisan interests, his own political interests in front of our country's interests.
[1:26:36.000 --> 1:26:42.000]  And this is wrong. This is a pattern with this man and it goes to everything from how...
[1:26:42.000 --> 1:26:46.000]  I forget all the technical names, but my uncle was in a motorcycle accident until he has them.
[1:26:46.000 --> 1:26:52.000]  What is it? Petty mall? Grand malls? There's a bunch of them, but that's a petty seizure. That's what they're called.
[1:26:52.000 --> 1:26:56.000]  It's the little bumps in the road, little storms in the brain.
[1:26:56.000 --> 1:27:01.000]  And a lot of people have those problems. Nothing against that woman for that. She has terrible policies.
[1:27:01.000 --> 1:27:08.000]  But if you say Hillary was having seizures, when she had them even clearer than that, light induced ones particularly.
[1:27:08.000 --> 1:27:14.000]  Oh my gosh, don't say that guy with an epi pen walking beside her and her falling down having seizures.
[1:27:14.000 --> 1:27:20.000]  Oh, that's a full on seizure right there. Get the wooden spoon, put it in the mouth, don't let her bite her tongue off.
[1:27:20.000 --> 1:27:26.000]  That's what they got to do. And in the secret services, yes, you have a full on seizure.
[1:27:26.000 --> 1:27:31.000]  Oh, it's a conspiracy theory. No, no, you may have video of it, but it's white supremacist.
[1:27:31.000 --> 1:27:39.000]  Don't show that. Don't look there. No. Joe Biden's fine. They're all fine. We're fine here.
[1:27:39.000 --> 1:27:46.000]  Everything's fine here. Fine. We're sending up a squad. No, no, no, no. Major reactor leak. Very dangerous.
[1:27:46.000 --> 1:27:55.000]  I kind of slip a cheesy Star Wars analogy because I don't like Star Wars. I like to make fun of Star Wars, but it does.
[1:27:55.000 --> 1:28:00.000]  I do like the Emperor. He's very funny. Ian McDermott's a good actor and some of the Darth Vader stuff.
[1:28:00.000 --> 1:28:07.000]  But most of it's super cheesy back then, even more cheesy now. And it's just, I'm not against every movie being nothing but women in charge and women badass.
[1:28:07.000 --> 1:28:16.000]  It just gets a little old because I don't want to see men acting badass and, you know, running around and shows like, you know, the Fast and Furious because it's not real.
[1:28:16.000 --> 1:28:24.000]  But what is real is a movie like Ford versus Ferrari. I've actually read up on that before I saw the film, already knew about it before the film even came out.
[1:28:24.000 --> 1:28:31.000]  And boy, that's a really accurate movie. And it's much more horrifying and much more real when you realize that that's the modern gladiators.
[1:28:31.000 --> 1:28:38.000]  And, you know, what really went on and just how you had to be perfect in those older cars to get up to those speeds and do what they did.
[1:28:38.000 --> 1:28:44.000]  It was all about human mind with these machines. Now the things are incredible. Oh my God.
[1:28:44.000 --> 1:28:51.000]  My Lord, they have got sports cars now where the computer does it all. You can be going 250 miles an hour. It's amazing.
[1:28:51.000 --> 1:29:02.000]  I don't ever doubt on anything. I'll be right back.
[1:29:21.000 --> 1:29:25.000]  That's danpilla.com danpilla.com
[1:29:51.000 --> 1:29:55.000]  Trust your family survival to survivalistgames.com
[1:30:21.000 --> 1:30:31.000]  Well, that's the point that Info Wars has reached. And it really is epic. It really is biblical and we wouldn't have gone this far without all your support.
[1:30:31.000 --> 1:30:38.000]  But it's going to become more critical than ever as the censorship becomes complete.
[1:30:38.000 --> 1:30:50.000]  And it's not just Americans, but folks all over the world are completely silenced when it comes to speaking the name of a CIA fake whistleblower or exposing a pedophile or speaking out against dangerous vaccines.
[1:30:50.000 --> 1:30:56.000]  Because by Info Wars having its own platform, that checkmates the globalists.
[1:30:56.000 --> 1:31:11.000]  Major report out of major university researchers working on food based treatment to slow aging science daily probiotics in the gut of a particular type cause your entire body to be healthier and make you live longer and make you not get intestinal cancer.
[1:31:11.000 --> 1:31:27.000]  We have the very best formula literally with what they even mentioned in the studies and it explains the hormone called FGF21 pro longevity heals the entire body and actually reverses aging but is only made in the lower intestine.
[1:31:27.000 --> 1:31:34.000]  Oh and what does it say? It's fiber from a spectrum of certain types of berries that grows this. And yes, this is a plug.
[1:31:34.000 --> 1:31:43.000]  Gut fusion and what do we have in this? High auric berry blend, strawberry, blueberry, blackberry, cranberry, escoblio, grape and pomegranate.
[1:31:43.000 --> 1:31:50.000]  It's the pulp from them that then grows this. Gut fusion for children, for young people, for old people, for everybody.
[1:31:50.000 --> 1:31:55.000]  This is fiber and glutamine. You're not going to find a better formula. Gut fusion it's amazing.
[1:31:55.000 --> 1:32:08.000]  The globalists know that I will never willingly give up. I've said it many times, I will never give in. I will never give up but I could give out.
[1:32:08.000 --> 1:32:22.000]  And it's very, very frustrating to see them committing all their crimes against humanity to see evil running rampant like this and to know that most Americans have already been silenced in cyberspace.
[1:32:22.000 --> 1:32:38.000]  That most Americans have already been shadow banned by big tech. And to know that most Americans feel powerless and don't realize how much power they have by spreading the word about newswars.com, infowars.com and band.video.
[1:32:38.000 --> 1:32:49.000]  And that people are hungry for the truth now more than ever. And that if you tell people, hey, the banned truth they don't want you to have is at infowars.com.com.slashow and band.video.
[1:32:49.000 --> 1:32:57.000]  So take heart, folks. They've had to censor everybody to shut everybody down because the truth is powerful and they can't beat us fair and square.
[1:33:20.000 --> 1:33:24.000]  I want them shut down. I want them silenced. I want them muted. I think they are horrible for our society.
[1:33:24.000 --> 1:33:26.000]  These people aren't terrifying or anything.
[1:33:26.000 --> 1:33:32.000]  There's also guys on CNN that spend their whole day calling Facebook and saying, can you ban this person?
[1:33:32.000 --> 1:33:39.000]  These are very extreme individuals and no matter what anyone tells you, they are extremists and that's why Facebook decided to get rid of them.
[1:33:39.000 --> 1:33:47.000]  Basically, they've deemed these individuals to be dangerous is what Facebook is saying. Those individuals include people like right wing conspiracy theorist Alex Jones.
[1:33:47.000 --> 1:34:00.000]  Organizations like Media Matters have pointed out consistently how Alex Jones and other infowars pages had just simply circumvented any ban by starting a different account or going on Instagram.
[1:34:00.000 --> 1:34:04.000]  If you don't like someone on Facebook, don't follow them. It's not that hard to figure out.
[1:34:04.000 --> 1:34:14.000]  Facebook, are you going to do something about the liberals who call me the n-word? No, because big tech is only interested in going after conservatives. You know, the really dangerous ones.
[1:34:14.000 --> 1:34:17.000]  There's a difference as in saying things that Mark Zuckerberg doesn't like.
[1:34:17.000 --> 1:34:26.000]  President Trump retweeted Paul Joseph Watson twice and a brief video by Infowars Millie Weaver, social media's hall monitor Frank Stumpter, was not very happy about it.
[1:34:26.000 --> 1:34:29.000]  He is promoting the same alternative universe as Infowars.
[1:34:29.000 --> 1:34:39.000]  Back to your point though about the Infowars presidency, I want to know and I tweeted this all the day, what is the difference at this point between Trump's Twitter feed and infowars.com?
[1:34:39.000 --> 1:34:44.000]  Infowars content is useful to him. Infowars personalities align with him.
[1:34:44.000 --> 1:34:49.000]  I want them shut down. I want them silent. I want them muted. I think they are horrible for our society.
[1:34:49.000 --> 1:34:53.000]  I want them shut down. I want them silenced. I want them muted.
[1:34:53.000 --> 1:35:09.000]  Don't worry, these people aren't terrifying or anything.
[1:35:09.000 --> 1:35:20.000]  Alright, a lot of folks that would do a big 5G special because the science is in would start with an engineer or a scientist and we have that coming up.
[1:35:20.000 --> 1:35:25.000]  We have inventor and scientist Mark Steele coming on. We have Mike Adams popping in.
[1:35:25.000 --> 1:35:30.000]  I want to get Ian Ferguson on because he's who you really want to listen to.
[1:35:30.000 --> 1:35:35.000]  And I personally, where they're now putting in 5G in Austin, they've already been down there a few weeks ago.
[1:35:35.000 --> 1:35:40.000]  It's still on my phone. I just remembered I had this because I was told about it and saw it on Twitter.
[1:35:40.000 --> 1:35:43.000]  I don't throw over there. They got big signs with skulls on them.
[1:35:43.000 --> 1:35:50.000]  I forgot. Anybody can pull this up. It's already online. And it says, don't go near this. This is deadly.
[1:35:50.000 --> 1:35:56.000]  Only technicians are allowed to be here. You are picking up radiation that gives you cancer.
[1:35:56.000 --> 1:36:03.000]  And you're 50 feet from just the towers that have the transmitters on them.
[1:36:03.000 --> 1:36:12.000]  And it says, coming in this area, you agree to know that you can get cancer.
[1:36:12.000 --> 1:36:16.000]  Just like when you sign up to work on a nuclear submarine or something.
[1:36:16.000 --> 1:36:22.000]  So I consider all day to show you a whole bunch of mainline studies and even the LA Times
[1:36:22.000 --> 1:36:27.000]  five years ago going, wow, studies show 5G gives you cancer even worse than 4G and 3G.
[1:36:27.000 --> 1:36:37.000]  Yeah, it's microwave radiation. How does a microwave boil milk or coffee or heat up a hot dog in 30 seconds
[1:36:37.000 --> 1:36:42.000]  where it's popping and sizzling? It rubs molecules together.
[1:36:42.000 --> 1:36:51.000]  And water and liquids rub very easily together because they're not locked in place.
[1:36:51.000 --> 1:36:59.000]  And it creates friction. It's like a Boy Scout, you know, the dry piece of wood
[1:36:59.000 --> 1:37:04.000]  and putting it in there and the little bits of kindling and getting it going.
[1:37:04.000 --> 1:37:09.000]  And they knew 40 years ago when they came out with the cell phones that it was giving people brain cancer.
[1:37:09.000 --> 1:37:12.000]  Well, now they're just up in the power and, you know, Trump, big problem with Trump.
[1:37:12.000 --> 1:37:17.000]  Still love Trump, but, you know, he said vaccines hurt better and he said he wanted to look at it now.
[1:37:17.000 --> 1:37:19.000]  He doesn't do that.
[1:37:19.000 --> 1:37:22.000]  Bill Gates said he told him there's never been a problem with a vaccine, Mr. President.
[1:37:22.000 --> 1:37:26.000]  That's a hoax even though the insert says it can kill you.
[1:37:26.000 --> 1:37:34.000]  Well, now Trump says during my visit yesterday to Austin, Texas for the startup of the new Mac Pro
[1:37:34.000 --> 1:37:38.000]  and discussion of the new billion dollar campus also in Texas.
[1:37:38.000 --> 1:37:43.000]  I asked him cook to see if he could get Apple involved in building 5G in the U.S.
[1:37:43.000 --> 1:37:46.000]  They have it all, money, technology, vision and cook.
[1:37:46.000 --> 1:37:50.000]  Cook, the guy that said we're going to take all the conservatives off the air and curate them.
[1:37:50.000 --> 1:37:58.000]  So again, yeah, glad it's not Hillary, but boy, Trump is becoming more and more like the establishment.
[1:37:58.000 --> 1:38:02.000]  Now the left said he didn't actually build anything new.
[1:38:02.000 --> 1:38:05.000]  And he said Apple hasn't built anything new to the campus in 2013.
[1:38:05.000 --> 1:38:06.000]  That's not true.
[1:38:06.000 --> 1:38:08.000]  They broke ground in 2013.
[1:38:08.000 --> 1:38:12.000]  There's a whole bunch of buildings and they're tripling the size of it under Trump pressure.
[1:38:12.000 --> 1:38:15.000]  And they're hiring 15,000 more people in the next two years.
[1:38:15.000 --> 1:38:21.000]  Okay, so Trump did get them to move from China with the suicide nets and 17 hour work days and move it here.
[1:38:21.000 --> 1:38:22.000]  And the people are all driving in.
[1:38:22.000 --> 1:38:24.000]  They're driving nice cars, getting paid well.
[1:38:24.000 --> 1:38:25.000]  That's the American system.
[1:38:25.000 --> 1:38:26.000]  Help a lot better, huh?
[1:38:26.000 --> 1:38:28.000]  And the Communist Chinese slave group.
[1:38:28.000 --> 1:38:32.000]  So it is a major accomplishment of the president.
[1:38:32.000 --> 1:38:37.000]  But then you put the little cherry on top, the little microwave radiation on top.
[1:38:37.000 --> 1:38:44.000]  So our guest famously also was in a vape shop and I confronted him on his first moment, stood up to him.
[1:38:44.000 --> 1:38:46.000]  He's an engineer and sell towers.
[1:38:46.000 --> 1:38:47.000]  It's well known.
[1:38:47.000 --> 1:38:48.000]  So now he's putting the 5G in.
[1:38:48.000 --> 1:38:51.000]  He's reading what they're telling him as one of the installers of this.
[1:38:51.000 --> 1:38:53.000]  He'll tell you about that in a moment.
[1:38:53.000 --> 1:38:56.000]  But here's what our guest will write shotgun with us from the other guest joining us.
[1:38:56.000 --> 1:39:02.000]  Ian Ferguson on Twitter, vape shop, patria, facebook.com, capitalism wins again.
[1:39:02.000 --> 1:39:04.000]  And so Ian will go to him in a moment.
[1:39:04.000 --> 1:39:06.000]  But let's play him from what a year and a half ago or so.
[1:39:06.000 --> 1:39:07.000]  Here it is.
[1:39:07.000 --> 1:39:08.000]  I purchased that vape juice.
[1:39:08.000 --> 1:39:09.000]  No!
[1:39:09.000 --> 1:39:10.000]  If you sell it to me, I will.
[1:39:10.000 --> 1:39:11.000]  No!
[1:39:11.000 --> 1:39:13.000]  If you sell it to me, I will.
[1:39:13.000 --> 1:39:14.000]  No!
[1:39:14.000 --> 1:39:16.000]  Look, if you sell it to me, I won't call the police.
[1:39:16.000 --> 1:39:18.000]  What you did was assaulted me.
[1:39:18.000 --> 1:39:20.000]  What I need is that for my wife.
[1:39:20.000 --> 1:39:24.000]  If you sell it to me, I won't call the cops and press charges on you for assault.
[1:39:24.000 --> 1:39:27.000]  I won't call corporate and get you fired.
[1:39:27.000 --> 1:39:30.000]  Just sell me the fucking product so I can leave.
[1:39:30.000 --> 1:39:31.000]  What do you want?
[1:39:31.000 --> 1:39:35.000]  Naked in a, the strawberry in a fucking six milligrams.
[1:39:35.000 --> 1:39:36.000]  Where do you see naked?
[1:39:36.000 --> 1:39:37.000]  Right here.
[1:39:37.000 --> 1:39:38.000]  This shit.
[1:39:38.000 --> 1:39:39.000]  Where is it?
[1:39:39.000 --> 1:39:40.000]  Right there.
[1:39:40.000 --> 1:39:41.000]  Here.
[1:39:41.000 --> 1:39:42.000]  Right next to that.
[1:39:42.000 --> 1:39:44.000]  Six milligrams so I don't have to come back.
