[00:00.000 --> 00:25.000]  Infowars, tomorrow's news, today.
[53:18.580 --> 53:22.860]  of it and the system in corporate America celebrating it, not trying to help people
[53:22.860 --> 53:29.540]  eating their poison GMO, but making them think it's cool that their life expectancy is going
[53:29.540 --> 53:59.500]  to be cut by 50-60%, let's roll just one of these videos.
[53:59.500 --> 54:22.880]  So let's continue, if you criticize that on these platforms you're kicked off, World
[54:22.880 --> 54:28.420]  Economic Forum WF is now calling for an end to private car ownership, I'm going to come
[54:28.420 --> 54:32.140]  back next hour and play that but I wanted to go to some of these other articles, a generation
[54:32.140 --> 54:36.500]  of no car ownership is around the corner, Dutch government attempts to forcefully close
[54:36.500 --> 54:41.460]  3,000 farms saying plants and animals are bad because they're carbon, see how insane
[54:41.460 --> 54:47.100]  that is, with the green agenda, rebel farmers are pushing back on climate action, this is
[54:47.100 --> 54:53.820]  why, Yahoo News, good news though, Vanguard quits climate alliance in blow to net zero
[54:53.820 --> 54:59.060]  project, financial times of London, people are seeing through it, the agenda is a fraud,
[54:59.060 --> 55:04.220]  it's falling apart, it's about cutting off resources to control people, you know, I've
[55:04.220 --> 55:11.060]  seen different graphics out there, I forgot to show it on air, but it shows Karl Marx
[55:11.060 --> 55:18.860]  at the middle and then around it these bubbles and at 12 o'clock it says communism is a utopia
[55:18.860 --> 55:24.820]  and then it just goes around where you put in communism, restrict, take over the land,
[55:24.820 --> 55:30.820]  people start starving to death, there's mass tyranny, death camps and then they say, well,
[55:30.820 --> 55:36.260]  we didn't really implement communism right, let's do it again, it's a utopia and it's
[55:36.260 --> 55:42.860]  that cycle over and over and over again with ultra rich elites controlling it because they
[55:42.860 --> 55:48.700]  don't want competition, they want to centralize control, here's another example, beyond
[55:48.700 --> 55:54.380]  meat is struggling and the plant-based meat industry worries, 80 plus percent plunge
[55:54.380 --> 56:00.820]  in their stocks, 83 percent, everything falling apart, no one eating it, people discovering
[56:00.820 --> 56:07.260]  that it's really, really toxic and full of estrogen that make people super unhealthy,
[56:07.260 --> 56:12.460]  on and on and on, they've weaponized everything and the minute we figure that out and become
[56:12.460 --> 56:18.460]  aware of it and start saying no, instead of submitting, we start pushing back and that
[56:18.460 --> 56:24.860]  makes us stronger and makes them weaker, it's an animating contest, get in the fight and
[56:24.860 --> 56:29.780]  you'll feel alive again, stop submitting, you're unhappy and depressed because your
[56:29.780 --> 56:37.620]  subconscious mind knows you're not doing what you should be doing, so pray to God, go to
[56:37.620 --> 56:42.860]  the park, hike in the woods, exercise, all of us should do this more, eat healthier,
[56:42.860 --> 56:47.940]  none of us are perfect, it's a goal, reach out and help others, realize you're an eternal
[56:47.940 --> 56:52.340]  being made by God, realize the globalists are falling on your enemy and don't let them
[56:52.340 --> 56:57.540]  depress you, don't let them control you, decide that you are going to transcend them with
[56:57.540 --> 57:02.300]  God's help and realize that God is watching you and we live in this beautiful timeless
[57:02.300 --> 57:07.220]  incredible universe on this amazing planet with wonderment all around us and that just
[57:07.220 --> 57:12.580]  that understanding and opening that channel up to God and saying, God, I want to be purified,
[57:12.580 --> 57:17.660]  I want to be sanctified, I want to be better, I want to be stronger, we'll begin that inner
[57:17.660 --> 57:23.220]  dimensional energetic beyond the third dimension connection that will then begin to displace
[57:23.220 --> 57:29.300]  the evil and push it out and make you stronger and stronger and more happy and more successful.
[57:29.300 --> 57:33.580]  But you have to first decide you're beautiful and you're amazing and you're powerful and
[57:33.580 --> 57:37.460]  that means in a way 400 pounds, your soul is beautiful but you shouldn't celebrate the
[57:37.460 --> 57:41.500]  unhealthy things the globalists have encouraged you to do, you should recognize that and make
[57:41.500 --> 57:42.940]  the decision to pull away from it.
[57:42.940 --> 57:50.420]  We'll be right back with hour number two, please stay with us.
[57:50.420 --> 57:53.300]  Info wars secret weapon is finally here.
[57:53.300 --> 57:56.580]  It's a secret weapon for your immune system, for your stamina, for your energy, for your
[57:56.580 --> 58:02.980]  way of life, for your libido and it also keeps info wars on the air and I almost forgot you
[58:02.980 --> 58:09.180]  save at least 50% on these products for what you pay for similar products or the exact
[58:09.180 --> 58:11.060]  same products in stores around the country.
[58:11.060 --> 58:15.100]  That's because we go right to the highest quality manufacturer in the nation that supplies
[58:15.100 --> 58:16.620]  some of the top names.
[58:16.620 --> 58:19.780]  They then give us the best deal out there because the owner is a listener, we're able
[58:19.780 --> 58:22.060]  to bring it to you with massive discounts.
[58:22.060 --> 58:26.540]  You're not going to find 1000 milligram high quality CBD for anywhere near the price we
[58:26.540 --> 58:27.540]  sell it.
[58:27.540 --> 58:30.380]  You're not going to find at the 10 milligram or the 20 milligram, you're not going to find
[58:30.380 --> 58:33.380]  tumor at 95% or humanoid at the price we're selling it.
[58:33.380 --> 58:36.060]  You're not going to find any of this anywhere near that.
[58:36.060 --> 58:41.380]  These similar formulas or the same formulas sell for up to 200% more than we're selling
[58:41.380 --> 58:49.980]  these info wars MD now available exclusively at info wars store.com a true 360 win.
[58:49.980 --> 58:55.860]  Once a tragedy reaches a level of national significance, American citizens should be
[58:55.860 --> 59:01.180]  allowed to basically question that event in any way that they deemed fit.
[59:01.180 --> 59:03.300]  The first amendment is unique in the world.
[59:03.300 --> 59:04.660]  That's what they want to take away.
[59:04.660 --> 59:06.100]  Their ability to speak freely.
[59:06.100 --> 59:09.180]  So they're going to go from Mike Lindell next or they're going to go for Steve Bannon
[59:09.180 --> 59:10.740]  or they're going to go for Tucker Carlson.
[59:10.740 --> 59:15.020]  I studied the globalist 30 years ago but only 28 years and I knew they were planning all
[59:15.020 --> 59:19.220]  of this and I warned the public as a modern Paul Revere but I couldn't have done it without
[59:19.220 --> 59:20.220]  your support.
[59:20.220 --> 59:24.100]  And now because we've been so successful warning the population of the planet not just America
[59:24.100 --> 59:27.780]  we're public enemy number one when it comes to globalist agenda.
[59:27.780 --> 59:31.460]  That's why it's more important than ever to realize how successful info wars has been
[59:31.460 --> 59:33.140]  because of your past support.
[59:33.140 --> 59:36.980]  So I salute you and I thank you and I ask you now for the critical juncture of the battle.
[59:36.980 --> 59:40.780]  Free double your efforts of visiting info wars store.com and getting amazing products
[59:40.780 --> 59:42.540]  that keep us on air.
[59:42.540 --> 59:44.380]  1776 is the promo code.
[59:44.380 --> 59:56.980]  The destination is info wars store.com and I thank you all for your support.
[59:56.980 --> 01:00:08.740]  All right this next hour is going to be jam packed with your phone calls and with a ton
[01:00:08.740 --> 01:00:13.900]  of news on the Fauci files that are about to drop and the moves to take your cars away
[01:00:13.900 --> 01:00:18.260]  shut down farming and what the world will look like if we don't stop them.
[01:00:18.260 --> 01:00:22.180]  So I'm going to open the phones up give the number out next segment specifically I like
[01:00:22.180 --> 01:00:27.220]  to hear your views on the Fauci files Elon Musk delivering so far where you think this
[01:00:27.220 --> 01:00:31.620]  is all going but first let's hear an incredibly important report that Greg Reese has put out
[01:00:31.620 --> 01:00:36.940]  dealing with this super creepy evil Canadian government euthanasia ad here it is paying
[01:00:36.940 --> 01:00:41.860]  attention you'll notice that the topic of suicide has been on the rise lately.
[01:00:41.860 --> 01:00:48.340]  Take for instance Canada's made program a macabre play on the French word me day meaning
[01:00:48.340 --> 01:00:54.700]  help me stories abound of doctors grooming the disabled into the dark program are coming
[01:00:54.700 --> 01:00:55.700]  to life.
[01:00:55.700 --> 01:00:58.700]  I rarely make big mistakes on air and it's it's it's fine.
[01:00:58.700 --> 01:01:06.180]  I'm so used to Greg Reese reports on the page that one of our other great Reese's did a
[01:01:06.180 --> 01:01:13.100]  video that I haven't seen yet and so I haven't haven't played it yet and so we're going to
[01:01:13.100 --> 01:01:17.860]  play that later in the broadcast just because I introduced that wrong I want to watch it
[01:01:17.860 --> 01:01:23.180]  now some of Eric Reese is really smart guy looks powerful but I need to be able to actually
[01:01:23.180 --> 01:01:26.660]  watch that and come back and talk more about that later I was already on the fence but
[01:01:26.660 --> 01:01:30.180]  I wanted to get that report out regardless there's a lot of other key reports we've got
[01:01:30.180 --> 01:01:36.020]  as well like sleepwalking into Armageddon what will you do when they come for you and
[01:01:36.020 --> 01:01:42.420]  so much more here today so let me do this let's go ahead and fire up the phone system
[01:01:42.420 --> 01:01:46.780]  and I want to give first time callers a chance to get on board I really ask the other callers
[01:01:46.780 --> 01:01:50.620]  to let new folks get on sometimes there's a lot of people can never get on board we'd
[01:01:50.620 --> 01:01:57.380]  love to hear from new listeners who are very special people agree if they disagree if they
[01:01:57.380 --> 01:02:02.100]  have a question a comment I would love to hear from new viewers because new viewers are
[01:02:02.100 --> 01:02:06.940]  people that a lot of times might just be just now waking up of course the most precious
[01:02:06.940 --> 01:02:13.940]  people are the long term hardcore supporters and you know who you are and so we'll also
[01:02:13.940 --> 01:02:19.340]  have a lot of days where we take calls and it's obviously a free for all but I would
[01:02:19.340 --> 01:02:26.620]  like to hear from new listeners about not as Elon Musk good or bad a broken clocks right
[01:02:26.620 --> 01:02:31.860]  twice a day but he is starting to go really fast in the right direction as you can go
[01:02:31.860 --> 01:02:35.700]  back and see him question the vaccines and say it was for him and say well is he a good
[01:02:35.700 --> 01:02:39.740]  guy or bad guy well regardless he's releasing the files on Fauci and we know from other
[01:02:39.740 --> 01:02:45.340]  documents what they are just already come out but these are specifically even more hardcore
[01:02:45.340 --> 01:02:53.420]  showing how he knowingly was in there censoring the public when he's told attorney generals
[01:02:53.420 --> 01:02:56.380]  and the federal government state attorney generals in the federal government that he
[01:02:56.380 --> 01:03:02.460]  did did no such thing so he's definitely in the perjury area and you know he's in danger
[01:03:02.460 --> 01:03:07.580]  because the deep state is coming out of the woodwork to protect him at every level so
[01:03:07.580 --> 01:03:11.380]  I do want to give the number out and I want to take your calls for first time callers
[01:03:11.380 --> 01:03:25.580]  the toll free number is 877-789-2539-877-789-2539-877-789-2539 also I didn't get to this on the Sunday
[01:03:25.580 --> 01:03:32.060]  night show because I'm really sick of talking about Sandy Hook and getting into it but AP
[01:03:32.060 --> 01:03:38.220]  even came out with a report saying I got railroaded and that it was probably going to get overturned
[01:03:38.220 --> 01:03:42.580]  because there'll be no more due process if they don't and they were interviewing lawyers
[01:03:42.580 --> 01:03:47.460]  on their prominent lawyers saying that I already know that but what does it mean that AP is
[01:03:47.460 --> 01:03:52.740]  doing that well why is Elon Musk releasing all these files there is a major war inside
[01:03:52.740 --> 01:03:57.180]  the deep state that controls corporate media and you're going to see more and more of this
[01:03:57.180 --> 01:04:02.580]  coming out as it gets exposed just because the globalists aren't all powerful they don't
[01:04:02.580 --> 01:04:06.460]  have total control so guys I know it was in yesterday's stack reprint me the article
[01:04:06.460 --> 01:04:11.260]  about that and put the video back on my list because I need to be able to get to that later
[01:04:11.260 --> 01:04:15.180]  today if we have a chance because it just shows that when I get up here and tell listeners
[01:04:15.180 --> 01:04:19.700]  we're going to stay on air we're going to win these appeals we're not going away so
[01:04:19.700 --> 01:04:23.220]  don't think oh I'm going to stop supporting because Jones it's over and they say he's
[01:04:23.220 --> 01:04:28.340]  being shut down and he'll be shut down and nobody can stop him when none of that's true
[01:04:28.340 --> 01:04:32.740]  only people that can shut us down is you if you decide to not buy products at info or
[01:04:32.740 --> 01:04:36.500]  store.com and if you decide to stop listening if you decide not to share the articles and
[01:04:36.500 --> 01:04:41.140]  videos we're done so I'm in your hands and I appreciate your support and I think the
[01:04:41.140 --> 01:04:48.860]  work we're doing is very meritorious and I think it has merit and I just humbly ask
[01:04:48.860 --> 01:04:52.900]  you to keep us in the fight spread the article spread the videos share the live feeds I word
[01:04:52.900 --> 01:04:59.900]  of mouth by text message by email calling the national shows plug the broadcast and I
[01:04:59.900 --> 01:05:00.900]  thank you.
[01:05:00.900 --> 01:05:04.900]  I have an extremely important message to all of my fellow info warriors here in the United
[01:05:04.900 --> 01:05:12.900]  States and around the world we are so excited to announce info wars MD it turns out the
[01:05:12.900 --> 01:05:17.660]  top company in the US for supplements is owned by a patriot and it turns out they're willing
[01:05:17.660 --> 01:05:22.180]  to give us deals that no one else is getting because they want to support info wars and
[01:05:22.180 --> 01:05:26.020]  keep us on the air this deal has been here in the making and finally the products are
[01:05:26.020 --> 01:05:31.820]  being brought to market up to 50% off what you get on top national brands of the highest
[01:05:31.820 --> 01:05:38.540]  rated under the info wars label info wars MD exclusively at infowarstore.com check out
[01:05:38.540 --> 01:05:45.060]  the first of 10 new products at infowarstore.com whether it's turmeric or whether it's joint
[01:05:45.060 --> 01:05:53.060]  care or whether it is super greens we have them all at infowarstore.com under the banner
[01:05:53.060 --> 01:05:59.260]  of info wars MD this is the best deal out there and it keeps info wars on the air info
[01:05:59.260 --> 01:06:15.020]  wars MD the answer to 1984 is 1776 live from Austin Texas broadcasting worldwide it's
[01:06:15.020 --> 01:06:27.940]  Alex Jones is now looking to reduce ownership of private vehicles yes the forum claiming
[01:06:27.940 --> 01:06:33.820]  that this is a way to reduce global reliance on critical metals like cobalt and lithium
[01:06:33.820 --> 01:06:40.140]  as they make a push toward green energy dig in give up your car why don't you yeah the
[01:06:40.140 --> 01:06:45.860]  world economic forum sponsors that little get together that boondoggle and Davos every
[01:06:45.860 --> 01:06:54.180]  year why do major private CEOs even go to that thing if this is these are the policies
[01:06:54.180 --> 01:06:58.700]  that the world economic forum are espousing they're essentially saying trying to take
[01:06:58.700 --> 01:07:05.660]  away your free will you can't drive a car and again trying to apply the ideas out of
[01:07:05.660 --> 01:07:11.420]  Europe under the United States Europe has a lot of mass transit it's a very small continent
[01:07:11.420 --> 01:07:19.820]  and North America not so much so stick that idea where the sun doesn't shine well I have
[01:07:19.820 --> 01:07:25.640]  gone to Davos for 20 years for the world economic forum and it's always been an incredible
[01:07:25.640 --> 01:07:32.380]  opportunity to have knob with the leaders of the world it is incredibly well attended
[01:07:32.380 --> 01:07:39.020]  every year so for some reason everybody's getting together globally it has been the
[01:07:39.020 --> 01:07:44.900]  place that all of these people meet every year you're right Leo your thoughts on the
[01:07:44.900 --> 01:07:52.700]  ideas of going green and taking away your private vehicle well obviously when we think
[01:07:52.700 --> 01:07:59.900]  about the history of motor vehicles cars and other transportation it has lifted millions
[01:07:59.900 --> 01:08:05.780]  hundreds of millions of people out of poverty and has changed the dynamic of how we all
[01:08:05.780 --> 01:08:12.260]  live in the quality of our lives so yes why we all want a clean economy and we want a
[01:08:12.260 --> 01:08:20.220]  you know a climate that is sustainable the reality is that a collapsing economy isn't
[01:08:20.220 --> 01:08:26.140]  the answer so there has to be a balance and unfortunately in today's bifurcated world
[01:08:26.140 --> 01:08:30.620]  we get a little bit too much extremism so hopefully we can bring some sense back into
[01:08:30.620 --> 01:08:38.540]  it yeah by the way those CEOs that go to Davos many of them they go on their own private
[01:08:38.540 --> 01:08:46.260]  jet now that's only a two minute 19 second clip and I could teach a college course on
[01:08:46.260 --> 01:08:52.500]  the new world order and how it operates just analyzing that clip and how they responded
[01:08:52.500 --> 01:08:56.060]  does anybody listen to Davos because it's the private arm of the Bilderberg group and the
[01:08:56.060 --> 01:09:01.780]  major finance banks and those big companies don't get the loans and government regulators
[01:09:01.780 --> 01:09:08.420]  come after them if they don't do what they're told that's why almost every motorcycle manufacturer
[01:09:08.420 --> 01:09:14.260]  has announced they're phasing out gas motorcycles and are going to electric did you know that
[01:09:14.260 --> 01:09:20.540]  that's why whether it's Ford or Chevy owned by GM they're announcing a phase out by the
[01:09:20.540 --> 01:09:25.780]  end of the decade no more gas cars no more diesel cars and of course you heard the Davos
[01:09:25.780 --> 01:09:29.420]  group we've told you a hundred times before they announced it are going to say oh sorry
[01:09:29.420 --> 01:09:33.940]  there's not enough material for batteries and batteries are toxic so you just can't
[01:09:33.940 --> 01:09:41.260]  have cars tomorrow's news today yet again and of course all the studies show if people
[01:09:41.260 --> 01:09:45.900]  have cars taken away it'll make them isolated and much poorer that's what they want you
[01:09:45.900 --> 01:09:52.300]  will own nothing you will have nothing and you will like it Dodge will phase out gas
[01:09:52.300 --> 01:10:00.940]  power charger and challenger in 2024 to make way for EV's no more Dodge charger no more
[01:10:00.940 --> 01:10:11.300]  Dodge challenger I've driven both splendid vehicles beautiful inexpensive super fast
[01:10:11.300 --> 01:10:22.180]  the base model goes 200 miles an hour spacious four door with the charger American classic
[01:10:22.180 --> 01:10:32.380]  and gone gone gone gone but even the little tiny cars that the Japanese have to get 50
[01:10:32.380 --> 01:10:36.340]  miles an gallon sorry bye bye and what are the Japanese said because they're engineer
[01:10:36.340 --> 01:10:44.740]  engineers they've come out with Toyota and with Nissan reports dozens of them and said
[01:10:44.740 --> 01:10:50.060]  battery cars don't work they use more carbon to make the car more carbon to make the battery
[01:10:50.060 --> 01:10:57.300]  they don't work it takes more carbon to make the electricity to transfer it to them they're
[01:10:57.300 --> 01:11:08.540]  a fraud look at that beauty and they're just getting rid of all of it not to replace it
[01:11:08.540 --> 01:11:13.300]  with something better but to get rid of cars period so when you hear we've got to get carbon
[01:11:13.300 --> 01:11:18.260]  down in that zero they're talking about you and now they admit they are talking about
[01:11:18.260 --> 01:11:25.380]  you want to play a report here by one of our great reporters euthanasia ad contains dark
[01:11:25.380 --> 01:11:34.100]  symbolism linked to teen suicide trend here is the info wars special report been paying
[01:11:34.100 --> 01:11:39.220]  attention you'll notice that the topic of suicide has been on the rise lately take for
[01:11:39.220 --> 01:11:46.540]  instance canada's made program a macabre play on the french word me day meaning help me
[01:11:46.540 --> 01:11:51.860]  stories abound of doctors grooming the disabled into the dark program are thankfully coming
[01:11:51.860 --> 01:11:58.580]  to light yet the scyop of state funded assisted suicide seems to be gaining steam by the week
[01:11:58.580 --> 01:12:04.340]  additionally a horrifying commercial from canadian clothing retailer simons pitches the subject
[01:12:04.340 --> 01:12:11.460]  of assisted suicide as a bohemian live laugh love reflection on life's beauty or something
[01:12:11.460 --> 01:12:24.100]  last press are sacred when i imagine my final days i see bubbles i see the ocean i see music
[01:12:24.100 --> 01:12:33.460]  even now as i seek help to end my life there is still so much beauty you just have to be
[01:12:33.460 --> 01:12:38.780]  brave enough to see it watching this not so subtle attempt to move the overtone window
[01:12:38.780 --> 01:12:46.500]  is shocking in its own right but wait a second you missed something
[01:12:46.500 --> 01:12:51.820]  look again at the blue whale also knew this morning a warning to parents from chalston
[01:12:51.820 --> 01:12:56.660]  police about the blue whale challenge it's called the blue whale challenge some people
[01:12:56.660 --> 01:13:00.980]  just are tired of living and don't really know what else to do craving a connection
[01:13:00.980 --> 01:13:06.300]  suicidal teens are the target of a new game a 50 day challenge that if completed ends
[01:13:06.300 --> 01:13:12.500]  in death buckle up the blue whale challenge is an online dare that preys upon depressed
[01:13:12.500 --> 01:13:17.860]  suicidal teens it's a series of daily tasks that are meant to slowly wear down the players
[01:13:17.860 --> 01:13:23.780]  physical and mental well-being over the course of 50 days the entire challenge is overseen
[01:13:23.780 --> 01:13:29.740]  by an anonymous curator who messages and guides the subject through the daily challenges and
[01:13:29.740 --> 01:13:34.580]  holds the player accountable the first few tasks are fairly innocuous like drawing a
[01:13:34.580 --> 01:13:39.620]  picture of a blue whale and taking a photo as proof but then they slowly escalate towards
[01:13:39.620 --> 01:13:46.020]  acts of self-harm in other dangerous situations on the 50th and final day of the challenge
[01:13:46.020 --> 01:13:51.940]  the subject is asked to commit suicide so on this random person on instagram they just
[01:13:51.940 --> 01:13:56.020]  messaged me saying would you like to play a game and I was like sure what game it was
[01:13:56.020 --> 01:14:01.260]  like first you need to type in I am a whale and I did that and I was like okay what's
[01:14:01.260 --> 01:14:10.660]  next he said cut f 57 in your leg and I was like do okay well I actually did by the way
[01:14:10.660 --> 01:14:14.580]  hit pause I didn't do anything back this up 20 seconds I'm going to come back from breaking
[01:14:14.580 --> 01:14:22.860]  in and play it from there you understand how powerful this is one of our crew members first
[01:14:22.860 --> 01:14:26.940]  names Reese but he wants to remain anonymous separate from Gregory's put this together
[01:14:26.940 --> 01:14:32.220]  he goes by Psiop cop and I didn't see his report yet I was aware of all this information
[01:14:32.220 --> 01:14:38.340]  and it goes on they put other suicide symbols all over these government sponsored and apparel
[01:14:38.340 --> 01:14:44.540]  sponsored programs targeting the young people teaching them how good it is to hurt yourself
[01:14:44.540 --> 01:14:49.580]  or kill yourself what do you think happened to Ted Cruz's daughter last week massive cuts
[01:14:49.580 --> 01:14:56.220]  all over her this is so sick and this is the mind control and this is a Psiop test going
[01:14:56.220 --> 01:15:02.820]  on pedophilia kill yourself government push euthanasia absolutely at every level we're
[01:15:02.820 --> 01:15:10.460]  going to post this powerful report on the front page of info wars.com great job Psiop
[01:15:10.460 --> 01:15:16.980]  cop and we're also going to post it over the live show feed creepy euthanasia ad contains
[01:15:16.980 --> 01:15:23.780]  dark symbolism linked to teen suicide trend again the message is depopulate make things
[01:15:23.780 --> 01:15:30.540]  as ugly as possible I told you I sent info wars representative five years ago to one
[01:15:30.540 --> 01:15:35.780]  of the biggest film festivals Sundance and he got into meetings with some of the top
[01:15:35.780 --> 01:15:41.420]  producers and stuff and they said all we've been told is make things ugly and depressing
[01:15:41.420 --> 01:15:48.740]  and out of control and scare everybody and just totally destroy civilization and that's
[01:15:48.740 --> 01:15:53.380]  why everything you see is that and we're going to come back with the rest of this report
[01:15:53.380 --> 01:16:01.020]  stay with us I have an extremely important message
[01:16:01.020 --> 01:16:06.020]  to all of my fellow info warriors here in the United States and around the world we
[01:16:06.020 --> 01:16:14.260]  are so excited to announce info wars MD it turns out the top company in the US for supplements
[01:16:14.260 --> 01:16:18.700]  is owned by a patriot and it turns out they're willing to give us deals that no one else is
[01:16:18.700 --> 01:16:22.860]  getting because they want to support info wars and keep us on the air this deal has
[01:16:22.860 --> 01:16:26.660]  been a year in the making and finally the products are being brought to market up to
[01:16:26.660 --> 01:16:32.940]  50% off what you get on top national brands of the highest rated under the info wars label
[01:16:32.940 --> 01:16:40.260]  info wars MD exclusively at info wars store dot com check out the first of ten new products
[01:16:40.260 --> 01:16:45.220]  at info wars store dot com whether it's turmeric or whether it's joint care or whether it
[01:16:45.220 --> 01:16:53.060]  is super greens we have them all at info wars store dot com under the banner of info wars
[01:16:53.060 --> 01:17:02.060]  MD this is the best deal out there and it keeps info wars on the air info wars MD because
[01:17:02.060 --> 01:17:10.220]  you want it here's another one just for you because without you it would truly be a blue
[01:17:10.220 --> 01:17:18.180]  Christmas but thank god that we have you all of us awakening and vibrant souls all over
[01:17:18.180 --> 01:17:26.900]  the earth it's your love our love that makes all of this possible and if you feel like
[01:17:26.900 --> 01:17:33.180]  showing us some love today and help keep us on the air you can do so at info wars store
[01:17:33.180 --> 01:17:42.700]  dot com products that will make your life better and allow us to keep broadcasting free worldwide
[01:17:42.700 --> 01:17:49.940]  we are all in this together through thick and thin on behalf of the whole crew we love
[01:17:49.940 --> 01:18:02.740]  you and we thank you for your support until about 150 years ago cultures all over the
[01:18:02.740 --> 01:18:09.020]  world believe that people got sick and died in many cases in the winter because of something
[01:18:09.020 --> 01:18:16.020]  called vapors they associated these poisonous vapors with cold weather of course it wasn't
[01:18:16.020 --> 01:18:21.420]  the cold weather or catching a chill that killed people what was killing people was a lack
[01:18:21.420 --> 01:18:29.940]  of vitamin D3 you see the sun via your skin helps your body produce vitamin D3 but if
[01:18:29.940 --> 01:18:34.340]  you're not getting enough sun you will not produce vitamin D3 and then it's very easy
[01:18:34.340 --> 01:18:39.020]  for viruses and other things to start replicating and taking your body over so now it's more
[01:18:39.020 --> 01:18:43.180]  important than ever because the winter is here to take high quality vitamin D3 and we
[01:18:43.180 --> 01:18:47.860]  have the best with our vitamin D3 gummies with calcium for better upload into your body
[01:18:47.860 --> 01:18:54.460]  for 50% off at info wars store dot com with promo code 1776 don't wait support the info
[01:18:54.460 --> 01:19:00.020]  war and your immune system with vitamin D3 gummies at info wars store dot com I'm Dr.
[01:19:00.020 --> 01:19:06.580]  Peter McCullough and it's an absolute pleasure to introduce to you the wellness company an
[01:19:06.580 --> 01:19:12.460]  alternative health care system for this covid and post covid world where trust has been
[01:19:12.460 --> 01:19:21.700]  lost in doctors and health care systems this new online virtual platform is nationwide
[01:19:21.700 --> 01:19:30.140]  providing uncensored content virtual appointments laboratory testing diagnostics prescriptions
[01:19:30.140 --> 01:19:37.060]  treatment packages specifically for covid post covid vaccine injury syndromes and all
[01:19:37.060 --> 01:19:44.820]  the usual things that are seen in primary care and then we have an entire array of holistic
[01:19:44.820 --> 01:19:52.980]  products and online store media and health advice come see the wellness company and go
[01:19:52.980 --> 01:20:01.740]  to online health now dot com as a conduit to the wellness company leading a frontal assault
[01:20:01.740 --> 01:20:28.300]  on the lies of the new world order it's alex jones
[01:20:28.300 --> 01:20:32.180]  we just joined us we're playing a bone selling report that I posted the front page of info
[01:20:32.180 --> 01:20:39.780]  wars dot com and of the live show feed dealing with government sponsored ads produced by
[01:20:39.780 --> 01:20:44.180]  clothing lines in places like canada there's a whole bunch of these ads but here's just
[01:20:44.180 --> 01:20:49.740]  one of them creepy as an asia ad contains dark symbolism linked to teen suicide trend
[01:20:49.740 --> 01:20:55.100]  and this is all test of mind control run by these bots run by these side out groups to
[01:20:55.100 --> 01:21:03.380]  again kill you the shots the lab-created virus of the weaponized marijuana the fentanyl the
[01:21:03.380 --> 01:21:08.820]  human sex trafficking the smuggling all of it is meant to make you depressed and die that's
[01:21:08.820 --> 01:21:13.660]  why the pentagon has psychological systems that they give counseling to the troops for
[01:21:13.660 --> 01:21:17.340]  ptsd that actually make them depressed put them on drugs and they know statistically
[01:21:17.340 --> 01:21:23.100]  makes them commit suicide so you see the suicide rate go way up because that's what they're
[01:21:23.100 --> 01:21:28.140]  being told to condition them to do now even the average psychologist doesn't even know
[01:21:28.140 --> 01:21:31.180]  that the information they've been given and the programs they've been given are causing
[01:21:31.180 --> 01:21:36.860]  this when you pull back you actually learn that those on top do bring all your phone
[01:21:36.860 --> 01:21:42.620]  calls after this but let's finish up with this report the entire challenge is overseen
[01:21:42.620 --> 01:21:48.580]  by an anonymous curator who messages and guides the subject through the daily challenges and
[01:21:48.580 --> 01:21:53.420]  holds the player accountable the first few tasks are fairly innocuous like drawing a
[01:21:53.420 --> 01:21:58.460]  picture of a blue whale and taking a photo as proof but then they slowly escalate towards
[01:21:58.460 --> 01:22:04.820]  acts of self-harm in other dangerous situations on the 50th and final day of the challenge
[01:22:04.820 --> 01:22:11.140]  the subject is asked to commit suicide so this random person on instagram they just messaged
[01:22:11.140 --> 01:22:17.060]  me saying would you like to play a game and I was like sure what game it was like first
[01:22:17.060 --> 01:22:22.260]  you need to type in I am a whale and I did that and I was like okay what's next he said
[01:22:22.260 --> 01:22:29.980]  cut f 57 in your leg and I was like do okay well I actually did cut it in my leg he said
[01:22:29.980 --> 01:22:34.660]  that if I didn't do anything that he could track down where I lived and stuff and that
[01:22:34.660 --> 01:22:37.580]  kind of freaked me out because he said that he was gonna that he could call people and
[01:22:37.580 --> 01:22:42.060]  they could kill my family the man who supposedly created the game a Russian by the name of
[01:22:42.060 --> 01:22:47.500]  Philip Budakin was caught and imprisoned for successfully convincing two teenage girls
[01:22:47.500 --> 01:22:52.740]  to commit suicide though he claims to have convinced far more than that he's quoted
[01:22:52.740 --> 01:22:59.740]  as calling his victims biological waste and said that his project is cleansing society
[01:22:59.740 --> 01:23:05.100]  despite many outlets such as Forbes waving off the challenges and internet rumor there
[01:23:05.100 --> 01:23:10.260]  are plenty of families reporting having lost loved ones to this suicide grooming ritual
[01:23:10.260 --> 01:23:16.220]  worldwide this is basically saying goodbye and this is basically saying goodbye as well
[01:23:16.220 --> 01:23:20.820]  with the blue whale and this is in Russian this is in Russian it's not important yes
[01:23:20.820 --> 01:23:27.900]  did you know that she knew Russian no so let's go back to this abomination of an ad here
[01:23:27.900 --> 01:23:33.300]  was this blue whale used as a calling card for online suicide groomers I don't know about
[01:23:33.300 --> 01:23:41.420]  you but it seems a bit deliberate to me how about the spirals drawn in the sand right
[01:23:41.420 --> 01:23:48.020]  there you be the judge and let me know in the comments below despite its grim overtones
