[00:00:00.000 --> 00:00:06.000]  InfoWars. Tomorrow's news. Today.
[01:13:03.400 --> 01:13:04.400]  Go, go, go!
[01:13:04.400 --> 01:13:07.400]  As rioters tried to empty the Capitol.
[01:13:07.400 --> 01:13:09.400]  These three never went into the Capitol.
[01:13:09.400 --> 01:13:11.400]  They never assaulted anyone.
[01:13:11.400 --> 01:13:13.400]  So let's be honest with each other.
[01:13:13.400 --> 01:13:18.400]  There is very little difference between the actions of Ray Epps and Brandon Strecker that day,
[01:13:18.400 --> 01:13:22.400]  but yet Strecker was arrested and Epps wasn't.
[01:13:22.400 --> 01:13:25.400]  Epps also testified to the January 6th committee.
[01:13:25.400 --> 01:13:29.400]  He was back at his hotel when video evidence showed that he wasn't.
[01:13:29.400 --> 01:13:30.400]  He lied.
[01:13:30.400 --> 01:13:33.400]  He was on the Capitol grounds just as Brandon Strecker was.
[01:13:33.400 --> 01:13:37.400]  Epps even texted his nephew at 2.12 p.m. and said, I quote,
[01:13:37.400 --> 01:13:40.400]  I was in the front with a few others.
[01:13:40.400 --> 01:13:41.400]  It was on the video.
[01:13:41.400 --> 01:13:43.400]  I also orchestrated it.
[01:13:43.400 --> 01:13:47.400]  Now look into the camera, sir, when you answer my next question.
[01:13:47.400 --> 01:13:51.400]  Are you going to arrest Mr. Epps, yes or no?
[01:13:51.400 --> 01:13:57.400]  I'm not going to engage here in a discussion about individual people who are or are not going to be prosecuted.
[01:13:57.400 --> 01:13:58.400]  And I get a commitment.
[01:13:58.400 --> 01:13:59.400]  You just watched the video.
[01:13:59.400 --> 01:14:00.400]  I'm an old law dog.
[01:14:00.400 --> 01:14:03.400]  I understand a little bit about probable cause.
[01:14:03.400 --> 01:14:04.400]  He did very little.
[01:14:04.400 --> 01:14:07.400]  There was very little difference what he did and Mr. Strecker.
[01:14:07.400 --> 01:14:08.400]  You can see him.
[01:14:08.400 --> 01:14:09.400]  He's encouraging.
[01:14:09.400 --> 01:14:10.400]  He's encouraging.
[01:14:10.400 --> 01:14:11.400]  I almost think he's inciting a riot.
[01:14:11.400 --> 01:14:16.400]  He's encouraging people the night prior to go into the Capitol the day of.
[01:14:16.400 --> 01:14:17.400]  Go into the Capitol.
[01:14:17.400 --> 01:14:22.400]  And he was at the first breach and he breached the restricted area.
[01:14:22.400 --> 01:14:25.400]  Everybody, a lot of people get arrested for not going into the Capitol.
[01:14:25.400 --> 01:14:26.400]  But you're in the restricted area.
[01:14:26.400 --> 01:14:31.400]  But yet, Ray Epps, who many people feel fed, fed, fed.
[01:14:31.400 --> 01:14:32.400]  Right.
[01:14:32.400 --> 01:14:33.400]  And there's a lot of clout over this.
[01:14:33.400 --> 01:14:35.400]  So my point is this.
[01:14:35.400 --> 01:14:37.400]  You arrested a lot of folks for unlawful activity.
[01:14:38.400 --> 01:14:39.400]  You just saw the video.
[01:14:39.400 --> 01:14:43.400]  And I will tell you, if you don't arrest Mr. Epps, there's a reason behind it.
[01:14:43.400 --> 01:14:45.400]  I believe you know what it is.
[01:14:45.400 --> 01:14:47.400]  And it appears to me you are protecting this guy.
[01:14:47.400 --> 01:14:50.400]  I strongly recommend you get your house back in order.
[01:14:50.400 --> 01:14:51.400]  With that, I yield back.
[01:14:54.400 --> 01:14:58.400]  So you ask again, how does Ray Epps say go into the way more than Strecker did?
[01:15:00.400 --> 01:15:01.400]  How does he do that?
[01:15:01.400 --> 01:15:02.400]  And then he's protected and defended.
[01:15:02.400 --> 01:15:04.400]  Well, I mean, you know what's going on.
[01:15:04.400 --> 01:15:06.400]  But you're not supposed to say that.
[01:15:06.400 --> 01:15:08.400]  So now his lawyer says he's going to be indicted.
[01:15:08.400 --> 01:15:11.400]  Let's not hold our breath and see if that happens.
[01:15:11.400 --> 01:15:14.400]  Or they can indict and kind of drop the prosecution later.
[01:15:14.400 --> 01:15:16.400]  Because they know they've got a problem here.
[01:15:16.400 --> 01:15:19.400]  They put, what, over 800 people in jail so far.
[01:15:19.400 --> 01:15:21.400]  Many of them totally peaceful outside.
[01:15:22.400 --> 01:15:27.400]  They're trying to put Owen Schroyer in jail for being there with me.
[01:15:27.400 --> 01:15:29.400]  You say, why did they indict you?
[01:15:30.400 --> 01:15:33.400]  They figured I was already a big enough figure where they wouldn't be able to contain me.
[01:15:33.400 --> 01:15:34.400]  They think, oh, and they can.
[01:15:34.400 --> 01:15:35.400]  But it's not working.
[01:15:35.400 --> 01:15:36.400]  But it's not working.
[01:15:36.400 --> 01:15:37.400]  Owen's exploded.
[01:15:37.400 --> 01:15:38.400]  The work he's doing is amazing.
[01:15:38.400 --> 01:15:40.400]  But we're fighting hard for everybody, folks.
[01:15:40.400 --> 01:15:42.400]  This is very, very serious.
[01:15:42.400 --> 01:15:43.400]  All right.
[01:15:43.400 --> 01:15:48.400]  I want to get into something I didn't cover when it came to the California trying to keep kidnapping children legal.
[01:15:48.400 --> 01:15:50.400]  Yes, it's legal in California.
[01:15:50.400 --> 01:15:51.400]  You heard them, basically.
[01:15:51.400 --> 01:15:54.400]  I'm going to get into the devil worship of the Democratic Party when we come back.
[01:15:54.400 --> 01:15:56.400]  I have a special guest, Dr. Remo Labo.
[01:15:58.400 --> 01:16:00.400]  The globalists are only humans.
[01:16:00.400 --> 01:16:02.400]  Yeah, they have control of the central banks.
[01:16:02.400 --> 01:16:03.400]  They have a lot of power.
[01:16:03.400 --> 01:16:04.400]  But they can be defeated.
[01:16:04.400 --> 01:16:07.400]  But some of their operations are going to take decades to stop.
[01:16:07.400 --> 01:16:16.400]  But one thing you can do right now is take control of your body and your family's body by purifying the water that you drink and that you cook with.
[01:16:16.400 --> 01:16:19.400]  And you do it with the highest quality gravity-fed filter out there.
[01:16:19.400 --> 01:16:21.400]  This thing does 10,000 gallons.
[01:16:21.400 --> 01:16:24.400]  You can sit there and put hundreds of gallons through it a day.
[01:16:24.400 --> 01:16:29.400]  It purifies very quickly, and it cuts out thousands of chemicals to non-detectable levels.
[01:16:29.400 --> 01:16:31.400]  This is what I use, which my family uses.
[01:16:31.400 --> 01:16:33.400]  It's the very best system out there for the lowest price.
[01:16:33.400 --> 01:16:36.400]  For a limited time, 10 percent off on top of that.
[01:16:36.400 --> 01:16:41.400]  Exclusively at InfowarsStore.com on the Alexa Pure water filtration system.
[01:16:41.400 --> 01:16:45.400]  In stock and replacement filters for folks that need those in stock.
[01:16:45.400 --> 01:16:47.400]  Get it today, and it funds the Infowar.
[01:16:47.400 --> 01:16:48.400]  Don't procrastinate.
[01:16:48.400 --> 01:16:55.400]  This is one of the main areas we can take control of our lives and stop the globalists from hitting us with poison that they allow in the water supply.
[01:16:55.400 --> 01:16:58.400]  In some cases, they add the water supply like fluoride.
[01:16:58.400 --> 01:17:03.400]  InfowarsStore.com is like a grocery store or like a vitamin shop.
[01:17:03.400 --> 01:17:05.400]  We want to have all the best brands for you.
[01:17:05.400 --> 01:17:07.400]  We want to have a bunch of different choices for you.
[01:17:07.400 --> 01:17:09.400]  So I get constant questions online and in person.
[01:17:09.400 --> 01:17:10.400]  Hey, what's better?
[01:17:10.400 --> 01:17:11.400]  Knockout.
[01:17:11.400 --> 01:17:12.400]  What's better?
[01:17:12.400 --> 01:17:13.400]  Down and out.
[01:17:13.400 --> 01:17:14.400]  What's better?
[01:17:14.400 --> 01:17:16.400]  Why do you sell two or three different sleep aids?
[01:17:16.400 --> 01:17:21.400]  And the answer is different herbal formulas, different compounds are better for different people.
[01:17:21.400 --> 01:17:24.400]  So one person might like this coffee.
[01:17:24.400 --> 01:17:25.400]  Another person likes that coffee.
[01:17:25.400 --> 01:17:27.400]  That's how our bodies work.
[01:17:27.400 --> 01:17:28.400]  They're all very diverse.
[01:17:28.400 --> 01:17:39.400]  But we've been able to private label a national bestseller that's been sold for many years that people love and sold for a lower price under the name InfowarsMD Good Night Sleep.
[01:17:39.400 --> 01:17:45.400]  This is a great formula full of amazing safe compounds to give you deeper, cleaner, restful sleep.
[01:17:45.400 --> 01:17:49.400]  And it's in stock available right now of 25% off out of the gates.
[01:17:49.400 --> 01:17:54.400]  So get your InfowarsMD Good Night Sleep today at InfowarsStore.com.
[01:17:58.400 --> 01:18:04.400]  A lot of people have asked me, why is InfowarsStore at InfowarsLife not at a probiotic for more than three years?
[01:18:04.400 --> 01:18:05.400]  And the answer is simple.
[01:18:05.400 --> 01:18:08.400]  We only bring you the highest quality at the lowest prices.
[01:18:08.400 --> 01:18:13.400]  We had a top maker, top certified of probiotics for more than seven years.
[01:18:13.400 --> 01:18:18.400]  They got bought by a libtard company and said, we're not doing business with you, Mr. Jones, anymore.
[01:18:18.400 --> 01:18:24.400]  Finally, we got a probiotic just as good or better with a top lab that loves our show.
[01:18:24.400 --> 01:18:28.400]  We're able to private label it under InfowarsMD as our probiotic formula.
[01:18:28.400 --> 01:18:35.400]  So you can get a super high quality probiotic for amazing gut health and more at InfowarsStore.com for 25% off right now.
[01:18:35.400 --> 01:18:38.400]  Now wherever you get your probiotics, it's something everybody should be doing.
[01:18:38.400 --> 01:18:40.400]  But I'm asking you to try our probiotic.
[01:18:40.400 --> 01:18:43.400]  I think you're going to have an amazing effect and it funds our entire operation.
[01:18:43.400 --> 01:18:47.400]  So get your InfowarsMD probiotic today at InfowarsStore.com.
[01:18:47.400 --> 01:18:50.400]  It's a high quality formula and it keeps us on the air.
[01:18:50.400 --> 01:18:53.400]  Take action now at InfowarsStore.com.
[01:18:55.400 --> 01:19:06.400]  Two of our best-selling nootropics or brain boosters are now back in stock at InfowarsStore.com.
[01:19:06.400 --> 01:19:11.400]  And for a limited time, they're 50% off when you get them together or 40% off when you get them individually.
[01:19:11.400 --> 01:19:15.400]  Brain Force Plus and Brain Force Ultra, two separate formulas.
[01:19:15.400 --> 01:19:18.400]  They both give you good clean energy without the crash.
[01:19:18.400 --> 01:19:24.400]  One is a four to six-hour good base of clean energy, again, with no hangover or letdown.
[01:19:24.400 --> 01:19:27.400]  And the other is a very special proprietary formula.
[01:19:27.400 --> 01:19:29.400]  That's Brain Force Ultra that hits really, really quick.
[01:19:29.400 --> 01:19:30.400]  And I love it.
[01:19:30.400 --> 01:19:31.400]  It wears off in two to three hours.
[01:19:31.400 --> 01:19:36.400]  So if I've got to work at night but don't want to stay up all night, I can take it and stay 9 o'clock at night.
[01:19:36.400 --> 01:19:38.400]  Got to stay up until midnight working, doing a radio interview or something.
[01:19:38.400 --> 01:19:41.400]  And boom, writing an article or writing a book.
[01:19:41.400 --> 01:19:45.400]  And then I get two, three hours of energy and then go right to bed after.
[01:19:45.400 --> 01:19:47.400]  Brain Force Ultra, Brain Force Plus, both.
[01:19:47.400 --> 01:19:50.400]  50% off by themselves or 40% off individually.
[01:19:50.400 --> 01:19:52.400]  A lot of people love these products.
[01:19:52.400 --> 01:19:53.400]  They've got five-star reviews.
[01:19:53.400 --> 01:19:55.400]  But if you haven't tried them, you really should.
[01:19:55.400 --> 01:19:58.400]  50% off, InfoWarsTore.com.
[01:19:59.400 --> 01:20:06.400]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:20:08.700 --> 01:20:18.700]  So here's the facts. California is basically legalizing pedophilia, saying child sex traffickers won't even get in trouble.
[01:20:18.700 --> 01:20:21.700]  You can give people HIV or hepatitis and not get in trouble.
[01:20:21.700 --> 01:20:27.700]  Places like Washington State have passed laws where they can grab your kids as young as 7, 8 years old and put them in a facility,
[01:20:27.700 --> 01:20:32.700]  never even telling you where they went, because they're protecting your child because you're transphobic,
[01:20:32.700 --> 01:20:37.700]  and then they can basically complete the sexual mutilization of the children.
[01:20:37.700 --> 01:20:42.700]  And then you see that clip we played, there's a bunch of these clips from CNN yesterday.
[01:20:42.700 --> 01:20:47.700]  These right-wing crazy nuts say child trafficking's happening and it's connected to Satanism.
[01:20:47.700 --> 01:20:52.700]  They're just nuts. But it's everywhere. Just today, look at these headlines.
[01:20:52.700 --> 01:21:01.700]  Pure Evil, latest Disney production, is a cartoon about a girl who inherits a ritualistic killing, blood-drinking cult from her father.
[01:21:01.700 --> 01:21:03.700]  We're going to play you that trailer in a moment.
[01:21:03.700 --> 01:21:12.700]  Satanic Temples, lawsuit, claiming Texas law violates the religious freedom to abort, to abortion rituals,
[01:21:12.700 --> 01:21:17.700]  dismissed by a federal judge, saying it's a ritual to kill babies.
[01:21:17.700 --> 01:21:27.700]  Hellish Demonic Freak fantasizes about being first trainee to implant uterus in aborted babies.
[01:21:27.700 --> 01:21:33.700]  So again, implant a uterus and then abort the babies. That is their crazy dream.
[01:21:33.700 --> 01:21:40.700]  I want you to pay to put a uterus in me so I can kill a baby, because I want to be a woman that kills babies.
[01:21:40.700 --> 01:21:45.700]  And he's wearing his Illuminati buttons, all the rest of his little buttons.
[01:21:45.700 --> 01:21:51.700]  I mean, this is the scum of the earth in a revolution against us, completely coming after us.
[01:21:51.700 --> 01:21:55.700]  And I bet you by bottom dollar, that individual's into Satanism.
[01:21:55.700 --> 01:21:59.700]  But let's go ahead and roll the program.
[01:22:02.700 --> 01:22:13.700]  Praise Petty is set to premiere in July 21st at 10 p.m., and it's owned and promoted by Disney.
[01:22:13.700 --> 01:22:18.700]  So here is the trailer for that, and then let's back-to-back go ahead and play
[01:22:18.700 --> 01:22:23.700]  The Hellish Demonic Freak fantasizes about being first trainee to implant uterus in a born baby.
[01:22:23.700 --> 01:22:29.700]  It's morning again. The sun is shining. The ghosts are screaming.
[01:22:29.700 --> 01:22:36.700]  And I'm still here, despite the fact that last night I witnessed someone get ritualistically murdered by my dad's cult that I just inherited.
[01:22:36.700 --> 01:22:38.700]  Oh, here we go.
[01:22:44.700 --> 01:22:46.700]  I'm Petty. I had it all.
[01:22:46.700 --> 01:22:47.700]  Mother!
[01:22:47.700 --> 01:22:48.700]  Here.
[01:22:48.700 --> 01:22:49.700]  What's this?
[01:22:49.700 --> 01:22:50.700]  It's a message from your father.
[01:22:50.700 --> 01:22:56.700]  It's me, your father. The community of New Utopia is all yours.
[01:22:58.700 --> 01:23:01.700]  I just needed to figure out my place in my dead dad's weird town.
[01:23:02.700 --> 01:23:03.700]  I'm walking here.
[01:23:04.700 --> 01:23:06.700]  The great daughter! She's arrived!
[01:23:10.700 --> 01:23:12.700]  Welcome to New Utopia.
[01:23:13.700 --> 01:23:16.700]  I'm new to this being the cult leader thing. Thank you.
[01:23:17.700 --> 01:23:19.700]  But I was excited to get to work.
[01:23:19.700 --> 01:23:20.700]  Do you need this hammer?
[01:23:20.700 --> 01:23:22.700]  Yeah, just put it between my pecs.
[01:23:28.700 --> 01:23:30.700]  Is this town doing okay?
[01:23:30.700 --> 01:23:31.700]  No, we're starving.
[01:23:31.700 --> 01:23:35.700]  You being here means the prophecy of the great daughter's return is fulfilled.
[01:23:36.700 --> 01:23:38.700]  I'll make New Utopia normal.
[01:23:39.700 --> 01:23:41.700]  No more human sacrifice.
[01:23:42.700 --> 01:23:44.700]  Tell me what to do!
[01:23:46.700 --> 01:23:47.700]  No!
[01:23:52.700 --> 01:23:54.700]  Surprise!
[01:23:55.700 --> 01:23:59.700]  I have a vision for New Utopia, and it is right!
[01:24:00.700 --> 01:24:03.700]  Everyone is happy to have someone to mindlessly follow.
[01:24:07.700 --> 01:24:10.700]  I love the leaders, and the comet is coming!
[01:24:12.700 --> 01:24:13.700]  Ha! You blinked.
[01:24:16.700 --> 01:24:18.700]  We need you here so the comet will return.
[01:24:18.700 --> 01:24:23.700]  Oh, God. It's a space cult? Oh, of course. Boomers love space.
[01:24:26.700 --> 01:24:29.700]  All right, praise Petey. And by the way, when I watched that this morning,
[01:24:29.700 --> 01:24:33.700]  I was watching on my phone, so I didn't see it said Mike Judge is the producer.
[01:24:33.700 --> 01:24:36.700]  Well, I'm good friends with Mike Judge. Used to hang out with him all the time.
[01:24:36.700 --> 01:24:39.700]  Then I just got busy, he got busy, and we haven't hung out in years.
[01:24:39.700 --> 01:24:42.700]  My wife's a big Beavis & Butthead fan. She's like, we need to go hang out with Mike Judge.
[01:24:42.700 --> 01:24:44.700]  We gotta go hang out with Mike Judge. Please call Mike Judge.
[01:24:44.700 --> 01:24:47.700]  I'm like, you don't normally care about my famous friends, but I want to hang out with Mike Judge.
[01:24:47.700 --> 01:24:51.700]  And so she didn't want to go to the opening of Joe Rogan's Comedy Club 2.
[01:24:51.700 --> 01:24:54.700]  We did that, but I'm going to call him tonight.
[01:24:54.700 --> 01:24:57.700]  But there I am saying, hey, look at all the Satanism.
[01:24:57.700 --> 01:24:59.700]  This is like, we're not going to kill people anymore.
[01:24:59.700 --> 01:25:02.700]  Because I know Mike's aware of the New World Order, doesn't like it.
[01:25:02.700 --> 01:25:04.700]  He made King of the Hill, Beavis & Butthead.
[01:25:04.700 --> 01:25:09.700]  King of the Hill is still the top-grossing TV program ever, even ahead of Seinfeld.
[01:25:09.700 --> 01:25:12.700]  It's made $2 billion. Pretty crazy, but I'm definitely...
[01:25:13.700 --> 01:25:15.700]  Funny, I said a couple of days ago, I'm going to call Mike Judge.
[01:25:15.700 --> 01:25:19.700]  I'm going to call Mike today and say, what is the meaning of this?
[01:25:19.700 --> 01:25:21.700]  His last big hit was Silicon Valley.
[01:25:21.700 --> 01:25:26.700]  But my point is, it's entering the main culture that there are rich, elitist millionaires
[01:25:26.700 --> 01:25:30.700]  that want Satanism and claim it's going to create a utopia.
[01:25:30.700 --> 01:25:34.700]  Because I was just talking about how they want this leftist pedo-utopia yesterday.
[01:25:34.700 --> 01:25:38.700]  Then I watched this trailer, it's talking about this utopia.
[01:25:38.700 --> 01:25:40.700]  This is what these crazies are pushing.
[01:25:40.700 --> 01:25:43.700]  This is really hitting peak pedo right now.
[01:25:43.700 --> 01:25:49.700]  Mike Judge, that only makes big hits, has a new Disney TV program coming out
[01:25:51.700 --> 01:25:57.700]  about Satanism, secret cults, worldwide elites, rich people setting this up.
[01:25:57.700 --> 01:25:59.700]  Absolutely crazy.
[01:25:59.700 --> 01:26:01.700]  Gateway Pundit calls it pure evil.
[01:26:01.700 --> 01:26:04.700]  I'm going to give Mike Judge a bit of doubt because Beavis & Butthead is pure funny
[01:26:04.700 --> 01:26:07.700]  and King of the Hill is pure Americana.
[01:26:08.700 --> 01:26:12.700]  Looks like they're just exposing the occultists and how bad they are.
[01:26:12.700 --> 01:26:16.700]  You heard her in there saying, we're going to stop sacrificing people now.
[01:26:16.700 --> 01:26:18.700]  But I'm going to find out.
[01:26:18.700 --> 01:26:19.700]  I'm going to call Mike.
[01:26:19.700 --> 01:26:20.700]  I'm going to get his take on it.
[01:26:20.700 --> 01:26:24.700]  I'll assure you, once the show comes out, I will watch it and give you my views on it.
[01:26:24.700 --> 01:26:26.700]  Mike's a really smart guy.
[01:26:26.700 --> 01:26:31.700]  He was one of the head guys when he was 20-something years old on the F-18 project.
[01:26:31.700 --> 01:26:32.700]  He was one of the managers.
[01:26:32.700 --> 01:26:34.700]  He's a physicist, mathematician.
[01:26:35.700 --> 01:26:40.700]  Took his money for that project and went and made Beavis & Butthead that he hand-drew
[01:26:40.700 --> 01:26:41.700]  that became a super hit.
[01:26:41.700 --> 01:26:43.700]  So I really, really respect him.
[01:26:43.700 --> 01:26:45.700]  But let me tell you who I don't respect is this person.
[01:26:45.700 --> 01:26:47.700]  Let's go to this clip.
[01:26:47.700 --> 01:26:53.700]  Hellish demonic freak fantasizes about being first trainee to implant uterus and abort baby.
[01:26:53.700 --> 01:27:00.700]  Radical male trans activist claims he wants a uterus and ovaries scientifically implanted
[01:27:00.700 --> 01:27:04.700]  which he'll use to get impregnated before murdering a baby via abortion.
[01:27:04.700 --> 01:27:06.700]  Here is this individual.
[01:27:06.700 --> 01:27:13.700]  The first trans woman to have a successful uterus transplant, ovaries and eggs included.
[01:27:14.700 --> 01:27:19.700]  And I want to be the first trans woman to have an abortion.
[01:27:22.700 --> 01:27:27.700]  I will let a doctor who has successfully transplanted a uterine complex before
[01:27:27.700 --> 01:27:32.700]  cut the organs out of a willing, healthy, transmasculine donor.
[01:27:32.700 --> 01:27:34.700]  Hit pause. Hit pause.
[01:27:34.700 --> 01:27:37.700]  You hear the cut the organs out of the willing.
[01:27:37.700 --> 01:27:38.700]  I mean, it's literally Hellraiser.
[01:27:38.700 --> 01:27:40.700]  Cut the organs out.
[01:27:40.700 --> 01:27:44.700]  I want to have a woman kill the baby.
[01:27:44.700 --> 01:27:46.700]  And I'm sure they'll be like, oh, we gotta pay for it right now.
[01:27:46.700 --> 01:27:48.700]  And that's how sick this is.
[01:27:48.700 --> 01:27:49.700]  I mean, go back to this.
[01:27:50.700 --> 01:27:52.700]  To have an abortion.
[01:27:53.700 --> 01:27:59.700]  I will let a doctor who has successfully transplanted a uterine complex before
[01:27:59.700 --> 01:28:04.700]  cut the organs out of a willing, healthy, transmasculine donor.
[01:28:04.700 --> 01:28:07.700]  Place them in my body.
[01:28:07.700 --> 01:28:13.700]  I will devote myself, heart and soul, to their aftercare.
[01:28:14.700 --> 01:28:19.700]  I will have as much gay sex as it takes.
[01:28:19.700 --> 01:28:23.700]  With as many trans women as it takes.
[01:28:23.700 --> 01:28:29.700]  And let the transphobes and homophobes scratch their heads,
[01:28:29.700 --> 01:28:32.700]  wondering what to make of it.
[01:28:32.700 --> 01:28:34.700]  That's it. So it's total mad scientist.
[01:28:34.700 --> 01:28:36.700]  I'll do anything.
[01:28:36.700 --> 01:28:39.700]  Once you see this, you're like, well, I don't care if they have animal human clones.
[01:28:39.700 --> 01:28:42.700]  Or I don't care if we release GMOs from mosquitoes.
[01:28:42.700 --> 01:28:43.700]  Everything's so crazy.
[01:28:43.700 --> 01:28:47.700]  They're just glorifying the scum to totally confuse everybody.
[01:28:47.700 --> 01:28:49.700]  Wow, what a piece of filth.
[01:28:49.700 --> 01:28:52.700]  Burn in hell, scumbag. Burn in hell.
[01:28:58.700 --> 01:29:01.700]  The globalists aren't just targeting us through the poison shots,
[01:29:01.700 --> 01:29:04.700]  or the electromagnetic 5G, or the GMO crops.
[01:29:04.700 --> 01:29:08.700]  They're hitting us with hundreds of chemicals that the EPA has authorized
[01:29:08.700 --> 01:29:10.700]  companies and industry to use.
[01:29:10.700 --> 01:29:13.700]  One of the top pesticides used is atrazine.
[01:29:13.700 --> 01:29:17.700]  The allowable level the government admits that they allow to be in your water supply
[01:29:17.700 --> 01:29:22.700]  is enough to sterilize you and basically turn your son into a feminized mutant.
[01:29:22.700 --> 01:29:25.700]  Look it up. Don't let them do this to your family.
[01:29:25.700 --> 01:29:28.700]  We have the very best gravity-fed filter system out there.
[01:29:28.700 --> 01:29:31.700]  Highest rated at half the price of leading competitors.
[01:29:31.700 --> 01:29:34.700]  The Alexa Pure, ready to ship to you right now.
[01:29:34.700 --> 01:29:36.700]  We have replacement filters for folks who have already gotten it.
[01:29:36.700 --> 01:29:38.700]  It does 10,000 gallons before you replace them.
[01:29:38.700 --> 01:29:41.700]  It is amazing. It's great for your home, your business.
[01:29:41.700 --> 01:29:44.700]  You can put swamp water in it, tap water, well water.
[01:29:44.700 --> 01:29:46.700]  Almost everything is contaminated.
[01:29:46.700 --> 01:29:50.700]  This is how you take control of the fluids in your body and counter the globalist onslaught.
[01:29:50.700 --> 01:29:52.700]  Get yours today at Infoworkstore.com for a limited time.
[01:29:52.700 --> 01:29:54.700]  We're running a 10% discount.
[01:29:54.700 --> 01:29:56.700]  That is a huge discount. It's probably the lowest price out there.
[01:29:56.700 --> 01:29:57.700]  You need this filter.
[01:29:57.700 --> 01:30:02.700]  With all the craziness in the world, the collapsing borders, the war with Russia,
[01:30:02.700 --> 01:30:07.700]  the insanity, the currency devaluations, the economy going crazy,
[01:30:07.700 --> 01:30:10.700]  you are crazy, in my view, if you don't get high-quality storable food
[01:30:10.700 --> 01:30:12.700]  and water filtration and self-defense.
[01:30:12.700 --> 01:30:14.700]  Now, we're not selling guns and ammo.
[01:30:14.700 --> 01:30:17.700]  That's for you to go out and get for yourself and learn how to use if you haven't.
[01:30:17.700 --> 01:30:19.700]  And I'm preaching the choir on that.
[01:30:19.700 --> 01:30:24.700]  But a lot of people got plenty of guns, but they don't have enough storable food or water filtration.
[01:30:24.700 --> 01:30:26.700]  This is something you need now.
[01:30:26.700 --> 01:30:30.700]  And we've got it in the food department and in the high-quality water filtration department.
[01:30:30.700 --> 01:30:34.700]  The highest quality food, the best water filtration at the lowest prices
[01:30:34.700 --> 01:30:36.700]  you're going to find and still get quality.
[01:30:36.700 --> 01:30:41.700]  Infowarsstore.com is running a special right now for 10% off on all storable food
[01:30:41.700 --> 01:30:44.700]  and on water and air filtration.
[01:30:44.700 --> 01:30:46.700]  Ladies and gentlemen, you cannot beat this deal.
[01:30:46.700 --> 01:30:48.700]  Our prices are already the lowest.
[01:30:48.700 --> 01:30:51.700]  At 10% off, it's an insane deal for a limited time.
[01:30:51.700 --> 01:30:55.700]  Go to Infowarsstore.com and get prepared while you still can.
[01:30:57.700 --> 01:31:02.700]  TurboForce is back, sold out for eight months, and it's TurboForce+.
[01:31:02.700 --> 01:31:04.700]  We made it even stronger.
[01:31:04.700 --> 01:31:08.700]  The strongest long-term energy you're going to find anywhere.
[01:31:08.700 --> 01:31:15.700]  TurboForce is back in stock at Infowarsstore.com or 888-253-3139.
[01:31:15.700 --> 01:31:21.700]  It's not just wide-spectrum natural herbs that time-release over 10 hours.
[01:31:21.700 --> 01:31:23.700]  It should be called 10-hour energy.
[01:31:23.700 --> 01:31:28.700]  It has a bunch of vitamins and minerals and a bunch of other key things and amino acids
[01:31:28.700 --> 01:31:33.700]  that turbocharge everything and are good for your heart, your brain, your liver.
[01:31:33.700 --> 01:31:35.700]  You name it.
[01:31:35.700 --> 01:31:38.700]  It is the super fuel.
[01:31:38.700 --> 01:31:41.700]  RainForce Plus is great. RainForce Ultra is great.
[01:31:41.700 --> 01:31:43.700]  They're two different nootropics. They go good with this.
[01:31:43.700 --> 01:31:45.700]  But this is the King Kong.
[01:31:45.700 --> 01:31:47.700]  This is the boss.
[01:31:47.700 --> 01:31:51.700]  TurboForce, back in stock, discounted, Infowarsstore.com.
[01:31:51.700 --> 01:31:54.700]  More power, more strength, more energy.
[01:31:55.700 --> 01:32:02.700]  In the early 1900s, certain companies were off-gassing highly toxic fluoride gases into the atmosphere.
[01:32:02.700 --> 01:32:05.700]  The surrounding communities began to get sick.
[01:32:05.700 --> 01:32:10.700]  Laws were enacted to compel these corporations to install scrubbers
[01:32:10.700 --> 01:32:13.700]  to convert these gases into fluorosilicic acid.
[01:32:13.700 --> 01:32:16.700]  Still highly toxic, but containable.
[01:32:16.700 --> 01:32:19.700]  Now these companies had a stockpile of this poison.
[01:32:19.700 --> 01:32:21.700]  And there was no affordable way to dispose of it.
[01:32:21.700 --> 01:32:26.700]  Lucky for them, one of their major stockholders was also the Secretary of the Treasury,
[01:32:26.700 --> 01:32:29.700]  who was responsible for the Public Health Service at the time.
[01:32:29.700 --> 01:32:36.700]  And by 1950, the U.S. government began buying this toxic, untreated industrial waste product
[01:32:36.700 --> 01:32:38.700]  and dumping it into our drinking water.
[01:32:38.700 --> 01:32:43.700]  Reputable studies show that it's causing various cancers and other disease.
[01:32:43.700 --> 01:32:47.700]  With the Alexa Pure Pro, you can have clean drinking water.
[01:32:47.700 --> 01:32:50.700]  With the Alexa Pure Pro, you can have clean drinking water.
[01:32:50.700 --> 01:32:52.700]  And a remedy to this madness.
[01:32:52.700 --> 01:32:56.700]  Available now at Infowarsstore.com
[01:32:59.700 --> 01:33:03.700]  Leading a frontal assault on the lies of the New World Order.
[01:33:03.700 --> 01:33:05.700]  It's Alex Jones.
[01:33:07.560 --> 01:33:34.440]  We're going to the real danger zone for the next hour, ladies and gentlemen, with Dr.
[01:33:35.320 --> 01:33:42.760]  of PreventGenocide2030.org. But here's a blast from the past. This has gone viral. It's probably
